,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
chair,1.1001105,0.93642735,1.1942381,1.054396,1.1412857,1.0349914,1.286351,0.8883916,0.6978142,0.8828887,1.0656087,0.5763633,1.180014,0.97267205,1.0509411,0.9020024,0.9684325,1.0100676,0.74798024,1.1528298,0.70866334,0.83484536,1.1146926,0.5888442,0.95555097,1.0523576,1.0273728,0.0,1.0554945,0.68248034,0.99021554,1.2269603,0.7074781,1.1799631,1.093245,0.8196707,0.8907842,1.0316818,1.0596076,0.6352815,0.74691814,1.0573015,0.9819646,1.267648,1.1416196,1.1022799,1.2437335,1.3441896,1.0714724,1.0666394,0.8611475,1.1969124,1.1303364,1.2050629,1.1061392,0.99506444,1.1807426,1.0574746,1.1658479,0.983525,1.1165223,1.0353631,0.90969646,1.0121881,0.9641241,0.27126086,0.8531626,1.0749602,1.1886101,1.0063708,1.1957484,0.79028916,1.1991452,1.2068105,1.273954,0.8952148,1.0901997,1.2807455,1.062329,0.58957565,1.1371512,1.1012303,1.0667485,1.0044196,1.0558648,1.1234457,1.1244783,0.81686205,1.0548167,0.8671566,1.0284507,0.89918834,1.2250608,0.57262456,1.0338385,0.52254146,0.99293405,1.2636584,1.0103881,0.9281472,0.9869806,0.99855053,0.9405011,1.0572937,0.80640787,0.7277099,0.8347083,1.0468671,1.023904,1.0384867,1.0258113,1.2984328,0.8962915,1.1575391,0.91700995,1.1193062,0.659657,1.0730213,1.0362728,1.0590168,1.2514901,1.3153062,1.1962318,0.8085697,0.92951727,0.7942465,0.7750797,0.82354856,0.61351705,1.0692521,0.7506696
clock,1.4058201,0.5752046,0.7739884,1.2570292,0.78731835,0.5726267,1.2711558,0.9233353,1.3232642,1.358509,0.39762253,1.3198787,1.3724802,1.3589921,0.49416947,1.2164186,0.8295501,1.035896,1.2000645,0.98569953,1.1379817,0.8918257,1.1960083,0.66882825,0.67104423,1.1947114,1.160427,1.0554945,0.0,1.2506552,0.9900918,0.7639893,1.268333,1.0454922,0.43914914,1.3110937,0.8236624,1.2582381,1.243409,1.0727695,1.1242197,1.1792005,0.9692982,0.6659571,0.6327322,1.0338486,0.9170934,1.2807453,0.55701196,0.8160529,0.7597488,1.1584842,1.1222153,0.8759118,1.2410371,1.1177353,0.8376043,1.1623279,1.3537605,0.53144246,1.1402955,1.1520594,0.6548221,1.2605567,0.6984082,1.1518494,0.38665247,0.9255482,1.2675445,1.0750792,1.3806239,1.0967563,1.1099398,1.2522249,0.42521363,0.76983315,0.69171464,1.0222385,0.78631896,0.8777585,0.9738055,1.4209753,1.366177,1.2734816,0.5102358,0.6765839,1.2247368,0.9561315,0.9463781,0.87415683,1.0246211,1.3149629,1.1646026,1.0082247,0.7245347,1.156213,1.1988701,1.1800718,1.3004228,1.2289823,1.276724,1.152164,1.2162957,1.3266894,1.1773428,0.99421245,1.1262364,0.46788394,1.0481746,0.7012245,0.99493164,1.1803052,0.74717903,0.3903644,0.946215,0.6816621,1.0543807,1.3669548,1.2441993,0.571331,0.78030086,1.2037224,0.9894566,0.5142202,0.8551276,1.2716143,0.9538306,1.1221572,0.8434415,0.4946819,1.1187732
closet,0.73369724,1.3040918,1.3917229,0.8382987,1.1685883,1.3377361,1.1736194,0.9664396,0.3833785,0.45965576,1.3101193,0.49460423,0.82394016,0.5907764,1.2439489,0.93136644,1.1661024,1.1326853,0.85337144,1.2587686,0.753903,1.0468615,1.0305934,0.84017587,1.1019753,1.128311,0.69287825,0.68248034,1.2506552,0.0,0.9681916,1.2843113,0.4784091,1.2140261,1.3846843,0.49859852,1.2196097,0.82277215,0.9934215,0.20893312,0.8934178,0.87708104,1.2083789,1.4488964,1.2069422,0.8969111,1.3820584,1.0858024,1.2358488,1.2877293,1.2714214,1.1264951,0.89334714,1.2491946,1.1713605,0.83394396,1.21384,0.8064108,1.1082933,1.3404112,0.8808642,0.8113595,1.0969862,0.7718591,1.2281448,0.40447068,1.1521949,1.248765,0.9318498,1.1485764,0.9702148,0.87278485,1.170856,1.1372616,1.304266,1.2941082,1.424615,1.236726,1.2544632,0.7449516,1.0058448,0.8643154,0.7033658,0.776095,1.3181787,1.3636911,1.1217606,0.97979337,1.2613809,1.0780061,1.1285882,0.7200592,1.2041876,0.9967925,1.1316755,0.26151413,0.7999996,1.1264958,0.81854844,0.9308123,0.7364502,0.85235435,0.9243257,1.0180407,0.42692995,0.7492558,0.9396404,1.3865961,0.8276507,1.2434419,1.2233791,1.1628587,1.3020034,1.2115974,1.100016,1.4283766,0.79118466,0.66674894,0.78562236,1.3353996,1.3857665,1.2806852,1.2806925,1.1750045,1.115933,0.80685747,0.80637574,0.8929917,0.80227107,1.3492128,0.5325353
comb,0.94888014,1.0775871,1.1138493,0.994218,1.003849,1.007597,1.0583459,0.8905195,0.9399495,0.9857659,1.0283513,0.97781634,0.8833684,0.90613866,1.0576549,0.8143654,1.0577993,1.0833279,0.93581116,1.1378282,1.0871198,1.0034465,1.0596851,0.88324153,0.96427304,0.9911128,0.9160612,0.99021554,0.9900918,0.9681916,0.0,1.1301463,1.0319377,1.1208053,1.0529757,0.99019146,1.0646213,1.0789907,1.0640209,0.93605685,1.013277,0.95712405,0.97651774,1.1400113,1.0576692,1.009193,1.0843723,1.0384704,1.040027,1.0878152,1.036061,1.1608928,0.96531254,1.0718246,0.9637813,0.8803076,0.8545542,0.9720202,0.99218714,1.027583,0.92196035,0.95014197,1.0072465,0.9813368,1.0845261,1.0699575,0.98132795,1.1242857,1.0666484,1.0429776,0.9428106,0.89069694,1.0596538,1.0224887,1.0733408,0.97788805,1.0177556,1.0738708,1.1129099,1.027898,0.9453784,0.91448313,0.9852479,0.82693493,1.0794904,1.090241,1.0874816,0.90007085,1.0851536,0.91071725,1.0986972,0.8766217,1.165774,0.92243034,0.9359021,0.91194063,1.1543181,1.123983,0.96569955,1.0158281,0.9314702,0.9707186,0.91110045,1.0651325,1.0311737,0.9958121,0.86277694,1.0942476,1.0078593,1.0497432,1.0968125,1.1319361,1.0545137,1.0634327,0.98198867,1.0540797,0.8409625,1.0160735,1.0732534,1.0874147,1.0803037,1.1022604,1.0383141,0.9369676,1.085192,1.0181001,0.9306836,0.94210345,0.97784436,0.99720263,0.9613363
cookie,1.2945666,0.81906396,0.62470925,1.3135873,1.0762904,0.88240784,0.78759384,1.1454728,1.4197088,1.3895128,0.7359165,1.2695687,1.2864218,1.3482447,0.86067307,1.2117126,1.0740299,0.9797775,1.1880614,0.19255197,1.0980972,1.1227102,0.9063879,1.141318,0.9012916,0.97432077,1.2514653,1.2269603,0.7639893,1.2843113,1.1301463,0.0,1.4022461,0.3338315,0.6963591,1.4143672,0.9831281,1.2418606,1.2355951,1.2426002,1.0396581,1.2188257,1.0157766,0.6585728,0.8248315,1.1096544,0.7789608,1.0149295,0.72676766,0.8322848,0.761441,0.90596664,1.1688794,0.8162095,1.1213305,1.2085178,0.9796069,1.2483494,1.1848044,0.87447333,1.191722,1.0994291,1.0310129,1.2660477,0.7361651,1.2291974,0.8282178,0.53461707,0.90308166,1.0469903,1.1701484,1.169218,0.95363283,0.7321317,0.7078117,0.6635052,0.71388113,0.90651613,0.92078096,1.0777292,0.8992746,1.3333467,1.2135937,1.304204,0.80730104,0.75132465,0.8654666,1.1728269,0.3764981,1.13096,0.5258886,1.2293097,0.8431113,1.1006534,0.87309706,1.3305116,1.2137078,0.98017216,1.2416681,1.2226562,1.2876085,0.9548526,1.156414,0.77328134,1.3067517,1.2178111,1.2801954,0.75047517,1.1338255,0.7486334,0.80964655,0.9383611,0.738989,0.8516452,0.9382596,0.7213459,1.1623032,1.3198662,1.0036033,0.6188608,0.7674844,0.7296735,1.0717933,0.9023045,1.0462291,1.3213446,1.1369305,1.1867943,1.0708088,0.7767411,1.309214
couch,0.58588076,1.3714967,1.4825954,0.6937907,1.0045255,1.3679879,1.1414046,0.8397282,0.4474162,0.17454505,1.429642,0.34712595,0.5317632,0.34335303,1.2518779,0.7448699,1.1104994,1.0568607,0.75320375,1.2960553,0.75072634,0.9731907,1.1326476,1.0895107,1.149082,1.1840086,0.7506477,0.7074781,1.268333,0.4784091,1.0319377,1.4022461,0.0,1.262065,1.545472,0.17783874,1.131807,0.6659251,0.7525567,0.69778585,1.0253869,0.7351842,1.2185235,1.5194137,1.3124928,0.8650298,1.4884398,1.0433435,1.3204188,1.3902037,1.3780389,1.0202744,0.9742563,1.3792205,1.1043979,0.8127396,1.2497919,0.7525135,1.0621836,1.3688772,0.83219093,0.936701,1.1403608,0.7066565,1.3653568,0.58706903,1.3680934,1.224124,0.8389009,1.1396357,0.7840259,0.8656972,1.2080338,1.1672646,1.3873618,1.2597868,1.5512607,1.1739249,1.2694521,0.9710919,0.952081,0.6429039,0.6960219,0.5349031,1.4599372,1.5298228,1.1784993,0.74931145,1.2639987,1.0606042,1.0992352,0.7550459,1.0971137,0.9568155,1.0896639,0.5595285,0.67956114,1.076196,0.72824126,0.8098391,0.7190804,0.8624474,0.9328197,0.9545994,0.5563549,0.83704907,0.7693695,1.4966575,0.77522385,1.3577698,1.1695222,1.1251997,1.4143128,1.3642192,1.0367111,1.52371,0.8868382,0.6289791,0.61973226,1.3948709,1.4624078,1.3741155,1.1745639,1.2172441,0.86685693,0.6582158,0.9378891,0.7928482,1.0125148,1.4459523,0.61357653
cracker,1.0569265,1.0215206,0.87231845,1.1425035,1.0929812,1.0978514,0.78691787,1.1716961,1.3057247,1.2534544,0.9937778,1.1299723,1.1615767,1.1839525,1.0509877,1.1079831,1.1162672,0.9828014,1.0704851,0.116396785,1.1052866,1.1783626,0.8543055,1.2269892,1.1013154,0.96107,1.1521204,1.1799631,1.0454922,1.2140261,1.1208053,0.3338315,1.262065,0.0,1.0137922,1.3032694,1.0108237,1.0158471,1.1396149,1.1874348,1.0504701,1.1656471,0.9779723,0.9428736,1.0214567,1.0785375,0.94517595,0.82041043,0.9354246,0.99758875,0.87969625,0.84046125,1.0461407,0.99257475,0.9665114,1.1610466,1.0133485,1.1156291,0.97680646,1.0885808,1.1187534,1.1535913,1.220721,1.248141,0.9207534,1.1786039,1.1001928,0.36823058,0.654501,1.0669346,0.944908,1.1695114,0.95529544,0.54269487,1.0462724,0.67319715,0.95069385,1.0252001,1.054597,1.0494928,0.76752216,1.138682,1.1353171,1.1434252,1.0205346,0.9466572,0.865709,1.1300577,0.18452603,1.0814571,0.4460386,1.040407,0.8036906,1.0015752,1.005804,1.263222,1.0814059,0.8904488,1.0264271,1.1346083,1.2151862,0.89013624,1.1299803,0.58209574,1.172072,1.2134823,1.2732186,1.0220636,1.0573395,0.9579142,0.85462224,0.90310454,0.8587892,1.1194751,0.8859656,0.9552597,1.1652361,1.1804774,0.8809212,0.8740572,0.9775365,0.7392637,1.0358471,1.012751,1.111904,1.2158774,1.1536068,1.1769574,1.1047826,1.047233,1.2806768
crayon,1.6139246,0.3437634,0.58129805,1.4200203,1.1168557,0.53057176,1.0877596,1.2044985,1.4309444,1.5855044,0.1861623,1.3365242,1.5976934,1.5582223,0.41003984,1.2679212,0.9840084,1.1895,1.3434327,0.90931845,1.1416947,1.1415409,0.92531246,0.7182312,0.7070688,0.8098479,1.2050809,1.093245,0.43914914,1.3846843,1.0529757,0.6963591,1.545472,1.0137922,0.0,1.616277,0.9505716,1.4589684,1.4390926,1.2363524,0.941289,1.3081007,0.82611614,0.2785762,0.62035704,1.2111349,0.46935105,1.227498,0.48101592,0.5039909,0.5176151,1.1627849,1.3202319,0.55895203,1.2059083,1.0736967,0.7563486,1.3193233,1.2051091,0.46747625,1.1874415,1.0506134,0.8493037,1.2456656,0.28173882,1.2055355,0.35855186,0.8723407,1.4196974,0.9499105,1.4783459,1.2791857,0.89928156,1.1653566,0.25433666,0.6921648,0.3584367,0.8881248,0.58879775,0.94588625,1.2080706,1.4871902,1.3105842,1.5102874,0.118190825,0.1517703,0.95900106,1.0169559,0.8863079,0.9236567,1.1019149,1.4157102,1.2260082,1.1149737,1.0216964,1.2730451,1.2149098,1.2689047,1.308447,1.2610242,1.3372154,1.2746198,1.1143804,1.2713158,1.33463,1.048735,1.2351193,0.12616163,1.1905156,0.39514,0.7041085,1.1909643,0.50690925,0.27432406,0.91538286,0.3637671,1.1848454,1.4264616,1.4832283,0.66894156,0.45632875,0.74931073,0.74685496,0.49460042,1.1234288,1.3734684,1.0758172,1.3038737,0.9248152,0.39799333,1.3081843
crib,0.42930114,1.4530625,1.5076187,0.62233865,0.94189614,1.3797083,1.0851437,0.6804927,0.40546298,0.20142305,1.4802604,0.5251639,0.33665127,0.35340905,1.3156052,0.64571583,1.06624,0.99222934,0.66491747,1.3532603,0.7305279,0.84145385,1.1753888,1.1572676,1.2160469,1.2444166,0.6893402,0.8196707,1.3110937,0.49859852,0.99019146,1.4143672,0.17783874,1.3032694,1.616277,0.0,1.1525495,0.60800624,0.56824446,0.76797706,1.0544633,0.6462472,1.2692829,1.5897931,1.3141036,0.86006856,1.5955534,0.90147054,1.2930998,1.5310131,1.4146676,0.9340563,0.8722337,1.412925,1.0574684,0.8063593,1.221936,0.72304195,1.0657057,1.406855,0.7298223,0.8920458,1.0833876,0.75527453,1.4344835,0.69214964,1.4142864,1.2596465,0.8079516,1.1087633,0.6867325,0.8241189,1.2307559,1.0992734,1.4248965,1.354142,1.5912099,1.1285222,1.3690077,1.0740299,0.8964113,0.6144334,0.7421011,0.41404104,1.5284436,1.6065003,1.2476374,0.9096031,1.3267369,1.0643743,1.1120054,0.7371791,1.0250088,0.97059435,1.0611895,0.6318869,0.6995336,1.0268004,0.7541506,0.63035995,0.71595615,0.90335375,1.0118731,0.8749304,0.6386186,0.8672544,0.727725,1.5939584,0.79564774,1.4309473,1.3404987,1.0941449,1.4460077,1.3889408,1.0745076,1.5730171,0.85922444,0.6468899,0.519274,1.3758624,1.5728989,1.4091659,1.1131334,1.3405521,0.74955046,0.5009922,0.91287017,0.72060645,1.0267338,1.5027134,0.5929589
cup,1.1491557,0.94355536,0.85067654,1.1698226,0.76669365,0.7915135,1.1020831,0.7210598,1.0648524,1.1955135,0.9604088,1.1854249,1.2157675,1.2584467,0.9907014,1.034946,0.2855115,0.42763,0.7817059,0.96404827,1.0328554,0.36049765,1.2573979,0.74201536,0.90648264,1.1212817,1.3416533,0.8907842,0.8236624,1.2196097,1.0646213,0.9831281,1.131807,1.0108237,0.9505716,1.1525495,0.0,1.1454127,1.0394372,1.109875,1.0565035,1.094065,1.1240518,0.9493147,0.8739654,1.1208022,1.0309291,1.2899189,0.9749554,0.987187,0.74872917,1.0837061,0.7419775,1.1535119,1.0524004,1.2123063,0.822777,1.2378604,1.1253252,0.9193733,1.218701,1.3144238,0.59595925,1.3194771,0.9870913,1.087103,0.8530118,0.8305615,1.1825593,0.91516006,1.206092,0.9723841,1.0130537,1.1874318,1.0166938,0.76564544,0.96549356,1.1135502,0.98391813,0.85827136,0.972877,1.201921,1.345901,1.1385348,0.9833434,1.0176896,1.168081,1.0237741,0.8566736,0.6943651,0.80928063,1.2125076,0.9316052,0.805171,0.65077114,1.124324,1.1329864,0.8938814,1.2057008,0.9504024,1.3145556,1.1676961,1.2046531,0.92784214,1.124271,0.87239385,0.870638,0.9313176,1.1786901,1.0260565,0.9516042,0.895995,0.6975149,1.0015155,0.93158877,0.8842533,1.0333707,1.3177757,0.8625485,0.47684377,1.0303525,1.106689,0.95334214,0.851771,0.74034595,1.011662,1.0349709,0.9518061,0.8937968,0.75705576,1.1837819
dog,0.47602153,1.3533497,1.3135728,0.85830426,0.8879182,1.3206651,0.97357947,0.80644476,0.80637234,0.5943139,1.3702877,0.77855206,0.69321454,0.57047105,1.2152424,0.90476406,1.0541207,1.0659326,0.86124444,1.1564163,0.85223496,0.89190316,1.0846549,1.16479,1.1323965,1.2142338,0.59758234,1.0316818,1.2582381,0.82277215,1.0789907,1.2418606,0.6659251,1.0158471,1.4589684,0.60800624,1.1454127,0.0,0.6198661,0.96665174,1.1640966,0.8356197,1.1486478,1.4393367,1.0006981,0.9089316,1.3729172,0.7582672,1.1931704,1.2942431,1.3240405,0.7230005,0.91916037,1.2759184,0.9102679,0.8831252,1.1401463,0.8251804,1.0293636,1.1450143,0.71717644,0.8811493,1.0781125,0.8338129,1.3768326,0.87702554,1.376914,1.1479095,0.73392195,1.083962,0.6574491,0.87523687,1.1584228,0.90039945,1.3249214,1.2894924,1.3916377,1.0053493,1.3592052,1.0988319,0.63443124,0.83087635,0.8135495,0.74631,1.4064933,1.4472628,1.0924562,0.96361536,1.1654209,1.0114353,1.107447,0.82167906,0.98365283,1.0145692,1.021007,0.93979055,0.928908,0.99458927,0.607352,0.76559055,0.8845454,0.8847974,1.0701472,0.9002792,0.8260301,1.0606171,0.89945054,1.367874,0.812585,1.2726798,1.120966,1.0375051,1.3310022,1.2956975,1.0159599,1.381475,0.9095919,0.8037775,0.7854109,1.1856668,1.3407371,1.2577616,1.1043054,1.3163111,0.77979666,0.71600175,1.0263503,0.9055973,1.0292517,1.342942,0.8954503
doll,0.65947235,1.3464036,1.17314,0.74404794,0.7322512,1.1646655,0.9024421,0.69268465,1.0101334,0.724024,1.3572841,1.0997127,0.53167105,0.64419234,1.2789946,0.81605345,0.9206989,0.8932207,0.7983906,1.208887,0.70397234,0.7985282,1.1718688,1.2059321,1.1155432,1.1490705,1.1027657,1.0596076,1.243409,0.9934215,1.0640209,1.2355951,0.7525567,1.1396149,1.4390926,0.56824446,1.0394372,0.6198661,0.0,1.0605462,1.130662,0.6615735,1.1268803,1.3130755,1.2283325,0.9484825,1.2372644,0.746303,1.1676661,1.2523259,1.2953144,0.6820646,0.9923148,1.2684748,0.5261782,1.1720555,1.044008,0.84639645,0.81717765,1.2072964,0.92334104,1.1332946,0.95781404,0.98322314,1.4098594,1.048794,1.4034574,1.1456544,0.76125765,0.9844332,0.36144197,0.7198188,1.0959017,0.943289,1.3181843,1.2649301,1.3322084,0.8045929,1.2125461,1.1623919,0.8728192,0.6069424,0.97793144,0.6958348,1.4407045,1.4253618,1.056949,0.9538981,1.1959162,1.1100714,1.1028441,0.8536521,0.71113145,0.9475916,0.95818996,1.1743702,0.99378717,0.83787477,0.8770696,0.75662166,0.93593967,0.9300751,0.9421839,0.9841347,0.9715696,1.2395627,0.8793191,1.4205291,1.0997866,1.2812619,1.2009119,0.9025372,1.2919627,1.3851027,1.0223613,1.2689769,0.8134767,0.87108976,0.8133091,1.1692477,1.2166052,1.1918473,0.8327467,1.2790531,0.47057486,0.6631746,1.0540266,0.68622553,1.001187,1.2650806,0.9582099
door,1.0472332,1.1083472,1.2879006,0.9396072,1.0670619,1.0836365,1.3186715,1.0411451,0.5748793,0.7789234,1.1100044,0.70729876,1.0900984,0.89358234,1.0925039,1.0836983,1.1162149,1.1209995,0.96025085,1.2183672,0.78420126,1.018972,1.0865185,0.72672737,0.9951491,1.1693574,0.8265575,0.6352815,1.0727695,0.20893312,0.93605685,1.2426002,0.69778585,1.1874348,1.2363524,0.76797706,1.109875,0.96665174,1.0605462,0.0,0.82800794,0.9231988,1.0473368,1.3578784,1.045406,0.9260392,1.2724015,1.261241,1.1145866,1.1828642,1.0718021,1.1967052,0.9348559,1.1760403,1.1094537,0.9171761,1.171314,0.8576825,1.0976257,1.1719725,1.0006498,0.9728505,0.9768081,1.011036,1.1017976,0.43412757,0.84983194,1.2072079,1.0980682,1.1459726,1.0642835,0.85823774,1.1495552,1.1930631,1.2498068,1.0955913,1.2266488,1.1359663,1.1019522,0.60610235,0.999235,1.0072997,1.0423819,1.0167483,1.1528237,1.1931709,1.1114677,0.89709115,1.199004,0.94140685,1.1278101,0.8237324,1.2424215,0.994248,1.0172168,0.2805946,0.8878024,1.0708805,1.0274068,1.066826,0.8964028,0.97138923,1.0001136,1.1623901,0.4832567,0.6885049,1.0034827,1.213999,0.90918005,1.130465,1.1169212,1.1169422,1.0928286,1.0678234,1.0198464,1.3003854,0.7444964,0.9059668,1.0165758,1.1682947,1.235971,1.2665966,1.1863353,0.94513893,1.0876303,0.9769698,0.73000425,0.93993294,0.67275554,1.1617154,0.52868307
drawer,1.1804397,0.8528477,0.9560977,1.0999161,1.0969907,0.89430296,1.086657,1.0883847,0.77554536,1.0581536,0.8659941,0.7324892,1.2065855,1.0941428,1.006194,0.88171893,1.1259676,1.0226457,0.91266084,0.98132694,1.0811363,1.020618,0.9530906,0.7122938,0.919956,0.83914626,1.1455138,0.74691814,1.1242197,0.8934178,1.013277,1.0396581,1.0253869,1.0504701,0.941289,1.0544633,1.0565035,1.1640966,1.130662,0.82800794,0.0,1.1813047,0.91413975,0.93786776,1.042355,1.1787969,0.920203,1.114899,1.1121583,0.9775983,0.80231386,1.0889277,1.1354424,1.0567522,1.0416995,1.0756284,0.9850505,1.2761295,1.0254956,1.0317926,1.2215049,1.1242465,1.0473655,1.0144705,0.7469219,0.85051095,0.8027567,0.98902273,1.1260895,0.97946423,1.1607366,1.0872581,1.0187833,1.0389498,1.1387802,0.90060234,1.0321883,0.9649503,0.892165,0.6145552,1.1833268,1.0410309,0.9931335,1.0364344,0.8676957,0.8290677,0.9353639,0.8293464,0.98294276,1.023397,0.8953873,1.0243074,1.1779191,0.7958168,0.9840193,0.78423,0.98589104,0.942382,1.0740117,1.1127048,1.1389769,0.8554757,0.9349798,1.0928352,1.0038012,0.5330608,1.0999835,0.8963982,1.0993369,0.9219363,0.95547855,0.9134459,0.8546351,1.0324808,0.9654235,0.8806366,0.9925765,1.1513346,1.2262539,0.968474,1.0421046,0.9381629,1.154416,0.86581177,1.1705482,0.7673693,1.0009432,1.1455189,0.88271654,0.9446653,1.013126
dress,0.7631215,1.243258,1.280874,0.67085254,0.8936777,1.165168,1.0195264,0.8883374,0.937368,0.7439047,1.2716581,1.0136902,0.58114195,0.71567225,1.1684033,0.9424366,0.9464371,1.0677001,0.97119486,1.1947991,0.912614,0.99228275,1.1123617,1.133553,1.1074538,1.0625353,0.9852144,1.0573015,1.1792005,0.87708104,0.95712405,1.2188257,0.7351842,1.1656471,1.3081007,0.6462472,1.094065,0.8356197,0.6615735,0.9231988,1.1813047,0.0,1.1244397,1.3021526,1.1593351,0.90295005,1.2405831,0.94952816,1.1152369,1.1922472,1.3094819,0.9873047,0.96300024,1.1928551,0.8452597,1.0027941,1.0794157,0.70843756,0.9459559,1.1629784,0.8007239,0.9919076,1.0475222,0.8068446,1.3242774,1.0529149,1.300703,1.1062831,0.8515197,0.9788349,0.62816334,0.90409654,1.0459417,1.0684946,1.2239933,1.1873101,1.2225125,1.0626482,1.1069233,1.1414415,0.9310342,0.5472132,0.90421045,0.7798842,1.316217,1.3634975,1.084271,0.9814535,1.176157,1.105609,1.1144687,0.765072,0.8806707,1.0175238,1.0788047,0.95998096,0.9503099,0.95571566,0.9192787,0.8564638,0.7609683,0.9628721,0.7608148,0.98260397,0.94329065,1.1350592,0.8072703,1.3247406,1.0010365,1.1724591,1.2437309,0.999347,1.3069737,1.2073059,1.055043,1.3170758,0.9520619,0.83120483,0.8092245,1.20337,1.1953071,1.2126166,0.98264486,1.1604415,0.8158995,0.94161177,0.94440985,0.86362857,1.040239,1.2095965,0.8674631
ear,1.1950816,0.7942816,0.85532236,1.1074724,1.1847541,0.94651735,1.0156888,1.2842048,1.2969325,1.310076,0.8061806,1.0978377,1.2004399,1.2226238,0.99179316,1.07065,1.0838946,1.128374,1.1148305,1.0173739,1.1116829,1.1572319,0.7309799,0.85831404,1.1060853,0.78372014,1.0946527,0.9819646,0.9692982,1.2083789,0.97651774,1.0157766,1.2185235,0.9779723,0.82611614,1.2692829,1.1240518,1.1486478,1.1268803,1.0473368,0.91413975,1.1244397,0.0,0.8663844,0.98462313,1.0135045,0.735888,0.97446513,0.96797746,0.72238076,1.0203263,1.0688387,1.139043,0.5100061,0.9449998,1.1433148,0.97030944,0.87230754,0.7646669,0.73737144,0.9961977,0.8076458,1.056448,1.0568689,1.0041564,1.0675117,0.91410434,1.1285186,1.2032111,1.032651,1.103238,1.1097476,0.8658767,0.83125615,0.9185654,0.9255877,0.5869834,0.8006608,0.92016155,0.8011532,1.0690643,1.0446469,0.994515,1.214782,0.88757944,0.7903891,0.8678826,0.9825884,1.0550076,1.14623,1.1630131,1.0562338,1.1000316,1.0717418,1.1100754,1.0303345,1.1886021,1.0357953,1.0076149,1.2399154,0.89276826,1.0062177,0.82335347,1.13959,1.1373168,1.0368081,1.154242,0.7593627,1.1455777,0.79262304,0.5697355,0.9762519,0.9996364,0.91661704,1.0882516,0.8164241,1.0169954,0.93668365,1.3055198,1.0693042,0.6735528,0.6929307,0.875216,0.8241637,1.2206272,1.1062862,1.161548,1.1095358,0.9652641,0.90273005,1.1356977
egg,1.4895118,0.45830393,0.27953416,1.323804,1.0148405,0.5542171,0.9494877,1.2876184,1.4935579,1.5403982,0.45415807,1.3903532,1.4359388,1.5152278,0.6334524,1.3116963,0.9760185,0.8980089,1.3166809,0.82334274,1.2629883,1.1923763,0.8628863,0.9803232,0.9272579,0.7207905,1.2806902,1.267648,0.6659571,1.4488964,1.1400113,0.6585728,1.5194137,0.9428736,0.2785762,1.5897931,0.9493147,1.4393367,1.3130755,1.3578784,0.93786776,1.3021526,0.8663844,0.0,0.72656584,1.1463419,0.3562501,1.0134476,0.68854064,0.46700716,0.7194253,1.0923944,1.2276192,0.57748437,1.1152022,1.1871483,0.85247415,1.2834406,1.0060456,0.59905136,1.2358289,1.1175636,0.93552077,1.1719017,0.51264256,1.3877898,0.67833686,0.8532815,1.1974695,0.81577915,1.2980506,1.3585892,0.7771152,0.9824388,0.2843426,0.76820886,0.44167197,0.74623704,0.39949065,1.1569245,1.2278948,1.3258038,1.2236168,1.4747955,0.4160583,0.37924325,0.7847043,1.1398983,0.8996904,1.1423233,0.91940325,1.3685466,0.8848188,1.1541184,1.068403,1.4138106,1.2073191,0.847771,1.3053077,1.3143282,1.2948439,1.2104853,1.0784314,1.1496507,1.3718345,1.0896606,1.1853945,0.33348477,1.1761923,0.59344316,0.7451942,0.7702147,0.6944076,0.50869614,1.0169164,0.20160842,1.383619,1.3009275,1.3069472,0.7162304,0.42834032,0.5743206,0.8326314,0.7572782,1.1928648,1.3239248,1.2032931,1.3286204,1.1686959,0.6011907,1.3561428
