,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
knife,1.3974216,0.8928522,0.9939238,1.0518705,0.96814007,0.88057184,1.1649334,0.65025514,1.141421,1.3160503,1.3866074,0.57564485,1.2615737,1.4102852,0.8212298,1.3820384,1.2072791,0.7358007,0.8351944,1.1857594,0.95916843,1.1270854,0.6825894,0.70782346,1.2803364,0.6705901,1.3808923,0.79227495,0.82406956,1.1220446,1.0272135,0.9898392,1.0219307,1.1181304,1.1735519,0.30420876,1.2959411,0.66197586,1.2804953,1.2796941,0.9512408,0.6380956,1.2963057,0.6803951,0.7139058,1.0672208,0.86466664,1.2122545,0.6721469,1.1434852,0.9869514,0.71064484,0.31891167,1.0672125,1.1709542,0.82944304,1.0953045,1.270088,0.89889383,1.320337,1.2333121,1.0966188,0.7983249,1.2103629,0.9080196,1.388448,0.99677634,1.3210927,0.0,0.61325026,0.5793369,1.1512446,1.2178262,1.0893595,1.2606813,1.3259137,1.1230093,1.0903655,0.70871234,0.7580451,0.5623684,0.8225435,1.0034634,0.7325639,1.1681412,1.38561,1.252203,1.2473422,0.2371639,0.13010395,1.1639526,0.9283124,0.70296025,1.2648369,0.8649483,0.77995336,1.2538956,0.8401545,1.0612199,0.78594565,0.84852946,0.97046804,1.3574266,0.7921908,1.2054211,1.1719866,1.2246763,0.61448705,1.3478503,1.3066654,1.2636822,0.87669206,1.1799388,0.9035318,1.1840767,0.6073714,1.2316132,0.7249834,0.9066117,1.1570356,0.6042637,0.9123396,1.1852536,1.3896995,1.2516326,0.76555634,0.6747389,0.5762136,0.7504773,0.57777464,1.0511855,1.1227665,0.6256181,0.5637797,1.0222367
ladder,1.3332039,1.0023929,1.1507168,1.1813519,1.0152365,0.921732,1.2452993,0.6092452,1.0201648,1.1942356,1.2109857,0.6998759,1.0298303,1.3663177,0.8224929,1.2704139,1.1320875,0.6898013,1.0675937,0.8607292,1.1795884,1.1054376,0.6005149,0.51617193,0.98423773,0.9314122,1.2280337,0.625006,0.66235286,0.6794519,0.9418423,1.0858848,1.0638357,0.7248824,1.2958281,0.6880014,0.91136646,0.58649004,1.1441447,1.2347872,0.5964969,0.46107495,1.217954,0.998571,0.9610252,0.96696246,1.0064147,1.2186525,1.0234983,1.1453959,0.840837,0.95882905,0.8669983,1.0221617,1.1628312,1.0776991,1.1112682,1.1217508,1.0262965,1.2781783,1.3604492,1.2449546,0.877585,1.2015824,0.8007942,1.2502152,0.8871033,1.1743,0.61325026,0.0,0.46259373,1.0087347,1.3328369,0.9746242,1.2072132,1.1594323,1.1075892,1.0432216,0.94644535,0.9521967,0.79581857,1.0836316,1.0589743,0.45114112,1.0649699,1.3054038,1.1391251,1.2505536,0.6866555,0.66633034,1.0485224,1.0866921,0.748638,1.3736274,0.74071836,1.0592511,1.055896,0.93074214,0.8695333,0.6216429,0.9925915,0.5222758,1.2793326,0.7457111,1.3665166,1.2282395,1.2318846,0.9032775,1.247601,1.1901767,1.1889588,1.0486765,0.8021139,0.83138335,1.1209551,0.8329413,1.129815,0.7563212,0.88800704,1.2680466,1.0273802,0.92888737,1.0627359,1.2529387,1.2824427,0.8123899,0.938699,0.84661305,1.0091196,0.5913588,0.9470823,1.1590701,0.49662328,0.744236,0.68117493
lamp,1.5938656,0.8710467,0.78997386,1.33918,0.6567956,0.6539004,1.179203,0.5343002,1.103895,1.2666533,1.4405923,0.40043247,1.359532,1.5798697,0.62381285,1.447675,1.3053507,0.38475394,0.85174674,1.1588575,1.0510798,1.1260924,0.41726005,0.39365214,1.0703121,0.7919135,1.3394904,0.6917894,0.3888235,0.8906237,0.9272772,1.1268796,0.9570394,0.98445743,1.2844287,0.41526544,1.3165244,0.38778037,1.2244267,1.2969189,0.7966349,0.67767394,1.4441866,0.9311774,0.8759616,1.0608178,0.9465971,1.2335249,0.9955425,1.0903752,0.78738415,0.8706655,0.6945611,0.9234196,1.237472,0.9366396,1.2674532,1.1168853,0.96954453,1.417835,1.4039332,1.4427611,0.622182,1.1826464,0.8742176,1.4431461,0.90700006,1.4941623,0.5793369,0.46259373,0.0,1.1940714,1.3482301,0.9282174,1.4589069,1.2201673,1.1274378,0.9640769,0.57650286,0.76530236,0.6485026,0.98596585,0.95951563,0.6161345,1.0583724,1.568584,1.433691,1.4255693,0.42010224,0.48646963,1.0761462,1.2052921,0.43773335,1.4744048,0.47668654,0.8000525,1.1353787,0.8713091,0.9831681,0.33156043,0.83720005,0.78067064,1.3947203,0.5483782,1.3637354,1.1967468,1.3743734,0.83994055,1.4935851,1.3773063,1.4098837,1.0474669,0.8897066,0.76949763,1.2748096,0.49348617,1.2363915,0.41320848,0.8705119,1.2489611,0.95519185,0.992218,1.3058438,1.5273788,1.3395642,0.5095224,0.7864641,0.6732949,0.8664409,0.393636,0.8841441,1.3223755,0.48757422,0.463234,0.671146
leg,0.7592486,0.90785605,1.1852162,0.8555765,1.2744017,1.2592254,1.16441,1.1351649,0.88068175,0.9406489,0.8268714,1.1500182,0.8073166,0.8725951,1.0790443,0.95151883,1.0108461,1.1569817,1.2404693,0.95560807,1.1991115,1.0407168,1.1751174,0.9765086,0.9585627,1.0429338,0.8113036,1.0968771,1.1639776,0.8553604,1.1890895,1.117245,1.0124782,0.8007783,1.0913792,1.2042745,0.79272985,1.1756865,0.9435763,1.0968528,0.7939115,0.94266367,0.65613455,0.94480336,1.0713181,1.0306914,1.1285788,0.91694754,1.0657556,1.0593586,1.1670749,0.9116721,1.2957875,1.0593383,0.86342824,0.99594253,1.0075605,0.8852962,1.2893924,0.7407174,0.9978807,0.9365735,1.1677063,0.98855644,0.9331845,0.7660981,1.0177617,0.47820473,1.1512446,1.0087347,1.1940714,0.0,1.0640059,1.0804818,0.95841867,1.0534909,1.0238005,1.1512465,1.1875745,1.0356712,0.956491,1.0707445,1.1065422,1.1229208,1.0017899,0.74706584,0.49462914,0.93693113,1.2066119,1.1505156,0.9873319,0.87663054,1.0807071,1.0226064,1.126201,1.3167751,0.8994643,1.0997099,1.0212417,1.1870598,1.1345782,0.8729248,0.9032033,1.094671,1.1301297,1.1238776,0.87819815,1.2169194,0.6143541,1.0771828,0.5346162,1.1636662,0.7264396,0.9776748,0.979719,1.1962538,0.8792153,1.1198542,1.1268666,1.1427878,1.2149298,0.7803185,1.0198141,0.61456066,0.95683616,1.3387604,1.0311421,1.1203549,1.2336469,0.9254573,1.2736609,0.8594736,1.1127372,1.1865644,0.86554086
meat,0.8260822,1.2180989,1.0697896,0.8249776,1.1695149,1.1140254,0.8979826,1.2812333,0.9049659,0.9109588,0.8998296,1.3744036,0.8744627,0.7745795,1.2313915,0.9322241,0.927884,1.2714008,0.5304837,0.9773172,0.680852,0.994869,1.2317641,1.301077,0.90173405,1.1987779,0.9535111,1.1908362,1.276419,1.0636244,0.85073245,1.0736175,0.8894273,1.1810699,0.62804854,1.3582182,0.94711643,1.179626,0.9174015,0.90012133,1.124011,1.2187552,0.9089329,1.1738834,1.1860468,0.9752664,1.1275357,0.9486894,1.1099689,1.0926237,0.986018,1.2615701,1.0288088,1.1911542,0.7686803,1.158725,1.0818151,0.9700806,1.0835764,0.8610168,0.5501814,0.8160312,1.3591816,0.951572,1.0952561,0.85304606,0.8789097,0.9649311,1.2178262,1.3328369,1.3482301,1.0640059,0.0,1.0203241,0.9745901,0.83176064,0.852352,0.9160302,1.2416822,1.0565492,1.2871847,1.155328,0.96652883,1.1939831,0.9795986,0.84634656,0.9363784,0.74318707,1.3202116,1.3093009,1.0928286,1.033028,1.3602344,0.5614395,1.2243077,0.7010633,0.9976154,1.1559086,1.2211133,1.3373896,1.0632083,1.1305497,0.912374,1.2855917,0.5078775,0.26864028,0.9644048,1.2200049,0.86478317,0.9757559,0.94997704,0.9719626,1.0674269,1.0808403,0.94152784,1.3461643,0.86024654,1.2567672,1.2549461,0.14825308,0.64183205,1.052387,0.91901255,0.8516723,0.69140756,1.1794924,1.2721094,1.2528044,1.1723422,1.3769755,1.1949041,0.96145916,1.2727458,1.341294,1.1632042
milk,1.1484387,1.1901596,1.1465361,1.0237991,1.026637,0.9036435,1.0058961,0.8643011,0.872955,1.1462511,1.0154864,1.0999253,1.1206222,1.0083908,1.1567061,0.95802253,0.86418265,0.5923327,0.9314633,0.8257572,1.0500184,1.0000741,0.5265261,1.035497,0.96164876,1.1496989,1.134743,0.8877466,0.9335804,0.97704005,0.77313995,0.7785949,1.0166662,0.98641026,0.9348474,1.1057643,1.0617566,0.8781048,1.0445434,0.91658366,1.008897,1.0654644,1.0273207,1.1184704,1.1495173,1.0173928,1.0934025,1.0156106,1.158704,1.2148954,0.89642966,1.2285335,0.95804125,1.0274799,1.0768089,1.1295621,1.1050634,1.0902828,0.894035,1.0315748,1.0811809,1.107688,1.1076024,1.0250614,1.0799416,1.0176549,0.87349963,1.18405,1.0893595,0.9746242,0.9282174,1.0804818,1.0203241,0.0,1.1080195,0.88263124,0.98243517,0.99435115,1.1455054,0.9677077,1.1329863,1.1397899,1.0137582,0.98454446,0.9806696,1.0418547,1.1825936,0.9458278,1.1088552,1.1259756,0.99042994,1.1705346,1.1653274,0.9664044,0.90859604,0.9352989,0.990262,1.072386,0.84621364,0.9451996,1.0291692,0.9872725,1.1260135,1.1115485,0.9429431,0.96616787,1.0945766,0.81643254,1.0733967,1.026126,1.2126259,0.8006152,0.9351896,0.85933375,0.96477747,1.1346179,1.048061,0.82475674,0.9646912,1.0069317,0.9933875,1.0887592,0.9612755,1.073671,1.0313557,0.9375732,1.1475174,1.1564271,0.7350982,0.9677327,0.90351653,1.0251907,0.94951606,1.1141105,0.9987669
mitten,0.6525109,1.1159916,1.0672923,0.63464797,1.1844047,1.104146,0.790153,1.2386117,1.1412559,0.9905581,0.865981,1.241896,0.9009946,0.6672624,1.1509571,0.69852996,0.86095023,1.337137,1.2664819,0.9623907,0.98498213,0.9078252,1.2066126,1.2509464,1.0649445,1.0999812,0.955355,1.1601497,1.3858527,1.1686786,1.0025867,1.03829,1.0633153,0.87038064,0.8525075,1.3523705,0.8865429,1.2737494,0.9989344,0.6872057,1.2129588,1.1444393,0.7463988,0.97296196,0.8846806,1.0271553,1.116034,0.9803002,0.88719124,0.708211,1.0835122,1.0114129,1.3029938,0.8713553,0.996446,1.12631,0.13897216,1.1769713,0.8335309,0.9329002,0.79027593,0.6128771,0.8440087,1.0746737,1.121743,0.77227044,1.0327743,0.63332313,1.2606813,1.2072132,1.4589069,0.95841867,0.9745901,1.1080195,0.0,0.94398195,0.72818106,1.0031432,1.2924714,0.982614,1.1217723,0.99352926,0.915158,1.1672843,0.98212105,0.6063393,0.6717752,0.79406315,1.3803852,1.3372269,0.89824975,0.7480153,1.2305468,0.8856109,1.2952008,1.2804655,0.9593421,0.98600173,0.8746419,1.3570979,1.095577,1.1885606,0.8252164,1.1932539,0.86816585,1.0123601,0.6231469,1.0849792,0.69327426,0.50677776,0.85078996,1.0599811,1.2094167,1.239401,0.9653881,1.2113203,1.0515486,1.3743277,0.5285416,0.97159624,1.1236459,1.138217,0.82276714,0.6561399,1.035608,1.2815334,1.0035893,0.9983096,1.1570466,1.215808,0.88055867,0.8509354,1.2289891,1.3030123,1.1489671
motorcycle,0.8354583,1.2326059,1.147259,0.97667366,1.1690233,1.1666309,1.00723,1.2307944,0.5868702,0.8216491,0.72425723,1.3247995,0.8033867,0.7860936,1.2299368,0.82474834,0.87033176,1.2409966,1.0237592,0.81426877,1.2083373,0.9889765,1.2263519,1.2035464,0.5373975,1.3395452,0.82858086,1.0241554,1.122825,0.69900393,1.0158842,0.8424847,1.1446412,0.9032829,0.96398044,1.3756677,0.670121,1.298011,0.9297857,0.83374023,0.8531326,1.1635752,0.77429366,1.2643247,1.2838007,0.9146452,1.0656544,0.9045038,1.3191664,1.0239056,1.0312,1.3298328,1.1127583,1.1045207,0.7904417,1.0697529,1.1028143,0.7970129,1.1474366,0.8316046,0.9235053,0.96696377,1.3257221,0.8499855,1.0970618,0.7794455,1.0637165,0.8904384,1.3259137,1.1594323,1.2201673,1.0534909,0.83176064,0.88263124,0.94398195,0.0,0.95545363,1.1351947,1.2921734,1.1418308,1.4025097,1.1257074,1.0494289,1.0737906,0.960395,0.7755191,0.91768616,0.8429893,1.3729889,1.3645942,0.9544051,1.1782262,1.3209089,0.8900028,1.1860216,1.017734,0.947188,1.2859738,1.025244,1.1769367,1.2260098,0.83549106,0.8635595,1.2841173,0.8999617,0.83601594,0.9763064,1.0106142,0.7993962,0.8893893,0.9347974,0.8294387,0.65988433,0.8323438,0.8345527,1.3776867,0.77052176,1.2377018,1.1742127,0.83020097,1.0077643,0.8847221,0.6138509,0.7848284,0.8353773,1.2225671,1.3793585,1.3027282,0.93365735,1.3033473,1.0762888,0.843734,1.007283,1.3459214,0.98185444
mouth,1.0241594,1.1882075,0.81380486,0.8822686,1.0200676,0.7904537,0.8371141,1.0734025,1.0090966,1.2019018,1.1451722,1.276818,1.0892706,0.9021525,1.1673334,1.0306237,1.0602796,1.0281423,0.9306537,1.0170362,1.0272359,0.91203135,0.91118187,1.1364565,1.0347519,1.1377255,1.1337606,1.0563086,1.1795006,1.0789346,0.7089949,0.9932762,0.98482615,1.0965014,0.9648333,1.2603354,1.0605667,0.9482995,0.99279433,0.79813355,1.0671561,1.0657431,1.0437622,1.0201805,0.8582345,1.0855734,1.10289,1.1452118,0.91975325,1.0141232,0.9374169,1.1425557,1.0196788,1.0204536,0.79723907,1.0914317,0.7914835,1.2178347,0.68491745,1.0274043,0.86693305,0.74565125,1.0704877,1.1464794,1.1341025,1.036875,0.68161947,0.99044544,1.1230093,1.1075892,1.1274378,1.0238005,0.852352,0.98243517,0.72818106,0.95545363,0.0,0.8722798,1.1683416,1.1111346,1.1233839,1.0208592,0.7809556,1.1318997,1.1385252,0.9572119,1.0050218,1.033247,1.2610495,1.2518486,0.959471,0.90873986,1.297151,0.9826577,1.1693355,0.93752944,0.99918604,1.003717,0.98394626,1.2079803,0.8312295,1.0565541,1.1345847,1.1198229,0.9306871,0.8937621,0.934936,0.87074256,0.98213553,0.85326123,1.0046965,0.95950407,1.174645,1.0091562,0.878463,1.1693243,1.2152388,1.0828942,0.8619088,0.90013754,0.81605875,1.0821663,0.8711742,0.9720258,0.98544174,0.9504182,1.081389,1.0716593,0.9532289,1.2436014,0.7931998,0.85524344,1.0092367,1.1806356,1.0774282
muffin,1.0910819,1.0915865,0.9139616,0.97734463,0.9035068,0.7432134,0.7737939,0.84122753,1.2876844,1.1925666,1.1597673,1.1520183,1.1836569,1.1052728,0.9242383,1.1641219,1.0692894,0.81530553,0.8831141,1.042243,0.5390722,0.8443341,0.9256522,1.0070494,1.0329944,1.1700404,0.9677575,0.9061858,0.9936692,1.162195,0.83872616,0.98167497,0.80045444,1.0670302,0.72705984,1.1001513,1.1980481,0.88289756,0.6991449,0.69100237,1.1588554,1.1249934,1.1803203,1.1612511,1.0913445,1.240869,1.1282629,1.0917479,1.0609727,1.0671799,0.6898633,1.077217,1.0143223,0.88735354,0.89170873,1.1538508,0.95947284,1.2789233,0.7486656,1.025284,0.86643726,1.0246849,0.97256637,1.1460879,1.1286305,1.242939,0.7862896,1.2579829,1.0903655,1.0432216,0.9640769,1.1512465,0.9160302,0.99435115,1.0031432,1.1351947,0.8722798,0.0,1.0485504,0.9125376,1.1228057,1.1944869,0.89243484,0.9881204,0.9468967,1.1477507,1.2221019,1.0978651,1.0952849,1.146074,0.8328276,1.1268828,1.0043746,0.92176324,0.6558713,0.8768462,0.78005475,0.76166666,1.1004987,0.90069515,0.72130895,1.0911045,1.1339324,0.8478599,0.8469042,0.84442544,1.0236977,0.96908885,1.2272948,1.1142082,1.1991214,1.0418068,1.2792901,1.1837482,1.1067108,1.0260614,1.2637072,0.8365921,0.9444166,0.90493,0.9866362,1.123007,0.9772493,1.1489806,1.1081334,0.83607817,1.0668017,1.0710027,0.9847884,0.9536817,0.75468713,1.1351388,1.0584046,1.0390929,1.0217698
nail,1.4499493,0.5397496,0.38493502,1.3080425,0.3446015,0.6440601,1.0639734,0.8629744,1.4112949,1.1288956,1.4618013,0.36387873,1.5554833,1.4498556,0.6266812,1.3608694,1.309213,0.6303797,0.9565194,1.411025,0.9489727,1.1612937,0.7639984,0.8287528,1.3400732,0.35630137,1.2916473,1.1404115,0.5147208,1.314085,1.1298203,1.1463021,1.0612012,1.3927512,1.2386692,0.20086694,1.6061087,0.60915947,1.2807515,1.271554,1.199337,1.0255407,1.3618884,0.5246815,0.62331647,0.9785233,0.60370094,0.98380595,0.5261414,0.8824629,1.0594096,0.49147797,0.77307415,0.8623432,1.3706709,0.54358923,1.1402695,1.1458968,0.87035435,1.3016725,1.1790309,1.2308388,0.35948932,1.0125742,1.0010246,1.2853568,1.1957504,1.3915511,0.70871234,0.94644535,0.57650286,1.1875745,1.2416822,1.1455054,1.2924714,1.2921734,1.1683416,1.0485504,0.0,1.0558087,0.4577881,0.5848249,1.0507487,1.0109252,0.9890393,1.4545051,1.3654425,1.3942187,0.30608433,0.40430367,1.1369753,0.93245023,0.5174933,1.3101072,0.7986231,0.7767389,1.2438965,0.6644786,1.0541753,0.62140113,0.6540004,1.3263338,1.2550956,0.63052064,1.2571113,1.2289201,1.2098625,0.9250475,1.4275279,1.295228,1.1996756,1.1157336,1.2322285,1.1937355,1.4068577,0.15391016,1.2748079,0.49624527,0.86655706,1.2534485,1.0446066,1.1827741,1.4074073,1.4442196,1.3258954,0.5125774,0.3349161,0.41858763,0.86573195,0.7237508,0.85314083,1.3401558,0.9809128,0.16733861,1.1208014
napkin,1.1030806,1.0034931,1.0825564,0.90980816,1.1309505,1.0498757,1.0318394,0.8649588,0.94754386,1.267172,1.0918183,0.9016216,1.0503352,1.0892748,0.9094822,1.0765918,1.081114,0.8150206,0.90463805,1.0558698,0.78846633,1.0002419,0.7796218,0.76622033,1.0445958,1.0494436,1.2961775,0.81425804,1.0266494,0.956088,1.017706,1.0771176,0.7518033,0.82856286,0.77469265,0.9030395,1.0572903,0.82407373,1.1580278,1.0443078,0.9496281,0.93581384,1.006801,0.97514397,0.91188484,1.1871351,1.1333853,1.2022457,1.0149785,1.1609828,0.86414087,0.88038373,0.86620843,1.1375293,1.0019195,1.0823481,0.88531387,1.2397414,0.9928823,1.2313747,0.9875157,1.0948346,0.9840299,1.1899414,1.0250258,1.2008545,0.88772815,1.0480345,0.7580451,0.9521967,0.76530236,1.0356712,1.0565492,0.9677077,0.982614,1.1418308,1.1111346,0.9125376,1.0558087,0.0,0.842834,1.0617936,0.9738303,0.9377454,1.1038239,1.0921991,1.0132811,0.80588865,0.8398414,0.8181882,1.0222418,1.0712456,0.7928039,0.93319076,0.8574555,0.89025104,1.0849965,1.0189289,0.9912824,0.90679014,1.1465052,0.92813843,1.2411985,1.0150553,0.83607066,1.026444,1.081853,0.97092336,1.122721,1.1100839,1.1835326,0.98412997,1.0038757,0.79585755,1.0117023,0.94912505,1.0457044,0.9016013,0.86136013,1.0128821,0.91411054,1.0801889,1.1113132,1.1733415,0.9586763,1.0027694,0.9649811,0.8874498,0.9512158,0.426596,1.1541269,1.0830605,0.9237679,0.99318546,0.899719
necklace,1.41957,0.6309842,0.78863704,1.1768357,0.8984897,0.91303784,1.2437676,0.8345735,1.4596198,1.2067193,1.4668112,0.38196146,1.4773697,1.4264656,0.7930141,1.3970058,1.3197894,0.7587846,1.1089835,1.4090376,1.0470572,1.2249182,0.7652865,0.6121936,1.3713248,0.31259394,1.3101286,1.0106648,0.6311303,1.325768,1.1651739,1.1806625,1.0612731,1.1120737,1.2372131,0.35784292,1.4881438,0.73093414,1.3057361,1.2775223,1.0564913,0.72721636,1.2178853,0.27545542,0.47872204,0.9986023,0.7037306,1.045765,0.42287165,0.9404047,1.0560826,0.30096072,0.77634096,0.9464631,1.3120546,0.45807362,0.9073868,1.233557,1.0316839,1.1876473,1.2454352,1.0944369,0.49992836,0.9965554,0.8467777,1.3226268,1.0803559,1.1344618,0.5623684,0.79581857,0.6485026,0.956491,1.2871847,1.1329863,1.1217723,1.4025097,1.1233839,1.1228057,0.4577881,0.842834,0.0,0.4297704,0.9659947,0.9007545,0.9339606,1.3691251,1.0673728,1.3625455,0.4308802,0.4150411,1.1926554,0.679068,0.53255427,1.4080337,0.825333,1.0077668,1.2306353,0.6245382,1.0509912,0.7457906,0.7927044,1.1452408,1.3652973,0.518488,1.3938228,1.2808403,1.0776193,0.9495185,1.2709907,1.3548148,0.98337597,1.197676,1.1459975,1.2274829,1.4243332,0.33746284,1.2342262,0.73770535,0.8047126,1.2404209,1.0041561,1.1436523,1.3859202,1.3077034,1.5034893,0.8335984,0.24689782,0.50800985,1.0689428,0.45086706,1.0969734,1.3657209,0.8475902,0.37028682,0.95175284
nose,1.2131373,0.7155533,0.7588276,1.0481147,0.96450746,1.0407305,1.0991756,1.1523267,1.2345635,1.013469,1.264086,0.75783235,1.2918825,1.2206006,0.96484244,1.2370733,1.2207081,1.1072569,1.1966088,1.3235514,1.1247637,1.1572974,1.0844704,0.909546,1.2523239,0.39064538,1.1244502,1.1315845,0.9441871,1.2310953,1.1910532,1.106177,1.2266128,1.1640823,1.1509247,0.6814315,1.3275245,1.0662389,1.1586326,1.1684518,1.0364033,0.892563,1.0951481,0.35150242,0.6558474,0.9514365,0.41138768,0.8243885,0.38276064,0.86438644,1.1926638,0.4158244,0.938156,0.98798686,1.1184682,0.28501195,0.9458504,1.1226279,1.0628395,0.88749707,1.0820363,0.77210855,0.7173592,0.8769398,0.966432,1.1500324,1.2123109,1.0459243,0.8225435,1.0836316,0.98596585,1.0707445,1.155328,1.1397899,0.99352926,1.1257074,1.0208592,1.1944869,0.5848249,1.0617936,0.4297704,0.0,0.9655754,1.0427072,0.98828924,1.1846887,1.0217656,1.2012508,0.7292391,0.707759,1.1224718,0.6939206,0.86576605,1.2012106,1.1243649,1.1054454,1.1782366,0.738126,1.2155185,1.0497558,0.7382598,1.1752398,1.1685812,0.84673923,1.2296585,1.2680819,0.94824165,1.0649767,1.0829377,1.1783193,0.83154345,1.1361115,1.1579322,1.1511618,1.2782443,0.60346746,1.1682941,1.0217258,0.98558426,1.2198712,1.0357862,1.0286012,1.2445474,1.0972993,1.32317,0.99622273,0.33618295,0.6777661,1.0661805,0.9006894,1.1974304,1.2263895,1.0188296,0.61394674,1.0544499
orange,1.0952657,1.1696213,0.8213438,1.0140498,0.81526107,0.8645349,0.7410652,0.9748124,1.0955732,1.0293745,1.0794014,0.9735158,1.0956391,1.0349957,1.0384147,1.0388288,0.93960875,1.0447431,0.9436582,0.98879725,0.9445214,0.9763146,0.97631687,0.8579358,0.9756104,1.0319301,1.0253241,0.87308073,1.0263106,1.1074203,0.9280951,1.1213261,0.9553834,0.9716023,1.0036747,1.0697154,1.1093515,1.0066563,1.0480906,0.87157106,0.9986425,0.98703897,1.0740526,0.98688245,0.83662224,1.0167276,1.1285273,1.0220908,0.9525885,0.83985674,0.9878896,0.972377,1.0096802,0.834137,0.9999774,1.140362,0.93106246,1.0793957,0.8648101,1.1623249,0.9611739,1.0025638,0.9215233,1.2328024,0.9335041,1.214793,0.9782215,1.115146,1.0034634,1.0589743,0.95951563,1.1065422,0.96652883,1.0137582,0.915158,1.0494289,0.7809556,0.89243484,1.0507487,0.9738303,0.9659947,0.9655754,0.0,0.9092429,0.90671104,1.1248335,1.1337492,1.0150692,1.0427647,1.0157871,1.0455716,0.85082746,0.99762905,0.9983408,1.0339341,0.9495509,1.029081,0.6293077,1.0602443,1.0371022,0.97248507,1.0123192,0.99692273,0.96119165,1.0968446,0.9357844,0.9877391,1.0858607,1.1590575,0.9897385,1.0809047,1.137541,1.0610167,1.0368396,0.96905375,1.0017627,1.0844905,1.0552076,0.9646959,0.89497215,0.902164,1.0806097,1.0615857,1.192245,1.2031701,0.9074217,1.0590813,1.0422634,1.1260107,1.008272,0.7746903,0.96477973,1.0838747,1.0617341,0.9272138
oven,1.3793042,1.0121952,1.106915,1.0797682,0.98892725,0.9441454,1.1776482,0.66805416,0.9396903,1.1914158,1.2032582,0.70954597,0.9526271,1.3303323,0.9586386,1.2482967,1.1441056,0.70321757,0.91267586,0.81551605,1.0743082,1.1509016,0.6272458,0.44137132,0.72085595,1.0218607,1.1845781,0.3649639,0.73957694,0.75088656,0.9341407,1.1073291,1.0635223,0.6362473,1.2526056,0.7970445,0.9666721,0.5912721,1.1033883,1.2330158,0.7931915,0.52024007,1.2543573,1.0862528,1.0452641,0.87730753,0.98834914,1.1957489,1.0728737,1.048446,0.72448975,1.0339748,0.8695752,1.0353146,1.0684292,1.0383089,1.0155771,1.1278825,1.0119628,1.2214853,1.3000679,1.2047219,0.8391512,1.1670053,0.9817547,1.2112311,0.8669533,1.181185,0.7325639,0.45114112,0.6161345,1.1229208,1.1939831,0.98454446,1.1672843,1.0737906,1.1318997,0.9881204,1.0109252,0.9377454,0.9007545,1.0427072,0.9092429,0.0,1.0742807,1.2941241,1.1781683,1.2314115,0.7409004,0.7670271,1.0890603,1.1277035,0.80075943,1.3470337,0.7425426,1.0041673,1.0611115,0.99628246,0.9410243,0.6505358,1.0083885,0.3972593,1.2758543,0.9157374,1.2790326,1.081196,1.1360135,1.0517843,1.1458533,1.1802307,1.2080116,1.0753106,0.90524715,0.71828425,1.0474538,0.86830163,1.1203299,0.859083,0.87829435,1.067041,0.9195235,1.0354109,1.0985575,1.1871004,1.2141114,0.86787444,1.0318117,0.9368214,1.0517795,0.73990345,0.98189694,1.1519938,0.55067456,0.77234566,0.70006955
