,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sprinkler,1.2843413,1.0580388,0.8640263,1.3031868,1.181331,0.8806111,0.8154936,0.8604512,0.8772047,0.94021964,1.2040569,0.844672,0.9967219,1.3556124,1.1022289,1.1678752,0.9651455,1.1627177,0.67646515,0.7337544,1.2399616,0.90115374,0.9637105,0.804666,0.6710119,0.90674907,0.8527041,1.0042214,1.1062145,0.7946126,1.0745412,1.1480093,0.926656,0.9438838,0.8896532,1.1712508,1.0535419,0.7104926,1.1805378,0.65078175,1.1291615,1.2857642,0.97486204,0.837113,1.2550403,1.0384185,0.6960472,1.166895,0.67133296,1.226093,0.9780349,0.9801199,1.0530332,0.94572836,1.0069977,1.0219411,1.2270844,1.0741467,0.82876176,0.90327036,0.7689718,1.0998263,1.2375017,1.1141404,1.2020806,0.9715401,1.1722536,0.82646656,1.1454235,0.68353367,1.2650166,0.6569826,1.1167849,0.551315,1.2439498,0.9066807,1.0258615,1.185059,1.0817562,1.0335222,0.7890916,0.6653756,0.93374336,0.8274785,0.9671619,0.9518931,1.1111861,1.2770307,1.2257074,1.2302642,0.8070685,0.7961524,0.91070235,0.8459419,0.8113158,1.2249631,0.9076483,0.8256263,1.191955,1.0973117,1.164253,1.2491835,0.85452473,0.8513491,1.0254904,0.91727877,1.0967884,1.0456789,1.2830774,1.0671158,1.1642848,0.79950464,0.77276886,1.1169639,0.83947784,0.7075349,1.0620165,1.0490264,0.813295,0.0,0.9424762,1.1151676,1.2298665,1.1056054,1.2435876,0.91765434,0.9452435,0.8423037,0.62721086,0.6399785,1.172306,0.8418685,1.033315,0.9292319,0.7328732,0.73617613,1.0724127
strawberry,1.1668423,0.9624597,0.45713508,1.1695489,1.4420922,0.5970531,0.4758042,0.606784,1.104054,1.3485204,1.4470813,0.6227908,1.4599421,1.3871154,1.1644421,1.3603051,1.0946462,1.02861,0.5960984,0.51904035,1.3239647,0.518925,1.2725202,0.81088406,0.7153112,0.917681,0.48082554,1.1561133,1.2712221,1.0272182,1.4545467,1.1882894,0.7612785,1.0723464,0.64755595,1.4301379,0.912505,0.50125074,1.4427636,0.5809566,1.2694457,1.1111201,1.3624545,0.90778345,1.3882114,1.0448779,0.65444887,1.1712508,1.0682712,1.2535975,0.71845174,0.84100735,0.9122575,0.90469015,0.7264129,0.7518728,0.98714113,1.078547,0.6929233,0.9498744,1.0573283,0.8602625,1.2749192,0.8185277,1.1494598,0.82248133,1.1824447,1.0743384,1.116566,0.8945739,1.4023552,0.88655394,1.351952,0.7454779,1.3171233,0.62499833,0.94996655,1.1580514,1.1543901,0.9221245,0.54807675,0.8295307,0.80195874,0.75922275,0.55273247,1.2539616,0.9340359,1.3343682,1.3817801,1.3141174,0.63050634,0.6887072,0.79757214,0.6537883,0.99539864,1.2630589,0.96674055,0.5618649,1.137224,0.8650663,0.8988446,1.3017079,0.85235846,0.5296607,1.3264737,0.83292454,1.1675837,1.0201651,1.3704196,1.3854277,1.2005,0.86286455,0.74137473,1.2312915,0.48916364,0.8021802,0.75722075,1.074333,0.68008745,0.9424762,0.0,1.1292112,1.2562368,1.2813494,1.4205948,0.616509,0.60664564,0.6458707,0.8573129,0.8122567,1.0035446,0.72661614,1.0948591,0.95295185,1.2475162,0.63053554,1.2806447
stroller,0.93909675,1.0123435,1.2836999,0.90605557,1.0622156,1.1889462,1.1407871,1.2522393,0.73243654,1.0260265,0.8227569,1.2217258,0.8598706,0.95442003,0.98349524,0.82843184,0.9139164,0.8930676,1.1352488,0.97551143,0.85223866,1.3036044,0.9770019,0.8984906,1.1345735,0.649427,1.3420328,0.99848026,0.6249393,1.0646578,0.849343,0.91203517,1.1989875,1.2959473,1.075065,0.78030866,1.0838155,1.3555524,0.66491616,1.0722828,0.7354079,0.45719618,0.8945299,1.0327121,1.1207594,1.2128975,1.1834718,1.0179291,1.0636808,1.0691848,1.430992,1.1526608,1.0101832,0.7580298,1.2853003,1.1456349,0.93611676,0.82898355,1.3689563,0.9055979,1.1783075,1.2332339,1.0691452,0.97545487,1.1447872,0.8310447,0.88115,1.2789204,0.87212,0.87533677,0.92496103,1.3454182,0.8013694,1.2373744,0.86720246,1.2427012,0.7630812,0.9816897,0.67137027,0.9757742,1.2922109,1.110887,1.3244065,1.2855895,1.2759383,0.7761148,1.045525,0.815075,0.9850972,0.918424,1.2127789,1.2259179,0.82469654,1.1365786,0.9872001,1.1021395,0.7437198,1.209051,0.9048551,1.0920953,1.1506445,0.6106921,0.70599824,1.2611383,0.8622816,0.9417829,1.0006777,0.9485875,0.8526333,0.98989886,1.2509173,0.8744166,1.1810527,0.92820513,1.3379011,0.9635872,1.2568284,1.0412277,1.0829091,1.1151676,1.1292112,0.0,1.0370951,0.7688261,0.9195906,1.1490169,1.4157445,1.3142086,1.1780674,1.1242265,0.6998167,0.89637035,0.7957662,0.7549021,0.67793417,1.2717535,0.78425515
sweater,0.61068153,0.96990275,1.2275312,0.70447296,0.7662338,1.1441047,1.2646697,1.159051,1.0945129,0.89644444,0.78653127,1.3045746,0.9803329,0.46464974,0.76545286,0.84869087,0.9500723,0.99229085,1.3500766,1.4054344,0.74555814,1.2446842,1.0318558,1.191877,1.3837974,1.1665102,1.1913321,0.97628593,1.0293365,1.1830922,0.89657676,0.7859919,1.1640654,0.9325529,1.2380184,0.89973515,1.0681479,1.3332233,0.8811236,1.3456283,0.8278936,0.60581297,0.9720325,1.3274019,0.6351453,1.026047,1.2225873,0.8740314,0.937611,0.60054684,1.0852933,1.2247114,0.96066207,1.1342534,1.1598551,1.0782782,0.7336142,0.9129741,1.214244,0.97269785,1.015873,1.0038842,0.6931868,1.0779408,0.7739271,1.1052266,0.88435507,0.94578487,0.9276744,1.3577569,0.7183517,1.1507871,0.86859035,1.2854187,0.8373537,1.1317425,1.0854555,0.6530825,0.90669036,1.0503539,1.2235702,1.4249368,1.2337818,1.1604576,1.1453675,1.1773632,0.84939206,0.4279216,0.869641,0.73388267,1.3253666,1.1988487,1.173162,1.2380209,1.2028832,0.68740875,1.1480155,1.2838678,0.9236312,1.0172994,0.89633626,1.0032444,1.240121,1.2435378,1.0244998,1.1532077,0.84262156,1.0091729,0.47007036,0.8384854,0.92860484,1.1810883,1.2633419,0.74560845,1.3437514,1.3155901,1.0921538,1.127876,1.3416114,1.2298665,1.2562368,1.0370951,0.0,0.94747436,0.6374474,1.1383125,1.1791501,1.1632478,1.1521845,1.4256432,0.8007007,1.3497093,1.0000651,1.1996717,1.1947262,1.349138,0.91192627
swing,0.8992862,1.008047,1.3634249,0.9286476,0.7523675,1.3116372,1.3173971,1.2177447,1.0349472,0.8096489,0.7066668,1.1712815,0.7596989,0.86625373,1.0071572,0.81848454,1.0077391,1.0790962,1.1645051,1.2169651,0.9170821,1.328925,0.808843,1.1935881,1.057873,0.9787498,1.2379941,0.9292542,0.7463309,1.066336,0.6172534,0.945344,1.1667346,1.1247514,1.2305303,0.72651654,1.0937948,1.315387,0.7047328,1.1436558,0.83820385,0.92601115,0.69209784,1.0678794,0.7805618,1.0777466,1.2646708,0.95297945,0.98152244,0.9336474,1.2762581,1.0816162,1.0491395,0.94016224,1.2172009,1.2253796,1.0513203,0.8953328,1.2456534,1.1213696,0.9587956,1.303415,0.91117615,1.1688612,1.0190301,1.190441,0.92213273,1.0623205,0.94154644,1.0371476,0.71494496,1.1030003,0.6604571,1.2641748,0.7798394,1.289681,1.0033143,0.9160044,0.8958493,1.0898771,1.3021144,1.1265655,1.2364098,1.2324768,1.3321022,0.7490759,1.1087301,0.787813,0.7638416,0.8817762,1.288522,1.2019749,1.1133146,1.1798536,1.0910983,1.0178416,0.9161388,1.2457426,0.9983821,1.1182556,1.2290998,0.87489223,1.0883329,1.24301,0.6674156,1.0798188,0.9833735,0.99550694,0.7659824,0.8721262,0.9046804,1.0313625,1.0989056,0.89220804,1.2819583,1.1315169,1.1375973,1.0213946,1.2751569,1.1056054,1.2813494,0.7688261,0.94747436,0.0,0.7524725,1.3238031,1.3006668,1.2723858,1.0283021,1.1245207,1.0719001,1.1718003,0.56804895,0.9942102,0.6022385,1.2820544,0.52031636
table,0.6175916,1.0943289,1.4809567,0.48896015,0.5366549,1.2941571,1.4239051,1.3528318,0.97497016,0.49315238,0.5102488,1.3633802,0.55711657,0.48544592,0.797287,0.71608025,1.0198269,0.70109934,1.4455838,1.4332478,0.36192888,1.4697299,0.89819646,1.2691728,1.4917659,1.2116103,1.3750393,0.9004197,0.7260439,0.914904,0.58028686,0.8782123,1.2005126,1.1059004,1.28403,0.6179104,1.037102,1.545788,0.5312133,1.427325,0.6796929,0.8425689,0.721789,1.1687942,0.62699354,1.2119849,1.3267062,0.7049297,1.0331073,0.77694154,1.37514,1.2276762,0.93333286,1.123222,1.3699455,1.4033818,0.8536246,0.7214616,1.4543476,1.1897355,0.9537567,0.99289715,0.8370019,1.0533789,0.8238633,1.3930908,0.798465,1.069443,1.1251065,1.3137153,0.59130883,1.100301,0.61283684,1.4111862,0.65283877,1.3809403,1.0042936,0.7981725,0.77523184,1.001487,1.419492,1.5223794,1.3899592,1.3862022,1.3620342,0.91257215,1.0988742,0.52438647,0.76376796,0.30179632,1.4813769,1.2933972,1.2252713,1.3634038,1.2805531,0.7144327,1.082277,1.244897,0.88387483,1.087976,1.0427436,0.8538517,1.2333316,1.3707806,0.6951953,1.3426135,0.7251365,0.8831654,0.57198095,0.63993895,1.0028949,1.0542581,1.1821505,0.672466,1.4756075,1.3355899,1.170077,1.1082499,1.536761,1.2435876,1.4205948,0.9195906,0.6374474,0.7524725,0.0,1.3679024,1.4613123,1.2858357,1.0922508,1.5140574,0.69897544,1.2465938,0.91991603,1.2124231,0.9058294,1.5131017,0.6244311
tape,1.198722,1.2098572,0.45599973,1.1933466,1.515355,0.51883775,0.5162361,0.6094524,0.9421966,1.3633859,1.38833,0.67077136,1.4139826,1.3634028,1.058489,1.3034196,0.95357054,0.79811144,0.5780744,0.5390218,1.1445252,0.6039679,1.2855885,0.6615969,0.6494885,0.8477714,0.6450274,1.1669682,1.2347176,0.7135987,1.4549305,1.1808457,0.6634139,0.9826585,0.69239736,1.3959322,0.99907666,0.50037104,1.4209919,0.54520375,1.2597044,1.0661962,1.3416305,0.90892714,1.3940064,1.1120367,0.7190349,1.2018745,0.98047894,1.2318197,0.9917907,0.90096563,0.991528,0.9309889,0.973318,0.8194915,0.9026282,1.2283199,0.74766886,0.98373467,1.0815095,0.874768,1.2732778,0.67758894,1.3829569,0.7321064,1.1239941,1.0414308,1.1115361,0.86730903,1.4486713,0.8811631,1.3359236,0.5608629,1.4170212,0.6469025,1.0330789,1.3425333,1.1886002,1.0787278,0.5856743,0.85245746,0.88086283,0.79299533,0.6235919,1.2679899,0.70763284,1.4098945,1.4709034,1.1668136,0.6309629,0.7448493,1.0064934,0.63963175,0.93436146,1.2387697,0.9534952,0.51326716,1.0602742,1.0313785,0.82841384,1.165925,0.69356567,0.62206286,1.3527145,0.7499714,1.0931038,1.0242755,1.4531004,1.2582327,1.2790036,0.9144456,0.738174,1.0784764,0.59145206,0.5883459,0.86943734,1.0575228,0.53142697,0.91765434,0.616509,1.1490169,1.1383125,1.3238031,1.3679024,0.0,0.8521637,0.81317645,0.855536,0.8280593,0.7783139,0.6181995,1.1536591,0.94064,1.3075855,0.64363796,1.3778789
toe,1.414789,0.5443544,0.5484424,1.3237525,1.1406353,0.7163092,0.5874776,0.76075655,1.2957084,1.3366048,1.3735707,0.7040428,1.3627065,1.2314643,1.245692,1.3096228,1.1355945,1.2607158,0.732887,0.8472103,1.4558823,0.45075786,1.1489131,1.0212686,0.7258422,1.0630127,0.6348684,1.208854,1.3537323,1.1537747,1.446243,1.1799334,0.9484031,0.8485708,0.88977814,1.307075,0.9950607,0.5012466,1.4613802,0.8088541,1.3940463,1.2838843,1.287241,0.9804245,1.081986,0.77314746,0.69454014,1.221906,1.0304645,0.8851428,0.10815132,0.81679857,1.1688151,1.1392554,0.23993766,0.5824347,1.3012726,1.2579002,0.29424214,0.8943671,1.0751448,0.7375593,0.87790346,1.1204054,0.6484965,0.6491176,1.2684075,0.78610444,1.1319149,1.0252992,1.0714742,0.8667977,1.3884674,0.7137657,1.1738781,0.67261696,1.2476156,1.0673238,1.2183242,1.045668,0.4087065,0.7865745,0.3376426,0.40315664,0.6279576,1.2619518,1.0104113,1.2961892,1.0250478,1.4245346,0.58410597,0.65642875,1.0414475,0.7928401,0.89498156,1.0151933,1.1838565,0.8849045,1.1877537,0.707199,1.0384418,1.2558552,1.0366209,0.63837045,1.3271642,0.77680707,1.2191626,1.0562844,1.2080475,1.236572,0.8181893,1.1147677,0.9088656,1.3163066,0.3979287,0.88748115,0.6147516,1.0119449,0.72769153,0.9452435,0.60664564,1.4157445,1.1791501,1.3006668,1.4613123,0.8521637,0.0,0.4407478,0.89102834,0.8077887,1.2819022,1.1013509,1.2256532,1.0012901,1.2808273,0.35180438,1.3055904
tooth,1.3524623,0.97449255,0.5014343,1.2649336,1.2514532,0.7941083,0.6470428,0.5157237,1.2053665,1.1830103,1.2893196,0.5701496,1.2236174,1.3193414,1.2517294,1.2942848,1.1925179,1.0979247,0.53754026,0.6655227,1.3443553,0.430045,1.195574,1.0383434,0.684186,0.9686826,0.6409009,1.1096588,1.2455274,0.9007787,1.280524,1.1666607,0.99461514,0.9150015,0.88076615,1.2905409,0.97967196,0.47457278,1.329979,0.6391368,1.3080728,1.3679123,1.1716936,0.9943328,1.171478,0.9552633,0.8316227,1.1942406,1.0145817,0.9899628,0.54820657,0.8733945,1.1039213,1.1127119,0.6852062,0.7598703,1.2481738,1.2093769,0.34931546,1.1335632,0.8727166,0.7447537,1.0527672,1.1008527,1.0515283,0.890388,1.2229011,0.8523801,1.2037612,1.0489596,1.1978842,0.54552925,1.363816,0.57097054,1.2354531,0.7687537,1.2038908,1.299768,1.2263875,1.1587232,0.27703017,0.8308866,0.5631457,0.42493868,0.72643626,1.1555239,0.97935414,1.3044144,1.2240531,1.2632369,0.56699884,0.5431299,1.0653356,0.7620623,0.8918459,1.091784,1.1264484,0.55082214,1.1714591,1.042564,1.1794419,1.3177526,0.97658324,0.66252506,1.1860553,0.9094088,1.0226055,0.9766175,1.2758453,1.164134,1.0298085,1.0826931,0.6238543,1.1821245,0.40531814,0.89330953,0.8789722,1.0353428,0.76952887,0.8423037,0.6458707,1.3142086,1.1632478,1.2723858,1.2858357,0.81317645,0.4407478,0.0,0.8363782,0.8095629,1.239716,0.9195871,1.1930475,1.0045668,1.2110066,0.336474,1.210484
toothbrush,1.2294929,1.0577365,0.89100695,1.1670773,1.0655439,0.8422762,0.73733675,0.8419632,0.9833318,0.9701199,1.1850394,0.77803695,1.0614253,1.1695313,1.1696138,1.1794128,0.90761137,0.9475934,0.69838774,0.8483709,1.0551116,0.9620459,0.762957,0.8570341,0.74614906,1.0156089,0.83037406,1.1508338,1.1060045,0.87616765,1.0944086,1.1030433,0.9171854,0.97221017,1.0264087,1.2391857,1.057344,0.463364,1.1778032,0.6835265,1.2041512,1.2333094,1.0554159,0.9059475,1.1941891,1.1232773,0.8470051,1.1130902,0.89604783,1.203669,0.9176633,0.9317554,1.080589,1.013288,0.9454806,0.8084597,1.121539,1.1198359,0.8906637,0.93354595,0.9915042,0.9740523,1.2079766,1.135649,1.0048412,1.0709497,1.1575366,1.0370307,1.1278028,0.92114174,1.120659,0.5078809,1.0602472,0.8396498,1.16116,1.00339,1.1114607,1.0686382,1.0922222,1.0839943,0.834157,0.8482768,0.8609102,1.021158,1.0004017,1.1057783,1.1135986,1.1513882,1.2024001,1.0970612,0.5524949,0.4017353,1.0535402,0.8423345,1.0473915,1.0829982,0.97918594,0.75229204,1.1716042,1.12077,1.15968,1.1812031,0.96504664,0.90417933,1.1256738,0.90018773,0.96848,0.76366305,1.2091662,1.0876358,1.1098824,0.65785074,0.69717306,1.0245138,0.7962577,0.81750584,0.875315,1.1984764,0.69432235,0.62721086,0.8573129,1.1780674,1.1521845,1.0283021,1.0922508,0.855536,0.89102834,0.8363782,0.0,0.8385589,0.9669276,0.794171,1.072666,1.0647373,0.70788044,0.7712155,1.1928432
towel,1.4426389,1.1104068,0.8476553,1.4705709,1.3228188,1.078517,0.7710326,0.81634665,0.84807086,1.0815351,1.213011,0.43561214,0.96205693,1.4168764,1.320056,1.103889,0.98599553,1.0818057,0.5169351,0.55186975,1.3214715,0.79279006,1.0387783,0.76397705,0.30590487,0.9108733,0.83499235,0.93071467,0.9557831,0.9811887,1.0895088,1.1608918,0.8414612,0.7985854,0.9292057,1.0398829,1.0518502,0.5557917,1.1485933,0.50008345,1.3672276,1.3329134,0.96325666,0.56524485,1.3445864,0.69899863,0.9474502,1.2094781,1.0793382,1.3586891,0.88641554,0.62135834,1.2236868,0.9903029,0.77477366,0.73204106,1.3415308,1.3165021,0.682308,0.99269456,0.7641969,1.2103117,1.3267541,1.0947492,1.3173671,0.88447106,1.3131037,1.002555,0.9443623,0.57961774,1.2470117,0.5348205,1.1632413,0.5888815,1.2884253,0.93086934,1.025361,1.3772179,1.2123771,1.0680708,0.8153483,0.014348984,0.81862485,0.8832495,1.0063957,0.6236154,1.130073,1.3762931,1.0444735,1.4204359,0.5402634,0.6572183,0.9491423,0.7188455,0.51162905,1.270611,0.9739989,0.6009374,1.2523286,1.2056326,1.2217728,1.0367528,0.8333405,0.804292,0.8989585,0.7640551,1.1709732,1.1693981,1.3471469,1.2516718,0.9271974,0.928315,0.46790737,1.152277,0.49898732,0.72042227,0.8628901,0.8288983,0.5845715,0.6399785,0.8122567,1.1242265,1.4256432,1.1245207,1.5140574,0.8280593,0.8077887,0.8095629,0.8385589,0.0,1.3551254,0.6361094,1.0696427,0.77646184,0.87925845,0.6013553,1.144286
toy,0.71213,1.1600982,1.0529845,0.63337123,1.1149175,0.83871436,1.0009474,1.056404,0.60418445,1.1722702,0.95747936,1.2230604,1.1073571,0.84392744,0.8209649,0.90592587,0.82721436,0.5318195,1.0997723,1.1137078,0.37771773,1.2133193,1.1816503,0.66161835,1.198457,0.7250147,1.1443269,1.1596079,0.7451896,0.8609996,1.079056,0.97801477,1.1012958,1.1522324,1.0542096,1.0041486,1.0344088,1.0554508,0.8933348,1.0457479,0.9047711,0.48562723,1.1859012,1.094107,1.0836115,1.3331547,1.0367941,0.8469752,1.063051,1.1402807,1.2770066,1.0909029,0.9754503,0.9228817,1.2386613,1.1221055,0.62143564,0.9857713,1.3476168,0.95044166,1.2680566,0.83279264,1.2167907,0.869554,1.0985074,0.94214755,0.8948746,1.2919177,0.95924354,1.0876004,1.1085974,1.2533487,0.85150796,1.2032523,1.1483529,1.1403728,0.99639887,0.92936087,0.695227,1.0421492,1.1535816,1.3639579,1.244361,1.29524,1.0561168,1.2597868,0.700246,0.89044106,1.2534149,0.63667405,1.1529936,1.0925264,1.0732328,1.1442618,1.1591356,0.9155241,0.88992745,1.072986,0.92948955,1.1205589,0.80183953,0.8144264,0.749962,1.1530749,1.2532225,0.90306795,0.7498759,0.74123657,1.0319564,0.89908254,1.3304392,0.9086135,1.208078,0.702598,1.2397587,0.9004534,0.974249,1.2419857,1.0539168,1.172306,1.0035446,0.6998167,0.8007007,1.0719001,0.69897544,0.7783139,1.2819022,1.239716,0.9669276,1.3551254,0.0,0.9216689,1.0754889,0.98082703,1.046563,1.204684,1.1672702
tray,1.3043814,1.289568,0.7455019,1.0855497,1.3850912,0.7882494,0.64345735,0.79055536,0.77242196,1.0954511,1.2135224,0.69597363,1.0624219,1.4177136,1.1554946,1.1480411,0.93778235,0.67526865,0.5664966,0.28379464,1.0747652,0.7963775,1.1473761,0.67323446,0.62386525,0.6147159,0.91488343,1.1003736,0.98666614,0.8297076,1.2295618,1.1651404,0.92492884,1.1099257,0.867448,1.1746391,1.0062464,0.68964946,1.1164368,0.5445549,1.2041562,1.118351,1.194429,0.6662062,1.4003437,1.1079781,0.80097765,1.1162641,1.043626,1.3315501,1.1633716,0.81291527,1.042348,0.73100555,1.0327946,0.93676883,1.0221518,0.91307515,0.98010457,0.97066647,1.0027872,0.9941739,1.386322,0.876393,1.3192086,0.977273,1.173778,1.1939257,1.0990987,0.6688558,1.3881761,0.7155628,1.1311004,0.6785846,1.379415,0.8929313,0.881728,1.3983256,1.1235038,1.1330574,0.85715854,0.68427986,1.0182151,1.0262878,0.86334085,0.97975934,1.0850973,1.3567466,1.4383398,1.1394745,0.5959984,0.736582,0.89260864,0.6436808,0.74433506,1.2602135,0.7134347,0.30851603,1.1869569,1.2070937,1.0273216,1.0891458,0.60465384,0.86312914,1.158223,0.8885282,1.0928644,1.0991918,1.4536629,1.2567759,1.3166599,0.82875377,0.59115875,1.0839155,0.79473734,0.62369263,1.0357932,1.1229918,0.49109846,0.8418685,0.72661614,0.89637035,1.3497093,1.1718003,1.2465938,0.6181995,1.1013509,0.9195871,0.794171,0.6361094,0.9216689,0.0,0.9934536,0.6540371,0.9798941,0.8006985,1.1094743
tree,0.96503425,1.0803914,1.1531801,0.9636672,1.0132109,1.1087451,1.0690205,1.1199492,0.950664,0.9242424,0.87613946,1.1257584,0.9410754,1.0509351,0.97111714,0.9406991,0.9149914,0.99680394,1.0290858,1.0359007,0.9892282,1.1751368,1.007255,1.0685201,1.0446366,0.8958374,1.1755819,0.917016,0.89725995,1.0783771,0.75851953,0.947734,1.0431582,1.0205493,1.0919207,0.9560498,1.1086419,1.1388829,0.79239875,1.017981,0.9215946,0.9606104,0.79413486,1.0866152,1.0117611,1.1608444,1.1146289,1.0194604,1.0359832,1.0559971,1.2030281,1.116752,1.0583725,0.82714546,1.1429842,1.1586517,0.99285233,0.92820036,1.1621318,1.1553425,0.83235586,1.1835272,1.0353814,1.0155108,1.0909804,1.1529157,0.92044497,1.1543813,0.97342765,1.0192423,1.078639,1.0551165,0.7378423,1.1532733,1.004499,1.1781327,0.9805059,1.1254455,0.8281682,1.1655095,1.1569799,1.0867851,1.1363564,1.2155093,1.1126502,0.94415873,1.0414131,0.9350058,1.0443593,0.95081586,1.1152822,1.0638256,0.929245,1.0228317,1.0595264,0.96724397,0.80659866,1.1039244,0.98121935,1.1082362,1.1173781,1.1609251,1.1109234,1.0876945,0.8521657,1.0978646,0.996748,0.984153,0.9637113,1.109052,1.098119,1.0523319,1.0310377,0.84927046,1.1613076,1.0887861,1.225889,0.95380926,1.1129382,1.033315,1.0948591,0.7957662,1.0000651,0.56804895,0.91991603,1.1536591,1.2256532,1.1930475,1.072666,1.0696427,1.0754889,0.9934536,0.0,0.85026526,0.8291334,1.1917491,0.60483736
truck,1.1830628,1.2006456,0.88204575,1.1871186,1.2552319,0.95675147,0.79015774,0.9188551,0.8964843,1.2078654,1.136148,0.8235515,1.1094496,1.3390372,1.0579393,1.1522275,1.0597852,0.83692825,0.73405963,0.6379715,1.1257229,0.9460439,1.0601813,0.84628826,0.7032753,0.5263574,1.0150366,1.0709248,0.8544522,0.99664295,1.0647101,1.1222827,1.0385938,1.1002165,1.0438706,1.0513471,1.0809656,0.90090245,0.9412052,0.7382915,1.0647919,0.98333895,1.0163066,0.9018492,1.2464533,1.0684417,0.9847096,1.1171334,1.041737,1.0635904,1.0772696,0.91030943,1.1651125,0.7687948,0.9710056,0.91385466,1.1269169,1.0970719,0.95372385,1.0004909,1.1184278,1.0876067,1.1359252,0.955354,1.2055545,0.7912822,1.0151054,1.1229783,1.0124795,0.6966715,1.2110722,0.93996245,1.0127667,0.798336,1.1247838,1.0019118,0.95079607,1.2720437,0.80624604,1.1161613,0.8532416,0.8000664,1.0476743,0.9042181,1.0276577,0.94306475,1.0421208,1.2187824,1.2240138,1.1116958,0.86489356,1.0054905,0.9853788,0.79116213,0.8898889,1.130501,0.76820594,0.7930817,1.0110288,1.1762345,1.2019209,1.0509415,0.7379558,0.9146551,1.0305424,0.8352208,1.2207816,1.1764331,1.2200567,1.2132324,1.2559452,1.0862827,0.89189965,1.1233373,0.9140907,0.73645097,1.1331522,1.1308415,0.7409191,0.9292319,0.95295185,0.7549021,1.1996717,0.9942102,1.2124231,0.94064,1.0012901,1.0045668,1.0647373,0.77646184,0.98082703,0.6540371,0.85026526,0.0,0.89959544,0.87397933,0.9117381
vacuum,1.1159229,1.0878319,1.3734705,1.1638844,0.8859502,1.3020577,1.2705445,1.1799529,0.8144545,0.7266222,0.83660537,1.0666347,0.5851664,1.1760237,1.0660332,0.9825811,1.019923,1.0265073,1.0846113,1.0930582,0.9327234,1.3860147,0.45786166,0.9609627,0.84672636,0.8926269,1.2457153,0.991705,0.5841195,1.0076118,0.55851156,1.0861397,1.1380438,1.0908328,1.2000932,0.7544917,1.1611518,1.0366628,0.670417,1.0504353,0.96202755,1.094485,0.53041965,0.6954797,1.0592093,1.1128488,1.1648166,1.0531604,1.0138965,1.0784711,1.2505629,0.95431703,1.0780449,0.9007583,1.1397092,1.0297593,1.1726356,0.9088519,1.2092998,1.101785,0.9007205,1.2962416,1.053252,1.18468,1.0960054,1.1270074,1.0607104,1.0387223,1.0222359,0.76664865,0.91298753,0.8473834,0.5680851,1.1083536,0.8292476,1.299394,0.9249264,1.1089076,0.79479134,1.1039059,1.3149182,0.88133955,1.1523974,1.250034,1.3274405,0.4842931,1.1866187,1.055532,0.8667257,1.0604314,0.954664,0.88215905,1.0569246,1.1931485,1.0560379,1.1756258,0.82484865,1.1337707,1.1026859,1.1963245,1.3280877,0.8446069,0.8185285,1.2871065,0.52920735,0.9940146,1.1410677,0.8170388,1.0208133,0.8839927,1.0723972,0.6494365,0.9152846,0.9454901,1.1979287,0.97246766,1.1438316,1.0912747,0.9691237,0.7328732,1.2475162,0.67793417,1.1947262,0.6022385,0.9058294,1.3075855,1.2808273,1.2110066,0.70788044,0.87925845,1.046563,0.9798941,0.8291334,0.89959544,0.0,1.1388716,0.7345431
