,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
strawberry,1.1941758,0.32014513,1.2754629,0.6251215,0.7500566,0.7567558,1.2886461,1.4113157,1.1304629,1.3707557,0.86393905,1.3711455,1.2903814,1.2134285,1.3328091,1.3033378,1.0464934,0.6940305,0.6894638,1.2940388,0.7804251,0.9711749,0.9406829,0.976684,0.967364,1.1159455,0.82393026,1.2721767,1.3321788,0.69551367,1.3260465,0.80224305,1.1509216,0.9519878,1.0840521,1.3321328,1.0677849,0.51055855,1.4301763,0.68933225,0.80629545,1.2212741,0.89004815,1.3289912,1.0701349,1.1653374,0.6191111,1.0862199,1.099054,0.7215807,0.51242846,0.8833283,0.7345627,0.9056384,0.9098643,1.1403008,0.7786248,1.0073103,1.246875,0.6842295,1.0713208,1.0545499,1.0352575,0.73355806,1.2869749,1.2679667,0.81976914,1.1878983,0.94485676,1.2804608,0.7492969,1.0751537,0.35118443,1.0806953,1.1982602,1.192493,0.9626558,0.47422892,0.88922155,0.6002276,0.3970843,1.1713705,1.1190857,1.2366908,1.1234107,1.2307683,0.79289806,0.63606685,0.81132543,1.0597881,1.1387094,1.0249003,0.92391133,0.7856431,0.93194914,0.40490872,1.236658,1.1512147,0.5098063,1.3408871,1.2143705,1.3768406,1.2913458,1.2061732,1.1152616,1.0831109,0.76620233,1.3322383,0.82894766,1.192531,0.4904449,1.208602,0.5850925,1.1613727,1.0676684,0.82454515,0.8353273,0.9085872,0.0,1.2477489,1.2236736,1.318325,0.6267774,0.5689038,0.65177107,1.1229982,1.0246012,1.0815979,0.8960291,1.232023,1.1701384,1.397264,0.6775268,1.3381705
stroller,0.8474919,1.2885424,1.0636353,1.1508919,1.1320322,1.2291585,0.8589946,1.0872142,1.2047547,0.898713,1.2366959,1.0217717,1.0200026,0.9427656,0.9464961,0.87072945,0.935771,1.0889592,1.1695259,0.89365333,1.2927294,0.96009725,0.84866077,1.0717151,0.84076357,0.7581935,1.1534548,1.0717536,0.5919201,1.1610777,0.8561293,1.1429634,1.0891488,1.0935518,1.129024,0.83749485,1.1505915,1.2217355,0.76389396,1.0641196,1.1605873,0.93663704,0.76137733,0.831852,1.0422919,0.96767545,1.1641527,1.1545494,1.0923189,1.1793227,1.268986,0.8875188,1.1911426,1.0052804,1.0115379,0.87928385,1.1532744,1.0037,1.0836163,1.1979338,1.0644445,1.0315704,1.0783008,1.0273999,0.774422,0.97332674,0.9983313,0.92084795,0.99773735,0.7885113,1.1759415,0.98072976,1.3193377,0.83227056,1.0317111,0.18440765,1.070142,1.2202725,1.1134437,1.2358348,1.291364,0.9490272,1.0407709,0.94311446,0.98018914,0.97564054,1.1968961,1.2498682,1.1769394,1.0896252,0.9760431,0.98742515,0.8723737,1.1940557,1.1133109,1.3004683,0.7458989,0.8281058,1.1854773,0.81742734,0.86765575,0.8385719,0.8885171,0.9602889,0.92664164,1.0582787,0.98954123,0.9515068,1.1798216,1.0121443,1.2675819,1.1805764,1.1961654,0.96386814,1.0440829,1.0694267,1.03941,1.0308818,1.2477489,0.0,0.95890206,0.92803013,1.1473265,1.205176,1.2144136,1.0045805,1.0561527,0.7567608,1.033269,0.6801742,0.20581555,0.6327013,1.1658114,0.62428445
sweater,0.74492145,1.3749248,0.519112,1.3729603,1.2257986,1.1802359,0.9682074,0.68394285,0.8798559,0.5997481,1.2357581,0.6878414,0.5411336,0.9228101,0.65528333,0.7582598,1.0655413,1.372645,1.4089811,0.7213213,1.3287399,1.0342699,1.2069107,0.92616403,1.2297066,1.0070533,1.1020508,0.78170633,0.8824612,1.4023528,0.64512265,1.2059863,0.80843806,1.251146,0.97889894,0.7029424,0.93762606,1.4649265,0.58673185,1.4060057,1.2135624,0.8034097,1.1482477,0.9202523,1.134948,0.40355217,1.3472981,0.73882896,0.8271173,1.1196465,1.3592461,1.1004281,1.1848279,1.333867,1.0291867,0.84286916,1.1505338,0.8154738,0.90842056,1.2355969,0.75184786,0.92883,0.85794675,1.2241342,0.9785989,0.8442605,1.2642764,0.608988,1.3410593,0.82568586,1.4389551,0.8840088,1.280032,1.1273273,0.6213732,0.97970015,1.2095194,1.3919426,1.3552102,1.2677203,1.417877,0.91738737,0.89833874,0.53086245,0.71232355,0.71076745,1.3700149,1.3922534,1.200369,1.2002109,1.1809723,1.1714836,1.2381151,1.3501883,1.146129,1.3220211,0.9844857,1.088315,1.2834709,0.75643075,0.88047755,0.61622477,0.8246534,0.35285252,0.8090893,0.592761,1.3404322,0.7081928,1.2734189,0.7560848,1.4424099,0.8752803,1.3603313,0.73380417,0.940818,1.3212949,1.2608485,1.101393,1.2236736,0.95890206,0.0,0.5679047,1.4074497,1.2677054,1.2177031,0.7975929,1.2617297,1.1350181,0.92991215,0.9272751,0.9851501,0.864797,1.3544226,0.6718037
table,0.5197135,1.5073581,0.6809674,1.4065231,1.207948,1.0640332,0.8979253,0.4638493,0.7291148,0.4329052,1.4050193,0.47832322,0.56316674,0.8892891,0.5509629,0.5850687,0.6901603,1.5018889,1.3779721,0.39036745,1.5070807,1.0376208,1.1190562,0.93192816,1.3066713,0.86099434,1.1391401,0.7334063,0.6455172,1.4748755,0.33951104,1.3105423,0.75293684,1.2669115,0.81647307,0.546928,0.9582436,1.5982981,0.24871182,1.546339,1.2047174,0.6915472,1.16893,0.8399381,1.1680346,0.6329622,1.3804138,0.8610459,0.84474087,1.3275166,1.5381153,1.1087358,1.3825924,1.4497178,0.82088596,0.73653173,1.3170412,1.0538964,0.80637634,1.1638602,0.9590263,0.86282396,0.9845053,1.4946238,0.83228356,0.8187666,1.3687079,0.85541445,1.4302285,0.5396975,1.5016375,1.0491843,1.4362943,1.0412277,0.68302596,0.92602766,1.2727528,1.4827108,1.6148374,1.5828081,1.5292588,0.8531392,0.85921335,0.7362878,0.9101336,0.46248722,1.4595656,1.5500042,1.2073717,1.0814791,1.2937663,1.1166002,1.2348677,1.1677929,1.0998995,1.4661367,1.0270469,1.0219791,1.3282406,0.70529246,0.8298392,0.73490834,0.5682734,0.64202297,0.7019756,0.8832276,1.4382457,0.5827816,1.3424294,0.38110995,1.6137918,0.7501359,1.4328294,0.73662704,0.9066884,1.4739172,1.2064974,1.2183537,1.318325,0.92803013,0.5679047,0.0,1.4531577,1.4583378,1.2927659,0.6612104,1.5251734,0.7506218,0.5876224,0.9234903,0.9096293,0.6767232,1.5563309,0.5494495
tape,1.4010804,0.37819815,1.4266045,0.51767427,0.65373605,0.9692605,0.9997344,1.3921175,1.224328,1.4045166,0.7020685,1.3805137,1.4810567,1.3059977,1.392333,1.2368453,0.9626025,0.3027742,0.3811618,1.2697083,0.8239684,1.2029098,0.7772292,1.122056,0.7080179,0.9042877,0.92295057,1.4081409,1.1393014,0.35881573,1.4312935,0.63729966,1.2704694,0.86353755,1.0994589,1.3344398,1.3051288,0.31851518,1.4375829,0.28251505,0.66352963,1.3161466,0.9141185,1.229206,0.91534394,1.4413083,0.6034472,1.2404281,1.1969718,1.0330678,0.65940934,0.98525506,0.9801296,0.5570668,1.1034672,1.1359407,0.88956076,1.2058154,1.1896588,0.7593634,1.2018614,1.3127707,1.2954944,0.57063556,1.1469436,1.3503206,0.5398028,1.3215055,0.6943555,1.352004,0.39915502,1.1879841,0.6084205,0.83035016,1.4638557,1.1094562,0.9995148,0.28013957,0.6128909,0.69057095,0.3752569,1.1425611,1.1290187,1.3868071,1.2562361,1.2667853,0.46553278,0.5427002,0.9121833,0.9972674,0.9046873,0.93271405,0.83018804,0.60086924,1.0384316,0.59405255,0.99680316,0.8689119,0.7466092,1.3070884,1.2315769,1.3766294,1.2305793,1.3530966,1.2926959,1.3335383,0.55825824,1.3230059,0.60950243,1.2581034,0.386675,1.2101235,0.38401103,1.2901173,1.2595108,0.5739425,0.77701825,1.0397086,0.6267774,1.1473265,1.4074497,1.4531577,0.0,0.8008807,0.6078014,1.3472121,0.7600379,0.88369614,1.1337487,1.1235787,1.1603638,1.214395,0.4301653,1.325236
toe,1.4025807,0.5810694,0.9637121,0.6393525,0.9808133,0.9427104,1.2930689,1.4187162,1.2448006,1.3609395,0.91169584,1.4051534,1.1871936,1.1291902,1.3293159,1.3611863,1.1829022,0.7936026,0.94314194,1.4220767,0.6263782,1.0122586,0.95967156,1.0068153,0.93239427,1.1857507,0.8102878,1.2906697,1.3036269,0.6995362,1.4141257,0.81425256,1.1902367,0.8944978,1.141439,1.2850924,1.1004527,0.5924268,1.5136967,0.77240074,1.050113,1.2600768,0.7773535,1.2188075,1.0190966,1.02737,0.53151155,1.124387,0.91971695,0.10182285,0.67166716,1.0719947,0.18798351,0.89005816,1.1723567,1.3246322,0.42899466,0.78387946,1.179985,0.74214315,0.7155802,1.0259762,0.44892073,0.41781366,1.3484821,1.197784,0.9770913,1.1616365,0.8092098,1.3201253,0.7064032,1.0314243,0.6488402,1.0577207,1.152721,1.2039646,0.8685817,0.4748984,0.7711803,0.2532184,0.56806004,1.2146863,1.1662917,1.1716223,1.0838816,1.2991197,0.81913507,0.68855894,0.9160316,1.0440484,0.92646605,1.0198388,1.0165309,0.99497014,0.8552076,0.57880586,1.1301868,1.1565659,0.7661852,1.3614151,1.3166397,1.2193409,1.3366112,1.0920305,1.0512205,0.87796503,0.8369271,1.2853675,1.0261284,1.3568097,0.45186865,1.1700393,0.8150737,1.1968164,1.0726339,0.8994035,0.72604376,0.825313,0.5689038,1.205176,1.2677054,1.4583378,0.8008807,0.0,0.738827,1.195074,0.9106085,1.2374208,1.2588041,1.2928,1.1706743,1.3059889,0.39284033,1.3190663
tooth,1.3453155,0.421417,1.2757239,0.92561686,0.90200204,0.9689894,1.1810842,1.1919366,1.0592289,1.2643315,0.68030125,1.274364,1.3880455,1.2816981,1.3168464,1.2501746,1.1354709,0.38189292,0.5604565,1.2863555,0.78803885,1.0558834,1.0254976,1.2174603,0.8064192,1.0887063,0.85404515,1.1739869,1.1935499,0.5129316,1.2593411,0.37313807,1.1624693,1.0650467,1.1437165,1.2361488,1.3325533,0.42528743,1.3629847,0.39043057,0.9091075,1.2429637,1.1239269,1.097799,0.95617354,1.2263396,0.8547772,1.1028019,1.1679293,0.95008814,0.7385442,1.0865358,0.87181586,0.65105253,1.2780178,1.1726357,0.78790945,1.2554414,1.0497757,1.0890387,1.0043795,1.2642392,1.2365962,0.71773404,1.2266028,1.201935,0.6997018,1.2025605,0.7366373,1.2410239,0.600107,1.2954749,0.6476284,1.0330366,1.386442,1.1824918,1.1339746,0.43621165,0.61522603,0.6774024,0.48975432,1.103411,1.0831351,1.256301,1.1069837,1.2837834,0.4500519,0.510209,0.771513,1.1329628,1.0702956,1.0560056,0.9880196,0.86531997,1.1337845,0.7151648,1.1667776,1.0859374,0.9201346,1.1343943,1.2493343,1.306487,1.2658013,1.219329,1.3417828,1.1176306,0.5816759,1.0954874,0.4571998,1.2350795,0.28699565,1.0883651,0.3369189,1.3187504,1.2068877,0.52936685,0.88332725,0.8831997,0.65177107,1.2144136,1.2177031,1.2927659,0.6078014,0.738827,0.0,1.2994148,0.7586896,1.2342091,1.2722864,1.0368339,1.1757865,1.178684,0.50949305,1.1061802
toothbrush,0.69495666,1.4451087,0.689875,1.3431461,1.1101471,0.8568585,0.9803593,0.7112605,0.8482466,0.87318456,1.1365111,0.65269136,0.71007794,0.66104364,0.8385877,0.7639972,0.8937217,1.4393873,1.3157865,0.7317759,1.2530477,0.6835741,1.1287237,0.83410335,1.2245388,1.0201582,0.74918973,0.8613764,1.0256282,1.4321678,0.7607448,1.3944178,0.56757486,1.3350909,0.8487761,0.8874418,0.74644953,1.2662424,0.7029989,1.4423004,1.1791694,0.94364434,1.0564439,0.96605206,1.1308498,0.6879062,1.3488331,0.8759518,0.9097054,0.99940586,1.0264165,0.94059676,1.1202753,1.2718723,0.7907811,0.83554536,1.1458464,0.7997077,0.85607696,0.8060528,0.92537993,0.9183921,0.7432884,1.3594795,0.7547557,0.8708062,1.3901839,0.7578299,1.1444547,0.8254743,1.4462583,0.84731334,1.2318333,1.1652426,0.63447946,1.0449198,1.1124241,1.3849688,1.3100625,1.2517123,1.4640274,0.9022317,1.0547943,0.7620487,0.86504114,0.69831824,1.2872195,1.1391952,1.0811796,0.96678025,1.1780022,1.165905,1.2516465,1.2054007,1.0213482,1.3318086,1.1298623,1.1219028,1.2910504,0.86960024,0.9068497,0.7276059,0.65144706,0.88860524,0.577552,0.9162612,1.2109351,0.8665643,1.1419084,0.73287,1.4238166,1.012226,1.3546219,0.63589066,0.8565266,1.2613387,1.1047648,0.8637873,1.1229982,1.0045805,0.7975929,0.6612104,1.3472121,1.195074,1.2994148,0.0,1.2022903,0.97798216,0.85139567,1.0421877,1.000833,0.8500627,1.415065,0.9224064
towel,1.3796327,0.856446,1.2771096,0.99502087,0.9328946,1.1728992,0.7561861,1.1522245,1.1937644,1.0957782,0.41683066,1.0905006,1.2150013,1.1374091,1.020113,1.3578383,1.1240456,0.59902436,0.74310255,1.2940401,0.789377,0.83695817,0.7542623,1.177122,0.44215,1.2222373,0.9806512,1.1295891,0.93211424,0.64817727,1.3338149,0.6938441,1.1316162,1.0577415,1.2609475,0.9790654,1.260466,0.62117565,1.28211,0.48465097,0.9282634,1.2369831,0.97707367,0.85528195,0.75589114,1.2211665,0.9785647,0.96088374,1.3464875,1.0064933,0.7142723,0.8632919,0.8478038,0.61750907,1.3747724,1.1212869,1.0027748,1.0187613,0.981023,1.0675747,1.2310243,1.3535119,1.1920376,0.79199326,1.0637243,0.8097541,0.7176331,0.84959865,0.5718517,1.1009183,0.6690721,1.0616046,0.90294105,1.0829444,1.2312849,1.2013909,0.99363524,0.8705497,0.07883215,0.6756654,0.82855874,0.8929362,1.1551272,0.9388231,0.80933106,1.2297702,0.59818727,0.5362413,0.7017586,1.0839539,0.44616246,1.0020337,0.89250016,0.94847393,1.1030786,0.9635358,0.813361,1.0228945,1.0453116,0.95989126,1.2984288,0.93704075,1.4407202,1.243925,1.2606565,0.99010134,0.50734705,1.1306964,0.50645626,1.4035895,0.5749679,1.1233317,0.6757419,1.1618142,1.2305548,0.56938565,0.9454138,0.6177871,1.0246012,1.0561527,1.2617297,1.5251734,0.7600379,0.9106085,0.7586896,1.2022903,0.0,1.265529,1.3503541,0.9434472,1.2138773,1.2404132,0.7264945,1.1932161
toy,0.64311314,1.0900826,1.1432813,0.79669064,0.7588656,0.75041956,0.7359902,1.1721376,1.0831887,0.9717818,1.3288175,1.043493,0.98944443,1.0939054,0.91687596,0.78395003,0.51360327,1.1112446,0.91255414,0.70356596,1.2546395,1.3488181,0.6315432,0.86388814,1.0674895,0.6126728,1.1913066,1.2150902,0.86422646,1.1555374,0.9815747,1.1536751,1.169379,0.91983056,0.72117376,0.9962029,0.9916486,1.1097772,0.7963754,1.0785557,0.9454402,0.874578,0.5984233,1.1932409,1.0786198,1.2322844,0.8960786,1.2689373,1.042945,1.2320344,1.1385453,0.8533973,1.2710118,1.060243,0.45493644,0.9317113,1.199525,0.86672765,1.1892548,0.6344351,1.2560673,0.9063799,1.0293437,1.1405474,0.81573045,1.0747504,1.0147865,1.3255382,1.1473974,0.94465953,1.1880965,1.0002149,1.2472739,0.7147056,0.81763023,0.685219,0.99434775,1.1030693,1.275384,1.275462,1.1124165,1.2180189,1.0988364,1.2556939,1.3441627,0.79093754,1.1578732,1.2450587,1.225669,0.7495731,1.0132023,0.8572321,0.7972021,0.81678843,0.94212,1.1634979,0.7610972,0.6183536,0.9299514,1.2365355,0.8171351,0.98702186,0.8181739,1.1934981,0.9017998,1.3259048,1.0253209,1.221471,1.247062,0.6414584,1.228051,1.0739318,1.1782135,0.85699767,1.1022997,1.1593062,1.0050178,1.2680721,1.0815979,0.7567608,1.1350181,0.7506218,0.88369614,1.2374208,1.2342091,0.97798216,1.265529,0.0,0.5510822,1.0944161,0.7134651,0.8759666,1.169843,1.0975864
tray,0.68268025,1.0851173,1.0132047,0.9709548,0.8852384,0.79806864,0.88011616,1.0089946,1.0079186,0.9195764,1.3159542,0.8898086,0.7416216,0.98684144,0.8647938,0.94151515,0.5219372,1.3171067,0.92613006,0.613377,1.1711559,1.1510037,0.869843,0.8106525,1.190026,1.0262719,1.0726677,1.1036808,1.0428271,1.2537099,0.8349631,1.2173382,1.0084367,0.89946485,0.7682223,0.96690595,0.82985073,1.3022416,0.7527268,1.3333784,0.8981782,0.92385405,0.8081149,1.1556239,1.0050473,0.98300934,1.0364748,1.1818142,0.8906575,1.1825626,1.1706305,0.8520808,1.2576663,1.2853478,0.5408249,0.9296689,1.1325597,0.94784796,1.1671343,0.7063326,1.1135507,0.731861,0.9473939,1.2822647,1.0071286,1.0838151,1.1358874,1.1001731,1.3041306,0.84207875,1.3091525,0.8559531,0.9811823,0.9867525,0.7884023,0.99635655,0.9029084,1.2802517,1.3752396,1.317075,1.1489207,0.9828831,1.1290791,1.0465364,1.1070946,0.6636003,1.3324614,1.2782125,1.0978081,0.81728226,1.1418198,0.8211677,0.90588,0.69853663,0.8552288,1.0484473,0.9283354,0.9410363,0.847096,1.0736485,0.8671164,1.0078186,0.93264735,1.0341549,0.8526037,1.0710279,1.1401416,1.0912995,1.2417412,0.7684641,1.2929394,1.0803684,1.2329938,0.85461,0.7964277,1.242423,1.1700436,1.0738635,0.8960291,1.033269,0.92991215,0.5876224,1.1337487,1.2588041,1.2722864,0.85139567,1.3503541,0.5510822,0.0,1.1222819,0.9835006,1.0934824,1.3505652,1.0287158
tree,0.842576,1.1514702,1.0391451,1.258039,1.0222642,1.1696025,0.9298929,0.7752228,0.98056537,0.886765,0.94833696,0.99035853,1.1290207,0.967536,0.96345264,0.907535,1.0232744,0.94469005,1.1060841,0.9946862,1.1635062,0.99587727,1.0910814,1.081828,0.9927683,0.90853715,1.1323667,0.8885749,0.8215539,1.0330054,0.816657,0.9921705,1.0500057,1.1549366,1.0964197,0.96718866,1.1830152,1.0902531,0.86693525,1.0063459,1.0390575,1.0057422,1.1851447,0.70671755,0.9630207,1.0277244,1.2855426,0.9023701,1.099972,1.2551974,1.117368,1.009913,1.2406739,0.98697925,1.0811182,0.774469,1.1742072,1.29414,0.8002407,1.2831502,1.0563052,1.1282262,1.1955861,1.1999819,0.83848834,0.8528757,0.9128268,0.96337664,1.0096309,0.747082,1.0380933,1.0646486,1.2248534,0.9777267,1.1788743,0.71843785,1.1719879,1.1844177,1.0288924,1.2033203,1.176425,0.9696085,0.8740712,1.0050384,0.9948804,0.9957522,0.975738,1.0443008,1.0959954,1.0293748,1.0423496,1.0230372,0.94725585,1.1366976,1.264827,1.2592567,0.9626524,1.046595,1.1047256,0.73016095,0.924384,0.94658226,0.95094085,0.9240936,1.1333213,1.0902251,1.0775485,0.7545839,0.91457605,0.89261496,1.1839628,0.8469584,1.0011312,1.0562494,1.0924734,0.9646211,1.0768336,0.976549,1.232023,0.6801742,0.9272751,0.9234903,1.1235787,1.2928,1.0368339,1.0421877,0.9434472,1.0944161,1.1222819,0.0,0.7362324,0.8941083,1.1752427,0.52507865
tricycle,0.8645736,1.2090847,1.0355152,1.0924695,1.0564729,1.171471,0.9195111,1.0449754,1.1035129,0.96596277,1.2622962,1.0074234,1.0286276,0.94158715,1.0005779,0.8138722,0.88984805,1.1368109,1.1196669,0.91321933,1.2318037,1.0146654,0.911056,1.0620617,1.0036826,0.6774454,1.1377819,1.1236625,0.74395216,1.1369364,0.9069272,1.1150041,1.1278415,1.0498387,0.9971281,0.9343894,1.069317,1.2027338,0.8455274,1.1526328,1.0656993,0.9969752,0.94254553,0.9160998,1.0378923,1.0168523,1.1057453,1.1701126,1.0156087,1.1241484,1.2634635,1.0099634,1.2009549,1.041001,0.96563447,0.92396796,1.1467988,1.0833671,1.023466,1.103877,1.0626523,0.96355945,1.0122651,1.1503776,0.7669447,1.0939006,1.0333321,1.0779856,1.0650462,0.8839177,1.1574202,1.0050534,1.2755084,0.82039094,0.98566705,0.033661127,1.0918165,1.1839662,1.220445,1.228933,1.2250412,1.0110443,1.0435911,1.0713766,1.1279033,0.9341136,1.1739488,1.2216649,1.2221909,1.0146843,1.1048716,0.99029833,0.9437123,1.0969805,1.0219184,1.2516686,0.841896,0.77103233,1.1228743,0.89980257,0.899048,0.9490959,0.81430846,0.9853568,0.99209064,1.1306716,1.133457,1.0086789,1.1720805,0.95403457,1.2774298,1.0368942,1.1883376,0.9686989,1.0856024,1.1014423,1.0063679,1.0633776,1.1701384,0.20581555,0.9851501,0.9096293,1.1603638,1.1706743,1.1757865,1.000833,1.2138773,0.7134651,0.9835006,0.7362324,0.0,0.67522424,1.187709,0.6741484
vacuum,0.8613481,1.4169905,0.80250573,1.3088999,1.2247443,1.2189238,0.94279486,0.701217,1.0725629,0.7260251,1.2856834,0.65938777,1.012385,0.788267,0.8460091,0.57060134,1.024926,1.2235881,1.2690169,0.7513023,1.3749057,0.8861346,1.0536749,1.038153,0.9728578,0.73656976,1.1939764,0.9480189,0.5837374,1.2231879,0.6455657,1.1286721,0.8832817,1.2306882,0.9222941,0.7403878,1.0665363,1.2466259,0.63523495,1.2132424,1.1585472,0.85214394,1.2037045,0.729609,0.8938272,0.9020225,1.3066933,1.0604018,0.946163,1.2487886,1.4249952,1.169961,1.2457392,0.89260525,1.1376169,0.90821105,1.1946361,1.098162,0.962686,1.3300288,1.0286214,1.072912,1.0924063,1.2538972,0.51615816,0.9106127,1.1372975,0.95769393,0.8352768,0.6972583,1.1790696,1.1000335,1.4605979,0.91972893,0.9773989,0.66810715,1.255311,1.2807088,1.2470776,1.3119719,1.4060099,0.7729047,0.9223948,0.96564186,1.0074023,0.8960671,1.1173667,1.2253214,1.1314455,1.1613458,1.1804287,1.0571792,1.0917791,1.2338481,1.1698678,1.445087,0.8855201,0.69922876,1.3041353,0.68859524,0.9263268,0.8172374,0.2739042,0.8927798,0.7551791,1.050387,1.1696796,0.69424295,1.1858026,0.80954885,1.3472474,0.9501234,1.2788732,0.9056287,1.001465,1.0191743,1.0362505,1.0489881,1.397264,0.6327013,0.864797,0.6767232,1.214395,1.3059889,1.178684,0.8500627,1.2404132,0.8759666,1.0934824,0.8941083,0.67522424,0.0,1.1913352,0.73196924
watch,1.5796332,0.41621983,1.1691366,0.6541946,0.95543474,1.0633167,1.100966,1.4496009,1.229117,1.4430723,0.71583164,1.4575725,1.4539458,1.1951313,1.4288392,1.3587699,1.1362112,0.39793217,0.6141236,1.4464378,0.63794565,1.1860558,0.84636074,1.0995443,0.7207091,1.0959306,0.93070984,1.3630075,1.2088653,0.35856158,1.4931746,0.5897789,1.321387,0.9399388,1.2324969,1.380255,1.3507333,0.29613584,1.5689174,0.3887514,0.84251904,1.346515,0.8560637,1.1732854,0.90525436,1.2371745,0.60984194,1.1496679,1.2072952,0.564241,0.7106872,1.0258723,0.5287135,0.4857778,1.277808,1.2321582,0.54529977,1.0206318,1.1209399,0.8088037,1.0097575,1.2209332,0.9215921,0.4103372,1.2394131,1.2817218,0.64675826,1.3235047,0.5152639,1.3655562,0.33359873,1.2203918,0.6911645,0.97971064,1.4535382,1.158242,1.012629,0.2919644,0.5398574,0.27006996,0.4052434,1.1587534,1.0610933,1.393381,1.239481,1.3664565,0.39280802,0.45820683,0.9272018,1.0534014,0.84598637,0.9343772,0.8408241,0.8049089,1.0651666,0.604892,1.0341511,0.9421218,0.7880669,1.3328851,1.2680058,1.3686581,1.27616,1.2600803,1.2833103,1.099423,0.6270632,1.3320618,0.78047967,1.4114783,0.20584184,1.1479838,0.4769231,1.3724381,1.2776608,0.53390473,0.63615155,0.88109154,0.6775268,1.1658114,1.3544226,1.5563309,0.4301653,0.39284033,0.50949305,1.415065,0.7264945,1.169843,1.3505652,1.1752427,1.187709,1.1913352,0.0,1.3555305
window,0.7114703,1.3537965,0.7903286,1.3696319,1.1760798,1.2055126,1.0226988,0.5939484,0.9699458,0.6268009,1.1743314,0.77931994,0.85314584,1.0512953,0.7968421,0.81240296,1.0702329,1.1600006,1.2913285,0.81911004,1.3300902,0.9117088,1.2076538,1.1781126,1.054661,0.89461714,1.0230559,0.79115224,0.6322902,1.2049572,0.48660445,1.0958554,0.85292107,1.2213055,1.0482875,0.63417196,1.140804,1.3852589,0.5514056,1.2208078,1.1593336,0.9074638,1.1914604,0.5719489,1.0436107,0.7362264,1.3451703,0.96923417,0.9371008,1.2303206,1.3922033,1.0853817,1.3048046,1.2594235,1.1176605,0.8795258,1.1557748,1.212743,0.83632386,1.3831466,0.8359097,1.0699204,1.0680572,1.2386171,0.9137057,0.90195745,1.116921,0.8483671,1.2273571,0.6021073,1.2144476,1.0857533,1.3608398,0.9929829,0.95870155,0.6866987,1.2413577,1.306693,1.2613188,1.3884164,1.3890276,0.77136415,0.9793059,0.7724268,0.8900666,0.8529078,1.2438444,1.3160052,1.2286929,1.1249459,1.1250708,1.1523436,1.0509877,1.279727,1.1726494,1.3906212,1.0944196,1.1249393,1.3088245,0.45747757,0.9578843,0.81846416,0.8628068,0.6843733,1.0756958,0.91691136,1.2216089,0.47812718,1.1096365,0.7273401,1.4081929,0.89108,1.1931185,0.85768867,0.95001864,1.2780838,1.0686541,1.103501,1.3381705,0.62428445,0.6718037,0.5494495,1.325236,1.3190663,1.1061802,0.9224064,1.1932161,1.0975864,1.0287158,0.52507865,0.6741484,0.73196924,1.3555305,0.0
