,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
necklace,1.3390062,0.4617868,0.51181716,1.2323927,0.9283392,0.8538878,0.9261886,1.1734598,1.4195144,1.1902059,1.4823235,0.3559091,1.3689756,1.2326689,1.1966245,1.4236709,1.5339409,1.2999203,0.87666196,0.95284224,1.4141483,1.1051993,1.1274937,0.7438501,0.60314316,1.0358466,0.49701178,1.1303854,1.0176282,0.53919435,1.376642,1.3546067,1.0804814,0.95868754,0.8384503,1.3922884,0.9157332,0.42867583,1.4902551,0.87262446,1.3803267,1.1957005,0.93570733,0.9150494,1.2962143,0.6187644,0.7811581,1.1578956,0.5469862,0.9906452,0.3909669,1.2346417,0.7234103,0.9513958,0.5930683,0.7860147,1.0404367,1.2030032,1.2773321,0.3571915,1.237392,1.2016464,0.87485373,1.1582171,1.0973979,0.9052671,0.459305,1.2749982,1.1369238,1.4418393,1.0825199,1.1155841,0.5283738,0.83629906,0.6758446,0.43550885,1.4580792,0.94011885,1.0640167,1.2886093,0.96139246,0.54719037,1.121172,0.36768246,0.7947018,0.0,0.5064498,0.6962825,1.2393163,1.1534717,1.3609302,1.170299,1.3491871,0.39028412,0.40571296,1.3901672,0.8473449,1.2965293,0.84890276,1.0789504,1.2211396,0.88997215,1.3760521,0.98709035,0.6203992,1.300838,1.181864,1.0303022,1.332255,1.1634198,0.96110624,1.091583,1.3161355,0.7617482,1.0809103,1.2673311,1.0746614,1.4514078,0.3515244,0.7584105,0.91072226,1.2866939,0.77577496,0.93161136,0.9246386,0.5890158,1.3323823,1.1033728,1.4772594,0.8183526,0.3224151,0.3653028,0.65475637,0.78106964,1.093024,1.1174065,1.2082992,0.8375968,0.29970884,1.2122961
nose,1.3763895,0.5714362,0.3094076,1.4246087,0.5734937,0.5772538,0.9155327,1.160915,1.4358965,1.1005201,1.4537752,0.41399503,1.4195518,1.4761865,0.88154763,1.4279703,1.4466546,1.2763674,0.60408205,0.6529466,1.3536835,0.9645009,0.9896439,0.62210405,0.60510576,1.0050884,0.78403544,1.1047428,1.0504118,0.35485852,1.3503203,1.3720618,1.173204,0.59754795,0.9771473,1.3937635,1.060681,0.40520054,1.5029318,0.73694587,1.2494818,1.1253027,1.0857022,0.9778913,1.438709,0.9415312,0.59581137,1.0927217,0.54557043,1.1879697,0.763058,1.1957479,0.8052299,0.7747683,0.96596783,0.8125187,0.91760796,1.1481836,1.2991134,0.6558143,1.2473476,1.070536,0.8505683,1.3062938,0.9349461,1.290185,0.43634135,1.2230726,1.3313788,1.4659891,0.93638635,1.3655193,0.71671176,1.0449705,0.55458295,0.9186413,1.3647597,0.78870356,1.0309128,1.4288418,0.7912887,0.8570248,0.76976323,0.3287344,0.8515738,0.5064498,0.0,0.36352432,1.2448213,1.0829824,1.4744806,1.4354173,1.4317981,0.41415453,0.58781147,1.2202995,0.936074,1.2554166,0.8335342,0.9174843,1.2289542,0.7679592,1.2707738,0.74703074,0.33804488,1.3226442,1.1261387,0.9931527,1.1628981,1.4365084,1.1494787,1.3630602,1.4114215,1.0839572,1.1252543,1.3479145,1.1520296,1.4210563,0.3065459,0.570974,1.0887028,1.2229927,0.8665056,0.9365566,1.2379962,0.534114,1.3220237,1.2828254,1.3397634,0.53979814,0.55924547,0.67402625,0.65333796,0.8525927,0.8120781,1.0219502,1.1478043,0.7737937,0.4060421,1.2917709
orange,1.3484459,0.7325634,0.39627546,1.3979635,0.45850772,0.53366834,0.6876601,1.1076195,1.340327,1.1707845,1.4977573,0.7018095,1.4318688,1.3970301,0.9161023,1.4593185,1.3305871,1.199355,0.59238225,0.5649404,1.2946075,0.734776,0.9269316,0.82757723,0.6821132,1.0796632,0.698103,1.2925236,0.99972385,0.54583436,1.4008904,1.229932,1.123884,0.62428665,0.8756803,1.4146801,0.8335946,0.5148984,1.5010421,0.673397,1.225467,1.0432224,1.1655378,1.139802,1.3735007,0.96387017,0.53519845,1.1983517,0.70934355,1.2458,0.9079535,1.2086028,0.8086569,0.7478012,1.0108391,0.6990541,0.91594607,1.1194278,1.2078406,0.77226406,1.2680082,1.184222,0.69275004,1.372992,0.70523834,1.266181,0.62790203,1.239454,1.1367581,1.5381975,0.9034404,1.4842592,0.804039,1.151615,0.619547,0.96295285,1.1547424,0.54486144,0.9758003,1.4179054,0.8425834,0.9767481,0.7792085,0.458718,0.8424908,0.6962825,0.36352432,0.0,1.3138036,1.1017712,1.3979231,1.4852253,1.3896091,0.5403019,0.71927226,1.1901615,0.99021804,1.0113904,0.8340754,0.741155,1.1962787,0.5666008,1.3010867,0.78326887,0.4768687,1.3266547,1.1729386,0.9719008,0.8972066,1.3520626,1.0368282,1.4579847,1.3988801,1.1831741,1.116381,1.4084761,1.0769227,1.3576725,0.46182162,0.513789,1.0704478,1.0211942,0.70486367,1.0170196,1.2636129,0.65701526,1.2599773,1.429059,1.2223202,0.39305425,0.72154826,0.80715096,0.6316104,0.8646525,0.66194063,0.9383575,1.1100163,0.88115907,0.5432751,1.3152757
oven,1.2133963,1.1535618,1.3692704,0.7289214,1.3819269,1.2904837,1.3180625,0.7950109,0.49455255,0.93093354,0.6421605,1.1786935,0.44489443,1.0235577,1.1916896,0.8229287,0.72193575,1.0799636,1.0046339,1.0027176,0.7203671,1.2148004,0.6955003,1.2672381,0.811485,0.6961894,1.3031666,0.84639496,0.69207704,1.107152,0.42476654,0.684021,0.93551874,1.1841649,0.98192465,0.46244544,1.2193084,1.2268356,0.46546847,0.8794849,1.0820186,1.3666717,0.4297657,0.543453,0.8807633,1.1878479,1.3438791,0.91595477,1.2508266,1.0182976,1.2457503,0.8607838,1.3029402,1.2666724,1.1718119,1.1479931,1.392617,1.0159123,0.8323773,1.2442966,1.2072815,0.80520564,1.4140902,0.9089126,1.1942776,1.0840871,1.2784939,1.0617342,0.83829,0.72299206,0.86718714,0.6563081,1.0249101,0.60691094,1.085732,1.0537629,1.0356472,1.3132678,0.94642115,1.1084934,1.0914773,1.1925701,1.2171173,1.3208421,1.0910316,1.2393163,1.2448213,1.3138036,0.0,1.1181967,0.9031205,0.7433153,0.9264339,1.2049484,1.175577,0.9430784,0.9787249,1.1125011,1.1392207,1.0952946,1.0626795,1.3123045,0.8826178,0.95233047,1.1945884,0.13625777,0.97631145,1.3387244,1.0996859,0.98733497,1.1366773,0.7607111,0.89373136,0.8884268,0.99195635,0.5597394,0.6510772,0.8042047,1.299136,1.1393174,1.1550497,1.0137702,1.0998352,0.9358475,0.87609076,1.2157328,0.9773599,0.8430782,0.73616475,1.219806,1.3079809,1.2875779,1.1479214,1.1006932,1.3853028,0.7562766,0.9304029,0.8758559,1.247644,0.58076614
owl,0.7477868,1.1515012,1.1587217,0.9452171,1.0067916,1.1528946,0.99413276,1.0072545,0.9420815,0.3084457,0.78899974,1.1022192,0.93020564,0.8870128,0.82702374,0.77571404,0.8099632,1.0031521,1.326488,1.1831253,1.1065528,1.1399091,1.2656584,1.0340172,1.370328,1.0186515,1.0663735,0.5210913,1.1768763,1.1749724,0.9165836,1.0883291,0.9833753,1.0690979,0.983753,1.0012505,0.79372865,1.1844702,0.81059366,1.3653109,0.76803887,0.84339905,1.140241,1.2556692,0.9098668,1.0840275,1.1072241,0.60083115,1.0120349,1.0049602,1.1042527,0.90989864,1.0132855,1.12742,1.1045529,1.1464386,0.8470447,0.6716915,1.0102643,1.089251,0.95811754,0.29186308,1.1569365,0.97940797,1.1026016,1.0059719,1.1643881,0.83360994,1.0648745,0.87408274,1.274554,0.87844115,1.3036313,1.2315538,1.1877121,1.0615213,1.0640048,1.0385075,1.1150815,0.86306405,1.0203692,1.0095098,0.90672046,1.145435,1.1800401,1.1534717,1.0829824,1.1017712,1.1181967,0.0,0.8701695,0.9632704,0.9891565,1.1661589,1.1810274,0.868132,1.1779872,0.9799318,1.1695673,1.1490873,0.88175935,1.1043528,1.0143099,1.2381054,1.165323,1.1233338,0.71710885,0.95985276,1.095555,0.94179565,1.016945,0.9214464,0.98146665,1.1486052,0.9420677,0.9452317,1.1363643,0.7914393,1.1708202,1.2959766,0.9358486,0.9715427,1.2476358,1.1729999,0.98364574,1.1823878,1.1162003,0.94832283,0.95366657,1.1817615,1.1284454,1.0720638,1.259213,1.16542,0.9624913,1.3080893,0.6428648,1.1996123,1.1215326,0.9415413
pajamas,0.69882286,1.2868558,1.4461007,0.52487063,1.3314507,1.2722745,1.2297235,0.887712,0.7917527,0.83323085,0.37949717,1.4467283,0.771367,0.13371897,1.0750177,0.5023149,0.72916174,0.7631192,1.3877426,1.2631533,0.7931588,1.1358547,1.1518277,1.3465581,1.5028331,1.2174034,1.2172003,0.8607154,1.1091796,1.4541428,0.6931939,0.8140681,0.9582151,1.2548498,1.1851777,0.70514977,1.020581,1.5070419,0.57208854,1.357259,0.7449923,0.8368696,1.0593848,1.1846397,0.06558418,1.1339265,1.3019235,0.9759963,1.3355647,0.7935051,1.2115744,0.8699509,1.3257016,1.2581232,1.0677085,1.3286219,1.1906203,0.6415778,0.87482643,1.3193804,0.8146336,0.9076309,1.2635496,0.48814934,1.0185789,0.81061745,1.4189942,0.771623,0.9525275,0.53636885,1.1296644,0.62014806,1.4663732,1.156344,1.4980272,1.1651089,0.7238821,1.3233976,1.0968562,0.5704251,1.2611294,1.1333617,1.1199818,1.419074,1.2130657,1.3609302,1.4744806,1.3979231,0.9031205,0.8701695,0.0,0.48056555,0.6271404,1.546021,1.4289937,0.781554,1.1701362,0.8182822,1.2546217,1.1425421,0.77217716,1.1422919,0.71914697,1.3441072,1.4462812,0.9327358,0.9263414,1.1692709,0.9590853,0.40688288,1.0529385,0.4455701,0.75821674,0.82407004,0.9709191,0.7012807,1.1648095,0.5010732,1.5075188,1.4340061,0.8466902,0.8270534,1.41892,1.1037709,0.83144,1.3172926,0.7272608,0.58825886,0.63228863,1.4457808,1.3182055,1.2847142,1.3337407,1.2192291,1.1413624,1.121305,0.9344728,1.3048038,1.4154184,0.86104983
pants,0.7672576,1.2187836,1.40351,0.50498873,1.3825266,1.2980886,1.0840664,0.9029709,0.8065891,0.83706105,0.5672959,1.2904606,0.6504532,0.46738195,1.198468,0.561996,0.7927454,1.0272408,1.4785109,1.2923298,0.90708727,1.2901064,1.0963376,1.3629346,1.3510166,1.1114028,1.1168003,0.72340417,0.986253,1.5224307,0.76991284,0.7053111,1.0419502,1.3457304,0.9712485,0.6578307,1.0709404,1.4798474,0.6933302,1.3180358,0.7980357,0.97116756,0.89544594,1.0855643,0.4716937,0.96247876,1.354655,0.9507047,1.2681053,0.8516532,1.0490829,0.76958203,1.1380167,1.3255179,0.90564066,1.4245639,1.2562494,0.8408324,0.7576903,1.1628942,0.77996147,0.8574719,1.3309385,0.64068043,1.1642497,0.6666702,1.2897317,0.7495581,0.7486832,0.4416563,1.1105517,0.30176222,1.3782228,0.9513628,1.5704308,0.7888719,0.87469757,1.3168526,1.2329694,0.5049756,1.2472615,1.0103883,1.2348605,1.3911546,1.2926095,1.170299,1.4354173,1.4852253,0.7433153,0.9632704,0.48056555,0.0,0.77420604,1.5271487,1.3438562,0.9004916,1.0643649,1.0221138,1.3050158,1.2865558,0.755728,1.1105783,0.7508447,1.4719794,1.444156,0.76014876,0.74512494,1.1854709,1.1551814,0.46708608,1.0298375,0.31760865,0.696301,0.42114758,1.0280541,0.7491851,1.1279665,0.6946199,1.4464157,1.553849,0.790382,0.9419506,1.378546,1.0015026,0.7365838,1.1911409,0.77121466,0.44693065,0.7803491,1.5161631,1.179692,1.1987227,1.360491,1.2711434,1.2960654,1.0469793,1.0256774,1.3139122,1.3739252,0.7964704
paper,0.5323839,1.2324622,1.369303,0.80523324,1.2212414,1.250633,1.1549493,0.8874114,0.78562653,0.989207,0.6581929,1.3151072,0.81235605,0.60927224,1.034225,0.7366477,0.65600514,0.19099528,1.3134468,1.1623135,0.40756595,1.1326438,1.0732765,1.1520271,1.3081565,1.0335287,1.1702597,0.90960014,1.2120519,1.3015652,0.8666521,0.6696782,0.88621205,1.1933105,1.0159917,0.8837884,0.9380603,1.2997,0.6911713,1.2671068,0.9385725,0.8809405,1.0584303,0.928417,0.74048483,1.0485545,1.1848065,1.0495368,1.2449037,0.8934534,1.1582327,0.7711963,1.101247,1.1352255,1.0719318,1.3819745,0.93766755,1.013246,0.82560694,1.2510265,0.9178904,0.95531017,0.79551244,0.77975893,0.9841067,0.7826561,1.2837447,0.7525623,0.9139951,0.538095,1.1825912,0.79480624,1.236382,0.94361997,1.3283219,1.1633216,0.7397198,1.2506297,0.9685015,0.6853138,1.3050863,1.112545,1.0776058,1.3543401,1.2104422,1.3491871,1.4317981,1.3896091,0.9264339,0.9891565,0.6271404,0.77420604,0.0,1.3412862,1.1764942,0.9157956,1.1826868,0.8810514,1.1909668,1.0637087,0.94764805,1.2471141,0.69822913,1.2211199,1.378114,0.91439384,0.9734108,0.9757988,0.980934,0.80233383,0.8013133,0.8268046,0.6977869,1.0294632,0.9645556,0.80190945,0.99883866,0.61923766,1.4091588,1.2276819,1.042796,0.8817016,1.3420554,0.98434407,0.8800716,1.1428715,0.72695965,0.8015132,0.7113062,1.2647352,1.2856319,1.2100034,1.1457565,1.2380153,1.0058475,0.9264596,0.97341496,1.2609907,1.3612347,0.9235704
pen,1.3811235,0.4431755,0.4143015,1.4488242,0.7865726,0.78668237,0.89447856,1.1777685,1.3962169,1.1776265,1.5416625,0.31750572,1.3965547,1.5387967,1.0756874,1.4948361,1.3754916,1.196444,0.53048015,0.7034388,1.3533404,1.0003507,1.0348095,0.67432666,0.39399064,0.69064415,0.6742035,1.201135,0.9984665,0.24610579,1.4191097,1.4559275,1.1315953,0.8064717,0.89588606,1.411992,0.928769,0.08354169,1.4861777,0.64156234,1.4274403,1.2764254,0.98517454,0.84854835,1.5193126,1.0427148,0.74129367,1.1397634,0.57844615,1.269094,0.7111682,1.2127534,0.65328556,0.6714046,0.8373834,0.49318033,0.93968695,1.2547526,1.3759273,0.568303,1.3433778,1.1677831,0.7367924,1.4046347,1.0181279,1.2544206,0.40291715,1.3632399,1.3237417,1.4877979,0.9806462,1.351651,0.24791157,0.83113796,0.400396,0.83694017,1.4677223,0.7893704,0.9748976,1.5616972,0.75992733,0.8613775,1.0517113,0.30213988,0.63548476,0.39028412,0.41415453,0.5403019,1.2049484,1.1661589,1.546021,1.5271487,1.3412862,0.0,0.22163033,1.3406266,0.7689206,1.2933525,0.59500897,0.83726317,1.3414731,0.9948594,1.3558897,0.6487291,0.2795006,1.2510701,1.2069073,1.0314265,1.2589737,1.4477885,0.9710883,1.4372662,1.3515974,1.0997216,1.043413,1.3422534,0.9382016,1.4728552,0.15932119,0.4294356,1.155215,1.2416058,0.58599645,0.94774604,1.1719085,0.6328948,1.4429114,1.3961716,1.493983,0.5507474,0.5462351,0.50718695,0.30022836,0.6314138,0.90825236,1.0057251,1.0769938,0.64482003,0.27205026,1.2180405
pencil,1.353882,0.44814748,0.58305526,1.1780211,0.9097138,0.8093442,0.9836792,1.2579376,1.2973614,1.1938689,1.3972857,0.41659188,1.2594447,1.3995372,1.1939071,1.4065329,1.3463113,1.1230952,0.74385417,0.82782483,1.2889441,0.97527146,1.1001132,0.826652,0.63438326,0.84072083,0.5637973,1.2036281,1.0635283,0.51917666,1.3071356,1.2989342,1.0227168,0.9043967,0.93214667,1.3339018,0.92480606,0.22279048,1.4056194,0.7418894,1.4196452,1.2777877,0.95830184,0.8438612,1.4250543,0.9003693,0.7546932,1.1303979,0.66069067,1.0892166,0.497975,1.1896282,0.6948825,0.90169877,0.7072691,0.7542091,1.0805713,1.2674043,1.2266649,0.5621392,1.2318116,1.158989,0.7637728,1.2627703,1.038192,0.90972435,0.47864348,1.3256972,1.1955538,1.3681834,1.0732532,1.2327203,0.32847065,0.82992387,0.59114075,0.73517454,1.3904035,0.9410719,1.0060695,1.3562828,1.0192701,0.70745254,1.0964499,0.37954485,0.7750917,0.40571296,0.58781147,0.71927226,1.175577,1.1810274,1.4289937,1.3438562,1.1764942,0.22163033,0.0,1.3317024,0.83887464,1.2039592,0.83502775,1.0249269,1.3000488,1.0082173,1.366771,0.8395449,0.5462301,1.2400075,1.2010562,1.1718712,1.1897699,1.3416598,0.91474557,1.2608918,1.296335,0.9863244,1.0176289,1.2408059,0.9498162,1.3846953,0.33446455,0.65650487,0.95962644,1.2657237,0.77011025,0.88701385,0.98343396,0.7001655,1.432903,1.2445471,1.3943127,0.79269737,0.47015083,0.43893796,0.37040663,0.7679544,1.0469269,1.0727714,1.1371692,0.67359006,0.3470081,1.1545022
pig,0.8129819,1.2496603,1.271008,0.87787205,1.0958273,1.1766672,1.1369605,0.8679638,0.8375315,0.8762401,0.70612967,1.3061589,0.80511117,0.83924735,0.9249718,0.73626167,0.8367186,0.9482932,1.1970814,1.0682433,0.77007145,0.9755947,1.0330515,1.1441109,1.29582,1.1628426,1.2861371,0.68671834,1.04126,1.253643,0.81241226,0.8357039,0.967197,1.0797805,1.2056866,0.7601114,1.0009335,1.3691868,0.68482625,1.2035627,0.46268374,0.7983397,1.0846244,1.0415001,0.8026024,1.1344966,1.1393385,0.9266102,1.2048016,0.9238888,1.2719071,0.95403177,1.2206901,1.0994351,1.2618983,1.215815,1.025364,0.81154054,0.8385332,1.2531682,0.84720755,0.9301896,1.2252483,0.8609512,0.89392066,1.0009108,1.3534532,0.85665023,0.9291449,0.8585731,1.0625437,0.97456175,1.343487,1.1850892,1.2630093,1.2558964,0.6173525,1.1039138,1.0463241,0.8251163,1.0573137,1.1751803,0.82659924,1.3350174,1.195373,1.3901672,1.2202995,1.1901615,0.9430784,0.868132,0.781554,0.9004916,0.9157956,1.3406266,1.3317024,0.0,1.1145215,0.73878974,1.1734709,1.087636,0.7452787,1.0308944,0.8272433,1.1590602,1.2351326,0.91163385,0.91946083,0.9965548,0.8397125,0.8324333,1.0888175,0.9331187,0.8446067,1.1581087,0.9864967,0.9087501,1.0457401,0.78176403,1.3624063,1.2535903,1.0541934,0.9079976,1.2210737,1.0515674,1.0890374,1.243665,0.8242117,0.8634625,0.79712415,1.2521987,1.3280517,1.2791842,1.275479,1.1935732,1.0157562,1.0300733,0.90808314,1.1078631,1.372638,0.94085324
pillow,1.1582645,0.7647439,0.9485072,1.0989485,1.0108223,1.027038,0.97913224,1.0273525,1.0856833,1.0880253,0.94915265,0.7179465,0.8235475,1.129778,1.0839407,0.6667445,1.2886558,1.1985495,0.85163414,1.0451788,1.1624774,1.0660645,0.879292,1.0018578,0.63995445,0.8100653,0.876451,0.9512151,0.8380204,0.7845554,1.1332251,1.1445282,1.217821,0.9724991,0.8946796,0.68191254,0.99944663,0.81192935,1.1189255,0.89260846,1.1439207,1.1130191,0.87544465,0.80714774,1.1584182,0.97189164,0.84420127,1.0752928,1.0807413,1.1698207,0.90431225,1.1147227,0.82817996,0.9237654,0.8304443,0.78070384,1.1307113,1.157159,1.2904795,0.98330915,0.7974169,1.08762,1.0027317,1.2317462,1.1315409,1.0778781,0.8006936,1.2635663,1.2317239,1.0040406,0.81498086,0.7860149,0.7438587,0.8857245,0.6919295,0.7444937,1.1602907,0.9949734,0.95877266,0.96053016,1.0278542,1.1047422,1.0677116,0.90177405,0.36621803,0.8473449,0.936074,0.99021804,0.9787249,1.1779872,1.1701362,1.0643649,1.1826868,0.7689206,0.83887464,1.1145215,0.0,1.3082445,0.9111179,1.0558958,1.1757271,0.88599426,1.0733979,0.821501,0.8281324,0.9165562,0.93838906,1.1151456,1.0131011,0.96489483,1.3070972,1.0280852,0.8845341,0.771719,1.2089758,1.1209748,0.7986346,1.3118346,0.7713237,0.7875706,0.95192754,1.2195392,0.8418302,1.2302874,1.004144,0.90973604,1.212545,1.0255289,1.3562121,1.0473077,0.8399544,0.85232854,0.93834233,0.2905302,1.2112865,0.90518653,1.133062,0.9383271,0.8749171,0.9810271
pizza,0.85708845,1.275992,1.2231586,0.8625326,1.131581,1.1706398,0.9060207,1.0486469,0.94152015,1.0201328,0.9500317,1.3414199,1.0051168,0.8195119,1.0331913,0.95054513,0.8940389,0.9367706,1.1957812,1.0952629,0.97482425,0.27141368,1.201781,1.1725534,1.3735145,1.2632376,1.1010846,1.0294247,1.150538,1.3067007,1.0409154,0.83834743,0.9519697,0.85979974,1.1303229,1.0622237,0.7267999,1.337013,0.97187537,1.1525172,0.77679443,0.9251053,1.1468624,1.1335452,0.8331393,1.0441467,1.1464539,0.9718623,1.1613309,0.90366817,1.1183071,1.0426643,1.1041747,1.1457126,1.1389809,1.1033236,0.992484,0.88824284,0.74359435,1.2021712,0.9591021,1.092819,1.0213114,0.88842404,0.3400525,0.8321717,1.3143733,0.86606157,0.8696765,1.0051992,1.0737832,1.1211705,1.2227943,1.2761478,1.269856,1.2268057,0.32821137,0.92141396,1.1184982,0.85258585,1.1032223,1.0500615,0.73658246,1.2649522,1.2073535,1.2965293,1.2554166,1.0113904,1.1125011,0.9799318,0.8182822,1.0221138,0.8810514,1.2933525,1.2039592,0.73878974,1.3082445,0.0,1.1222916,0.672956,0.9276643,0.93178874,0.9904448,1.1556741,1.2932255,1.099792,0.93534404,1.008292,0.2797655,0.85281223,0.92930114,1.0189269,0.98030937,1.182771,1.0444148,0.9794137,1.1168407,0.911216,1.3403169,1.2341393,1.0609398,0.5093957,0.99878865,0.99961054,0.9859326,1.177558,0.8684687,1.002781,0.6992396,1.1705258,1.2332833,1.181051,1.2562402,1.2485353,1.0878174,1.0361726,0.9766871,1.1704174,1.3168445,1.0345507
plant,1.0038682,0.9685236,0.6903415,1.3448832,0.8510728,0.8652326,0.8438219,1.095563,1.2811034,1.1625843,1.3108966,0.9184754,1.3575577,1.2485509,0.89970255,1.2999145,1.0888379,1.0068268,0.5165096,0.8932451,1.1887386,0.961531,0.9550351,0.7410494,0.68043184,0.708063,0.9572927,1.1850528,0.80049086,0.556616,1.173741,1.2910718,1.1218815,0.9528536,0.9910751,1.2056224,0.9603883,0.63402843,1.2369056,0.67845225,1.1351455,0.97509176,0.9068028,1.0970716,1.2303107,1.1851432,0.910902,1.015728,0.95363426,1.2341638,1.1504788,1.1674907,0.89596105,0.39202452,1.1012225,0.54710203,0.74013114,1.1131196,1.1893287,0.9901077,1.2403597,1.2000947,0.81214345,1.1842551,0.97190624,1.3071651,0.8293307,1.0634844,1.1839497,1.2814431,0.7587591,1.3422112,0.6577319,0.8836578,0.5371035,1.1162333,1.1443734,0.6931385,0.8690287,1.3881079,0.67126715,1.1785793,1.0413079,0.82597023,0.68465334,0.84890276,0.8335342,0.8340754,1.1392207,1.1695673,1.2546217,1.3050158,1.1909668,0.59500897,0.83502775,1.1734709,0.9111179,1.1222916,0.0,0.8538153,1.1004362,0.9598065,1.0830683,0.6642346,0.6116209,1.0350345,1.2862368,0.72740257,1.0816834,1.2040774,0.87103397,1.2863252,1.2522922,1.2154545,1.04012,1.1631622,1.0501157,1.2688131,0.7199967,0.55667084,1.2691528,1.0956556,0.6484325,1.0049859,1.291686,0.8858871,0.9891837,1.3362001,1.2217981,0.7208208,1.0017346,0.9839954,0.5885361,0.6646527,0.81782246,1.0093281,0.85992587,0.6594302,0.84763384,0.90425694
plate,1.1734531,1.1230274,0.9634178,1.1836523,0.9350802,1.0225347,1.0316124,1.1118153,0.9058769,1.144331,1.1761605,1.0018348,1.1223787,1.1571809,1.0416008,1.1523612,0.9607707,0.9829378,0.8094193,0.60889685,1.1213238,0.58769953,0.91923165,1.0300249,0.92592144,0.8474154,1.1828951,1.1975394,0.9170653,0.8146735,1.1508427,1.0496691,0.9684615,0.7108442,1.1532664,1.1795182,0.904721,0.92802924,1.1454316,0.7984383,1.1785619,1.178745,1.0751451,0.951705,1.1861528,1.1966692,0.9950129,1.0149431,1.021349,1.1435145,1.2510467,1.0802104,0.9816583,0.9305208,1.1933461,0.60394615,0.99499166,1.163716,0.84386647,1.0877144,1.2223113,1.1181211,0.90480125,1.1377726,0.674703,1.2490178,1.0582203,1.1528673,0.8967864,1.2493858,0.8858379,1.2978823,0.7898715,1.137721,0.7701432,1.144829,0.71276844,0.8714746,0.9499514,1.2891948,0.9280938,1.1629297,0.80998033,0.99312913,0.796092,1.0789504,0.9174843,0.741155,1.0952946,1.1490873,1.1425421,1.2865558,1.0637087,0.83726317,1.0249269,1.087636,1.0558958,0.672956,0.8538153,0.0,1.1596954,1.0736791,1.1640911,0.78982687,0.85538125,1.0681345,1.0287607,1.0182216,0.67612,1.2484074,0.8875761,1.2564815,1.130686,1.2239586,0.9761131,1.1104743,0.76237154,1.1114402,0.95466566,0.86627257,1.2629926,0.24460602,0.6202619,0.85646105,1.1483793,1.002499,1.0812645,1.3236566,0.6755843,0.74080133,1.2235953,1.141065,0.9646058,0.89975715,1.017445,0.70142406,0.9616913,0.97317725,1.0311819,1.0299033
pony,0.78613764,1.2156534,1.2666526,0.8934554,1.088143,1.0791439,1.0523709,0.9710871,1.0484848,0.79958564,0.8369906,1.2964268,0.93062514,0.7844508,0.8318431,0.87487507,0.9078984,0.93299377,1.1986499,1.2208153,0.9261302,1.044692,1.1013119,1.1528035,1.3007556,1.1051469,1.2059412,0.82371986,0.95387024,1.2614231,0.92020243,0.91192126,1.0491351,1.1357422,1.1667236,0.8460356,0.9948397,1.3187559,0.8846418,1.2167606,0.22974062,0.6501442,1.1558268,1.2226446,0.7691934,1.0982287,1.1461518,0.95477486,1.1896726,0.9318613,1.2157538,0.8871212,1.2401042,1.0403008,1.1357887,1.1922027,0.9667138,0.7563581,0.9759849,1.1450827,0.8666301,0.9706043,1.222553,0.77824354,0.957042,1.0210342,1.2290018,0.30707335,0.93634164,0.891274,1.0792949,0.9131022,1.2860329,1.1369836,1.2462422,1.078586,0.8685253,1.1202372,1.0283005,0.83055484,0.8868627,1.1149293,0.96648216,1.2780039,1.1667179,1.2211396,1.2289542,1.1962787,1.0626795,0.88175935,0.77217716,0.755728,0.94764805,1.3414731,1.3000488,0.7452787,1.1757271,0.9276643,1.1004362,1.1596954,0.0,0.9781405,0.8592786,1.1359847,1.1745083,1.0355604,1.0602964,0.75716984,0.9654078,0.7999163,0.9928983,0.8908156,0.89873576,0.9389168,0.9590479,0.9374713,1.194288,0.83986264,1.2909402,1.2085918,0.9923066,0.9928109,1.1694982,1.042962,1.0045677,1.2576774,0.664944,0.92974985,0.89683235,1.2051852,1.2097931,1.2222102,1.1582062,1.1488167,0.8812049,1.0654764,0.9073337,1.1544733,1.2279758,0.9732374
