,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jacket,0.654448,1.2892209,1.4405806,0.67151296,1.2679238,1.2792963,1.1089892,0.8845798,0.71685696,0.7694241,0.36359954,1.3104403,0.6208277,0.56835073,1.09591,0.41477895,0.68222135,0.7519648,1.4223168,1.2883501,0.69516134,1.2839277,1.0981609,1.2677522,1.3726263,1.0237098,1.2512177,0.7060605,1.077249,1.4685949,0.6055275,0.76464224,1.092193,1.2886571,0.9230052,0.6005437,1.2010928,1.4173352,0.5677123,1.3729959,0.851271,0.9115516,0.97946966,1.0594636,0.5787683,1.0593523,1.275074,0.87803817,1.2390063,0.7713508,1.2151117,0.73579717,1.1474665,1.1688488,1.1599247,1.4533964,1.0720589,0.8854536,0.87231326,1.2755435,0.7143605,0.7643599,1.232226,0.6856973,1.1735313,0.8866855,1.2577457,0.8136097,0.93958426,0.0,1.1501555,0.36503327,1.4364365,1.0006504,1.5004915,1.1478931,0.8495351,1.3053937,1.1514144,0.55630285,1.2281239,1.1256963,1.195845,1.4103699,1.267617,1.4418393,1.4659891,1.5381975,0.72299206,0.87408274,0.53636885,0.4416563,0.538095,1.4877979,1.3681834,0.8585731,1.0040406,1.0051992,1.2814431,1.2493858,0.891274,1.2347164,0.46014917,1.3511808,1.4090004,0.74349004,0.7248132,1.1293733,1.1123075,0.614188,1.1123081,0.4723521,0.57195604,0.7582465,1.0177462,0.72919965,1.1020844,0.59175414,1.4666464,1.4252646,0.99855703,1.0258466,1.4659982,1.1537952,0.8333215,1.2846063,0.7877002,0.48099673,0.69590473,1.4636316,1.3251109,1.2529896,1.3201108,1.234019,1.1320728,1.0790812,0.91348916,1.2808181,1.4620337,0.79758376
jar,1.2314316,1.0171747,0.9571016,1.1431227,1.0227835,0.86995965,1.0973964,0.94271225,1.0182734,1.1982207,1.1923398,1.1575997,1.0307686,1.1374277,0.9714428,1.1351572,1.0894918,1.0601617,0.29932147,0.7885746,0.9427242,0.8297383,0.56316054,1.0241735,0.6018443,0.9329636,1.1396418,1.1959404,0.64668936,0.85946465,1.1073018,0.93604296,1.0213124,0.8423275,1.1696441,0.9809071,1.1627213,1.0368155,1.0852363,0.42853326,1.147454,1.1060888,0.9592986,0.97130805,1.1022888,1.1839279,0.9743734,1.0562786,1.2222288,1.1743073,1.1626384,1.1470573,1.1639516,0.91994214,1.0583233,0.6987491,1.1204395,1.1342374,0.89111215,1.1665605,1.1406227,1.1325542,1.0004092,1.1515534,1.0458698,1.1333256,1.1331546,1.2129897,0.92444485,1.1501555,0.0,1.0830619,0.7936133,0.9160775,0.78349817,1.0383325,1.0173937,0.8358057,0.6470113,1.1888957,0.85412055,1.2796917,0.9489059,1.126241,0.71367145,1.0825199,0.93638635,0.9034404,0.86718714,1.274554,1.1296644,1.1105517,1.1825912,0.9806462,1.0732532,1.0625437,0.81498086,1.0737832,0.7587591,0.8858379,1.0792949,0.9510817,0.9111563,0.5352565,0.9000229,0.8014623,1.201003,1.0799495,0.84212494,1.051412,1.0793979,1.0961785,1.0755844,0.9812199,1.1452215,1.1812619,0.83755314,1.1130481,1.0503066,0.6561784,1.0289397,0.9859041,0.6496675,0.9920939,1.2402056,0.97803825,1.0262418,1.1587791,1.0012033,0.7645116,1.1189597,1.1970699,0.97080463,0.7568361,1.0465949,0.6274997,1.0462183,0.6948423,1.0666271,0.98010325
jeans,0.8480377,1.1240793,1.4208434,0.64991224,1.3594239,1.3475819,1.1490308,0.8492441,0.80550647,0.6631812,0.5476483,1.1625996,0.5496834,0.56912136,1.1495403,0.43467975,0.87886494,1.0621744,1.4136848,1.2976274,0.9309601,1.3416216,1.0743726,1.3508527,1.20355,1.0430694,1.1504295,0.5973512,0.97479004,1.3649917,0.76187706,0.8122095,1.0754766,1.3394785,0.8974846,0.5941087,1.0479848,1.3480265,0.70961845,1.3141528,0.94506633,1.1155152,0.90447783,0.9769676,0.613279,0.9813737,1.3135701,0.7452506,1.2344291,0.87067914,1.0505857,0.87047106,1.0897537,1.3350465,0.9351822,1.3790941,1.274688,0.927822,0.9227705,1.15591,0.73852324,0.7045641,1.3454674,0.8002571,1.2090834,0.7971075,1.1806842,0.91350645,0.855655,0.36503327,1.0830619,0.0,1.2599115,0.8915124,1.4381285,0.75345683,1.0286067,1.3688521,1.1670818,0.52449715,1.2063807,1.0840603,1.266481,1.3274537,1.0937519,1.1155841,1.3655193,1.4842592,0.6563081,0.87844115,0.62014806,0.30176222,0.79480624,1.351651,1.2327203,0.97456175,0.7860149,1.1211705,1.3422112,1.2978823,0.9131022,1.1998994,0.7371443,1.3352195,1.3541116,0.7534008,0.71111494,1.3040121,1.1906136,0.5255843,1.1615868,0.32855165,0.5789647,0.4078855,1.0558355,0.825312,1.0378629,0.7643267,1.325998,1.427316,0.89478946,1.0630903,1.3813367,1.1061708,0.82436246,1.2230123,0.946179,0.4169544,0.9134186,1.4648626,1.154832,1.1185358,1.3316095,1.0512613,1.3640915,1.0511687,0.93619996,1.2526698,1.2371068,0.81229
knife,1.3593147,0.6349684,0.7183126,1.2799506,1.0377839,0.92533046,1.0187982,1.1807059,1.2512512,1.2775242,1.4974589,0.5553341,1.2085197,1.4812616,1.0910681,1.426561,1.2393777,1.1469779,0.5820488,0.89281654,1.2628713,0.9072328,1.014494,0.8130444,0.4515764,0.6112745,0.6928155,1.2135999,0.79224545,0.53865796,1.3673502,1.2597765,0.950042,0.83815193,1.0113646,1.2741215,0.91181886,0.35745597,1.3690671,0.6530676,1.3817143,1.3406467,0.88756025,0.71172094,1.4418836,1.0644953,0.8803471,1.1170566,0.8173498,1.2326376,0.73045206,1.2176385,0.72895634,0.8432774,0.71707755,0.40293145,1.1192534,1.2818551,1.10045,0.74783623,1.2829398,1.2224356,0.7778782,1.2672074,1.112654,1.0549091,0.6458355,1.3268816,1.0478588,1.4364365,0.7936133,1.2599115,0.0,0.75328374,0.49270678,0.772802,1.3633264,0.86434364,0.95811784,1.4411721,0.81345797,0.9543735,1.0811939,0.6100175,0.5777893,0.5283738,0.71671176,0.804039,1.0249101,1.3036313,1.4663732,1.3782228,1.236382,0.24791157,0.32847065,1.343487,0.7438587,1.2227943,0.6577319,0.7898715,1.2860329,1.079487,1.3026915,0.53864557,0.57391083,1.0447153,1.1762407,1.089177,1.1112067,1.3294057,0.77248836,1.3403842,1.2565973,1.0351999,1.0320837,1.3033617,0.79195595,1.415425,0.4589039,0.63041836,1.0520072,1.1382194,0.37000477,0.7638915,1.1127031,0.78500605,1.3245953,1.3298048,1.4067888,0.65549266,0.67668515,0.610073,0.47042423,0.59558046,1.1531031,0.76561236,1.1212375,0.52764064,0.4865424,1.1000363
ladder,1.1206722,0.9403906,1.1155916,1.1442477,1.2436278,1.0847772,1.1764073,0.74226665,0.9395768,1.1119366,1.045652,0.8939653,0.7994302,1.1806138,1.2098783,1.0729259,0.98743266,0.88477856,0.9255487,1.055395,0.77459186,1.2083937,0.85039103,0.8803636,0.5334781,0.7990158,1.0712482,1.034213,0.64316666,0.8221235,0.80833113,0.9361705,0.8977294,1.0074898,0.8203342,0.8359146,1.1122897,0.88136536,0.755416,0.89406323,1.2388644,1.1425221,0.5293749,0.52227247,1.1118648,1.0906842,1.1647302,1.110084,1.0822098,1.2752674,1.0174531,0.9902931,1.0173104,1.0206376,0.8913758,0.9530671,1.0695777,1.0508013,1.1306458,1.0734712,1.2346246,1.090213,1.0087986,1.1462682,1.2007135,1.0916111,1.0957925,1.1324905,0.9794825,1.0006504,0.9160775,0.8915124,0.75328374,0.0,0.7945677,0.80364984,1.1841487,1.192508,0.9416121,1.2246193,0.98256016,1.0940604,1.0730959,1.1436558,0.94251084,0.83629906,1.0449705,1.151615,0.60691094,1.2315538,1.156344,0.9513628,0.94361997,0.83113796,0.82992387,1.1850892,0.8857245,1.2761478,0.8836578,1.137721,1.1369836,1.2322012,0.9441999,0.8470735,1.0576366,0.61282754,1.075175,1.0361128,1.2835703,1.1117889,0.9686302,1.0925145,0.9916417,0.8794589,0.95935017,0.8572315,0.81671154,0.9936981,1.0274167,0.9546401,0.9906999,1.2254686,0.8434843,0.8165581,1.0155431,0.88953876,0.900305,1.088823,1.1285744,0.9906046,1.0385135,1.0671694,0.95000345,0.9216496,1.0266298,0.6896862,1.0996934,0.71781886,1.0033371,0.7466833
lamp,1.3990225,0.74265355,0.6612154,1.4387877,0.6896916,0.65719116,1.0063186,1.1505083,1.1138246,1.2064196,1.4252872,0.6516754,1.2274824,1.5272093,0.9730687,1.3949679,1.2440628,1.1643331,0.41094303,0.6430937,1.2211046,0.98083055,0.705426,0.6900164,0.44209015,0.69949985,0.96876025,1.2100437,0.79511464,0.29844654,1.1702015,1.3432264,1.0460497,0.80101144,1.0553515,1.1726958,1.0901754,0.48164338,1.2650772,0.47897625,1.3117132,1.2465124,0.79358196,0.784326,1.4509706,1.1685057,0.6828632,1.0408996,0.786484,1.2830367,1.0344297,1.2658503,0.90351653,0.7228362,1.0770216,0.5063479,0.945486,1.2237669,1.1845005,0.88852614,1.3612897,1.1155403,0.873293,1.3941534,1.0754427,1.3879436,0.7232044,1.2703302,1.113338,1.5004915,0.78349817,1.4381285,0.49270678,0.7945677,0.0,1.0310817,1.3598073,0.8225477,0.68621564,1.5639174,0.7720503,1.1478012,1.0081525,0.6589336,0.5285883,0.6758446,0.55458295,0.619547,1.085732,1.1877121,1.4980272,1.5704308,1.3283219,0.400396,0.59114075,1.2630093,0.6919295,1.269856,0.5371035,0.7701432,1.2462422,0.98124313,1.2991979,0.44816327,0.46600938,0.9956958,1.2742777,0.93653417,1.1412159,1.4715732,0.9391579,1.4257454,1.3437917,1.2313529,1.044041,1.2086947,0.6859226,1.3900211,0.5359707,0.42624807,1.2258073,1.1582373,0.52608645,0.7644737,1.2686222,0.80088425,1.2629743,1.4535366,1.2875733,0.49878848,0.8852369,0.8737885,0.6003938,0.51806056,0.8709997,0.9171878,0.9885328,0.44584107,0.5821041,0.9443203
leg,1.1217656,0.7556425,0.8808353,1.0320497,1.1307172,1.0931152,0.9464185,1.0642041,1.1502175,1.0666655,1.2571013,0.672699,1.016631,1.0162064,1.201729,1.1756136,1.3177032,1.2055237,1.1457622,1.1774998,1.2089789,1.1337087,1.084991,0.96656275,0.75989527,1.0018495,0.5874493,0.9114049,0.8505946,1.0140388,1.2889049,1.0883104,1.1365957,1.1519705,0.72179013,1.053539,0.77658105,0.8769727,1.2300537,1.0637392,1.209562,1.0825685,0.83865494,0.91663533,1.0978518,0.6591289,0.98740345,1.1265687,0.8584063,0.98384124,0.52919143,1.1385971,0.82180846,1.1952801,0.5920103,1.0151727,1.0898013,1.1331071,1.1397346,0.5837134,1.054534,1.096658,1.042705,0.97563064,1.0942214,0.69962674,0.7272551,1.0763319,0.9961612,1.1478931,1.0383325,0.75345683,0.772802,0.80364984,1.0310817,0.0,1.2708592,1.0035303,1.078666,0.9999004,1.0840968,0.6448804,1.1789095,0.8055159,0.89656866,0.43550885,0.9186413,0.96295285,1.0537629,1.0615213,1.1651089,0.7888719,1.1633216,0.83694017,0.73517454,1.2558964,0.7444937,1.2268057,1.1162333,1.144829,1.078586,0.88317585,1.1842217,1.1201473,1.0224613,1.0627452,0.983732,1.0364014,1.2335827,0.93786186,1.0023785,0.8233446,1.0200558,0.5035926,1.1850691,1.1859826,0.9573618,1.2691665,0.77832127,1.050657,0.8638643,1.184816,0.8652904,1.1045339,0.75520414,0.77649593,1.1795971,0.8886549,1.3257229,1.0896645,0.5738706,0.59988946,1.0504252,0.88685673,1.257904,0.9949335,1.1494104,1.1181878,0.7109706,1.0114496
meat,0.74672467,1.3779387,1.3148856,0.8358363,1.2284179,1.2470433,0.9803155,0.9074993,0.8533121,1.0939399,0.810791,1.4293325,0.8719944,0.70917845,0.9726066,0.7741809,0.80968857,0.821211,1.2397199,1.0727878,0.7627896,0.4883957,1.0873365,1.196758,1.39255,1.1923798,1.2143447,1.0242251,1.117644,1.3764031,0.87988067,0.6505127,1.0197667,0.88575274,1.1771849,0.89803004,0.7775928,1.4873654,0.85613894,1.1998379,0.7159047,0.7720344,1.1076221,1.0529104,0.75941753,1.014458,1.2699817,0.993403,1.2843385,0.9183924,1.2742279,0.88369745,1.1446778,1.0533055,1.2172984,1.1829543,1.0081682,0.9129814,0.74827963,1.3214827,0.802336,1.1589682,1.0731386,0.84696317,0.5077859,0.871751,1.4207048,0.83166814,0.8716607,0.8495351,1.0173937,1.0286067,1.3633264,1.1841487,1.3598073,1.2708592,0.0,1.0356591,1.1174228,0.6924479,1.1336322,1.1839924,0.6941591,1.4311382,1.1419361,1.4580792,1.3647597,1.1547424,1.0356472,1.0640048,0.7238821,0.87469757,0.7397198,1.4677223,1.3904035,0.6173525,1.1602907,0.32821137,1.1443734,0.71276844,0.8685253,0.896606,0.809759,1.1800258,1.3836477,0.98583615,0.8960138,0.91095537,0.35899746,0.79636806,1.0186269,0.95011693,0.85488,1.1442178,1.0623066,0.92502624,1.0651301,0.88456404,1.4814503,1.2838104,1.0815467,0.54143363,1.0991203,1.0307702,0.98964286,1.2082926,0.72628266,0.95406055,0.6560183,1.2738202,1.3690082,1.3337297,1.3762724,1.1592627,1.0557791,0.88800013,0.9541203,1.2651596,1.5147393,0.9859869
melon,1.0287349,1.0691046,0.49298567,1.3215585,0.44082028,0.6269611,0.4915483,1.1241409,1.2582963,1.1606593,1.3875084,0.9460832,1.3460405,1.2775205,0.85557437,1.2905104,1.0965437,1.1071353,0.7926837,0.8797551,1.2519968,0.742425,1.0308342,0.8068191,0.8563979,1.0132053,0.7917471,1.2215433,0.9819331,0.8969673,1.3253621,1.2498916,1.1336203,0.8830708,0.8065159,1.3164655,0.8132572,0.7940204,1.3803382,0.9201949,1.0642942,0.83319664,1.234002,1.2032441,1.3408575,0.94649315,0.60265636,1.1082685,0.8738613,1.1944879,1.0030142,1.0367801,0.7150017,0.67640823,1.0354508,0.6803708,0.66404605,1.1343782,1.0480709,0.96655744,1.008675,1.1886394,0.7429535,1.2590251,0.80594605,1.1353717,0.84148407,1.0872719,1.0663332,1.3053937,0.8358057,1.3688521,0.86434364,1.192508,0.8225477,1.0035303,1.0356591,0.0,1.0405988,1.16432,0.80409557,1.0343226,0.89705014,0.8239937,0.92549044,0.94011885,0.78870356,0.54486144,1.3132678,1.0385075,1.3233976,1.3168526,1.2506297,0.7893704,0.9410719,1.1039138,0.9949734,0.92141396,0.6931385,0.8714746,1.1202372,0.5907668,1.0644294,0.8376982,0.83925474,1.2578619,1.1105435,0.7205408,0.8206953,1.1739044,0.84624636,1.3135474,1.1050026,1.163009,1.1413093,1.3607152,1.14655,1.223521,0.81982696,0.68210423,1.126446,0.993332,0.66498184,1.1070062,1.1252741,0.78015673,1.0896794,1.3060217,1.2189226,0.52569836,0.9614304,0.99247193,0.84445953,0.94771713,0.67079884,1.0210419,1.0192338,1.0302738,0.9107279,1.251186
milk,1.187343,1.061669,1.1128111,1.069311,0.9621868,0.8404625,1.1519566,0.9878792,0.82275265,1.1016922,1.1107911,1.1114634,1.022514,1.0770965,0.96285874,1.1583338,1.0532773,0.87833035,0.49894726,0.88584584,0.7611697,0.9656481,0.593803,1.0477238,0.7598717,0.9837179,1.2293551,1.12793,0.7559654,0.82946885,0.9676043,0.9923965,0.8171321,0.96399254,1.1159618,0.98963344,1.0934731,1.011427,0.97762865,0.52020127,1.1119268,1.0557986,0.87642705,1.0259417,1.0883198,1.1775576,0.98667365,1.0117533,1.1962445,1.0405867,1.1903546,1.1238021,1.2661313,1.0316769,1.1405886,0.8036425,1.0695505,1.1799703,1.0451915,1.1248779,1.2069304,1.0754068,1.0171566,1.0495104,1.0760907,1.1526467,1.1370429,1.0888022,1.0487534,1.1514144,0.6470113,1.1670818,0.95811784,0.9416121,0.68621564,1.078666,1.1174228,1.0405988,0.0,1.2024457,0.89349264,1.2060947,1.0131485,1.1191318,0.7435391,1.0640167,1.0309128,0.9758003,0.94642115,1.1150815,1.0968562,1.2329694,0.9685015,0.9748976,1.0060695,1.0463241,0.95877266,1.1184982,0.8690287,0.9499514,1.0283005,1.1115165,0.965883,0.7018447,0.94482195,0.85259414,1.2746398,1.0019567,1.0208567,1.1128521,1.0650687,1.1144782,1.0558312,1.1432887,0.89026266,0.91484433,0.6689084,1.0157216,1.0910366,0.5031734,1.1180675,1.0180502,0.8623897,1.0021538,1.0979364,1.0747994,1.0038298,1.1999296,0.9609544,0.8140426,1.1598186,1.1699516,0.9353455,0.76579434,0.93774796,0.8608052,0.9845268,0.65294486,1.0739233,0.9309296
mitten,0.5441054,1.1809433,1.3226532,0.66590476,1.0897489,1.1582607,0.90631425,0.92992437,0.9552286,0.90315354,0.68552864,1.3358575,0.8129761,0.4534514,1.0462056,0.50169635,0.8975289,0.9104386,1.5279765,1.3465128,0.9060957,1.1010247,1.193888,1.2445856,1.5146381,1.2619061,0.9645092,0.82087994,1.2370092,1.5538327,0.901693,0.7862403,0.9422416,1.2344905,1.026803,0.8546188,0.92953026,1.486835,0.8452367,1.4183576,0.7730452,0.6998736,1.2284371,1.2132276,0.64394045,0.77371925,1.1527098,0.96740603,1.2472166,0.77547246,0.95711815,0.73929846,0.88347816,1.1380603,0.81749123,1.396075,0.9740416,0.8528889,0.8249715,1.2069118,0.24993074,0.95132923,1.0194556,0.6997162,0.9985939,0.5284077,1.209347,0.7954604,0.83433,0.55630285,1.1888957,0.52449715,1.4411721,1.2246193,1.5639174,0.9999004,0.6924479,1.16432,1.2024457,0.0,1.3051143,0.9909065,1.0010706,1.3387263,1.1553024,1.2886093,1.4288418,1.4179054,1.1084934,0.86306405,0.5704251,0.5049756,0.6853138,1.5616972,1.3562828,0.8251163,0.96053016,0.85258585,1.3881079,1.2891948,0.83055484,0.9443138,0.75123584,1.4195366,1.4332209,1.123314,0.75721884,0.97991204,0.94149905,0.5577028,1.0524237,0.63867676,0.6204724,0.7163844,1.0502517,0.8946579,1.217873,0.7059793,1.4288576,1.5153604,0.67284095,0.97108066,1.4304386,1.1504138,0.88714737,1.1313248,0.7896396,0.60594344,0.88068706,1.46119,1.1035886,1.1545999,1.3823347,1.1261085,1.0380987,1.1341388,1.040564,1.3908179,1.4048502,1.023226
motorcycle,1.1257439,1.0174687,0.82751304,1.2799408,0.9207333,0.8889129,0.9614364,0.9587906,1.2351086,1.0199158,1.2573969,0.9868616,1.2053936,1.3068526,0.7235319,1.2189019,1.1835079,1.1373096,0.6569568,0.9714769,1.1369185,0.9452655,0.946784,0.8169025,0.78784716,0.92573667,1.1379887,1.0886105,0.77089584,0.7411437,1.1534667,1.2290392,1.1363367,0.91137636,1.0624009,1.0988473,0.9935776,0.8273118,1.2043687,0.7787005,0.88896465,0.90135586,1.0764494,1.1303339,1.1996902,1.10266,0.97969747,0.9650618,0.9511565,1.2340225,1.1123936,1.1329244,1.1102678,0.61764747,1.045979,0.5818369,0.890764,1.0455376,1.1805512,1.0108732,1.0873554,1.07297,1.0023701,1.192128,0.99168444,1.249298,0.9212611,0.87716484,1.2110794,1.2281239,0.85412055,1.2063807,0.81345797,0.98256016,0.7720503,1.0840968,1.1336322,0.80409557,0.89349264,1.3051143,0.0,1.193167,0.9063625,0.9069252,0.887977,0.96139246,0.7912887,0.8425834,1.0914773,1.0203692,1.2611294,1.2472615,1.3050863,0.75992733,1.0192701,1.0573137,1.0278542,1.1032223,0.67126715,0.9280938,0.8868627,0.96824104,0.9634912,0.6572133,0.7030605,1.0811373,1.0985004,0.7238115,1.0502768,1.1724303,1.0028881,1.2285264,1.117886,1.1983974,1.0424663,1.1876395,1.0621941,1.1998528,0.76335657,0.69724625,1.1299615,1.1264865,0.6062825,0.9506086,1.1710254,1.0161862,0.88037014,1.1742984,1.1680838,0.70377344,0.96517736,1.0690668,0.8276263,0.86495954,0.8152853,0.96126264,0.9862034,0.79275703,0.8431089,1.1944894
mouth,1.07098,0.76102954,0.741692,1.0048947,0.9695081,0.9606054,0.85460603,1.2029939,1.2308316,1.1417513,1.2043804,0.6246442,1.1911707,1.0326728,1.1935451,1.2424114,1.2493846,1.1443835,1.219413,1.0968387,1.2147864,1.0807797,1.212918,0.8770052,1.0516514,1.1277342,0.56726575,1.1067268,1.3047032,1.0569569,1.1899233,1.1284801,1.0555153,1.0281498,0.8210434,1.2313575,1.001376,0.80764025,1.2669524,1.1664356,1.1618674,1.038292,1.1379285,1.0078853,1.1143016,0.4231907,0.87595034,1.1941552,0.50011814,0.6085979,0.35616148,1.0382408,0.8057199,1.0912395,0.7174556,1.2089094,0.9460825,1.0564047,1.0985816,0.38684046,0.9570632,1.1171088,0.84253514,0.90308636,1.0534469,0.6956527,0.5759725,1.1177607,1.0986512,1.1256963,1.2796917,1.0840603,0.9543735,1.0940604,1.1478012,0.6448804,1.1839924,1.0343226,1.2060947,0.9909065,1.193167,0.0,1.118586,0.54840016,1.1843708,0.54719037,0.8570248,0.9767481,1.1925701,1.0095098,1.1333617,1.0103883,1.112545,0.8613775,0.70745254,1.1751803,1.1047422,1.0500615,1.1785793,1.1629297,1.1149293,0.9513491,1.2406852,1.2064005,0.96293044,1.2630155,1.0222951,0.99105227,1.1694876,1.0230815,1.0462707,0.9661776,1.1419044,0.76741135,1.0628414,1.102885,1.1888646,1.2147615,0.6950774,1.1035702,0.85559785,1.1273347,1.1869428,1.0887856,0.73658854,0.74832904,1.2210982,0.9387418,1.2244334,1.0961286,0.40122688,0.3751229,0.9509634,1.1593937,1.0905774,1.3041694,1.2214289,1.1085248,0.6221911,1.1854763
muffin,0.9391073,1.1303331,1.029776,1.2056892,0.92768943,0.9280978,0.9621612,0.8706316,1.1496922,1.0108546,1.1857343,1.1084023,1.101167,1.1474394,0.94975924,1.0463344,1.1262133,0.9496818,1.0025827,0.9659562,0.9449328,0.545491,1.0438399,0.852749,1.0616715,1.1990503,1.0838512,0.9787102,1.0397639,0.97459185,1.1918862,1.0031549,0.8909096,0.21185791,1.1098539,1.1517872,0.7732091,1.1038129,1.1293964,1.0379313,0.8452162,0.7540646,1.1829691,1.0325699,1.1244702,1.0882195,1.0365022,1.0173703,1.0521479,1.1691453,1.2250929,1.0320367,0.96162856,0.97357494,1.1328013,0.91243726,0.7487195,1.0194876,1.066061,1.1464984,0.9758872,1.0060217,0.89391196,1.1082467,0.6172726,1.1428542,1.1246054,0.98518026,1.0778203,1.195845,0.9489059,1.266481,1.0811939,1.0730959,1.0081525,1.1789095,0.6941591,0.89705014,1.0131485,1.0010706,0.9063625,1.118586,0.0,1.1333251,0.9180017,1.121172,0.76976323,0.7792085,1.2171173,0.90672046,1.1199818,1.2348605,1.0776058,1.0517113,1.0964499,0.82659924,1.0677116,0.73658246,1.0413079,0.80998033,0.96648216,0.8903977,0.9783187,0.957044,1.019995,1.2307062,0.90860325,0.8214537,0.68230134,1.1722444,1.0301834,1.2907711,1.0311601,1.1438287,0.9976317,1.1491084,1.0960697,1.1253395,1.1226516,1.0265603,1.0413923,0.8271759,0.909547,0.933674,1.1281884,0.93066776,0.87188566,1.2655327,1.0462272,0.8979893,1.1899103,1.223042,1.2246518,0.94118804,0.82697177,0.80991143,1.0773755,0.9433864,1.1616956,1.1869022
nail,1.3601636,0.42212272,0.20755398,1.3238157,0.60234284,0.5982297,0.8336378,1.2914007,1.5051917,1.1989158,1.4518156,0.32775337,1.4980538,1.3707075,1.0490426,1.4766204,1.4597902,1.2939476,0.6802518,0.71559834,1.4570293,1.0916865,1.1239754,0.7339202,0.68938804,0.9288892,0.504208,1.2335501,1.2026689,0.432248,1.3753183,1.4280552,1.2174797,0.92477834,0.90527326,1.4452105,1.0081682,0.215877,1.5608096,0.7669067,1.3643043,1.2153462,1.1254284,1.0947583,1.4021552,0.7247894,0.54767185,1.1756557,0.4169094,0.95791495,0.4409486,1.1606469,0.692914,0.6971036,0.79267347,0.82115036,1.0119693,1.2213793,1.3031394,0.3810326,1.1511892,1.1825198,0.6775388,1.2099911,0.98808515,1.0841122,0.20794964,1.269175,1.3212519,1.4103699,1.126241,1.3274537,0.6100175,1.1436558,0.6589336,0.8055159,1.4311382,0.8239937,1.1191318,1.3387263,0.9069252,0.54840016,1.1333251,0.0,0.9108847,0.36768246,0.3287344,0.458718,1.3208421,1.145435,1.419074,1.3911546,1.3543401,0.30213988,0.37954485,1.3350174,0.90177405,1.2649522,0.82597023,0.99312913,1.2780039,0.7952188,1.3981984,0.91847235,0.2899791,1.3828685,1.2056353,1.0453619,1.2594188,1.3212949,1.1431315,1.2698715,1.3966417,1.0197983,1.0991397,1.3283999,1.2059971,1.4656911,0.09885192,0.5821291,1.0377129,1.2937278,0.95490026,1.0615942,1.113392,0.5120741,1.4335406,1.1827255,1.4164383,0.6569129,0.269637,0.26286548,0.3685689,0.87997234,0.91634095,1.3009307,1.1309148,0.88602513,0.1907298,1.3096309
napkin,1.2371626,0.80766773,0.92253023,1.2400978,0.98902965,0.9253814,1.0077161,1.0498018,1.0628139,1.1543349,1.2195394,0.8488605,1.0102959,1.1634994,0.9533914,0.9292308,1.2490807,1.1134026,0.61722064,0.9330692,1.145707,0.8371207,0.8464109,0.9156849,0.5627468,0.82657623,0.96431464,1.1684977,0.7411629,0.6833001,1.2043681,1.2190506,1.0379703,0.7984929,1.0948913,1.0534192,0.86114705,0.7190595,1.2379283,0.6759758,1.254184,1.1681712,0.9165673,0.9097633,1.235644,1.1412556,0.8784008,1.0062063,1.104365,1.3192239,1.0735524,1.2483886,0.8577353,0.86656046,0.8819845,0.38301665,1.0916003,1.1546935,1.2845825,1.0529594,0.99535763,1.1408521,0.9094927,1.3898062,1.0209192,1.2398674,0.8965307,1.3074074,1.201599,1.267617,0.71367145,1.0937519,0.5777893,0.94251084,0.5285883,0.89656866,1.1419361,0.92549044,0.7435391,1.1553024,0.887977,1.1843708,0.9180017,0.9108847,0.0,0.7947018,0.8515738,0.8424908,1.0910316,1.1800401,1.2130657,1.2926095,1.2104422,0.63548476,0.7750917,1.195373,0.36621803,1.2073535,0.68465334,0.796092,1.1667179,1.0131515,1.0973383,0.6196674,0.74837077,1.0407631,1.1480218,1.0357966,0.8862517,1.1488671,1.0553167,1.2595825,1.0023942,0.9764975,1.0663097,1.1323487,0.7089839,1.282634,0.75114393,0.607996,0.9988357,1.0868682,0.5502553,1.0481217,1.1774056,0.91682464,1.1718619,1.3397866,1.2891036,0.8223121,0.97379756,0.92455226,0.81541425,0.054344058,1.0866196,0.7815184,1.0900902,0.72011775,0.83326745,1.0262537
