,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
nail,1.4605763,0.7327018,0.21267551,1.3208715,0.73070294,0.5552666,0.56147474,1.3216279,1.3316777,1.0923345,1.3976306,0.57895756,1.3915964,0.84904444,1.0167556,1.4283893,0.9176529,1.0841019,0.35112464,0.793535,1.4602184,0.6057036,0.6558628,1.0168922,0.78406775,0.83243763,0.61796993,0.72529685,1.1317275,1.1548742,1.2341044,1.1022867,1.3132999,1.2212851,1.2217276,1.2118313,1.0200664,1.023144,1.340811,0.9703157,0.29454118,1.5055954,0.5483381,0.9863882,1.27756,1.2581663,1.2233996,1.1790646,0.39849627,0.8623332,0.47159368,1.0099862,0.7472396,1.0659802,0.57593906,1.2436287,0.62248147,1.0366421,1.0121106,0.7267161,1.1742687,1.3668666,0.5899047,1.1564364,1.1791319,0.6474604,1.1332176,1.2081509,1.0949981,0.47088975,1.0120268,1.2828512,1.2978486,1.0911267,1.2192678,0.8924695,1.2485529,0.44985098,1.241408,1.1578779,0.60740894,1.234796,1.399409,1.2154807,0.7821515,1.2338898,0.0,0.99269855,0.3726654,0.6124638,0.35561502,1.3503535,1.1335461,1.2974136,1.2917571,1.3870833,0.5599391,0.4225034,0.94149244,0.7915913,1.0874444,0.8328938,0.7682135,1.0027155,1.0053028,0.99049896,1.0842632,0.4873953,1.329578,1.1023726,0.9907965,1.310093,1.1020228,0.84501994,1.101005,1.238461,1.4107262,1.1921915,1.0805687,1.2066915,0.9428271,1.2818434,1.261178,1.4224317,0.30904114,1.2264988,0.40185368,1.2376777,1.0770713,0.81839263,1.1779535,0.92764646,1.2975961,1.3278487,1.4790068,0.8173251,0.25780076,0.2659943,0.5006646,0.9593646,1.2126083,1.134404,1.1919909,1.1360421,1.0046318,1.1592089,0.59095204,1.3070569
napkin,1.1187015,0.94569135,1.0022893,1.1901666,1.2023791,1.0199798,0.90425456,0.93664753,1.0897778,1.0317574,1.0458013,0.72222,0.89907384,0.9820326,0.9106452,1.0475963,0.87511194,0.98222554,0.80143654,0.88485575,0.9858177,0.873353,0.8133395,0.82088757,0.878481,0.55204165,0.84360135,0.86057895,1.1033864,0.7435492,1.0184282,1.3055708,1.265056,1.0299262,1.0439495,0.79149836,0.889371,0.7531442,1.0806915,0.7374207,0.82819486,1.157862,0.73555166,1.1064795,1.238951,1.1731032,0.95114154,0.79843736,0.9192273,0.7880188,0.9173766,1.0514021,1.0900204,1.2687814,0.97659016,1.2350265,0.74845445,1.0743049,0.8793086,0.8179214,1.1868917,1.1982796,1.0717461,0.7976093,1.025667,1.0823328,1.3212013,1.0459611,1.1731198,0.998167,1.2003466,1.069304,1.2634503,0.9347821,1.0700519,0.75575995,0.8380723,0.76168865,0.9076831,0.824764,1.0057353,0.53619236,1.1215093,1.1603051,1.1247746,1.0934166,0.99269855,0.0,0.8228593,0.9222879,1.0706408,0.75815064,1.1970344,1.333746,1.0529745,1.020281,0.7774337,0.9343531,0.97806185,1.0468388,1.1979624,0.43434966,0.99266356,0.977103,1.1472139,1.1585741,1.1191314,0.98703593,0.8155302,0.94400954,0.8621622,0.91277826,1.0465872,0.92338103,0.9660437,0.94408405,1.3558424,1.1616936,0.93682504,1.1083845,0.63605845,0.9840141,0.96556985,1.2515042,0.7601879,1.0779271,0.7698097,0.86057484,0.9103868,0.86142635,1.0594615,0.9386509,1.1451372,1.2435008,1.2889538,1.0184397,0.91010976,0.8901068,0.9547679,0.024498343,1.2580272,0.90975416,1.0575764,1.1418374,1.0042979,0.8389627,0.8860854,1.2590647
necklace,1.2860793,0.675965,0.5646923,1.1885114,0.94768703,0.67310905,0.7174015,1.231936,1.382735,1.1290644,1.4340777,0.32941896,1.2964671,0.70834947,0.9242953,1.4283614,0.85356206,1.142571,0.5799937,0.9302753,1.4481789,0.7312867,0.49393868,1.0271903,0.6544723,0.6282904,0.7920836,0.7677849,1.1322817,0.9983438,1.2060981,1.1927469,1.3854797,1.0687155,1.3086367,1.1263554,1.1374129,1.016074,1.3929946,1.023851,0.3813665,1.496294,0.71615446,1.0749309,1.3218393,1.3004112,1.0965117,0.9406032,0.6491172,0.71363235,0.73005474,1.0050467,0.64839303,1.1098369,0.47878528,1.3291144,0.6890348,1.081176,0.74560064,0.5584357,1.1354923,1.4189658,0.49282622,0.93879014,1.2094524,0.8436073,1.0526383,1.2484962,0.9921449,0.5291863,0.8980664,1.1626743,1.2496934,1.1729838,1.0806308,0.6357006,1.0601064,0.53004324,1.0891542,0.94003814,0.87068427,1.1119908,1.31987,1.2704692,0.61431533,1.2592652,0.3726654,0.8228593,0.0,0.60024977,0.69490045,1.2674451,1.2235972,1.2688112,1.1603127,1.4389498,0.51730585,0.48953772,1.0853693,0.8736348,1.2288522,0.7004582,0.83908486,1.0130721,1.199583,1.0729866,1.1458334,0.76559335,1.1594869,1.0917401,0.82402146,1.2564617,1.1096174,0.8838822,1.0799925,1.0628688,1.3796196,1.0082123,0.9157972,1.2241066,0.88386875,1.271242,1.2984893,1.4598751,0.24461347,1.2554942,0.55393016,1.0932003,1.0132413,0.66398525,1.0618902,0.8850258,1.3342214,1.2514427,1.5600882,0.9653817,0.23667943,0.30655313,0.5686317,0.79524,1.3001744,1.2060076,1.1551951,1.2029762,1.025035,1.0221831,0.43613446,1.3801175
nose,1.2490916,0.8453566,0.6737941,1.3529714,0.7152056,0.7639537,0.76653564,1.279072,1.3057464,1.0195781,1.3501902,0.6711681,1.223896,0.95498,0.8372941,1.3474104,0.8789861,1.1427318,0.800606,0.84340155,1.4272,0.68418413,0.8026043,1.0674406,0.7807201,0.8982729,0.9419877,0.82368064,0.97689223,1.1439891,1.1040213,0.9020958,1.2859595,1.2562759,0.983368,1.2000268,0.77683437,0.88146025,1.3369112,0.8896639,0.664745,1.4607344,0.82635355,0.8974722,1.0241601,1.1289868,1.1858621,0.9738093,0.7585495,0.712575,0.5271047,0.9645953,0.6279729,1.1901771,0.69139624,1.339544,0.758536,1.0016077,0.8792255,0.8749142,0.9826048,1.2713141,0.67120117,1.0069565,1.0870341,0.7221223,1.218639,1.0853899,1.077401,0.7030543,1.0094485,1.1139327,1.3365932,1.0716295,1.2754234,0.8024684,1.1153449,0.6161018,1.1680179,1.0146599,0.77456427,1.1146739,1.1786149,1.2352225,0.81852096,1.0328782,0.6124638,0.9222879,0.60024977,0.0,0.7236355,1.2548168,1.0833809,1.2887105,1.2699745,1.3715944,0.74784863,0.8055758,1.006952,0.7532308,1.1377923,0.87390274,0.75301886,0.98132807,1.1736878,0.9080382,0.9522885,0.79164547,1.1433818,1.0246315,0.92420363,1.2518523,1.0467873,0.8322552,0.8827895,1.200238,1.334096,1.2601699,0.9440522,1.2527585,0.83030915,1.2548141,1.2672601,1.3967853,0.511829,1.185214,0.70881647,1.0183865,0.8400712,0.7217549,0.8297379,0.8821335,1.2704716,1.3548061,1.4361676,0.71323436,0.5317464,0.6012728,0.88068706,0.92598844,1.1959398,1.0600208,1.2479775,1.1560363,1.0849442,1.1349492,0.6960871,1.3596077
orange,1.4378164,0.74444807,0.13233805,1.385464,0.6036179,0.6000932,0.28037423,1.2419387,1.3464172,1.0748255,1.426964,0.7213422,1.4783895,0.9684427,0.99817955,1.4465301,0.91564935,0.9677105,0.40448213,0.6824738,1.3135368,0.46256614,0.726769,0.9225791,0.762257,0.9663461,0.6760795,0.6698077,0.9419533,1.27826,1.0681033,1.0365723,1.3247677,1.3105925,1.1181281,1.2123448,0.74771506,0.90241456,1.3674449,0.79624313,0.42647636,1.4646915,0.5515854,0.8467845,1.1988152,1.1438923,1.309649,1.1948977,0.52779233,0.8639029,0.51820266,1.0620965,0.95154685,1.1347891,0.9031508,1.210841,0.67860675,0.9480607,1.1883192,0.8642571,1.0042918,1.376662,0.8330618,1.3515,1.232765,0.6765616,1.2827888,1.0710018,1.2758474,0.6700238,1.0454106,1.1627551,1.3337892,0.8247568,1.349302,0.9592097,1.3389899,0.5344334,1.357738,1.3565657,0.20142186,1.1733747,1.4305353,1.1780162,1.0926509,1.0540737,0.35561502,1.0706408,0.69490045,0.7236355,0.0,1.3794975,1.0386467,1.3268209,1.3971965,1.3533065,0.64073014,0.54782003,0.7728137,0.7446722,1.0617118,0.88883555,0.7561243,0.8963345,0.8469083,0.8806613,0.62703246,0.32884192,1.2399663,0.98326623,1.1378535,1.3256712,1.0905752,0.7830559,1.0024065,1.3426685,1.3481532,1.3489318,1.2629895,1.3093147,0.788933,1.3772948,1.2753211,1.3995625,0.5785289,1.2484324,0.2747736,1.2154983,1.1206992,0.8145773,1.2125193,0.90750736,1.3043958,1.4057415,1.4315748,0.6706299,0.6569807,0.6057185,0.6555978,1.0681386,1.0017998,0.98356384,1.2086947,1.110391,0.9577006,1.1997155,0.7212057,1.339021
oven,0.9377133,1.1467938,1.3851346,0.780211,1.3443006,1.3204391,1.3308151,0.8517483,0.63267994,1.0636414,0.6964706,1.0971184,0.535825,1.2141162,1.0708398,0.83963585,1.0558105,1.0135624,1.239821,1.0543951,0.5595377,1.2725441,1.1957351,0.98145014,1.2586094,0.7440294,1.1485068,1.2131673,1.0724883,0.6410575,0.99587005,1.0008852,0.74223286,0.8650529,0.76811445,0.7739486,1.1137614,1.0162207,0.6671274,1.0721906,1.3700988,0.5343777,1.0976571,1.0966204,0.956704,1.0981917,0.57613015,0.49346447,1.2794392,1.0889676,1.312018,1.0956694,1.1128435,0.96721715,1.2178426,0.9073475,1.2554936,1.1247139,1.0505458,1.1308651,1.2171676,0.68093127,1.1669412,0.9514942,0.91599363,1.3562136,1.0071869,0.9372258,1.0200045,1.2824801,1.1023383,0.89654887,0.8978432,1.0029908,0.84512806,0.99950874,0.63658404,1.2380995,0.7319762,0.91950536,1.319169,0.7050623,0.9715167,0.9618488,1.0830574,1.0195423,1.3503535,0.75815064,1.2674451,1.2548168,1.3794975,0.0,1.1136742,0.98871756,0.74492615,0.7809041,1.18809,1.237997,1.1192647,1.2817433,1.0753179,1.0804691,1.1957338,1.067671,0.9765057,1.2128084,1.1383632,1.3404908,0.86016804,0.87757295,0.9751393,0.21941221,1.0372142,1.2486551,1.0150831,0.83880967,0.7993047,0.9163682,0.98610103,0.88930726,1.0717323,0.52489614,0.51472414,0.85849994,1.2754047,0.92628217,1.3057549,1.0398911,0.9590612,1.1002454,0.96257997,1.2073338,0.8837083,0.8586908,0.66335803,1.0850805,1.3299321,1.3391368,1.2879934,0.7619933,1.0798861,0.86306953,0.90424436,0.9682153,1.0007875,0.72559774,1.1324393,0.7175384
owl,0.7693974,1.119662,1.1319441,0.9591533,0.97363156,1.1697749,1.1214983,0.8769276,0.9740449,0.38763678,0.7262635,1.3507059,1.0353185,0.8746104,1.2829064,0.5308163,1.2266082,0.9206067,1.2256708,1.2894647,1.0380956,1.1304202,1.1449159,1.1702285,1.125987,1.3969309,1.1886913,1.1722047,0.67540133,1.3170551,1.0214956,0.98236114,0.94875324,0.98139197,1.0180339,1.1215818,1.0095632,0.98726434,0.83666223,0.9963205,1.2271444,0.8379071,1.2276592,0.9165963,0.8246418,0.8049916,1.087853,1.2305336,1.0987793,1.2185706,1.124674,0.46802735,0.98836356,0.97921264,1.1589185,0.86953926,1.0973603,1.060996,1.1178476,1.2448071,0.7835975,0.9411784,1.0645449,1.1378897,0.7310724,1.1006627,0.89788806,1.0526619,0.98465216,1.1594951,0.8323443,1.082007,0.7880491,1.1485739,1.0706269,1.2713735,1.1688142,1.2523069,1.0966241,1.1140507,1.0900793,1.2112354,0.7777129,1.0717721,1.0734563,0.94636774,1.1335461,1.1970344,1.2235972,1.0833809,1.0386467,1.1136742,0.0,0.7417075,1.096044,0.7437665,1.2037479,1.1758411,0.8069055,1.062833,0.3898931,1.1182437,1.0439631,1.1212978,1.1402357,0.7682984,1.0268589,1.0340772,1.0329078,1.1447922,1.1265944,1.1397737,0.5224131,1.0267056,1.1667335,0.84063506,0.87856966,0.98896426,1.0808282,1.0488404,1.3647935,0.91616285,1.123151,0.75012046,1.2568362,0.54301536,1.200066,1.0056022,1.1511159,1.263073,1.1261669,1.1312511,1.1272157,0.97684616,0.85035014,1.135412,1.1656592,1.1396189,1.170296,1.2110763,0.84082663,1.1524106,0.9141324,1.0181504,1.0937622,1.322261,1.2732351,0.95592904
pajamas,0.65510345,1.0720545,1.355346,0.54474175,1.1519338,1.2751994,1.3991251,0.9212933,0.76633954,0.91685814,0.60170674,1.3423412,0.7902278,0.7824213,1.1512482,0.5262023,1.3370228,1.0214356,1.3983753,1.3478038,0.8179598,1.3762212,1.2513942,1.2033746,1.3204567,1.3176179,1.362327,1.299843,1.020283,1.1192242,0.94311374,0.90876186,0.67229843,0.7383881,0.9365805,1.0576466,1.1695937,1.1787229,0.6397614,1.2173339,1.4681857,0.63819337,1.3945607,1.0941885,0.75378764,0.46925354,0.90197814,1.1163167,1.311795,1.3293109,1.2650063,1.0053514,1.0499018,0.62825406,1.1066477,0.74380946,1.28406,1.1479889,0.91674876,1.3200095,0.9590574,0.76297283,1.1096388,0.87655556,0.8679699,1.2028123,0.64168245,0.9720334,0.70123994,1.0920067,1.0050665,0.97235477,0.1946212,1.1344621,0.7455128,1.3360107,1.0921602,1.4516585,0.8378264,0.89289194,1.291735,1.0834198,0.4465214,0.92065924,0.9623995,0.94268835,1.2974136,1.333746,1.2688112,1.2887105,1.3268209,0.98871756,0.7417075,0.0,0.68193686,0.68349844,1.412511,1.3330175,1.091366,1.1918101,0.7871,1.2785196,1.2595187,1.2113652,1.0564413,1.061149,1.0663927,1.3683233,0.9511143,1.1339236,0.9931883,0.9622455,0.9157819,1.2754667,1.0799435,0.7512529,0.7292657,0.54218185,0.88892704,0.71381927,1.4202964,0.7713818,0.911129,0.5316748,1.377435,0.78676355,1.4367732,0.9170003,1.0458506,1.3835727,1.0513816,1.0798433,0.82609004,0.49781847,0.5613142,1.3262305,1.2327033,1.2954159,1.2591702,1.3419188,0.792052,1.1588671,0.973272,0.9527694,1.1043866,1.1152574,1.2491748,0.7152944
pants,0.6130205,0.90881556,1.3917904,0.44423229,1.2811742,1.2952583,1.368615,1.0869081,0.6622948,0.9305513,0.54917526,1.1953555,0.475703,0.9430036,1.0712929,0.5653776,1.3175509,1.2585819,1.447463,1.4298644,0.8814402,1.3550514,1.1942106,1.3338798,1.3228278,1.0452764,1.3720798,1.2774156,1.0732758,0.7593281,1.065822,1.106686,0.5945195,0.3339073,1.0564878,1.051055,1.3207856,1.248106,0.51473594,1.3388882,1.424397,0.76060176,1.4493703,1.2924423,0.85536265,1.0195413,0.77512884,0.8651441,1.3609335,1.2644327,1.2763004,1.0508903,0.95389956,0.73329884,1.015398,0.8880582,1.1445535,1.3300645,0.7337781,1.236329,1.1392375,0.86962134,1.0181015,0.57795817,0.76632357,1.3898203,0.61010754,0.9631362,0.7729843,1.1972907,0.8579842,1.1613468,0.5125533,1.30172,0.11589301,1.2402406,0.95172215,1.4785061,0.4959715,0.58632946,1.4586579,0.9329569,0.6717378,1.0749077,0.91125995,1.0019234,1.2917571,1.0529745,1.1603127,1.2699745,1.3971965,0.74492615,1.096044,0.68193686,0.0,0.85624784,1.4297857,1.3376818,1.0803375,1.1658041,1.0121441,1.1153251,1.2063451,1.3236098,1.2111706,1.2086897,1.255054,1.4356265,0.8732017,1.248788,0.90521246,0.7739363,1.0320328,1.3455439,1.0767941,0.5737753,0.83836937,0.2913971,0.70094657,0.29976952,1.2760245,0.6042175,0.7815983,0.75462514,1.1627793,0.82684875,1.3888575,0.84043753,0.86053115,1.3549896,1.06158,1.0119984,0.9169697,0.3355009,0.64143777,1.4240184,1.1166251,1.1790477,1.2692845,1.0698601,1.2681582,1.2779226,0.98884505,1.1134285,1.2674227,0.99764276,1.1132904,0.7117786
paper,0.6195713,1.2237263,1.3843733,0.69836175,1.2331778,1.2999549,1.3512301,0.8093276,0.52665746,0.9193614,0.6058565,1.4471625,0.701517,0.8526756,1.1035299,0.48448777,1.3113135,0.53742945,1.4033313,1.2196765,0.3894649,1.2679604,1.2942643,1.0790505,1.2367873,1.3530194,1.3925407,1.1601568,1.0198791,1.0934854,0.84003496,0.92220294,0.6775858,0.9244286,0.8901868,0.8088262,0.9488132,0.98884207,0.63530517,0.9191989,1.4134018,0.57286334,1.3483069,1.1261505,0.8811387,0.8306198,0.9257033,1.0381556,1.2907509,1.3319571,1.2058432,1.0227255,1.0799352,0.869862,1.1371382,0.79995304,1.2668492,1.0922625,1.0888081,1.1680378,0.84336066,0.68797255,1.2500736,0.99239016,0.8204239,1.0156391,0.85920125,0.8113806,0.71091497,1.4550922,1.136,0.9454038,0.77889746,1.0347608,0.87921375,1.2281138,1.0235273,1.4116364,0.9769226,1.0042799,1.2566965,0.8618592,0.62822104,1.0548476,1.0434023,0.7591845,1.3870833,1.020281,1.4389498,1.3715944,1.3533065,0.7809041,0.7437665,0.68349844,0.85624784,0.0,1.4024223,1.3048822,1.0972263,1.0197942,0.7265272,1.210132,1.1046513,1.2134778,0.758173,1.1036,1.0175345,1.3698703,0.8541312,1.1100389,1.070621,0.8509576,0.88169205,1.2396867,1.0201082,0.80236006,0.70678484,0.85632306,1.0452592,0.752221,1.1760702,0.7754645,0.61124355,0.5772099,1.4916215,0.690881,1.3852468,0.9752202,1.1006263,1.3465785,1.0375223,1.0865902,0.989702,0.7427181,0.37614155,1.2995574,1.3470219,1.3313439,1.2538419,1.0571096,0.80605716,0.9303788,0.98502123,1.0659028,1.1623005,1.0976849,1.3671813,0.75535923
pen,1.4786543,0.9717628,0.52103466,1.3695594,0.8996225,0.71921134,0.61254025,1.0799886,1.4097769,1.1291294,1.4754667,0.39147037,1.3453567,1.0256966,0.78288466,1.4830122,0.49508405,0.9010635,0.3965512,0.5717437,1.3461257,0.7550035,0.38439143,0.82135904,0.63684124,0.61004,0.4471612,0.71135896,1.1120944,0.9788677,1.196947,1.1283495,1.4685078,1.3116556,1.1419789,0.90462506,1.0728251,0.95569456,1.4899316,0.89710754,0.25280106,1.4155719,0.43713617,0.85188466,1.3054159,1.3341231,1.1302966,0.90490687,0.54988074,0.4978814,0.7925762,1.006383,1.0322632,1.3398635,0.9204203,1.2414423,0.64535373,0.83718914,1.1430364,0.4490093,1.2141082,1.3430152,0.9173081,1.2360319,1.1781511,0.8722794,1.3838652,1.324054,1.3132796,0.7269981,1.03833,0.86655176,1.4248595,0.90558124,1.3590245,0.27199292,0.9394816,0.33858085,1.254405,1.2333114,0.65584993,1.0727746,1.5234742,1.1252074,1.0431322,1.3551238,0.5599391,0.7774337,0.51730585,0.74784863,0.64073014,1.18809,1.2037479,1.412511,1.4297857,1.4024223,0.0,0.15248358,1.0508447,1.0656233,1.2079198,0.6405592,0.9415322,0.7475183,0.9697037,0.9164616,1.0173231,0.6116537,1.2021497,0.8406271,1.0240322,1.2184558,1.0195723,0.73379016,1.122119,1.285622,1.1543491,1.4422574,1.1807096,1.4279938,0.634758,1.3483742,1.2281595,1.3567555,0.4958763,1.1603535,0.45069098,1.0986269,1.080221,0.4295979,0.91641617,0.96922773,1.2497648,1.4769108,1.581087,0.62602156,0.753652,0.64797133,0.31062734,0.7310253,1.1227041,0.8027694,1.0223583,1.0851278,0.81904674,0.74404615,0.6421988,1.3483766
pencil,1.4188242,0.9821585,0.40056252,1.2502618,0.9325597,0.7204368,0.6114902,1.1228633,1.3474896,1.1589434,1.4353245,0.38838243,1.34046,0.9079362,0.8479271,1.4332267,0.7251644,0.9098299,0.38803017,0.6557584,1.2809467,0.7464014,0.3444296,0.9130115,0.69444966,0.73776656,0.5709298,0.70613134,1.1743233,1.0589852,1.1641631,1.1132656,1.3574576,1.2500628,1.1906698,0.9692357,1.118384,0.9672555,1.4024765,0.9115236,0.199381,1.3799164,0.48182225,0.9751736,1.3241818,1.3509072,1.1796855,0.9859737,0.52055705,0.6629756,0.77640206,1.0324639,0.9609406,1.2463896,0.82965237,1.1930859,0.59513605,0.94277,1.1320548,0.45770502,1.1655939,1.3026743,0.9022304,1.2311687,1.1806638,0.80690265,1.2749915,1.2608846,1.19297,0.7627003,1.0175834,0.9744555,1.3467897,1.0023252,1.265962,0.4205476,1.0340894,0.43117064,1.2264585,1.2401474,0.675845,1.1909429,1.4463099,1.1838303,0.9450619,1.2991515,0.4225034,0.9343531,0.48953772,0.8055758,0.54782003,1.237997,1.1758411,1.3330175,1.3376818,1.3048822,0.15248358,0.0,1.068586,1.0057538,1.142088,0.79295343,0.9000689,0.873505,0.9215093,0.99672604,1.089964,0.70294183,1.2455835,0.9852444,0.9729451,1.2638863,1.0431119,0.8595218,1.1133648,1.2113961,1.0867332,1.3318499,1.1625376,1.292222,0.76497096,1.2952583,1.1707991,1.335048,0.45245838,1.1688813,0.4310032,1.1641884,1.0990582,0.5278793,0.99429053,0.91367936,1.2957666,1.3424977,1.45573,0.76424336,0.67680174,0.50794697,0.24478722,0.8914852,1.144826,0.90792835,1.0504823,1.1147072,0.9385881,0.87843513,0.6636212,1.2991298
penguin,0.81511664,0.8642567,0.9077169,1.1798236,0.7387582,0.9004799,0.8071867,1.1623256,1.1212722,0.987905,1.060105,1.0831763,1.1505392,0.8828446,0.9601423,1.0699146,1.0542741,0.9510439,0.969165,1.052497,1.1171767,0.9544087,1.0094644,0.99321693,0.8030845,1.0947397,0.92669004,0.94464844,0.7202232,1.1234951,1.0489503,1.0009173,1.0491505,1.0017505,0.962579,1.0973549,0.86316526,1.0339243,1.0517943,1.0298998,0.9670075,1.1275539,0.98336834,0.90307176,0.8599216,0.83930165,1.1365631,1.0726624,0.9459749,0.9886697,0.89169776,1.0885627,0.92818075,0.97140306,1.0970455,0.9808486,0.7847669,1.0169576,1.0998743,1.0544807,0.5994965,1.1637836,0.92611814,1.0336719,1.1072187,0.9155247,1.0884192,1.0633748,1.1505451,0.8614923,1.0399337,1.0841818,1.0387617,1.0827854,1.0524501,1.0711566,1.1637797,0.96903133,1.0541468,1.1519682,0.8837493,1.0866356,1.0580165,1.0401571,1.0411069,1.0284811,0.94149244,0.97806185,1.0853693,1.006952,0.7728137,1.1192647,0.8069055,1.091366,1.0803375,1.0972263,1.0508447,1.068586,0.0,0.85966045,1.0658898,0.97639126,0.96301216,1.0399495,1.0021995,0.84395933,0.8404856,0.9388008,1.025157,1.0733379,1.1112065,1.1170299,1.1123089,0.84246135,1.0472642,1.1464258,1.0538301,1.0894045,1.0019997,1.0372041,0.94914496,1.1086477,1.1316278,1.1286613,0.95263886,1.0968366,0.8750802,1.0782427,0.9261969,1.0176597,1.1109626,0.9732421,1.0420876,1.1065563,1.1071255,0.9768259,1.0189439,0.974662,1.028739,0.99848866,0.90727544,1.1276958,1.1285609,0.9897341,0.99335754,1.1288208,1.0414822,1.1307523
pickle,0.9594572,0.83191,0.71916056,1.1411777,0.72339314,0.7140062,0.67300713,1.3192627,1.0612245,1.0570827,1.2595873,0.9739234,1.2969886,0.84795344,0.932346,1.1717912,1.0644675,1.0678604,1.039455,0.96858853,1.1166953,0.58142257,1.0252262,1.0870277,0.9267042,1.2922277,1.0762331,0.6482893,1.0229505,1.3815378,0.8859869,0.9388254,1.1766624,1.05255,0.9807813,1.2182792,0.57897377,0.9585287,1.2174141,0.8436688,0.75105125,1.3654631,1.0755066,1.1553698,1.076629,1.0930141,1.304097,1.1511352,1.0039654,1.1142446,0.6399476,1.0062594,0.7427157,1.060581,0.63681865,1.1592338,0.667858,1.0748646,0.93610823,0.90086055,0.59467494,1.0916831,0.8098023,0.9164957,1.0727787,0.35738063,1.0349212,0.59064704,0.7726723,1.0555897,1.0406667,1.1935554,1.2808334,1.1194335,1.0547862,1.0793725,1.3358151,0.97019225,1.1247357,1.047029,0.80558854,1.207119,1.0416626,1.2245086,0.79506326,0.60796285,0.7915913,1.0468388,0.8736348,0.7532308,0.7446722,1.2817433,1.062833,1.1918101,1.1658041,1.0197942,1.0656233,1.0057538,0.85966045,0.0,1.0451117,1.0544363,0.6007818,1.121591,0.8766928,1.0577421,0.900698,0.7768508,1.1873221,1.2443535,1.0271548,1.3215059,1.064546,0.94195294,0.7249288,1.1738865,1.2028383,1.1124591,1.1025288,0.9563563,0.9178385,1.2444092,1.0726999,1.2281532,0.8556857,1.1577297,0.7468471,1.1366366,0.8683728,0.9376703,0.9344551,0.8321408,1.2642262,1.1418995,1.1167212,0.986202,0.6581788,0.6220722,1.0314921,1.0636711,1.0606098,1.1394942,1.1951575,1.2192618,1.188344,1.4140215,0.945297,1.2331779
pig,1.0347493,1.1042674,1.0918916,0.95069057,0.984399,1.1177747,1.16423,0.78506005,0.97212857,0.4857862,0.7007275,1.2672472,1.0367242,0.9360832,1.2327557,0.47448218,1.175211,0.99715686,1.1972811,1.1585066,1.0558974,1.1341156,1.1747496,1.1287651,1.2252281,1.3174509,1.1440846,1.1092104,1.0531396,1.2096031,1.0181456,1.004473,0.87691814,0.9810863,1.0880505,1.045284,1.0134171,1.0508627,0.8562437,1.0194205,1.1769633,0.86154807,1.1944758,1.0670044,1.017168,0.9256004,1.0908798,1.1872809,1.1293652,1.2337066,1.0776414,0.59726274,1.0433613,0.9884908,1.1017746,0.8323295,1.2070355,0.98216647,1.1130704,1.326589,0.99010664,0.88717186,1.1453665,1.0870025,0.80713755,1.0335914,0.9398426,0.95113903,1.0163982,1.176483,1.0557057,1.0014452,0.76440036,1.0757245,0.9814161,1.3253338,1.186421,1.2530348,1.147664,1.0791237,1.0211899,1.1500361,0.7521428,1.0323477,1.0620649,0.94952136,1.0874444,1.1979624,1.2288522,1.1377923,1.0617118,1.0753179,0.3898931,0.7871,1.0121441,0.7265272,1.2079198,1.142088,1.0658898,1.0451117,0.0,1.1459084,1.0057244,1.0824223,1.0458553,1.0297993,1.0115805,1.0701591,1.0084535,1.0721213,1.112477,1.1274608,0.5710218,1.1994758,1.051999,0.7152748,0.90233994,0.93140596,1.0409163,0.9355188,1.327293,0.93768597,1.089712,0.7414005,1.2345603,0.5334057,1.1798456,0.86375237,1.1268586,1.3090487,1.1217747,1.0218769,1.0783179,0.9392076,0.8646835,1.0608124,1.1448853,1.1142435,1.1695573,1.1983087,0.8779439,1.0570081,0.96400964,1.007515,1.1127808,1.2601533,1.1843283,0.9210052
