,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
hose,1.1294287,1.1977074,1.2298373,1.0274209,1.0628474,1.1947168,1.1451285,0.69105875,0.9599539,1.2356111,0.98593247,1.0842634,1.0465035,1.1178675,0.8933788,1.0303416,0.8377366,0.8318409,1.1111572,0.77187,0.8764663,1.176346,1.0227748,0.7649775,1.0805582,1.0557399,1.024284,1.0981336,1.0234832,0.8643589,0.9555768,0.80897,0.89551616,1.2062511,0.8956702,0.8679099,1.0093731,1.0639691,1.0395348,1.0209534,1.1286851,0.8028928,0.9197207,0.834209,0.98245984,0.8359239,0.991629,0.91244525,1.1209463,0.8371414,1.1113294,1.1353575,1.176823,1.1202326,1.2312205,0.9648975,1.2878141,0.8300969,1.162673,0.80499136,1.0027133,0.80125165,1.1196114,1.1551445,1.2135918,1.0803875,1.1826354,1.1008122,1.0902758,1.1889516,1.119218,0.0,0.99553186,0.73834175,1.2011425,0.7511387,0.78138655,0.94983166,1.1501038,1.2438114,0.9983147,0.8428244,1.0087205,0.80346143,1.0529819,1.0548527,1.2828512,1.069304,1.1626743,1.1139327,1.1627551,0.89654887,1.082007,0.97235477,1.1613468,0.9454038,0.86655176,0.9744555,1.0841818,1.1935554,1.0014452,1.1074927,1.1359522,0.807617,0.83532953,0.8927843,0.8627888,1.0765581,0.7819064,0.76853806,1.2277037,0.90720576,1.0630376,0.960143,0.9734991,1.1343148,0.64554584,1.2490371,1.0707381,1.1607475,0.78911245,1.0574703,0.8951159,0.88108146,1.236696,0.9666776,1.1720235,0.8855728,1.1412536,0.6451912,0.7588534,1.0794877,0.79471743,1.1305339,0.8829223,0.765605,1.3112016,1.2796803,0.9743996,1.0854555,0.65929425,0.6024612,1.0494299,0.7712454,0.92974114,0.64587176,0.94220704,1.0050607
jacket,0.74073255,1.0740763,1.3533092,0.6121699,1.2048612,1.3377955,1.4053948,0.92204857,0.7696639,0.79299366,0.5299096,1.3088788,0.73444504,0.83634835,1.1785367,0.50038683,1.2813644,1.1044788,1.3774798,1.3897562,0.8754491,1.4512954,1.2206806,1.2391865,1.2959105,1.1867303,1.2893279,1.3858219,1.0006822,0.97494435,1.0525005,1.0012913,0.565132,0.49602652,1.0459408,1.1202134,1.2927003,1.2645018,0.58936316,1.3354425,1.4837475,0.60203576,1.4137425,1.1083431,0.7837718,0.6052027,0.8269346,1.0467048,1.3058264,1.2876558,1.339432,0.9396957,1.0423106,0.6807392,1.1946766,0.7163192,1.3074653,1.188838,1.0043066,1.3747103,1.0559224,0.7718781,1.1005278,0.9055982,0.7857577,1.3935171,0.60268205,1.0827166,0.8774219,1.032333,0.9231767,0.99553186,0.0,1.1911108,0.5235825,1.3512754,1.0185635,1.4404482,0.8182765,0.85757554,1.3543706,1.0891788,0.59598225,0.8969653,1.0151871,1.088219,1.2978486,1.2634503,1.2496934,1.3365932,1.3337892,0.8978432,0.7880491,0.1946212,0.5125533,0.77889746,1.4248595,1.3467897,1.0387617,1.2808334,0.76440036,1.2941158,1.3040447,1.2147918,1.1011488,1.066091,1.1276594,1.3765664,0.8653824,1.1116592,1.0543047,0.87811726,0.87985754,1.2765248,1.1472075,0.5676502,0.74946654,0.45802563,0.89086336,0.5925272,1.4338883,0.6784979,0.9135526,0.5799575,1.3412781,0.6921304,1.4069998,0.93502337,1.0697672,1.4283285,1.1654096,1.1306226,0.77059835,0.43485826,0.5846791,1.3408625,1.2657964,1.3003018,1.2742589,1.2608192,0.9046524,1.1775246,0.9285007,0.9289514,1.1161768,1.0416584,1.2167786,0.6718507
jar,1.2899424,1.0269237,0.908444,1.1792264,0.9282977,0.9452255,0.8518652,0.72387546,1.07381,1.1892959,1.2466089,1.0574164,1.2513297,1.2555704,1.0774678,1.2713325,0.8174777,0.80835336,0.6581335,0.52647597,0.7654148,0.8539825,1.0654771,0.44092488,1.0001329,0.8445345,0.84812707,0.9556157,0.9422081,1.0353401,0.8065342,0.9436756,1.2139813,1.314939,0.8685182,0.9137769,0.73729104,0.7957908,1.2547116,0.6707318,0.9968958,1.0664235,0.56312275,0.7387143,1.049853,0.9063204,1.1512668,1.0929745,0.9903033,0.97556835,0.92890805,1.1721473,1.3298966,1.1334136,1.239841,0.9819451,1.242362,0.79385304,1.1630998,1.0178608,1.096482,0.8630115,1.1519656,1.2171826,1.2512565,0.9371122,1.2187791,0.8930815,1.1916101,0.99028844,1.1710882,0.73834175,1.1911108,0.0,1.3369877,1.0208153,1.0384763,0.86799556,1.2376752,1.2943369,0.62623894,0.7261522,1.1759057,0.8907384,1.2373685,0.9417721,1.0911267,0.9347821,1.1729838,1.0716295,0.8247568,1.0029908,1.1485739,1.1344621,1.30172,1.0347608,0.90558124,1.0023252,1.0827854,1.1194335,1.0757245,1.0319772,1.0083834,0.66266865,0.75158066,0.9130997,0.7278756,0.696329,0.91102904,0.6631388,1.0914677,0.9832143,1.1852529,0.86232245,0.9010702,1.2252355,1.13654,1.312388,1.1388178,1.3008289,0.7265996,1.2163455,0.9636809,1.1125696,1.1462426,1.1980292,0.83515424,0.8724934,1.1715038,0.9007354,0.97293377,1.0451883,1.0112801,1.1671723,1.0285879,0.5861799,1.2334858,1.2647305,1.0095495,0.93624604,0.79068387,0.5082306,1.0219297,0.8964815,0.7312126,0.92697966,0.9757521,1.0922194
jeans,0.6466857,0.83929837,1.3320552,0.47278196,1.2195451,1.2478342,1.3195102,1.1199018,0.7548222,0.86142194,0.5587893,1.0908923,0.587944,0.8741673,1.0066559,0.550567,1.2573278,1.2559103,1.4165225,1.4164534,0.9705082,1.3535362,1.1660806,1.3490776,1.3152301,1.0322934,1.3147159,1.2345164,1.1084373,0.84587216,1.1322901,1.1049322,0.68310964,0.2866575,1.1226894,1.0723394,1.3551493,1.3052807,0.5687578,1.3816007,1.3201306,0.82382965,1.4519316,1.3237119,0.92209685,1.0738372,0.85395503,0.87345004,1.3353455,1.2287809,1.2493215,1.0090914,0.93252397,0.78388214,0.9146614,0.86548316,1.0914676,1.3676176,0.68744266,1.2068583,1.0864376,0.911126,1.0158012,0.5068482,0.7732562,1.2759119,0.60199106,0.99246377,0.7190377,1.1309829,0.8740556,1.2011425,0.5235825,1.3369877,0.0,1.2100658,1.0077714,1.4374543,0.63611877,0.62222385,1.443079,1.0354655,0.6828803,1.124209,0.8790258,1.0383292,1.2192678,1.0700519,1.0806308,1.2754234,1.349302,0.84512806,1.0706269,0.7455128,0.11589301,0.87921375,1.3590245,1.265962,1.0524501,1.0547862,0.9814161,1.050095,1.1627417,1.371306,1.1786121,1.2266197,1.2748698,1.3940225,0.92956364,1.2537177,0.8797964,0.91261166,1.0090071,1.3495641,1.1392212,0.5710275,0.8285787,0.32215375,0.6422989,0.21398544,1.3309704,0.6908566,0.8635027,0.74635,1.0723299,0.7834428,1.3273327,0.793125,0.81349486,1.3432654,1.0340021,0.99889064,0.9584226,0.42465758,0.7156717,1.3943902,1.0063878,1.0793555,1.1971459,1.0807838,1.2476401,1.3178122,0.9939785,1.140822,1.2586768,1.0530411,1.0112232,0.77164674
knife,1.2379053,1.0284716,0.88902473,1.1794984,1.0593075,0.95710725,0.7995524,1.0659916,1.1655262,1.2161472,1.354185,0.5312427,1.0385623,0.98602945,0.7062669,1.3719006,0.5927,0.9304225,0.7874975,0.76877844,1.15506,0.8778987,0.5318707,0.9607358,0.7026657,0.67723083,0.7388254,0.80445075,1.1638508,0.84012794,1.0952566,1.0743258,1.2988497,1.1997004,1.0744452,0.7949282,1.0529863,0.93459177,1.3548658,0.93133146,0.5301094,1.2631406,0.7859082,1.0056225,1.2304375,1.2657912,0.99065584,0.70542645,0.7876487,0.46764398,0.9035711,1.1299977,0.99434686,1.2933221,0.88582695,1.2597629,0.7190614,0.87335026,0.99726886,0.3532098,1.1401339,1.2131288,0.96946144,1.06781,1.1222955,1.0011072,1.2662731,1.2493162,1.1183025,0.90464914,1.0343189,0.7511387,1.3512754,1.0208153,1.2100658,0.0,0.7712949,0.5948415,1.0396456,1.0164994,0.9488641,0.9988877,1.2869085,1.1194427,0.99301916,1.2283857,0.8924695,0.75575995,0.6357006,0.8024684,0.9592097,0.99950874,1.2713735,1.3360107,1.2402406,1.2281138,0.27199292,0.4205476,1.0711566,1.0793725,1.3253338,0.7506393,0.9302921,0.82128453,0.9943765,1.0550294,1.0648041,0.88780034,1.0714178,0.91736436,0.9514837,1.0359616,1.1170106,0.8204349,1.0653331,1.1715333,0.8987069,1.3085192,1.0088087,1.2895226,0.53133166,1.1724089,1.0412974,1.3011543,0.6319573,1.1302688,0.7284777,1.0490321,0.960804,0.29756427,0.8118831,0.9915453,1.1671598,1.3309836,1.3498459,0.8525964,0.85728586,0.7837199,0.5075939,0.735064,1.198753,0.812282,1.0306919,1.1009762,0.9723536,0.5553576,0.7083039,1.2730079
ladder,0.98148596,1.160574,1.2708253,1.0109237,1.2029538,1.1420455,1.1816874,0.64366037,0.9937759,1.1675451,0.86627877,0.9745333,0.6291182,1.1774887,0.95617586,1.0171353,0.7738136,0.89950496,1.0884156,1.0967214,0.8354652,1.2460499,0.984725,0.9515542,0.9735946,0.6646843,0.9721356,1.1729934,1.0360842,0.34783494,1.0845335,1.1274606,0.75852185,1.0236778,0.9534236,0.7453662,1.2492961,0.9937589,0.9014541,1.1305367,1.1121228,0.5416104,1.0842551,0.96420413,1.0237608,1.0219877,0.5274433,0.61499476,1.0871729,0.7821984,1.3670512,1.1437552,1.0770844,1.0989904,1.173378,0.95931464,1.214365,0.8666944,0.99022835,0.9241658,1.132118,0.9479027,1.104358,0.94847333,1.0511677,1.3219119,1.1005658,1.1665143,1.1190939,1.0614215,0.9759396,0.78138655,1.0185635,1.0384763,1.0077714,0.7712949,0.0,1.0037247,0.80441326,0.8671798,1.2383977,0.8653077,0.9839624,0.85907435,1.091141,1.2047768,1.2485529,0.8380723,1.0601064,1.1153449,1.3389899,0.63658404,1.1688142,1.0921602,0.95172215,1.0235273,0.9394816,1.0340894,1.1637797,1.3358151,1.186421,0.9432659,1.2082912,0.85368484,1.1574333,1.0898745,1.1435957,1.2068946,0.75648904,0.88355935,0.9365611,0.5529089,1.1570457,0.90972304,1.1225641,0.9219771,0.87044203,1.0666854,0.9326446,1.0933781,0.88560855,0.6744647,0.9248711,0.90243495,1.0646398,1.1021372,1.1529222,1.0115266,1.0178425,0.9126687,0.967874,1.0845233,0.7825676,1.045993,0.9363139,1.1216804,1.2105755,1.1892028,1.027776,0.8207571,0.9900571,0.83963823,0.7865077,0.9305346,0.8660023,0.48791826,1.0840802,0.83143
lamp,1.5495439,0.85857654,0.41763222,1.4394689,0.7502748,0.62080795,0.60872626,1.16932,1.3508968,1.1669344,1.4716756,0.48517597,1.3825588,1.0300612,0.79208815,1.5571022,0.5947508,1.039263,0.29797077,0.49687064,1.3920274,0.7349256,0.40650964,0.74602544,0.62156814,0.58884454,0.48244166,0.8261101,1.0905219,0.953213,1.174323,0.9509177,1.4220078,1.4021668,1.0189886,0.95343363,0.8909534,0.92341614,1.4452815,0.8956061,0.41585195,1.4627917,0.33582115,0.80962414,1.3062154,1.3080885,0.9863108,0.97543067,0.40414864,0.65081465,0.46838987,1.0600587,0.9186655,1.2876059,0.9504699,1.3641768,0.65684104,0.8481503,1.1936208,0.54740506,1.2325443,1.2424537,0.81275135,1.3225138,1.2015803,0.8644637,1.3819897,1.3288106,1.3835385,0.6451692,1.1166075,0.94983166,1.4404482,0.86799556,1.4374543,0.5948415,1.0037247,0.0,1.3075264,1.2073061,0.5404147,0.97881347,1.6168467,1.1535708,1.046421,1.3385589,0.44985098,0.76168865,0.53004324,0.6161018,0.5344334,1.2380995,1.2523069,1.4516585,1.4785061,1.4116364,0.33858085,0.43117064,0.96903133,0.97019225,1.2530348,0.5981004,0.938911,0.7390478,0.9429684,0.9056788,0.98243564,0.5418181,1.2692418,0.8556917,1.0660391,1.1917293,1.1690745,0.65831566,1.1049051,1.3551557,1.328573,1.4401627,1.2491108,1.4535277,0.63356555,1.2894384,1.1583862,1.4941413,0.54059076,1.213243,0.43614376,1.2059411,0.95672685,0.5094608,0.9356266,0.9801743,1.2430463,1.4718775,1.5594013,0.5357082,0.6778338,0.6123195,0.4577145,0.73597467,1.19843,0.8604311,1.0510442,1.0794652,0.84978855,0.7691562,0.6471958,1.2655905
leg,0.59579396,1.0821308,1.3018374,0.7239076,1.2897546,1.2231613,1.2186337,1.0717679,0.8176616,0.98933053,0.8133529,1.1545802,0.5552062,1.0023952,0.92864287,0.80393976,1.1122015,1.2069104,1.2959886,1.3735464,0.9208642,1.1468391,1.1428837,1.2431022,1.1964916,1.0032458,1.2415196,1.166562,0.97020495,0.8056184,0.9737826,1.1423916,0.8082249,0.5936825,1.0511491,1.0001692,1.189098,1.1172335,0.7513226,1.2048584,1.2913313,0.8118583,1.3467913,1.1532629,0.8711265,1.0128363,0.75883365,0.8088561,1.1859789,1.0855306,1.274278,1.0455228,0.9817341,0.79944,1.0239122,1.0697051,0.9273801,1.1373684,0.8274163,1.1461126,1.0891665,0.9277973,0.9817462,0.63778096,0.84240115,1.244383,0.69102347,0.96521765,0.80468947,1.1800301,0.79278857,1.1501038,0.8182765,1.2376752,0.63611877,1.0396456,0.80441326,1.3075264,0.0,0.45083642,1.3992728,0.94861656,0.72459215,1.0533184,0.9937409,0.91287506,1.241408,0.9076831,1.0891542,1.1680179,1.357738,0.7319762,1.0966241,0.8378264,0.4959715,0.9769226,1.254405,1.2264585,1.0541468,1.1247357,1.147664,1.0421641,1.0796049,1.1852679,1.2532146,1.1534128,1.2262188,1.3047872,0.8122987,1.0970198,0.82884276,0.75275457,1.1074466,1.1243303,0.9813579,0.7110679,0.93518364,0.5558485,0.8712331,0.7081468,1.127051,0.67885715,0.8676784,0.9196936,1.1146516,1.0817567,1.2604344,1.0184742,0.8514882,1.1846454,0.963549,1.1672747,0.8983226,0.63615453,0.8535187,1.3942957,1.090937,1.0969281,1.1728942,0.91765237,1.2584039,1.2126713,0.92513365,1.0679444,1.1450293,0.8789265,1.1586323,0.8347761
meat,0.684958,1.0299268,1.2636507,0.80688745,1.176896,1.0346047,1.2111859,1.025303,0.88022506,0.91241467,0.8137801,1.0165547,0.6378829,0.85024875,0.835459,0.7324221,1.1194774,1.1785411,1.2906957,1.2562017,1.0653814,1.156922,1.0651317,1.22642,1.0560805,0.96435213,1.1590452,1.1209245,1.0732669,0.86688375,1.0241901,1.0649568,0.926912,0.6594982,1.1072272,1.0917575,1.170097,1.156457,0.841892,1.2410144,1.1913888,0.9434307,1.3651104,1.260721,0.9858919,1.0387496,0.80332303,0.7968949,1.0926778,1.0376701,1.1372862,0.9818595,0.9249562,0.97263694,0.87511444,1.1636219,0.82162094,1.1772056,0.7355133,1.0662258,1.0344496,0.89118433,0.9940993,0.5344506,0.8544354,1.1482205,0.81549555,0.9766944,0.78582484,1.1239634,0.91321844,1.2438114,0.85757554,1.2943369,0.62222385,1.0164994,0.8671798,1.2073061,0.45083642,0.0,1.3314832,0.9491209,0.6671784,1.0400522,0.927446,0.95614046,1.1578779,0.824764,0.94003814,1.0146599,1.3565657,0.91950536,1.1140507,0.89289194,0.58632946,1.0042799,1.2333114,1.2401474,1.1519682,1.047029,1.0791237,0.85874635,1.0478976,1.2601964,1.2668612,1.2083927,1.1977422,1.3126471,0.76130813,1.1379689,0.72553444,0.95226085,1.0713108,1.1076447,1.0326363,0.6493701,0.997689,0.5759276,0.7334385,0.7198918,1.1338552,0.7627217,0.93042934,0.9953382,0.9797765,0.9760634,1.2387359,0.9077389,0.7749164,1.0840695,0.9406012,0.9712466,0.9246851,0.77468777,1.0020291,1.3370588,0.934219,0.9466235,1.1541089,0.8166739,1.2994632,1.2264256,0.9537724,1.1147914,1.1643583,1.0002403,1.1207398,1.0046453
melon,1.4445746,0.9117948,0.2467264,1.4140478,0.56382096,0.544472,0.3075012,1.02812,1.3312733,1.1006389,1.410007,0.78669345,1.4570658,1.0374076,0.96240205,1.4078968,0.83153,0.89005756,0.46248645,0.528104,1.1860672,0.5979559,0.757631,0.73452574,0.78076494,0.9401791,0.6788214,0.7517942,1.0026852,1.2353513,0.9930943,0.90225536,1.3240368,1.4147019,1.0004027,1.1107088,0.6548188,0.91476226,1.3801353,0.7808481,0.5715692,1.34055,0.49907506,0.8208014,1.1957383,1.0717324,1.2753868,1.1506212,0.6336088,0.87523586,0.56762385,1.1057974,1.1332319,1.2170584,1.0991527,1.1994139,0.8230227,0.8195827,1.2292546,0.9167427,0.9951363,1.2077129,1.0348754,1.3419588,1.2521888,0.6917204,1.3895555,0.9988324,1.3488302,0.77939343,1.2013121,0.9983147,1.3543706,0.62623894,1.443079,0.9488641,1.2383977,0.5404147,1.3992728,1.3314832,0.0,1.0298011,1.3508878,1.0769523,1.2292237,1.0241681,0.60740894,1.0057353,0.87068427,0.77456427,0.20142186,1.319169,1.0900793,1.291735,1.4586579,1.2566965,0.65584993,0.675845,0.8837493,0.80558854,1.0211899,0.860654,0.9033953,0.7767422,0.776803,0.91819793,0.4893226,0.34599376,1.1456878,0.8446566,1.1202855,1.2681745,1.1312828,0.77575994,0.9870846,1.3617033,1.2745184,1.4531174,1.2730075,1.3958218,0.7010622,1.3760514,1.1886574,1.2984208,0.7942724,1.2552836,0.28454816,1.135084,1.074799,0.77210724,1.0919977,0.8231112,1.201718,1.4183927,1.3669662,0.5559328,0.90839857,0.8908815,0.7404897,1.0032148,0.870357,0.7903836,1.1528776,1.0630726,0.887355,1.1122823,0.87444395,1.2844492
milk,1.0933201,1.0198938,1.219152,0.9620125,1.1206251,0.9916784,1.1101408,0.8037269,0.7680176,1.1017292,0.97049826,1.1047636,0.83430815,1.1566454,0.97805727,1.0219727,1.0674983,1.0022364,0.9489468,0.8483167,0.71833354,1.1144391,1.0554849,0.6202976,1.1620178,0.68855083,1.0722048,1.0220654,1.0739099,0.7818937,0.9081853,1.1245074,1.026863,1.0549997,0.8905376,0.74598074,0.9535651,0.8623164,0.95602226,0.83650553,1.1509538,0.9315833,0.7690939,1.079633,1.0864787,1.0115845,0.78538024,0.82505727,1.1363008,1.044217,0.956961,1.1714481,1.1754117,1.0858269,1.0802193,1.0773239,1.1751853,1.0910908,0.956067,1.0514107,1.2027209,0.9211314,1.1664944,0.86492246,1.079555,1.145238,1.1825103,0.9951852,1.06799,1.1301385,1.3114059,0.8428244,1.0891788,0.7261522,1.0354655,0.9988877,0.8653077,0.97881347,0.94861656,0.9491209,1.0298011,0.0,0.9811946,0.9142003,1.1498768,1.0687736,1.234796,0.53619236,1.1119908,1.1146739,1.1733747,0.7050623,1.2112354,1.0834198,0.9329569,0.8618592,1.0727746,1.1909429,1.0866356,1.207119,1.1500361,0.7864359,1.1832272,0.94610727,0.98808324,1.146943,0.94016516,1.0742152,0.7477133,0.90630484,0.988705,0.7269412,1.0928936,1.1684203,0.93467027,0.9492603,1.1271062,1.0225239,0.977344,1.0249757,0.59696513,0.88626856,0.6733417,0.9009838,1.1354649,1.0345974,1.0835637,0.7831042,1.0233461,0.98972666,0.9398981,0.95124394,0.9260793,1.0406492,0.91740054,0.9714714,1.1342711,1.2387806,1.0395929,0.5754738,1.0119245,0.95728433,1.0933737,0.9309632,1.0270338,0.7074915,1.0161661,1.0744292
mitten,0.48404044,1.1248776,1.4834652,0.5644538,1.0354731,1.1800568,1.3834362,0.7773305,0.8391807,0.9487056,0.572882,1.3719682,0.69945395,0.7230705,0.9724919,0.4011945,1.3670067,0.93761146,1.512937,1.4294822,0.81015277,1.3304787,1.3956931,1.1441306,1.311039,1.2767985,1.5039608,1.2072184,1.0880206,1.0844964,0.9389345,0.8962598,0.6569303,0.7311175,0.90734637,0.9912177,1.1339952,1.1356196,0.6647996,1.1958549,1.4282429,0.66429466,1.5011553,1.2521781,0.8517412,0.5690415,1.020037,1.0523252,1.353603,1.236613,1.2696815,1.0399286,1.0628073,0.8846654,0.97058463,0.82350826,1.1729602,1.1085138,0.61005926,1.3223206,0.7353361,0.826533,1.2247475,0.42129588,0.9878229,0.99957716,0.8226514,0.8346958,0.57781774,1.1611382,1.1009643,1.0087205,0.59598225,1.1759057,0.6828803,1.2869085,0.9839624,1.6168467,0.72459215,0.6671784,1.3508878,0.9811946,0.0,0.9670523,1.0176485,0.7615769,1.399409,1.1215093,1.31987,1.1786149,1.4305353,0.9715167,0.7777129,0.4465214,0.6717378,0.62822104,1.5234742,1.4463099,1.0580165,1.0416626,0.7521428,1.1837502,1.1430775,1.242283,1.1951555,1.1574566,1.0603719,1.4040947,0.6564369,1.1543444,0.85080504,0.99607885,1.0343343,1.2382503,1.0200558,0.65847445,0.7138674,0.6600878,0.4691488,0.68667984,1.2569296,0.812137,0.97178096,0.5106664,1.2277169,0.8797846,1.4703324,0.55219567,0.9654347,1.3245165,0.90972334,0.93082833,0.85497713,0.66566026,0.61882067,1.396988,1.1619154,1.2436053,1.2899917,1.1519048,0.7585774,1.1794298,1.0364432,1.0138683,1.2287627,1.1187078,1.1935098,0.87938654
motorcycle,1.0423673,1.1968719,1.1598737,1.1113707,0.98698944,1.0457357,1.1161919,0.78333294,1.084099,1.1070747,1.0041658,1.2230121,1.034028,1.1614099,0.9370459,1.0392315,0.8737247,0.9303531,1.0920293,0.9610752,0.95663416,1.1840857,1.2014728,0.84667647,1.0269006,1.0109336,0.7537314,1.1491714,0.9965323,0.8731055,1.009596,0.9598905,0.9908227,1.1055942,1.007105,1.0001755,1.1330984,1.157431,1.0064299,1.1605192,1.2298132,0.7830883,1.0603623,0.9262593,0.9508891,0.71886784,1.0308427,1.0422357,1.0681424,1.0580199,1.2544765,1.1096848,1.1784658,0.9986393,1.2505244,0.6032146,1.2997848,0.79964805,1.1331995,1.1429174,1.017643,0.8829701,1.1652288,1.0631719,1.0844766,1.1854862,1.0492493,0.958677,1.1257827,0.9819957,1.0319091,0.80346143,0.8969653,0.8907384,1.124209,1.1194427,0.85907435,1.1535708,1.0533184,1.0400522,1.0769523,0.9142003,0.9670523,0.0,1.1325039,1.0538006,1.2154807,1.1603051,1.2704692,1.2352225,1.1780162,0.9618488,1.0717721,0.92065924,1.0749077,1.0548476,1.1252074,1.1838303,1.0401571,1.2245086,1.0323477,1.1715976,1.1327115,0.7999351,1.029525,0.94318616,0.9540381,1.0159953,0.8111526,0.78251624,1.0513715,0.8354388,1.035816,0.9158717,1.0055702,1.092676,0.8748858,1.1191033,1.0554105,1.0831503,1.0835223,1.0245184,1.0716975,0.8495145,1.2795055,1.0627426,1.1881481,1.0237333,1.1315689,1.056369,0.989769,1.062851,0.12301803,0.99746495,0.9861607,0.96702695,1.3076614,1.307292,1.1477498,1.1445554,0.7143598,0.9014817,0.7458677,0.24213701,0.57851565,0.83551013,1.2024343,0.76603186
mouth,0.96509683,0.8520763,1.0345862,0.94247305,1.0591122,0.9807787,1.0080806,1.1949406,1.0058812,1.1462435,1.1498047,0.8561654,1.0985178,0.8134304,1.0101221,1.1371913,1.0413468,1.1050406,1.1375835,1.1973829,1.0637283,0.9793417,1.0202821,1.1856683,0.9337276,1.0918247,1.1012505,0.9084893,1.1077733,1.1729045,0.94440764,1.0277449,1.1274395,0.94920427,1.2340349,1.0648245,1.0160197,1.0074735,1.0961093,0.99914795,0.8794692,1.1318753,1.1274155,1.202532,1.093772,1.1140758,1.0847739,0.97535735,1.0585872,1.0620756,0.9895133,1.0696799,0.52051103,0.84958416,0.5312245,1.0118586,1.0099272,1.1729631,0.7048533,0.88949025,0.93688214,1.0671289,0.54001886,0.88543797,1.1158133,0.7878556,0.82491964,1.0403712,0.65307623,0.99856186,1.0202003,1.0529819,1.0151871,1.2373685,0.8790258,0.99301916,1.091141,1.046421,0.9937409,0.927446,1.2292237,1.1498768,1.0176485,1.1325039,0.0,0.9898103,0.7821515,1.1247746,0.61431533,0.81852096,1.0926509,1.0830574,1.0734563,0.9623995,0.91125995,1.0434023,1.0431322,0.9450619,1.0411069,0.79506326,1.0620649,1.1403996,0.7564143,1.1940584,1.0733265,1.1383977,1.1451906,1.1322522,1.1695418,1.2107717,0.94845,1.0878807,1.0772749,1.1672878,0.8505518,0.95403385,1.0056859,0.79587185,0.82851857,0.8996481,1.1939673,1.0801691,1.0420762,1.0993162,0.7598332,1.1170413,1.0633554,1.0960038,1.0348884,1.0103303,0.9131989,1.0625769,1.1555867,0.9400668,1.0768802,1.155251,0.5449696,0.5226523,1.0014737,1.1089439,1.1574807,1.1976986,1.1224374,1.1059965,1.0897437,1.1894886,0.75831234,1.1053691
muffin,0.79570615,0.9644778,1.1776525,0.9061597,1.0507838,1.168616,1.0180852,1.1084511,0.8732354,1.0615423,1.0463326,1.2901514,1.1279919,0.9270823,0.98121434,0.9361182,1.2604697,1.0438479,1.3625742,1.148644,0.8001805,0.44645405,1.3242532,1.1654294,1.1664295,1.4136704,1.356427,0.84614307,0.9815307,1.3364592,0.5425205,0.94292426,1.0391111,1.0466213,0.9725338,1.0672404,0.4262383,0.7172334,1.0511558,0.6399218,1.2707583,1.0629735,1.295603,1.1089722,0.9339649,0.8692751,1.2548549,1.1555834,1.2043374,1.2207285,0.9637832,1.0904088,1.0390654,1.0037524,0.90645677,1.0046453,0.94360244,1.0230712,0.880225,1.0939379,0.8022455,0.90507567,1.1074679,0.9032645,1.106143,0.7067218,0.98524606,0.2314409,0.6726998,1.3080713,1.0952759,1.0548527,1.088219,0.9417721,1.0383292,1.2283857,1.2047768,1.3385589,0.91287506,0.95614046,1.0241681,1.0687736,0.7615769,1.0538006,0.9898103,0.0,1.2338898,1.0934166,1.2592652,1.0328782,1.0540737,1.0195423,0.94636774,0.94268835,1.0019234,0.7591845,1.3551238,1.2991515,1.0284811,0.60796285,0.94952136,1.205472,0.41342014,1.1538473,0.8381819,1.06805,0.7442442,1.0477663,0.99162436,1.0929997,0.90913725,1.071117,1.0479685,1.058865,0.4390052,1.0014634,1.0072452,1.0330751,0.99134743,0.91557217,1.074471,1.1250688,0.9537802,1.0445815,1.275313,1.1152722,1.1864562,0.94938165,0.9415061,1.0890082,0.9717082,0.98098636,1.0432767,0.9586455,0.85292,1.1385334,1.0933753,1.072457,1.3750025,1.1482311,1.011359,1.0427655,1.0476228,1.0820746,1.1471024,1.3058155,1.154922,1.045882
