,alligator,ankle,apple,arm,ball,balloon,banana,basket,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,sink,slide,slipper,sock,spoon,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
finger,1.1774259,0.49219298,0.96525925,0.84194636,0.8430211,1.1079164,0.9831269,1.1880466,1.1132452,0.9033827,1.1317759,1.0017192,1.0695006,1.132809,1.1124995,0.96605253,0.9575844,1.18677,1.0288932,0.9724452,1.1190231,0.989378,1.0107007,1.1394771,1.0804528,1.0778269,1.1228082,0.7391064,1.1433613,1.0649503,1.1051204,1.1044948,0.8659005,0.80739737,1.2359042,1.0790324,1.0742754,1.002699,1.2534345,1.0550095,1.1138657,0.88569915,0.0,1.0209534,1.0444632,0.7298174,1.077791,0.9951094,0.99958104,0.75871515,0.89586556,0.9201817,1.0464764,0.6021117,0.8004662,1.1783901,1.059791,1.2414466,1.083142,1.0364797,1.0056518,1.015111,0.8143861,0.7210886,1.0479827,0.55885476,0.98298645,1.0574378,1.0938222,1.0651994,1.0129392,1.1304425,0.6594944,0.86909294,1.0057063,1.025503,1.1475685,1.0662348,0.9797945,1.1657853,0.9940769,1.2680128,1.1998388,0.8855389,1.1167985,1.0892682,0.9455816,1.0704421,1.1119635,0.75782585,0.8316735,0.8193684,1.0631837,1.1110414,1.2251042,1.0626532,0.54230845,0.86338145,1.0181583,1.0939808,1.1089876,1.30245,1.1966336,0.8301187,1.207178
fish,1.292274,1.0009869,0.964408,1.3731762,0.8672473,0.8028283,0.4950621,0.8169035,1.3674978,0.6157892,0.966568,1.3047011,1.0773827,1.334474,0.96790594,0.7048152,0.6601722,1.0119717,1.1297575,0.8529503,0.6849228,0.8278421,0.7515067,0.7440358,0.93671817,1.0198655,0.92812794,0.9949615,1.1879307,1.3297696,1.105527,1.3472841,0.6801553,0.4448408,1.256802,0.66919756,1.1942959,1.2972836,1.107476,0.8511435,1.2324507,0.9429151,1.0209534,0.0,0.7868832,1.0627639,0.88920164,0.7138492,0.96209,0.93522453,1.2008528,0.8499439,1.2460078,1.2824473,0.76938003,1.1048552,1.2067038,1.1681669,1.3047509,1.025731,1.059788,0.58582294,1.3287956,0.7376287,1.1442834,0.9722007,0.8705473,1.0931906,0.98422545,1.4540675,1.3078208,1.2328266,0.7071992,0.49097526,0.9253804,0.6923416,0.82536423,0.69430065,0.4987067,1.0838257,0.63027155,1.1954863,1.2406945,0.66615546,1.4135861,1.2548001,1.3472031,0.96923447,1.3281194,0.7736324,1.0971293,0.43457407,1.2368627,1.3432485,1.3784653,0.79745936,0.9898098,1.0279974,1.1143168,0.8558935,1.2029936,1.0670761,1.034301,0.6741917,1.0837208
flower,1.3036344,0.93952703,0.77165544,1.2795362,0.6785289,0.7965332,0.8054569,0.8247436,1.2958232,0.7194075,1.2928227,1.3015687,1.1163723,1.2874738,1.0425991,0.700406,0.6619239,1.0515972,1.3388095,1.0080886,0.8664201,0.83273154,0.9554074,0.7590597,1.0328103,1.0322334,0.98580647,0.9049547,0.9984729,1.2906997,1.0588427,1.276045,0.76842237,0.65647,1.21629,0.6948396,1.0211188,1.1296476,1.1664003,0.96103543,1.1272358,1.0525359,1.0444632,0.7868832,0.0,0.9050753,0.77987826,0.74713665,0.9779036,0.91256076,1.0614942,0.9430378,1.1165795,1.1692697,0.80904186,1.1487997,1.1219804,1.0626577,1.2694411,1.1738666,1.0182536,0.75191474,1.0805893,0.7667593,1.2477181,0.9684922,0.7244677,1.1254063,0.9499033,1.3643708,1.3070718,1.2311416,0.88271433,0.82820266,0.9894007,0.71512043,0.53238565,1.0528989,0.8609198,0.9440008,0.96491444,1.0403539,1.1739173,0.68360734,1.3068216,1.1560514,1.3373375,1.1958166,1.2774291,0.7372574,0.97484565,0.9051608,1.1372336,1.2781578,1.2995939,0.5971993,0.8891048,1.1328259,1.0771275,0.6961891,1.214942,0.95346564,1.0590389,0.7033217,1.2435994
foot,1.165522,0.50150084,0.92287683,0.97377867,0.76773864,0.93284315,1.0878372,0.95106167,1.158878,0.97950536,1.2851737,1.1497887,1.2110348,1.2021633,1.1684248,0.88015294,0.8156868,1.1352658,1.2110417,1.0874325,0.94280744,1.1007329,0.9555133,1.0475469,1.0958414,1.1364566,1.0520351,0.82188725,1.1153293,1.1814996,1.1070344,1.1259044,0.88026494,0.8511104,1.2426323,0.8652752,1.0576186,0.7757716,1.2308187,1.046275,0.99978495,0.92294306,0.7298174,1.0627639,0.9050753,0.0,0.91807026,1.1869445,1.1270621,0.8010235,0.6712992,0.95537305,1.0568087,0.7360168,0.79768056,1.2079835,1.0732156,1.1727307,1.1228046,1.1870822,1.1019098,0.8996874,0.54728794,0.73039216,1.0835066,0.81570995,0.945245,1.0758214,1.094172,1.0902265,1.1472602,1.1935321,0.80121404,1.0098104,1.0354445,0.8543886,0.9280753,1.181409,1.078497,1.0301473,1.0358982,1.1052493,1.123313,0.93857074,1.1928787,0.8771881,0.98318934,1.1752082,1.2423577,0.6186218,0.41796952,0.9980771,1.0060166,1.230886,1.2566183,0.859584,0.3455124,1.0087948,0.9279061,0.97290045,1.2110305,1.1784453,1.0540226,0.83063906,1.2673173
fork,1.2055211,1.0285223,0.9220832,1.252041,0.83369124,0.7165932,0.718369,0.74414736,1.287879,0.90099585,1.2207989,1.2089658,1.1954678,1.1803744,0.92837304,0.83699733,0.79644537,1.0047853,1.2568814,1.1022555,0.81480634,0.88362896,1.0174671,0.9103351,0.9116195,1.0444582,0.93763334,0.94571143,1.1231608,1.2708979,0.92537355,1.3034055,0.6788765,0.71298033,1.1411915,0.8193916,0.902048,1.1520506,1.1900122,0.8481175,1.1640261,0.8941006,1.077791,0.88920164,0.77987826,0.91807026,0.0,0.8923762,1.0380293,1.0122442,0.9905497,0.78053,1.1944702,1.1340604,0.94353193,0.9781588,1.1860168,0.98663676,1.3203106,1.0454094,0.9438327,0.80711865,0.9832778,0.8963218,1.0557215,1.0403478,0.8518516,1.1262337,0.9809974,1.3523515,1.4180235,1.11305,0.8277286,0.795631,0.97780204,0.72457397,0.8556341,0.98475784,0.8161833,0.8677007,1.0253936,1.1008217,1.1452682,0.8086935,1.2272099,1.0601516,1.3728646,1.0668811,1.1954341,0.79571795,0.9509278,0.83706886,1.1353605,1.3103896,1.2452096,0.75130725,0.92978495,0.98909944,0.977945,0.7743356,1.0829841,1.0500773,1.1318384,0.9088458,1.23769
frog,1.1971289,0.9569582,0.805257,1.3014555,0.79759645,0.9032052,0.6545712,0.87204456,1.2456299,0.87143147,1.1624445,1.1164305,1.1751001,1.2240386,0.73352337,0.7994112,0.8856366,0.8833083,1.1956519,1.0281768,0.92792684,0.63490087,1.1258533,0.75916153,0.9726854,1.0624454,1.1244044,1.0143284,1.1343188,1.3187857,0.891458,1.279683,0.85098016,0.6970665,1.1038785,0.9836747,0.90981996,1.124884,1.2394271,0.9100865,1.1793741,1.1114842,0.9951094,0.7138492,0.74713665,1.1869445,0.8923762,0.0,0.7504041,0.97717893,1.0609643,0.87247944,1.1471184,1.2260033,0.9204271,1.186551,1.2404027,1.1465361,1.2661843,1.118599,1.0585449,0.9343456,1.232412,0.9368647,1.1590084,1.0321263,0.7130654,0.98324025,0.75087464,1.3994229,1.2940027,1.0533104,0.9446659,0.7914328,0.91332334,0.9246103,0.71269107,0.9664568,0.64579594,0.9708802,0.965418,1.2279958,1.0950702,0.5579532,1.2957253,1.1302752,1.3800975,1.1123003,1.1005907,0.7895653,1.1079686,0.6748467,1.1096135,1.2958281,1.1662142,0.7466745,0.97307056,0.9356736,1.1720259,0.545663,0.92489463,1.134007,1.21329,0.80605185,1.1727934
glass,0.93131614,1.0425997,0.8673661,1.0396929,0.9669065,1.1156234,0.8651353,0.99470246,0.97930676,1.149742,1.07261,0.8465109,0.7868459,0.9875894,0.8290419,1.0866857,1.0964049,0.8890269,0.8861916,1.0881972,1.0343229,0.9355645,1.2715288,0.92495006,0.7179576,0.8724389,1.3492234,1.1328658,1.0822879,1.0603973,0.9766486,1.0182338,1.1748608,1.0880053,1.0327739,1.1440376,0.923602,1.0155714,1.1264846,1.1518886,0.9264111,1.1437119,0.99958104,0.96209,0.9779036,1.1270621,1.0380293,0.7504041,0.0,1.0694598,1.0954012,1.0901798,0.9662512,1.0278561,1.1933111,1.0713865,0.9857343,0.9390713,0.97931343,1.1153009,1.2202439,1.2294643,1.050897,1.0937974,1.1152728,1.2285671,1.1016102,1.1758195,0.82587945,0.95421827,1.0233318,0.77692455,1.1506598,1.0350242,1.1406009,1.1795311,1.1451087,1.0567982,0.8476889,1.0898031,1.0490133,1.2769921,0.81855184,0.8996347,0.84052074,1.0406444,1.0895196,1.1631179,0.9746715,1.1337705,1.0930103,1.0139898,1.1663336,0.95112115,0.933547,1.014233,1.0296718,0.9549443,1.2264388,0.8402945,0.69779694,1.0046786,1.2956495,1.1639676,0.98489577
glasses,1.3313102,0.68344295,0.85862017,1.145413,0.7995797,1.0250591,0.96121746,1.1086742,1.1906724,0.6638793,1.1931732,1.2669213,1.1547354,1.3166866,1.2472713,0.7801939,0.7872476,1.2013388,1.1528195,1.1089343,1.0474408,0.99794966,0.81071806,0.99423313,0.9791144,1.0077015,1.0799133,0.40870762,1.158821,1.1551051,1.1148727,1.055804,0.8342794,0.6941285,1.281081,0.8537841,0.9792938,1.0991507,1.1415623,1.0485725,1.170574,0.8100586,0.75871515,0.93522453,0.91256076,0.8010235,1.0122442,0.97717893,1.0694598,0.0,1.1964967,1.0469503,0.71025604,0.99344754,0.32033002,1.2489105,1.0891318,1.210381,1.1574898,0.9426211,1.0544899,0.8949441,1.1353796,0.38632262,1.2711883,0.62564754,0.8300188,1.0514802,0.96349674,1.1912144,1.1586901,1.2022699,0.6232058,0.78671545,1.1117425,0.7179324,0.9900103,1.109723,0.8865209,1.1614051,0.9677734,1.0682195,1.1469777,0.8609072,1.1105815,1.1834649,1.0174904,1.2044239,1.2665396,0.76245415,1.1157968,0.80339706,1.2205924,1.1692725,1.3636543,0.9128516,0.6518357,1.0156422,1.1728714,0.98914045,1.2662749,1.1513367,1.2066517,0.47418195,1.2767558
glove,0.8681404,0.839467,1.0351932,0.9195181,1.0142834,1.0806892,1.1660048,1.0279666,1.064149,1.1500114,1.0181652,0.9579779,0.9856361,0.92710936,1.0901525,1.2341527,1.0680176,1.007669,0.98804027,0.970089,1.0449443,1.1628482,1.0196162,1.1716082,1.0450295,1.1026466,0.9002904,1.0871165,1.0010068,0.93196213,0.9424773,1.0548954,1.0902672,1.210342,1.0288594,1.2799393,1.0168822,0.79346657,1.05621,0.96334845,1.0976385,0.96046776,0.89586556,1.2008528,1.0614942,0.6712992,0.9905497,1.0609643,1.0954012,1.1964967,0.0,0.9789509,1.1059802,0.8615529,1.0884105,0.9382231,1.162208,1.0720043,0.94107276,0.9459272,0.8918769,1.2329581,0.3367275,1.1475524,0.69129056,0.9716499,0.91025627,0.79865044,1.2108104,0.92705613,0.91824776,1.1628447,1.1713538,1.2938204,0.78438866,1.2336478,1.0548323,1.1159294,1.1251388,0.89222944,1.0479437,1.002028,1.0679617,1.0271947,1.1191951,0.4458965,0.95582557,0.91457915,1.0085657,0.6688943,0.28222072,1.1441586,0.72253525,1.0472932,1.0230234,1.031733,0.8411316,1.0347581,0.58157104,1.0767369,1.0799919,1.072613,0.9347434,1.1967773,1.1149526
gum,0.9702715,1.0346085,0.8342159,1.078863,0.69202805,0.7472435,0.7566939,0.80164444,1.163276,1.0668447,1.2444402,0.91208994,1.0984546,1.0652986,0.7979695,0.8740331,0.81526005,0.8603737,1.2318931,1.1561915,0.7687032,0.95235103,1.2310833,0.9441694,1.0272944,1.2471683,1.1834558,1.0546726,1.0810814,1.1988736,0.9948757,1.1628131,0.3537575,0.797506,1.079993,1.0234661,1.0894345,0.94789344,1.2882924,0.9918874,1.1356244,1.0155834,0.9201817,0.8499439,0.9430378,0.95537305,0.78053,0.87247944,1.0901798,1.0469503,0.9789509,0.0,1.1410605,0.6829885,1.0468364,1.1420351,1.1174414,1.1241748,1.2843223,1.1292974,1.1592793,1.0956357,0.9785466,0.9974058,0.9220444,0.86316365,0.93069017,1.2023323,0.9790874,1.2054679,1.2392488,0.9400443,0.80944544,0.95624363,0.86071485,0.9714496,0.9849148,1.0921369,0.9168538,0.89061046,1.0153039,1.1324446,1.2263312,0.83398044,1.267601,1.0325428,1.2068578,1.1217471,1.0720747,0.7814468,0.9178958,0.8298164,1.1540551,1.2547661,1.1125553,0.661304,0.87860346,0.44875133,1.0183779,0.7120284,1.0783453,1.2039319,1.1784235,0.9509186,1.0781752
hair,0.8319293,0.99777216,0.99838614,0.8125923,1.1396203,1.2455361,1.2470189,1.2466698,0.7318911,1.2556084,0.97235197,0.84026396,0.8934214,0.9426957,1.0577843,1.1637423,1.2976646,1.0605648,0.9746599,1.0973985,1.2684388,1.180546,1.1584406,1.1464764,0.95562804,1.0484028,1.1943104,0.9495771,0.9755967,0.769253,0.95881724,0.5007489,1.2593927,1.330399,0.95011723,1.1960227,0.7811619,0.73451084,0.93942213,1.2333276,0.9146928,0.9826111,1.0464764,1.2460078,1.1165795,1.0568087,1.1944702,1.1471184,0.9662512,0.71025604,1.1059802,1.1410605,0.0,0.7937521,0.7578256,1.0289751,0.71304333,0.9575124,0.89788496,1.0008813,1.071931,1.2360742,0.91734284,1.0881802,1.0740515,1.0924916,1.1266516,1.1722803,1.0169162,0.6571088,0.805369,0.82936525,1.1952312,1.1627675,1.1318865,1.2010317,1.1500305,1.1960447,1.1345571,1.1328818,1.1442449,0.7019392,0.78185755,1.2641892,0.6549755,1.0441047,0.7056494,1.1121845,0.97110105,1.3365642,1.2226279,1.2422476,0.8786379,0.64334434,0.84668696,1.2896136,1.0301551,0.9796245,1.1059225,1.159466,0.94015306,0.9780691,1.0451139,1.1298739,0.87463653
hand,0.7659228,0.8908414,1.0028293,0.43261462,0.9834457,1.1544546,1.2044379,1.1892331,0.8843315,1.3355153,1.0354091,0.6273223,1.0168067,0.8756503,0.9491014,1.2892681,1.2159231,1.0258843,1.0890479,1.0706927,1.1862288,1.1576277,1.2689044,1.2391098,0.9481996,1.052687,1.2943698,1.0023121,0.9531594,0.86791897,0.85266423,0.84025,1.0808426,1.2890038,0.93306535,1.3542643,0.9843867,0.6311921,1.0872333,1.3259935,0.96768993,1.0005561,0.6021117,1.2824473,1.1692697,0.7360168,1.1340604,1.2260033,1.0278561,0.99344754,0.8615529,0.6829885,0.7937521,0.0,1.0970294,0.9391404,0.9200325,1.0070424,0.9141256,0.98348296,1.1667477,1.3761439,0.5970443,1.1719837,0.8638476,0.8646704,1.2774801,1.2043848,1.1151892,0.75524366,0.81553745,0.67619944,0.90112525,1.26572,0.9890536,1.3783114,1.3246784,1.2712927,1.2179937,1.0060558,1.3097241,0.9735772,1.0930811,1.171426,0.8160381,0.97647876,0.77007204,1.1591259,0.90525144,1.1374078,0.79566586,1.1759611,0.90254754,0.8953545,0.83204806,1.0783411,0.77265555,0.39628112,1.0038915,1.1360549,0.95169604,1.0779548,0.9891975,1.2719274,0.9935401
hat,1.3479532,0.5982487,0.7616878,1.2628901,0.6943917,0.75325006,0.9258642,1.0725759,1.3119988,0.5148704,1.1694275,1.3632041,1.1719956,1.3948288,1.2253413,0.71335316,0.646241,1.1881673,1.2322146,1.0218953,0.9890695,0.95517886,0.6300086,0.9734015,1.0995612,1.0558782,0.88185,0.52729255,1.2643175,1.2432833,1.1504416,1.1664798,0.8137215,0.62669003,1.3738497,0.77061343,1.0476737,1.0561774,1.1763098,0.92390823,1.2379063,0.74912995,0.8004662,0.76938003,0.80904186,0.79768056,0.94353193,0.9204271,1.1933111,0.32033002,1.0884105,1.0468364,0.7578256,1.0970294,0.0,1.3193675,1.1838666,1.2826916,1.2748523,1.028395,1.0099311,0.6311625,1.0197874,0.35685134,1.2199725,0.6224332,0.641148,1.0313963,0.897803,1.3514636,1.3104761,1.3853699,0.6323109,0.7764607,0.958333,0.7104286,0.8684515,0.9278774,0.80715394,1.1443349,0.8286264,1.014032,1.2408823,0.83479726,1.324678,1.1978942,1.086952,1.1693133,1.3954437,0.58044565,1.0689179,0.69326717,1.1956728,1.3053987,1.4728012,0.87597686,0.6218148,1.1379505,0.94313484,0.92255944,1.3984079,1.2157323,1.0934805,0.4785865,1.3055426
hose,0.80910236,1.2990103,1.3229249,0.79006314,1.387305,1.1663024,1.0550003,1.0686724,0.969417,1.2049419,0.58267975,1.0015186,0.9862216,0.86538917,1.1417222,1.3338821,1.2925532,1.0489573,0.8620016,0.6805482,1.0320673,1.115792,0.8599485,1.0883801,0.8961721,0.82827336,0.82382935,1.1801943,0.70358175,0.8452249,0.94376004,0.99905694,1.2241213,1.2880944,0.7765064,1.1312709,1.0344807,1.0160363,0.6893003,0.98351276,0.9546546,1.1119133,1.1783901,1.1048552,1.1487997,1.2079835,0.9781588,1.186551,1.0713865,1.2489105,0.9382231,1.1420351,1.0289751,0.9391404,1.3193675,0.0,1.0204298,0.6460075,0.7922514,0.590795,0.6669071,1.0728709,1.023541,1.370608,0.8276955,1.1848316,1.2694304,0.87702954,1.1691477,0.8809426,0.8552629,0.9646369,1.1409647,1.1293826,0.9809817,1.176438,1.1025537,0.95538986,1.0522261,0.9956968,1.0354729,0.75795543,0.9774454,1.2856731,0.8573146,0.913574,0.9175837,0.6884443,0.8657166,1.4103168,1.0255073,1.1016064,0.85655826,0.88419616,0.82463956,1.2500751,1.3822286,0.9922839,0.92293894,1.412872,0.9413285,0.5566789,0.56293225,1.3141253,0.80722564
jacket,0.74786663,1.119562,1.1132334,0.8652185,1.1485606,1.18529,1.2079228,1.1542778,0.5318035,1.2973862,0.97104096,0.7512313,0.8506386,0.6249864,0.9661801,1.2559687,1.3072221,1.0606722,0.9597865,0.98759615,1.2195374,1.1768873,1.2079918,1.243622,1.0517195,1.0688473,1.181702,1.1774288,0.9555041,0.7049041,1.0014466,0.5051135,1.2363683,1.3186595,0.9870082,1.1587734,1.0601289,0.8263855,0.9734804,1.2337489,0.52513003,1.1021397,1.059791,1.2067038,1.1219804,1.0732156,1.1860168,1.2404027,0.9857343,1.0891318,1.162208,1.1174414,0.71304333,0.9200325,1.1838666,1.0204298,0.0,0.98644966,0.71241724,1.148496,1.2043393,1.2076484,1.0726095,1.200839,0.99969643,1.0862817,1.1758027,1.0921655,1.122828,0.46184146,0.7772343,0.8284738,1.2049171,1.178236,1.0837134,1.2026455,1.1357446,1.2098706,1.2327714,1.0757381,1.1754154,0.826472,0.79208183,1.2613232,0.69582015,1.043246,0.6657976,1.0668937,0.8705039,1.3583038,1.1186758,1.2110349,0.9442794,0.4603476,0.69607866,1.1605299,1.1349788,1.0529399,1.0872226,1.1975881,0.85840887,1.0469232,0.9401415,1.2756617,0.7822865
jar,1.0185381,1.2356272,1.1729208,0.8507657,1.2764676,1.0961729,1.021451,0.9018454,1.0660487,1.1492519,0.9482174,0.9930899,0.96671236,1.0143356,1.0648098,1.1585561,1.2351481,0.83712775,0.95875764,0.7590119,0.95809984,1.0515033,0.8708215,0.85408413,0.89856803,0.71813166,0.8134234,1.1192447,0.86848766,0.8646636,0.87383276,1.0345678,1.150708,1.3301673,0.49912608,1.0719963,0.8350087,1.0575066,0.74680346,0.91618514,1.0235302,1.0104262,1.2414466,1.1681669,1.0626577,1.1727307,0.98663676,1.1465361,0.9390713,1.210381,1.0720043,1.1241748,0.9575124,1.0070424,1.2826916,0.6460075,0.98644966,0.0,0.936041,0.9132283,0.82913834,1.117941,1.0950625,1.3704392,0.9868461,1.199747,1.2403136,0.89568394,1.0218133,0.9295941,0.9180199,0.93194866,1.3034056,1.2699473,1.1972119,1.1344372,1.029806,0.9991037,1.062282,0.7875706,1.1315612,0.7548626,0.94689333,1.2637932,0.7855986,0.9329991,1.0063401,0.9559625,0.9485218,1.3241847,1.1894333,1.2576442,0.8500647,0.8566643,0.8269234,1.1689684,1.3225353,1.0760387,1.0713639,1.0690125,0.88866794,0.5436454,0.7320108,1.2825274,0.8842909
jeans,0.72571754,1.1438015,1.2109993,0.64256096,1.3301263,1.3504122,1.3092463,1.3407992,0.5191014,1.1996875,0.5206934,0.73465526,0.5742536,0.5494986,1.1553408,1.3844509,1.418247,1.2310202,0.65566367,0.9897058,1.4013314,1.2534165,1.1310503,1.3492773,0.98283684,0.75120604,1.1278601,1.1729857,1.0281506,0.57506824,0.99303687,0.60585505,1.3240507,1.4198794,1.0477805,1.273749,1.0749575,0.92492825,0.7631339,1.2697675,0.6046548,1.1200991,1.083142,1.3047509,1.2694411,1.1228046,1.3203106,1.2661843,0.97931343,1.1574898,0.94107276,1.2843223,0.89788496,0.9141256,1.2748523,0.7922514,0.71241724,0.936041,0.0,0.745024,1.1307024,1.290356,0.9631622,1.2726334,0.895234,1.0900179,1.1997569,0.8770851,1.183346,0.43305302,0.45580447,0.88105446,1.2360156,1.23563,0.9182154,1.2906618,1.273932,1.0841451,1.2718515,1.186574,1.148986,0.89683545,0.66130674,1.3919816,0.5110967,0.818457,0.5025758,0.9748986,0.6731324,1.3551508,0.951083,1.3685216,0.94370097,0.5220038,0.6906707,1.36396,1.2219899,1.2011988,1.0889695,1.4522372,0.94796884,0.90933365,0.8865439,1.3269296,0.7175625
knife,0.86255115,1.1147344,1.2382942,0.8789959,1.2843769,1.2012714,1.1325347,1.2247546,1.0474066,0.9762999,0.4967484,1.0928178,0.90982455,1.0373284,1.0885547,1.2488171,1.1267215,1.0099456,0.8895979,0.9150357,1.1765462,1.1166216,0.8385924,0.9872288,0.9519325,0.84687716,0.8456547,0.81712437,0.9689106,0.9347961,0.9801684,1.0382905,1.1249415,1.0161707,0.9746662,1.0495187,1.0729854,1.2171656,0.6922936,0.8114313,1.1116892,1.0093564,1.0364797,1.025731,1.1738666,1.1870822,1.0454094,1.118599,1.1153009,0.9426211,0.9459272,1.1292974,1.0008813,0.98348296,1.028395,0.590795,1.148496,0.9132283,0.745024,0.0,0.6607248,1.0348481,1.1339631,1.0639702,0.9553268,1.0608115,1.140776,0.8145676,1.1972867,1.035416,0.8811095,0.9963741,0.8835488,0.92774975,1.0064192,1.0553465,1.1452209,0.9131901,1.085515,1.1043159,0.8131952,0.7751428,1.0092466,1.1470144,0.93772596,0.9423187,0.97512746,0.6270906,0.8711345,1.128516,1.063976,0.99260575,1.0455536,1.0254087,0.9804081,1.2356055,1.1934283,0.98334163,1.0629466,1.3160601,0.99723387,0.82705027,0.8582728,1.029767,0.9019119
ladder,1.11655,1.0375932,1.1877364,1.1554956,1.2251271,1.0726246,0.96195614,0.9034172,1.2728684,0.85638607,0.845755,1.2925264,1.1319532,1.2675906,1.1044724,1.0665104,1.0317872,0.8726629,1.0456517,0.6958712,0.87930363,1.0205138,0.5542958,0.90887475,1.0540148,1.0723035,0.4304664,0.9488277,0.7115903,0.92259234,1.1099654,1.1463196,1.0982524,0.96996737,0.804436,0.9702296,1.0860066,1.2102599,0.66930604,0.6297806,1.1831394,0.8884891,1.0056518,1.059788,1.0182536,1.1019098,0.9438327,1.0585449,1.2202439,1.0544899,0.8918769,1.1592793,1.071931,1.1667477,1.0099311,0.6669071,1.2043393,0.82913834,1.1307024,0.6607248,0.0,0.7926043,1.050841,1.1171544,1.0905198,0.877542,1.0290811,0.6897621,1.1013973,1.1809759,1.074459,1.2124498,0.9462283,0.9673239,1.0265721,1.0152564,0.7400368,0.9899776,0.94616914,0.8198192,0.86273444,0.7645248,1.1881298,1.0673763,1.1332421,1.0202181,1.1368774,0.6673536,1.0824862,1.0403775,1.0567819,0.9957148,0.86755913,1.1127256,0.9805817,1.1367034,1.1582028,1.1132319,0.87557477,1.1920356,1.1227694,0.83046836,0.6814585,1.000138,0.9521623
lamp,1.3928876,0.8313615,0.9200128,1.4022547,0.78394544,0.56354433,0.8693267,0.79149926,1.3381529,0.4418794,1.0124555,1.4216547,1.3094947,1.3824134,1.0980883,0.50489396,0.5184667,1.0594789,1.1916418,0.9594031,0.70876575,0.7927598,0.54049695,0.7834984,1.2022586,0.93315244,0.5368413,0.87474805,1.1054592,1.3300272,1.1911194,1.3195353,0.76791215,0.459418,1.2718894,0.37048256,1.1798757,1.3266613,0.9262447,0.64863694,1.2073181,1.0686042,1.015111,0.58582294,0.75191474,0.8996874,0.80711865,0.9343456,1.2294643,0.8949441,1.2329581,1.0956357,1.2360742,1.3761439,0.6311625,1.0728709,1.2076484,1.117941,1.290356,1.0348481,0.7926043,0.0,1.2943436,0.5620674,1.2865067,0.918407,0.75437737,1.0305722,0.93276054,1.4877915,1.3929896,1.3829885,0.64173496,0.45008337,1.1383985,0.52426624,0.68692064,0.55789286,0.9249268,1.0612991,0.63915247,0.9748181,1.2858022,0.7703841,1.4448762,1.2150927,1.3018775,0.719368,1.2784923,0.6341231,1.1249304,0.8300855,1.1714168,1.3925169,1.3514965,0.7875086,0.88725096,1.2722473,1.0797627,0.90652484,1.3075638,1.0497777,0.93722475,0.60342354,1.0785612
mitten,0.7746406,0.8310083,0.8298761,0.80269504,0.861742,1.0211334,1.2535657,1.1180091,0.9751554,1.3204243,1.0488374,0.858735,0.98222584,0.87806,1.074106,1.237098,1.1374676,1.0327601,0.9929806,1.0236382,1.1143249,1.2214411,1.099631,1.2481297,0.94167197,1.1385101,1.0744984,1.1512437,0.98098594,0.86804223,0.97936636,0.959834,1.2154287,1.332975,0.99167943,1.3298256,0.90260845,0.5900878,1.0606606,1.147169,1.0012424,0.9178019,0.8143861,1.3287956,1.0805893,0.54728794,0.9832778,1.232412,1.050897,1.1353796,0.3367275,0.9785466,0.91734284,0.5970443,1.0197874,1.023541,1.0726095,1.0950625,0.9631622,1.1339631,1.050841,1.2943436,0.0,1.0952451,0.67938334,0.96984106,1.123709,0.97510546,1.1644464,0.8084921,0.85018206,0.9938204,1.1956086,1.4049928,0.8698845,1.3059679,1.2270324,1.1518874,1.2011913,0.97618544,1.1787949,0.9748783,0.9805518,1.1924294,0.9783852,0.54731584,0.80577886,1.0904515,0.96827936,0.8816756,0.35564983,1.2000165,0.80695736,0.9668848,0.9251335,1.0788894,0.74971473,0.8943731,0.5502008,1.1016631,1.0089022,1.100461,0.91291094,1.3384719,1.1160578
