,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
jeans,0.9737958,0.95369804,1.3474298,0.4981526,1.2962673,1.3641708,1.4088686,1.3083848,0.59827435,0.42479163,1.2375071,0.4836794,0.5557592,0.924492,0.53457177,1.0815601,1.0037333,1.4077466,1.3436732,0.98399794,1.3501015,1.0157671,1.1707935,1.270181,1.1818712,1.2808999,1.2510176,0.7095748,0.8513175,1.0289743,1.2917321,0.6341054,0.658345,0.87616104,0.91726255,1.2789688,0.45598888,1.0794289,1.3940029,0.8391705,1.4166389,1.1703293,0.83777016,1.0773381,0.7434548,1.178333,0.32256877,1.1237307,1.430556,0.7003286,1.10054,0.851014,0.9398002,1.1760777,1.4347372,0.92539984,1.4212444,1.1929463,1.0547054,1.1884184,1.0483204,1.1379161,0.81524444,1.3336883,0.7417828,1.3422151,0.942402,0.33267152,1.1604664,0.0,1.417543,0.81768215,1.4545441,1.0483234,1.0370326,1.0488356,0.5145821,1.0506732,0.86260355,1.0120884,1.3581774,1.2645591,1.1550003,1.098344,1.3124638,1.4721962,0.8663714,0.77482194,0.21452063,0.25082624,0.81345206,1.3045733,1.3671113,1.4128482,1.2734964,0.78846645,1.1679959,1.1698704,1.4143959,1.1297852,1.2977427,1.1807839,0.96409273,1.0863798,1.0001032,0.99324095,1.0184513,0.9793271,0.54516953,1.264875,0.36123753,0.9240792,0.40809202,1.3550615,0.77805877,1.047833,0.6599319,1.1975265,0.94117695,1.3542331,0.6009791,0.94122756,1.4685917,0.9301869,1.2896506,0.7688794,0.47940916,0.78765637,1.361131,1.0005953,1.0873873,1.1409491,0.8137737,1.2441843,1.0110812,0.9926176,1.2819878,0.81117
knife,0.9547336,0.9846841,0.73466396,1.4365866,0.8464807,0.81311953,0.5280626,0.76032925,1.2493675,1.413562,0.5120059,1.3015534,1.5243233,1.193316,1.2802336,0.81488675,0.9692359,0.53097063,0.924262,1.1140475,0.85591716,0.9157913,1.1354194,0.60365677,0.8661919,0.6780808,0.62394166,1.3008025,0.9641982,1.2913451,0.7392596,1.2651021,1.2414832,1.2826136,0.9680022,1.0626968,1.4516869,1.2518725,0.24037904,1.2415698,0.67028105,1.0554618,1.3117268,1.0946872,1.1197574,0.542616,1.4148848,0.8936336,0.6777035,1.2192374,0.87305933,1.2901592,0.9074141,0.7463143,0.590577,0.8827298,0.2509514,0.8756155,1.1510687,0.7773698,0.7890841,0.86920387,1.3193336,0.85837734,1.2385354,0.6615702,1.0727504,1.3421788,1.0665169,1.417543,0.0,1.0755827,0.4288895,1.2958493,1.2336377,1.2274997,1.4063444,0.7057785,1.1967564,1.0153126,1.0215275,0.6781894,0.81108576,0.7003565,0.6173445,0.6836286,0.96827364,1.3883626,1.4871452,1.3718762,1.2332633,1.0520681,0.22596872,0.16158456,0.7861465,0.97186285,1.1450202,0.9155188,0.8395015,0.80990845,0.89433694,0.9200424,0.93604493,0.87577605,1.0338702,0.944504,1.2544184,1.2768414,1.2028508,0.6453414,1.4799385,0.979878,1.3008267,0.5917672,1.0980101,0.92565894,1.2477349,0.5537795,1.0074023,0.7552126,1.1843245,1.3361874,0.2598951,1.1801262,0.7730516,1.2987732,1.405615,1.3257382,0.83526194,0.864956,0.92071956,0.5710856,0.9112032,0.90542275,1.218843,0.8203187,0.5483273,1.1724311
ladder,1.0740521,1.2414715,1.2256932,0.868906,1.1979647,1.1979835,1.3069569,0.89413035,0.6330367,0.52268994,1.2167832,0.633353,0.8177855,0.85996747,0.650591,0.9592593,0.7727381,1.230834,1.063944,0.60245484,1.3992189,0.6710732,0.8892018,1.2289736,0.91975147,1.1240296,1.3261678,0.8986205,0.8799068,1.0450476,1.1853746,0.42178357,0.87930995,0.70997506,0.7940649,1.2428714,0.60533893,1.1156558,1.2330576,0.5065875,1.1451974,1.0444654,0.98293453,1.2215562,0.57536066,1.009826,0.7695322,1.2297978,1.4260137,1.0123276,1.198084,0.9515987,1.298763,1.1533074,1.1637576,1.3430679,1.0835155,1.1195804,0.74670696,1.2597167,1.2786777,1.3821571,0.95108557,1.3653734,1.0902917,1.2897842,0.73011804,0.6825154,1.0690091,0.81768215,1.0755827,0.0,1.177145,1.0522821,1.004466,0.9423011,1.0235093,0.884348,0.79488057,1.119631,1.2549977,1.3008465,1.0957088,1.169166,1.2366776,1.3663067,0.7929541,0.9782569,0.73539996,0.7570491,0.7134943,1.2418582,1.2260151,1.2007093,1.357976,1.0112607,1.2662671,0.9107903,1.1326822,1.1512921,1.3801484,1.2888147,0.87437123,0.978225,1.230821,0.8015788,1.1175935,0.8428587,0.9398592,0.9688172,0.7502328,1.0241516,0.9112588,1.0876317,0.7494683,0.91505784,0.6016719,1.3308971,0.95279384,1.2703087,1.0275502,0.8672139,1.099351,0.8352872,1.3143135,0.6520066,0.7036423,0.60429156,1.168786,1.3710551,1.213154,1.0850812,0.9924831,1.1012377,0.7487284,0.73771155,1.3126721,0.6477268
lamp,1.0820532,0.9232913,0.6893466,1.5215135,0.68339986,0.5507705,0.6369934,0.74619657,1.3556614,1.4714756,0.3393528,1.4524865,1.5938331,1.1875689,1.3624687,1.0108548,1.1653931,0.23890501,0.9524526,1.2711899,0.8417742,1.0166363,1.0850261,0.5196798,0.67281044,0.65299886,0.704177,1.1198988,0.7425147,1.2997918,0.5917714,1.2459997,1.1702647,1.2547585,1.1149299,0.9924691,1.4755433,1.2478249,0.36759925,1.327208,0.46849144,1.0378345,1.2400421,1.036733,1.0338814,0.7260922,1.4172544,0.89139426,0.51134825,1.1786878,0.85861385,1.2423412,0.96339583,0.6844312,0.4342755,0.85107285,0.516731,0.9154912,1.1640373,0.70000035,0.6952532,0.92279446,1.2629706,0.8122754,1.3595383,0.48922664,1.1542593,1.4071605,1.0056279,1.4545441,0.4288895,1.177145,0.0,1.3344525,1.382592,1.278142,1.4599743,0.78012794,1.2794347,1.0601677,0.87805307,0.47697031,0.7474663,0.6427335,0.41923475,0.55842483,1.0933712,1.2904096,1.5295514,1.4019992,1.4121567,0.9691249,0.2969811,0.3418622,0.82538575,0.9628068,1.1776992,0.73019886,0.93495184,0.9332127,0.779972,0.7379138,1.1602993,0.98408026,0.93308926,0.8428938,1.3292884,1.3547897,1.3389325,0.7654159,1.4659737,1.0743771,1.2758236,0.71039677,1.1569705,0.96744615,1.2992644,0.4558934,0.9919349,0.5709777,1.2086403,1.3494699,0.5196703,1.1779997,0.62493044,1.2866931,1.4207993,1.4411788,0.8056164,0.7872306,0.9006852,0.7907313,0.87012935,0.9330416,1.4264845,0.78600585,0.40119612,1.1140412
meat,0.9911451,1.042514,1.0876629,0.82513845,1.1298903,1.0709863,1.1003015,1.0824322,0.988309,0.9700806,1.379951,1.0052965,0.72888607,0.84951746,0.928957,1.0994902,1.071742,1.3273034,0.6670044,0.9695003,0.6828172,0.9918378,0.82966334,1.1680815,1.0982172,1.1295705,1.1637391,0.8783849,1.2985474,0.5628736,1.1897043,0.95395243,1.0874691,0.7325082,1.1200333,0.5717162,0.9603928,0.45185012,1.4081011,0.98442996,1.1731873,0.8381042,0.71739864,0.93232,1.1721764,1.2728904,0.99813634,1.2309028,1.0927918,1.0453931,1.1350524,0.9059884,1.2147927,1.1547614,1.1759851,1.163348,1.1367462,0.96750486,0.88292724,1.3169376,1.1294627,1.1868808,0.99013346,0.7905326,0.9970235,1.3028088,0.98746634,1.075761,0.856274,1.0483234,1.2958493,1.0522821,1.3344525,0.0,0.665694,0.6935693,0.92007035,1.1162199,0.87820745,1.1229973,0.61756885,1.2701954,0.98035157,1.4080042,1.2104642,1.0199832,1.0443414,0.7697722,0.9999735,1.0903189,0.9171507,0.5575787,1.36001,1.370401,1.0387537,1.147903,0.5882486,1.1414893,0.5800542,1.0895984,0.9177239,1.2580259,0.97815615,1.0895551,1.1509243,1.1123242,0.6752428,0.8286831,1.0153588,1.1497772,1.0272354,1.0408973,1.007101,0.86831903,1.1634784,0.9077474,1.0541093,1.3548102,1.1085414,1.0555892,1.0101888,0.7556549,1.1231176,0.89290357,1.2260132,0.97384375,0.9656535,0.77376735,0.9352728,1.2565734,1.1993483,1.243132,1.0687952,1.0223155,0.710248,1.1563855,1.3890059,1.0329597
melon,0.93869644,1.1264067,0.92531073,0.8418709,1.034731,1.0025492,0.87743694,1.1739945,0.83135235,0.9306561,1.4031743,0.8702526,0.8161839,0.9173184,0.89710164,0.80408025,1.0253925,1.3181431,0.6356064,0.9760417,1.0108367,0.97755957,0.6263792,1.2578597,1.2259742,1.2475241,1.1470996,1.0415232,1.318248,0.5299761,1.2472317,1.0256803,1.058114,0.90021706,0.9350411,0.8708013,0.97050977,0.7492788,1.3121094,0.99865687,1.1729572,0.8170884,1.0245626,1.2497262,1.1104795,1.2942321,0.9987156,1.2488441,1.0105312,1.0255525,1.2535979,0.975369,1.2337282,0.9854698,1.2068821,1.2567755,1.122799,0.95278925,0.57795143,1.3746228,1.2692819,1.086757,1.0037799,0.9957763,0.9748061,1.3116653,0.84557617,1.0356021,0.82949424,1.0370326,1.2336377,1.004466,1.382592,0.665694,0.0,0.69882035,0.92585856,1.1803136,0.94791996,1.1140845,0.9625459,1.3151507,1.0211451,1.401521,1.2540491,0.93323886,1.0399451,0.84499377,0.9667125,1.0427407,0.7809627,0.85623586,1.3753722,1.3204099,0.7144656,1.14777,0.8305713,1.1408048,0.6899359,0.93756557,0.95456135,1.3291645,0.9723321,1.0550417,1.1514865,1.1667125,0.7623205,0.37937284,1.124769,1.0686761,0.97399265,1.009136,1.1297446,0.92347157,0.9567932,0.73507035,0.88329804,1.3323934,1.0462095,1.1884269,1.0174533,0.41889215,1.0402688,0.8737488,1.1309159,1.0425508,0.973601,0.76662886,0.87081826,1.3474021,1.186686,1.2265165,1.093391,1.1315364,0.61536044,1.1614294,1.3956381,0.930431
milk,1.1419389,1.2126615,1.0674108,0.8795816,1.0182292,1.0131239,1.1300983,1.0565212,0.8417003,0.882441,1.3976376,0.9173355,0.78576493,0.9002521,0.9821522,1.0882146,0.78758264,1.2406503,0.5644882,0.61301804,1.0458511,1.0330505,0.70356643,1.2315941,1.00593,1.1632894,1.2308536,1.1194565,1.2423644,0.5790692,1.079993,0.9027084,0.9947931,0.84777725,1.0438598,0.7756914,0.84195423,0.71186864,1.3223256,0.77681464,1.0215873,0.72598857,0.97479606,1.0825481,1.069319,1.2127763,0.98606086,1.1836632,1.2024846,1.1308771,1.1810702,0.90896213,1.2558875,1.2372475,1.2180815,1.2750175,1.1249943,1.0064481,0.7758049,1.2827474,1.3514652,1.1528704,0.9503199,1.0808892,0.9800331,1.3035858,0.93156326,1.0641241,0.7480445,1.0488356,1.2274997,0.9423011,1.278142,0.6935693,0.69882035,0.0,1.0382311,1.0101079,0.84172904,1.116537,0.8703605,1.313087,1.1692489,1.3294758,1.2578084,1.1316153,1.0578376,0.95429015,0.92879796,1.0651829,0.5693956,0.8305514,1.3355527,1.3425832,1.1429324,1.2822349,0.89272916,1.1745946,0.6665971,1.1777091,1.1095265,1.2999314,0.959484,0.9824791,1.2392896,1.0680723,0.78110796,0.81480485,1.0328135,0.95521045,0.99097174,1.0209601,1.0742428,1.0150764,0.97017944,0.91800404,0.8225414,1.4006246,1.0556524,1.148005,1.1074125,0.65010655,1.1051103,0.83605313,1.2255883,0.88002324,0.9013035,0.612179,0.8012661,1.3376416,1.1665727,1.1644258,1.2370179,0.92802185,0.5857894,1.0765913,1.3694623,0.9341756
mitten,0.930415,0.7514545,1.283018,0.4176498,1.159606,1.1162465,1.2572689,1.1400508,0.7663322,0.71450835,1.2471676,0.750044,0.5044761,1.0486947,0.66941476,1.1605941,1.0353506,1.3696425,1.276273,0.9701255,1.1853219,0.89739454,1.0327985,1.2414054,1.1329764,1.3228672,1.0946959,0.77582204,0.8681163,0.9458472,1.3022372,0.8848289,0.98118913,0.90686196,0.9311009,1.15941,0.72715575,1.0209742,1.3114221,0.7870553,1.312192,1.191606,0.8256073,0.75156754,0.9598999,1.1798439,0.69005215,1.0549643,1.246064,0.8501848,1.1012534,0.9640009,0.7580478,1.1258484,1.3531332,0.7819397,1.3443102,1.1478313,1.1738883,1.1563776,0.67130864,0.84742343,0.90949583,1.1630259,0.5102888,1.2679434,0.9273234,0.6502682,0.97844225,0.5145821,1.4063444,1.0235093,1.4599743,0.92007035,0.92585856,1.0382311,0.0,1.0969105,0.9250431,1.059615,1.2694607,1.2702055,0.900887,1.0254674,1.3343626,1.2593994,1.0352308,0.78502464,0.5187857,0.6209345,0.9121535,1.141498,1.3981233,1.3458521,1.1379421,0.67704237,1.0337983,1.1591122,1.3507527,1.1085278,1.1040657,1.0205798,0.7806875,1.0333705,1.0024523,1.0216078,0.97357434,1.0130227,0.5004299,1.1817439,0.68094206,0.89585936,0.59987104,1.0866941,0.84888816,1.1259514,0.83981514,1.1557654,1.065344,1.24981,0.38509572,1.0269427,1.3198788,0.9015251,1.0201352,0.84186924,0.839434,1.0312089,1.3122692,0.85907793,1.0176203,0.9248487,0.7344519,1.0255905,1.0091206,0.9536158,1.2645903,1.0885215
mop,0.97417885,1.0336237,1.025255,1.1160444,1.0016184,0.827844,0.9031107,0.9563972,1.0342238,1.1048404,0.99709827,1.1252751,1.1311251,1.042806,0.989565,0.94978976,0.9681966,0.9710984,1.1218295,0.9595561,1.086762,0.6130935,0.9975519,0.95090634,0.71346605,1.0370597,1.0347923,1.1495297,0.9665085,1.0995233,0.91252995,0.9358183,0.9480517,1.1332852,1.0354829,1.0666721,1.0997845,1.0590305,0.8162738,0.9781182,0.9563029,0.8834959,1.1551781,1.1912313,0.8473893,0.8235276,1.0856026,1.0081252,1.1345991,1.123374,1.0570381,1.0764965,1.1203469,1.0571945,1.0319281,0.92693114,0.74580765,1.130161,1.0794455,1.1027004,1.0961558,1.1710069,1.1000168,1.2358787,1.0997963,1.1249601,0.83988017,1.1205739,0.94188154,1.0506732,0.7057785,0.884348,0.78012794,1.1162199,1.1803136,1.0101079,1.0969105,0.0,0.98736864,0.94967425,1.1064826,1.0765882,0.99163485,1.008186,0.9584323,1.1095812,1.0000197,1.1010947,1.0913652,1.046799,0.9931669,1.1172837,0.8960148,0.7807718,1.2185819,0.9162081,1.2004727,1.0102073,1.0788251,0.9883817,1.1000355,1.0683506,0.9106002,0.9305897,1.1741582,0.9061376,1.2078398,1.104415,0.9470153,0.86837035,1.1527452,0.8951762,0.9788182,0.71109664,0.9405106,1.0318956,1.0094068,0.9938559,1.1413277,1.0383424,0.96258926,1.1423157,0.8187105,0.851119,1.0698185,0.9225412,1.1076856,1.1457443,0.8837225,1.0786432,1.0346009,0.72419167,0.8241842,1.0088078,1.1007605,0.5406976,1.0706944,0.9912779
motorcycle,1.0563498,1.2428141,1.2222393,0.8511509,1.0726335,1.2337581,1.3130944,0.94141567,0.79167414,0.7840803,1.1981225,0.6393398,0.82555676,0.8484314,0.93235844,0.9540829,0.82383215,1.236231,0.96649855,0.66268826,1.3457651,0.7427666,0.78367674,1.1331459,0.9582369,0.87791675,1.4364654,0.8175366,0.82372296,0.9435021,1.0574979,0.79257107,0.98210996,0.62848985,0.9385162,1.1974845,0.7423629,1.0462145,1.3461938,0.61010474,1.128976,0.97092533,0.8200945,0.9301527,0.75742865,1.0100607,0.7439455,1.2716167,1.4241228,0.90909284,1.1226571,0.8941416,1.3199024,1.1769809,1.2053754,1.3416061,1.1628212,1.0527357,0.8433222,1.2768757,1.2109556,1.2534714,0.90113044,1.2891133,1.016413,1.2424372,0.79402703,0.7684486,0.92002404,0.86260355,1.1967564,0.79488057,1.2794347,0.87820745,0.94791996,0.84172904,0.9250431,0.98736864,0.0,1.1779847,1.2124602,1.3522699,1.1629373,1.3269717,1.2704375,1.4013516,0.70807374,0.96446145,0.8014594,0.82031345,0.77044636,1.1934128,1.3115569,1.3308045,1.3031597,1.105366,1.1537242,0.8732817,1.0499595,1.1608032,1.3380461,1.2807915,0.73072875,0.80781853,1.2898619,0.9357617,0.9691464,0.8472494,0.893281,1.0417383,0.7928205,0.8714463,0.83679354,1.0540171,0.9666544,0.86197853,0.77196074,1.2580591,0.82857555,1.2750051,0.9690912,0.8657197,1.1470788,0.80817235,1.3930207,0.27143264,0.8544119,0.6937719,1.0608193,1.3958099,1.2270696,1.1649283,1.1247506,0.93800044,0.73458475,0.65614516,1.3413913,0.8251302
mouth,1.0457716,0.9829251,0.91390514,1.0496275,1.039152,0.9665611,1.0430998,1.2141409,1.1908561,1.1484668,0.9717612,1.2007811,1.1426635,1.0708145,1.1651255,1.0249687,1.0645633,1.0225942,1.1675061,1.1526661,1.088026,1.2041274,1.2227111,1.1496916,1.126179,1.0693239,0.8683063,1.1604092,1.1876895,1.0106204,0.9983527,1.1407995,0.9856396,1.1822067,0.97509474,1.0279434,1.1113325,1.0709655,0.880373,1.1768546,1.0822736,1.0369118,1.1506512,1.1019505,1.1470428,1.0810177,1.0706587,0.5069436,0.9298663,1.009946,0.736872,0.8672475,0.7138185,1.0739572,0.9695366,0.8210957,1.0817435,1.0480367,1.0896453,0.6900447,1.0981331,0.7095392,0.84278923,1.0669186,0.8743985,0.8458675,1.0948955,1.131876,1.0716428,1.0120884,1.0153126,1.119631,1.0601677,1.1229973,1.1140845,1.116537,1.059615,0.94967425,1.1779847,0.0,1.0821735,0.7854641,1.2247424,0.7252171,0.87276465,0.9746597,1.1420004,1.0958047,1.0427547,1.0210398,1.0801579,1.0945833,0.9375225,0.94085824,0.9417338,1.160179,1.0018132,1.0828173,1.1548167,0.9247589,0.93704265,0.71364,1.2154955,1.0815268,0.70102644,1.1320862,1.0859098,1.0345078,1.0549927,1.010871,1.0095968,1.0418396,0.8994482,1.2171463,1.0917584,1.2101784,1.1771924,0.9600311,1.0926857,0.9585142,1.0863869,1.0895468,1.1201304,1.0337214,0.82925546,1.1338718,0.9594424,1.1622126,1.052795,0.68672293,0.37242615,0.87407905,1.1609846,1.1089205,1.2078775,1.2083559,0.80957365,1.0873942
muffin,0.98985845,0.94777274,0.80300856,1.2050924,0.8624357,0.83879423,0.7975179,0.9601454,1.324276,1.2861972,1.0657904,1.3701389,1.137382,0.904733,1.1534158,1.2334875,1.1618128,0.88858306,0.72287315,1.132726,0.28160882,1.187538,1.002188,0.92315984,0.98851633,0.9126569,0.9418275,1.1555953,1.3909045,0.6542873,0.846831,1.2224944,1.1185981,1.0561769,1.0926691,0.20857579,1.3186204,0.2565503,1.0609376,1.2490461,0.81518036,0.87582517,0.9007422,0.9541165,1.3241433,1.2034961,1.2804426,1.1270375,0.7771177,1.1393936,1.0343025,1.1526644,1.1844071,1.0197228,0.82882476,1.091169,0.8333932,0.85014164,0.9906992,1.1194407,0.9759927,1.0009756,1.2101959,0.47541958,1.2338654,0.99590045,1.2237201,1.3545943,0.820199,1.3581774,1.0215275,1.2549977,0.87805307,0.61756885,0.9625459,0.8703605,1.2694607,1.1064826,1.2124602,1.0821735,0.0,0.9955588,0.783666,1.1742893,0.898619,0.69837373,1.2020454,0.9024899,1.3507209,1.3548913,1.1369035,0.18676478,1.0383584,1.0463973,0.89653575,1.1970397,0.38084328,0.9961655,0.47252035,0.957527,0.6924348,1.0706325,1.0733343,1.1771773,1.0470842,1.0779338,0.5518666,1.0576695,1.2497025,0.98434925,1.324758,1.0700905,1.244114,0.75517905,1.2772676,1.1176323,1.2695386,1.069543,1.082352,0.7545088,1.2235109,0.94653535,0.82582206,1.0765072,0.92556876,1.3185573,1.2456863,1.0119721,0.7624345,1.1309736,1.0628315,1.1544391,1.0772953,0.93723524,0.9529107,1.2863525,1.0685533,1.1555829
nail,1.1887064,0.9620747,0.663505,1.3546441,0.77004486,0.8317209,0.7050079,1.1745905,1.455445,1.3626857,0.45214397,1.3975879,1.4010675,1.1249403,1.389924,1.076142,1.1683471,0.3237762,1.1622415,1.4113057,0.8354389,1.34599,1.3430514,0.7660271,1.131856,0.8091537,0.52609974,1.1422148,1.0472722,1.385773,0.77558756,1.3434372,1.1210207,1.345397,1.1560353,1.0173105,1.3199838,1.2632262,0.30171955,1.4605107,0.7808443,1.1994765,1.2048354,0.93693936,1.3173535,0.94134206,1.325978,0.48276109,0.29526138,1.0033371,0.66028416,1.0514202,0.61920786,0.7833555,0.55041873,0.714877,0.88190377,0.9900108,1.243959,0.3319834,0.72402173,0.5371343,1.0498075,0.72305036,1.1637914,0.26669276,1.347486,1.2325848,1.2798536,1.2645591,0.6781894,1.3008465,0.47697031,1.2701954,1.3151507,1.313087,1.2702055,1.0765882,1.3522699,0.7854641,0.9955588,0.0,1.064756,0.4628588,0.53304017,0.45699036,1.2468543,1.1739175,1.3606567,1.2320197,1.4012759,1.0473781,0.28560042,0.37602443,0.5559764,1.0630037,1.0174569,1.0972081,1.1694603,1.0197718,0.6352576,0.41325712,1.3872004,1.1568367,0.370645,1.125645,1.2109107,1.2913287,1.2750268,1.0351,1.2638736,1.2454165,1.2276937,1.1700065,1.188873,1.2540282,1.3260901,0.4379177,0.9532115,0.456738,1.2425269,1.3174182,0.8780385,1.2594459,0.49035406,1.363322,1.2717843,1.4074358,1.0848079,0.43464565,0.5673113,0.7961627,1.1186732,0.970764,1.468383,1.2197658,0.123380065,1.2427356
napkin,0.93272895,0.8944534,1.0040234,1.1708263,1.0476133,0.7631483,0.8508394,0.7299838,1.0195801,1.0926259,0.81112754,1.0889039,1.121735,1.1779113,0.7578782,0.9996356,1.1564445,0.84450567,0.877806,1.1318144,0.695099,0.9202243,0.90556765,0.76002634,0.78468835,0.90487814,0.9457269,1.0171857,0.8327917,0.9013348,0.9730283,1.0163528,1.1717066,0.9837863,0.9666806,0.923028,1.2548635,0.945837,0.91375494,1.1431284,0.71476704,0.89764535,1.0502747,1.0378883,1.1090008,0.8693784,1.2504084,1.1033967,0.9217491,1.1356238,1.0717677,1.3242415,1.0873681,0.8437472,0.8885471,0.97772855,0.6488838,1.0137827,1.1205279,1.1078256,0.41737998,0.9931953,1.3580555,0.8130785,1.1644386,0.9897097,1.133523,0.9486648,0.8745248,1.1550003,0.81108576,1.0957088,0.7474663,0.98035157,1.0211451,1.1692489,0.900887,0.99163485,1.1629373,1.2247424,0.783666,1.064756,0.0,0.9563301,0.9231503,0.8798378,1.0276906,1.0896095,1.2617817,1.0482376,1.1062392,0.8207809,0.8453023,0.8519231,0.91908556,0.49420995,0.9214013,0.89214444,0.67601246,0.9692613,0.96316886,1.0414567,0.68554115,0.99038124,1.1635773,0.8851573,0.99121314,1.1103287,1.023516,0.92732996,1.2761062,0.8185389,0.9816374,0.5975583,1.10815,0.7863905,1.1234447,0.725769,1.1718105,0.97919685,0.64286596,1.2216998,0.6205917,1.221389,0.9070805,1.1705728,1.3384147,1.198432,0.75540125,1.0376047,1.1461599,0.8849753,0.24210191,1.1137009,1.0072154,0.93553096,1.0166948,1.2463053
necklace,1.0825936,0.8138578,0.8571447,1.227885,0.97514534,0.91947514,0.904865,1.0708525,1.3341725,1.3656347,0.47176874,1.3568969,1.279809,1.2770873,1.340497,0.9982864,1.1120851,0.6052192,1.2920474,1.3339064,1.0110294,1.1665558,1.321187,0.7894169,1.0727878,0.98165596,0.62445354,1.1221768,0.79386353,1.3477466,0.8818531,1.2168171,1.0037715,1.404288,1.0788126,1.1469012,1.3441292,1.3517711,0.4404478,1.2637124,0.9093197,1.2307842,1.2917036,0.92108333,1.1006418,0.8108964,1.1682279,0.35697854,0.6191734,0.88270783,0.77044034,1.1790639,0.49571913,0.8674682,0.76581657,0.6180177,0.80800116,1.1005013,1.3279604,0.41109222,0.7431303,0.5971477,1.0740982,0.9118067,0.88898987,0.52378964,1.0632149,1.0229414,1.1731604,1.098344,0.7003565,1.169166,0.6427335,1.4080042,1.401521,1.3294758,1.0254674,1.008186,1.3269717,0.7252171,1.1742893,0.4628588,0.9563301,0.0,0.7678623,0.7531495,1.2230136,1.1961375,1.1852932,1.009598,1.3250902,1.1656669,0.4773156,0.46497667,0.7313888,0.9602555,1.1319438,1.0134572,1.3097975,0.9105391,0.8645209,0.363456,1.0824454,1.0983331,0.6577004,1.0415531,1.2502737,1.2847694,0.9044984,0.8443469,1.1094213,1.1553884,0.9314782,1.0836172,1.0055428,1.2947541,1.2439668,0.5589639,1.0375476,0.8054255,1.028721,1.3752191,0.8284936,1.190259,0.60139674,1.2272115,1.1924256,1.4581321,1.1552465,0.41393042,0.55601066,0.66699326,0.92926264,1.0341715,1.459173,1.0313659,0.29688883,1.2330453
nose,0.95873,0.9147606,0.771119,1.3964353,0.75190556,0.68429196,0.7190607,0.96051455,1.3858027,1.3726826,0.5498831,1.3837731,1.3943343,1.0620829,1.2700791,0.9752947,1.0941072,0.5398546,1.0964649,1.2418497,0.85494196,1.2813379,1.2033272,0.64691293,0.9677634,0.784551,0.72690517,0.9990784,0.9575331,1.2197855,0.7133305,1.2815623,1.1615708,1.287124,1.0447706,1.0020243,1.3586171,1.1777012,0.56107193,1.3815049,0.7701539,1.030702,1.0658256,0.9385434,1.2244349,0.8530624,1.3305159,0.79355717,0.62863445,1.1473627,0.58630985,1.0805664,0.90167934,0.7722108,0.6375767,0.7792263,0.76123565,0.83817685,1.1715384,0.68035877,0.7938728,0.87988484,1.0742741,0.9046731,1.2214714,0.5184598,1.2100081,1.310014,1.0584365,1.3124638,0.6173445,1.2366776,0.41923475,1.2104642,1.2540491,1.2578084,1.3343626,0.9584323,1.2704375,0.87276465,0.898619,0.53304017,0.9231503,0.7678623,0.0,0.69305587,1.0697061,1.1280046,1.3951349,1.3081472,1.2539848,1.0498325,0.52346027,0.562793,0.84541553,1.0060427,1.0964096,0.93099034,1.0659356,0.8728521,0.79101,0.70755064,1.1860989,1.0183333,0.7627899,0.98074573,1.2373997,1.213577,1.2937533,0.8390739,1.3548644,0.95695406,1.2651985,1.002569,1.191515,1.0779383,1.3199524,0.44247532,1.0413892,0.6675998,1.2016128,1.1388135,0.82206774,1.286255,0.67474467,1.2603753,1.2539277,1.397011,0.8285481,0.72088945,0.853655,0.9194621,0.9463528,0.91313297,1.3663362,1.028752,0.5027601,1.1765168
