,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
hose,0.9826264,1.3048407,1.2103131,0.79848045,1.1774853,1.1795564,1.0719573,0.9847236,0.6711346,0.73968923,1.2687554,0.880731,0.8468966,1.2151769,0.7631557,0.78444886,0.7686,1.1764393,1.1646211,0.6703074,1.1748822,1.1267638,1.0639994,0.831044,1.1619369,1.0985712,0.9764287,0.8382791,0.8794395,1.1632427,0.65289605,1.1244199,0.91418916,1.1632882,1.0314772,1.1517514,0.9899351,0.8367991,1.194164,1.1989921,0.56713784,1.2131361,0.95586914,0.95631963,0.8944605,0.82151216,0.91356564,0.87672746,1.1922512,1.1975595,1.224225,0.9090354,1.1240009,0.9841814,1.2521532,1.216974,1.1594169,1.1904823,1.1702589,1.0142182,0.96694934,1.1485424,1.2531378,0.8396795,1.054543,0.93239737,1.1752716,0.9459968,1.2276797,1.021508,1.157773,0.0,0.7877352,0.9989681,0.8639927,0.93133587,0.90476114,1.1867412,0.8880905,0.91528845,1.0805337,1.0679713,1.0123411,0.99576974,1.2959734,1.1373994,1.2158743,1.2024119,1.078563,0.8963283,0.9751507,0.8855033,0.9980502,0.7109046,1.2183015,1.230023,1.1166518,1.2007983,1.1139135,1.1727865,1.0608826,1.1162663,1.1494415,1.281656,1.0740741,1.1567457,1.0941305,0.8762524,0.9199883,1.2418755,0.947152,0.9564768,0.8017367,0.87287533,1.1563382,1.0692735,1.1979712,0.90699315,1.0022273,0.5955731,1.2787008,0.83256114,1.179872,1.0545772,1.0439254,1.037738,1.221881,0.93610966,0.9262337,0.8885775,0.64059603,1.0454305,1.3470525,1.2318724,0.66563594,1.0463084,0.48547083,0.5773914,0.80272055,1.0728295,1.1290097,0.98781455,1.30901,0.65519154
jacket,1.1913843,1.1407552,1.4524255,0.64781386,1.3223372,1.3142748,1.369804,1.3749775,0.5187161,0.43651384,1.3464473,0.75439495,0.38296616,1.4229794,0.35963398,0.5425999,1.0109773,1.350817,1.4567567,0.90082204,1.1164166,1.3398781,1.3826431,0.921173,1.378169,1.2088356,1.2820578,0.63683623,0.8548965,1.4225583,0.6823696,1.1502161,0.38716114,1.2019234,1.05118,1.312847,1.2189271,0.5989653,1.1606375,1.437789,0.79331344,1.4286623,1.2033696,0.8870559,1.0521727,0.79610634,1.0749454,0.5113597,1.3995801,1.1358659,1.3264138,0.9057971,1.025151,0.81066024,1.18997,1.3020124,1.4195712,0.86345613,1.3725557,1.3776225,0.88835347,1.1154323,0.91368365,0.7422186,1.1747062,0.7537359,1.2593298,0.8141955,1.1775608,1.1764001,1.2737266,0.7877352,0.0,1.3828408,0.3189891,1.0509521,1.0312774,1.4397485,0.8943932,0.50789016,1.2734014,0.9673261,1.0144433,0.953875,1.3348722,1.0259328,1.250772,1.3499992,1.3188581,0.79336524,0.8832653,0.3177327,0.3939463,0.8431651,1.4119813,1.4256256,1.0033118,1.210185,1.1730515,1.2026987,1.2298658,1.3799522,1.2444043,1.2425894,0.85099125,1.2716167,1.1960611,0.8488245,0.7540328,1.4326003,0.80337733,0.71874857,0.9640978,0.29912406,0.8504844,0.7450402,1.4051117,0.7743144,1.0276543,0.71236306,1.1703035,0.68394095,1.2988459,0.8636726,1.235806,1.1018382,1.3746715,0.8021885,0.37081414,0.7135094,0.58767354,1.2780044,1.2824073,1.1363066,0.86557615,0.90731525,1.0775905,1.0323817,0.70376027,1.040106,1.1643033,1.212431,1.2396233,0.6515502
jar,0.99156606,1.0116811,0.9148177,1.244848,0.8162289,0.77170193,0.8517374,0.4799769,1.1869785,1.2749949,0.91907465,1.1199317,1.2747517,0.60557634,1.3186415,1.3216391,0.82700384,0.63124704,0.5758042,0.88665676,0.91086274,0.84499973,0.44596827,1.0610728,0.6503445,0.7205762,1.115485,1.2642132,1.054392,0.50027245,1.0071663,0.99566495,1.2941453,0.99235237,1.1090808,0.73512924,1.0467162,1.2648867,0.8398303,0.90079284,0.90030533,0.556321,0.934542,1.0896388,0.9291925,1.055154,0.9608181,1.2448992,0.5580981,1.1673361,0.9159717,1.0989791,1.2295234,1.2273912,1.167182,0.91779035,0.662081,1.0025228,0.8234801,0.84991455,1.0586214,1.1276269,1.0647401,1.1511986,0.9253988,1.2392521,0.9369334,1.235645,0.830366,0.8612367,0.9407906,0.9989681,1.3828408,0.0,1.3660179,1.1322573,0.8939879,0.7228001,1.1644404,1.3174688,0.9111708,0.76491266,1.2553556,1.1919423,0.91200584,0.9761685,0.9390541,0.95700264,0.973092,0.998402,1.0891727,1.3845189,1.3548197,0.9881089,0.86171246,0.88643706,0.91137767,1.1013453,0.8832272,0.81654835,0.82185704,0.7953523,0.91000617,0.9661707,0.94295746,0.6181716,1.0354589,0.9866486,1.1551833,0.57116914,1.0743079,1.2279848,1.1284916,1.3758733,1.0655752,1.2073193,0.88593537,1.0921242,1.0116923,1.2319751,0.91270983,1.1763514,0.856706,1.1985924,1.0544766,0.8350464,0.91719836,0.9148184,1.3200922,1.1765089,1.1185184,0.7484097,1.1047376,1.079476,0.9745487,1.0535309,0.70796454,0.9616463,1.1328794,0.73538256,0.7465522,0.74684846,0.92515826,1.1047846
jeans,1.2166559,1.1196015,1.4327054,0.5097315,1.2442424,1.2577398,1.3598778,1.376153,0.5677446,0.3437969,1.3056931,0.86543083,0.37975496,1.45278,0.24302632,0.63504744,1.0039423,1.3843837,1.4282231,0.95870876,0.9949735,1.3205354,1.3779941,0.9357259,1.3573816,1.3065784,1.2241237,0.6569544,0.88578963,1.4107547,0.7409215,1.1929915,0.5227202,1.1943513,1.0253098,1.2167102,1.22955,0.4525349,1.0614667,1.4256598,0.82933307,1.4391427,1.1708589,0.92645687,0.9943294,0.8232445,1.0560689,0.43455768,1.4451716,0.9572715,1.3052413,0.89380246,0.9476065,0.78461474,1.0190301,1.304834,1.4074162,1.0394922,1.3991072,1.3846643,0.8958061,1.0534056,0.938976,0.83895606,1.1029749,0.7639963,1.2202855,0.66975343,1.271968,1.1290766,1.265032,0.8639927,0.3189891,1.3660179,0.0,1.0041512,1.0415884,1.4363477,0.89271903,0.5637624,1.3082132,1.1457713,0.9262951,0.9099968,1.2885988,0.9757727,1.1400974,1.2876863,1.2926164,0.8573251,0.91354305,0.17969596,0.33160686,0.86606634,1.4228135,1.4080253,1.0528321,1.1659124,0.9353321,1.1688017,1.2932693,1.404939,1.2654496,1.1235857,0.9410764,1.3453572,1.205459,0.87412184,0.8123321,1.4643058,0.8389777,0.60855025,1.1283629,0.24734569,1.0411167,0.5420972,1.3792418,0.7534456,1.0253452,0.83979315,1.2702911,0.7831428,1.280407,0.8642433,1.1990774,1.2170298,1.3827193,1.0143994,0.3284483,0.776765,0.65546423,1.2798412,1.1657003,1.1555754,0.87587494,0.8423382,1.1424015,0.96945196,0.8063744,1.1622634,1.2267294,1.2559364,1.3118722,0.72476137
knife,0.8878112,0.8901195,1.0449693,1.0201544,1.0051025,1.0322989,1.041432,0.9563301,0.87177086,1.0269792,0.89752084,0.86122394,1.0830066,1.1158774,0.9506582,0.7865734,1.0217837,1.1196644,0.93763834,1.079491,1.2556883,0.7949443,0.8020517,0.9356222,0.8413484,0.9832484,0.85771513,1.1076481,0.7424406,1.0584967,0.935176,1.0028278,1.1199601,0.94182426,0.7729448,1.2352087,0.903503,1.0484802,1.2301121,0.8687295,0.99439925,1.0400399,0.94530535,1.2290105,1.1676421,1.003524,0.62366635,1.149768,1.1044192,0.9503984,1.0223067,1.1131016,1.0076901,1.222227,0.87642217,1.0004002,1.1351814,1.0250766,0.7082875,1.012185,0.90103227,1.0168407,0.8370197,1.097512,0.9196387,1.1781796,1.043821,0.87216604,1.1371942,1.0192564,1.0913907,0.93133587,1.0509521,1.1322573,1.0041512,0.0,0.90164113,0.92698187,1.0504664,0.90293694,0.87465656,1.1988175,1.0140676,1.1164424,1.0613704,0.7869891,1.0014304,1.0922973,0.9805081,0.86453116,1.1959802,0.9855574,1.0322613,1.11852,0.6270124,0.5796422,1.1784843,1.0524939,0.7919339,1.1715655,1.1849622,0.7797846,1.0365669,1.107285,0.87597764,0.8668966,1.0155964,0.87305903,1.1142317,1.1644182,1.1046127,0.93076366,0.504707,1.0721335,0.9582792,1.0632097,0.8809031,1.097117,0.6774282,0.91459775,0.8236942,1.0926983,1.1767637,0.8329187,0.07964194,1.0445116,1.0285704,1.1363878,1.0667989,1.1291171,1.0015645,0.7587639,0.97394246,0.9966137,0.84134924,0.8059769,0.95748234,0.9383511,1.208343,1.1916451,1.1297048,0.70701313,0.9858687,1.1762094
ladder,1.090996,1.1386554,1.3789097,1.0030992,1.3330308,1.1925396,1.2014349,0.7810545,0.83825403,0.74176836,0.9807611,0.49906063,1.1450632,1.0649513,0.8892727,0.8277931,0.9973103,1.0631752,1.1002617,0.9317158,1.1673031,0.5587703,0.7356153,0.9115508,0.6818005,1.0001897,1.1705624,0.9881425,0.38575834,1.1104708,0.52380633,0.95419466,0.99155724,1.1157603,0.8792877,1.1845844,1.0221534,0.8390827,1.1210084,1.1095296,0.4873674,1.0949284,0.96625,1.1270902,1.1027027,0.4096411,0.59206545,0.9420708,1.0158635,1.1117749,1.2887433,1.0630503,1.0858104,1.0853622,1.1851966,1.1626351,1.026628,1.0696564,0.92840505,1.2179353,1.0262266,1.0790402,1.1572963,0.93038386,1.2888072,1.0557327,1.1561977,1.1454295,1.2118051,1.0372033,1.0225884,0.90476114,1.0312774,0.8939879,1.0415884,0.90164113,0.0,0.85913646,1.1700408,1.1659213,0.7749368,0.8966652,1.1636082,1.1686924,1.2632914,0.78659654,1.1159469,1.1951171,1.3128012,0.60414255,1.0514339,1.0420927,0.8954611,1.032427,0.88433987,0.8892158,1.1352888,1.3228306,0.8988946,1.083542,0.92109495,1.118984,1.0619024,1.2538298,0.93511724,0.91207033,1.2341311,0.46454978,1.1135511,1.0868878,1.0926228,0.9879712,0.97649205,1.0269779,1.0646863,0.98671454,1.0210444,0.9172191,0.7603717,0.8063151,1.1414888,1.0019953,1.2663369,1.036651,0.94635373,0.9410095,1.301029,0.9109533,1.0453638,0.82605886,0.9084118,1.2118212,1.267211,1.1917553,0.97076607,0.71142554,1.0361512,0.9325428,0.83640057,0.79775786,0.83615166,0.3271091,1.2359748,0.63657385
lamp,0.9248084,0.8790853,0.7549379,1.4528847,0.8110349,0.45949173,0.7722683,0.77214605,1.3441188,1.440777,0.4042033,1.113874,1.5607008,0.55205506,1.4376595,1.2982543,1.2214762,0.4401952,0.52043486,1.3094504,1.0182531,0.4113767,0.54903036,1.2218075,0.31812775,0.70594704,0.8200632,1.3542452,0.8483731,0.4683668,1.1322674,0.48673713,1.279562,0.4714266,1.086947,0.8839947,0.83910775,1.4228663,0.97181463,0.41903383,1.2682418,0.3815757,0.9794419,1.305697,1.2826669,1.0286174,0.9392922,1.326144,0.5979303,1.036323,0.6624327,1.2984384,1.0839417,1.2869343,0.9261945,0.5571226,0.62018764,1.138582,0.50735575,0.8628935,1.3019111,0.96377194,0.977398,1.2068853,1.145633,1.3025577,0.9255236,1.3944142,0.6064533,1.0229088,0.82025236,1.1867412,1.4397485,0.7228001,1.4363477,0.92698187,0.85913646,0.0,1.2630177,1.5124174,0.39543217,0.93097776,1.1720839,1.2148535,0.5196331,0.71929395,0.8890347,0.56965363,0.7871048,1.077882,1.2462345,1.4618907,1.3088164,1.3464024,0.45375085,0.44015855,0.86104286,1.0187163,0.88150454,0.94519126,0.7202218,0.6428853,0.85464835,0.8633815,1.1468468,0.7176823,1.0081668,0.9081533,1.3380933,0.59243053,1.2561396,1.2802055,1.0417167,1.4622598,1.1679773,1.274548,0.57978946,1.3550638,0.55186987,1.3180711,0.7662803,1.1713264,0.70125854,1.090222,0.7572796,0.8667543,0.8243561,1.145931,1.41994,1.3120195,1.4015678,0.8674226,0.7897078,0.7318597,1.2483692,0.79944235,1.1167767,1.1936361,1.1936152,0.9474901,0.88524073,0.65519446,0.62823457,1.1613548
melon,0.9739718,1.1378934,0.9182172,0.9204037,1.0862317,1.0365726,1.0114738,1.162164,0.83065784,0.88938946,1.2576284,0.8553276,0.8255434,1.2282203,0.8303979,0.79870605,1.0061772,1.209814,1.1893928,0.9912774,1.0350856,1.249497,1.2481545,0.8692404,1.3213015,1.1400882,1.0486559,0.78695226,1.1685721,1.1938118,1.027255,1.1691405,0.9804292,1.1248262,0.94461244,1.1368086,0.93461823,0.92672384,1.0809282,1.1818259,1.0415277,1.2302871,0.98975426,0.92063534,1.0887649,1.0206609,1.0437402,0.9029869,1.1921624,0.9734564,0.96822536,0.779719,1.0220598,0.9008399,1.1350514,0.9801001,1.0950539,1.1468409,1.0934596,1.0026492,0.83220685,1.140634,1.166856,0.62107617,0.96976256,0.9212719,1.119414,0.8610313,1.265843,1.0944215,1.0797107,0.8880905,0.8943932,1.1644404,0.89271903,1.0504664,1.1700408,1.2630177,0.0,0.8382478,1.2328173,1.1671132,0.9727954,0.84397525,1.15966,1.0919188,1.1277269,1.1465225,0.92895013,1.0530891,0.87101626,0.90997934,0.9550676,0.9163493,1.1821214,1.1749285,1.0933594,0.9233851,1.0261008,1.1173928,0.8205695,1.1069326,1.1148164,1.0133357,1.1621846,1.279923,0.9420587,1.0630143,0.5491764,1.2154592,0.71508235,1.0724835,0.95066243,0.8953973,1.087646,0.99412614,1.096204,0.94623655,1.0493231,0.88971615,1.227125,0.8685082,1.1114849,0.96911067,1.0929756,1.0494858,1.0409772,1.1422459,0.9759148,0.8385906,0.899516,1.0245155,1.1720548,1.0884068,0.9077751,1.0716213,1.1533312,0.9236595,0.7332635,1.1737057,1.1509814,1.2655392,1.2407858,0.93993896
mitten,1.109093,0.798594,1.2798355,0.5728249,1.0799482,1.1671652,1.3458964,1.2755816,0.70267475,0.658699,1.376221,0.9580984,0.3500049,1.4560091,0.50033706,0.707109,0.98165977,1.4313228,1.4068605,0.9141563,0.9740688,1.4505894,1.3211204,0.84833467,1.4402611,1.3414104,1.1941197,0.6651745,0.93469435,1.4621084,0.995679,1.3470545,0.6554271,1.2991788,0.8864831,1.1938295,1.1840276,0.6826407,1.0757952,1.4588654,0.90786135,1.4441764,1.1375071,0.8575285,0.8791363,0.9814732,1.0408779,0.6016182,1.4134018,0.94196546,1.133483,0.8887004,0.9824844,0.8511393,0.9154732,1.3364027,1.3799697,0.6415434,1.3119506,1.3050495,0.75003624,1.1077074,0.53267324,0.91031253,0.7712222,0.8030405,1.2151303,0.5023519,1.1390257,1.1714585,1.2904129,0.91528845,0.50789016,1.3174688,0.5637624,0.90293694,1.1659213,1.5124174,0.8382478,0.0,1.4170321,1.1494982,0.9022787,0.70741606,1.3393936,0.95883256,1.0839616,1.342197,1.222041,0.9717995,0.7622531,0.30944282,0.5289879,0.8784615,1.3775002,1.3527406,1.1335535,0.95910376,1.0034133,1.1527895,1.3772178,1.2949904,1.2922642,1.0817884,0.88480914,1.288567,1.0261595,1.0073963,0.77206004,1.4564065,0.9464086,0.62552583,0.8977015,0.49142623,0.58289766,0.66059625,1.3836272,0.8638762,1.1777201,0.8246374,0.9590215,0.8857701,1.2986872,0.49809903,1.0669954,1.1492853,1.2041876,0.9863213,0.65803266,0.8695682,0.7587719,1.0923492,0.9967336,1.0599198,0.713581,0.9018538,1.0440475,1.0108736,0.9801516,1.2409431,1.2688408,1.2303421,1.2514226,0.9331862
mop,0.9112296,0.92959076,0.90582603,1.2748699,0.9906595,0.7710857,0.9205383,0.8975768,1.3056931,1.3371263,0.6553329,1.083884,1.4687322,0.6741692,1.317754,1.2078502,1.1641254,0.60965323,0.8245779,1.21785,0.97355634,0.22069031,0.7914235,1.197186,0.5052456,0.82289,0.7446219,1.2794726,0.8384631,0.733022,1.0481586,0.74393404,1.2110528,0.6954697,0.90289015,0.88368446,0.56804127,1.3785821,0.8991324,0.53534937,1.1569625,0.66915435,1.061003,1.2275364,1.2888775,1.0078925,0.89546144,1.1662421,0.7020329,1.0895667,0.95711374,1.227767,1.0868021,1.2631596,0.977002,0.8401615,0.7459881,1.0373635,0.7002381,0.9723144,1.1906133,1.0338454,1.0670322,1.194525,1.199795,1.2993603,1.0458857,1.316778,0.8688905,0.97829974,0.8810322,1.0805337,1.2734014,0.9111708,1.3082132,0.87465656,0.7749368,0.39543217,1.2328173,1.4170321,0.0,0.87234807,1.0936722,1.2179556,0.750577,0.74715555,0.9348854,0.63236594,0.973147,1.0613629,1.1781871,1.3996198,1.2135907,1.261706,0.5097452,0.49744868,0.7622174,1.1176033,1.0175653,0.8785299,0.8588636,0.94166744,0.8940129,0.9697563,0.92741954,0.7838321,0.96971697,0.92889035,1.3230506,0.70280725,1.2242188,1.120774,0.83419216,1.360577,1.0610086,1.1870565,0.64614236,1.2854936,0.83668417,1.1013885,0.7805643,1.2227473,0.8818293,1.0270302,0.8099737,0.8238727,0.9435141,0.9907063,1.3626387,1.1150167,1.363617,0.93336207,0.88786197,0.9317341,1.0457517,0.78034174,1.0680536,1.1783295,1.142496,0.87197316,0.96558267,0.4906522,0.776896,1.1923515
motorcycle,1.1183572,0.98388517,1.0543865,1.2170476,0.9704748,0.98863816,0.9960634,0.7513114,1.2814649,1.1592736,0.94165194,0.81334066,1.2669153,0.6723432,1.2101009,1.0549322,1.0116835,0.7025149,0.8734648,1.0607381,1.0004674,0.8863429,0.8087429,1.1355056,0.8178541,0.44076335,1.2391105,1.20591,0.90809506,0.752822,1.0268263,0.99437463,0.98632795,1.0754013,1.1311016,0.8852311,1.1055121,1.141783,0.911911,1.012408,0.96370465,0.7774367,1.0587934,1.0053452,0.95219666,1.1239436,1.1697848,0.9919396,0.69662595,1.3285248,1.1074742,1.0333458,1.2571253,1.2047272,1.2675064,1.1123055,0.7735295,0.79269266,1.0976274,1.0604044,0.9864039,1.12883,0.8341068,0.96295077,1.2595291,1.1920592,1.0121895,1.2937307,0.6873561,0.86534387,0.9088641,1.0679713,0.9673261,0.76491266,1.1457713,1.1988175,0.8966652,0.93097776,1.1671132,1.1494982,0.87234807,0.0,1.2930148,1.3171427,0.9794053,1.087495,1.1242107,1.0247483,1.2121954,1.0386329,1.0853814,1.2538223,1.1144264,1.0825948,1.0352334,1.0867262,0.7657995,1.2118291,1.0585178,0.8103821,0.786502,1.0533719,0.90101814,0.9313935,0.6806333,0.7082397,1.1178324,1.0661626,1.0305645,0.6044994,1.1076239,1.1392995,1.0474201,1.2361819,0.8216664,1.0159756,0.8833975,1.0840265,1.1948171,0.813463,0.80173516,1.1485668,0.91553295,1.245457,1.2066807,0.6619402,1.0688214,0.2342819,1.1749551,0.9019839,1.170213,1.0059001,1.2408087,1.217733,1.1225824,1.1116711,0.8640039,1.1643678,0.8933264,0.11326301,0.51075625,0.83715045,0.90327215,1.0726695
mouth,1.0712777,0.82381916,0.87760377,0.8885065,1.0011919,1.1018397,1.0548882,1.2858914,1.0501727,1.0595063,0.949756,1.16129,0.79628843,1.2756119,1.0152795,0.9994828,1.1116568,1.1857158,1.1438408,1.1137367,0.9602482,1.1188128,1.2798077,1.0633417,1.2270466,1.1759471,0.87987095,1.014006,1.2112696,1.2316589,1.1512359,1.0883081,0.9759977,1.0318539,0.95706373,1.0831131,0.9728339,1.0521863,1.073116,0.97660863,1.1615264,1.1597393,1.0897901,1.1151087,1.0941038,1.0734662,1.0880593,0.9953147,1.2560703,0.60079837,1.0120472,0.9570621,0.47481662,0.47922838,0.46031988,1.0524479,1.1489708,1.0130514,1.0440658,1.0714793,0.991475,0.5755326,1.0443677,1.0803745,0.7568591,0.662285,0.98025614,0.6879957,1.0620372,1.1282973,1.0938764,1.0123411,1.0144433,1.2553556,0.9262951,1.0140676,1.1636082,1.1720839,0.9727954,0.9022787,1.0936722,1.2930148,0.0,0.81931436,0.8825447,1.1201746,0.72084767,0.70462525,0.93372893,1.1113003,1.0886805,0.8665321,0.9281946,1.0431721,1.0240569,0.9754355,1.0899215,0.6332108,1.195822,1.1220412,1.1929939,1.0111667,1.1517575,0.9931066,1.1911238,1.1675406,0.9399935,1.1363031,1.0269327,1.2936218,1.0166856,0.94062006,1.126815,0.69929934,0.9794119,0.8234255,1.1564708,1.0755094,1.0610268,1.0418085,1.0004932,1.0252731,0.97342026,0.8823856,1.0054431,1.1404452,0.8310369,1.2406667,0.9362021,1.054011,1.0738474,1.1398938,0.54117656,0.62842685,1.0181395,1.1108844,1.1830701,1.0693517,1.1261816,1.2725687,1.2012936,1.2297467,0.85444385,1.0619926
muffin,0.952705,1.0064335,1.0210646,0.8526866,0.9820536,1.0158998,1.0174302,1.2287332,0.8007145,0.88684964,1.1179067,1.2086027,0.6702741,1.3109088,0.8470869,1.0484626,1.0599499,1.2395352,1.1939262,0.88549787,0.83372706,1.2625556,1.2341124,0.77807605,1.2633479,1.3367461,0.9907125,0.529565,1.1048644,1.279441,1.0208526,1.2029849,0.9795017,1.1512548,0.9253883,1.0277874,1.0204393,0.8822137,0.9835984,1.2016003,1.0433798,1.2360843,0.992803,0.5466734,0.841359,0.9254259,0.99503124,0.94185156,1.3081257,0.6966376,0.82180995,0.9311664,0.8506675,0.6687306,0.8220258,1.0627798,1.2492774,1.0885543,1.153078,1.1117778,1.0077682,0.9383331,1.0366424,1.0576597,0.84706867,0.6760193,0.9960986,0.7353549,1.1535456,1.256346,1.0819535,0.99576974,0.953875,1.1919423,0.9099968,1.1164424,1.1686924,1.2148535,0.84397525,0.70741606,1.2179556,1.3171427,0.81931436,0.0,1.0284053,1.039034,1.0021392,1.071474,0.8532118,1.0246136,0.4692378,0.8089304,0.8447542,0.9666108,1.1930568,1.1809299,1.1462181,0.6684795,1.1563537,1.1930445,1.2475612,1.1201172,1.1307502,0.935159,1.2072937,1.2802584,0.9706338,1.0217433,0.9656054,1.3328618,0.9887001,0.96079695,1.1218781,0.7803059,1.0703658,0.94064003,1.2400454,0.94792825,1.032995,1.10868,1.2062874,0.7714859,1.0124141,0.8250094,1.1473887,1.1156882,1.0146186,1.2641199,0.8707932,0.97878665,0.88854647,1.1577098,0.79522383,0.88173676,0.831506,1.0320671,1.1317879,0.97629863,1.0822655,1.3272254,1.2866508,1.183954,1.0825746,0.9423655
nail,0.97818077,0.8742103,0.53217566,1.3527217,0.6108893,0.67951226,0.6352034,0.99883294,1.3973242,1.4058683,0.32832062,1.2482129,1.3397926,0.70166165,1.3974483,1.2911958,1.2966471,0.27181023,0.64171755,1.3495902,0.8606986,0.79662925,0.93195975,1.2520678,0.6897358,0.7332418,0.698192,1.2841768,1.2674769,0.5733552,1.3535504,0.7157626,1.2418213,0.58699286,1.1599144,0.8018663,0.9804871,1.359083,0.8654383,0.23640883,1.433825,0.33008277,1.1439039,1.213368,1.2565914,1.3009609,1.248671,1.3358351,0.7777964,0.8096981,0.6708836,1.2457752,0.76897085,1.0015382,0.6248409,0.5182837,0.71049386,1.1375397,0.73517483,0.86436737,1.2463956,0.6615711,0.8718101,1.2153599,0.91844237,1.0727488,0.6323042,1.2183061,0.41941303,1.0436845,1.000209,1.2959734,1.3348722,0.91200584,1.2885988,1.0613704,1.2632914,0.5196331,1.15966,1.3393936,0.750577,0.9794053,0.8825447,1.0284053,0.0,1.071738,0.79779255,0.44756216,0.71982944,1.2772117,1.1678646,1.2977538,1.2671387,1.3517079,0.589505,0.6210841,0.95576453,0.71265244,1.1044896,0.914218,0.85357994,0.67448807,1.0329806,0.68946683,1.148505,0.90677834,1.042522,1.3120735,1.2588626,0.7223174,1.157376,1.3003783,1.1802043,1.2680185,1.2042332,1.2161897,0.67321575,1.25737,0.96035993,1.3109884,0.7802262,1.110311,0.42838836,1.1810153,0.93201673,0.9267711,0.6874894,1.1901681,1.279052,1.3372653,1.3863819,0.8740111,0.48170745,0.31796622,1.1752855,1.1533012,1.12543,1.2492305,1.2755208,1.0529045,1.0764463,1.1395633,0.19478214,1.313818
napkin,0.98444676,0.85551137,1.1380064,1.0907638,1.2784138,0.93104315,0.9849121,0.8531432,1.001139,1.0232445,0.7749697,1.0338622,1.0185567,0.9997285,0.7603252,1.0118674,1.1453509,1.0135865,0.9651903,1.1556575,0.9422093,0.6464282,0.6186713,1.1160773,0.5184061,0.97873753,0.97918,1.124471,0.52403426,0.9743725,1.0189228,0.72763574,0.96177304,0.73987293,0.9559513,1.0196646,0.84784687,1.059216,0.99964905,0.9283452,0.99962777,0.95107555,1.010961,1.2190393,1.1516753,0.84236014,0.7608235,0.8848671,1.0045605,0.7521435,0.9933676,1.1288341,1.0331919,1.2556642,1.0153782,0.84454083,1.0852453,0.92682356,0.8669748,1.068755,1.0828096,1.0821065,0.73376787,1.2162998,1.102908,1.2409793,1.0328472,1.1770704,0.9385143,1.1008458,0.96737427,1.1373994,1.0259328,0.9761685,0.9757727,0.7869891,0.78659654,0.71929395,1.0919188,0.95883256,0.74715555,1.087495,1.1201746,1.039034,1.071738,0.0,0.85697496,1.01744,1.0277,0.7732177,1.2069831,0.9178182,0.7756597,1.2004323,0.80478513,0.767635,0.84512055,1.1013261,0.53526324,1.0771496,1.1126411,0.9160721,1.0126005,1.1338223,0.8313571,0.92075396,1.0748702,0.61988413,1.1809806,1.0378386,1.2644861,0.74924606,0.9804825,1.033508,1.0049064,0.93877906,0.90672964,1.1981381,0.5709104,1.1987064,0.8809031,1.1768216,1.0695368,0.6537969,0.7908825,1.034368,1.0945165,1.0710062,1.1133,1.2013055,1.3103974,1.0405807,0.9454038,0.9273227,1.2114936,0.039981604,1.2374281,1.2156363,1.2152767,1.0584294,1.0678293,0.7057496,1.0088661,1.1341158
