,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
broom,0.9178303,0.91869396,0.9212647,1.2906196,1.0491512,0.8511166,0.8220904,0.7913439,1.3233402,1.305857,0.5692692,0.9637959,1.4910281,0.7198154,1.3052604,1.1708009,1.1901331,0.668084,0.82119405,1.2424425,1.0529729,0.0,0.65684104,1.1277595,0.41311902,0.819631,0.7230529,1.3544179,0.71007216,0.7032031,1.0168693,0.7055671,1.210983,0.6771221,0.9022925,0.9297976,0.66818285,1.3150702,0.9486253,0.50033146,1.0800537,0.6995475,1.013563,1.2574979,1.2844303,0.9158295,0.8457225,1.2013187,0.7483149,0.98194814,0.9556085,1.211051,1.0838138,1.3154457,0.9524815,0.78260195,0.7549561,1.0843762,0.6245192,0.8912543,1.1771573,0.96840376,1.0285498,1.219528,1.2622058,1.3312778,0.8884333,1.3560941,0.89891744,0.9989217,0.8585464,1.1267638,1.3398781,0.84499973,1.3205354,0.7949443,0.5587703,0.4113767,1.249497,1.4505894,0.22069031,0.8863429,1.1188128,1.2625556,0.79662925,0.6464282,0.88507444,0.76302207,0.97122073,0.9930531,1.2335532,1.3881567,1.1718427,1.3076344,0.41568303,0.3823135,0.8826879,1.0961623,0.89109045,0.9242474,0.85015225,0.8437155,0.8979338,1.0056014,0.8824832,0.7414329,1.0915788,0.8609599,1.3695349,0.7537771,1.2987101,1.0941346,0.84499687,1.3678881,1.1043425,1.1735519,0.55910146,1.3007638,0.7682134,1.1259601,0.7979553,1.2271684,0.84336287,1.0674865,0.70007664,0.8691516,0.9212999,1.0024886,1.3326144,1.1604142,1.3851312,0.96445847,0.8951092,0.9090122,1.1517462,0.6880066,1.0904443,1.1503865,1.204436,0.85257876,0.9644582,0.3342359,0.80857986,1.1925347
bucket,1.0713868,0.89219743,0.93605065,1.2957847,0.9372219,0.79718137,0.8534726,0.43970895,1.1093904,1.2693539,0.73528916,1.0135151,1.4290638,0.7479713,1.2659631,1.1928777,0.99320924,0.63932794,0.52960896,0.945341,1.1154952,0.65684104,0.0,1.0908563,0.20985037,0.7663499,1.042847,1.3267341,0.66684604,0.6660977,0.9005444,0.7931442,1.2375164,0.8765087,1.0397041,0.9939625,1.0060345,1.2351336,1.0426006,0.8150244,0.8583953,0.49357367,0.8261938,1.2616673,1.0684912,0.8934621,0.6740743,1.2657254,0.7387829,1.1087517,0.9036732,1.1529067,1.1942023,1.361124,1.1195456,0.8922131,0.7692785,1.0392727,0.7257529,0.96666574,0.9797413,1.1371658,0.91369826,1.2363045,1.0371433,1.3683211,0.9162616,1.3176664,0.8128348,0.94025606,0.9396134,1.0639994,1.3826431,0.44596827,1.3779941,0.8020517,0.7356153,0.54903036,1.2481545,1.3211204,0.7914235,0.8087429,1.2798077,1.2341124,0.93195975,0.6186713,0.977358,0.9345484,0.9230278,0.7504426,1.2273393,1.3941178,1.2501585,1.1433924,0.7377391,0.74082255,0.9509379,1.133028,0.73736155,0.9885914,0.89333355,0.697419,0.94410604,1.0458754,0.84808314,0.4778635,1.037929,0.65582556,1.3246878,0.73141026,1.2509305,1.1376601,1.075996,1.4079511,1.1005917,1.1745225,0.7911361,1.1243787,0.6319907,1.1771855,0.852258,1.2595924,0.9274809,1.0341023,0.72881633,0.9276595,0.93784326,0.9379608,1.3532825,1.2796718,1.234873,0.6619468,1.0657347,1.0399783,1.0693051,0.69448376,0.82762784,1.0441455,1.2491341,0.69408786,0.70202136,0.5127207,0.9135017,1.1621358
butterfly,0.8902042,1.312845,1.112344,0.8868213,1.0951215,1.1803721,0.9470068,1.2021029,0.7730673,0.7593072,1.2473379,0.9889925,0.90376747,1.1571323,0.85903347,0.9616431,1.0418488,1.214707,1.2005742,0.89611745,1.1860685,1.1277595,1.0908563,0.0,1.1830298,1.2580228,1.0660152,0.70365834,0.8927243,1.2260128,0.85541034,1.2019674,1.0101694,1.2016252,0.97001857,1.1602963,1.0607986,0.70291615,1.1758994,1.1970843,0.8761554,1.2449338,0.97633266,0.80054134,0.92452526,0.69786435,0.9227804,0.8945043,1.1868169,1.0013789,1.0407146,0.89977753,1.0010146,0.89074826,1.1637518,1.0777394,1.2213823,1.1506138,0.91989034,0.8800965,0.7563124,0.9937961,1.1692662,0.9417441,0.9984869,0.8922034,0.9893295,0.7837532,1.3008945,1.1123632,0.96938235,0.831044,0.921173,1.0610728,0.9357259,0.9356222,0.9115508,1.2218075,0.8692404,0.84833467,1.197186,1.1355056,1.0633417,0.77807605,1.2520678,1.1160773,1.2384799,1.2454544,0.99544173,0.8277757,0.6856922,0.93857116,0.86157924,0.94544077,1.1118925,1.1399629,1.301758,0.9955496,1.0343541,1.2887226,1.0667787,1.0885246,0.9590064,1.224009,1.048612,1.2777307,1.0664008,0.8158869,0.94112855,1.1681716,0.98652685,0.96822953,0.7831491,0.86856484,1.1473285,0.95466036,1.047267,0.82905245,0.98368275,0.9741493,1.3244417,1.0435545,1.005119,0.98919505,0.91979426,0.8850166,1.1016195,1.0607774,0.8195886,0.87572026,0.76887536,1.1262565,1.2303654,1.1163098,0.7183173,1.0614746,1.0270852,0.86028457,0.96133304,1.1332762,1.1693498,0.9630624,1.2326881,0.8556887
can,1.0314567,0.9380749,0.9505621,1.3461598,1.0360423,0.8362312,0.8257443,0.6263624,1.2090871,1.2970828,0.42410386,1.0040323,1.5148103,0.69869983,1.2877617,1.2096267,1.147623,0.43850982,0.58518493,1.1311297,1.09311,0.41311902,0.20985037,1.1830298,0.0,0.7066498,0.9305217,1.3707701,0.5464442,0.60111594,0.9407423,0.5844307,1.2209575,0.61638707,1.0046755,1.0033273,0.94398236,1.2656715,1.0425204,0.5368273,0.99517846,0.38928533,0.9717618,1.3409852,1.2610965,0.818764,0.6615893,1.2366273,0.75128126,1.0042112,0.9888297,1.2390368,1.068116,1.3449433,1.0374829,0.69011354,0.729864,1.0848259,0.6891036,0.96856153,1.1248788,1.0076056,0.89082617,1.2372614,1.1938466,1.3506992,0.9054899,1.4154494,0.68030876,1.0072099,0.9070838,1.1619369,1.378169,0.6503445,1.3573816,0.8413484,0.6818005,0.31812775,1.3213015,1.4402611,0.5052456,0.8178541,1.2270466,1.2633479,0.6897358,0.5184061,0.91724074,0.7094261,0.99414647,0.6935691,1.3041929,1.400199,1.1596813,1.2782876,0.5834619,0.59474415,0.91238964,1.1895981,0.71939445,1.0192541,0.83020306,0.72130555,0.9664164,1.105304,0.8791689,0.5149298,1.142193,0.6001632,1.3802693,0.72968614,1.316526,1.1425831,1.0880061,1.4016396,1.1430538,1.1542394,0.648415,1.2305365,0.45507497,1.2596312,0.7867938,1.26607,0.81863594,1.0012589,0.7545372,0.91191846,0.9583529,1.0095131,1.3631124,1.3028138,1.3620867,0.87001044,0.9454701,0.8444894,1.2228442,0.5800512,1.0297325,1.1963186,1.2322097,0.7538414,0.8186974,0.47795928,0.6988821,1.1582506
car,0.8841915,0.94932795,0.8668233,1.4127988,0.8557948,0.87808394,0.84271914,0.68424416,1.3581917,1.3655365,0.6591178,0.9438411,1.4439144,0.55172247,1.3586621,1.0657663,1.0545086,0.58535814,0.6892459,1.2216531,1.0675391,0.819631,0.7663499,1.2580228,0.7066498,0.0,1.0973458,1.3523151,1.0239317,0.6053512,1.1987379,0.77408344,1.1919228,0.808369,1.12382,0.9283638,1.0316261,1.3603715,0.96956587,0.69033754,1.1662879,0.60028934,1.0247853,1.1458641,1.08324,1.2356194,1.0383021,1.2803068,0.5622435,1.2032492,0.9633488,1.102381,1.1569035,1.2332375,1.0960441,0.82411397,0.6150136,0.87719184,0.7924097,0.8103198,1.1115042,0.99413407,0.84901625,1.1034508,1.1999413,1.1829585,0.8625756,1.3739574,0.5616405,0.80873203,0.8335585,1.0985712,1.2088356,0.7205762,1.3065784,0.9832484,1.0001897,0.70594704,1.1400882,1.3414104,0.82289,0.44076335,1.1759471,1.3367461,0.7332418,0.97873753,1.0275185,0.8050033,1.0470415,1.0681391,1.2375399,1.3956743,1.3212218,1.2044594,0.71119976,0.73995775,0.843277,1.103865,0.9310667,0.86337966,0.6813853,0.7702117,0.80889064,0.8862885,0.8766225,0.64415556,1.0813184,1.1305954,1.1403236,0.5517068,1.1032898,1.2523547,1.0265758,1.392532,0.8974562,1.1853931,0.7445872,1.213121,0.9795081,1.0237261,0.6830387,1.1573336,0.7796212,1.2278394,0.9057182,0.7630207,0.9185385,0.6952635,1.344274,1.1355857,1.3611642,0.9208853,1.0502827,0.93090534,1.2602923,1.0626293,0.91126156,1.1964078,1.0204718,0.51390946,0.5083013,0.9091138,0.6844932,1.1642909
carrot,0.79495233,0.94352704,0.599562,1.109205,0.8085536,0.8275698,0.6374268,1.1048205,1.191913,1.2839923,0.80221456,1.2453847,1.2481778,1.0132245,1.2652326,1.1441889,1.086965,0.86186063,0.9778681,1.1134527,1.0220891,0.7230529,1.042847,1.0660152,0.9305217,1.0973458,0.0,1.2315524,1.1997932,0.8404993,1.2530887,0.8605336,1.1392026,0.764626,0.88187027,0.83406043,0.5846992,1.229316,1.0167508,0.49376273,1.2352316,0.8867802,1.0159776,1.086562,1.0862914,1.2337971,1.1294256,1.2223384,1.0756516,0.86151314,0.77739376,1.1782418,0.9624584,1.0746841,0.7437299,0.74324316,0.9568776,1.2379408,0.83401126,0.6656615,1.0475533,0.94233954,1.0645226,1.2567948,0.9049653,1.1893048,0.69923234,1.069439,1.0199723,0.9441456,0.91629875,0.9764287,1.2820578,1.115485,1.2241237,0.85771513,1.1705624,0.8200632,1.0486559,1.1941197,0.7446219,1.2391105,0.87987095,0.9907125,0.698192,0.97918,0.93622774,0.8550967,0.52445185,1.2481602,1.1689276,1.2516147,1.2079186,1.1120017,0.7277645,0.7096844,0.9818018,0.80315524,1.0550117,0.9557065,1.1380098,0.75868875,0.90798855,0.8979472,1.1499636,1.0848743,0.73636234,1.2470317,1.2150726,1.0181738,1.1506695,1.0618696,0.73196125,1.2394698,1.247449,1.1767406,0.7337114,1.1731812,0.9572952,0.97643757,1.0309981,1.1456625,0.7661163,0.99048513,0.76040816,1.0321672,0.61189544,1.2118307,1.1955292,1.1917237,1.2056288,0.78269064,0.7399667,0.7789682,1.0300612,1.036163,0.9416809,0.95710975,1.2233815,1.219203,1.1978234,1.0436349,0.7881951,1.2680202
cat,0.8749394,1.2415582,1.3809025,0.6890825,1.274998,1.2348368,1.231246,1.318546,0.4883312,0.51134324,1.288717,0.9337053,0.53894395,1.2037195,0.5507883,0.78379023,1.0491304,1.353452,1.3752295,0.8874445,0.97919667,1.3544179,1.3267341,0.70365834,1.3707701,1.3523151,1.2315524,0.0,0.94256365,1.4407384,0.7240939,1.1811877,0.8533872,1.2412924,0.98769176,1.2237362,1.1810746,0.6056698,1.0607439,1.4236248,0.80393916,1.4103398,1.0197468,0.36834973,0.8543015,0.7040565,0.96827936,0.76075935,1.2225728,0.95098186,1.170579,0.7243675,0.9642457,0.75536275,1.1111999,1.1980176,1.2813483,1.1071227,1.2863498,1.2063702,1.0201623,1.0557218,1.1052058,0.8050411,1.0638137,0.70456636,1.2387356,0.7425141,1.3063606,1.192541,1.0350496,0.8382791,0.63683623,1.2642132,0.6569544,1.1076481,0.9881425,1.3542452,0.78695226,0.6651745,1.2794726,1.20591,1.014006,0.529565,1.2841768,1.124471,1.2056081,1.2408023,1.2153399,0.7945094,0.22992301,0.5724011,0.6704356,0.8685995,1.379092,1.4002135,1.2442493,1.1173322,1.1165934,1.2383782,1.1754904,1.3677664,1.0215735,1.1886356,1.1619406,1.3774371,1.1795187,0.7992271,0.8169847,1.2404511,0.8706528,0.9698057,1.1274914,0.5721969,1.077441,0.9053041,1.302054,0.7278824,1.0176817,0.971281,1.3428183,0.559204,1.2345762,0.8248953,1.2291195,1.1175828,1.3361919,1.1196102,0.6324973,0.8252076,0.67315197,1.3548487,1.145403,1.022422,0.75846565,1.0219532,1.142008,1.0041056,0.86340165,1.2518668,1.2407453,1.17069,1.3334689,0.66857046
chair,1.1767297,1.1131167,1.3874745,0.94053364,1.3746178,1.1926928,1.2645131,0.87809545,0.751342,0.6246581,0.9229857,0.5828232,1.0448442,1.1624389,0.70004654,0.7584785,1.0491339,1.1218114,1.1606607,0.9738462,1.2629025,0.71007216,0.66684604,0.8927243,0.5464442,1.0239317,1.1997932,0.94256365,0.0,1.1652821,0.5181464,0.9159806,0.8712346,0.99104506,0.84216636,1.3231761,1.106781,0.6840606,1.2676234,1.1745725,0.5264525,1.125442,1.0315895,1.1681048,1.1542115,0.37647092,0.5160055,0.83690464,1.1775769,1.0182561,1.2855556,1.0595278,1.0800543,1.1365501,1.1751316,1.1909884,1.1851691,1.0032479,1.0447878,1.317232,1.0674752,1.1143401,0.9222489,0.9613651,1.3225874,1.0724155,1.1709247,1.0645299,1.1041121,1.1052859,1.0414354,0.8794395,0.8548965,1.054392,0.88578963,0.7424406,0.38575834,0.8483731,1.1685721,0.93469435,0.8384631,0.90809506,1.2112696,1.1048644,1.2674769,0.52403426,1.1146693,1.1434916,1.2592933,0.42165875,1.1033791,0.8748903,0.68005186,1.0383594,0.9683523,0.9677244,1.1110761,1.3461735,0.7358385,1.247854,1.0976514,1.1169416,1.1010824,1.3212578,0.7804707,0.8641712,1.2049937,0.28566444,1.1150427,1.2112491,1.2360823,0.87028795,0.88506454,0.8941152,0.9958546,0.88664436,1.0912212,0.96377546,0.54246193,0.86240494,1.0323503,1.0180122,1.2862269,0.74819005,0.84443593,1.0176879,1.3102096,0.8398414,0.90924996,0.96481776,0.8721328,1.169404,1.2599896,1.1969595,1.0692419,0.4579423,1.0587623,0.9875026,0.99243253,0.8739511,1.0441011,0.4602809,1.2023653,0.76053447
clock,0.8533034,0.94369864,0.7305846,1.3704135,0.6964029,0.5978503,0.6501832,0.66777337,1.4674404,1.4810258,0.6366751,1.2125949,1.4915296,0.4694572,1.4581728,1.3467648,0.99779254,0.4717263,0.5419447,1.1923997,0.9998346,0.7032031,0.6660977,1.2260128,0.60111594,0.6053512,0.8404993,1.4407384,1.1652821,0.0,1.2568784,0.6689908,1.3046577,0.60347176,1.0825921,0.72790086,0.9146669,1.3976059,0.8911218,0.5497534,1.2406365,0.4364345,0.9933345,1.1756148,1.0650192,1.2919766,1.1582044,1.347672,0.53068423,1.1221948,0.7567061,1.1901135,1.1177304,1.2729232,1.0924144,0.65404403,0.5567794,0.9768768,0.73095715,0.65149593,1.1765044,0.9656872,0.96548724,1.2105805,1.020262,1.3077393,0.76529235,1.4085442,0.5162569,0.84348166,0.8624547,1.1632427,1.4225583,0.50027245,1.4107547,1.0584967,1.1104708,0.4683668,1.1938118,1.4621084,0.733022,0.752822,1.2316589,1.279441,0.5733552,0.9743725,0.8843111,0.6608384,0.81080127,1.2045019,1.2152535,1.4923842,1.4216145,1.1781986,0.7049016,0.7024983,0.8127614,1.0140874,0.8429996,0.82651365,0.7663022,0.6331155,0.8383541,0.8486509,0.95825386,0.625285,1.0204498,1.2210436,1.2307832,0.463659,1.1302187,1.2366203,1.0285903,1.4933746,1.0460329,1.2869688,0.7044193,1.3014307,0.9503012,1.2917268,0.74292684,1.2424891,0.6172831,1.2613959,0.9149168,0.85720384,0.7736803,0.97054994,1.3801491,1.2692742,1.3522274,0.6691841,0.9564963,0.92870325,1.2119092,1.0716155,0.84439385,1.1125098,1.1943815,0.7669536,0.78192556,0.9069961,0.62337494,1.2783705
closet,1.1915509,1.2623949,1.4425842,0.77984476,1.3811525,1.3090448,1.3324026,0.87549704,0.4275489,0.43109274,1.2731395,0.69364345,0.8280562,1.2768512,0.5825246,0.7208347,0.7381511,1.2375207,1.2170706,0.60333896,1.1547973,1.0168693,0.9005444,0.85541034,0.9407423,1.1987379,1.2530887,0.7240939,0.5181464,1.2568784,0.0,1.1006495,0.79659235,1.2606145,1.0154722,1.2200216,1.1275052,0.57289344,1.1723514,1.390238,0.28928077,1.2672246,0.94357795,1.001148,1.0044383,0.3957237,0.56646675,0.7952096,1.2192931,1.253873,1.4050395,1.0298557,1.132936,1.001196,1.3470814,1.394083,1.2420331,1.1297536,1.1555953,1.3305395,1.0464758,1.1547413,1.3070014,0.80052066,1.2438935,0.9447014,1.257248,1.0149847,1.3087652,1.0961031,1.1962134,0.65289605,0.6823696,1.0071663,0.7409215,0.935176,0.52380633,1.1322674,1.027255,0.995679,1.0481586,1.0268263,1.1512359,1.0208526,1.3535504,1.0189228,1.3008039,1.3109385,1.2835033,0.52672416,0.9195151,0.7596742,0.7971269,0.6809995,1.1765596,1.2010055,1.1303937,1.3631661,1.0834683,1.1348705,1.1137295,1.2227247,1.2001266,1.3389598,0.9296269,1.0437618,1.1896051,0.38120925,0.9503017,1.2992928,0.91414565,0.96589226,1.0075488,0.7381767,1.1086116,0.9986692,1.3652699,0.683767,0.82795596,0.7975013,1.3141668,0.80734366,1.3711469,1.0595279,1.0818464,1.1317519,1.36693,0.91646045,0.7026305,0.8234529,0.5021628,1.221533,1.4175391,1.3237122,0.82436776,0.8795997,0.84894276,0.79292184,0.7721489,0.95195055,0.9570756,0.6804107,1.4056954,0.5803782
