,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
shorts,1.0163332,1.0018715,0.76004654,0.6604366,1.0848128,1.020137,0.9285815,1.1069267,0.9565592,1.0989258,1.1430049,0.97610325,0.8714931,0.9348089,1.0565792,1.0960561,1.1068345,1.1855915,1.113491,1.0818729,0.98496693,1.0815096,1.1269615,0.96291906,1.1372806,0.99407065,1.0046457,0.9191965,1.1662226,1.0026783,1.0789948,0.7451476,1.0100881,0.8481313,1.175219,1.018116,1.1968306,0.9451753,0.9942403,0.8174466,0.89819044,0.971014,1.1732475,1.0357345,0.81675166,1.2352439,1.1368476,0.8467942,1.2195531,1.2792389,0.8728172,1.0398595,0.9071527,0.79369503,0.8421593,0.7253734,0.9702299,1.0771624,0.9355898,1.0134144,0.8753991,1.1107754,1.0444365,1.1233482,1.0882231,0.84209096,0.89509785,1.192749,1.0713406,0.8762185,1.0572327,1.1958032,1.1089225,1.0205448,0.861673,0.7975258,1.0182937,1.0956349,1.171998,0.92603594,1.1215959,1.1477169,1.0628598,1.0875937,1.0366273,1.012222,0.94454545,0.9190214,1.1038224,0.9652014,0.92471915,0.0,1.0759147,1.0130426,1.0769659,1.2033023,0.7079569,0.98888457,1.1958327,1.0921375,0.76179403,0.80629,1.1114333,1.0854236,0.9211823,0.9584185,0.9129438,1.0355954,1.2381903,1.1706274,0.952247,0.99918026,1.2075388,0.9771214
shovel,1.3101099,1.0212575,1.2130299,1.1120718,0.9999175,0.9058478,1.0549713,0.6962574,1.3180983,1.3831506,0.84169495,1.2538366,1.4043533,0.7791468,1.3755399,1.0495102,1.0960368,0.7774505,0.73778886,1.2057855,1.1341403,0.64555633,0.8015783,0.7965511,1.0378911,0.99388343,1.2655306,0.8565255,0.746188,0.78621686,0.80263865,1.0477881,1.4060638,1.136321,0.6372442,1.2091951,0.605911,0.83688605,0.99937105,1.119944,1.2309155,1.0569853,0.7603321,1.2741699,0.9278137,0.7078774,0.9387369,0.77901477,0.55444413,0.89739436,1.010984,1.0022665,1.0297737,0.97370875,1.3318439,1.2144301,1.0535791,1.135058,0.9994992,1.3642195,1.3427937,0.44418865,0.6559904,0.79163,1.0298327,1.2108114,1.2932223,0.95244724,0.7759554,0.84313345,0.9315093,0.9875878,1.1662624,0.8769661,1.4164352,1.332641,1.3281038,0.6267835,0.646033,0.9056816,0.8843172,0.9688293,0.9225481,1.1321259,0.6730765,0.93673605,1.0293044,1.1045221,0.33529198,1.3671011,0.9513085,1.0759147,0.0,0.8987595,1.194679,0.7250751,1.0149754,1.1503729,0.42042077,0.98500437,1.0170282,1.1956508,1.303081,0.6118151,0.8894697,1.0896592,0.842186,0.79408723,0.80383396,1.2186754,0.77154803,0.6289244,0.815958,1.3130444
sink,1.1000516,1.2012365,1.1544771,0.949381,1.2569075,1.0661321,1.000918,1.0588523,0.52839905,0.8605997,0.93268967,0.87977755,1.0618784,1.2681344,0.9034728,1.0587777,1.0917354,1.0350573,0.92011875,0.9491912,1.0796756,0.8061968,1.1663747,0.7472544,0.8828718,1.0265772,0.9044115,0.70549583,0.9759813,0.86635214,0.9005444,0.907264,0.9919538,1.1525091,0.97041744,0.83176315,0.82547635,0.8027197,1.1495705,1.185191,0.84942937,0.8094496,0.82568836,1.0835621,1.1214609,0.97138655,1.11635,0.97273374,0.960458,1.2734652,0.8497051,1.1543002,1.1651131,1.29884,1.0476581,1.0920705,1.1646187,0.9523732,0.9995181,1.1038995,1.0294037,0.88711905,0.89886826,0.7960019,0.90577817,1.2152511,1.2340393,1.0706396,0.88400024,1.112796,1.1501162,1.1772408,0.932279,1.2087094,1.0659553,1.0876229,1.0342927,1.0013857,1.0140532,0.99744004,0.9707823,1.058204,0.7866417,1.0483412,1.0096332,0.9629036,1.1595354,0.80209726,0.9784842,1.071788,1.0141207,1.0130426,0.8987595,0.0,0.6754381,1.0496038,1.1583158,0.948993,0.82469416,1.2069604,0.9803806,1.1378839,0.9042273,0.939573,1.0758575,1.1666175,1.0493821,0.9365261,1.225241,0.9237131,0.99059457,0.97202945,1.0463034,0.9457476
slide,0.79814744,1.2891233,0.96684265,0.8679377,1.1545384,1.1909922,0.9209665,1.3447367,0.264956,0.43040586,1.2466493,0.50531566,0.5785708,1.3138477,0.4588188,0.94254583,0.98647004,1.3107927,1.0219387,0.7555753,0.8968864,1.2360251,1.1771121,1.1068306,0.78172666,1.127201,0.72489965,0.86575437,1.2807081,1.148175,1.3235159,1.0685551,0.52995634,1.1792237,1.4539001,0.5097959,1.2359353,1.023488,0.9579183,0.9162281,0.8814167,0.7296897,1.2982396,0.77442807,1.1999123,1.3601485,1.3042829,1.2148446,1.3506567,1.151734,0.9002903,1.2770305,0.884739,1.178859,0.9067307,0.773461,1.1966691,0.8742795,0.973017,0.6890538,0.60819507,1.4128016,1.2702936,1.2994748,0.8249529,0.7888664,0.9112265,1.2950739,1.1786108,1.3602222,1.2366824,1.172764,0.6651116,1.1066597,0.52736056,0.75652194,0.77916163,1.4229865,1.4191678,1.10611,1.1036562,1.2246032,1.007261,0.9357015,0.98794585,0.984138,1.2536517,0.9023133,1.0721173,0.690122,1.0249919,1.0769659,1.194679,0.6754381,0.0,1.4269372,1.0557551,0.86941856,1.3496554,1.3529654,0.92291,1.0157578,0.48907745,1.3279178,1.3339514,1.2475564,0.93659747,1.1828501,1.1410335,0.6844025,1.1763734,1.279348,1.3772657,0.7734542
slipper,1.3762372,0.52678823,1.1898785,1.2543149,0.7209611,0.7438581,1.2091187,0.5172951,1.4957559,1.4537303,0.69631827,1.54034,1.5481791,0.74716556,1.5140474,1.1724825,1.1363049,0.3412652,1.0169929,1.3483413,1.0821472,0.666042,0.8816112,0.93708026,1.1065385,0.90074027,1.3696963,1.1745789,0.63140094,0.9859272,0.6948346,1.1215389,1.4680871,0.9633551,0.313484,1.5063306,0.4349543,1.1064547,1.0758611,1.2379596,1.3552856,1.3351988,0.33876097,1.3003241,0.6627772,0.54736906,0.6261776,0.6454787,0.3946643,0.79948163,1.1980968,0.5754905,1.2062597,0.9462733,1.2003543,1.314436,0.756791,1.1985354,1.3063151,1.4326798,1.421084,0.5336783,0.9755031,0.5443597,1.3123087,1.3646019,1.2115359,0.16694844,0.8039855,0.45283657,0.7168201,0.56942165,1.2904518,1.0023382,1.5348679,1.3737911,1.4240866,0.4733879,0.49704772,1.060298,0.92316574,0.9190532,1.0247159,0.9513853,1.0903692,1.0055989,0.77359575,1.2626725,1.0007769,1.4050333,1.2374026,1.2033023,0.7250751,1.0496038,1.4269372,0.0,1.0763011,1.2776511,0.36945796,0.36565322,1.3173782,1.2081454,1.4509368,0.5176268,0.32523912,0.49601007,0.9652028,0.84965885,0.602608,1.3677716,0.9263881,0.8345709,0.16032147,1.3097913
sock,0.9909667,1.040743,1.0205489,0.86591244,1.0067056,0.86707616,0.96443796,0.98207986,1.0504819,1.0445756,1.0904769,1.106176,0.78855705,0.81648386,0.9871954,1.1071578,1.1358616,1.102281,1.1136326,1.1452277,1.0484993,1.0034671,0.89520067,0.91172975,1.2616239,1.0112679,1.0629803,0.9079935,0.98113567,0.9620198,1.0958169,1.0040226,0.99041235,0.98672014,1.071714,1.012925,1.1569154,0.9941269,0.9110025,0.77167255,0.97724843,1.1244285,1.0766729,1.0079552,0.9562556,1.1518183,1.1792288,0.9807977,1.2764466,1.0256727,0.9184969,1.1090835,0.63014907,0.7607646,1.0948308,0.9892533,0.87272537,1.1089659,1.0550289,0.9913393,0.91821796,1.124673,1.0444605,1.101789,0.98114276,0.4820422,0.84225667,1.153934,0.7854476,0.9438882,1.0322903,1.0541692,1.2000554,0.7969296,0.8834207,0.73069,1.0456821,1.0624969,1.1918033,0.9433769,0.8914233,1.1792492,1.1762105,1.0794958,0.8984133,1.0586214,1.0231478,0.94811296,1.1058123,1.0021051,0.8263081,0.7079569,1.0149754,1.1583158,1.0557551,1.0763011,0.0,1.0985053,1.1923801,1.1185877,0.89352083,0.82991916,1.1585139,1.0645144,0.999847,0.7535862,0.9640824,0.7607691,1.0676203,1.2405679,0.9386592,0.98102564,1.1745354,1.0613627
soup,0.8628521,1.0322616,0.882188,0.99778676,1.0282145,1.1475455,0.9226408,1.2553581,0.84260774,0.9222912,1.0693182,0.85993695,0.8169235,1.2092241,0.8890682,0.9722187,0.9713182,1.2716482,0.39190352,0.79741263,0.72046065,1.1164572,1.0697386,1.0183891,1.0255188,1.0888933,0.99217397,1.2214882,1.2155223,1.1541065,1.208761,0.9735919,0.8973885,1.0037838,1.3317789,0.8757932,0.91861963,0.63589835,1.0363251,0.9632758,1.0119033,0.88657755,1.1672587,1.0817698,1.2053183,1.1826338,1.1679868,1.2600218,1.1559631,1.0682095,0.89204115,1.1633663,1.0078609,0.9779072,0.91413224,0.8792549,1.1956397,1.1236855,0.8989282,0.9707678,0.94509226,1.2574266,1.1801163,1.2267339,0.8842195,0.91657454,0.71725094,1.2454492,1.2695276,1.2855272,0.95208776,1.0931652,0.96348584,1.0149828,0.8291475,0.96687114,0.86052835,1.318785,1.1713818,1.0141116,1.1905763,1.0989985,0.46621698,0.8023896,1.1442626,1.007758,0.91186535,0.8970596,1.1466926,0.94219553,0.98272496,0.98888457,1.1503729,0.948993,0.86941856,1.2776511,1.0985053,0.0,1.2138413,1.2386869,0.9340544,1.0184455,0.7019456,1.1930593,1.2949277,1.1710392,1.0557334,1.2264874,1.1593839,0.4518124,1.1706164,1.3106916,1.2805388,0.934413
spoon,1.4168993,0.87236655,1.2930459,1.2033423,1.0109754,0.85366446,1.2215602,0.56148845,1.4280927,1.4149091,0.4993952,1.4502239,1.6047835,0.77524316,1.4570168,1.0916904,1.1642699,0.4860739,0.93874544,1.4185398,1.2506138,0.59494585,0.8386892,0.8234113,0.955991,0.9790666,1.2656516,0.9275124,0.63741875,0.82849264,0.51805913,1.1029735,1.5075879,1.1067479,0.41038883,1.437574,0.46295774,1.0706967,1.0851434,1.3030777,1.184268,1.1302224,0.38458133,1.2632592,0.8825846,0.36022663,0.6924383,0.68671036,0.2208445,0.9332165,1.0891279,0.839398,1.2728909,1.1387029,1.26675,1.3846431,0.9643775,1.0076686,1.0796843,1.4356252,1.442787,0.30233526,0.67084455,0.42560917,1.2474092,1.5025036,1.3780038,0.5630992,0.7138886,0.6539485,0.89678395,0.8247508,1.2094282,1.0221374,1.5611804,1.412977,1.4182358,0.5029818,0.47362268,1.0609937,0.76701057,0.86578727,0.9364333,1.1945887,0.9923325,1.0296856,0.97721636,1.1699015,0.69553536,1.4142319,1.1561776,1.1958327,0.42042077,0.82469416,1.3496554,0.36945796,1.1923801,1.2138413,0.0,0.71765536,1.068331,1.2296348,1.4313736,0.53162605,0.63196546,0.86030453,1.0083752,0.78188473,0.8728311,1.3883493,0.67633575,0.66255164,0.3996681,1.2410969
strawberry,1.1247058,0.68673134,1.0046341,1.1312704,0.8413469,0.9128435,1.0903305,0.69806707,1.3876276,1.3388984,0.893886,1.2872705,1.32875,0.7435895,1.3880813,1.1094784,1.0984288,0.44902194,1.1889182,1.2864139,0.9936483,0.8406164,1.0452719,1.0434928,1.1320055,0.87715805,1.1853749,1.2313924,0.83500993,1.0719332,0.90300834,0.97110516,1.2963525,0.775088,0.5696712,1.3472667,0.7547717,1.1973052,1.0955391,1.0569273,1.2587411,1.2428768,0.6568575,1.1889725,0.71510243,0.8221862,0.542332,0.7288754,0.56832284,0.86537373,1.2251587,0.5293424,1.1101,0.96013546,0.8834866,1.2027649,0.70293134,1.1594759,1.1029955,1.2736412,1.2212054,0.7830364,1.0091658,0.81258583,1.1984304,1.2277486,0.9941763,0.3316543,0.9968719,0.5191089,0.9331551,0.74647427,1.2128683,1.0977261,1.3672687,1.2053918,1.2447298,0.6735508,0.68173534,0.9730265,1.0230286,0.73883533,1.1257061,0.9196597,1.2189106,1.09356,0.82271284,1.2024803,1.149306,1.2598066,1.1863139,1.0921375,0.98500437,1.2069604,1.3529654,0.36565322,1.1185877,1.2386869,0.71765536,0.0,1.1576703,1.0417148,1.3591112,0.8102972,0.42826247,0.49627697,1.0455233,1.0310555,0.8076525,1.2782077,1.0536046,0.9312818,0.3375914,1.2217584
stroller,0.84801376,1.2097455,0.88330466,0.9952219,1.1396706,1.079348,0.93347037,1.0330358,0.91683525,1.0519295,0.928035,0.92575943,0.90510917,1.0105069,1.0094543,1.0574775,1.073645,1.1611667,1.0741796,1.0331606,0.9519013,0.9377117,1.1358039,0.771453,1.1116936,0.861722,0.9438743,0.7712816,1.0278788,0.94777167,1.0293577,0.82709146,0.9990907,0.89118475,1.1972256,0.7544414,1.205659,1.0954282,0.92741656,0.8564385,0.8181079,0.9527653,1.1929824,1.1352885,1.1468331,1.07382,1.0939187,1.0629388,1.1387454,1.1714106,0.94923824,1.0989225,0.9120714,0.8625436,0.9590714,0.97064686,0.9905191,1.0502862,0.7893513,1.069346,0.92962873,1.0957853,0.8568065,1.1010073,0.956034,0.8673058,0.8734172,1.2781385,0.99433947,1.0957693,1.1604757,1.2276471,1.0912901,1.1049292,1.0038124,0.8842875,0.9646357,1.1088127,1.1594126,0.88755476,0.90739226,1.0469741,1.0687978,1.0433512,0.95436496,0.99841547,1.017939,0.81117296,0.95994,1.1042905,0.98292994,0.76179403,1.0170282,0.9803806,0.92291,1.3173782,0.89352083,0.9340544,1.068331,1.1576703,0.0,0.8865412,1.091341,1.155084,1.1883826,1.0149988,1.0750306,1.0033287,1.1878284,1.0600148,0.7791861,0.87165326,1.2241873,0.99677736
sweater,0.9006791,1.0323919,0.6853671,0.9043925,1.1568515,1.1215653,0.9891265,1.2147065,0.90161085,0.8492652,1.083048,0.93906087,0.73538244,0.97399366,0.87653035,1.0794256,1.2448957,1.1794555,1.2615393,1.1949168,0.9977466,1.252217,1.0856711,1.2068373,1.221274,0.7852785,0.89625704,0.9306616,1.2342072,1.0434481,0.9769894,0.8011619,0.70018435,0.6453279,1.1912813,1.069849,1.275877,1.1726034,1.159311,1.0280951,0.9168406,1.0880797,1.1598686,0.6796448,0.93024397,1.1644697,1.2608178,0.8325699,1.2128011,1.2640007,1.1078498,0.9181024,1.0266411,1.1745744,0.6547063,0.93263507,0.85818505,0.9700301,0.8378683,0.6326014,0.6734103,1.168539,1.052436,1.1759295,1.1982228,0.8885412,1.0138696,1.1395642,1.0220119,0.79529536,0.9946551,1.1415895,1.0617537,1.0703466,0.7251842,0.4747883,1.0123538,1.1489115,1.197636,1.0514386,1.1207391,1.1830692,1.2789049,1.0673916,1.1163588,1.1555405,0.8337083,1.0174617,1.2265391,0.5745965,0.97203726,0.80629,1.1956508,1.1378839,1.0157578,1.2081454,0.82991916,1.0184455,1.2296348,1.0417148,0.8865412,0.0,0.9146564,1.283455,0.91004413,0.81161904,1.2480787,1.0280313,1.3867683,1.1622444,1.0356698,1.109199,1.0760641,1.0070412
table,0.7369485,1.2647954,0.9217097,0.9813528,1.111097,1.2621813,0.93443,1.3421328,0.4233222,0.48652518,1.1578132,0.49522644,0.6666272,1.3642623,0.58082825,0.9255634,0.7613918,1.3252659,0.90741634,0.4198047,0.9658914,1.2947633,1.2038395,1.2033783,0.80962676,1.0575362,0.8190861,1.0213404,1.3858733,1.142638,1.2362369,1.0585,0.44936872,1.1321062,1.3832717,0.54433715,1.240245,0.99875957,1.0287671,0.8825013,0.8305898,0.717883,1.3777801,0.810194,1.239979,1.3398683,1.3055061,1.3071263,1.3394647,1.061452,0.9432701,1.2383369,1.1004007,1.078942,0.829451,0.7535074,1.2794688,0.91682374,0.93643355,0.7159737,0.6348939,1.4053829,1.1678252,1.3035092,0.75828,0.91555274,0.8585526,1.3063399,1.4211769,1.4308957,1.1916062,1.2622528,0.65598834,1.1191914,0.57156575,0.7596798,0.67800343,1.3593498,1.2470344,1.0742862,1.3022571,1.2098932,0.79820204,1.0223852,1.1257894,1.0128474,1.2001272,0.90131545,0.9796065,0.68767524,0.9953497,1.1114333,1.303081,0.9042273,0.48907745,1.4509368,1.1585139,0.7019456,1.4313736,1.3591112,1.091341,0.9146564,0.0,1.2999114,1.3875394,1.2718469,0.9512974,1.3716599,1.0422989,0.3722583,1.2304268,1.2957428,1.3960129,0.63701737
tape,1.3152763,0.8511524,1.2130064,1.3058245,0.8490571,0.8575879,1.0647914,0.54147345,1.4007864,1.3351779,0.6899128,1.2987466,1.5020093,0.84229505,1.3669529,1.0332489,0.9274192,0.5164032,0.82340217,1.0411112,1.135757,0.5101265,0.9586288,0.74940914,0.99681646,0.9643657,1.3292599,0.9972792,0.66473573,0.87056124,0.73228765,1.2335436,1.3578379,1.2026803,0.3617714,1.284486,0.4419204,0.98665446,1.1227342,1.2263339,1.1712564,1.1189313,0.61691236,1.3565481,0.94208765,0.61309695,0.70914733,0.88251317,0.6284059,0.9394986,1.0718927,0.92373693,1.2429411,0.9036854,1.2683194,1.3179983,0.89302206,1.2178161,1.214149,1.3727725,1.3464485,0.5532972,0.86675847,0.6008663,1.0870807,1.3679582,1.3082104,0.5998798,0.83192426,0.78500706,0.9433452,0.7252189,1.1705716,1.0540338,1.5120497,1.3361217,1.1943773,0.4194554,0.50146115,1.0069563,0.80513924,0.9015788,0.8907944,1.0697017,0.92335665,0.8603074,1.0739108,1.0288961,0.73447764,1.3936539,1.2102182,1.0854236,0.6118151,0.939573,1.3279178,0.5176268,1.0645144,1.1930593,0.53162605,0.8102972,1.155084,1.283455,1.2999114,0.0,0.79320186,0.9190756,0.9497432,0.8252504,0.63576686,1.1466941,0.8233763,0.751523,0.62877166,1.2482667
toe,1.2794281,0.58357334,0.891137,0.93294996,0.8762046,0.83216393,1.0253404,0.7617954,1.3431245,1.373024,0.80675715,1.4664441,1.3354309,0.82641685,1.4512763,1.204984,1.262166,0.61988634,1.1995379,1.4067378,0.9769255,0.8910914,1.1325867,1.0162984,1.2714808,0.6760711,1.3385913,1.1169778,0.9028175,1.0559858,0.7053469,0.92853624,1.334924,0.68472266,0.51576006,1.5041062,0.7023769,1.24104,1.1055462,1.0548925,1.3144091,1.3408403,0.48578233,1.1771643,0.23280764,0.8250278,0.85499567,0.34042668,0.6524744,1.031913,1.3164204,0.43416,1.0373574,0.936138,0.8576434,0.91823554,0.63350785,1.239402,1.1796281,1.3004633,1.1923465,0.77457464,1.0584171,0.77006364,1.3739245,1.2347308,1.1842604,0.3927778,0.9033857,0.16846609,0.82673246,0.7011483,1.2663436,1.1716127,1.2913198,1.0386624,1.3966299,0.63782084,0.69064415,0.948899,1.0359155,1.0330642,1.2272487,0.98207134,1.2869685,1.1806552,0.6578151,1.2557504,1.1360878,1.2249258,1.1448191,0.9211823,0.8894697,1.0758575,1.3339514,0.32523912,0.999847,1.2949277,0.63196546,0.42826247,1.1883826,0.91004413,1.3875394,0.79320186,0.0,0.45576602,0.87906057,0.9714813,0.9305439,1.4449351,0.992598,0.9347749,0.24282002,1.2658079
tooth,1.0596437,0.7464488,0.8494655,1.136045,0.94500655,0.86865693,1.0546079,0.7771815,1.2622437,1.2645687,0.8764121,1.3317935,1.0306294,0.9844811,1.2713879,1.1569768,1.2197155,0.6584055,1.2115734,1.3191811,0.92981493,1.0099125,1.1727114,1.1070534,1.2706084,0.6964385,1.0660264,1.1561029,0.9722572,1.1219648,0.82098585,0.9045956,1.1973584,0.56983626,0.66040975,1.2710271,0.8461084,1.3172193,1.0282222,1.0160685,1.2083102,1.296399,0.7198831,0.9831972,0.7019829,0.9800443,0.9139744,0.7159057,0.7765866,1.0452573,1.2825975,0.5893991,0.9004482,0.83998936,0.86904955,1.1167146,0.6583227,1.071882,1.1018858,1.0594394,1.0558692,1.0170135,1.107551,0.9327131,1.249689,0.85819507,0.8284553,0.49656928,0.9264415,0.47286093,0.9815273,0.8583331,1.2903713,1.1737876,1.0758792,0.8605988,1.2726903,0.7951096,0.863263,0.9385948,1.0176655,1.119654,1.2531195,0.9511162,1.2203622,1.0932276,0.790617,1.2139696,1.2763047,1.0355704,1.1699369,0.9584185,1.0896592,1.1666175,1.2475564,0.49601007,0.7535862,1.1710392,0.86030453,0.49627697,1.0149988,0.81161904,1.2718469,0.9190756,0.45576602,0.0,1.004612,0.98167664,0.99680126,1.3182472,1.1071593,1.0422417,0.42896897,1.2044631
toothbrush,1.1327314,0.911591,0.9540708,0.7167929,0.9223809,0.93930566,0.65413,1.0644147,1.0029823,1.1726159,1.1265056,1.1001464,0.888043,1.1009929,1.1796334,1.1235998,0.9029775,0.9105395,0.90881777,0.9855964,1.0463628,0.89915764,1.1538422,0.9996815,1.0584484,1.0618411,1.1273947,1.0971673,1.094378,0.96902984,1.1060065,0.81492734,1.1951009,0.95929587,0.85562134,0.9763089,0.90263957,1.0918607,0.8715299,0.6916797,1.150684,1.1192687,0.98669356,0.9986187,0.6756619,1.1500943,1.0239472,1.0064616,0.99934953,0.93936807,1.0305854,0.94604284,0.7491821,0.6813255,1.1311154,0.5243429,1.1433876,1.0555416,1.0077521,1.1124126,1.1091765,1.026582,1.1064938,1.0788732,0.79669666,0.8325864,0.9930477,0.9772928,1.1138434,0.9391637,1.092351,1.0715764,1.0324739,1.0884594,0.84454453,1.1377172,1.0134104,0.95488966,0.8876409,0.71834874,1.1415031,1.099339,1.0430915,1.0665973,1.1050406,1.1361926,1.0764788,1.015391,0.7832967,1.0802583,0.9848968,0.9129438,0.842186,1.0493821,0.93659747,0.9652028,0.9640824,1.0557334,1.0083752,1.0455233,1.0750306,1.2480787,0.9512974,0.9497432,0.87906057,1.004612,0.0,1.125585,0.7954941,0.9941662,1.0453326,1.0587595,0.98317266,1.0690328
towel,1.2006906,1.123585,1.343971,1.0819341,1.1447365,0.8502611,1.1798747,0.7566604,1.292534,1.164593,1.0555143,1.3031183,1.1223145,0.70335966,0.9804705,1.0640227,1.024763,0.70603645,0.95898515,1.26496,1.165853,0.64266336,0.6152128,0.7509861,1.1149869,1.3068166,1.1344936,0.75544953,0.6307444,0.71949446,0.88395876,1.2827266,1.2744133,1.2750598,0.8280562,1.2072673,0.74732447,0.8102068,0.878414,1.1364944,1.183002,1.1949917,0.70680666,1.0352967,1.0402931,0.73659366,0.86254054,0.9221266,0.87355906,0.9146578,1.0099713,1.1048123,0.7899327,1.1250819,1.343916,1.3263627,0.9304105,0.99790007,1.262267,1.0825787,1.2415886,0.74075216,0.84581727,0.7486864,1.1246214,1.008743,1.2648904,0.895633,0.031686902,0.86760086,1.1116587,1.0134827,1.1868134,0.55126274,1.179358,1.1698942,1.0433959,0.8412241,0.9324242,1.2345399,0.6527962,0.95526195,0.94729716,1.1117544,0.6576816,1.0823272,1.2170889,0.9787656,1.0116609,1.1327497,0.88315654,1.0355954,0.79408723,0.9365261,1.1828501,0.84965885,0.7607691,1.2264874,0.78188473,1.0310555,1.0033287,1.0280313,1.3716599,0.8252504,0.9714813,0.98167664,1.125585,0.0,0.99168485,1.2242095,0.77529275,0.8324076,0.9570126,1.1317441
toy,1.0935348,0.7633561,1.2920842,1.2339646,0.45230675,0.67037714,0.96922773,0.58563536,1.3078848,1.272799,0.9519635,1.2472283,1.2471762,0.8384242,1.2751113,1.0564289,0.64473546,0.6801401,0.7953258,0.69802666,1.0056608,0.70355093,0.84795696,0.9461317,0.86921597,1.0954905,1.3091097,1.108429,0.72585547,1.0568498,1.0788717,1.3018446,1.2743251,1.279333,0.76481545,0.87415934,0.6946037,0.9381502,0.80357623,0.7742697,1.3120075,1.1377778,0.7819562,1.3574253,0.96542215,0.93468297,0.69250005,1.0930963,0.8978826,0.40035278,1.0137382,0.971885,0.9163298,0.5872208,1.3301759,1.1344638,1.0373209,1.2955506,1.2954844,1.3754094,1.3732858,0.92784405,1.0672187,0.9266467,0.7539191,1.0349132,1.0206517,0.6850008,1.0349655,1.0052859,0.95130336,0.58916,1.095055,0.81410927,1.3348866,1.4554298,1.0716343,0.8652741,0.80099845,0.8678014,1.0267124,0.8592557,0.83968055,0.8776593,0.81961274,0.93918806,1.1106979,1.0986358,0.7544247,1.4247648,1.0218582,1.2381903,0.80383396,1.225241,1.1410335,0.602608,1.0676203,1.1593839,0.8728311,0.8076525,1.1878284,1.3867683,1.0422989,0.63576686,0.9305439,0.99680126,0.7954941,0.99168485,0.0,0.8297982,1.0549204,0.98627967,0.82151,1.1473148
tray,0.80720353,1.2048807,1.0377263,1.1001874,1.0183437,1.197945,0.9629539,1.1887125,0.7092887,0.76095414,1.1647884,0.7134036,0.7757346,1.2185928,0.7520766,0.92571336,0.579178,1.233959,0.54367596,0.26362044,0.80959177,1.1050165,1.0370308,1.030797,0.8331559,1.2218204,0.9693757,1.2009237,1.1948122,1.1623421,1.2569337,1.1805142,0.7959546,1.2142589,1.3742228,0.53129196,1.035505,0.7121031,0.9539949,0.8559233,1.0655793,0.73271364,1.304914,0.9953754,1.3219348,1.269338,1.0987453,1.3607411,1.2569721,0.86814487,0.92589325,1.2983488,1.0443972,0.90109855,1.0272347,0.8766071,1.3361331,1.0474496,0.98487693,0.89019394,0.9679385,1.3599316,1.1837628,1.3095205,0.6028615,0.92112666,0.7671771,1.2676866,1.3088865,1.4670321,1.1381521,1.1487709,0.76298124,0.95930207,0.75235355,1.1115634,0.68141973,1.3703954,1.2254463,0.9915948,1.2682949,1.0392342,0.46495694,0.8255009,0.9973091,0.95768976,1.2007778,0.8991881,0.9809841,0.9177036,0.9261229,1.1706274,1.2186754,0.9237131,0.6844025,1.3677716,1.2405679,0.4518124,1.3883493,1.2782077,1.0600148,1.1622444,0.3722583,1.1466941,1.4449351,1.3182472,0.9941662,1.2242095,0.8297982,0.0,1.2343527,1.3648076,1.4017916,0.82225376
truck,1.2916247,1.1531454,1.1377392,1.0339626,1.168308,0.9601136,1.2539399,0.70103514,1.2036138,1.1988449,0.7788178,1.1170449,1.3552089,0.80710816,1.2356591,1.0245037,1.1117737,0.7918222,1.0185461,1.1630177,1.2063949,0.6722936,0.94974214,0.6635921,1.006828,1.1835268,1.0639125,0.5669449,0.7697239,0.95195836,0.8171475,1.0515224,1.2209011,1.1971493,0.8500385,1.0475593,0.8629011,1.0020012,0.9656988,0.99243975,0.7436768,0.9830551,0.89476943,1.153327,1.1248436,0.7638203,0.8884549,0.8202155,0.92166555,1.175987,1.0055953,0.9540834,1.188461,1.1517375,1.1639149,1.2522148,0.9016863,0.901439,1.0650067,1.1901904,1.1654418,0.7176243,0.5782095,0.68794113,1.1122622,1.2703261,1.2222165,0.93349844,0.74574864,0.8978909,1.1507596,1.0661906,1.0908935,0.97425056,1.3520212,1.1558881,1.1997178,0.81956494,0.8795985,1.0853697,0.6940592,0.99679655,1.0203552,1.1461011,0.87213755,0.89155245,1.1626439,0.9358845,0.91474223,1.2780284,1.1028053,0.952247,0.77154803,0.99059457,1.1763734,0.9263881,0.9386592,1.1706164,0.67633575,1.0536046,0.7791861,1.0356698,1.2304268,0.8233763,0.992598,1.1071593,1.0453326,0.77529275,1.0549204,1.2343527,0.0,0.49512452,0.91895604,0.96951056
