,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
slipper,0.9092971,0.9674341,0.53615224,1.3596061,1.0078441,0.8404749,0.7680369,0.8310364,1.4007096,1.1548338,1.5156803,0.28929466,1.3221271,1.2952509,0.91408527,1.5256138,0.6549207,1.2058305,0.37919235,0.33332837,1.4642483,1.1977726,0.7796606,0.76668423,1.1149147,0.7510569,1.0308121,0.78226644,1.3521303,0.7896781,0.39226508,1.3416436,0.89282036,0.6746392,0.9576325,0.9219769,1.4787494,1.3715317,0.2323004,1.4216845,0.48093832,1.000948,1.2164749,1.2123464,1.2474439,0.9653217,1.057284,1.1035885,0.7428298,1.3091252,1.282693,0.6393032,0.57100105,0.8217969,0.68964016,0.6055868,0.8831064,1.0935767,1.3709178,0.7509301,1.0006914,1.105215,1.188124,1.0099666,1.2355235,0.47423452,1.0513153,0.64715475,1.3788092,1.212364,1.3108953,0.83321774,1.1064577,0.2791227,1.2824901,1.31632,1.1890862,1.3956492,1.1406759,0.35870522,0.9620037,0.62647355,0.7108975,0.6369064,1.1526289,1.1341441,1.2934612,1.3239399,1.4512393,0.25019157,0.46943194,0.8863427,0.9415679,1.2239878,1.0433626,1.2257745,0.60699093,0.21564531,1.0028342,1.1682637,1.0803808,0.43572295,1.2707283,0.9969842,0.73784524,1.403016,0.29518366,1.3183982,0.46384984,1.1907272,0.94487953,1.4650357,0.0,1.2946342,0.45700413,0.7107371,0.41061175,1.3031458,0.720785,1.2748387,1.3650408,1.5056624,0.9278768,0.5538604,0.5654393,1.3510907,0.78816843,0.91328555,1.1654118,1.1265308,0.6225986,1.292353,1.2322959
snow,0.88602,1.1614829,1.2575257,0.8599278,1.1057123,1.19634,1.124576,1.228121,0.8320023,0.9441649,0.7821369,1.2624074,0.9714283,0.6706382,0.9217926,0.8046011,1.1081023,0.6075096,1.2423599,1.371194,0.5141368,0.990541,1.1812217,1.2272878,0.8062615,1.2562914,1.0504221,1.1474346,0.71386,1.2326584,1.1876206,0.8858656,1.1729063,1.168606,1.1033245,1.1041799,0.786193,0.8976495,1.2993969,0.78520906,1.2710731,0.86324835,0.7244327,1.0148835,0.9492918,1.217087,1.1187979,0.86523384,1.1967993,0.7032464,0.84286726,1.180342,1.0584754,1.1309634,1.1815953,1.2463334,0.8896681,0.8555829,0.9171768,1.0576946,1.2453121,0.99133414,0.865973,0.96337855,1.0384248,1.1473639,0.7825486,1.1220765,0.8686926,0.9925932,0.9770363,1.2092311,0.98218286,1.2871593,0.8497776,0.9382682,0.9956307,1.0193819,1.0709809,1.1805893,1.276224,1.2058718,1.1472955,1.2139202,0.94669926,0.8611686,1.1669074,0.9176619,0.40126342,1.2405431,1.287241,0.9854358,1.0559981,0.8205271,1.1635493,1.1017481,1.1942792,1.2536528,0.76566005,1.0218961,1.1030232,1.1979703,0.8389,0.9251606,1.208499,0.9147024,1.1360922,0.9827847,1.2839417,1.0572361,1.1971312,0.7820744,1.2946342,0.0,1.2529653,1.21892,1.4049263,0.8335133,1.1398464,0.9187145,0.88269776,0.6531802,1.1672078,1.221529,1.2147737,1.0181936,1.2823508,1.0682749,0.95675063,1.1518365,1.2279912,0.87428796,0.755226
soap,1.0081838,0.9793431,0.4503206,1.4121989,0.75014925,0.5947239,0.6866102,0.8156558,1.4103818,1.2383091,1.453552,0.45168757,1.3346143,1.3247539,0.8781396,1.4661626,0.7737494,1.2018323,0.33586305,0.4696588,1.4212943,1.2351313,0.78331745,0.75169647,1.0417635,0.8307147,1.057937,0.9588461,1.2366865,0.86617994,0.5906416,1.3620546,0.8826202,0.89781356,0.7266309,0.6472531,1.4089279,1.354687,0.42621803,1.3798394,0.5102263,0.8789304,1.0792056,1.0903147,1.3427482,1.092567,1.1286315,1.0443668,0.7229419,1.2673017,1.2448313,0.8811421,0.6983889,0.67922354,0.9326122,0.938691,0.83582735,0.9939841,1.1630734,0.8725293,0.99408734,1.1190267,1.2448657,1.0232083,1.3290877,0.63297117,0.9603971,0.8903237,1.3081706,1.0792305,1.3717939,1.1834198,1.2655602,0.43554586,1.2775344,1.248256,1.099824,1.3263166,1.101355,0.45914674,0.93805826,0.823406,0.8271148,0.3818078,1.2301929,0.9341009,1.2890505,1.4057653,1.3681588,0.43909287,0.57205313,0.80800486,0.91361046,1.1441791,1.0063978,1.243705,0.6727778,0.43997967,0.95760465,1.0296926,1.0048256,0.6976378,1.2999032,0.919604,0.7966842,1.4355333,0.8077766,1.2516625,0.6717854,1.2105807,1.1360391,1.332838,0.45700413,1.2529653,0.0,0.80449367,0.52942216,1.207227,0.64840114,1.1870091,1.4211252,1.422865,0.62935686,0.71767056,0.73598313,1.3403897,0.7743598,0.66050553,1.2413647,1.1632193,0.59808165,1.2447917,1.1459281
sock,0.8102298,0.8734252,0.9239903,1.0836782,1.0396181,1.0091337,0.81986463,0.8800323,1.0697223,1.0312092,1.1768768,0.74409676,1.1195614,1.1000797,0.96182096,1.0913893,0.90360445,1.099821,0.79097265,0.8451222,1.1993314,1.0667688,0.98603886,0.8251366,0.9778847,0.88173056,1.1317571,0.8259226,1.1048973,0.72507685,0.9540265,1.1008105,1.0387523,0.858109,1.0266107,0.9597832,1.2266145,1.1515148,0.6798748,1.1862682,0.91648215,1.009599,1.1936184,1.20037,1.1311802,0.88095397,0.9117061,1.0564423,1.0726198,1.1708118,1.2897309,0.8897159,0.8386458,1.0181339,0.9372146,0.73903716,0.9384458,1.0519825,1.2234911,1.012151,0.82193416,0.9615794,1.1948965,0.96337754,1.0426072,0.84021056,1.0272595,0.8424957,1.1901493,1.18399,1.00344,0.7643666,1.0128013,0.7885655,0.9673495,1.1971691,1.0797354,1.0880748,1.0417225,0.8629543,0.8729509,0.8771981,0.98202986,0.96308255,1.186244,1.1560009,0.97645485,1.1055496,1.2539368,0.70157814,0.70035225,0.9256419,1.014184,1.0946405,0.9106964,1.1950468,0.8974016,0.7739248,1.0249195,0.99062026,0.8537129,0.87208605,1.1786227,1.0581208,0.6686646,1.1869417,0.7682136,0.95265174,0.74521065,1.1914803,0.9279625,1.0384462,0.7107371,1.21892,0.80449367,0.0,0.7276445,1.0979391,0.9355744,1.0167854,1.1305292,1.2371622,0.9205064,0.8322533,0.8453667,1.0292988,0.7816844,0.93258655,1.0305121,0.9424715,0.6605339,1.2221601,1.1414725
spoon,1.0242939,0.90351146,0.631555,1.3011795,0.9338736,0.75462556,0.81865764,0.77409285,1.3517172,1.1047024,1.5006819,0.5276931,1.2855124,1.366672,0.8666979,1.5089457,0.9184494,1.3153112,0.51656187,0.30678564,1.5055574,1.0940568,0.70953417,0.75475794,1.1888905,0.7382051,1.0282447,0.8617662,1.2653434,0.85425925,0.63654006,1.321501,0.82833046,0.76391155,0.86839604,0.77390957,1.4952592,1.3101374,0.435601,1.416631,0.5232409,0.9774362,1.1531653,1.0966215,1.3022913,0.90704024,1.0499005,1.0518799,0.7619692,1.2670505,1.3368149,0.6658691,0.6502406,0.8527574,0.7044096,0.4980932,0.9261117,1.0654991,1.2028804,0.89822054,0.74448574,1.0059012,1.2927606,1.1191798,1.0486976,0.739557,1.0263917,0.8239959,1.428737,1.0848615,1.3456149,0.7197385,1.1325492,0.48215675,1.2446679,1.1679643,1.1049345,1.1476339,0.97545785,0.5728693,0.7170773,0.721297,0.73161364,0.74060696,1.1984787,1.0898254,1.2144146,1.4060237,1.5491595,0.41532958,0.47042495,0.8622645,0.949413,1.1314745,1.0093716,1.1428928,0.74609697,0.46885896,1.0145683,1.0901248,1.0501904,0.711226,1.3057898,0.96289724,0.65969974,1.461488,0.7402283,1.3387563,0.36221313,1.1804786,0.78946364,1.3319386,0.41061175,1.4049263,0.52942216,0.7276445,0.0,1.1843729,0.8159607,1.2338359,1.4439288,1.509685,0.74370456,0.5686167,0.54529965,1.0759857,0.6935194,0.93071735,1.1524854,0.9673152,0.5080142,1.3133854,1.1370169
sprinkler,1.1723478,1.0959164,1.257885,0.8759771,0.8320394,0.9198486,1.1699326,1.0261858,0.6265306,1.1072158,0.7663686,1.3115599,0.8474208,0.8299265,1.0813681,0.760386,1.1019365,0.8766366,1.1950929,1.1439607,0.7013643,0.9322878,1.0381813,0.88336104,0.9849246,0.9587133,0.9401727,1.2018878,0.8600085,1.122913,1.212288,0.7501154,1.0730625,1.189779,0.97074455,1.0623945,0.8510873,0.8246431,1.3653393,0.71413743,1.068829,1.190237,1.0481927,0.9774117,0.8299206,0.9476344,1.0776111,0.92291206,1.1439282,1.0331175,0.9299735,1.3344157,1.227511,1.0772889,1.2612933,1.1776873,1.146922,1.0924207,0.6235254,1.2435342,1.1094013,0.9614917,1.002284,1.0763655,0.9980035,1.33972,1.1804557,1.1357694,0.8169484,0.7900964,0.96512735,1.0706582,0.7873963,1.1916922,0.9169017,0.87145835,0.9372933,0.8838899,1.0110533,1.2531819,1.0873405,1.2967608,1.2250984,1.1458722,0.8457095,0.87070334,0.9752474,0.96313137,0.7222178,1.3244759,1.2961142,1.1974517,1.083164,1.1124022,1.1252638,0.974303,1.2282219,1.2035674,1.1950371,0.92554784,1.0623903,1.1232805,0.8436099,1.1418633,1.0911613,0.86974305,1.1627432,0.9529817,1.2260807,0.8980429,0.83829355,0.71370953,1.3031458,0.8335133,1.207227,1.0979391,1.1843729,0.0,1.2685629,0.77270764,0.9065173,0.6433019,0.8978481,1.3151277,1.1227485,0.88671017,1.1558264,1.0006076,0.84794736,0.5938965,1.0461837,0.72733873,1.0585862
strawberry,0.95958525,0.9640019,0.2572931,1.3105813,0.71215904,0.6198661,0.7401357,0.98913336,1.5051818,0.9971156,1.4929425,0.6498444,1.3737793,1.3265262,0.7258787,1.4869406,0.9374816,1.1156166,0.71088344,0.85915154,1.2888412,1.2850834,0.91158783,1.0528022,0.84092563,1.0357362,1.172209,0.82396007,1.196498,1.1045473,0.81841695,1.324403,0.9835124,1.0114833,0.8911234,0.72108394,1.4445543,1.3286167,0.5916593,1.3906,0.8700996,0.6753217,0.8816679,0.9762046,1.4134325,1.1897271,1.1158035,0.9040346,0.6846054,1.0676783,1.2237375,0.77165586,0.6325594,0.6459408,0.84823,0.8985017,0.6683254,0.9010848,1.2345469,0.875499,0.8225463,1.1578467,1.1743283,0.80212986,1.1583753,0.6738653,0.7741915,0.96043485,1.2925459,1.1608454,1.3718936,1.0958526,1.2911494,0.75020087,1.1871284,1.2626383,0.69881374,1.0864977,0.9507917,0.65946543,1.1145926,0.8243926,0.85395175,0.5137657,1.253923,0.9264266,1.2613833,1.3625126,1.2128482,0.6554005,0.6365221,0.676798,0.8415997,0.9507354,1.1599745,1.252166,0.58373034,0.78064215,0.7706449,0.92031866,0.9270214,0.87167376,1.317817,0.69633186,0.8959516,1.3940476,0.91794235,1.263458,0.8482905,1.2537402,1.3127306,1.3402845,0.720785,1.1398464,0.64840114,0.9355744,0.8159607,1.2685629,0.0,1.2047048,1.3095263,1.3907368,0.81963587,0.70349866,0.9130735,1.2514457,0.983895,0.7825742,1.1682467,1.1812589,0.81449986,1.2937937,1.008711
stroller,1.1165272,1.0899489,1.2517781,1.0355394,0.8735684,0.95010376,1.1077164,0.73892266,0.87069046,1.1121846,0.9057342,1.172997,0.9895214,0.9044253,1.1299317,0.8917039,1.0889535,0.67996836,1.0371616,1.1699896,0.64061844,1.0636652,1.0446782,0.74044555,1.0020832,0.86775833,0.83678627,1.2044702,1.1261231,0.89414847,1.2416227,0.8313102,1.1039131,1.0076699,1.0299597,1.0502012,0.95045364,0.75701416,1.2289214,0.48026776,1.0253971,1.0483603,1.0130875,0.81681454,0.9520648,0.88502395,1.0450847,1.1148195,1.3014567,1.0564251,1.0850987,1.2620991,1.2699337,1.073209,1.2474566,1.2477199,1.1003045,0.91205406,0.7347056,1.242057,1.0456848,0.74400437,1.1310118,1.0651213,0.9457483,1.2419055,1.0418954,1.1162242,1.0788151,0.77358174,1.0914315,1.0797824,0.8628299,1.2358315,1.0978653,0.7943843,0.9487722,1.0037464,0.9874018,1.2787085,1.0648035,1.2843957,1.2923486,1.2198511,0.82270825,0.9584939,1.0843325,1.06571,0.7443862,1.2353922,1.0941266,1.143703,1.0809989,1.0665596,1.048469,0.8533729,1.1901875,1.1358477,1.0620269,1.121585,0.755183,1.0188652,0.7549776,1.0909617,0.9209144,1.0415093,1.1128348,1.0214036,1.2098408,0.92954165,1.0145849,0.5667415,1.2748387,0.9187145,1.1870091,1.0167854,1.2338359,0.77270764,1.2047048,0.0,1.0063782,0.5943893,0.9126997,1.3347389,1.2773188,0.8980057,1.0531844,0.5808234,0.8575357,0.80468524,1.1408131,0.8972159,0.84166217
sweater,1.0614562,1.0235904,1.373095,0.5898495,1.3079906,1.3894385,1.0728282,1.2906054,0.5525902,1.0128716,0.3373878,1.2792273,0.63836,0.5731394,1.281673,0.44089758,1.1205561,0.9889695,1.397569,1.4170569,0.7843314,0.8031198,1.3372736,1.3136165,1.056846,1.2986951,0.9978852,0.9035659,0.76905775,0.94809884,1.1285033,0.7194983,1.1953672,1.1044116,1.3324311,1.3232148,0.36083937,0.75328565,1.3872352,0.7376567,1.389328,1.2822063,1.169988,1.0636408,0.6644815,1.0943052,0.7512669,1.0320716,1.1372738,0.851667,0.69425386,1.048064,1.359155,1.2844388,1.0154157,1.1347944,1.269191,1.2237291,0.942431,0.9741561,1.03097,1.0812291,0.6211939,1.0660101,0.765512,1.0925462,1.2573987,1.1450014,0.3041458,1.0919023,0.34043372,0.9855524,0.7904777,1.3516525,0.76272583,0.9305177,1.098313,0.7964138,1.015359,1.2458982,1.1045631,1.0566258,1.0933025,1.2978721,0.7573458,1.13612,0.5885366,0.33907783,0.70883125,1.3405839,1.3836312,1.2399517,1.1427673,1.0880531,0.917529,0.7694334,1.2782212,1.342713,1.2503157,0.9551831,1.0532169,1.2765279,0.70428455,1.253473,1.2521799,0.2906679,1.2486619,0.51327944,1.2353224,0.8336739,1.0140505,0.6662571,1.3650408,0.88269776,1.4211252,1.1305292,1.4439288,0.9065173,1.3095263,1.0063782,0.0,0.5624153,1.3597921,1.1392889,1.1362064,0.73935866,1.1636587,1.3137708,0.84950835,1.0565279,1.2754617,0.77719545,1.1160207
table,1.1318885,1.2536157,1.431024,0.6527509,1.0783051,1.2010373,1.1386342,1.1151474,0.4314375,1.1648033,0.41316527,1.4588714,0.57371914,0.49826217,1.321358,0.48500407,1.1363032,0.5363292,1.3645382,1.4065132,0.32370842,0.8624965,1.216969,1.103706,0.99812096,1.2342839,0.9856776,1.297254,0.8790019,1.0995831,1.3583926,0.54950213,1.1744516,1.2330654,1.1376135,1.1801143,0.474913,0.4454012,1.5047147,0.43280768,1.2596574,1.2900627,1.1660868,0.9515536,0.70949733,0.9981633,1.0142378,1.0943041,1.3423259,0.9264478,0.78642654,1.3409512,1.4961452,1.1815339,1.2978121,1.3907875,1.2722332,1.127131,0.5709332,1.2654308,1.2103447,0.82118076,0.84992313,1.0798575,0.80880487,1.412746,1.2331741,1.1818074,0.58099484,0.82005155,0.72762525,1.0590482,0.6678262,1.4163404,0.881853,0.73637825,0.9663655,0.860477,0.97390026,1.3614601,1.1692675,1.3757268,1.3134944,1.3458853,0.7445252,1.0344579,0.8481644,0.68965936,0.2995634,1.4685563,1.4390857,1.4041427,1.1157533,1.134239,1.0877826,0.8260161,1.3372958,1.3312391,1.2458985,1.0665373,0.99218166,1.3227327,0.5394708,1.345306,1.0730532,0.58761984,1.2544408,0.784891,1.410628,0.8371852,0.9589746,0.37050736,1.5056624,0.6531802,1.422865,1.2371622,1.509685,0.6433019,1.3907368,0.5943893,0.5624153,0.0,1.0707037,1.4525481,1.2546083,0.6953553,1.3203237,0.8997575,0.5699,0.87673485,1.3325562,0.5987653,1.0252587
tape,1.1996655,0.9220126,0.66960967,1.3610559,0.5087053,0.44346,0.7957164,0.66006637,1.2127701,1.2728765,1.3174846,0.9804879,1.3044373,1.2269336,0.90447736,1.3099736,1.0007081,0.94326544,0.697137,0.6476464,1.012586,1.1969271,0.8639908,0.57758474,0.9896546,0.84224975,1.0210817,1.1563774,1.2826382,1.0647836,1.0150774,1.2083627,0.8145222,1.124758,0.5841572,0.52510387,1.3592508,0.97485954,0.8718308,1.1063042,0.6282427,0.8731738,0.98984414,0.87560207,1.3754739,0.9851556,1.1655949,1.0977793,0.9196735,1.2018698,1.3227701,1.1678594,0.96280706,0.81770915,1.1927974,1.0729095,0.87603045,0.9393579,0.8287452,1.1577444,0.84697664,0.76213354,1.3613949,1.0319676,1.2073036,1.0916647,0.92172414,1.020318,1.2770684,0.8157624,1.3944333,1.1362778,1.2582256,0.9392641,1.2953144,1.0451748,0.7940513,1.1631552,0.93997663,0.93414295,0.889902,1.1720614,1.0975863,0.6329074,1.2043428,0.8601132,1.2811925,1.4168086,1.1278025,0.91535425,0.7914525,0.94685477,0.87578017,1.1409441,1.0778788,1.1782596,0.96892816,0.7690201,0.93410987,0.9850419,0.75828075,0.8641788,1.2311215,0.95650107,0.61147,1.4282391,0.9758105,1.2140855,1.0132536,1.1547974,1.0480567,1.0185853,0.9278768,1.1672078,0.62935686,0.9205064,0.74370456,0.8978481,0.81963587,0.9126997,1.3597921,1.0707037,0.0,1.0841113,0.9508332,1.1511058,0.82983243,0.42870313,0.95138305,0.9796568,0.5666716,1.1874435,0.9966154
toe,1.1242249,0.61139536,0.60488784,0.8930183,1.1172613,1.0113282,0.7435619,1.1498117,1.3411961,1.015728,1.309977,0.73497534,1.358908,1.2185214,1.0792577,1.3496711,0.98783517,1.3820882,0.78517914,0.7613764,1.4579062,1.011843,0.9601114,1.1946138,1.3182508,1.0084976,1.230418,0.5685612,1.1969268,1.0558611,0.6251623,1.4526855,0.7639417,0.9497685,0.98352325,0.91096926,1.2763054,1.3424145,0.571964,1.4959514,0.86563057,1.1117017,1.225984,1.0394499,1.2987351,1.1972616,1.0039812,1.0287981,0.4516517,1.1793432,0.914483,0.15882337,0.9040085,1.0542994,0.27282608,0.5572436,1.1805389,1.1689895,1.3966185,0.5980823,0.7906196,1.0899521,0.88594073,0.91029966,0.6190099,0.5672691,1.1555918,0.92153794,1.1406456,1.2158651,1.068307,0.88069385,1.3094459,0.74001247,0.7604979,1.2532201,1.0604697,0.9572143,0.94255304,0.46951222,1.0256984,0.40190774,0.37316573,0.72847426,1.2534931,1.1970713,1.0228446,1.0506666,1.3434799,0.60170835,0.692637,0.9629858,0.8070006,1.1263266,1.1162206,0.9816908,0.9124456,0.7559469,1.1337266,0.99511373,1.1910479,0.9773196,1.4285402,1.0462136,1.0286238,1.1133356,0.9070304,1.0386609,0.646625,1.2672839,1.1368756,1.3266362,0.5538604,1.221529,0.71767056,0.8322533,0.5686167,1.3151277,0.70349866,1.3347389,1.1392889,1.4525481,1.0841113,0.0,0.66665626,0.9614761,0.92363334,1.1003795,1.229298,1.316052,0.8452516,1.3010917,1.1872935
tooth,1.0843309,0.99000657,0.809523,1.1161853,1.141092,0.99566865,0.8448719,1.0550915,1.0535405,1.0484924,1.2323941,0.6960381,1.1461627,1.0482268,1.1193988,1.2191294,0.7232615,1.2960293,0.6870306,0.6304889,1.3175843,1.0332534,1.0850381,1.0180398,1.2193162,1.0179254,1.0616411,0.6874928,1.1520673,1.0142709,0.6686253,1.1281128,0.88799036,0.8638418,1.0514017,1.0111622,1.2376124,1.0538136,0.5816513,1.3070837,0.7400537,1.1250435,1.2895677,1.26407,1.1555855,1.0174139,0.9487229,1.1029978,0.8025607,1.0915657,1.0431753,0.63373435,0.9920273,1.028871,0.7594941,0.5678944,1.1766993,1.1229246,1.1402023,0.6040431,0.92619807,0.9920453,0.9874673,1.0794809,0.92572737,0.7224972,1.2041528,0.77267206,1.1696061,1.1665738,1.0858727,0.8693192,1.0356339,0.6415431,1.0645025,1.1998262,1.2038096,1.082238,0.86899847,0.434362,0.9904159,0.6515836,0.5595388,0.7968829,1.1536068,1.1955501,1.0519823,1.1039895,1.2844946,0.5247246,0.69513005,1.1933253,1.0796758,1.2183278,1.154634,1.0097619,0.99014395,0.60699534,1.1608565,1.0899467,1.2256523,0.8484386,1.2350049,1.1835206,0.69917065,1.1012549,0.9310404,1.0694009,0.7451675,1.1008021,0.9534181,1.1215837,0.5654393,1.2147737,0.73598313,0.8453667,0.54529965,1.1227485,0.9130735,1.2773188,1.1362064,1.2546083,0.9508332,0.66665626,0.0,0.9080212,0.9907967,1.0986881,1.0635875,1.0932139,0.65344614,1.1731143,1.1596084
toothbrush,1.037184,0.9948203,1.208591,0.51502967,1.2451138,1.2915487,0.81341857,1.1747099,0.6329793,0.97965217,0.74737924,1.3470356,0.7743523,0.62042665,1.326337,0.71155024,1.2094526,0.8641552,1.3962938,1.2704763,0.6937085,0.8349711,1.1997889,1.1893495,1.0583775,1.2634666,1.0070493,0.88130945,1.0052198,1.2778155,1.2861929,0.96057826,1.0177932,1.0781426,1.1020699,1.0987386,0.7855916,0.5588039,1.2090176,0.8772459,1.277941,1.3378469,1.2438083,0.9893637,0.9231852,1.0521375,0.95799327,1.0386902,1.0768778,1.0259588,0.7908803,0.77783275,1.3522552,1.3516245,0.7783842,0.7489864,1.2635746,1.2094424,0.8940064,1.0324472,0.7563367,0.62223,0.8730773,1.0044188,0.3912564,1.2191782,1.3323555,1.1962695,0.78077304,0.89905465,0.7539389,0.6485858,0.9224364,1.3946719,0.8024938,0.8911672,0.9533917,0.5545858,0.7096856,1.2162168,0.89403355,0.9520718,0.95596284,1.2686784,0.98774546,1.1519253,0.7438042,0.7699746,0.7389029,1.2388883,1.1236856,1.4097375,1.1084521,1.1266432,1.033644,0.66521865,1.4196,1.267249,1.3445039,0.9135445,1.2184559,1.3655034,0.9899936,1.3720367,0.91801256,0.6833229,1.2629253,0.7370122,1.1570301,1.0417196,0.86688536,0.61737454,1.3510907,1.0181936,1.3403897,1.0292988,1.0759857,0.88671017,1.2514457,0.8980057,0.73935866,0.6953553,1.1511058,0.9614761,0.9080212,0.0,1.1685864,1.176718,0.67351866,1.0130697,1.3233068,0.9416557,1.141526
towel,1.0473789,0.81166637,0.9640152,1.2130921,1.0062208,0.9144169,1.016135,0.54426426,1.1765453,1.1636679,1.0471305,0.7751484,1.0911044,1.0764303,0.9281174,0.9995248,0.94208205,1.1122091,0.7912071,0.6496046,1.2295357,0.8987194,0.76562023,0.7114076,1.1483669,0.534336,1.005798,1.0382358,1.1433215,0.5156641,0.9273738,1.1291382,0.9561449,0.89892846,0.87279624,0.80498266,1.1338706,1.2910413,0.8206002,1.0347543,0.7387629,1.0150337,1.0398723,0.9439551,1.121332,0.78662765,0.7094966,1.0351325,1.0094872,1.1991339,1.3479314,1.0827191,0.8687412,0.9113779,1.0201783,0.8290145,1.0124918,1.0336959,1.143717,1.1924542,0.6217899,1.1072552,1.3447957,1.1642365,1.2636034,1.0057166,1.0296273,0.8650393,1.1359571,1.029944,1.0231127,1.0277537,1.1037484,0.8055827,1.2251111,1.0255828,1.1195898,1.1090456,1.1397765,1.0000821,0.23576331,1.038657,1.1183425,1.0023212,1.0400742,1.0440624,0.89738345,1.0656703,1.3223294,0.8447125,0.83628523,0.8934222,0.92787635,1.1282477,0.5529107,1.0517342,0.9049035,0.80929977,1.0344095,1.1137184,0.7268639,0.81435984,1.053841,0.9496987,0.9597601,1.1634618,0.7466176,0.9541755,0.69713956,1.035358,0.8498749,1.233313,0.78816843,1.2823508,0.7743598,0.7816844,0.6935194,1.1558264,0.983895,1.0531844,1.1636587,1.3203237,0.82983243,0.92363334,0.9907967,1.1685864,0.0,1.0215352,1.1057799,0.96092707,0.7839532,1.1700369,1.0592881
toy,1.0577649,1.0597098,0.59957516,1.3886478,0.4101162,0.32249093,0.75845706,0.85270333,1.2048097,1.2424102,1.2884152,0.8614551,1.3022735,1.2030251,1.0163751,1.3105891,0.9342385,0.81980354,0.65405643,0.8236525,0.9383717,1.325932,0.94277203,0.6973191,0.9861359,0.978723,1.0175223,1.0839831,1.289765,1.0699574,0.9370616,1.2317985,0.9487372,1.0284911,0.6908127,0.74748874,1.2809901,0.9287546,0.7783937,1.0031217,0.76046777,0.9414044,1.0184923,0.84374976,1.3588878,1.083257,1.2492197,1.0296531,0.8847684,1.2097695,1.2592833,1.1302861,1.0136082,0.83438635,1.2079622,1.2396368,0.8707602,0.914582,0.88384604,1.1342497,0.97283715,0.7027103,1.2876803,0.8939878,1.2203474,0.966899,0.95573956,1.035474,1.2589148,0.8853581,1.36084,1.1906468,1.218327,0.86778885,1.3373358,0.9850611,0.7084299,1.1203163,0.98457223,0.8425262,1.150492,1.1489235,1.0371715,0.62010324,1.208867,0.92759544,1.2792822,1.3576854,0.94065785,0.8693169,0.77898777,0.978026,0.86364573,1.1259952,1.1113698,1.1735885,0.9034158,0.76005757,0.9565344,1.0061964,0.8629649,0.88120234,1.2030399,1.0274699,0.676013,1.3790207,0.9945094,1.2249081,1.0915536,1.2040281,1.2158371,0.76085544,0.91328555,1.0682749,0.66050553,0.93258655,0.93071735,1.0006076,0.7825742,0.5808234,1.3137708,0.8997575,0.42870313,1.1003795,1.0986881,1.176718,1.0215352,0.0,0.9895251,1.1057206,0.837412,1.1270816,0.98954624
tray,1.0237368,1.2224042,1.0856481,0.8114263,1.1529382,1.1882031,0.9126817,0.9022444,0.67026585,1.100097,0.7397889,1.2334185,0.7209042,0.7293631,1.2144715,0.77905977,1.1008592,0.76000476,1.2396456,0.9431089,0.4291426,0.86685073,1.2282104,0.9624468,1.0719569,1.0466166,1.0622243,1.1405833,1.0968034,1.0741986,1.2633342,0.8043358,1.0414138,1.0439665,1.0195744,1.1033766,0.7694737,0.53702295,1.1455656,0.70951796,1.0737,1.2116346,1.1680171,1.0217947,0.86611044,0.69322944,1.0222933,1.1136423,1.1806636,1.1130984,0.99945533,1.1431834,1.1776657,1.2467558,1.0428995,1.1024345,1.1487674,1.1684488,0.7695216,1.1771516,1.0074301,0.77455753,1.1038688,1.0603089,0.9039807,1.2255721,1.2264898,1.1159394,0.9412964,0.8641628,0.91340536,0.7489448,0.77271533,1.1810737,0.95400673,0.8427291,0.9203949,0.79103005,0.9004042,1.2083902,0.8451251,1.1689658,1.1968356,1.1247343,0.7639671,1.1159142,0.9426392,0.8946333,0.7336652,1.14162,1.1139438,1.3228633,1.0915676,1.1451384,0.9090487,0.9482764,1.2845016,0.9536609,1.2163147,0.9640487,0.9985987,0.97155666,0.7300261,1.2885159,0.8824391,0.9219311,1.0352268,0.91683275,1.1077548,0.995165,0.69427586,0.70335734,1.1654118,0.95675063,1.2413647,1.0305121,1.1524854,0.84794736,1.1682467,0.8575357,0.84950835,0.5699,0.95138305,1.229298,1.0635875,0.67351866,1.1057799,0.9895251,0.0,0.8952041,1.234347,0.9255051,1.1778109
