,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
ladder,1.2241348,0.8562044,1.1060629,1.1143498,1.3297834,1.0822974,0.8212626,1.0447773,0.7712301,1.0114846,1.3460064,0.71365696,0.8979447,1.4495481,1.0376092,1.3545151,1.0969086,1.0050474,0.64413583,0.68532646,0.86701554,1.3016334,0.62214404,0.6547964,0.94875616,0.6581365,0.8446804,1.001282,0.9805039,0.51149774,0.87532246,0.7741072,0.9461141,1.2092582,0.7276741,0.9991374,1.2748884,1.3494592,0.71385145,0.9085203,0.6775939,1.0252615,1.0511546,1.0574687,1.166654,0.7597727,0.53135127,1.2257768,0.84002465,1.0055745,1.2418044,1.3352644,1.0392263,0.84095395,0.7464775,0.7973529,0.73649627,0.9521701,1.0606886,1.1504815,1.0097699,1.225664,1.1665574,1.3033376,1.3105774,1.3297226,0.8314737,1.0992943,0.92002755,1.3122464,0.96099436,1.255952,0.5743623,0.0,0.47302175,1.1570661,1.164243,1.0162249,1.3492062,0.9433133,1.0124857,1.1143785,1.3708417,0.980683,0.6277105,0.74365443,1.3215108,1.1162114,0.8075428,1.3172452,1.379597,1.1666644,1.2452383,1.2913755,0.63807184,0.6837443,1.2309887,1.0053892,0.8716941,1.076512,0.70221865,0.691171,1.0051732,1.0694084,0.8241105,0.5602158,0.99946123,0.77001345,1.15647,0.8996955,1.2729714,1.2357918,0.72668517,1.355191,0.8911989,1.2123094,0.5662969,1.0031843,0.58293897,1.1454153,0.82475364,0.90736157,0.68568254,1.1653222,0.57757163,0.8365401,1.0310531,1.3184966,1.2021562,0.8504908,0.9849504,0.95038307,1.0718838,0.73893106,0.9519111,0.78061974,1.0319226,0.9882377,0.2849084,0.68734735,0.844738,1.1402371
lamp,1.4374781,0.717381,0.8575391,0.9821085,1.4756393,0.74881077,0.34653056,1.0447006,0.9572498,1.0610306,1.4867687,0.5041519,1.2602932,1.6330427,0.9958915,1.4263542,0.77985126,1.1005508,0.33331013,0.36034942,1.135173,1.282788,0.4126656,0.5636553,0.92915314,0.57525855,0.80934614,0.7375269,1.009134,0.6951363,0.7590983,0.37939698,1.2035458,1.378948,0.55737704,1.2330157,1.4716334,1.5008224,0.3852018,1.3129547,0.31478548,0.96358204,1.1673957,1.2228713,1.289955,1.0934138,0.64232165,1.40773,0.7285352,0.6254002,1.3090287,1.3223624,0.8748263,0.51538724,0.45477408,0.81428146,0.55787325,0.86225057,1.1424779,1.3370299,0.87537056,1.2632174,1.1700083,1.3582487,1.4203215,1.4348507,0.46765894,1.0794674,1.1168557,1.480417,0.95135444,1.4226396,0.52249265,0.47302175,0.0,1.2512978,1.1802397,1.1694615,1.5227625,1.0005229,1.147823,1.1223773,1.4855654,0.5616691,0.60869515,0.5557128,1.2844192,0.8165307,1.1456242,1.3556454,1.5448045,1.4355056,1.3513856,1.326774,0.46947944,0.7957771,1.1823988,0.86994326,0.89982986,1.3596792,0.56948316,0.33692598,0.9243963,1.0524321,1.0628523,0.61261445,0.8302105,0.914227,1.2254246,0.90202844,1.3566078,1.4395235,0.6837195,1.4764454,0.7537948,1.3774506,0.30022258,1.2666976,0.5934621,1.2925568,0.5636808,0.7498615,0.3920554,1.230542,0.40608168,0.7562881,1.1759405,1.4875677,1.4301636,0.72405577,0.7635136,0.7109712,1.0003002,0.71875703,0.8957464,1.0303859,1.0722935,0.9969956,0.42464656,0.500124,0.98919064,1.157605
meat,0.85310733,1.0896319,0.8809983,1.0585649,0.98958015,0.90699375,1.082305,0.8529184,1.0993116,0.9895184,1.0624715,1.2597184,0.9986683,0.9145496,1.0384043,1.0298352,1.1298018,0.9769211,1.2076538,1.1117257,0.96078813,0.69577795,1.1539419,1.1017971,0.8962382,1.1682824,0.9675269,1.0348511,0.9547195,1.1517987,0.934225,1.1463795,1.0660566,0.955142,1.0126827,0.8690058,1.0916908,0.8669791,1.1877656,0.97280496,1.1451507,0.9549906,0.72885954,0.9936132,0.9015352,1.096284,1.1774802,0.9316712,1.0430511,0.9678746,0.9576733,0.96213764,1.1265845,1.1728522,1.1082689,1.0999217,1.0832404,1.0052586,1.0520707,0.75855786,1.0900288,1.044292,0.8609012,1.0213772,0.84188783,0.8557622,1.1724714,0.94502157,1.1099408,0.98164886,1.027229,1.0289129,1.1735747,1.1570661,1.2512978,0.0,0.75029004,1.0555465,0.8990855,1.033498,0.9023145,1.0242639,0.796178,1.1561022,1.2303337,1.1483045,0.9911695,0.8907359,1.0470961,0.8900739,0.9473904,0.9242419,0.94527096,0.94796073,1.1681124,1.0026968,1.008457,0.98871565,1.1350386,0.76046574,1.101785,1.1127709,0.97805864,0.8808614,1.0385485,1.1676971,1.078455,1.0533687,0.7640718,0.9290637,0.7652801,1.0504327,1.007558,0.9681889,0.97288483,0.9730388,1.1632311,1.0769628,1.1752069,0.9114162,1.2082819,1.1214902,1.2067436,1.0659182,1.1543163,0.96897024,1.1205637,0.9872433,0.9199835,1.0003382,1.1992041,1.1653181,0.9222683,1.2313583,0.90738845,0.8990543,1.0121858,1.085782,1.2278079,1.2302165,1.0824414,1.0561874
melon,0.89400566,1.0146672,0.49556845,0.98225355,1.0297012,0.56835735,0.85584116,0.5213882,1.1395978,1.1766225,1.0840596,1.1936674,1.071195,0.99372125,0.9915331,1.0769542,1.2487093,1.0936025,1.1891009,1.0878786,1.0682997,0.7084305,1.1044496,1.1430689,0.77581203,1.185017,1.161461,1.0036583,1.0732176,1.2092595,0.9545716,1.1195574,1.145919,0.9656488,1.0740333,1.0062287,1.0788126,0.87592036,1.1869621,1.1088331,1.1254084,1.0046874,0.8970813,0.9736738,0.9258255,1.125469,1.2392824,1.0222919,1.1207975,0.6309471,1.0318171,0.9036473,1.0845697,1.0605463,1.0996608,1.0424055,1.1768303,0.83601356,1.0968201,0.9162391,1.0992622,0.9971243,0.89608926,0.9367217,0.73251414,0.9023501,1.1290227,1.0553377,1.1548407,1.0410343,1.0462947,1.0298047,1.2146285,1.164243,1.1802397,0.75029004,0.0,1.011641,0.84615815,0.98257613,1.05551,0.978319,0.65794647,1.1067028,1.1666176,1.1613624,0.9113546,0.49758148,1.132669,0.9812653,1.070097,1.0059193,0.9982533,0.93340373,1.204143,1.177809,0.81335086,1.0893663,1.0919416,0.98131627,0.9550308,1.1079466,1.0466862,0.8002228,1.1519411,1.1648088,0.722084,1.1903555,0.8473482,0.6609946,0.8395953,1.0879457,1.0098754,1.0007968,1.0059913,1.0059367,1.1430459,1.0690621,1.2461339,1.021099,1.1481982,1.0710624,1.0670881,1.0257827,1.1518103,0.77535826,1.1490899,0.99134463,1.0745394,0.93753946,1.0782675,1.1592886,1.028889,1.1414357,0.8368574,1.0316036,0.99181956,1.1237484,1.2333046,1.2182956,1.1331313,1.0474255
milk,0.99743754,1.1605392,1.1391016,1.0499429,0.9236701,1.0968254,1.1206791,1.1109085,0.85619915,0.93450457,0.8953319,1.2491684,0.9359908,0.74135685,1.0582162,0.8883102,1.1473017,0.4435864,1.1170036,1.1345661,0.3150468,1.0778668,1.0286727,0.7395171,1.1119783,0.78908974,0.9157556,1.2464896,1.2013352,0.9268641,1.0730121,1.1289052,0.8900337,0.99902624,1.1429325,0.9502604,0.8568115,0.9585299,1.2239602,0.67304444,1.0577158,0.9676435,0.8924822,1.0036079,0.86388934,0.8027824,1.0521882,0.8824552,1.2586799,1.1510978,1.1049397,0.9181451,1.2243546,1.1892056,1.1754107,1.1162344,1.221894,1.06828,0.9142879,0.7704811,1.2211287,0.8461034,0.9741664,0.96092045,0.9106542,0.9724363,1.2563455,0.9872297,0.96211576,0.9505536,0.7987148,1.0338163,1.075477,1.0162249,1.1694615,1.0555465,1.011641,0.0,0.8131107,1.0342753,0.94099003,1.1304737,1.0272399,1.2925823,1.0892771,1.2742661,1.1427766,1.0786906,0.8719367,1.0945647,0.92248356,1.0164088,0.46439302,1.0234157,1.2668967,1.0470575,1.0308036,1.0519868,1.0100517,0.92756295,1.1092143,1.1383127,1.029552,1.088167,0.83491457,0.9468425,1.113625,0.8385505,1.0576173,1.0480038,1.0078151,0.9233161,1.0827832,0.9697901,1.3016677,1.057689,1.1432226,0.8630661,1.0908372,0.9525663,1.2759563,1.1692722,1.1180114,0.73053706,1.1512542,1.1655474,0.9235436,0.88418555,0.680042,1.0940487,1.238079,1.2372199,1.0775665,1.0284172,0.94580346,0.84878504,0.9191114,0.9898186,0.9416815,1.1152782,0.86944056,0.9342206
mitten,0.65406406,1.1657937,1.078212,0.9622317,0.5477016,1.0885183,1.2636802,0.939709,0.9593028,1.0380965,0.76776266,1.372452,0.9088113,0.4772631,1.0142897,0.6844343,1.3545029,0.94639784,1.4668077,1.464005,0.95947117,0.61972487,1.2638841,1.1833788,1.0755703,1.2386801,1.252418,1.1719112,1.1213927,1.1593741,1.2106582,1.4313529,1.0043601,0.88603735,1.2840469,0.8941294,0.8002373,0.4182471,1.4087875,0.8558553,1.4097493,1.1257999,0.92929,0.94482636,0.6963983,1.0515552,1.3744354,0.76482034,1.2127423,1.1959666,0.82501185,0.94809717,1.00301,1.364692,1.389173,0.93769777,1.2835863,1.1460913,0.9956614,0.8315096,1.2547765,0.1223104,0.6458529,0.94075614,0.61746925,0.5269371,1.4094431,1.0929879,0.99425995,0.7498103,0.92338943,0.7226701,1.2770566,1.3492062,1.5227625,0.8990855,0.84615815,0.8131107,0.0,0.96524304,1.0153083,1.030447,0.61390305,1.3341873,1.059124,1.2778211,0.8635276,1.0979961,1.0404419,0.79711175,0.47077417,0.6634089,0.80177677,0.75674313,1.4034216,1.2104293,0.8497151,1.1811957,0.9094896,0.66435623,1.2940154,1.5114444,1.1596644,1.0231799,0.8576598,1.3883739,1.104506,1.1537138,0.9033205,1.0567484,0.5298242,0.7537056,1.0936567,0.7786116,1.2659285,0.7667472,1.4643362,0.9420438,1.3528004,0.93917704,1.1199907,1.2258621,1.3781887,0.22395986,1.3903613,1.2118694,0.8638986,0.77616453,0.76597357,1.1609893,1.039783,1.1879519,0.73780406,0.9671603,1.0287659,1.0188437,0.96920305,1.1937221,1.2753532,1.2242366,1.0926924,0.97066087
mop,0.9582574,1.2739893,1.2352215,1.2287112,0.8685425,1.0732644,1.0139014,1.0818614,1.0409888,0.6087414,0.78306377,1.2030787,0.6212046,1.0173895,1.012364,0.87521195,0.9897919,1.1027997,1.2013564,1.2140656,0.9959124,1.088826,0.927931,0.9960713,1.1813073,0.8463633,0.9960542,1.3196509,0.97530866,0.91497815,1.1584644,1.1626152,0.6885648,0.93680555,1.1878841,1.0409286,0.8245969,0.98939246,1.2443159,0.81126857,1.1553661,0.9725386,0.95276135,1.0836202,1.1480571,0.6190236,0.9459947,0.9951542,1.2837278,1.1417744,1.0488372,1.0079981,1.2983103,1.2596331,1.1837771,1.2002091,1.0900487,1.1682887,0.97901225,0.80919385,1.1901104,1.0878621,1.0782657,0.98608136,0.95242137,1.0079553,1.277572,0.95835793,0.58505,0.95054007,1.0392774,0.8580774,0.8984262,0.9433133,1.0005229,1.033498,0.98257613,1.0342753,0.96524304,0.0,0.83239144,1.0618899,1.033249,1.2483928,1.0709742,1.2840347,1.0530918,1.0453115,0.6388407,0.9236267,0.9769092,0.9775485,0.9650584,0.8945257,1.2272918,1.2099617,1.1744977,1.0752325,1.0689279,0.9836012,1.1465211,1.1982751,0.9905447,1.3256693,0.9535512,1.2006763,1.2775335,0.551895,0.999905,1.1510067,0.7534549,1.0388099,1.0113505,0.93802047,1.2945819,1.1123681,1.1127613,0.7059361,0.87684685,0.8323773,1.3351492,1.0189315,1.1865892,1.0187894,1.007472,1.225427,0.8254589,0.92553765,0.73713166,1.1906581,1.3273811,1.2469277,0.9942879,1.0136812,1.1201861,0.94710594,0.822064,0.912195,0.90038645,1.295114,0.800801,0.90955013
motorcycle,0.88846344,1.2335086,1.1821778,1.0631442,0.9357484,1.086317,1.1133374,0.9645922,0.8905395,0.8733705,0.8925956,1.1454643,0.8344417,0.9638356,0.9744929,0.8726189,1.0306628,1.0240192,1.0999914,1.1072544,0.9177103,1.043661,1.2079437,0.9784802,1.168629,0.9545957,0.6438291,1.2901902,0.8196852,0.976127,0.93636125,1.0046532,0.8453301,0.883358,1.1461622,0.93078053,0.8904465,1.0106344,1.2761958,0.83925885,1.1040359,1.0726427,0.82365036,0.9759203,1.0095713,0.67299265,0.966195,0.95643425,1.2691784,1.1783448,1.0089874,0.89191425,1.2965564,1.1464843,1.1128573,1.2479535,1.1163322,1.1251097,1.0965581,0.6980775,1.1594812,1.0692872,1.1101215,0.8803035,0.90492135,0.9880003,1.172827,1.0564444,0.87049395,0.9707978,0.95818794,0.92928743,1.0248566,1.0124857,1.147823,0.9023145,1.05551,0.94099003,1.0153083,0.83239144,0.0,1.0745441,0.91042733,1.2648787,1.1147015,1.3129923,0.9882789,1.058745,0.57154113,0.962468,0.9959449,0.9184236,0.98132044,1.0001644,1.2377484,1.1846998,1.056104,1.1507875,1.0377957,0.87768906,1.0464906,1.0802709,1.0801036,1.189805,0.94702035,0.90284365,1.1150262,0.7369115,1.0153072,1.0216123,0.91475105,0.89373296,1.1230291,0.89499044,1.1791068,0.93057233,1.0530164,0.75159264,0.8214917,1.0007801,1.3184823,1.0650173,1.1731501,1.0687973,1.1206757,1.2014664,0.8103623,0.8825846,0.846025,1.0782834,1.3519709,1.2589145,1.1571006,1.0797483,1.0149487,0.8749286,0.8508686,0.8423842,0.9763959,1.1309295,0.75849414,1.0842236
mouth,1.1248615,0.9232516,0.78112847,0.6854293,0.9374837,0.9451781,1.0431468,1.0112251,1.268081,1.183718,1.134199,0.7563845,1.2068635,1.0457749,1.18607,1.166311,1.0187277,1.1527044,1.0825624,1.1217844,1.1998863,0.92580086,1.0787699,1.168803,1.0519023,1.163346,1.1670389,0.7313846,0.9999052,1.2408141,1.1585321,1.1132897,1.1570671,0.98811936,1.0590532,0.9092047,1.1021874,0.9571107,0.9426535,1.2262416,1.1142426,1.1041951,1.0588973,1.1119798,1.1014699,1.1447364,1.0955223,1.0144566,0.740608,1.0178573,0.9653452,0.77482724,0.6209495,1.0357995,1.1073781,0.812001,0.8536221,1.1143394,1.0573165,1.1462824,0.589304,1.071753,0.92192435,0.71675503,0.98703474,0.7735508,0.9610255,1.0863174,1.0335977,1.0385773,0.98458385,1.0405,1.0467595,1.1143785,1.1223773,1.0242639,0.978319,1.1304737,1.030447,1.0618899,1.0745441,0.0,0.8741199,0.7353125,1.1819661,0.69001234,0.38677,0.98355234,1.1285433,1.031925,1.0381888,0.96163446,1.0809188,1.0185217,0.97773045,0.9684329,0.69696105,1.1084682,1.219942,0.90300894,1.0703919,1.1505462,1.1435978,0.9311431,1.1768417,0.99868214,0.7568244,1.2078084,1.0378013,1.0875173,1.0408976,0.75736165,1.050493,0.9560295,0.94316685,0.8964391,1.0923761,1.1381507,1.1596587,1.1018152,0.9092793,0.989544,1.1241359,1.0806819,1.0627012,0.934173,1.25086,1.0017821,1.2128693,1.0649853,0.6905554,0.55137706,0.7026373,1.1646405,1.1538465,1.2326901,1.0917118,1.078027,1.2387891,0.91578746,1.0921559,0.9808297
muffin,0.6290869,1.134387,0.9237413,0.8813127,0.7927696,0.9854582,1.1926892,1.066248,1.0375699,1.0450587,0.8781863,1.2353486,0.95321125,0.709592,0.8641666,0.8629211,1.2567966,1.217889,1.4491221,1.4081805,1.1565585,0.41644228,1.3467627,1.2570269,1.0306361,1.2760451,1.258108,1.0719322,0.76309144,1.2667828,1.1504582,1.3727665,0.95356923,0.91974914,1.1778259,1.0225146,0.8590552,0.3425337,1.4874887,0.9071408,1.4214677,1.0237952,0.7642291,0.72348315,0.75386083,0.9798048,1.2542189,0.899402,1.1256582,1.0361319,0.9325056,0.8354658,1.0368326,1.2924957,1.3210319,1.0827743,1.3504597,1.1408602,1.024328,0.80503213,1.1295443,0.81070006,0.9774743,0.7890972,0.607916,0.6663078,1.3031434,0.971097,1.0090666,0.9566022,1.0420054,0.8992521,1.4332045,1.3708417,1.4855654,0.796178,0.65794647,1.0272399,0.61390305,1.033249,0.91042733,0.8741199,0.0,1.217246,1.2925627,1.2508712,0.6786475,0.8815717,0.9930094,0.59706223,0.73329186,0.83944523,0.9950314,0.5136231,1.4387271,1.3623726,0.7180601,1.1174283,1.0600948,0.6721257,1.2506478,1.4126024,1.0467699,0.9339312,1.1232516,1.2697779,0.80020356,1.0753676,0.6559346,0.9960603,0.57466227,0.73091424,1.2976327,0.8820932,1.1958163,0.7870566,1.4470582,0.902427,1.2724048,1.0328635,1.3005611,1.1293955,1.2534513,0.92167085,1.4601977,1.1221381,0.92834586,0.8294797,0.957937,1.2318547,1.1111491,1.1265153,1.006803,1.2056689,1.1981033,1.1544269,0.967352,1.1118907,1.3367299,1.3721032,1.0275662,1.0281074
nail,1.4905167,0.5568016,0.50443083,0.68758994,1.2728567,0.6525614,0.6393256,1.0081173,1.1831629,1.4243588,1.4240496,0.4132235,1.4906359,1.4779811,1.1423327,1.4683129,0.54554397,1.195019,0.30601323,0.49942327,1.4055246,1.0970445,0.75311714,0.9444918,0.83534896,1.0191144,1.0640275,0.2961341,1.1311995,1.1823452,0.9050956,0.39751738,1.4086144,1.3204451,0.6958294,1.1761522,1.3890357,1.3018091,0.175735,1.5326558,0.39447635,1.1361089,1.3329825,1.2285464,1.1428156,1.3871108,1.0579144,1.3325875,0.4161396,0.60363376,1.2648115,1.0495319,0.44761628,0.54939455,0.43800265,0.73411703,0.699,0.85538423,1.1517237,1.4072874,0.42782718,1.1210732,0.972405,1.0477501,1.248939,1.1809213,0.21236861,1.1515551,1.3541136,1.3523812,1.0004016,1.3072424,0.8819024,0.980683,0.5616691,1.1561022,1.1067028,1.2925823,1.3341873,1.2483928,1.2648787,0.7353125,1.217246,0.0,0.96866447,0.33016622,0.75539136,0.7232348,1.3897383,1.2973657,1.411179,1.3022326,1.3639909,1.2337623,0.41396534,0.79662865,0.81186754,0.9526028,1.145295,1.2462598,0.7666874,0.47645867,1.0905597,0.8023267,1.3234605,0.79928005,0.53494406,1.3767173,1.1726873,0.969537,1.2804557,1.2808554,0.91631997,1.307555,0.42574257,1.0866206,0.5223851,1.354213,1.0517266,1.3419359,0.24289805,0.93539435,0.5125526,1.1761851,0.7102004,0.60124403,1.3444998,1.3559861,1.5067568,0.76569235,0.3208601,0.36838937,0.7799421,1.071773,0.869689,1.2999287,1.2108303,1.1009468,0.98198175,0.46741462,1.32074,1.1981472
napkin,1.0633612,0.8872997,1.1585603,1.0466778,1.1942297,1.1508919,0.84360904,0.9529465,0.77632004,0.9706759,1.1379344,0.6882881,0.9655894,1.2177045,1.0213999,0.9520736,1.0714152,1.176935,0.7249146,0.72791886,1.0693398,1.1172823,0.5604316,0.64446414,1.0688525,0.63290054,0.9113512,0.9585167,0.9626004,0.42959714,0.8717363,0.9026913,1.0717254,1.0723131,0.82176626,1.0094224,1.1178918,1.1243087,0.7789874,0.9881249,0.72422993,1.1204093,1.1075487,1.0854114,1.2191728,0.9769001,0.6600646,1.0159707,0.7385123,0.98203576,0.9769694,1.3553631,0.99507827,0.7720127,0.80421895,0.705826,0.8834752,1.0609825,1.1516538,1.2929784,1.0398846,0.8453033,1.2427603,1.3758374,1.2381468,1.3144624,0.80893534,1.1745759,1.0825869,1.1078203,0.9941473,0.9663708,0.7583655,0.6277105,0.60869515,1.2303337,1.1666176,1.0892771,1.059124,1.0709742,1.1147015,1.1819661,1.2925627,0.96866447,0.0,0.6597034,1.2726591,1.124448,0.98291254,1.0846177,1.1490275,0.82943255,1.311646,1.2952068,0.69925356,0.8135423,1.1681055,1.1016221,0.37820584,1.0093096,0.82898045,0.77452457,1.0663352,0.9340174,0.7018477,0.72378445,1.000506,0.87170565,1.1754506,1.0403116,1.1442063,1.0618573,0.84366167,1.1839349,0.9149152,0.9820189,0.6041961,1.0269296,0.6790573,1.1017276,0.7753037,0.756241,0.61480415,1.025893,0.72176236,1.0128568,0.85104054,1.2748489,1.3078835,0.95806485,0.89763135,0.9500411,1.0999814,0.053352952,1.1252897,0.97215796,1.1672231,1.1083229,0.51194334,0.70408225,1.0909923,1.2424164
necklace,1.3832183,0.4754243,0.71643794,0.69559664,1.2283919,0.9810978,0.84034246,1.0110977,1.1637297,1.4339716,1.4834733,0.30726898,1.3701377,1.4384761,1.2301204,1.4375241,0.87007457,1.2526134,0.5120669,0.68373156,1.3637801,1.1049585,0.65042216,0.90273136,0.71516347,0.9611123,1.124537,0.35856187,0.9944674,0.86536396,0.97942144,0.6855314,1.3865075,1.2525543,0.644434,0.97306,1.388077,1.2726283,0.3187549,1.4762259,0.6210329,1.1428859,1.2810259,1.1700381,1.1809219,1.2892774,0.8951677,1.2462434,0.2387569,0.9004774,1.146245,1.2279775,0.36080885,0.54353523,0.6352156,0.5086029,0.6194413,0.93349427,1.0708236,1.4927158,0.44357407,1.0656748,1.129982,1.1419356,1.3156562,1.0996495,0.36548936,1.1522595,1.3130317,1.3068421,1.0291295,1.189449,0.7924546,0.74365443,0.5557128,1.1483045,1.1613624,1.2742661,1.2778211,1.2840347,1.3129923,0.69001234,1.2508712,0.33016622,0.6597034,0.0,0.80296946,1.0191054,1.2967548,1.2883373,1.3704549,1.0616003,1.4367832,1.3606796,0.40798378,0.63979197,0.8148869,0.99483895,0.9431262,1.1160545,0.7719569,0.70798266,1.0937349,0.73401487,1.1458397,0.71059287,0.66426057,1.2847862,1.1802278,0.8715774,1.3024442,1.10303,0.6984477,1.2616808,0.5069884,0.9150959,0.501056,1.3375194,0.9347625,1.3637625,0.3235922,0.81718236,0.6243584,1.1687882,0.72864807,0.595815,1.31545,1.356673,1.5420992,0.96337754,0.311913,0.32859325,0.67582405,0.7997143,1.0792736,1.3094122,1.2704017,1.2060952,0.74747777,0.4374087,1.3003699,1.2063384
nose,1.0793517,0.8552182,0.75971335,0.56124985,0.7734275,0.99046266,1.1244332,1.0386817,1.2918985,1.2582465,1.0096188,0.8742143,1.13592,0.9350915,1.1709712,1.0763637,1.0508748,1.2150555,1.1738502,1.2718389,1.2999645,0.77538705,1.2623014,1.2408588,1.0278438,1.2846303,1.3034877,0.67501354,1.0651056,1.2958553,1.2165092,1.2138494,1.1374549,0.99169993,1.1783407,1.0039667,0.9529467,0.85336167,1.0932548,1.2387639,1.2098227,1.0207748,1.0627666,0.9932436,0.8893164,1.1255782,1.2640384,0.9941068,0.7443243,1.0444124,1.0676447,0.5444376,0.5505156,1.091311,1.1817747,0.84371084,0.99374354,1.050083,1.0132924,1.0850403,0.48393047,0.95120794,0.94269675,0.51438284,0.8489262,0.59268814,0.9263227,0.9903161,1.1230918,1.0125169,1.0868385,0.9834461,1.2167985,1.3215108,1.2844192,0.9911695,0.9113546,1.1427766,0.8635276,1.0530918,0.9882789,0.38677,0.6786475,0.75539136,1.2726591,0.80296946,0.0,0.9701751,1.1144805,1.0141476,0.9641615,0.9134858,1.0963192,0.9697776,1.1256353,1.142581,0.5314542,1.0243258,1.2051364,0.9292469,1.1823276,1.2883117,1.044323,0.8747564,1.3060467,1.1682693,0.74635565,1.2011642,1.0106682,1.083078,0.89513075,0.72057754,1.2007077,0.8897014,1.034453,0.71977806,1.1828892,1.0520151,1.2750175,1.143295,0.9595756,1.1236067,1.181018,1.0140946,1.195505,1.0238444,1.2174535,0.9166603,1.1185999,1.194496,0.6249788,0.75512564,0.70084333,1.2449207,1.1467866,1.252984,1.0712246,1.1282166,1.3714368,1.0659537,1.1515887,1.0056047
orange,1.1519556,1.0132345,0.32249868,0.80691737,1.147206,0.31404948,0.47678256,0.73921275,1.1191093,1.204299,1.2604736,1.0190895,1.287332,1.2397333,1.0415363,1.241641,0.9817368,1.0507869,0.8199453,0.6530153,1.1114485,0.6984858,0.97330827,1.0020128,0.9816897,1.0304726,1.0660188,0.6589351,1.2179507,1.2484215,0.72973263,0.80877185,1.2720599,1.1968994,0.84050626,1.2407167,1.2620769,1.1435072,0.82773244,1.3091829,0.70255613,0.961205,0.8651241,1.1145458,1.0849079,1.2457328,1.1599236,1.2395744,1.0115874,0.17842686,1.2681543,0.9949095,0.92852294,0.8799506,0.7652823,1.0812554,1.0352798,0.94223696,1.1468661,1.0169096,1.0590765,1.0867248,0.8529566,1.0601931,0.95480347,1.0837035,0.86193895,1.0118184,1.2161573,1.2558322,0.91574746,1.2616851,1.0273559,1.1162114,0.8165307,0.8907359,0.49758148,1.0786906,1.0979961,1.0453115,1.058745,0.98355234,0.8815717,0.7232348,1.124448,1.0191054,0.9701751,0.0,1.2038628,1.2091709,1.2525945,1.3008611,1.0817858,1.0763694,0.9444112,1.138546,0.8550117,0.9658089,1.1387148,1.1840653,0.84907544,0.6998586,0.9645222,0.947526,1.1994212,1.0216966,0.6174194,1.1850053,1.082738,0.873316,0.99721634,1.209788,1.0713015,1.216438,0.8799445,1.2122737,0.88714075,1.1850026,1.0828441,1.1607319,0.89467824,1.1599488,0.7662865,1.0622627,0.8917391,0.8435916,1.2245518,1.1897024,1.221667,0.753669,0.9233703,0.9447016,1.0894808,1.1165822,0.7483274,1.0412978,0.9807068,1.1292365,1.1800654,0.9117971,1.1549755,1.0567231
oven,0.9758298,1.1541617,1.3684026,1.1948886,0.8392035,1.3461477,1.2836916,1.1848685,0.9502035,0.4752245,0.78352094,1.072977,0.39545727,0.97145575,1.1515653,0.8287606,0.98449826,1.0468663,1.231422,1.1216424,0.7202198,1.1847337,1.1855316,0.78973764,1.2441933,0.6636892,0.7327915,1.358125,0.8488871,0.6189779,1.1324397,1.2008708,0.566019,0.8968339,1.0314902,0.89839894,0.74346465,1.0607612,1.3551339,0.55926347,1.1875374,1.1693058,0.8194213,1.157825,1.2384317,0.31256825,0.5529549,0.8355718,1.274328,1.337607,1.0205151,1.0625162,1.268462,1.2871507,1.3366411,1.1622267,1.1606884,1.3177984,1.1083702,0.7680602,1.2307963,1.1547997,1.1793128,0.99577427,1.0175819,0.9555241,1.3078904,1.0959618,0.6752801,0.90772706,1.1073151,0.77566946,0.9047837,0.8075428,1.1456242,1.0470961,1.132669,0.8719367,1.0404419,0.6388407,0.57154113,1.1285433,0.9930094,1.3897383,0.98291254,1.2967548,1.1144805,1.2038628,0.0,0.9725048,0.97097623,0.76504195,0.9630848,1.0527347,1.1775651,0.96407646,1.0102668,1.2590663,0.9793782,0.87670755,1.2079692,1.2027638,1.1748991,1.26436,0.8052523,0.7498838,1.2250127,0.35154366,1.0133897,1.0775106,0.95545256,0.940215,1.1530348,0.8727219,1.2858083,0.8101132,1.1673669,0.4727499,0.48799527,0.8163428,1.3886497,0.9924076,1.2152972,1.1401334,1.1677793,1.2813754,0.7190082,0.9324403,0.6801462,1.203786,1.3897043,1.2876893,1.1684953,0.94428974,1.2594967,0.8070949,0.89281446,0.8036736,0.80314004,1.2440588,0.63341534,1.0516009
