,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
paper,1.0945729,1.2966254,1.2988285,0.8631443,1.0934479,1.256254,1.2702122,0.97841674,0.79793453,0.9253677,0.5323438,1.268651,1.0800322,0.24175555,1.1340371,0.60908926,0.119313955,1.3476182,1.2813414,0.10251951,1.1688552,1.1868317,1.4136403,1.198137,1.4896009,1.1891649,1.1588287,1.2662532,1.3097515,0.9417739,1.1140491,1.1241941,0.970021,0.7615241,0.8940561,1.4278252,0.55534774,1.403481,0.8127265,0.8824514,0.9202502,1.0094144,0.84162414,1.2743154,0.9302833,1.3202661,1.2646015,0.8647338,1.2465641,1.2160838,0.94264543,0.7791167,1.2090983,1.19787,1.0669073,0.87167954,0.9804195,0.85056174,1.3641032,0.54998744,0.77035815,0.91103065,1.0570607,0.84259546,1.3306537,0.9370606,1.4559388,1.0721972,1.1304997,0.8902171,0.9873585,0.8337116,0.9515672,0.96927935,1.3837862,1.4024036,1.3538468,1.2385237,1.2466022,1.3000968,0.89269054,1.0084968,0.0,1.0510471,1.1043464,1.2893153,1.1078427,1.0855404,1.0444463,0.9300507,1.2562294,0.82029897,1.0844469,1.3474267,1.0305578,0.83043885,0.7022639,0.8982226,0.94633543,0.76304895,0.779406,0.8649906,1.3066401,0.7124151,1.2506695,0.6948369,1.490411,1.0305687,1.2732081,1.4183816,0.8138379,0.92326254,0.7808142,0.75467694,0.430008,1.4187577,1.4290957,1.3885988,0.9379628,1.404043,0.9291862,0.7028075,1.0607996,1.3655062,1.4710474,0.78803563
pen,0.91106725,1.0213431,1.0398325,1.1839387,0.98075306,0.96838886,0.9477069,0.69801426,1.2479651,1.1550661,1.2308162,0.71344244,0.9186527,1.2274853,0.7465085,1.0966574,0.87027353,0.83935654,0.8354982,1.006088,0.9718629,0.84932244,0.77349603,0.9175053,0.7411437,0.7678633,1.1049743,0.9207982,0.80787516,1.0819283,1.0121343,1.0326512,1.0158943,1.2703848,1.2130954,0.46107483,1.2295647,0.8463676,1.048859,0.98372674,1.0819002,0.88220906,1.3182162,1.0097721,1.025646,0.97224295,0.86598843,0.94667345,1.0297756,0.8343728,0.8806495,1.1878638,0.9310592,0.8323244,0.93384975,1.2202495,1.1084545,1.1338913,0.97309035,1.0128872,0.8653048,1.0199169,1.0105023,1.2873229,0.39064944,0.9680677,0.74786794,1.1556355,1.0565393,1.1365567,0.97546446,1.1597552,0.9909503,1.1951166,1.005325,0.81622744,0.7257949,0.95181346,0.9936193,0.87129015,1.2823713,1.2763903,1.0510471,0.0,0.043804288,0.7341685,1.1516068,0.9228518,1.0562052,0.84761304,0.9960797,1.0338701,0.8746949,1.1059678,0.81947976,1.1403949,1.0729207,1.1053476,0.5273412,1.2863188,1.1313719,1.3067269,0.7824645,1.1988312,0.9138477,1.2131355,0.8802256,1.1785975,1.0080234,0.61845154,1.1279452,1.1186235,1.2738628,1.0314524,1.2007477,0.8400947,1.0428872,0.99997264,0.83382446,0.75877154,0.89166594,1.1181377,0.9953635,0.6001063,0.7476158,1.1308889
pencil,0.93801695,0.97237045,1.0151436,1.2017722,0.96253276,0.9261781,0.9026289,0.7125129,1.2477797,1.1560762,1.2818173,0.7056808,0.9500847,1.2514315,0.7343122,1.1247418,0.9411207,0.8244135,0.8382225,1.072678,0.96248335,0.8536702,0.77178264,0.9138173,0.7254448,0.77562237,1.0815475,0.9253247,0.76732945,1.0852122,0.96480703,1.0857993,1.0151219,1.3105729,1.2163547,0.43740284,1.2541307,0.8237193,1.0699526,0.9654622,1.0764611,0.8821156,1.324988,0.95968527,1.0454016,0.9165958,0.87890565,0.97609735,0.96607655,0.7446863,0.90233177,1.2170911,0.9389867,0.7927771,0.88620454,1.2209048,1.1125631,1.0665525,0.9698308,1.0415397,0.8651455,1.0400803,1.0140457,1.3197055,0.34682524,0.953414,0.7186996,1.1164845,1.0984937,1.1166527,0.9838091,1.2066661,1.0310887,1.2060143,0.965104,0.7981544,0.6929297,0.89322215,0.984686,0.8852024,1.2858652,1.294553,1.1043464,0.043804288,0.0,0.74125415,1.1604273,0.9096726,1.0680307,0.8690994,0.9671554,1.0365064,0.90737844,1.1161728,0.81974196,1.1500695,1.112188,1.1650555,0.5349647,1.2905846,1.1372083,1.317267,0.71806884,1.1848783,0.91476774,1.2233859,0.85610914,1.1729231,1.0188376,0.5580108,1.1889523,1.1514841,1.283663,1.0082608,1.2234371,0.80907506,0.9724087,0.97460836,0.7391726,0.7495993,0.888602,1.1323569,1.0140405,0.5827061,0.7332892,1.1305753
pillow,0.8080349,0.85931605,0.90941596,1.2621204,0.9246101,0.8135462,0.8524137,0.78828263,1.1939384,1.047372,0.9826298,0.6608174,0.7565867,1.1970407,0.84614813,0.7137142,1.0525961,0.8151392,0.8094492,1.2641096,0.7862376,0.8922398,0.7243882,0.83184123,0.7240516,0.9094568,0.8931024,0.77008986,0.892239,0.9902341,0.8986431,0.8300396,1.0711367,0.96807444,1.1154349,0.7086196,1.2192944,0.8436476,1.033118,0.9579442,1.2104698,0.98167753,1.2398645,0.8118296,0.981395,1.0188622,0.651507,1.0598621,0.83341664,1.0410246,0.79560184,1.3450642,1.0762691,0.5661164,0.99192494,1.307071,0.9886265,1.3052993,0.8190454,1.0781162,1.2587872,1.1232396,1.0550969,1.1615794,0.71561056,1.165993,0.8179801,1.207069,0.8653096,1.2000456,0.99755055,0.94907767,1.151023,1.0836473,0.9370372,0.47630125,0.8005345,0.87484807,0.93756294,0.89545274,1.1028367,1.2330434,1.2893153,0.7341685,0.74125415,0.0,1.0258136,0.9192581,0.9924898,0.9374713,0.8182461,1.0184824,0.8476274,0.91107804,0.9747276,0.8826921,1.1002065,1.0823879,1.0319105,1.3352283,1.0695071,1.1900201,1.0526578,1.2954794,0.73903215,1.1902866,0.7289758,0.9097926,0.95842147,0.7882552,1.267585,1.1466523,1.2492211,1.3045033,1.2525871,0.6957048,0.9004404,0.9574236,1.117367,0.42224443,0.9260645,1.2505176,1.0570107,0.8346812,0.7501,1.270859
pizza,0.8663324,0.99801517,0.9253949,0.97347575,1.1621189,1.1385785,0.89855695,1.1549997,1.1503999,1.0985928,1.1104486,1.0552927,1.0163152,1.034659,1.0904133,1.079115,1.0855489,1.1510041,0.9606266,1.1544074,0.48604834,1.1243708,0.9916191,0.96974695,1.063493,1.1638213,1.1073384,1.1980155,1.0225372,1.0877157,1.0322801,0.45563012,0.78634596,1.0973094,0.44512367,0.97921735,1.1704868,1.0767515,1.0456767,1.1565213,1.1273147,1.0865258,1.104428,1.0266503,1.1082071,0.80977917,0.89188457,1.1258287,0.9727182,0.993263,0.96013373,1.1198856,0.8639863,0.96484405,0.7863192,0.96130306,0.5837649,0.9419724,0.9375749,1.0525094,1.0910106,1.1502316,1.0389917,1.0128237,0.9593901,1.0987332,1.0798265,1.0051386,0.6078925,0.89019656,1.1350392,0.84623384,1.2164085,0.26952064,0.9150245,0.9561302,1.0495329,1.147043,0.99830526,1.0221604,0.91251814,1.0170817,1.1078427,1.1516068,1.1604273,1.0258136,0.0,1.1170845,0.473078,1.0838196,1.0001638,1.2752422,1.1223308,0.82987374,1.1891766,1.0410352,0.89565396,0.8607844,1.1562644,1.0381249,1.2121888,0.952701,0.8829284,1.093751,1.112032,1.1859943,0.9145575,1.0313396,0.8236731,1.0391923,1.2382691,1.1360735,1.0969435,1.1311013,0.92764366,0.972891,0.8538325,0.7875017,0.9844661,0.98050666,1.2263713,0.8964261,0.98292124,1.2956271,1.0248122,1.085113
plant,1.033143,1.0722412,0.99280757,1.1721566,1.0235888,0.968268,1.0334473,0.81261903,1.0512676,1.0870068,1.0933462,0.9996484,0.86811984,1.2241681,0.9401238,1.0418384,1.0425411,0.8327676,0.86144435,1.0693306,1.0680075,0.8336588,0.75238675,0.8942563,0.7704866,0.677005,0.9571796,0.8697376,0.99039966,0.90247786,1.0012938,1.1143768,1.0568174,0.98677117,1.0157753,0.9769866,1.061977,0.8276829,0.9077558,0.90373135,0.63375026,1.038716,1.0696023,1.0687048,1.0022786,1.1325918,0.9627733,0.3553347,1.1003631,1.0301274,0.94824916,1.1128662,1.0908461,0.9296328,1.2485406,0.9913417,1.1322386,1.1733034,1.0359197,0.99121255,1.140446,1.0683794,0.97278756,1.2129201,1.0365977,0.7564912,0.80546147,1.0067014,1.0563796,1.1082371,0.90277106,1.1832991,0.82910895,1.1135263,1.0617782,1.036333,0.99465567,1.0314509,0.98878086,0.8115684,1.2334161,1.1153374,1.0855404,0.9228518,0.9096726,0.9192581,1.1170845,0.0,1.0315281,0.8452199,0.94993496,1.0054587,0.9434053,1.1074963,0.7255643,1.1758244,1.021757,1.0527697,1.1422535,1.1505516,1.2228127,1.1729403,0.8988385,1.0109321,0.92675537,1.1472888,1.0512804,1.1506431,1.0399915,0.9245826,1.164418,0.88866687,1.1537535,1.1342725,1.0979123,1.0014096,1.1215849,1.0440161,1.10461,0.9901963,1.0041529,1.017982,0.7090381,0.7188638,0.9331674,0.6377682
plate,0.9905986,0.9529344,0.9540045,0.95416,1.0282094,1.0096364,0.94605964,1.0431526,1.1776034,1.1209663,1.1179026,1.0624706,1.023816,0.9965985,1.0928133,1.0331725,1.0190868,1.0442235,0.6511961,1.069063,0.42076683,1.1426885,0.9245937,1.0347466,1.0979885,1.144526,1.2074775,1.2399521,1.0034405,1.1823349,0.97007275,0.61973953,0.9060268,1.1300346,0.52084565,1.0687302,1.1364007,1.0358332,1.0843706,1.1139189,1.1956857,1.0620592,1.1454479,0.99968076,1.098629,0.95841783,1.0028018,1.0305775,1.0208712,1.0121098,1.00148,1.1126754,1.0291654,0.98720074,0.91432804,1.0893373,0.4426006,0.97042567,1.1232699,1.0084172,1.1405325,1.1863573,0.9060776,1.0577705,0.9449924,1.1803913,1.1361659,0.97780883,0.5513755,0.78073573,0.9603104,0.97215235,1.1272299,0.40456474,1.0525389,0.9794981,1.0576872,1.0629203,1.0857754,1.070097,0.9488359,1.1123021,1.0444463,1.0562052,1.0680307,0.9924898,0.473078,1.0315281,0.0,1.0252925,0.97986704,1.1634506,1.0552521,1.0168531,1.117513,1.0589706,0.9434635,1.0040721,1.1413666,1.0477585,1.089389,1.0914961,1.0243492,1.1043402,1.0933629,1.1933081,1.0520978,1.0745277,0.8541798,1.0209141,1.1495417,1.2126532,1.0933895,1.0086498,0.7172961,0.8489343,1.0050502,1.0279465,1.0031239,0.9957354,1.1298438,0.4134761,1.0485294,1.272552,1.0675277,1.1096938
pony,0.81493115,1.1310087,0.9777843,1.2128993,0.86981785,0.8568121,0.8566847,0.92500293,1.1844887,0.90559757,1.1337626,1.1589005,1.1961789,0.954904,0.5576365,1.044235,0.8926005,0.9773996,0.9998533,0.9998229,0.9911963,1.0233517,0.9331185,0.79388136,1.0224504,0.76096755,0.8718975,1.2028904,0.8998634,1.0995822,0.88688403,0.9856926,1.187594,1.1983404,0.99849975,0.9894973,1.1090491,0.9832845,0.299994,0.78361183,1.1010664,1.0614685,1.2142231,0.9781728,0.81561464,1.1788542,0.8602369,0.870148,1.0879768,0.98309976,0.5717583,1.0796218,1.093673,0.91542506,1.0863445,1.1054547,1.0260947,1.2339673,1.0713102,0.48623693,1.1906266,1.1224505,0.995283,1.3460909,1.0486921,1.0801706,0.91718894,1.1503155,0.9645341,1.0871981,0.95506,1.1712337,1.0433111,1.0164663,1.0737983,1.0001837,0.90398145,0.933784,1.0744342,1.0724038,1.2529032,1.3451596,0.9300507,0.84761304,0.8690994,0.9374713,1.0838196,0.8452199,1.0252925,0.0,1.0367146,1.0956053,0.9456119,1.1503994,1.0124016,1.1078024,0.6898582,1.0402099,0.96474385,1.2441168,1.0281332,1.3186364,1.1538334,1.104743,1.0917679,1.1626596,1.0792329,1.1609354,1.0116534,1.0171345,0.99692595,1.1943911,1.1884801,1.0447276,1.0999831,0.8921468,1.1664758,1.0537181,1.1412575,0.9915254,0.7498498,1.0973101,1.0351872,1.0482668,0.99564993,1.0100596
pumpkin,1.0167811,0.7579294,0.6664873,1.1096522,0.58166397,0.6259992,0.74520826,1.091896,1.2260768,1.1412737,1.2996007,0.83355427,1.134548,1.1718426,0.97343713,1.2063884,1.1519142,0.8953543,0.95307434,1.2492714,0.893124,1.0556898,0.8765056,0.8157591,0.88859,0.86019963,0.9713177,1.0297394,0.83390325,1.0799271,0.8103596,1.0542749,1.0348346,1.2502056,1.1783028,0.8145612,1.3251793,0.84310627,1.129661,0.9145773,1.2268912,1.0690023,1.1851102,0.6218535,0.8883584,0.74736226,0.94496465,0.9501029,0.79285264,0.8012332,0.9371841,1.0942763,0.88533396,0.8313385,0.8765203,1.0294876,1.0175871,0.98380226,0.8014281,1.0656677,1.2143866,1.097847,1.0967526,1.1364526,0.9919705,1.164326,0.86174643,0.8863909,0.9196084,0.9937467,1.077731,1.1689616,1.065315,1.0828837,0.76226056,0.8553075,0.8061594,0.89077353,0.8680389,1.0012828,1.0475756,1.1024752,1.2562294,0.9960797,0.9671554,0.8182461,1.0001638,0.94993496,0.97986704,1.0367146,0.0,1.1364006,1.0696125,0.7899455,1.1356536,1.1219981,0.9398898,1.0714998,1.108351,1.1279798,1.1535728,1.0630465,1.0332607,1.1663986,1.0586442,1.250453,0.77190876,1.0344331,0.79769605,0.8576479,1.1499331,1.0767981,1.1426876,1.146952,1.329181,0.7900061,0.6908128,0.8410789,1.0831678,0.88670164,0.8738012,1.2172434,0.93206745,0.9569638,0.7222984,1.2337979
purse,1.2858341,1.0912324,1.3433815,0.975771,1.0757318,1.1864048,1.2604144,0.90544516,0.7912828,0.9350662,0.6971229,1.0717908,0.8197312,0.8442898,1.1720799,0.7425636,0.8725251,1.1138543,1.2263334,0.7752178,1.0768491,1.0842866,1.2035022,1.2393527,1.2578764,1.1651676,0.95362866,0.770608,1.2707181,0.78750396,1.0733147,1.2879257,1.0086355,0.73888224,0.95225424,1.3430418,0.6182268,1.2291535,0.9823943,0.9169767,0.8695883,0.98537564,0.73480505,1.2275616,1.058322,1.3451408,1.329601,0.89126915,0.9934825,1.1497103,1.2388135,0.91861975,1.2496665,1.15493,1.162817,0.9677777,0.9676835,0.92936414,1.190558,1.0350509,0.853684,0.863202,0.86786115,0.7762937,1.1134686,0.8179486,1.2587681,1.0376639,1.1356888,1.0403636,0.8617679,0.79373217,0.6347638,1.0428249,1.333447,1.2110258,1.1349831,1.016686,1.2732006,1.0479469,0.9820529,0.8035625,0.82029897,1.0338701,1.0365064,1.0184824,1.2752422,1.0054587,1.1634506,1.0956053,1.1364006,0.0,0.83090043,1.2801542,0.9313649,0.84048104,1.1261271,0.99328166,0.94373393,0.79246783,0.48159397,0.9149,1.0597371,0.8432044,1.0919355,0.80857843,1.329837,0.86184657,1.3375556,1.1319896,0.9075167,0.63179463,0.84095955,0.9648714,0.76822656,1.2929455,1.2939267,1.326997,0.9114943,1.2158452,0.8769448,0.8297366,1.0136497,0.8669277,1.3196977,0.9383617
radio,1.0220335,1.0420536,1.0225992,1.1220615,0.96796227,1.0365635,0.937103,0.8160809,0.98748875,1.1106199,1.072349,0.85779977,0.7983594,1.17376,0.9940249,1.0534271,0.95205843,0.91310734,0.8705829,0.9393316,0.9695697,0.8921015,0.8654709,1.0925648,0.895981,0.89720845,1.1117429,0.7830236,0.93520796,1.0484804,0.8938223,1.0138402,1.0005174,1.0834312,1.1314179,0.9411699,0.96741,0.86365914,1.0216959,0.92606014,1.018542,0.6730226,1.1749825,1.1376221,0.9179241,1.1190915,0.9886282,0.96297204,0.99443513,1.078593,1.0247234,1.0135721,1.0515928,1.0771022,1.116117,1.1582522,1.0346282,1.1376705,1.0119385,0.98942435,1.1599222,1.1507406,1.0423584,1.1824055,0.89390475,1.0812597,0.97760147,1.1012738,0.94371456,1.011169,1.0040941,1.0656819,0.7166741,1.0782142,1.0528578,1.0334548,0.99472845,0.8969357,1.0106072,0.6222576,1.1822658,1.144251,1.0844469,0.8746949,0.90737844,0.8476274,1.1223308,0.9434053,1.0552521,0.9456119,1.0696125,0.83090043,0.0,0.9850061,0.8432244,0.9548428,1.0323083,1.1496938,0.98190314,1.2266135,0.92817557,1.1798294,1.0673863,1.0763685,0.84487796,1.1321162,0.97419494,1.0833924,0.9673032,0.8099169,1.0411189,1.0139023,1.1653436,1.083567,1.0960472,0.9029085,1.1056,1.0612613,1.1929277,0.9877645,0.829792,1.0623099,1.0403371,0.8186895,0.9790745,1.0706061
raisin,0.57216245,0.8043551,0.52365816,1.1947709,0.8017057,0.79927635,0.8151687,1.0779802,1.2146143,1.041447,1.2900132,0.7176304,1.1080811,1.3097328,0.80100656,1.381777,1.28767,0.7915878,0.6114011,1.3391232,1.1239383,0.92032856,0.79959744,0.7368391,0.61280054,0.87942034,0.8472959,0.94195783,0.65822,1.2391028,0.98953825,0.78678733,1.185025,1.2147796,1.2345864,0.47318625,1.3686602,0.7111479,1.2351818,1.2036958,1.2880443,0.9564075,1.1891967,0.720584,0.99051833,0.533799,0.508099,1.1532533,1.0444587,0.9657764,0.82330245,1.2459694,0.5997684,0.96846694,0.88212395,0.96370673,1.2391939,1.1789014,0.38193482,1.2331227,1.2577658,1.0152682,1.225604,1.064319,0.88009316,1.3489525,0.5604619,1.1059967,1.0864863,1.1502677,1.3128829,1.1495776,1.2014889,1.1637188,0.40652657,0.6366213,0.7138464,0.7020359,0.5743187,0.8269747,1.0892584,0.9206371,1.3474267,1.1059678,1.1161728,0.91107804,0.82987374,1.1074963,1.0168531,1.1503994,0.7899455,1.2801542,0.9850061,0.0,1.2084073,1.0063543,1.1217326,1.0128312,1.2140068,1.2323577,1.2414368,0.8986262,0.9042512,1.2171268,0.71472245,1.2666292,0.3363158,1.2417412,0.6859429,0.7358335,1.1548802,1.1739902,1.1737157,1.1644886,1.432872,0.6959657,0.48683417,0.45028824,1.2932374,0.65667665,1.1028337,1.3151624,1.0966201,1.0148594,0.45338345,1.2755334
refrigerator,1.117987,1.0647205,1.1918603,1.0864055,1.0970095,0.9310221,1.1063107,0.7221549,0.81874454,1.0923154,1.1042422,0.8477479,0.68254143,1.2080394,1.0341835,1.1059022,0.9712073,0.77907795,0.81683636,0.9601515,0.99051636,0.59569293,0.57334125,0.9075111,0.5870038,0.85344386,1.0010259,0.7057731,0.9822637,0.8267977,1.0138468,1.0700097,0.9515881,1.0485718,1.1141757,0.9966157,0.9530812,0.7391057,1.1158745,0.9842748,0.43715703,0.87994593,1.0698112,1.0156054,1.1222087,1.2178106,0.9359895,0.8618896,1.0316567,1.1891823,1.1385741,1.0564326,1.1852545,1.2221739,1.3512225,1.0975001,1.0450907,1.1804705,1.1739949,1.0491444,1.020114,1.118192,0.82449424,1.1931503,0.87302256,0.7008555,0.7167313,0.9388225,1.0094095,1.1058046,0.7751247,1.2236476,0.830288,1.1490493,1.175869,0.98610914,1.0749282,0.98376226,1.0254802,0.55004185,1.1755311,1.0878627,1.0305578,0.81947976,0.81974196,0.9747276,1.1891766,0.7255643,1.117513,1.0124016,1.1356536,0.9313649,0.8432244,1.2084073,0.0,1.2394589,1.140936,1.2352594,1.0672054,1.079849,1.1816164,1.2669275,0.84634995,0.96502626,0.5930055,0.97165316,1.1585336,1.120462,1.1552068,0.93732274,1.11935,0.93801767,1.1616737,1.1559594,1.0452375,0.957276,1.1821446,1.1950165,1.0726614,0.9524839,1.1319072,1.0265741,0.7477219,0.52167964,1.0398293,0.659751
rock,1.0082638,1.0167633,1.236258,0.91258913,1.108053,1.2555233,1.1453075,1.0480582,0.9366633,0.83053195,0.67468166,1.0609541,0.9448404,0.7974184,1.1216563,0.68228155,0.8868791,1.300127,1.2103293,0.85781765,0.92310727,1.1770145,1.3086435,0.9872028,1.2811718,1.1895518,0.8521539,1.0128989,1.137097,1.0274642,1.0655879,0.9175848,0.9259758,0.7065093,0.89166325,1.2152436,0.8569585,1.3256204,0.9614987,1.151561,1.0599861,0.9738917,0.869913,1.2108128,1.0237211,1.1072347,1.0967562,1.0459557,1.0142037,1.09902,1.0939238,0.967075,1.1077317,0.95720345,1.0053332,0.99775845,0.8939595,0.94732594,1.1575272,1.018399,0.90765905,0.93261486,1.1590685,0.7476533,1.062145,1.0656941,1.2580116,0.98526394,0.9968248,1.0426763,1.1532465,0.6856538,1.0021281,0.9414863,1.1638722,1.1968005,1.1966692,1.009164,1.1821786,1.1391075,0.85390204,0.8164009,0.83043885,1.1403949,1.1500695,0.8826921,1.0410352,1.1758244,1.0589706,1.1078024,1.1219981,0.84048104,0.9548428,1.0063543,1.2394589,0.0,1.0283215,0.8928367,1.0643966,0.87550104,0.81346905,0.8539067,1.0908275,0.90957105,1.152127,0.8509487,1.133725,0.8161382,1.105273,1.029096,0.939162,0.9186466,0.9321845,0.9789816,0.8262596,1.2592646,1.0799977,1.1320257,1.0804812,1.1574966,1.1627831,0.9717942,1.1880217,1.2165711,1.2287511,1.008906
rooster,0.85120416,1.2181127,0.9396794,1.063116,0.86250186,1.0710136,0.82953775,1.0421783,1.1435801,1.0528309,1.0363021,1.2697744,1.1542742,0.76155204,0.8079442,0.96907836,0.6375725,1.1630919,1.1391884,0.8180957,0.85857016,1.1309608,1.1192981,0.9718804,1.2113391,1.0145313,1.0515494,1.1890321,1.0390118,1.0226259,0.8752883,0.94245446,1.0238485,1.0941803,0.8509333,1.170843,1.0061799,1.1216906,0.59701097,0.85115373,1.1292809,0.9517671,1.103723,1.1654156,0.7960919,1.1310955,1.0554782,0.96462095,1.1369793,1.0589247,0.56454754,0.9519435,1.1723706,0.9790827,1.0319645,1.0035053,0.82383764,1.0391976,1.1160948,0.51115096,1.0242779,1.0864176,1.0767539,1.125051,1.2336128,1.0427213,1.1653255,1.1361792,0.9213794,0.9475964,1.0923889,0.8301667,1.0352663,0.8199797,1.1690549,1.1969956,1.1406599,1.016365,1.0857377,1.0763366,1.1405216,1.1277843,0.7022639,1.0729207,1.112188,1.1002065,0.89565396,1.021757,0.9434635,0.6898582,0.9398898,1.1261271,1.0323083,1.1217326,1.140936,1.0283215,0.0,0.94942224,0.9316801,1.1025773,1.0207295,1.089188,1.1157358,1.0659764,1.2483872,1.1500716,1.210015,1.0981053,0.94457746,1.1251808,1.0089716,1.0166603,1.1238503,0.9902704,0.9286337,1.0826461,1.1879584,1.1262559,1.065161,1.1727579,0.6952636,0.99393094,1.1057682,1.1911467,1.1761606,1.1001654
scarf,1.0087669,1.0922004,1.1727222,0.706939,1.1351504,1.2542646,1.1667092,1.1202831,1.0248734,0.9433013,0.8905082,1.0390362,0.898975,0.77333665,1.1780372,0.88176954,0.9020055,1.3223557,1.2688764,0.91339755,1.12958,1.1278017,1.224023,1.1105237,1.2828486,1.157271,1.0321574,1.0420543,1.2806369,0.899835,1.2441119,0.9612151,0.9131953,0.81128585,0.92614996,1.1903801,0.9750351,1.3456752,0.942557,1.0903981,0.97669077,1.0451653,0.7326207,1.2798502,1.0020576,1.0538403,1.0969921,1.0088426,1.1127126,1.1073127,1.0582922,0.9230722,0.8924755,0.9259474,0.8709755,0.87983954,1.0915077,0.8763112,1.0479409,0.9923742,0.9320798,0.6725662,1.1109647,0.57042044,1.1067768,1.0622939,1.3756759,1.0160143,0.9816109,0.9303132,1.1308469,0.8544763,1.0196576,0.9106189,1.1579771,1.1221187,0.8405436,1.2672559,1.2186508,0.99994135,0.68756115,0.5859678,0.8982226,1.1053476,1.1650555,1.0823879,0.8607844,1.0527697,1.0040721,1.0402099,1.0714998,0.99328166,1.1496938,1.0128312,1.2352594,0.8928367,0.94942224,0.0,0.88547194,0.6101028,1.0041463,0.7567549,1.126446,0.9905945,1.2286965,1.008386,1.1426233,0.9044886,1.0776286,1.1647328,0.9952024,0.83262336,0.69761455,0.9085418,0.9246799,1.3756566,1.0998,0.98881334,0.9050042,1.1375866,1.1894958,0.97358674,0.84356666,1.1818208,1.1825912,1.0239503
scissors,0.9609915,1.1112775,1.1127962,0.9195483,0.99086636,1.0776007,0.97308266,1.0116544,0.97338915,1.098326,1.0504156,1.091613,1.0611987,0.9947615,0.9438226,0.9687919,0.90320504,1.1441399,1.161308,0.93880135,1.1553601,0.9041872,1.0716879,1.107972,1.1513001,1.0034219,1.2106682,1.0366522,1.1168162,1.0132873,1.0057908,1.089701,1.0653956,1.099494,1.1321707,0.88485205,0.985424,1.1828499,0.97595346,1.0036396,1.0585713,0.89343715,1.1070758,1.151129,1.0222085,1.1018429,1.1334021,1.0722605,0.9963137,0.91100013,0.8740379,0.8665036,1.0497068,0.8338865,0.83219707,1.1549535,1.0816712,0.8883253,1.1984805,0.9736197,0.46956408,1.0558407,0.9978021,1.0590035,0.65076107,0.89270246,1.1280828,1.1130447,1.1586506,0.91423553,1.0091431,0.93614507,0.91650826,1.10838,1.2432116,1.0666108,0.965638,1.1511791,1.1891679,1.0658036,1.0138541,1.0781056,0.94633543,0.5273412,0.5349647,1.0319105,1.1562644,1.1422535,1.1413666,0.96474385,1.108351,0.94373393,0.98190314,1.2140068,1.0672054,1.0643966,0.9316801,0.88547194,0.0,1.055277,0.8224359,1.0946387,0.92277133,1.1112976,1.1415529,0.9465146,1.1670704,0.9704838,1.0853589,0.8019543,0.83434737,0.8971884,1.0079813,0.62614614,1.0071208,1.086712,1.1886685,1.205891,0.44659042,1.0608637,0.6930594,0.9810614,1.0642812,0.7551476,1.1280831,1.065792
shirt,1.3084373,0.9442266,1.4241316,0.474095,1.2978575,1.3512192,1.4174409,1.1960002,0.7841805,0.92215747,0.61789167,1.083954,0.8612583,0.5512733,1.460924,0.73222786,0.9338787,1.3984083,1.3543559,0.7717789,1.1646672,1.1934464,1.4198207,1.2860035,1.4504368,1.340035,1.0631036,0.92169785,1.4230123,0.8154175,1.2955928,1.21096,0.7545095,0.55288756,0.87670666,1.4907291,0.7063,1.4732815,1.0569903,1.1342703,0.72095287,1.1928754,0.3086242,1.2791777,1.1645209,1.1653975,1.3958685,1.0628055,1.0451663,1.0780336,1.4144472,0.78023696,1.0728016,1.1261716,1.128139,0.77239084,1.0033596,0.6569488,1.3016052,1.0913541,0.82075346,0.50006104,1.0665127,0.31846333,1.1911924,0.8030653,1.4993625,0.72604644,1.1041726,0.9407583,1.0326681,0.7793274,0.8887957,0.9103519,1.3136258,1.294424,1.1137358,1.3605037,1.3132797,1.1247925,0.34827507,0.46967053,0.76304895,1.2863188,1.2905846,1.3352283,1.0381249,1.1505516,1.0477585,1.2441168,1.1279798,0.79246783,1.2266135,1.2323577,1.079849,0.87550104,1.1025773,0.6101028,1.055277,0.0,0.9112823,0.5640187,1.0707492,0.685898,1.2223182,0.63510096,1.3952049,0.73044217,1.3284729,1.3865657,0.8699055,0.67839783,0.35467815,0.78372097,0.5933039,1.5358098,1.1932958,1.2897986,0.82369876,1.3342311,1.3771588,0.74009657,0.877691,1.208327,1.4500856,0.7854839
