,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
orange,1.2885084,0.20335603,0.5894399,1.3061913,0.45061833,0.4809469,0.69426227,1.0655105,1.2865028,1.4290966,0.8521827,1.2439787,1.3803331,1.3183634,1.3261662,1.0796499,0.68068343,0.782505,1.235103,0.5115124,0.9293561,0.81708014,0.96186215,0.93827605,1.1739395,0.56379354,1.3641553,1.4399924,1.0280839,0.6877191,1.3926599,1.163342,1.1103516,0.5644837,1.3268135,0.7689359,0.62543094,1.4795258,0.6734338,1.2837191,1.0537137,0.9443666,1.3235655,1.2962534,1.2899106,1.0151027,0.25033462,0.8748924,1.1483235,0.78266996,1.0775651,0.91153264,1.0066855,0.99399066,0.94631875,0.8979441,1.3354629,0.71362644,0.97551197,0.6324662,1.1808976,0.6902424,1.2493997,0.846633,0.97545683,1.3688068,1.0657612,0.9487342,1.3747749,1.0706036,1.4979267,0.7389395,1.1203774,0.8440335,0.9235667,1.1248244,1.1256592,0.974795,1.2636018,0.70778096,0.5111454,1.0520165,0.93781114,0.7659321,0.0,1.335882,1.1378423,1.3839943,1.3811018,1.343071,0.755715,0.71794236,1.0183338,0.8007296,0.84825,0.81651956,0.8987785,0.9435355,0.9456892,0.3779862,1.4346311,0.9657183,0.85036474,1.3342245,1.0160823,1.2328101,0.86527556,1.4119267,1.1923054,1.3358014,0.79180497,1.3333113,1.1777295,1.3749416,0.6465723,1.2300076,0.5810853,0.68540406,0.9493012,0.91840345,0.89686537,0.4890697,1.4027225,1.3754711,1.3822857,0.50488144,0.8229312,0.6923692,1.0975221,1.1114146,0.5194326,1.277201,0.97259766,0.6834227,1.2539659
oven,1.0700836,1.4263821,1.282469,0.8272956,1.2524868,1.0718974,1.2042739,0.8432961,0.6998034,0.76528674,0.9693111,0.61137486,0.937536,1.009231,0.842917,0.95278275,1.0914831,0.9093487,0.64089036,1.2282281,0.8641763,0.8711432,1.0354725,0.77252275,0.81149316,1.0459261,0.8786472,0.63947487,1.1480148,1.0351194,0.507085,0.84680116,0.9157032,1.241017,0.69386756,1.3205823,1.2245951,0.6548642,0.95436513,0.89108175,1.2374972,1.2022941,0.5045448,0.48770893,0.893851,1.1789685,1.2489139,1.0217422,1.0221255,1.2785298,0.9603969,1.1851895,1.1654809,1.1566393,0.8735488,1.2979075,1.0044707,1.2394838,1.2694671,1.3274122,1.0393516,1.2342223,1.0282166,1.1338907,1.1630241,0.83725697,0.9723753,0.8966894,0.8328512,0.80489504,0.6795824,1.0041918,1.0453207,1.2044853,1.0799663,0.8023999,1.1202316,0.7956259,0.9912742,1.1223745,1.3212441,0.92033833,1.175498,1.2456396,1.335882,0.0,1.0692291,0.90598065,0.77969843,0.825344,1.1909196,1.203218,0.9144701,1.2420294,1.1097345,1.1279043,1.0634143,0.921774,1.2031852,1.3256729,0.70676076,0.75273,1.1511325,0.36394405,1.2245078,1.0365062,0.98596275,0.8600235,1.073641,0.81317466,0.9559424,0.78159225,0.5032844,0.8365859,1.2850775,0.98897415,1.2813443,1.2937189,1.0288894,0.86436486,1.0244664,1.2025071,0.8512759,0.83517003,0.764531,1.1591228,1.3023489,1.3323076,1.1484053,0.89184046,1.3009305,0.71194464,0.7750816,1.2921506,0.66639584
owl,0.5492287,1.207214,0.9530002,0.85904014,1.1131212,1.2750437,1.2295392,1.32673,0.83988863,0.6529482,1.434135,1.0446572,0.75399905,0.5873854,0.69917905,1.0649084,1.3587487,1.2298867,0.99571186,1.0534366,1.4284003,1.3987083,1.1683519,1.4353731,1.0126874,1.0079328,0.72558004,0.9479706,0.86123395,1.1572343,0.86736697,0.7278707,1.0646893,1.042241,0.8442414,1.0135969,1.4422787,0.73379695,1.3875797,0.7705705,0.7058412,0.7456808,1.1380024,1.1077219,0.79996884,1.1677122,1.1086016,1.2431555,0.7097429,1.2248043,0.7504854,0.94838345,1.1517632,1.1711005,1.2754741,0.8146742,0.842056,1.2501549,0.86491525,1.2051889,0.77622867,0.8902754,0.93742716,1.1556027,1.0889953,0.93654144,0.8613173,0.98651856,0.8429874,1.2940106,0.80924916,1.3207463,1.0138154,0.99171966,0.7670753,1.1200174,0.4968068,1.2871212,0.75267243,0.8307644,1.2567663,1.2665917,1.2179005,1.1395309,1.1378423,1.0692291,0.0,0.7213076,0.8886162,0.8695392,1.4274193,1.4042221,0.9389204,0.9992789,1.3789771,0.9886493,1.2790712,1.0781722,0.968057,0.9327137,0.8685846,1.2685713,1.1794038,1.044015,1.0956072,0.78128064,1.2222008,0.79590046,0.84904957,0.92426264,1.3576517,0.7727294,1.0270787,0.7997723,1.328124,0.7678827,1.2707603,1.0858713,1.1416221,1.2311995,1.2223716,1.2381341,0.7872911,0.8511155,0.67008686,1.3377383,1.2136636,1.2362345,1.0700606,1.1862776,1.118845,0.8297561,1.4361606,1.3458686,1.0571488
pajamas,0.58371234,1.4586849,1.1518509,0.50176173,1.2872221,1.4212087,1.3177338,1.2732444,0.68456924,0.4348197,1.4405947,0.9887373,0.23752302,0.6091316,0.54070467,1.0436052,1.4511949,1.4084814,0.9036255,1.4169586,1.3637736,1.3543694,1.311999,1.3172245,1.1175883,1.1653227,0.71499854,0.7138366,1.0088767,1.4413837,0.5937888,0.7404478,1.027883,1.3609686,0.7299366,1.2199248,1.5855751,0.5125104,1.4518611,0.77211016,1.0206072,0.8943135,0.8588748,1.0424006,0.21597445,1.1241262,1.3440328,1.2679415,0.6435869,1.1976227,0.825122,1.2092413,1.2714875,1.0936025,1.4236891,1.0597098,0.5450231,1.3306525,1.0819074,1.3509598,0.6148243,1.0124694,0.74621165,1.1707315,1.2053347,0.91787887,0.88328445,1.0359337,0.32109404,1.3716412,0.6306984,1.4455419,0.8527303,1.2052932,0.92088526,1.0602633,0.5736084,1.3052112,0.7702751,1.0834966,1.4192331,1.2526002,1.0601401,1.2380368,1.3839943,0.90598065,0.7213076,0.0,0.28370404,0.7140637,1.5786728,1.5910149,1.0829227,1.1458896,1.4033499,1.1560197,1.4217148,1.2319438,1.1211438,1.0218662,0.670443,1.4359171,1.2721205,0.78519785,1.209956,0.46617317,1.3340807,0.19310033,0.7977965,0.24427229,1.410388,0.5621981,1.0839573,0.58733976,1.4737635,0.77760535,1.3928382,1.3802001,1.2808456,1.374527,1.4136076,1.3362272,0.6668693,0.31657386,0.49882656,1.4956391,1.1707981,1.372302,0.94448394,1.0481467,1.4115744,0.6893788,1.369167,1.4193987,0.9373007
pants,0.7773185,1.4593672,1.158849,0.5658106,1.4010004,1.3806239,1.3070427,1.2215506,0.7231959,0.5218622,1.2016351,0.8848918,0.44807446,0.6659303,0.5618844,1.1700964,1.406355,1.4421169,0.9420285,1.4292839,1.1831558,1.1924753,1.2921091,0.97815436,1.0751863,1.2594593,0.6399367,0.60455215,0.94967854,1.509731,0.59778374,0.8471748,1.0333163,1.4109607,0.7156484,1.1561849,1.4682856,0.63526845,1.408824,0.91789544,1.0655893,1.1375735,0.76458156,0.96197015,0.33493632,0.9748307,1.4172466,1.1402714,0.7904898,1.070885,0.8958302,1.2767705,1.3194059,0.9660238,1.4090075,1.2533959,0.69262004,1.1741424,1.0853921,1.5241354,0.69011164,1.0881191,0.7985245,1.1686459,1.1871511,0.8515882,0.9086762,1.1498673,0.10015941,1.2505139,0.61747146,1.3349564,0.7819269,1.1406192,1.0668931,1.1525612,0.8007729,1.1921351,0.7488227,1.2030303,1.353827,1.1510801,0.915068,1.140814,1.3811018,0.77969843,0.8886162,0.28370404,0.0,0.80770004,1.4288118,1.476926,1.1183124,1.1779542,1.1224817,1.1769305,1.4091758,1.3118799,1.1336888,1.0929171,0.7160971,1.3781848,1.1026684,0.7873051,1.126054,0.42394948,1.366216,0.21764028,0.81994593,0.092024505,1.3953089,0.698099,1.0924675,0.5775447,1.331728,0.8577217,1.3318295,1.2892003,1.2440677,1.3956152,1.4459939,1.3761457,0.7362069,0.32783878,0.6673452,1.4696376,1.0050598,1.2383476,1.0176754,1.0305341,1.5729465,0.8722978,1.1947713,1.2433538,0.89141893
paper,0.6872121,1.4760437,1.2303679,0.62978864,1.2858316,1.3058707,1.2506814,1.0753694,0.53604925,0.4166566,1.3269708,0.5613356,0.5821607,0.82279825,0.45813704,0.37806427,1.4121819,1.1001536,0.4031518,1.197223,1.2825966,1.3977332,1.1404457,1.3995183,0.9581488,1.0785974,0.890524,0.73044056,0.9730602,1.2929672,0.7403484,0.8227965,0.8354353,1.2761596,0.7951168,1.0808275,1.3950202,0.58776784,1.3538547,0.8010654,1.2098502,1.0265044,0.85935384,0.6749017,0.7792948,1.1844319,1.1610596,1.2248324,0.86855817,1.1759583,0.69680595,1.0343081,1.2628132,1.1295137,1.0459359,1.0950658,0.71028256,1.374338,1.0429655,1.0902867,0.93629277,1.1344011,0.7976496,1.3695259,1.1907876,0.8503882,0.8714777,1.0432367,0.77228713,0.9749187,0.6957561,1.1886699,0.98585343,1.0911305,0.98866856,0.80050534,0.7937093,1.1724114,0.97849935,0.95335424,1.4273791,0.89939606,1.2043047,1.3077412,1.343071,0.825344,0.8695392,0.7140637,0.80770004,0.0,1.2902654,1.2340664,0.9089876,1.1112952,1.4070858,0.9780671,1.3622934,0.8076457,1.1673312,1.0836557,0.72457844,1.1903286,1.2610512,0.6333455,1.4242375,0.8562974,1.1799976,0.7218523,1.0282577,0.8243866,1.3404559,0.70415246,0.6835128,0.6847832,1.4806373,0.7038293,1.4022521,1.3170985,1.1265968,1.0922172,1.1844976,1.32247,0.87899256,0.7304286,0.3823011,1.308338,1.2363892,1.4011705,0.8481513,0.907245,1.3640349,0.43815994,1.2885706,1.4273442,0.89590824
pen,1.4569199,0.51959807,0.98363,1.3812574,0.82566917,0.592185,0.72250795,0.76400876,1.4262874,1.5602869,0.38495356,1.2065198,1.5500351,1.4025383,1.4958727,1.0157112,0.32708085,0.73843193,1.3366544,0.8252287,0.49313897,0.6528228,0.7290516,0.6369537,0.9277854,1.026425,1.2152419,1.3699683,1.038276,0.6267405,1.4162128,1.4282155,0.9246506,0.8002988,1.4242492,0.7940288,0.078926325,1.5676591,0.46743608,1.340546,1.0379,1.2971791,1.1521525,1.1665263,1.5234588,0.8107122,0.8830528,0.6229852,1.3216305,0.6992917,1.228612,0.7790874,0.6959714,0.9161182,0.5135695,1.0955493,1.3323936,0.34590656,1.0579094,0.66660404,1.2697735,1.1425589,1.1393344,0.7357299,0.88976324,0.98563915,1.1913223,1.1831303,1.4043658,0.46511543,1.3985978,0.49440515,1.1155982,0.9817123,1.274726,1.0591694,1.58298,0.6070192,1.2832241,1.2565142,0.3068663,0.8849567,0.67663026,0.6629812,0.755715,1.1909196,1.4274193,1.5786728,1.4288118,1.2902654,0.0,0.0659318,1.1069947,0.94405764,0.3937239,1.0510206,0.49904734,0.9845507,0.97132075,1.0774993,1.4235721,0.6682007,0.6936859,1.3481388,0.6840764,1.3310997,0.6665922,1.5354414,1.1979297,1.4429277,0.49000627,1.4083543,1.1077095,1.3318605,0.21313334,1.3020412,0.4123925,0.7421255,0.8705344,0.6025263,0.6215685,0.6749697,1.4463038,1.4616745,1.5262178,0.5034248,0.7141721,0.35355228,0.8123853,1.0411546,0.70551825,1.4782779,0.45893562,0.29406255,1.1254818
pencil,1.4685621,0.48627472,0.9596237,1.3980129,0.77874315,0.6066404,0.6724749,0.761837,1.3927231,1.4949956,0.48236853,1.1485623,1.5513184,1.4295878,1.45981,0.9177964,0.30218256,0.67555606,1.2375727,0.7604564,0.5453048,0.68672305,0.7547463,0.71623987,0.937984,0.95781267,1.2983556,1.3346499,1.0565813,0.57401854,1.4094896,1.368655,0.9980205,0.7568578,1.3631197,0.7927704,0.091324866,1.5218196,0.45346403,1.2654388,1.0468999,1.2165759,1.1741818,1.120003,1.5271639,0.9343876,0.80903894,0.6486927,1.3412306,0.7977011,1.201769,0.7961144,0.66129196,0.93041563,0.4736504,1.073869,1.3645961,0.43143135,1.0920146,0.6283034,1.3369836,1.0905902,1.230638,0.8183268,0.86850786,1.0171068,1.2287879,1.087943,1.44929,0.45933592,1.3566525,0.4996009,1.1467731,0.9407853,1.2247994,1.0392549,1.5845023,0.6374397,1.275985,1.1398008,0.33184242,0.86638796,0.8098438,0.8073205,0.71794236,1.203218,1.4042221,1.5910149,1.476926,1.2340664,0.0659318,0.0,1.0752797,0.912975,0.4917465,0.98124415,0.5033918,0.8811871,0.96034116,1.0725192,1.3938445,0.6394741,0.8068677,1.3315644,0.7735909,1.3695323,0.66899216,1.568512,1.238035,1.482095,0.51416665,1.4023174,1.0802166,1.3256912,0.2772088,1.23926,0.3901422,0.8129119,0.89766675,0.53714985,0.6051508,0.68609035,1.4202994,1.4957025,1.4384189,0.48413604,0.8178022,0.4486652,0.8391564,1.0155842,0.6429368,1.3871312,0.48943603,0.38999033,1.1526612
penguin,0.82196045,1.0624201,0.9474304,1.0922694,0.8905889,0.9405862,0.9549765,1.112678,1.0367771,1.0541185,1.1346188,0.9897656,1.0559456,1.0217643,1.085018,0.816816,1.0298269,0.98694843,0.9137801,0.9910672,1.048425,1.080356,0.79906505,1.1327616,1.0848715,0.8827358,1.1370704,1.1082088,1.0979041,0.9440931,1.0678549,0.9600357,1.0179735,1.0036194,1.0359814,1.1492035,1.0961499,1.017643,1.0177479,1.0643209,1.0035769,0.7783147,1.0792246,1.0100589,1.0552632,1.1781555,0.9398662,1.1152143,0.99461216,1.1715741,0.9872171,0.8692238,0.91001993,1.0518665,0.9588506,0.8210633,1.1014364,1.1979458,0.97466236,0.99169767,1.048411,0.83918154,1.076416,1.0210884,0.8466712,1.0620047,0.99437565,0.89366007,1.1389687,1.0061606,1.0916637,1.1251312,1.0588137,1.1127641,0.9396393,0.7776194,0.8992085,0.9469349,1.0866789,0.93232524,1.1613435,0.9860124,1.1970859,1.1244987,1.0183338,0.9144701,0.9389204,1.0829227,1.1183124,0.9089876,1.1069947,1.0752797,0.0,1.1009165,1.209048,1.0178111,1.0518653,0.9929308,0.9876056,1.0066451,0.9913039,0.9943507,1.2529173,0.8769311,0.99166465,1.0739537,0.8553605,1.0745516,1.0304263,1.1247591,0.9467716,1.0214021,0.9485246,1.0681082,1.1694419,1.0660387,1.007636,0.92098457,0.9542216,0.9814319,0.97733045,1.0162492,0.96389216,1.0840572,1.0376863,1.0283126,1.2035531,1.1447543,1.1280946,0.96256644,0.83992684,0.9571119,1.016509,1.1891154,0.9735443
pickle,0.9294822,0.75033796,0.7751931,1.1009555,0.9795313,1.1215534,0.45127487,1.0551814,1.1504093,1.2200712,1.0511496,1.1919172,1.1480067,1.0581675,1.1310382,1.0469251,1.0659927,0.9563355,1.1234818,0.52902937,1.0810887,1.0350804,0.96716386,1.1070917,0.99668795,0.95659554,1.1793392,1.2352347,0.8114697,1.0530374,1.2486967,1.0264708,1.0208064,0.6416823,1.2101144,0.5219772,0.9154309,1.2571844,1.07409,0.9716604,0.92590654,1.0070479,1.2589779,1.1134634,1.157197,1.0419822,0.848065,1.0156174,1.1186974,0.90514517,1.0593181,0.9182185,0.8771898,1.0166721,0.9551792,0.5427389,1.0132906,1.0314062,0.6978406,0.740223,1.1495296,0.76975113,1.0458107,1.130612,1.0533582,1.1886145,0.9999518,0.9729721,1.1482856,0.94887733,1.1954654,1.1661017,1.0678601,0.67818534,0.7682484,1.1268108,0.9744145,1.1400138,1.0720152,0.5100607,0.98711795,0.8887472,1.0537483,1.0210435,0.8007296,1.2420294,0.9992789,1.1458896,1.1779542,1.1112952,0.94405764,0.912975,1.1009165,0.0,0.937799,0.641499,0.8942207,0.80981714,0.91941833,0.82036847,1.1009343,1.0783182,0.9666466,1.2462938,1.0346605,1.1335212,0.9801583,1.2046508,0.9688394,1.1723695,1.0901402,1.2470555,1.1461084,1.1030372,0.9235866,1.1643363,0.81199557,0.7723396,0.9664729,0.8775463,1.0540248,0.91220665,1.1508799,1.1648808,1.1373322,0.85692644,0.93552655,0.98948264,0.81943923,0.98851067,0.78981614,1.0042123,1.1295403,0.98825586,1.2773263
pillow,1.369762,0.6889273,1.0369033,1.3002677,0.9087349,0.6164319,0.81889015,0.69059443,1.3446009,1.370848,0.23994172,1.0318173,1.4060273,1.301102,1.179749,1.1975957,0.5116729,0.8236581,1.2569377,0.90610546,0.4150074,0.4988407,0.8482123,0.29928458,0.95137525,1.0844958,0.93866616,1.0971135,1.004484,0.80177647,1.3216454,1.4209578,1.0813555,0.90043783,1.0927494,0.91438895,0.40259862,1.3450192,0.5992421,1.4131776,0.70735765,1.1990486,1.0237781,1.0368516,1.3612331,0.7450744,1.0166596,0.52349555,1.3587466,0.76174164,1.3933997,0.8806143,0.7440233,0.9548473,0.8914132,1.1730098,1.2965093,0.53225434,0.8715406,0.96289754,1.2633047,1.1198096,1.1346021,0.708586,0.95090115,1.0650029,0.99490017,1.275383,1.0968733,0.8223307,1.2795873,0.6631198,1.0334241,0.98511505,1.2995026,1.1596458,1.3883867,0.68501574,1.1192822,1.2589611,0.51502377,0.7455945,0.67777467,0.7886011,0.84825,1.1097345,1.3789771,1.4033499,1.1224817,1.4070858,0.3937239,0.4917465,1.209048,0.937799,0.0,1.1189886,0.5637412,1.1153812,1.0318086,1.1376083,1.204876,0.6661639,0.5440845,1.2431817,0.6928721,1.1116697,0.91030073,1.2781013,1.1126456,1.1397461,0.6229024,1.4277729,1.1600438,1.2418829,0.36330938,1.3047395,0.57404286,0.66168,0.8889884,0.9406074,0.87738585,0.78791547,1.2452385,1.2107506,1.5754899,0.62801516,0.74705195,0.5427778,1.0667329,0.8940761,0.8866119,1.506309,0.5349567,0.4551252,1.0448194
pizza,0.9931904,0.8749106,0.8443996,1.0599885,0.9880134,1.0819745,0.83618164,1.0272847,1.0488669,1.1564685,1.1500719,1.0614667,1.1086452,1.0983804,1.089433,0.7956952,1.0517116,0.86158025,0.87597746,0.4981591,1.2178773,1.1164995,1.0117573,1.195409,1.0493486,0.86177325,1.2619032,1.1394161,0.91131693,1.0019757,1.185219,1.0112132,1.154417,0.7437327,1.0892798,0.6455007,1.0270183,1.1433687,1.0515773,0.8348315,1.0898658,0.94835925,1.2505131,1.0624403,1.1103213,1.0575415,0.880043,1.1056728,0.9961899,1.0638162,0.9902041,0.9230703,0.90262836,0.973637,0.90536875,0.8912108,0.9939056,1.0308303,0.9464033,0.8586389,1.0734631,0.9200283,1.0728669,1.1423935,0.90975875,1.1417391,0.9778728,0.9214896,1.1911724,1.0288336,1.1003289,1.0873625,1.0329764,0.35792816,0.8346219,1.066111,1.0002562,1.2295665,1.0217626,0.53073585,1.046586,0.98147625,1.0752853,1.082431,0.81651956,1.1279043,0.9886493,1.1560197,1.1769305,0.9780671,1.0510206,0.98124415,1.0178111,0.641499,1.1189886,0.0,1.089484,0.57257867,0.877576,0.83593947,1.0867214,1.0455203,1.0987788,1.1420176,1.0057799,1.1682581,1.0480573,1.1218281,1.0343173,1.156667,1.0490638,1.125996,0.9903791,1.1130434,1.0731609,1.0852847,1.0147628,0.98265654,0.9472433,0.8556395,1.0553745,0.91113156,1.1240709,1.1128944,1.0064698,0.99920285,1.0648177,1.0645198,1.0129458,1.0359966,0.9025035,0.8442992,1.1960996,1.0690554,1.157438
plant,1.3014812,0.61463594,1.0724051,1.4197922,0.7575611,0.617456,0.6716507,0.67878205,1.3079498,1.4234518,0.6072405,1.1750333,1.4343579,1.3953147,1.4677367,1.1042633,0.33256364,0.57207143,1.223809,0.8510697,0.5299735,0.45773876,0.6639308,0.5430131,1.0122975,1.0586854,1.1268321,1.201932,1.2424858,0.4997592,1.2063175,1.2149553,1.109417,0.77315205,1.1750786,1.0933931,0.48105967,1.2647979,0.39148152,1.065237,0.8133613,1.0853455,0.9849166,1.0621585,1.405211,1.0220791,0.8557781,0.8033922,1.2818048,1.0298723,1.285835,0.92027974,0.4327349,1.0235105,0.73644096,0.9086113,1.2874136,0.71472967,1.1201794,0.81992155,1.2594838,1.1305796,1.3020406,0.74124527,0.90420353,1.0663846,1.1862369,0.98224854,1.4257421,0.81992143,1.2125049,0.55669004,1.2089969,1.0950841,1.084232,0.90731424,1.4370437,0.64274645,1.1680464,1.1308881,0.55918837,0.8272236,1.0575064,0.9610368,0.8987785,1.0634143,1.2790712,1.4217148,1.4091758,1.3622934,0.49904734,0.5033918,1.0518653,0.8942207,0.5637412,1.089484,0.0,0.87599856,0.9957527,1.1503205,1.2478912,0.56840926,0.89755166,1.1181151,0.712005,1.3015285,0.7819322,1.4284275,1.2195929,1.3853867,0.4762078,1.253243,1.0322495,1.2948627,0.54260457,1.1405013,0.5145478,0.7879264,0.76459813,0.76246566,0.7771758,0.75508904,1.3068609,1.3501313,1.3721089,0.5202487,1.0076463,0.7501509,1.065615,0.9198401,0.65263456,1.3539171,0.5139583,0.6881963,0.9021305
plate,1.1421053,1.001316,1.1573046,1.1213415,0.99078184,0.92709655,0.8525583,0.7511953,0.59390885,1.095047,1.0407155,0.9036499,1.1345452,1.1710793,1.1015352,0.7077857,0.94604975,0.30013472,0.748687,0.6149718,1.0350573,0.9610857,0.9597259,1.0843365,1.0096872,1.0125222,1.1883056,0.9987114,1.0263028,0.67877173,1.0999053,0.9345267,1.0915215,0.7058736,1.0809891,0.85068357,1.0231154,1.0900065,0.8189746,0.69711965,1.1662705,1.1310836,1.0271659,0.8009274,1.2659727,1.1970308,0.7364446,1.041589,1.1697829,1.1816614,1.0199038,0.98905814,0.87618434,1.1739955,0.56880033,1.0675027,1.0923468,1.1538765,1.1124265,0.8908513,1.2305386,1.1450043,1.0870396,1.1819515,1.0435948,0.9684451,0.98915786,0.73773676,1.3345406,0.78625715,1.0846841,0.82143855,1.2104236,0.78247166,0.93735355,0.8544099,1.1909113,0.9988473,1.1694,0.6411555,1.0760301,0.8048079,1.2206621,1.2399852,0.9435355,0.921774,1.0781722,1.2319438,1.3118799,0.8076457,0.9845507,0.8811871,0.9929308,0.80981714,1.1153812,0.57257867,0.87599856,0.0,1.0788722,1.1059564,1.0162071,0.7872824,1.1950302,0.9393263,1.1609062,1.2572454,1.0198317,1.2619915,1.177679,1.2655922,0.87043226,1.0281243,0.4083144,1.1648825,1.11749,1.0066427,0.96854615,1.0444779,0.6865983,0.46690476,0.90941405,0.97265655,1.1596361,1.195654,0.8114148,0.7613157,1.2551737,1.1498929,1.0911735,0.9293694,0.9981081,0.49409264,1.0379747,1.206128,0.96024245
pony,0.99701077,0.9501693,0.8127198,1.1544869,0.8923419,1.0371283,0.9026788,1.1009054,1.1819379,1.1596882,1.0743058,1.1427689,1.1433786,1.0949197,1.1461709,0.9822693,1.0271709,1.0601621,1.1343389,0.9628874,1.108036,1.0309194,0.90554494,1.0933793,1.0321454,0.9948992,1.1692879,1.0761417,0.9327511,0.95331824,1.2006942,1.0372968,1.0935415,0.94282395,1.1768491,0.96339405,0.94531983,1.2100582,1.0584557,1.1352569,0.9016615,0.85330623,1.241625,1.1911979,1.09707,0.9747054,0.9571461,1.0971315,1.0903485,0.95401424,1.0261761,0.90317184,0.8381875,0.8781906,1.0182104,0.83098465,1.0132638,1.0159585,0.925568,0.8649997,1.0958195,0.90858513,1.0430645,0.9741696,0.3344288,1.1607482,1.029029,0.9882367,1.099095,1.0206989,1.1022558,1.0605947,1.0477116,0.82658625,1.0850364,1.0274358,1.0595139,1.0627536,0.81923103,0.9427245,0.9911796,1.1176953,1.0149341,0.9249604,0.9456892,1.2031852,0.968057,1.1211438,1.1336888,1.1673312,0.97132075,0.96034116,0.9876056,0.91941833,1.0318086,0.877576,0.9957527,1.0788722,0.0,0.9596473,1.0540118,1.0737505,1.0382414,1.2211853,0.80848235,0.9805965,0.830353,1.1288304,0.86760306,1.1119292,0.92523396,1.1365854,1.1872053,1.1179507,0.9555296,1.0630116,1.0311149,0.8698606,1.1263376,1.0138319,0.9732267,0.918128,1.0281878,1.0746777,1.1281672,0.86908346,0.92972887,0.93630695,0.9303594,1.1158386,0.8172476,1.1130593,1.035473,0.9555425,1.2014409
pumpkin,0.91721845,0.51072437,0.60401136,0.91191447,0.7468343,0.90986276,0.89848137,1.3729317,1.1526785,1.1282111,1.187632,1.2848041,0.92029727,1.1243484,1.0705501,1.0401788,1.0611851,1.1495782,1.1625501,0.7052682,1.2895708,1.1654646,1.1030178,1.2770288,1.2455597,0.55844027,1.2206203,1.3160267,0.9302161,1.1011811,1.1971152,1.0490931,1.1024481,0.8401047,1.1968895,0.8130802,1.0231515,1.1916723,1.0722672,1.1576964,1.0622177,0.77181846,1.3191531,1.3004158,0.9076477,0.9854911,0.60034704,1.164459,0.8357621,0.7166014,0.9326238,0.88723475,1.0274184,0.97733265,1.1949736,0.813801,1.0225635,0.9075814,0.8597122,0.8167289,0.83928806,0.7338483,0.9177922,0.92755544,0.96576965,1.3201433,0.99349415,1.0456071,1.0709229,1.3003185,1.2772037,1.0907676,0.91554475,0.8541842,0.74055666,1.1347765,0.76298916,1.2596456,1.1313025,0.75189936,0.8285977,1.2171043,0.86575973,0.76730824,0.3779862,1.3256729,0.9327137,1.0218662,1.0929171,1.0836557,1.0774993,1.0725192,1.0066451,0.82036847,1.1376083,0.83593947,1.1503205,1.1059564,0.9596473,0.0,1.2174053,1.3107402,0.9353951,1.2397283,1.0301137,1.0710534,1.127475,1.0348384,1.0746791,1.0254107,1.0992948,1.0320872,1.2375164,1.1452333,0.9873437,1.1683671,0.8878983,0.88951796,1.1270605,1.1594411,1.101181,0.75359637,1.1348985,1.0800372,1.115793,0.97682655,0.7678361,0.87378883,0.90802,1.2040215,0.7787343,1.1100981,1.3189015,0.90012723,1.2611331
