,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
jeans,0.80946916,0.95623344,1.365216,0.4398315,1.3653181,1.3705682,1.2535863,1.3147544,0.57164246,1.0202004,0.52314466,1.1162128,0.90048873,0.49750704,1.1854888,0.53467155,0.9538189,1.2780151,1.3686163,1.4231925,1.0658017,1.252938,1.1630094,1.300379,1.1843708,1.1350926,1.1869711,1.2544535,0.6757955,0.5716295,1.0343896,1.4049568,0.5728796,0.39730614,1.087497,1.1877465,1.146182,0.6830592,1.2127755,1.3865027,0.64757186,1.4586573,1.2410069,0.96402407,0.9905273,1.201612,0.80560005,1.0902383,0.26456213,1.3102868,1.1513636,1.3874961,0.6904881,1.1923106,0.7460218,0.9113546,1.2665452,1.3331355,0.8712443,1.4081562,1.3842661,0.99188066,1.0012559,0.7745556,1.0233448,0.8901461,1.2777665,0.64636385,0.820853,0.6916201,1.241968,1.2334316,0.78080565,0.4152043,0.8894486,0.0,1.0499095,0.74199474,1.4029207,1.2116728,0.9033617,1.0051,1.0714182,0.7485043,1.0811511,1.1229162,1.0023245,1.1059468,1.339297,1.1387275,0.9652302,0.96611243,1.3608317,0.66854036,1.0808529,0.26840758,0.064472914,0.8001425,0.9092053,1.399441,1.3720931,1.240867,1.3335255,1.3129592,1.182137,1.257626,1.3671191,1.2497137,1.3223764,1.2083127,0.91456825,1.3372222,0.87664664,1.227534,0.82736874,0.5314336,1.1057464,0.3534875,0.8392011,0.19702184,1.3622986,0.57060647,1.0215391,0.5397497,1.3441176,0.77348506,1.1903795,0.77283704,1.2265799,1.226479,1.0017543,1.2350416,1.3185098,0.78421944,0.28816628,0.6655739,1.4454336,0.99150884,1.1439346,0.9365537,1.0179298,1.4756666,0.98368907,1.0135183,0.9636936,1.1924753,1.1205318,0.8845148,1.1874552
knife,1.2525213,0.9135263,0.86156404,0.95757097,1.1596854,0.99017894,0.8958345,0.8633127,1.0491242,1.1233528,1.2525928,0.73530793,0.9253572,1.3347174,1.1271746,1.2615012,1.0187447,1.0622407,0.7473869,0.71909344,1.125346,1.1167582,0.5006162,0.9235658,1.0608081,0.6878002,1.0545563,0.8271759,1.0125008,0.97478366,1.123269,0.81898415,1.111884,1.2103691,1.0951092,0.66139114,1.0927566,1.1884828,1.1501621,0.5901335,1.1908797,0.81844306,1.2019151,1.2012813,1.2953013,1.3381722,0.85737246,0.86427295,1.2173228,0.8837552,0.711824,0.8360469,0.9427631,0.91126823,1.2438793,0.80251426,0.8339373,0.96046394,0.7625418,0.41073334,1.1559378,1.216064,1.2435302,0.96347886,0.9720667,0.95496696,0.9998082,1.1745193,1.0271568,0.99357855,0.8706848,1.2153099,0.821707,1.0320245,1.0233144,1.0499095,0.0,1.0998126,0.6883678,0.76202404,1.243664,1.089714,1.1169971,1.1936889,0.7064645,0.9482218,1.0039635,1.1787746,0.8923248,0.91494334,0.86888164,1.0726385,0.9384076,0.8243259,1.2586201,1.2888811,1.0618067,1.2375858,1.1027796,0.500744,0.5312269,0.9634222,0.79595023,1.1882443,0.84545606,1.0600271,0.852227,0.79077864,1.2151997,0.8841743,1.0020593,0.7114675,1.0071313,1.1195168,1.0945045,1.1827964,0.6945815,1.2528337,0.9748006,1.1012211,0.5424946,1.1331304,0.6958164,1.0429947,0.6342157,0.9921518,0.8341729,0.860125,1.0601271,0.4344719,1.1424183,0.7624965,0.8972078,1.1626556,1.2323284,1.2662432,0.89561653,0.8549963,0.806853,0.69141036,1.055236,1.1399233,1.2416904,1.1208386,1.049644,0.39377332,0.71818346,1.0150795,1.1657546
ladder,0.8794964,1.2212021,1.4186827,0.6681521,1.3150227,1.3853717,1.2132113,0.8200159,0.5964756,1.0018654,0.41663575,1.3112712,0.58314884,0.8175012,1.0949323,0.6965029,0.895238,1.045086,1.307564,1.2962384,0.65006036,0.96389645,1.1486087,1.2085454,1.1551375,1.0671667,1.081676,1.159814,0.88462996,0.29246402,0.96591294,1.2795285,0.4518007,0.72295564,1.1512845,0.9709434,1.01527,0.49024916,0.9657416,1.4014951,0.2933551,1.327858,1.064222,0.8594805,0.9119328,0.97779393,0.62149894,0.6262188,0.7118561,1.1785616,1.3433442,1.4358172,0.9746631,1.1913004,0.95143944,1.3028055,1.3041447,0.99178433,1.201697,1.2414467,1.2431285,0.91164035,0.9189042,0.8382299,1.230618,1.1970273,1.3165131,0.8999957,0.95853543,0.9932516,1.4021262,1.1043451,0.73413336,0.8225762,0.8516896,0.74199474,1.0998126,0.0,1.1132828,1.257515,0.8919485,1.0352567,0.86659974,0.8984212,0.8415121,1.0651621,1.1770331,1.0311668,1.3460808,1.0801064,1.2426382,1.1441327,1.308387,0.6098453,1.0495266,0.74769497,0.73165464,0.7797145,0.94219697,1.3799113,1.3638312,1.3034586,1.4050369,1.1037427,1.2918631,1.1675613,1.0594053,1.1492435,1.1294208,1.2970842,0.83885825,1.1197231,0.6605858,0.993796,0.9157887,0.7610358,0.9490936,0.76595783,1.0067414,0.93395716,1.1429925,0.6482878,0.8409706,0.6504789,1.4303524,0.7996013,1.2909416,1.0857923,1.1917496,1.0339925,0.95109296,1.265007,1.2296546,0.6893643,0.743111,0.55863506,1.4033861,1.3217391,1.3426497,1.0439167,1.0358266,1.2927382,0.761179,0.9209132,0.84168565,0.97250175,1.3441006,0.67208326,1.0573446
lamp,1.5705757,0.94385767,0.6845629,1.3123443,0.7345358,0.47097385,0.9844975,0.7086133,1.2816331,1.0655363,1.3490224,0.5484941,0.9146363,1.552789,1.12872,1.4216182,1.0878532,1.0219098,0.41322422,0.4375766,1.1267622,1.0256966,0.4807071,0.64512956,1.0794301,0.51338625,0.94129753,0.67637604,1.1201825,1.0040183,1.2495823,0.45729703,1.2251093,1.3786421,0.9110909,0.81087387,1.1262904,1.0872619,1.08268,0.4208423,1.2134775,0.41529465,0.9961247,1.329286,1.3839746,1.1964405,0.9602893,0.82202274,1.4414282,0.5563555,0.61669743,0.51148385,1.1287183,0.7068227,1.3235681,0.9185234,0.64068884,0.8624539,0.8619169,0.5136265,1.1099856,1.244531,1.2335397,1.1816128,0.9492598,1.0958695,0.9177447,1.3052479,1.2262548,1.3433821,0.5910732,1.1011032,1.0823824,1.2934654,1.0887007,1.4029207,0.6883678,1.1132828,0.0,0.6325523,1.3325028,1.12361,1.0366799,1.4005729,0.96769106,0.92308617,1.0443848,1.2783401,0.4945804,0.9365027,0.851027,1.1059963,0.5552678,1.0791872,1.2305381,1.5693558,1.381198,1.4264369,1.2847874,0.37942433,0.4214543,0.86879677,0.78056407,1.0482146,0.5593463,0.98059374,0.60905325,0.7658558,1.0515848,0.6433619,1.1153249,0.6144064,1.077112,0.90401024,1.3487808,1.3344074,1.0621897,1.4348181,1.022756,1.3181305,0.47500694,1.2188036,0.80413556,1.2769991,0.5028379,1.0942593,0.80662304,1.0559443,0.972437,0.7092378,1.0649989,0.6026066,0.716599,1.248067,1.5258683,1.3990202,0.59043443,0.84769726,0.78556675,1.0537765,1.0730325,0.8818917,1.402067,1.041425,1.0169892,0.49001235,0.7216537,0.68927157,1.119886
leg,1.4922488,0.49706,0.6588869,1.0565993,0.89101946,0.7349324,0.9712355,0.9659951,1.3628445,1.0417129,1.4557312,0.48135817,1.1428748,1.338831,1.1083804,1.3895967,1.2687416,1.1189212,0.5023395,0.80881184,1.2336383,1.0490419,0.48655546,0.8715883,1.0819958,0.6548949,1.1118917,0.9279003,1.1907138,1.1926416,1.1479654,0.77717066,1.358191,1.3429794,0.9526314,0.96416664,1.1652222,1.2466714,1.1336867,0.44519913,1.3664148,0.60423136,1.001453,1.314358,1.368531,1.2376124,1.1012586,1.0273204,1.3233515,0.7920257,0.56267196,0.6807871,1.0742352,0.71094936,1.2011648,0.5563248,0.85856754,1.0855371,0.5054202,0.550509,1.2248436,1.1135414,1.0762248,1.2553809,0.6697813,0.96280503,0.9442673,1.2053968,1.2084651,0.97302014,0.6134925,1.0804884,1.1462642,1.0907161,1.1656017,1.2116728,0.76202404,1.257515,0.6325523,0.0,1.2123083,1.0214648,1.0427024,1.3607882,1.0208987,1.126945,0.6577888,1.2593179,0.49456465,0.9352669,0.50042224,0.70835984,0.65111876,1.2528983,1.2019868,1.4182638,1.2103068,1.3466798,1.2879444,0.42797333,0.5237742,0.89235353,0.8677453,1.0140051,0.66754955,0.91595644,0.88459504,0.99225307,1.0541651,0.8066602,1.1559215,0.9103669,1.2794278,1.0487599,1.063227,1.2313738,1.1195773,1.277939,1.0522039,1.0582631,0.6561717,1.2288754,1.1127337,1.2588294,0.5083176,1.2576998,0.88212705,0.85327756,0.9508376,0.9171824,1.2306341,0.6550689,0.81706816,1.2918388,1.392886,1.470751,0.82206297,0.5159605,0.53251016,0.9133537,1.0712624,0.9617646,1.4079065,1.1574811,1.0781449,0.66728425,0.4269837,1.0163724,1.0449733
meat,0.5851093,1.0341772,1.2069287,0.7290581,1.1325771,1.2833564,1.075431,1.1725459,0.9437102,0.9494791,0.8914747,1.2293024,1.0458909,0.7579417,0.8154609,0.82746434,0.88231087,0.97601306,1.300795,1.4071074,1.0112464,0.9214026,1.3487661,1.2112597,0.9664529,1.3090825,1.0094388,1.1521332,0.9137755,0.98555,0.8485667,1.2437828,0.92508644,0.9233574,0.99081975,1.1328008,0.8871178,0.99865746,0.8642116,1.2591951,0.95982987,1.3600175,0.90641505,0.95953685,0.65311456,0.86345947,1.063544,1.0719943,0.78790605,1.2446969,1.2290487,1.2965219,1.0058043,1.0970716,0.8716552,1.0544988,1.0786686,1.0765827,1.0345371,1.2705997,0.869079,0.93057,0.797763,0.9280083,1.0580667,0.9710171,0.9887694,0.8614977,0.96451855,0.84580636,1.2226516,0.75453395,1.1319121,0.8507495,0.95314634,0.9033617,1.243664,0.8919485,1.3325028,1.2123083,0.0,0.9768251,0.9345337,0.78410697,1.1123896,1.0699792,0.9364501,0.88225675,1.1750238,0.9979277,1.0258873,0.992497,1.2327557,1.0446761,0.793056,0.7874024,0.84509104,0.76063216,0.9022019,1.289032,1.2822382,1.1038357,1.2234584,0.7377349,1.2155726,0.92705166,1.2590895,1.2393401,0.78084695,1.1964031,1.0559722,1.3057184,1.0171453,0.7183092,0.8687219,0.911943,1.1107172,0.7762222,1.0654135,0.8984044,1.3700125,0.89713645,1.2370838,1.0401152,1.2743577,0.9523092,1.1915636,0.906478,1.1201154,1.3079681,0.94231385,1.2287972,1.022872,0.9516951,0.8431589,0.9126713,1.2888589,1.0532452,1.0731598,0.99182945,0.91965485,1.1263065,0.92209595,1.0628611,0.8616945,1.2957011,1.1341866,1.1080467,0.8025429
melon,0.8469145,1.0523814,0.9055466,0.8974168,0.9081524,1.006045,0.98521954,1.110462,0.9672527,0.85623336,0.9619646,1.1484479,1.0858657,0.78698516,0.98312354,0.83626056,1.1802996,1.1304495,1.0585854,1.0160409,1.0818615,0.92595834,1.0100914,1.1371557,1.1010224,1.1665914,0.9539632,1.06591,0.7983602,1.1354865,0.88596386,1.0667883,0.98853415,0.9787763,0.9221115,1.1015577,1.0032624,1.0913463,0.94173217,1.1325729,1.0090986,1.1130005,1.1001126,0.86155665,0.96185005,1.0096008,1.0597781,1.1422577,0.9808625,1.0508093,1.0203383,0.9905143,0.9204798,1.1120353,0.96356255,1.0635445,1.0010668,0.9090323,1.1053672,1.0688721,0.9490577,0.9861978,1.1046447,0.91696,1.1620511,0.9565683,0.9161431,0.9995633,0.91862345,0.88045293,1.0401328,1.151825,0.91898656,0.98816514,1.0592539,1.0051,1.089714,1.0352567,1.12361,1.0214648,0.9768251,0.0,1.0169827,0.64162964,1.0867465,0.97064924,1.0406559,0.8263541,1.0545168,0.9050181,1.1058253,1.001451,1.056415,1.072061,0.89352775,0.88170505,0.9896148,0.957095,0.9003087,1.1158243,1.1452386,1.1275016,0.946629,0.9710034,1.0344368,0.8710643,0.961047,0.8807136,1.1503638,1.1529353,1.0359489,1.1297104,1.0391487,1.1056924,0.8420329,0.8618768,0.9858183,0.87187696,0.97422713,1.0420499,1.0222167,1.0166619,1.0504537,0.98930115,1.1227043,0.9250915,1.1910698,0.9733719,0.96068084,0.9231406,1.0272349,1.0943552,0.9744719,1.1336673,0.90717113,0.96235776,1.0798925,1.0736206,0.9413187,0.83244884,0.84828377,1.0232818,0.843863,1.0487888,0.74540895,1.1428452,1.1321537,0.9868274,1.0995071
milk,1.0234531,1.1706576,1.229431,0.96851695,1.060066,1.1441419,1.2021693,0.78317165,0.81834316,1.0363712,0.89765286,1.2055757,0.90620166,0.88845056,1.0331386,0.9847207,0.9157215,0.7855653,1.0333382,1.0973371,0.7320678,0.9161458,1.0652899,0.9004017,0.97484607,0.94652593,1.0704651,1.024432,1.1385151,0.90804976,0.99136317,1.0499188,0.8688246,1.0171683,0.94060576,0.9486545,0.9040312,0.9001458,0.8638342,1.2062091,0.8178784,0.9982686,0.9739329,0.8607235,0.98518276,0.9502429,0.87949204,0.89099205,0.9937879,1.1256574,1.228009,1.2036306,1.0434334,1.1393117,0.99024546,1.231155,1.2024269,0.9179472,1.1680356,1.1531067,1.0929902,0.8725786,0.8446283,0.8616642,1.2079247,1.2090992,1.041639,0.9660406,0.9709694,1.0738025,1.2192801,0.9354671,0.8794211,1.0578936,0.80562097,1.0714182,1.1169971,0.86659974,1.0366799,1.0427024,0.9345337,1.0169827,0.0,0.9895845,0.78926265,1.1412882,1.0691012,0.97690856,1.1695362,0.9976484,1.2165015,1.1162698,1.0935192,0.9037084,1.0590674,1.043211,1.0608536,0.8087386,0.96549034,1.2225585,1.2332826,1.1375114,1.1947155,0.89376986,1.2163731,1.0840895,0.9108806,1.0767204,0.937176,1.2267188,0.8929048,1.0148054,0.8076812,1.0403534,1.0720057,0.9887181,0.9906555,1.0513831,0.9598346,1.0927011,1.0199625,0.8513243,0.8783206,1.0512942,1.2345704,1.0609751,1.1362097,1.0645999,0.9749157,1.1011084,1.0752151,1.1293087,1.0033277,0.91384804,1.0130261,0.8470375,1.1621407,1.2038314,1.2152722,1.0222131,0.94943464,1.0157958,0.8376305,0.91433704,0.9881426,0.9796952,1.2529628,0.9055909,0.95021737
mitten,0.6410613,1.0563552,1.144557,0.70499027,1.0246943,1.2285019,0.93810165,1.132556,0.8374227,1.0282391,0.669342,1.3503497,0.95087963,0.46747792,0.9999781,0.4812293,0.9948959,1.1271864,1.4474254,1.2763834,0.88438535,0.7676296,1.4325281,1.1831867,1.0297157,1.304844,1.254144,1.0956326,0.90535015,0.8961144,0.7733907,1.3733219,0.89623815,0.80789125,0.8100958,1.0584545,0.8706354,0.8033575,0.7111666,1.4660404,0.83543575,1.3150911,1.1322259,0.7626203,0.72124374,0.7771255,1.1375797,1.069731,0.7314674,1.3433256,1.1830215,1.2726831,1.0664043,1.1798545,0.96980155,0.9601183,1.0987676,1.0593276,1.0493482,1.3392894,0.9209959,0.9926003,1.1029551,0.93290895,1.2051194,0.46101248,0.8713332,0.91869706,0.76483047,0.56114346,1.2775226,1.1464596,0.9319761,0.8356335,0.8510931,0.7485043,1.1936889,0.8984212,1.4005729,1.3607882,0.78410697,0.64162964,0.9895845,0.0,1.0170702,1.148956,1.041243,0.74047333,1.3442286,0.5972887,1.083035,0.9552669,1.3436053,1.0043797,1.0030849,0.61309254,0.73755556,0.84712553,0.7529876,1.4782809,1.4596672,1.2075397,1.2248799,0.8047163,1.1367681,0.85290945,1.1990101,1.1036898,1.1389936,1.374486,0.8287563,1.242296,1.0269868,1.2127026,0.71426505,0.71286726,0.8512725,0.8011597,0.71667373,0.75672317,1.1879035,0.9702042,1.1150819,1.025046,1.3467224,0.9606256,1.1973548,0.5575974,0.97090983,1.025498,0.9730993,1.3313814,1.1273682,1.0301555,0.75429225,0.76208115,1.1900829,1.0135816,1.1859839,0.7105479,0.4352315,1.0614961,0.7449057,1.152876,1.0213064,1.3786418,1.3399376,1.1325151,1.0239161
mop,1.0699878,1.1310201,1.1950995,0.9967602,1.0325645,1.041924,1.1968454,0.86287713,0.90126634,1.0932486,0.95350605,1.2305384,0.6458565,1.1141958,1.0306715,1.1004235,1.1061153,0.97042406,1.0079677,1.016787,0.7870686,0.97258365,0.88052434,1.0166718,1.0074517,0.833629,1.0641248,0.9174141,1.0684,0.8422153,1.0476125,0.9422004,0.86553854,0.9977186,1.0758784,0.65962136,1.0586319,0.85155076,1.0022949,1.1135479,0.8341651,1.014425,0.9696895,0.96778774,1.0452367,0.99430996,0.81338,0.6571829,1.0942099,1.0654558,1.144961,1.1967158,0.9421315,1.0850376,1.0455887,1.2260268,1.12639,0.9144295,1.1878383,0.90708756,1.0976346,1.0922868,0.9635226,0.8224515,1.1746421,1.1281899,1.1716802,1.0560266,1.0347289,1.0916529,1.1997665,0.99650073,0.6593032,1.1236937,0.90094954,1.0811511,0.7064645,0.8415121,0.96769106,1.0208987,1.1123896,1.0867465,0.78926265,1.0170702,0.0,1.0856389,1.0314711,1.0802563,1.1518097,0.9985295,1.2636921,1.0856276,1.0971477,0.64844096,1.1038156,1.1371926,1.0775609,1.0176308,1.0706431,1.0356507,1.0722038,1.0981864,1.1995099,0.8979049,1.1980675,1.1997445,0.8703724,1.1543272,0.977326,1.2257204,0.8038725,0.8294935,0.7365895,1.1212884,1.1527369,1.0087736,0.73505306,1.12381,0.8849519,1.1713287,0.7456128,0.9439932,0.72418225,1.0044954,1.1077143,1.009837,1.1948266,0.95719147,1.0752324,0.70424527,1.0943491,1.0371321,0.9213659,1.023884,1.0908324,0.9817059,1.1961207,1.1790175,1.3082972,0.91567874,0.97378135,1.0867085,1.0097417,0.9417557,0.9629423,0.5852045,1.2487241,0.84961,0.92660636
motorcycle,0.98259187,1.1850166,0.92973375,1.2368131,0.90004146,0.88040423,0.9577164,0.98072207,1.092495,0.97451854,1.1033438,0.9517991,1.0717413,1.1902959,0.88712025,1.039542,0.93235826,0.9150151,0.9266808,0.85828555,1.0624456,1.1452335,1.0059389,0.8212873,0.9295245,0.8742662,0.55619234,0.9650563,0.9109909,0.9850441,1.1225824,0.7784074,1.0513932,1.1174643,1.058052,0.9874405,1.1343763,1.067919,1.1634119,0.9087407,1.0165079,0.8990244,1.062974,1.1398091,1.0117277,0.8226801,1.0678467,1.1320939,1.1259667,0.72003496,0.9347477,0.94337773,0.9554033,0.98140603,1.0589741,1.1460702,0.9114842,0.83123827,1.134735,0.89084446,0.80699295,0.914743,1.1664155,0.9825836,0.9900502,0.95599395,0.88968015,1.0963116,1.1219877,1.2052171,0.8249321,0.9952647,1.0890224,1.0211086,0.9474627,1.1229162,0.9482218,1.0651621,0.92308617,1.126945,1.0699792,0.97064924,1.1412882,1.148956,1.0856389,0.0,1.1830693,1.1016471,0.9716689,1.063689,1.0613557,1.135299,0.9641439,1.0626464,0.8829719,1.1214164,1.1187304,1.0895509,1.1311891,0.8914065,0.86528784,0.7098668,0.8812815,1.174122,0.86242527,1.0106932,0.83762467,0.9205559,1.0101924,0.8915338,0.753399,0.79235053,1.0599723,0.8586787,1.0757453,1.1262027,0.85039043,1.1005174,0.9468765,1.1468842,0.8970683,1.0801381,1.0094093,0.92722905,0.8537152,1.023649,0.8665014,1.2496939,0.96269584,0.9748195,0.86293656,0.8636156,1.0540084,0.66370183,1.1018287,1.1030397,0.80082947,1.1422353,0.9719659,1.1138549,1.0972137,0.7452278,1.0448467,0.98542714,0.9217031,0.8948868,0.962275,1.0041054,1.0737997
mouth,1.2521158,0.34164935,0.7498607,0.94291997,1.038604,1.0141416,1.0720081,1.1826205,1.1765546,1.1252316,1.1984969,0.81478554,1.1693808,1.0317358,1.1313415,1.1961181,1.1941744,1.1752394,1.0354053,1.125985,1.2125343,1.0749278,0.9842638,1.1885592,1.135477,1.153012,1.1911043,1.0256716,1.1385556,1.2167088,1.0599711,1.0901176,1.1540542,1.0107645,0.974935,1.0364221,1.0507724,1.1581733,1.0252398,0.9014505,1.235873,1.0473058,1.0593628,1.1065542,1.2174082,1.1876832,1.169015,1.0689856,1.0759764,1.1180915,0.61105275,0.86281,1.0703137,0.75379443,0.7992599,0.47974747,1.1303535,1.1734738,0.66552556,0.9031848,1.2292798,1.0614445,1.0177196,0.9692837,0.544196,0.9283812,0.9096361,0.80178607,1.0283699,0.7069755,0.9094245,1.0735456,1.0598946,1.0582666,1.1785196,1.0023245,1.0039635,1.1770331,1.0443848,0.6577888,0.9364501,1.0406559,1.0691012,1.041243,1.0314711,1.1830693,0.0,1.1199229,0.83757085,1.0421875,0.59223926,0.41290075,1.0135148,1.1904612,1.1068059,1.0594544,1.0239369,1.15965,1.0816637,0.9017999,0.9580289,1.0732951,0.95297503,1.0205488,1.0699099,1.0084805,1.1598556,1.1329312,1.076776,1.0227866,1.1892873,1.1952916,1.2128136,1.1960729,1.0895853,0.91940695,1.1472417,1.0263821,0.9905434,0.92420536,1.0677528,1.1385967,1.1636486,1.189365,0.88572514,1.1307198,1.0321074,0.7159287,0.8001038,1.1128612,1.0779402,1.0172296,0.9415857,1.1998985,1.0273014,1.201694,1.026074,0.47627205,0.6780182,0.8807079,1.0464944,1.1573238,1.1977271,1.0682406,1.0470585,1.0985888,0.57893574,1.1093144,0.9979436
muffin,0.7833754,1.1112125,1.0377638,1.0534823,0.9511164,1.1097946,0.70171154,1.05262,0.93572074,0.94849104,1.0109305,1.34534,1.2495377,0.78018904,0.93258387,0.9478675,1.0670334,1.0809711,1.309919,1.1443299,1.0453722,0.5478887,1.4205513,1.1768864,0.95691234,1.3659673,1.1156886,1.1069306,1.054642,1.2278645,0.43012702,1.1526346,1.044042,0.9634161,0.83928406,1.064001,0.40927035,1.1610209,0.5648447,1.3461969,1.1168575,1.2198203,0.9288326,0.57619,0.8302276,0.8189939,1.1972506,1.1670108,1.0354271,1.2815615,1.2082088,1.060137,1.0006152,1.0146298,0.9670375,1.1680647,1.1281434,0.940668,1.2232337,1.18748,0.8321652,1.0261989,0.99530494,0.9995113,1.1452816,0.99943185,1.095208,0.9942298,0.54603785,0.9951442,1.260792,0.97022927,0.99953675,1.1185118,1.0117291,1.1059468,1.1787746,1.0311668,1.2783401,1.2593179,0.88225675,0.8263541,0.97690856,0.74047333,1.0802563,1.1016471,1.1199229,0.0,1.2108831,0.87978923,1.2027652,1.0215005,1.1430407,1.0870792,0.7893264,0.948461,1.1028425,0.8917335,0.3929397,1.3420701,1.3281462,1.0723903,0.8894494,0.9284983,1.3154056,0.92134845,1.0753042,0.8432224,0.9701758,1.0653799,1.0601494,1.1809548,1.0589408,1.0529872,0.677088,0.943138,0.99862283,1.0158957,0.9744233,1.0765703,1.1643902,0.96920604,1.03608,1.0249987,1.2522752,0.9371068,0.99934775,1.0378047,0.89017767,0.9719331,0.93786603,1.2642124,1.0814917,1.099177,0.9742737,0.86624753,0.9930073,1.1125654,1.2582506,1.1405927,0.9103451,0.9900997,0.58882093,0.9449738,1.1354598,1.342466,1.2522647,1.2678998,1.0316987
nail,1.4393762,0.77518237,0.37056237,1.3325768,0.5304067,0.41620386,0.90829206,1.0561152,1.4075767,1.0532676,1.4426565,0.53338826,1.2450159,1.4715981,1.059986,1.4244697,1.1675344,1.0636263,0.18407166,0.4973513,1.3358798,1.147259,0.6508267,0.742174,1.0984263,0.77792144,0.98811805,0.9795969,1.1549997,1.3348658,1.2592525,0.50431406,1.3642471,1.2900102,1.0936046,1.0231884,1.1640474,1.2896893,1.1632465,0.17537153,1.4540824,0.3443042,1.0125635,1.3126006,1.3023003,1.2312329,1.2867649,1.2063777,1.3599167,0.73615235,0.62109107,0.3725586,1.1725085,0.7345433,1.0944377,0.67957264,0.52088183,1.0488242,0.777689,0.6886997,1.0260111,1.1967865,1.168973,1.2515335,0.67258006,1.0501993,0.75262773,1.1405749,1.2291572,1.2177285,0.25288874,1.073485,1.2723484,1.2582655,1.2796987,1.339297,0.8923248,1.3460808,0.4945804,0.49456465,1.1750238,1.0545168,1.1695362,1.3442286,1.1518097,0.9716689,0.83757085,1.2108831,0.0,1.1624336,0.74436426,0.9002557,0.21490288,1.3453099,1.0910269,1.4129621,1.3656862,1.4102342,1.2834365,0.25245804,0.24726927,0.85347503,0.6557181,1.041099,0.5764134,0.8616382,0.8503854,0.9315957,1.0136688,0.34650785,1.2737234,0.7581272,1.3342474,0.9286293,1.2275589,1.2432474,1.2729608,1.3261261,1.1312561,1.1885571,0.78358287,1.2814819,1.1447525,1.3022633,0.2271092,1.1848122,0.7136173,1.027833,0.9555751,0.95473087,1.0851644,0.7153799,0.7225455,1.2807719,1.3647146,1.401889,0.5589637,0.57192135,0.53888565,0.98021424,1.2141576,0.7474561,1.4226215,1.0274351,1.2165684,0.86465216,0.42725384,1.1275017,1.0628474
napkin,1.0425019,0.9422433,1.0471449,1.0458173,1.0997082,1.0466336,0.7212815,0.77015543,1.0976795,1.0962799,1.0015756,0.9724667,0.7487792,0.88516325,1.0547452,0.74657536,1.0452633,0.9935733,1.1011021,0.85612255,0.8147994,0.4813288,0.98831856,1.0020545,0.889813,0.87250006,1.1026428,0.70436686,1.1730334,0.96842235,0.7059525,1.1563119,1.168952,1.2430773,0.9247533,0.94646585,0.7224322,0.89463866,0.5122626,1.0233446,1.0200688,0.9691841,1.0167546,0.90523124,1.0395379,0.93013096,1.0701818,0.7639029,1.1734864,0.9412993,0.9903658,1.0080858,1.0606085,1.0596694,1.3422798,1.0375172,0.97133833,1.0152447,0.87720895,0.9207992,0.98369366,1.1615555,1.19901,1.29516,1.1508453,0.59983456,0.97042555,1.3307633,0.8962477,1.0457448,1.0818702,1.1057206,1.1216954,1.0079387,1.0275726,1.1387275,0.91494334,1.0801064,0.9365027,0.9352669,0.9979277,0.9050181,0.9976484,0.5972887,0.9985295,1.063689,1.0421875,0.87978923,1.1624336,0.0,0.8700941,1.0685728,1.1513001,1.0838991,1.159018,1.205437,1.0735435,1.1266569,0.82431006,0.98091257,0.98507994,0.9467752,0.99103725,0.82073253,0.6912884,0.71000606,0.94928813,0.7486776,1.0614895,1.1178925,0.7270467,0.91582054,1.1698992,1.1104162,0.91626394,1.2552757,0.9539968,1.2021284,0.7015091,1.0013257,0.70872504,1.1168203,1.0189875,1.1412765,0.92413086,1.1931624,0.9717711,0.6855635,1.0232986,0.8987384,1.1936702,0.90730023,0.89556396,1.1698842,1.3027756,1.2029036,0.87135994,1.0045644,1.0387524,1.0016319,0.09389675,0.97562104,0.9257358,1.2324789,1.0199174,0.91727304,1.1220624,1.049043,1.0484196
