,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
bed,0.6867318,1.2899864,1.5373594,0.5777706,1.3158975,1.5013721,1.368967,0.9579637,0.29608846,0.9312381,0.0,1.3750176,0.49157107,0.4857962,1.1053485,0.20863259,0.80896425,0.95206875,1.476108,1.3528938,0.5322954,1.0704669,1.2861304,1.3173378,1.173813,1.2547262,1.1262126,1.2733293,0.7739493,0.45038176,0.9787893,1.4003001,0.3409853,0.5160335,1.1200494,1.0795053,1.069473,0.31164658,0.9954263,1.5582304,0.1842413,1.5037627,1.2106967,0.7322142,0.8717172,1.0189441,0.62803656,0.6977414,0.53379273,1.4036427,1.4628596,1.5485117,0.78319615,1.2526736,0.83701825,1.355104,1.3474474,1.22915,1.2340876,1.5351089,1.2847896,0.78764737,0.82585,0.7410372,1.2995226,1.1966889,1.3056909,0.81629395,0.7249634,0.93283117,1.5079219,1.2252553,0.71432996,0.7465857,0.94203216,0.52314466,1.2525928,0.41663575,1.3490224,1.4557312,0.8914747,0.9619646,0.89765286,0.669342,0.95350605,1.1033438,1.1984969,1.0109305,1.4426565,1.0015756,1.3445879,1.1855379,1.3663226,0.53041935,0.9840428,0.41512597,0.5234456,0.49904025,0.75868654,1.5826473,1.5212467,1.3941364,1.5101025,1.1682998,1.3022132,1.1690304,1.2976785,1.175287,1.2603422,1.3779299,0.8074594,1.2473614,0.6326102,1.243627,0.85603714,0.6804525,1.1080996,0.5707009,1.018425,0.6874716,1.4445277,0.50214493,0.7876798,0.44888204,1.5426087,0.59453917,1.3909506,1.045703,1.2331816,1.2211472,0.93027914,1.3915097,1.3831586,0.7465966,0.49118304,0.19744456,1.5057333,1.4214556,1.4774531,1.0408496,0.8319112,1.3529702,0.6054038,0.87083966,0.87381446,1.237327,1.4831853,0.73318017,1.1061296
belt,1.4488227,0.6102309,0.5924848,1.1926899,0.893193,0.60956794,0.9253621,1.0110755,1.3158263,1.0924346,1.3750176,0.0,1.0449257,1.4076269,1.1692405,1.2630119,1.0869794,1.1062337,0.553823,0.6320021,1.2285494,1.2230251,0.4618587,0.7991307,1.0307586,0.5667391,1.0109037,0.85006833,1.0922428,1.1212142,1.2756426,0.7875141,1.3558968,1.2933471,0.9129446,1.140512,1.2261814,1.1865668,1.3093225,0.3283925,1.3348631,0.6100296,1.0431613,1.3273177,1.3442734,1.2377765,1.0249287,0.96381754,1.241523,0.63559127,0.5801789,0.62109315,1.1529598,0.7831864,1.1410457,0.5451115,0.65347743,1.141353,0.40427756,0.63544,1.1337456,1.2013378,1.1928569,1.3579313,0.6501471,0.9233402,0.8962637,1.1505655,1.2367498,1.0522054,0.47403383,1.1305084,1.2604282,0.9987812,1.1564893,1.1162128,0.73530793,1.3112712,0.5484941,0.48135817,1.2293024,1.1484479,1.2055757,1.3503497,1.2305384,0.9517991,0.81478554,1.34534,0.53338826,0.9724667,0.41180634,0.8354903,0.640161,1.187103,1.2279665,1.3299013,1.1248976,1.4002529,1.3142712,0.3604589,0.37495983,0.79672194,0.72125745,1.1854439,0.37995207,0.93522984,0.960357,0.83389235,1.1377975,0.63774216,1.175648,0.83084327,1.2608099,1.0176476,1.1583757,1.2948225,1.1984423,1.2436333,1.103631,1.0039753,0.7693395,1.2571099,0.95893914,1.2259961,0.44116914,1.2065146,0.69090307,0.8991482,1.0030025,0.97998285,1.1287004,0.3313098,0.7899158,1.157784,1.3200846,1.4504945,0.7302307,0.57669234,0.5164669,1.0515655,1.0576625,0.92311406,1.4467816,1.1426852,1.0999513,0.7530757,0.38436013,0.96837753,1.1046776
bench,1.0992639,1.2040732,1.3209614,0.8221653,1.1743736,1.147846,1.2366567,0.6025983,0.6296217,1.04491,0.49157107,1.0449257,0.0,1.0493677,1.2022903,0.6966781,0.906406,0.89223295,1.1176385,0.88324845,0.3922966,0.9289167,0.87278044,0.9695503,1.0996577,0.6773524,0.9878136,0.8354823,0.93923944,0.44827235,1.0587505,1.145464,0.6408198,0.9017551,1.0919836,0.8725151,1.1792786,0.3232444,1.0260067,1.1869199,0.35761952,1.0403326,1.086848,0.96019995,1.0560191,1.0757561,0.51226574,0.19323707,0.9443205,1.0080922,1.2394574,1.2664242,0.88804144,1.1635004,1.1586672,1.2739663,1.2267079,1.1193482,1.0366445,1.1806564,1.2757549,0.9883442,1.0070877,0.9951791,1.2776641,1.1434934,1.2490815,1.1231344,1.0914679,1.1241691,1.2597597,1.1419098,0.91508365,0.9394221,0.8827168,0.90048873,0.9253572,0.58314884,0.9146363,1.1428748,1.0458909,1.0858657,0.90620166,0.95087963,0.6458565,1.0717413,1.1693808,1.2495377,1.2450159,0.7487792,1.2392244,1.2092284,1.1867254,0.53875065,1.1566274,1.0063531,0.85446507,0.9379467,1.0869465,1.1530977,1.1237663,1.2591089,1.3138039,0.9617127,0.9094701,1.1469535,0.9850162,1.0205356,1.1408222,1.226872,0.68488824,0.74495614,0.64589405,1.11291,1.1352792,1.0554222,1.0772614,0.9775843,0.9180224,0.95719314,0.9823847,0.7787825,0.58186615,0.8303506,1.1374779,0.931337,1.1962003,0.9391212,1.244123,0.99831915,1.1619753,1.0255314,1.0781206,0.86454743,1.0170258,0.80908346,1.2118077,1.2897153,1.3743176,1.1654377,0.7016902,1.1313922,0.93707395,1.1042058,0.8733759,0.6990635,1.3424902,0.6044699,1.0258859
bib,0.6294601,1.0931828,1.3850108,0.59231734,1.2625571,1.4889984,1.1624626,1.1718491,0.6168264,0.9798423,0.4857962,1.4076269,1.0493677,0.0,1.0635633,0.32168734,0.8768681,0.96982723,1.5669963,1.5553825,0.8546493,0.9643736,1.4815478,1.3491614,1.1081228,1.4447794,1.2394764,1.31354,0.8670041,0.8550271,0.7682842,1.5006435,0.7174801,0.5187236,0.93993217,1.1470554,0.8936646,0.8431482,0.82478344,1.6172678,0.66789764,1.592228,1.1567744,0.68236154,0.8783612,0.8949529,1.0035653,1.1687305,0.35251367,1.4563051,1.3455338,1.4951981,0.83800685,1.2861196,0.7630644,1.1242913,1.3324594,1.1977556,1.1663413,1.471858,1.1881176,0.78237325,0.7932031,0.71651876,1.2042074,0.92858917,1.0881624,0.735568,0.6407834,0.65118814,1.4679384,1.1372106,0.8269832,0.5951361,0.8579604,0.49750704,1.3347174,0.8175012,1.552789,1.338831,0.7579417,0.78698516,0.88845056,0.46747792,1.1141958,1.1902959,1.0317358,0.78018904,1.4715981,0.88516325,1.0414809,0.97728765,1.4427394,0.8679017,0.90588593,0.256333,0.4616946,0.4350739,0.6419409,1.6292703,1.6150413,1.3382876,1.3993244,1.08488,1.3979902,0.9148122,1.4166065,1.199478,1.2189357,1.4419074,0.8655229,1.5298102,0.8754455,1.2245119,0.6094749,0.45166856,1.0130413,0.3672138,0.9283997,0.4949876,1.4470212,0.67899126,1.1416487,0.6863823,1.5876751,0.7661937,1.3344929,0.91851807,1.1291484,1.2190714,0.9747579,1.4185746,1.2895919,0.8826889,0.36519605,0.4630413,1.4853303,1.2168183,1.2301052,0.82594806,0.7046404,1.3298669,0.59849435,0.97223985,0.96985215,1.4770598,1.3732132,1.0641053,1.0987732
bird,0.47300208,1.1522155,1.0643504,1.1243613,0.92820156,1.0459914,0.9332111,1.1420825,1.1347895,0.97990996,1.1053485,1.1692405,1.2022903,1.0635633,0.0,1.0430847,0.9686519,0.7980956,1.1231601,1.1456492,1.0737759,1.0014077,1.2262212,1.1142362,0.7701424,1.2696187,0.9185288,1.1048355,0.9710465,1.2639645,0.97461534,0.94764394,1.1465323,1.1189024,1.1255025,0.9202489,0.9259543,1.2250164,0.9148529,1.0527827,1.1952778,1.1811864,0.6604593,1.0213498,0.56152785,0.7516612,1.2652857,1.1406753,1.1637145,1.0070049,1.1178954,1.0376376,1.1506222,0.9297539,1.087112,1.1699897,0.7812087,0.8675192,1.2000033,0.95953804,0.49410045,0.9295981,0.79053974,1.1706328,1.1234137,0.9902346,0.9694837,1.1123428,0.9977118,1.1151892,1.051423,0.51457417,1.0392022,1.1639408,1.1876416,1.1854888,1.1271746,1.0949323,1.12872,1.1083804,0.8154609,0.98312354,1.0331386,0.9999781,1.0306715,0.88712025,1.1313415,0.93258387,1.059986,1.0547452,1.1592599,1.1646135,1.0318326,1.1892633,0.7221066,1.0948496,1.212939,0.7708806,0.97772366,1.0501114,1.0495514,0.83548,1.0036496,0.6331533,1.111619,0.97315466,1.0133471,1.1353105,0.5085092,1.0713066,1.1018057,1.0293002,1.1356816,0.56712896,1.0270851,1.1393937,0.8787281,1.1326008,0.96350247,1.1914524,1.0471344,1.20275,1.170548,1.0355283,0.997684,0.9458455,1.0653439,1.1477647,1.0467548,1.0446793,0.9690058,1.0273639,0.91004586,1.0226178,1.1042873,0.9826138,1.0103436,1.1203982,1.0645983,1.1155062,1.0629728,0.8713461,0.9474376,0.93783385,0.9910514,1.1719733,1.0600648,1.2296709,0.6550852
blanket,0.58199596,1.2386472,1.4417249,0.6371859,1.2720648,1.4531298,1.2267902,1.0560062,0.47895634,0.9253188,0.20863259,1.2630119,0.6966781,0.32168734,1.0430847,0.0,0.8524912,0.96044296,1.4914927,1.3828878,0.7049932,1.0505292,1.3209441,1.3017545,1.078941,1.2635515,1.1244538,1.2065982,0.7835986,0.6319893,0.88080204,1.451098,0.5939154,0.60228163,1.0045332,1.1606734,1.056676,0.5467645,0.9798672,1.4790078,0.41742218,1.523244,1.1851636,0.772913,0.8229387,0.9397559,0.8490755,0.9343693,0.5343832,1.2981153,1.3885338,1.5003825,0.8211014,1.2374613,0.93659663,1.2594838,1.2354921,1.2413353,1.1361284,1.4606082,1.1629226,0.82352406,0.9507925,0.8902805,1.2740955,0.9516,1.1497735,0.9223162,0.723047,0.85975903,1.4031316,1.1991061,0.79838336,0.5862864,0.9492693,0.53467155,1.2615012,0.6965029,1.4216182,1.3895967,0.82746434,0.83626056,0.9847207,0.4812293,1.1004235,1.039542,1.1961181,0.9478675,1.4244697,0.74657536,1.101897,1.1207309,1.3678039,0.76797104,0.9271866,0.38397443,0.49592054,0.56248057,0.73199606,1.501421,1.4465183,1.2695895,1.4421031,1.1482127,1.0946703,0.9439441,1.3578002,1.1450009,1.2540792,1.3450596,0.7503355,1.3239369,0.8724984,1.2065161,0.6825476,0.73217875,1.0397725,0.53159654,0.9056779,0.6099163,1.3875643,0.66123044,1.002218,0.5425068,1.4490789,0.6672711,1.3036711,0.9611497,1.2152654,1.2230713,0.9736074,1.2522044,1.2858576,0.80499446,0.5253791,0.44433153,1.4462336,1.3519014,1.2732085,0.9543713,0.53567433,1.2834172,0.6775763,1.0250264,0.8663308,1.3292998,1.3941476,0.9469596,1.1226703
boat,0.83572996,1.2579806,1.1761287,1.0938485,1.0390086,1.1371045,1.016869,0.904373,0.93098146,1.1160915,0.80896425,1.0869794,0.906406,0.8768681,0.9686519,0.8524912,0.0,0.59913695,1.1044458,1.086399,0.77126825,1.1101629,1.0786343,0.9493862,0.9643525,1.0262299,0.7547864,1.1142191,1.0400994,0.8616134,1.0940397,1.0766834,0.9477603,0.9941058,1.11789,1.0071794,1.0537752,0.8740332,1.0701473,1.0628756,0.81060195,1.1371777,1.019838,1.0124565,0.896127,0.76959264,0.90209454,0.97580945,0.88191783,0.966224,1.1528757,1.1227045,1.0348407,1.1287172,1.050409,1.161832,0.9912479,0.9642117,1.1098725,1.0867156,0.85424113,0.7328112,0.83474654,0.9208048,1.1572654,1.1404066,0.8276916,0.9970222,0.98480076,1.1132987,1.1417229,0.8751801,1.1054307,0.95669293,0.8333998,0.9538189,1.0187447,0.895238,1.0878532,1.2687416,0.88231087,1.1802996,0.9157215,0.9948959,1.1061153,0.93235826,1.1941744,1.0670334,1.1675344,1.0452633,1.1439184,1.2333106,1.1267784,1.0177953,1.0379117,0.8820797,0.93571424,0.70307505,1.0327923,1.0969199,1.0584257,1.0874441,1.0695411,0.9785288,1.0290481,0.9092947,1.0969027,1.0677005,0.9131179,1.1035519,0.9449796,1.0533586,0.8803631,0.9297915,1.0085043,1.0204737,1.0090282,0.9916934,1.0271282,0.9765844,1.2362499,0.97820175,1.0197538,0.94697124,1.1341252,0.9748763,0.9690112,1.0988892,1.1098187,1.1175963,0.8920972,1.0992522,1.0616517,0.76131,0.9419714,0.77733886,1.1072203,1.1990712,1.079511,0.93437016,0.97529876,0.83005285,0.8721907,0.8708563,1.0350374,1.0676658,1.1659642,1.0348628,0.97787774
book,0.8790553,1.2395892,1.042466,1.2227861,0.8330246,1.0106964,0.98290664,0.61364794,1.112469,1.1868702,0.95206875,1.1062337,0.89223295,0.96982723,0.7980956,0.96044296,0.59913695,0.0,0.9673666,0.89926475,0.46637797,1.0179633,1.0445964,0.7337121,0.7600936,0.9503154,0.6855925,0.97684777,1.334556,1.0698487,1.0136635,0.8494902,1.201319,1.2430922,1.0532633,0.92616534,1.0307925,1.0457987,1.0027617,0.9291123,0.91808367,0.9448811,0.9603596,0.9660813,0.93810356,0.73601633,0.9938463,0.84183556,1.2414209,0.90494967,1.1898602,1.0672307,1.2541058,1.1124523,1.1442933,1.2046156,0.9045543,0.9055509,1.1562912,0.943723,0.686059,0.55865276,0.715829,0.98271245,1.1912508,1.1400249,0.5756322,1.1849525,1.1398568,1.1084261,1.0565279,0.831187,1.2091513,1.2951849,0.8822037,1.2780151,1.0622407,1.045086,1.0219098,1.1189212,0.97601306,1.1304495,0.7855653,1.1271864,0.97042406,0.9150151,1.1752394,1.0809711,1.0636263,0.9935733,1.1980884,1.2429068,0.9899499,1.1950505,1.004649,1.1723156,1.3219408,0.42103457,1.1334844,0.9405289,0.8950173,0.9421468,1.005315,0.87566304,1.0193139,0.87378836,0.96319056,0.8883097,0.8447077,1.0915064,0.87907034,0.8938952,0.8704252,0.9179998,1.095246,1.1970704,0.91634655,1.235711,0.99233687,1.2735001,1.0264283,1.2899852,1.0562323,1.0947838,0.9458998,1.0567514,0.9459417,1.1786399,1.0366664,1.0887623,1.0117316,0.96972895,0.947909,0.90524787,1.1766565,0.7400482,0.91826004,1.2026983,1.1113716,0.9407152,0.9820797,0.54504704,0.75146973,0.90733695,1.0646861,0.98726135,1.1463952,1.1673932,0.953747
bottle,1.4913807,0.9686221,0.5088216,1.3758347,0.5699027,0.37904578,0.88180757,0.87748206,1.4306364,1.0992663,1.476108,0.553823,1.1176385,1.5669963,1.1231601,1.4914927,1.1044458,0.9673666,0.0,0.37937963,1.2401533,1.1542901,0.41518903,0.49382263,1.0729089,0.4534732,0.88556975,0.8468293,1.1626209,1.2165767,1.2501535,0.4267977,1.3038671,1.3521646,1.1713943,0.92700475,1.2305503,1.2219439,1.190644,0.16640633,1.3593649,0.1730718,1.0161471,1.3812611,1.3387122,1.2145606,1.1140071,1.1029869,1.3887902,0.54344463,0.6965093,0.44516182,1.1367829,0.86469567,1.2213898,0.8904845,0.50170565,0.8791569,0.8391444,0.5895884,0.9927985,1.2121379,1.1837256,1.2103037,0.8571123,1.0845476,0.7756653,1.2506127,1.3275676,1.3731095,0.29922128,1.0643512,1.2346882,1.2424749,1.0741976,1.3686163,0.7473869,1.307564,0.41322422,0.5023395,1.300795,1.0585854,1.0333382,1.4474254,1.0079677,0.9266808,1.0354053,1.309919,0.18407166,1.1011021,0.89055914,1.1045015,0.27697605,1.2327732,1.1878331,1.505198,1.3892039,1.4461088,1.3708296,0.2123369,0.2276808,0.83633894,0.66330564,1.047207,0.46093285,0.8790622,0.59175915,0.8795221,1.0018865,0.3971675,1.1474955,0.56799334,1.1684399,0.87555385,1.3205897,1.3199056,1.1594101,1.3976789,1.037715,1.2894187,0.5739426,1.24911,0.97854346,1.3078735,0.24258769,1.2736698,0.6424312,1.0802593,0.9975614,0.8501488,1.1474578,0.6165809,0.7219801,1.1983125,1.4430391,1.447791,0.5423038,0.76037323,0.6414191,0.96350795,1.1642177,0.6560128,1.4716109,1.0101215,1.1193434,0.5646343,0.56940126,0.9916763,1.0718298
bowl,1.4754045,1.0528958,0.5068665,1.3700588,0.63000995,0.3992536,0.726951,0.7375077,1.2479823,1.1570662,1.3528938,0.6320021,0.88324845,1.5553825,1.1456492,1.3828878,1.086399,0.89926475,0.37937963,0.0,0.97088385,0.8849967,0.5834042,0.4901229,1.0267355,0.5487611,0.79842395,0.58421445,1.2294561,1.1784828,1.1280665,0.50024617,1.3431478,1.4102929,0.85731125,0.9386439,1.0128188,1.1381109,1.0073272,0.3940562,1.2671082,0.2358498,1.130613,0.9741497,1.3590162,1.2100356,1.0864654,0.8553287,1.487325,0.59649396,0.7120887,0.35434818,1.1745832,0.89311945,1.3362762,0.95752233,0.6167776,0.90230757,0.8948074,0.6746502,0.97741604,1.1990886,1.3157642,1.1964747,0.9885113,1.0144626,0.7524197,1.3559585,1.2099645,1.3172135,0.5467264,1.2173474,1.1379668,1.4052691,1.0242811,1.4231925,0.71909344,1.2962384,0.4375766,0.80881184,1.4071074,1.0160409,1.0973371,1.2763834,1.016787,0.85828555,1.125985,1.1443299,0.4973513,0.85612255,1.0518286,1.1834627,0.45252144,1.1559196,1.256732,1.5478128,1.4563783,1.3761175,1.2242212,0.41671538,0.3640337,0.8472346,0.52954674,1.1145917,0.47845572,0.9033017,0.666299,0.33988726,1.1440467,0.5619799,1.0776201,0.40679145,1.1075714,1.1256831,1.2102,1.4191949,1.0565008,1.4724956,1.0208888,1.3253443,0.59836626,1.3339282,0.64178413,1.2560866,0.40947068,1.1623482,0.5637663,1.0110698,0.81486773,0.6052902,1.0946426,0.6338103,0.8089359,1.2819116,1.4841068,1.3365393,0.31545925,0.9134279,0.8236779,0.995072,0.96355927,0.651356,1.0790184,1.0662414,1.1114341,0.71669906,0.82065535,1.036148,1.180787
box,0.93452185,1.2891554,1.3108563,0.94538486,1.1011158,1.2589316,1.1236459,0.44657505,0.6431851,1.1135756,0.5322954,1.2285494,0.3922966,0.8546493,1.0737759,0.7049932,0.77126825,0.46637797,1.2401533,0.97088385,0.0,0.8594011,1.1169423,0.8636419,0.92057794,0.9024961,0.94936043,0.98774004,1.2387748,0.7280601,0.9527562,1.1471686,0.7828729,1.0012561,0.93761927,0.9284624,0.9790224,0.61878836,0.8798671,1.2964578,0.4477507,1.0634313,1.0421214,0.6878531,0.9730812,0.89796627,0.7018938,0.37746763,1.0049248,1.141294,1.3559692,1.3252138,1.1209577,1.2117311,1.083045,1.3286047,1.2778248,1.0969001,1.1911566,1.2418282,1.0597175,0.6483007,0.81280386,0.9153615,1.3063173,1.2037692,0.95093626,1.122581,1.0148821,1.0585854,1.3872905,1.0528415,0.94782424,1.1204954,0.7928565,1.0658017,1.125346,0.65006036,1.1267622,1.2336383,1.0112464,1.0818615,0.7320678,0.88438535,0.7870686,1.0624456,1.2125343,1.0453722,1.3358798,0.8147994,1.3191053,1.2448851,1.2395627,0.74595857,1.076677,0.96837616,1.0432281,0.51912105,1.0252305,1.3106785,1.2566555,1.162269,1.2698667,0.958632,1.1975305,1.0511048,1.0965443,0.90171397,1.0430756,1.3105364,0.6383086,0.88454163,0.6601335,1.1708803,1.0050988,1.0920967,0.9639344,1.0361787,0.9809588,1.073718,1.136045,0.9028703,0.7831093,0.8427987,1.2894846,0.9815628,1.1540152,1.0994011,1.0911899,1.1082349,1.0323446,1.1845978,1.1235185,0.8309871,0.99834645,0.5670754,1.0706942,1.3679335,1.3943087,1.0189605,0.7839775,0.8576784,0.55181247,0.9822417,0.9797874,1.0114064,1.434722,0.9403532,0.99315524
bread,1.0553155,1.0488379,1.04891,1.0238154,1.0139021,1.0646642,0.692829,0.7787072,1.1077332,0.9659885,1.0704669,1.2230251,0.9289167,0.9643736,1.0014077,1.0505292,1.1101629,1.0179633,1.1542901,0.8849967,0.8594011,0.0,1.2276003,1.0490066,1.0168431,1.0859915,1.1141108,0.82827747,1.1295396,1.1079652,0.5136498,1.0975044,1.1303406,1.1354591,0.8534921,0.9508698,0.39612997,0.9725763,0.1461283,1.1904323,1.087178,1.0085815,0.94532335,0.5099754,0.9401528,0.87431794,1.1893426,0.87007785,1.2050916,1.1454499,1.1599318,0.96796834,1.0449599,1.0518491,1.2034411,1.1146699,1.0574156,0.9291595,1.066369,1.0255777,1.0102179,1.1142545,1.1169099,1.1387218,1.1901288,0.85570323,1.0556775,1.203457,0.7617003,1.0291699,1.2396795,1.0201588,1.1454213,1.191768,1.0127233,1.252938,1.1167582,0.96389645,1.0256966,1.0490419,0.9214026,0.92595834,0.9161458,0.7676296,0.97258365,1.1452335,1.0749278,0.5478887,1.147259,0.4813288,1.1346978,1.1216024,1.0860091,1.1082544,1.0017071,1.2217711,1.2307312,1.0445945,0.64805114,1.1487062,1.1609708,1.1276028,0.95210004,0.7872077,0.9879866,0.75254244,0.9339087,0.6911837,0.9731578,1.0825009,0.9712419,0.9544465,1.0848696,1.065616,0.6956235,1.1356941,1.1278996,1.196268,0.9211253,1.13545,0.93289566,1.1083988,1.0369698,1.2110956,1.1229278,1.024017,1.0477732,0.8803231,0.9465245,0.88100344,1.1746932,1.060355,0.9909065,1.1996527,1.2321706,1.0741739,0.92787474,1.0546402,1.2061332,1.1346928,0.6051166,1.0141244,0.5659485,1.0835388,1.0510527,1.1313382,1.2604566,1.1133611,0.9800911
broom,1.4563904,0.91184497,0.7133754,1.1467913,0.90990496,0.629099,0.9790698,0.86259675,1.2068379,1.0931263,1.2861304,0.4618587,0.87278044,1.4815478,1.2262212,1.3209441,1.0786343,1.0445964,0.41518903,0.5834042,1.1169423,1.2276003,0.0,0.6913304,1.0423847,0.45286572,1.0077592,0.79397994,1.1217663,0.987517,1.2744975,0.6592672,1.0623428,1.2684216,1.0638338,0.9181165,1.3084567,1.0709031,1.3276663,0.37343967,1.1167052,0.53212315,1.0967155,1.3433701,1.3977466,1.3107593,0.67444015,0.83777255,1.3035384,0.57103777,0.6823717,0.6874939,1.0579247,0.9069288,1.2652122,0.85668504,0.74654937,0.92971474,0.71634257,0.6123281,1.1470411,1.203937,1.1522635,1.2251616,0.9300128,1.1193347,0.97981566,1.2827363,1.3071808,1.2447948,0.6492783,1.1725965,0.96770495,1.0691924,1.0604508,1.1630094,0.5006162,1.1486087,0.4807071,0.48655546,1.3487661,1.0100914,1.0652899,1.4325281,0.88052434,1.0059389,0.9842638,1.4205513,0.6508267,0.98831856,0.82275695,1.0564731,0.6724804,0.9614028,1.2572808,1.3989389,1.1816325,1.365107,1.349289,0.37487137,0.39595914,0.8519793,0.75159353,1.179227,0.54263854,1.01795,0.6589121,0.81758416,1.137723,0.7564859,1.1115237,0.7738595,0.95853966,1.0674251,1.2914068,1.3532648,1.0656137,1.2920856,1.1268553,1.1786057,0.51734316,1.107142,0.8373114,1.0770947,0.5901349,1.1878201,0.7639828,0.99234265,0.99930453,0.7754754,1.1359893,0.48318392,0.7804972,1.1599004,1.342165,1.3892303,0.7751477,0.83742523,0.7128764,0.90210056,1.0598534,0.9418386,1.4145708,1.087773,0.9292456,0.27156854,0.7031996,0.74348915,1.1166358
bucket,1.3083029,1.1047957,0.70728743,1.3338895,0.5674497,0.5393425,0.82576084,0.68804324,1.3200059,1.2111386,1.3173378,0.7991307,0.9695503,1.3491614,1.1142362,1.3017545,0.9493862,0.7337121,0.49382263,0.4901229,0.8636419,1.0490066,0.6913304,0.0,0.8921307,0.32787699,0.8222511,0.60194975,1.275363,1.022705,1.1789101,0.63569194,1.2790965,1.3355556,0.7598625,0.9728678,1.1239896,1.0727117,1.1326904,0.64223695,1.1615593,0.2867397,0.9770333,1.1491134,1.1805053,0.9889486,1.01506,0.99964434,1.2695754,0.6570632,0.8880203,0.6784445,1.1869266,0.9899753,1.2771292,1.0212736,0.7559274,0.8280412,1.0265473,0.82311386,0.81899893,1.1064969,1.1681409,1.1237941,1.1003373,0.9174186,0.67751205,1.2868996,1.3228999,1.2617986,0.6611611,0.968209,1.2362951,1.1892586,0.40095568,1.300379,0.9235658,1.2085454,0.64512956,0.8715883,1.2112597,1.1371557,0.9004017,1.1831867,1.0166718,0.8212873,1.1885592,1.1768864,0.742174,1.0020545,1.0323763,1.1877321,0.70640093,1.1794289,1.2188332,1.3885623,1.3039963,1.2259486,1.3406771,0.69250125,0.6849829,0.79600126,0.73557645,0.9830941,0.63120484,0.8796835,0.59311986,0.7640122,0.9408766,0.77259696,0.8728572,0.6355506,0.94753474,0.8710277,1.2450627,1.3164364,0.9559587,1.3945434,0.9418235,1.2218874,0.64243865,1.2844453,0.9465045,1.2945915,0.6502015,1.3210665,0.6050759,1.0547466,0.8577907,0.85339344,1.0662681,0.68807256,0.860419,1.024927,1.3635788,1.2502154,0.4646331,0.97926015,0.85701394,0.9626261,1.0374572,0.45856464,1.167725,1.0636969,1.1432381,0.6719259,0.9227624,1.1129347,1.0551364
butterfly,0.7358265,1.0903636,1.0769849,1.2168484,0.8982507,0.9626133,0.9963627,0.9675654,1.160376,1.0427306,1.173813,1.0307586,1.0996577,1.1081228,0.7701424,1.078941,0.9643525,0.7600936,1.0729089,1.0267355,0.92057794,1.0168431,1.0423847,0.8921307,0.0,1.0235642,0.87309897,1.0143174,1.1889237,1.1731575,1.0198023,0.9513695,1.2034065,1.2539301,0.95622975,0.9842907,0.94971925,1.1510384,1.0022026,0.9991607,1.1757902,0.9733326,0.7385429,1.069722,0.6981545,0.8050046,1.080726,1.0036206,1.204077,0.83495736,1.0403365,1.1331491,1.1460993,0.94515383,1.1281202,1.190167,0.899876,0.8106288,1.1804469,0.97566384,0.55520153,0.91423106,0.9185261,1.2382345,1.073081,0.9221898,0.9126913,1.1696665,1.0923669,1.1297901,0.999419,0.687682,1.0590898,1.1856772,1.0035274,1.1843708,1.0608081,1.1551375,1.0794301,1.0819958,0.9664529,1.1010224,0.97484607,1.0297157,1.0074517,0.9295245,1.135477,0.95691234,1.0984263,0.889813,1.042158,1.1645529,1.086838,1.1654996,0.82951987,1.1832974,1.2235079,0.95457256,1.0616856,0.9975414,0.98912364,0.527243,0.9712189,0.8132976,1.0224234,1.0730593,0.8796864,0.99603456,0.6718926,1.0390158,0.89730036,0.99650615,1.066983,0.82692415,1.1813993,1.2449975,0.7820544,1.1663195,0.9748487,1.1663502,0.95175165,1.256899,1.1114854,1.1302773,0.9665619,1.0871532,1.0114175,1.1178337,0.88608545,1.0943525,0.96933323,0.89900035,0.84754103,0.94421715,1.1685226,1.118055,0.89334905,1.1729063,1.1541795,1.197914,0.920284,0.7313312,0.98488015,0.9439762,1.0939833,1.0053297,1.0588005,1.1665193,0.70392895
