,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
coat,0.5567489,1.3213342,1.3631213,0.35164118,1.3331244,1.3927383,1.4109913,1.3710911,0.74876577,0.68047833,0.48976552,1.3683186,0.8002088,0.7238389,1.102116,0.55202234,0.69505775,1.0232874,1.4623039,1.5044564,1.1039503,1.3457288,1.2741739,1.3540688,1.0969641,1.4108589,0.94599164,1.2239044,0.6122745,0.7977943,1.2750936,1.3252776,0.65430367,0.0,1.0268226,1.0848145,1.2603872,1.1705395,0.6335782,0.9151209,1.4623835,0.6932452,1.4720283,1.0885937,1.0041933,0.94377226,1.037884,1.0748355,1.1750052,0.33882785,1.0968435,1.2595971,1.2181337,0.44417512,0.6611901,1.1287112,1.1620293,1.377005,1.0465585,1.4209042,1.255388,0.87198925,1.2721832,0.8578055,1.3846333,0.5534066,0.9345044,0.80484253,1.3723172,1.1928508,0.8607347,0.15770602,1.0628618,0.33031064,1.3473554,0.7568393,1.459004,1.2716591,1.249088,0.92934394,0.84011066,0.63950294,0.9456161,1.1519717,1.135164,1.2908243,1.4169731,1.3087356,1.3225868,1.3896959,0.8009753,0.81667274,0.21499205,0.37791562,0.7063899,1.4386442,1.4280927,1.1674808,1.2244064,1.2448837,1.3157766,0.8779763,1.2810862,1.4521295,1.2329075,1.3137196,1.1092497,1.2911055,1.1133013,0.8772394,1.2255145,0.861295,0.61393464,1.346643,0.17284894,0.97028595,0.77222407,1.2949066,0.47530025,1.1301162,0.6814034,1.4152129,0.8434277,1.3842901,0.9254846,1.1241916,1.5424182,0.97423047,1.3263782,0.96800077,0.2104677,0.84240305,0.5391471,1.5090157,0.9340111,1.2044249,1.2987702,0.909429,1.2036732,1.3402413,0.84458834,0.7281674,1.1522739,1.28543,0.77494943
coffee,0.95854706,1.1770476,1.0292219,0.9213233,0.9465383,1.0440664,1.228686,1.1225787,0.72126347,1.1590633,0.9174957,1.2621882,0.93132013,0.8620784,1.0623302,0.9733364,0.9099884,0.936952,1.2038103,0.88262844,0.89137924,1.1773983,1.2384222,0.7756057,0.97504896,1.2843091,0.8355217,1.0958602,1.0715698,0.94725776,1.2208672,1.1685535,0.9239437,1.0268226,0.0,1.0361602,0.59762526,1.2157851,0.9906935,0.8470458,1.3299222,0.8867192,0.9304526,1.0744381,0.46033382,1.1047521,1.0390351,1.0660572,1.0433956,0.9297158,1.0067637,1.1921175,0.958331,1.1372968,0.92887414,1.1137156,1.0971822,1.2608349,1.112621,1.1672505,1.0034518,0.54716283,1.2510905,1.0936114,0.8929298,0.9734184,0.77794737,0.86211896,1.1166838,1.1865637,0.8312199,1.020509,0.5896905,1.0092691,1.1738995,0.9321699,1.1413859,1.2170902,0.9976442,0.70049816,0.6696844,0.8244914,0.8565893,1.1486201,0.85409474,1.1826266,1.3237455,1.2267616,1.1134448,0.9632277,0.9890901,1.0576801,1.0050563,0.9901944,0.8078276,1.3052939,1.2482992,1.1851083,1.0316178,1.1656126,1.3061053,0.823969,1.1975148,0.6397889,1.1871933,1.0846183,1.1892382,1.2768747,0.8650854,0.8783964,1.1714665,0.83007693,0.96259224,1.0405072,1.0024382,1.0787426,0.99263895,1.141963,0.8507038,0.6238055,0.96667993,1.341364,1.0106701,0.9703214,0.98451686,0.77399236,1.2491993,0.6324539,1.0508705,1.1378508,0.9559609,0.9918825,0.75819343,0.9350389,0.7918514,1.2143029,1.1640934,0.7772887,1.3483124,0.843967,0.58778083,0.93761903,1.154034,1.2860603,1.0057286
comb,0.9262767,1.1072803,1.2445507,1.0070441,1.0561281,1.1254796,0.88980645,0.5764226,1.0668339,0.8285955,0.97393024,1.102852,0.852242,0.9238459,1.0332731,0.9866393,0.88235354,0.7890214,0.9440372,1.0087773,0.8790685,1.1897805,0.800825,0.95158714,0.9637476,1.0091184,0.8574189,1.1285081,0.96849924,0.9514535,1.1460361,1.0256773,0.95533717,1.0848145,1.0361602,0.0,1.0361682,1.2921813,1.0165886,0.9946241,1.0716785,0.8188409,0.9959538,0.980218,0.8731592,1.0385755,1.0245987,0.9845018,0.7828251,1.036148,1.2514051,1.26876,1.3305959,0.9791161,1.1442806,1.1822504,1.1690798,0.92563826,1.1533465,0.6863592,1.0252806,0.88905054,1.1914244,0.88057935,1.0703807,1.0912715,0.8991122,1.0103323,1.1368773,0.98785704,0.8708748,1.047185,0.9832208,1.0841117,0.70368296,0.937669,0.9529575,1.0001916,1.1938108,1.0730067,1.0161468,0.94441026,0.84005594,1.2142675,1.2432009,1.2766074,0.955026,1.1292793,1.2189957,1.1590207,0.90319306,0.9217106,1.0627534,1.137836,0.9152489,0.8624058,0.8030371,0.9579045,1.0172197,1.0152556,1.1081665,1.0609816,0.85350096,0.9952795,0.9676907,1.2362614,0.7917483,1.1770241,1.1948726,0.94454086,1.0444082,1.0196818,0.95684445,0.5225918,1.0542943,0.97538483,1.055564,0.7066585,1.0542833,0.935258,0.8416969,1.1737891,0.8796057,1.2278477,1.0039679,0.91579986,0.82574165,0.78512967,1.1063167,0.95684165,1.0344486,0.98065376,0.971934,1.0631866,1.0321395,1.2709706,1.0760844,0.7313962,0.9086927,0.93101925,0.81193656,1.2049696,0.7869636,1.0265985,1.0045056
cookie,1.1111907,0.9548378,0.71399736,1.2926949,0.6451232,0.72377807,1.042017,1.0459678,1.1218961,1.1853352,1.2465951,1.0090923,1.1623949,1.0215046,0.88145065,1.1953213,1.1590161,0.9881143,0.97780025,0.80244577,0.9153309,0.88824916,0.99089694,0.8006589,0.99708825,1.0350031,1.0666344,0.97758687,1.2209231,1.169091,1.0576144,0.92422605,1.0879096,1.2603872,0.59762526,1.0361682,0.0,1.0573368,1.1582334,0.8883044,1.0411426,1.1871245,0.8071843,0.9481427,0.7246288,0.9538642,0.93942624,1.050146,0.9601023,1.1878555,0.9386837,0.9626422,0.76997286,1.2463436,1.1365478,0.9952619,0.82908475,1.0098524,1.1330132,0.9871596,0.72713876,0.9096627,1.1011522,1.1463459,0.65775675,1.193281,0.8993913,1.086524,0.91632044,0.924289,1.0575116,1.2723908,0.7598343,1.3036976,1.0146074,1.1394401,0.94047886,1.0623198,0.7308091,0.85055155,1.0167143,1.1161377,0.9798816,1.0512141,0.72869015,0.9492912,1.0086406,1.0169479,0.8717203,0.63769186,1.1719508,0.98077786,1.3474913,1.2748847,1.1407664,1.0763512,1.042008,0.9083754,0.97546566,0.8108478,1.0072066,0.9872527,1.0073693,0.7673406,0.93244684,0.87800705,1.0949128,0.96642166,0.7165984,1.0136654,0.8900615,0.95737374,1.1969082,0.985745,1.3376393,1.0065622,1.1549525,1.1024616,1.1824033,0.90554047,1.2434491,1.0534966,1.097473,0.8609007,1.0447743,0.9094771,0.99962646,0.9553555,0.7441164,1.076796,1.2612535,1.1094992,1.1693057,0.7624669,0.9691095,0.9914711,0.99929714,1.0956517,1.0989099,0.6643003,0.9310089,0.9860946,1.0810463,1.0170306,1.1124675
corn,1.3996218,0.66538626,0.56874526,1.1916469,0.9248468,0.75282276,0.7171706,1.0438834,1.3834096,1.1832165,1.4643569,0.60043126,1.4114408,1.4770286,0.8534617,1.377011,1.3524876,1.3458215,0.8182272,0.95645523,1.359541,0.557833,0.95847654,1.0933244,0.99077326,0.84485924,1.0793936,0.3951019,1.1833595,1.3703334,0.29519522,0.819986,1.2997565,1.1705395,1.2157851,1.2921813,1.0573368,0.0,1.3913896,0.8493806,0.45919108,1.4613774,0.88176376,1.048588,1.3387327,1.1467923,1.2315837,1.1423264,1.3053008,1.2978704,0.7130968,0.33456612,0.5450884,1.2362179,1.0744454,0.699881,0.77989274,0.9100165,0.61838996,0.81067216,0.9721529,1.391808,0.5726092,1.0397903,0.62533915,1.086126,1.1139172,1.1522768,0.81538504,0.94793653,1.3117629,1.2601235,1.1842911,1.1378663,0.9432523,1.3610806,0.85000753,0.709741,0.8327306,1.0529678,1.2626847,1.1350329,1.2389657,0.5680444,0.74618363,0.50821376,0.8552079,0.5257572,0.61345845,0.6513623,1.1343329,1.0448469,1.2426168,1.1234558,1.3463479,0.66806465,0.726278,1.065476,0.6116133,0.8218082,0.87846845,0.9832797,1.0776082,1.0067778,0.97190326,0.57753617,1.2132127,0.60154873,0.82017046,1.3180009,0.82697403,1.0139987,1.1228609,1.1411462,1.1913457,1.0741746,1.0683024,1.1363028,1.3321172,1.3146987,1.4164729,0.53573936,1.2554623,0.52473074,1.0019579,0.92634845,0.8652446,1.2648656,0.7061061,1.2245365,1.2853557,1.2340263,1.4587498,0.70007455,0.90023315,0.5647926,0.47189212,1.1494778,0.9501279,1.1214174,1.427748,1.0360234,1.2225858,0.55786574,1.3121386
couch,0.6963115,1.2561345,1.4392002,0.6804567,1.3636928,1.3757069,1.3273354,1.1937065,0.5400464,0.93748295,0.26296222,1.2314448,0.26203662,0.71674395,1.1967354,0.45354617,0.71952295,0.94969934,1.355822,1.2528496,0.57307476,1.4096138,1.0861872,1.0866995,1.233943,1.0787294,0.6910943,1.3329409,0.759989,0.2620815,1.2889869,1.2699983,0.48701513,0.6335782,0.9906935,1.0165886,1.1582334,1.3913896,0.0,1.1575623,1.427726,0.3667692,1.3005494,1.1130428,0.9662449,0.99260145,0.9289885,0.64112246,0.60927093,0.5711453,1.1634887,1.3954687,1.4294941,0.780216,0.9731096,1.2878656,1.0301796,1.170707,1.1455073,1.2757336,1.272792,0.9180241,1.3662043,0.8858342,1.5170393,0.8701479,1.0826825,0.97365,1.3480628,1.2001575,0.78761744,0.6051731,0.9064912,0.5608794,1.1219882,0.43887568,1.2518187,1.2223217,1.1523538,0.98101866,0.7902918,0.82965285,1.0435003,1.2481457,1.1222967,1.4479892,1.1311693,1.380305,1.3467538,1.4531037,0.6157397,1.0980709,0.6358812,0.5569637,0.8485287,1.3415842,1.3184782,1.1812952,1.3022574,1.2096939,0.8490545,1.1169716,1.0669093,1.1935617,1.2309314,1.3617669,0.8908305,1.127393,1.2245342,0.59914345,1.1034242,1.0472765,0.75358,1.2089245,0.6727955,0.92520916,0.7614796,0.9436513,0.4688179,0.7873988,0.708759,1.3686396,0.97631425,1.4193459,0.90771884,1.1416141,1.2270993,0.933634,1.3879409,0.6590259,0.67093146,0.9328209,0.62850344,1.4379381,1.0925187,1.3489769,1.4519334,0.9660579,0.942083,1.1797287,0.7361819,0.7436793,0.70794857,1.4034264,0.5371357
cracker,0.9365238,1.1412904,1.0708187,0.78796005,1.1653242,1.2676511,0.9986631,1.1119024,0.93540335,1.0364698,0.9936234,1.2795475,1.0442557,0.98901635,0.91167516,0.93023384,0.94944763,0.9763215,1.321764,1.2619481,1.1116997,0.67379224,1.1814203,1.2899444,0.987299,1.4263128,1.1664329,0.66605145,1.0554281,1.1977012,0.9667286,1.2871246,1.0832762,0.9151209,0.8470458,0.9946241,0.8883044,0.8493806,1.1575623,0.0,1.2149842,1.1135887,1.2950675,1.0446633,0.8920635,1.0848218,1.1590427,1.1920125,1.0872704,0.9027852,0.9548354,1.0806086,0.9197444,1.0229957,0.95261854,0.8421676,1.1156114,1.3333708,0.90466654,1.1396562,1.07461,0.857455,1.1853268,0.9031836,0.88946295,0.93939763,0.53970313,0.6512289,1.3549063,1.1537712,1.0442522,1.0155672,1.0306126,0.9767858,1.0510972,1.0583239,1.3063354,1.0296465,0.83217514,0.63843966,0.9181764,0.7842238,0.99242216,1.0577947,0.6465419,1.116625,1.1257054,1.1468452,1.103161,0.91544163,1.1467943,0.9659956,0.9474998,0.97861433,0.79335016,1.1715995,1.1023412,1.142287,0.7134585,1.1115876,1.3153965,0.28763813,1.3017224,1.0020065,1.1005911,0.957124,1.2666148,1.3407786,0.88874346,1.1204556,1.0720288,0.4749748,0.8126564,0.93718916,1.0070145,1.0041227,1.0269185,1.0475072,1.0152061,0.9353901,0.9930922,1.264965,0.90496737,1.0565358,0.84717107,0.6193422,1.3194499,0.94314265,1.0503849,1.2918897,0.96151227,1.1268077,0.8834141,1.1861323,0.47206676,0.95403624,0.9372871,0.6774885,1.2487266,1.1842144,0.79946756,1.1257375,1.286246,1.0822116,1.1707977
crayon,1.5979333,0.4714476,0.5473555,1.5162287,0.6501981,0.38616443,0.6458564,0.7769972,1.4461893,1.1959481,1.5648116,0.21798706,1.3485428,1.5025706,1.0072986,1.5086774,1.3827962,1.1947889,0.27092814,0.57125807,1.228334,0.6257743,0.6039073,0.7593702,1.0491511,0.4085381,1.1311284,0.51065886,1.3139856,1.3485272,0.44051307,0.26403856,1.4294333,1.4623835,1.3299222,1.0716785,1.0411426,0.45919108,1.427726,1.2149842,0.0,1.5085403,0.43065012,1.082777,1.3751025,1.241329,1.2561249,0.97365004,1.0270559,1.5135128,1.0059707,0.37584114,0.5992883,1.3490069,1.2593927,0.7526172,0.7830097,0.6833497,0.85299325,0.3821677,0.9856742,1.5363317,0.35436535,1.2467649,0.57535917,1.3077571,1.3775659,1.3644955,0.4917987,0.9471559,1.3484428,1.4751117,1.2612633,1.4657068,0.500841,1.4270742,0.35609508,0.6240998,0.9412059,1.3986316,1.3214651,1.5606534,1.2403718,0.5732006,1.0016235,0.24987042,0.5968878,0.38526273,0.44516248,0.6140144,1.1329434,1.1974121,1.543266,1.4652756,1.486398,0.18473667,0.26467943,0.8869897,0.7922592,0.6945149,0.56532186,1.3405801,0.8248157,0.74483836,0.912086,0.564457,1.0040315,0.4975741,0.97286695,1.2968419,1.0101534,1.3384558,1.3028774,0.8807324,1.4881744,1.1373453,1.2443029,0.82177293,1.4610826,1.1490114,1.3486704,0.17716098,1.1925918,0.4909836,1.0900822,1.1429805,0.3795119,1.340929,0.6662793,1.2389627,1.5009764,1.2187716,1.5686685,0.4128098,1.1694947,0.54734635,0.4694847,1.2763301,0.6728359,0.9622836,1.5256817,1.2244165,0.87945884,0.4315238,1.2187983
crib,0.5863229,1.3654726,1.5242138,0.6881921,1.4286966,1.4876381,1.4286089,0.956263,0.531314,0.84061027,0.32750928,1.3523202,0.34905416,0.7608278,1.1515386,0.5441209,0.6128512,0.71257293,1.394414,1.3467398,0.47973937,1.5379971,1.1274563,1.089933,1.0356135,1.1607993,0.69921947,1.406263,0.70747316,0.3541808,1.3455975,1.3519562,0.43013275,0.6932452,0.8867192,0.8188409,1.1871245,1.4613774,0.3667692,1.1135887,1.5085403,0.0,1.3459703,1.0783033,0.9137476,0.97762656,0.91195905,0.63623315,0.7113158,0.64677787,1.1828299,1.4688671,1.5792575,0.75637823,0.8679183,1.3540092,1.2027079,1.1861128,1.1716346,1.2763515,1.210536,0.73102,1.4493469,1.0061309,1.4961672,0.8407332,1.0427377,0.916529,1.3993688,1.1855736,0.76690286,0.6631974,0.8605048,0.67457205,1.1840345,0.3493471,1.2586428,1.2967355,1.1585226,0.9784227,0.7448484,0.7680428,0.84039694,1.276583,1.2056552,1.546874,1.3687105,1.4827762,1.4437532,1.5458765,0.69873494,0.9911393,0.59269655,0.6952856,0.6314379,1.3836554,1.3386471,1.2208848,1.3134928,1.2571026,1.1581805,1.0154287,1.0925425,1.2487193,1.2108313,1.4449664,0.9443461,1.222944,1.2721364,0.5410122,1.1027962,0.96996653,0.8164208,1.0902549,0.66170454,1.0250877,0.87986386,1.0274231,0.47512764,0.8378423,0.5685296,1.5195577,0.85537636,1.4874842,1.0357128,1.0451931,1.3215321,0.77733994,1.4119828,0.590381,0.6296615,0.6553063,0.48209906,1.5117373,1.02607,1.4726834,1.4465175,0.7687504,1.1715626,1.0891533,0.5481434,0.7288975,0.79530406,1.4284217,0.6010351
cup,1.5074009,0.74663085,0.69965965,1.5218832,0.55155504,0.42118633,0.6282277,0.6669516,1.270622,1.2718998,1.4882413,0.62001497,1.2765146,1.0855793,1.1009535,1.4890978,1.3681155,1.0826697,0.14388955,0.23282886,0.9439759,0.69686526,0.79701793,0.1610043,1.0994062,0.38976556,1.1212304,0.9176594,1.466183,1.1950251,0.78923726,0.45876586,1.3107264,1.4720283,0.9304526,0.9959538,0.8071843,0.88176376,1.3005494,1.2950675,0.43065012,1.3459703,0.0,1.0657263,0.8638567,1.2113112,1.0299538,1.0168765,0.88655853,1.4160384,1.1266643,0.76700723,0.7088131,1.4153198,1.3039355,0.97473925,0.98608667,0.6088717,1.1214427,0.6353636,0.94867676,1.0687017,0.7022469,1.2288306,0.625649,1.3942397,1.0917338,1.3654586,0.54167557,0.9731385,1.234116,1.4659926,0.74156475,1.5461693,0.72108626,1.2373646,0.47613335,0.9127048,1.0373868,1.2722299,0.87050295,1.4931772,1.0944369,0.8337993,1.1909765,0.5272968,0.5322447,0.74730945,0.7504376,0.543501,1.1877741,1.1919597,1.5609033,1.5460931,1.4184777,0.6080355,0.6532897,0.82737875,0.9767575,0.8447806,0.6356195,1.3213247,0.6321799,0.5196568,0.91009414,0.6013751,0.79575264,0.64504194,1.0289317,1.0248852,1.0389235,1.3092359,1.2637054,0.87968594,1.522499,1.1139152,1.3387446,0.77457273,1.357808,0.90751344,1.3371462,0.50655764,1.1818032,0.5594641,1.1132826,1.0072739,0.45152646,1.0222304,0.7667732,1.0595793,1.445189,1.1650202,1.3523371,0.24872375,1.1796759,0.82859766,0.8315298,1.280626,0.6585841,0.6167962,1.2461867,1.2026204,0.76175255,0.82364726,1.1818657
deer,0.8704725,1.0941191,1.0088149,1.1769031,0.99106884,1.020257,0.9604393,0.99757457,1.1955756,1.0525919,1.104984,1.1125011,1.1074889,1.0297232,0.78309554,1.1060749,1.085108,0.8697045,1.0589689,1.0866357,0.9998018,1.0602101,1.0985142,1.0642594,0.7845389,1.1080724,1.0202054,1.1452615,1.0674977,1.1324664,1.0236437,1.040018,1.0571674,1.0885937,1.0744381,0.980218,0.9481427,1.048588,1.1130428,1.0446633,1.082777,1.0783033,1.0657263,0.0,1.0273329,0.68301505,0.8241167,1.1081884,1.0301808,1.0273732,0.87998706,1.0407827,1.0623964,0.97474176,0.98240435,1.0946395,0.9253051,0.93448615,1.145602,1.1332972,0.7627495,1.0489781,1.0456299,1.0911375,1.0549414,1.0403572,1.0100588,1.1145178,1.083709,0.4246018,1.1441622,1.1118487,1.0229716,1.1507716,1.1565324,1.0355206,1.0777134,1.0831739,0.8114431,1.1055255,1.0557641,1.089917,1.0049082,1.0332857,1.0437378,1.101589,1.0075344,1.0553267,1.0717326,0.9961239,1.0951003,0.8629389,1.1703024,1.1358889,1.0138814,1.0923512,1.0634822,0.88537896,1.130904,0.65589535,1.1487632,1.0285045,0.94108355,1.158492,0.38677245,1.0312083,0.99902487,1.0907457,0.9609559,1.0408558,0.7371389,0.9846121,1.0950719,0.95838934,1.1093837,1.0219666,1.1774195,1.1548829,1.0420387,1.1864014,1.0823411,1.1065601,1.0617554,1.0670528,1.1771508,0.94926494,1.1418619,1.0538632,0.90693563,0.9077926,1.0867147,0.9697126,1.1073437,0.9981489,0.982765,1.1046523,1.0974371,1.1342758,1.0651246,0.8788567,1.0018287,1.0726309,1.0572673,1.0430212,1.0515199
dish,0.9004161,1.3546216,1.0914091,0.9757006,0.93032336,1.0658464,1.059306,1.0181694,0.77264464,1.0805669,0.9032044,1.4320107,0.9655121,0.75327647,1.0928819,0.97991246,0.89731234,0.8930459,1.0993903,0.78335917,0.86072445,1.0878373,1.1066309,0.7628124,1.087156,1.2652638,0.92158556,1.2884407,1.1470523,0.91083187,1.2577434,1.2238619,0.9113823,1.0041933,0.46033382,0.8731592,0.7246288,1.3387327,0.9662449,0.8920635,1.3751025,0.9137476,0.8638567,1.0273329,0.0,1.0346014,0.8935725,1.0689267,0.9719273,0.923021,1.1151457,1.344855,1.0677505,1.0598185,1.0402116,1.1813791,1.1889288,1.0876971,1.2538828,1.0960169,0.95248264,0.40628105,1.3538729,1.0873678,1.025039,1.0479647,0.60514724,0.8955942,1.2052412,1.0926704,0.71514565,0.99893665,0.613258,1.057114,1.0613375,0.8242426,1.1145806,1.3450035,1.1117402,0.75481474,0.67929083,0.9628861,0.7728239,1.2809104,1.0760033,1.2987627,1.1421597,1.3907558,1.3031194,0.9070997,1.0833141,1.0024579,1.0145822,1.0640953,0.8747483,1.306026,1.2213778,1.0788704,1.1236612,1.1407753,1.3095975,0.850512,0.98660886,0.58576494,1.0906737,1.0911208,1.0265344,1.3232839,0.9881603,0.7995913,1.13292,0.843475,0.9580148,0.7972232,1.0458179,1.015041,1.1258185,0.8919786,0.84232414,0.63494277,0.94273365,1.3874531,0.9810092,1.120166,1.0358214,0.66878366,1.0766096,0.57482696,1.1139736,1.0133961,0.94136673,0.96928346,0.6998803,0.9431684,0.88512313,1.2888374,1.3415586,0.81928575,1.237794,0.752656,0.5218307,1.0558863,1.036715,1.3680011,0.99578035
dog,0.41660535,1.3692396,1.076714,1.0265576,1.074845,1.1342643,0.98008823,1.053217,1.0953828,0.7824982,0.92643774,1.2464895,1.1218868,0.95483285,0.43087852,0.83296293,1.0388501,0.87231636,1.1785743,1.1872011,1.0373788,1.0104284,1.1744663,1.1654329,0.8363672,1.2141559,0.9733882,1.2086117,0.65411526,1.1256089,1.0928367,1.1249235,1.0493777,0.94377226,1.1047521,1.0385755,0.9538642,1.1467923,0.99260145,1.0848218,1.241329,0.97762656,1.2113112,0.68301505,1.0346014,0.0,0.46764046,1.2310395,1.1611575,1.0745137,0.711838,1.0928121,1.2008414,0.7663393,0.86680603,1.2720687,0.6633888,0.87847596,1.2450804,1.2062635,0.4003942,1.0126144,1.1923376,0.86969453,1.1082039,0.9821181,0.9427148,1.1404772,1.038778,0.43421298,1.1224802,1.0238521,1.0006495,0.99634606,1.235152,0.9941807,1.2470435,1.2580522,0.9668294,1.0357896,1.0359279,0.92208874,0.9423349,1.2805591,1.1339251,1.2412568,0.990318,1.3017519,1.2610761,1.0336827,1.1487459,0.6079945,0.94487,1.0464742,0.9200283,1.2231467,1.2228793,0.6254835,1.1691761,0.5674189,1.1083108,1.0281494,0.91242,1.2823286,0.4198401,0.96952075,0.90454453,1.0542923,1.1176169,1.0600016,0.5874021,0.8857449,1.0934721,1.0433469,0.9970719,0.9345718,1.2168576,1.2499312,1.0130507,1.2761574,1.0463474,1.1833123,1.0200534,1.1274908,1.2120806,1.1007671,1.1700073,1.0021503,0.936738,0.84579635,0.97646844,0.88038665,0.9359059,1.0909697,1.0216881,1.2881685,1.1789213,1.1297504,1.0360346,0.74567604,1.0455931,0.86303234,1.134682,1.2235987,1.114199
doll,0.615591,1.295045,1.0685728,1.1402526,1.0551176,1.1297663,0.90370995,0.9372426,1.1616476,1.0115008,0.9957939,1.2646594,1.1121693,0.6439671,0.7406037,0.90319157,1.0736375,0.7993336,1.0742643,1.0228833,0.85791326,1.0756788,1.084745,0.9581173,0.9302932,1.1034065,1.0543863,1.275134,1.055431,1.0140378,1.0781533,1.1292725,1.039802,1.037884,1.0390351,1.0245987,0.93942624,1.2315837,0.9289885,1.1590427,1.2561249,0.91195905,1.0299538,0.8241167,0.8935725,0.46764046,0.0,1.197592,1.0220689,0.97676086,0.77084756,1.2270602,1.1977723,0.9907032,0.79401946,1.2359502,0.863119,0.8322928,1.242707,1.1779448,0.43756592,0.96481055,1.230648,0.7808968,1.0731441,1.0445756,0.9036405,1.0945319,0.93534505,0.6755239,1.0995705,1.023892,0.80703306,1.1466995,1.2002344,0.9503494,1.2039833,1.2189213,0.98546165,1.0314447,0.97897756,0.8942718,0.9417074,1.2888162,1.1329205,1.2889414,0.8660475,1.2332811,1.2268267,1.0284256,1.1843649,0.780311,0.99288833,1.1380568,0.943054,1.2354984,1.225875,0.6554405,1.225453,0.8825043,1.0015928,1.0244182,0.83479327,1.1416609,0.67314017,1.0175387,0.79985034,1.012713,1.1537578,0.9255727,0.6629056,0.8614911,1.0883029,0.91162646,1.0727136,0.8789519,1.2562494,1.0996317,1.0646722,1.2178247,1.1526015,1.1970665,1.1428964,1.0808437,1.123539,1.0584909,1.0544118,0.83498096,0.93595666,0.5350801,0.9495473,0.6965864,0.9453654,0.9677193,1.0933356,1.2662846,1.2498637,1.1351155,0.87231576,0.43877637,0.99966,0.8836998,1.0210649,1.2287359,1.0965035
door,1.2070981,0.89772797,1.1854216,1.0072843,1.2311718,1.0787839,1.1963017,0.95874536,0.62096393,1.0681751,0.8254712,0.8461256,0.54315525,1.1355414,1.2069478,1.0363933,0.9790198,1.0454288,0.9577386,1.1179427,0.6307933,1.2377825,0.58517283,0.9133209,1.1662788,0.5716107,0.9249766,1.1124641,0.88688016,0.5374189,1.0270954,0.9436262,0.45338976,1.0748355,1.0660572,0.9845018,1.050146,1.1423264,0.64112246,1.1920125,0.97365004,0.63623315,1.0168765,1.1081884,1.0689267,1.2310395,1.197592,0.0,0.577395,0.9629994,1.1178929,1.1016185,1.2962604,1.0750715,1.1829917,1.1348344,1.0774804,0.93749684,1.0170773,0.90759134,1.324489,1.0804839,1.1399733,1.2360897,1.3387047,1.0917382,1.3117576,1.1189481,1.097444,1.1442668,0.9382107,1.0314928,0.9774555,1.0066546,0.758544,0.6940622,0.8428484,0.91679174,1.0553509,1.0620531,0.94872564,1.1818302,1.0660316,1.0790892,1.0280275,1.1954906,1.0410508,1.0644742,1.0204828,1.2533576,0.529338,1.219461,1.0835932,0.9245406,1.0986363,0.87118113,0.87043697,1.1286573,1.1092223,1.1051565,0.77321345,1.2680067,0.9142498,0.9380791,1.1561488,1.2013444,0.941046,0.92737997,1.2611275,0.42095053,1.1048229,1.2705903,1.0957923,1.0064273,1.0224427,1.107532,0.86047435,0.6406915,0.625475,0.6736468,0.89525276,1.0775965,0.979315,1.0449569,0.9526523,1.0486037,0.83373255,1.0405754,1.1890018,0.80705297,1.0937958,1.0693821,1.0510424,1.2043029,1.1291378,1.1405021,1.2192972,1.0607748,0.81802917,1.2191249,0.96550286,1.0545138,0.3931707,1.107914,0.44540012
