,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
comb,1.0412165,0.9618584,1.2158871,0.95505416,1.1429138,1.130643,1.01835,0.86734307,1.0466219,1.0727662,1.021444,0.8998908,1.1031718,1.115604,1.0787321,0.9785804,0.8958402,1.1166075,1.0339763,0.88715434,1.0513481,0.8365959,1.0969673,0.8270017,1.0462916,1.1036347,1.0846809,1.067717,0.99721587,0.8450177,0.9187668,1.0607923,1.0260872,1.1500427,1.0115274,0.0,1.0825933,0.6403956,1.0667106,0.9295271,1.0139434,0.9835912,1.1090012,0.93057406,0.99913174,1.1214432,1.0941616,1.0508126,0.80084896,1.1433908,1.0512366,1.1725317,1.0905691,0.97365373,1.1032715,0.968195,1.0152682,1.0379282,1.1131952,0.9231964,0.6269971,1.031316,0.9189168,1.088933,0.90834785,0.86605805,1.0257634,0.9146437,1.1800537,0.98735213,0.81895334,1.0721836,1.0926373,1.0787891,0.61614215,0.920017,0.9307952,0.994675,0.97304124,1.0725298,0.9534244,0.9228874,0.8689723,1.0144557,1.0277221,1.0714645,1.1828243,0.98437333,1.0182211,1.0706712,1.1465157,0.94556254,0.94287616,1.1420339,1.0863075,0.9015849,0.9667128,0.9457126,0.9468961,0.90824103,1.124406,1.0221865,1.1153355,1.107213,1.1089528,1.1124666,0.9822248,1.0361211,1.0418298,1.0328254,1.1829127,1.0112498,0.9615677,0.6705345,1.0981683,0.93217635,1.041287,0.8961929,1.1266564,0.98595226,0.9376107,1.0858867,1.0309776,1.098352,1.0007782,1.0026006,0.87777907,0.8816319,1.1217122,1.0475463,1.1133664,1.0375544,1.0921888,1.0361522,0.9189458,0.7456726,0.9631816,1.0048089,0.9523071,0.97124946,0.87909335,0.8370919,0.9383069,1.0729092
cookie,1.1431823,1.098225,0.7897465,1.2502154,0.72547644,0.68293357,0.6904516,1.0434492,1.2901306,1.313369,1.1115351,1.3494655,1.2157643,0.9785979,1.174005,1.2440798,1.0609877,0.9524157,0.816579,1.1565375,0.49928486,1.1644732,1.0602072,0.9698075,1.1081126,1.0714682,1.005604,1.2474482,1.3708392,0.7616608,0.8564155,1.1967008,1.0180055,1.0914925,0.9156635,1.0825933,0.0,0.8672133,1.2699473,0.5182287,1.0069368,1.2850165,0.9301903,1.097231,0.807684,1.0028558,0.8487895,1.1890359,1.1019884,1.1238052,1.0283841,0.69435114,1.1840233,1.0913482,1.0979968,1.0259745,1.0489146,0.9650966,0.8062079,1.1401134,0.99903667,0.76102155,1.0650288,1.0396116,0.9897039,0.7761737,1.1353921,1.1094866,1.0376168,0.9692217,1.1413304,1.2029065,1.0788517,1.3559265,1.1258793,1.1855614,0.9988978,1.0372232,0.90535456,0.95776904,0.8945918,1.0676546,1.0489839,1.0735488,1.0417267,0.25037563,0.9263109,0.83166295,1.0671475,1.0115786,0.6775115,1.2503464,0.9477826,1.2365823,1.3297877,1.1433086,1.0210768,0.9980811,0.69924545,0.91160005,1.0236841,0.59598225,0.93126553,0.7214799,0.8879797,0.88238657,1.2707286,0.99350226,0.8978741,1.1153122,0.82881176,0.70089877,1.1915587,1.1825264,1.2376655,1.1154621,1.3088973,1.0895512,1.1754264,1.149977,1.2117033,1.0468503,1.1794273,0.7845559,1.0929551,0.6616139,0.9155255,0.9427005,0.7581624,1.2801036,1.2025986,1.215251,0.7669672,0.987915,1.111027,1.0676061,0.932291,0.79886514,0.91406196,0.8699441,1.0511751,1.1543653,1.0275706,1.1408688
corn,1.1152923,0.9271413,0.9161617,1.188346,0.95476234,0.89153206,0.5618882,0.84690756,1.1980128,1.208917,0.96736866,1.0258373,1.234975,1.0717065,1.0565872,1.1009458,0.78249955,0.93198717,0.86283594,0.8326915,0.85043097,1.1170243,0.82107997,0.84604585,0.9000645,0.9416198,0.94824153,1.2239705,1.1786857,0.85029584,0.8598008,1.2187241,1.1453035,1.1406175,0.9111712,0.6403956,0.8672133,0.0,1.1263075,0.8079205,0.8914083,1.110753,0.8586956,0.99861616,1.0637195,1.1130646,1.0741509,1.1360815,0.82091427,1.2497085,1.253799,0.94120765,1.2269804,1.0958904,1.2295102,1.0574036,1.0833346,0.8773211,0.84720016,0.99048865,0.74307024,0.8654854,1.2064018,1.1030271,0.89541805,0.7709793,1.2702638,1.1061596,1.1188086,0.9544178,1.2383187,1.0709041,0.91100115,1.2681814,0.8711937,1.1392223,0.8807647,1.0755346,0.8161421,0.9412188,0.8749791,1.0545489,0.8766678,1.0637908,1.0963308,0.82477605,1.0477352,0.5899284,1.052744,1.1669147,0.87140805,1.1981483,0.96320623,1.28594,1.243444,0.96333355,0.84750676,0.8427353,0.68818897,0.86195934,0.8807201,0.82651687,0.8759125,0.9602001,0.9604508,1.1014094,1.0164679,0.79360926,1.0514697,1.0774544,1.0683817,0.9006724,1.1356099,1.1047071,1.291962,0.9923344,1.1575341,0.9713604,1.2914126,0.9512942,1.1079382,0.9614968,1.0539966,0.8526677,0.9022529,0.9101897,0.85404885,1.0348425,0.892793,1.1497533,1.24375,1.2018028,0.7895442,1.0515815,1.0665269,0.95914054,0.6881708,0.8372158,1.0351357,0.8839317,0.8415781,1.1025289,1.0319127,1.1064856
couch,0.7943183,1.1329348,1.4152371,0.6920942,1.2693795,1.3980733,1.1894044,0.9804801,0.5748915,0.37456948,1.2271636,0.3011788,0.7810941,1.1255431,0.5187515,0.61396897,1.0688561,1.2315267,1.1122884,0.6472594,1.3556757,0.83638436,0.96865344,1.2602684,0.8938898,1.0860975,1.3234204,0.70534027,0.28684485,0.96343416,1.234971,0.5505289,0.94357395,0.7952385,0.8007816,1.0667106,1.2699473,1.1263075,0.0,1.3907833,1.3938568,0.38001108,1.1833078,1.0602973,0.9628208,0.8627937,0.8605238,0.68766767,0.67975426,0.836726,1.1088445,1.4581553,0.9420122,1.2759209,0.97659415,1.2834628,0.9498546,1.2738867,1.0708193,1.1147653,1.2298032,1.2532552,1.0116295,1.372949,0.97886854,1.295717,0.9564615,0.9615,1.0944084,1.0748094,0.8532136,0.64552873,0.940067,0.70234716,1.0588579,0.513771,1.1998986,1.0474437,1.0981939,0.9789737,0.8972462,0.8489101,0.91716254,0.9951505,1.2921106,1.2013013,1.3505774,0.9271101,1.3772645,1.2719884,1.3758168,0.7081113,0.7887434,0.6826521,0.68456656,0.9210138,1.3063673,1.2971562,1.3432649,1.1242939,1.0149047,1.2943509,0.9442177,1.2273072,1.1180754,1.0965657,0.4788503,1.0741041,1.3910426,0.6787046,1.0427167,1.0139166,0.768033,0.97047067,0.7333497,0.9479158,0.75153387,1.0018165,0.67186534,0.8280435,0.75094914,1.3489903,0.87464136,1.3754913,1.1028925,1.0948935,1.0724704,1.017952,1.3153664,0.70133847,0.6724576,0.6218467,1.3804443,1.3137424,1.3232874,1.0485506,0.8406874,1.2020526,0.91440046,1.0388978,0.9320432,0.8508644,1.408802,0.66839033
cracker,1.2649229,0.7646487,0.6776269,1.1869557,0.9274592,0.8752705,0.60698956,0.96187854,1.4239867,1.4452631,0.9779736,1.4446404,1.2097882,0.9969578,1.2584696,1.3501872,1.0331438,0.978197,1.0227753,1.255425,0.15335524,1.3094151,1.1837437,0.8513066,1.1766616,1.1325126,0.6635012,1.3503792,1.4411983,0.7627531,1.0492359,1.4056425,1.198675,1.1985055,1.208715,0.9295271,0.5182287,0.8079205,1.3907833,0.0,0.7526474,1.5474004,1.0154078,0.9897898,0.93456584,1.1095077,1.0702021,1.3576016,1.2148606,1.1560801,0.9575606,0.609776,1.0918957,0.8429321,1.1343822,0.5504295,1.1947439,0.89867556,0.9242688,0.78574294,0.8061419,0.8862084,1.0855917,0.71850836,0.8908573,0.60142577,1.0995923,0.81006294,1.0998484,1.0079455,1.3073246,1.2154537,1.0761012,1.3241742,0.9126704,1.2949274,0.95929384,0.9297264,0.6933749,0.97323835,1.1347122,1.0816649,1.1042966,1.0824465,0.7227627,0.5022937,0.7440784,0.8729493,0.6350781,0.71296704,0.7278059,1.4380422,1.0008625,1.3367617,1.2821963,1.2150965,0.82971334,0.8078729,0.35517323,0.79045415,0.8829051,0.25831103,1.0457907,0.7849261,0.94767255,0.98409534,1.421762,1.0484494,0.6327238,1.3646027,0.93390363,0.8621566,1.0833906,1.2098744,1.2972457,1.1169779,1.174262,1.0641719,1.3771311,1.3315071,1.3718619,0.7373332,1.230654,0.6473923,0.8433026,0.82943046,0.91282135,1.2599077,0.7877461,1.4174798,1.3106372,1.3920606,0.8549313,0.56534636,0.5581186,0.8443036,0.9882596,0.9439714,1.0416561,1.0501015,1.0688125,1.2850561,0.6687854,1.355279
crayon,1.4613276,0.90070456,0.24596769,1.5067911,0.6636425,0.5467385,0.94303274,0.7982316,1.5275552,1.5374794,0.21910083,1.2565287,1.5563056,1.1106102,1.3841522,1.2392489,0.8181436,0.21451956,0.9900126,1.2708347,0.7291763,1.0562695,0.73454547,0.8512436,0.6222622,0.43868864,0.23735148,1.3571882,1.3446515,1.3077838,0.68990177,1.3632375,1.0807754,1.2107475,1.2887571,1.0139434,1.0069368,0.8914083,1.3938568,0.7526474,0.0,1.5038395,0.3811803,0.9214875,1.2387729,1.3825448,1.3293955,1.140456,1.048748,1.2743933,1.1170088,0.5099647,1.0753509,0.86531943,1.313356,0.6823874,1.1835482,0.40945697,0.70238334,0.9861815,0.5998527,1.0175971,1.4967673,0.35096705,1.1631746,0.77749395,1.2843629,1.3099147,0.6362985,1.0276082,1.3408921,1.3400782,1.1507351,1.3255682,0.92685306,1.42407,0.29447812,0.970639,0.83694214,1.3777459,1.3096876,1.5439434,0.83617926,1.0063002,0.71274114,1.1189715,0.19912577,0.9717017,0.459337,0.75724864,0.45230144,1.2418361,1.1204073,1.5666486,1.3813772,1.4030162,0.1117332,0.19574952,0.7736521,0.91437614,0.3653093,0.8028159,0.80419147,0.8305043,0.94680965,1.1784074,1.3957597,0.47477084,0.4661578,1.2366878,0.8029153,1.3596183,1.4923103,1.2282782,1.4876125,1.2384032,1.2076669,0.69763803,1.4042207,0.84354234,1.3523648,0.24567693,1.1604552,0.34607446,0.85847044,1.3861094,0.8121798,1.3022809,0.7445171,1.34794,1.5338917,1.5539668,0.5200329,0.5974363,0.59093,1.0657794,0.9789422,0.7876654,1.4774934,1.0338259,1.0115229,0.77663213,0.22901285,1.0396646
crib,0.61923254,1.2890757,1.5565721,0.66657495,1.3507037,1.4489315,1.291579,0.97166723,0.35513604,0.25041902,1.3293133,0.32092488,0.6997663,1.1043521,0.5300291,0.61684775,0.98720115,1.3323216,0.9651845,0.46764946,1.5415859,0.6862716,0.99825186,1.2280774,1.0141393,1.1227324,1.517506,0.5793156,0.39352524,0.93544143,1.2199236,0.4064659,0.8571071,0.814921,0.8065994,0.9835912,1.2850165,1.110753,0.38001108,1.5474004,1.5038395,0.0,1.2917933,1.0889001,0.8496409,0.8136604,0.94839984,0.60591817,0.6109911,0.9365847,1.1115296,1.5573869,0.9571514,1.2514918,0.84629947,1.4675418,0.7885192,1.3549824,1.1566987,1.222461,1.3613167,1.2080275,0.8857021,1.4958065,1.1688082,1.4064851,0.90529436,1.0529488,1.2696791,1.0785475,0.66922957,0.6080459,0.96960884,0.70012295,1.1011549,0.38132036,1.2855875,1.0921538,1.2945403,0.914799,0.80409694,0.8051693,0.97962,1.0102901,1.311142,1.2423955,1.4483887,1.0686754,1.5180018,1.3444302,1.4385877,0.5627584,0.7918742,0.5739904,0.699334,0.6376517,1.4469459,1.438061,1.4061935,1.2452482,1.3308483,1.3836911,1.0352776,1.1624362,1.1475117,1.0751371,0.5367766,1.2170612,1.4818884,0.6239156,1.1639543,0.9517336,0.7713732,0.78168803,0.6637095,0.93097895,0.85341275,1.0544755,0.51118696,0.7756224,0.5137019,1.4726269,0.6711256,1.4236152,1.271941,0.982289,1.1737206,0.82285947,1.3365424,0.5655861,0.61689943,0.3869046,1.3763139,1.5016168,1.3955524,1.1234064,0.97308314,1.2252964,0.6622472,1.0498165,0.8774108,0.8769686,1.5381507,0.7069518
cup,1.4963512,1.0479184,0.45817852,1.4718599,0.5993726,0.5088315,0.948827,0.7301984,1.3954325,1.499875,0.5946253,1.1781199,1.483379,1.1173525,1.4067613,1.1394104,0.832227,0.14737606,0.5934004,1.081218,1.0038918,0.97719646,0.2433154,1.0608258,0.3648029,0.5343962,0.5511234,1.4504576,1.1621709,1.103958,0.613205,1.2492766,1.1166552,1.1739441,0.84315145,1.1090012,0.9301903,0.8586956,1.1833078,1.0154078,0.3811803,1.2917933,0.0,0.9470081,1.0278697,1.3420159,1.1683028,1.066472,1.0159239,1.1710458,1.1865782,0.6238335,1.2123216,1.1463058,1.3351064,1.0341945,1.1438378,0.6785966,0.5840167,1.2497103,0.7234071,1.0762631,1.2726853,0.705521,1.1443591,0.80817544,1.3624334,1.3928263,0.6499358,1.0419018,1.2204995,1.3767325,0.84236926,1.4364433,1.0217257,1.284595,0.41263545,1.1654985,0.9814612,1.3550078,0.8365562,1.4459975,0.7836129,1.122119,1.055171,1.0682558,0.4470926,0.92022914,0.8800121,1.001889,0.50750077,1.1402794,1.11578,1.4841502,1.432668,1.3305111,0.40831447,0.43858403,0.88091743,0.83682156,0.5446476,1.024472,0.5992234,0.6619779,0.91378826,1.1054225,1.1631327,0.4483627,0.8049718,0.96009916,0.69422555,1.0808218,1.3379529,1.2262046,1.4621575,1.1847372,1.3726051,0.6041324,1.2862806,0.6748642,1.2579392,0.6074361,1.2297816,0.41954482,0.9877574,1.1031182,0.5869092,0.9796423,0.8420037,1.3025322,1.4865158,1.3433125,0.3796845,0.9333112,1.0023135,1.0071146,0.9441277,0.6898489,1.2410235,0.9746192,1.0893061,0.67048305,0.58498234,0.93295836
deer,1.1920335,0.94501346,1.0772743,1.2228193,1.1302648,1.0819377,0.9800006,0.79579514,1.0813117,1.195186,0.9798515,1.1196978,1.1417271,0.9201023,1.1543303,1.0192701,1.0978789,0.95590055,1.0391012,1.1112262,0.9336659,0.8224174,0.8826978,0.8776408,0.7227467,1.0343773,0.92789626,1.0587881,0.84470797,1.078423,0.8448297,1.0406235,1.0947245,1.0867388,1.1657109,0.93057406,1.097231,0.99861616,1.0602973,0.9897898,0.9214875,1.0889001,0.9470081,0.0,1.0486903,1.0865105,0.9892246,0.9612046,1.0218894,0.950837,0.9709983,1.0023433,1.0085628,1.0685579,1.2144345,1.02113,1.0662398,0.9461732,0.84230316,0.9663734,0.6223694,1.0540785,1.0727725,0.95151585,0.96215016,1.1238066,1.2094076,1.1387248,0.8441081,1.0588965,1.1003072,0.9618187,0.91149044,1.0261829,0.787269,0.99119055,0.80906284,0.9685582,1.0200487,1.1410265,1.1051646,1.2037767,0.74212956,1.0260161,1.041917,1.0571111,1.0508121,0.94440013,0.86761403,1.1218901,1.1029161,0.95794594,0.94776183,1.149673,0.97366416,1.1873826,0.85466707,0.83504206,0.9597009,1.0436522,0.85096496,0.976786,0.8533721,0.9158632,0.9065833,1.1743922,0.80287343,0.79352194,1.0340552,0.9728058,0.89771247,1.1021849,1.148569,0.8647191,1.1068041,0.9510399,1.0356741,0.5850609,1.1163387,1.0413163,1.2082486,0.85699004,1.0553318,0.98816794,0.8621377,1.1439035,0.7611945,0.9191145,0.9567744,0.9064313,1.1236492,1.14695,1.0141419,0.98600495,0.99861926,0.9021054,0.98328984,1.0520291,1.046303,0.9856766,0.99652755,0.68695736,0.93614554,1.0114424
dish,1.0076458,1.2892433,1.1948833,1.0165071,1.0340123,0.9972248,0.878828,0.98207825,0.96941125,1.0112411,1.2380408,0.951241,1.0635723,1.0521711,1.0233262,1.0210177,0.9184106,1.1486328,0.47054738,0.77651453,0.9225066,1.0383118,0.9334992,1.0699157,1.0895547,1.0896723,1.2819426,1.0787921,0.9907323,0.48816848,1.092546,0.97342503,0.9417413,1.1614379,0.76435375,0.99913174,0.807684,1.0637195,0.9628208,0.93456584,1.2387729,0.8496409,1.0278697,1.0486903,0.0,1.0214545,0.9305572,1.0368545,0.9376135,1.1364617,1.0299888,1.1436316,1.185647,1.1087006,1.0183196,1.2566454,0.94307274,1.1657636,1.0151936,1.2163732,1.0388215,1.005226,0.84300315,1.2884455,1.1028934,0.9776477,1.1062075,1.0055498,1.1338192,1.0233663,0.8984721,1.0023328,0.95109224,1.1705531,0.911761,0.9651302,1.193021,1.1498786,1.0263873,0.93168646,0.76374173,0.96404874,1.031778,1.0097436,1.2430074,0.8264892,1.2403599,1.0408925,1.3189266,1.2207052,0.94671446,0.94979113,1.0008166,1.0380794,1.166096,0.879766,1.1969008,1.1613455,0.9400283,1.0168071,1.3065999,0.8205252,1.0954251,0.62611556,1.0286181,0.9345197,0.8717294,1.1270573,1.242079,0.9050878,1.0093849,0.60141695,1.0142933,0.94154626,1.038893,0.91698474,1.2076012,1.0503651,1.00086,0.93550384,0.9099146,1.2643261,1.0533144,1.0941994,1.2160141,0.5934362,0.7698016,0.909135,1.0794258,0.88061273,1.0683386,0.80089,0.93841374,1.3044274,1.2587957,1.0143727,1.1025394,0.8955364,0.4121163,0.968474,1.0717788,1.0567513,1.2889241,1.0333867
dog,0.40899897,1.2440584,1.2941298,0.923192,1.0715995,1.1943573,1.0099334,1.0697689,0.8865989,0.7094188,1.3233134,0.99903166,0.775677,0.6250413,0.73175985,0.9903476,0.99645793,1.3240187,1.1571956,1.0056344,1.093593,1.0433445,1.2824619,1.0346601,1.2905474,1.1180029,1.3932774,0.49949235,0.9524824,0.9592866,1.1411004,0.90137184,0.9469575,0.9664566,1.0563335,1.1214432,1.0028558,1.1130646,0.8627937,1.1095077,1.3825448,0.8136604,1.3420159,1.0865105,1.0214545,0.0,0.45779085,1.083122,1.1513971,0.899469,0.97000676,1.2542775,1.0456829,1.1052935,0.71115834,1.2975008,0.8325701,1.0114502,1.028643,1.1241293,1.3002093,0.5150956,0.953671,1.2746136,0.89942425,1.1334748,0.8421664,1.021553,1.0246762,0.53677857,0.9062917,0.83812654,0.97054124,0.8597225,1.2302121,0.83795863,1.3882283,0.9715639,1.1027706,0.71883124,1.033093,0.7816948,1.1886495,0.8523913,1.1632057,0.86801445,1.3049226,1.1065425,1.3578479,1.1169355,1.2703795,1.049166,0.86821103,0.7061645,0.8587918,0.83379185,1.3435355,1.3577569,1.1935209,1.0147867,1.2234138,1.1084636,1.0677351,1.2127805,0.4709916,0.9995968,0.8373868,1.1618267,1.2743864,1.0361556,0.7123091,1.0042962,0.7592732,0.8430441,0.7460658,0.89727056,0.9389355,1.2122421,0.89572,1.239382,0.87365746,1.2455827,0.95601535,1.2676334,1.1504074,0.9830987,1.2591655,0.9083155,1.1235999,0.7382393,0.7624642,0.79265827,1.1760925,1.2795416,1.1982895,1.1675453,1.0487573,0.88734734,0.9123613,0.979017,1.0314777,1.2218598,1.3604374,1.092451
doll,0.6518438,1.1630768,1.1977229,1.0122252,0.92824864,1.0563486,0.8240838,1.0061967,1.100476,0.9316578,1.3426785,1.151324,0.78297967,0.8235588,0.84484273,1.1450843,0.8864845,1.2246323,1.0935922,0.9410397,1.0396357,1.1747562,1.1476738,1.0063634,1.2289908,1.0864924,1.2624587,0.9332975,0.97844523,0.926263,1.0772135,1.0898929,1.1332076,1.0304246,1.0227346,1.0941616,0.8487895,1.0741509,0.8605238,1.0702021,1.3293955,0.94839984,1.1683028,0.9892246,0.9305572,0.45779085,0.0,1.1016912,1.1651045,0.8066404,0.99298126,1.1340842,1.235867,1.1414303,0.7481655,1.1416292,0.7924308,1.1091459,0.84568894,1.0978465,1.1464766,0.4517126,0.935579,1.2497643,0.7506101,0.9494103,0.9394184,0.9072193,0.84851617,0.64563745,1.0359519,0.8851154,0.8125494,1.081449,1.2161803,0.9000989,1.3439509,1.039079,1.1110809,0.78306216,0.8939655,0.74368554,1.1335256,0.82503885,1.1623394,0.75280374,1.26978,1.0157757,1.2616527,1.0732719,1.1797545,1.2577169,0.96965176,0.7838885,1.0264263,0.90002906,1.2997947,1.2728522,1.134156,1.0141238,1.123561,1.0681552,0.951427,1.1775523,0.68084717,0.9571402,0.77096426,1.0947046,1.2177191,0.98480976,0.68523514,0.904152,0.78461343,0.9182077,0.9071774,0.8846697,1.0520208,1.1272271,1.0217322,1.3364168,1.0811586,1.243709,1.1396697,1.1507068,1.1025665,0.9586015,1.0822808,0.767599,0.9165474,0.7434176,0.887409,0.91695094,1.0639488,1.166488,1.2143561,1.0115486,1.0167779,0.5418307,0.89634573,0.832466,1.0962217,1.187742,1.294879,1.1817943
door,0.98118496,1.1692452,1.2701135,0.9643031,1.2424046,1.1784425,1.3441614,1.0780104,0.5795574,0.73039424,0.9680131,0.61983347,0.9168831,1.206697,0.99453694,0.7084637,0.96409804,1.0404642,1.1665452,0.7052556,1.3899628,0.6602321,0.8858543,1.0219045,0.74870265,1.0213792,1.1192793,0.8181017,0.6344229,1.121781,1.0802877,0.2664783,0.9196594,0.7363689,0.9175601,1.0508126,1.1890359,1.1360815,0.68766767,1.3576016,1.140456,0.60591817,1.066472,0.9612046,1.0368545,1.083122,1.1016912,0.0,0.5490375,0.7923016,1.0839173,1.3394419,0.9379042,1.1721574,1.0251213,1.2495925,0.8547883,1.1175076,1.0554668,1.1492012,1.2202616,1.1641102,1.0156331,1.272951,1.3519228,1.3134595,1.0127956,1.1116173,1.1493249,1.0752374,1.0218908,0.92189324,0.9166684,0.7927814,0.95660466,0.6813214,0.9452042,1.0045232,1.2128747,1.1366609,0.85653585,1.1032481,0.70719784,1.0360348,1.2022399,1.2695968,1.2445205,1.0993072,1.1810023,1.2030437,1.2167251,0.41648495,0.9235276,0.82685375,0.7548574,0.8267313,1.1553774,1.18028,1.2646266,1.23627,1.1094239,1.2599621,0.89242923,1.156324,1.116112,1.0102913,0.9295036,0.9992115,1.2518442,0.18382442,1.1097383,1.1350914,0.9464804,1.0663155,0.87912095,1.1320295,0.8908097,0.8580761,0.5541668,0.69901454,0.8992923,1.2749298,0.75708354,1.1410525,1.2765849,1.143815,1.1793993,0.93083566,1.1271516,0.8388896,0.78206104,0.77928567,1.3132194,1.2741162,1.225427,1.1135201,1.0041839,1.1758482,0.9882351,1.0048473,0.7147503,0.6799185,1.2614684,0.43592042
drawer,1.0689387,1.084518,1.24939,1.0842323,1.1724619,1.1068711,1.2048272,0.8643511,0.7090881,0.85005176,0.92410845,0.34564888,1.1945487,1.24977,1.0372835,0.69422793,0.7989017,1.0835445,0.8842553,0.3473282,1.2389413,0.7115645,0.81334305,0.97321314,0.7429964,1.0088218,1.099095,1.0945826,0.6923286,0.9551525,0.9822753,0.71297026,1.0282906,1.0621891,0.62984794,0.80084896,1.1019884,0.82091427,0.67975426,1.2148606,1.048748,0.6109911,1.0159239,1.0218894,0.9376135,1.1513971,1.1651045,0.5490375,0.0,1.2062287,1.1910912,1.2448926,1.1631554,1.0829637,1.1974818,1.1634395,0.988798,1.0357262,1.0655853,1.0648496,0.9024118,1.1992261,1.1256496,1.2433016,1.2744551,1.1085366,1.1870303,1.132789,1.2299036,1.0510886,0.9686166,0.9196765,1.0594344,1.1321301,0.7027551,0.6934431,0.829523,1.1348915,1.0454868,1.1608202,0.86042625,1.1771332,0.62878454,1.0981026,1.1645436,1.0527334,1.2306286,0.9545145,1.185911,1.162665,1.1182772,0.6243545,0.92142963,1.190083,1.1193119,0.8570113,0.9671519,0.96987003,1.0387408,1.0622276,1.0770977,1.1832309,0.9600126,0.939346,1.1146729,0.9913494,0.8848517,0.7279691,1.19555,0.55763,1.1797578,0.9763493,1.111953,0.9589628,1.2003595,1.0213729,1.0716829,0.85160184,0.934285,0.5076875,0.9469306,1.1295385,0.9546479,1.0449029,1.126994,1.0153444,0.9610895,0.96161073,1.050477,0.98372823,1.093739,0.9012268,1.0881474,1.2145605,1.1976902,1.0108272,0.9406355,1.0905775,0.82866824,0.9643661,0.7253442,0.7407924,1.2373149,0.78727126
dress,0.93526727,0.8190055,1.2199284,0.72988546,1.1933117,1.2354305,1.20954,1.2356324,0.78182274,0.82135725,1.2048286,0.9780513,0.4053967,1.0238147,0.8051153,0.9834072,1.1930575,1.1502564,1.3167785,1.0904151,1.1503876,1.0531851,1.0353495,1.1016097,0.98099583,1.1605397,1.0649648,0.8676858,0.78791773,1.1224204,1.2076851,0.7656276,1.0366123,0.44725168,1.1796024,1.1433908,1.1238052,1.2497085,0.836726,1.1560801,1.2743933,0.9365847,1.1710458,0.950837,1.1364617,0.899469,0.8066404,0.7923016,1.2062287,0.0,0.99232286,1.2005002,0.856007,1.068432,0.8769145,1.0419458,0.8896651,1.2138224,1.1317455,0.8788885,1.2874928,1.1646563,0.8594107,1.169545,0.88087404,1.1458331,0.82594156,0.8660579,0.9881831,1.0760751,1.0711399,0.70576996,0.86425304,0.538208,1.2004118,0.87176126,1.2486758,0.8166089,1.0796882,1.0572121,0.9540122,0.75713646,1.159258,1.0066838,1.088019,1.1277672,1.2061288,0.9608468,0.9699834,1.0603751,1.2744391,0.87999636,0.887054,0.35283113,0.42016304,0.9652843,1.3380897,1.3357054,1.221153,1.1350613,1.0239524,1.0785031,1.0564994,1.321001,1.1042237,1.0519041,0.89782673,1.2261298,1.1705462,0.86498636,0.9911803,1.0637586,0.58645713,1.124827,0.5125931,0.91097486,0.67675644,1.0540113,0.7308129,1.2441044,0.9666708,1.1715641,0.9528238,1.2160074,0.9148592,1.1050434,1.2391629,1.0695548,1.1199797,0.8358763,0.52315676,0.9279903,1.3114771,1.012427,1.0804701,1.0028517,0.7978891,1.1955116,1.12863,1.048705,0.894276,1.0477706,1.1606195,0.9186546
