,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
boat,0.97310716,1.1819972,1.3175639,0.8230327,1.2186681,1.2239975,1.2496905,0.9511687,0.61508346,0.7013654,1.0803251,0.5344019,0.91163784,1.122054,0.8548895,0.0,0.9998849,1.1634512,0.9209288,0.84768105,1.3658183,0.789405,0.9843049,1.1044695,0.97155976,0.9199548,1.2991183,0.81006265,0.6530117,1.0537354,1.0311924,0.60630774,0.77250516,0.9785538,0.8243862,0.9785804,1.2440798,1.1009458,0.61396897,1.3501872,1.2392489,0.61684775,1.1394104,1.0192701,1.0210177,0.9903476,1.1450843,0.7084637,0.69422793,0.9834072,1.0062057,1.3176715,0.88555205,1.1597747,0.985149,1.2875085,0.86171055,1.1432736,1.0258006,1.2144272,1.1063632,1.2409286,0.87064064,1.258545,1.2212323,1.2693794,0.9651324,1.0364941,1.2086482,1.1469197,0.7636889,0.92409843,1.0304223,0.83646846,0.8331332,0.7731417,0.98680085,1.1104803,1.1257384,0.9818139,0.9619687,0.9847454,0.8197921,1.0216273,1.2337832,1.2342217,1.2720772,1.0403043,1.2986652,1.1942064,1.273823,0.59228617,0.80946255,0.86635655,0.8896943,0.8637301,1.1249287,1.1324731,1.3151675,1.1313167,1.1740272,1.270184,0.9148742,0.9139581,1.124572,1.0540943,0.79362667,0.97701514,1.3236034,0.7247038,1.1502414,0.97527033,0.832062,0.91028666,0.8925814,1.0397639,0.99015945,0.9518622,0.7684618,0.6034122,0.7985527,1.2991751,0.7409135,1.3052843,1.2244285,0.9685527,0.9686607,0.96954113,1.2675478,0.819431,0.8631243,0.6829793,1.2645848,1.3515108,1.2690367,1.036546,0.97946393,1.257344,0.8414787,1.0298834,0.8868336,0.7947149,1.309005,0.5661863
book,0.9595651,1.1660831,0.9691651,1.2271758,0.804011,0.89711744,0.944456,0.7901589,1.2131279,1.0632938,0.983236,0.92314553,1.2074664,1.1374004,1.0374066,0.9998849,0.0,0.8167963,0.89791393,0.5463678,1.1065888,1.1256394,0.85502505,0.75049406,1.08617,0.6853342,1.0025611,1.2481341,1.1119713,1.0743115,0.8092383,1.1892734,1.0388193,1.2287455,0.9773941,0.8958402,1.0609877,0.78249955,1.0688561,1.0331438,0.8181436,0.98720115,0.832227,1.0978789,0.9184106,0.99645793,0.8864845,0.96409804,0.7989017,1.1930575,1.1484994,1.0572926,1.2977674,1.0913322,1.0849481,1.1473339,0.7706797,0.8247261,0.80800986,1.1789217,0.9377813,0.71066463,1.0943935,1.0788239,1.1557468,0.632509,1.1856751,1.1252117,0.9991668,0.70687973,1.1019653,1.0811559,0.9257532,1.2851558,0.99511606,1.0596378,0.9036193,1.263267,0.9633923,1.112223,0.85206115,1.1216501,0.97921103,0.9056789,1.1748918,1.0723976,0.95301014,1.0493654,1.1566586,1.1735165,0.90674436,1.1616186,0.9964274,1.1989506,1.3159736,0.43516874,0.7812333,0.8050096,1.015792,0.9891207,1.0039047,0.9078156,0.92613804,0.8975161,0.7970176,1.0734963,1.0230391,0.7853848,1.1344273,0.7987884,0.8650787,1.0262017,1.1946089,0.9961229,1.2182652,0.9684368,1.2469912,0.96297044,1.2187798,1.0077744,0.918288,0.9234114,0.9821437,0.77995557,1.1135548,1.0760387,0.997613,0.9722209,0.857408,0.9585046,1.2502422,0.90217394,0.82494926,1.1852717,1.1473037,1.0444753,1.0249571,0.54268825,0.8601873,0.82163936,1.0046293,1.0398684,1.0418158,1.0888765
bottle,1.4799292,1.092324,0.3376032,1.4669422,0.60027266,0.55166733,0.99873435,0.80703086,1.4259071,1.4647218,0.42505562,1.2299125,1.4711767,1.1040848,1.3848667,1.1634512,0.8167963,0.0,0.84802264,1.2240683,0.97949487,0.98271775,0.48569477,0.97044075,0.46535146,0.36500514,0.43054688,1.3407965,1.2406223,1.2078907,0.5989987,1.2141726,1.0526077,1.0845644,1.1193261,1.1166075,0.9524157,0.93198717,1.2315267,0.978197,0.21451956,1.3323216,0.14737606,0.95590055,1.1486328,1.3240187,1.2246323,1.0404642,1.0835445,1.1502564,1.1385157,0.6267408,1.142027,1.1088572,1.2748792,0.98189855,1.1910504,0.58332044,0.5312697,1.2356709,0.7402469,1.0847528,1.3782594,0.56074,1.1883641,0.8672221,1.2900815,1.4180322,0.5996225,1.055736,1.2587974,1.3478996,1.0439717,1.3598094,1.0715292,1.3056426,0.36450022,1.1272304,0.93281746,1.4102662,1.0368297,1.5352668,0.784656,1.0794114,1.0029292,1.1413597,0.26102793,0.9687854,0.7745831,0.920229,0.44934267,1.1626118,1.0613844,1.4485912,1.3833005,1.3414826,0.25014126,0.30744714,0.9672205,0.8630396,0.46218175,1.0044906,0.63234675,0.74673855,0.90906346,1.1806178,1.2588191,0.4722358,0.7187427,1.0032903,0.6293912,1.2129178,1.4062688,1.2092849,1.4179572,1.2169434,1.3184909,0.61160755,1.2357842,0.72232825,1.268148,0.4612078,1.1438105,0.3613373,1.036692,1.2823253,0.72380346,1.1044472,0.860844,1.260462,1.4428513,1.3942014,0.52901214,0.8523577,0.92339987,1.0516763,0.97344226,0.77376866,1.3840878,0.9679167,1.0973636,0.6569381,0.40713394,0.9068545
bowl,1.1902323,1.2160268,0.97499484,1.1807213,0.8110063,0.7280229,0.8505282,0.8311912,1.0206859,1.1854954,1.0288727,1.0270201,1.2661172,1.1317859,1.1714517,0.9209288,0.89791393,0.84802264,0.0,0.87685454,0.9966575,0.9728053,0.51236135,1.1064469,0.8120238,0.94740653,1.1353453,1.3012543,1.0972939,0.62600315,0.8252622,1.1478695,1.0279642,1.2828546,0.5170285,1.0339763,0.816579,0.86283594,1.1122884,1.0227753,0.9900126,0.9651845,0.5934004,1.0391012,0.47054738,1.1571956,1.0935922,1.1665452,0.8842553,1.3167785,1.1422958,0.897758,1.2924016,1.1946306,1.1904647,1.2577991,1.0533264,0.946257,0.78101504,1.2725971,0.844412,1.0214275,0.89262116,1.1912763,1.192475,0.87164533,1.2808361,1.1816918,1.1008686,1.0512439,0.96787477,1.2209213,0.821115,1.3831307,0.81149566,1.112099,0.86628073,1.1638148,1.0996864,0.97726446,0.6890492,1.1553621,0.8963262,1.0949347,1.239146,0.80101055,1.042716,0.96061754,1.2721531,1.2544584,0.78635037,1.0393043,1.0653886,1.2968408,1.3972275,1.0137728,0.933859,0.9187023,0.87278855,0.97749406,1.0987482,0.9013641,0.83655924,0.30493128,1.005889,0.9589502,1.0252757,0.8311685,1.1799731,0.98091894,1.0578082,0.52780306,1.1305358,1.0749165,1.2840393,1.0687366,1.348498,0.90808904,1.1430196,0.56427723,1.0244604,1.1058669,1.1257751,0.9108492,1.1630607,0.41369414,0.4461428,0.7751384,1.0156057,1.1000414,1.2909447,0.8923235,0.5133711,1.2784748,1.2160652,0.94838965,1.0733743,0.84178066,0.40951502,1.0057929,1.0749024,0.9702584,1.1619477,1.0686108
box,0.8214694,1.130867,1.344696,0.9418362,1.1749669,1.2017353,1.0263051,0.84925836,0.6441854,0.66662276,1.2064806,0.34561104,0.9630245,1.2000749,0.83875644,0.84768105,0.5463678,1.2240683,0.87685454,0.0,1.2844654,0.87749106,0.7891501,1.1027932,0.925599,1.0798182,1.2422161,1.0163578,0.6970887,0.8209565,1.1661137,0.8238796,1.0805335,1.011567,0.6304407,0.88715434,1.1565375,0.8326915,0.6472594,1.255425,1.2708347,0.46764946,1.081218,1.1112262,0.77651453,1.0056344,0.9410397,0.7052556,0.3473282,1.0904151,1.1703358,1.335413,1.1909709,1.1188576,1.0550293,1.2875814,0.76274276,1.2008115,1.1815711,1.0828887,1.1890365,1.011777,1.0141433,1.3632971,1.1605902,0.9810434,1.1043836,1.024039,1.2437814,0.9584571,0.9755438,0.66332215,0.8130685,1.0271626,0.98326474,0.63449085,1.1561303,1.1150198,1.1676358,0.9498693,0.7186934,0.8592481,0.9687155,1.0071626,1.1905038,1.0726548,1.3400056,0.9201152,1.3130822,1.2176875,1.2023613,0.7616408,0.92579997,0.9660848,0.98658615,0.53124666,1.267048,1.252351,1.0546556,1.1838951,1.2466933,1.1420414,1.0893124,1.1122029,1.0813943,0.96251917,0.7345647,1.0232145,1.3315433,0.6316503,1.2119966,0.8874306,0.9872293,0.97131,1.0194572,0.9238837,1.0089395,1.0657567,0.924642,0.8203436,0.6960362,1.2930293,0.90629405,1.1582487,1.1325547,0.9615428,1.1412613,0.88882565,1.0929277,0.839417,0.9492119,0.6638072,1.0743616,1.3364123,1.2838988,1.0824051,0.9262114,0.8268708,0.68250483,0.94524497,0.8598459,1.031509,1.4030007,0.95428705
bread,1.2569406,0.7321029,0.6177797,1.255051,0.9411146,0.86644185,0.5542523,0.82832134,1.4429238,1.4588323,0.90716994,1.4337457,1.2736835,0.92051005,1.2320828,1.3658183,1.1065888,0.97949487,0.9966575,1.2844654,0.0,1.4075665,1.1194203,0.89475286,1.083569,1.0559106,0.6075436,1.2784696,1.3901639,0.8506141,1.0591402,1.4408767,1.1879091,1.2002228,1.2401352,1.0513481,0.49928486,0.85043097,1.3556757,0.15335524,0.7291763,1.5415859,1.0038918,0.9336659,0.9225066,1.093593,1.0396357,1.3899628,1.2389413,1.1503876,0.9926872,0.5629042,1.0430094,0.83025515,1.2047684,0.5706459,1.1689845,0.8048835,0.882586,0.74030983,0.86479825,0.862755,1.179127,0.66345716,0.84290427,0.7357223,1.1329695,0.9060792,0.9415035,1.0624775,1.3879871,1.1467685,0.9864666,1.2725627,1.0419059,1.3163927,0.9360373,0.84834486,0.65052855,0.9199039,1.2119143,1.1311332,1.1837541,0.96250695,0.661304,0.4388721,0.73714954,0.8587594,0.6344701,0.7375261,0.7288687,1.4203205,1.0251613,1.3851745,1.2539089,1.3570311,0.8224255,0.8384247,0.3482771,0.83680344,0.72631776,0.19961274,1.0152363,0.7512733,0.93501943,1.0124902,1.3395581,0.90014875,0.58868355,1.3996959,0.8753988,0.9411302,1.1943226,1.3144324,1.3292952,1.0900145,1.0974836,1.0990287,1.441916,1.3139602,1.4559305,0.63326067,1.279078,0.6514037,0.7660258,0.87138295,0.9531814,1.344027,0.69723797,1.3596816,1.3247137,1.4617827,0.7799874,0.56195784,0.57888865,1.0317519,1.0206823,0.9378912,1.0990766,1.0356737,0.9864211,1.3271673,0.6566844,1.3688772
broom,0.9876087,1.1917171,1.2914007,0.8817391,1.1776897,1.1303294,1.2485853,1.0626758,0.70863414,0.80006325,1.0219123,0.67326653,1.0770539,1.0903635,1.0045792,0.789405,1.1256394,0.98271775,0.9728053,0.87749106,1.4075665,0.0,0.9039225,1.0595269,0.79151595,1.1560252,1.2297746,0.9319204,0.731418,0.9908224,0.95412683,0.6416997,0.95137984,1.003087,0.8359709,0.8365959,1.1644732,1.1170243,0.83638436,1.3094151,1.0562695,0.6862716,0.97719646,0.8224174,1.0383118,1.0433445,1.1747562,0.6602321,0.7115645,1.0531851,1.133189,1.2702296,1.0673425,1.1174403,1.0359125,1.3020483,0.9925053,1.0714016,1.0874771,1.1640763,0.76716727,1.2197725,1.0552135,1.2455637,1.2272122,1.3238531,1.0958946,1.1990048,1.1870706,1.1087744,0.5486881,1.0913476,1.1627268,0.97328156,0.6092882,0.65694016,0.89780873,0.94866943,1.1397709,1.0804062,0.9111633,1.0917194,0.4616732,1.1321383,1.1734138,1.2529166,1.1948463,1.0665648,1.2642827,1.1912702,1.1542985,0.5756329,1.0258918,0.9392403,0.95106995,0.9276154,0.9461196,0.8847098,1.3187126,1.185009,1.2141695,1.2873597,0.9552573,1.0733517,1.087342,1.0188398,0.9584564,1.0105485,1.2489686,0.6727027,1.098985,1.0142323,1.0308942,0.50339264,1.0036978,1.0773393,1.0966276,0.46282363,0.72518325,0.7147027,0.6178902,1.2496632,0.8894408,1.1823821,1.1491464,1.034697,0.7593945,0.6769781,1.2398144,0.9473952,0.9583768,0.73117983,1.1760682,1.2828403,1.2561562,0.75158525,1.0363674,1.1967285,0.9255444,1.0460055,1.000241,0.31493223,1.2002852,0.754084
bucket,1.3235586,1.0000098,0.8480586,1.3380599,0.7677022,0.76295996,1.0407736,0.7419697,1.1064466,1.2845043,0.8129262,0.86664903,1.322078,1.1504543,1.2598511,0.9843049,0.85502505,0.48569477,0.51236135,0.7891501,1.1194203,0.9039225,0.0,1.1073364,0.20560002,0.7765385,0.81784487,1.2997947,0.8953428,1.042466,0.7743647,1.0417124,1.170053,1.0748478,0.70055664,1.0969673,1.0602072,0.82107997,0.96865344,1.1837437,0.73454547,0.99825186,0.2433154,0.8826978,0.9334992,1.2824619,1.1476738,0.8858543,0.81334305,1.0353495,1.2746738,0.85517704,1.1685326,1.250473,1.3652806,1.1699674,1.070152,0.7976068,0.7070603,1.1958002,0.84502554,1.1972382,1.179138,1.0273736,1.100204,0.9267776,1.365654,1.3376044,0.8012043,1.079972,1.1596696,1.1016344,0.51785636,1.2413315,0.9293661,1.1162343,0.60779023,1.108966,1.0264459,1.2729874,0.6817189,1.2950909,0.7481539,1.0988053,1.1931081,1.071073,0.875818,0.8670655,1.0921656,1.2347062,0.8170466,0.90087235,1.0690848,1.3277136,1.2201164,1.1861333,0.6939356,0.7206831,0.910688,0.98305875,0.6457359,1.0869006,0.61495644,0.7100843,0.9751631,1.0928833,0.9007447,0.48912805,1.0386729,0.72334254,0.8723158,0.98950386,1.1334851,1.2444134,1.3495961,1.0931362,1.1706656,0.60401124,1.1837593,0.60445344,1.1617206,0.85259765,1.2276933,0.6822424,0.96077067,0.9850976,0.61016375,0.96617305,0.9357998,1.1067232,1.3221972,1.2006378,0.52008,1.1063112,1.1810493,1.0220808,0.8712491,0.8339833,1.0693227,0.93694514,0.9859541,0.62350863,0.96806896,0.91311467
butterfly,0.9082622,1.026682,0.9580333,1.1658783,0.87091,0.92463195,0.91222584,0.9952293,1.214548,1.2307934,0.9726683,1.2110875,1.1988103,0.86451304,1.2054917,1.1044695,0.75049406,0.97044075,1.1064469,1.1027932,0.89475286,1.0595269,1.1073364,0.0,1.1321433,0.9672326,0.9349218,1.0810721,1.1930333,1.094277,0.8896998,1.1317677,1.0562437,1.2207326,1.1539841,0.8270017,0.9698075,0.84604585,1.2602684,0.8513066,0.8512436,1.2280774,1.0608258,0.8776408,1.0699157,1.0346601,1.0063634,1.0219045,0.97321314,1.1016097,0.9716129,0.93246216,1.1022297,0.9294424,1.1508181,0.948072,1.043782,0.7533995,0.87418604,1.0165246,0.77219105,0.7017858,1.0433192,0.97090894,0.9507064,0.81084967,1.106899,1.0803249,0.9770483,0.8471717,0.9826009,1.1197562,0.98461545,1.1953248,0.8316347,1.194258,0.92267025,1.1236004,0.78393674,0.9248011,1.1002382,1.0885468,0.9636754,0.9949751,1.0723323,0.9861662,0.9958059,1.0094155,0.91299385,1.054879,0.94316816,1.1733059,1.0182284,1.2318513,1.1840522,0.8757763,0.84468615,0.8611076,0.9644127,0.92466956,1.0375512,0.86544627,0.9463129,0.97417384,0.93801045,0.9907944,1.0514858,0.92187935,0.89773536,1.0321614,0.8411755,1.0815201,1.0974361,0.84391916,1.2171956,0.90401566,1.1594976,0.8861546,1.2077334,1.1679833,1.0998732,0.8372041,1.1470805,0.82084066,0.98778874,1.0916103,1.0018419,0.93580115,0.7599312,1.061674,1.2346269,1.1744955,0.95727986,0.969708,0.98302925,0.92354405,1.0099486,0.8595921,1.0720055,0.9174794,1.0419968,0.9157921,0.873807,1.1710415
can,1.4225595,0.9299879,0.8296981,1.349538,0.9591538,0.8819026,1.1460829,0.76173043,1.0711193,1.2738568,0.565208,0.8013691,1.3482909,1.1475825,1.2354085,0.97155976,1.08617,0.46535146,0.8120238,0.925599,1.083569,0.79151595,0.20560002,1.1321433,0.0,0.73892444,0.66744864,1.1535678,0.7831876,1.1207575,0.8002956,0.9418773,1.1329195,0.9794138,0.8866069,1.0462916,1.1081126,0.9000645,0.8938898,1.1766616,0.6222622,1.0141393,0.3648029,0.7227467,1.0895547,1.2905474,1.2289908,0.74870265,0.7429964,0.98099583,1.2720654,0.9039533,1.0327746,1.1567072,1.3622136,1.0703495,1.1495557,0.75556284,0.79308784,1.0634682,0.7416531,1.3584223,1.2994665,0.8591241,1.1179708,1.1909196,1.3495271,1.3752441,0.7481662,1.1270967,1.183697,1.0615817,0.7560508,1.083035,0.89378566,1.0835935,0.4601158,0.930566,1.0216621,1.3830776,0.94755685,1.4623258,0.6157587,1.1179849,1.043106,1.1470777,0.80220187,0.8172464,0.8893373,1.1028662,0.8557545,0.70364773,1.0481701,1.3092854,1.052355,1.3903861,0.5889159,0.63347787,0.93841714,1.0140382,0.4523511,1.1403128,0.68542135,0.87432003,1.011576,1.2273755,0.87313205,0.4026236,0.9247202,0.7046942,0.8791629,1.1572714,1.2305777,1.2146218,1.3172252,1.1232324,1.0040768,0.5334576,1.1256279,0.54276973,1.28844,0.70951587,1.173229,0.7472887,0.9207157,1.2139764,0.7032369,1.1044331,0.97927016,1.089916,1.285951,1.3247602,0.76056767,0.96311057,1.0714943,1.1325426,0.8128754,1.0645235,1.3202881,0.9697016,0.94281363,0.4569372,0.81996274,0.7563598
car,1.2028447,1.2319719,0.56484276,1.3082047,0.78646773,0.78739667,1.0290265,0.8259791,1.2668756,1.2309277,0.5804422,1.0495217,1.3551401,1.0134088,1.1685472,0.9199548,0.6853342,0.36500514,0.94740653,1.0798182,1.0559106,1.1560252,0.7765385,0.9672326,0.73892444,0.0,0.7020641,1.095847,1.1324289,1.2042193,0.75871044,1.0944803,0.9014404,1.1006608,1.2041376,1.1036347,1.0714682,0.9416198,1.0860975,1.1325126,0.43868864,1.1227324,0.5343962,1.0343773,1.0896723,1.1180029,1.0864924,1.0213792,1.0088218,1.1605397,1.1428094,0.8656488,1.0668898,1.1431131,1.133106,1.1107767,0.7581534,0.6701525,0.6623413,1.2859946,0.9046014,0.90783745,1.2746309,0.7121671,1.2419009,0.96086866,1.1682286,1.3558484,0.7567633,0.94803995,1.1651957,1.1903491,1.02659,1.1535211,1.1161778,1.2038845,0.601829,1.1820866,0.9771854,1.2741163,1.170176,1.4091201,0.9644133,0.82765347,1.0460532,1.2106818,0.4827072,1.0720263,0.9949166,1.04474,0.69532627,1.0271583,0.9765523,1.273309,1.2520458,1.1714542,0.44171405,0.55439097,1.1067705,0.95353734,0.62896997,1.030388,0.8082869,0.85243773,0.87534416,1.1916705,1.0708724,0.4864211,0.89932317,0.99403554,0.7555176,1.249988,1.3543365,1.1070879,1.2540357,1.153516,1.2149078,0.85884476,1.1788224,0.7219999,1.1530106,0.57853913,0.9396424,0.55786526,1.1538686,1.3101674,0.92070454,1.1180829,0.8964255,0.90573317,1.2724462,1.2379618,0.7450031,1.0462613,1.0115148,1.1842799,1.0473171,0.7205982,1.264042,0.92306185,0.8714634,0.8904953,0.6657716,0.8950883
carrot,1.4874328,0.6583761,0.29118073,1.3547883,0.7739064,0.6980073,0.9739696,0.83252096,1.4321585,1.5034189,0.39632094,1.2920413,1.3592138,1.1225942,1.3475974,1.2991183,1.0025611,0.43054688,1.1353453,1.2422161,0.6075436,1.2297746,0.81784487,0.9349218,0.66744864,0.7020641,0.0,1.3358216,1.2743466,1.3219124,0.88967395,1.3751627,1.2194021,1.0769483,1.3416765,1.0846809,1.005604,0.94824153,1.3234204,0.6635012,0.23735148,1.517506,0.5511234,0.92789626,1.2819426,1.3932774,1.2624587,1.1192793,1.099095,1.0649648,1.0157901,0.48391128,0.9704587,0.7357991,1.2581229,0.44592392,1.2171644,0.69227517,0.84188074,0.69979393,0.76924837,1.1457597,1.3997425,0.29494393,1.0314298,0.84335005,1.1283436,1.0727737,0.6382053,1.0325986,1.4305426,1.2041907,1.0823574,1.2106893,1.0771112,1.3696978,0.49497855,0.8058901,0.74919415,1.3801717,1.2990274,1.4380728,0.99472743,1.0872033,0.53546965,1.0272669,0.270409,0.974984,0.2806399,0.5642629,0.52537966,1.2841766,1.156138,1.4624861,1.1917479,1.416566,0.43010366,0.4858536,0.71323115,0.8481864,0.39902955,0.80554044,0.8899249,0.96414506,1.0378104,1.1262807,1.3536404,0.6583808,0.36127478,1.2708998,0.8667295,1.356056,1.3624514,1.3633468,1.368587,1.1759889,1.0406389,0.8617354,1.356236,1.0413132,1.4283537,0.33060282,1.2271547,0.45454264,0.7176771,1.3869941,0.98589885,1.3975241,0.70078486,1.3645682,1.3847712,1.5761921,0.68752486,0.34667456,0.48269814,1.1101934,0.9986382,0.9085971,1.4863135,1.0599616,1.0106874,0.9732401,0.23550236,1.1014202
cat,0.41203701,1.1660126,1.3507321,0.6869241,1.3012973,1.402166,1.2968719,1.2077616,0.5672465,0.46526217,1.0799726,0.7191659,0.6603588,0.7194019,0.5904055,0.81006265,1.2481341,1.3407965,1.3012543,1.0163578,1.2784696,0.9319204,1.2997947,1.0810721,1.1535678,1.095847,1.3358216,0.0,0.75327873,1.0971185,1.318722,0.6237324,0.7803624,0.789036,1.0777048,1.067717,1.2474482,1.2239705,0.70534027,1.3503792,1.3571882,0.5793156,1.4504576,1.0587881,1.0787921,0.49949235,0.9332975,0.8181017,1.0945826,0.8676858,1.0094031,1.3952794,0.5593667,1.1198211,0.79030085,1.244314,0.8994687,1.0911505,1.2715054,1.0170738,1.3773922,0.9881637,0.85298324,1.1908185,0.9217808,1.3829532,0.7405125,0.91323245,1.0734886,0.9514126,0.85672593,0.66914517,1.009956,0.40758467,1.137023,0.7607064,1.3064648,0.84571505,1.1930267,0.8176276,1.1515819,0.6801401,1.0982777,0.9411838,1.1127527,1.1704328,1.2849836,1.1274701,1.2546526,1.1393929,1.3962761,0.66097176,0.7788377,0.5445566,0.47427768,0.8593446,1.3463055,1.3931652,1.3434536,1.2388839,1.1430877,1.3169498,1.2031378,1.3064723,1.0186324,1.0832236,0.6880272,1.2935324,1.203729,0.96071684,0.98195195,1.1549913,0.784928,0.838483,0.54443717,0.9272978,0.5105991,1.2297341,0.6721302,0.99966574,0.7180246,1.2027686,0.6404008,1.4188905,1.1303214,1.1009471,1.34886,1.0319341,1.3488824,0.6383814,0.5407187,0.67790055,1.4488807,1.2416378,1.1342354,1.1770074,1.0274065,1.3342712,1.0340656,1.1186036,0.8705527,1.122803,1.2739,0.81953824
chair,0.8172859,1.0430284,1.458595,0.775653,1.3681464,1.4272463,1.302387,0.9566004,0.5844366,0.5140059,1.1992395,0.3696686,0.7786021,1.1458575,0.72019464,0.6530117,1.1119713,1.2406223,1.0972939,0.6970887,1.3901639,0.731418,0.8953428,1.1930333,0.7831876,1.1324289,1.2743466,0.75327873,0.0,1.0328804,1.2334075,0.5535988,1.0163051,0.7640313,0.87510467,0.99721587,1.3708392,1.1786857,0.28684485,1.4411983,1.3446515,0.39352524,1.1621709,0.84470797,0.9907323,0.9524824,0.97844523,0.6344229,0.6923286,0.78791773,1.0970379,1.4523948,0.9175968,1.2388061,1.0700166,1.2657617,0.9413474,1.2537808,1.145412,1.0447748,1.1608688,1.3588388,0.99895865,1.3352716,1.0262127,1.4045749,0.99800575,1.011673,1.0884842,1.0640535,0.7141366,0.63145745,0.8080454,0.62062526,0.935608,0.2868585,1.1076168,0.9205422,1.1806953,1.0427696,0.9748518,0.86988294,0.87738657,0.92724967,1.264896,1.3177526,1.3839432,1.0281792,1.2675321,1.3047255,1.4320993,0.6292852,0.9214129,0.69582635,0.5831306,0.9313263,1.279457,1.2797794,1.3259106,1.2288262,1.0675912,1.3009666,0.97209346,1.2003975,1.1414968,1.0813708,0.4394405,1.0692686,1.3441856,0.6668906,1.1173395,1.0436721,0.7880722,0.79215896,0.73636925,0.86067563,0.6956044,0.79882765,0.7099069,0.8384376,0.7424806,1.2702146,0.9415717,1.3870687,1.0538082,1.1038052,1.0054334,0.9823722,1.2633003,0.5472453,0.6383472,0.60570776,1.3709505,1.2992222,1.2845495,1.0313625,0.9308439,1.2947876,0.89934176,1.0589448,0.8754059,0.6563268,1.3664372,0.74597967
chips,1.0265158,1.1183263,1.2549928,0.9610155,1.1316661,1.0932132,0.71298075,1.1223574,0.94465727,1.0113902,1.2833447,0.940597,0.9847052,1.0558614,1.0420994,1.0537354,1.0743115,1.2078907,0.62600315,0.8209565,0.8506141,0.9908224,1.042466,1.094277,1.1207575,1.2042193,1.3219124,1.0971185,1.0328804,0.0,1.205535,1.0023687,1.0084481,1.0632597,0.72192454,0.8450177,0.7616608,0.85029584,0.96343416,0.7627531,1.3077838,0.93544143,1.103958,1.078423,0.48816848,0.9592866,0.926263,1.121781,0.9551525,1.1224204,0.98536015,1.1499597,1.1308738,1.1464462,1.0244247,1.20779,1.0220435,1.2321274,1.105411,1.1346242,1.0307364,0.9869294,0.87454623,1.307157,1.0628456,0.9349868,1.0557432,0.99704915,1.316375,1.057671,0.8856524,1.0230701,0.9755262,1.1653396,0.9464093,0.8886873,1.221684,1.015266,1.044918,0.85500985,0.74826026,0.9034311,1.0295627,1.068544,1.1682202,0.73674315,1.2630281,0.80981255,1.2502687,1.1121961,1.044312,0.9926082,0.9271454,1.0161749,1.1302539,0.90933263,1.2767259,1.2271907,0.7051008,0.97191834,1.3100736,0.73598534,1.1660633,0.8558243,1.0589653,0.9363864,1.0077392,1.2695564,1.2496293,0.9843486,1.1528678,0.3789475,0.8659081,0.94487786,1.0526981,0.994826,1.1871457,1.1388617,1.0065182,0.9843201,0.8964191,1.3225358,1.0189633,1.1709341,1.1369908,0.43860036,0.84367853,0.84942245,1.1829143,1.0716013,1.0533558,0.86145264,1.0599494,1.2396663,1.1678492,0.9104239,0.93439806,0.9690692,0.5929351,1.0591605,1.034934,1.1299114,1.2837962,1.0687342
