,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
soup,0.9148308,1.1716244,0.9966384,0.73499787,0.9729217,1.057514,1.0963038,0.9086421,0.88875926,0.590726,0.98619276,0.9687872,1.2135783,0.9990145,0.9071573,0.9698664,0.970881,1.032887,0.96921325,1.2730846,0.62002575,0.9733912,0.73196065,1.1613746,0.96308666,1.2361392,1.0991431,1.0634407,1.0718926,1.0297486,1.0125887,1.1432108,0.99070805,1.0653381,0.7732918,1.0068269,0.87301815,1.0152686,0.59452975,1.288501,0.9360427,1.1036614,0.6392241,0.92397004,0.99131304,1.0508919,1.0090536,0.9408973,1.0191321,1.0299252,1.005543,1.1582521,1.1033812,1.1130077,0.97247535,1.0312653,1.1933801,0.89258415,0.63141316,1.2542104,1.0673482,0.9268534,0.9991781,0.85878545,0.85785294,1.304802,1.1256074,0.89712185,1.0689986,0.84752655,1.086131,1.1634023,0.9516472,1.2244129,1.2144237,0.7402559,0.5660533,0.94040436,0.8138031,1.2237867,1.0329164,1.1492587,0.65949416,1.2748113,1.0105916,1.216775,1.1140473,0.9697311,0.9378111,1.1389184,0.9536095,1.0635705,0.87570363,1.3102455,1.2876937,1.0217774,1.0671369,1.2635018,0.7133629,0.9806814,0.42263484,1.1556649,1.181976,0.92691827,1.1511471,1.1073939,0.9275309,0.97695863,0.97138256,1.0435323,1.0454944,1.1108123,1.0309361,1.0655911,1.0675021,0.55750936,1.0048085,1.251648,0.8606262,1.1076735,0.9930591,0.0,1.1242118,0.7898871,1.0824922,0.988909,1.0246392,0.72965133,0.99492013,1.1973457,1.2099524,0.94887257,1.0933595,1.057626,0.28069127,0.9408701,1.1140891,1.2341299,1.2466675,1.0926852
spoon,1.3962169,0.94988954,0.7684397,1.005333,1.4353435,0.8547346,0.6203977,1.0314548,0.8499997,1.2441483,1.2604321,1.457283,0.50127536,1.0951113,1.6043601,1.0128863,1.3526934,1.0329758,1.1124326,0.45669478,0.65674525,1.209087,0.9003923,0.6107316,0.7710971,0.51800066,0.98163456,0.7147972,1.1520181,1.1245077,0.66503006,0.6439865,1.2276502,1.0468551,0.81379914,0.9652261,0.7257538,1.2611833,1.0092989,0.33741146,1.4302859,0.5109418,0.9136231,1.3673218,1.1182863,1.135688,1.0055416,1.2942806,1.1141012,0.8456389,1.3877771,0.97884625,1.3190057,0.52351415,0.64128816,1.2387776,0.092404425,1.1641843,1.3544626,0.54861194,1.093099,0.8900508,1.413271,1.166611,1.352442,0.6921309,1.1061585,1.1841505,1.5245093,1.0257032,1.5170834,0.11527753,1.3112808,0.38226473,0.79961383,1.4125493,1.316895,1.1102171,1.540269,0.37356657,0.92398095,1.0301689,1.0459937,0.6346643,0.78280956,0.7191123,1.0848837,0.75522596,1.223568,0.9536117,1.6076205,1.4510922,1.3538733,0.26789206,0.30659378,0.67344266,1.0486109,0.47556037,1.0859278,0.80157804,0.6514642,0.8827244,0.6571045,1.2245046,0.55179846,0.9575413,1.1762631,0.97232217,1.4125035,0.5217923,1.5412556,1.0363858,1.3561188,0.33838105,1.3781836,0.89122254,1.3212354,0.7226279,1.1333594,0.5396503,1.2948048,1.1242118,0.0,0.9986531,0.8183319,1.1749452,1.5773053,1.4861842,0.67517245,0.9208163,0.632077,0.8064276,0.9495186,0.9020868,1.2558998,1.1768688,1.083064,0.47453803,0.7558486,1.014508
sprinkler,0.868196,1.1982772,1.1232729,0.88517094,0.96684206,0.8335779,1.0581541,0.9795668,0.9226083,0.9457114,0.9066072,1.0022473,1.295332,1.075464,0.9049201,0.8455964,1.0160154,1.006424,0.9494581,1.1693332,0.94568014,0.9891735,1.0450468,1.0241898,0.9034469,1.1941893,1.0372885,1.1597372,1.1580417,0.9677406,1.1241251,1.0015223,0.9596505,1.0810108,0.8683672,0.66234946,1.0438292,1.0463294,0.92752886,1.2588899,0.9258302,1.0827339,0.7097027,0.8452118,0.86149263,1.0326297,1.0826402,1.0650673,1.022042,1.0326275,0.9623443,1.1788493,0.8915408,1.138326,1.01367,1.0087639,1.0578983,0.618254,0.69646525,1.2531425,1.0026901,0.91356325,0.9679295,0.9251502,0.91935164,1.2796481,1.0208106,0.66264176,1.0458968,0.9093683,1.0331593,1.1301663,0.872013,1.1582285,1.1078591,0.7841277,0.81124103,0.8970589,0.781823,1.0908424,0.79341567,1.1677806,0.9804933,1.2950258,1.1544027,1.1839011,1.0819725,1.0833678,0.9750739,0.9638832,0.9244572,1.0641707,0.9269773,1.2338207,1.2386475,1.1776068,0.997007,1.3548673,0.8518519,1.0723554,0.9884329,0.98999745,1.1573454,0.92662245,1.120157,1.1219774,0.94977164,0.99702,0.94565666,0.5854504,1.0192238,1.0686647,1.1449054,0.8988851,0.96431327,0.90506303,0.90597266,1.2610197,0.9955548,1.2491322,1.0424097,0.7898871,0.9986531,0.0,1.1361815,0.90578806,1.0001265,0.8511293,0.98192924,1.2225688,1.2239883,0.6959636,1.1306129,0.7699239,0.77234733,1.023169,0.970071,1.0152428,1.2007669,1.1392869
strawberry,1.2325019,1.0217208,0.41065717,0.9482208,1.3493351,0.61871547,0.55201447,0.7922466,1.1261345,1.2459016,1.0739679,1.3992531,0.83965886,1.3269641,1.3712596,0.91091675,1.3929083,1.1107064,1.042213,0.71457183,0.8863011,1.183835,0.6782155,1.1053984,1.0147994,0.9244988,1.0974634,0.6157035,1.2753476,1.3050449,0.78663427,0.8882423,1.2453843,1.1835567,0.99415827,1.1648068,0.5673748,1.3188328,0.9320993,0.6592471,1.3866502,0.7738693,1.0582936,1.2611091,0.97049963,1.2464943,1.1635685,1.2715263,1.0523372,0.5951479,1.10576,0.851418,1.124929,0.83956575,0.62295145,1.1692717,0.8424089,0.83128,1.2634102,0.7909375,1.2334443,0.76992714,1.153034,0.9298084,1.2021648,0.81766546,1.0252888,1.2721848,1.3069477,1.0598253,1.319597,0.84940743,1.2817452,0.81656706,1.1029174,1.1610297,0.9829273,1.0838205,1.3687589,0.8982878,1.0624137,0.83581734,0.854998,0.6868396,1.1632817,0.8572813,0.92215645,0.52295136,1.3344796,0.71517974,1.369911,1.3046124,1.1783851,0.74711037,0.72994715,0.5202478,0.988603,0.8697088,0.8041878,0.7223451,0.8956486,0.8318592,0.79619694,1.2714823,0.841013,0.82016677,1.2805662,1.0873823,1.2744082,0.9255223,1.3036742,1.053335,1.3091896,1.0398229,1.1687679,1.1956972,1.2651479,0.9068574,1.1559756,0.7210379,1.355379,1.0824922,0.8183319,1.1361815,0.0,1.1663536,1.2805842,1.336018,0.6549259,0.80629057,0.75978756,1.178388,1.2640411,0.69333375,1.1121635,1.1226459,0.9880697,1.0262109,0.78870994,1.1356821
stroller,0.79718167,1.0263885,1.3187275,1.0781533,0.98691714,1.1822729,1.2885641,1.0358753,0.8710848,1.0443759,0.8746405,0.7543929,1.2408224,0.8724295,0.81470454,0.8628924,0.78126657,0.8387579,0.8222754,1.2807481,1.1314988,0.82643586,1.1808903,0.9948776,0.9663022,1.007802,0.6958008,1.182534,1.0660437,0.50464594,1.3095248,1.1659865,0.948147,0.90387607,1.157509,0.9859808,1.1587749,0.7144884,1.0835406,1.321732,0.7085734,1.203584,0.9988723,0.7198931,0.51353294,1.0305108,0.94686466,0.7683274,1.1564068,1.3404431,0.9683129,1.2926668,0.72874707,1.2609,1.0366305,0.80031514,1.2502583,0.82039976,0.91769385,1.2624089,0.83038455,1.166084,0.9860601,0.87617224,1.0626042,1.1365587,0.8413229,0.90233046,0.73508143,0.83947104,0.8576578,1.1939998,0.70321906,1.3189855,1.3082494,0.8676062,0.9489273,0.9703482,0.8298065,1.1722257,0.8848405,1.2515433,0.9570464,1.4043715,1.0524343,1.2594463,1.3004947,1.266124,0.94276744,0.97813684,0.7556882,0.8805498,0.9876675,1.2996036,1.2935768,1.2994246,0.850183,1.1001673,0.84538376,0.9848163,1.1987966,0.8324625,1.3161914,0.49397862,0.99666363,1.2358115,0.9664738,0.8219298,0.8755023,0.8603895,0.86653537,0.73937345,0.9698945,0.9520634,1.0207156,1.1660576,0.893259,1.0103952,1.0966513,1.261102,0.9139962,0.988909,1.1749452,0.90578806,1.1663536,0.0,0.8498313,0.88392746,1.1642195,1.299516,1.3887937,1.0641217,0.87730086,0.83532494,0.8752076,0.90893716,0.5321829,1.0157949,1.2787704,1.0691705
sweater,0.69847775,1.0044513,1.3556552,1.2567316,0.4205997,1.2709951,1.4179413,1.1789871,1.2359586,0.79445285,0.8160171,0.5199103,1.2979023,0.92437756,0.19236869,1.034475,0.66468525,0.94516265,1.0415007,1.4454397,1.3498251,0.9743137,1.2634358,1.2067001,1.256237,1.3418975,1.016617,1.3749751,0.76457274,0.7983533,1.4088801,1.289313,0.7516229,0.8492193,1.2620426,0.9731152,1.3775804,0.7064297,1.1619455,1.5210412,0.6345551,1.4562178,1.14491,0.6755811,0.9126155,0.84218395,1.0500655,0.6612395,1.0175407,1.2829399,0.45639586,1.1239874,0.751381,1.4047302,1.3755298,0.8325007,1.5592175,1.0617299,0.6631754,1.3822484,0.94403136,1.3502951,0.42902708,1.0477865,0.720003,1.227131,0.94092476,0.7199517,0.13602543,1.130674,0.2664249,1.5078523,0.69317675,1.5143238,1.1420255,0.7796941,0.9579401,1.029598,0.54263055,1.4228148,0.9132657,1.0991,1.1752653,1.349011,1.2456475,1.3084769,1.0693784,1.3558908,0.6588192,1.0879579,0.16072047,0.32895464,0.778911,1.4895416,1.4759915,1.411472,1.1657963,1.4019926,1.172255,1.2095677,1.3584648,1.1952745,1.3468034,0.7481309,1.4050714,1.2139953,0.81397176,1.0923674,0.4894225,1.3364236,0.088085055,0.99359053,0.49939847,1.3395317,0.5598755,1.0166966,0.5726154,1.2683104,0.84949887,1.5076553,0.71638006,1.0246392,1.5773053,1.0001265,1.2805842,0.8498313,0.0,0.48070312,1.3981497,1.172462,1.3536305,1.0889642,1.097522,1.309159,0.82846063,0.7747228,1.0426207,1.2580876,1.297352,0.9484592
table,0.54257494,1.2947335,1.4293815,1.1785746,0.52961373,1.195856,1.4133046,1.2123845,0.9331929,0.43535352,0.7905061,0.37984908,1.3575237,0.7082199,0.49934906,1.020058,0.5669665,0.89925635,0.6429287,1.4326162,1.0033334,0.68261576,1.2377236,1.1870459,1.0247467,1.4975247,1.0363164,1.4558942,0.90393853,0.7200031,1.3465633,1.1641132,0.704323,1.264116,1.0680566,0.92784286,1.3553722,0.70530504,1.0616386,1.5620826,0.4716137,1.3104162,0.8712826,0.6621811,1.012589,0.80488956,0.8774219,0.81890583,1.304102,1.4102224,0.7466496,1.3550204,0.6350734,1.3999138,1.2626913,0.933436,1.4701092,0.89344275,0.45649588,1.543249,1.1385576,1.2363725,0.7833022,1.0338726,0.807529,1.4726849,1.0446755,0.5451731,0.63307005,0.99870265,0.5891043,1.4389687,0.5294714,1.4582062,1.3639113,0.64909136,0.8255018,0.8969041,0.6641623,1.3848071,0.8957168,1.2753774,1.1291882,1.469702,1.1153549,1.5188004,1.310669,1.3440742,0.5994583,1.089898,0.4187113,0.6785268,0.37355924,1.5005076,1.4810598,1.5061046,1.0527855,1.5606812,1.0890429,1.0773146,0.9626136,1.1305809,1.3905468,0.7467114,1.3965895,1.3999093,0.64240324,1.2237703,0.73088443,1.1856425,0.5933625,1.0929815,0.82027113,1.1330811,0.53178746,0.6425618,0.3868146,1.444398,0.55173707,1.5491557,0.8621572,0.72965133,1.4861842,0.8511293,1.336018,0.88392746,0.48070312,0.0,1.2388351,1.4301479,1.4873238,0.98512423,1.0427231,1.09583,0.43814695,0.6887934,1.0464463,1.246736,1.4710755,0.9056448
tape,1.252723,1.0297586,0.4399649,0.558478,1.4813883,0.38546634,0.3722999,0.67214954,0.8889369,1.2381138,1.1103334,1.4268758,0.81700826,1.2387244,1.4754616,1.1248958,1.3427742,1.0943319,0.9679006,0.5271071,0.28116608,1.0170113,0.60322833,1.2113732,0.550509,0.84844995,1.0828763,0.6987886,1.4424741,1.3108311,0.6325927,0.6491051,1.3974566,1.325456,0.62753785,1.150433,0.53807044,1.3191664,0.8779801,0.6141857,1.4470862,0.3035109,0.5910173,1.2717878,0.98755723,1.4423904,1.1143577,1.3094232,1.2122564,0.46931016,1.2546582,0.99581414,1.1739036,0.8314916,0.7246418,1.3022934,0.7862531,0.78807414,1.1882782,0.80323017,1.1909311,0.53938794,1.3368948,1.1207508,1.3467971,0.7267361,1.2039945,1.3507195,1.4517139,0.7590121,1.4469961,0.80354416,1.3574259,0.6864939,1.1297956,1.2647672,0.7233443,0.9813797,1.3799504,0.9216664,1.0447593,0.949335,0.82225275,0.62754893,0.9939703,0.9758177,1.0120428,0.3535537,1.4492592,0.7611672,1.4456098,1.4785739,1.2102154,0.69462067,0.666453,0.4480474,1.1128833,0.7422565,0.91455925,0.84930813,0.55776453,0.904886,0.77561563,1.2244467,0.7401345,0.9111704,1.3601044,1.3414261,1.3886794,0.7785437,1.466857,1.0198365,1.4835699,0.8153066,1.3340287,1.0076073,1.3068845,0.8339013,1.2574785,0.48118663,1.2799273,0.99492013,0.67517245,0.98192924,0.6549259,1.1642195,1.3981497,1.2388351,0.0,0.9424078,0.80200374,1.183832,1.1373211,0.333911,1.0653424,1.2301617,0.95784986,1.0731633,0.8949058,1.2854435
toe,1.3598933,0.43727565,0.5847511,0.8227632,1.0078291,0.8671116,0.8261088,0.81505984,1.3107035,1.3915182,1.2090725,1.4054956,0.87096876,1.3675473,1.17366,1.167306,1.3839486,1.285072,1.2741541,0.8415196,1.192135,1.3421204,0.8802599,1.1021862,1.1973516,0.7622475,1.2824469,0.6073699,1.1667932,1.3197389,0.8540266,1.1590302,1.3864241,1.0191896,1.1891143,1.155175,0.83985156,1.2939177,0.95770895,0.6379721,1.4588847,0.96106726,1.2108701,1.260838,1.0323688,1.3403373,1.2501485,1.2160435,0.46359175,0.40870875,0.95691335,0.06149423,1.3021185,0.87676793,1.111269,0.6510436,0.925787,1.227252,1.3614172,0.46992183,0.8090199,0.7523527,0.935039,0.9974628,0.5465917,0.6017127,1.1663018,1.2802427,1.2113705,1.1760453,1.076061,0.90969104,1.3402448,0.8597094,0.68342125,1.2691467,1.176594,1.1914122,1.0365252,1.0312203,1.0142092,0.43101168,1.0721554,0.43252915,1.0639528,0.3604985,0.30629373,0.8025383,1.4107552,1.0398887,1.2045451,1.0631671,1.3246675,0.779348,0.75177014,0.6589099,1.0088327,0.74282646,1.0635115,1.1710954,1.1755912,1.159054,0.6113601,1.3206158,0.9155889,0.347947,1.4506224,1.0439744,0.9472338,1.0691394,1.1519595,0.7732563,0.9213429,1.1217915,1.2781396,1.3272989,1.3652772,0.41063094,1.277931,0.7712083,0.864072,1.1973457,0.9208163,1.2225688,0.80629057,1.299516,1.172462,1.4301479,0.9424078,0.0,0.40107763,0.87836295,1.226505,1.0680581,1.39078,1.2802114,1.1979163,1.1152923,0.3603993,1.2853491
tooth,1.4339918,0.78648365,0.4901091,1.0056182,1.2793107,0.7813355,0.64120114,0.84879696,1.1986967,1.3628422,1.2004302,1.4835961,0.5749509,1.3837917,1.3579371,1.1234787,1.4112542,1.1731913,1.2744823,0.5534408,1.035921,1.4075282,0.8213271,1.0742724,1.1741194,0.7663982,1.1825898,0.5199038,1.0741075,1.4420248,0.6577257,0.8729428,1.3777987,1.0646822,1.063728,1.0945599,0.7470431,1.4129981,0.97048414,0.29528254,1.5156293,0.7677943,1.1724874,1.4312235,1.2477742,1.3182192,1.2774813,1.3763895,0.7064033,0.47246492,1.1144657,0.44605553,1.303175,0.5699234,0.9371009,1.1313995,0.6137063,1.2481632,1.3808477,0.26563156,1.1126493,0.60707,1.1017513,1.0080616,1.0228455,0.5366535,1.1022305,1.326305,1.3914101,1.2564912,1.3073227,0.5961523,1.4484149,0.52264184,0.67628086,1.3250997,1.2766993,1.2413951,1.3645082,0.85194904,0.9474711,0.3490463,1.0670643,0.18445426,0.9520863,0.32826304,0.4566912,0.69109184,1.4084107,0.99299484,1.4166685,1.2966535,1.3590356,0.39048523,0.3691429,0.5111274,1.0714755,0.6446772,1.0378547,1.108607,0.9396533,1.0749556,0.5075573,1.4544528,0.8576447,0.4234572,1.4480728,1.0527173,1.1309627,0.95020443,1.3211519,1.0872896,1.1499535,1.0425838,1.2917547,1.1736436,1.321166,0.6144871,1.2073629,0.548341,1.1848556,1.2099524,0.632077,1.2239883,0.75978756,1.3887937,1.3536305,1.4873238,0.80200374,0.40107763,0.0,0.88164055,1.1522094,1.0539787,1.4177207,1.1907979,1.2857431,1.0464287,0.28396034,1.1698843
toothbrush,1.0834562,0.96594095,1.1104866,0.94229317,0.8462258,1.0559182,1.0627128,0.95881766,1.0474997,1.0221388,1.1302538,1.156199,1.1107184,1.0903655,0.9287518,1.0328315,1.1331002,1.1175047,0.97088194,1.0219299,1.0611318,1.072479,1.2103028,0.762095,0.9478326,0.9323102,1.1486433,0.8325659,1.0633037,1.0122955,1.0845981,1.0020941,1.0683578,1.0001265,1.054601,0.75391996,1.2296361,1.1299186,0.94865274,0.95583564,1.0453666,1.0465188,0.9030249,1.0864563,1.1023636,0.99311024,1.1069757,1.0093639,0.83845794,1.0546038,1.1118056,0.78071445,1.1087042,0.9340089,1.0663435,0.8543108,0.8391677,1.0541908,0.81666183,1.0539784,0.74976707,0.707914,1.0672505,0.9597028,0.61937916,1.1121228,1.115277,0.7390973,1.1115149,1.0354409,1.015161,0.85937107,0.99825174,0.97850716,0.78597724,0.9626434,0.9754455,0.8328609,0.7505559,0.7747828,0.9042954,0.99342954,1.1928638,1.0790735,0.9084404,0.9320458,0.98449594,1.1582069,1.0720047,1.1989145,0.94928557,1.0281821,0.96492046,0.9522266,0.95955473,1.160749,1.065454,1.0546865,1.0975802,1.0955926,1.0134509,1.1749749,0.9556253,1.0416784,1.0702149,0.91489136,0.9950088,0.8387822,0.8843658,0.67867446,1.0097792,1.0032737,0.9339149,0.6912521,1.0246453,1.0036818,1.0174252,1.0186615,1.0275849,1.06967,0.7474762,0.94887257,0.8064276,0.6959636,1.178388,1.0641217,1.0889642,0.98512423,1.183832,0.87836295,0.88164055,0.0,1.0236737,1.0730778,1.006053,1.1358473,1.1665591,0.7931653,1.0327942,1.0776498
towel,0.89682895,1.0121704,1.2963443,1.0724499,1.0025727,1.2570956,1.169307,1.13537,0.6894026,0.9236558,1.0648657,0.59558177,0.9980386,0.65103036,1.0106561,1.0346029,0.27199495,0.9942406,0.9713602,1.0381035,0.9646403,0.8439055,1.1735773,0.79626656,0.9113197,0.9087404,0.99440217,1.140848,0.9114945,0.7665719,0.91336316,0.9741875,0.8243799,0.7076534,1.0070922,0.8799659,1.1637028,0.6423885,1.0135847,1.067688,0.6239485,0.9742609,0.9802872,0.90194273,1.0409927,0.83662343,0.7830803,0.7354499,1.1029704,1.3210173,1.2705352,1.2439137,1.06769,0.88570344,0.9933513,0.8916956,0.88178897,1.1458106,1.1404333,1.1450102,0.62300295,1.1876948,1.2379216,1.115393,1.1854241,1.1205913,1.0644898,1.0795095,0.88608253,0.9482319,1.0336545,0.9272516,0.95598763,0.92786336,0.9157077,0.9821345,1.1255903,0.84819466,0.9134398,0.818172,1.2325963,1.1339947,1.063152,1.1783831,0.22654569,1.1002196,1.2261194,1.2128024,0.8653367,1.1263528,0.9991495,1.0066175,0.8773605,0.98224735,1.025993,1.192909,0.9867714,0.6854957,1.1171823,0.9410074,1.0109706,1.0325458,1.1064634,0.6996985,0.97361463,1.27226,0.8604919,0.93644965,1.0231452,1.0873203,1.0414542,0.7987616,0.9925304,0.8506717,1.0569127,0.90168893,1.0324488,0.8996743,1.0059766,1.0492754,0.7609178,1.0933595,0.9495186,1.1306129,1.2640411,0.87730086,1.097522,1.0427231,1.1373211,1.226505,1.1522094,1.0236737,0.0,1.1629336,1.0867227,0.9803886,1.0177538,0.8535877,1.190141,0.82467294
toy,0.98812246,1.1266931,0.5919381,0.6989312,1.4107736,0.35711086,0.5374109,0.64277524,0.9751364,1.3328711,0.94417423,1.2693334,0.99151665,1.1875544,1.330796,1.0177636,1.2452713,0.97509897,0.6713095,0.75235885,0.61925364,0.8904657,0.82187796,1.2082968,0.71973485,1.016794,0.864387,0.733364,1.4630699,1.183076,0.8775964,0.8686832,1.3520504,1.3430297,0.8278377,1.1255544,0.71666014,1.1769139,0.9633059,0.8302748,1.2766876,0.62180066,0.7176559,0.98537797,0.5961681,1.4172976,1.1133358,1.2181114,1.2579827,0.6412229,1.1647036,1.0945889,0.8031978,0.9830379,0.7865331,1.2349048,1.0140337,0.3932296,1.21304,1.0096271,1.0565271,0.54908454,1.2724979,0.8969232,1.2563237,0.8471307,1.0642889,1.2840312,1.365553,0.75806236,1.3807044,0.9941417,1.1690085,0.966113,1.3272839,1.0702081,0.6527381,0.9601437,1.1779118,1.027519,0.9880743,1.0724044,0.9001187,0.9038754,1.1411593,1.1331465,1.1231295,0.5474959,1.477174,0.57732034,1.2254765,1.42752,1.0034407,0.9228377,0.8988564,0.66163033,0.9578867,0.89709485,0.697453,0.8575374,0.86188227,0.75597477,0.96848327,1.1035932,0.83909464,1.0101838,1.3159615,1.2384243,1.2957213,0.745702,1.4042648,1.0049059,1.4677558,0.9771148,1.3029805,1.2710311,1.2297621,0.97041565,1.2823887,0.74111044,1.213614,1.057626,0.9020868,0.7699239,0.69333375,0.83532494,1.309159,1.09583,0.333911,1.0680581,1.0539787,1.0730778,1.1629336,0.0,0.99588156,1.1752028,0.6121446,1.1178796,1.0465566,1.2910619
tray,0.6973388,1.2926128,1.229237,0.95896244,0.810499,1.1185815,1.2776263,1.0363429,0.86031246,0.4298514,0.96482164,0.72561944,1.31127,0.8474774,0.7650748,0.9485456,0.7958914,0.8993083,0.68441546,1.3820542,0.66906774,0.7387426,0.8974217,1.1849204,0.9630435,1.401732,1.0253425,1.2527304,1.1264582,0.8760557,1.2368295,1.0600379,0.83647025,1.1745625,0.96870816,0.93727183,1.0105762,0.91158414,0.7386645,1.4578333,0.69622636,1.2025129,0.64323425,0.8595214,0.95350647,0.9485638,0.89281195,0.8235781,1.1875974,1.254344,0.89062655,1.313653,0.73342997,1.4096445,1.0829369,0.98876655,1.289253,0.82302034,0.55998,1.4748274,1.1543701,1.1071215,0.942853,0.8888298,0.8370166,1.4815248,1.0592022,0.71747667,0.9279372,0.9220834,0.94380885,1.2469106,0.7790295,1.3776746,1.3884931,0.71160173,0.6869392,0.89818776,0.786849,1.2644027,1.0286562,1.2348258,0.7834343,1.4488034,1.0378808,1.4181843,1.2732563,1.1343539,0.77466863,1.0976945,0.75887275,0.9490184,0.5682305,1.4209263,1.4109023,1.319714,0.9631466,1.4677045,0.84744304,1.022318,0.410631,1.0867045,1.353982,0.7845675,1.2581294,1.2876623,0.7721256,1.1387794,0.8885381,1.0823157,0.87130135,1.0910329,1.0066508,1.0587023,0.8499186,0.49684954,0.71127367,1.395926,0.84656185,1.3744895,0.9885172,0.28069127,1.2558998,0.77234733,1.1121635,0.8752076,0.82846063,0.43814695,1.0653424,1.39078,1.4177207,1.006053,1.0867227,0.99588156,0.0,0.8471266,0.9765137,1.2191255,1.4267151,1.0219662
tree,0.8310262,1.2250051,1.1879532,1.210016,0.9182588,1.1193734,1.1689957,1.1792344,1.0160432,0.7541415,0.6745942,0.7585536,1.0359647,0.9881088,0.87589395,0.9783448,0.8067448,0.6929012,0.9252364,1.1526335,1.01069,1.0310843,1.160584,1.1490011,1.099463,1.2809277,0.79540884,1.2438565,0.71827227,0.9904331,1.0584322,0.94625574,0.80721533,1.1250819,1.0327486,1.0189056,1.1762656,0.9552833,1.1411434,1.1912208,0.81071466,1.171181,1.0219226,0.90583324,1.0374404,0.83686674,1.0466672,1.0549026,1.2128568,1.284518,0.8788272,1.2559805,0.8019581,1.0469251,0.93213624,1.0993712,1.1658325,1.0396985,0.71372545,1.2340765,1.2242199,1.2141409,0.9228599,1.1410987,1.077298,1.2357774,0.8280856,0.914724,0.8259914,1.1026073,0.8685444,1.1436303,0.8891575,1.1176751,1.238824,0.7514459,1.0507895,0.9469493,1.0267918,1.1138743,0.94427633,1.1278223,1.097473,1.203553,1.132021,1.2814171,1.2176577,1.1563016,0.74948233,1.0328146,0.80859494,0.9166235,0.83823526,1.1082053,1.1255071,1.185213,1.0468231,1.1953359,1.1046848,0.86921436,1.0323018,0.9900658,1.1875737,0.97311664,1.1319704,1.2519258,0.78106666,1.0726237,0.9665879,1.2119315,0.8104484,1.148015,1.0071808,1.1263783,0.7183,0.8219261,0.7042094,1.3193759,0.6493699,1.1832887,1.1374614,0.9408701,1.1768688,1.023169,1.1226459,0.90893716,0.7747228,0.6887934,1.2301617,1.2802114,1.1907979,1.1358473,0.9803886,1.1752028,0.8471266,0.0,0.9738664,1.1114784,1.2237335,0.6252104
truck,0.9531491,1.0801655,1.1142727,1.0189716,1.1443759,1.0334857,1.0751489,0.93528455,0.86737233,1.1546202,0.9384738,0.9801584,1.1106651,0.92893606,1.065859,0.9621116,1.0076317,0.812811,0.6693194,1.0326241,1.0087767,0.7309486,1.0650711,1.0732157,0.8834874,0.9544783,0.40577316,1.0411243,1.1574371,0.8156222,1.047333,1.0254313,1.0265055,0.990164,1.0145241,1.0304761,1.0302862,0.90475136,1.0624474,1.0812883,0.8896928,0.9867856,1.0875036,0.92647445,0.6511959,1.0412433,0.9016045,0.9274661,1.1939929,1.1446111,1.1181929,1.1978999,0.47788346,1.1355829,0.9542112,1.0661831,1.1226577,0.7707236,1.0029454,1.1066036,0.97312397,0.9818015,1.1149685,0.95682204,1.1648566,1.0790435,0.8745238,1.1278957,0.96740067,0.7871901,1.027583,1.0673887,0.88277847,1.1341666,1.1773946,0.9990936,0.94828385,0.9898409,1.0978756,1.1201491,1.0647547,1.1908901,0.987867,1.2169715,1.1245291,1.1939281,1.2209489,1.0584395,1.0308217,0.81690127,0.9989415,1.0395458,0.9536137,1.0840256,1.0720565,1.0587535,0.8405055,1.0331367,0.8209597,0.95242864,1.123642,0.7662145,1.1856804,0.8840455,0.833039,1.1117027,0.99954104,0.9699854,1.0507317,0.9026031,1.0487248,0.95381933,1.1366068,1.0403528,1.0744474,1.2065476,1.0425072,1.0570179,1.1066606,0.9844294,1.0876626,1.1140891,1.083064,0.970071,0.9880697,0.5321829,1.0426207,1.0464463,0.95784986,1.1979163,1.2857431,1.1665591,1.0177538,0.6121446,0.9765137,0.9738664,0.0,1.0312107,1.1775794,1.0456109
