,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,1.1381665,0.9873652,1.059955,0.73613834,1.1582872,0.9941752,1.0117822,1.0310063,0.825174,1.1178272,1.0631378,1.0407646,1.0792505,0.92632556,1.049137,1.1388636,1.0631988,1.0807731,0.8592392,0.868388,0.6293812,0.793768,1.0046964,0.87441266,0.32321227,0.61080396,0.920617,1.0155792,1.1549271,0.773882,1.0563918,0.95750964,0.9722308,0.9272846,0.6062381,1.0058453,0.9959599,0.90141064,0.97035563,1.1217929,0.9043353,0.5785653,0.8475694,1.069263,0.9551033,0.9899282,0.9642465,0.9269086,1.0404496,1.0496237,1.1623833,1.1867964,0.984075,1.154686,0.95323,1.0435131,1.1036514,0.9875865,0.7831041,1.1468596,1.0243211,0.88848174,1.0768552,1.0099915,1.1393611,1.0380415,1.0870727,1.1065766,1.0500095,0.0,1.0725372,1.0786589,0.93541276,1.0363544,0.9975227,0.91099274,0.74391973,0.58554447,1.014618,1.0128478,1.1358693,1.1886258,0.88168186,1.1889687,1.0035672,1.2248325,1.1876178,0.9831645,1.0139325,1.1000885,1.065066,1.0589614,1.0049124,1.190549,1.1775496,0.9845319,0.990506,1.0630327,0.89934504,0.8835048,0.86553526,0.99104327,1.135705,0.8724063,0.8330259,1.1016829,0.8535112,0.92860025,1.1044714,1.0822296,1.146888,0.95888615,1.054033,0.90677553,1.1811601,1.043675,1.2222431,1.0315672,1.2091895,0.9736675,0.96970916,0.84752655,1.0257032,0.9093683,1.0598253,0.83947104,1.130674,0.99870265,0.7590121,1.1760453,1.2564912,1.0354409,0.9482319,0.75806236,0.9220834,1.1026073,0.7871901,0.86667186,1.2068832,1.1043887
jeans,0.7444906,0.80277973,1.3361698,1.2686844,0.35081732,1.2709389,1.3979697,1.1468253,1.2838707,0.79582846,0.80499035,0.5198188,1.274786,0.85486877,0.39029992,1.0406111,0.6506233,0.9658959,1.1387863,1.4587052,1.4265537,0.9928381,1.2929715,1.0472587,1.257273,1.1535002,0.97614783,1.2725155,0.6573211,0.7117475,1.4144047,1.3485847,0.74368834,0.82567275,1.2477702,0.9273881,1.4321992,0.67402434,1.1899301,1.4650965,0.70034546,1.4873906,1.2011285,0.7060063,1.1166753,0.7828833,1.026568,0.7777257,0.9651853,1.3038061,0.769107,1.0331821,0.8083159,1.3134831,1.470644,0.59159666,1.5184128,1.1789548,0.74276847,1.3283887,0.7775194,1.3544226,0.6618271,1.0799099,0.72343624,1.2458901,0.9464711,0.6075449,0.26689756,1.0725372,0.0,1.4006629,0.69885087,1.4681067,0.9433295,0.92205435,1.0025997,1.0994424,0.4811291,1.3271325,0.8728446,1.1075152,1.2055863,1.3371968,1.1250544,1.243891,1.079345,1.3944712,0.5618481,1.2629676,0.35118753,0.061932445,0.8947613,1.4364494,1.4320327,1.3730578,1.121796,1.2952114,1.2897573,1.2919893,1.410331,1.2668155,1.3583586,0.70362175,1.3084469,1.1675773,0.7819371,1.0645058,0.4538434,1.2426817,0.27494854,0.83126605,0.25672585,1.2757664,0.56757045,1.0220473,0.64638054,1.0535526,0.8051646,1.4350989,0.4808762,1.086131,1.5170834,1.0331593,1.319597,0.8576578,0.2664249,0.5891043,1.4469961,1.076061,1.3073227,1.015161,1.0336545,1.3807044,0.94380885,0.8685444,1.027583,1.0954291,1.2364515,0.97295606
knife,1.3910089,0.9103332,0.8028985,1.1740661,1.3357582,0.9627273,0.7402435,1.0666606,0.8923493,1.1745555,1.226229,1.350889,0.43122864,0.9519844,1.5780535,1.0390912,1.2829813,0.9592106,1.0502144,0.51356184,0.8180211,1.1165601,0.96229106,0.596967,0.92752236,0.53959715,0.9307916,0.7044926,1.0709558,1.1290869,0.6992815,0.72159755,1.1975763,1.0470414,0.9116466,0.9316627,0.7864963,1.1944598,1.0545589,0.27126324,1.3613601,0.6492883,0.99409395,1.4096577,1.2425442,1.0614357,0.90280837,1.3269552,1.1486046,0.93331015,1.3848512,0.9517182,1.2140049,0.5357059,0.7756201,1.232436,0.14554131,1.2512078,1.4091272,0.48860896,1.1480993,0.92590904,1.38602,1.1410902,1.3560961,0.7165562,1.1486399,1.1276336,1.4492797,1.0786589,1.4006629,0.0,1.292218,0.43405914,0.7252022,1.4418,1.4040498,1.1672645,1.5412273,0.4039811,0.9539084,1.0115321,1.0882025,0.5955157,0.74106646,0.68442166,1.0875752,0.83922935,1.1060214,1.0528914,1.54932,1.350488,1.2689888,0.19031572,0.21979916,0.6705888,1.0575453,0.5145441,1.1040149,0.9193622,0.70114666,0.94810057,0.6877236,1.2378287,0.5235945,0.9670628,1.1106871,1.0473777,1.310411,0.6410108,1.4726381,1.0608819,1.2180606,0.55093986,1.2914863,0.85553384,1.2360227,0.68535817,1.0922656,0.48386025,1.2374104,1.1634023,0.11527753,1.1301663,0.84940743,1.1939998,1.5078523,1.4389687,0.80354416,0.90969104,0.5961523,0.85937107,0.9272516,0.9941417,1.2469106,1.1436303,1.0673887,0.5001131,0.70129466,1.0069056
ladder,0.76138794,1.2091643,1.4397247,1.198913,0.727951,1.2929275,1.4158033,1.2793622,0.74691427,0.7322565,0.91855276,0.42427987,1.3137048,0.49182057,0.7204429,1.0290158,0.7245639,0.99208707,0.9005367,1.29786,1.2206764,0.54107356,1.2266104,0.79333746,0.9995894,1.1220365,0.9828077,1.3494816,1.0267383,0.2685511,1.3303062,1.2115816,0.52057225,0.98467827,1.1120338,0.8741114,1.2854178,0.4402247,1.0933635,1.4326638,0.30813944,1.2515439,1.1335641,0.7541572,1.006984,0.62495327,0.5541268,0.794832,1.1883239,1.4457223,0.8989735,1.3060435,0.7817682,1.3300345,1.1134083,0.859125,1.2915368,1.0956124,0.76777834,1.3876957,1.0314491,1.3684928,0.85018206,1.0744681,0.96416855,1.3507082,1.110904,0.6498698,0.7069347,0.93541276,0.69885087,1.292218,0.0,1.2725437,1.1428415,0.8549054,1.0287768,0.91321653,0.8070756,1.1404049,0.8703876,1.25696,1.0859721,1.4331582,1.0970645,1.37749,1.2427282,1.382469,0.6574791,1.1258923,0.7199202,0.7557258,0.79534686,1.3932804,1.3667557,1.4953558,1.0878097,1.375609,1.1053014,0.96146643,1.2173393,1.1152092,1.2740426,0.7259056,1.1949452,1.2673798,0.62146205,0.9777604,0.90576315,1.1117436,0.763892,0.99761313,0.9037271,0.9351803,0.6824,0.933781,0.39506686,1.2869077,0.91050047,1.4267544,0.91648,0.9516472,1.3112808,0.872013,1.2817452,0.70321906,0.69317675,0.5294714,1.3574259,1.3402448,1.4484149,0.99825174,0.95598763,1.1690085,0.7790295,0.8891575,0.88277847,0.82546675,1.3706555,0.75129616
lamp,1.4506077,0.93262976,0.6719134,1.0425783,1.4633352,0.77540046,0.44668496,1.099719,0.874491,1.2085603,1.2118516,1.3749928,0.46735662,1.0743037,1.5553709,1.1164031,1.3027815,1.0541558,1.1274154,0.43526906,0.7661818,1.1713275,0.9194856,0.8013425,0.84990114,0.5919095,1.0154358,0.6977892,1.0224661,1.1446042,0.5666033,0.5758435,1.200566,1.0095626,0.6746175,1.0674367,0.78102255,1.1937227,1.0935547,0.3711449,1.332689,0.5304025,1.0585166,1.4618385,1.2247646,1.0413233,0.9782425,1.2890689,1.0774462,0.717422,1.3390846,0.9102245,1.2841023,0.45147377,0.63812476,1.3300631,0.3737471,1.2717876,1.4089932,0.4596088,1.1808178,0.81451714,1.3324769,1.2331223,1.3907725,0.576087,1.0553907,1.3696524,1.4803706,1.0363544,1.4681067,0.43405914,1.2725437,0.0,0.7139219,1.4101632,1.3469183,1.0737351,1.5889499,0.50154066,1.0329249,0.9298166,1.0619719,0.47637153,0.80643797,0.65832245,0.9265807,0.64424884,1.2640206,0.91496617,1.5846809,1.4301031,1.3030702,0.36637104,0.3998078,0.63437706,1.0736406,0.476511,1.165544,0.79788035,0.724412,0.96569794,0.6508701,1.3737555,0.5737473,0.8605806,1.1387484,1.0391846,1.4255278,0.9237991,1.4809041,1.1044438,1.322696,0.75218403,1.2874098,0.9548821,1.2610114,0.7705289,1.0589346,0.49564826,1.3086112,1.2244129,0.38226473,1.1582285,0.81656706,1.3189855,1.5143238,1.4582062,0.6864939,0.8597094,0.52264184,0.97850716,0.92786336,0.966113,1.3776746,1.1176751,1.1341666,0.6918626,0.6832799,0.7111442
leg,1.3507509,0.66279185,0.95440024,1.0689348,0.89952874,1.1649576,0.9834884,0.99568874,1.149665,1.1323692,1.2187139,1.1946642,0.7808608,0.98077023,1.0655547,1.2171626,1.1315663,1.1348718,1.3649137,0.7548231,1.2245504,1.1306317,1.0943685,0.6245461,0.970292,0.52081925,1.1309667,0.81473315,0.8220167,1.0650195,0.83635974,0.997577,0.9976151,0.65316033,0.9754113,1.0100917,1.073695,1.1139784,1.1055545,0.6795974,1.1520774,0.8673171,1.2938024,1.324922,1.3040466,0.8117459,0.9991031,0.9864437,0.75586283,0.8968777,1.1464568,0.7038784,1.2690083,0.8187724,1.1133218,0.9519075,0.7448473,1.4450495,1.2071842,0.63609076,0.9269082,1.1053381,1.0431383,1.0310159,0.97227466,0.78678346,1.1019306,1.0561751,1.0489029,0.9975227,0.9433295,0.7252022,1.1428415,0.7139219,0.0,1.3449879,1.2667612,0.9580529,1.0942459,0.69952387,1.0992448,0.90062666,1.1750157,0.713575,0.8451954,0.5566019,0.7521168,1.0464501,0.971421,1.2585988,1.147631,0.85644555,1.2873423,0.7064923,0.71339667,0.7890146,1.0985368,0.72561604,1.2680702,1.1204823,1.1230189,1.1977288,0.76189816,1.2723938,0.89916384,0.732985,0.96566606,0.9103392,0.94336706,1.0412145,1.0267127,1.0684453,0.7283423,0.94899845,1.0792267,1.071819,1.1347038,0.79599,1.069789,0.7148285,0.87447107,1.2144237,0.79961383,1.1078591,1.1029174,1.3082494,1.1420255,1.3639113,1.1297956,0.68342125,0.67628086,0.78597724,0.9157077,1.3272839,1.3884931,1.238824,1.1773946,0.67560625,0.6709744,0.9302242
meat,0.52217495,1.2690761,1.2711446,0.9625834,0.8716039,1.125629,1.2781774,1.1557364,1.0285103,0.783121,0.7299586,0.797516,1.3776461,0.9815516,0.6794974,0.7738867,0.7768639,0.88017154,0.80135316,1.3915964,1.0323265,0.9425837,1.009595,1.2932575,1.1086087,1.448936,0.9262657,1.2938023,0.9013454,0.99796295,1.1577039,1.1612083,0.90029585,1.1061915,1.0331067,0.9751228,1.081966,0.9497749,0.8142134,1.4914546,0.74624264,1.3086126,0.93518573,0.4874249,0.7826727,1.0224092,1.0792243,0.91343355,1.0401162,1.2191117,0.811293,1.2422299,0.8361975,1.098439,1.0680788,0.9346107,1.4045143,0.6515076,0.60948384,1.4474621,0.9795731,1.0453224,0.81572217,0.73623824,0.82354873,1.3813171,0.70291895,0.88240784,0.84777606,0.91099274,0.92205435,1.4418,0.8549054,1.4101632,1.3449879,0.0,0.738486,0.8438774,0.6114302,1.3484147,1.0076641,1.1983658,0.84153855,1.3655325,1.104807,1.4252634,1.2095714,1.1958481,0.9050961,0.99933535,0.6821509,0.96043336,0.6381093,1.440922,1.4495803,1.3699511,0.7608565,1.3495507,0.67693394,1.0355271,1.0589406,0.76525956,1.2182152,0.7847426,1.267874,1.2559977,0.9451593,0.63458383,0.9278864,1.1556114,0.80800843,1.0307155,0.99784493,1.19728,0.86376435,0.94448555,0.8711901,1.3270296,0.8359338,1.4181206,0.98924905,0.7402559,1.4125493,0.7841277,1.1610297,0.8676062,0.7796941,0.64909136,1.2647672,1.2691467,1.3250997,0.9626434,0.9821345,1.0702081,0.71160173,0.7514459,0.9990936,1.3683081,1.4145036,1.0521032
melon,0.85343426,1.1654296,0.7596879,0.4612937,0.97987765,0.79452986,0.9108425,0.4999181,0.9866862,0.8983832,0.8648245,1.0506878,1.3367463,1.1315138,0.8296163,0.9811115,1.0268497,1.1078098,0.9124945,1.2441831,0.68628967,0.9351957,0.75515085,1.3096837,0.8996969,1.3299417,1.006097,0.9712536,1.1582744,1.1243,1.0708209,1.0979367,1.0680048,1.1670511,0.68772346,0.97479427,0.94582623,1.0851953,0.7504276,1.3508569,1.0416936,1.0334203,0.63016385,0.85462165,0.82392275,1.1849108,1.104952,0.9403461,1.0032815,0.86592305,0.93520314,1.1334785,0.99027866,1.1660259,1.0306683,1.0083337,1.3713343,0.54602337,0.6417648,1.3715951,0.9023576,0.5761566,0.9714627,0.8044452,0.8298019,1.2703562,1.0886253,1.0103301,1.0259639,0.74391973,1.0025997,1.4040498,1.0287768,1.3469183,1.2667612,0.738486,0.0,0.7897856,0.63559884,1.3726785,1.1031017,1.1535511,0.6927914,1.2857056,1.1053934,1.3281617,1.0999539,0.7942095,1.1182401,0.9798821,0.85039085,1.0434145,0.87901235,1.4194176,1.3855653,0.7996645,1.0215039,1.3156836,0.67971814,1.0239117,0.80442756,1.093254,1.2220798,0.8913748,1.200083,1.1100358,1.066116,1.0824175,0.9765612,1.0130949,0.9698431,1.060806,1.066591,1.1549551,1.0528426,0.95677865,1.1187251,1.2364188,1.0618354,0.9975132,0.8716415,0.5660533,1.316895,0.81124103,0.9829273,0.9489273,0.9579401,0.8255018,0.7233443,1.176594,1.2766993,0.9754455,1.1255903,0.6527381,0.6869392,1.0507895,0.94828385,1.4009062,1.3184621,1.2228543
milk,0.98988354,1.0731353,1.1465096,0.8624069,1.0142947,1.0607126,1.0612737,1.1443398,0.8709644,0.88758236,1.0240201,0.9795155,1.1304088,0.9105332,0.9125587,1.0795443,0.9687438,1.0162537,0.8724078,0.9142153,0.7505785,0.8168003,1.12075,0.90252167,0.48158658,0.965041,1.0391514,1.1990826,1.0846856,0.9129209,0.9697429,0.7469201,0.8790467,0.90402305,0.7893664,0.9529183,1.1325351,0.9614563,1.0649918,1.2434118,0.86422515,0.7299199,0.7618321,0.9882758,1.0081551,0.85767865,0.9311822,0.88506943,1.0814496,1.1016468,1.0379095,1.1835425,1.0054895,1.1924343,0.9730013,0.9881312,1.1249928,1.028689,0.65928215,1.3140173,1.0581067,0.92223763,0.99461377,1.1145881,1.0343044,1.2016124,1.0466992,0.960987,1.0012707,0.58554447,1.0994424,1.1672645,0.91321653,1.0737351,0.9580529,0.8438774,0.7897856,0.0,0.9659569,0.9061296,1.1930476,1.1407603,1.0417614,1.2571398,0.87873966,1.239828,1.2040097,1.0524755,0.92453885,1.1193666,1.0176069,1.0810158,0.87378496,1.2306466,1.2592977,1.1180091,0.94603395,1.1538577,1.0865947,0.83687663,0.8964539,0.9836736,1.1567826,0.91131866,1.0701131,1.161085,0.7276815,0.97736263,1.075372,1.1394998,1.0277445,0.9870815,1.1042453,0.86735666,1.0451971,0.8652997,1.029038,1.176123,1.0167974,1.0798502,0.9976828,0.94040436,1.1102171,0.8970589,1.0838205,0.9703482,1.029598,0.8969041,0.9813797,1.1914122,1.2413951,0.8328609,0.84819466,0.9601437,0.89818776,0.9469493,0.9898409,0.9132163,1.2764205,0.94579387
mitten,0.48882264,0.91107285,1.289623,0.89675057,0.38845456,1.1336446,1.3856213,0.9309349,1.1925074,0.87533545,0.84946686,0.6700483,1.4849638,0.92377865,0.37961733,0.92762077,0.6349726,1.0601846,1.0695591,1.5847683,1.2696604,0.96363616,1.1615767,1.2247183,1.1855265,1.369514,1.0983263,1.2671518,0.8251928,0.8344383,1.4289682,1.402217,0.90851974,0.87442094,1.1192079,0.8153273,1.3773154,0.7599423,0.9111982,1.6358842,0.7263428,1.4892406,0.91981596,0.48452616,0.8512481,1.0276421,1.0420128,0.6873992,0.69683295,1.1950735,0.75660694,0.9402966,0.8996056,1.2898408,1.4217942,0.5690038,1.5466642,0.8327966,0.6790905,1.4612527,0.39973497,1.073985,0.70412976,0.83025855,0.36940145,1.279938,1.0114788,0.64762306,0.53983223,1.014618,0.4811291,1.5412273,0.8070756,1.5889499,1.0942459,0.6114302,0.63559884,0.9659569,0.0,1.4343045,0.97572774,1.1076964,0.9918435,1.4477772,0.96179473,1.2615273,0.9748128,1.3442461,0.8170525,1.2480838,0.39717388,0.5248766,0.7989202,1.6117685,1.6172419,1.4187225,0.985201,1.318373,1.0454538,1.2664158,1.2815491,1.2351291,1.3646085,0.5426258,1.4021662,1.1188736,0.9791136,0.82949615,0.48720717,1.1183498,0.4946565,0.8321256,0.46782064,1.2177969,0.849079,1.0194542,0.87100977,1.1141989,1.0028263,1.5285121,0.42710042,0.8138031,1.540269,0.781823,1.3687589,0.8298065,0.54263055,0.6641623,1.3799504,1.0365252,1.3645082,0.7505559,0.9134398,1.1779118,0.786849,1.0267918,1.0978756,1.3525242,1.3144594,1.1673104
mop,1.3047502,1.0066918,0.9677914,1.0646809,1.3051887,0.9460649,0.6783295,1.1641064,0.96346164,1.1318703,1.1875597,1.24771,0.5999342,0.9141123,1.4551308,1.0661976,1.1830058,0.9116902,1.099775,0.5997186,0.8801757,1.0597105,1.136057,0.34679687,0.73125094,0.5471047,1.0524144,0.86599255,1.0223738,0.9633546,0.74851906,0.66688395,0.91758657,0.87236,0.892661,0.9841711,0.98235947,1.0404717,1.1980442,0.60025585,1.1886364,0.659585,0.95461804,1.3561864,1.1912513,0.74831796,0.89010155,1.0989449,1.0823427,1.0408391,1.291306,1.0512081,1.2730844,0.7279958,0.68248576,1.2340081,0.3670566,1.2453458,1.3065674,0.85443556,1.098498,1.0695461,1.3641738,1.2482388,1.3246393,0.80138886,1.039343,1.0010803,1.3171434,1.0128478,1.3271325,0.4039811,1.1404049,0.50154066,0.69952387,1.3484147,1.3726785,0.9061296,1.4343045,0.0,1.042743,1.0061221,1.17125,0.8978087,0.7929233,0.8499199,1.0987391,0.9482414,0.94535035,0.9960576,1.4529573,1.2784207,1.2680011,0.52527416,0.5962964,0.8582748,1.0798789,0.5957658,1.2782035,0.7025826,0.8673023,0.93099236,0.8248975,1.2024853,0.72246575,1.0213288,0.76722807,0.97325927,1.336021,0.808214,1.3792,1.101022,1.2437449,0.52051806,1.2056886,0.95131075,1.1386602,0.96194804,1.0920177,0.6525221,1.1487145,1.2237867,0.37356657,1.0908424,0.8982878,1.1722257,1.4228148,1.3848071,0.9216664,1.0312203,0.85194904,0.7747828,0.818172,1.027519,1.2644027,1.1138743,1.1201491,0.2115283,0.94418967,0.6701812
motorcycle,0.99697334,1.0422076,0.9654639,1.2273515,0.95738363,0.8799811,0.9680628,0.96129775,1.0452797,1.0928861,0.8884624,0.9862681,0.9834381,1.1416653,1.0022624,1.004852,1.0948509,0.98540753,1.0711721,0.93579984,1.1014719,1.1737367,0.99724114,0.98690546,1.0789154,0.971379,0.94264394,1.0175841,1.0100397,0.97084373,1.1705016,1.0224411,1.0337695,1.1746655,1.1840549,0.88000065,1.017958,1.0523716,1.0568291,0.9387111,1.0132831,1.0552013,1.1273907,0.97057986,0.9872093,1.0867429,1.1453646,1.1106325,1.1351882,1.0129437,0.9789214,0.9992486,0.971818,0.97497356,0.9892827,1.0553173,1.0028212,1.0018728,0.89478284,0.927079,0.92313826,0.9566795,0.9779845,1.0394917,1.007917,0.8733163,1.1113884,0.84182954,0.9649995,1.1358693,0.8728446,0.9539084,0.8703876,1.0329249,1.0992448,1.0076641,1.1031017,1.1930476,0.97572774,1.042743,0.0,1.0932308,1.0629344,0.91557026,1.1187894,1.0483516,1.08087,1.0716658,0.96045846,0.970393,0.9398647,0.94664794,1.0534862,0.92511284,0.9025309,1.0076517,1.193001,0.973124,1.0423205,1.0789428,1.0902685,1.1007657,0.9594773,0.9670541,0.89651495,1.0397135,1.0388665,1.1292434,0.95518947,0.74001867,0.95621055,1.1000475,0.9896068,0.8574864,0.9130058,1.072321,0.8243733,1.0692799,0.9640416,1.0402833,1.0160086,1.0329164,0.92398095,0.79341567,1.0624137,0.8848405,0.9132657,0.8957168,1.0447593,1.0142092,0.9474711,0.9042954,1.2325963,0.9880743,1.0286562,0.94427633,1.0647547,0.8998635,0.9333149,1.1254382
mouth,1.1915687,0.7819843,0.72562647,0.93134654,1.0788807,0.84663546,0.86053383,0.8944551,1.1544306,1.2501295,1.1583618,1.27316,0.92904186,1.2545948,1.0835683,1.0351083,1.2247577,1.1071008,1.1581831,0.9445071,1.1162215,1.2170615,0.95151156,1.1351271,1.1434866,0.9871581,1.1907716,0.78067195,1.1524394,1.2861372,0.9295335,1.0484855,1.2384729,1.0530951,1.1673074,1.0226771,0.9674217,1.2357988,1.0667804,0.76140094,1.312643,1.0047724,1.0944344,1.2701188,1.1525645,1.2657269,1.1646647,1.1683831,0.57383835,0.5847665,0.82540834,0.41717613,1.1442579,1.047709,1.0979626,0.93411475,0.9870193,1.1755757,1.22611,0.6406474,1.0637501,0.7573914,0.86659217,1.0716084,0.7880224,0.80235934,1.0383883,1.1288913,1.1729947,1.1886258,1.1075152,1.0115321,1.25696,0.9298166,0.90062666,1.1983658,1.1535511,1.1407603,1.1076964,1.0061221,1.0932308,0.0,1.0913736,0.58069885,1.0899756,0.46850282,0.31103456,0.87015927,1.2673172,1.0007277,1.1704305,1.1147261,1.1737157,0.854521,0.8365215,0.8415053,0.96091396,0.9831792,1.0900447,1.1282611,1.1222479,1.0740945,0.7115941,1.2726078,1.088717,0.33972347,1.3174281,1.1493783,0.9261842,1.0928648,1.0843767,0.9658043,1.0602634,1.1897181,1.1769876,1.2149489,1.2139018,0.7440655,1.1865065,0.8986998,0.99951094,1.1492587,1.0301689,1.1677806,0.83581734,1.2515433,1.0991,1.2753774,0.949335,0.43101168,0.3490463,0.99342954,1.1339947,1.0724044,1.2348258,1.1278223,1.1908901,1.1395646,0.45331043,1.1674399
muffin,0.9905531,1.092007,0.8752734,0.609159,1.1829612,0.9320687,0.9294289,0.8056589,0.9640739,0.99515027,0.9387576,1.2190163,1.1809182,1.1592603,1.1147206,0.90563315,1.1513443,1.0412933,1.0815364,1.1720297,0.8609792,1.0610361,0.19849223,1.2307256,1.0216291,1.1536937,1.0005755,0.8852888,1.137967,1.1395022,0.87379074,1.1323334,1.154284,1.0551342,0.82133865,1.0408584,0.3113078,1.1567945,0.28246838,1.1326864,1.1764077,1.01947,0.82433397,0.9699013,0.9150549,1.2032088,1.075542,1.0585477,1.0360227,0.8298162,1.0963843,1.0904659,1.0830293,0.9656459,0.98115236,1.0395802,1.0911262,0.80709016,1.0291017,1.1026236,1.066802,0.9129533,1.1136473,0.59686697,1.0515808,1.1495161,0.9842012,1.130306,1.1588886,0.88168186,1.2055863,1.0882025,1.0859721,1.0619719,1.1750157,0.84153855,0.6927914,1.0417614,0.9918435,1.17125,1.0629344,1.0913736,0.0,1.0794929,0.92908347,1.0717232,1.040796,0.6839105,1.1963003,0.9313209,1.1680857,1.1904407,1.0776051,1.1646719,1.1549776,0.8563058,0.8655344,1.0880013,0.4117599,1.068995,0.7467021,0.9353269,0.90028524,1.043411,1.0549588,0.9717806,1.1886892,0.8915472,1.115838,1.0127155,1.166669,1.0335348,1.19035,1.1204088,1.1893854,1.010509,1.2218726,1.0729358,1.0949866,0.938464,1.1115751,0.65949416,1.0459937,0.9804933,0.854998,0.9570464,1.1752653,1.1291882,0.82225275,1.0721554,1.0670643,1.1928638,1.063152,0.9001187,0.7834343,1.097473,0.987867,1.2701902,1.0776352,1.14871
nail,1.4617628,0.8255361,0.37490052,1.0324278,1.3491654,0.6685568,0.51759005,0.89854777,1.2132114,1.437476,1.1669962,1.4816039,0.504879,1.3990387,1.3927727,1.2258165,1.4139118,1.2068698,1.2298555,0.31804872,0.94454986,1.4018879,0.7534405,1.1006693,1.0681936,0.6754215,1.1632085,0.49564946,1.1150025,1.4387879,0.622726,0.7497283,1.4073547,1.0906,1.0424039,1.2936585,0.63245803,1.3940526,0.99535036,0.18110788,1.5371746,0.5622972,1.2222221,1.4316907,1.1997945,1.3427699,1.2944281,1.3616252,0.8468481,0.39387417,1.1348398,0.52570665,1.2858584,0.52201575,0.9046315,1.2318724,0.6460949,1.2255046,1.454339,0.17077422,1.1815819,0.6305332,1.1194065,1.0553603,1.1750846,0.3408636,1.1363823,1.4386302,1.3720381,1.1889687,1.3371968,0.5955157,1.4331582,0.47637153,0.713575,1.3655325,1.2857056,1.2571398,1.4477772,0.8978087,0.91557026,0.58069885,1.0794929,0.0,0.97692883,0.4199717,0.5588871,0.5284332,1.4390578,0.89261127,1.4287403,1.318724,1.354423,0.2925139,0.2519464,0.4029569,1.1148684,0.5703243,1.0315268,1.0953549,0.88262796,1.0403314,0.4530027,1.4559233,0.73640484,0.52309436,1.4563037,1.1559794,1.2272475,1.0040324,1.3489597,1.11774,1.2054088,1.0534962,1.2975732,1.2067634,1.3438883,0.5897369,1.2399931,0.4688447,1.282497,1.2748113,0.6346643,1.2950258,0.6868396,1.4043715,1.349011,1.469702,0.62754893,0.43252915,0.18445426,1.0790735,1.1783831,0.9038754,1.4488034,1.203553,1.2169715,1.0286404,0.31505287,1.1949251
napkin,1.0213099,0.89040285,1.110957,1.0381944,1.0048964,1.1475275,1.0225369,1.0391995,0.8067889,0.90780866,1.1839949,0.82453555,0.8438105,0.71751857,1.1411188,1.0413193,0.54629564,1.1109259,0.9979917,0.93249214,0.87716293,0.85315716,0.9192372,0.84798616,0.9301998,0.83316505,1.0660728,0.95463765,1.0463738,0.91988873,0.78676426,0.9705165,0.9999914,0.8399671,0.94262886,0.94374394,0.97011054,0.8286557,0.85666686,0.8757398,0.88781214,0.8833463,0.8849106,1.0635271,1.1629281,0.9868578,0.80165744,0.87544787,1.0812848,1.1092738,1.3468142,1.0689255,1.1307101,0.7669998,1.0527008,0.93544436,0.76653624,1.1864052,1.1907406,0.9716073,0.61983776,1.0361289,1.314446,1.1132227,1.1391258,1.0282652,1.2321239,1.0826981,1.0794924,1.0035672,1.1250544,0.74106646,1.0970645,0.80643797,0.8451954,1.104807,1.1053934,0.87873966,0.96179473,0.7929233,1.1187894,1.0899756,0.92908347,0.97692883,0.0,0.9750232,1.1458505,1.0434813,0.9566301,1.1581221,1.185325,1.0847532,0.8435159,0.83332205,0.8525604,1.0439837,1.0739988,0.59963936,1.0819526,1.0658877,0.78888255,1.1324158,0.98839355,0.84749454,0.95460004,1.173325,0.9610536,1.005125,1.0786659,1.0269667,1.1779294,0.91032004,0.99105734,0.7947323,1.1505383,0.7752025,1.1039697,0.8392141,1.0885894,0.8703766,0.75338495,1.0105916,0.78280956,1.1544027,1.1632817,1.0524343,1.2456475,1.1153549,0.9939703,1.0639528,0.9520863,0.9084404,0.22654569,1.1411593,1.0378808,1.132021,1.1245291,0.8867068,1.0684047,0.9738745
