,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
jacket,0.7052169,0.89318615,1.3601832,0.7951846,0.78339994,1.2820749,1.4045112,1.2270284,1.073139,0.7827166,0.46985817,1.3066635,0.8577384,0.69919455,1.2907239,0.5599261,0.8147033,0.97975165,1.3163973,1.2341077,0.81953055,1.2763119,1.0172564,0.93895626,1.1155082,1.1179882,0.8996989,1.1541759,0.64885956,0.55384636,1.1241689,1.3261874,0.6948631,1.2282329,0.98190933,1.1519158,1.1574752,0.47909653,1.2192196,1.3855683,0.5987766,1.290494,1.1265156,1.1863989,0.9144618,0.77469695,0.84554374,0.939629,0.54209673,1.461895,0.94602376,0.8306334,1.1754532,1.2035868,1.039113,0.9518313,1.2641191,1.1374632,0.8506031,1.1700523,0.66493654,1.1288216,1.2280437,0.71534127,0.96756977,0.80094576,1.0210041,0.89938486,1.1246519,0.97594756,0.0,1.1617783,0.4852739,1.2213018,0.758826,1.297446,0.9569456,1.0198243,0.6628809,0.7826922,0.85859513,1.387619,0.87236184,1.0787188,1.0295581,1.3986367,0.7614094,1.071448,0.56983703,0.48189616,0.8713963,1.3466017,1.2597834,1.1429299,1.2052182,1.0617051,1.3172455,1.0487584,1.3506128,1.1656783,1.2935052,0.68138754,1.2017976,1.2479566,0.7810651,1.0984977,1.0943455,0.7211596,1.0273682,0.57965434,0.8938748,0.7273099,1.0061096,0.86749285,0.95509565,0.815415,1.3412058,1.0569226,1.3476685,0.89704615,0.9758537,1.1716154,1.062002,1.2782809,0.5942504,0.6208945,0.7891003,1.4678441,1.160014,1.2592237,1.0404632,0.91254896,1.1638242,1.0508018,0.99914193,1.1278921,1.1760885,0.88118947,1.0888803
jar,1.1656861,1.1671543,0.9059982,0.92236716,1.1191792,0.8871068,0.82355607,0.8188621,0.74246585,1.1195797,1.2169278,0.9845356,1.1049259,1.0528482,1.0054079,1.2670212,1.1076512,0.86177623,0.53895587,0.6721425,0.9377079,0.84612525,0.97421366,0.5517087,1.0440695,0.7854999,1.1045821,1.1079706,1.271438,1.0543994,0.88821554,0.7391808,1.188989,1.0567335,0.9904605,0.82392454,1.0522195,1.1596879,0.91387045,0.837667,1.1172342,0.57103515,0.9693777,0.7375708,1.1724998,1.0659684,1.1123171,1.0991117,1.1124456,0.8176581,1.1463616,1.1188853,1.1651301,0.9909248,0.88896394,1.2419627,0.87270737,1.030426,0.8087301,1.0181384,1.1144669,1.0952709,0.7794211,1.1495063,1.0670766,1.1553752,0.96086717,1.0986947,1.0545518,1.0209665,1.1617783,0.0,1.2303072,0.9260234,1.0210012,0.9156218,1.0311186,0.62930024,1.1535796,1.1348861,1.0415998,0.91337776,1.0499264,1.088927,1.1771965,0.9129709,1.1079375,1.0644763,1.1227081,1.2044429,1.0866597,0.9373239,0.880097,1.0043176,0.973319,0.9972031,0.756787,0.875537,0.7089672,1.0348501,1.0429478,0.872695,0.9751885,1.061762,1.0267583,0.8231784,0.8984211,1.0044343,0.9676632,1.1819158,0.9443668,1.188395,0.8728316,1.0999483,1.0276499,1.0819205,0.9214867,1.1156937,0.7771694,1.2356937,0.94325465,0.8457372,0.97551143,0.90219027,1.0578305,1.1111512,1.0161366,0.70526665,1.1419793,0.9575601,0.9161755,1.049491,0.8216305,0.82721853,1.0412511,0.79612267,1.0451661,1.1049416,1.0929257
jeans,0.67611647,0.71615463,1.4019055,0.74201274,0.42648238,1.2817867,1.4579529,1.2984368,1.3192292,0.49495757,0.39025903,1.3676529,0.8574259,0.6318724,1.3281467,0.4381224,0.77664495,1.0264581,1.4448669,1.2670927,0.85662365,1.4139807,1.0293483,1.0886796,1.2078837,1.2662833,0.79059434,1.118538,0.6322428,0.7229064,1.1773432,1.4547365,0.6116024,1.1845787,0.92066985,1.281713,1.1530335,0.6198921,1.2319815,1.5118973,0.53706694,1.4339302,1.2051313,1.1605891,1.0839771,0.88972276,0.82797396,1.0330172,0.29212785,1.4672779,0.87449193,0.9086658,1.0706332,1.3644806,1.2678906,0.7707497,1.4191314,1.2951117,0.7477783,1.1793063,0.7055858,0.9685669,1.2840568,0.657143,0.82331455,0.6442577,1.2237906,1.0697136,1.2534783,0.9215053,0.4852739,1.2303072,0.0,1.4202757,0.84687847,1.4263836,0.87190086,1.1026106,0.53354037,0.6209017,0.85485166,1.353339,1.0020301,1.1050775,1.0989816,1.412952,0.61809796,1.1406844,0.24709111,0.12243545,0.79227924,1.4780495,1.4132365,1.1920983,1.3373251,1.3287244,1.4620721,1.2877431,1.44799,1.2846823,1.3671052,0.94229805,1.3527274,1.203064,0.8124407,1.3307172,1.0464151,0.7020922,1.1912047,0.2462362,1.0639808,0.47249627,1.2032789,0.71118736,0.86983377,0.6626576,1.4611611,0.8613317,1.349343,0.6311994,0.94065815,1.3672638,1.162628,1.3863306,0.70715195,0.47412384,0.59584206,1.573991,1.0677136,1.2573023,0.9761777,0.9913559,1.3059447,1.0554545,0.88777864,1.2676415,1.2706002,0.9971082,0.97778964
knife,1.3726997,0.95413107,0.9687855,1.2932678,1.3532563,1.0517784,0.81622076,0.79013044,0.6035962,1.3819834,1.395016,0.60876584,0.95874166,1.4148378,0.9327608,1.4454752,1.0323883,1.0879173,0.7021049,0.854905,1.1422782,0.5623679,0.65463734,0.9428339,1.0419528,0.59643483,1.083721,0.7895377,1.1060967,0.9658284,0.77834815,0.8134128,1.2173697,0.95327,0.954205,0.9947733,0.93791866,1.220626,0.7081504,0.40661812,1.3022786,0.75794095,1.1726797,0.94197685,1.0944535,1.3414571,1.0001454,0.8111493,1.4549351,0.8031807,1.1666527,1.3818457,0.8089824,0.8262088,0.9317336,0.9477143,0.2942239,1.0681329,1.3558958,0.8770639,1.1501474,1.1182345,0.90484434,1.3065673,1.2074429,1.1581022,0.87888354,0.85401934,1.041436,0.9538814,1.2213018,0.9260234,1.4202757,0.0,1.0843823,0.63802725,1.0401661,1.1544468,1.4573569,1.0560483,1.072841,0.8302181,0.95556074,0.75002956,1.1142561,0.83952355,1.1615909,0.9498762,1.4830539,1.3724288,1.238833,0.36083913,0.30818224,0.819215,1.0301182,0.6856797,0.5564861,0.85765433,0.63740945,1.1075286,0.72726905,0.86556566,0.47244263,0.7649033,1.0572457,0.761372,0.84771097,1.2430539,0.71593267,1.4582181,0.81726044,1.1868663,0.33396757,1.3478601,1.0025058,1.3632817,0.51269114,1.2468402,0.77598083,1.0713693,1.0392222,0.253677,0.7639407,0.95969063,1.1447357,1.3476636,1.4105382,0.6521062,0.8629925,0.77615297,0.8359058,0.92687386,1.011012,0.7972616,1.2020364,0.50368226,0.66423666,1.0407732,1.1362054
ladder,0.84650564,1.0135225,1.3177013,0.96056044,0.751638,1.2066257,1.2918811,1.2406093,0.802786,0.7029911,0.44682384,1.2929441,0.5061556,0.8778066,1.1904591,0.72358227,0.8537903,0.8613411,1.2222254,1.0922772,0.5817182,1.2877986,0.85878265,0.949655,1.093103,1.1026626,0.99846935,1.394152,1.0487162,0.30779672,1.0617125,1.1950072,0.5394634,1.2325583,0.99741215,1.057127,1.1434568,0.4290743,1.2341694,1.3124778,0.3180009,1.1937668,1.0013971,1.1726401,1.0713452,0.85147405,0.730552,0.5933111,0.7890985,1.3855734,1.0853972,1.0063754,1.3279809,1.2511336,0.94292367,1.1737404,1.0844649,1.1924398,0.82756597,1.2954497,1.0715386,1.0839136,1.3074602,0.9501875,1.1219466,0.9721215,1.2900918,0.79391325,1.130911,0.7287633,0.758826,1.0210012,0.84687847,1.0843823,0.0,1.0879102,1.1236458,0.8869456,0.8782772,0.6443027,0.9297901,1.3651809,0.9932068,1.3423792,1.1146169,1.3908262,0.7254766,1.1931102,0.7336657,0.80774033,0.8841282,1.2788227,1.1795499,1.3064845,1.0612892,1.2398568,1.2023914,0.8369071,1.1823931,1.0889466,1.3799622,0.816,1.1480829,1.3395894,0.66004163,1.1861174,1.2294104,0.93971723,0.92044574,0.82440054,1.006753,1.0495019,0.9256327,0.75213575,0.863983,0.8890674,1.3935851,1.0329556,1.3576499,1.017643,0.9111924,1.0613027,0.8282712,1.1971267,0.5772822,0.87792397,0.6245526,1.3658087,1.3282228,1.3698528,0.91390204,1.1000409,1.0652907,0.8744841,0.8945142,0.94383335,1.3201547,0.75614464,1.1148
lamp,1.372757,1.185744,0.8692055,1.4158924,1.4324956,0.8627612,0.42032325,0.9872777,0.80557686,1.2810798,1.3052845,0.40723288,0.98915523,1.3712435,0.89096504,1.3374128,0.8689419,1.1943077,0.521451,0.8029081,1.2242523,0.9161113,0.80227137,0.7904288,1.038234,0.41448748,0.97481275,0.9311414,1.1067283,0.91038126,1.204398,0.4422227,1.0148284,0.8880079,0.9765607,1.0683091,0.77532804,1.1992614,1.1112465,0.46158302,1.2190999,0.4999653,1.1267338,0.95672226,1.0933095,1.441227,0.79269266,0.833632,1.4735179,0.5955113,0.95092106,1.3192096,1.0293361,0.59934175,0.8867005,1.1294512,0.7667498,1.1423934,1.3130327,0.89959717,1.3193556,0.8356371,1.08777,1.2622132,1.1737946,1.4161364,0.71062034,0.9500253,1.050642,1.1347778,1.297446,0.9156218,1.4263836,0.63802725,1.0879102,0.0,1.1707548,0.9681681,1.4642158,1.1487238,1.1838157,0.6225829,0.96812093,0.7752963,0.96675545,0.7238792,1.0533885,0.9875117,1.4419811,1.3004277,1.1911247,0.37420857,0.6889054,0.8868107,1.0122724,0.5926218,0.83293414,0.8398652,0.80571145,1.033158,0.6403408,1.0232548,0.55436444,0.9207901,0.9202307,0.8283311,1.0712066,1.2733114,1.0136621,1.4015243,1.0096453,1.0595515,0.67398804,1.2301059,0.80807805,1.233706,0.60160744,1.0458387,0.54921865,1.1988825,1.3098545,0.7662771,0.8573253,0.97811335,1.1814886,1.3892305,1.3403997,0.5659554,0.95967704,0.8035939,1.0338628,0.8791162,1.1127257,1.172853,1.0746659,0.49151927,0.7642684,0.5708631,1.0015973
melon,0.99125916,0.7936113,0.8681703,0.7976939,0.8613952,0.9230838,1.1352985,0.89388984,1.2206665,1.0362085,1.0050063,1.169873,1.1147151,0.8969048,1.146363,0.9680028,1.0101522,1.1282375,1.2267499,0.9780492,1.0491806,0.8533864,1.2003977,1.0415105,0.9668595,1.2136717,1.2018827,0.7042986,0.9093778,1.0986011,0.789471,1.270503,1.0730581,0.8883096,1.0115191,1.034021,1.0156459,1.0469695,0.68298775,1.1672316,1.0647327,1.2145647,1.2084466,0.8969237,1.0933172,1.0499684,1.1585271,1.1637522,0.984194,0.9147747,1.0773923,1.0311801,0.6807859,0.9925122,0.9834433,0.7113347,0.9951553,1.0350409,0.8926549,0.9943511,0.6612187,1.0830266,0.7942891,0.8933072,0.81247115,0.61585367,1.0397236,1.1381744,1.2563372,1.0937569,0.9569456,1.0311186,0.87190086,1.0401661,1.1236458,1.1707548,0.0,1.0784445,0.8270317,1.0566794,0.8870384,1.0589488,0.9336506,0.81773454,0.8440294,0.9609272,1.181162,1.0400698,1.025362,0.9788733,0.9510434,1.1466595,1.0360113,0.70307213,1.2806458,1.0893513,1.0614216,0.9976455,0.98667216,1.2637243,1.0003282,1.1415703,1.1346267,0.7705995,1.1527216,1.177827,0.767173,0.9832444,1.1334937,0.91171265,1.0547452,0.93577445,0.9922508,1.1025665,1.060506,0.99974865,1.0687118,1.0637147,1.0871624,0.6621907,0.8711629,0.9080386,1.1173495,0.95025903,1.1391184,1.0290968,1.0355141,1.1169033,0.7599574,0.85121226,0.8165376,0.92830354,1.1026208,1.040751,1.0663805,1.3284358,0.9012953,1.18667,1.0411185
milk,0.91259116,1.1767689,1.0377357,0.8710457,0.97404945,0.8797618,1.0203824,0.9436301,0.88659835,0.8069842,0.9894374,1.1770439,0.88507235,0.97934043,1.070688,1.0332326,1.0892143,0.8223946,0.7274076,0.87043476,0.789534,1.2030551,0.98990905,0.650689,0.9793046,0.9869483,1.054758,1.3525565,1.2295556,0.9801158,1.0690132,0.92174363,0.92125946,1.174604,0.9334896,0.7957348,1.1492939,0.9804728,1.1300505,1.1407003,0.8741021,0.6820291,0.86547124,0.9262121,1.055734,0.94251037,0.8891839,0.8866155,1.0344044,1.041749,1.0594617,1.0516351,1.2488573,1.0232847,0.9572129,1.1654617,1.0499743,0.99010515,0.73011625,1.2920557,1.0398827,1.0061951,0.9982778,1.0850453,1.1155597,1.086581,1.1349986,0.87993103,1.0318949,0.9303542,1.0198243,0.62930024,1.1026106,1.1544468,0.8869456,0.9681681,1.0784445,0.0,0.95328665,1.031754,1.1258835,1.1993736,0.87568766,1.2772493,0.8935237,1.1441346,0.91079587,1.1228464,1.0116633,1.1251978,0.8875524,1.1744678,1.2254777,1.2465228,0.86582816,1.1430464,1.1623237,0.8731197,0.9438887,0.93530077,1.183021,0.7826793,1.0209166,1.2274815,0.8092917,1.1271338,1.1397455,1.0680779,0.99725085,1.0718347,0.89020926,1.2041519,0.9263464,0.95696354,0.7502643,0.96523136,1.1804161,0.9402734,1.1371398,1.1684624,0.9820264,1.0488101,0.8624085,0.9091135,0.89083505,1.0779347,0.8965749,1.0246613,1.1879016,1.1069634,0.99405026,0.89545625,0.9006978,1.0213655,0.999031,0.83563703,1.2772666,0.934438,1.101935
mitten,0.45437664,0.8825155,1.1344894,0.66345084,0.58421576,0.9671672,1.3835868,1.1972343,1.229254,0.64706504,0.60917425,1.4831278,0.89431834,0.65014166,1.2162436,0.4256369,1.0173041,0.9343473,1.4643351,1.1500856,0.774163,1.290705,1.207574,1.0273073,1.0652657,1.4743266,1.0372158,1.0719302,0.86397487,0.913735,0.9447247,1.3732533,0.92180276,1.0389476,0.803666,1.0005219,1.2297205,0.71364117,1.0654101,1.5306351,0.62636864,1.3786922,1.0495589,1.09636,0.9105099,0.3399124,1.1185596,1.059587,0.6453526,1.3615594,1.0092335,0.7703235,1.089885,1.2763581,1.1652701,0.9380757,1.3331615,0.87382233,0.5728506,1.239074,0.3504964,1.0242093,1.0453848,0.78511053,0.77001137,0.6035911,1.161705,1.0771881,1.1309943,0.830302,0.6628809,1.1535796,0.53354037,1.4573569,0.8782772,1.4642158,0.8270317,0.95328665,0.0,0.87482995,0.8319304,1.3658419,0.90237147,1.2247897,0.99040663,1.2382597,0.8904127,1.1620568,0.59878206,0.6464834,0.81744206,1.5828139,1.3957667,1.2405595,1.0825206,1.2898903,1.3665473,1.178005,1.295738,1.1501385,1.4063172,0.92961496,1.4636025,1.2053825,1.032972,1.3457314,1.0639607,0.8250684,0.9840765,0.64088255,0.9819373,0.8430021,1.2352049,0.7965282,0.9706696,0.61507595,1.4583312,0.90476406,1.4860919,0.6884339,0.84876907,1.2813119,1.0263684,1.122208,0.7549773,0.74801755,0.68891716,1.4089477,1.1597903,1.1069769,0.8427329,0.9050767,0.8518845,0.97714704,1.035926,1.3831162,1.3024254,1.1550035,0.9731066
motorcycle,0.8613166,0.917462,1.3857954,0.9018462,0.75281596,1.3143165,1.2929256,1.1670358,1.0399572,0.722844,0.55115706,1.1693429,0.7890626,0.9128948,1.2536114,0.6967331,0.84113336,1.028073,1.2239027,1.1404016,0.87941784,1.2701498,0.9841234,1.0054357,1.0992908,1.1258374,0.7161976,1.1601758,0.68548816,0.6153318,1.0406373,1.2399563,0.5831652,1.0074798,0.96804804,1.2093503,1.0234097,0.6186737,1.1639414,1.3069336,0.5490008,1.2755831,1.1338876,1.0871034,1.0129548,1.028413,0.7809161,0.8654213,0.75690544,1.3457217,0.99057525,1.0224521,1.2286861,1.2156624,1.0778351,0.99373794,1.1312124,1.1565657,0.8223319,1.1284022,0.9912406,0.9736291,1.3207703,0.80555034,0.9618406,0.9384622,1.1483527,0.95325494,1.1121224,0.852046,0.7826922,1.1348861,0.6209017,1.0560483,0.6443027,1.1487238,1.0566794,1.031754,0.87482995,0.0,0.74538684,1.2489772,1.1550026,1.1271124,1.2074665,1.341722,0.68786085,1.1097816,0.7759501,0.690959,0.9353825,1.2072669,1.2377945,1.1136899,1.2124023,1.192035,1.204963,1.136191,1.1913558,1.1577585,1.2549307,0.9649431,1.0307992,1.1897676,0.7493375,1.1363481,1.0999651,0.8953631,0.96871287,0.75527436,0.96957815,0.9422023,0.91049176,0.7765726,0.76151115,0.9676629,1.2019812,0.9524935,1.1377089,0.8379201,0.8229092,1.0759085,1.0411743,1.3176832,0.5274404,0.85661125,0.7862252,1.3673861,1.1907198,1.313909,1.0301752,1.1485618,1.2092913,0.9474158,1.0007212,1.0465232,1.1502784,0.95806295,1.029542
muffin,0.8719214,0.9288911,1.2529433,0.86233985,0.9962989,1.2707243,1.237856,1.0376239,0.9311357,0.9207928,0.6794511,1.130663,0.9913631,0.82936275,1.1085825,0.6689852,0.91290253,1.0166649,1.1917548,1.1843427,0.9382923,1.0715578,1.1347401,1.0991788,0.9775808,1.1108725,1.0197897,1.0502907,0.6444515,0.93026304,0.9077073,1.2285143,0.8398466,0.97750086,0.99518985,1.1468487,1.0204207,0.6856997,0.9995864,1.1891408,0.76452434,1.2796334,1.0603881,0.98885363,0.87132895,0.8923374,0.98837644,1.0576634,0.81564796,1.253517,0.8620022,0.92717195,1.1524421,1.1334245,0.9743947,0.9837312,1.1019943,1.0185905,0.9226887,1.0816683,0.89205176,0.969775,1.1310896,0.8785305,0.9092639,0.93482673,1.0889217,1.2065887,1.044567,1.0216919,0.85859513,1.0415998,0.85485166,1.072841,0.9297901,1.1838157,0.8870384,1.1258835,0.8319304,0.74538684,0.0,1.1355596,1.0958182,1.0127795,1.1678524,1.1611705,1.0236024,0.9026233,0.8575727,0.8759873,1.0321474,1.1356755,1.1735808,1.0617473,1.2151996,1.0252557,1.005674,0.99969536,1.1072574,1.1260681,1.1173409,1.0411382,1.1335322,1.0860088,1.0111827,1.0573565,0.9824119,0.75939596,1.0377029,0.861503,1.036805,0.95069784,1.143816,0.93811935,1.1287884,0.9596649,1.0870068,0.9643159,1.1192373,0.96052027,0.8793224,1.1157835,1.0384365,1.1945273,0.9053243,0.7754456,0.99871343,1.2617128,1.1520305,1.0992848,1.0529233,1.0569862,1.093976,0.9637166,1.0619165,1.2224123,1.0284395,1.0096185,0.9341623
nail,1.3169156,1.0926133,0.5357837,1.2095444,1.3494751,0.681055,0.41513944,0.9587021,1.0888338,1.4800401,1.4403219,0.4950627,1.368789,1.3267753,0.82633424,1.4373782,1.2222131,1.2424165,0.39151,1.0144448,1.4533794,0.55518246,1.0901725,1.1198925,1.1179802,0.54820657,1.1761441,0.54263115,1.031234,1.3464593,1.091169,0.6161182,1.2869451,0.865935,1.2596548,1.0507438,0.8527618,1.3848863,0.9019062,0.36771846,1.5078744,0.5169452,1.078183,1.0614333,1.0179046,1.267252,1.2716057,1.3086965,1.3314648,0.28138316,0.9697365,1.0725039,0.54323924,0.5509462,1.0130041,0.9725896,0.9574407,1.0978444,1.3966254,0.31681198,1.1763835,1.0223708,0.755731,1.0306554,1.1963739,1.2188501,0.47553205,1.2297022,1.0031899,1.2895494,1.387619,0.91337776,1.353339,0.8302181,1.3651809,0.6225829,1.0589488,1.1993736,1.3658419,1.2489772,1.1355596,0.0,1.2073776,0.46661818,0.8536357,0.3335089,1.3725078,0.874245,1.3543574,1.3203111,1.2624669,0.37388515,0.58466405,0.70272183,1.020705,0.55706334,0.6004931,1.0732133,0.93505764,1.0240418,0.36352956,1.2250435,0.7985822,0.4699902,1.376313,0.60153717,0.7113475,1.1605599,1.217013,1.2889727,1.0619038,1.0992863,1.0742207,1.2703501,1.315275,1.3092809,0.28014827,1.1997933,0.2965126,1.0646842,1.2577662,0.97847366,1.1199496,0.88212955,1.3500233,1.240556,1.387131,0.41562188,0.46214837,0.563598,1.0746646,1.040931,0.94604045,1.3373423,1.1280922,0.79944,0.44698322,1.0996085,0.98628116
napkin,0.8604516,0.9752405,1.1079367,1.0794429,1.0405749,1.0763239,1.1229248,0.7954595,0.77945983,0.8768586,0.9218427,1.0089821,0.73192316,1.0158534,1.0778702,0.6677777,1.0153031,0.78953457,1.0033611,0.8813682,0.7077178,1.027365,0.9113066,0.8725566,0.96212226,0.9744506,1.1508465,1.0554514,1.1323483,0.9249121,0.95376664,1.0980338,1.0358529,1.0114086,0.8180205,1.042853,1.0124367,0.97184247,0.8805843,0.9266901,0.9134878,0.9068244,1.1072851,0.9071795,1.0449884,1.0265379,0.9992295,0.7826318,1.1490256,1.083686,1.1728449,1.215384,1.2136292,0.8976171,0.97589993,0.9588869,0.95205885,0.9132646,1.0260671,1.2759718,0.71212804,0.935568,0.8148623,1.3379681,0.7176291,1.0925957,1.2125632,0.92268467,1.1243793,1.0258522,0.87236184,1.0499264,1.0020301,0.95556074,0.9932068,0.96812093,0.9336506,0.87568766,0.90237147,1.1550026,1.0958182,1.2073776,0.0,1.1934116,1.0940242,1.0915614,1.0207133,1.1247408,1.0326734,0.9711977,0.62391365,1.00274,0.9813053,0.88315594,0.9896146,0.97820985,1.0889227,0.9742648,0.8814823,1.0610024,1.0694921,0.6012664,0.97832006,1.2538507,0.9795372,1.2262923,1.0578667,1.1624554,0.8747028,1.114527,0.8748795,0.98440325,0.91526115,1.1475393,0.8371998,0.8743371,1.0904667,0.9882267,1.0662161,0.9737567,1.016203,0.99394375,0.82102597,1.0080713,1.0302057,1.1515876,0.9244321,0.91442263,1.1676438,1.0494881,0.89925665,0.13562703,0.93368024,0.8061155,1.0702593,0.99244386,1.2726703,0.984274,1.0604379
necklace,1.3558948,0.6609428,0.9157933,1.1841383,1.1976488,1.0832037,0.84782624,1.018444,1.1883385,1.3732542,1.3456497,0.57251793,1.31131,1.1661284,1.0827405,1.3359716,1.1087453,1.3558788,0.8026954,1.2704228,1.3770027,0.6827543,0.9688948,1.1543635,1.100097,0.6250344,1.1600944,0.3371973,0.8260567,1.1854589,1.1308272,0.98314595,1.2250817,0.9460768,1.0901779,1.2022443,0.7407158,1.3322954,0.94961846,0.578139,1.4109313,0.8817927,1.1963034,1.1285613,1.0474535,1.2904644,1.1476092,1.249809,1.1370907,0.74633014,0.9356527,1.0743507,0.39170873,0.88972485,1.1964598,0.5567031,0.9442314,1.2670107,1.3512125,0.3086189,0.9952776,1.0459579,0.996553,0.7415073,1.1793767,0.94847935,0.49829805,1.1500988,1.0872986,1.0872054,1.0787188,1.088927,1.1050775,0.75002956,1.3423792,0.7752963,0.81773454,1.2772493,1.2247897,1.1271124,1.0127795,0.46661818,1.1934116,0.0,0.7860053,0.73039675,1.276722,0.95223475,1.2169211,1.0137326,1.2291819,0.4500661,0.61802626,0.59464157,1.2755201,0.5993046,0.8191608,1.2180042,1.2139193,1.2192444,0.41438735,1.236101,0.9231691,0.38102657,1.2645137,0.73026955,0.56976414,1.014572,1.0547806,0.9855686,1.0615009,0.71885693,0.91028714,1.3098886,1.2685434,1.2281042,0.46795964,1.2350919,0.690662,0.7679769,1.3133695,0.9293153,1.0506951,1.0958384,1.2807877,1.083333,1.4405168,0.78782713,0.33965898,0.48089027,1.0014415,1.0600994,1.2366338,1.3674326,1.2367414,0.8687656,0.14993644,1.1074741,0.9662145
nose,1.0257168,0.9074404,0.8889637,0.8203118,0.979412,0.82884026,0.97070783,1.1451426,1.2378352,1.0237676,1.1137315,1.0602229,1.0863359,0.907876,1.1123695,1.0596861,1.076802,1.0700101,1.0482926,1.1231004,1.1125135,0.9805409,1.1816146,1.1552488,1.0222526,1.0907377,1.0958939,0.90893155,1.1408504,1.1646597,1.1446071,1.0240759,1.1140537,1.061801,1.1135601,0.96506345,1.1646092,1.1100845,1.0416346,1.0666208,1.1783603,1.0367122,0.9948316,1.1128199,1.0666553,0.97288775,1.1013054,1.0502074,1.0837308,0.8813029,0.8614744,0.80465424,0.6923549,0.94992286,1.09038,0.8463287,1.0129107,1.0815297,0.9659406,0.79236627,1.0153987,0.9668369,0.9572205,0.82238895,1.0579034,0.77481925,0.93865395,0.9391352,1.0492349,1.0147134,1.0295581,1.1771965,1.0989816,1.1142561,1.1146169,0.96675545,0.8440294,0.8935237,0.99040663,1.2074665,1.1678524,0.8536357,1.0940242,0.7860053,0.0,0.9777995,1.1265911,1.1101435,1.0915821,1.1124144,0.9644597,1.0178051,1.0221996,1.1366813,1.0598418,1.0022748,1.0817411,1.0646378,1.0770055,1.0390682,0.9274698,1.1039788,1.0265228,0.68760616,1.1072388,1.1684203,0.98094594,0.9723904,1.0533135,0.99570787,0.9729096,0.9626727,1.1807879,0.9813008,1.0241718,1.0385605,0.9555123,0.9858434,1.1441642,0.90693045,1.1480062,1.0998594,0.97011065,0.93172723,1.1368968,1.0545837,1.1014931,1.012892,0.65237737,0.9682911,0.9542873,1.052389,1.0766529,1.2260185,0.98726714,1.0844804,0.7570251,1.0054494,0.9667712
orange,1.2615227,1.1084163,0.32992852,1.1394769,1.3639271,0.45471746,0.38634473,0.7193939,1.0198323,1.4976437,1.4697233,0.64011365,1.3162011,1.2932187,0.6581745,1.442791,1.2850567,1.1637536,0.5524814,0.86891603,1.3306996,0.50796235,1.1211016,1.0123863,1.0445293,0.7087884,1.2413712,0.4945169,1.0836254,1.372573,0.91061044,0.67014396,1.391655,0.81245875,1.191536,0.8724916,0.88321126,1.3642011,0.61815107,0.48779428,1.5157303,0.6092441,1.020001,0.9062853,0.9322426,1.081619,1.2776107,1.26373,1.3511685,0.16714716,1.1241124,1.1067237,0.6490117,0.63907886,0.99338746,0.98539144,0.9269865,0.8659688,1.2945669,0.651327,1.0563023,1.1038775,0.61904365,1.1760393,1.065379,1.2134056,0.6351572,1.2717957,0.9317395,1.2981272,1.3986367,0.9129709,1.412952,0.83952355,1.3908262,0.7238792,0.9609272,1.1441346,1.2382597,1.341722,1.1611705,0.3335089,1.0915614,0.73039675,0.9777995,0.0,1.4496086,0.77022624,1.4000314,1.3901068,1.280137,0.5729145,0.69683325,0.70819247,0.92478037,0.65898323,0.5861345,1.0486289,0.71899605,0.95147717,0.3943414,1.1893499,0.80949724,0.6525128,1.358813,0.67417425,0.8562671,1.2224966,1.1868072,1.3424637,1.0107334,1.1914887,0.9739782,1.3320038,1.3164322,1.2778736,0.461164,1.1635814,0.44274294,1.101405,1.1056085,0.848127,1.113559,0.68421316,1.3752799,1.2737038,1.3972435,0.40622377,0.66721827,0.588282,1.1093237,1.0017362,0.71936196,1.1442904,1.1911525,0.91776174,0.7033582,1.1683061,1.0547078
