,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
spoon,1.2634792,1.0118306,0.9265684,1.0491724,1.2215589,1.0154489,0.8728888,0.75937533,0.6833948,1.2512167,1.327892,0.8972944,1.0693341,1.2828947,0.8814839,1.3659902,1.1331513,1.1438417,0.808061,0.6336602,1.1329345,0.5639392,0.78151584,0.8107652,1.0422484,0.83243316,1.1430392,0.8374478,1.2296984,0.9699419,0.5586451,0.84124523,1.1878091,0.8458149,0.98343176,0.9867149,1.0315784,1.165482,0.62187386,0.69669896,1.2609206,0.83851814,1.1063373,0.83884794,1.1093056,1.1652857,1.0546703,0.96216786,1.3822492,0.8192449,1.2651508,1.2611899,0.837426,0.87048215,0.86991453,0.9636005,0.20278978,0.99645823,1.0454612,0.97559845,0.9901087,1.2215458,0.8695849,1.2726059,1.0799739,1.0112585,0.99053264,0.83451915,1.0806061,0.95223963,1.1716154,0.8457372,1.3672638,0.253677,1.0613027,0.7662771,0.9080386,1.0488101,1.2813119,1.0759085,1.1157835,0.97847366,0.99394375,0.9293153,1.0998594,0.848127,1.1487663,0.91951984,1.4102516,1.3584034,1.2476968,0.6789303,0.52191246,0.90006566,1.0488497,0.8828333,0.62018454,0.8634198,0.43725824,1.0826591,0.9255512,0.93600667,0.65206695,0.87740195,1.0485153,0.8003956,0.8836546,1.1568171,0.7972158,1.4067166,0.91640466,1.2838646,0.2494331,1.2334073,0.8669637,1.2774965,0.77791387,1.2402974,0.8455925,1.048701,0.683897,0.0,0.8985871,0.9077422,1.1059519,1.3577805,1.263524,0.82674766,0.9285268,0.8125866,0.7166392,1.0260721,1.0248677,0.6694727,1.1995194,0.74510753,0.860841,1.1055601,1.2665122
sprinkler,0.87676394,0.95148647,1.1033882,1.1691658,1.1498017,1.0192126,0.98048574,0.9902626,0.8011299,1.0752686,1.0485312,0.95976514,0.80726486,1.1300656,0.9373599,0.97445107,0.9476948,1.0940553,0.93341094,1.067292,0.90536785,0.984211,0.8406292,0.9245377,1.0493687,0.8681066,1.1628805,1.0545835,1.1371475,0.8917895,1.0695434,0.9274004,1.012216,1.101983,0.926626,0.872587,1.0904063,0.9382252,0.93041074,0.874726,0.97452855,0.8863256,1.0573301,1.0397023,0.8919642,0.96203226,1.0022835,0.8098753,1.1436172,1.0631313,1.1225921,1.2218124,1.0549344,0.9416711,1.0004996,0.81121725,0.933497,0.93501866,1.1731776,1.158362,0.90498924,0.9538113,1.0774537,1.2761383,1.2179645,1.095214,1.1197448,0.763764,1.023591,0.84897363,1.062002,0.97551143,1.162628,0.7639407,0.8282712,0.8573253,1.1173495,0.8624085,1.0263684,1.0411743,1.0384365,1.1199496,0.82102597,1.0506951,0.97011065,1.113559,1.1375078,1.019682,1.0517651,1.0804471,1.1333928,0.884328,0.87722474,1.0842397,0.9011762,0.93690497,0.8897306,0.9559391,0.9983166,1.0095141,1.0563083,0.76486516,0.9033728,1.1613469,1.0631478,1.0606807,1.0910901,1.1432078,0.7295594,1.1565256,0.7482944,1.0589,0.7235465,1.1513723,1.0455735,1.0304533,0.8460987,1.0461617,1.072181,1.0298177,1.1571486,0.8985871,0.0,1.0244178,0.93207955,1.12234,1.2047745,0.8713889,0.9857109,0.9289846,0.91452765,0.76447076,0.8661883,1.015331,1.1003177,0.72830665,1.0198728,0.96214586,0.9669591
strawberry,1.0928783,1.2058156,0.32830942,1.1175747,1.266489,0.59579605,0.66745645,0.7263909,1.0121264,1.3726128,1.4129837,0.94257617,1.1897998,1.1916178,0.6988424,1.3243115,1.2010586,0.9464602,0.808671,0.8864734,1.1468998,0.77363086,1.0981534,0.982195,0.80606955,1.0146347,1.2843047,0.9772537,1.2844508,1.2850785,0.8744797,0.7287645,1.2972301,0.8707679,1.1268455,0.69258577,0.99736834,1.2728983,0.80483645,0.81642973,1.3711435,0.80713344,0.808255,0.8395971,0.91653216,0.93349147,1.2248622,1.0880231,1.33173,0.67258006,1.0990555,1.0370317,0.93028283,0.7321993,0.63111293,1.0900759,0.8920275,0.602342,1.0770153,1.0775328,1.0421373,1.1698347,0.72278357,1.2310047,1.0680672,1.1394409,0.9568575,0.9981116,0.813002,1.1287948,1.2782809,0.90219027,1.3863306,0.95969063,1.1971267,0.97811335,0.95025903,0.9091135,1.122208,1.3176832,1.1945273,0.88212955,1.0080713,1.0958384,0.93172723,0.68421316,1.3058292,0.8282312,1.3440108,1.3966544,1.1415082,0.9181413,0.95548064,0.8578671,0.69709796,0.92750174,0.7332536,0.64964396,0.73567355,0.752037,0.8802942,0.9901687,0.9162399,0.9234213,1.2026994,0.7967608,1.000168,1.1478841,1.0437449,1.3593371,0.88609695,1.302629,1.0007976,1.2337618,1.2367234,1.1946731,0.88102245,1.1153402,0.86401117,1.1728997,0.9829129,0.9077422,1.0244178,0.0,1.2120224,1.2654325,1.258633,0.7668136,0.9663468,0.8651264,1.1067781,0.9983384,0.7376251,1.0563669,0.9367735,0.9805486,0.97710437,1.0979488,1.0956956
stroller,0.6235069,1.0189418,1.2774345,0.95344967,0.88024324,1.1865575,1.2467233,1.1752193,0.9663261,0.7922134,0.54591054,1.2399739,0.73509705,0.85456115,1.1198498,0.7029153,0.85100806,1.0680335,1.123906,1.1187202,0.84091014,1.3218049,0.89173126,0.8323567,1.111631,1.0120939,0.8563882,1.3939028,0.76389587,0.46407342,1.1677955,1.1912408,0.6120999,1.2083235,1.0567594,1.0808998,1.1271893,0.469355,1.2755629,1.3553662,0.54097724,1.1106424,0.96524096,1.1481746,0.7817574,0.8262888,0.7689489,0.8132005,0.7814441,1.383816,0.97466093,1.0411351,1.3656335,1.1024867,0.89666957,1.1096213,1.2160016,1.0201368,0.8213705,1.3019683,0.81880593,1.0324913,1.3462973,0.93050396,1.0628806,1.0434246,1.019607,0.8126588,0.99597573,0.88084304,0.5942504,1.0578305,0.70715195,1.1447357,0.5772822,1.1814886,1.1391184,0.89083505,0.7549773,0.5274404,0.9053243,1.3500233,1.0302057,1.2807877,1.1368968,1.3752799,0.70196414,1.1244051,0.7664971,0.7417472,1.0520312,1.3064324,1.317464,1.2206266,1.0253214,1.0968655,1.2667675,0.8316703,1.2193017,0.98249966,1.3250842,0.5637522,1.1059057,1.3370919,0.6917299,1.1177555,1.2490022,0.9603733,1.0188335,0.8264914,0.71457,0.9731677,0.88742006,0.7578304,0.8252094,0.9834188,1.2063577,1.0743974,1.212003,0.9304838,1.0050496,1.1059519,0.93207955,1.2120224,0.0,0.9260774,0.8417971,1.3409827,1.2869415,1.4401108,1.0580261,1.0290738,1.0872139,1.0505822,0.9755935,0.8721866,1.2557005,0.85389805,1.1138058
sweater,0.88931733,0.86647165,1.3026677,0.70324934,0.58943343,1.2059582,1.347395,1.2975516,1.1897485,0.66279346,0.5888178,1.3111023,0.98261887,0.47804856,1.2306752,0.62290275,0.9622104,0.99305433,1.3618124,1.2352127,0.9210566,1.2973776,1.1665521,1.2108942,1.0957328,1.2698966,0.9589972,1.1602726,0.8057832,0.92498803,1.08932,1.314057,0.7641288,1.2020699,1.0111467,1.0574645,1.1093606,0.7625365,1.2429632,1.3935342,0.73518825,1.3850588,1.0182391,1.1784925,1.1181532,0.8417156,0.96298766,1.120029,0.14494586,1.3208762,0.8877846,0.7788352,1.140826,1.3947513,1.181147,0.9869347,1.2893679,1.2381921,0.8313524,1.1192977,1.008082,0.9329536,1.3060777,0.63997865,0.9059496,0.7608384,1.2160554,1.098742,1.1570997,0.92785025,0.6208945,1.1111512,0.47412384,1.3476636,0.87792397,1.3892305,1.0290968,1.0779347,0.74801755,0.85661125,0.7754456,1.240556,1.1515876,1.083333,1.0545837,1.2737038,0.8268265,0.8177185,0.1920538,0.46483207,0.8532298,1.3666167,1.2500725,1.2528963,1.2147167,1.3103565,1.237947,1.1835877,1.2906668,1.1764414,1.2394378,1.0782839,1.3968205,1.1639154,0.9872328,1.229572,1.0284673,0.45187664,1.1518427,0.31895924,1.1873899,0.7409466,1.3230786,0.7240475,1.054127,0.76680756,1.362766,0.7964498,1.3104986,0.9438,0.90461427,1.3577805,1.12234,1.2654325,0.9260774,0.0,0.6261871,1.438701,1.1326067,1.2410829,1.0926178,1.1623088,1.2156577,0.99760646,0.91496825,1.3191009,1.1586391,1.0320284,0.94262505
table,0.7826668,0.99483514,1.3511009,0.6912981,0.34250224,1.1913899,1.4283742,1.2740352,1.0826137,0.2889731,0.41626358,1.4645095,0.70417136,0.5723725,1.3324625,0.54464924,0.8928174,0.57516783,1.4043782,0.9040227,0.5462382,1.4354808,1.1236322,1.0807172,1.060736,1.4483494,0.8475649,1.360926,1.08621,0.75678414,1.0253326,1.336473,0.67682016,1.0837224,0.91956943,1.0759914,1.1858113,0.6512587,1.2247145,1.5183723,0.44159055,1.381029,1.1070251,1.0237812,1.2627954,0.81852514,0.8614181,0.8686958,0.53017116,1.3946035,1.0299546,0.899028,1.3227732,1.3319101,1.1575334,1.242385,1.1484501,1.1853683,0.5073036,1.3263438,1.1397369,0.9354907,1.1253564,0.8860961,0.8237275,0.7235426,1.4877634,0.99850667,1.2140781,0.80576193,0.7891003,1.0161366,0.59584206,1.4105382,0.6245526,1.3403997,1.0355141,0.8965749,0.68891716,0.7862252,0.99871343,1.387131,0.9244321,1.4405168,1.1014931,1.3972435,0.6105294,1.2589562,0.46924812,0.6804364,0.37657583,1.521838,1.325952,1.3615047,1.1350305,1.5937725,1.3577884,1.1139425,1.0552764,1.173476,1.4829991,1.0714549,1.3888564,1.3422972,0.75074506,1.4499769,1.2141993,0.8193592,1.0156901,0.62314606,1.2749636,0.9999876,1.312037,0.4623924,0.6546353,0.60367966,1.6060404,0.64428794,1.4278853,0.95518035,0.7218137,1.263524,1.2047745,1.258633,0.8417971,0.6261871,0.0,1.451217,1.3861932,1.4474268,0.7851268,1.1541984,1.0868992,0.59883165,0.65383273,1.3327532,1.4871969,0.9950542,0.94680995
tape,1.2567264,1.1324294,0.54869735,1.3349172,1.5460999,0.52427256,0.387587,0.7560763,0.6520084,1.4927592,1.5881898,0.5340464,1.1938521,1.4315581,0.67091,1.4566388,1.1650236,1.0360101,0.42600584,0.6473887,1.2186575,0.51774645,0.98222715,0.78532547,0.95889086,0.6201197,1.1229088,0.776896,1.1972928,1.3308704,1.0407512,0.47853523,1.4791713,0.8162445,1.1113364,0.7719054,0.8827692,1.4693332,0.79925174,0.4015882,1.5328443,0.41861606,1.0327516,0.73017347,0.9442356,1.2262955,1.3314855,1.0967722,1.554025,0.32991183,1.1322731,1.1553104,0.8372878,0.6579717,0.99540246,1.0360895,0.78848946,0.80185366,1.3880268,0.63846093,1.1438333,1.063877,0.6285027,1.3301117,1.0558859,1.4260316,0.5410063,1.1395472,0.9005731,1.2569056,1.4678441,0.70526665,1.573991,0.6521062,1.3658087,0.5659554,1.1169033,1.0246613,1.4089477,1.3673861,1.2617128,0.41562188,0.91442263,0.78782713,1.012892,0.40622377,1.4567528,0.8437567,1.5399519,1.535465,1.2392299,0.46754688,0.5754642,0.773393,0.82189596,0.50437826,0.49644876,0.9733006,0.5642198,0.89999425,0.49214685,0.95724624,0.5898864,0.6991365,1.3766391,0.6574254,0.8534275,1.3402892,0.8873551,1.5324073,0.7416426,1.2634544,0.85867405,1.4237788,1.1867608,1.2528183,0.2518562,1.2049775,0.41202366,1.1554149,1.2978499,0.82674766,0.8713889,0.7668136,1.3409827,1.438701,1.451217,0.0,0.7564329,0.65189695,1.1395036,0.8009523,0.58260894,1.0190016,1.2253063,0.7336047,0.66517097,1.2147913,1.0433744
toe,1.199086,0.5352338,0.7654801,1.0265908,1.0563875,0.89106274,0.89655274,0.9872472,1.1795053,1.3574529,1.2794939,0.7931733,1.2874051,1.2040823,1.0089042,1.2987702,1.2074113,1.3225272,0.86559993,1.1941917,1.3563926,0.5588169,1.0220008,1.1816745,1.1622124,0.82717645,1.2401384,0.46811545,0.8964049,1.232669,1.0467279,1.0659583,1.2627769,0.94772404,1.2365707,1.0887591,0.903744,1.2552446,0.79495275,0.7739801,1.4314013,0.9062272,1.1253517,1.0464472,0.9963322,1.1361204,1.3024236,1.2628199,1.133596,0.62358177,1.1140406,0.99016666,0.14045358,0.9206541,1.1875434,0.30382836,0.975918,1.1896883,1.3067529,0.41869205,0.8530729,1.1640762,0.83429796,0.79270226,1.1338173,0.7167417,0.63006544,1.1954044,1.1030433,1.2182646,1.160014,1.1419793,1.0677136,0.8629925,1.3282228,0.95967704,0.7599574,1.1879016,1.1597903,1.1907198,1.1520305,0.46214837,1.1676438,0.33965898,0.65237737,0.66721827,1.344373,0.9336804,1.1445218,1.0384355,1.2044841,0.7097562,0.7089547,0.7205242,1.1493689,0.69388837,0.7832794,1.190351,1.1198334,1.1326792,0.4992311,1.2311198,0.9136527,0.33131808,1.3494244,0.8029349,0.5638372,1.0607932,1.2180846,1.0084567,0.9093846,0.8550221,0.9932358,1.309212,1.3129508,1.3498709,0.49360466,1.2784246,0.7709007,0.5415591,1.1939813,0.9285268,0.9857109,0.9663468,1.2869415,1.1326067,1.3861932,0.7564329,0.0,0.535554,1.0271628,1.0422254,1.1436497,1.3729105,1.2507777,1.030434,0.41197252,1.2159594,1.0741096
tooth,1.2676265,0.8617203,0.7287709,1.1319242,1.329737,0.84753585,0.7678735,0.77269495,1.0855105,1.4149615,1.4579277,0.79390955,1.2684095,1.2461065,0.8288898,1.3923599,1.2222972,1.1504649,0.79244363,1.1318953,1.229708,0.62560594,0.94577754,1.0713552,1.063695,0.81944436,1.2444171,0.3910327,1.0558057,1.3509076,0.84623617,0.8868774,1.3356935,0.79582214,0.87794435,1.0057598,0.8891205,1.4102864,0.67743605,0.566885,1.4260015,0.7997639,1.0164322,0.84320104,0.97397506,1.0408418,1.211818,1.233811,1.271843,0.60051864,1.0574659,1.0860918,0.5404127,0.8716264,1.0941842,0.70249355,0.8793936,0.95337176,1.311512,0.5854667,0.83966845,1.0567455,0.65335774,1.0528709,1.0823423,1.0526841,0.72028804,1.2497959,0.9555776,1.1306083,1.2592237,0.9575601,1.2573023,0.77615297,1.3698528,0.8035939,0.85121226,1.1069634,1.1069769,1.313909,1.0992848,0.563598,1.0494881,0.48089027,0.9682911,0.588282,1.4104941,0.76396537,1.2942206,1.1807954,1.2668414,0.64328426,0.7030039,0.6439887,0.98389655,0.73759884,0.774537,1.171374,1.0186843,1.0030996,0.62093174,1.2722172,0.93650687,0.51907545,1.3000839,0.69180095,0.7136482,1.1245999,0.97130096,1.2365358,1.101697,1.0014236,0.8750808,1.387337,1.3678323,1.1857225,0.62576246,1.1757959,0.7029394,0.8705797,1.1633371,0.8125866,0.9289846,0.8651264,1.4401108,1.2410829,1.4474268,0.65189695,0.535554,0.0,0.8684925,0.94097,0.8807522,1.2512721,1.2832043,0.9171465,0.5250238,1.172767,1.0006546
toothbrush,1.0837526,0.97589844,1.0961751,0.7070879,0.7213181,1.041516,1.1110159,1.0182852,1.0272754,0.79489094,1.0059932,1.1607366,0.89848953,0.8306429,1.1953505,0.97998214,1.0954559,0.7732539,1.0809954,0.9761882,0.8200542,1.0971004,0.98333895,1.0219527,1.0908127,1.1504346,1.1417226,0.92612326,1.2894373,1.0112189,0.91249144,1.072991,1.0582777,1.0610324,0.60694194,1.1614577,1.1598338,1.0558815,0.9796614,0.9017889,0.8886451,1.1071477,1.1318737,0.8235416,1.32725,0.9761126,1.0822866,0.9648629,1.028689,1.1059382,1.1290802,1.1049165,0.8747753,1.0415586,1.0973591,1.0460051,0.6585349,1.1678106,0.65496844,1.0572708,0.8077439,1.0591575,0.6643435,1.0506083,1.0223591,0.5345156,1.2375476,0.9249773,1.2376738,0.7480631,1.0404632,0.9161755,0.9761777,0.8359058,0.91390204,1.0338628,0.8165376,0.99405026,0.8427329,1.0301752,1.0529233,1.0746646,0.89925665,1.0014415,0.9542873,1.1093237,1.0552851,1.2108812,1.0022556,1.0499722,0.74811924,0.94791317,0.67082506,1.0620047,1.1567528,1.2695452,1.1296674,1.1201972,1.0254048,1.2206582,1.2246239,1.0355524,1.0998026,1.0314442,1.0166203,1.159318,0.880737,1.0068749,0.76604486,1.0566337,1.1311312,1.0683253,0.8309201,0.9419733,0.9016392,0.8122406,1.1520954,0.9475716,1.170217,0.8601562,0.9178386,0.7166392,0.91452765,1.1067781,1.0580261,1.0926178,0.7851268,1.1395036,1.0271628,0.8684925,0.0,1.0225219,0.97353464,0.8467103,1.0969143,0.97204375,1.0213175,1.1136866,1.123472
towel,0.83853203,0.9740298,1.0881643,1.1558155,1.1679524,1.0313313,0.9774717,0.824446,0.8241855,1.0416204,0.97815233,0.8253572,0.8162341,1.0954013,1.0669156,0.6895463,0.9770745,0.9898685,0.87454885,0.92270595,0.928205,0.94375217,0.9071767,0.8970436,1.0713326,0.83744,1.153288,0.99610835,1.0113294,0.96362233,1.0144576,1.0292053,1.0956591,1.0355259,0.8474407,1.0629722,0.9346087,0.9757157,0.90321815,0.82236385,1.0249221,0.79301894,1.1437443,0.9480459,0.95677,1.0522852,1.0649804,0.84240913,1.1850128,0.97441065,1.1094587,1.2481337,1.1355817,0.7695605,0.9915204,0.85827535,1.0439031,0.94537127,1.1706645,1.1699607,0.6156463,0.87586224,0.8355526,1.326711,0.7396047,1.1888244,1.0249646,0.98124546,1.1386223,1.094628,0.91254896,1.049491,0.9913559,0.92687386,1.1000409,0.8791162,0.92830354,0.89545625,0.9050767,1.1485618,1.0569862,1.040931,0.13562703,1.0600994,1.052389,1.0017362,1.1059272,1.1132904,1.0602971,0.9664849,0.89136845,0.8725444,0.9723004,0.8111414,0.98717546,0.77709687,1.0132318,0.9885864,0.92303187,1.1006873,0.91744137,0.5977571,0.92232937,1.1600735,1.103057,1.1385077,1.0192076,1.1614212,0.93812484,1.119031,0.7872983,0.90435636,0.8786241,1.249946,0.90465206,0.97677696,0.8965826,1.0342656,0.89086527,0.9435803,1.1158018,1.0260721,0.76447076,0.9983384,1.0290738,1.1623088,1.1541984,0.8009523,1.0422254,0.94097,1.0225219,0.0,0.951322,1.0026293,1.133418,0.91385525,1.1278496,0.98003703,1.0258073
toy,0.870944,1.155474,0.57022536,0.97859925,1.3152275,0.40198374,0.8024703,0.7526113,0.80070084,1.1480013,1.2528057,1.056946,1.0774815,1.1167021,0.73689324,1.1728474,1.2231128,0.67517155,0.85001934,0.78338134,0.7678758,0.9681721,1.0743163,0.7584566,0.8623034,1.0819407,1.0395063,1.0171478,1.2453668,1.2009172,0.92618966,0.78374124,1.3249209,0.84357226,0.97345424,0.52660275,1.0410187,1.1617649,0.8016353,0.8731916,1.0842377,0.7888273,0.89318264,0.77981234,0.85531473,0.6039569,1.28673,1.0675985,1.2432219,0.75670725,1.2673674,0.906702,1.070607,0.9676115,0.98364145,1.1998482,1.0282553,0.46819985,0.9766011,1.059004,0.9006493,1.2448621,0.4786961,1.261404,1.1068513,1.1443579,0.8831846,1.0629467,0.85613793,1.0562338,1.1638242,0.8216305,1.3059447,1.011012,1.0652907,1.1127257,1.1026208,0.9006978,0.8518845,1.2092913,1.093976,0.94604045,0.93368024,1.2366338,1.0766529,0.71936196,1.3614316,0.8393352,1.241637,1.3867291,1.0643595,1.0119698,0.9415434,0.95578635,0.7222646,0.9498552,0.9487345,0.9759898,0.82604414,0.84589386,0.9758928,0.8121533,0.9442272,1.0019069,1.1887066,0.89764166,1.1037335,1.2194421,0.69748646,1.3573878,0.73924863,1.3383541,1.0677446,1.1095556,1.2417698,0.8280062,0.84408087,1.1120731,0.90173924,1.2262381,1.0713758,1.0248677,0.8661883,0.7376251,1.0872139,1.2156577,1.0868992,0.58260894,1.1436497,0.8807522,0.97353464,0.951322,0.0,0.8535634,1.129903,1.0167019,1.0838449,1.3089831,1.1928091
tray,1.0200886,1.0653846,1.17727,0.8754925,0.8759564,1.1268489,1.2316635,0.8389354,0.5793247,0.7123777,0.92226636,1.1886446,0.7867964,0.8964901,1.1387773,0.9095889,0.9378144,0.6346623,1.2031908,0.40184832,0.60279083,0.9408696,0.95983225,0.8510884,1.0008942,1.2235727,0.91600287,1.1886194,1.2350677,0.96372986,0.5927831,1.1365275,1.0615904,0.92969805,0.8823631,0.9545269,1.0770534,0.9518359,0.79366386,1.1339521,0.8147121,1.1725872,1.1264052,0.7808572,1.2405884,0.97365916,1.0100806,0.7959156,0.99903136,1.1740186,1.1752664,1.0424931,1.3125184,1.2606112,1.1271577,1.246356,0.62860954,1.0170424,0.7269282,1.2762065,1.1620573,1.1341524,0.87509847,1.1652486,0.8192124,0.9464059,1.3679268,0.9134447,1.1386938,0.84981465,1.0508018,0.82721853,1.0554545,0.7972616,0.8744841,1.172853,1.040751,1.0213655,0.97714704,0.9474158,0.9637166,1.3373423,0.8061155,1.3674326,1.2260185,1.1442904,0.8441454,1.1434264,0.97072697,1.0553547,0.72576857,1.196064,0.9394436,1.1447461,1.0370232,1.3208666,0.8150493,1.0940839,0.395321,1.1237171,1.2659239,0.8941028,1.0354285,1.2045243,0.90057606,1.2229545,1.136894,0.9930881,0.77740717,1.0675886,1.0592704,1.1482968,0.8906248,0.88306934,0.681635,0.7661512,1.2380532,0.98534095,1.2389712,1.1181383,0.42751718,0.6694727,1.015331,1.0563669,1.0505822,0.99760646,0.59883165,1.0190016,1.3729105,1.2512721,0.8467103,1.0026293,0.8535634,0.0,0.9777844,1.1167688,1.3468441,1.1742015,1.0891888
tree,0.99682164,1.1577775,1.0697417,0.98322904,0.76506424,1.1312169,1.1563697,1.0799623,1.1378872,0.71856225,0.8814993,1.1022005,1.0120766,0.93520904,1.0771601,0.9427283,0.7265834,0.9009769,1.1191652,1.0226861,0.98791325,1.267475,1.0922234,1.1465662,0.92955667,1.1773516,0.7251962,1.2853718,1.1443003,1.0085984,1.1520047,1.064384,0.88083273,1.1012948,1.0370457,1.0822865,1.0944453,0.98672956,1.1990508,1.174158,0.8680333,1.1337974,1.0219182,1.1168944,1.1738358,1.0517793,0.94234264,0.9950842,0.9076452,1.1690862,0.8634617,0.9750523,1.2000241,0.9335025,0.65368086,1.2714424,1.1105146,1.0033071,0.8621863,1.1566492,1.2812886,0.86323833,1.1914797,1.0174611,0.8067017,1.052391,1.2545104,0.84300226,1.026784,0.93143976,0.99914193,1.0412511,0.88777864,1.2020364,0.8945142,1.0746659,1.0663805,0.999031,1.035926,1.0007212,1.0619165,1.1280922,1.0702593,1.2367414,0.98726714,1.1911525,0.77103484,1.1352733,0.87986755,0.9781079,0.8797021,1.155678,1.1783856,1.1277913,1.051693,1.2721176,1.1981375,0.7001414,1.0782554,1.014975,1.2099935,1.0455842,1.0787778,1.1503695,0.9401557,1.1669716,1.1723714,0.96773577,1.022199,0.9354181,1.1169319,1.0506699,1.2157508,0.6931157,0.85562706,0.73157024,1.2433565,0.76979256,1.120616,1.1561135,1.0005982,1.1995194,1.1003177,0.9367735,0.9755935,0.91496825,0.65383273,1.2253063,1.2507777,1.2832043,1.0969143,1.133418,1.129903,0.9777844,0.0,1.1028208,1.1886189,0.7856527,0.8402663
vacuum,1.2183598,1.1465747,0.96321785,1.4177561,1.3468587,0.9508058,0.6381649,0.9824412,0.74713916,1.2894417,1.2317488,0.50854933,0.92074645,1.3587732,0.9735756,1.3764303,0.9435597,1.1493516,0.40801382,0.9471276,1.1428005,0.988584,0.34985054,0.6223862,1.0811267,0.24198961,0.9923017,1.0213947,1.1220695,0.79255974,1.2216303,0.62800264,0.9388026,1.157161,0.89821357,1.0485365,0.87260306,1.077711,1.1248385,0.4144959,1.123306,0.38435793,1.0813221,1.0776452,1.0622826,1.3222659,0.7070186,0.81252027,1.3182764,0.8437028,1.0656329,1.3174874,1.0809238,0.7591396,0.8360109,1.1552925,0.7953683,1.1502337,1.3057835,1.0041997,1.2255075,1.0181781,1.1119914,1.282713,1.3610785,1.386246,0.77421993,0.83753574,1.0127951,0.92642075,1.1278921,0.79612267,1.2676415,0.50368226,0.94383335,0.49151927,1.3284358,0.83563703,1.3831162,1.0465232,1.2224123,0.79944,0.99244386,0.8687656,1.0844804,0.91776174,0.89938146,1.1030279,1.3277999,1.1785234,1.247469,0.41523898,0.66040736,0.89924634,0.9776652,0.69104296,0.8885937,0.73278034,0.9889303,1.0218374,0.76481223,0.7113043,0.6455728,0.9810622,0.7412662,0.8234534,1.0845351,1.336587,0.9972638,1.3162175,0.82044566,1.027437,0.45510507,1.1900305,0.93706733,1.2143859,0.6793931,1.218823,0.6840227,1.2238927,1.3188949,0.74510753,0.72830665,0.9805486,0.8721866,1.3191009,1.3327532,0.7336047,1.030434,0.9171465,0.97204375,0.91385525,1.0167019,1.1167688,1.1028208,0.0,0.8634162,0.7171858,1.1058344
watch,1.3414216,0.8133017,0.81790125,1.2109988,1.3316225,0.959526,0.7542578,0.9655771,1.0733958,1.4792317,1.4438646,0.59882647,1.3648496,1.2360377,0.97140485,1.4218104,1.1252549,1.3071679,0.747303,1.2241106,1.4401863,0.6083144,1.038966,1.2088931,1.00608,0.70837057,1.1496928,0.46994215,0.92856133,1.2452023,1.0749888,0.8587904,1.3168259,0.9394502,1.036163,1.0688931,0.8167473,1.367122,0.91028476,0.5545188,1.500407,0.8560126,1.111634,1.070605,0.99337256,1.2431711,1.2616268,1.2649795,1.258343,0.6946104,0.95211965,1.08761,0.45104003,0.8337111,1.0858817,0.7079884,0.84842014,1.0904995,1.4076288,0.3264627,1.0347759,1.0482074,0.9163306,0.8242547,1.226303,1.0513439,0.44615793,1.086406,0.9832037,1.0403421,1.1760885,1.0451661,1.2706002,0.66423666,1.3201547,0.7642684,0.9012953,1.2772666,1.3024254,1.1502784,1.0284395,0.44698322,1.2726703,0.14993644,0.7570251,0.7033582,1.3722382,0.89034796,1.3354114,1.2217512,1.3152958,0.45627546,0.57820237,0.70526195,1.1450887,0.56458724,0.6815868,1.100471,1.0923712,1.0973049,0.47123003,1.1883161,0.8108256,0.31336856,1.3416483,0.6574757,0.6388122,1.0412384,0.98062813,1.1766533,0.9029435,0.9269096,0.90445936,1.3205638,1.3548911,1.3238307,0.37920165,1.2057855,0.6640611,0.8918395,1.3200393,0.860841,1.0198728,0.97710437,1.2557005,1.1586391,1.4871969,0.66517097,0.41197252,0.5250238,1.0213175,1.1278496,1.0838449,1.3468441,1.1886189,0.8634162,0.0,1.1294457,0.9775352
