,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,1.4227682,0.78129804,0.7010717,1.0290234,1.2309926,0.7516123,0.8301126,1.109454,0.9634042,1.2426866,1.2247952,1.3644876,0.55866706,1.2238559,1.322531,0.8954847,1.1124362,1.3043152,0.6643163,0.9822267,1.2904205,0.6561686,0.93848395,1.1690733,0.6605582,0.7990662,0.99295,0.9005875,1.2560282,1.3341736,0.9066047,1.1833115,1.1889064,0.91183734,1.1315522,0.7624444,1.2904804,1.1402333,0.5145588,1.3755509,0.72083604,1.1449032,1.0755543,1.3786365,1.197746,1.0664707,1.130538,0.9212295,0.89307666,0.8232211,1.1420232,0.9631136,0.49547595,0.8114652,1.2517573,0.6324231,0.68041044,1.2796898,1.0488064,1.2925038,0.48917365,1.3276432,0.8958814,1.0095196,1.367976,0.9820185,0.6127474,1.0962405,1.1883378,1.2701477,1.3211557,0.71545,1.296258,0.6929389,0.6536418,1.2066131,1.1597577,1.0929072,1.4111863,1.3020884,0.673138,0.45425355,0.38660783,0.79172206,0.48898,0.0,0.7807913,1.4012537,0.9481989,1.354279,1.2358867,1.2597224,0.5906048,0.57291776,0.61906207,1.0085783,0.96880776,0.5737958,1.2564466,1.1564579,1.072704,1.0252444,0.59311724,0.93603915,1.3643417,1.1256,1.2977147,1.0426153,0.7145071,1.1389947,1.2420557,0.99411035,1.096437,1.2104884,1.1356794,0.9061267,0.82988936,1.1087868,0.91760457,1.0305977,0.58848107,1.0310479,0.6325314,1.1746811,1.0309944,0.73864883,1.1374199,1.1736373,1.2337464,1.4723971,0.90298986,0.40917873,0.4786967,1.0511426,0.8801125,1.0917879,1.5421063,1.1300213,1.0470579,0.9926779,0.4658109,1.0053928
orange,1.426561,1.0384725,0.31251514,0.73484087,1.3950503,0.41042376,0.35119617,0.96440923,0.8775856,1.4054568,1.1362298,1.4506612,0.66895866,1.3260002,1.4033537,0.6599334,1.0717198,1.1237652,0.59358406,0.47816324,1.2609365,0.24996144,0.70218444,0.9499949,0.79695517,0.7727339,0.7889199,1.2525086,1.3903888,1.1631882,0.6690867,1.3366139,0.97933936,1.0957923,0.79711807,0.6955821,1.3474517,1.1549344,0.51807827,1.4965165,0.5398419,1.2450144,0.784114,1.1505426,1.0390259,1.3354654,1.1843104,1.0343914,0.89974844,0.28779018,1.2654912,1.1650594,0.9080628,0.8632474,1.1397521,1.0122604,0.7364346,0.8737295,0.8963305,1.3224937,0.9370755,1.3540739,0.70179677,1.2696916,1.1754618,1.3028286,0.6438966,0.9758231,1.4453151,1.0502683,1.4430244,0.860172,1.3718985,0.7059829,0.79322624,1.083521,0.79248023,1.0427178,1.3646082,1.2237614,0.968937,0.3705864,0.53023446,0.878451,1.057628,0.7807913,0.0,1.3715703,0.80760276,1.3700007,1.4786375,1.3428301,0.663882,0.62917066,0.82032883,0.7736709,0.88752306,0.7299897,1.0628597,1.047111,0.68412805,0.9009974,0.9716649,0.5194968,1.4619044,1.0475637,1.3617237,1.1346693,0.915966,1.2960054,0.9503607,1.2231452,0.9638594,1.4000859,1.1876463,1.1353991,0.8009249,1.1979461,0.8724902,1.2860582,0.66814977,1.0196494,0.4213673,1.2922745,0.7169394,0.8305102,1.0146285,1.2996757,1.3847243,1.355973,0.31013823,0.82076657,0.82473344,1.099705,1.0153879,0.5193756,1.1977215,1.1061873,1.2117184,1.1981331,0.8245788,1.179599
oven,0.68498784,1.1909963,1.4995693,1.0447297,0.52962744,1.4349849,1.3901522,0.94595265,1.0648122,0.5799645,0.8904645,0.514655,1.3173244,0.57399,0.6854651,1.3355083,0.93760705,0.87596774,1.382968,1.1779947,0.6665248,1.3755512,1.2233132,1.1532099,1.2871706,1.1962991,0.99887985,0.93422055,0.6608162,0.92464656,1.1065202,0.6533843,0.8808937,0.91094536,0.97630936,1.3368391,0.6799766,0.979797,1.4645796,0.47977388,1.3810757,0.89376205,1.1184628,0.8588006,1.1207184,0.7195635,0.658738,1.2330937,1.0952318,1.3110805,0.7541929,0.817811,1.3254857,1.2148547,0.8694799,1.1850998,1.2751405,1.0958426,1.1352901,0.64386564,1.2077794,0.7473628,1.319891,0.7619284,0.7167165,0.8298005,1.3934845,1.0318292,0.65015686,1.0000248,0.6098361,1.213556,0.5421301,1.2030798,1.3445977,1.0086849,1.0108395,0.9819036,0.64208746,0.75808084,1.1415613,1.4820181,1.4752219,1.2853073,1.1917378,1.4012537,1.3715703,0.0,1.3166244,0.5603456,0.7056152,0.6624306,1.3578244,1.3775856,1.3847659,1.2265068,1.1809272,1.4256315,0.88855577,1.0194074,1.0600259,1.1539993,1.2145057,1.2374735,0.6078569,0.89957064,0.58046246,1.0102363,1.315584,0.8263297,0.93436354,0.8837435,0.9755463,0.651815,0.9596258,0.95615876,1.3425738,0.8291819,0.8894327,0.7798165,1.4636681,0.9919823,1.4725714,0.68660897,1.1378653,1.1737238,0.7443908,0.74982834,0.6506356,0.46521133,1.4188418,1.4033372,1.304908,0.9611996,1.1820298,1.2888751,0.48511255,0.85779387,1.0627959,0.8495207,1.344948,0.8994809
owl,1.1182489,0.8746079,0.84048843,0.7309832,1.2191163,0.8480825,0.88635725,0.9282868,0.9893012,1.2481551,1.1320351,1.2689424,1.00675,1.2913151,1.158927,0.37747943,1.0865542,0.92847925,1.0006149,1.0526841,1.1404486,0.81706274,0.9876374,0.76214117,1.0355669,1.0724621,0.8694908,1.1860317,1.1386349,0.8821687,0.89244556,1.2421539,1.0827572,1.1222317,0.9967368,0.74108267,1.2209661,0.9040855,0.9005929,1.32126,0.98691505,0.8657111,1.0713542,1.0032773,0.87906706,1.2634513,1.2351241,0.8130431,0.9217518,0.8315159,1.204912,1.2202755,0.8264854,0.8725296,1.132821,0.9083264,0.9120494,0.7630254,0.8817018,1.125819,1.0198491,1.0689231,0.8075069,1.2553049,1.1448274,1.0741687,0.94026136,0.85862935,1.2320515,0.88093716,1.1810354,0.9134339,1.2596684,0.95403844,0.7537663,0.88042825,0.9227354,1.072292,1.1158359,1.1326488,0.90844804,0.8635421,0.9347944,0.793002,0.7912679,0.9481989,0.80760276,1.3166244,0.0,1.229238,1.071494,1.1034238,0.96282566,0.94776803,0.6821631,0.8690078,0.7726819,0.8294065,0.9842703,1.1601799,0.95538855,0.8091953,0.95891756,0.73901147,1.1724821,1.0206132,1.195526,0.99232584,0.73954356,1.0529956,0.9992665,1.2159638,0.9181356,1.2153236,0.99584407,0.97605926,0.67989886,1.1890441,1.1780562,1.2245572,0.80715513,1.0300483,0.8300402,1.1225668,0.9944962,0.886711,1.0632919,1.1825144,1.2066379,1.2063382,0.8454651,0.79994255,0.877056,1.0720267,0.8629612,0.89176595,1.1251594,1.1102504,1.0275285,1.2005955,0.89225423,1.2531706
pajamas,0.42537653,1.1860912,1.3640945,0.9547037,0.40498388,1.2812691,1.3191447,1.1468332,1.4523809,0.5841005,0.7422845,0.45948553,1.319241,0.7805246,0.45732027,1.2597603,0.8898189,0.9774291,1.4899805,1.3859005,0.861527,1.4364114,1.485911,1.2461376,1.5003525,1.3149362,0.95547086,0.79004544,0.90585476,0.8335709,1.3136537,0.8521131,0.96683913,1.0784485,1.0277314,1.3294332,0.6773348,1.0102568,1.4897051,0.63732785,1.5237782,0.9282079,0.98737603,0.6468511,0.92906684,0.8761995,0.9363826,1.1133657,1.0836473,1.2662079,0.5974859,0.5360328,1.1013559,1.0389489,1.0070488,1.2208154,1.5369961,1.0626652,1.1741416,0.73064315,1.089851,0.47952205,1.229867,0.47967815,0.75010955,0.67054605,1.2894634,1.0692718,0.3117848,1.1974773,0.27938235,1.487642,0.82724905,1.4138131,1.2783628,0.7921293,1.0738463,1.2036114,0.45050913,0.79678595,1.0570083,1.4791131,1.3737867,1.404249,1.1357683,1.354279,1.3700007,0.5603456,1.229238,0.0,0.48240054,0.7071201,1.4978857,1.491485,1.3048022,1.2956744,1.2059982,1.3082453,0.8056197,1.1700295,1.2667398,1.1832312,1.172032,1.1169717,0.62569344,1.0680064,0.87465465,0.8509612,1.2293382,0.7775403,0.9878505,0.7763961,1.263416,0.26368356,0.877852,0.8957577,1.4619718,1.0025814,1.1441708,0.80379355,1.3062181,0.897563,1.4076631,0.6516143,1.2038537,1.559753,1.0924081,0.5890209,0.26283985,0.4457993,1.453177,1.1710956,1.2346624,1.0557891,1.2820671,1.293747,0.67586285,1.0218047,1.0414126,1.230871,1.3955,1.0137781
pants,0.6294302,1.0521777,1.4563715,0.91475433,0.49377543,1.4055159,1.4896336,1.0435287,1.3435102,0.6914746,0.98592335,0.63257253,1.293364,0.8124312,0.6089352,1.2320985,0.97702044,1.1483244,1.4490259,1.5626462,0.89020056,1.4152019,1.4121528,1.161726,1.2041833,1.2708542,0.8166764,0.70661,0.63903135,0.893764,1.4557863,0.7422458,1.209971,1.0222853,1.1066347,1.2141521,0.63795465,0.8956948,1.4529294,0.63856274,1.5190476,0.72129625,1.1855923,0.94793606,1.119583,0.7471161,0.9739811,0.86383176,0.9970119,1.4246428,0.6928341,0.80284536,0.9778901,1.0992537,1.1248043,1.0169628,1.4320391,1.1965642,1.1226585,0.78092843,1.1118219,0.56420493,1.3538854,0.6567987,0.8394946,0.7062515,1.2684028,0.99674803,0.37859476,1.0216271,0.13698435,1.2289326,0.72606605,1.3346425,1.0143131,0.81388867,1.0553013,1.2459505,0.5609915,0.8902816,0.99364406,1.4589903,1.4197571,1.2761003,0.90804684,1.2358867,1.4786375,0.7056152,1.071494,0.48240054,0.0,0.8959807,1.4105444,1.4038832,1.0377178,1.176652,1.1513008,1.1243279,0.95654327,1.2322487,1.3729199,1.1283164,0.9391013,1.0908464,0.55082446,1.0206375,0.8248073,1.0340389,0.9637439,0.83760524,1.0130221,0.8332136,1.1743487,0.33576286,0.89661527,0.6638587,1.1605229,0.9361663,1.2540679,0.7692693,1.2714248,0.932319,1.4661331,0.6136412,1.3521434,1.3384047,1.1780112,0.6776261,0.39654773,0.81703585,1.5265366,1.0803415,1.1279188,1.0117135,1.1233006,1.5125372,0.9255978,1.0278552,0.8538017,0.9379902,1.2459949,1.0117282
paper,0.79595786,1.1140945,1.4388498,1.217418,0.6198727,1.3506666,1.2118521,1.0426611,1.039696,0.51087064,0.88644373,0.5272425,1.2946513,0.53959763,0.56381404,1.2076732,0.7742516,0.41327894,1.2923994,1.2304783,0.5135025,1.3148067,1.1810915,0.9782282,1.3461587,1.1933905,1.2023959,0.91420776,0.8974836,0.7578504,1.130626,0.8465829,0.8386001,0.78631413,0.9683996,1.2621735,0.77564555,0.72720474,1.38814,0.5823923,1.3318627,1.0650688,0.978619,0.9255228,1.0241082,0.7607489,0.618688,1.0525421,0.9660521,1.2551806,0.7845088,0.9048912,1.2775533,1.1870117,0.98548794,1.1219745,1.2068944,1.0275447,1.235686,0.81631035,1.251919,0.9050921,1.0139338,0.90545434,0.8182745,0.8050251,1.4646022,1.1098801,0.8141571,1.0233322,0.83722365,1.1764463,0.7846873,1.0891058,1.3273582,1.0177265,0.94798094,0.811332,0.7440609,0.792812,1.2014256,1.3571365,1.401629,1.1408885,1.2160532,1.2597224,1.3428301,0.6624306,1.1034238,0.7071201,0.8959807,0.0,1.3000481,1.333421,1.3004786,1.1979355,1.2025392,1.3704884,0.63588536,1.1285428,1.0102692,1.1273195,1.244429,1.2350593,0.8808671,1.0640638,0.6413794,0.8864831,1.3777455,0.7006837,0.97649825,0.91275036,1.1106151,0.76501113,1.0657729,0.9868076,1.443646,0.8105062,1.0482998,0.7759764,1.4773802,0.95176804,1.3890735,0.76511085,1.0890385,1.2864715,1.0536062,0.9057392,0.7558654,0.40414572,1.3629025,1.369333,1.3683255,0.9119234,1.1089295,1.1476314,0.53567654,0.95273024,0.8235456,1.0690917,1.3883272,0.77857447
pen,1.4859121,0.90922284,0.59163356,1.1724209,1.4228595,0.63889354,0.6910589,1.043466,0.63692915,1.3029754,1.2123437,1.4665143,0.36968166,1.2800436,1.4748132,0.9646112,0.9606778,1.0853914,0.20071244,0.62682164,1.3340724,0.547088,0.541429,0.96803087,0.29941183,0.3947286,1.1947343,1.0994679,1.1761696,1.4201429,0.5750959,1.1771288,1.2238696,0.9104588,1.2223425,0.608573,1.313092,1.187237,0.14371216,1.4510043,0.31716323,1.221103,1.1631923,1.3041668,1.1541808,1.1195885,1.1674479,0.8216777,1.0582113,0.8684367,1.3247335,1.2651047,0.84521306,0.7614461,1.0585387,0.9780544,0.22055733,1.0888966,0.83637786,1.4120753,0.71185017,1.4936059,0.87846756,1.3313284,1.439277,1.3254428,0.35994452,1.0923376,1.4478643,1.1605048,1.4735707,0.28861094,1.2392501,0.55111784,0.62723637,1.1424176,1.2269099,0.9496745,1.6364014,1.2181813,1.0078517,0.55304885,0.27092654,0.4551944,0.9050194,0.5906048,0.663882,1.3578244,0.96282566,1.4978857,1.4105444,1.3000481,0.0,0.031132579,0.49951768,0.9117899,0.8774213,0.44761765,1.348009,0.8576919,0.7549832,0.9735793,0.9992515,1.0497488,1.3226278,0.96531475,1.2419268,1.1040211,0.8515315,1.225143,1.3444633,1.1761245,0.82204276,1.4197905,1.194543,1.1354097,0.50739145,1.2039104,0.646199,1.0656158,0.47135782,1.0083513,0.3425517,1.4262934,1.0428133,0.33399564,1.0008172,1.3656058,1.4695094,1.5015926,0.56244427,0.7251611,0.57219267,1.0298265,0.6048794,0.7430159,1.4976596,1.1535084,1.1529082,0.6791161,0.3975358,1.0539982
pencil,1.5270381,0.88556314,0.5731438,1.1316583,1.4190645,0.62833285,0.6959732,1.0686829,0.65527225,1.3274941,1.2041535,1.471509,0.29137605,1.2770126,1.5107718,0.9660534,0.94742936,1.1068275,0.20216477,0.6309563,1.3426691,0.48694956,0.5672225,1.0012984,0.3006569,0.37190938,1.1204532,1.1070936,1.1919447,1.4137843,0.5935219,1.1887493,1.2228823,0.9218865,1.2266712,0.5913962,1.3139863,1.2234485,0.08482838,1.4683186,0.32147825,1.1651998,1.1707324,1.3488017,1.1837837,1.1208155,1.173521,0.84551185,1.0885469,0.8803482,1.334895,1.273323,0.8066902,0.7097014,1.103475,0.975662,0.23649919,1.1069435,0.79127216,1.4381913,0.7175801,1.514457,0.8663424,1.3377181,1.4489428,1.3353546,0.36713374,1.1157355,1.4656389,1.1795641,1.4578044,0.2811023,1.2703533,0.5482811,0.5531944,1.153045,1.2494006,0.9843184,1.6488329,1.2103775,0.97268105,0.5563869,0.23415232,0.47658634,0.88085663,0.57291776,0.62917066,1.3775856,0.94776803,1.491485,1.4038832,1.333421,0.031132579,0.0,0.4719699,0.9383888,0.8375319,0.37901235,1.3707876,0.89882576,0.7874521,0.9969173,1.0107651,0.9703724,1.3485811,0.9452795,1.2794713,1.1232145,0.8421755,1.2484461,1.3327754,1.1737981,0.8322223,1.420726,1.2254356,1.1285063,0.5033592,1.20262,0.62291,1.1001949,0.4492681,0.9828155,0.33406252,1.4309239,1.0632812,0.36235774,1.0385855,1.3656092,1.4692178,1.5239401,0.5521612,0.6966642,0.5331104,1.0663891,0.6299455,0.7616381,1.5219502,1.142936,1.1305664,0.69575256,0.3889677,1.067077
penguin,1.3311484,0.78889644,0.7276566,0.92270446,1.1918461,0.8036027,0.88102806,0.9801628,0.9157938,1.2659652,1.2397225,1.3732064,0.64093405,1.2916024,1.2629695,0.85466266,0.9623955,1.2190367,0.49105453,0.9613089,1.2962795,0.66178036,0.8101709,1.050105,0.52891254,0.82469106,0.991733,1.0512786,1.1574314,1.2100371,0.9355269,1.160459,1.2447772,1.0474455,1.1480135,0.7370125,1.2616575,1.0595651,0.46285045,1.393,0.5932,1.1268563,1.1154414,1.285043,1.1079346,1.0754626,1.261418,0.60809696,0.97829854,0.90017825,1.2260467,1.1808493,0.6932494,0.94557756,1.2692449,0.8188419,0.5982046,1.1706735,0.9323991,1.4270511,0.76879597,1.3125584,0.9441753,1.2266278,1.3498235,1.2111198,0.6147959,1.1362836,1.1806064,1.0654335,1.1675003,0.6034937,1.2883213,0.821674,0.41387832,1.0138731,1.146118,1.0295345,1.400395,1.2673345,0.8661709,0.7425908,0.48046523,0.5961311,0.68362236,0.61906207,0.82032883,1.3847659,0.6821631,1.3048022,1.0377178,1.3004786,0.49951768,0.4719699,0.0,0.9379524,0.9606115,0.5080973,1.2511423,1.106145,0.9378905,1.0276153,0.8749105,0.8633611,1.23544,1.1338141,1.2114061,1.0702401,0.75926316,1.1236585,1.2880259,1.0502476,0.94011736,1.1870607,1.160423,1.0097115,0.5751198,1.1404923,1.0338093,1.0669976,0.57904744,1.0319622,0.5742494,1.2031409,1.099977,0.64818084,1.1272877,1.2771809,1.2200766,1.4583027,0.7575624,0.6008346,0.6149063,1.059662,0.67683697,0.9659953,1.4770162,1.2465518,1.1043158,0.7910814,0.5446752,1.1637623
pickle,1.1516243,1.0392628,0.5383291,0.7213621,1.2123202,0.85299367,0.8615105,0.56196934,0.9916228,1.2672687,1.1769708,1.4080231,1.0769905,1.346592,0.9837284,0.7770411,1.1911038,1.0187373,0.9897994,0.6889313,1.2000778,0.8476757,0.9443484,0.7887326,1.0592139,1.032973,0.7823255,1.2192848,1.242117,0.9258436,1.086812,1.243952,1.1100376,0.95906055,0.97618777,0.5305519,1.2968986,0.60071766,0.807706,1.3409879,0.95185035,1.0804999,0.93006283,1.139539,1.0234388,1.3121265,1.2263392,1.0452906,1.0013748,0.7791842,1.2257144,1.1676124,0.8861618,0.9267998,0.8694234,1.0559734,0.8042995,0.68184054,0.8150935,1.0436879,0.8580022,1.1628308,0.5867193,1.2203957,0.88677293,1.0281674,1.0265355,1.0444775,1.252324,0.93618083,1.2472893,0.76670873,1.2284119,1.0636002,0.9151448,1.1153286,0.617654,1.074559,1.1564423,1.1781895,0.85558325,0.87774456,0.99362296,0.96366644,0.8847605,1.0085783,0.7736709,1.2265068,0.8690078,1.2956744,1.176652,1.1979355,0.9117899,0.9383888,0.9379524,0.0,0.9667058,0.9617841,0.78385675,0.8141948,0.5556499,0.99299175,1.0183393,0.74298346,1.1955233,0.9880413,1.1713738,1.1391968,0.9227865,1.0378891,1.0697292,1.1612784,0.7406475,1.2845714,1.0975018,1.1220366,0.7207751,1.2398219,1.117564,1.0206803,0.8655844,1.1323043,0.7045743,1.2229731,0.66877484,0.8365358,0.9927223,1.2883222,1.2726429,1.2792552,0.73477024,0.9020203,0.812917,0.5568745,1.0495048,0.80926657,0.8914078,1.0289676,1.0854126,1.102259,0.88277125,1.2242899
pig,0.9768394,0.96584624,0.96950936,0.94339436,1.2533147,1.0185553,0.91587996,1.1458869,0.8181621,1.1369641,1.0111058,1.153218,0.7445402,1.012243,1.3612951,0.72450936,0.95571744,1.0146255,0.9487433,0.90595675,1.0260785,0.784901,0.88175595,0.8905859,0.8265195,0.817222,0.9059905,0.98251504,1.003728,1.1303113,0.9467748,1.129817,1.1350564,1.094696,1.0468285,0.85544753,0.991929,1.0968529,0.84179723,1.101855,0.9193178,0.7786926,1.0810077,0.770641,0.94208634,1.1352922,1.0228955,0.9283383,0.98162794,1.0621349,1.2952032,1.1293852,1.0452677,0.69995755,1.0289813,0.89847815,0.79340494,0.88234043,0.73513615,1.1700054,1.0549462,1.0679605,1.0484555,1.2137003,1.1527193,1.1916598,0.96066463,0.7322225,1.273263,0.98717725,1.2399709,0.7542595,1.0941669,0.87235403,0.7723927,0.8576879,1.162692,0.98480344,1.1945047,1.0642494,0.9979118,0.87873316,0.9419813,0.7269647,1.0196022,0.96880776,0.88752306,1.1809272,0.7726819,1.2059982,1.1513008,1.2025392,0.8774213,0.8375319,0.9606115,0.9667058,0.0,0.6628366,1.101573,1.0062697,0.97062415,0.65402675,1.0619198,0.9413847,1.0294527,0.768781,1.145922,1.1211556,0.75409317,1.161396,1.1069312,1.1271713,1.0508977,1.2907169,0.93302286,1.1126469,0.79281425,1.09925,0.83320665,1.1728557,0.83327544,0.965575,1.0020909,1.1530461,0.9898743,0.8208941,1.1115519,1.1546155,1.2998121,1.2792954,0.90953815,1.0383517,0.95960796,1.1618663,0.80647737,1.0044603,1.1248878,1.014487,0.9292307,1.0235667,0.88677245,1.0657077
pillow,1.3648247,0.93935376,0.72195315,0.83242774,1.3055726,0.83251625,0.8722406,1.2288407,0.69394946,1.2595088,1.2357556,1.2430148,0.2721733,1.0773841,1.4438107,0.94109535,0.68916845,1.2065258,0.55152047,0.8082651,1.1834077,0.5032427,0.7467441,1.0845621,0.3670845,0.52355206,0.84141153,0.97613394,1.0523896,1.2301551,0.89251626,1.2349749,1.3295264,1.0565574,1.2710848,0.53986675,1.0354676,1.2212636,0.34209275,1.2860627,0.5822327,0.9115151,1.2409163,1.3184721,1.1726409,1.0765378,1.0635738,0.85138416,1.1277825,1.0465069,1.3042454,1.2218869,0.6930878,0.5772337,1.2645417,0.73977834,0.5247801,1.2610801,0.70016235,1.3819569,0.7533906,1.2560165,1.037756,1.2783682,1.4091283,1.2656776,0.47966236,1.1684974,1.2991102,1.200391,1.2424133,0.47368008,1.2786863,0.7136021,0.3790233,1.0617242,1.2701383,1.1814473,1.417159,1.2203876,0.8580173,0.66753644,0.4425735,0.42472363,0.77388346,0.5737958,0.7299897,1.4256315,0.8294065,1.3082453,1.1243279,1.3704884,0.44761765,0.37901235,0.5080973,0.9617841,0.6628366,0.0,1.358358,1.0972958,0.9781223,1.081241,0.88716817,0.7745522,1.1573281,0.805619,1.2803155,1.1102754,0.7759253,1.2502216,1.2829304,1.1835096,1.1250262,1.3169835,1.0862578,0.8895396,0.52252996,1.2378333,0.6379069,1.0574535,0.38894796,0.9964319,0.62343025,1.2410126,1.1293077,0.6212133,1.2962612,1.2344152,1.3635119,1.5695969,0.72956777,0.6261684,0.5619235,1.2544436,0.4968416,1.0499351,1.5164766,1.2360291,1.0698041,0.8632795,0.49577856,1.1132908
pizza,0.7760613,1.1857998,1.1386218,0.9108752,0.8540658,1.2600981,1.1055553,0.8207392,1.0934325,0.90452695,1.0854063,0.9199969,1.3804955,1.0315711,0.55350226,0.9940317,1.0790193,0.67305195,1.2633134,1.1013039,0.80047286,1.0910503,1.2510796,0.8421526,1.461014,1.1517048,0.9318695,1.0673614,1.0884463,0.6206963,1.20215,1.0302877,0.93063384,0.820125,0.8700714,1.0214826,1.0262145,0.39686137,1.2957685,0.8857268,1.3145927,1.0087483,0.7832164,0.8221206,0.7412524,1.1365587,1.0057917,1.0696062,0.8746543,1.0225279,1.006332,0.8888696,1.1769788,0.93640167,0.92843467,1.188797,1.2319951,0.57735705,1.1452563,0.7649826,1.1173064,0.79410374,0.6244937,0.90497786,0.772617,0.77369237,1.384769,1.0255078,0.9340542,0.8055686,0.9764174,1.2150509,0.96188474,1.3018324,1.2973566,0.74886996,0.58993006,1.027487,0.7336382,1.0211476,1.0897348,1.1536752,1.329674,1.2942019,1.1985843,1.2564466,1.0628597,0.88855577,0.9842703,0.8056197,0.95654327,0.63588536,1.348009,1.3707876,1.2511423,0.78385675,1.101573,1.358358,0.0,1.0639635,0.84371066,1.0144866,1.2556434,0.92251295,0.94952977,1.1359849,0.8795666,1.1288754,1.2083102,0.76122105,0.88294077,0.9891956,1.0503169,0.91126794,0.99044484,1.1439216,1.2445078,0.94006777,1.3003173,1.0328538,1.2383391,0.9964019,1.1726142,0.9844314,0.9360029,1.2710193,1.0898484,0.861281,0.8677093,0.7172566,1.1177933,1.2348235,1.1482642,0.6730621,1.2752695,0.8863573,0.56256926,0.9641871,0.78440833,1.346622,1.3465905,1.1236911
plant,1.0375087,1.1216397,0.9265322,1.2732278,1.1524856,1.0442923,0.9723034,0.98974794,0.8053741,1.0431496,0.95190114,1.0439422,0.9516865,1.020793,1.1598366,1.0262239,1.1059612,0.9559315,0.7872683,0.710133,0.9752762,1.1275215,0.6790227,0.8213146,0.78869593,0.90412766,1.3162588,1.1397157,0.889664,1.0343369,0.8783605,0.93975323,0.9906316,1.0094135,1.0721188,1.0356818,0.95862913,1.0808336,0.97351843,0.94722944,0.78035444,1.077407,1.0399168,0.905061,0.8467305,0.94896585,0.96010524,0.9693505,1.1538606,1.0740645,0.99102676,1.1210452,1.2518437,1.0786449,0.15544271,1.1130092,0.8464961,0.9225954,0.9711248,0.99680024,1.1728084,1.1697861,1.0590394,1.0902497,0.7868626,1.1977669,1.0217141,1.0271477,1.1725006,0.8166361,1.2167737,0.94316626,0.82894945,0.9222197,1.0924156,1.1148328,1.0474467,0.77006143,1.1651528,0.98768187,1.1937693,1.0599747,1.0416667,0.9621527,1.2672219,1.1564579,1.047111,1.0194074,1.1601799,1.1700295,1.2322487,1.1285428,0.8576919,0.89882576,1.106145,0.8141948,1.0062697,1.0972958,1.0639635,0.0,0.7667328,0.99099237,1.0268695,1.1786616,0.9865383,1.0114679,0.83144045,1.0515354,1.0322965,1.0197598,0.963807,1.0683208,0.9340147,1.181942,0.99188817,1.1787896,0.884519,0.93252414,0.9146546,1.0298531,1.1085801,1.0646408,0.9389563,1.212206,0.8135761,0.78957015,0.88023376,1.1107891,1.1508651,0.9691226,0.9584131,1.2126721,1.2007669,0.88277906,0.95670736,0.8605752,0.9334453,0.6039745,1.1106349,0.73697233,1.0521778,0.79934216
plate,1.2622433,1.0761933,0.74453235,0.97795093,1.1780283,0.9171489,0.7946228,0.8971592,0.7421348,1.1678172,1.1076752,1.2323648,0.91457105,1.1563461,1.1900252,0.9213753,1.0071117,0.84138954,0.7463833,0.39118028,1.0728488,0.6957516,0.7447217,0.875521,0.9104931,0.8316231,1.0484649,1.2991807,1.0916132,1.0820068,0.79636735,1.2038,0.97257495,0.9811751,0.95439094,0.8642331,1.1397235,0.92421734,0.7733096,1.2432045,0.72041893,1.2042984,0.9519806,1.0697393,0.94594157,1.243539,1.0432007,0.9550174,1.0918369,0.8019547,1.2525384,1.1802713,1.0987923,1.0136778,0.8591647,1.1208475,0.5342408,0.8193575,0.87141544,1.1347797,1.0153983,1.2750783,0.7903898,1.2459555,0.8719634,1.1697221,0.96949416,1.135299,1.3273648,0.95324355,1.3819561,0.6399727,1.0715939,0.8369621,1.0579894,1.0785128,0.82866347,0.9292111,1.2733709,1.0981821,1.0771533,0.86534095,0.8919598,0.81252015,1.1224611,1.072704,0.68412805,1.0600259,0.95538855,1.2667398,1.3729199,1.0102692,0.7549832,0.7874521,0.9378905,0.5556499,0.97062415,0.9781223,0.84371066,0.7667328,0.0,1.0416356,1.2184939,0.89320344,1.254102,0.99441004,1.0660137,1.1243314,1.1232506,1.1173311,0.98813826,1.1575903,0.90693915,1.2810171,1.1089483,1.2374064,0.8015443,1.0791721,0.7919949,1.080302,0.8816229,1.0846269,0.74546486,1.2690516,0.5585188,0.62455916,0.8960785,1.312944,1.2792714,1.018328,0.64388096,1.0778266,0.96287286,0.7890476,0.9422252,0.715889,0.65900594,0.97202295,1.1073017,1.0695965,0.9626557,1.0975734
