,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
milk,1.0933928,0.94964015,1.0891783,0.97757614,0.89412594,1.1124916,1.156434,1.0263997,1.2986941,0.90530777,1.1461709,1.1048036,0.92618006,1.1901343,1.1994462,1.1073936,0.80630577,0.8335425,1.0927917,1.0315746,0.82952625,0.7701103,0.5465769,0.89792126,0.94319934,0.95872915,0.80892384,0.99074364,1.1132,1.2764366,1.158104,1.0793946,0.810546,1.3026106,0.75136095,0.88856673,1.0207413,0.90946186,1.0161518,0.99930966,0.81063104,1.0137942,1.0290325,1.2031313,0.95269746,0.91195095,1.0487559,0.8407428,1.1191844,0.9922273,0.8585972,1.2015016,1.0972307,1.178746,1.1955327,0.89580584,0.92889,1.0883818,1.1653454,0.9115524,0.8543333,0.80553097,0.6438536,1.1811538,0.0,1.0999277,0.61282563,0.834345,0.9923542,0.773559,0.868297,1.0227267,0.89459366,1.1120641,1.1717907,1.0505282,0.9892542,0.8902982,0.805615,1.1202917,1.0173876,0.9280799,0.8760609,1.008711,1.0133233,1.0448554,0.8822985,0.89013326,1.1745765,1.0855501,0.959067,1.125938,1.1452228,0.99892664,0.95531344,0.99307585,0.9210856,0.94707996,1.1225047,0.8898279,1.0851678,0.8722372,0.90125877,0.91424906,1.1542097,1.0336326,1.0530196,1.1370826,1.0435356,1.2013842,0.8764304,0.8786437,1.0006732,0.92308605,0.6671352,1.0624975,1.2017791,1.1286116,1.1582347,0.9774435,0.94689906,0.950516
mitten,0.93977284,1.2548791,0.846018,1.2964487,1.0757858,0.81465256,0.96889883,1.1068231,0.9165596,1.3562884,0.9594729,0.6587728,1.364773,0.9171688,1.0585493,0.9113987,1.3117745,1.3907222,0.9406653,1.0754462,1.1334245,1.2517252,1.1764089,1.2022953,0.8415041,1.0451756,1.0971158,1.2524261,1.0632002,0.88852304,0.89386517,0.9534818,1.3561127,0.8472791,1.2980204,0.86212635,0.4503178,1.0649507,1.0233843,0.6001019,0.8770883,0.756567,1.1516964,0.94330466,0.8983745,1.1210799,1.0189689,0.9514049,1.040385,1.1928152,0.5008386,1.0723208,0.963446,0.8898996,0.5845243,1.1415491,0.97099143,1.1332537,0.7571088,0.805985,1.060166,1.1478169,1.3611815,0.94446665,1.0999277,0.0,1.2802827,1.1065005,1.1569657,0.893927,1.131042,1.1509954,1.0809792,0.92609316,0.630541,0.65375376,0.8907228,1.3290992,1.4071698,0.9151498,0.9115871,1.0065535,1.2783701,0.8082071,1.0798718,0.90008265,1.4020768,1.0126958,0.9313997,1.0932148,0.33128083,1.1417944,0.71660846,0.76109564,0.79832774,1.0389178,1.1173782,1.2730052,0.88053787,1.035758,1.0500283,1.2916806,0.69413596,1.0436993,1.1020764,1.0143576,0.9542582,0.6390872,1.1715704,0.928945,1.2799904,0.91676104,0.7993759,0.9204938,0.9179509,1.041533,0.8579351,1.1413538,0.9080219,1.028668,1.2239289,1.1605443
mop,1.0408406,0.88213855,1.2096752,0.88154066,0.89912957,1.2239369,1.0322433,1.2083031,1.2389774,0.80981576,1.1241953,1.2760127,0.8414211,1.0644354,1.1863989,1.0006613,0.74502397,0.85417247,1.1785227,0.9337952,0.43901134,0.799251,0.73738796,0.78986394,1.1193568,0.9400926,0.90172136,0.84620476,1.0984313,1.2371333,1.2170597,1.0092365,0.7359823,1.2297798,0.81460196,0.9438155,0.9227965,0.937732,1.0116218,1.1439663,1.037777,1.1606379,1.0487169,1.1444854,1.1131215,0.88825494,0.7790199,0.8900466,0.9566354,1.077627,1.0822268,1.1661232,1.0753227,1.223628,1.3454272,0.9051888,1.0300956,1.0011365,1.1811247,1.0319515,0.95502543,0.6545176,0.67380214,1.1651856,0.61282563,1.2802827,0.0,0.72131115,1.0704279,0.7962774,0.8677006,0.90517145,0.92653346,1.0293437,1.2425137,1.1987166,1.0016602,0.8219393,0.7881099,1.1294384,1.0283221,0.8412627,0.845778,1.1451432,0.8661159,0.97226244,0.85136414,1.060429,1.1141258,1.0014284,1.0285066,0.9855886,1.2625695,1.051923,0.9534656,0.971517,0.96911377,1.165298,1.0695763,1.0422359,1.0098051,0.83819604,1.0703069,0.8972598,1.0646003,0.85902816,1.1251572,1.2085567,0.8500986,1.2370541,0.8410144,1.0837382,1.0367428,0.9770942,0.66629696,0.9418035,1.1865622,1.0782602,1.1628003,1.0612767,1.0531667,0.94143957
motorcycle,0.9887304,0.82786864,1.3048966,0.80247366,0.85370797,1.0718532,0.8924149,1.2351339,1.1985734,0.8627876,1.0715916,1.256576,0.8150891,1.214902,1.1638939,0.9037998,0.6217145,0.77211523,1.0749941,0.77332205,1.0146464,0.62099445,0.6816735,0.65231526,1.2958887,1.0203787,0.760738,0.9433054,1.0823814,1.3081266,1.1572905,0.9206086,0.8653538,1.1358917,0.7046673,0.6647625,0.64618754,1.1083497,1.0505197,1.1220903,1.0110987,1.0294387,1.2132411,1.0801812,1.1129546,0.9215366,0.52068174,0.8982692,0.81631994,0.99036497,0.92808306,1.2065306,0.9646384,1.1692023,1.2708373,0.5720748,0.92729425,1.2148566,1.1857058,1.0982364,1.2281392,0.8395058,0.58199966,1.2263997,0.834345,1.1065005,0.72131115,0.0,1.0878243,0.89467096,0.9096015,0.8145749,0.774678,1.1928174,1.2881064,1.2886732,1.0408581,0.9298016,0.8964779,1.1329153,1.0097964,0.69409394,0.81277823,0.90908974,0.797257,0.83826804,0.8800633,1.1038285,1.1220996,0.73447263,0.96393627,0.989619,1.3032235,0.86705375,0.92515135,1.1784078,1.1689341,1.0063838,1.171919,0.9103693,1.1600465,0.81105316,1.0254645,0.8995056,1.1678936,1.0843143,0.84796214,1.2298403,1.1338339,1.1278133,0.7064163,1.0288947,1.1271758,1.1751014,0.8072865,0.65334135,1.0029637,1.1534537,1.1332556,0.96435016,1.0893081,1.0181415
nail,0.87484825,0.5914441,1.1811312,0.7275141,0.72182024,0.9839069,1.3782618,1.3028768,1.4219835,0.43583918,1.2772276,1.1151087,0.63827074,1.3073266,1.2824228,1.2538292,0.5294278,0.6255835,1.3272663,0.90394676,1.2059526,1.0102075,1.0285509,1.0694087,1.0625358,1.0180274,1.243506,0.56070924,1.2405986,1.0352528,1.3206393,1.0741973,0.35041618,1.4011023,0.44949675,1.154721,1.1095684,1.1611977,1.012788,1.2019446,0.76190954,0.90549016,1.1330286,1.0568703,0.37554932,0.64988595,0.9913993,0.7275816,0.92191344,0.26428324,0.77438533,1.2540927,0.54551697,0.9312301,0.8927961,0.5686595,0.70850384,1.2719142,1.3353777,1.1839677,1.1519567,1.3593498,0.8299076,0.8547652,0.9923542,1.1569657,1.0704279,1.0878243,0.0,0.94648814,0.33314264,0.71953076,1.2675539,1.1421623,1.3235223,1.1703105,1.2593229,0.4614597,0.4460615,0.90262246,1.1990225,1.163834,0.58284813,1.1131483,0.9965106,1.166403,0.5197092,1.3395877,1.115936,0.8952557,1.1161735,1.0761487,1.2533646,0.999342,1.0921181,1.3202004,1.1862786,0.8046053,1.3963833,0.22980976,1.1953633,0.67100465,1.0975192,0.59358156,1.2394588,1.2566841,1.1722494,1.2732203,1.2658372,1.4187107,0.5169972,0.36373878,1.0307523,1.1426362,0.89621854,0.97275686,1.1898854,1.3180134,1.1453506,1.3620709,0.16460109,1.2064373
napkin,0.68306136,0.9707961,1.1353443,1.0582362,0.8789876,1.2786044,1.1424036,1.160815,1.315202,0.78826475,1.0435114,1.0825281,0.86530304,0.9770012,1.3963846,0.85131,0.7914045,0.8905069,1.1542637,1.0198996,0.88162726,0.7653564,0.5868138,0.78780836,1.3127247,0.92185843,0.8384347,0.8688836,1.2026588,1.1613134,1.1308377,0.9700054,0.71266747,1.2378236,0.71209866,0.7611952,0.7754495,0.9906512,0.78898364,1.0247307,0.954871,0.99321306,1.0944649,1.3981233,0.87960714,0.86716384,0.95322275,0.68821573,0.8117219,0.92121315,0.55868864,1.4098727,0.8926483,1.3476491,1.1096503,0.75276756,1.0125775,1.3456943,1.0663819,1.0217159,1.3171606,0.99181205,0.7430836,1.1252552,0.773559,0.893927,0.7962774,0.89467096,0.94648814,0.0,0.61494267,1.02376,0.917667,1.0753834,1.1631284,1.0161674,0.7622505,0.5989399,0.7439234,1.1033412,0.58264124,0.84588563,0.77707386,1.0296893,1.0852119,0.8712724,0.8004439,1.0954751,1.198287,0.8999532,0.76999605,1.1975434,1.1969926,0.7767314,0.66554904,1.300285,1.1275171,1.0418744,1.2335502,0.66974163,1.0808332,0.8155707,0.85946435,0.58677393,1.3445233,0.9785018,0.8043387,1.1456378,1.3326472,1.4124355,0.68646455,0.8293912,0.7220681,1.2164998,0.12362635,0.94332105,1.1334784,1.4514318,1.0623246,1.2049258,0.89384687,1.0757807
necklace,0.798165,0.6280837,1.2177259,0.7262524,0.7767203,1.1931962,1.3310833,1.3888437,1.5697377,0.333781,1.38255,1.1854943,0.4544288,1.3001467,1.4062527,1.268762,0.38906586,0.66102964,1.3958757,0.8641508,0.96036136,0.80221045,0.7283522,0.8018872,1.2984208,0.94105774,1.0779046,0.55457807,1.3707145,1.133305,1.4327025,1.1762047,0.25063348,1.5057719,0.37556493,0.9907993,0.9107455,1.2055273,1.064565,1.1878605,0.7555475,1.0622706,1.1633904,1.244372,0.501451,0.5797272,0.8187488,0.5470025,0.8712638,0.286695,0.6104585,1.384809,0.74702007,1.1417533,1.1048821,0.45513636,0.6330056,1.3327267,1.3919291,1.1773603,1.2990313,1.1097066,0.63096863,1.0507269,0.868297,1.131042,0.8677006,0.9096015,0.33314264,0.61494267,0.0,0.7646774,1.1592509,1.1086943,1.4234731,1.251692,1.2703195,0.2822892,0.25858843,1.056141,1.0795054,0.8853338,0.5886952,1.1440206,0.91125906,1.0506783,0.47140467,1.3874079,1.138736,0.72896206,0.97473836,1.13677,1.3512177,0.92719674,0.841764,1.3769939,1.2153133,0.96783024,1.490529,0.22252995,1.2029804,0.48835403,1.034859,0.40908504,1.3202822,1.2654796,1.0810269,1.2960116,1.2610977,1.6233141,0.43635583,0.45836097,0.9939953,1.3151897,0.51632935,0.9756087,1.3479488,1.3792496,1.2228128,1.3995373,0.234362,1.2165893
orange,0.9386197,0.35573554,1.1395634,0.38006002,0.47065812,0.735204,1.0795208,1.3759965,1.3673644,0.7258757,1.3480946,1.1989905,0.70523816,1.2038206,1.1501739,1.1084216,0.58351207,0.6149793,1.2128282,0.49517053,1.0730687,0.74804944,1.0336895,0.8275465,0.9809671,1.0764809,1.2912409,0.7769323,1.2759123,1.2308285,1.4269916,0.8403845,0.59449774,1.3298035,0.5782748,0.84846646,0.8883521,1.3212097,1.0752068,1.2018961,1.058365,0.8784345,1.161458,1.0839236,0.86093456,0.6614327,0.56665486,0.8535282,0.6486701,0.79931164,0.9153355,1.1839725,0.657704,1.18451,1.0820413,0.54128826,0.93065166,1.1217103,1.4388806,1.2470267,1.1820701,1.2039306,0.7312157,0.81535584,1.0227267,1.1509954,0.90517145,0.8145749,0.71953076,1.02376,0.7646774,0.0,1.1554946,1.122065,1.4194039,1.3748969,1.2027352,0.78467345,0.7147726,0.93316835,1.1886828,0.76832867,0.6292817,0.9627492,0.31485724,1.0826628,0.787534,1.3889983,1.035424,0.77560556,1.2057608,1.0019023,1.3552288,1.0587571,1.1387008,1.2525148,1.2721477,1.136674,1.2540902,0.823615,1.1858453,0.70067865,1.0896122,0.8527142,1.1596792,1.2377846,1.2736762,1.2800007,1.1500342,1.3824264,0.42797405,0.80526495,1.1199465,1.0054809,0.9876276,0.5429143,1.0456806,1.1583928,1.1654785,1.3845569,0.84445274,1.2374598
oven,1.1236736,1.2600702,0.9509772,1.266108,1.2425491,1.160967,0.86027783,0.70212716,0.9445443,1.1480846,0.82336736,1.0678056,1.1660442,1.1393981,1.1032203,0.84274554,1.0396291,1.0258062,0.8824388,1.0436785,1.0407828,0.81828505,0.6287068,0.8624897,1.1117725,1.0379994,0.54196644,1.0831164,0.7122268,1.2581619,0.789699,0.9063711,1.2108841,0.87468266,1.0071342,1.0556535,0.89078206,0.51447064,0.542632,0.9002943,0.991261,1.0632579,1.0723622,1.0169852,1.1955581,1.2373698,0.96769977,1.1009498,1.0956964,1.1589336,1.165657,1.1968795,1.224479,0.97455066,1.1130017,1.0915108,1.0699528,1.2309206,0.9548183,0.9708115,1.1006342,0.6461303,0.70576406,1.2918348,0.89459366,1.0809792,0.92653346,0.774678,1.2675539,0.917667,1.1592509,1.1554946,0.0,1.1433687,1.0013226,0.93296945,0.8703247,1.106478,1.1551446,1.070959,0.895784,0.84009373,1.0370469,1.0647287,1.1587156,0.7970673,0.99001676,0.29549962,1.2307731,1.0157932,0.9007092,1.0841495,0.9972533,1.07306,0.8910216,1.1142452,0.7138979,0.7506837,1.0896664,1.1760983,1.0427037,1.072558,1.152478,1.0536441,1.1989634,1.0189208,0.6360612,0.99863297,1.1448878,0.85783726,1.0643749,1.198751,1.0197713,1.0585006,0.8852415,1.0462463,0.8976903,1.0319183,0.8591872,0.58947945,1.2318997,0.62650585
owl,1.0616947,1.1363335,1.0418456,1.1130749,1.0952575,1.09683,0.9708154,0.87143695,0.6909327,1.0747072,1.0852206,0.98635316,1.054046,0.72844183,0.9709758,1.0972253,1.1853383,1.1988062,1.0257173,1.1300707,1.0521315,1.2030838,1.2083057,1.093443,1.0105598,0.4664554,1.152149,1.0265456,0.94250596,0.83103335,0.86775124,1.1684151,1.1569089,0.7772143,1.2274923,1.0615647,1.0443518,1.0136093,1.1781468,0.97835606,0.968337,1.1199447,0.6537949,1.0276953,1.1618761,1.0961466,1.0151123,1.1085699,0.9666271,1.0986336,1.0770037,0.80304134,1.1183027,1.0279183,1.0970258,1.1407866,0.9586122,0.9994184,0.73685336,1.03996,1.091494,1.1419683,1.2080795,1.0718236,1.1120641,0.92609316,1.0293437,1.1928174,1.1421623,1.0753834,1.1086943,1.122065,1.1433687,0.0,0.7424536,0.9345989,1.0767617,1.1023898,1.0778967,1.1550455,0.88302296,1.100253,1.1389225,1.0335816,1.0762423,1.1209257,1.1106219,1.0231205,0.85465187,1.1233772,0.9551996,0.9993342,0.8483516,1.1472791,1.0853169,1.0480311,0.935309,1.1708466,0.8709328,1.1827421,0.2881453,1.046614,1.0366099,1.0957679,0.85137343,0.9538388,1.2241216,0.82374036,0.94834965,0.91138715,1.2353046,1.2186706,0.9899246,1.0591689,1.0239823,1.1533343,1.0914582,0.9942885,0.8523853,1.1821756,1.0930039,1.0382754
pajamas,1.1512911,1.506901,0.61466753,1.4930404,1.4317988,0.91623527,0.9972595,0.62205845,0.42901802,1.4410384,0.68089753,0.44620705,1.4569697,0.6738199,0.81897074,0.9315328,1.5249629,1.5371357,0.7764256,1.3373159,1.1927664,1.4530232,1.2852976,1.3115697,0.7903739,0.9448277,0.9000156,1.4040086,0.61857456,0.7264195,0.40833378,1.0820668,1.5919236,0.56353176,1.5659217,1.2134244,1.0553182,0.7759705,1.0474391,0.45022488,0.9642243,0.98922706,0.85526764,0.7651281,1.1484785,1.440122,1.3462493,1.1645695,1.3720257,1.3614426,1.0656991,0.79117686,1.3383374,0.6309955,0.6848096,1.5014834,1.0962045,1.0255375,0.34717882,0.7075755,0.8642443,1.0713136,1.459055,1.1482995,1.1717907,0.630541,1.2425137,1.2881064,1.3235223,1.1631284,1.4234731,1.4194039,1.0013226,0.7424536,0.0,0.34168786,0.8393301,1.5319371,1.5303355,1.0745654,0.75744903,1.245505,1.515955,1.0789152,1.3555201,1.0400566,1.4493194,0.63410795,0.88411736,1.3265828,0.79137075,1.0873724,0.25393224,1.0492775,0.90774953,0.90459925,0.8182231,1.0227741,0.6339838,1.377337,0.72468615,1.3937563,0.94826156,1.3552322,0.96730137,0.9223137,0.91521466,0.2696212,0.9919623,0.4599303,1.6136806,1.2071309,0.9801338,0.8981397,1.1561522,1.3899505,0.8849127,0.8691276,0.8484294,0.7803333,1.3240559,0.9154029
pants,1.0116347,1.4430945,0.59445024,1.4857674,1.3640854,1.0016383,1.1116779,0.5965962,0.7370573,1.3402703,0.7703197,0.5082427,1.3657267,0.8930625,0.8911424,1.0908824,1.4038264,1.508995,0.9560656,1.2888241,1.1358353,1.395816,1.132365,1.2864099,0.7697418,0.8582987,0.8328913,1.2459613,0.7843421,0.7726334,0.59862673,1.1433332,1.4178832,0.79000247,1.435729,1.1813647,1.0819039,0.6859487,0.9419791,0.46479332,0.9060084,1.0267789,0.9184083,0.8539315,1.0010521,1.3484159,1.4074926,0.9475697,1.3736627,1.1917695,0.9077473,1.0138105,1.3267398,0.7083544,0.7518834,1.4774611,0.9750587,1.0618076,0.52701056,0.5374335,0.87724954,0.97512454,1.3590486,1.1105394,1.0505282,0.65375376,1.1987166,1.2886732,1.1703105,1.0161674,1.251692,1.3748969,0.93296945,0.9345989,0.34168786,0.0,0.92803955,1.327113,1.3765178,1.058198,0.8784926,1.236654,1.440162,1.1125757,1.3857629,0.99101883,1.2616141,0.60858166,0.99966544,1.213491,0.7421607,1.1685323,0.31639338,0.9318666,0.6713385,0.9610016,0.76497316,1.0287333,0.8866621,1.1351514,0.82284683,1.3726071,0.87120926,1.1913533,1.0429747,0.98422474,0.81432307,0.5069294,1.0879083,0.71843565,1.4561416,1.0077517,0.9378484,0.9450157,0.9753941,1.4681022,1.0774409,1.0293336,0.83394426,0.80438125,1.1783369,0.9348638
paper,1.1341532,1.2855093,0.80858624,1.2687168,1.1302671,0.9941822,0.96587074,0.8184843,0.778496,1.2186942,0.9139546,0.8090613,1.2875948,0.8478948,0.96405655,0.27765787,1.2466402,1.103018,0.7302876,1.2346914,1.0807437,1.0866166,1.0623977,1.1682073,0.916864,1.0311726,0.9582749,1.2137783,0.87394834,0.9075888,0.85146475,0.8621124,1.2622844,0.80395746,1.1720349,1.1183511,1.0837306,0.82709587,0.626484,0.9689319,1.1081822,0.85351306,0.8516084,0.9707793,1.1493661,1.2108685,1.1551383,1.1767612,1.053626,1.281589,1.1150298,1.0222931,0.9554484,0.9876926,0.84349054,1.2058444,1.1667408,1.0639846,0.8791613,1.1080413,0.88059306,1.0451247,1.1173859,1.0152996,0.9892542,0.8907228,1.0016602,1.0408581,1.2593229,0.7622505,1.2703195,1.2027352,0.8703247,1.0767617,0.8393301,0.92803955,0.0,1.168393,1.2606924,0.9466351,0.79435813,1.0994347,1.0675366,1.0661025,1.1876696,0.9146875,1.2158629,0.71084034,1.0575204,1.2267284,0.9520736,0.97243005,0.89165366,0.9780251,1.0489047,0.96945256,0.94671357,0.8877026,1.0048013,1.2431988,0.97943324,1.1663842,0.9668224,1.1520268,1.0997183,0.9592004,0.8028723,0.9070634,1.15144,0.7241317,1.2049046,1.1921372,0.8297869,0.80703455,0.9304702,1.0691512,0.7174803,1.0062844,0.7559427,0.86415315,1.2548203,0.8948218
pen,0.6861975,0.66756964,1.244302,0.7495085,0.80063844,1.2192379,1.3125489,1.312585,1.5443494,0.27586424,1.345623,1.3463162,0.41291463,1.3437216,1.3501507,1.1165475,0.43783593,0.5744486,1.3952191,0.800243,0.92542017,0.7916048,0.76704466,0.76283634,1.2659872,0.9110682,1.0561236,0.32366043,1.3964542,1.1422778,1.4536415,1.1779897,0.16591012,1.4699309,0.40683222,1.0010147,1.0422468,1.2292386,0.9192689,1.3689014,0.94840133,1.1651169,1.1331669,1.2727239,0.6209401,0.50163466,0.8362219,0.64787805,0.6867504,0.3999499,0.7995462,1.3551525,0.78136224,1.2267326,1.19592,0.56474376,0.7463236,1.1608428,1.4525698,1.2412367,1.1231725,1.0815234,0.6105609,1.0198994,0.8902982,1.3290992,0.8219393,0.9298016,0.4614597,0.5989399,0.2822892,0.78467345,1.106478,1.1023898,1.5319371,1.327113,1.168393,0.0,0.15764797,1.0770111,1.0522907,0.8545661,0.47821003,1.1314511,0.98151016,1.0761014,0.31458843,1.3635417,1.1835737,0.7018082,1.1286563,0.8847332,1.4846075,1.0236953,1.0116535,1.2014512,1.2089235,0.85224444,1.5399883,0.34321064,1.1817262,0.5430492,1.1558396,0.37055367,1.2782923,1.1571387,1.0747935,1.4317622,1.2569093,1.5758733,0.37057614,0.6277467,0.9361832,1.2038678,0.5520575,0.9218391,1.3091811,1.3335304,1.1438566,1.2873124,0.37924612,1.1651167
pencil,0.85665894,0.52206296,1.269559,0.5880293,0.76535666,1.1954293,1.3558489,1.3142283,1.5350301,0.19161963,1.3856571,1.3562143,0.26010334,1.3245003,1.3560019,1.2173008,0.2687627,0.48616564,1.4101632,0.8243826,0.96845347,0.701102,0.7404807,0.72334814,1.2758784,0.9121113,1.0937191,0.49413973,1.3744638,1.181716,1.4853052,1.1554528,0.12395513,1.4932641,0.27645707,0.9676795,1.0956656,1.2677958,1.0777721,1.3857809,0.9843033,1.2214253,1.0753281,1.2188878,0.6628958,0.45543468,0.75065196,0.70973146,0.8089827,0.39068216,0.8209849,1.2751553,0.76131487,1.1948924,1.248266,0.44999397,0.7074717,1.1589319,1.4719591,1.2550762,1.1581262,1.084624,0.5300318,1.0683349,0.805615,1.4071698,0.7881099,0.8964779,0.4460615,0.7439234,0.25858843,0.7147726,1.1551446,1.0778967,1.5303355,1.3765178,1.2606924,0.15764797,0.0,1.126962,1.173372,0.80269694,0.4539916,1.1680509,0.9218582,1.188629,0.2699877,1.3796561,1.1514819,0.7418878,1.2144603,1.0122014,1.461906,1.0911964,1.0514075,1.2218052,1.2065939,0.7818624,1.4680074,0.38451958,1.1606758,0.3805185,1.1214869,0.49702007,1.2731562,1.2048075,1.2038672,1.4542999,1.2266867,1.5640504,0.36423612,0.6290174,1.0580199,1.2533599,0.6195389,0.9003339,1.3843158,1.2571342,1.160135,1.3416581,0.33954203,1.1282078
pickle,1.1403079,0.79343307,0.90775114,0.9141347,0.87207204,0.77712876,1.028007,1.1201614,1.1640717,1.1635635,1.1132618,0.91595584,1.1759102,1.1145542,1.0890927,1.0087585,1.137299,0.9748025,1.0866835,0.9634179,1.0938768,1.1739686,1.2117946,1.1629108,0.8059732,1.2319305,1.1906717,1.0893211,1.0652072,0.8471154,1.1022925,0.86879504,1.0715309,1.151209,1.0619134,1.1340578,1.110447,1.1147622,1.0195425,1.0612438,0.9184602,0.63113725,1.0643413,1.006558,0.7135374,0.97902215,1.1012747,0.9608574,0.9406166,1.0362402,0.8990001,1.0136958,0.788144,1.012949,0.5698397,1.0829256,1.1318861,1.0245515,1.095309,1.0932908,0.95326495,1.1541389,1.1118767,0.30598605,1.1202917,0.9151498,1.1294384,1.1329153,0.90262246,1.1033412,1.056141,0.93316835,1.070959,1.1550455,1.0745654,1.058198,0.9466351,1.0770111,1.126962,0.0,1.1029296,0.9917888,0.9928293,1.0249285,0.87248737,1.1000214,1.1230534,1.0996091,0.93929374,0.9025148,1.0785186,1.1548606,1.0358781,0.90194166,1.0427681,0.9510808,1.111734,1.0374967,1.0300952,1.0117981,1.1773376,1.0756806,0.91365796,0.96682215,0.88264304,0.96684664,1.1561203,1.123832,0.9383225,1.0511895,1.0219239,0.8167498,0.9656888,0.85253704,1.1687777,0.97563136,0.83215225,0.9747683,1.1109612,1.0395387,1.0177296,1.0709276
pillow,0.72222763,1.2531682,0.96540856,1.2228749,1.1986014,1.1250316,0.9319862,0.985563,0.6939553,1.0749727,0.762668,0.81709504,1.1373918,0.73192793,1.077144,0.77544856,1.2107342,1.1688282,0.8826231,1.0250664,1.0826101,1.055534,0.8966575,1.0047004,1.1056936,0.960754,0.70746964,1.0434655,0.8067454,1.0702504,0.53012514,1.0374774,1.2182467,0.746739,1.1784412,0.82630837,0.90029913,0.97663176,0.8344493,0.9340008,1.0545233,1.0204147,0.99736834,1.1412445,1.1458969,1.1694405,1.1261066,0.9815995,1.0161302,1.1340809,0.8578407,1.1547439,1.2051629,1.1378291,1.0157696,1.0308774,1.1126897,1.2296116,0.6264411,0.9877722,1.138031,1.0908245,1.0849491,1.1415033,1.0173876,0.9115871,1.0283221,1.0097964,1.1990225,0.58264124,1.0795054,1.1886828,0.895784,0.88302296,0.75744903,0.8784926,0.79435813,1.0522907,1.173372,1.1029296,0.0,1.0466068,1.0496101,0.90960336,1.1397315,0.7197492,1.089781,0.8972406,0.96582997,1.0698347,0.9281039,1.0884453,0.91407573,0.9666882,0.76798743,1.0704309,1.0047964,0.97847277,0.9029364,1.0223796,0.82395536,1.1540853,1.0154378,0.8995007,1.1635543,0.84481406,0.73746914,0.89699566,1.1966033,0.8612685,1.1522179,1.1231093,1.0279044,1.1346248,0.61882085,1.0644848,0.8969683,1.2381917,1.0214422,0.9673018,1.1607231,1.0927413
plant,0.8817835,0.67795503,1.1501685,0.744221,0.83999586,1.1562024,1.0104715,1.1681206,1.2583046,0.9041104,1.1104811,1.3069758,0.6750777,1.1613066,1.1428874,1.0813155,0.7502135,0.8694206,1.1710998,0.79354435,0.9616009,0.6896095,0.692521,0.68497294,1.25966,0.9610286,0.9127369,0.9664586,1.0885305,1.318572,1.1885558,1.084371,0.8614572,1.1640787,0.8021883,0.7469816,0.7210979,1.0626217,1.1279653,1.1403669,1.0343238,1.0844146,1.087152,1.1030604,1.0590159,0.60288703,0.48248613,0.9039703,0.6480546,1.0134592,0.8826584,1.0940218,1.0436001,1.1085718,1.1238656,0.7523525,0.99290603,1.1277972,1.2124717,1.0805726,1.2268065,0.8685267,0.61394536,1.1414561,0.9280799,1.0065535,0.8412627,0.69409394,1.163834,0.84588563,0.8853338,0.76832867,0.84009373,1.100253,1.245505,1.236654,1.0994347,0.8545661,0.80269694,0.9917888,1.0466068,0.0,0.8981701,1.0680945,0.6872449,1.0065675,0.9023836,1.0744926,1.0892518,0.6117527,0.8654175,1.1706011,1.242393,0.9697315,0.9563889,1.1308029,1.1703352,1.1116976,1.1077524,0.9921021,1.1304764,0.8111932,0.991044,0.8024069,1.1505415,1.0642608,0.996099,1.1955384,1.1045345,1.2593955,0.7950388,1.0045106,1.0945804,1.2465019,0.79858816,0.8744468,1.0695503,0.9586643,1.183009,1.0361958,1.0957597,0.92776376
