,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
corn,0.7416047,1.1290426,1.189403,0.95112985,1.2172525,1.1024154,1.0025867,0.8245694,0.84677863,0.7951704,0.7028519,1.2825103,0.87166655,0.7278141,1.178301,0.6757329,0.79962856,1.1122762,1.2866884,1.0841829,0.96968544,1.087821,0.9544654,1.1726747,1.0731041,1.2399948,1.2107575,1.1866527,0.919998,0.9737247,1.117213,1.163244,0.97516745,0.8982021,0.0,0.849461,0.7362699,1.331045,0.76393086,1.2815943,0.9508695,1.0877842,0.6746634,0.9921057,0.9254348,0.87508214,1.1376239,1.098046,1.099447,0.90326023,1.137115,1.256861,1.1825606,0.9189538,1.1335434,1.0320187,0.85071695,1.2178794,0.8847954,0.97542524,0.9937624,0.8994354,1.0675027,0.8619089,1.26858,0.9589602,1.1009517,0.794757,1.2137091,1.0568707,1.2582364,0.8350227,0.6678839,0.9257135,1.0466636,0.97872484,0.94559425,1.2318568,1.1488624,1.0059373,1.1321651,1.050417,0.8523051,1.0800073,0.99541605,1.2273479,1.1799843,1.2163047,1.1415387,1.1662832,1.2086815,1.2235678,0.97689766,1.1468929,1.1545229,0.885079,1.266954,0.8254189,0.94642687,0.5383197,0.8826401,0.95473045,0.8629817,1.0850823,1.110474,1.0056273,1.2230856,0.8918493,1.1750906,0.77273273,0.99515647,1.0803494,1.191963,0.90168107,1.1670693,1.1170516,0.90311015,0.94406974,0.8813612,1.0766714,1.1482503,1.1382357,0.92506534,1.1874126,1.1695572,0.929345,1.0024016,1.0433602,1.0713627,1.0579158,1.1507409,1.0126088
couch,0.7032486,1.0971566,1.3529209,0.8359947,1.370136,1.2856543,1.3012607,1.0201658,0.55813384,0.8631351,0.2788428,1.2075527,0.23294443,0.7960429,1.2293446,0.38494837,0.74609524,1.1737156,1.3497223,1.1905041,0.8738034,1.3554535,0.99186534,1.0986617,1.231828,1.0564464,1.1370355,1.3516858,1.0089177,0.42467666,1.1950442,1.3848815,0.65893096,1.008929,0.849461,0.0,1.1111978,1.4859565,0.5125019,1.3170784,1.0437385,1.2754258,0.9061721,0.65318,0.90118384,0.71947634,1.2815735,1.1296874,1.2787379,0.86426497,1.2382362,1.3541816,1.2900285,0.9725855,1.3584778,1.2985637,0.83618045,1.3654807,0.9135752,0.7414516,1.2248697,0.9072474,1.2000942,0.9691628,1.3479755,0.75395966,0.9615761,0.56880736,1.3157374,0.85320646,1.2693363,0.87017,0.62230736,1.0061597,0.913154,1.0444288,1.1425221,1.4097865,1.1457403,1.2377695,1.2883143,0.9123907,0.7046025,0.866133,1.0908697,1.3590367,1.3335373,1.3331304,1.1729226,0.8042997,1.3635428,1.1339675,1.1840918,1.1541636,1.2992697,0.76133984,1.3249195,0.70404947,0.89864457,0.8022753,0.7881704,0.66760266,0.9217039,0.8691533,1.0219805,0.7904092,1.1625736,0.6753007,1.3162078,0.66292626,1.0263468,1.1281734,1.3899999,0.7538129,1.3110719,0.9059088,0.77578294,0.77925664,0.55308896,1.3196342,1.2621183,1.2561162,0.9689707,1.120028,1.1740534,0.95586234,0.8087833,0.8953736,0.9641633,0.91442704,1.3487358,0.6402482
cracker,0.9074362,1.2259977,1.0623333,0.92017776,1.1683747,1.0833958,0.47891873,1.0413035,1.0415823,1.0126975,1.053794,1.2179493,1.1436565,0.9344157,1.0881405,1.0283618,0.9703458,1.0549817,1.2029266,0.89899355,0.9622698,0.23166358,1.1352133,1.1896993,1.0258864,1.226204,1.1712614,0.74910545,1.0124928,1.2040178,0.66854185,1.1514177,1.164041,0.9114518,0.7362699,1.1111978,0.0,1.1355486,1.0428724,1.2072444,0.6133404,0.9913997,0.7922049,1.1336793,0.97726315,1.0625874,1.0296475,0.98645866,1.0667293,0.9382952,0.98176795,1.1772501,1.1150241,1.0430732,1.1087004,0.62731385,0.8527967,1.2327672,0.92469877,1.0884746,0.9026077,1.0163465,0.9935497,0.81542206,1.2385242,1.1234703,1.1277945,0.96896076,1.1603762,1.0730399,1.238825,0.7752336,0.81108636,1.1272955,1.0742582,0.9268622,0.46426523,1.1930312,1.095603,1.1103082,1.0273572,1.1612843,1.0736758,1.1580511,0.99422455,1.136401,1.0349507,0.88042367,1.0567766,1.17426,0.793189,1.0857743,0.72591245,1.0173117,1.0953736,0.9776406,1.192761,0.9659913,0.96103454,0.81479186,0.9525015,1.1032856,0.9945735,1.1583391,1.1286826,1.1295083,1.2231718,1.0199417,1.1816845,1.0572504,1.0095148,0.9278928,1.0855505,1.0157615,1.0014851,1.1230748,1.043018,1.127394,0.98715526,1.0570872,1.0180435,1.037893,0.75533,1.1606636,1.0743461,0.77047145,1.0544523,1.0228945,1.1263872,1.1856505,1.2011958,1.102436
crayon,1.4933206,0.7766304,0.5416877,1.2472117,0.4882872,0.75442344,0.78995943,0.9922771,1.4006587,1.1841602,1.6290412,0.3704422,1.361377,1.4704999,0.64937514,1.5706862,1.4127251,0.5882022,0.27713257,0.90433276,1.1999218,0.7852945,0.8821695,0.8198594,0.8417835,0.74796325,0.73790455,0.57764006,1.0493114,1.2903368,0.94391066,0.4871778,1.2847059,0.9879317,1.331045,1.4859565,1.1355486,0.0,1.5635169,0.32446164,1.1087962,0.7276673,1.2985538,1.3085996,0.9926999,1.4337065,0.71737754,1.0547816,0.67844915,1.3321902,0.6895369,0.24431741,0.51762164,1.1436152,0.39615428,0.7882148,1.4441814,0.38174295,1.1689838,1.3830782,0.7929366,1.3121073,0.98627543,1.2335145,0.37566793,1.2758193,1.1089927,1.4239295,0.24898714,1.133232,0.45959198,1.1580224,1.5397773,0.8792067,1.1746322,1.0824434,1.0408714,0.3120594,0.58197606,0.7407287,0.80739945,0.85625,1.4849143,1.2088208,0.902565,0.26889372,0.46860957,0.41190457,0.9763317,0.7238923,0.3562466,0.7997592,0.9642854,1.0067526,0.5694878,1.2132423,0.33850598,1.4372748,1.2837038,1.3691134,1.3313229,1.468812,1.2230707,1.066991,0.87048286,1.1387562,0.4969148,1.3926208,0.5015833,1.3191037,1.0120233,0.95667166,0.38868326,1.372383,0.6739775,1.1131291,1.3889568,1.3466274,1.5338739,0.73491013,0.67654717,0.6078969,1.0587697,0.49730653,0.79307103,1.2557714,1.354481,1.1991104,1.0214901,0.97099525,0.35910523,1.3706384
crib,0.61664397,1.3234222,1.411614,1.0083188,1.3654782,1.3064897,1.3148358,0.8440839,0.530311,0.7989179,0.109779656,1.2807416,0.5491709,0.6383858,1.3154801,0.38279253,0.52969027,1.255408,1.3976147,1.1285776,0.78948736,1.3479073,1.0776011,0.96653944,1.1621776,1.1459765,1.1968095,1.4299648,0.9085876,0.7194977,1.2728722,1.4169338,0.62043,1.0448004,0.76393086,0.5125019,1.0428724,1.5635169,0.0,1.3445013,0.98285425,1.2266254,0.66388285,0.72124314,0.9722942,0.7297732,1.2982624,1.0994543,1.2701381,0.7441393,1.3005415,1.3871307,1.2926564,1.0609672,1.4790576,1.3162415,0.6122825,1.4013283,1.133666,0.55627507,1.1679775,0.89950335,1.099201,1.031907,1.4749256,0.6342543,1.0855156,0.75993365,1.3423737,0.7777513,1.3213859,1.0419655,0.75444293,1.0965903,0.84310985,1.0316226,1.1912743,1.4476525,1.3972462,1.3709613,1.2509375,1.1024978,0.6597981,0.88216734,1.1345826,1.4413898,1.3645706,1.3954699,1.1132859,1.2259603,1.4203558,1.1281794,1.0517179,1.093453,1.346521,0.89746094,1.3329293,0.6874187,0.9814938,0.5454465,0.7311824,0.7254666,1.0184056,1.116422,1.0175962,0.765947,1.0697285,0.4808377,1.5146128,0.60197,1.1949352,1.1830944,1.4545486,0.6871683,1.3777492,0.8928676,0.7342335,0.5641013,0.4411553,1.3028382,1.4211926,1.3051572,0.94107556,1.4001088,1.0398376,0.74423486,0.6497328,0.83108073,1.0725002,0.90476334,1.4268578,0.62164176
cup,1.5145394,0.8633216,0.6315592,1.2379171,0.46000862,0.6585438,1.0387965,0.8538595,1.332037,1.1379645,1.4144099,0.17778206,1.1853459,1.323965,0.74252963,1.4170024,1.3658165,0.7080429,0.100358605,0.80033696,1.1017175,0.9073998,1.0377975,0.69865894,0.96492106,0.60989773,0.675442,0.80019975,0.90575486,1.1925626,1.022886,0.5125859,1.2066989,1.012393,1.2815943,1.3170784,1.2072444,0.32446164,1.3445013,0.0,1.1825602,0.7451999,1.2567734,1.0686361,1.0099319,1.358154,0.80891407,1.0233445,0.84023184,1.2342376,0.9305585,0.20583779,0.5053374,1.1890976,0.678021,1.0739906,1.2712369,0.36706817,1.2259803,1.2665287,0.8178536,1.2206198,1.0250746,1.312386,0.32481086,1.2616577,1.067898,1.3740062,0.46766657,1.1646562,0.32429075,1.2656531,1.4937888,1.0490708,1.1417704,1.1807756,1.0352893,0.30393982,0.6977197,0.90157384,0.9065244,0.75900054,1.3561277,1.1547621,0.8031544,0.5044828,0.72217983,0.7517741,0.9798831,0.76520413,0.5460285,0.79525197,0.9144474,0.99957615,0.5877805,1.30547,0.35330975,1.2107116,1.2167068,1.3116356,1.3758788,1.3093055,1.2398078,1.0768559,1.1427732,1.0815951,0.24556565,1.3937662,0.62356126,1.205499,1.1304761,0.9876151,0.61415255,1.3789685,0.80299,1.0849217,1.2848119,1.2617366,1.3187592,0.8367573,0.856367,0.63264585,1.287276,0.6261878,0.90154266,1.2124678,1.2229797,1.1755899,0.9142182,1.208977,0.3520077,1.1841896
dish,0.976757,1.2490202,1.120514,0.9882163,1.23507,1.2006246,0.60749704,0.948988,0.9954187,1.1985093,1.0168787,1.2056139,1.1351104,0.85750055,1.2425212,1.0399204,0.92750496,1.0388455,1.1991378,0.55879617,0.85395116,0.7126754,1.0880098,0.985234,1.1545427,1.1609448,1.1900412,0.8134609,1.0771196,1.1806029,0.6484784,1.2029164,1.0355784,0.9766821,0.9508695,1.0437385,0.6133404,1.1087962,0.98285425,1.1825602,0.0,1.1506107,1.0571578,1.1050795,0.9681067,1.0342691,1.082116,0.9853148,1.2204055,0.93534225,1.0600923,1.1719146,1.1308593,1.0392412,1.0346379,0.83068,0.6601667,1.305731,1.0511086,1.0319753,0.85960066,1.1066365,0.9949866,0.8961689,1.3512961,1.0529649,1.0987614,0.964572,1.0089229,1.0566615,1.2350618,0.89316845,0.9608883,1.0390985,1.0516467,0.88847923,0.79422575,1.2999514,1.1380115,1.2441543,1.1026002,1.1602688,1.0190871,1.0848336,0.9764653,1.0765593,0.9764465,0.81926477,1.0542581,1.166549,0.97543776,1.072728,0.21565413,0.9972633,1.155377,0.9652977,1.2274551,0.9322967,1.003595,0.8675671,0.96589804,1.08015,1.0327452,1.1469936,1.075359,1.0421959,1.169402,0.95302784,1.2372212,1.1516582,1.0453624,0.70817775,0.9991285,1.0772173,1.045245,1.058629,0.9939513,1.0648668,0.88254523,1.0449934,1.1388497,1.0179043,0.68597686,1.1713083,1.014235,0.32980716,0.9975643,0.92861766,1.2506907,1.1669971,1.2896793,1.0306699
dog,1.1907439,0.95974505,0.8617523,1.176666,0.63512236,0.82528806,1.0423355,0.91106576,1.3761873,1.1491486,1.289395,0.889262,1.3041908,1.1922901,0.621283,1.3178332,1.329778,0.8133507,0.71378064,0.9318583,1.0567681,0.8022696,1.148177,0.82367146,0.76146215,0.6211941,0.74888265,0.8785111,1.0401056,1.1077023,0.89748424,0.6700166,1.2737393,1.1368537,1.0877842,1.2754258,0.9913997,0.7276673,1.2266254,0.7451999,1.1506107,0.0,0.8672517,1.1513379,1.1119065,1.166553,0.8873556,0.6517876,0.9281841,1.2190571,1.0429021,0.7100938,0.77028704,1.0985277,0.8984976,0.808687,1.277112,0.78539485,1.0137527,1.1915295,0.9034378,1.1172831,0.9649609,1.2276186,0.6477683,1.2948667,0.9231856,1.3388188,0.879684,1.052285,0.7278488,1.1592646,1.2451786,1.1306626,0.9759905,1.2422246,0.9038396,0.74604607,0.7763825,0.8690034,0.90352136,0.90246665,1.1761978,1.1418186,0.9611105,0.7695659,0.7841592,0.9942495,0.53638345,0.9333453,0.7175835,0.8723345,1.0511625,0.6178791,0.6735667,1.034296,0.73741746,1.0522085,1.0416414,0.94216263,1.2358768,1.2742395,1.1082282,1.0721494,1.0661801,1.1662519,0.95905936,1.3106632,0.74515414,1.119906,0.89557225,1.1418335,0.82225746,1.2982302,0.8837662,0.8516199,1.178661,1.2450354,1.2543286,0.7293168,0.88370514,1.0372771,1.2143464,0.8221837,0.62169313,1.2209663,1.2179952,0.9722935,0.8454127,1.0682191,0.89632416,1.1958824
doll,0.7139874,1.1319563,1.1060447,0.90891004,1.0965055,0.93570447,0.96566594,0.95536834,1.0655499,0.9198865,0.73568714,1.2449868,1.070831,0.79182106,1.0737846,0.78597575,0.89885235,1.2170428,1.2614095,1.0296581,0.9785824,1.0077311,1.1416695,1.136725,1.0416924,1.1532743,1.1462647,1.0919015,0.985765,1.0796244,1.1493747,1.2230359,0.9477659,1.1021175,0.6746634,0.9061721,0.7922049,1.2985538,0.66388285,1.2567734,1.0571578,0.8672517,0.0,1.0821337,1.0697314,0.89752454,0.9841926,0.95905787,1.0738645,0.84114873,1.0344898,1.1916327,1.0661654,1.0490416,1.245413,0.8089304,0.83362615,1.1453345,0.8950248,0.97843057,1.0527756,0.822529,1.0224575,0.81733537,1.1412127,1.0588346,1.0881133,0.88233465,1.2548772,1.0859036,1.295927,0.8316462,0.6184001,1.1002846,1.0239428,0.9601761,0.90123045,1.1313442,1.1536171,0.96570784,0.9756946,1.0658723,0.8724296,1.0783031,1.0970228,1.2152551,1.1066048,1.2147338,0.9406683,1.1747483,1.1468261,1.1011837,1.0245246,1.0072995,1.0579326,0.91689277,1.259907,0.85950255,0.6398139,0.51717526,0.88605785,0.9620431,1.0018786,1.0209386,1.1141725,1.1517404,1.2544615,0.9887528,1.2155262,0.9476131,1.0671481,1.1164839,1.2693307,0.97502613,0.97604245,1.0329559,0.869511,1.0164078,0.9506487,1.1501448,1.0514227,1.1102793,0.91227514,1.1916397,0.8722168,0.99826735,0.996,1.0039624,1.1435019,1.1277791,1.1174891,1.0732412
door,0.89566934,1.1468366,1.3123267,0.8651733,1.3171206,1.1723845,1.3082757,0.86754984,0.62111944,1.0601257,0.6844914,1.0909411,0.6475223,0.91672057,1.1097599,0.7852181,1.0015073,1.207056,1.1178015,1.1353278,0.9570237,1.2597237,0.730289,1.0273631,1.1410861,0.77557933,1.0825615,1.2444646,0.7898272,0.5861974,1.1909004,0.9759223,0.914372,1.0457193,0.9921057,0.65318,1.1336793,1.3085996,0.72124314,1.0686361,1.1050795,1.1513379,1.0821337,0.0,0.8073934,0.7798941,1.2884238,1.1371408,1.1638712,0.96600795,1.2203928,1.1728969,1.1697564,1.1427898,1.0948439,1.2853856,0.9567228,1.1742133,1.1452416,0.8114463,1.184228,0.9281359,1.161329,1.0641266,1.1846845,0.7019911,0.81992805,0.8284013,1.1402202,0.578349,0.88291615,1.0207121,0.9849648,0.8391074,1.0631182,1.0921248,1.1863614,1.2287766,1.0476218,0.9707217,1.2999711,0.6946961,0.8132273,0.84582055,0.75113827,1.1976098,1.1987907,1.190406,1.1830338,0.9971024,1.2868338,0.85332596,1.1036729,1.1563776,1.2698612,1.0015681,1.029605,0.45964205,0.8688416,0.98639035,1.0354813,0.7861946,1.0959203,0.91070896,1.1043835,0.61455315,0.98822695,0.8536074,1.2989037,0.86114943,1.1566907,1.1609936,0.99767995,0.91566837,1.284895,0.98196024,0.9118163,0.78855854,0.66064775,1.2758977,1.2263247,1.1562918,1.0485251,1.0842518,1.296566,1.1121277,0.6482924,0.98219895,0.7569202,0.8806925,1.2193861,0.24886239
drawer,1.1124359,0.9426261,1.1931583,1.1041906,1.2344074,1.1842568,1.094787,0.6227523,0.73500574,1.1519461,0.96000534,1.018577,0.8075728,1.0259807,1.1125062,1.046312,0.9110396,0.6453953,1.0628368,0.8538711,0.4715792,1.0657454,0.888028,0.7888861,0.941395,0.78472984,1.0699867,1.0867232,1.19119,0.8797314,1.0991544,0.8560341,0.7910591,1.0411612,0.9254348,0.90118384,0.97726315,0.9926999,0.9722942,1.0099319,0.9681067,1.1119065,1.0697314,0.8073934,0.0,1.1545436,1.1388198,1.066569,1.0553274,1.1579443,1.0504144,1.1539528,1.1793036,1.0091275,0.80824244,1.0411958,0.92301714,1.0785964,1.058898,1.2237716,0.8638087,1.1622839,1.0263823,1.0248249,1.1202295,0.9594511,1.0998914,1.0501527,0.7710754,0.9355294,0.8993447,1.0169848,1.0029517,0.8811888,1.179212,1.0648409,1.0600936,1.1828148,0.81610894,0.97715914,1.1521536,0.4616868,1.185453,1.066117,0.72503006,0.9102353,0.9786339,0.92453647,1.0506244,0.8676584,1.0112461,1.0894382,0.8903994,1.066845,1.2124041,0.8405375,0.85037637,0.7428265,1.1054113,0.96721864,0.98925024,1.1284151,0.97388,1.0515698,0.9058056,0.9182492,0.78727895,1.1243274,1.0051004,1.1153432,1.1198642,0.92804384,0.76136506,1.0760117,1.0308931,1.15376,1.11098,1.1477458,0.900625,0.943275,1.1274337,1.0946957,1.0300287,0.8679875,1.0841609,0.7390642,1.1043993,1.096242,0.8407604,0.87014014,1.0459913,0.9772565
dress,0.5162774,1.2361401,1.3493365,0.71727216,1.3462274,1.2390319,1.2303789,1.1295706,0.73841965,0.7952205,0.62349594,1.3337078,0.7443578,0.3687564,1.251567,0.48189414,0.8072559,1.3248732,1.3351,1.2217336,0.9878063,1.2624851,0.9209994,1.1357173,1.1979256,1.1972272,1.198316,1.2819428,1.0530847,0.84049857,1.1715186,1.3987308,0.85087544,1.0633882,0.87508214,0.71947634,1.0625874,1.4337065,0.7297732,1.358154,1.0342691,1.166553,0.89752454,0.7798941,1.1545436,0.0,1.2651187,1.1623783,1.2799567,0.74709797,1.2183969,1.3212005,1.1437794,0.92706335,1.3551753,1.1792324,0.82099134,1.3699353,0.90150607,0.7359979,1.205411,0.7822419,1.0782063,0.9026292,1.3652024,0.86058426,0.73073477,0.5242578,1.3789948,1.011373,1.3751035,0.95980114,0.69660985,0.9505973,0.9288985,1.0163364,1.1700188,1.3470371,1.187125,0.9333501,1.218957,1.2428284,0.081252694,0.66928995,1.0792583,1.3524096,1.2367425,1.328347,1.2268796,1.2127686,1.3278983,1.0475365,1.1373755,1.1910001,1.2778256,0.79933065,1.4053688,0.8417534,0.9139943,0.7938019,0.8461165,0.4653988,0.8935884,0.71046746,1.0892873,0.8839105,1.283715,0.7108772,1.2986299,0.7538253,0.98617435,1.1246156,1.3558388,0.8157022,1.3123444,0.96088094,0.66226524,0.65606004,0.6736724,1.3186588,1.2220625,1.2733333,0.8733196,1.1703355,1.1594881,0.9445805,0.73617995,0.975222,0.9855594,1.0108923,1.3548107,0.7777732
egg,1.2286797,0.68098146,0.41061515,1.1869953,0.52848506,0.492633,0.7346616,1.1109812,1.3049725,1.0125916,1.3518223,0.83695215,1.3957748,1.2242845,0.7546171,1.3617632,1.2486715,0.87627155,0.80607516,0.7628108,1.1745538,0.7672368,1.1623592,1.0412589,0.8875048,1.0441164,0.99381596,0.56764185,1.0599755,1.3197505,1.0186468,0.7615135,1.228185,1.0884578,1.1376239,1.2815735,1.0296475,0.71737754,1.2982624,0.80891407,1.082116,0.8873556,0.9841926,1.2884238,1.1388198,1.2651187,0.0,0.9541695,0.74848115,1.1124027,0.730494,0.8101415,0.90831023,1.0550647,0.82702214,0.73503315,1.0718167,0.7121197,1.0959193,1.2635052,0.97744066,1.1043897,0.83744943,1.0099363,0.6979793,1.3184261,1.1327438,1.1928116,0.96465206,1.2759217,0.8359654,0.83091974,1.2457967,1.1247109,1.1131531,0.9954135,0.9214352,0.6450137,0.9001746,0.89722824,0.36485112,1.0691237,1.3006105,1.100997,0.9645171,0.79220855,0.84156287,0.69739795,0.8493978,0.9386872,0.746336,1.0290625,0.9257261,0.911688,0.4933948,1.2192332,0.8043498,1.2299395,1.0109993,1.1931928,1.2509537,1.1939316,1.1652519,0.99281204,1.1865041,1.1730714,0.9583243,1.280325,0.7739086,1.2381144,1.0252963,0.7163254,0.8208048,1.226523,0.6868151,1.096325,1.1882529,1.2626634,1.367084,0.637339,0.6946089,0.86752856,1.1801217,0.91601163,0.8173977,1.103342,1.2943308,1.1384637,1.1346717,1.248208,0.6682298,1.2799394
elephant,1.117269,1.0326328,0.99301857,1.1439047,0.91879874,0.9890576,1.0111135,1.0732158,1.1959045,1.1758673,1.1346495,1.0594182,1.2201995,1.1716894,0.75463563,1.1908797,1.151967,0.9015068,1.0332451,0.9434942,0.99607414,0.9272329,1.1214519,1.0711477,0.75104094,0.95509374,0.9044816,1.0246496,1.0357873,1.2172573,0.87853724,0.90631914,1.1440437,1.0559577,1.098046,1.1296874,0.98645866,1.0547816,1.0994543,1.0233445,0.9853148,0.6517876,0.95905787,1.1371408,1.066569,1.1623783,0.9541695,0.0,0.99641347,0.9702428,1.1018691,1.0451949,1.0749838,0.9800796,0.9834141,0.79763967,1.1057352,1.0423343,1.0638165,1.0762236,0.9721771,1.0993464,0.8927776,1.10726,1.050066,1.1115798,1.1056937,1.242563,1.0312417,1.054598,0.9778492,1.0641067,1.132528,1.0846367,1.026643,1.0254815,0.92473555,1.0417023,1.0123229,1.0896988,0.8348208,1.0768647,1.1479774,1.150941,1.0516943,1.0594363,1.0619981,1.0692555,0.12645829,1.0033139,1.0362386,0.9891151,1.0063467,0.06854749,0.9364025,1.0191295,0.9712175,1.0412158,0.93842006,0.9631462,1.0829045,1.1332494,1.0410473,1.124582,1.0394433,1.1714216,1.1297538,1.1732188,1.0092107,1.0570037,0.9561607,0.94457537,0.95161587,1.127151,1.0346229,0.98951846,1.1161156,1.1387459,1.1967274,0.8321403,1.0385674,1.0488876,1.1070997,1.0432407,0.8956465,1.0191052,1.0850079,0.96382856,0.9750078,1.1002253,1.1341523,1.1040194
eye,1.2952394,0.7541845,0.59882855,1.202415,0.685282,0.6922077,0.9858562,1.0459025,1.2962399,0.9594521,1.2956476,0.8462745,1.3077505,1.3058054,0.8032526,1.2885593,1.2046349,0.98620963,0.7976762,1.0126086,1.2151587,0.9463025,1.0908365,1.1207746,0.82558084,1.0089011,0.97567546,0.86775064,0.8851853,1.2243004,0.96848714,0.6283057,1.1778207,0.9340147,1.099447,1.2787379,1.0667293,0.67844915,1.2701381,0.84023184,1.2204055,0.9281841,1.0738645,1.1638712,1.0553274,1.2799567,0.74848115,0.99641347,0.0,1.1479186,0.68626344,0.85288954,0.8975516,1.0625784,0.75189894,0.8772468,1.1466498,0.5636039,1.0390315,1.1485208,0.97435176,0.9952627,0.9133529,1.0402564,0.64308846,1.2192625,1.0653881,1.2842739,0.8818342,1.2562438,0.8440617,1.1400192,1.2291262,1.0717566,1.092503,0.8894595,0.91531205,0.6202224,1.0101529,0.7973379,0.7070133,1.0162905,1.3008761,0.9972631,1.1248708,0.80721277,0.863536,0.83530134,0.942153,0.9973567,0.8170465,1.0564929,1.1507663,0.96174014,0.7329606,1.2004204,0.6966077,1.2447464,1.0749335,1.1745269,1.1068583,1.205824,1.0720361,1.040004,0.96142125,1.0317408,0.92552817,1.2502447,0.71546704,1.0731294,1.0050061,0.9118297,0.83416796,1.124583,0.71128947,1.0827092,1.1596067,1.1692799,1.2992408,0.6925711,0.69125295,0.70849246,1.1622607,0.9779727,0.9450273,1.2428565,1.2558106,1.1437261,1.1134708,1.0791821,0.6316193,1.1737154
face,0.73209196,1.2285858,1.1538656,0.8481977,1.1675489,1.1122978,1.0027077,1.1677004,0.8924574,0.9916611,0.72576094,1.1423208,0.9004489,0.65504694,1.277137,0.7550644,0.79156005,1.2991781,1.2570962,1.2097758,1.081304,1.108078,1.177631,1.2615048,1.1920692,1.3014312,1.1561143,1.2236634,0.9610409,1.0860795,1.1133616,1.3345519,0.8700092,1.0922796,0.90326023,0.86426497,0.9382952,1.3321902,0.7441393,1.2342376,0.93534225,1.2190571,0.84114873,0.96600795,1.1579443,0.74709797,1.1124027,0.9702428,1.1479186,0.0,0.9862219,1.1609409,1.0790468,1.0173943,1.2685008,1.140391,0.7740869,1.0824047,1.0559008,0.7042537,1.1614714,0.58840895,1.1058797,0.7664576,1.1601866,0.9057909,1.1408768,0.80263084,1.2531447,1.1276112,1.3158078,0.9546752,0.803728,1.199019,0.97929156,0.8297735,1.0811824,1.1813501,1.3957744,1.1562893,1.0698278,1.1914878,0.64408535,1.0332737,1.069471,1.2488261,1.1601231,1.1660421,1.0713669,1.2655556,1.2284142,1.0756979,1.0689052,1.0064783,0.9675017,1.0800854,1.265447,0.8758617,0.7929301,0.87930727,0.8387209,0.704599,1.0246984,1.0893834,1.0756775,1.004703,1.183215,0.7001168,1.2572777,0.8866913,1.1457123,1.0942515,1.3419659,0.75099444,1.2460474,1.0814381,0.4438377,0.8916629,0.81210136,1.3352411,0.9773021,1.0143249,0.8825345,1.4097848,1.1476529,0.92152613,0.7325632,1.0435578,1.1139288,1.1097963,1.1234022,0.8524297
finger,1.1604048,0.5913232,0.7525488,0.84580004,0.9318385,0.8797685,0.7532058,1.2203203,1.2279744,1.024836,1.3147199,0.8745681,1.2823147,1.2003659,0.97957706,1.2591331,1.2399662,1.0293057,0.90850866,1.1087984,1.3073156,0.807728,1.0879152,1.3144429,1.0329381,1.1512734,1.1230309,0.7192504,0.98138523,1.2058934,1.0485017,0.9063735,1.2342402,0.9559411,1.137115,1.2382362,0.98176795,0.6895369,1.3005415,0.9305585,1.0600923,1.0429021,1.0344898,1.2203928,1.0504144,1.2183969,0.730494,1.1018691,0.68626344,0.9862219,0.0,0.81489456,0.98221385,1.0517762,0.59110093,0.8164122,0.985393,0.6339091,0.87903535,1.1474136,1.0091345,0.9009436,1.1170783,0.3614838,0.7323276,1.2668716,1.1179733,0.9644052,0.85197216,1.2547822,1.0064254,0.9813704,1.1560404,1.0856522,1.2575331,0.7394325,0.97681165,0.6312012,0.97407395,0.68335366,0.87933195,1.0110773,1.2341238,1.0113186,1.0023892,0.60571265,0.60821664,0.688535,1.1186671,0.9851177,0.8275616,1.0576298,1.096342,1.097271,0.8275774,1.3515666,0.856372,1.2676086,1.0276198,1.2712419,1.2015492,1.0173029,1.0935827,0.8608328,1.1416099,0.9858089,0.9361248,1.2102475,0.570778,1.1815705,0.7949394,0.9736958,0.78343725,1.1547234,0.71756315,1.2738985,1.0137397,1.262943,1.2775965,1.0140176,0.15103191,0.6063475,0.97596097,0.9731928,1.2023598,1.2164938,1.2584848,1.2741364,1.1309073,1.2339631,0.50984013,1.206193
