,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,stick,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
bucket,1.3886354,0.6745497,0.6580627,1.3004596,0.9475327,0.6411918,0.8911904,0.63938713,1.2673374,1.3520198,0.7402009,1.4109486,1.3217,0.7439668,1.3877056,1.1684285,0.54755527,0.5751937,0.46869147,0.5639998,0.0,0.3767625,0.7906827,1.2090778,1.0247351,0.6977284,1.2724392,1.2516887,1.3823334,1.1739444,0.7708144,1.1798422,0.27096558,0.9040683,1.074878,1.2292709,0.9233481,0.6163696,1.308295,0.7046654,1.0532936,1.2465726,1.128603,1.2260859,1.0064086,1.0016111,0.758989,1.0337834,1.1217716,0.6437409,0.9887251,0.9479547,1.4328163,1.3128376,0.6137417,1.0971959,1.3833586,1.3575072,0.6972544,1.476116,0.6377499,0.8429899,1.1705233,0.88492554,1.1332905,1.1779536,0.83519363,0.6809221,0.7050228,0.6635696,1.1255271,0.58214235,0.91416,1.4110518,1.2781656,1.3392428,0.9258106,0.6829775,0.68677294,0.8490105,1.0563946,0.55002165,0.72896236,0.9851135,0.8859077,1.020179,1.1529208,1.3407468,0.5646185,1.4704249,0.7633717,1.0380388,0.52277786,1.3111199,0.49283683,0.9897211,0.9087615,0.99321485,0.77981466,0.7998881,1.4390721,1.4675847,0.57390064,0.8485484,0.7628274,1.2713213,0.7214979,0.9381101,0.7361118,1.1313835,0.85913575,0.5875188,1.2790253,1.250355
can,1.4511566,0.9197335,0.6881474,1.2922535,1.1031333,0.7686181,0.94976914,0.62178576,1.0985839,1.3336828,0.48513293,1.3332251,1.4255203,0.5432661,1.3597744,1.2250599,0.5116796,0.61055785,0.62274754,0.6036747,0.3767625,0.0,0.81807125,1.2037807,0.8533492,0.7475413,1.1486444,1.2293577,1.3417491,1.1213824,0.74734384,1.2375226,0.39451241,1.1156447,1.1134498,1.3932767,0.6371578,0.3606274,1.3474824,0.7779681,0.9779585,1.2471436,1.1195405,1.156183,1.0756958,0.9671824,0.76755327,1.1024984,1.2630608,0.6066881,1.1470972,1.1688333,1.3835506,1.3606703,0.6868513,0.87152416,1.3051753,1.145819,0.685585,1.299096,0.54958194,0.6393577,1.1727359,0.9204065,1.3013214,1.3296535,0.838247,0.78270054,0.63315475,0.5592908,1.1721077,0.64354587,0.9655616,1.3893266,1.1150181,1.3017577,0.859949,0.62556195,0.64904106,0.8952171,1.0798498,0.47022283,0.8719332,1.1603278,0.9650948,0.9898683,1.2189075,1.3206668,0.6684731,1.4009888,0.7545025,1.1735976,0.3885789,1.2918593,0.43506074,0.8012629,0.87924415,1.2116556,0.8671824,0.8194796,1.4135422,1.454222,0.67343295,0.8600988,0.55500007,1.1950073,0.56422776,1.2415152,0.8073046,1.1568971,0.9454495,0.5980852,1.1341778,1.1907661
car,1.2818801,1.0163546,0.8242435,1.1927129,0.9944237,0.96552455,0.9468103,0.7833145,1.2059532,1.1382331,0.9064234,1.2472484,1.2367002,0.7782947,1.2380657,1.0385202,0.7508301,0.7463046,0.8539887,0.8586753,0.7906827,0.81807125,0.0,1.1199076,1.2696726,0.79460025,1.1339427,1.0294193,1.2454474,1.1351701,0.85902125,1.12745,0.7043839,0.99268407,1.0418541,1.1079305,0.9581548,0.73003054,1.1859903,0.8255347,1.0719419,1.0600394,1.1111159,1.0755148,0.942354,1.0126154,0.81935847,1.0128714,1.2568107,0.8549958,1.1788768,0.9729949,1.1502601,1.2352576,0.93506056,1.049767,1.107584,1.2386556,0.7839193,1.3529415,0.7204655,1.003989,1.0908018,0.9183904,1.2145027,1.2016122,0.9542759,0.8802831,0.81991494,0.9195719,1.066648,0.88217217,0.9330922,1.2065921,1.1664855,1.1639748,0.9605903,0.820623,0.8580737,0.9472503,1.0107006,0.7250439,0.9479154,1.0165317,0.1006909,0.9919768,1.0791183,1.2781444,0.8919452,1.1757549,0.96484625,1.1424879,0.5814612,1.0976965,0.8235636,1.0045083,0.8706214,1.1674631,0.8832563,0.86206836,1.2070063,1.3300064,0.81684697,1.0043793,0.7043369,1.1875396,0.800011,0.9807987,0.97642183,1.0549463,1.0724373,0.8034986,1.0230503,1.0842133
cat,0.6343273,1.0305338,1.2710183,1.0334456,1.041502,1.1794105,1.1672242,1.0414016,0.8713667,0.8192949,1.1906317,0.7665546,0.9248856,1.1822727,0.79157954,0.88527167,1.2331958,1.2317992,1.1642108,1.2058609,1.2090778,1.2037807,1.1199076,0.0,0.8548047,1.202973,0.84747356,0.9328547,0.77827096,0.9398178,1.3133719,0.8437834,1.2752737,1.1021172,0.08500552,0.8606275,0.9102341,1.1616399,0.90536684,1.2538613,0.85215336,0.9416807,1.0766048,0.7482319,0.9186717,1.1443168,1.2354785,0.85113883,1.0054821,1.2040274,0.9777316,1.2064142,0.90572655,1.0477062,1.0828267,0.96185017,0.9323886,0.89246845,1.3139603,0.6661171,1.152719,0.86908954,0.8829898,1.1123264,1.0125132,0.96622884,1.178044,1.237956,1.099751,1.1960721,1.0935358,1.2335346,0.9566761,0.898703,0.9026196,0.99113536,1.1809133,1.2854509,1.2199633,0.9573791,0.88766754,1.2914361,1.1395379,0.9893166,1.0824912,0.912759,0.3882655,0.90146273,1.2319771,0.86155975,1.1416975,1.060533,1.1533053,0.88006437,1.2208358,0.9863089,1.1758034,0.93940026,1.286665,1.2537402,0.8327156,0.8301333,1.209805,1.1800172,1.1155334,1.0753942,1.0895898,0.9626911,1.065397,0.87446606,0.9521394,1.2523619,0.9124972,0.96922266
chair,0.8152814,1.1874694,1.5200869,0.83245313,0.97708505,0.97449917,1.2515442,0.90630805,0.4737233,0.7871115,1.1963856,0.55057776,0.76945055,1.2518643,0.5871747,0.8399831,1.3873221,1.2544787,0.9843424,1.347336,1.0247351,0.8533492,1.2696726,0.8548047,0.0,1.3293405,0.6825571,0.89949435,0.6253569,0.9238711,1.2194262,0.65605396,1.3059939,1.1051421,0.8833615,1.022184,0.576427,0.93050474,0.8844092,1.4123908,0.9469237,1.0874557,1.1111804,0.93616843,1.0916303,1.1956592,1.225772,1.086765,0.8350369,1.3887224,1.1112437,1.3131672,0.9402446,0.95707285,1.21608,0.87519246,0.96638024,0.61883616,1.2376299,0.55681556,1.1408273,0.8865143,0.9242014,1.2393786,0.9243736,1.1087554,1.2598308,1.4348814,1.0387065,1.2040424,1.2324687,1.3452482,0.62009877,0.8432925,0.7078456,0.7748007,0.97567636,1.1978952,1.2460196,0.74803287,0.96382207,1.2284831,1.3165557,0.76284564,1.2408106,0.651441,1.1625513,0.7835095,1.3071103,0.8345735,1.2021536,0.8085107,1.1729665,0.64400077,1.3271236,0.8963638,1.3806976,1.0918655,1.2187476,1.1704106,0.73816746,0.5384108,1.1570438,1.3106887,1.1649598,0.78476584,1.1035553,1.1869003,0.62161624,0.9631525,0.6108105,1.4197047,0.7806378,0.84796524
clock,1.3294241,0.9135304,0.5116784,1.3367381,0.7598051,0.6210382,0.83643687,0.8092947,1.4049076,1.1458439,0.7123399,1.3573374,1.3559003,0.54303336,1.4151115,1.0358396,0.5508176,0.6812118,0.8015355,0.6814747,0.6977284,0.7475413,0.79460025,1.202973,1.3293405,0.0,1.2811708,1.1101544,1.4176499,1.1787173,0.79371256,1.2860368,0.52016175,0.9867949,1.0870539,1.1408226,1.1874623,0.89312494,1.256598,0.44934094,1.1367297,1.145505,1.1652493,1.1102057,0.90700597,1.0473815,0.6011781,0.67426157,1.2424241,0.6410428,1.0852826,0.7869376,1.313355,1.3056406,0.7033771,1.0521462,1.2460155,1.4085083,0.70706064,1.3691522,0.5207294,0.9971071,1.210152,0.6089826,1.3293813,1.1619356,0.89040923,0.6267892,0.8720704,0.6552794,1.0269408,0.62523925,1.1960831,1.3644063,1.3813102,1.3137673,0.897027,0.6785629,0.8032298,0.97070754,1.035893,0.5393617,0.7459563,1.0316825,0.855175,1.253184,1.0446457,1.3994741,0.6011579,1.3944399,0.8418877,0.9996217,0.6300174,1.3733685,0.5596341,1.0561482,0.56960547,1.0512564,0.7974266,0.77316326,1.4253716,1.4616904,0.5177314,0.9601326,0.8397635,1.356522,0.8441756,0.72989976,0.9813606,1.0837666,1.1421692,0.5606396,1.2305663,1.2393785
closet,0.8470881,1.2542672,1.3124384,0.7651429,1.1114917,1.3031057,1.2635163,1.062652,0.44553006,0.70107144,1.1529438,0.48809695,0.85946596,1.2983636,0.6928947,1.0405271,1.2247429,1.2378368,1.1103536,1.351764,1.2724392,1.1486444,1.1339427,0.84747356,0.6825571,1.2811708,0.0,0.8106376,0.6194579,0.95797354,1.2221317,0.6680118,1.3401062,1.1528339,0.98593336,1.005867,0.6835764,0.9938579,0.8582988,1.2935692,0.83975255,0.9102931,1.0995847,0.9002022,1.1525965,1.2244613,1.326684,1.1455133,0.912495,1.3261437,1.2771759,1.369853,0.8116095,1.0554292,1.3717034,0.79729915,0.70160925,0.7310474,1.321718,0.49150825,1.2100164,0.97810435,0.94253886,1.2461114,0.9456313,1.0757985,1.1250229,1.2133836,1.3019321,1.2894032,1.1038717,1.2605746,0.75616,0.79941404,0.8127772,0.80887383,1.0846747,1.1920445,1.3469152,1.1570836,1.0440347,1.3520485,1.315756,1.0314522,1.1209885,0.7855163,0.8705858,0.9562455,1.3483534,0.6392424,1.2006738,1.1111754,1.1494265,0.47899902,1.3283219,0.8278758,1.1989138,1.2224451,1.326021,1.2790718,0.6873308,0.5225578,1.2038039,1.2945745,1.0096959,0.8397101,1.285799,1.2479937,0.98597467,0.9480439,0.9979153,1.270493,0.6920941,0.7720777
comb,0.8742827,1.066665,1.2400875,0.74853295,1.1674991,1.1607655,1.135581,1.144266,0.7203701,0.7813728,1.1351978,0.75834346,0.9338612,1.1795597,0.8163045,0.92655563,1.2412317,1.2246069,1.1580975,1.0863237,1.2516887,1.2293577,1.0294193,0.9328547,0.89949435,1.1101544,0.8106376,0.0,0.864249,0.8288244,1.1629099,0.87553513,1.3083203,1.0969232,1.045766,0.93723553,0.9439869,1.0514007,0.9944639,1.2609406,0.7326089,0.9397937,1.0801218,0.9330207,1.1281264,1.1353232,1.1695354,0.95975643,0.8291652,1.0353054,1.1516075,1.1691444,0.77708477,0.9008708,1.219166,0.9750101,0.9037815,0.88088953,1.1607239,0.7773999,1.219168,1.1551021,0.9309839,1.1259677,1.0567992,1.0501846,0.999606,1.1997442,1.2263759,1.1801822,0.91388357,1.1652169,0.89912194,0.9074377,0.9365289,0.9022831,1.0242925,1.1341658,1.1210407,0.9727788,1.1447127,1.1914018,1.174503,1.0027407,1.0416214,0.96849126,0.9606783,0.9440752,1.1834809,0.8308418,0.9584986,1.0570716,1.1615212,0.881889,1.1288588,0.9633261,1.122258,1.1888134,1.1261973,1.1321328,0.78671646,0.8521503,1.1859667,1.1370776,1.0833969,0.8667877,1.1935441,1.0967499,1.1364836,1.1215926,1.0579205,1.1303941,0.9369389,0.7284672
couch,0.68002784,1.1516347,1.3939931,0.721876,1.1007346,1.3774105,1.1786802,1.2245957,0.65884537,0.5195967,1.2833381,0.2636757,0.72802186,1.4069779,0.3535632,0.85881835,1.3789227,1.3958905,1.1569023,1.3990319,1.3823334,1.3417491,1.2454474,0.77827096,0.6253569,1.4176499,0.6194579,0.864249,0.0,0.7340443,1.3834324,0.74057424,1.4837458,1.1504389,0.867787,0.8265912,0.85852563,1.2246795,0.7463977,1.4028523,1.0352403,0.9367025,0.9680039,0.8912055,1.0530516,1.1107763,1.4298623,1.0535928,0.88054776,1.418064,0.95443004,1.2795022,0.74954677,0.808232,1.3283384,0.96219444,0.7828509,0.6098758,1.4448905,0.5666238,1.4357047,1.0647238,0.7216339,1.3216515,0.87712157,0.8278189,1.2175972,1.3325703,1.3335481,1.4172019,1.0357928,1.3675827,0.84790474,0.695912,0.69618094,0.75560725,1.1815767,1.410573,1.3401685,0.7729033,0.9235765,1.5392394,1.2374173,0.85503995,1.1513216,0.7485537,0.9675829,0.6830882,1.3491395,0.6412143,1.1891353,1.1161752,1.3598638,0.60936326,1.4023178,1.0884217,1.2496586,0.9728108,1.3785238,1.3445517,0.52224606,0.36658275,1.3906903,1.2058103,1.2276464,0.90490437,1.3200841,1.0344503,1.0209076,0.8977351,0.9322916,1.4050953,0.68807954,0.85500616
cracker,0.82012624,1.095239,1.1830661,0.9443832,1.3040774,1.184955,1.0875953,1.09639,0.8979321,0.89584386,1.1591599,0.7868232,0.93414754,1.2387437,0.62518805,1.0742778,1.2326796,1.3157591,1.013165,1.104981,1.1739444,1.1213824,1.1351701,0.9398178,0.9238711,1.1787173,0.95797354,0.8288244,0.7340443,0.0,1.2772739,0.9830194,1.2723967,1.1990118,0.98769563,0.9965803,0.80812085,1.1087112,0.84382546,1.2375351,0.7747038,1.0256605,1.109853,1.0708841,1.1217507,0.99857545,1.214345,1.0678849,0.97023916,1.0673747,0.9889669,1.2757148,0.8957008,1.0099157,1.1692039,0.9970139,0.8701258,0.71548414,1.1899035,0.835549,1.2874885,0.9467841,0.100726485,1.1809024,1.0138882,0.95579016,1.028523,1.1473117,1.0798295,1.1618519,0.94419444,1.1474191,0.9794969,0.8229706,0.60794073,1.0618677,1.176311,1.2469282,1.0564917,0.94245243,1.0342085,1.3024583,1.080479,1.0045648,1.1106211,0.92504776,0.95592266,0.685076,0.9917842,0.8785398,0.9696677,1.2067938,1.249608,0.97588813,1.0915306,1.053031,1.1669785,0.95194817,1.1798735,1.0717918,0.7325418,0.9338664,1.3237063,1.0665406,1.164719,1.0480611,0.9981689,1.1590693,1.0557781,0.9933073,1.0238109,1.1745608,0.9362093,0.9644116
crayon,1.2024028,1.0449629,0.6760978,1.1518807,0.915,0.7723112,0.73476213,0.96249473,1.3024606,1.2982836,0.603027,1.3913894,1.3058414,0.60944515,1.3825505,1.0943595,0.54159635,0.5484738,0.94817275,0.6583352,0.7708144,0.74734384,0.85902125,1.3133719,1.2194262,0.79371256,1.2221317,1.1629099,1.3834324,1.2772739,0.0,1.2274412,0.5769378,0.86909986,1.2772377,1.2445048,1.2807546,0.7565993,1.2476964,0.6131875,1.2061459,1.2490588,1.0543643,1.0753618,1.1108067,0.97847795,0.3471681,1.1020029,1.0106361,0.6892226,1.0752169,0.6918167,1.3479398,1.1623969,0.8180561,0.9351658,1.3283787,1.2984533,0.34975696,1.3476952,0.7144058,1.101195,1.3048003,0.8304762,1.0782216,1.1448878,0.849791,0.6468942,0.81595826,0.6275387,1.1134152,0.67531705,1.1971076,1.282695,1.327064,1.0408046,0.20567769,0.14698899,0.7804435,1.0925791,1.2127086,0.53316736,0.97552633,1.0365433,0.9755852,1.2926955,1.1522789,1.216129,0.63157666,1.3586231,0.88555586,0.79191184,0.65534574,1.0717268,0.729673,1.1209995,0.8670927,1.1396953,0.49137294,0.6088999,1.4191422,1.2520014,0.819977,0.92273355,0.62818676,0.56304985,0.921638,1.016895,0.921244,1.2062252,1.0663226,0.54498315,1.2255384,1.1777112
crib,0.71606207,1.1725024,1.4111816,0.94613457,1.0241492,1.256456,1.1200333,0.6892381,0.5123941,0.7942455,1.2758455,0.6785021,0.725718,1.2619917,0.78907716,0.89064205,1.2922752,1.2245407,1.0674647,1.4471318,1.1798422,1.2375226,1.12745,0.8437834,0.65605396,1.2860368,0.6680118,0.87553513,0.74057424,0.9830194,1.2274412,0.0,1.2924538,0.90864897,0.8409429,0.8539679,0.8070117,1.1697661,0.8261515,1.3339789,1.0267313,0.93701464,1.2230707,0.98731005,0.9330362,1.29216,1.2259636,1.0687448,0.74966824,1.5048447,1.0995117,1.2302891,0.8163701,1.0421112,1.3909099,1.0398196,0.8914063,0.8092947,1.3005192,0.63403666,1.199553,1.1404159,0.9397755,1.1316042,0.6890515,0.92864245,1.242856,1.3636721,1.266753,1.3708043,1.12715,1.3601162,0.45271993,0.83412904,0.8687137,0.7257687,1.0930227,1.3226388,1.3190149,1.1265237,0.9205964,1.3442181,1.3216491,0.81454116,1.036948,0.40596533,0.96799767,0.9059687,1.3120381,0.7779549,1.2988427,0.8224952,1.2325826,0.67881596,1.4736941,1.007513,1.191998,1.0060248,1.1539333,1.1964955,0.67715585,0.52239597,1.1719184,1.4062464,1.2477916,0.7946889,1.3217704,1.0219468,1.0274638,0.8846863,0.63977885,1.4369938,0.80730164,0.9156158
cup,1.4185266,0.83387923,0.35893118,1.4234164,0.8338241,0.67321414,0.74173874,0.62877464,1.4545615,1.4150455,0.49258673,1.5451615,1.4414595,0.49898356,1.5841933,1.2110761,0.15956426,0.32658398,0.70119745,0.55384904,0.27096558,0.39451241,0.7043839,1.2752737,1.3059939,0.52016175,1.3401062,1.3083203,1.4837458,1.2723967,0.5769378,1.2924538,0.0,0.7985449,1.1174784,1.2978135,1.1019995,0.7477654,1.3421144,0.43614292,1.1106634,1.1689371,1.2083524,1.2907362,0.92196697,1.0776006,0.623544,1.0949135,1.209883,0.49447834,1.0823392,0.9114044,1.4383152,1.4321203,0.6682969,1.2463232,1.3543439,1.5302055,0.6431562,1.5103439,0.4294417,0.92239046,1.3090713,0.6633842,1.2203208,1.2451239,0.85170335,0.41939247,0.7294575,0.6271735,1.173555,0.44532317,1.1173962,1.4362733,1.4049227,1.3229738,0.8573005,0.5599496,0.5338855,0.93888766,1.029449,0.33890182,0.6896839,1.097925,0.83594817,1.1800926,1.1438701,1.4373384,0.53915733,1.474309,0.9202996,1.1146281,0.27504647,1.3366635,0.49379468,1.0035975,0.6530028,1.0888513,0.7453853,0.7981732,1.5080376,1.5552926,0.491525,0.90024734,0.60146314,1.2450842,0.72073996,0.9442454,1.0000738,1.1099067,1.0450362,0.3341676,1.2275624,1.2433088
dish,1.0243951,1.0778687,0.9868939,1.1233513,0.6989758,0.7660651,0.76727635,0.8679363,1.0950712,1.095354,1.1036183,1.1930892,0.9647566,0.95306635,1.2566265,0.97330153,0.96180564,0.6379541,1.0621383,1.0387928,0.9040683,1.1156447,0.99268407,1.1021172,1.1051421,0.9867949,1.1528339,1.0969232,1.1504389,1.1990118,0.86909986,0.90864897,0.7985449,0.0,1.0170761,0.97901255,1.1708593,1.1421909,1.0449094,0.8053551,1.1501374,1.0439786,1.1590573,1.1860801,0.8219167,1.1842629,0.8759577,1.0022908,0.8935193,1.1611128,1.10525,0.915604,1.1198732,1.1433532,1.0578767,1.2399191,1.1815586,1.30066,0.764297,1.1214733,0.833235,1.0873284,1.2067614,0.6614609,0.8707914,1.0637552,1.1249962,1.0346502,0.93767095,0.92577314,1.1982536,1.0244066,0.95114386,1.1107461,1.2383806,0.98128426,1.029919,1.0205898,0.87469095,0.948715,0.89098895,0.7219873,1.0469404,0.8720093,0.9019978,1.0348643,1.0964564,1.1977781,1.0089746,1.1221762,1.2194784,0.66732466,1.057255,1.0032513,1.1933141,1.0566018,0.9361617,0.9445684,0.51007783,0.6891358,1.1255934,1.0404606,0.71707726,1.175155,1.16013,0.8475716,1.1097646,0.8771905,1.0513953,0.9451569,0.8702911,1.1141152,1.0933131,1.0020595
dog,0.7699799,1.0312096,1.1749904,1.1657141,0.9962584,1.0670813,1.0858577,0.86857176,1.008759,0.91409177,1.1748005,0.89024776,0.9941502,1.1006099,0.9091347,0.87363476,1.1251205,1.1454538,1.0513791,1.1299813,1.074878,1.1134498,1.0418541,0.08500552,0.8833615,1.0870539,0.98593336,1.045766,0.867787,0.98769563,1.2772377,0.8409429,1.1174784,1.0170761,0.0,0.844121,0.9043853,1.13361,0.96663666,1.1834712,0.9578979,0.9497345,1.1122024,0.89861923,0.8142892,1.1283065,1.155538,0.82084686,1.0703621,1.1546004,0.9265488,1.1442807,1.0189637,1.1084367,1.0159738,1.0582218,1.0416162,1.0072945,1.2377763,0.7966232,1.0272346,0.8799425,0.9272786,1.0155623,1.0175992,0.9769144,1.1893281,1.1742465,1.035165,1.1284375,1.1043111,1.1633066,0.87943053,0.97628766,0.9641237,1.0754077,1.1838474,1.2420752,1.1223953,0.87713844,0.81673956,1.1819916,1.0654013,0.9113484,0.9792706,0.85518026,0.51704895,0.94656634,1.128926,0.9788176,1.1594723,1.0314691,1.06588,1.0077258,1.1533896,1.0718699,1.0985608,0.9110756,1.2082994,1.1707681,0.93926483,0.9494206,1.0830944,1.1532849,1.1400623,1.1727659,1.0435572,0.8710453,0.98827004,0.8458633,0.8402515,1.1776495,0.9994738,1.0656037
doll,0.6577383,0.9398024,1.2368189,0.9555306,0.9496856,1.087986,0.9896446,1.0572721,1.0060589,0.85966706,1.2396724,0.89655125,0.46084905,1.2479125,0.85540986,0.8674367,1.2500138,1.3370713,1.0157297,1.2829618,1.2292709,1.3932767,1.1079305,0.8606275,1.022184,1.1408226,1.005867,0.93723553,0.8265912,0.9965803,1.2445048,0.8539679,1.2978135,0.97901255,0.844121,0.0,1.1281505,1.3111749,0.44100314,1.3049431,1.100102,0.75114536,1.1148531,1.0390418,0.86867476,1.1695138,1.164951,0.87813306,0.97363704,1.3269758,0.6859625,0.92804074,0.8059986,0.9486941,0.93536294,1.1711764,0.7680974,0.9411456,1.2692298,0.90736157,1.2655199,1.2347822,0.99066097,1.0640181,0.8973585,0.5793667,1.2451991,1.2516134,1.2745681,1.2646277,1.0156373,1.2818465,0.9201515,0.54296196,0.9993527,0.9256004,1.1514783,1.2982297,1.2500674,1.0104755,0.91616035,1.3607721,1.1236401,0.81147444,0.94649434,0.8701565,0.7725183,0.6775013,1.0951657,0.7838055,1.2239616,0.97000813,1.3653508,0.94755775,1.331273,1.1690028,1.0293893,0.72148097,1.1597515,1.1079059,0.7230611,0.7482398,1.091037,1.200245,1.3786469,1.052682,1.3345292,0.51864666,1.0443552,0.9500901,0.8764628,1.3140419,0.93827516,0.97759223
door,1.0787792,1.0690197,1.3565726,1.0188814,1.2684262,1.145998,1.2497245,0.80098796,0.4782185,0.9477129,1.1224253,0.765535,1.0666679,1.0379821,0.89122987,1.0613533,1.1623905,1.1874912,0.88054305,1.1738157,0.9233481,0.6371578,0.9581548,0.9102341,0.576427,1.1874623,0.6835764,0.9439869,0.85852563,0.80812085,1.2807546,0.8070117,1.1019995,1.1708593,0.9043853,1.1281505,0.0,0.72669977,1.072079,1.359341,0.66242415,1.0817688,1.1040919,1.028103,0.9881289,1.1039454,1.175894,1.1705748,0.934638,1.2228242,1.2493004,1.3720098,1.026011,1.1238363,1.2550682,0.77941155,1.0489444,0.8072184,1.1429179,0.7610276,0.8733382,0.64349097,0.8394651,1.2618492,1.0991982,1.1810153,1.1268784,1.3478923,0.8381679,1.0246832,1.1453912,1.2505641,0.54185474,1.0483395,0.72698677,1.0400329,1.1811775,1.2167587,0.99578565,0.9848569,0.87764645,1.1462481,1.2524582,0.9407778,0.97070843,0.40748835,1.0987557,1.0685749,1.145751,1.0176917,1.1068804,1.100601,0.9687285,0.9035346,1.1256218,0.60146517,1.2132764,1.1295923,1.1783774,1.1083012,0.9257157,0.88522804,1.2167522,1.2087319,0.9234506,0.90526724,0.78808844,1.3217217,0.8663904,0.94655436,0.63543206,1.250345,0.816833,0.95988363
drawer,1.354846,0.9151698,0.8852006,1.1450456,1.1715703,0.92217743,1.038258,0.8387997,0.9634274,1.1737933,0.7047568,1.1705344,1.3512273,0.6173315,1.2087997,1.0782013,0.861242,0.6549418,0.62953377,0.7162349,0.6163696,0.3606274,0.73003054,1.1616399,0.93050474,0.89312494,0.9938579,1.0514007,1.2246795,1.1087112,0.7565993,1.1697661,0.7477654,1.1421909,1.13361,1.3111749,0.72669977,0.0,1.3156359,0.9279909,1.0241466,1.1751782,1.0235809,1.0373367,1.1468489,0.89515984,0.89399666,1.0258483,1.1906137,0.8339777,1.220046,1.089752,1.2554694,1.2003565,0.8127222,0.6838824,1.2911506,1.0858577,0.657869,1.2381229,0.7638514,0.6145798,1.1293865,1.0491661,1.1351016,1.2332858,0.76487404,0.9840125,0.7883866,0.74649084,1.0809196,0.80700445,0.93194485,1.3193021,1.0457251,1.1746874,0.8480975,0.6534108,0.7602186,1.0833153,1.1658422,0.5790485,1.0638545,1.1653886,0.8821621,1.0137839,1.138532,1.3175251,0.9017443,1.2912608,0.7003601,1.0794921,0.53091896,1.2207309,0.58489627,0.85660934,0.9128141,1.189266,0.83550704,0.84084177,1.3590053,1.2578492,0.9014526,0.8998631,0.603968,1.0779985,0.705719,1.2649721,0.7796518,1.193027,1.0813156,0.8627022,1.1333182,1.1520699
dress,0.7590271,1.1570629,1.3067752,0.80740285,1.0389025,1.2288698,1.1162647,1.1644939,0.8907506,0.8361163,1.1581179,0.80952024,0.25884926,1.268142,0.65695363,0.9131289,1.2546241,1.3655533,1.2092278,1.3943145,1.308295,1.3474824,1.1859903,0.90536684,0.8844092,1.256598,0.8582988,0.9944639,0.7463977,0.84382546,1.2476964,0.8261515,1.3421144,1.0449094,0.96663666,0.44100314,1.072079,1.3156359,0.0,1.3291496,1.0033547,0.65681124,1.189523,1.020113,1.0506828,1.2073673,1.2235653,1.0507834,0.9666925,1.360527,0.93758166,1.1882546,0.7877092,0.9874494,1.2515062,1.1147748,0.458323,0.79729366,1.3869699,0.80420923,1.3905244,1.1431437,0.7926638,1.1831952,0.88777864,0.8371193,1.1831703,1.2522947,1.2948625,1.2695029,1.1137809,1.3280219,1.0048604,0.12657392,0.8438927,0.7771634,1.0954418,1.3006883,1.2703941,1.0770111,1.0202239,1.4358547,1.2248114,0.81370634,1.1119919,0.9180009,0.8523586,0.45241487,1.1225884,0.46585333,1.2707758,1.0718963,1.3813386,0.75240046,1.4053525,0.9981008,1.1593943,0.92434305,1.289047,1.2645935,0.45909262,0.65238017,1.2299387,1.2848808,1.3198576,0.934024,1.3033389,0.9630596,1.0866976,0.9782727,1.0503087,1.3339766,0.83387643,0.7617357
egg,1.290234,0.9052674,0.28525853,1.2552109,0.6361449,0.6352343,0.8029838,0.99944884,1.4428805,1.2766873,0.67862713,1.4322054,1.3929875,0.689777,1.4838786,1.2370195,0.42972165,0.42385858,1.0069538,0.5151872,0.7046654,0.7779681,0.8255347,1.2538613,1.4123908,0.44934094,1.2935692,1.2609406,1.4028523,1.2375351,0.6131875,1.3339789,0.43614292,0.8053551,1.1834712,1.3049431,1.359341,0.9279909,1.3291496,0.0,1.1604384,1.1041497,0.9521917,1.1074002,1.1165867,0.85819936,0.6361857,1.0006226,1.2444433,0.50230575,1.0444851,0.6724018,1.2840965,1.1871498,0.64533556,1.1950976,1.2803187,1.4210078,0.6447209,1.4067537,0.5872464,1.0826688,1.2561002,0.64554846,1.1545849,1.158048,0.8122864,0.3431933,0.741235,0.78536403,0.9156264,0.39292467,1.3516247,1.410815,1.4279814,1.2767879,0.8957968,0.61842155,0.69464815,1.07287,1.231282,0.36464977,0.5235041,1.185931,0.94496167,1.3918366,1.0597806,1.4168546,0.69252616,1.3781304,0.930148,1.0047138,0.586736,1.2754041,0.5588156,1.0681678,0.5430549,1.0120548,0.72919214,0.7827127,1.4339002,1.4278483,0.56545216,0.7398149,0.65056443,1.215031,0.77342236,0.89471495,1.1668088,1.206602,1.3161565,0.40401626,1.2163168,1.2192867
