,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,elephant,finger,fish,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
coffee,0.83196235,1.144112,1.0292046,1.0490178,1.1065533,1.1453936,1.0805405,1.1321105,0.9406863,0.9984247,1.0146687,1.0268824,0.93288666,1.0790721,1.0134752,1.2549855,1.022206,1.2225316,0.9859825,0.93784773,1.1081041,1.0104295,1.0333334,0.959918,0.92335045,1.1168276,1.1443927,0.858592,1.2130032,1.0799142,0.0,1.1016799,0.8895055,1.0282351,1.148971,0.8049774,1.1223189,0.7737799,1.0462794,0.6722411,1.0094504,0.95832056,1.0316079,1.1552223,1.01578,0.9284561,0.71360624,0.9050428,1.0428272,0.9543414,1.2267612,1.0066868,0.999535,1.0746068,1.0031163,1.0804933,0.9210221,1.1367793,1.125189,1.2420263,0.85641456,0.84709203,1.0857418,0.9352133,1.0752982,1.2118256,1.036396,1.0653352,1.1443799,1.0366875,0.70747113,1.0738598,1.1110477,1.0728179,1.0532904,1.0470004,1.1948687,0.9210163,0.76784104,0.9060232,0.95241016,0.9000678,1.03771,0.95686334,0.7802063,0.85477567,1.0748649,1.0852431,0.98727906,1.0047926,0.9082532,1.024906,1.1367092,1.1620393,1.003813,1.0361252,0.9258649,1.0576195,1.0588026,0.93269634,1.0856688,0.8468785,1.0410056,1.136317,1.073761,1.0610116,0.9659067,0.8821298,0.7006951,0.8926345,1.0774072,0.65090233,1.051441,0.87929285
cookie,1.3358542,0.77247596,0.55215764,0.7306952,1.3863939,0.6032548,0.6691171,0.54992473,0.99724823,1.4688127,1.4748827,0.85634303,1.430066,1.2190232,0.8448057,1.3294744,1.3258722,0.6594145,0.6836036,1.4036868,0.9157003,1.1182806,0.6567495,0.98901844,0.9478935,0.39399064,1.2242241,1.2786616,0.6741517,1.1852041,1.1016799,0.0,1.4056896,0.30113888,0.5586382,1.4992266,0.6976914,1.0346287,1.2068522,0.93218946,1.3699389,1.299291,0.70565087,1.1542643,0.5439738,0.85777414,0.8953768,0.9417741,0.6480716,0.9127281,0.59809625,1.1577284,1.0037667,1.1282436,1.1129155,0.9081791,0.954273,1.1905103,1.1846827,1.2863374,1.1067917,1.2744082,0.73012394,1.3012877,0.70553285,0.37585926,0.68421274,0.78070307,0.88450336,0.60609215,1.2944759,1.1019235,1.403908,1.1469709,1.3311089,0.7110394,0.6800319,1.0496217,0.9502419,1.0425743,1.1086377,0.99899065,1.376913,1.0892771,1.2823898,0.953471,1.279222,1.2613908,1.1558614,1.1601003,1.1344435,1.2398707,0.51658714,1.1541141,0.74841905,1.167766,0.92300284,1.1758041,0.7257658,1.269198,1.3678076,1.4914231,0.7949976,0.39557397,0.39926457,1.0551598,0.65753025,1.1878264,1.155117,1.1216077,1.1778883,1.1520481,0.65179396,1.3294415
couch,0.72572744,1.1504885,1.411654,1.1376797,0.5531535,1.2864382,1.3003905,1.4389758,1.171323,0.56152093,0.23574656,1.3222041,0.47060418,0.65264523,1.2734368,0.5006936,0.80078083,1.476023,1.386725,0.7538461,1.1114769,1.139585,1.4677606,1.2009466,1.2627004,1.4110006,0.5855849,0.73866063,1.4218432,0.708436,0.8895055,1.4056896,0.0,1.3959877,1.5379894,0.5535521,1.5420979,1.107924,0.62980676,0.7878718,0.6804793,0.691865,1.1217095,0.9338435,1.1663448,1.2369677,1.0983186,1.1179221,1.3130594,1.2086117,1.289741,0.77863103,0.9640887,0.7299622,0.72154385,1.0021342,1.0244361,0.5290468,1.0223448,0.5175864,1.0431502,0.60166025,1.4370662,0.51730883,1.3085165,1.3870317,1.445187,1.2053492,1.3128661,1.3230126,0.8197422,0.9953811,0.44958878,0.69615877,0.7479877,1.4391624,1.4015143,0.67859393,1.172149,1.1831977,0.9358627,1.0883269,0.7427912,1.2089062,0.76939154,1.1178551,0.75857115,0.544873,0.93516207,1.0695769,1.0987346,0.79429954,1.5076423,0.871625,1.4527416,0.6724274,1.274092,0.9293537,1.2662045,0.68997884,0.6312511,0.4043969,1.410104,1.3394948,1.3448364,1.1816425,1.4102362,0.9060978,1.0570371,0.9755478,0.8602483,0.8573903,1.2955303,0.68609196
cracker,1.1720237,0.96290123,0.7700886,0.64907426,1.2533847,0.75664353,0.7693852,0.6358726,0.99883693,1.3060119,1.4207699,0.968554,1.3636298,1.1110274,0.71068156,1.2688229,1.1764756,0.86541164,0.82861364,1.276899,0.67237276,1.1586224,0.78740716,1.1162133,1.0098329,0.6758722,1.1811768,1.3049048,0.852991,1.1720132,1.0282351,0.30113888,1.3959877,0.0,0.7339157,1.349263,0.8622668,0.8938625,1.1205679,0.9959354,1.3405517,1.2580813,0.82288253,1.0652925,0.64543116,0.8233795,0.87227225,0.94375306,0.7328893,0.767275,0.8896272,1.1418471,0.831251,1.1156299,0.9334806,1.1405888,0.912877,1.2586176,1.1657524,1.25151,1.0307906,1.2456996,0.8454193,1.295171,0.85744184,0.7027762,0.85937345,0.7775515,0.9857307,0.67893356,1.2684278,0.9903155,1.3259308,1.1400042,1.1764095,0.87408435,0.8590405,1.0876713,0.78921604,0.9686386,0.8205122,0.9227808,1.2923491,1.1203958,1.3269925,0.90016174,1.171454,1.2384993,1.0223496,1.1255175,1.0975778,1.2162406,0.72787035,1.1196638,0.7877821,1.1803616,0.980918,1.1119956,0.88263905,1.2129507,1.2764995,1.3687294,0.9118162,0.6671368,0.6033207,0.9443058,0.86406636,1.0946493,1.0052679,1.0208266,1.1116551,1.1850537,0.9259159,1.2182598
crayon,1.395086,0.83041084,0.56250155,1.139604,1.4817026,0.6104313,0.65816206,0.40101182,0.785817,1.4626336,1.5707996,0.42693263,1.370057,1.4498819,0.9338412,1.4093798,1.2888029,0.22138906,0.26925063,1.3697014,1.082687,0.9231806,0.48919022,0.69262123,0.7261524,0.34564745,1.3980963,1.1495993,0.4502169,1.2280805,1.148971,0.5586382,1.5379894,0.7339157,0.0,1.5011843,0.2831595,1.0799608,1.4668692,1.1512903,1.2855783,1.2593813,0.93303704,1.1962016,0.82949805,0.76842153,0.86405,1.0860285,0.62927425,0.9228196,0.3835311,1.2818154,1.1367626,1.4102377,1.4020609,0.8646673,1.1632953,1.4104295,1.127442,1.4344897,0.86113846,1.3381343,0.4499638,1.48228,0.45682818,0.34407747,0.41715598,0.84760576,0.43671954,0.7095019,1.2996018,1.1383884,1.5461013,1.3153067,1.3819876,0.12114632,0.125561,0.9629446,0.9889925,0.84235454,1.3279023,1.1117764,1.3650074,0.8365029,1.287684,0.96220636,1.2984766,1.4908558,1.3018777,0.982944,0.8576441,1.250354,0.1859793,1.1944195,0.67842937,1.3429503,0.57775944,1.189202,0.73151195,1.3211927,1.4941525,1.5951751,0.6234983,0.46138525,0.47340614,0.78455096,0.40708792,1.2592734,1.1412048,1.1519308,1.2590262,1.1011695,0.5785705,1.3608673
crib,0.6498793,1.4115733,1.4193816,1.1978841,0.6060468,1.4687414,1.4112558,1.4471465,0.9244378,0.325989,0.4414091,1.2921146,0.5400957,0.6908771,1.1523747,0.6801213,0.7782884,1.3494807,1.3046408,0.554523,0.97667485,0.891293,1.3644029,1.00049,1.1647005,1.5215411,0.87543136,0.6466896,1.2591088,0.7156348,0.8049774,1.4992266,0.5535521,1.349263,1.5011843,0.0,1.3324817,0.9189965,0.91606665,0.9857115,0.51981306,0.66902053,1.2487879,0.7996098,1.3787897,1.1989348,1.082867,1.1173359,1.2958591,1.1366687,1.4059006,1.0909843,1.0195385,0.9048482,0.92101645,1.2525959,1.1380728,0.8641311,0.86304677,0.81736135,0.915074,0.54060924,1.2075937,0.85748994,1.2992196,1.4703412,1.3638885,1.2439401,1.2447329,1.3519125,0.5940058,0.92088425,0.70419705,0.96409094,0.65889883,1.4100213,1.3691537,1.0600125,1.0814049,1.1062875,0.80557954,1.1216981,0.70328593,0.99734205,0.61152434,1.1001607,0.84396815,0.7974684,0.8858132,0.9117814,0.743496,0.7402496,1.5269638,0.8955021,1.2023735,1.0466653,1.2244979,0.7851897,1.3123155,0.67722833,0.72478676,0.3843789,1.2782739,1.5742836,1.4078535,1.0168314,1.354912,0.8840872,0.78428197,0.9721261,0.8723613,0.89020956,1.4907793,0.61880493
cup,1.3485296,0.91698563,0.5062388,1.0588098,1.4573345,0.6484733,0.6401987,0.5183121,0.82250726,1.3441012,1.6077759,0.535953,1.4236937,1.5033569,0.8270763,1.523443,1.2690213,0.14890242,0.30424392,1.1584442,1.1348788,0.51877177,0.6888819,0.4840845,0.59058976,0.60622257,1.479143,0.9915952,0.38079917,1.1938958,1.1223189,0.6976914,1.5420979,0.8622668,0.2831595,1.3324817,0.0,0.97571874,1.5238831,1.0753474,1.1390394,1.2477411,1.1899536,1.1832905,1.0598629,0.91040945,0.92515045,1.0500902,0.81361914,0.9819297,0.64408505,1.27704,1.1914235,1.4385833,1.4746083,0.89643896,1.1507813,1.4606946,0.75870174,1.510881,1.1117365,1.358504,0.3941896,1.4940499,0.73354137,0.4665584,0.32924443,1.0832337,0.4281248,0.6845218,0.9811066,1.0517025,1.5313398,1.3118656,1.3315326,0.3066331,0.35739303,0.91887796,1.026894,0.74965537,1.2465515,1.08612,1.2489152,0.59363806,1.056201,1.0079869,1.3983884,1.5277549,1.3037322,0.8112803,0.6918687,1.1959951,0.38777864,1.1911067,0.43390095,1.3506637,0.7958653,1.164149,0.70341676,1.3531158,1.3959417,1.4233769,0.49149847,0.6372685,0.79201645,0.8708779,0.34905475,1.1463208,0.907833,1.1084783,1.2198842,1.1773647,0.71189094,1.2784208
dish,0.8725722,1.086382,0.927903,1.0231487,1.0597329,1.0815972,1.0235702,0.9666028,0.92375124,1.0046595,1.1334591,1.0282657,1.1707535,1.0796831,0.9468206,1.1976,0.79100335,1.0609828,0.8643316,0.6387341,0.967091,0.8432546,1.0235113,0.98432344,1.0485263,1.1060861,1.285057,1.0227671,0.98451793,1.1478884,0.7737799,1.0346287,1.107924,0.8938625,1.0799608,0.9189965,0.97571874,0.0,1.2002424,0.995136,1.0555341,1.1224424,1.0884155,1.1241204,1.1211203,0.8834118,0.9849976,1.0670388,1.1140691,0.93114585,1.1529953,1.1228497,0.9732466,1.2250724,1.0507723,1.0986321,0.96505964,1.1220083,0.933735,1.2173591,1.1150184,1.1394374,1.0281813,1.1566052,1.058645,1.174892,0.86417747,1.0850632,1.0139414,0.8752067,0.79100645,1.0889888,1.1795461,1.115022,0.95557386,1.0482315,1.1027167,1.0158569,0.7438933,1.0214809,0.7335963,0.91906136,0.8641914,0.9291459,0.8419001,0.9509552,0.97837603,1.1506063,1.0980543,1.0934229,0.85280484,1.0528543,1.1200855,1.1038545,0.9075525,1.1378242,0.98913723,1.0926548,1.017286,0.9116667,1.0624549,0.9068241,1.0131205,1.2083626,1.0830022,1.0271807,0.8936986,0.82407093,0.69971853,1.0189408,0.81637824,0.9744754,1.1012868,1.0926546
dog,0.90718544,0.96351266,1.2828372,1.1152037,0.7775239,1.1315966,1.1856115,1.3213587,1.2674093,0.88212776,0.52811867,1.3196751,0.7517111,0.76940465,0.98683643,0.58061105,0.9005803,1.4108216,1.4359789,1.0686089,0.9815313,1.2661151,1.2536753,1.3398542,1.2267965,1.3547888,0.32716322,1.0488291,1.2754132,0.8227025,1.0462794,1.2068522,0.62980676,1.1205679,1.4668692,0.91606665,1.5238831,1.2002424,0.0,0.8698064,0.9836882,0.9392707,0.9910577,0.93464273,0.9950634,1.0937035,1.0431334,0.8670681,1.2155905,0.86851513,1.23715,0.6576545,0.96252775,0.6630943,0.7233902,0.90832174,0.53102785,0.565976,1.1077602,0.61587536,1.0246223,0.7826508,1.365783,0.60765445,1.3121799,1.3236508,1.4283221,1.078239,1.3464087,1.1370885,1.126103,0.8389447,0.6514383,0.7858243,0.8159813,1.4054674,1.3696315,0.99493515,1.0658305,1.1686602,0.9079442,0.5966941,0.9337812,1.3172628,1.0855132,0.89612424,0.80076236,0.619346,0.67941415,1.0851761,1.2904245,0.85649586,1.3033972,0.67676455,1.359988,0.5917202,1.2238783,0.95947343,1.3458025,0.88210034,0.7396619,0.8032854,1.3564367,1.1482776,1.3111732,1.199211,1.4438711,0.8520422,1.1584028,0.98150116,0.9718555,1.0015785,1.2255893,0.90281534
doll,0.8453182,0.98465294,0.90444165,1.001963,1.1328945,1.0352833,1.0693614,1.0969541,1.0823836,1.182193,0.96189034,1.021563,1.0255013,1.0778267,0.8788852,1.1802921,1.0570682,1.0990798,1.0421855,1.0783262,1.1000954,1.1209803,1.1162126,1.0977113,0.85937047,1.0654541,1.0013938,0.9651699,1.1580662,0.98562133,0.6722411,0.93218946,0.7878718,0.9959354,1.1512903,0.9857115,1.0753474,0.995136,0.8698064,0.0,1.1518476,1.0844743,1.0604113,1.1676984,0.96020126,1.0194253,0.6993791,0.92787987,1.0622907,0.90661585,1.1562368,0.85641897,0.95690995,0.8289468,1.0435398,0.9630439,0.7918898,0.9854802,1.108183,1.117088,1.1691091,0.8727141,1.1653545,0.86120176,1.118299,1.0131406,0.99825406,1.1776078,1.1129416,1.0053561,0.7993709,0.9746776,1.0287558,0.9636504,1.1274948,1.093779,1.1952122,0.6828238,0.8792699,0.9532592,1.0894299,0.8731184,1.0654472,1.0421523,0.8752908,0.87553364,1.0571402,1.0825278,1.0003465,1.0218374,1.11297,1.0074307,1.0730338,1.0641516,0.9840054,0.88295513,1.2393296,1.1754147,0.9699287,0.99049604,0.92530435,0.96072435,0.9876016,0.98274827,1.1186875,1.1538844,0.91207415,0.71690184,0.9500167,0.9508657,1.0176941,0.9027641,0.9802295,1.0111991
door,0.7863557,1.3082108,1.3967125,1.2178946,0.8084748,1.340547,1.2502553,1.4149517,0.89834243,0.463403,0.72968835,1.113551,0.6311935,0.98437655,1.2613959,0.91486657,0.9628613,1.1174644,1.2214954,0.6998007,1.025406,0.74152863,1.2554924,0.586591,1.1406615,1.2848777,0.80559504,0.46790183,1.0351882,0.43479657,1.0094504,1.3699389,0.6804793,1.3405517,1.2855783,0.51981306,1.1390394,1.0555341,0.9836882,1.1518476,0.0,0.5131482,1.1083319,0.98591673,1.313613,1.2159746,1.2391062,1.1697562,1.186593,1.2769548,1.2023002,1.1012875,1.2055143,0.8737648,1.0656338,1.1091592,1.121237,0.88902646,0.98258835,0.8465846,0.9643191,0.5679505,0.944164,0.9398375,1.144125,1.3881553,1.1465787,1.1255201,1.0241059,1.2687287,0.508253,1.0937923,0.69928944,0.7855121,0.76592684,1.1708282,1.1742,1.0424632,1.1613442,0.98989046,1.0380323,1.1311466,0.69527286,0.98024017,0.527866,1.2172935,1.049242,0.8631082,1.0460999,0.9364281,0.75022525,0.9630579,1.33408,0.8872894,1.089476,0.9517619,1.0316894,0.9204972,1.1106772,1.0252413,0.81907916,0.55915326,1.2844428,1.402085,1.2593892,1.1020519,1.2165725,1.1846565,0.98544675,0.9329046,0.9842171,0.7362518,1.3397398,0.4596418
drawer,0.80585265,1.1113834,1.3592671,0.96287715,0.66537213,1.2761459,1.2723086,1.2741407,0.983777,0.6040276,0.74720585,1.1441188,0.6168177,0.99437517,1.2182883,0.82659674,1.0262398,1.2264599,1.227135,0.8628249,0.9538804,0.8484707,1.2846134,0.80532783,1.1237508,1.2542396,0.77852416,0.57167184,1.2104912,0.5439388,0.95832056,1.299291,0.691865,1.2580813,1.2593813,0.66902053,1.2477411,1.1224424,0.9392707,1.0844743,0.5131482,0.0,1.0194438,1.0692824,1.1127754,1.213265,1.3075202,1.0984462,1.1170819,1.3368118,1.1479251,0.9128481,1.138544,0.8204542,0.88577235,1.1520962,1.1681197,0.9506881,1.041891,0.822111,0.88726616,0.59931076,1.0349746,0.89259297,1.1625471,1.2574327,1.1801507,1.0560424,1.1488036,1.2483175,0.6332263,1.0336903,0.7475711,0.85477185,0.86610353,1.1936259,1.1679027,1.0142072,1.1366432,1.1442642,0.99067444,1.142349,0.818678,0.91848254,0.865329,1.1796198,0.9105848,0.85346246,0.9293472,0.7531234,0.6779108,1.028413,1.2966665,0.8139171,1.1216571,0.80952406,1.0673351,0.99470806,1.0723329,1.0787902,0.8402399,0.61571664,1.1422492,1.2253404,1.2348112,0.9777275,1.2513194,1.2143781,0.9133652,1.0404016,1.072838,0.8286471,1.1287563,0.6872037
ear,1.1226056,0.8132441,0.9757227,0.76319575,1.1526835,0.9633727,1.0213968,0.96901834,0.9949407,1.2198884,1.1153922,1.1113832,1.1261762,1.003293,1.1425248,1.0604814,1.1903491,1.1030307,1.1334296,1.2355534,0.9370389,1.199625,0.9027017,1.0970471,1.1931958,0.49783015,0.84597296,1.1525155,1.0945896,1.0706232,1.0316079,0.70565087,1.1217095,0.82288253,0.93303704,1.2487879,1.1899536,1.0884155,0.9910577,1.0604113,1.1083319,1.0194438,0.0,1.0790411,0.45825988,1.0237563,0.96534395,0.999823,0.648795,1.1184334,0.5080033,0.88885003,0.9563881,0.8167326,0.76032317,0.89186203,0.98726696,0.98957247,1.2374921,0.9773631,0.84483933,1.0603287,1.1226692,0.9257524,0.6471174,0.7921478,1.0456185,0.5674743,1.0886132,1.0837781,1.1929798,1.1189464,1.0095571,0.90138274,1.1730766,1.006446,0.9977354,1.2093731,1.1259613,1.1485112,1.158951,1.0302962,1.1249428,1.1725245,1.0881175,0.9391252,1.0836594,0.92100936,1.0128723,1.1794362,1.2102495,1.1912044,0.80570465,1.0349008,1.1501623,0.92000556,0.93131006,0.95786667,0.9786973,1.1198416,1.1430974,1.2518947,1.214155,0.64534175,0.47504294,1.168261,1.0093058,1.1774455,1.264761,1.1112407,1.0886651,0.92918015,0.63089645,1.1345868
elephant,1.0090436,1.1298174,1.22404,0.98506594,0.76148677,1.1850739,1.1464304,1.0949277,1.0734048,0.7690841,0.74891835,1.191599,0.7776725,0.559567,1.0287583,0.5306429,0.9395915,1.1371369,1.1988721,1.0065893,0.83552104,1.1420261,1.1172444,1.1871917,1.1303159,1.2024852,0.85786337,1.1360904,1.1148685,1.0737841,1.1552223,1.1542643,0.9338435,1.0652925,1.1962016,0.7996098,1.1832905,1.1241204,0.93464273,1.1676984,0.98591673,1.0692824,1.0790411,0.0,1.1549828,1.0809025,1.1552821,0.89145803,0.98738015,1.0800757,1.1600912,0.95873743,1.014573,0.9512682,0.9654918,1.0805755,1.163523,0.83103997,0.9397062,0.61702776,0.9750697,1.0406067,1.1030328,0.8534459,1.1021752,1.1664617,1.2527518,0.9425789,1.11664,1.1822797,1.1653847,0.9077381,0.7172713,0.8403933,0.88630825,1.1957715,1.1229934,1.0734187,1.1205586,1.1038738,0.9071798,1.1600702,0.81262946,1.0950961,1.0698985,1.158289,0.9855674,0.6579463,0.86040705,1.0087357,1.0657638,0.7860941,1.2218009,0.9186386,1.1400664,0.89711034,1.0888978,0.89630497,1.0946616,0.90123266,0.76948524,0.8885358,1.1980355,1.1938336,1.1191885,1.0205479,1.24876,1.0919842,1.0261357,0.9854068,0.9714081,1.1338964,1.2073045,0.9459141
finger,1.2974772,0.5379622,0.82850623,0.6633508,1.112082,0.8184124,0.9107044,0.79607487,1.0601413,1.3656787,1.2129585,0.9693468,1.2281317,1.0957215,1.0851496,1.1146181,1.2488668,1.0928406,1.0184904,1.3427579,0.98140574,1.2164158,0.89550114,1.1140991,1.1394911,0.4616611,0.92215896,1.174913,1.14378,1.1608098,1.01578,0.5439738,1.1663448,0.64543116,0.82949805,1.3787897,1.0598629,1.1211203,0.9950634,0.96020126,1.313613,1.1127754,0.45825988,1.1549828,0.0,1.1099174,0.9158505,0.89329976,0.65799725,1.2345743,0.6627427,0.6461416,0.8977497,0.9626274,0.49716866,0.78804505,1.0187132,1.0559573,1.2315811,1.0345803,0.90161854,1.0551862,1.0870888,0.89772695,0.8170111,0.5587523,0.90423375,0.5905666,1.0427866,0.9078788,1.3099457,1.1808885,1.1268208,1.0147526,1.2920899,0.93746835,0.9365894,1.0431749,1.1256421,1.1240562,1.1861484,1.0711052,1.2816991,1.1215229,1.2433159,0.8114574,1.1520431,0.9760452,0.9614081,1.0406309,1.2398119,1.296351,0.7555746,1.0887451,1.0325432,0.7907665,0.88157785,1.0870947,0.78789556,1.1560459,1.2162195,1.363592,1.0324264,0.292611,0.5143556,1.1131247,0.9046951,1.2728906,1.2750275,1.1330469,1.1297926,0.9059792,0.44826955,1.2373629
fish,0.9152093,1.084543,0.7339132,1.0463239,1.2244381,0.8140671,0.79458904,0.78791666,0.9643303,1.2345684,1.2751783,0.8168335,1.1785777,1.0746479,0.8456705,1.2049458,0.9537116,0.9262721,0.8086741,1.09732,0.9507506,1.1021374,0.6362849,1.0503416,0.93348825,0.981341,1.2883531,1.2189717,0.8784953,1.1581492,0.9284561,0.85777414,1.2369677,0.8233795,0.76842153,1.1989348,0.91040945,0.8834118,1.0937035,1.0194253,1.2159746,1.213265,1.0237563,1.0809025,1.1099174,0.0,0.78465104,0.88704455,0.89521825,0.38785487,1.031588,1.2310445,0.79202664,1.2735362,1.2420328,1.0011144,0.736567,1.1899488,1.1822299,1.2769706,1.0397232,1.2398858,0.8709304,1.1908801,0.87491095,0.9840278,0.8738165,1.1051404,0.94215095,0.76096076,1.208695,0.9162544,1.3361428,1.2319121,1.0816332,0.82094836,0.8907665,0.95432705,0.7111019,0.8403692,0.96810114,0.70173025,1.1904036,1.0178306,1.1770552,0.8915877,0.8025782,1.3168583,1.0615962,1.1788212,1.009534,1.0387242,0.84241724,1.1887976,0.9087399,1.2828963,0.7837062,1.1582918,0.85824555,0.9856903,1.2442621,1.3081748,0.73299485,1.0293665,0.86691487,0.8176825,0.8512529,0.6678806,1.0261651,1.0890309,1.0442548,1.1550465,1.0850658,1.1651019
flower,0.9166922,1.0435346,0.70939636,1.0651315,1.2821826,0.85181254,0.80729926,0.9238447,1.0053928,1.2093527,1.1623465,0.8563759,1.162076,1.0987955,0.9024809,1.2458138,1.087541,0.94594187,0.88200206,1.1083757,1.1027884,1.1179435,0.86039877,1.0559971,0.90872854,0.8828325,1.0930315,1.1036465,0.95627314,1.0694909,0.71360624,0.8953768,1.0983186,0.87227225,0.86405,1.082867,0.92515045,0.9849976,1.0431334,0.6993791,1.2391062,1.3075202,0.96534395,1.1552821,0.9158505,0.78465104,0.0,0.8713302,0.9387113,0.6384969,1.0053431,1.0732971,0.974994,1.1218885,1.0760161,0.92616403,0.9739881,1.1453507,1.073637,1.3483799,1.0262266,1.0629506,0.9936619,1.0540501,0.8698685,0.8979893,0.87241644,1.1366119,0.9639106,0.89692175,1.0442535,0.9815195,1.2881446,1.2616417,1.1880562,0.88013524,0.9688424,0.8717381,0.78552055,0.5036835,1.142578,0.99262184,1.1484046,1.0522045,1.0080854,0.61250997,1.1396534,1.2514102,1.0447232,1.148296,1.1571661,0.9370334,0.83813614,1.1999863,0.95332456,1.161928,0.9470173,1.1298534,0.9995795,0.96305835,1.1763457,1.1834552,0.8400645,0.9303689,0.9087023,1.0167239,0.7634239,0.7781893,0.99124384,0.94485956,1.112972,0.9479268,1.005318,1.0653753
foot,0.8983267,0.7767407,1.036704,0.8923985,1.1711998,0.9762434,0.9928315,1.0199622,1.0175515,1.2314517,1.1463177,1.0181686,1.1373957,0.8635606,0.7961387,1.0046155,1.2435389,1.1077559,1.1845009,1.1811981,1.0512494,1.0551186,0.92909384,0.8873741,0.9720649,0.97181636,0.96697396,1.0450784,1.1019158,1.2076852,0.9050428,0.9417741,1.1179221,0.94375306,1.0860285,1.1173359,1.0500902,1.0670388,0.8670681,0.92787987,1.1697562,1.0984462,0.999823,0.89145803,0.89329976,0.88704455,0.8713302,0.0,0.7115257,1.02366,1.1249361,0.5897461,1.1275157,1.0818543,1.0643839,0.882459,0.9756025,1.139271,1.0765556,0.9290322,0.9568994,1.0771652,1.0440058,0.85132927,1.070795,1.0636847,0.8910836,0.9495002,1.0770094,1.1027873,1.0484117,0.83654624,0.94063973,0.7765735,1.2409381,1.1106448,1.2119267,0.83565843,1.016751,0.7798595,1.1434541,0.9720504,0.9717226,0.92241055,1.038597,0.8952474,1.1704953,1.0379547,0.41967416,1.0168555,1.1876352,1.1438807,0.92422605,1.0971469,0.9148647,0.6218654,1.0029713,1.0202526,0.8546857,1.1848552,1.0714297,1.2184966,0.9032736,0.78981173,0.9977297,0.9977555,0.9565965,1.0313674,0.93537456,0.9396823,1.1903305,0.9797607,0.9075314,1.1624105
fork,1.2011656,0.78506887,0.87467384,0.84930605,1.3302674,0.90034777,0.93816704,0.78071094,0.8264904,1.3795073,1.388905,0.7828798,1.2371428,1.0753679,0.8900726,1.2203045,1.2759542,0.7779063,0.86351,1.3436903,1.0605353,1.1117886,0.73729765,0.8345823,0.9338576,0.5220277,1.0614464,1.0988811,0.82665354,1.2208021,1.0428272,0.6480716,1.3130594,0.7328893,0.62927425,1.2958591,0.81361914,1.1140691,1.2155905,1.0622907,1.186593,1.1170819,0.648795,0.98738015,0.65799725,0.89521825,0.9387113,0.7115257,0.0,1.0694736,0.57732177,0.9245454,1.1225922,1.0563533,1.093106,0.8428577,1.1142179,1.282042,1.2040327,1.158025,0.7975218,1.1524757,0.74147457,1.1652074,0.5954006,0.6804408,0.7338273,0.6201309,0.7643219,1.0295944,1.1776757,0.91117287,1.2399911,1.0582222,1.2766111,0.7106498,0.80084085,0.98969597,1.0362452,0.88648474,1.2906287,1.1119912,1.1831663,0.852105,1.1576017,0.8294991,1.3200624,1.170337,0.93999577,1.0530908,1.1091586,1.2863921,0.53806543,1.1716471,0.81999516,1.038883,0.85657376,1.1623685,0.7933105,1.3041005,1.2944291,1.4438847,0.91052765,0.55980515,0.5247432,1.0490662,0.7627418,1.2540329,1.1166615,1.147892,1.2606366,0.9825937,0.6045668,1.2635584
frog,0.8542557,1.22608,0.8061333,1.1083424,1.1742039,0.9047129,0.87572145,0.8642034,1.0858201,1.1579223,1.1205468,0.9418504,1.1508454,1.0330206,0.49756545,1.1316575,0.80854255,0.9916156,0.9618082,1.0977328,1.0096852,1.2202051,0.6438212,1.2940629,0.89617276,1.188773,1.1617652,1.3440446,0.9256786,1.0946448,0.9543414,0.9127281,1.2086117,0.767275,0.9228196,1.1366687,0.9819297,0.93114585,0.86851513,0.90661585,1.2769548,1.3368118,1.1184334,1.0800757,1.2345743,0.38785487,0.6384969,1.02366,1.0694736,0.0,1.176611,1.2915707,0.7739869,1.1783593,1.192121,1.1472725,0.62861425,1.1254265,0.9605092,1.2719023,1.0400258,1.2294153,0.954201,1.1845703,1.0575306,1.1105314,1.0427246,1.1821213,1.0297142,0.8492116,1.1842029,0.6288272,1.2898754,1.291726,0.9120994,0.97968656,1.0068362,1.0629566,0.6463034,0.841096,0.8194706,0.60613173,1.2265723,1.130162,1.1600662,0.81336236,0.7133695,1.2514424,1.0487784,1.1392436,1.0964619,0.8093409,0.9784151,1.1000923,0.8976065,1.3338238,0.98673356,1.057511,1.092506,0.83867073,1.1648016,1.2097015,0.8223568,1.1979,1.1253417,0.7240978,0.98402774,0.4272821,0.9388061,1.0343167,0.95122814,1.247911,1.2672591,1.1493663
