,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
owl,0.78930247,1.155018,0.689123,0.98842144,0.91611177,0.7442301,1.0514877,1.0223006,1.0995305,1.1068217,0.9361695,1.22744,1.1146457,0.72901034,0.92641675,0.87787366,1.1364019,0.81961805,1.1948161,1.1486523,0.87764853,1.2253995,1.0799797,1.2486438,0.89974385,1.2649349,1.1022431,1.2460151,0.9006475,1.2029579,1.1038398,1.0292927,1.0237617,1.0832149,0.96446824,0.68127114,0.95184577,1.0709321,1.2102052,1.031208,1.1848507,0.90553594,0.8602935,1.1748272,1.1258596,0.8752471,1.124862,0.91835696,1.091799,0.9465183,1.1831673,1.0324055,1.0766741,1.1274126,1.2286885,0.6192924,0.8159646,1.0568997,1.0668956,1.1818615,1.1086,1.0360116,1.009985,1.1279762,1.0511466,0.97851324,0.8991982,1.0958788,1.0396372,1.2909167,1.0768232,1.1683921,1.0011843,0.98147553,0.8587222,1.0337855,1.01913,1.2195603,0.72112846,1.1191475,1.1497111,1.2729669,0.725318,1.1221013,0.0,0.93366826,1.1552736,0.93044156,0.7110325,1.260453,1.282834,1.0003669,0.89991397,0.6791702,1.0929574,1.0638582,1.0635396,1.1319368,0.6254168,1.1505371,1.0883634,1.0914919,1.038049,0.8548138,0.9177743,0.8917619,0.8900735,0.8923673,1.0607793,1.1591861,0.9658393,1.1973264,0.9022914,1.1434206,0.9354632,1.0698228,1.0961227,1.0163587,1.2357798,0.88664424,0.9519124,1.1737633,0.93907005,0.95651853,1.0751905,1.2029825,1.169666,1.1758006,1.1549832,0.89531493,0.8475775,0.9188588,1.2252184,1.1895572,1.0023464
pajamas,0.8710924,1.1889777,1.2800769,0.84542745,0.71801305,1.2463279,1.4389949,1.3011672,1.0935727,0.6663844,0.47282708,1.3920405,0.84278107,0.61285055,1.2193148,0.675313,0.9759552,0.9936396,1.4416326,1.4219877,0.82421273,1.3932697,1.3215227,1.1352637,1.1660519,1.4381742,1.1828122,1.239602,0.94287497,1.161545,1.4042432,1.1440966,0.57930994,0.92824024,0.83907723,1.0306926,0.5460365,0.83859897,1.4777248,0.9131471,1.4974546,0.93309593,1.1133276,0.99007756,0.9348185,0.9440029,1.2627953,0.6201899,1.1507899,0.5300721,1.1524551,1.3557785,1.0764993,0.9079934,1.3025805,1.2936608,0.85508585,1.1843586,1.0546433,0.978514,1.4352143,0.5560507,0.68602455,1.3465818,1.3006124,0.91104627,0.33538032,1.1969929,0.34399068,1.4884973,0.8028145,1.5518191,0.66156614,0.5049243,0.8401395,0.93689,0.66768485,1.2179034,1.080203,1.310393,1.4165442,1.1400095,1.274019,0.8048079,0.93366826,0.0,0.4367836,0.8167145,0.9225663,1.4372883,1.4476883,1.0172602,1.0659513,0.8794335,1.3481967,1.0037102,1.4407535,1.4483796,0.9297749,1.2782754,1.3976469,0.7386259,0.97878236,1.145425,1.1393572,0.76973665,0.23388898,1.1308473,0.40114248,1.2135229,0.61396253,1.1040626,0.51234686,1.4291883,0.77778375,1.3164134,1.088533,1.1579652,1.4768317,0.8840597,1.3277322,1.260424,0.31690526,0.64713806,1.4024758,1.3381413,1.1876049,1.1471493,1.4162624,1.2987902,0.8760647,0.93093777,1.2520838,1.3991113,0.8083248
pants,0.9535518,0.96903193,1.3031421,0.92198485,0.8984301,1.2662468,1.3319347,1.2760563,1.0032107,0.6052283,0.529484,1.2240103,0.81216836,0.64025027,1.3661826,0.75398266,0.9134266,1.2108929,1.4272692,1.4260635,1.015895,1.2937088,1.323966,1.0123639,1.2243396,1.2307898,1.1561759,1.0078269,1.060545,1.093124,1.3912497,1.1131008,0.60834026,0.8327241,0.9281277,1.0643411,0.6023039,0.86277527,1.3864033,1.0165619,1.4873803,1.0057852,1.149214,0.84055686,0.7665531,0.87351495,1.1273417,0.7273806,1.0077164,0.5297443,0.94683397,1.2408969,1.1414062,0.549957,1.1995529,1.3756973,1.117251,1.2617899,0.98957384,0.684055,1.3985102,0.6407901,0.71926934,1.1973599,1.2617269,0.9778973,0.48078263,1.2146331,0.16906703,1.3683279,0.90819484,1.4733249,0.7798194,0.50988746,0.88997084,0.9895131,0.5982553,1.0352473,1.151112,1.3269527,1.2154781,0.94185615,1.3798982,0.695706,1.1552736,0.4367836,0.0,0.9201959,0.98183775,1.3172712,1.2230666,0.9189903,1.0145105,1.0595119,1.1774848,1.0738704,1.3684103,1.2617067,1.1378701,0.9870534,1.3383956,0.6873675,1.01382,1.2609506,0.91022897,0.97667265,0.37590718,1.1801118,0.18453693,1.1955667,0.6663921,1.0709409,0.7654643,1.3141084,0.91830045,1.3192592,0.92306614,1.2779858,1.3877048,0.9937951,1.2731318,1.1496702,0.37201893,0.81290776,1.4228008,1.1583549,1.1005927,0.99560744,1.2385681,1.4392459,1.0512105,1.0668789,1.1437545,1.2995719,0.95988506
paper,0.854429,1.2188381,1.1810797,0.9326399,0.82751393,1.0830789,1.3753208,1.2492883,0.9640293,0.7516738,0.7771294,1.3093603,0.92703533,0.7416914,1.096351,0.9004881,1.0162628,0.34272742,1.3255593,1.1305364,0.27720177,1.2890406,1.1110327,0.97091085,0.93293107,1.2556727,1.0917139,1.3010223,1.0634471,1.1548003,1.2379062,1.0197972,0.97139025,0.87503386,0.8723719,0.96665,0.86482567,0.8551227,1.315833,0.77313286,1.2464392,1.0719798,1.0024734,1.0495416,0.80366445,1.0072613,1.2901531,1.0120602,1.2103916,0.8512718,1.2034516,1.211421,0.99108124,1.0784565,1.1007631,0.9965657,0.778195,0.9893125,1.1746057,1.0899491,1.3200837,0.96375173,0.9335433,1.3359797,1.0646218,0.7791314,0.79454374,1.0170509,0.8580503,1.228624,0.82727706,1.2669779,1.0275185,0.7465974,0.92863137,0.7050549,1.0382801,1.2105732,0.91976833,1.2764434,1.1283212,1.1980836,1.1772155,0.8144696,0.93044156,0.8167145,0.9201959,0.0,0.86248165,1.258055,1.2279527,0.90372735,0.9475093,0.98850065,1.2413284,0.98303026,1.0347396,1.254323,0.9606111,1.3709631,1.2508079,0.9084796,0.9840035,1.1424632,1.0828784,0.7419456,0.8210055,0.91457057,0.97388864,1.045327,0.9655453,0.9360173,0.6812089,1.2580409,0.86426854,1.142081,1.0581704,0.92770267,1.2091113,0.97257096,1.1943047,1.1847214,0.8111023,0.6741811,1.1682725,1.3420104,1.2490524,1.0601579,1.0149835,1.070361,0.60717106,0.9523674,1.1556656,1.3777544,0.9725487
pastry,0.78066444,1.2304353,0.55892277,1.0472732,1.0066277,0.6722954,1.0499282,0.8238765,1.172315,0.9608758,0.88867664,1.2392867,1.1204152,0.80060476,1.1076252,0.91697806,1.1119684,0.95648974,1.313465,1.2353966,0.86288595,1.0688329,1.2464007,1.2540231,0.8960582,1.4064894,1.2627583,1.1374781,1.0177397,1.1951607,1.1296906,1.12148,1.0489273,1.0425053,1.0781032,0.19666016,0.8968276,0.88557756,1.3084286,1.0239767,1.3175954,0.9954088,0.87836313,1.2008884,0.9989684,0.7658767,1.1182884,0.98564947,0.99282885,0.89217293,1.1118164,1.1557623,1.0767747,1.0945357,1.2637223,0.6689656,0.89538634,1.0551612,1.0947459,1.1100051,1.2901301,1.027786,0.9718821,1.1668692,1.0701823,0.86592704,0.9360715,1.1107825,0.9494036,1.3108808,1.0950737,1.1892169,1.0285512,0.91862065,0.74287367,1.1135541,0.9394497,1.1564832,0.5042565,1.2304896,1.1279869,1.236005,0.59245497,1.0978669,0.7110325,0.9225663,0.98183775,0.86248165,0.0,1.3268172,1.2896669,0.8647691,0.8884845,0.57865465,1.2214708,1.0697978,1.1852834,1.1578722,0.5009402,1.2150824,1.1813469,1.1224923,0.99145955,1.0008317,0.99110246,0.91213465,0.9836821,1.0887142,0.98872685,1.1905915,1.0017517,1.2092195,0.8644365,1.3087234,1.0240638,1.2103468,1.1169213,1.0082247,1.298197,0.94471496,0.8726143,1.170731,0.95463324,0.9419888,1.1341244,1.2839618,1.1816885,1.1241133,1.2784004,0.9956888,0.84751785,1.0230837,1.2456044,1.2849466,1.0665537
pen,1.4286988,0.77691925,0.9704757,1.1423796,1.2071996,1.1131384,0.5936493,0.8235747,1.2018644,1.2962205,1.4822984,0.29332566,1.2718451,1.4661889,0.9059663,1.3593961,0.8956542,1.0479426,0.3018732,0.63482416,1.3458105,0.45810443,0.5557546,0.9968924,0.98689836,0.56233346,0.8121588,0.55127436,1.2120578,1.0208801,0.4923033,0.9901789,1.2315626,1.214642,1.108618,1.1887739,1.4883915,1.3059707,0.13638133,1.3479522,0.3766806,1.2218814,1.1097531,1.0754132,1.0543454,1.2842815,0.7832091,1.3576905,0.8374682,1.2067919,0.57722783,0.4811542,1.0462546,1.0154546,0.3455513,1.0299672,1.2827883,1.0148094,0.6691434,0.9687282,0.30878294,1.1858683,1.08876,0.4739024,0.7872501,1.2190976,1.3820883,0.91431475,1.3935018,0.20114732,1.3025298,0.4591657,1.2976923,1.3639084,1.316998,1.1986467,1.2933295,0.5893396,1.3688657,0.3290937,0.6144162,0.45229924,0.88791436,1.2471131,1.260453,1.4372883,1.3172712,1.258055,1.3268172,0.0,0.091855526,1.2810733,1.075414,1.2877693,0.6597506,1.1343205,0.62856317,0.6284908,1.3459787,0.7629681,0.47085094,1.2509186,0.88728756,1.0322193,0.950421,1.2416005,1.428422,1.0563186,1.3195539,0.77388877,1.3398272,0.7894108,1.5063542,0.36807716,1.1254644,0.63316983,0.9952725,1.0875627,0.40835595,1.1763277,0.6872479,0.77826595,1.398266,1.5165963,0.6840481,0.4832533,0.5538072,0.6190908,0.6277685,0.87381,1.4266558,1.0431675,0.8239556,0.21957469,1.1918528
pencil,1.3782368,0.74510217,0.98956937,1.1345072,1.2408502,1.0940207,0.6289276,0.8657543,1.1269753,1.1893928,1.4342406,0.31393468,1.1350442,1.4683733,0.9759354,1.3258495,0.839012,1.076863,0.48666334,0.6902187,1.3183982,0.5527314,0.5771396,0.96726406,0.9878143,0.5744206,0.77994853,0.5638397,1.2296174,0.97807395,0.56662,0.9729956,1.224613,1.1490223,1.0780196,1.1516744,1.4349889,1.2892153,0.26128232,1.2886477,0.52130127,1.2253519,1.0952505,1.0012473,0.90602815,1.1979959,0.71106553,1.3902098,0.83903694,1.2166677,0.5955128,0.49232757,1.0499654,0.9734931,0.32998866,1.0093741,1.2820935,1.0408163,0.7444099,0.8881843,0.44335914,1.2283173,1.0903058,0.5779958,0.77368426,1.1883342,1.3871163,0.9458577,1.314294,0.22015321,1.2407554,0.5172471,1.2929401,1.3215353,1.2964936,1.1988543,1.243343,0.57018787,1.3597145,0.53466094,0.54093003,0.52487224,0.92616105,1.1794982,1.282834,1.4476883,1.2230666,1.2279527,1.2896669,0.091855526,0.0,1.2445287,1.0318066,1.3207965,0.6302788,1.1188715,0.56737214,0.64178526,1.3931324,0.7688813,0.588111,1.207945,0.88444436,1.1141632,0.90889335,1.2124193,1.4223104,1.0757478,1.2661755,0.7698774,1.3069742,0.7586378,1.4841069,0.46609056,1.1216307,0.6710599,0.9555208,1.1189816,0.4189685,1.1031749,0.7654153,0.81356215,1.3910068,1.4638412,0.75283885,0.548992,0.6166078,0.55949575,0.5637855,0.9371854,1.390387,1.0521711,0.8442942,0.3425362,1.1727417
penguin,0.7731555,1.114096,1.025076,1.0604634,0.99721915,0.9202403,1.1185111,1.0489168,1.04379,0.9059583,0.9475998,1.2286148,0.9244377,1.0614928,0.77416044,0.94844556,1.104809,0.9733186,1.2161559,1.1345878,0.8931992,1.1993816,1.0603336,0.9888781,0.8812581,1.173847,1.0426117,1.1024656,0.7711608,0.9688437,1.1568706,0.9935172,0.96214604,0.85755444,1.026934,0.93283856,0.9045339,1.0316278,1.2766762,0.87547374,1.2124227,0.69717306,0.85933006,0.9257064,0.90528554,0.95199585,1.1214137,0.98057735,1.0273817,0.96617705,1.1235156,1.1139295,1.0300572,0.961887,1.1967294,0.8059028,0.9765872,1.0452969,1.1180431,1.0312978,1.2506479,0.98583966,0.9925188,1.1461769,1.0570534,0.9395785,0.9977186,1.0255516,0.9661146,1.2302636,0.9562561,1.0502515,1.0627856,0.9538904,1.0328298,0.9067763,0.9281539,1.2017946,0.9090168,1.2274204,1.1282941,1.2127508,1.1138299,0.8766252,1.0003669,1.0172602,0.9189903,0.90372735,0.8647691,1.2810733,1.2445287,0.0,1.0584565,0.9030004,1.1477532,1.0092345,1.143637,1.0166563,0.99600905,0.98576635,1.1917208,0.9010004,1.0641401,0.80007017,0.98658574,0.97709733,0.94759727,0.94326913,0.96839875,1.1510388,0.93437666,1.0543971,0.8757779,1.1741354,1.0228012,1.1811153,1.0983143,0.9867494,1.1559354,1.0132273,1.1399179,1.1294415,0.98211306,0.8746412,1.0625491,1.2122972,1.1464992,1.0224057,1.1366551,0.9537084,0.86701083,1.0309467,0.95279545,1.2534722,0.99512124
pickle,0.9993411,1.0703309,0.82805085,0.9270074,0.8393373,0.86418355,1.0644075,0.96396124,1.113194,1.0115252,1.0870792,1.1295509,1.101952,0.9265296,1.1419798,1.1200441,1.0349869,0.919843,1.1953305,1.048779,0.93299776,1.0242578,1.0793133,1.1644299,0.90598774,1.2349026,1.1598665,0.8970634,1.0980669,1.1875155,1.1674124,1.1686378,1.0992739,1.1289781,0.9620229,0.9540274,1.0734675,0.8990844,1.0989839,1.0290388,1.1953547,1.0785108,1.0162475,1.1600072,0.98232234,0.8208038,0.9967893,1.0971668,1.0250968,0.91294175,0.93653643,1.0307274,0.8932666,1.0128703,0.96086925,0.9268045,0.91825736,0.9371486,1.0150145,0.9958562,1.1330911,0.9913888,0.8631182,1.123714,1.0776178,0.98603034,1.0044076,1.1714226,0.9852481,1.0296638,1.0276601,1.1733035,0.9926816,1.0580273,0.7228785,1.0783464,0.99028224,1.0191087,0.7601981,1.1361945,0.9248676,1.0109255,0.8431437,1.0361536,0.89991397,1.0659513,1.0145105,0.9475093,0.8884845,1.075414,1.0318066,1.0584565,0.0,0.9992787,1.2251441,0.89824003,0.8308363,1.0870936,0.723392,1.0805565,1.1880512,1.0885231,1.1572526,1.1060354,0.9581263,0.9275244,1.0627892,1.1179667,0.9693738,0.96011835,1.0775096,0.9279336,1.0324913,1.2075788,1.1073331,1.1539483,1.0807828,0.928616,1.0083178,1.0265882,0.724125,1.2027471,1.0033436,0.97262,1.1152676,1.0547478,1.0806171,0.93589586,1.0865461,1.0786418,0.6720615,1.0004427,1.2167472,1.1216328,1.0320042
pig,0.83265626,1.2042738,0.65083015,0.9844806,0.9601114,0.77268827,0.9931228,0.7981788,1.15884,1.0719389,0.998127,1.2579641,1.1042187,0.82966125,1.0158511,1.0106769,1.1986623,1.0427058,1.2296876,1.2112794,0.98202705,1.0589311,1.159868,1.1776261,0.9270645,1.2979155,1.2121671,1.1240067,0.951809,1.1951094,1.1105125,1.2080569,0.9934647,1.0107467,0.9586015,0.5356429,0.9685182,0.9322658,1.2089124,1.0740168,1.2501981,0.9318218,0.94024336,1.209098,1.0222127,0.6083084,1.1133174,0.95131034,0.9087225,0.93136847,1.0994477,1.060963,1.1201096,1.1247953,1.2615428,0.6661312,0.9020788,1.0433912,0.97494,1.1544842,1.1950473,0.9446594,0.9563968,1.0790501,1.0576835,0.99274945,0.9740429,1.1269163,1.0064758,1.296057,1.0748008,1.2343132,0.91527426,0.9138316,0.77021617,0.965877,0.88074756,1.1455687,0.6230762,1.1104722,1.133833,1.2689444,0.6902799,1.1202397,0.6791702,0.8794335,1.0595119,0.98850065,0.57865465,1.2877693,1.3207965,0.9030004,0.9992787,0.0,1.3008771,1.0840297,1.1649754,1.1411617,0.570227,1.1795837,1.1430839,1.1639115,1.0350854,0.9303858,1.0748186,0.8397304,0.9529647,1.1079593,0.94694835,1.1360866,0.95587933,1.1980875,0.8817402,1.2387615,1.0482696,1.1879358,1.204965,1.0537668,1.269047,0.921651,0.9280069,1.0574857,0.98463166,0.91238636,1.0503653,1.2268609,1.0755002,1.152432,1.2276573,0.90937173,0.9154655,1.0910797,1.1609626,1.2135015,1.1056964
pillow,0.9554925,0.7001674,1.1335691,1.2129142,1.3420758,1.1547574,0.8260545,0.96239245,0.7076361,1.3082571,1.0420434,0.5833465,0.881089,1.2531538,0.7593985,0.603899,0.86956525,1.0886241,0.6348499,0.7830982,1.2637193,0.8512972,0.7502459,0.95444936,1.0209899,0.5368766,0.6943707,0.9344034,0.8298634,0.61048025,0.8048712,0.7420001,1.1638205,1.0034772,1.1019949,1.202549,0.92288,1.2196405,0.63532245,1.0419916,0.64153665,0.8688617,0.9291674,0.9822581,1.2225316,1.2545875,0.8128079,0.9073633,1.0953104,1.3849138,0.89884275,0.71041274,0.97969013,0.8833277,0.78355694,0.98256296,1.1822581,1.0265772,1.0686088,0.7177346,0.5893742,1.334667,1.255842,0.7364534,0.8077723,1.1535152,1.3628305,0.8770246,1.1798483,0.6613655,1.1720071,0.67146766,1.0188489,1.1467566,1.3555017,1.1446407,1.0011346,0.89362645,1.2994354,0.8427999,0.6349746,0.8243377,1.1246182,1.2140975,1.0929574,1.3481967,1.1774848,1.2413284,1.2214708,0.6597506,0.6302788,1.1477532,1.2251441,1.3008771,0.0,1.0331788,0.85315025,0.60182106,1.362121,0.68356806,0.58417904,1.1903504,0.8666697,0.81423384,0.8413653,1.2897363,1.3504777,0.8252462,1.2421565,0.97799516,1.2981853,1.0372728,1.3361486,0.56975853,1.0758184,0.7100372,0.62012255,0.9808414,0.6933125,1.0837971,0.9845178,0.74233603,1.3542746,1.3451895,0.73118615,0.67326075,0.86118,0.9454531,0.36817944,0.87948614,1.3864193,1.0502111,0.8273213,0.6438085,1.0947222
plant,0.82924,1.2042837,1.2202079,0.95771825,0.9417696,1.1443393,1.2019458,1.1258967,0.8143067,0.95113105,0.9861435,1.1562757,0.85368717,1.0171928,0.8471282,0.9849183,0.88805914,1.0116088,1.0504856,1.0175883,0.9597553,1.158144,0.8081558,0.9701753,0.920107,1.0185066,0.9253833,1.1614437,0.933402,0.8441906,1.1539956,0.7624353,0.97229046,0.8953427,0.8416754,1.1440691,0.95295733,0.8589353,1.1780057,0.8914706,1.0457363,0.9409363,1.001659,0.727103,0.985923,1.1159453,1.1672376,0.9369837,1.2722006,1.0614183,1.2442706,1.1833153,0.06155181,1.1302401,0.94223934,1.0624782,0.9369415,0.88649863,1.1681602,1.0986137,1.1390731,0.92119557,1.038993,1.1917439,1.022265,0.8883556,1.0148466,0.99267197,1.0444632,1.0136719,0.7978191,0.92257136,0.9294767,1.000177,1.0203507,0.905495,1.0255625,1.1693672,0.97917134,1.2038493,1.1251236,1.1179218,1.077935,0.88063157,1.0638582,1.0037102,1.0738704,0.98303026,1.0697978,1.1343205,1.1188715,1.0092345,0.89824003,1.0840297,1.0331788,0.0,1.170731,1.1618696,0.92648387,1.1170794,1.1419675,0.7577802,1.0758183,0.8491472,1.1167785,0.90856886,0.969399,1.0899965,1.0447698,0.8737653,0.9770605,0.9725423,0.99451697,1.2800542,0.96504307,1.0057096,1.0895615,0.8628214,0.9649105,0.95494777,1.1910821,1.1032115,1.005406,0.8488263,1.2392957,1.2203779,1.284674,0.97367513,1.066246,1.1042781,0.9056296,0.8878258,0.8777876,1.1853199,0.7948358
plate,1.2370777,0.93622303,0.94216806,0.9464904,1.2267208,0.7488768,0.74356055,0.7979516,0.9596478,1.1032687,1.3869522,0.7083109,1.0911549,1.2891158,0.9813577,1.2735868,0.915864,0.9014667,0.7941933,0.3043115,1.0815147,0.75314325,0.828925,0.7325256,0.98209053,0.66976506,0.8315324,0.9412104,1.1037235,1.0364523,0.7346609,1.0290384,1.305527,1.0956795,1.0166148,1.1923972,1.3691981,1.1205764,0.6953062,1.1733433,0.6176362,1.1198071,1.171174,1.1574967,0.9391452,1.0541579,0.72691387,1.3702843,0.9508558,1.3051763,0.99044406,0.75463253,1.0955441,1.1907564,0.5749534,0.8902465,1.019491,0.7181429,1.0238962,1.0911137,0.70042074,1.3241197,1.1835928,0.89443636,0.7741233,1.1592703,1.3079991,0.6986374,1.360531,0.5133313,1.2754064,0.6842052,1.2037011,1.2692766,0.9147712,1.0589397,1.2788645,0.9351199,1.0302054,0.8491311,0.37447286,0.95974976,0.90324324,1.0242583,1.0635396,1.4407535,1.3684103,1.0347396,1.1852834,0.62856317,0.56737214,1.143637,0.8308363,1.1649754,0.85315025,1.170731,0.0,0.78642344,1.1402748,0.97678536,0.7625332,1.1611351,1.0770603,1.1237576,0.90569836,1.1352034,1.4277594,0.8493309,1.326165,0.8305569,1.2691411,0.5098289,1.266073,0.6793426,1.2023458,0.7023525,1.0205259,0.6734749,0.45335835,1.1219901,0.8251544,0.94815844,1.3291122,1.0703677,0.63867444,0.8767107,0.9417005,0.7707107,0.56978345,0.88125867,0.7614322,1.0714369,1.0295967,0.7496261,1.200055
pony,1.0618646,0.7262882,0.80345315,1.2631794,1.276019,0.9783631,0.5391413,0.8138763,1.0586567,1.3851839,1.4452007,0.60033286,1.2338464,1.321284,0.7623651,1.2682573,1.0764521,1.0616384,0.6112741,0.8473562,1.2284856,0.68381107,0.7957067,1.0778148,0.8739114,0.64457566,0.8061235,0.65295064,0.9373556,0.8392119,0.67800856,0.96750724,1.1458242,1.1096063,1.3251919,1.0612823,1.3776885,1.3210334,0.57179403,1.1506026,0.633349,0.8674222,0.68055093,1.1188794,1.2416029,1.0646089,0.7322876,1.2658535,0.86369395,1.353483,0.7365024,0.48727387,1.0697423,0.90235305,0.88984895,0.72413313,1.2281967,0.9395591,0.81638336,0.92158216,0.6134039,1.2877626,1.2226546,0.47553575,0.41130632,1.0747222,1.4638007,0.8976779,1.3493491,0.6861825,1.2999451,0.5363831,1.2825658,1.2334507,1.3318218,1.2292649,1.1617844,0.7142835,1.0895382,0.70068187,0.62137353,0.73313653,0.88521737,1.3140056,1.1319368,1.4483796,1.2617067,1.254323,1.1578722,0.6284908,0.64178526,1.0166563,1.0870936,1.1411617,0.60182106,1.1618696,0.78642344,0.0,1.248718,0.5289948,0.61482555,1.3509495,0.9966108,0.7241106,0.8230623,1.2565334,1.4518154,0.8798989,1.3051982,0.9310689,1.281038,1.1713231,1.4477773,0.52531934,1.2213013,0.7310524,0.9317383,1.0097568,0.7040337,1.0984077,0.63137203,0.68622446,1.4598392,1.4572759,0.70183927,0.59131604,0.72867227,0.99729323,0.63980466,0.72528017,1.386113,1.1132984,0.81229335,0.5818443,1.2240964
pumpkin,0.73734426,1.2024249,0.49696594,0.8578294,0.93318707,0.6348306,1.0463725,0.9482454,1.1402501,1.1036214,1.0171933,1.3479643,1.1703945,0.67338276,1.0213379,1.0094475,1.182751,0.98989624,1.314041,1.1488328,0.9329399,1.1078392,1.172991,1.209883,0.8382909,1.3790789,1.2866516,1.1713023,0.9106924,1.25619,1.0807884,1.1731696,1.0736635,1.127142,1.0004535,0.48412418,0.9988688,0.8986367,1.3426752,1.0558462,1.2741367,0.91022533,0.9182835,1.1822095,1.0773292,0.7102577,1.1341063,0.9227633,0.93124217,0.94197667,1.1570709,1.181881,0.9659084,1.1900479,1.2400892,0.74239814,0.8412757,0.9400053,1.0152297,1.1838475,1.2145789,0.9525952,0.90885043,1.2063985,1.0806684,0.9198462,0.9352925,1.0589454,1.0230199,1.3262247,1.0578632,1.2359891,0.85323954,0.95458204,0.516955,1.012379,0.96651757,1.1907204,0.39670968,1.1980189,1.2635884,1.2372985,0.36005497,1.1310681,0.6254168,0.9297749,1.1378701,0.9606111,0.5009402,1.3459787,1.3931324,0.99600905,0.723392,0.570227,1.362121,0.92648387,1.1402748,1.248718,0.0,1.2111545,1.2485161,1.1363647,1.1436794,0.88425183,1.0941842,0.89452213,0.99866676,1.1066519,1.0074427,1.2341608,0.97558254,1.1552427,0.8829932,1.3751788,1.1039331,1.223956,1.1422677,0.93388873,1.285743,1.0064695,0.88150454,1.2420306,0.9787215,0.9298607,1.1016253,1.2272931,1.2412956,1.1753558,1.3412473,1.0413791,0.70819366,1.023841,1.2596295,1.3024962,1.0102563
purse,1.0591815,0.62425536,0.91344273,1.1585554,1.2821146,1.059886,0.65752304,0.8923931,0.88235635,1.2994237,1.3323817,0.7400391,1.0946105,1.0427822,0.92047656,1.2253937,1.0093203,1.2242165,0.73056704,0.97727346,1.2622606,0.8665856,0.9450911,0.9162082,0.9958384,0.52287304,0.90483993,0.628709,0.955078,0.7236476,0.851297,0.88538986,1.0843134,1.0358129,1.2449855,1.0753872,1.225479,1.1884987,0.71593916,1.0806373,0.79952157,0.8810007,0.6851809,0.8205658,1.146286,1.0361066,0.83835506,1.1614249,0.8601731,1.2511486,0.6780451,0.7421728,1.059357,0.7187686,0.92006546,0.9792663,1.1936501,1.1294059,0.7351719,0.7369404,0.7386252,1.1086255,1.0210544,0.49240267,0.8797016,1.1500785,1.3123544,1.0341023,1.0521888,0.81810737,1.0951016,0.769401,1.1602544,1.1030415,1.2872803,1.228981,0.92361015,0.65922844,1.127634,0.8704768,0.7034172,0.5428301,1.0039729,1.1693915,1.1505371,1.2782754,0.9870534,1.3709631,1.2150824,0.7629681,0.7688813,0.98576635,1.0805565,1.1795837,0.68356806,1.1170794,0.97678536,0.5289948,1.2111545,0.0,0.76687294,1.1609789,1.14469,0.79369414,0.69387853,1.1900965,1.2364291,1.035372,1.0377576,0.8849114,1.1398549,1.2068862,1.3727295,0.7052847,1.1803099,0.8560567,0.8777956,1.125328,0.8161136,1.077996,0.8525356,0.7333784,1.2593989,1.3818069,0.90937656,0.63484573,0.74116313,0.91162664,0.7136558,0.9230517,1.3656104,1.1841543,0.6342751,0.6879303,1.1543777
