,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
corn,1.2281038,0.9937183,0.8343659,0.7878188,1.2672318,0.8244629,0.793325,0.64467597,0.92638767,1.3551443,1.3573222,0.83750826,1.1194974,1.2932944,0.9757509,1.2003376,1.251427,0.93322444,0.8682568,0.7616011,1.2181724,0.5778739,1.1103494,0.8866736,0.7770859,0.8546761,1.1928908,1.030357,1.0948507,1.1302481,0.48048532,0.82888186,1.2900819,1.2369993,1.1444407,1.0023061,0.69617945,0.0,1.3473899,0.7013011,0.7305465,1.2510343,0.85407525,0.91492516,1.0738633,1.0727819,0.99717677,1.2731373,1.1107869,1.3103626,0.9825349,0.8007023,1.1763763,0.8792579,1.0508864,0.8664714,0.8916357,0.945291,0.73623204,0.72721887,1.0472132,1.1502838,0.9474422,1.1129746,1.1506127,0.8035494,1.1574764,1.0839275,0.867071,0.9464604,1.2546167,1.3168324,0.969948,1.3222675,0.8086374,1.2623029,0.8360586,0.99623436,1.135229,0.8542603,0.96629107,1.1809404,1.001924,0.94414985,1.035499,0.8496491,0.7762126,0.8752543,0.82812357,0.7888303,1.2015235,1.0752937,1.3363003,1.3281924,1.1754521,0.78478426,0.78937507,0.6872561,1.2415507,0.8635392,0.5434848,0.9043706,0.62973773,0.9858813,0.7402419,1.166693,0.8706137,1.2716475,0.8540774,1.2487719,0.9071913,1.3260232,1.0208414,1.2226796,0.86650234,1.1450356,0.93631524,1.3566699,0.81122434,1.1874541,0.6895553,1.0208486,0.88884807,0.72212553,0.81591517,1.0591635,0.8583421,1.1822203,1.3038266,1.2444879,0.7360076,0.9217652,0.8764497,0.94474983,0.7917937,0.87051076,1.0233656,1.0880855,1.2168055,1.00048,0.8446211,1.182
couch,0.55282,1.0959791,1.4071786,1.2530818,0.74827874,1.3758689,1.4995587,1.3104687,1.0856926,0.5491196,0.12500244,1.3760235,0.7617402,0.6063993,1.1188452,0.3551464,0.66554123,1.1165719,1.4508667,1.3611952,0.669921,1.4460489,0.9138633,1.340574,1.4369719,1.3851933,0.8329141,1.2048303,0.6448711,0.7549522,1.3056202,1.3930292,0.5943408,0.7193451,0.50148195,1.037658,1.261231,1.3473899,0.0,0.9094715,1.5583595,0.485191,1.4857303,1.1348478,0.86271155,0.66986656,0.99932635,0.6857101,0.8501357,0.548517,1.1672969,1.4258829,0.7827086,1.277658,0.9576573,1.1042013,1.1877842,1.229016,1.5544598,1.3559179,0.9588917,0.8257372,1.2798244,0.8637238,0.70238495,1.254095,0.7547287,1.0195771,1.3439617,1.0372028,0.69634867,0.5281636,1.0682709,0.50448465,1.4658191,0.47167772,1.4384601,1.2506638,0.6820001,1.0643616,0.8973609,0.5925346,1.0030295,1.118066,0.7592728,1.386488,1.378643,1.4405537,1.4123249,1.3784888,0.6363137,0.7604368,0.5486814,0.5083419,0.77452433,1.5372386,1.550872,1.4597025,0.6822036,0.8934699,1.4231721,1.2364917,1.3118939,1.0561891,1.3379819,0.8688158,1.3792624,0.61230415,1.2676687,0.6756162,1.2556963,0.53377485,1.0015156,0.6977531,1.4833529,0.8387007,1.1814013,0.44531012,1.4678056,0.59546787,1.4386835,1.0065835,1.0782473,1.556608,1.2267603,0.98211026,1.4122984,0.74798656,0.47868323,0.40849805,1.4705378,1.2824391,1.2209313,1.1319419,1.3287834,1.2385516,0.8571371,0.9084573,0.7970092,1.1007397,1.4775056,0.71117365
cracker,0.53895724,1.2296634,1.0891033,0.9968662,1.0122819,1.1387206,1.1960441,0.70990986,1.0137635,1.046363,0.9395219,1.1098839,1.138214,1.0381924,0.86743695,0.73945796,1.0337403,1.0987861,1.1645445,1.1306207,1.094765,0.7425642,1.0581506,1.25282,1.0201373,1.1915957,1.1159092,1.1560514,0.59721804,1.1364825,0.65024954,1.1379377,1.0228921,1.0984893,0.89832014,0.897619,0.8391342,0.7013011,0.9094715,0.0,1.0930165,0.9493789,1.2219344,1.0405905,1.0183764,0.6787665,1.0346576,1.1149738,1.1492856,1.0095215,1.1905243,1.044533,1.0243374,1.1638101,1.0297793,0.8361374,0.9168341,1.0969844,1.1037196,0.87292814,0.7262813,0.9736606,1.123666,1.0246377,1.024195,0.9487252,0.98495847,1.0906912,1.1876187,1.1213262,1.1157055,1.0589243,1.0300272,1.0666083,1.1381519,0.97518927,1.1238061,1.1763248,0.4956612,0.9024396,0.89057404,0.5529582,1.0103338,1.0872871,0.44358045,1.1001284,0.9811601,1.1253715,1.1114017,1.0534947,1.1025898,0.66414833,1.0444366,1.0508718,1.0896289,1.12796,1.1500225,0.8835497,0.9478298,0.9937313,0.7471737,0.99142176,0.9221768,0.90475446,0.9637706,1.0242745,1.1765867,1.1288393,1.0397676,1.0238998,1.084646,1.0523063,0.9536931,1.0754495,1.163563,0.9876244,1.1789861,1.0309868,1.1157737,0.8726013,1.0365947,1.1091373,0.85036075,1.1241753,1.110182,0.99551827,1.133517,1.065434,1.0253233,1.021654,1.1354991,1.1922516,1.013063,1.0791326,0.8322596,1.1076677,1.0063012,1.0289352,1.0742699,1.1404681,1.121883,1.0750368
crayon,1.593641,1.0061648,0.45258796,0.86639845,1.3921862,0.544887,0.3862663,0.7353374,0.97408986,1.4181554,1.581568,0.26423526,1.1464362,1.5930073,0.77673364,1.5378193,1.3776249,0.8089497,0.29074848,0.7243291,1.4041144,0.37011468,1.010361,0.6919017,0.41225016,0.51146626,1.1671243,0.7425781,1.3979487,1.050122,0.76504016,0.47852635,1.4234569,1.2824746,1.3755803,0.9769039,0.8806012,0.7305465,1.5583595,1.0930165,0.0,1.5020874,0.31412768,0.9620594,1.3294787,1.353946,1.2154775,1.2928427,1.185667,1.5224661,0.8132601,0.4737289,1.4083033,0.7779863,1.163562,0.77780324,0.8463167,0.82856363,0.19144416,0.64709413,1.0643368,1.4950824,0.6294797,1.3328863,1.313523,0.8005699,1.4093206,1.2494674,0.5845703,1.1758177,1.3396196,1.5054531,1.1850803,1.4727569,0.21205223,1.5435263,0.4891734,0.4953208,1.4076227,1.206093,1.3009326,1.5823011,1.1390967,0.7532743,1.4117138,0.26106572,0.4142207,0.4094674,0.5079538,0.43080735,1.4344263,1.29992,1.5401273,1.4787842,1.2712581,0.08059573,0.08964914,0.37259108,1.3995771,0.9537031,0.47867835,0.8432076,0.76669455,1.0700107,0.76253253,1.2847905,0.4471048,1.4567839,0.8404976,1.4128414,0.8705708,1.5743316,1.0310228,1.3766272,0.43053758,1.1968324,0.6515436,1.4877853,0.17444086,1.3520637,0.520946,1.0016309,1.2152033,0.3720073,0.81955695,1.154172,0.32479358,1.3607969,1.568831,1.5729375,0.4039111,0.68746483,0.7530173,0.8870804,0.48003542,0.74873304,1.2688762,1.1261024,1.199176,0.8775865,0.22241008,1.2776557
crib,0.5934185,1.2763996,1.5375584,1.3007119,0.8533477,1.4399066,1.485568,1.3001956,0.69912684,0.4379995,0.2851274,1.3760444,0.5779678,0.8228288,1.0460532,0.64228606,0.639251,0.8806207,1.3382347,1.120537,0.37895715,1.4160807,0.7909117,1.1163849,1.4148943,1.1208513,0.85193735,1.1682286,0.7644348,0.60369986,1.2396837,1.3395036,0.4833504,0.8717407,0.5211448,0.6496548,1.2263963,1.2510343,0.485191,0.9493789,1.5020874,0.0,1.3233202,1.0418029,0.89073616,0.80303013,0.8254882,0.552055,0.6022651,0.85896456,1.302179,1.5523753,0.9942788,1.366413,0.9472091,1.2238958,0.9774426,1.3431842,1.3422745,1.2500987,0.91214216,0.5858592,1.3938792,1.0416739,0.76261044,1.1280261,0.9403361,1.0716202,1.4113054,0.9830993,0.61327666,0.77781785,0.87417376,0.8142172,1.3051517,0.3345384,1.2565489,1.2736863,0.7379413,1.0519428,0.81455266,0.76487,0.9307178,1.3381283,0.8322611,1.5330793,1.2577863,1.4678549,1.456142,1.5692238,0.5145055,0.7793156,0.73159504,0.8100895,0.7013433,1.421022,1.4165794,1.4402196,0.7379954,0.9666096,1.3232694,1.0576458,1.1423756,1.0304687,1.3749936,0.8112399,1.2655996,0.4470744,1.1620874,0.8026577,0.98279935,0.7500573,1.0493344,0.9322056,1.3311284,0.7850939,1.0048685,0.5401361,1.5375247,0.6789448,1.3783492,1.0650849,1.056906,1.3288598,1.0569278,0.9388497,1.4528708,0.76914155,0.7769196,0.45104122,1.4290454,1.4735271,1.2845662,0.9752589,1.2457513,1.1000143,0.7992741,0.9395246,0.81534016,0.7963984,1.5103354,0.6777226
cup,1.5600603,1.0611076,0.5847323,1.0110298,1.4428376,0.5505831,0.33888674,0.9165096,0.7003586,1.349431,1.5106089,0.41647756,1.0558387,1.5658193,1.0243747,1.493227,1.3273394,0.8152113,0.055507302,0.5145819,1.1940056,0.5244092,1.1286099,0.29792702,0.5879955,0.25136757,1.2133622,0.9012552,1.352977,0.8237361,0.92001444,0.47908342,1.2694024,1.2317077,1.2963468,1.0213032,0.8824085,0.85407525,1.4857303,1.2219344,0.31412768,1.3233202,0.0,0.90450394,1.1742444,1.2795565,1.1191264,1.1011473,1.1286643,1.5239596,0.95309675,0.53090954,1.4210941,1.0050483,1.0773995,0.95516276,0.79828763,1.0380564,0.3433944,0.75685716,1.1298336,1.2619193,0.8784518,1.3524876,1.2484578,0.9556855,1.3920006,1.341288,0.6176691,1.0348748,1.332813,1.4532604,0.70592105,1.5263021,0.40780056,1.4059924,0.4294263,0.5765415,1.3591728,1.2097111,1.0136716,1.5723603,1.1110325,1.031793,1.405448,0.47036552,0.3889141,0.6276747,0.60135406,0.6061536,1.2250438,1.3241203,1.4883074,1.4773835,1.2513809,0.3856765,0.39238554,0.5800829,1.2934644,0.8775905,0.6017132,0.8271524,0.74178743,0.9734587,0.828364,1.1178595,0.3475387,1.1866778,0.7531577,1.418269,1.0054097,1.5366747,1.1591915,1.3939755,0.39240712,1.1718961,0.5776258,1.4907383,0.4105929,1.3278412,0.3690189,0.98080885,1.1210042,0.432077,0.89857674,1.186903,0.3374365,1.249373,1.5386051,1.4313302,0.3559829,0.9033024,1.045737,1.110738,0.466945,0.74879515,1.2344368,1.1144537,1.1433836,0.7082117,0.41870153,1.1544256
deer,1.0427074,1.0417997,0.91469336,1.0399127,1.1861844,0.87433183,0.90464026,0.96976006,0.7385795,1.2201357,1.1275872,0.9965281,1.1024034,1.1141512,1.0152135,0.9802267,1.0894859,0.7834742,0.91610515,0.8592646,0.91547734,0.9432219,1.0015244,0.9312554,0.90563107,0.91481984,1.1781467,1.1156845,1.0624543,0.9969262,0.9326745,0.7551756,1.0910573,1.1641722,1.1174202,1.0659593,0.85412145,0.91492516,1.1348478,1.0405905,0.9620594,1.0418029,0.90450394,0.0,1.047238,1.0260646,0.8805007,1.0936332,0.96303016,1.1544976,0.9896378,0.9154083,1.1301239,1.012822,1.1212728,1.0060824,0.7175795,1.1161907,0.9222044,0.75813484,1.0031841,1.10219,1.1085421,1.0763127,1.1080794,0.9209633,1.090738,1.1025412,0.96487445,0.9261929,1.1598308,1.1695986,0.8031056,1.203138,1.0150951,1.1556476,0.83282804,1.0554937,1.0183861,1.0436522,0.92118746,1.067296,1.0714217,1.1413729,1.0823336,1.0031083,0.944789,1.0166363,0.9475967,0.9462771,1.1327225,1.0451021,1.1936014,1.215277,0.9117959,0.97360146,0.98586273,0.9067062,1.1760795,0.8056629,0.9193267,0.7863934,0.91342497,0.89654523,0.8651654,0.92721266,0.91915333,1.1243308,0.7862625,1.1419128,0.8935313,1.1671573,1.0602416,1.1388873,0.99955624,1.0815314,1.0358078,1.2196354,1.0159982,1.1849107,0.9098507,1.0546061,0.93740827,0.95562005,0.8670175,0.99452585,0.90590763,1.1282932,1.1632723,1.1137407,0.88943624,1.0275003,1.0232998,1.0646284,0.9089238,0.8536021,1.0179844,0.95493007,1.1061114,0.97592896,1.0000331,1.0218211
dish,0.83584166,1.0742433,1.2331692,1.0140965,0.86507326,1.0283912,1.1394589,1.1511793,1.0642081,0.8019578,0.8638403,1.2964793,0.9625679,0.85110164,1.1439724,0.81324637,0.73692536,1.1105621,1.2586706,0.91910005,0.8752546,1.2920648,1.0256225,0.9089191,1.2716231,1.234909,0.96636,1.2234765,0.94076335,1.0941917,1.1603032,1.0998123,1.0067683,0.91489863,0.9426427,0.96440834,0.977856,1.0738633,0.86271155,1.0183764,1.3294787,0.89073616,1.1742444,1.047238,0.0,0.94287413,1.0074041,1.0206579,0.86819303,0.8724637,1.1702538,1.1833956,0.9766722,1.1321908,1.0070698,1.0333712,1.1732231,1.1691964,1.2393953,1.0911454,1.0204592,0.6132816,1.2381109,0.8172439,0.9205953,0.98544466,0.9721536,0.8986012,1.2068797,0.9456215,0.71159863,0.8722359,0.7993085,0.8357153,1.2596486,0.89543706,1.144013,1.2355587,0.8718984,0.7360639,0.84035873,0.8347196,1.0744748,1.074844,0.8880235,1.2705634,1.323303,1.2960749,1.2601397,1.2580597,0.77445304,0.844512,0.8908575,0.8785849,0.8181006,1.3055074,1.3018816,1.2650076,0.7530262,1.0929377,1.2455966,1.2012827,0.94677603,1.0896561,1.141189,0.99755967,1.1652944,0.86506844,1.2112784,0.8307353,0.96089756,0.853487,0.95326215,0.9062177,1.3293756,0.9526462,0.86545825,0.8066901,1.3478314,1.0313926,1.0748557,0.9521701,0.647588,1.039299,0.87190473,0.94629884,1.2819152,0.9687939,0.8289025,0.70726407,1.0338142,1.1898892,0.9049221,0.7731191,1.3522074,1.0287439,0.7909815,1.0645989,1.0168314,1.1490606,1.3323176,1.0647677
dog,0.41692662,1.0398682,1.2623498,1.2085208,0.9502327,1.1945672,1.2167759,1.1733667,1.0822815,0.90127826,0.68056715,1.2058187,0.98837227,0.9104807,0.8762723,0.5550576,0.8420478,1.0937496,1.2234528,1.2068537,0.9387666,1.1924728,1.0689855,1.224087,1.1856205,1.2141873,0.9704559,1.2060034,0.056769133,0.9502221,1.1216993,1.2212026,0.8555853,0.9237945,0.821763,1.0720463,1.0513196,1.0727819,0.66986656,0.6787665,1.353946,0.80303013,1.2795565,1.0260646,0.94287413,0.0,0.8218316,0.95105875,1.0666052,0.7824512,1.1874017,1.2517726,0.8987763,1.2063179,1.022419,0.90056336,1.0470077,1.1792735,1.2762742,0.9323699,0.959335,0.9274219,1.1720586,0.7714622,0.92007285,1.1445913,0.7943547,1.0664275,1.0896041,0.8188986,1.0317149,0.8651014,0.99817073,0.8288641,1.2723563,0.7784432,1.1642735,1.1711602,0.67140234,1.1243466,0.9582593,0.5523445,0.90887785,1.128201,0.6339151,1.2567056,1.2368621,1.3105353,1.2537909,1.2820169,0.9309398,0.7886285,0.86190796,0.7607264,1.0164782,1.3423798,1.3633195,1.2610857,0.90674245,1.0043502,1.1850383,1.0820341,1.165593,0.7214606,1.116065,0.9385895,1.226804,0.9438545,0.79780394,0.89071,0.9728826,0.86358964,0.98265076,0.925277,1.1905844,0.96574575,1.1746418,0.9107545,1.2510295,0.66457736,1.2689608,1.0262425,1.0536104,1.2752013,1.1194893,0.81211865,1.2406732,0.9133196,0.82537806,0.8241482,1.2469193,1.160948,1.1431361,1.1397452,1.1003013,1.0872746,1.0249146,1.0477624,0.97313255,0.95676535,1.2429413,0.93677515
doll,0.8399173,1.0529692,1.0795999,1.2047958,1.0898364,0.87070215,1.0710473,0.8847893,0.82980376,1.2174096,0.92355716,1.2305309,1.1405392,0.8936759,1.1809304,0.8062407,0.85917294,0.70621085,1.1119347,0.92720985,0.7871627,1.1361427,0.9555223,0.95694935,0.971544,1.0875192,0.9008116,1.235487,0.9195347,1.0232427,1.0251802,1.0894588,1.094327,1.0195878,0.9708807,1.0523086,0.95051557,0.99717677,0.99932635,1.0346576,1.2154775,0.8254882,1.1191264,0.8805007,1.0074041,0.8218316,0.0,1.1537718,1.0891229,1.0246497,1.1090833,1.1325443,0.9729399,1.1434126,0.86684203,0.9559281,0.9272152,1.2059655,1.2231816,0.67055374,1.0988549,0.96391594,1.1317389,0.7599941,0.9989815,0.76262987,0.95150095,0.97710115,0.81018317,0.81033635,1.108829,0.9515783,0.89208055,1.0463063,1.2939692,0.92598283,1.103839,1.206406,0.9730491,0.93236536,0.8420464,0.84807825,0.758746,1.1947293,0.8484542,1.2566106,1.1647675,1.1628637,1.1600004,1.1296303,1.105842,0.949874,0.87311256,1.1049371,0.9299701,1.2335025,1.2247245,1.1804091,0.94697416,0.8432028,1.0725583,1.0421438,1.0252491,0.93162584,0.90396273,0.8016578,1.060934,1.0952212,0.6995585,0.96055484,0.82115245,0.94938385,1.0248964,1.0741804,1.0378166,0.9629404,1.2778007,1.0509086,1.2384995,0.98424846,1.010825,1.0714041,1.010213,1.1069672,0.9919326,0.8057952,1.0586406,0.76004064,0.992256,0.9415453,1.0640185,1.1692955,1.173894,0.9903308,1.0880787,0.5358741,0.88176167,1.0200399,1.0257313,1.0029049,1.1443384,1.0615897
door,0.8412963,1.1327839,1.3849187,1.2092462,0.7827195,1.3888669,1.2230918,1.357946,0.9985445,0.34948486,0.6369046,1.1677704,0.6022326,0.9154524,0.96797526,0.9599223,0.91313434,1.1215655,1.1012088,1.1897471,0.7415949,1.2651792,0.786959,1.0780554,1.2693233,0.9415037,0.9901214,0.90153825,0.8545113,0.6060281,1.2196995,1.1432358,0.24413985,0.91192806,0.7365461,0.83939683,1.2078295,1.2731373,0.6857101,1.1149738,1.2928427,0.552055,1.1011473,1.0936332,1.0206579,0.95105875,1.1537718,0.0,0.6199266,0.85102504,1.1194543,1.3748587,0.99616414,1.1952724,0.92393696,1.2056257,0.9328846,1.1635484,1.2133104,1.3452138,1.0190357,0.8097236,1.2479256,1.0762944,0.86943436,1.2987964,0.95320755,1.041245,1.3104987,1.0298212,0.58450824,0.85891044,0.9038105,0.81675035,1.1293788,0.42992008,1.0051423,1.0283703,0.94613487,1.1581162,0.9063647,0.97224665,1.1086919,1.2590815,1.0139623,1.2862628,1.010567,1.2260464,1.1856031,1.3891493,0.5457048,1.0445666,0.89447016,0.7339102,0.8834664,1.2084391,1.2094916,1.277978,0.895866,1.1193213,1.1861238,0.92704743,1.1430507,0.9836293,1.291231,0.87303007,1.113496,0.3056727,1.0840589,0.9631398,1.0723795,0.8740198,1.1993139,0.9214976,1.063129,0.9199498,0.89408153,0.64121735,1.3163753,0.8695337,1.311182,0.9698809,1.1333977,1.2289553,0.95494694,1.0757275,1.2935336,0.73220944,0.8492825,0.733934,1.3559148,1.2862617,1.1813394,1.0383637,1.0725397,1.313744,0.9957436,0.91967034,0.8911939,0.6550852,1.3206105,0.46630025
drawer,0.9938536,1.083844,1.2945662,0.9957006,0.8550991,1.2172408,1.1565182,1.2194533,0.85085166,0.6110846,0.7959833,1.132075,0.5280788,0.98403436,0.94442576,0.9441031,0.7192191,0.8574461,1.2235597,0.94733214,0.50394785,1.238209,0.76205593,0.87148106,1.2692477,0.94142014,0.89697033,0.9516932,1.0612761,0.7524807,1.1328137,1.0412635,0.76684755,1.0957756,0.7428261,0.8088902,1.0018383,1.1107869,0.8501357,1.1492856,1.185667,0.6022651,1.1286643,0.96303016,0.86819303,1.0666052,1.0891229,0.6199266,0.0,1.0665101,1.057179,1.2891688,1.0894903,1.0818615,1.0321888,1.1704025,1.0737222,1.1290687,1.0614703,1.1837497,1.0782719,0.8083222,1.1585217,1.0535066,0.94682217,1.0101985,1.1304142,0.964373,1.280755,1.1692855,0.5598905,1.0541126,0.8754293,0.889604,0.95232874,0.77162963,1.0412855,1.156715,1.021295,0.99625885,0.9518075,0.9916442,1.0674735,1.1029443,1.0256844,1.3140506,1.1031795,1.1898503,1.2450892,1.3413796,0.46387184,1.1303105,1.0502845,0.9548623,0.67870426,1.0201373,1.0643867,1.2561319,0.96230406,0.9410707,1.1463794,1.0861424,0.915601,1.1219926,1.1807226,0.7751305,0.97581995,0.50449264,1.1877396,1.0530406,0.9204758,1.0525532,0.9804215,0.88302433,1.2705395,0.96999085,0.68606955,0.84888506,1.27143,1.0605917,1.1330899,0.9902447,1.0118477,1.0409497,0.66374546,1.0668675,1.3467762,0.97331554,1.0187651,0.7506635,1.0424584,1.1979849,0.9968649,0.8294513,1.1774576,1.0164493,0.81031275,1.0604272,1.0316968,0.80010486,1.3222667,0.93615884
dress,0.64428425,0.8013946,1.3035725,1.0795344,0.49025428,1.3562567,1.4350646,1.2184428,1.349191,0.74492913,0.5947699,1.4068077,1.0966127,0.17497408,1.1408198,0.728708,0.8118018,1.3012445,1.4866521,1.4626971,0.9426858,1.4387903,1.0539405,1.4330992,1.2729635,1.4917655,0.9113363,1.0262002,0.76820546,1.1788814,1.2831655,1.4201139,0.76523167,0.53989935,0.9291031,1.1272177,1.2464948,1.3103626,0.548517,1.0095215,1.5224661,0.85896456,1.5239596,1.1544976,0.8724637,0.7824512,1.0246497,0.85102504,1.0665101,0.0,0.9506213,1.2845623,0.58082926,1.0287751,1.0083897,1.1915028,1.2768704,0.94215465,1.544506,1.3507838,0.98422295,0.88074607,1.1024628,0.74496096,0.82672566,1.2517734,0.5852659,0.76948726,1.2386253,0.9697331,0.76694965,0.33077872,1.1754631,0.3605215,1.4732814,0.7439592,1.4201906,1.0803777,0.8502437,0.9657158,1.0340883,0.59418297,1.0349845,0.92105913,0.82065177,1.3071945,1.3877716,1.2176536,1.2612542,1.2452064,0.7593124,0.84113085,0.38973862,0.29133248,0.9017478,1.5402042,1.503367,1.3637137,0.7905667,1.2607412,1.416684,1.2335308,1.4046674,1.0915475,1.1783335,0.8603833,1.4964538,0.7508064,1.2420408,0.58142805,1.1778065,0.2944045,1.0003036,0.45955598,1.3641208,0.8610193,1.3886628,0.60072803,1.3568733,0.7853218,1.436448,0.96689385,1.0495886,1.5183036,1.2342992,0.8873855,1.3645468,0.90839493,0.24164641,0.70051485,1.5165222,0.9871162,1.028737,1.0732796,1.363678,1.3194563,0.91385406,0.9826282,0.77346593,1.2330014,1.3698243,0.94617224
ear,1.3188353,0.5995449,0.64824307,0.68063986,0.9717117,0.92298603,0.81790185,0.98028463,1.201459,1.2239264,1.286168,0.87133205,1.2586539,0.9158843,0.919564,1.2861744,1.225042,1.1589859,0.95923734,1.2198755,1.2595782,0.9574622,1.1523628,1.0843116,0.7293238,0.93787616,1.1965644,0.6245386,1.2245693,1.1501509,1.069271,0.8853895,1.1816366,1.1171752,1.2918161,1.2960804,0.92649585,0.9825349,1.1672969,1.1905243,0.8132601,1.302179,0.95309675,0.9896378,1.1702538,1.1874017,1.1090833,1.1194543,1.057179,0.9506213,0.0,0.6959358,0.79673564,0.4847222,0.97413486,1.0736443,1.01456,0.5071476,0.9570161,1.0792012,1.1885197,1.2971407,0.42296493,0.94307566,1.1979563,0.97398794,0.98440003,0.79412806,0.7900187,1.1710593,1.1994909,1.1525004,1.2326972,1.0046885,0.96444654,1.2662356,0.99003035,0.8632268,1.2277427,0.96644783,1.274158,1.1123872,1.0660366,0.4396695,1.1826591,0.5811088,0.8602356,0.47298318,0.56787604,0.6017294,1.210691,1.1556039,1.1811087,0.96653444,1.0919002,0.8668285,0.8291967,0.80399805,1.0568998,1.0856475,1.01541,0.867764,1.1725554,1.1342027,0.76495373,1.1682416,1.0354277,1.2110475,1.0051849,1.0832527,1.223202,1.1180212,0.9224424,0.81738293,0.82450104,1.1471145,1.2359449,1.2495081,0.6361865,1.2572185,0.9622099,0.93763053,1.0991025,1.0573667,0.96462756,1.0966747,0.7856072,1.1933991,1.0488986,1.3022892,0.998368,0.3857392,0.6310123,1.0837194,0.93218076,1.1306587,1.1871178,1.1464925,1.1747947,1.197405,0.6366235,1.158332
egg,1.5073818,0.84037,0.24177969,0.7032036,1.3350484,0.33922386,0.3313349,0.78504705,1.0689616,1.4250691,1.4967593,0.6626568,1.3516003,1.3060415,1.1133753,1.3849788,1.3573513,1.0499501,0.54740554,0.7477127,1.4474547,0.508788,1.1917334,0.79521215,0.59123325,0.760653,1.2993144,0.95390284,1.3031305,1.208988,0.82719207,0.5285803,1.4341546,1.2393354,1.3269855,1.3134873,0.620648,0.8007023,1.4258829,1.044533,0.4737289,1.5523753,0.53090954,0.9154083,1.1833956,1.2517726,1.1325443,1.3748587,1.2891688,1.2845623,0.6959358,0.0,1.1729635,0.71773416,1.1422219,0.96932924,1.0310332,0.7861272,0.65649873,0.8385302,1.133723,1.401734,0.6831091,1.2377206,1.2549374,0.9383136,1.2106533,1.1413754,0.57050216,1.1052434,1.3952191,1.3719493,1.0601447,1.4171553,0.68514705,1.5203974,0.5596796,0.82491064,1.277466,0.9186925,1.1704755,1.3282895,1.1798251,0.69060576,1.2171981,0.35267007,0.75461566,0.6132653,0.35670996,0.19331813,1.4614551,1.1433339,1.4181345,1.3717734,1.2853267,0.588519,0.583358,0.5594426,1.2622929,0.9571084,0.65293914,1.0104351,0.8339796,1.024326,0.5702026,1.3268647,0.6452959,1.5132495,0.86007947,1.2905717,1.1174551,1.4015067,1.0478917,1.2467121,0.6491055,1.1731108,0.954121,1.5247042,0.43841982,1.2657788,0.48153806,1.0320318,0.8244318,0.68970674,1.1197278,1.1332455,0.40577745,1.3058729,1.3739073,1.4448004,0.34479427,0.58507216,0.8615298,1.1240262,0.7678273,0.8387636,1.125513,1.1005443,1.1989331,1.1547155,0.46918702,1.2821751
face,0.74751914,0.8922974,1.1317629,1.034147,0.7622345,1.1970468,1.3570657,1.122117,1.367222,0.8657203,0.8637175,1.3313899,1.2100533,0.57117665,1.0968318,0.9365437,0.89765763,1.2126856,1.3757719,1.3389581,1.0077477,1.3065846,1.1258116,1.4130099,1.1379365,1.5121372,0.8323153,1.1276817,0.8830478,1.3181989,1.2021959,1.2639802,0.8324082,0.7934083,0.99870026,1.0803303,1.2335219,1.1763763,0.7827086,1.0243374,1.4083033,0.9942788,1.4210941,1.1301239,0.9766722,0.8987763,0.9729399,0.99616414,1.0894903,0.58082926,0.79673564,1.1729635,0.0,0.9395846,0.7999846,0.99964094,1.2834462,0.8788535,1.3980151,1.2760282,0.98026365,0.78596306,0.69686043,0.84817886,0.8637115,1.1379324,0.27298892,0.75377315,1.0726889,1.0183352,0.90080535,0.5987176,1.1367481,0.7776862,1.39852,0.8413651,1.3503945,1.2745924,0.9074673,0.9783361,1.0118167,0.6908523,0.8996918,0.7011382,0.84068286,1.0857767,1.4839015,1.0856216,1.1034933,1.0768386,0.9173764,0.96844476,0.5866536,0.7721724,0.93084556,1.4196576,1.3933111,1.2975681,0.8723192,1.350827,1.2848155,1.2095805,1.2804393,1.0339355,1.1668955,1.0760828,1.4052477,0.8637713,1.2054083,0.5726601,1.1837356,0.49380648,0.99674064,0.7658699,1.3549688,0.91935897,1.3040962,0.7592794,1.2670727,0.8415585,1.3199356,1.2345376,1.0128787,1.4289887,1.1895884,0.6552766,1.194593,0.76978654,0.4714147,0.84458756,1.4328747,0.8762157,1.0097718,1.0612708,1.4879496,1.1825051,0.9745729,0.87282217,0.95012146,1.3671517,1.1856318,0.92221
