,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
boat,0.7277778,1.1716263,1.3216325,1.2712665,0.90820074,1.2246181,1.3280826,1.2079043,1.0792619,0.6880943,0.58201903,1.296786,0.75713193,0.7646589,1.1293371,0.7140539,0.0,0.8889545,1.3340547,1.0905334,0.6087642,1.3021586,0.96313894,1.1374047,1.3149757,1.3334323,0.6573807,1.3018641,0.8575491,1.009861,1.1844578,1.2666457,0.85538745,0.8403092,0.7527579,1.0115436,1.1058931,1.251427,0.66554123,1.0337403,1.3776249,0.639251,1.3273394,1.0894859,0.73692536,0.8420478,0.85917294,0.91313434,0.7192191,0.8118018,1.225042,1.3573513,0.89765763,1.2573346,1.1123606,1.1143639,1.1906066,1.3171138,1.312381,1.1766822,1.0110213,0.7722663,1.2551866,1.035211,0.30107522,1.135749,0.87815416,1.0489353,1.2944037,0.8717521,0.72093004,0.6762305,0.921378,0.79224634,1.2575203,0.73807317,1.284618,1.3402009,0.87881625,1.0743525,0.8831627,0.87441283,1.0193652,1.133738,0.8710977,1.3497738,1.3967091,1.3952143,1.3762052,1.3617743,0.66786313,0.8646761,0.6926926,0.84354216,0.77719545,1.312056,1.3333908,1.3528233,0.8580946,1.1273502,1.2497666,1.2761796,1.0796808,1.0694793,1.2060425,0.8651451,1.2282833,0.75545317,1.2439314,0.75070095,1.0786239,0.6968227,1.0630744,0.92771864,1.4017406,0.8659339,0.9593165,0.5808731,1.4109426,0.7640883,1.3030986,1.159855,1.0088797,1.2909737,1.0291725,0.95480657,1.3306923,0.77652836,0.7381368,0.6108227,1.2503681,1.3202391,1.2011722,1.0174218,1.4053773,0.9731357,0.82999444,0.69169295,0.8112919,1.0614527,1.3847783,0.7665122
book,1.0727996,1.127516,0.99895126,1.0977471,1.2782705,0.8123393,0.9270454,0.9279738,0.5928459,1.2167584,1.0095398,0.96535766,0.86004627,1.1931918,1.1640872,0.98279506,0.8889545,0.0,0.8233168,0.7499249,0.4916957,0.92281455,0.9920175,0.7761496,0.991096,0.8319449,0.95531833,1.1227317,1.1884295,0.94356716,0.9528282,0.9144675,1.0916362,1.1980458,0.90449524,0.8446098,0.9619571,0.93322444,1.1165719,1.0987861,0.8089497,0.8806207,0.8152113,0.7834742,1.1105621,1.0937496,0.70621085,1.1215655,0.8574461,1.3012445,1.1589859,1.0499501,1.2126856,1.104082,1.0759501,1.0242842,0.8419532,1.2361988,0.8741115,0.6534511,1.0697749,1.0906782,1.1556573,1.1558987,1.0764687,0.50381434,1.1992719,1.100373,0.9273993,0.96057135,1.2176521,1.1816478,0.83317184,1.2494419,0.8985978,1.0819184,1.0236654,1.036249,1.132318,1.0514637,0.79016805,1.1951046,0.9013767,1.2047019,1.130965,1.075649,0.9339675,1.0789328,1.1467957,1.0368367,1.1162709,1.1041367,1.1425788,1.313912,0.5248753,0.82868284,0.8249084,0.9651914,1.0772381,0.7941626,0.86245966,0.9936504,0.76364946,0.9787921,1.0416727,0.91222966,0.7329333,1.0789349,0.91968924,1.0594482,0.8849845,1.1980381,0.977385,1.2159603,0.97806084,0.9938092,0.9417101,1.1386045,0.990111,1.1238117,0.7573267,1.0645654,1.0503933,0.8361681,0.89917225,1.0313832,0.9115176,0.9987167,1.2607627,0.9023529,0.7335887,1.1636943,1.151961,0.9106185,0.92986965,0.41875404,0.82221836,0.99325144,1.0633646,0.84851533,0.9998942,1.0820565
bottle,1.4975367,1.0932679,0.55732566,1.1050893,1.4521073,0.5720326,0.37867415,0.8878856,0.75375307,1.3688585,1.4759711,0.394427,1.1292207,1.5616474,0.99062514,1.486747,1.3340547,0.8233168,0.0,0.6070044,1.2673783,0.4804392,1.12855,0.45430064,0.51825404,0.33696783,1.190592,0.9468347,1.2993464,0.861071,0.9116301,0.49454474,1.2312407,1.1924143,1.2846684,1.0033956,0.91241235,0.8682568,1.4508667,1.1645445,0.29074848,1.3382347,0.055507302,0.91610515,1.2586706,1.2234528,1.1119347,1.1012088,1.2235597,1.4866521,0.95923734,0.54740554,1.3757719,1.0382956,1.0754229,0.92869854,0.76412654,1.0542758,0.31187773,0.73072064,1.091169,1.3005614,0.84399986,1.3734035,1.2147982,1.0103781,1.3158203,1.3832898,0.592961,1.0124881,1.3614717,1.4035012,0.8270093,1.5238922,0.41569376,1.3780997,0.43035114,0.5313215,1.3394241,1.3127341,1.0514561,1.5603241,1.0918965,1.0392632,1.3775482,0.42431498,0.4127196,0.60801727,0.62098813,0.5725534,1.2691157,1.291573,1.4473346,1.4585435,1.2967592,0.37428558,0.37476426,0.5638482,1.3346822,0.9270432,0.58631957,0.804889,0.8074336,0.9430434,0.8392881,1.1413994,0.34118068,1.2263147,0.68086874,1.3702176,0.99486655,1.4984689,1.132718,1.4254327,0.34622514,1.1785731,0.6383659,1.4828013,0.35926622,1.2625297,0.44099808,1.0848854,1.2163033,0.4717211,0.96455246,1.1603377,0.2845186,1.2152896,1.501282,1.4466352,0.43546563,0.9010145,1.0987823,1.2101922,0.46905524,0.76006687,1.2470988,1.0655035,1.1329706,0.6828351,0.3325879,1.1136097
bowl,1.3698156,1.2354476,0.6933753,0.97073376,1.3758351,0.60505176,0.5894406,0.7703886,0.6988416,1.1790248,1.3186375,0.829018,0.8837078,1.400275,1.218078,1.216223,1.0905334,0.7499249,0.6070044,0.0,0.95500267,0.70301265,0.9759698,0.4692759,0.9011806,0.6665093,1.1239156,1.1905415,1.2738806,0.9285843,0.70914453,0.7192748,1.1900765,1.2797674,1.0602,1.0186617,0.77095747,0.7616011,1.3611952,1.1306207,0.7243291,1.120537,0.5145819,0.8592646,0.91910005,1.2068537,0.92720985,1.1897471,0.94733214,1.4626971,1.2198755,0.7477127,1.3389581,1.1979536,1.1559842,1.0556517,0.9275129,1.2411207,0.6429393,0.7634023,1.0769922,0.96766686,1.1627916,1.3334252,1.0917157,0.86183107,1.3346167,1.2670875,0.9233638,0.90750587,1.1387466,1.3708744,0.5308594,1.4763618,0.71637976,1.2419633,0.59828496,1.0071441,1.2576392,0.8723484,0.7101254,1.4289386,1.0417945,1.1928484,1.2607069,0.942919,0.8115141,1.0723494,0.9099491,0.7717693,0.97271365,1.1873983,1.358489,1.5162811,1.13066,0.76665705,0.7699909,0.7434452,1.2284125,0.79537535,0.66420144,1.0437967,0.29477012,0.93090194,0.7925839,1.0531199,0.6291501,1.0593979,0.9375885,1.2949237,0.80883795,1.3867954,1.1643269,1.4261895,0.8023836,1.0564967,0.5344003,1.276643,0.92199516,1.1974229,0.5150905,1.1529412,0.7188867,0.4030298,0.8682442,1.0476012,0.7621065,1.152369,1.429141,0.9975309,0.45057166,1.2205186,1.2010593,0.91704994,0.8752656,0.63118887,0.7168867,1.020392,1.1688954,0.8493938,0.9073464,1.1561258
box,0.70559853,1.2046005,1.4272405,1.2071161,0.92105377,1.2216673,1.3391751,1.2298223,0.5486802,0.67343765,0.54233897,1.3383006,0.6155977,0.8418002,1.1549634,0.7338519,0.6087642,0.4916957,1.2673783,0.95500267,0.0,1.3593129,0.9048631,0.91818404,1.4170005,1.013052,0.8787948,1.1844841,0.9497933,0.77268136,1.2191733,1.2581365,0.707243,0.9946447,0.5602699,0.80308276,1.0977619,1.2181724,0.669921,1.094765,1.4041144,0.37895715,1.1940056,0.91547734,0.8752546,0.9387666,0.7871627,0.7415949,0.50394785,0.9426858,1.2595782,1.4474547,1.0077477,1.3028412,0.9910423,1.245989,0.99937874,1.3000014,1.3661804,1.0874484,1.02432,0.7052703,1.3623753,1.0599003,0.8367472,0.8474824,1.0131707,1.010067,1.2902166,1.0002269,0.7531681,0.88367856,0.68280274,0.9277036,1.2763557,0.59078956,1.2893348,1.3068037,0.85766995,0.9036937,0.6836332,0.8599961,0.91607565,1.2799289,0.9057635,1.4787171,1.2868099,1.4206717,1.3890867,1.4647651,0.6625934,0.92759305,0.82114065,0.956453,0.36914062,1.3593761,1.3498484,1.3837881,0.77717626,0.911523,1.2477113,1.1277812,1.009002,1.0811806,1.2904347,0.7046908,1.1905214,0.6363097,1.2465637,0.86844003,1.0311304,0.85553825,1.0118322,0.9661565,1.379951,0.7703153,1.0098413,0.7137092,1.4572072,0.87360436,1.1806538,1.0169187,0.9523792,1.2687101,0.9965557,0.9765022,1.3689191,0.8063973,0.88594455,0.47198606,1.193846,1.4104922,1.2546866,0.914063,1.3007778,0.79407644,0.6366664,0.94809747,0.8457866,0.9264641,1.4825383,0.88304895
bread,1.3673698,1.1173044,0.47832656,0.9021754,1.3856735,0.70508033,0.603921,0.60176104,0.9246452,1.4193342,1.4735607,0.5324349,1.1630352,1.5071898,0.92499363,1.3479891,1.3021586,0.92281455,0.4804392,0.70301265,1.3593129,0.0,1.0427934,0.856699,0.5069859,0.68624973,1.2038306,1.0245085,1.2076716,1.071216,0.37446594,0.661041,1.3867297,1.2625499,1.2033291,0.9967855,0.7006996,0.5778739,1.4460489,0.7425642,0.37011468,1.4160807,0.5244092,0.9432219,1.2920648,1.1924728,1.1361427,1.2651792,1.238209,1.4387903,0.9574622,0.508788,1.3065846,0.9914085,1.1429765,0.8340203,0.95632404,0.92868376,0.46269763,0.675994,1.0576233,1.3776605,0.815197,1.3719409,1.2186973,0.9854434,1.2983468,1.3207037,0.786849,1.0791118,1.3355238,1.408631,1.0137378,1.4737084,0.5219023,1.4310043,0.6301162,0.78538024,1.2671278,1.104907,1.1106718,1.4520485,1.1479704,0.8671246,1.1998293,0.55488724,0.57551855,0.6750877,0.55874753,0.4845057,1.3320984,1.2090703,1.4472704,1.4225646,1.3595085,0.42448837,0.45349085,0.53257346,1.3671389,0.93958205,0.06081581,0.9820045,0.5410881,1.0461614,0.69681495,1.2379591,0.5920319,1.4208932,0.80526304,1.3503792,1.0046862,1.4788085,1.0835649,1.3831421,0.5671447,1.1489669,0.84102803,1.50672,0.4395582,1.2680264,0.5464771,1.1518934,1.0454258,0.58584154,0.9593326,1.1302565,0.49802208,1.2793454,1.448069,1.4239829,0.52207667,0.88135636,0.97927725,1.1151602,0.58499116,0.83075476,1.1015153,1.0445818,1.1315492,0.96989226,0.5329815,1.2394923
broom,1.0018529,1.0432825,1.1508473,1.0916383,0.9812762,1.181704,1.1296859,0.8967224,0.97632414,0.79449785,0.88140976,1.1183654,0.7692654,1.0407217,0.915841,1.0071042,0.96313894,0.9920175,1.12855,0.9759698,0.9048631,1.0427934,0.0,1.0262675,1.0919995,1.0148325,1.0068295,0.98139584,1.0445839,0.6981348,0.99410117,1.0905544,0.86668134,1.0371677,0.70264995,0.83814347,1.0749066,1.1103494,0.9138633,1.0581506,1.010361,0.7909117,1.1286099,1.0015244,1.0256225,1.0689855,0.9555223,0.786959,0.76205593,1.0539405,1.1523628,1.1917334,1.1258116,1.1608148,1.0629036,1.07446,0.88478756,1.0403732,0.9575945,1.021324,1.1956346,1.0811325,1.1421059,1.0029119,1.0971282,1.0673889,1.0553727,1.0936025,1.1384956,1.0118631,0.7114006,1.0486201,1.0851011,0.93080807,0.97488606,0.72715014,0.93233955,0.9480769,1.0419629,1.0315478,0.97404736,1.0319588,1.0179846,1.2197839,1.0422224,1.2493434,0.93867373,1.0882511,1.2175719,1.1733183,0.95353675,1.12011,1.0308836,0.924081,1.0219023,0.9234841,0.9727149,1.0857565,1.0464637,0.98119587,0.9906536,0.9414297,0.94164515,1.123626,1.0922232,0.82526016,1.0224189,0.9197721,0.8974676,0.99740756,0.63904303,1.1072949,0.9149406,0.9433446,0.9296069,0.7720675,0.96487725,0.8369825,1.1237108,1.02522,1.0990272,0.90838826,1.1027842,0.86766624,0.8561985,0.92868036,1.2114329,0.9123557,1.0118471,0.8556267,1.0938855,1.1326414,0.9895315,0.7160739,0.9505909,0.90790963,0.9440019,1.1093531,0.9675783,0.63842064,1.201729,0.9676966
bucket,1.4506857,1.0255458,0.81974113,0.94256204,1.3171192,0.6668508,0.51796144,0.9793261,0.558177,1.2187383,1.3692458,0.7062414,0.88310134,1.3845687,1.0509883,1.2947791,1.1374047,0.7761496,0.45430064,0.4692759,0.91818404,0.856699,1.0262675,0.0,0.86502826,0.29272044,1.0417283,0.8855901,1.29595,0.7275098,1.0137873,0.69625896,1.2186147,1.2542222,1.1398185,0.97567374,0.873079,0.8866736,1.340574,1.25282,0.6919017,1.1163849,0.29792702,0.9312554,0.9089191,1.224087,0.95694935,1.0780554,0.87148106,1.4330992,1.0843116,0.79521215,1.4130099,1.0771987,0.9729696,0.9722956,0.8526597,1.1243536,0.68973356,0.79871184,1.218637,1.032745,1.0643823,1.0356125,1.2087845,0.78440607,1.3460815,1.2116134,0.71831024,1.0724667,1.1518931,1.375345,0.55625105,1.3046118,0.7229532,1.2342823,0.6844125,0.8107985,1.3264656,1.0364159,0.868043,1.403578,0.9374367,1.1151227,1.3292392,0.8894166,0.5579537,0.8205005,0.90094197,0.86217356,0.9864899,1.2025441,1.416061,1.3181605,1.0990558,0.67711616,0.7327899,0.84814143,1.1454352,0.75006825,0.86523724,0.88035214,0.7674273,1.0561495,0.7340872,0.816788,0.46330178,0.99928856,0.80386496,1.3366001,0.9870019,1.4430157,1.0333974,1.1490409,0.6397407,1.0996274,0.6124247,1.2907392,0.76022303,1.3527986,0.43069297,0.78945136,0.9546963,0.60809886,0.7908653,1.1680934,0.7713911,1.1258343,1.4273698,1.2521412,0.3923998,1.0216006,0.9838647,0.99280864,0.64567137,0.70997626,1.1390746,1.2063552,1.0910332,0.6862184,0.7858952,1.1636257
butterfly,1.3930643,1.0144902,0.4792893,0.97601986,1.3668381,0.67451155,0.54007155,0.65105486,0.9822226,1.3741002,1.4891503,0.49287796,1.3125863,1.391841,0.6912411,1.4362983,1.3149757,0.991096,0.51825404,0.9011806,1.4170005,0.5069859,1.0919995,0.86502826,0.0,0.67409027,1.138145,0.8500551,1.2350295,1.1048777,0.7458488,0.5504066,1.3496132,1.1863074,1.414571,0.9987681,0.8408874,0.7770859,1.4369719,1.0201373,0.41225016,1.4148943,0.5879955,0.90563107,1.2716231,1.1856205,0.971544,1.2693233,1.2692477,1.2729635,0.7293238,0.59123325,1.1379365,0.8695413,1.0118355,0.71796876,0.81026417,0.8313751,0.5038246,0.5280465,1.0532577,1.4087491,0.49875224,1.1336646,1.2364185,0.96722615,1.1453756,1.2479677,0.5610818,1.1109934,1.3944243,1.3384845,1.226523,1.4004964,0.6269981,1.4704282,0.564178,0.713339,1.3491709,1.2471211,1.2989239,1.398783,1.0911697,0.7031177,1.3162216,0.46475214,0.5923027,0.42491132,0.6226287,0.48507667,1.3948898,1.1690686,1.4007218,1.3615068,1.3289716,0.47204798,0.4678927,0.6139908,1.3302747,0.9752567,0.64630663,0.7410528,0.93979466,1.1056798,0.6135894,1.1785148,0.62096226,1.4188333,0.63312066,1.2692697,0.90833044,1.397635,0.98009497,1.3045543,0.45872748,1.090342,1.0088267,1.4932983,0.3711589,1.2973886,0.6395301,1.1984216,1.3020523,0.67324257,1.0051146,1.0808614,0.46908784,1.2454586,1.3449826,1.5540736,0.62644994,0.70479614,0.90878296,1.2482499,0.6117042,0.824456,1.2963457,1.1121421,1.0975597,0.97018516,0.30040914,1.2699456
can,1.4786454,0.97323644,0.7845214,0.9434145,1.3597175,0.8430602,0.48744255,0.98621523,0.45098442,1.208356,1.3841724,0.40337443,0.7826586,1.4862553,0.78780794,1.355657,1.3334323,0.8319449,0.33696783,0.6665093,1.013052,0.68624973,1.0148325,0.29272044,0.67409027,0.0,1.2080497,0.60805047,1.2296982,0.52043545,0.94436157,0.5959378,1.2028055,1.3187433,1.126873,0.92856574,0.91747993,0.8546761,1.3851933,1.1915957,0.51146626,1.1208513,0.25136757,0.91481984,1.234909,1.2141873,1.0875192,0.9415037,0.94142014,1.4917655,0.93787616,0.760653,1.5121372,0.94863313,0.9988426,0.9391535,0.6902328,0.89591646,0.5040605,0.8145722,1.1434445,1.2750148,0.89816535,1.1278275,1.3043404,0.9802555,1.4401511,1.2651081,0.6532125,1.1446086,1.2630872,1.4930186,0.7877506,1.3329761,0.4889642,1.2964973,0.552216,0.6030937,1.2897243,1.2043447,1.0615398,1.4568448,1.0688785,1.0988032,1.3414044,0.72664803,0.25454795,0.5313002,0.6819063,0.8115769,1.11981,1.2392073,1.5300303,1.2907366,1.2047611,0.47844142,0.4948116,0.63916147,1.2658703,0.63354576,0.7403224,0.5886156,0.83630645,0.9772711,0.7972453,0.85149574,0.44460303,1.0916326,0.6814335,1.4329414,1.0259304,1.5813155,0.9718055,1.1960427,0.33589995,1.2033008,0.65138084,1.446058,0.47523093,1.3347253,0.5435856,0.779436,1.1828784,0.5641539,0.8230232,1.3125194,0.62723094,1.2269291,1.5237844,1.448312,0.5253899,0.8797459,1.0123149,1.1710911,0.30922866,0.9281313,1.2990193,1.243362,1.1127713,0.5351243,0.5394507,1.137655
car,0.9028871,1.3091178,1.1991886,1.2948843,0.9831463,1.0786457,1.1841438,1.0925713,1.136609,0.7517103,0.7797682,1.0137587,0.84364533,0.9328087,0.9345315,0.8800938,0.6573807,0.95531833,1.190592,1.1239156,0.8787948,1.2038306,1.0068295,1.0417283,1.138145,1.2080497,0.0,1.0562452,0.9326137,1.1189648,1.1476676,1.1707536,0.89210016,0.90055156,0.97968304,0.802282,1.2224779,1.1928908,0.8329141,1.1159092,1.1671243,0.85193735,1.2133622,1.1781467,0.96636,0.9704559,0.9008116,0.9901214,0.89697033,0.9113363,1.1965644,1.2993144,0.8323153,1.3389821,0.6647217,0.59566104,1.2096605,1.2825438,1.1802437,0.9872554,0.84469604,0.7926502,1.0742086,0.9063513,0.7224368,0.90381706,0.8186755,1.1697222,1.0648137,0.95036006,0.9029294,0.7590606,1.1909999,0.78186214,1.0687151,0.90571964,1.2350936,1.1560509,1.0873297,1.2013441,1.1083071,1.0141851,0.46650147,1.0382674,1.0612811,1.1755103,1.1820469,1.2397113,1.3272185,1.2295679,0.7743635,0.92096615,0.76500523,0.84354734,0.9169261,1.0984584,1.1905122,1.2301958,1.0193257,1.0797337,1.201092,1.2501047,1.116915,1.111431,1.2576634,0.89793134,0.92546904,0.8414894,1.1429188,0.6981499,1.0819061,0.77074337,1.0227126,0.8230373,1.313179,0.73599726,0.8294064,0.73709476,1.1805156,0.6423136,1.2021644,1.196176,1.193429,1.2862024,1.0884888,0.9492326,1.2396259,0.48488158,0.82599765,0.9008402,1.1531324,1.3162541,1.1643761,1.0495206,1.2312816,0.91699415,1.0106215,0.8800849,0.5716733,1.1425495,1.1469142,0.82344866
carrot,1.2849054,0.64507085,0.90235984,0.63458276,0.80690515,1.1510746,0.8765095,1.0916497,1.0545663,0.92583025,1.2478867,0.56920934,0.7715772,1.065203,0.5843273,1.3071411,1.3018641,1.1227317,0.9468347,1.1905415,1.1844841,1.0245085,0.98139584,0.8855901,0.8500551,0.60805047,1.0562452,0.0,1.1450462,0.76494795,1.1633582,0.9783828,1.0841656,1.1028274,1.242866,1.0373051,1.1338934,1.030357,1.2048303,1.1560514,0.7425781,1.1682286,0.9012552,1.1156845,1.2234765,1.2060034,1.235487,0.90153825,0.9516932,1.0262002,0.6245386,0.95390284,1.1276817,0.51946795,0.9403146,0.949894,0.8891171,0.46489584,0.83411074,1.1126308,1.0923661,1.279615,0.67050815,0.8592057,1.24386,0.9983597,1.1426741,0.7498994,0.8264882,1.2840493,1.0698137,1.2339566,1.3601476,0.86460245,0.7012346,1.2179608,0.9971268,0.6502637,1.158149,1.0319202,1.3627157,1.1277015,1.0489894,0.74215955,1.16388,0.74840784,0.573154,0.41997385,0.69528896,0.83722603,1.1044934,1.1598574,1.197257,0.84814775,1.1024476,0.6990751,0.6857071,0.6872779,1.0117415,0.96607965,1.0775118,0.64076006,1.1444155,1.1459074,0.80521435,1.0575982,0.8571284,1.0088731,0.9377014,1.131041,1.1893727,1.1739795,0.96685123,0.7345629,0.6562537,1.1802564,0.8748088,1.1338197,0.5764348,1.2215447,0.98492795,0.73235184,1.2042177,0.93113,1.0023223,1.3017647,0.9272938,1.1390269,1.1258062,1.3311257,1.0388497,0.5578134,0.664667,1.0540278,0.67439574,1.2999283,1.3176761,1.2280068,1.0626918,0.92817134,0.65988886,1.0745652
cat,0.35820127,1.1021738,1.3392577,1.2357157,0.89164984,1.2657272,1.2822533,1.2031617,1.0802547,0.7455657,0.6259734,1.1967413,0.94997925,0.89201933,0.78648174,0.5190074,0.8575491,1.1884295,1.2993464,1.2738806,0.9497933,1.2076716,1.0445839,1.29595,1.2350295,1.2296982,0.9326137,1.1450462,0.0,0.94718915,1.1064851,1.2389854,0.7659795,0.91386044,0.7974108,1.0172064,1.062699,1.0948507,0.6448711,0.59721804,1.3979487,0.7644348,1.352977,1.0624543,0.94076335,0.056769133,0.9195347,0.8545113,1.0612761,0.76820546,1.2245693,1.3031305,0.8830478,1.2358173,1.0134917,0.8653554,1.0372223,1.1670804,1.3153212,0.9950024,0.8497931,0.87025785,1.2042743,0.8068027,0.9035297,1.1989263,0.80316913,1.0733397,1.1616793,0.8601253,0.96014905,0.84745264,1.0266066,0.78803784,1.2774811,0.76314723,1.1581677,1.1827581,0.5790647,1.128851,0.9730548,0.5045482,0.94036686,1.1649133,0.5622148,1.2899328,1.241037,1.3235207,1.2379459,1.3433106,0.89552534,0.71444786,0.82947654,0.72305846,1.0197191,1.3613076,1.3925564,1.2689687,0.86414826,1.0213941,1.1963216,1.0367265,1.2003967,0.73302543,1.165729,0.93266565,1.2800503,0.8868501,0.8729723,0.8738031,0.99487996,0.8297311,0.9672984,0.9061972,1.2323048,0.93994063,1.1497315,0.81955004,1.2839806,0.5727951,1.3554407,1.0026323,1.0309596,1.3307587,1.1312271,0.8976653,1.3263543,0.9033552,0.8125061,0.8122831,1.3324431,1.2145863,1.1595253,1.1382366,1.088579,1.1924815,1.074728,1.0207622,0.91653,0.98712426,1.289366,0.8674729
chair,1.0551851,1.0449612,1.1682308,1.1166083,1.073794,1.2392278,0.9755325,1.2480087,0.6605291,0.77710557,0.76931345,0.8343471,0.41753578,1.1789623,0.8585755,0.96769017,1.009861,0.94356716,0.861071,0.9285843,0.77268136,1.071216,0.6981348,0.7275098,1.1048777,0.52043545,1.1189648,0.76494795,0.94718915,0.0,1.1735846,1.0538671,0.7699696,1.1296304,0.551376,0.8599927,1.1290367,1.1302481,0.7549522,1.1364825,1.050122,0.60369986,0.8237361,0.9969262,1.0941917,0.9502221,1.0232427,0.6060281,0.7524807,1.1788814,1.1501509,1.208988,1.3181989,1.1552838,1.0292168,1.1581049,0.7591585,1.090642,0.9410407,1.1379753,1.1955816,1.0259134,1.2320353,1.0253928,1.0430049,1.2085459,1.1838334,1.1697387,1.0354891,1.0495278,0.7948331,1.1400973,0.88875264,0.95894617,0.89480996,0.5653235,0.8371124,0.81153154,0.98144114,1.1723887,0.9993627,1.1059266,1.0825576,1.2850587,1.0631852,1.2250807,0.69810665,0.9715688,1.0693135,1.203479,0.839118,1.0791444,1.1658758,0.91305995,1.0528603,0.9549884,0.9622171,1.062138,1.0140058,0.7670428,1.0620097,0.7496586,1.0342281,0.9622397,1.0674927,0.72597116,0.8309686,0.7596327,0.805534,1.1356219,0.97218555,1.1923358,1.0141878,0.9870496,0.71267295,1.0995148,0.7848941,0.90969217,1.0098413,1.0505543,1.0315346,0.8203821,1.1888818,0.928349,0.9544343,1.2142159,1.0854558,0.92738116,1.0948337,0.7882453,1.0389323,1.1865609,1.1750033,1.1273512,0.7348975,1.1205862,1.103782,1.1033504,1.0190222,0.42141008,1.0849863,0.8047211
chips,1.1644608,1.1520737,0.8253332,0.9105012,1.2185602,0.92997366,0.89003843,0.56795955,0.9408819,1.2806339,1.3034438,0.9102814,1.1542287,1.2594581,0.9389318,1.1169701,1.1844578,0.9528282,0.9116301,0.70914453,1.2191733,0.37446594,0.99410117,1.0137873,0.7458488,0.94436157,1.1476676,1.1633582,1.1064851,1.1735846,0.0,0.81175673,1.257923,1.2009343,1.0975155,0.886506,0.6123258,0.48048532,1.3056202,0.65024954,0.76504016,1.2396837,0.92001444,0.9326745,1.1603032,1.1216993,1.0251802,1.2196995,1.1328137,1.2831655,1.069271,0.82719207,1.2021959,1.079083,1.1022589,0.8450738,0.92106473,1.0237714,0.74835944,0.6931359,0.9390571,1.1852808,1.0213093,1.2082859,1.1288995,0.9206158,1.2130332,1.1983005,1.0286846,0.9932547,1.1249582,1.2608656,0.98456657,1.3255997,0.8089272,1.2517743,0.7909615,1.0296476,1.1183774,0.92706543,0.8981463,1.223932,1.0392901,1.0367777,1.0546252,0.9801166,0.79970795,0.98365897,0.94226503,0.8068542,1.1297128,1.0793625,1.2834915,1.315367,1.1705451,0.7792717,0.8082862,0.7271038,1.2648689,0.83699584,0.3086056,0.9680028,0.42562252,1.0106522,0.8290995,1.113713,0.8971751,1.2121238,0.9245898,1.1998833,0.8890029,1.2998348,1.072764,1.2682841,0.90201235,1.0142901,0.996853,1.2781577,0.9187996,1.1779174,0.7031269,1.1263745,0.8585455,0.70307225,0.8510832,0.99406815,0.97623676,1.1905116,1.2944083,1.1839027,0.78091455,1.0752828,1.0066522,0.95506114,0.7856284,0.86140054,0.91659,0.99128395,1.0942189,1.0173901,0.9382197,1.1581113
