,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
cookie,1.1777805,0.87112737,0.76604056,1.2346774,0.71596414,0.59944755,0.88674384,1.1162332,1.2987759,1.0239336,1.316078,0.9036821,1.3702487,1.1975645,1.0614164,1.2737255,1.0765529,1.0308594,0.85213274,0.7331472,1.1820223,0.18747318,1.0443182,0.9009452,0.94390064,0.94213843,0.91773957,1.1151415,1.1662924,1.2012513,0.7078559,1.3388481,1.0008721,1.2851269,0.0,1.3189683,0.832844,0.76452523,1.3421333,0.7505432,0.96079576,0.7462163,1.0452341,1.0903369,1.1902219,1.1182699,1.2321459,1.139175,0.9343341,0.55656147,1.3043321,1.1209633,0.8311765,0.91981095,0.95911235,0.86750203,0.95881945,1.1034292,0.9671547,1.0977821,1.1642182,0.2801839,1.1934688,0.97325253,1.0382324,0.7808934,0.969509,1.0724974,0.8509536,1.2954557,0.80941105,1.3504694,0.8853353,1.236778,1.0726304,0.9490173,0.98512423,1.1085229,1.1336529,0.85613847,0.7371352,0.7801734,0.877089,0.5668801,1.2283435,1.1072583,1.1822563,1.2440252,1.0521019,0.8522881,0.82327247,0.928895,1.1412995,0.96265876,1.05796,0.63763833,0.9422627,0.97546595,1.2165442,0.8606391,1.3029654,1.0572333,0.8357931,0.79554486,1.1700004,1.140538,1.2442958,1.0441449,1.2268364,1.2233801,1.0730125,1.3123505,0.7971437,1.0630414,0.51980215,1.0142553,0.72655165,0.80311215,1.0443568,0.88739836,0.82237184,1.2042695,1.2300379,1.1760136,0.75582993,0.80758977,0.6071565,1.099046,0.972817,0.91378415,0.9185821,1.1776663,1.0108029,1.2053305,0.8311529,1.2689643,1.1060845
couch,0.83289135,1.2621912,1.475977,0.38966715,1.3115919,1.4620662,1.154041,1.0137105,0.49911177,0.9225174,0.07276857,1.3821883,0.24094653,0.48653245,1.0811249,0.3698358,0.8858808,0.9482057,1.3836379,1.432188,0.7554159,1.3708155,1.3287146,1.3729944,1.2011454,1.3886051,1.3432778,0.90213937,0.7670309,0.6972051,1.459235,0.71021914,0.9173715,0.89530736,1.3189683,0.0,0.8957911,1.5112383,0.42362034,1.4851712,1.3034427,1.1721677,1.0471151,0.8374131,0.809162,0.8213885,0.7303864,0.79762286,1.0747398,1.3016534,0.53886735,0.76126564,1.2548684,1.1026428,1.3352327,1.510867,1.071757,0.92955726,1.2413945,0.8766429,0.71338344,1.3213835,0.64517444,1.1393483,0.8967537,1.4636006,1.1617453,1.1273675,1.219992,0.59932727,1.4956312,0.7174369,1.4149579,0.7399747,0.737921,1.3165218,1.1523966,0.8844241,1.2268387,1.0590531,1.287669,1.4319615,1.3611068,1.5238914,0.9137486,0.93678385,0.62200946,0.6746361,0.5708889,1.4780802,1.4865923,1.3624946,0.7248779,1.0142112,1.1366823,1.3807398,1.0990503,1.18532,0.9441546,1.3589711,0.64020205,0.6251042,1.4337869,1.3873308,0.71514666,1.0394081,0.3910225,1.0504464,0.75490797,0.7711828,0.89770097,0.552402,1.4066331,0.6790112,1.3719419,0.9343853,1.3388289,1.5714704,0.72482157,1.3330737,1.2992165,0.8747374,0.5212345,0.3678236,1.3069537,1.2712505,1.4272826,0.8366886,1.1714902,1.1906676,1.0156927,0.8601042,1.2055253,0.9341364,1.400579,0.593733,0.8022465
cracker,0.8742632,0.8760803,1.1000667,0.82868886,1.2780206,1.2846382,0.9678082,0.8746366,0.887786,0.8574087,0.8779477,1.1612636,0.7710874,0.9251695,1.015847,0.84087574,1.0653901,1.1252487,1.3112874,1.1705005,0.9537733,0.7414308,1.2200357,1.2485106,1.1095783,1.1953186,1.3281882,0.83611,0.80819297,0.9914043,1.2408264,0.96288866,0.98828584,0.85711706,0.832844,0.8957911,0.0,1.1123742,0.7455781,1.3045976,0.9909688,1.0909126,0.95644516,0.97214615,1.0359029,0.77277935,0.96839714,0.8310216,0.8752493,1.2178353,0.79015255,0.97088784,0.9742032,0.903237,1.3971168,1.2974898,1.0740541,0.8893898,0.99939084,0.8147351,0.96356606,0.9766931,0.82768106,0.8341971,0.87628776,1.1385069,1.0935924,1.28367,1.183206,0.69837797,1.1003712,0.8116592,1.2494495,0.6373977,0.9903153,1.090384,1.265466,0.80130947,1.1041101,0.8054072,1.0984632,1.2114606,0.93343693,1.05547,1.0808035,1.037447,0.77870595,0.76454854,0.9451992,1.1042367,1.0849863,1.0881245,1.0649371,1.1506188,1.234181,1.1633061,0.9947135,1.1326785,1.1967095,1.2140199,0.97866416,0.8851474,1.2453271,1.0246189,0.821344,0.95585287,0.90321505,0.90177137,0.8733778,0.8827802,0.94074106,0.9870644,1.0373169,0.8359527,0.96078753,0.7933712,0.9212434,1.2887949,0.9168318,1.2590203,1.1658831,1.0906892,0.8834936,0.82553124,1.2962898,1.0161159,1.2256356,0.75928473,1.1849191,1.1760032,1.1064639,0.9970581,1.2980626,1.1423318,1.1055156,1.0322849,1.0280693
crayon,1.2562943,0.662006,0.3937536,1.4300811,0.7774458,0.60014045,1.0162446,1.2733738,1.5397207,1.050852,1.5466795,0.2289567,1.507485,1.5345924,0.9264853,1.4872122,0.94429004,0.9181134,0.25362694,0.7896515,1.1486009,0.65478015,0.7062673,0.715518,0.90906817,0.6481096,0.5135176,1.1148547,1.3229045,1.0584291,0.42973232,1.3108678,1.2562518,1.1664076,0.76452523,1.5112383,1.1123742,0.0,1.5960665,0.3036443,0.7791159,1.2550876,0.90885514,1.2568741,1.1712276,1.3174937,1.3543136,1.3697726,0.6822182,0.768058,1.3544254,1.3460543,0.5250764,0.8683342,0.7527936,0.37665725,0.9756658,1.412463,0.6329905,1.1832119,1.2635272,0.8585826,1.2747887,0.8833806,1.1980548,0.40947676,0.966431,0.97533095,1.0275747,1.32527,0.40406293,1.2385184,0.60598534,1.1707929,1.3142369,0.9568792,1.0454079,1.336868,0.9706744,1.1946162,0.2937827,0.51929027,0.38124716,0.5023714,1.0375614,1.0960083,1.3760052,1.2274071,1.4093175,0.11109781,0.09480131,0.9461473,1.0818044,1.1126567,0.94220614,0.7735785,1.0065668,1.0976083,1.1704298,0.35101634,1.3865781,1.3792388,0.62873805,0.6344963,1.0462109,1.204308,1.5100042,1.1365632,1.2238088,1.3876503,1.2577275,1.4307382,0.18650723,1.3117859,0.67262334,1.2077061,0.75298834,0.34533942,1.4050314,0.6916825,0.3419335,1.2118431,1.3633566,1.6001238,0.8829244,0.57019997,0.38723427,1.239918,0.7846755,0.78939664,1.0406823,1.2129934,0.73779404,0.98501796,0.30144584,1.3407893,1.2018659
crib,0.9503305,1.3609337,1.4999082,0.66933364,1.2507031,1.4442738,1.0631597,0.48747474,0.34645593,0.98367697,0.35943347,1.5018784,0.18170404,0.6386525,1.1039631,0.5667361,0.8187455,0.8621074,1.4767432,1.1478382,0.45186377,1.4796023,1.1951097,1.1840172,1.264914,1.1931984,1.2922698,0.9113799,0.82176673,0.547668,1.4818809,0.6662915,0.8324342,0.6975524,1.3421333,0.42362034,0.7455781,1.5960665,0.0,1.4969001,1.2383398,0.97924757,1.205523,0.9198337,0.8203639,0.57403755,0.8038777,0.767275,1.257056,1.3468493,0.62444544,0.8228464,1.451504,1.1755431,1.2815518,1.4562941,1.1468253,0.73422515,1.3607932,0.8917612,0.7118336,1.2224998,0.8754116,1.069032,0.9851886,1.4691727,1.1709344,1.2121078,1.0522927,0.7765309,1.4253879,0.49944013,1.2489698,0.8218835,0.6873814,1.0626018,1.0620781,0.878759,1.0982759,1.0200984,1.4711759,1.4757352,1.5152512,1.5166667,0.7909112,1.0327511,0.7252383,0.9015166,0.6822959,1.4838874,1.5370723,1.1990527,0.9219067,0.9149855,1.1167978,1.137388,1.1139324,1.014581,0.8515792,1.375746,0.59010863,0.75232095,1.4497994,1.3337629,0.8976796,0.8024659,0.6722009,0.8828782,0.9566007,0.6780286,0.7032152,0.4126085,1.542798,0.69087857,1.4559939,0.9405725,1.2789047,1.5024619,0.645565,1.2526419,1.3943886,0.82672656,0.8086182,0.2995457,1.1460285,1.4485614,1.5628186,0.7718271,1.2303386,1.0797124,0.86302674,0.84013987,1.1224884,0.9084999,1.5201266,0.6460724,0.8850511
cup,1.3465679,0.8636205,0.60207784,1.449379,0.7162107,0.6049921,1.0460976,1.1506896,1.3828455,1.072935,1.5232253,0.42802262,1.5391781,1.5585525,0.87391615,1.4815235,1.1141739,1.0458473,0.12991631,0.48857677,1.0688611,0.7969445,0.8209134,0.48386782,1.0355142,0.48627555,0.49861717,1.1291913,1.2847898,1.088692,0.40725237,1.2576578,1.0958612,1.2307289,0.7505432,1.4851712,1.3045976,0.3036443,1.4969001,0.0,0.7972133,0.87535846,0.96386206,1.3066518,1.0709325,1.294241,1.3396307,1.298183,0.9022513,0.70769227,1.4126478,1.3014088,0.79965025,1.0724492,0.63124835,0.5523567,1.1320853,1.2906697,0.7781949,1.357096,1.1806118,0.85367346,1.3175995,1.0303684,1.2658262,0.47789043,1.0361115,0.9930647,0.74479944,1.4784387,0.63753897,1.3159683,0.446894,1.2444644,1.2437857,1.015528,0.76470816,1.399416,0.97263265,1.1132766,0.3487153,0.5965384,0.68520665,0.5816316,0.9464758,1.0610526,1.476192,1.3652163,1.3960172,0.39255083,0.39282465,0.87112176,1.1578246,1.0696887,0.8185898,0.6178926,1.0919567,0.9616186,1.1591146,0.40590417,1.1928031,1.3346999,0.6082129,0.61458474,1.2253492,1.2405459,1.4646131,1.1822588,1.3054017,1.3080547,1.0434927,1.3415927,0.3553908,1.2638605,0.66099054,1.3592209,0.72876716,0.46650827,1.3058643,0.5680336,0.3238392,1.0931354,1.3946254,1.4360781,0.64384735,0.7287207,0.4505446,1.3497405,0.8296433,0.8496288,0.8986248,1.1534815,0.7079559,1.0005804,0.46060193,1.2244108,1.2155089
deer,0.9200992,0.8546119,0.8382679,1.2932422,1.0383744,0.9415028,1.019998,1.0523914,1.244714,0.98528445,1.3040967,0.8175868,1.2239176,1.3355656,0.783651,1.2088561,1.103915,1.1723025,0.7711961,0.9578935,1.2267791,0.8722217,0.6867023,0.9104074,0.8218605,0.8193786,0.7884667,0.8757419,1.0026312,0.9228922,0.7922777,0.9038131,1.2858988,1.0786208,0.96079576,1.3034427,0.9909688,0.7791159,1.2383398,0.7972133,0.0,1.2432098,0.8077583,1.1270397,0.8894846,1.1505879,1.068116,0.9923408,0.96801597,1.0377653,1.1210756,1.2267312,0.96870005,0.97326815,0.5365438,0.81498563,0.97581476,1.1924142,0.92412406,1.2333138,1.0962023,1.066976,1.1976777,0.9362763,1.2385563,0.7385125,0.97069407,0.8007368,0.98013425,1.1290885,0.84664536,0.9510473,0.7035586,1.089979,1.1915162,1.0040483,1.0197904,1.1325172,0.77730256,1.0970631,0.9176122,0.63812035,0.80634606,0.8499423,0.91918844,0.88552207,1.1748339,1.0471607,1.349201,0.76278865,0.798337,1.0398049,0.9508264,1.0786508,0.6957352,1.0987879,1.0396924,0.98896384,1.130604,0.8517406,0.9847258,1.117849,0.36196387,0.8858122,0.9913519,1.1095796,1.2383142,1.0930408,1.0608752,1.1191995,1.195557,1.3521332,0.8180464,1.0811671,0.92508256,1.1846762,0.9775569,0.79045665,1.2250981,0.9135447,0.8430071,0.9027678,1.1891222,1.2831111,1.1265138,0.94632655,0.81648445,1.1997557,0.7445518,1.1001414,1.0961343,1.0294275,0.86523855,0.883395,0.85466087,1.0242473,1.1036795
dish,1.1355191,1.0980681,1.0931959,1.1317021,0.69489133,0.7419615,0.8803607,0.8446249,0.9069623,1.1206819,1.1598349,1.3097882,1.1418924,1.0763234,1.1826957,1.0800937,1.1377127,1.069228,1.1387283,0.5339592,0.9354041,0.9196528,1.054208,0.7985029,1.1376748,0.9244686,1.1988101,1.1022093,1.0685202,1.117719,1.0173981,1.2218497,0.53418195,1.1414231,0.7462163,1.1721677,1.0909126,1.2550876,0.97924757,0.87535846,1.2432098,0.0,1.2335484,0.99061275,1.0698684,0.8875351,1.0782646,0.98086864,1.1694566,0.71264344,1.2144222,1.0142548,1.1847793,0.99722207,1.108879,1.0423437,1.0512437,0.66823196,1.1384097,1.0074356,1.0305971,0.6575501,1.2005347,1.1182185,0.9150878,1.1349217,1.1326147,1.0514405,0.6366962,1.2429737,0.927675,1.1446435,0.864991,1.1921701,0.9402034,0.7805691,0.7329354,0.8676462,1.011343,0.77678746,1.1479322,1.1064378,1.241709,0.91126627,1.1529125,1.1896485,1.0988426,1.245982,0.9681412,1.2147479,1.1906704,0.56238055,1.2035764,0.90216845,1.0786779,0.5399305,1.0739664,0.72301084,0.97235847,1.2713747,1.1168206,1.0632106,1.1491549,0.9044792,1.2218744,0.71159947,1.1404407,0.91261744,1.2015032,0.9028056,0.72692895,0.9012365,1.2474539,1.067808,0.7315295,0.9449644,0.74401236,0.9736233,0.82505256,0.77466846,1.1562598,1.0480078,1.1698639,0.8952606,0.5114755,1.0920479,1.0405086,0.9010265,1.0923686,0.88125235,0.8342036,1.0715023,1.1505499,1.0859596,1.2162256,1.0999318,1.1058134
dog,0.63518757,0.90959036,0.87080723,1.0895522,1.062868,1.1175421,1.1098154,1.2475291,1.246519,0.89169586,1.0969402,0.865196,1.0800505,1.1708446,0.5746654,1.0774914,1.130492,1.062429,0.9234744,1.0793909,1.2178656,0.86542606,1.0651807,1.105988,0.7612064,1.0206486,0.90515596,0.969672,0.28545773,1.0197464,0.9569775,1.0424657,1.0814607,1.1228502,1.0452341,1.0471151,0.95644516,0.90885514,1.205523,0.96386206,0.8077583,1.2335484,0.0,0.810167,1.0907992,1.1694611,1.1188786,0.50214434,0.88665354,1.0232099,0.9720146,1.0629563,0.96928453,0.8388534,0.9801305,0.9936952,0.8485259,1.2434314,0.9383344,1.1243153,0.99093705,1.1123829,0.95846885,0.9929757,1.1104012,0.9001229,0.5901214,1.0109141,1.0628725,0.9276731,1.0580283,1.0614002,1.1190252,0.9511978,1.2081032,1.180477,1.1044838,1.0125177,0.9472031,0.93445075,0.94852555,0.87623405,0.89588493,0.96883327,1.0324124,0.9446727,1.0384426,0.92799854,1.1187681,0.9069624,0.9069948,1.0940357,0.89310277,1.1157031,0.9336333,1.1970805,0.6045464,1.1288297,1.1122544,0.87328875,1.0400314,1.0273094,0.5763686,1.0448743,0.99617743,1.257941,1.1101785,1.0546826,0.93466145,1.0874997,1.2361792,1.2875938,0.824631,1.2078424,0.9238461,1.086343,1.0213118,0.9976136,1.22315,1.1289794,0.9457142,0.89947414,1.0969907,1.2037013,1.1642443,0.9192058,0.8144943,1.2717452,0.9903642,1.1050794,1.1198573,1.1019783,0.92270434,1.0199449,0.93793166,1.0978729,1.0639087
doll,0.6295901,1.0837808,1.1794347,0.90420055,0.94390184,1.1229227,0.9486461,1.1078688,1.0709863,0.9717982,0.82008165,1.3171303,0.8837969,0.64494973,0.90095985,0.8703333,1.1851448,0.7581456,1.2612605,1.2063268,0.8361956,0.99174225,1.2171751,1.1876554,0.88023347,1.2516782,1.1982965,1.0011153,0.80833626,1.1012576,1.2085177,1.0721608,0.9907394,1.0782514,1.0903369,0.8374131,0.97214615,1.2568741,0.9198337,1.3066518,1.1270397,0.99061275,0.810167,0.0,1.1434141,1.0087943,0.86308694,0.84827584,1.048186,0.9045242,1.0330162,0.7604164,1.0579065,0.8169712,1.1353683,1.2685254,0.54691577,0.84132904,1.0309978,0.71448505,1.0233833,0.8757278,0.84545493,0.8696153,0.7789363,1.1042655,0.90284187,1.0858332,1.0033449,0.93560725,1.2531285,1.0407678,1.2791748,1.0753328,0.9244471,1.0631725,1.025468,0.55768156,0.92104805,0.98054624,1.1930699,1.2262423,1.1032667,1.1151651,1.2363808,0.967721,0.6732055,0.98471117,0.5768626,1.2569299,1.2522887,1.097407,1.0546228,0.91072446,1.0720723,1.1618388,0.8850764,1.077193,0.95300287,1.195829,1.0790868,1.0284331,1.0599635,1.2418773,1.0004973,0.87094,0.8822504,0.9976421,1.0433555,0.9155823,1.1690152,0.8300678,1.2221162,1.1050137,0.92326564,0.86730695,1.1214128,1.2900735,1.0260262,1.1906388,1.1798452,0.94226295,1.0311314,0.93132436,1.0972602,1.0253503,1.0522047,0.8130027,1.1769967,0.69976056,0.95541155,1.0564886,1.0487185,1.0584773,1.2222593,1.0222416,1.0402039
door,1.0413463,1.0120217,1.2940334,0.9015726,1.2473989,1.2286142,1.142292,1.0588484,0.62532073,1.0645099,0.8556552,1.0571023,0.7920735,1.0206271,1.110199,1.0094172,1.0629995,1.1029594,1.0740787,1.2067904,0.8969101,1.3020036,0.7199675,0.9712706,1.0889622,0.94110835,1.0485781,0.6685102,0.9468562,0.7731614,1.0554564,0.45614815,0.9513407,1.0535057,1.1902219,0.809162,1.0359029,1.1712276,0.8203639,1.0709325,0.8894846,1.0698684,1.0907992,1.1434141,0.0,0.54108584,0.81029564,0.93348664,0.9949141,1.2740972,0.97530323,1.0132443,1.1394165,1.2335958,0.84825563,1.2246786,1.2467006,1.0654337,1.104063,1.1510988,0.873163,1.3071625,0.90259004,1.0958816,1.0372704,1.1950997,1.1170955,0.8734853,1.0944159,0.79352105,1.0923105,0.51731044,0.791409,0.844451,1.0844009,1.1926508,1.0396203,1.151498,1.0995044,1.1450322,1.1327955,1.1289762,1.1357404,1.3101122,0.4207427,1.0855438,1.0131866,0.79143953,1.0318651,1.0971293,1.1588031,1.1607704,0.9557221,1.0536671,0.9057102,1.1382273,1.1137844,1.019072,0.96075696,1.1537076,0.31475174,0.95926714,1.0473709,1.0264685,1.0259229,1.0747032,0.9397448,1.0768017,0.80588484,0.69170046,0.6770225,1.0408348,1.1873553,1.0424808,1.1998875,1.2248278,1.1306478,1.2305789,0.9545661,0.9746871,1.0851005,0.84620774,0.9573131,0.8448516,1.2086878,1.124017,1.2809535,0.9735834,1.0607623,1.2637014,1.0562589,0.83921635,1.0280925,0.5746851,1.1882646,0.4829756,1.0903081
drawer,1.0450214,1.1711972,1.2693014,0.83129513,1.1240321,1.145072,1.0739164,0.85601765,0.3899126,1.0107166,0.7743482,1.2122,0.5914108,0.8528688,1.133811,0.89005387,0.93034506,1.0009979,1.3712249,1.076917,0.6940033,1.1875877,1.0275435,1.1143731,1.0383741,1.0693054,1.2057654,0.90008044,0.92826045,0.86381936,1.2251765,0.7639791,0.8403607,0.87765867,1.1182699,0.8213885,0.77277935,1.3174937,0.57403755,1.294241,1.1505879,0.8875351,1.1694611,1.0087943,0.54108584,0.0,1.0062325,0.8988592,1.0751473,1.1376913,0.83790284,0.98699266,1.172063,1.0783598,1.1057951,1.2042313,1.1377355,0.7907819,1.1696998,0.91919154,0.9459534,1.0820739,0.9837009,1.0359056,0.89434665,1.3244718,1.0743837,1.2226157,1.0829556,0.81999624,1.0136081,0.5892126,0.9350213,0.91349745,0.94734156,1.0875384,1.1153241,1.0200711,1.007805,0.98494756,1.2805027,1.2988206,1.2257531,1.2446622,0.57244563,1.2139356,0.9287459,0.9019263,0.80966157,1.1969777,1.2421694,1.0281066,1.0754368,1.1250665,1.1205533,0.9743023,0.9826947,1.0651085,0.98960555,1.245766,0.5568384,0.8853997,1.2548677,1.1969032,1.0849998,0.7250278,0.9278865,0.9357196,0.9535105,0.72686684,0.38283038,0.7751985,1.3232491,0.9634307,1.1485914,0.97453946,1.0811601,1.2117087,0.76788366,1.1171272,1.2777859,1.0503964,0.95315963,0.65524614,0.9884845,1.2521391,1.3336463,0.72744167,1.2592791,1.1262362,0.96917176,0.95192254,1.1902747,0.9253117,1.2759137,0.7805929,1.0272491
dress,0.91716486,0.9329657,1.3322077,0.602268,1.213001,1.2568839,1.1230054,1.0793263,0.87998074,1.0616151,0.7396425,1.3176479,0.754002,0.48005748,1.1155983,0.7747191,1.1206841,1.139755,1.2471626,1.3432974,1.0550385,1.2265064,1.1499462,1.1463574,1.248681,1.1315535,1.2666616,0.80487674,0.9964219,0.8898461,1.3468992,0.7010565,0.979414,1.0454341,1.2321459,0.7303864,0.96839714,1.3543136,0.8038777,1.3396307,1.068116,1.0782646,1.1188786,0.86308694,0.81029564,1.0062325,0.0,0.9392854,1.096473,1.1531894,0.9014264,0.7541149,1.0498654,1.1513884,1.2362254,1.3552849,1.1652701,0.97700626,1.1050875,0.78986275,0.88660455,1.2688211,0.7697967,1.050039,0.83641845,1.2362653,1.1736333,0.7297398,1.1854784,0.60151637,1.3372478,0.8560993,1.2551315,0.7582518,0.82933074,1.1627772,1.0662235,0.8053327,1.0761573,0.94312435,1.2159436,1.1779399,1.1092126,1.2827417,1.0078627,0.9099243,0.48825192,0.60747916,0.9013082,1.3613025,1.3725863,1.1370986,0.9295641,1.0385882,1.1496,1.3007009,1.2004781,0.96416485,0.8048359,1.3301947,0.81070685,0.89124787,1.2602257,1.1605364,0.65919936,1.0848172,0.52233446,0.9839113,0.57744384,0.7543132,1.10053,0.8330858,1.2540958,0.96964335,1.2227261,0.81291384,1.1825795,1.3776125,0.8903637,1.1202723,1.2081524,0.8462656,0.6504482,0.8179929,1.242229,1.0500685,1.2727289,0.89299506,1.004391,1.194315,1.07192,0.883821,1.1327249,0.8910244,1.1903142,0.8267983,0.85679305
duck,0.6637524,1.2340012,1.2183218,0.87199736,1.1369902,1.2702839,1.0168915,0.9796119,0.87476707,1.0577252,0.8096835,1.3093541,0.76150286,0.9068709,0.5852543,0.86832196,1.0404541,1.0393715,1.2549268,1.1068993,1.0206566,1.1570321,1.1238555,1.3262794,0.9363912,1.2783736,1.1952848,0.86072993,0.24623883,0.97652656,1.2971728,0.85552204,0.855536,0.9132172,1.139175,0.79762286,0.8310216,1.3697726,0.767275,1.298183,0.9923408,0.98086864,0.50214434,0.84827584,0.93348664,0.8988592,0.9392854,0.0,1.1580384,1.1848019,0.8269134,0.8700992,1.3131237,0.8561234,1.1457732,1.2444708,0.9284307,0.8471041,1.1871037,1.0266546,0.79915935,1.1449002,0.8894055,1.0740247,0.98553646,1.3056009,0.92308825,1.1075499,1.0102212,0.82966745,1.1994284,0.8400349,1.2486776,0.85005534,1.0125778,1.1080415,1.0704852,0.7697282,1.0347751,0.88750386,1.2797892,1.2833098,1.3270966,1.2380648,1.0451093,1.060391,0.8778808,0.9650822,0.87270385,1.2844734,1.3003261,1.024847,1.026755,1.0019209,0.99342406,1.158667,0.8546281,1.0836757,1.0142167,1.2252678,0.83330667,0.81308174,0.96317935,1.1942956,0.96947956,0.8840903,0.8634849,1.0188249,0.99220455,0.75127614,0.957558,0.9737224,1.3074856,0.9929397,1.1519868,0.9676325,1.0668778,1.2566371,0.8788687,1.1948464,1.253069,0.92940915,1.0019313,0.7222468,1.1893203,1.2201291,1.2503773,0.9651655,1.1977397,1.1854419,1.0262979,0.9699092,1.1314821,0.8988396,1.3426481,0.9010378,1.0279042
ear,1.1118207,0.62245506,0.80857277,1.0508432,0.9407098,0.93762565,1.1251656,1.3097291,1.1870775,1.0178041,1.1477705,0.7964183,1.1802741,1.0858829,1.0498892,1.2182857,1.1090486,1.1436126,0.88358337,1.1350675,1.1584723,0.77819324,1.1408927,1.0642656,0.89938235,1.0814466,1.024868,0.9937646,1.0867994,1.1141446,0.752717,1.0479344,1.1016876,1.1525422,0.9343341,1.0747398,0.8752493,0.6822182,1.257056,0.9022513,0.96801597,1.1694566,0.88665354,1.048186,0.9949141,1.0751473,1.096473,1.1580384,0.0,0.8091345,1.1062077,1.0431314,0.56674373,0.9446612,1.1481423,1.0105284,1.0685571,1.1097373,0.45880604,0.9376519,1.1396741,1.0310006,0.7759093,0.7115275,0.9428095,0.7614458,0.9447296,1.1296631,1.177509,0.87573737,0.99401855,1.0783333,1.0230694,0.8637152,1.1486968,1.2433939,1.1957603,1.1396279,1.0190313,1.1229196,0.58029175,0.9801278,0.41924995,0.8488339,1.0708417,1.0321369,0.9124017,0.7695534,1.0952486,0.80339205,0.7915652,1.1678001,1.1136165,1.1259298,1.1381502,1.0974765,0.917333,1.269417,1.2659608,0.870736,1.0976565,1.1169833,0.98925364,0.9389105,0.9007758,1.3762875,1.0063105,1.0867083,0.8066827,1.1398214,1.1225926,1.2364845,0.5947043,1.2108455,0.8358494,1.0134422,0.8468294,1.0062984,1.1486655,1.0434818,0.7182777,1.0825378,1.012443,1.222952,1.0316463,0.652357,0.8271501,1.0550958,1.1402297,1.1064167,1.1703105,1.1231031,1.0665337,1.1247936,0.6416017,1.08899,1.0743419
egg,1.1882242,0.8993362,0.6420055,1.23656,0.2389642,0.26715696,1.0078135,1.1745999,1.2731718,1.1081727,1.3195729,0.92146385,1.3885142,1.1855038,1.0318742,1.3021481,1.0734161,1.0622226,0.80917686,0.8242944,1.1508378,0.5703469,1.0894312,0.860746,0.8917028,0.9181184,0.8895092,1.1689693,1.2223343,1.1516922,0.68848056,1.3716254,0.89164084,1.274504,0.55656147,1.3016534,1.2178353,0.768058,1.3468493,0.70769227,1.0377653,0.71264344,1.0232099,0.9045242,1.2740972,1.1376913,1.1531894,1.1848019,0.8091345,0.0,1.3670857,1.1374915,0.7768168,0.8709303,0.9150062,0.8185046,0.8576342,1.0349613,0.9322249,1.0745515,1.1624478,0.51933,1.1908007,0.9785947,1.0655881,0.72817403,1.0115666,1.0992508,0.93096983,1.3575304,0.88109386,1.4103602,0.799207,1.3062792,0.98577,0.97637206,0.92983216,1.0310138,1.0233498,0.9202391,0.63367724,0.79040647,0.8520189,0.42407155,1.2850491,1.0158364,1.1830571,1.287916,1.0827725,0.8618118,0.837633,0.75517344,1.2158828,1.1030437,1.0745566,0.7251368,1.0165426,0.9425471,1.1808988,0.85586506,1.3752785,1.1511396,0.8195324,0.78792727,1.2117705,1.1494966,1.2493074,1.1500373,1.2245015,1.3071156,1.1326804,1.1299226,0.8161875,1.1527107,0.4384085,1.0129379,0.7916783,0.7801993,1.1276759,0.8628396,0.69886917,1.1368458,1.2597563,1.2316515,0.5124823,0.8371593,0.4463936,1.1390053,1.017204,0.7494471,0.9102673,1.2216365,0.96565473,1.2148552,0.80934143,1.319974,1.0531522
