,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
cat,0.84394467,1.0679476,1.1945477,1.0098377,1.1044706,1.1822609,1.0910172,0.977795,1.0350212,0.91742814,1.0993984,0.778196,1.1073986,0.7049696,1.0092839,0.9907465,1.1507676,1.0604314,1.145258,0.99280477,1.0402755,0.9341594,1.099131,1.0418919,1.1103039,0.97961974,1.1804157,0.0,0.860197,1.2068566,0.91101515,0.89868015,0.9511216,1.049628,0.8272261,0.9700565,1.287867,0.8611196,1.1529863,0.5178454,0.75334555,0.9546466,1.0571662,1.0677319,1.1705191,1.1925317,0.91207725,0.971186,1.1365514,1.1471394,1.1399931,1.0413954,1.2298394,0.800128,1.0527768,1.07655,0.8270397,1.0982227,0.91747177,0.960876,1.0781106,0.9900533,0.8031111,0.914001,0.92200226,0.8896754,1.2226204,0.981563,1.1443101,0.871167,1.0612735,1.0421171,0.95211095,0.8697203,0.9744322,1.2516291,1.0283709,1.12106,0.87111145,1.1625954,0.91763604,0.7881508,1.0588596,0.84995145,1.0795817,1.2164137,1.2668009,0.93734455,1.1259856,0.74870557,0.92032444,0.898261,0.97814286,1.1130626,0.8553845,1.1546265,0.8602338,1.0926709,0.90817386,0.74339753,1.2140577,0.89410704,0.93996763,0.91861844,0.92547446,0.93383,1.1359767,1.1403112,1.0429847,0.94020194,1.0802577,1.0311135,1.2364514,1.026035,1.1755643,0.69398326,0.9083895,0.9211812,1.125335,1.1090587,1.1235253,1.2264138,1.038287,1.0613875,1.0817223,1.061922,1.0029081,0.9884109,1.192217,0.9509653
chair,1.0651233,0.9737795,1.1395763,1.026339,1.0324156,1.0168704,1.0918461,0.69096714,0.8250495,0.7614225,1.1318384,0.49364138,1.0310538,0.8977302,0.79545754,0.9940739,0.9168944,1.1234565,0.83706653,0.8192881,1.0928057,0.7951751,0.88527143,0.97383976,0.98500806,1.0762495,1.3535478,0.860197,0.0,1.1800426,0.8172053,0.64085615,1.0453794,1.105045,0.65374124,1.0924246,1.2181288,0.5826208,1.0982324,0.8430431,0.7811618,0.9188305,0.81909835,0.8299545,1.2992628,1.0387295,1.1905313,1.2068515,1.1435057,1.2377042,1.0444025,1.2538273,0.8783742,1.107623,1.086475,1.2891802,1.0857776,1.149154,1.1583471,1.0615269,1.1214848,1.0947821,1.0734929,1.1333541,1.1086723,1.0082984,0.896872,0.6464662,0.8413596,1.1616924,0.9907169,0.92235273,0.9582848,1.0339736,1.0126927,1.3298647,0.7374812,1.1937356,1.1153516,1.1245849,0.88651437,1.1291382,0.932619,1.0557747,1.0247631,1.146509,1.1296797,1.0581572,1.1394279,1.073067,0.66592604,1.2265623,0.98984915,0.88548344,0.9119234,1.0759404,0.8865401,1.1651711,0.79335123,0.8938156,0.98374015,1.1165128,0.9484066,1.0591378,0.940445,0.9433119,0.8168315,0.82348484,1.2065222,1.00658,0.91656905,1.1423367,0.826333,0.98106265,1.0810432,0.5718745,1.0565678,0.69192827,1.0392708,1.208478,1.2311137,0.9637828,0.6978651,0.9541292,0.8128679,1.0566583,1.0323741,0.855283,1.1578659,0.9624884
clock,1.1994109,1.0141107,0.86970764,1.3151114,1.2547302,0.8267616,0.84438026,1.1348858,1.3476009,1.3002989,0.44715858,1.4006677,1.22612,1.2272279,1.2791431,0.9580947,1.0054779,0.38147783,0.7371814,1.2627673,0.6405812,0.9958219,1.182616,1.0007535,0.44313222,0.67831177,1.0208192,1.2068566,1.1800426,0.0,1.2392987,1.15339,0.9662049,0.81162465,1.3222487,0.92733127,0.5317923,1.3570726,0.43495357,1.251475,1.2041153,0.96868414,0.8659134,1.213377,0.8257173,0.9801923,1.0233399,1.0845317,1.1080798,0.7904451,0.8046541,1.0914956,0.72563636,0.9609367,1.2672691,0.91787976,1.3404293,1.2696338,1.1805369,1.1033565,1.3099463,0.73838234,0.837989,1.3022876,0.60352546,1.4409888,0.7288485,1.1642251,0.5183884,1.304696,1.158789,0.86462235,1.5419282,0.9787765,1.1641544,0.6535431,1.0355618,0.743506,1.0215632,0.6133808,1.2142329,1.1773688,1.2789242,1.3339702,1.1302664,0.48541933,0.48363668,0.6064675,0.684612,1.1445665,0.6625075,0.6710926,0.7102052,0.9346821,1.1675662,0.7995117,1.1671485,0.5667827,1.1918256,1.2713814,1.1344051,1.3502719,0.855326,0.9293311,0.6165286,1.1811014,1.129981,1.175226,0.53910017,0.7673719,0.8323851,1.0378277,0.7456595,1.2164276,0.6606415,1.2849526,1.3851705,1.3329823,0.68439084,0.8790106,1.1036422,1.3194786,0.8664031,0.9987518,0.93066126,1.0644244,1.088094,0.77874047,0.628538,1.1605318
closet,0.8989162,1.3480549,1.3593515,0.8930306,1.0315049,1.247448,1.3659571,0.8005432,0.501614,0.5317111,1.2884823,0.40121883,0.8280395,0.9171761,0.8928251,1.1149856,1.0679628,1.3274299,1.2226521,0.573355,1.3666954,0.59507084,0.9368887,1.0529599,1.1869426,1.2804842,1.0960997,0.91101515,0.8172053,1.2392987,0.0,0.6633469,1.2523592,0.99931616,0.44615203,0.91792625,1.4323246,0.5489125,1.3196778,0.9912643,1.0452902,0.295694,0.7236243,0.8527273,1.1828882,1.1627887,0.96505904,0.8704145,1.1486803,1.1723784,1.2568507,1.0951108,1.3222299,1.2206786,0.80276537,1.168715,1.0667198,1.1209936,0.7601589,1.0684353,0.98954487,1.3705463,1.1705374,0.72632796,1.2050678,0.7266065,1.3421226,0.5406027,0.9902676,0.9754691,0.9125875,1.0293069,0.80267555,1.1078857,0.98579735,1.3257556,1.1064276,1.3439232,1.1423596,1.3979492,0.48589778,0.95296013,0.8858938,0.68036973,0.8701668,1.4351678,1.3517041,1.290722,1.3322802,1.0582871,1.2510288,1.2640705,1.233435,1.1309566,1.0028658,1.342451,1.1367486,1.322276,0.40596557,0.9408039,0.9823175,0.68295485,1.3489678,1.034892,1.3404104,0.45671868,0.79139704,0.81505024,1.4826741,1.1212739,1.224781,1.0696104,1.3347727,0.90548545,1.2978233,0.7514327,0.7079451,0.5385772,1.3756983,1.2717617,1.0969458,0.88114965,1.219674,1.367018,1.0053071,0.83883274,0.8536499,1.0470798,1.3925942,0.49238312
coffee,0.8824546,1.2364658,1.3926167,0.7718208,1.0045949,1.1791588,1.4088728,0.7267189,0.6973459,0.57961595,1.2541547,0.43146592,0.70026636,0.92258686,0.72019255,1.0314363,0.7872516,1.3233161,1.0705011,0.6054194,1.3277751,0.7802212,0.7998276,1.0031084,1.2160708,1.1888037,1.2897509,0.89868015,0.64085615,1.15339,0.6633469,0.0,1.2239515,1.0817173,0.4210397,1.0043706,1.3591082,0.62548935,1.3236642,0.8674074,0.92733055,0.8283503,0.9102269,0.76770633,1.2866066,1.1944747,0.9435417,0.9423922,1.2092768,1.1470909,1.2520521,1.1607524,1.3332871,1.1566949,0.88781923,1.1751578,1.0737983,1.1684699,0.90107775,0.99463326,1.031407,1.2149582,1.0746179,0.76883006,1.2451674,0.66781974,1.1738237,0.67396975,0.9927966,0.98096853,1.006209,1.0366517,0.8782556,1.0816814,1.0211128,1.3459766,1.1157944,1.2689981,1.1168641,1.3560355,0.76173717,0.94419056,0.83744395,0.7678937,0.750257,1.3473537,1.2656832,1.2418664,1.3938754,1.0294777,1.1709139,1.2399297,1.2150383,1.04052,0.86641693,1.3297417,0.977485,1.2337291,0.79425794,0.9755447,0.95821977,0.7505344,1.2310344,1.0978718,1.2299638,0.83975965,0.85211337,0.7619275,1.3720558,1.1561626,1.2073497,1.162804,1.2615769,0.78771996,1.323034,0.764314,0.70198894,0.30314302,1.1690625,1.3123457,1.1004186,0.93109345,1.1630441,1.1697414,0.77469945,0.8976404,0.9324741,1.0613189,1.3491447,0.81091946
cookie,1.0538627,0.7863125,0.76620024,1.2118405,0.96177685,0.73526704,0.7044983,1.2022935,1.2516546,1.1700324,1.0038337,1.3160763,1.1718961,1.0578891,1.1163617,0.96147907,1.0682068,0.9039408,0.87949115,1.2183864,0.7105942,1.0061783,1.1140252,0.92655736,1.0237606,0.9895817,0.9793747,0.9511216,1.0453794,0.9662049,1.2523592,1.2239515,0.0,0.7872867,1.3746102,0.8116518,0.9822233,1.1237484,0.9336136,0.9968913,0.95912206,1.1888466,0.9647666,1.1774555,0.9612779,0.65997446,1.0661104,1.1721051,0.94361,1.0525635,0.8309132,1.0888625,0.8371768,0.80477107,1.0187507,1.1342003,1.0920895,0.87720674,1.2052263,0.8236601,1.0121146,1.0032033,0.8499475,1.1895,0.82896584,1.2798561,0.9523658,1.203997,0.8631399,1.0927603,0.98030597,1.0129938,1.0507823,1.014635,0.83468616,0.9469314,0.80072963,0.96308666,0.8259156,0.8257289,1.2277052,1.0210091,1.1506008,1.3019893,1.1224157,0.96084344,0.97334945,0.8656794,0.7833672,0.96356475,0.79388267,1.0066416,0.76027286,0.6452073,0.9958666,0.7100491,1.1187971,1.0374106,1.2073348,1.0160357,1.1294044,1.2631606,0.9041921,1.1299379,0.83084536,1.2493982,1.0947851,1.1503702,0.9565699,0.7455783,1.0147262,0.8801902,0.75167,1.1360059,0.84461904,1.1315562,1.2521902,1.2389754,0.94419897,0.924988,0.9855872,1.0677617,0.82179934,0.89660674,0.955178,1.0742848,1.0308431,0.9674872,1.0335382,1.1777815
corn,1.0241951,0.93144697,1.134927,0.92950815,1.1614611,1.1179092,0.9834775,1.0098361,1.0349855,1.0993537,1.0401149,1.0525113,1.0872128,1.091216,0.98616886,1.2270288,1.0982026,0.83778304,1.0927355,1.00299,0.8694375,0.82227147,1.0730586,1.0476689,0.93639725,1.1866987,0.89634806,1.049628,1.105045,0.81162465,0.99931616,1.0817173,0.7872867,0.0,1.0514586,0.063877106,1.004083,1.11031,1.0350451,1.0939072,1.1516551,0.9766754,0.9150827,1.0281941,0.9176273,1.0484712,0.8235059,1.1067102,0.89841557,1.0361257,1.154393,0.9403747,1.0760674,1.1575127,0.9704361,1.0674932,1.1675525,1.0266011,1.0824404,1.0040547,0.9626739,1.193846,1.0792717,1.0063276,0.7993345,1.036727,1.030147,0.9763502,0.9496166,1.0963038,1.0153944,0.8229351,0.9355841,1.1263703,0.790155,1.0606999,1.0057061,0.990075,0.8201954,0.9990753,0.96211016,1.0580434,1.0205126,0.99156624,1.0121555,1.0514883,0.9343894,1.0696467,0.9509751,1.1172919,0.85684097,1.0707002,0.7440318,1.1056471,1.0711281,1.0863341,1.0820168,1.092557,1.0440915,1.2083796,1.0816767,1.0584664,1.0630285,0.9648762,1.0061394,0.9927837,1.0827607,0.96646804,1.0508366,0.9284989,0.88855726,0.83383965,1.0037265,1.1772933,1.059975,1.1879513,1.0793997,1.1292754,1.0953985,0.85925806,0.9577426,0.96975833,0.8866773,1.2423869,1.1290052,1.1134479,1.0975829,1.0294161,1.0771416,1.0571142
couch,0.8033523,1.3031993,1.4051867,0.6808433,0.956332,1.3276529,1.4389338,0.7301305,0.484699,0.45597672,1.3563528,0.19155723,0.67336893,0.91455954,0.6186225,1.1260148,0.8921536,1.5099924,1.2870368,0.51361,1.4465849,0.78856516,0.94615376,1.0927371,1.3589025,1.2998077,1.1386656,0.8272261,0.65374124,1.3222487,0.44615203,0.4210397,1.3746102,1.0514586,0.0,0.94511044,1.4940274,0.5548098,1.4902475,0.92286897,1.0018964,0.65444845,0.8886938,0.73151016,1.2507408,1.2631857,0.9448992,0.82343656,1.1046985,1.0864776,1.3586595,1.0077525,1.4190946,1.2099869,0.8154736,1.1848496,0.8393016,1.0829145,0.7078377,1.1248965,0.9435056,1.2956448,1.1765772,0.5662768,1.3789768,0.41904747,1.3648283,0.7099147,1.2459612,0.85250646,0.88850415,1.0986665,0.6643516,1.2142383,1.0120695,1.3549467,1.0264562,1.3624989,0.99957156,1.4590111,0.52578616,0.88797885,0.7402251,0.5255892,0.6869389,1.5019141,1.433238,1.4321051,1.3656628,0.9912197,1.1752251,1.3316518,1.3866069,1.1769403,0.96750015,1.4504185,1.0437177,1.2423342,0.62187874,0.9506642,0.9757917,0.5151666,1.2866794,1.055927,1.4889228,0.64684594,0.8084285,0.6627555,1.4556448,1.261482,1.2257341,1.1245677,1.4502877,0.8958569,1.3967168,0.7199715,0.5013565,0.37508953,1.358937,1.3037221,1.0281168,0.9368128,1.1404214,1.3630425,0.95259035,0.8884753,0.90335065,1.2100422,1.447236,0.61168015
cracker,0.9645091,0.99481004,1.2081956,0.8739772,1.1156093,1.1725008,1.0547323,0.915214,0.95530516,0.9904946,1.1499097,0.92579556,1.007686,1.0396564,0.9182746,1.261478,1.0270071,0.96313184,1.1536541,0.8480741,0.96487796,0.8046567,1.0409611,1.0396109,1.0602714,1.2824658,0.91366774,0.9700565,1.0924246,0.92733127,0.91792625,1.0043706,0.8116518,0.063877106,0.94511044,0.0,1.1030729,0.99238944,1.1500981,1.0609558,1.142052,0.95977193,0.94083756,0.9965205,0.9952977,1.0677857,0.75430304,1.0614222,0.92730385,0.98845357,1.2419504,0.96545637,1.20662,1.183181,0.86422896,1.1330118,1.101865,0.9347673,1.02076,1.0174025,0.90671027,1.2540246,1.1422853,0.93420386,0.8720332,0.9263338,1.1496874,0.9202421,1.0498291,0.9525652,0.9921027,0.85165936,0.8055804,1.1028299,0.7134982,1.1408108,1.0351087,1.0841686,0.80231255,1.1013156,0.8842164,0.9715775,0.99162585,0.938586,0.93495333,1.158827,1.0270624,1.1848783,1.0345454,1.1043482,0.9756358,1.1182901,0.8590041,1.1309993,1.056192,1.1751254,1.0430436,1.1511774,1.0166984,1.1187829,1.0614135,0.985221,1.1316081,1.003222,1.1118295,0.9488599,1.0327841,0.9637281,1.15478,0.9475819,0.9828291,0.8141246,1.1373514,1.1060622,1.1493144,1.1076511,0.99948627,1.0140996,1.1845715,0.9359538,0.9475179,0.92157775,0.95055145,1.3093129,1.1043054,1.0980338,1.0920107,1.0851728,1.1936439,1.0050393
crayon,1.3809073,0.742841,0.58298105,1.270586,1.1858263,0.7823342,0.49875414,1.3214443,1.4603562,1.519256,0.3013826,1.5647895,1.4005619,1.3221428,1.41539,0.98251826,1.0218829,0.33343023,0.70723224,1.3890975,0.42080176,1.2078661,1.1864517,1.1174834,0.4006679,0.5796691,0.6518407,1.287867,1.2181288,0.5317923,1.4323246,1.3591082,0.9822233,1.004083,1.4940274,1.1030729,0.0,1.5671422,0.35575247,1.3761882,1.2625794,1.2584424,1.1506981,1.3081462,0.6524074,0.9611001,1.1094954,1.2488366,0.860834,0.6953774,0.638215,0.8766646,0.4887445,1.0490087,1.4084103,0.704031,1.1018357,0.96698636,1.3269209,1.2790676,1.1848502,0.44210148,1.0154163,1.3739324,0.67479837,1.4447045,0.38255584,1.2524881,0.80957717,1.130305,1.2001944,1.0520579,1.4282779,1.0284414,1.2055197,0.27175534,1.0465031,0.43016112,0.95287037,0.27096856,1.4040767,1.3785919,1.292635,1.3599952,1.3609381,0.08582914,0.11569905,0.65160507,0.56125635,1.1456339,0.8381848,0.39332044,0.7288332,0.99104166,1.3430228,0.622975,0.9344528,0.4742416,1.3863491,1.3480239,0.90624654,1.4345565,0.6949526,0.7506443,0.593813,1.28315,1.1961343,1.2896574,0.22440994,0.891614,0.7556584,1.0210911,0.61676246,1.2880127,0.48158085,1.465995,1.46821,1.5452411,0.5807949,0.62581193,0.9040835,1.1153755,0.7497895,0.7184462,1.0102152,1.1873983,1.2272432,0.7302599,0.27372885,1.3919183
crib,0.71879184,1.3355589,1.3163058,0.8542026,0.84289855,1.1718622,1.3355784,0.4822963,0.5201292,0.23479658,1.4299053,0.37123656,0.67330754,0.6352289,0.72310525,1.0234746,0.899217,1.560256,1.0857784,0.5096523,1.4241018,0.7300971,0.7639369,0.86432785,1.4000057,1.3429031,1.3038099,0.8611196,0.5826208,1.3570726,0.5489125,0.62548935,1.1237484,1.11031,0.5548098,0.99238944,1.5671422,0.0,1.4654438,0.74682057,0.8153928,0.732171,0.7907091,0.9106957,1.4212177,1.0793163,1.0225419,0.8734294,1.3067887,1.1990861,1.2569582,1.2426174,1.3700933,1.0389811,0.6498148,1.3292737,1.103879,1.0157377,0.80703294,0.9248256,1.0126458,1.4565517,1.0955546,0.8533465,1.3840528,0.75096136,1.333746,0.5575577,1.022359,0.9264837,0.8510016,1.1012044,0.7652926,1.0334624,0.8504125,1.5110627,1.0216894,1.5585089,1.1472508,1.5088086,0.60533875,0.8078724,0.9490642,0.84802794,0.71940637,1.550019,1.4328729,1.3638263,1.3584279,1.03401,1.1613547,1.370396,1.2206035,0.9438038,0.73477066,1.3121872,1.0849645,1.2475888,0.63228154,0.6850205,0.8140163,0.8271875,1.3440497,1.3269229,1.3441089,0.7245979,0.73974407,0.76855147,1.59672,1.1177906,1.2497207,1.022451,1.3599744,0.626449,1.424992,0.49693435,0.77285445,0.40906048,1.3337201,1.4938424,1.1373372,0.751337,1.1762543,1.1344249,0.81062543,0.8430671,0.8740487,1.1023839,1.5555041,0.6340908
cup,1.4782206,0.8299242,0.6795863,1.4285238,1.2439966,0.67310154,0.6773741,1.1792203,1.3888237,1.480016,0.3477744,1.4536173,1.4654498,1.3010437,1.4419782,0.8704465,1.0857882,0.1608268,0.46818537,1.310661,0.3485136,1.1278328,1.0877203,1.114107,0.2508965,0.5196883,0.99438256,1.1529863,1.0982324,0.43495357,1.3196778,1.3236642,0.9336136,1.0350451,1.4902475,1.1500981,0.35575247,1.4654438,0.0,1.3242134,1.2109349,1.0629666,0.9278128,1.2349906,0.7678394,0.8607901,1.0849586,1.2919135,1.057254,0.9138839,0.630603,1.087972,0.48231506,1.0610007,1.1771607,0.89576375,1.3011279,1.1375662,1.3455566,1.1808472,1.310375,0.60434383,0.9482924,1.4662721,0.33519948,1.5887158,0.51266277,1.2177565,0.540377,1.2906266,1.1364099,0.7785064,1.5256054,0.9195772,1.2825799,0.43387133,0.90283346,0.6012876,1.1293578,0.31901538,1.2248873,1.3598099,1.3355191,1.4198655,1.3659022,0.34012312,0.44964957,0.49449533,0.5668255,1.1719494,0.59711176,0.47442055,0.6763739,0.8425461,1.2884939,0.68563217,1.0329355,0.58224267,1.0810304,1.2558761,1.2452788,1.4869673,0.7679367,0.80114794,0.44376767,1.2462432,1.0356194,1.3037614,0.38059705,0.56304985,0.655647,1.1201847,0.53814507,1.3190918,0.5379832,1.2579885,1.471137,1.4455187,0.6362881,0.7825158,1.176018,1.3374457,0.6752561,0.85675013,0.86862266,1.1384853,1.1832744,0.69218206,0.3571961,1.2212039
dog,0.66261494,1.0726675,1.2349606,0.93451595,0.9654238,1.1798964,1.1798013,0.9760003,1.0703905,0.8796535,1.2479191,0.82754016,0.9884224,0.6442368,0.97797257,0.9548283,1.0411091,1.2240924,1.2686622,0.9820545,1.1505088,0.98762596,1.0306908,0.94705206,1.2551512,1.0948848,1.1451529,0.5178454,0.8430431,1.251475,0.9912643,0.8674074,0.9968913,1.0939072,0.92286897,1.0609558,1.3761882,0.74682057,1.3242134,0.0,0.17980033,1.05412,1.0680654,1.0555832,1.2547519,1.2049078,1.0577316,0.9658822,1.195683,1.1954482,1.0885673,1.1287538,1.1953871,0.6186068,1.0751629,1.1246073,0.89268893,1.1454291,0.9079226,0.9095238,1.102715,1.1451842,0.55452275,0.92837334,1.1760135,0.9179784,1.259182,0.9301774,1.1477292,0.9014816,1.1115936,1.0341043,0.90007406,0.7959553,0.97625375,1.3590096,1.0214711,1.2558265,1.0114756,1.2592531,1.0400779,0.85177004,1.0147859,0.87817556,0.9840265,1.3176229,1.3341773,0.93167806,1.2662896,0.59237134,1.0355613,1.1265495,1.0243882,1.1517656,0.15081096,1.0579776,0.7013826,1.1783653,1.0288895,0.3284976,1.0755994,0.93426293,0.9829677,1.1714292,0.9632081,1.0327967,1.2433488,1.0456938,1.2582656,1.0019343,1.1820434,1.0142142,1.2143766,0.9235648,1.2254031,0.5194545,0.9301403,0.87500936,1.1189386,1.2056296,1.1567868,1.0961696,1.1133095,0.61768275,1.0995675,1.0454142,0.8901087,0.9958886,1.2881339,1.0202333
doll,0.9127468,0.9122468,1.1725184,0.998732,0.9650638,1.113865,1.0934595,0.9131682,1.1759758,0.93743527,1.1828884,0.8939208,1.031968,0.7627255,1.0009165,0.8506923,1.0185093,1.1211102,1.2137728,1.0120552,1.061266,1.0366555,0.9769156,0.9428652,1.1767539,1.0178471,1.1087271,0.75334555,0.7811618,1.2041153,1.0452902,0.92733055,0.95912206,1.1516551,1.0018964,1.142052,1.2625794,0.8153928,1.2109349,0.17980033,0.0,1.0856022,1.1193222,1.0078931,1.2225146,1.167237,1.1132478,1.0457329,1.1316006,1.2457275,0.93125224,1.1154709,1.035149,0.7483673,1.138028,1.0961546,0.83911324,1.1426594,0.9849043,0.9523426,1.1023353,1.0774314,0.75045407,0.9931314,1.1368232,0.9849036,1.106985,0.8908087,1.1319649,0.8779126,1.1757796,1.0392872,0.9221168,0.76800203,1.0383817,1.3100526,0.9906327,1.1837248,1.0828623,1.1654854,1.1317052,1.0321689,0.9924225,0.9300027,1.098592,1.2120153,1.2547736,0.8811719,1.253088,0.67903864,0.94459194,1.1324302,0.93663734,1.1208125,0.29754376,0.96213955,0.57735395,1.1631091,1.0214036,0.38710237,1.0145197,0.99742836,0.82947266,1.1728764,0.8615587,1.0682887,1.2970873,1.054613,1.1799852,0.95481294,0.99381185,1.0024277,1.1071898,0.9587331,1.1812745,0.4774704,0.9884178,0.93588126,1.0341164,1.1282022,1.243131,1.1050696,1.0215423,0.4711343,1.1063464,1.0656711,0.9253496,0.79347754,1.1577997,1.0969385
door,1.0151644,1.2832757,1.3284141,1.0843761,1.1474437,1.1573601,1.324645,0.929558,0.56595594,0.7711217,1.1140827,0.59887886,0.97620046,0.98179746,1.02858,0.9933192,1.0955329,1.0510482,1.1474587,0.74690586,1.2405459,0.522855,1.0200763,1.0272435,0.8766186,1.0702438,1.1546152,0.9546466,0.9188305,0.96868414,0.295694,0.8283503,1.1888466,0.9766754,0.65444845,0.95977193,1.2584424,0.732171,1.0629666,1.05412,1.0856022,0.0,0.4640423,0.9565648,1.0910375,1.1981528,1.0189674,0.9860064,1.1074331,1.2025093,1.138433,1.1224546,1.1243249,1.1508024,0.8669453,1.1618013,1.192681,1.2456068,0.9188061,1.0944632,1.0495824,1.253199,1.0896605,0.9255606,1.0170587,0.98722035,1.1096592,0.61577594,0.7121427,1.155499,1.0539829,0.9148588,1.0545063,1.0749844,1.1460981,1.2611313,1.1096952,1.2103813,1.1252106,1.2927033,0.49131894,1.1175187,1.0385767,0.89150476,0.96131974,1.2020109,1.1821905,1.1026702,1.1948831,1.113786,1.0410597,1.1587638,1.0450056,1.0978591,1.0616955,1.2457956,1.1627358,1.0828627,0.363721,1.0043007,1.0059565,0.8933774,1.1901793,0.9724408,1.1330655,0.41166013,0.77272934,0.922928,1.3048468,0.96461505,1.0776876,1.1301018,1.1581092,1.0787702,1.1826808,0.809381,0.9237101,0.77225643,1.2498189,1.1834261,1.1465014,0.98093605,1.1756771,1.2998778,0.9656324,0.8526417,0.91291785,0.8119824,1.1689672,0.44090563
drawer,1.0505487,1.1088759,1.1550231,1.1246305,1.0740966,0.9789708,1.2430443,0.72125494,0.6981713,0.88481677,1.063663,0.72150344,1.0293257,1.0283698,0.9850253,1.0421702,0.80252135,1.0258396,0.77718115,0.6014737,1.1001415,0.6982075,0.9473124,0.9425906,0.8174382,1.0532106,1.2574065,1.0571662,0.81909835,0.8659134,0.7236243,0.9102269,0.9647666,0.9150827,0.8886938,0.94083756,1.1506981,0.7907091,0.9278128,1.0680654,1.1193222,0.4640423,0.0,1.0112386,1.1180973,1.015688,1.1596563,1.135825,1.1002717,1.1610459,1.0714881,1.1774805,0.955552,1.0694822,0.9525329,1.1758093,1.2806343,1.098692,1.1599383,1.0567113,1.0593905,1.1842837,1.0086273,1.1987071,0.90646774,1.1456199,0.9189855,0.8642999,0.61380357,1.24165,1.0743257,0.7129525,1.1361363,1.0759017,1.0788018,1.223406,0.763836,1.2086248,1.1064534,1.17366,0.55033,1.143004,1.0931237,1.155199,0.8075633,1.0968487,1.0553409,1.09799,0.99911016,1.1987065,0.7487185,1.1899862,1.0464892,0.8850286,1.0360162,1.0907234,1.0774269,0.9155791,0.58766687,1.1065189,1.0766985,1.1899543,1.106259,1.0434414,1.1192656,0.79538846,0.71457624,0.99600834,1.2009826,0.87155473,1.0874245,1.065929,0.8806969,1.0361493,1.0781332,0.9439913,1.1232654,0.8921082,1.0716379,1.1661464,1.2113765,1.003547,0.837183,1.1196241,0.6202465,1.0133975,0.91751814,0.92917013,1.1255265,0.76617455
dress,1.0521715,1.0306329,1.2761095,0.8490256,1.0176364,1.1453954,1.2775145,0.8013328,0.65719444,0.8383086,1.1890461,0.70268655,0.7208204,1.0884348,0.50024813,1.0132154,0.99073476,1.2785822,1.0596601,0.8647679,1.2495906,1.0169643,0.77060765,0.9252741,1.1837381,1.1910352,1.2473186,1.0677319,0.8299545,1.213377,0.8527273,0.76770633,1.1774555,1.0281941,0.73151016,0.9965205,1.3081462,0.9106957,1.2349906,1.0555832,1.0078931,0.9565648,1.0112386,0.0,1.216059,1.1337366,0.92908955,1.0321465,1.1109328,1.1660286,1.0252739,1.1280086,1.0304599,1.2497439,0.9248891,1.1676875,0.93904495,1.0855498,0.9922367,1.0011783,0.9990618,1.206663,1.207365,0.67453367,1.1892508,0.63036036,1.0890311,0.90075034,1.143941,1.0006133,1.012372,0.96167713,0.6949905,1.0559624,0.9297213,1.3013893,0.90549135,1.2224172,1.2356772,1.297882,0.8784178,0.8893014,0.28314972,0.6781362,0.8911798,1.3104379,1.3444363,1.1818397,1.2370268,1.1053269,1.0672249,1.2291487,1.1487505,0.9412062,0.9846827,1.3037119,0.96856946,1.2681727,0.8214727,1.0155507,1.08214,0.6402399,1.0873076,0.9586246,1.222259,0.7513423,0.70074034,0.6280091,1.3086262,1.2721134,0.9466968,1.0471257,1.081782,0.95219386,1.2614119,0.83469975,0.5617542,0.7411116,1.1404655,1.1920987,1.1606195,0.937753,0.9400316,1.2080861,0.9368247,0.9180935,0.9972172,1.14058,1.2550464,0.91962177
