,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
necklace,1.4346651,0.68161297,0.74857485,1.1464884,1.1566845,0.9447255,0.9213537,1.213617,1.2120178,1.2676926,1.346395,0.46037674,1.3040161,1.009215,1.2761543,1.2439482,1.3273256,1.0238624,0.7795609,1.2100434,1.2979689,1.2399732,0.7982942,1.1460701,0.8146821,0.61013603,1.0437796,0.3886795,1.1863022,0.8414886,0.9896017,0.8143265,1.2973926,1.0186281,1.1840765,1.1072726,1.2324528,1.023007,1.2212038,1.306113,0.5442376,1.400778,0.9032071,0.65155435,1.3621769,1.0655463,1.06548,1.1998714,1.1749364,0.8974422,0.42373574,0.8088653,1.116292,0.6555029,1.1110735,0.32943887,1.0789264,0.7049126,1.099572,0.5506165,0.735507,1.1714172,1.0893338,0.47735775,1.1126294,0.72112703,0.93041885,1.1869328,0.8041123,0.61356044,0.67775667,1.0860136,1.0185112,1.2297511,0.8785788,0.71952647,1.177564,1.0499899,1.2018733,1.2926059,1.1968567,1.1287296,1.139621,0.6299921,1.0967901,0.5095396,0.920726,0.0,0.8073387,1.0760069,0.9537821,1.2315198,1.0957541,0.9592188,1.1919278,0.97164816,1.3279308,0.62116313,0.6696712,0.80330294,0.8784974,1.0974338,1.0015503,1.2906692,0.92429334,1.2167592,1.1349202,0.87409735,0.91830057,1.3539667,1.0921254,0.9701716,0.49537498,1.131266,1.0229354,1.1416918,1.0311923,0.9340405,0.9539836,1.2608941,1.1249039,1.3570732,0.47035128,1.1351718,0.8236853,0.5605093,1.2523586,0.8029238,1.1318293,0.63078874,1.0030372,1.192631,1.4296967,1.0592468,0.2680472,0.43894154,1.0506413,0.82559144,1.1489704,1.0195287,1.2562833,1.20094,0.8964383,0.31293964,1.0787067
nose,1.0897135,0.7197423,1.094423,1.0226061,0.6923525,1.1289605,1.178879,0.9262485,1.1472421,1.01781,0.96856976,1.1126432,0.82743293,0.80307984,1.0019324,1.0230142,0.996901,1.2595336,1.2774897,1.217519,1.1477162,1.0537885,1.2225659,1.134509,1.2199764,1.2426136,1.1541009,0.8658865,1.0418559,1.3113471,1.1483605,1.1948018,1.0661373,0.8138039,0.8532702,0.9884978,1.0635468,1.0219592,0.9217049,1.0120629,1.1679189,1.0406703,1.2795296,1.1778021,0.91660506,1.1188602,0.9880808,0.98362637,1.0222085,1.095866,0.7109122,0.9874282,1.1198763,1.0852332,0.41248786,0.72443485,1.0040436,1.0928351,1.209821,1.0544888,0.96559817,1.0820045,0.88844764,0.57604754,1.1157799,0.7408705,0.53077996,0.97373486,0.6264126,0.9719704,1.1493702,1.0788836,0.83179027,1.2246679,0.86460114,1.1338096,1.1833744,1.1030302,1.014322,0.95747423,1.0066024,0.83168805,1.0632784,0.57563305,1.0881451,0.9480596,1.2580557,0.8073387,0.0,1.0986423,1.2396883,1.1020632,0.7847158,0.911302,1.1202098,0.90679586,1.0478419,1.1938136,1.2033349,0.9207455,1.1780006,1.0007255,1.232072,1.2133396,1.0716451,1.0268953,1.1316249,1.1771405,1.2311475,0.9982956,0.996985,1.3145369,1.0659851,0.9855258,1.0733781,0.68256223,1.1082712,0.8521184,1.0918065,0.98428035,1.0990489,1.0405438,1.1144344,1.0686013,1.1336591,0.9617493,1.0009373,1.2044972,1.0790074,1.0609115,0.95342374,0.83639455,1.0275732,1.1941866,0.7596796,0.85857177,0.8746506,1.3232117,1.0969713,1.3106897,1.0068228,1.0677782,1.2643149,0.8606892,1.078845
orange,1.2818314,1.0264517,0.50342345,0.6151407,1.3206621,0.4251926,0.4183085,0.7177081,1.1209795,1.3673137,1.3661044,1.0120819,1.3752276,1.2571115,1.1273825,1.3683599,1.1819054,0.81561565,0.77677536,0.65265846,1.0745628,0.7725532,1.0344926,0.88695383,0.89175737,0.813897,0.84114635,0.9271801,1.1566391,0.6522806,0.6131429,0.85857093,1.3045685,1.1112849,1.057105,1.3183107,0.73947847,1.027476,1.3134928,0.9090451,0.785354,1.3779165,0.6850836,0.92494357,0.96181715,1.0108147,1.0383159,1.3334727,1.1331291,1.0081832,0.9809443,0.41393828,1.2081167,0.9395349,1.181007,0.9964485,1.0210471,0.99468255,0.95158607,0.9637373,1.0258572,1.023822,1.1353592,1.0550138,1.0267384,0.86442864,1.2304978,0.88696355,1.2271954,0.8144679,1.0016508,1.1636194,1.2958698,0.93681455,1.3489815,1.0143945,1.2188745,1.0337164,0.9295759,0.6835,0.993692,1.0431517,0.98833495,1.0085473,0.5560266,0.7881304,0.81101805,1.0760069,1.0986423,0.0,0.9550034,1.1675385,1.3793337,1.3188618,1.0463803,0.971831,0.87713677,0.76925373,0.74969095,0.6125839,1.1750264,0.98331594,1.0609117,0.7810339,0.8963195,1.0061592,1.1156627,0.9402019,0.6916647,1.2370176,1.2304751,0.8933845,0.969358,0.6331095,1.0109098,1.3273789,1.1252975,1.2530042,1.0041435,1.2720845,1.2066342,1.1975244,0.7893175,1.28906,0.5044248,1.0758843,0.8566406,0.7999642,1.1529201,0.672071,1.2037282,1.2656455,1.1860957,0.6457198,0.9385246,0.92134994,1.210315,0.8595472,0.7594991,0.7841505,1.1187259,1.0703454,0.98437196,0.8828498,1.2365099
oven,1.2264081,1.2346864,0.85086906,1.2132081,1.2952995,1.0420693,0.88584775,1.2492551,0.98664516,1.139451,1.233275,0.79543114,1.286655,1.3543577,1.1926653,1.2772954,1.1156148,0.58629435,0.33323336,0.9543945,0.6358913,1.1183382,0.6602828,0.79819345,0.8084645,0.4443701,0.7684659,0.98474884,1.0558214,0.6757236,0.8682312,0.6135423,0.91104865,1.1074927,1.3045974,1.0798897,1.0773019,1.2610674,1.0135868,1.1540253,0.6943809,0.9250949,0.439471,0.63497555,1.3570424,0.88925993,1.0531609,0.79641,0.8365111,0.8788204,0.97251296,1.1481302,1.1602857,0.88705224,1.2278304,1.1158779,0.97376984,0.83151114,0.7775962,0.9074438,1.0303074,0.9650982,1.1883893,1.0963804,1.1005155,1.1842278,1.2882686,1.2234763,1.3566785,0.7977817,0.8653092,0.85877347,1.2796276,0.7497403,1.1713624,0.92971516,0.6049162,0.7973654,1.2065935,1.3113768,0.88721454,1.4199001,0.9789137,1.1666558,1.0557989,0.8436334,0.7853396,0.9537821,1.2396883,0.9550034,0.0,1.0901382,1.339839,1.1693783,1.0077151,1.049709,1.1181427,0.7097553,0.74028885,1.0693387,0.84540343,1.2355722,0.72750145,1.0819769,0.9920962,1.1884526,0.9170179,0.40791804,0.73081094,0.697943,1.181126,0.75387365,0.86093575,1.1566778,1.0371859,1.3098361,1.0306802,1.1414051,1.0728632,0.86031044,1.0771548,1.1454842,0.73503566,1.1528556,0.729019,1.1003714,1.209139,0.835708,1.0398093,0.6934269,0.9845746,1.31987,1.302799,0.90041417,0.97071993,0.9484175,1.2498113,0.6361816,0.980642,0.60911894,1.1272854,0.9658076,0.5020804,0.8394793,0.78834045
owl,0.24984026,1.1534786,1.1980853,0.9862682,1.0540444,1.0672357,1.1328877,1.0406988,1.0991788,0.91976535,0.83542615,1.1682729,1.0063151,0.95940435,0.2793485,0.778931,0.80612034,1.1501002,1.1564481,1.1317389,1.0617391,0.99139464,1.0591961,1.0977377,0.937597,1.2380086,0.95319295,1.3400126,0.7275283,1.2499211,1.1113981,1.0351789,0.89520866,0.9761004,0.92104816,0.9907085,1.009351,0.8688024,1.0306537,0.9720722,1.2504687,0.9494644,1.1308144,0.99004906,0.9347611,0.7865698,1.0352699,0.9340044,1.0313015,1.0108124,1.1395131,1.1376488,0.7591278,0.91275716,0.99768233,1.3271036,1.0199113,0.9743391,0.8014361,1.1811385,1.0864482,0.8432427,1.0436399,1.2023143,0.79857916,1.2435219,0.93352765,0.9257721,1.2163348,1.0515617,0.8757275,1.0056905,0.89363426,0.9785736,1.0288373,1.1544747,1.0115255,0.7904276,0.92541486,1.0898368,1.0109054,0.9454434,1.0471908,1.1247461,1.0115381,1.1948651,1.0051045,1.2315198,1.1020632,1.1675385,1.0901382,0.0,1.0411901,1.0072008,0.9889771,1.0300994,0.99787617,1.1635172,1.1692796,1.1864526,0.91462004,1.0378728,0.7625434,1.1198978,0.8629804,1.0357281,0.9213499,1.1402609,1.0250854,0.95883864,0.64056337,0.7078159,1.1331967,1.0727525,1.0017627,0.9702401,0.8945414,1.069601,1.1370711,0.95028025,1.039525,0.8781707,1.2391068,0.88964623,1.2470193,1.2628338,1.0301385,1.1515337,0.8277402,1.2537016,1.0608754,0.9480057,0.99455786,1.1941895,1.329791,1.2216077,0.9715576,1.0266759,1.1776075,1.1132002,0.8607871,0.9233485,1.0604322,1.2624552,0.93415886
pajamas,0.8115096,0.7801535,1.4202356,1.2262156,0.26522642,1.4310262,1.4453735,1.043246,0.9004842,0.62072474,0.37506974,1.1161748,0.33408773,0.34118748,0.91746473,0.3632195,0.75567555,1.2861663,1.521881,1.4196918,0.9651151,1.3074162,1.304015,1.1463767,1.3609753,1.4684465,1.3537276,1.0241612,0.95034057,1.4675369,1.3963915,1.4127066,0.704022,0.6035339,0.7644974,0.7199816,1.3385184,0.96892655,0.46635354,1.1623964,1.4372437,0.5918773,1.5695529,1.3579994,0.9409061,1.1605773,0.8963057,0.7509815,0.9241915,1.1335323,1.056648,1.3555322,0.83405423,1.2961881,0.6140082,0.94451696,1.0234555,1.2070684,1.3289081,1.1688999,1.1455452,1.125392,0.80723023,1.0639827,1.0624387,1.0141569,0.6044091,0.86537355,0.47861075,1.3972993,1.2521061,0.9888826,0.30416316,1.249944,0.3251807,1.2315223,1.0017626,1.1909474,1.007377,1.0780382,1.0388262,0.6821507,1.0593777,0.9409213,1.4571046,1.2997706,1.4498453,1.0957541,0.7847158,1.3793337,1.339839,1.0411901,0.0,0.33594042,0.9567617,1.1200054,1.1796532,1.491596,1.4791889,1.3444718,0.8886466,0.99951774,1.315191,1.2805064,1.2457893,0.69006014,0.96054965,1.2664598,1.37953,0.7765431,0.87157685,1.3757439,1.2834013,1.219583,1.1237267,0.16107714,0.95079625,0.44258314,1.0554461,0.6886123,0.863958,0.6889645,1.4135649,0.7655073,1.4218867,0.7825287,1.0785891,1.4450266,0.9274007,1.4008443,0.83887446,0.27808964,0.58175933,1.3517377,1.1106123,1.2596477,0.7670572,1.4462953,1.0949497,1.4127028,0.7901157,0.94717336,1.3398395,1.2958632,0.90950465
pants,0.8623365,0.7018594,1.3323255,1.2709389,0.51676226,1.3828641,1.3635329,1.119877,0.98275304,0.6284057,0.5619401,0.80959404,0.4599098,0.59098995,0.9153414,0.4951228,0.84930646,1.2658643,1.3596735,1.4167814,1.0260873,1.3632911,1.2451832,1.0850186,1.2598622,1.2472951,1.3141041,0.93126965,0.89849156,1.3131387,1.3177094,1.4105476,0.7754974,0.62133056,0.7782573,0.7057228,1.3645189,1.0920193,0.55046797,1.2380452,1.3160572,0.68873245,1.4664353,1.2941155,1.0676682,1.0588205,0.9643101,0.74061227,0.95593536,0.9845284,1.0056057,1.2915896,0.84140414,1.2071741,0.81002825,0.9343738,1.0836319,1.0251464,1.3351955,1.0946054,1.1700059,1.2181305,0.99604875,0.9902979,1.0728292,1.0775869,0.73745966,0.9748157,0.72964656,1.2659339,1.0911949,0.996639,0.3540166,1.1641805,0.06041801,1.1954625,0.9512497,1.2341564,1.0604755,1.103896,1.1447186,0.7158198,1.0624593,0.920712,1.447886,1.2167556,1.3789251,0.9592188,0.911302,1.3188618,1.1693783,1.0072008,0.33594042,0.0,0.9945113,1.1049926,1.2523633,1.4251574,1.4346986,1.2756548,0.86773336,1.0596957,1.2252609,1.2988689,1.1700953,0.8646238,0.9307286,1.1956443,1.2560303,0.7680669,0.8125433,1.2082882,1.1784402,1.2067751,1.1484451,0.35392666,0.8490873,0.17521596,1.0210233,0.71029615,0.8241321,0.90812004,1.2323008,0.74106765,1.3974419,0.6358935,1.1375847,1.3903735,0.93892163,1.2376107,0.6264465,0.43161088,0.7865249,1.3266659,1.0294282,1.1248748,0.9690438,1.328502,1.1991862,1.3014927,0.9536941,0.9678781,1.2160126,1.1384159,0.932802
paper,0.9280187,1.0828464,1.1759701,1.0772704,0.93203175,0.96700853,1.0076244,0.9416101,0.81145334,0.83913875,0.82186186,1.1113974,0.8622587,0.9892877,1.0712619,0.786439,0.7348361,0.5500229,1.1339576,0.96778405,0.6039145,1.0236406,1.1102686,0.89644456,1.0712645,1.1070716,1.0446688,1.1529735,1.1093848,0.9336041,0.91610396,0.98600817,0.8499831,1.0659761,0.81640005,0.74443674,1.0334005,1.0847102,0.92585754,0.9662514,1.0042472,0.84868455,1.0632042,1.1229867,0.83562165,1.1774305,1.0719148,1.0370992,0.84021056,0.88178045,1.1621644,1.0249138,1.0485914,1.231216,1.0410244,1.1282072,1.0119256,1.0357659,1.1429498,1.0491956,0.8758618,1.0100851,1.001514,1.1797674,0.8983272,0.9265945,1.1492774,1.0341734,0.99710387,1.2017121,1.1922309,1.0541835,0.9980965,0.99859977,1.0178134,0.7675741,1.049575,1.0787753,1.0932106,0.90044504,0.9247015,1.0628865,1.0221304,1.1350746,1.1675534,1.1750497,0.5785874,1.1919278,1.1202098,1.0463803,1.0077151,0.9889771,0.9567617,0.9945113,0.0,1.1359142,0.9666392,0.9828225,1.0114105,1.1479096,0.89490837,0.9732949,1.138357,0.7637883,1.0050917,0.9010301,0.9292983,0.98972297,1.0835593,0.9793168,1.0960641,1.1254922,1.1824726,1.006071,0.8091568,1.0020701,0.92387456,1.0113213,0.9064052,1.0544069,0.75973403,0.966944,1.1255158,0.93939126,0.9594106,0.9320729,1.0185391,0.934832,1.0149231,1.2085742,1.0557439,0.98294854,0.7933599,0.9172007,1.2307106,1.1112463,0.7668305,0.8756312,0.9526417,0.8685595,1.0294973,1.0082115,1.1957924,1.1857294,0.9912611
pasta,1.0496008,1.1160704,0.98050654,0.890836,1.1033726,0.9953089,1.0406454,0.878553,1.0755657,1.1940639,1.1635691,1.0240291,1.1691022,1.1756939,1.1078583,1.1115538,1.0720179,1.0695351,1.0405531,1.0051143,1.1772174,0.88000065,1.0931991,1.0789137,0.88129234,1.0440595,1.0746244,0.9669347,0.984769,1.1152444,0.9172325,0.950981,1.1729648,0.970091,1.0387274,0.9255645,0.80123407,0.9476158,1.1841433,0.93084455,1.0251474,1.1520569,1.0570972,0.90583944,0.9402739,0.97895604,0.9012866,1.1585951,1.0364144,1.0554999,1.0179415,0.9864703,1.1133091,0.77743745,0.94664556,1.0175009,0.782874,0.81992984,0.9313219,0.91093284,1.1252489,0.83797526,1.0103068,0.8725914,0.99875695,0.96535444,0.9661831,0.93756807,1.0134946,0.82873595,0.9109095,1.1607015,1.142576,1.0107354,1.0778854,1.1568654,1.13323,1.0558019,0.7528266,0.94833297,1.1205666,0.82907677,1.0842593,0.9916686,0.625787,0.9372004,1.0832299,0.97164816,0.90679586,0.971831,1.049709,1.0300994,1.1200054,1.1049926,1.1359142,0.0,0.92846286,1.0582536,1.029344,0.76856613,1.0466592,0.85939336,0.93070155,1.021531,1.0329335,1.0566453,1.0745083,1.0150203,0.97985417,1.1571332,0.93544436,0.9833129,0.8799038,0.9984038,1.0929465,1.0928434,1.0971357,1.0763526,1.1037016,1.1578884,1.1662765,1.1404228,0.89535064,1.0923715,1.0870457,1.1227479,0.9173796,1.0635523,0.9850645,0.90989184,0.93598473,1.1342357,1.154235,1.0553749,0.94369453,0.9293033,1.2244121,1.0360411,0.9303131,1.1382313,1.0366061,1.0619673,1.1461551,0.90828186,1.1304485
pastry,0.95188695,1.2527437,1.1604117,0.61581033,1.0665656,0.97365403,1.0468127,0.71567994,0.95705724,1.1463745,1.093021,1.3244915,1.1348337,1.0251757,0.9851818,1.1207111,1.0373616,1.1391865,1.1652005,0.7078324,1.0150814,0.07426739,1.0805875,1.0942507,1.0318929,1.2872258,1.0470735,1.3317254,1.0487674,1.2166069,0.70209014,0.9836565,1.0879941,1.0890521,0.93026316,1.0162243,0.14480233,1.0327985,1.2015543,0.04419279,1.2285836,1.0887631,1.0261451,1.1636944,0.5402745,1.0733675,1.0934701,1.1000559,0.9993777,1.0666238,1.1668421,0.94561046,1.0603946,1.1098397,1.0299939,1.2732744,1.0467845,1.2331876,0.86245036,1.2426703,1.0244969,0.8610629,0.95168424,1.1736298,0.9692921,1.0754731,1.1205845,0.7942311,1.1076661,1.212974,1.2655766,1.0611608,1.2030582,1.0251739,1.2691579,1.1109656,1.1104416,1.0281763,0.8719525,0.7170623,0.8999422,1.0214062,0.9952384,1.0189795,0.42362934,1.2215186,0.99947834,1.3279308,1.0478419,0.87713677,1.1181427,0.99787617,1.1796532,1.2523633,0.9666392,0.92846286,0.0,1.1465671,1.0942478,0.87591124,1.2874695,0.4916594,0.9055064,0.5567526,1.0453887,1.0351193,1.0067143,1.1852665,1.0373237,0.96609294,1.0560398,1.1533577,1.2083777,0.7241002,1.005816,1.1272404,1.0868994,1.1512281,1.0553632,1.0975268,1.1200683,1.0293937,1.2469022,1.103128,1.066078,1.2879834,0.57036865,0.9780814,1.0120574,1.2104151,1.2214385,1.0514765,0.8935936,1.0255562,1.2882818,1.2362936,0.96646273,1.107939,1.0920149,1.0698473,0.97280943,1.0018609,1.1439686,1.2838364,1.135389
pen,1.3874017,1.0879382,0.49588472,1.0739087,1.4108789,0.6868624,0.62702477,1.0964601,1.1897866,1.3077399,1.4508617,0.64467835,1.5318624,1.4005437,1.2554476,1.467563,1.2440166,0.61664486,0.43204808,0.7094498,1.1822674,1.0289756,0.7039001,0.99806356,0.75011134,0.50813746,0.7245188,0.7322495,1.2418694,0.539641,0.7648546,0.5070777,1.2953097,1.3143348,1.3624241,1.1701175,1.0284137,1.0941508,1.414108,1.1545856,0.13427734,1.4787831,0.38827407,0.6481797,1.2975498,1.0557086,1.2075794,1.3284496,1.1969677,1.0589817,0.9120951,0.76270604,1.1138796,0.6845116,1.2851646,0.78798306,1.0518494,0.69062185,0.8844529,0.67325443,0.43321443,1.0206727,1.1045197,0.82323146,0.93028706,0.86411685,1.3371732,1.2276539,1.1863112,0.6324749,0.7115684,1.0365976,1.3467286,0.9690243,1.3940523,0.32404113,1.1206928,0.81052566,1.1132807,1.226375,1.1142709,1.4156184,1.0067356,0.9892039,0.906068,0.4374169,0.5606989,0.62116313,1.1938136,0.76925373,0.7097553,1.1635172,1.491596,1.4251574,0.9828225,1.0582536,1.1465671,0.0,0.035036087,0.8784204,0.9225467,1.1127607,0.9067502,0.85771525,0.9200953,1.3051678,1.1489797,0.80296016,0.73502445,1.3392897,1.1484925,0.86278516,0.7273822,1.066873,0.80779135,1.5009114,1.0631989,1.3785126,0.77054644,1.3540889,1.0526623,1.2659394,0.41406125,1.2798215,0.62263644,0.9794858,1.1516697,0.21494901,0.9975615,0.48650378,1.2721734,1.4118427,1.3550818,0.6672733,0.7047976,0.51430833,0.8659172,0.55473155,0.97930217,0.5750177,1.2560904,1.1164354,0.7548908,0.4896261,1.1912507
pencil,1.3890848,1.1034617,0.42626274,1.044515,1.3817716,0.690376,0.6269309,1.0945883,1.2098774,1.2858841,1.4165944,0.664968,1.5083781,1.3825989,1.2475444,1.4561193,1.2317504,0.653797,0.45192719,0.66350245,1.1730689,0.9619459,0.7549419,1.0335988,0.79199564,0.5106124,0.7233814,0.76927483,1.2324373,0.55212355,0.75451857,0.49342787,1.2975469,1.2925787,1.3540194,1.1972184,0.97567403,1.0717618,1.392626,1.0961802,0.15360522,1.4661937,0.37094587,0.63885003,1.2748108,1.0580035,1.2218438,1.320837,1.210424,1.0947077,0.9505637,0.75958955,1.0842029,0.68564653,1.2751304,0.82772064,1.0577842,0.71665835,0.921121,0.7078024,0.5179269,1.0540951,1.1423978,0.8633622,0.98205703,0.9424183,1.3388922,1.202975,1.203112,0.6223774,0.7557388,1.0812128,1.3423173,0.9912797,1.4120271,0.39381588,1.1634924,0.8508823,1.0696132,1.1903081,1.1134527,1.4165506,1.0665144,1.034543,0.83940816,0.37434876,0.5987402,0.6696712,1.2033349,0.74969095,0.74028885,1.1692796,1.4791889,1.4346986,1.0114105,1.029344,1.0942478,0.035036087,0.0,0.86214864,0.8950292,1.0562153,0.9507393,0.8036846,0.94871503,1.3019404,1.1790015,0.82783276,0.71887076,1.312852,1.1281279,0.8797233,0.72529453,1.0163549,0.87725145,1.4737909,1.1248472,1.3942038,0.81280124,1.3312294,1.0199121,1.2482791,0.38469338,1.2525809,0.6388434,1.0353332,1.0854843,0.25495684,1.0348331,0.48662096,1.315857,1.3709658,1.2933457,0.6741798,0.7255899,0.5303234,0.9211887,0.55887306,1.0142795,0.5895786,1.2020844,1.10174,0.7911528,0.5088982,1.1800786
pickle,1.2996173,0.80397934,0.5096782,0.46184528,1.2837918,0.6506163,0.7368941,0.4939375,1.2744044,1.4223979,1.4750204,0.92400366,1.436981,1.2464961,1.1175473,1.3952533,1.2671981,0.9417948,0.827093,0.8314516,1.2797794,0.67568463,1.0774435,1.0425977,0.8771504,0.78870034,1.1138443,0.6901672,1.176831,0.7705147,0.6076987,0.90275246,1.468539,1.1681253,1.0569592,1.2204847,0.58964103,0.8080279,1.4155877,0.8146662,0.75028104,1.485502,0.87865025,0.80381995,0.8585344,1.0785674,1.0512199,1.4228474,1.2868016,0.8344294,0.8456619,0.4390055,1.2387748,0.92035943,1.1564538,0.7168607,1.123712,0.7560954,0.98258775,0.7805058,1.0270896,1.0391736,1.0952697,0.83929044,1.1026245,0.65588856,1.2099444,0.94060457,1.0446485,0.809903,0.93675536,1.245202,1.2765486,1.049991,1.2772442,0.97357965,1.3039641,1.2098565,0.8029962,0.54803526,1.2375578,0.9573716,1.2224454,0.85927963,0.3453095,0.7401561,0.96300673,0.80330294,0.9207455,0.6125839,1.0693387,1.1864526,1.3444718,1.2756548,1.1479096,0.76856613,0.87591124,0.8784204,0.86214864,0.0,1.1173528,0.83761555,0.9399061,0.8404064,0.87911963,1.0157514,1.2407665,0.9637189,0.79687864,1.409889,1.1258738,1.0082053,0.6927887,0.48529524,1.1990921,1.331217,1.2269182,1.2312317,1.0244675,1.3551713,1.2043762,1.283268,0.65119576,1.2498832,0.6441406,0.92220587,0.65544814,0.9051071,1.1775421,0.701925,1.0676597,1.3122839,1.3396347,0.7841425,0.67038214,0.5537469,1.1491404,0.9086008,0.83095694,0.9854478,1.2363572,1.2648348,1.1420354,0.7084621,1.2737038
pillow,0.9604885,0.9466484,0.8157521,1.3471894,1.0163225,1.0972444,1.0243748,1.2523075,0.99052995,0.9084826,0.6611858,0.6367351,0.9007803,1.0538647,1.0325564,0.5154424,0.7613164,0.82848793,0.8294611,1.1679091,0.87296486,1.2807769,0.8354436,1.0915387,0.8796802,0.6928036,0.8845908,0.9632595,1.0030981,0.7527868,1.1096586,0.70557815,0.9899012,0.9864477,1.2138073,0.9225892,1.2889954,0.9525911,0.558717,1.2761168,0.8304555,0.9413299,0.9021907,0.66504693,1.3888643,0.9879173,1.0683035,0.91205627,1.0156392,0.9209208,1.0782225,1.2037294,0.7827878,0.9368906,1.0600187,1.0539654,0.99628645,0.7362115,0.9261716,0.7749971,1.2299132,1.0785252,1.3798792,1.0518572,1.0038265,1.2877753,1.1198785,1.2233815,1.2431699,0.8302145,0.88719517,1.1878802,0.908682,1.0817235,0.83757293,1.0926903,0.94999397,0.97916996,1.197527,1.2492377,1.1088245,1.1593816,1.1373616,1.1969088,1.2274891,0.817783,0.7795553,0.8784974,1.1780006,1.1750264,0.84540343,0.91462004,0.8886466,0.86773336,0.89490837,1.0466592,1.2874695,0.9225467,0.8950292,1.1173528,0.0,1.2792416,0.81955117,1.1694608,1.0207893,0.97069883,0.78534895,0.78438574,0.9048612,1.0525811,0.98430604,0.94186014,0.7252319,1.2256576,1.1243647,0.97009635,0.99003536,0.9445921,1.2262499,0.97620595,0.8618349,1.0654981,0.7078663,0.9492707,1.0197523,0.87748885,1.2763019,1.1363807,1.1611106,0.9069061,0.923701,1.0732747,1.1539772,1.0329523,0.9945078,0.9258171,1.2963028,0.60401905,1.1736922,0.88827586,1.0359372,0.9925928,0.8400139,0.85044056,0.92449236
pizza,1.0001401,1.0950664,1.2267615,0.5642768,0.961216,1.0607233,1.1690857,0.7146938,0.9341433,1.1563419,1.1550494,1.2191892,1.0946205,1.0001605,1.038967,1.0734953,1.0604213,1.1371951,1.284713,0.6763165,1.1073022,0.46238768,1.2315398,1.0289109,1.079576,1.2460576,1.1155341,1.0373727,1.1082729,1.254766,0.8365327,1.2029951,1.2127364,1.1771686,0.73007214,0.9248384,0.5566057,0.87954414,1.2323368,0.45367175,1.2035208,1.1622131,1.1370417,1.2298388,0.57146156,1.1345501,0.8967341,1.2451981,1.0708766,1.0641772,1.0237623,0.8834579,1.0934625,1.0739734,1.1125165,0.92819494,1.0327399,1.170683,1.0133961,1.1330972,0.78395295,0.98468226,0.78003037,1.1312128,0.89538175,0.9208765,1.1866926,0.6418649,0.7072852,1.2808838,1.1695588,1.0365902,1.0649399,0.93926305,1.0790472,0.8821592,1.1473733,1.2197219,0.60343105,0.6656383,0.98541486,0.81757927,0.99534833,1.0199238,0.61272174,1.238514,1.0619963,1.0974338,1.0007255,0.98331594,1.2355722,1.0378728,0.99951774,1.0596957,0.9732949,0.85939336,0.4916594,1.1127607,1.0562153,0.83761555,1.2792416,0.0,1.0135384,0.5786147,0.9979803,0.95181096,1.0202702,1.1813825,1.1616277,1.0683429,1.0239078,1.1607671,1.1525483,0.6036119,1.0390517,1.1173294,0.98829365,1.0242064,0.81894326,1.1681399,1.0520378,1.0995394,1.2492155,1.1123141,1.1006957,1.0108819,0.45023096,0.79672277,1.0441158,1.1612841,1.1562549,1.013178,0.9012929,1.1079434,1.0716186,1.1023549,0.7911893,1.1917416,1.1153015,1.0868136,1.1205273,1.0632416,1.2808563,1.2126008,1.2248313
