,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jacket,0.79650456,0.73937404,1.2801639,1.2422879,0.4609927,1.3199275,1.3481052,1.1208134,1.0807805,0.6459175,0.47184885,0.98450506,0.5541653,0.47673285,0.8239876,0.49649954,0.79328597,1.2421478,1.4198861,1.3747303,1.1007059,1.3014011,1.3180221,1.2090974,1.2714908,1.3575625,1.232807,1.0409131,0.9582724,1.3701856,1.3009195,1.3155135,0.70615625,0.49736476,0.9241036,0.82109857,1.2929344,1.0981972,0.6142604,1.1965286,1.3107324,0.73492444,1.4669175,1.2832398,1.0608312,1.1218668,1.0826054,0.82127607,1.0552131,1.1572984,1.012506,1.2907672,0.7269076,1.1456838,0.63296664,0.99765915,1.0822048,1.1018643,1.3549681,1.1294438,1.152397,1.1936809,0.9303999,0.9501275,1.0818506,1.0984595,0.62502134,1.0117763,0.7525741,1.225801,1.0649467,1.0374119,0.0,1.269223,0.38919067,1.2245364,1.054509,1.1482441,1.0115744,1.1884698,1.1376795,0.88223815,0.99410105,0.9229136,1.3692449,1.1654838,1.405705,1.0185112,0.83179027,1.2958698,1.2796276,0.89363426,0.30416316,0.3540166,0.9980965,1.142576,1.2030582,1.3467286,1.3423173,1.2765486,0.908682,1.0649399,1.3385789,1.284355,1.1422293,0.88432693,1.0668116,1.2270658,1.2630595,0.8828621,0.7312547,1.246142,1.2145778,1.2130326,1.1345589,0.22114372,0.9617615,0.5303063,1.0898759,0.68858725,0.89754355,0.75671303,1.2521584,0.747916,1.4069575,0.9246966,1.1119276,1.3553833,0.9724092,1.2329895,0.8331687,0.24371564,0.7157618,1.3081598,1.1007121,1.1702524,0.949117,1.3832316,1.1625575,1.3144268,0.8668947,0.9056834,1.3160782,1.1365223,0.9243206
jar,0.99494445,1.2365341,1.0921249,0.98241496,1.2755888,0.89295727,0.8441371,1.0813905,0.7091018,1.0319567,1.1672332,1.0380843,1.1105007,1.2032291,1.0821049,1.0922459,1.0331837,0.8091146,0.77305514,0.60762715,0.79081184,1.0435659,0.93453634,0.389207,1.007239,0.7608472,0.84974754,1.1678728,1.0054517,0.74976784,0.98636836,1.0129075,1.0326253,1.1967999,0.9091923,0.98657274,0.9839373,0.9053152,1.076197,1.0509363,1.0802593,0.93146676,0.7135184,1.0298376,0.9131608,0.93539864,0.8949876,1.0701457,0.88885915,0.854537,1.232596,1.0472422,1.1002295,1.0325328,1.2209829,1.3092926,0.9103986,1.1505103,0.80958503,1.121196,0.95106757,0.96257985,0.9021963,1.232687,0.952394,1.0588708,1.3078635,1.0820074,1.2567692,1.0367336,1.0619991,0.83235747,1.269223,0.0,1.1969354,0.9443037,0.76157063,0.86075604,0.86499804,0.8738863,0.7566604,1.095653,0.9134293,1.2026625,0.98419434,1.2417172,0.89087975,1.2297511,1.2246679,0.93681455,0.7497403,0.9785736,1.249944,1.1641805,0.99859977,1.0107354,1.0251739,0.9690243,0.9912797,1.049991,1.0817235,0.93926305,0.8185735,0.70980483,0.93476474,1.0174065,0.7564467,0.7299433,0.8872207,0.9164801,1.0750116,0.8849438,1.1275933,0.89069957,0.9992294,1.2701766,0.7996613,1.1506606,0.6528331,1.0261904,0.873155,1.1356323,1.102623,1.0655645,0.77866036,1.073601,0.84632367,0.8182232,0.92139876,1.011475,0.9095102,1.2326444,0.99691,0.56806916,1.2727122,1.2002765,1.1117624,0.9259244,0.8735431,0.66002023,1.1179373,1.0329783,0.81789553,1.2296597,1.0701083
jeans,0.9123005,0.7117608,1.3307161,1.2882354,0.52787447,1.402862,1.3730906,1.1598154,0.95928997,0.6907355,0.6062434,0.72309244,0.48961675,0.5841184,0.94719213,0.521338,0.8601459,1.2586558,1.3587388,1.4199911,1.0579022,1.3690304,1.2183229,1.0971551,1.205641,1.2239853,1.3014662,0.8915569,0.9143925,1.3087987,1.3311995,1.3577955,0.8201338,0.6202209,0.8317282,0.7574871,1.357953,1.1033833,0.57678866,1.2497064,1.291784,0.7265842,1.4762279,1.2164562,1.0959942,1.0668936,0.9649646,0.7729645,0.9516623,1.0354842,0.9592358,1.3189824,0.86852896,1.151713,0.7866408,0.8839383,1.0231925,0.9733447,1.3250146,1.0224714,1.1739281,1.1896784,1.0161384,0.9528954,1.0648624,1.0532874,0.7416831,1.0097228,0.71314466,1.2416092,1.0807225,1.0030644,0.38919067,1.1969354,0.0,1.1967498,0.98899037,1.2300329,1.103399,1.1532208,1.160917,0.7507132,1.041861,0.885259,1.4416431,1.192214,1.3554196,0.8785788,0.86460114,1.3489815,1.1713624,1.0288373,0.3251807,0.06041801,1.0178134,1.0778854,1.2691579,1.3940523,1.4120271,1.2772442,0.83757293,1.0790472,1.2276059,1.3263178,1.1632483,0.8754599,0.9018812,1.1647819,1.2117856,0.821947,0.8307363,1.2044827,1.1106244,1.252729,1.1503769,0.37596077,0.8377377,0.13958919,1.0492399,0.770272,0.8532685,0.94199526,1.190139,0.7694881,1.3593737,0.57981694,1.1600049,1.4051163,0.97694737,1.2047086,0.62971246,0.48619246,0.8394583,1.3068051,0.97598124,1.1112155,1.0051633,1.2859424,1.2006493,1.3191696,0.9533734,0.9786713,1.2149204,1.1020314,0.939731
knife,1.2556288,1.044562,0.9604316,0.9880186,1.1663237,0.82092094,0.88117623,0.93122894,1.0399151,1.0358564,1.3343372,0.8048682,1.2151834,1.1490095,1.2106146,1.2908013,1.1199727,0.81307054,0.81098473,0.72171307,1.0763617,1.036835,0.7153965,0.951692,0.9521145,0.8114955,0.99479216,0.8268053,1.2535744,0.75233054,0.91247094,0.88590825,1.1652467,1.3310754,0.99088746,0.93925077,1.1114907,1.0037675,1.3288618,1.0716305,0.4935748,1.2539896,0.7498814,0.8997043,0.9750452,1.2058899,1.1190547,1.1927233,1.0477034,0.8585572,1.019843,0.7834555,1.0818415,0.91265434,1.2746625,0.7689102,1.1356288,0.9650703,1.049051,0.80570877,0.14036602,1.0866702,0.84800655,0.9169509,0.88281995,0.8312564,1.292677,1.0402467,0.88476735,1.0007772,0.9060212,0.8667978,1.2245364,0.9443037,1.1967498,0.0,1.0501677,0.92003226,1.065976,0.9690214,1.061936,1.1469555,1.0209421,1.0146805,1.11708,0.9069129,0.6116415,0.71952647,1.1338096,1.0143945,0.92971516,1.1544747,1.2315223,1.1954625,0.7675741,1.1568654,1.1109656,0.32404113,0.39381588,0.97357965,1.0926903,0.8821592,1.0082933,0.7189364,1.079072,1.182084,1.158434,1.0503681,1.0148715,1.1838713,1.0998765,1.0821193,0.8505686,0.9715723,0.65311056,1.3381236,0.9910572,1.181927,0.4201275,1.2793069,0.76930195,1.1486462,0.84086776,1.2045592,0.8755453,0.7656199,0.9585007,0.15026146,0.79171413,0.89525616,1.2801589,1.2099388,1.1075908,0.86255527,0.8822501,0.69360566,0.3852014,0.78825927,1.1065909,0.74375725,1.2518213,1.1651073,0.8956387,0.8176656,1.1301749
ladder,0.8870896,1.1465719,1.3419595,1.2740455,1.0789348,1.3235662,1.2135521,1.273526,0.69393504,0.81811583,0.8887647,1.0515747,0.8016226,1.0900344,0.97799355,0.95836294,0.9421574,0.9183582,0.9051111,1.1179012,0.618353,1.2082243,0.61162543,0.8800792,0.9759815,0.85802335,0.9447114,1.1480949,0.8244231,0.9524328,1.2399008,1.0897175,0.64456,1.0416728,0.9837007,0.82214445,1.1997677,1.0734116,0.6841345,1.1638887,1.1768074,0.42028546,1.0127879,1.005411,1.219634,0.8050002,0.79320705,0.5486185,0.66399753,1.0409619,1.176455,1.4458731,1.026068,1.1303408,1.1331781,1.2097645,0.9421325,1.12936,0.79958606,1.1393503,1.1362159,0.9675198,1.0234368,1.1794302,1.0900179,1.2417785,1.1036034,1.1151764,1.1329501,1.1630061,0.9523379,0.56747836,1.054509,0.76157063,0.98899037,1.0501677,0.0,0.81250334,1.0208936,1.2698416,0.84456515,1.1539867,0.6867352,1.206989,1.260088,1.335568,1.1284132,1.177564,1.1833744,1.2188745,0.6049162,1.0115255,1.0017626,0.9512497,1.049575,1.13323,1.1104416,1.1206928,1.1634924,1.3039641,0.94999397,1.1473733,0.7514372,1.1806204,0.97026753,1.025425,0.7138818,0.6863754,1.1304935,0.5733212,1.0533905,0.8309926,1.0681332,1.1832074,0.96223414,1.015173,0.93249416,0.98435915,0.98546153,0.60119593,1.0066873,0.7895233,1.2042897,0.8995239,1.0764323,1.1048484,1.1811237,1.0562458,0.8595564,1.2053498,0.6834929,1.0486673,0.9358959,1.1510012,1.2470905,1.2886715,1.0895418,1.039741,0.9559421,0.82678694,0.95825964,0.8218413,0.5235918,1.2286292,0.6338543
lamp,0.8925575,1.3268018,1.0495247,1.1058271,1.1299429,0.9323074,0.87295127,1.1630545,1.0734067,0.88608783,0.9411936,1.0464982,1.0715643,1.1120417,1.0207386,1.0529659,1.0034399,1.0342877,0.86566985,0.9556906,0.93512064,1.047023,0.6704261,0.9512608,0.8714,1.0024289,0.9132366,1.3315651,0.9916129,0.99104095,0.9976624,0.6216731,0.78586787,1.0864416,1.0945175,1.1698028,1.0304343,1.035957,1.0229373,1.0400796,0.99549675,0.9488323,0.8334789,0.8250999,0.9635783,0.98044354,1.0975385,0.77782,0.67656684,1.0459168,1.1428392,1.0323644,0.9794233,0.99260247,1.0351865,1.2602206,0.9931552,1.0399214,0.71946156,1.1249354,0.84196764,0.865189,0.89311886,1.0854632,1.0234716,1.2257463,1.0853337,1.1414131,1.197856,1.077571,0.96026284,0.7868903,1.1482441,0.86075604,1.2300329,0.92003226,0.81250334,0.0,1.2393161,1.1329106,0.87844056,1.2017134,0.85426205,1.1201408,1.0791136,1.0902141,0.94626474,1.0499899,1.1030302,1.0337164,0.7973654,0.7904276,1.1909474,1.2341564,1.0787753,1.0558019,1.0281763,0.81052566,0.8508823,1.2098565,0.97916996,1.2197219,0.78233516,0.9672506,1.0601091,1.1397467,1.0438673,1.0115219,0.93596214,0.8801533,0.98756367,0.87880534,1.0293621,1.0653657,0.7344156,1.1188657,1.1362628,1.2275583,0.98466456,0.94541585,0.88560104,0.9271894,1.1340274,0.9797103,1.0518665,1.2899786,1.0661995,0.8315117,0.73529315,1.1249057,1.1610526,1.0988814,0.9523628,1.0108296,1.2406107,1.1792587,0.957701,1.0312891,1.0756043,1.012826,0.87613696,0.9443463,0.75699836,1.1640221,0.8386723
meat,0.9111025,1.0057851,1.0478891,0.66489315,1.0588142,1.0594273,1.1066334,0.7514239,0.9425996,1.1686461,1.0750217,1.1978321,1.0739499,1.0468733,0.89465666,1.0594075,0.9781047,1.0527183,1.1786923,0.7287598,1.1672627,0.8266132,1.3396375,0.9417979,1.0082002,1.1874468,1.0234046,1.0349535,1.0090673,1.1507984,1.0157408,1.2274661,1.1442595,1.1223114,0.7940281,1.1011161,0.86223423,0.8785455,1.108146,0.849474,1.1259873,1.0484465,1.0767921,1.2089467,0.79818714,0.9976054,0.84115875,1.2823794,1.1993203,1.146902,1.1552455,0.9411225,1.1218332,0.9505301,0.99082226,1.1079568,0.9562486,1.0377554,0.9740522,1.0776649,0.9843183,0.95465887,0.84760195,1.052241,0.9763789,0.9588433,1.029522,0.8003522,0.99986964,1.0998511,0.99506205,1.0759256,1.0115744,0.86499804,1.103399,1.065976,1.0208936,1.2393161,0.0,0.7296936,1.0166942,0.84728247,0.95840913,1.03999,0.73165154,1.1276014,1.1487448,1.2018733,1.014322,0.9295759,1.2065935,0.92541486,1.007377,1.0604755,1.0932106,0.7528266,0.8719525,1.1132807,1.0696132,0.8029962,1.197527,0.60343105,0.9913184,0.858764,0.8979669,0.83840895,0.98245853,1.0905657,1.1128109,1.1068075,1.009826,1.0508037,1.1383281,0.67160344,1.0647817,1.019963,1.033287,1.0634016,0.8894335,1.1235099,1.1663288,1.0029721,1.1142308,1.0954381,1.0535893,1.1814897,0.53959036,0.9355092,1.0157313,1.0394459,0.90691465,0.93603516,0.9274851,0.965332,1.1296339,1.0602353,0.994548,1.1778535,0.869287,1.0891018,0.9998881,0.9870361,1.3074946,1.1265074,1.1689315
melon,1.0427907,1.0173165,0.883579,0.3998636,1.0227587,0.74870616,0.8887506,0.30803907,0.9213773,1.0342511,1.099469,1.2294676,0.9827391,1.0119334,1.0111982,1.0369397,0.94882655,1.1078353,1.2369905,0.5740931,1.0629276,0.64804345,1.2641758,0.8126192,1.2012005,1.190669,1.2203363,1.1430267,1.1140459,0.97660244,0.8198382,1.2471386,1.1468093,1.1634823,0.6166015,1.0087652,0.6847631,0.75130713,1.1796224,0.6540452,1.2543938,1.0687708,1.1114994,1.2441725,0.39065665,1.1984113,0.9709084,1.1744567,0.9825128,0.8820605,1.1464666,0.50812787,1.1015208,1.2814629,1.0558062,1.0901532,1.0735363,1.2194171,1.0835099,1.2107395,0.9104336,1.0030898,0.8623573,1.1923277,0.9893838,0.8456182,1.1467828,0.71429485,0.928351,1.2817814,1.4061348,1.1151223,1.1884698,0.8738863,1.1532208,0.9690214,1.2698416,1.1329106,0.7296936,0.0,0.9598233,0.652465,1.1186072,1.0703974,0.67448294,1.2582294,1.017617,1.2926059,0.95747423,0.6835,1.3113768,1.0898368,1.0780382,1.103896,0.90044504,0.94833297,0.7170623,1.226375,1.1903081,0.54803526,1.2492377,0.6656383,1.1239144,0.4965822,1.170087,0.7822946,1.0963781,1.2744399,1.0671327,1.0311438,1.041221,1.3085036,1.1663721,0.35776412,1.0023407,1.1333897,1.1420599,1.0639904,0.7797481,1.1617402,0.83689106,0.9811114,1.2841449,1.1217563,0.95737183,0.98742974,0.38535452,0.9452267,1.0208163,1.1737701,1.1717112,1.0472019,0.8499482,0.85439026,1.2163435,1.1114771,0.80810153,1.2227471,0.8451103,1.1418866,1.0538878,1.1898439,1.3267778,1.3401777,1.2016001
milk,0.9944437,1.2203841,1.191664,1.082323,1.0124836,1.0527244,1.0566938,1.0903629,0.7925083,0.95370907,0.97412205,1.1742315,1.0174187,0.9858159,1.1321223,1.0085213,0.9838593,0.9299456,0.9476081,0.831602,0.7234701,0.9415267,0.9144151,0.5036508,1.0757161,1.0946333,1.0112956,1.1955547,0.9953286,1.120267,0.98715,1.0224638,0.91424346,1.0980507,0.8796745,0.99365973,0.9649514,1.0342245,0.98608947,0.90988743,1.2023423,0.8891572,0.8420488,1.0521336,0.86915565,1.0153421,0.9716419,0.86594373,0.8749799,0.96807045,1.1387221,1.0468557,1.0290676,1.10842,0.97252506,1.1789658,0.8902439,1.2754197,0.9647641,1.1387724,0.99488163,0.9306888,0.89405936,1.1442848,1.0086873,1.0236645,0.9985387,0.9358028,1.0352762,1.1865671,1.1833197,0.8239389,1.1376795,0.7566604,1.160917,1.061936,0.84456515,0.87844056,1.0166942,0.9598233,0.0,1.0678865,0.8743509,1.0722086,1.0982872,1.2262315,0.9067333,1.1968567,1.0066024,0.993692,0.88721454,1.0109054,1.0388262,1.1447186,0.9247015,1.1205666,0.8999422,1.1142709,1.1134527,1.2375578,1.1088245,0.98541486,0.9979257,0.9666875,0.99517006,1.0249575,0.8390387,0.973349,1.1002982,0.827791,1.1275753,1.0978397,1.0969034,0.9322582,0.88295716,1.0525013,0.9998158,1.0805308,0.892476,0.8991694,0.9613141,1.0035714,1.2720102,1.0251842,0.8893023,1.1344925,0.88164145,1.0233977,0.98634624,1.2024434,1.1073518,1.0260198,0.9427496,0.9362092,1.1954793,1.2559252,0.91341585,1.0061492,1.017682,1.0019767,0.95326966,0.9526227,0.9335754,1.2749538,0.9676764
mitten,0.81520283,0.9442753,1.2049235,0.84477794,0.7707367,0.9949488,1.0796604,0.6721984,0.84046817,0.95575196,0.89377654,1.1780403,0.7020114,0.84798205,0.90710694,0.74009615,0.9963496,1.2517667,1.3976892,1.1841947,1.0970643,1.0517914,1.2664047,0.93879193,1.1877016,1.3558099,1.2896094,0.9541841,0.970506,1.2611957,1.2091109,1.4054534,1.0528324,1.0278784,0.672727,0.71944976,1.0514354,0.72680235,0.97092825,0.9726539,1.3042363,0.9075008,1.4590147,1.3838325,0.76450646,1.1296496,0.6744545,1.0206822,0.96629393,1.0115435,0.96757746,0.98305213,0.9175029,1.1759732,0.8923673,0.93278,0.98930174,1.0883193,1.1196947,1.1317147,1.0838253,0.95514286,0.8111483,1.0090859,0.7981048,0.707394,0.8344882,0.7435011,0.6184161,1.1654638,1.2111182,1.0388033,0.88223815,1.095653,0.7507132,1.1469555,1.1539867,1.2017134,0.84728247,0.652465,1.0678865,0.0,1.0628092,0.8914133,1.0945905,1.2608153,1.3080666,1.1287296,0.83168805,1.0431517,1.4199001,0.9454434,0.6821507,0.7158198,1.0628865,0.82907677,1.0214062,1.4156184,1.4165506,0.9573716,1.1593816,0.81757927,1.126071,1.1296843,1.1397984,0.6730709,0.9504452,1.2799563,1.1701794,1.0339534,0.85319686,1.2329905,1.2284716,0.96562606,0.9982183,0.8415656,0.82248837,0.80154413,0.9863307,1.0148007,1.0261139,0.9491831,1.2915468,1.0157915,1.1699693,0.7824264,0.89485854,1.2955449,0.7732514,1.1556189,0.80290174,0.88305086,0.93447685,1.0959526,1.0859147,1.0844288,0.8058614,1.2773116,0.7158638,1.3362871,0.9827333,1.0278986,1.3242934,1.2035308,1.1327966
motorcycle,1.0223707,1.1987544,1.1984236,1.1229308,1.1463108,1.0844871,1.0314391,1.139672,0.79234844,1.105224,1.0624746,1.0224022,1.0226,1.0844529,1.1030172,1.1000105,0.9004203,0.8993214,0.994086,0.97613466,0.9253223,1.0483315,0.8738626,0.94156784,0.8683604,1.0631053,0.6376789,1.1059554,0.9866767,1.0160766,1.0712695,1.0240546,0.9353775,1.100932,1.0445532,1.0740565,1.0143507,1.1358752,0.9708881,1.0259864,1.1026872,0.9082667,1.0295461,1.1469979,1.0926378,0.93733895,0.85380393,0.9479725,0.9309012,1.1505167,1.1141596,1.2323794,1.1277347,1.1024424,1.0661058,1.1538757,0.88515055,1.0958304,0.79747003,1.1437244,0.9910983,0.8929594,0.9690558,1.0234461,0.8424642,1.0300493,1.0593563,1.0327553,1.0945077,1.0730923,0.9514588,0.7775411,0.99410105,0.9134293,1.041861,1.0209421,0.6867352,0.85426205,0.95840913,1.1186072,0.8743509,1.0628092,0.0,1.0585804,1.0922937,1.2364151,0.99710786,1.139621,1.0632784,0.98833495,0.9789137,1.0471908,1.0593777,1.0624593,1.0221304,1.0842593,0.9952384,1.0067356,1.0665144,1.2224454,1.1373616,0.99534833,0.907555,1.0491829,0.98076004,0.96351665,0.74336284,0.89873034,1.0244852,0.94986206,1.0918868,0.9066224,1.0952224,1.0607257,0.7546494,1.069967,0.8059823,0.9760715,1.0641749,0.99818504,1.1644098,0.8446727,1.1966083,1.0660143,1.0268254,1.0600843,1.1030889,0.98805904,0.9622541,1.0952804,0.759371,1.0927795,0.9893465,1.0198909,1.2041057,1.2624356,1.058565,0.98392105,0.85335,0.8905841,0.9142263,0.6818229,0.8022864,1.1318623,0.8773375
mouth,1.1777198,0.8245503,1.0040166,1.001619,0.926083,1.0400752,1.0031571,0.9562104,1.103739,1.1061707,1.0684912,0.980873,1.062958,0.8255701,1.0994066,1.0558528,1.1253641,1.1278925,1.1395049,1.1267155,1.2695441,1.023748,1.160227,1.1366241,1.0979528,1.1272148,1.1065029,0.80040085,1.1569414,1.1886225,1.0033877,1.1198887,1.1018609,0.9699796,1.0108149,0.97740847,0.9912679,0.9568268,1.1217555,1.0038936,0.9209035,1.1591177,1.1499182,1.0713675,1.0050145,1.1607665,1.1239691,1.1580037,1.0978048,1.0627865,0.71152186,0.93267393,1.0406011,0.9388912,0.8698965,0.6337984,0.99607515,1.0272582,1.176874,0.9552879,0.91515964,1.1171019,0.90746117,0.61933374,1.0611753,0.40100962,0.8084743,0.97080195,0.7520211,0.9701524,0.96773815,1.0224205,0.9229136,1.2026625,0.885259,1.0146805,1.206989,1.1201408,1.03999,1.0703974,1.0722086,0.8914133,1.0585804,0.0,1.0512252,0.8299756,1.1727512,0.6299921,0.57563305,1.0085473,1.1666558,1.1247461,0.9409213,0.920712,1.1350746,0.9916686,1.0189795,0.9892039,1.034543,0.85927963,1.1969088,1.0199238,1.1438993,1.1691089,0.9550939,1.1421126,1.1467682,1.194039,1.136169,1.1538182,1.0190341,1.1226625,0.9633015,1.0504305,1.0805635,0.9156898,1.0307754,0.82751644,1.1414777,1.1256711,1.1571722,1.1336561,0.96914166,1.0864607,0.9341904,0.83206403,1.0562588,1.0756166,1.0637727,0.90970474,1.0674913,0.9425581,1.1231581,1.0334575,0.64262116,0.72420573,0.9315583,1.1700675,1.0189898,1.1668574,1.1118519,1.0298777,1.2541101,0.6881573,1.1420735
muffin,1.1354301,1.1649456,0.70259184,0.36682236,1.3763764,0.6690012,0.7428417,0.6577643,1.1752522,1.4490963,1.4283091,1.1304655,1.5100988,1.3223801,1.0393459,1.4122264,1.2471907,1.0035347,0.90718067,0.6248142,1.2199062,0.2704568,1.0721185,1.0695508,0.81895095,0.95957977,0.9560265,1.072706,1.0371325,0.9250118,0.5469959,0.8206647,1.3859994,1.1435508,1.0470775,1.2791196,0.19290757,0.9588087,1.4481091,0.4262557,0.91572237,1.4214414,0.79535973,0.8604169,0.7033448,0.9369639,1.0153004,1.3782897,1.1770816,1.0147256,1.0558065,0.5933434,1.2393098,0.87427175,1.1671604,1.091785,1.050223,0.92656815,0.8450916,0.9718619,1.1049939,0.8420751,1.1151756,1.0223045,1.037837,0.98110825,1.2546506,0.83653307,1.2693475,0.8134296,0.9713133,1.2041674,1.3692449,0.98419434,1.4416431,1.11708,1.260088,1.0791136,0.73165154,0.67448294,1.0982872,1.0945905,1.0922937,1.0512252,0.0,0.85273135,0.9028696,1.0967901,1.0881451,0.5560266,1.0557989,1.0115381,1.4571046,1.447886,1.1675534,0.625787,0.42362934,0.906068,0.83940816,0.3453095,1.2274891,0.61272174,0.88751477,0.62848765,0.8194629,1.0783085,1.1167486,0.9863926,0.73651683,1.2989047,1.1516452,0.91241777,0.8549542,0.5116792,1.124521,1.3881571,1.2049387,1.3317924,1.0759885,1.3274333,1.2817814,1.2688416,0.80444473,1.2285116,0.7674842,1.2792217,0.5579236,0.88039625,1.1823628,0.8401503,1.1985016,1.3202728,1.2168399,0.78391635,0.97736454,0.9079603,1.2480277,0.8970305,0.9212622,0.9471979,1.1274587,1.1413407,1.1030493,0.94159955,1.2605056
nail,1.4310851,0.7601796,0.24938393,1.0599469,1.2463393,0.7218827,0.6578655,1.1412613,1.321152,1.3021176,1.311205,0.6982718,1.3964828,1.2241272,1.173952,1.3516678,1.2553884,0.825077,0.4996208,1.0018456,1.2409992,1.0985132,0.98734355,1.1430261,0.91693914,0.5001999,0.8452255,0.52787256,1.2210317,0.67595935,0.82980365,0.5901405,1.315936,0.99768984,1.366375,1.2228411,1.0936247,1.1251754,1.2763399,1.2247483,0.23839039,1.4429076,0.50711024,0.6523825,1.3643909,1.0666754,1.177566,1.2743632,1.3293185,1.05571,0.627998,0.6656295,1.1119651,0.6515202,1.0926555,0.6282315,1.0559536,0.6045239,1.1093756,0.6489272,0.9695193,1.1351085,1.2425612,0.6536834,1.173807,0.8120333,1.0198257,1.1818272,1.1327612,0.43068624,0.7203407,1.2670184,1.1654838,1.2417172,1.192214,0.9069129,1.335568,1.0902141,1.1276014,1.2582294,1.2262315,1.2608153,1.2364151,0.8299756,0.85273135,0.0,0.81078243,0.5095396,0.9480596,0.7881304,0.8436334,1.1948651,1.2997706,1.2167556,1.1750497,0.9372004,1.2215186,0.4374169,0.37434876,0.7401561,0.817783,1.238514,1.1067889,1.1257815,0.95498776,1.221312,1.2639011,0.7980517,0.6670502,1.3337497,1.1161098,0.9434748,0.6461015,1.0720248,1.1612039,1.2348187,1.1834826,1.1943644,1.1651303,1.2041082,1.1282372,1.2989225,0.20667374,1.1446198,0.6507232,0.9848697,1.2343969,0.80192626,1.2185218,0.32830662,1.1261595,1.2360007,1.3399042,0.7755162,0.3999973,0.29670602,1.1869886,0.62944627,0.99192566,0.8319959,1.1392456,1.1463873,0.92469466,0.22569233,1.1315621
napkin,1.1984153,1.1856934,0.79996514,0.98840654,1.4176767,0.591493,0.6344161,1.0460893,0.91588867,1.2648381,1.3197987,0.8681733,1.4168575,1.2888187,1.143428,1.1807197,0.9688965,0.639233,0.60506415,0.69679326,0.9072145,0.9070896,0.8033019,0.8828053,0.68628854,0.64666885,0.69594824,1.027371,1.1398556,0.5328631,0.6253979,0.7277485,1.2319502,1.3215483,1.1089125,1.1430026,0.94110847,1.1280726,1.2506462,1.014911,0.6259314,1.3322923,0.49651504,0.7554995,1.1007786,0.96822,1.0166202,1.2666165,1.0784206,0.7264271,0.9560969,0.74985975,1.1061094,0.8077689,1.3423483,1.0319324,1.029458,0.8742226,0.81580395,0.7765215,0.6982561,0.9488172,1.1721363,1.0979903,0.6030746,1.016409,1.4377546,1.135378,1.2952883,0.7326207,0.9180907,1.1898379,1.405705,0.89087975,1.3554196,0.6116415,1.1284132,0.94626474,1.1487448,1.017617,0.9067333,1.3080666,0.99710786,1.1727512,0.9028696,0.81078243,0.0,0.920726,1.2580557,0.81101805,0.7853396,1.0051045,1.4498453,1.3789251,0.5785874,1.0832299,0.99947834,0.5606989,0.5987402,0.96300673,0.7795553,1.0619963,0.8492073,0.78814065,0.8937942,1.1179311,0.7396106,0.8020085,0.77068543,1.2831917,1.2515982,0.8072595,0.86551046,1.0275834,0.69077694,1.5061034,0.7574127,1.2601795,0.8589201,1.3240405,1.0122122,1.2897497,0.6949859,1.2460827,0.62384355,0.912361,1.1742473,0.54945254,1.189577,0.73322815,1.2318152,1.4758376,1.3022093,0.682534,0.9467654,0.89783204,0.94096327,0.24467629,1.0089777,0.5829135,1.2557802,1.0975193,0.7685056,0.84284246,1.1421344
