,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pillow,1.104309,1.0743327,0.9250624,0.94318926,1.0530069,0.9250387,0.75858355,1.1964436,0.9344586,0.9028882,0.8815825,1.0592616,0.80749214,0.9538384,0.6096105,1.0015398,0.8492811,1.0604676,0.9923163,0.9812509,0.9100344,0.926542,0.9345157,0.9839421,1.0623374,0.9155962,1.1643189,0.89592975,0.9567494,0.9283166,0.9275973,1.0794468,0.9743811,0.89057875,0.89568794,1.004841,1.1269027,1.0107876,0.9687533,1.0832405,0.84476495,1.1877733,1.0296254,1.1123385,1.1206193,1.2493298,1.04209,0.837911,1.0093273,0.8761772,0.8530134,0.8758748,1.2110958,1.0932293,0.7643321,1.0700011,1.3191359,1.1141889,0.97275066,1.1004686,1.2638427,1.0247507,1.0701683,1.0739717,1.1262358,0.8203325,1.1698964,0.96016425,1.0415876,0.8261851,0.9908068,0.81294465,1.1409732,0.6395674,1.1060652,1.1303144,1.1375738,0.9917319,1.1242573,1.0944452,0.88757706,0.9357225,0.9324177,0.0,0.9539517,0.9066047,0.93922466,0.94368523,1.0063776,0.9124426,0.8997462,1.1858683,1.0564517,0.8543242,0.9607953,1.2354342,0.7917381,0.97261363,1.0267853,1.1946857,1.0677631,1.1093913,0.95259506,1.1275747,0.9961242,0.67023623,0.82179713,1.1364146,1.1664262,1.1225733,0.8765545,0.9381874,0.9877901,0.9212044,0.5846765,0.88954955,1.1481546,1.2013614,0.8229754,0.92118406,1.2350698
pizza,1.2509103,0.3380847,1.1824983,0.65378916,0.54297507,0.7509222,1.0702116,1.2355517,1.0058299,1.2424458,0.6373088,1.2921823,1.3588,0.79244196,1.3247418,0.67460495,1.1659381,0.4523673,0.7481499,1.3576914,0.5555459,0.955691,1.1001266,0.83310443,0.8577618,0.8519478,1.1417,1.2373877,0.9021102,0.84630954,1.0474674,1.1040044,0.9524739,1.1948113,1.011227,0.39569938,1.408686,0.47115213,0.99957615,1.2127848,1.091743,1.1824489,1.3131332,1.0455575,1.101579,1.1833032,1.0109053,0.48172212,1.0375345,0.95319074,0.8719995,0.73525393,1.3050046,0.83640695,1.2481074,0.75745547,1.1507479,1.2996747,0.79795414,1.215914,1.2642975,1.3014491,1.2698041,1.2013445,1.242493,0.7409562,1.3492658,0.8115094,1.1565093,1.269455,1.0346291,0.81843394,0.525298,0.81999695,0.9170364,0.5218047,1.2089878,1.220882,1.276968,1.1613034,1.2785828,0.43945098,0.47577792,0.9539517,0.0,0.9848174,0.9041942,1.0834959,0.57162076,0.9950373,0.84331894,1.2725995,1.070749,1.2628701,1.274641,1.2438163,1.1795506,1.1000999,0.6050398,1.1415863,1.1530105,1.3289595,0.43302274,1.1698893,0.6274496,1.2929201,0.76938754,1.095732,1.3054986,1.3657451,0.7063869,0.83661324,0.7306475,1.2146033,0.809524,0.80136424,1.346302,1.1621413,0.98477024,0.4326439,1.1988344
plant,0.9553946,0.9543844,0.9964335,1.0473949,0.9155709,0.8533435,0.8188065,1.2065138,1.1779217,1.2450181,0.85259223,1.1145463,1.1092623,0.8659278,1.1897848,0.9543319,1.061605,0.90744454,1.031853,1.0428671,0.90788954,0.8791586,0.9276165,0.7609197,1.167543,0.8267803,1.0898492,0.92011726,0.9817166,0.90358305,1.0017046,0.97027856,1.0513687,1.2359593,0.98850477,0.94185627,1.1107036,0.9180941,0.7421141,1.0842853,0.8963166,0.9613444,1.0646864,1.0128343,1.1337142,1.2012731,0.91263896,0.9201691,0.51382995,0.9732184,0.73841584,0.812202,1.1761981,0.9376703,1.0148685,1.056063,0.99426055,1.0400394,0.75491524,0.92086375,1.071565,1.1017759,1.2490191,1.1037005,1.219436,0.7632781,1.0866783,0.7178894,1.0895138,1.0687274,1.0760498,0.9212449,0.9645832,0.74029946,0.7614666,0.9856441,1.2118515,1.1864643,1.2382948,1.0737602,1.1294987,0.7945616,0.7267468,0.9066047,0.9848174,0.0,0.9708247,0.8756223,0.7701544,0.76204646,0.9032593,1.1412146,0.8296331,1.0103319,1.0681984,1.211442,1.0356543,1.0827324,0.75574934,1.1254792,1.168484,1.2966251,0.9309399,1.2271379,0.8996027,0.9914857,0.81639475,1.2061703,1.2443699,1.2084379,1.0570157,0.845504,0.9784944,0.9566346,0.7474182,1.0613958,1.2356822,0.9676252,0.9390824,0.88775754,1.0167439
plate,1.1491172,0.976253,0.92541385,0.87964386,0.8186616,0.880597,0.8788981,0.8304975,1.2554113,1.2610598,1.1026864,0.9970153,1.2702407,0.9667906,1.2612778,0.9061167,0.951149,1.0067952,0.24514508,0.899168,0.7342494,0.9194133,0.6374046,0.9004078,0.96895427,1.1344334,1.1314803,0.915047,0.3696761,0.76097906,1.0014976,1.0099009,0.3950522,1.2712073,0.877059,1.0281824,1.0968161,0.8903495,0.9438578,1.0750092,0.988857,1.1222245,0.84612405,1.238229,1.258116,1.1856508,1.0369046,0.91490173,0.852787,1.1812493,0.49201602,0.92354923,0.9504974,1.1346456,1.0986997,0.9068172,1.1995636,1.103096,1.109344,1.0097069,1.3564243,1.0165163,1.3016989,0.84100705,1.3719659,0.4861169,1.1320131,0.7387594,0.8537569,1.238106,1.0447413,0.82342696,1.052246,0.54617214,1.1439505,1.0141729,0.986497,1.1014142,1.3029499,1.3491284,1.0549173,0.97979563,0.9983268,0.93922466,0.9041942,0.9708247,0.0,1.0684613,0.97714376,0.97485614,0.99808216,1.0860422,0.98159516,1.178193,0.97897375,1.2899191,1.0784278,1.169502,1.057962,1.202645,0.5952563,1.2357408,1.1092993,1.179667,0.9945034,1.10787,0.38857138,1.2181313,1.2704754,0.85640585,0.8388853,1.0959132,1.0562755,1.0667098,0.8771741,0.9174606,0.7364055,1.1189041,1.2171738,1.0575466,1.1598845
pony,0.7574301,1.1077993,1.0712662,1.0475245,1.1315595,1.0409281,1.0586517,1.050816,0.9575638,0.9797212,1.0997604,1.0489327,0.9230944,0.9319853,0.9614661,1.2247229,0.82471853,1.1951592,1.1360089,0.87592363,1.0800385,0.930979,1.1469249,1.1812773,1.1256418,0.955884,0.96554595,1.096908,0.99109435,1.073765,0.94648325,1.0423311,0.97388166,0.97096205,1.060953,1.0919416,0.92906207,1.2003592,0.8691408,0.9274159,0.7888204,1.0777626,1.0227203,1.0261334,1.1339713,1.0457761,1.0841173,0.9998289,0.87998104,1.0275589,1.1039091,0.6444654,1.0622727,1.0809674,0.9552208,0.9816573,1.0050311,1.0288069,1.0327988,0.9784689,0.77734816,0.9147046,0.96040267,1.0344753,1.0566291,1.0744162,1.0314659,1.118448,1.0504631,0.7798533,0.9192111,1.0127331,1.2020695,1.0512987,1.0972159,1.1596614,1.017864,1.006514,0.9890807,1.0446337,0.87698555,1.1047695,1.1473229,0.94368523,1.0834959,0.8756223,1.0684613,0.0,1.076986,0.991108,0.93764716,1.039425,1.0005345,0.9298229,0.9313191,1.0348285,0.9116583,1.0115031,1.1438698,1.0377598,1.0423883,0.983328,1.1981374,1.0592176,1.0921782,1.0824347,1.028475,1.0299441,0.99687696,0.9877139,1.0518744,1.1714147,1.08877,1.0176046,1.1273237,0.8771021,0.97494316,0.9437487,1.0575778,1.143953,1.08073
pumpkin,1.3195294,0.41344857,1.0479693,0.75074995,0.4388768,0.70093524,0.87206477,1.3382432,1.0726166,1.2925291,0.53499234,1.2420825,1.3947597,0.67665446,1.3845506,0.6753458,1.2026013,0.4735589,0.7699195,1.2127877,0.6237731,0.98684657,0.9732098,0.61367,1.0728604,0.83511424,1.1815805,1.0480767,1.0189711,0.8020909,1.0416424,1.1975212,1.0681684,1.3280795,0.9572779,0.47159123,1.4167726,0.48011982,0.96118355,1.1951208,0.9615487,1.1785502,1.2084886,0.9896057,1.146128,1.2315301,0.7905156,0.55363417,1.0138267,0.9860563,0.8001038,0.7664093,1.3599775,0.82831264,1.1863419,0.82316273,1.2030562,1.1856413,0.7358306,1.2377813,1.2353733,1.2692566,1.3602165,1.2102259,1.316243,0.68697655,1.3858206,0.6028425,1.1482215,1.2126313,1.1992145,0.9516453,0.5166617,0.8072517,0.7441293,0.43961394,1.339577,1.2706931,1.3569614,1.196615,1.3685423,0.44665164,0.37553048,1.0063776,0.57162076,0.7701544,0.97714376,1.076986,0.0,0.6744921,0.66461396,1.3578794,0.810848,1.1998093,1.298138,1.3402252,1.1643252,1.1120385,0.41198516,1.2011284,1.1467237,1.3702967,0.39799267,1.2751404,0.5255251,1.1755565,0.73905194,1.1847129,1.3349862,1.4267831,0.6919489,0.63827837,0.6640742,1.1807424,0.7435317,0.8304347,1.2988017,1.2545737,0.9621519,0.42130142,1.2678831
purse,1.2574285,0.7861842,1.0616736,0.9323563,0.72612333,0.8537184,0.25897205,1.3293257,1.2303721,1.2527908,0.8497568,0.9693194,1.3463116,0.6132759,1.3707781,0.59521455,0.94751436,0.70535666,0.76016265,0.9199964,0.72474825,0.9930814,0.7478516,0.65363574,0.92090666,1.0108478,1.1386389,0.749779,0.9857383,0.6946502,0.8583554,1.0936513,1.0420946,1.3312161,0.79272383,0.7647702,1.1173353,0.6234679,0.8135209,1.0431598,0.72488594,1.0585914,0.98803544,1.2251621,1.2262092,1.2651949,1.0716624,0.94208145,0.90651196,1.0919428,0.62934095,0.7201023,1.237557,0.9944587,1.0782108,1.0620995,1.1914467,1.2805227,0.7926519,1.0808206,1.2293468,1.0500141,1.3871007,1.0777414,1.433878,0.6273818,1.1843851,0.5569423,1.1291635,1.1294373,1.0152166,0.976375,0.9518247,0.6478741,1.0014545,0.80145013,1.2603717,1.2793931,1.412296,1.3094317,1.2718897,0.8211963,0.73549855,0.9124426,0.9950373,0.76204646,0.97485614,0.991108,0.6744921,0.0,0.62755454,1.2906758,0.53925025,1.1201319,0.98104876,1.4076536,1.1274486,1.2426538,0.6479439,1.18468,0.9854532,1.1976753,0.8398826,1.1754148,0.5046207,1.0764136,0.7238512,1.2357008,1.3935523,1.2717516,0.5349874,0.8586199,0.9402832,1.1239653,0.8014382,0.5883509,1.1010293,1.1668603,0.8647777,0.76595014,1.1761215
radio,1.3054053,0.7313183,1.1284223,0.8007965,0.69674164,0.8615594,0.6142849,1.2778629,1.1506739,1.2244465,0.6980951,0.957771,1.2818301,0.866945,1.3178031,0.716644,0.8506715,0.68687814,0.82280046,0.7029918,0.76688063,0.9755963,0.8176052,0.6596168,0.9868308,0.96719384,1.2652984,0.93432975,1.0305938,0.84641457,0.9516509,1.0794736,1.0712515,1.2275854,0.7550253,0.6364564,1.1278614,0.605247,0.9301369,1.2025563,0.8213326,1.1029253,0.86858594,1.037811,1.2667054,1.2252016,0.9745362,0.75251496,0.95708525,0.89292085,0.8302705,0.83464205,1.29319,0.9076407,1.024481,0.75985885,1.2422405,1.2673795,0.7685381,1.2256398,1.3391626,1.2665629,1.30021,1.1060923,1.3313242,0.733318,1.3029706,0.74241793,1.096631,1.021375,0.9585705,1.1060694,0.8277277,0.73276246,0.9720134,0.8677738,1.0741802,1.3184967,1.3644302,1.2447479,1.1411245,0.7484054,0.686,0.8997462,0.84331894,0.9032593,0.99808216,0.93764716,0.66461396,0.62755454,0.0,1.204717,0.9211162,1.0828605,1.1135991,1.3716187,1.0109024,1.0375934,0.6666252,1.1393777,1.0363628,1.329472,0.6825192,1.2175368,0.54488534,1.0722992,0.80493456,1.1987374,1.3520147,1.2043176,0.50903714,0.8818249,0.7793495,1.1488395,0.7778391,0.6267064,0.9487477,1.2237753,0.71065193,0.64932597,1.2491819
refrigerator,0.87416303,1.434932,1.1034247,1.4446039,1.44653,1.2897861,1.1744065,0.33428967,0.80880153,0.71143264,1.2308927,0.66725075,0.73579985,1.3704696,0.68618846,1.2419013,1.052721,1.3705852,1.2157714,0.7821709,1.4320455,1.0664365,0.9174857,0.9312283,0.93361926,1.0942625,0.8255838,0.8003329,1.0431982,1.2311587,1.0785967,0.88232946,0.99170625,0.70516014,1.2986653,1.444626,0.5664593,1.3087093,1.0996177,0.9366346,1.2877407,0.39589387,0.67440414,1.0807041,0.85156536,0.75722206,1.2871319,1.3578833,1.1488509,1.1908959,1.2352105,1.4133863,0.768067,1.224356,1.1010425,1.3765501,0.8868761,0.9484734,1.3630027,0.67443275,0.72011423,0.6914179,0.65659124,0.79904723,0.61206883,1.2887335,0.47554302,1.2073331,0.88971865,0.9887883,0.8708791,1.115538,1.433345,1.2373177,1.2178937,1.3162403,0.21210486,0.8953251,0.65858656,0.63690454,0.827845,1.3900057,1.4521328,1.1858683,1.2725995,1.1412146,1.0860422,1.039425,1.3578794,1.2906758,1.204717,0.0,1.1645955,0.97464174,1.0274216,0.62437654,1.1329947,0.80290055,1.3922708,0.31485534,0.9838392,0.74105877,1.4908617,0.88797057,1.3140345,1.1082572,1.2815068,0.93529975,0.6649966,0.602508,1.3861773,1.4406371,1.4287658,1.0288329,1.32393,1.4540608,0.77674687,0.7519948,1.0735909,1.4883635,0.58906394
rooster,1.0555902,0.85166997,0.9557754,0.891989,0.7510976,0.8324082,0.6659583,1.2468476,1.244102,1.3328536,1.0385963,1.2258639,1.3045171,0.5882862,1.3678582,0.78147006,1.0208957,0.7488205,0.8483231,1.1182809,0.7625506,1.067758,0.72173405,0.8781148,0.99276894,0.96294475,0.97816753,0.8578462,0.8659822,0.8230947,0.90676016,1.0303632,0.9180638,1.3369467,0.8478798,0.9144986,1.1507238,0.757275,0.8191334,0.83415455,0.6036779,0.9890258,1.1442283,1.2246227,1.214991,1.2075841,1.0147022,1.0497522,0.8245616,1.0976273,0.7819691,0.75652033,1.0046837,1.0594196,0.9283147,1.0385476,1.0977589,1.1274178,0.86974025,0.97280264,1.0934627,1.0616382,1.3373153,0.985024,1.3052857,0.8047992,1.0767508,0.6079221,0.9144711,1.1114925,1.0892266,0.9241625,0.9708365,0.79237664,1.0110285,0.87619877,1.2502044,1.1489518,1.3006297,1.2124745,1.2535205,1.0124738,0.95181745,1.0564517,1.070749,0.8296331,0.98159516,1.0005345,0.810848,0.53925025,0.9211162,1.1645955,0.0,1.1979547,1.0439564,1.2806576,0.9955032,1.2766565,0.73095,1.1092178,0.9238166,1.2104396,0.94521016,1.1483672,0.671524,1.0531961,0.76719046,1.1879834,1.2591249,1.2285061,0.76605576,0.8148409,0.97717005,1.0884494,0.8866265,0.60673916,1.1148638,1.0084814,0.98980594,0.90105635,1.0453391
scarf,0.93882143,1.2584261,0.9460576,1.1862577,1.2599616,1.1531737,1.0766273,1.0562377,0.8716469,0.9524142,0.9500251,0.9525187,0.40803117,1.1885706,0.7293994,1.2077799,0.86767805,1.2992914,1.3293328,0.8896084,1.2116007,0.9441673,1.1266875,1.2198305,1.1380503,0.7928663,0.96154493,1.0979526,1.1706175,1.2075485,0.9941016,1.039318,1.0976685,0.97655034,1.1237679,1.2480303,0.9188767,1.3035505,0.99988884,0.95372295,0.86727846,1.0855818,0.93489736,0.8192192,0.98638594,0.96097434,0.8946885,1.1063001,1.0062288,0.9428686,1.2345494,1.1215756,0.89163077,0.9671265,0.68577194,1.0590098,0.9607339,0.7252617,0.93656075,1.0152162,0.94699925,0.9686532,0.6304567,0.9241769,0.7778799,1.2427186,0.964596,1.3375353,1.054227,0.7076272,0.9160267,0.97732645,1.2299292,1.1075407,0.90205663,1.278732,0.95616615,0.88423324,0.74592113,0.74583185,0.76216686,1.2212867,1.2208319,0.8543242,1.2628701,1.0103319,1.178193,0.9298229,1.1998093,1.1201319,1.0828605,0.97464174,1.1979547,0.0,0.8866547,0.7696112,0.9528745,0.7595267,1.2294157,1.0366911,1.1107367,0.9507821,1.1784445,0.9184603,1.2176085,0.7497876,1.2066925,0.9817434,0.813467,0.9196238,1.1973993,1.0402533,1.1143447,0.7692895,1.0188012,1.147007,0.942817,0.97273654,0.76059914,1.1734849,1.082435
scissors,0.8731,1.2703702,1.0372689,1.1457298,1.1906197,0.9477135,1.0053903,0.9532003,1.0520957,0.9503342,1.2529367,0.9295114,0.8531925,1.1000847,0.910505,1.1660669,0.77354455,1.2561473,1.0646414,0.897414,1.1864047,0.734011,1.0376425,1.2181894,1.0186024,1.1251739,1.0812911,1.028691,0.96006083,0.9957973,0.86577404,0.777516,0.9686276,1.0354667,0.87869,1.0854073,0.8306923,1.2482541,1.1089501,1.1218002,1.0540301,1.1022379,0.8237678,1.019182,1.1145147,1.0249714,1.1348177,1.1497449,0.759762,1.1516529,0.83707726,0.94853103,0.89716434,1.1420782,0.9167856,0.7854857,1.0755093,0.92667073,1.1992943,0.78645086,1.0068887,0.69200903,1.0214319,0.8955757,1.0515168,0.9631715,0.90566385,1.0307744,1.0037395,0.9196007,0.93200886,1.0545979,1.2895879,1.0283804,1.1354429,1.2212403,0.9845231,0.97674704,1.0059745,1.1164442,0.792869,1.1312153,1.1310034,0.9607953,1.274641,1.0681984,0.97897375,0.9313191,1.298138,0.98104876,1.1135991,1.0274216,1.0439564,0.8866547,0.0,1.0810387,0.9449964,1.100061,1.2507472,1.0506812,0.89181334,0.8715193,1.3192143,0.7158809,1.176899,0.812734,0.98956853,1.0557834,0.99577016,0.8155644,0.94644994,1.22618,1.1612777,0.3075307,1.0870318,0.75606716,0.7538811,1.0155829,0.92122453,1.3144588,1.0831639
shirt,0.7303939,1.4293494,1.0781574,1.3326337,1.5221105,1.3293618,1.3959519,0.715855,0.76819766,0.6159259,1.2343928,0.83272743,0.422489,1.3459352,0.5488673,1.4203274,1.1553648,1.4475945,1.4880496,1.0273875,1.3713269,1.1588123,1.3606787,1.3540299,1.0989307,1.0274357,0.7591052,1.0844147,1.2875495,1.2873918,1.2058799,0.9478533,1.1915841,0.5595487,1.2960618,1.4895698,0.7433562,1.5028033,1.2283118,0.84036475,1.104447,0.80334723,1.1082635,0.7936948,0.38785315,0.5954133,1.051908,1.3735789,1.2498089,0.96966195,1.4908584,1.3434513,0.71224344,1.0625889,0.90581083,1.307673,0.48174357,0.6555552,1.185357,0.9843223,0.48196447,0.8935092,0.16341496,0.8848896,0.18687129,1.514999,0.6947983,1.527199,1.0149373,0.7974867,0.8960651,1.145326,1.249723,1.4772971,0.9484421,1.3477222,0.725425,0.67855424,0.11641598,0.30659974,0.79355204,1.417001,1.44279,1.2354342,1.2438163,1.211442,1.2899191,1.0348285,1.3402252,1.4076536,1.3716187,0.62437654,1.2806576,0.7696112,1.0810387,0.0,1.0745195,0.5651102,1.3755337,0.67899466,1.2433349,0.688387,1.3525875,0.7394006,1.4191189,0.9730718,1.4326228,0.7103456,0.14421797,0.62283665,1.5084895,1.1751499,1.2602282,1.0670341,1.3838943,1.5173627,0.945333,0.8323221,1.1284976,1.3881975,0.7650497
shoe,0.8041637,1.1974124,0.89923114,0.88272893,1.1262031,1.0007012,1.0774382,1.1112047,0.9173257,0.92944694,1.1251218,1.0327895,0.8991963,1.0116705,0.80275035,1.2240311,0.99764353,1.1960781,1.1346312,0.98978466,1.0579664,1.0024387,1.0539117,1.1197767,1.2705283,1.1127163,0.8941778,0.9552249,1.0283059,1.0676755,0.963035,1.0244868,1.0338004,0.9157552,0.6018373,1.2179618,0.9129477,1.2108259,1.0111222,0.8439541,0.83840966,1.0852559,1.1016392,1.0326482,1.0065079,1.0779597,1.0275106,1.1264242,1.0051384,0.45955116,1.1686004,0.947464,1.028322,1.0844796,0.7535319,1.0257806,1.0700417,0.98761135,1.0149398,1.0330564,1.0982547,0.9896919,1.0070211,0.966249,0.9424894,1.1755852,0.97480917,1.0814406,0.8206184,0.7442778,0.99327093,0.9399297,1.1228261,0.9989842,1.1296291,1.1966431,1.096965,0.9249638,0.9715779,0.9817619,0.9420932,1.2177572,1.1944762,0.7917381,1.1795506,1.0356543,1.0784278,0.9116583,1.1643252,1.1274486,1.0109024,1.1329947,0.9955032,0.9528745,0.9449964,1.0745195,0.0,1.0170275,1.1453698,1.1670332,0.98953074,0.9916101,1.031702,0.95543724,1.1385071,0.6039325,1.1066735,0.97746265,1.0699418,0.9350536,1.0923934,1.0026628,0.9042497,0.98035187,0.9333916,0.87835085,0.92956764,1.0614302,0.96098316,1.1206812,1.0711582
shorts,0.93916315,1.2337692,1.0104102,1.2161334,1.3073181,1.1601086,1.2197281,0.9756922,0.8636171,0.9584807,0.9270245,0.88737005,0.6297939,1.1783973,0.716744,1.2224243,1.1515875,1.2438725,1.3198776,1.00634,1.2080907,1.0711871,1.1428066,1.0760406,1.1851223,0.88548833,1.0452917,1.0532148,1.2308295,1.2758285,1.0907373,1.1171135,1.2286096,0.8259331,1.2008944,1.2233764,0.9897407,1.223614,1.1635633,1.0579789,1.1025711,0.9191906,0.96771,0.6988944,0.6082737,0.9075171,0.86455363,1.1477538,1.1836588,0.7416841,1.3189114,1.2039845,0.9738812,0.91723233,0.8129016,1.1484439,0.8639532,0.7790416,0.9942268,1.0597566,0.8597015,0.88896155,0.6283361,0.9945302,0.45315236,1.2625289,0.9652824,1.3783827,1.03479,0.792536,0.9312466,1.108069,1.0651174,1.1652565,0.8464894,1.2807983,0.778958,0.92682385,0.6357487,0.35346353,0.9128053,1.1767858,1.1373609,0.97261363,1.1000999,1.0827324,1.169502,1.0115031,1.1120385,1.2426538,1.0375934,0.80290055,1.2766565,0.7595267,1.100061,0.5651102,1.0170275,0.0,1.1110584,0.83843994,1.2077973,0.98986894,1.0191545,0.998287,1.2025617,0.824216,1.249133,0.9634738,0.6706006,0.97792846,1.2389559,0.916256,1.0020547,1.021931,0.9679805,1.4239794,1.0630969,0.9945943,0.8871565,1.090718,1.059349
shovel,1.395808,0.32232714,1.0928367,0.7742101,0.44648188,0.65873176,0.78121483,1.4319559,1.2045083,1.427638,0.51138604,1.3642876,1.4295299,0.7703795,1.4960359,0.46679658,1.1865331,0.235331,0.81365204,1.3181442,0.5709988,1.051245,0.8946743,0.5690521,0.9157243,0.6944152,1.2809519,1.0487081,1.0771986,0.83002055,0.9961075,1.1683997,1.1394479,1.4290426,0.90185064,0.33999836,1.4788132,0.29879725,0.9810027,1.2621994,0.94663006,1.147875,1.3317991,0.88007927,1.1571541,1.2025325,0.73847413,0.6320231,1.0211542,0.8513144,0.74653804,0.8212377,1.390513,0.6043985,1.1629274,0.83023775,1.1390294,1.1671137,0.54417205,1.125019,1.2918544,1.34817,1.478247,1.3042834,1.3799255,0.6610765,1.4261336,0.57903874,1.2296476,1.3050451,1.2245443,1.0038674,0.39268756,0.70817894,0.5387549,0.41404152,1.3998985,1.4045382,1.4284968,1.1983179,1.3984231,0.4150598,0.278363,1.0267853,0.6050398,0.75574934,1.057962,1.1438698,0.41198516,0.6479439,0.6666252,1.3922708,0.73095,1.2294157,1.2507472,1.3755337,1.1453698,1.1110584,0.0,1.2388138,1.2001085,1.3910915,0.23791361,1.2843566,0.4218341,1.1388658,0.72217345,1.270206,1.4438657,1.5217087,0.60975415,0.4573093,0.45546067,1.2119755,0.5994559,0.7299439,1.4052695,1.2016613,0.77413696,0.24557471,1.2252768
shower,0.8737643,1.3114581,1.1901519,1.3090918,1.3406788,1.2323312,1.1984878,0.42916107,0.70001423,0.70457417,1.1244336,0.7988334,0.8523557,1.1799041,0.7765233,1.231679,1.1570299,1.2808204,1.2812538,0.9787059,1.2776333,1.0416259,1.1511368,0.9944667,1.003507,1.0594912,0.7605324,0.87621677,1.1392316,1.1996444,1.1198694,0.896193,1.1237733,0.695743,1.2372878,1.3221786,0.7387469,1.2646315,1.1144273,0.9126097,1.2221773,0.43206346,0.8420887,1.0580921,0.81780076,0.796255,1.2708385,1.2162452,1.2119366,1.1688774,1.252813,1.2450192,0.8723313,1.135521,1.1427603,1.3492838,0.87199575,1.0440142,1.289455,0.631978,0.6916476,0.7886368,0.6982784,0.9490143,0.6482162,1.2656873,0.61236364,1.1294813,1.0187922,0.9713905,0.9225455,1.0559382,1.291647,1.2470443,1.2328988,1.2058733,0.5049119,0.8727609,0.71223533,0.65123713,0.93819165,1.2580833,1.3024035,1.1946857,1.1415863,1.1254792,1.202645,1.0377598,1.2011284,1.18468,1.1393777,0.31485534,1.1092178,1.0366911,1.0506812,0.67899466,1.1670332,0.83843994,1.2388138,0.0,1.1301621,0.81820977,1.3278439,0.8190177,1.2333843,1.2092428,1.2367994,0.8777546,0.72953343,0.7831806,1.274167,1.339483,1.2985282,1.0757477,1.272187,1.3725812,0.93366563,0.8109565,1.0504619,1.2994041,0.6718342
sink,1.1174953,1.0776535,0.91991025,0.86236507,0.81944233,0.9986747,0.9489118,0.7656211,1.1359339,1.125576,1.0729102,0.9269639,1.1946414,1.0616549,1.126927,1.0156598,0.99628884,1.0609291,0.3995942,0.836564,1.0794048,1.0054548,0.5706491,0.9107778,0.8299737,1.1505384,1.0538106,0.9386942,0.8159334,0.7559287,0.9225219,0.92272824,0.819595,1.1659669,0.8982949,1.0759181,0.9745478,0.93524563,0.99907786,1.0114633,1.053388,1.0490452,0.6862736,1.168206,1.1467252,1.0428499,1.0411909,1.0228009,0.9750533,1.1576066,0.6780244,1.0252913,0.79938334,1.074575,0.98689526,0.9643509,1.1765597,1.0362093,1.1327877,0.98122466,1.1778122,0.82295096,1.2273481,0.71141195,1.2627246,0.808271,1.0670686,0.7276679,0.906162,1.1136527,1.0476795,1.0534682,1.0857255,0.8487067,1.1573187,1.0507885,0.8617295,1.0052012,1.2079312,1.2623837,1.093895,1.0948446,1.1451863,1.0677631,1.1530105,1.168484,0.5952563,1.0423883,1.1467237,0.9854532,1.0363628,0.9838392,0.9238166,1.1107367,0.89181334,1.2433349,0.98953074,1.2077973,1.2001085,1.1301621,0.0,0.95497006,1.1686684,1.087503,1.061698,0.9383142,0.7962368,1.0953795,1.194687,0.99263114,0.84036386,1.1384861,1.140148,1.0508057,1.0285192,0.9068047,0.52127254,1.0111657,1.1691108,1.1384925,1.0343072
slide,0.8219725,1.352288,1.034288,1.2187226,1.304388,1.1834428,1.1144125,0.6672194,0.87301517,0.51722306,1.2739197,0.7130674,0.70738935,1.2384737,0.62247753,1.1916332,0.8128472,1.3312765,1.2313491,0.8070403,1.4400816,1.1091584,1.1272053,1.2377044,0.78592134,1.253084,0.91772854,0.90115047,1.1328868,1.2114022,0.9844963,0.92637277,1.0539092,0.5861845,1.1123445,1.2990716,0.56645405,1.3391339,1.0786514,0.9413994,1.2646313,0.9173751,0.9293698,0.9963196,0.8297482,0.6968827,1.2265252,1.258708,1.1919626,1.0885278,1.3201275,1.2555513,0.77340734,1.1817445,1.135338,1.1800058,0.76363784,0.9696321,1.2487355,0.9663513,0.58719,0.77692413,0.66464126,1.0071214,0.70013404,1.3877447,0.73216075,1.3288379,0.9845471,0.88323975,1.0129938,1.1591913,1.3159819,1.3770385,1.2290614,1.1810062,0.77192056,0.7374221,0.63994014,0.8509755,0.76834726,1.3567835,1.4424195,1.1093913,1.3289595,1.2966251,1.2357408,0.983328,1.3702967,1.1976753,1.329472,0.74105877,1.2104396,0.9507821,0.8715193,0.688387,0.9916101,0.98986894,1.3910915,0.81820977,0.95497006,0.0,1.3921436,0.7059573,1.2770302,1.033995,1.4017533,0.54880327,0.5984049,0.6345422,1.2813773,1.3372645,1.2618314,1.0123938,1.3813937,1.1990258,0.8029729,0.7075495,1.1059879,1.4287825,0.66548085
