,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
owl,0.7301054,1.2015346,1.1310228,0.90584517,1.0117413,1.0197978,1.1047107,1.1199607,0.8561511,0.8795637,1.1951164,0.88111633,0.9507711,0.7557701,0.74023163,0.85261,1.143802,1.1618121,1.1495129,1.0948322,1.1653111,1.1899681,0.9276896,1.2000511,1.0400934,1.17173,0.85970867,1.0704762,0.98264474,1.1395274,1.0612725,0.78007907,1.0637803,0.8169147,1.0741972,0.87050474,1.0012783,1.2115933,0.7959053,1.1576886,0.8510426,0.90040296,0.69948,1.0255013,1.0105284,1.0628654,1.1301234,1.112343,0.8852984,0.9436405,1.1387945,0.953645,0.9891098,1.0704024,1.134531,0.90549743,0.77912223,1.1361938,0.8613839,1.1909689,0.95695925,0.972494,0.95877784,1.1305059,0.9104396,0.9639918,0.8138846,1.1111865,0.95057595,1.2079275,0.96850455,1.0902588,0.94778883,1.0769532,1.0629976,0.7806984,1.1041696,0.9310632,1.1569437,1.119838,1.1311165,0.9538459,1.1213102,1.0614445,0.0,0.7709701,0.94270515,0.98800135,1.1953548,1.1795568,0.8414712,1.1759512,0.91303146,1.1025742,0.93234146,1.1290911,0.9397045,1.0524791,1.1082033,1.1437418,0.939649,0.8286895,1.0419539,1.0770409,0.9305645,0.8392208,1.0645418,1.0888685,1.0259415,1.0101606,1.0846261,0.96113676,1.2031137,0.8474592,1.1289302,1.1800996,1.0232689,1.1623169,0.96134394,1.1369276,0.9231372,0.8298652,1.0322586,1.1398133,1.1973784,1.1579949,0.93294376,1.0812805,1.0183029,1.0584141,0.90950835,1.0207086,1.1625032,1.1981404,0.97483283
pajamas,0.69764376,1.2550455,1.3889285,0.4894315,1.2935946,1.2759117,1.3433307,1.2257719,0.59463304,0.5552721,1.3426986,0.52450037,0.5055778,1.1612105,0.4209534,1.1790155,1.0510191,1.4647559,1.3689129,1.0838814,1.3819364,1.2126437,0.78736544,1.4674044,1.2700673,1.3168447,1.035417,1.0320691,0.91644627,1.3721786,0.7366065,0.5123022,0.82000554,0.900047,0.9082385,0.42378688,0.7688653,1.4325938,0.5322086,1.4960971,0.8914976,1.3033632,1.0807517,0.91830295,1.0365057,1.3110402,1.181884,1.3544,0.5891243,0.7518774,1.1680181,1.2525733,1.2319524,1.2475044,1.4651682,1.0281687,0.6381137,1.1518432,0.90258473,1.2844782,0.6690495,0.9884941,0.7869687,1.3975672,1.2182175,0.9786472,0.17271477,1.0498097,0.5042814,1.4833007,0.7112496,1.3281415,0.8807746,1.0967247,1.0386956,0.63519377,0.996256,0.92051196,1.3379838,1.2950664,1.240595,1.1384243,1.4093847,1.0266241,0.7709701,0.0,0.5080198,0.9302316,1.3893989,1.2954313,1.1874139,1.4169712,0.90093076,1.096972,1.0544293,1.1519746,1.074108,1.3203013,1.004344,1.175893,0.71915895,1.1505438,0.7999445,0.88539755,0.8254267,0.16640532,1.1060684,0.7881103,1.3312973,0.8369622,1.1576742,0.7091229,1.4904965,0.71530354,1.2856507,1.3520012,1.1460608,1.4850475,1.1009796,1.3357306,1.1496557,0.24209309,0.674983,1.4364996,1.3256598,1.29999,0.7173493,1.328549,1.2920864,0.96172506,0.79590154,0.9707816,1.2928846,1.4117894,0.8206935
pants,0.86483,0.9610194,1.379584,0.38384473,1.4043941,1.4004833,1.4578679,1.2965802,0.59660935,0.5282871,1.1159822,0.526749,0.776146,1.1803342,0.60677326,1.2307637,1.2956504,1.4860129,1.4428277,1.1554402,1.4405043,1.3221735,0.9007069,1.4010546,1.3408774,1.1942859,0.89442456,0.9845774,1.0885582,1.4386789,0.76874673,0.503486,0.79303706,0.8399662,0.9691571,0.48164892,0.83334124,1.4112887,0.6176158,1.5322121,0.94108474,1.1914809,1.170666,0.85134363,1.0665448,1.1457808,1.0803279,1.4053288,0.51608646,0.8044724,1.0131105,1.2098196,1.2883664,0.9855388,1.4426365,1.2118416,0.69551307,1.0550424,0.670135,1.352386,0.6427636,0.76185125,0.74260294,1.2790997,1.2539512,0.8031843,0.34215617,1.1412783,0.100434065,1.3624909,0.6134787,1.3668804,0.924012,1.2064143,1.1170712,0.6650897,0.8872691,0.9300083,1.26207,1.2433106,1.010643,0.98668647,1.4359256,0.9405951,0.94270515,0.5080198,0.0,1.0847338,1.3653266,1.3651295,1.3066444,1.3012574,1.029172,1.2835631,1.1328827,1.3306375,1.0517259,1.4027886,1.0102777,1.1564071,0.7175116,1.3380313,0.9483652,0.71547544,0.9351871,0.39543855,0.9802284,0.2890209,1.3459663,0.6806183,1.1015067,0.76850224,1.2767106,0.7751364,1.204802,1.0257457,1.1445286,1.4480499,1.0770049,1.3533555,1.1014656,0.33328772,0.7372747,1.5110064,1.0311267,1.168016,0.8639371,1.247861,1.4785831,1.1206511,0.94286174,1.032298,1.299603,1.2899938,0.75509286
paper,0.8750806,1.1817775,1.2781992,0.9325059,1.2866313,0.9979823,1.2450914,0.9103049,0.8299215,0.9001008,0.98096836,0.8071689,0.69073486,1.0990794,0.9228572,1.0140665,0.5003897,1.2141513,1.0114921,0.6045018,1.2108512,0.9781566,0.9263028,0.9396575,1.0983994,1.2804004,1.1497808,0.88435376,0.94572026,1.0191944,0.99946636,0.97033083,0.87333876,1.026296,0.99636084,0.95703,0.82839596,1.1895411,0.75436556,1.1282282,0.98685855,1.1924887,1.1269934,0.8193819,0.54320896,0.9716067,1.2450581,1.1356553,1.0515504,1.0429478,1.1156539,1.1833565,1.1010393,1.1007813,1.0197711,1.0107414,0.9246256,1.212472,1.1266875,1.1414944,1.111368,1.2512679,0.97886145,1.3033113,0.9893062,0.8375696,0.9912848,0.93269616,1.0481006,0.9787309,0.9657769,0.87686867,0.91945726,0.9257346,0.6124035,0.94921076,0.9725467,1.0144882,1.2970555,0.6312334,1.1474053,1.2251339,1.2518463,0.62597615,0.98800135,0.9302316,1.0847338,0.0,1.1390647,1.0796082,1.0006984,1.1934505,0.7936339,0.9575648,1.0398159,0.83073044,0.9591118,1.2560661,0.6276366,0.8874345,0.84351313,1.0511467,0.8507579,1.1885922,0.8959768,0.9892419,1.0971109,1.1177069,1.1152486,1.0038507,0.58662176,0.918356,1.2926967,0.926132,0.7833229,1.0400218,0.92911905,0.9907329,1.0235612,1.1395638,1.1046143,0.9515811,0.8520218,1.1124322,1.210247,1.2449874,0.9621781,0.8825715,1.2408516,0.68559164,0.99350506,0.96713555,1.0242634,1.2752712,0.9694238
pen,1.3639555,0.9331492,0.52199286,1.2726161,0.6855897,0.83714724,0.6043285,0.62745416,1.3719661,1.2672385,0.51150846,1.5029938,1.2894366,1.0622233,1.2857819,0.61722153,0.73194146,0.38725597,0.6272416,1.1788322,0.7218634,0.7533512,1.1046473,0.5777502,0.6594598,0.45778096,1.2084256,1.2003263,1.1670252,0.52540374,1.2938606,1.4511609,1.4294996,0.97715455,1.1977723,1.4075083,1.4013854,0.069633484,1.5122569,0.44229776,1.4093589,0.9614677,1.0400915,1.2532059,1.16553,0.8560554,0.96058714,0.8557271,1.3324559,1.277152,0.7407601,0.6306958,0.78304803,0.64085054,0.30621338,1.0576088,1.2748618,0.7684186,0.9867377,0.5941324,1.324369,0.9320455,1.0945401,0.39423138,0.7346098,1.0334038,1.4634079,1.2426045,1.3521388,0.3097419,1.4088066,0.76404655,1.2690586,1.1168861,1.1598282,1.394803,1.1764369,1.2200459,0.48762447,0.79455924,0.5431333,0.94832397,0.48972452,1.1960652,1.1953548,1.3893989,1.3653266,1.1390647,0.0,0.15219694,0.99609214,0.5441358,0.92237353,1.1137077,0.98147887,1.0410262,1.1407268,0.71448684,1.1866274,0.87371266,1.3843788,0.9792525,1.3217459,0.9647958,0.9336638,1.4138389,0.8884181,1.2069176,0.69641614,1.113623,1.0221716,1.1237165,0.3900301,1.2854848,0.9400744,0.7445587,1.0937591,0.37512118,1.2253866,0.51382875,1.0702908,1.4820881,1.4848254,0.6409912,0.6387186,0.479293,0.854068,0.57907116,0.5436888,1.1826763,1.2077588,1.2495834,0.8204137,0.38538653,1.2634
pencil,1.3511796,0.9315247,0.60246336,1.1702964,0.73158115,0.85373163,0.68515176,0.7824539,1.3594009,1.3265157,0.7368617,1.4877511,1.2041887,1.0597179,1.2568517,0.73839045,0.77431154,0.52207416,0.7635285,1.1577941,0.68266445,0.6880956,1.1577889,0.7258414,0.8099849,0.4865005,1.285301,1.2213471,1.0278416,0.6423378,1.2428243,1.3799455,1.4004902,1.0713401,1.1890224,1.398217,1.3170478,0.18375707,1.464603,0.5872271,1.3286009,1.0587599,1.0039096,1.2602351,1.1440476,0.9163077,0.94741243,0.8619555,1.3568301,1.1845796,0.6099719,0.75396216,0.7882665,0.65304047,0.46489596,1.088139,1.2737926,0.76346797,1.094823,0.64402056,1.2447395,0.9817621,0.8647602,0.5732032,0.84064674,0.9497328,1.3850886,1.1883502,1.3386943,0.45819604,1.3504922,0.80277,1.2114215,1.0776548,1.1235936,1.3940243,1.2210872,1.193495,0.53992444,0.8072236,0.63845336,0.90310144,0.538911,1.2184354,1.1795568,1.2954313,1.3651295,1.0796082,0.15219694,0.0,0.9533027,0.69107366,0.9928016,0.99781656,0.9566632,0.9609949,1.1952242,0.69140244,1.1346341,0.9766166,1.3229089,0.9397232,1.1819665,0.9580836,0.9046356,1.3560852,0.9630061,1.1954634,0.5789534,1.1613138,1.06985,1.0214453,0.5408238,1.3143454,0.93797874,0.8716278,1.1097845,0.49598825,1.2044075,0.58431065,1.1324072,1.3860059,1.4058387,0.73008144,0.6418202,0.5838056,0.58519286,0.68105733,0.5973631,1.1331503,1.169397,1.2076439,0.88815624,0.4617344,1.2495588
penguin,0.89886,0.93899333,0.95065063,1.1913447,0.9276131,0.8054445,0.8729943,1.0502483,1.2015696,1.2531266,1.1041071,1.2025614,1.1914705,0.540807,1.1686403,0.8488808,1.0380198,0.91593736,0.93731374,1.0245731,0.8955995,0.8786479,1.0314413,0.9778015,0.85562086,1.0454297,0.8164785,1.0541135,0.9693231,0.93044686,1.0768814,1.1373821,1.1292653,1.0812839,1.2214575,1.2139165,1.1445546,0.99257356,1.1242754,0.89193416,0.88653183,0.63881254,0.71495986,1.1206671,1.0279794,0.94789004,0.7292382,0.88141453,1.1605692,1.0735817,1.0792542,0.89978474,0.8296245,1.137021,0.91075826,0.79655063,0.979923,1.0407999,1.068175,1.0013007,1.0999838,1.1471324,1.1582487,0.98069996,0.80189306,1.0413812,1.1726155,0.9469797,1.2307293,0.98281896,1.1368287,0.79272854,1.0814016,0.87237453,0.9727653,1.0788901,1.0540786,1.253866,1.0470724,1.0620893,1.0698419,1.10353,1.012904,1.0873423,0.8414712,1.1874139,1.3066444,1.0006984,0.99609214,0.9533027,0.0,0.9665625,0.961213,0.9337927,0.87818134,0.9216822,0.83676463,0.86893064,1.0196731,1.0167404,1.1403264,0.69566774,1.0869001,1.2169042,0.93139654,1.1883469,0.93816817,1.3113451,0.718555,1.1820163,1.010757,1.0611018,1.0112296,1.0992166,0.980307,0.9285026,1.0589609,0.8238006,0.90825844,0.9569757,0.7540991,1.192683,1.1175628,0.79428184,1.1068045,1.0535542,1.0661983,1.0804198,0.85876405,0.9327071,1.0126235,0.9586312,0.87542695,0.942309,1.1260705
pickle,1.1423279,0.88571936,0.22964686,1.3403152,0.6825372,0.8690749,0.42261088,0.78298473,1.3763964,1.2992615,0.4997564,1.4561003,1.3077458,0.92921996,1.3609276,0.88117355,0.84800303,0.595922,0.58764404,1.1420002,0.5756202,0.82885575,1.2196451,0.65336,0.82607585,0.42949188,1.1013292,1.1298962,1.1274021,0.6595994,1.3366725,1.3977404,1.4313004,1.0311732,1.1358144,1.4033334,1.1096866,0.4571346,1.5175288,0.58293617,1.3234704,0.8755973,1.0485706,1.3220191,1.2635899,0.70087457,0.86918914,0.5761571,1.3052526,1.2646408,0.74826837,0.58020365,0.9314962,0.6671017,0.5746678,0.748085,1.2280908,0.8341327,0.890129,0.6254319,1.265882,0.8372427,1.1155375,0.5305349,0.7643887,1.1936927,1.4717561,1.1822678,1.3023875,0.5513136,1.4847941,0.9831074,1.0496,0.82895035,1.194366,1.2731365,1.1368334,1.0555022,0.6301868,0.76856196,0.65294296,0.88643515,0.56949973,1.2780285,1.1759512,1.4169712,1.3012574,1.1934505,0.5441358,0.69107366,0.9665625,0.0,0.98302424,0.9833069,1.084303,0.9064002,1.0302302,0.65437466,1.2447553,1.036659,1.4314326,0.85583854,1.244821,0.9994325,1.118352,1.4370384,0.8446779,1.0862465,0.98940986,1.1634465,1.0974452,1.1519716,0.38075793,1.3366208,0.7451027,0.7232819,0.7349549,0.55695057,1.1254863,0.4767766,1.0301306,1.4785737,1.4813404,0.62647915,0.5999754,0.5589372,1.2098963,0.5664567,0.6522489,1.2286037,1.2268254,1.1899008,0.9266151,0.6082651,1.2631125
pillow,0.7659139,1.0427732,1.1274143,0.91367406,1.1729335,1.046305,0.85477275,0.76839507,0.97070956,0.60453063,0.7981306,0.75840706,0.81159216,1.1061072,0.44760287,0.9300046,0.7724421,1.0075806,0.94818366,0.78251684,1.0878028,1.0743253,0.9990157,0.7747757,0.917199,1.0759374,1.0334494,0.70023835,1.0324978,0.90880466,1.0772039,0.9927337,1.0477191,1.0327443,1.1730658,0.6993249,1.0475644,0.9639966,1.03937,0.9924718,1.10371,0.9677184,1.0580103,1.0346648,0.9268836,0.871819,1.1059433,1.1468673,0.8546033,1.2421315,1.1119862,0.922051,0.8622161,0.9633374,0.8150505,0.8502513,1.1909357,1.1581037,0.8177799,1.1645709,1.2910194,1.1874208,1.1446564,1.0140493,0.77235216,1.131287,1.0061386,1.1432528,1.0305204,0.8471797,1.1826528,0.9661395,1.1379863,1.0830723,1.007836,0.85587347,1.1284986,1.1904548,1.1640334,0.62069774,0.9059358,1.1902072,1.0993947,1.0151806,0.91303146,0.90093076,1.029172,0.7936339,0.92237353,0.9928016,0.961213,0.98302424,0.0,1.0992137,0.9310009,1.0641459,0.9084874,1.1860344,0.89430445,0.91071427,1.0975069,1.0288869,1.1320478,0.97736543,0.87139785,1.0310085,0.69773144,0.96133727,1.0026319,1.047125,0.9006109,0.955302,1.0155573,0.9643124,0.955273,0.7788565,1.0336262,0.8562608,1.0520285,1.0723373,0.88107836,1.0745518,1.0684664,1.0008289,1.1036385,1.0797207,1.1416886,0.5228429,1.0829661,0.998297,1.1052316,1.0509372,0.8827553,1.0644207,1.1451687
pizza,1.0089287,1.0680574,0.92566395,1.184001,0.9120775,0.94246167,0.744184,1.0818961,1.194401,1.3066133,1.087379,1.2006645,1.0988915,0.9413681,1.1667325,1.0474238,0.94352174,1.0227207,0.9002801,0.93803,0.31799328,0.91276646,1.1676972,1.0699053,0.98475236,0.9372861,1.1135725,1.1016865,0.6443026,1.0483525,1.1467037,1.1626068,1.0778818,1.1787497,0.8449682,1.2763852,0.758778,1.0333737,1.2104379,0.97059035,0.9917727,1.0010862,1.0006075,1.2099465,1.0687926,0.99041027,0.9701322,0.7775487,1.2682993,1.024896,0.9973657,0.9120443,0.94423586,1.0776495,1.0273905,0.92662716,1.1371505,1.0574503,1.1819723,0.9098234,1.1726255,1.0845997,1.0503895,1.1496391,1.0093563,1.0822357,1.189839,0.84475213,1.2525269,0.9770832,1.2207142,1.0838164,0.6317829,0.59439635,1.0492094,1.0823979,1.0890907,0.8764293,1.0538073,0.86741626,1.1505821,1.0645272,0.93614227,1.0548573,1.1025742,1.096972,1.2835631,0.9575648,1.1137077,0.99781656,0.9337927,0.9833069,1.0992137,0.0,0.9999129,0.35542107,0.88536566,0.85217106,1.0093827,1.0804759,1.1401145,0.85844433,0.3191275,1.1804802,1.0460765,1.202081,0.98488414,1.2153484,0.90194714,1.23664,1.0528097,1.0795357,1.05475,1.1038581,0.9159164,1.164721,0.58689487,0.94799894,0.9642821,0.97711957,1.0422465,1.2106684,1.0370662,0.7889895,1.0742538,1.1040366,1.0530171,0.97052395,0.95461434,0.8303285,1.056512,0.92745525,1.1199092,1.0855631,1.2090652
plant,0.9544214,1.097965,1.1460872,1.0207988,1.1291639,0.9303802,0.99649477,0.97865295,1.0875981,1.0163563,1.102921,1.0323597,1.1740001,1.0514911,0.9656714,0.97577643,1.0457803,1.0092202,1.1857255,1.0211312,1.0609558,0.8300109,1.1041154,1.0199043,0.9487758,1.1047045,0.95347065,1.0047345,0.966239,0.980697,0.85358214,0.9447684,0.9943753,0.98916376,1.0764718,1.0029817,1.0581461,1.0373026,0.9742773,1.110504,0.89537334,0.93334574,0.97601706,0.9417368,1.0212346,0.9852801,1.075447,1.1506348,0.94107944,1.05776,1.145119,0.9032184,0.14281535,1.1526732,0.96437573,1.0607612,1.1642094,1.1621851,1.1639589,1.2033104,1.0441216,1.2293442,1.1535544,1.136836,0.9241148,0.8589864,1.0109835,1.005428,1.1354178,1.0495439,0.89897233,0.71023357,0.9916449,1.085375,0.83372873,1.0962663,0.96521926,1.1419015,1.1808338,1.0877148,1.1027898,1.2260945,1.1166469,1.0044483,0.93234146,1.0544293,1.1328827,1.0398159,0.98147887,0.9566632,0.87818134,1.084303,0.9310009,0.9999129,0.0,1.0801934,0.96009725,1.0208331,0.87882227,0.9859424,0.96933943,0.9447879,1.0816077,1.2007501,0.98061633,1.0642788,0.87764746,1.102125,0.8600823,1.0718609,1.0952845,1.0157102,1.2005618,0.9521186,1.1350813,1.0544658,1.1488194,1.0184689,0.9379386,1.0773435,0.9115887,1.0759981,0.99709743,1.1623172,1.1922808,1.1655393,1.082142,1.002129,1.0925478,1.0573868,0.32272077,0.9582889,0.8268669,1.1474693,0.7885695
plate,1.0555639,1.1245276,0.8666878,1.2156458,0.8887626,0.7943841,0.7776045,0.9260637,1.0431188,1.1902765,1.0591506,1.175374,0.959868,1.0489576,1.1190649,1.0301341,0.8815644,0.9775853,0.53617114,0.81637794,0.6448302,0.84604645,0.9106784,0.9101248,0.98900574,0.9872121,1.222312,0.9898832,0.74145293,0.9195578,1.1797719,1.2161511,0.99193674,1.1149738,0.97222257,1.2141929,0.93883127,0.9905549,1.1933684,0.8407891,1.040201,1.1453139,1.0952997,1.1809816,0.9284941,0.86058766,1.1110461,0.6532253,1.2806377,1.068914,1.0496678,1.0800717,1.0322951,1.0863973,0.82167375,0.9400462,1.0656786,1.1027653,1.3135672,0.91684407,1.2203555,1.2690352,1.0771804,1.1515136,1.0596586,1.0745094,1.2523522,0.8247221,1.291803,0.840812,1.289289,0.8593775,0.8422277,0.498286,0.97253746,1.1863234,1.1450629,1.0414646,1.0285963,0.6713784,1.1346153,1.1185894,0.9134755,1.0346494,1.1290911,1.1519746,1.3306375,0.83073044,1.0410262,0.9609949,0.9216822,0.9064002,1.0641459,0.35542107,1.0801934,0.0,0.93760324,0.9186219,0.93867743,0.9942233,1.1077461,0.93102473,0.59012276,1.2347648,1.0597211,1.2299254,1.0901248,1.2343948,0.93456453,1.1927917,0.6464186,1.029103,1.0546564,1.1270436,0.94294643,1.0404246,0.5391072,0.6919906,1.0505378,0.9145808,1.1427386,1.2195493,0.8978934,0.645956,1.1475124,1.1363717,0.9768312,0.8661301,0.9039006,0.5382604,1.0918281,0.9496903,1.0750313,1.0858879,1.1907667
pony,0.5876709,0.99452657,1.0916032,1.1034067,1.1041865,1.0201143,1.0034984,1.0690317,1.1823282,1.1440918,0.91337866,1.061775,1.1018444,0.72097725,1.017365,0.9168723,0.9414711,1.0990357,1.0645125,0.9508119,0.9720626,0.9985447,1.0074847,1.0960556,1.0163745,1.0115236,0.81595355,0.9748338,0.9442003,1.1555669,1.127151,1.0473094,1.0112804,1.1260729,0.90139824,1.1222785,0.9551648,1.1376928,1.1100429,1.1093211,0.8952994,0.61939746,0.55799395,1.1262611,1.0273833,0.9133262,0.9149943,0.9941949,1.1507514,1.1084535,1.0865788,0.77304476,0.99800843,1.1635563,1.1225352,0.5300662,1.2137804,1.0947279,0.8061977,1.0726568,1.0978541,1.1082435,1.1231859,1.1244115,0.7366929,1.1714368,1.1209781,0.8518692,1.0467945,1.0836803,1.1337882,1.090207,0.96727246,0.9098588,0.97967654,0.6930573,0.89752066,0.9622534,1.227005,1.0112779,1.0356448,1.0580237,1.1328838,1.0989271,0.9397045,1.074108,1.0517259,0.9591118,1.1407268,1.1952242,0.83676463,1.0302302,0.9084874,0.88536566,0.96009725,0.93760324,0.0,1.0236467,0.93254507,0.94266105,1.1231008,0.6951715,0.983011,1.0390518,0.8564358,1.130612,0.8949436,1.1027924,0.9654765,1.0624034,1.0877326,1.149291,1.1078321,1.0962776,1.089475,1.0722126,0.90588695,1.0603027,0.72853816,1.0421622,0.7058879,1.0997612,1.0485878,1.0402039,1.1242678,1.1457714,1.1200963,1.0623947,1.0113401,0.9316224,1.0311055,0.86510247,1.051335,1.1818428,1.1359628
pumpkin,1.1981728,0.91353387,0.32719344,1.3529296,0.18280911,0.6903891,0.46323186,0.88612413,1.3641862,1.4074655,0.93486094,1.4721397,1.2975382,0.7911675,1.371654,0.7741188,0.9681898,0.49879456,0.703012,1.1522114,0.53750443,0.88234884,1.1941,0.77264166,0.7275622,0.5151856,1.073598,1.1368678,1.0640255,0.64851975,1.2943804,1.3275063,1.3352236,1.1926526,0.97745055,1.3998652,1.2195067,0.5807345,1.5110029,0.54129535,1.1540715,0.83156896,0.81440127,1.2723665,1.190029,0.9355414,0.91625464,0.4079929,1.3531173,1.1335088,0.91089725,0.78670895,0.8974258,0.9882125,0.72463024,0.85688597,1.288454,0.93248534,1.2029722,0.68289256,1.2085757,0.9874801,1.2409594,0.6178361,0.8020893,1.2845991,1.3619633,1.0515364,1.3552394,0.8397992,1.4089389,0.9009832,1.1533519,0.8401083,1.1263696,1.2977169,1.3103136,1.0613383,0.5596195,1.0381266,0.9142431,0.94572484,0.2967285,1.2600433,1.0524791,1.3203013,1.4027886,1.2560661,0.71448684,0.69140244,0.86893064,0.65437466,1.1860344,0.85217106,1.0208331,0.9186219,1.0236467,0.0,1.2055554,0.99346703,1.3245652,0.53998244,1.1205789,1.1132516,1.1869162,1.3278363,1.0603273,1.2570817,0.7594118,1.1769102,1.2118464,1.1672039,0.67821914,1.3201957,0.9321812,0.9363739,0.946185,0.7756759,1.1173903,0.59535015,0.9515276,1.3640519,1.3831793,0.47720706,0.8319587,0.80448824,1.1745611,0.9609201,0.2525035,1.1322638,1.0350176,1.0869792,0.86540496,0.640261,1.288205
purse,0.9505,1.1227337,1.3038087,1.029687,1.2451993,1.0847032,1.1775031,0.9378569,0.9489417,0.87283874,1.1494759,0.8512388,0.76778907,1.1333792,0.9183854,1.0867382,0.89728546,1.1238747,1.0482044,0.43925124,1.1888728,0.9779618,0.8866342,0.76747,1.0773588,1.2215413,0.9962918,0.8502117,0.8106696,1.1420608,0.97922975,0.80284655,0.75671506,1.0966225,1.0713007,0.91735446,0.93316215,1.2337037,0.722347,1.123375,0.87997496,1.0599135,1.0964139,0.80662477,0.83071476,0.969811,1.1771986,1.1992699,0.9427696,1.0106546,1.2024672,1.2227325,0.9525147,1.2006178,1.1226255,1.0618339,1.0118496,1.1544375,1.0648817,1.260515,1.0313731,1.209089,1.0656192,1.2317228,1.0934699,0.89172995,0.9858067,0.81930125,1.0032933,1.1314808,0.8481939,0.9348779,0.90476096,1.0500968,0.6465728,0.9724877,0.9802943,1.1017888,1.2781472,0.7598097,1.1670487,1.1134768,1.1923406,0.8028631,1.1082033,1.004344,1.0102777,0.6276366,1.1866274,1.1346341,1.0196731,1.2447553,0.89430445,1.0093827,0.87882227,0.93867743,0.93254507,1.2055554,0.0,0.73424804,0.8531313,1.1078613,0.9388259,1.1018047,0.92587423,0.98481435,1.0827434,0.98541445,0.9978157,1.0034809,0.8010541,0.9407223,1.2606275,0.98969287,1.121285,1.0091789,1.0392401,1.1314926,0.9299619,1.1493522,0.89511955,0.96372765,0.80912685,1.1376938,1.2681628,1.2771285,1.0698884,0.923211,1.222711,0.8318225,0.91594934,0.8970694,0.83098173,1.2501578,0.9423575
radio,1.1456215,0.92448467,1.1162412,1.1098208,1.0637326,0.95666695,1.0009059,0.41845584,1.0536251,1.0117505,0.85920304,1.0280423,1.0904522,1.0818346,1.0810753,0.9795968,0.77624655,0.9154545,0.8018347,0.5556667,1.1104712,0.86815405,0.8758669,0.59200543,0.8652783,1.0244216,0.97834694,0.7651545,1.0189267,1.0011213,0.90900517,1.2037421,0.8862762,1.1248455,1.1300187,1.0969349,1.1825479,0.95634395,0.92374736,0.88911337,1.1081985,0.8892505,0.98185843,0.83317983,0.725225,0.93399525,1.1622188,1.1046653,1.1317608,1.2323658,1.0247247,1.1103256,0.92348987,0.9635763,0.73092115,1.0607326,1.1601484,1.0905436,1.0833652,1.1087009,1.2892576,1.1892169,1.1648773,1.0202159,0.930806,1.0338153,1.2322295,0.8785112,1.1437868,0.6737982,0.9453483,0.7984501,1.214694,1.2141798,0.7924541,1.1722906,1.020689,1.1416328,1.1469216,0.8818582,0.9441209,1.0837785,1.0162897,0.6749692,1.1437418,1.175893,1.1564071,0.8874345,0.87371266,0.9766166,1.0167404,1.036659,0.91071427,1.0804759,0.9859424,0.9942233,0.94266105,0.99346703,0.73424804,0.0,0.9096812,0.9553404,1.1410624,1.13918,0.9220795,1.2120657,0.84567195,1.1055237,0.7917503,0.9742505,0.70879453,1.0581822,0.9518445,1.1349821,0.9406733,0.85501164,1.0767719,0.7092784,1.041568,1.0534046,0.77056825,1.2112147,0.94859767,0.92867374,1.061187,1.1985515,1.1786295,0.8796495,1.0194056,0.7892631,1.0822927,1.1001537,0.41179287,0.94165,1.0366737
