,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jeans,0.8028388,1.0010434,1.3573648,0.38863105,1.3767138,1.3788669,1.4715369,1.2873605,0.6318523,0.5203021,1.1516371,0.5067273,0.7681029,1.1285201,0.581681,1.2570598,1.2474623,1.4863,1.4438863,1.1444142,1.4384509,1.2744194,0.8656829,1.4350727,1.3571503,1.2157534,0.9463108,0.9802707,1.0750561,1.4220781,0.7469926,0.5437555,0.77039605,0.893805,0.9665079,0.44744968,0.81793964,1.4097457,0.6264142,1.5476041,0.92544883,1.1979336,1.173274,0.8939159,1.0101857,1.2343957,1.034981,1.3677497,0.5313716,0.77470285,0.9823603,1.2229961,1.3012264,1.0271417,1.4723411,1.1392609,0.72871304,1.0433964,0.7146885,1.3145273,0.63016754,0.76269263,0.7525668,1.3029739,1.2309526,0.84616935,0.35008353,1.1316617,0.0,1.3876812,0.64637107,1.3726578,0.96145993,1.1835705,1.1035953,0.6546544,0.934634,0.93999624,1.2624393,1.2684491,1.052527,1.0241747,1.4365587,0.9541912,0.95057595,0.5042814,0.100434065,1.0481006,1.3521388,1.3386943,1.2307293,1.3023875,1.0305204,1.2525269,1.1354178,1.291803,1.0467945,1.3552394,1.0032933,1.1437868,0.75405765,1.2893479,0.8971319,0.71521217,0.92508924,0.41173482,0.9974492,0.39944983,1.3761485,0.71379405,1.132785,0.8040505,1.310002,0.76267457,1.2225987,1.0956477,1.1673106,1.4661441,1.0751892,1.3563806,1.1247264,0.32498407,0.73188287,1.4894869,1.0285047,1.1878741,0.8935198,1.3035266,1.437933,1.0873129,0.9326511,1.0041746,1.2747262,1.2948862,0.8147164
knife,1.3220137,0.8338251,0.6651167,1.2724533,0.87186766,0.9177257,0.6376896,0.42154354,1.3542048,1.2667594,0.38533777,1.4181926,1.3237157,1.0908338,1.3488925,0.7853112,0.659654,0.54331553,0.5478592,0.90964884,0.7179853,0.7835213,1.2315478,0.44434553,0.6131493,0.65312755,1.0869535,0.99315244,1.1780118,0.60003483,1.2948263,1.4772084,1.3041304,1.0101298,1.233812,1.4358544,1.3680675,0.3482476,1.4368433,0.5172253,1.4057462,0.85602254,1.0675386,1.1513886,0.9636897,0.7536811,1.0236157,0.9051432,1.3641405,1.3219707,0.81801486,0.7612592,0.83100754,0.6089934,0.15476286,1.0691348,1.3280532,0.8479284,0.98082584,0.84866965,1.4052346,1.0353341,1.1407962,0.5331936,0.7420932,1.0363324,1.5176437,1.1688482,1.3876812,0.0,1.3890092,0.76292354,1.2128545,1.1010947,1.0701622,1.3898573,1.042053,1.2507995,0.7296452,0.59752876,0.53013444,1.0171386,0.646964,0.9613833,1.2079275,1.4833007,1.3624909,0.9787309,0.3097419,0.45819604,0.98281896,0.5513136,0.8471797,0.9770832,1.0495439,0.840812,1.0836803,0.8397992,1.1314808,0.6737982,1.260144,0.9794452,1.2500247,1.0322781,0.9628671,1.4767351,0.7300394,1.1362567,0.59434474,1.1801201,0.7342303,1.164953,0.37973273,1.2787524,0.7912178,0.62466824,0.91639197,0.16336721,1.1367596,0.67265415,0.8967187,1.5213431,1.3588243,0.6716142,0.6870483,0.6387905,1.071171,0.43732876,0.7923296,0.99150056,1.2793173,1.2189229,0.7116006,0.45761192,1.2707099
ladder,0.8127035,1.2161202,1.5492036,0.7440485,1.449075,1.3072859,1.5350894,1.236568,0.4729302,0.6086081,1.3551278,0.41676438,0.89543253,1.1419058,0.8047049,1.3314164,1.2466134,1.4643958,1.5117552,0.9231044,1.5045629,1.0851598,0.96166575,1.3095791,1.2849562,1.4496717,0.8241584,0.6890862,1.0194703,1.3656836,0.3390813,0.49293405,0.5315459,0.9638072,1.0430723,0.49768698,0.7608935,1.4976666,0.23970997,1.5291535,0.60501224,1.1078424,1.2043262,0.41090143,0.7652814,1.295821,1.139713,1.480274,0.5747857,0.7375597,1.2912526,1.4297531,1.0321261,1.3604543,1.4094702,1.208286,0.7685091,1.2414701,1.1609218,1.4712391,0.6599884,1.0906438,1.0010232,1.4549489,1.298942,0.5908416,0.54045326,0.95980144,0.64637107,1.3890092,0.0,0.984443,0.9235233,1.2371633,0.8382857,0.9185548,0.73931885,1.0518754,1.3956473,1.34147,1.3878562,1.1374605,1.4675456,0.61266494,0.96850455,0.7112496,0.6134787,0.9657769,1.4088066,1.3504922,1.1368287,1.4847941,1.1826528,1.2207142,0.89897233,1.289289,1.1337882,1.4089389,0.8481939,0.9453483,0.3613044,1.2770412,0.9249285,1.1091197,0.828707,0.6075235,1.2193682,0.82378703,1.0990682,0.6602567,0.9258317,0.7540499,1.5222197,0.6675117,1.1877646,1.2627221,1.22592,1.4266781,0.82244897,1.4405718,0.9528656,0.49696338,0.38926804,1.568582,1.3608773,1.313886,0.92287755,1.4506987,1.5331008,0.9716888,0.7971711,0.8532405,0.91091895,1.4545679,0.47163773
lamp,1.2248503,1.1177921,0.9714837,1.2381485,0.8827117,0.3859617,0.91942596,0.8354749,0.97495216,1.082028,0.9966288,1.2023859,1.1728699,0.98204154,1.1864344,0.89836717,1.0380093,0.7407541,0.7978421,0.96059334,1.0546141,0.74458355,1.0957793,0.7180579,0.82023835,1.082697,1.0453296,0.846647,1.0876826,0.59177864,0.9577668,1.1098862,1.0392125,1.004569,1.1468726,1.2118292,1.3688879,0.84413475,1.1033688,0.7273297,0.9277488,0.95733607,1.0574994,0.75032043,0.6881097,0.84480023,1.1902974,0.82262236,1.1322645,1.169644,1.1297693,1.1713917,0.5678797,1.0790553,0.53063226,1.1015595,1.1487871,1.1270053,1.4628679,1.1170864,1.197679,1.4398079,1.3055328,0.9537332,0.81417507,0.7570933,1.2656713,1.0594122,1.3726578,0.76292354,0.984443,0.0,1.2207855,1.0595543,0.84614074,1.4438305,0.9758611,1.2945627,0.97429603,0.9136591,0.9804252,1.1661972,0.8622438,0.80794966,1.0902588,1.3281415,1.3668804,0.87686867,0.76404655,0.80277,0.79272854,0.9831074,0.9661395,1.0838164,0.71023357,0.8593775,1.090207,0.9009832,0.9348779,0.7984501,0.9466588,0.90589035,1.1738809,1.3103198,1.021581,1.2556651,1.0847528,1.2259145,0.7084219,0.91202265,0.65070534,1.1734425,0.9977749,1.103939,0.86549914,0.850451,1.0434674,0.5393759,1.1115363,0.94977516,0.94553524,1.2590475,1.033295,0.80819184,1.1296253,1.0825716,1.1422791,0.9138685,0.90616596,0.963089,0.94755155,1.011816,0.5864365,0.94197947,0.8212136
meat,0.85699886,1.1739049,1.0741572,1.0163444,1.1209788,1.0866902,0.958492,1.2098396,0.9478504,1.1101168,1.1376537,0.9480322,0.8777106,1.0476787,1.0451987,1.2088412,1.1033387,1.2577085,1.0876437,0.9800432,0.79090744,1.0447325,1.0199691,1.2487779,1.1193552,1.0894256,1.105623,1.133447,0.90026283,1.2128118,1.0337929,0.8389201,0.9254547,0.8505666,0.9563638,1.0670354,0.56992483,1.2388949,0.8659232,1.2228518,0.89410627,1.1525526,1.1067789,1.1199267,1.0812162,0.92848027,1.1036537,0.90400386,1.0023519,0.8569882,1.1191193,0.9345193,1.0538173,1.1907482,1.2412721,0.99391764,0.8204097,1.1066589,0.96604025,1.0509679,0.8676858,0.95700264,0.9785142,1.2811666,1.1076534,0.84974915,0.91330296,0.8545999,0.96145993,1.2128545,0.9235233,1.2207855,0.0,0.69096327,0.97188616,0.81724983,0.8539685,0.81436545,1.1863623,0.92165637,1.2585372,1.0582464,1.2042482,1.0305231,0.94778883,0.8807746,0.924012,0.91945726,1.2690586,1.2114215,1.0814016,1.0496,1.1379863,0.6317829,0.9916449,0.8422277,0.96727246,1.1533519,0.90476096,1.214694,1.0000733,1.112478,0.6487534,1.1513711,0.9668796,0.89162004,1.1754491,0.97417295,1.1936905,1.1104898,1.0265638,0.7965734,1.2381306,0.9208755,0.9981043,1.2379284,0.701742,1.184283,0.9117483,1.1271955,1.1090945,0.8895526,0.9340414,1.0404631,1.1973457,1.1346287,0.9347127,1.0200437,1.2041768,0.92225194,0.9839017,0.9002795,1.2414187,1.3316545,0.96876293
melon,0.9378523,1.0804553,0.7549741,1.15557,0.75932443,0.84865344,0.7328407,1.1221433,1.0645708,1.2272333,1.0471735,1.0793191,0.8712505,1.0034792,1.1216319,1.0140569,0.9482886,1.0499115,0.72342175,1.0102144,0.7217657,0.9593835,0.88894606,1.0824119,1.0860358,0.92799747,1.2222798,1.0384852,0.9138387,1.0178134,1.165539,1.124237,1.00705,1.0685455,0.8338083,1.1694411,0.7979459,1.0417066,1.1639141,0.9546345,1.0013884,1.1897231,1.0890976,1.248857,1.0371845,0.8805193,1.0297742,0.5393384,1.2300497,1.012564,1.0522302,0.943788,1.1130338,1.1210991,1.1146969,0.85025394,1.023141,1.0913818,1.1243641,0.83482337,1.1048,1.0657055,1.0691757,1.1429175,1.1647807,1.1205666,1.1652191,0.8584952,1.1835705,1.1010947,1.2371633,1.0595543,0.69096327,0.0,1.1078174,0.95801675,1.0666305,0.88104546,1.0273447,0.85568297,1.1807593,1.107629,0.9524355,1.1262792,1.0769532,1.0967247,1.2064143,0.9257346,1.1168861,1.0776548,0.87237453,0.82895035,1.0830723,0.59439635,1.085375,0.498286,0.9098588,0.8401083,1.0500968,1.2141798,1.1686789,0.95346105,0.6661392,1.1244781,1.0379956,1.1648082,1.1582117,1.1719518,1.1240249,1.1971794,0.7548899,0.8213085,1.0720792,1.0311894,1.0015017,1.1414077,0.50104386,0.9653855,1.0029857,0.9235124,1.2265913,1.1420603,0.9943679,0.677584,1.1026713,1.0527024,1.0268035,1.0004193,0.803447,0.6540735,1.0271132,0.91043526,1.262919,1.1626396,1.2060851
milk,1.0027512,1.0557246,1.2533075,1.0867859,1.1547543,1.0024165,1.2010444,0.8292062,1.0274224,1.0013865,1.01707,0.96797997,0.89611125,1.144359,1.0792158,1.1283898,0.7216778,0.99215645,1.0561036,0.6894931,1.2475326,0.9381889,0.9463382,0.8316965,0.99644464,1.1270362,1.0107266,0.927158,0.85994303,0.9954243,0.8858181,0.95019394,0.84296155,1.0744241,1.0071136,1.009701,0.8516965,1.161005,0.82324743,1.009339,0.95254767,1.0424154,0.99444956,0.8057485,0.85782754,0.88996184,1.1576493,1.0891689,1.0431985,0.956473,1.1993176,1.1546896,0.86713946,1.2416573,1.0737342,1.1094624,0.96399826,1.2520556,1.1934059,1.0244671,1.0020487,1.2617044,1.1608534,1.2490946,1.0534228,0.9609238,1.0138814,0.51349115,1.1035953,1.0701622,0.8382857,0.84614074,0.97188616,1.1078174,0.0,1.0243849,0.88033867,1.0417713,1.2244165,0.93093556,1.1890488,1.1772985,1.150105,0.6733228,1.0629976,1.0386956,1.1170712,0.6124035,1.1598282,1.1235936,0.9727653,1.194366,1.007836,1.0492094,0.83372873,0.97253746,0.97967654,1.1263696,0.6465728,0.7924541,0.7816289,0.9871643,1.0129164,1.1721195,1.1252155,0.9909094,1.0542487,1.0508591,1.0260276,1.0687604,0.86154926,1.0183954,1.2573416,1.0580996,0.86659634,0.9101932,1.0578207,1.1096418,0.89768106,1.1203561,0.9396575,1.0343716,0.8883469,1.0517234,1.2274874,1.2632563,1.0661027,0.9859128,1.1536071,0.8305948,0.92837185,0.9374116,0.6982788,1.2381569,0.8732144
mitten,0.60363173,1.0057836,1.3435231,0.7003544,1.2552948,1.2503095,1.3211238,1.241907,0.9554854,0.8320067,1.0309654,0.7427253,0.7854799,0.8692439,0.65303624,1.0131856,1.0906028,1.4782428,1.3585689,1.0833528,1.2963829,1.1891779,0.77170783,1.4576817,1.2568355,1.2050767,0.92545325,1.0353363,1.0022339,1.408926,1.0321126,0.7955067,0.8587352,0.82375026,0.7447289,0.76192117,0.641101,1.4303827,0.8258774,1.4843552,0.81235266,1.0580912,0.78384936,1.1202086,1.0448735,1.1804368,0.9160521,1.2721314,0.86517876,0.876289,1.1047744,0.84655267,1.2583214,1.1370738,1.5283974,0.7464075,0.79075086,1.0658494,0.352337,1.1003921,0.814883,0.8245826,0.7446215,1.3185208,1.1392692,1.0354337,0.6911197,0.8727318,0.6546544,1.3898573,0.9185548,1.4438305,0.81724983,0.95801675,1.0243849,0.0,0.81154263,0.63545597,1.3457873,1.1394209,1.1094615,0.9301801,1.4448254,1.1009972,0.7806984,0.63519377,0.6650897,0.94921076,1.394803,1.3940243,1.0788901,1.2731365,0.85587347,1.0823979,1.0962663,1.1863234,0.6930573,1.2977169,0.9724877,1.1722906,1.0244622,0.94484115,0.88998294,0.83499664,0.86179084,0.6658311,0.8459103,0.84371465,1.307839,1.0369081,1.2268755,0.8630122,1.306296,0.8400465,1.147577,1.1991926,1.0000396,1.4882991,0.8100939,1.2187272,1.0214913,0.7006042,0.85528284,1.3950833,1.1550801,1.1767921,0.86253494,1.2288803,1.224005,0.9579706,0.9606083,0.89972275,1.3522992,1.3659935,1.0337176
motorcycle,1.0049418,1.015488,1.2438037,1.0105851,1.3166068,1.0818683,1.1986072,1.1202153,1.0002129,1.0632784,0.965408,0.95573807,1.0276928,1.1058196,1.0866771,1.075548,1.1016876,1.1771876,1.2153089,0.97788846,1.2318375,1.0747617,1.0201994,1.165886,0.95255476,1.2382174,0.98488283,0.98257095,1.0129818,1.1423244,0.93040454,0.81794786,0.87824124,1.0159334,0.910872,1.0201254,0.9274454,1.2329105,0.81589055,1.1928601,0.9217104,0.95500994,0.9494908,0.8306751,0.94789714,1.0508583,0.93646395,1.2038033,0.9037615,0.89466953,1.1105149,0.9505945,1.0435764,1.1136984,1.1210105,1.1439238,0.8843501,0.997988,0.81912005,1.1080872,0.8147328,1.0171763,0.96408165,1.0936775,1.0379928,0.907488,0.8789547,0.8497183,0.934634,1.042053,0.73931885,0.9758611,0.8539685,1.0666305,0.88033867,0.81154263,0.0,0.88560843,1.2058325,1.2067598,0.9431192,0.962164,1.3006552,0.7971644,1.1041696,0.996256,0.8872691,0.9725467,1.1764369,1.2210872,1.0540786,1.1368334,1.1284986,1.0890907,0.96521926,1.1450629,0.89752066,1.3103136,0.9802943,1.020689,0.7541902,1.1153829,0.9634139,0.8965642,0.99408233,0.8838709,0.9726368,0.8774725,1.1073394,1.1075017,0.93982387,1.0628643,1.1234249,0.9027641,0.9640646,1.0277292,0.9932098,1.099359,0.8403509,1.0695771,0.7707838,0.8603709,0.84879404,1.2825522,1.1018887,1.0733768,1.0240035,1.2348201,1.331508,1.0083276,0.9859837,0.77728176,1.0492344,1.1080908,0.79966563
muffin,1.0387163,1.0145692,1.0702866,0.9513922,0.9422572,1.0419476,1.1532524,1.1312339,1.1275121,1.072526,1.0112325,1.0409728,0.9847893,1.1136576,1.0323879,1.1027473,1.1074997,1.2364042,1.1265905,1.0841682,0.9592995,1.0052044,0.894037,1.2846038,1.2128848,1.0474256,1.0128216,1.1638832,0.86182,1.0509124,1.1169425,1.0083001,0.94807804,0.89412993,0.33152896,1.0351015,0.59594804,1.2343421,1.0636438,1.1731968,1.0103989,1.0947311,0.95100796,1.123281,1.0884304,1.1490563,0.9480291,0.9238564,1.0937775,0.9386993,0.9067377,0.9009711,1.1871352,0.9815422,1.322083,1.0188134,0.9445695,1.0171821,0.77150106,0.8235012,0.9344453,0.646914,0.7475716,1.1371377,1.1569722,0.9948827,0.9670519,0.81984615,0.93999624,1.2507995,1.0518754,1.2945627,0.81436545,0.88104546,1.0417713,0.63545597,0.88560843,0.0,1.036316,1.1727585,0.96735215,0.7612927,1.1063838,1.0786616,0.9310632,0.92051196,0.9300083,1.0144882,1.2200459,1.193495,1.253866,1.0555022,1.1904548,0.8764293,1.1419015,1.0414646,0.9622534,1.0613383,1.1017888,1.1416328,1.0962715,1.0722725,0.8174653,0.8532453,1.2039601,0.90722066,0.99858075,0.9122283,1.2223655,1.0942752,1.1946585,1.0514039,1.0940181,1.0249137,0.90399826,1.1121424,0.7679842,1.3050916,0.9443159,1.0267632,1.132583,0.9483527,0.99327046,1.133324,0.956525,1.0313169,0.9111695,1.1649233,1.0832133,0.98823315,1.1013755,0.95655227,1.2244346,1.1639066,1.0547768
nail,1.4475474,0.7202354,0.3574381,1.3212359,0.48332518,0.7946292,0.6690801,1.063384,1.3801736,1.33532,0.83530796,1.4826356,1.2251955,1.0005424,1.3550682,0.89014715,1.0179495,0.35453498,0.7464186,1.353049,0.5744645,0.98884755,1.2855192,0.7580667,0.76369476,0.5749179,1.1632016,1.3084886,1.203726,0.4904946,1.2836474,1.3573055,1.3873961,1.0293497,1.0313425,1.3696586,1.2819355,0.3529843,1.5109855,0.3893612,1.3225262,1.0178305,1.0056821,1.3049695,1.2988403,0.9302357,0.68258774,0.6028473,1.2081409,1.0443753,0.65079194,0.7872857,1.0172694,0.6052695,0.6502021,1.1384645,1.1847682,0.48935735,1.0636299,0.38931155,1.0427108,0.68436635,0.9995343,0.22349131,0.8968649,1.2526779,1.3560935,1.2353116,1.2624393,0.7296452,1.3956473,0.97429603,1.1863623,1.0273447,1.2244165,1.3457873,1.2058325,1.036316,0.0,0.93194425,0.63664705,0.6273962,0.25988817,1.3093051,1.1569437,1.3379838,1.26207,1.2970555,0.48762447,0.53992444,1.0470724,0.6301868,1.1640334,1.0538073,1.1808338,1.0285963,1.227005,0.5596195,1.2781472,1.1469216,1.413554,0.9963514,1.2010835,0.7928433,1.2964084,1.3089242,1.059333,1.1087008,0.9172652,1.125332,1.2344246,1.3251383,0.30554122,1.2768366,0.8946904,0.7773906,1.0627507,0.8142568,1.1661718,0.40772855,1.1794404,1.3741744,1.4792638,0.56682193,0.39283812,0.2749653,1.1198997,0.79288936,0.48639756,1.3807951,1.1771367,1.1624882,1.0779394,0.2529111,1.2163962
napkin,1.1085428,0.851189,0.8987675,1.2005049,1.0258163,0.96941835,0.8314264,0.7769784,1.0852689,0.9716995,0.77709645,1.0980662,0.94023347,1.1654123,1.0215248,1.0012835,0.78246486,0.8636962,0.63865614,0.7245158,0.7802584,0.9022845,1.1107978,0.5734256,0.98756117,0.8666299,1.1364617,0.80228865,0.94369125,0.84782463,1.2978166,1.180501,1.1069354,0.9770909,1.1450957,1.1846578,1.0661892,0.78260565,1.2387564,0.7550801,1.2050376,1.0824012,1.1756235,1.141017,0.89928687,0.48080558,1.1228162,0.80015117,1.0991111,1.2648975,0.9114697,0.9444274,0.97217697,0.8085902,0.6736275,1.0583836,1.2491577,1.0568743,1.027958,0.9734457,1.3594079,1.1604759,1.0800577,0.9019603,0.9242172,0.9758022,1.4061054,1.1042035,1.2684491,0.59752876,1.34147,0.9136591,0.92165637,0.85568297,0.93093556,1.1394209,1.2067598,1.1727585,0.93194425,0.0,0.92554116,1.0560156,0.83590937,1.024987,1.119838,1.2950664,1.2433106,0.6312334,0.79455924,0.8072236,1.0620893,0.76856196,0.62069774,0.86741626,1.0877148,0.6713784,1.0112779,1.0381266,0.7598097,0.8818582,1.2274773,1.1171447,1.0563303,1.0780514,0.99426174,1.3852787,0.93757236,1.0489779,0.8465789,1.1245946,0.61378145,0.9559679,0.764901,1.1242136,0.76550317,0.56751835,0.79475635,0.63976604,1.0105094,0.8964271,1.0825952,1.3780267,1.1651123,0.6834301,0.8803381,0.9300448,1.0316356,0.19376671,1.0099605,0.81260383,1.2201662,1.1746528,0.9652762,0.90873975,1.2301116
necklace,1.3054276,0.7033275,0.7432585,0.96483374,0.95417905,1.0210829,0.8517838,0.80552256,1.3641615,1.2138855,0.5277303,1.4103291,1.166504,1.1575364,1.1378379,0.8129083,0.97519326,0.7176397,0.8918927,1.203886,0.8373915,1.021833,1.1585042,0.79095113,0.9628101,0.65961534,1.1116859,1.174824,1.2328942,0.8125531,1.3501184,1.2350843,1.3697498,1.0637546,1.139343,1.3226802,1.2294757,0.5817131,1.4614325,0.74260175,1.3523328,0.9348446,0.99330187,1.243062,1.1687697,0.85250974,0.6934955,1.018054,1.2495594,1.1442403,0.58488333,0.7599086,0.99195296,0.36022246,0.6014115,1.1091441,1.2439439,0.51129043,0.61721873,0.74814826,1.0881482,0.66831553,0.73871374,0.50415385,0.8114455,1.1032251,1.2233715,1.1517544,1.052527,0.53013444,1.3878562,0.9804252,1.2585372,1.1807593,1.1890488,1.1094615,0.9431192,0.96735215,0.63664705,0.92554116,0.0,0.6051438,0.77293754,1.1964949,1.1311165,1.240595,1.010643,1.1474053,0.5431333,0.63845336,1.0698419,0.65294296,0.9059358,1.1505821,1.1027898,1.1346153,1.0356448,0.9142431,1.1670487,0.9441209,1.3216,1.0241623,1.2562695,0.5567392,1.0362561,1.1783388,0.7367624,0.79352134,0.8649124,1.0892882,1.1402129,1.2441458,0.404073,1.2821681,0.8697406,0.688201,0.9503105,0.6371144,1.1922436,0.70859164,1.0456028,1.2370739,1.4551458,0.92746776,0.4453833,0.55614746,0.9602418,0.69446814,0.93239087,1.3041538,1.2400572,1.3289568,0.9676415,0.34925592,1.2152331
nose,1.1553062,0.8049019,0.84469664,1.0780442,0.96169645,1.124319,1.0107132,1.1150506,1.1767359,1.1724471,0.97979015,1.2693489,1.1154264,1.0098433,1.1492877,1.0985829,1.2305304,0.97531927,1.1119331,1.2011665,0.8270551,1.1493621,1.1602529,1.1004918,1.1131299,0.76166403,1.060707,1.257231,1.0626435,0.9698113,1.1696985,1.0927956,1.198757,0.9542935,1.039843,1.2168689,0.99016654,0.9303749,1.1950269,0.99048364,1.0532396,1.0299658,0.90058625,1.1544417,1.1081825,1.0017562,0.6290672,0.97775716,1.0994895,0.9290173,0.55020636,0.97021145,1.1524553,0.5613329,1.0457355,0.97633094,0.9734214,0.47856975,0.776331,0.7302698,0.84187335,0.7103136,0.6072939,0.7750634,1.0451206,1.0615832,1.159149,1.0620134,1.0241747,1.0171386,1.1374605,1.1661972,1.0582464,1.107629,1.1772985,0.9301801,0.962164,0.7612927,0.6273962,1.0560156,0.6051438,0.0,0.87858933,1.1901065,0.9538459,1.1384243,0.98668647,1.2251339,0.94832397,0.90310144,1.10353,0.88643515,1.1902072,1.0645272,1.2260945,1.1185894,1.0580237,0.94572484,1.1134768,1.0837785,1.2013814,0.936706,1.1411374,0.58153784,1.059985,1.1024413,0.96074736,0.8784237,1.0301809,0.99803454,1.2299788,1.1745062,0.61593384,1.1973004,0.9142194,0.9426752,0.9717488,1.0904936,1.0092376,0.83479667,1.1518431,1.1313953,1.2605932,1.0824935,0.5106609,0.6413473,0.8286422,0.9771783,1.0185667,1.2698805,1.2288294,1.1497825,1.1586488,0.651144,1.0304085
orange,1.3982103,0.91233635,0.23968267,1.4197592,0.30992955,0.7111912,0.48425978,0.86422074,1.3622047,1.3181199,0.78293145,1.4838986,1.277993,0.9748238,1.3870392,0.78943086,0.92519504,0.21113497,0.50672853,1.1620238,0.47292858,0.93200976,1.2332752,0.5269235,0.6369715,0.5080764,1.1004757,1.1503538,1.0998853,0.4800452,1.3249352,1.3940159,1.3623216,1.1249278,1.0586712,1.3966348,1.3387947,0.31320775,1.5434372,0.23248637,1.2995474,0.923298,0.98373264,1.2635436,1.2629023,0.875368,0.9765572,0.47636843,1.2551942,1.2190509,0.8645688,0.7959559,0.9313636,0.8232451,0.5136872,1.081639,1.2879257,0.836058,1.2105365,0.612503,1.2603956,0.90668803,1.258549,0.28695184,0.8143901,1.3123944,1.4579501,1.116051,1.4365587,0.646964,1.4675456,0.8622438,1.2042482,0.9524355,1.150105,1.4448254,1.3006552,1.1063838,0.25988817,0.83590937,0.77293754,0.87858933,0.0,1.2583587,1.1213102,1.4093847,1.4359256,1.2518463,0.48972452,0.538911,1.012904,0.56949973,1.0993947,0.93614227,1.1166469,0.9134755,1.1328838,0.2967285,1.1923406,1.0162897,1.3712204,0.8185362,1.22846,1.0774575,1.3124146,1.4118162,1.0951217,1.2336386,0.75677013,1.1813475,1.0832326,1.2716086,0.39453983,1.2826834,0.9065022,0.78287905,0.94529396,0.65270764,1.1380206,0.3442675,1.0334085,1.4838321,1.4434196,0.40266877,0.65404177,0.48556107,1.2528149,0.6866305,0.2986027,1.2108473,1.1456002,1.1555098,0.91064954,0.40273923,1.2727367
oven,1.0517929,1.1550204,1.3494797,0.97835296,1.2914798,1.0679998,1.2232769,0.84750146,0.7046671,0.9150871,1.0250642,0.7941407,0.92656124,1.1845318,1.0277879,1.1923151,0.8598951,1.1134772,1.1276617,0.6257412,1.2632341,1.1043494,1.0165601,0.8233184,0.9878317,1.248351,1.0240092,0.89869,0.97751004,1.05482,0.75197566,0.8198037,0.8289919,1.0138351,1.048691,0.92914337,0.9318109,1.2489885,0.59669125,1.1126499,0.9122631,1.1200476,1.157484,0.3165493,0.3934859,1.0113966,1.2337841,1.2746714,0.9566035,0.9786801,1.2163494,1.3238345,1.0024356,1.2063518,0.9696579,1.1964242,0.8631327,1.2413368,1.2097068,1.286069,1.0112836,1.2277993,1.1254264,1.266534,1.1060544,0.79538405,0.91785187,0.85676944,0.9541912,0.9613833,0.61266494,0.80794966,1.0305231,1.1262792,0.6733228,1.1009972,0.7971644,1.0786616,1.3093051,1.024987,1.1964949,1.1901065,1.2583587,0.0,1.0614445,1.0266241,0.9405951,0.62597615,1.1960652,1.2184354,1.0873423,1.2780285,1.0151806,1.0548573,1.0044483,1.0346494,1.0989271,1.2600433,0.8028631,0.6749692,0.29507697,1.1514573,0.9367732,1.1888483,1.0751388,0.94281983,1.1102377,1.0029677,1.0312048,0.7521366,0.5794585,1.0299903,1.2804389,0.86861324,0.8728748,1.0166008,1.0850371,0.998017,0.97566545,1.2630144,0.9546398,0.88690734,0.80932224,1.2053815,1.2673373,1.2956724,1.1281888,1.10261,1.3136674,0.80717266,0.99329644,0.87465274,0.6735668,1.228245,0.6387385
