,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jeans,0.5853908,0.9896478,1.497272,1.082699,0.30365938,1.2562351,1.3661026,1.3266892,1.2037565,0.54891187,0.36925972,1.2329257,0.30846322,0.49187082,0.9574326,0.6198584,1.2446433,0.9432228,1.538293,1.4809239,1.0929736,1.3620057,1.0721157,1.0933956,1.3021399,1.4518054,1.2560155,1.2410588,0.90224534,0.8734193,1.0164418,1.4313296,0.81353253,1.3799686,0.68902314,0.71434534,1.2343385,1.2028842,0.37785345,1.072309,1.4561058,0.68763876,1.5858951,1.1074711,1.2164589,0.8830811,1.011995,1.127395,1.0734091,1.4179146,0.6599688,0.68567747,1.0056479,1.2674071,1.2520568,1.1801077,1.4067547,1.1149892,1.293114,1.0455043,0.6154653,1.0376941,0.6743008,1.4270875,0.56418467,1.2297353,1.3472637,1.0163792,0.31430876,1.0393165,0.0,1.3721193,0.84667474,1.4559875,1.2535691,1.0622605,0.5180974,0.96447843,0.86051625,1.0229036,1.3155202,1.4213947,1.1730002,0.88029456,1.3337104,1.090795,0.7511653,0.1730892,0.2379123,0.674592,1.4407296,1.4372799,1.4280268,1.1965649,1.1680337,1.254923,1.3863745,1.2776533,1.382439,1.0156326,1.3816009,0.95314604,0.8189785,1.1902289,1.0394377,0.8579415,0.92950225,0.27347177,0.88709086,0.41178155,1.142397,0.8478773,1.1879253,0.45198357,1.357374,1.4631429,0.8235427,1.0196826,1.4075785,1.4475737,0.8341466,1.3769736,0.8233787,0.3194359,0.56000805,1.3855019,1.0501919,1.017546,0.6156119,1.3631732,1.171047,0.8624989,0.9294224,0.759821,1.1235869,1.2721374,0.69679946
knife,1.3442323,0.95070446,0.87304854,1.029481,1.319761,1.1207012,0.9896492,0.7648538,0.7858509,1.3587811,1.3935227,0.709261,1.3951513,1.4485626,1.0288895,1.2497237,0.8562323,1.006649,0.632507,0.6953213,0.9101012,0.79651916,0.7628293,0.9940137,0.7490494,0.5528709,0.8788745,0.7651315,1.1577604,0.99502224,1.1156476,0.6738693,1.1616333,0.7493972,1.2081047,1.1501083,1.0119771,0.7795222,1.4196477,1.0302457,0.4929213,1.2206099,0.7056608,1.0473858,0.92008835,1.1819808,0.8910545,0.90239394,1.0430518,0.8784429,1.3019824,1.4041089,0.8740942,0.9642624,0.9425232,0.7808572,0.25551093,1.1362604,0.9418485,1.0078554,0.9893034,1.0243134,1.3716487,0.807294,1.1864018,0.7815995,0.8965366,0.7429652,1.3730462,0.9709318,1.3721193,0.0,1.1321635,0.683046,0.9748064,1.0862811,1.3554434,1.1811948,1.1411284,1.2223871,0.8458734,0.47075188,0.6436628,1.120077,0.9210298,0.86362463,1.2864611,1.291522,1.2950135,1.2795231,0.4270448,0.36956948,0.76083124,0.84645134,0.98557615,0.803349,0.750122,0.9335261,0.8264858,0.7532549,0.7568336,1.0623535,1.1036203,0.9659008,1.1656188,1.129722,0.83984745,1.4532157,0.88349384,1.345512,0.7855295,1.1325661,0.7067981,1.3312457,0.6801744,0.82159126,0.861934,1.0728959,0.24639392,0.71750796,0.98148537,0.76909363,0.9357079,1.4115171,1.2986523,0.83833563,0.8575949,0.93408006,1.1177324,0.53936315,1.0202723,1.083791,1.2243844,1.2694886,0.7052856,0.58731735,1.3466665
ladder,0.82247174,1.2155391,1.4143976,0.98252285,0.84484375,1.2742883,1.160876,1.0682524,0.87564075,0.6702087,0.7098291,1.2825809,0.7147571,0.8846566,1.0617659,0.77899766,1.2081767,0.9647844,1.2485296,1.2339026,0.83196765,1.2734417,0.5794821,0.9211651,1.2015371,1.1429558,1.1291713,1.335494,0.8553151,0.46435833,1.102931,1.2271038,0.5248594,1.1759348,0.5471623,0.7737329,1.2850878,1.2006341,0.6980761,0.99024725,1.3048594,0.5444386,1.2865832,0.92165136,0.96398854,0.5276856,0.76056576,1.0094161,1.249643,1.4251491,0.8805989,0.9892589,1.3103498,1.2518485,0.9178987,1.1385558,1.159072,1.0980746,1.1264156,1.2048478,1.0923228,1.1382991,0.94523036,1.2728859,1.0202439,1.3856752,1.182939,0.9454362,0.8096521,0.9532684,0.84667474,1.1321635,0.0,0.93662286,1.2118585,0.9827122,0.9022943,0.8485327,1.0523672,1.0112817,1.4120162,1.1089145,1.31071,1.0942038,1.3779566,0.7661295,0.97112346,0.8184497,0.806492,0.86746705,1.2951255,1.3068293,1.2955489,1.0831667,1.0637935,0.88184965,1.1722398,1.0460721,1.369369,1.0484624,1.2116618,1.1815081,0.57666475,0.990179,1.193779,0.87080824,0.88566065,0.8450563,1.0803229,0.91176295,1.0193954,0.8004714,0.8367164,0.6026325,1.3780637,1.292702,1.1062399,0.99071,1.1678019,1.0770214,0.6534326,1.2793728,0.64898175,0.7784816,0.5159595,1.1426843,1.3312612,1.1045043,0.71457046,1.1723543,1.0391816,0.80071807,0.8827487,0.81604147,0.5582142,1.4008744,0.6472484
lamp,1.2966311,1.1162084,0.80057216,1.0151198,1.3625896,0.88270634,0.41132498,0.92786145,0.82769763,1.0658467,1.2363085,0.8100221,1.316185,1.4004073,1.126337,1.1132972,0.87983096,1.1212478,0.6211147,0.68475395,1.0282071,1.0618021,0.75225353,0.9292613,0.71795076,0.6243366,0.83645296,0.9854373,1.1133755,0.9082311,1.2179378,0.45543098,0.9499285,0.7281448,1.015848,1.1234004,1.0503148,1.0357053,1.2843828,1.1539141,0.7522186,1.0629977,0.56428814,1.0411079,0.97571266,0.84658253,0.783059,0.8276371,1.1042739,0.7832527,1.0776415,1.2526913,1.1831837,0.89220446,0.77824044,1.0460466,0.5255003,1.1024795,0.7167995,1.1508491,1.3912506,1.240603,1.2534385,0.9694558,1.3772099,0.9545631,0.7199911,0.88490576,1.2951949,1.1445802,1.4559875,0.683046,0.93662286,0.0,0.9225056,1.0115889,1.4830977,1.2313583,1.16243,0.90712917,0.91612864,0.769721,0.9177432,1.2664492,0.99053156,0.8335675,1.1419202,1.4367721,1.3705715,1.2601432,0.6860993,0.7173233,0.80296344,0.7505437,0.9869331,0.6822423,0.7481178,0.8086163,0.9252218,0.9664216,0.7759043,1.2202101,0.9726,1.00618,1.0914822,1.1448953,1.0813466,1.3557811,1.2297926,1.3111421,0.93938315,0.90693337,0.574932,1.1253372,0.9448465,0.7922278,1.0840234,1.0399883,0.6388836,0.54971385,0.909601,0.7877704,1.1655934,1.2944949,1.1562538,0.8508207,1.1067687,1.1148208,1.2181739,0.78069186,1.126113,1.1219758,0.89904636,1.2900319,0.7503835,0.92804635,1.014048
melon,1.208138,1.008311,0.54400176,0.57954335,1.2144914,0.45868897,0.5574281,0.68259794,0.9381886,1.1667845,1.2181051,1.1521457,1.2212721,1.1036862,1.2246814,1.1733942,1.0215359,0.9973208,0.9159421,0.52290463,0.8812325,0.5391133,1.0364051,0.90715885,0.79037523,1.0114087,1.0228586,0.951512,1.1238816,1.0427566,0.76411486,0.9677087,1.23629,1.0415334,1.2184556,1.2773182,0.7918854,0.93854743,1.2320182,0.7876391,1.0142193,1.2171695,0.78573483,0.9984647,0.9104786,1.2677847,0.9709234,0.7841899,1.0826707,0.4425199,1.1669755,1.186836,1.0840433,0.95567954,1.0535682,1.0882792,0.9464324,0.83294123,0.63396156,1.2351007,1.1111256,0.8140851,1.2604626,0.9099472,1.1580622,1.0426629,1.01845,0.999577,1.2606194,1.0180881,1.2535691,0.9748064,1.2118585,0.9225056,0.0,0.80222195,1.027386,1.2217001,1.0447018,0.94864994,0.9670188,0.8228016,1.2286134,1.1483543,0.8112359,1.1077859,1.1162999,1.3486527,1.3069679,1.0973037,1.0557317,0.9922203,0.90352166,0.9781929,0.7929561,1.0567994,0.56416196,0.8911251,0.6275742,0.99304515,0.967481,1.0338948,1.2113994,1.0837836,1.0071571,1.1947672,1.0504884,1.3124219,1.0770899,1.2187672,0.73508716,1.0823795,0.9501192,1.1764878,1.0577899,0.20054132,0.9938092,0.8407315,0.80519366,0.9455458,1.2016572,0.95178455,1.3048191,1.2823093,1.1242256,0.6763881,1.0168887,0.9636279,1.2371129,0.9910721,0.6625197,0.8704909,1.1410835,1.2103347,1.1931443,1.0324018,1.300518
milk,0.98388493,1.1282716,1.1629146,0.8116445,0.9759625,1.0160205,0.96408147,1.1031535,0.8420119,0.89620024,0.9283398,1.198849,0.97567546,0.82259566,1.1187495,1.0083982,1.1419705,0.7657548,0.8600843,0.88765913,0.68844974,1.0684043,0.9124037,0.6138119,1.0467101,1.0821186,1.1254267,1.1443827,0.99311554,0.97002697,1.0581366,1.0321412,0.961864,1.0524889,0.9954929,1.0450679,1.1532639,1.1514251,0.9401994,0.96751153,1.210866,0.88921535,0.9398717,1.0130197,1.0860628,0.9515102,0.85270727,0.7713102,1.1175408,1.058736,0.96357054,0.93992364,1.1754929,1.148113,1.0630438,1.2381235,1.0875678,1.0080887,0.7860512,1.1921115,1.1064881,0.8569907,0.9473223,1.1817119,1.027672,1.2781357,1.051174,1.0655597,0.98416424,0.7296209,1.0622605,1.0862811,0.9827122,1.0115889,0.80222195,0.0,0.97086215,1.000403,0.96475923,0.98909503,1.2140529,1.052583,1.2497525,1.0831559,1.2099171,0.8151728,1.0109334,1.0967699,1.0434823,0.8546428,1.2516294,1.2335722,1.2106916,1.0767132,0.98869205,1.0186865,0.900031,1.0169741,1.1775334,0.9865767,1.0328016,1.089618,0.8625029,1.0407829,1.0648594,0.9992974,0.8579095,0.9793169,1.086664,1.0307508,0.9145836,0.91922575,0.8833615,0.9660555,1.2781872,0.9121075,1.0632434,0.81946504,0.96766734,1.0677444,1.1034108,1.1876631,0.9712865,0.9521354,0.9049424,0.94574,1.1452605,0.9512067,0.95101243,1.1411253,0.94623333,0.76949203,0.9731706,0.95605206,0.9128851,1.2327659,0.96227324
mitten,0.52377874,0.8145316,1.4388173,0.7877084,0.53364575,0.9457003,1.244225,1.2725792,1.0070277,0.9493905,0.7573411,1.3974874,0.62662,0.42460752,1.0816997,0.68119,1.2762758,0.81400645,1.4909776,1.3758826,0.9828657,1.1908423,1.0456617,0.930086,1.2524532,1.4440994,1.2601881,1.276574,0.83021146,0.9094185,0.9310033,1.4416757,0.98476636,1.4243166,0.8003713,0.8859683,1.1494862,1.1870304,0.6535325,0.8514581,1.486411,0.8505199,1.5147779,0.95813626,1.0130254,0.9895561,1.0200683,1.0701786,1.0178467,1.379434,0.9476929,0.88145846,1.0423388,1.109726,1.0613419,0.9722864,1.3424219,0.7555324,1.1763262,1.0509025,0.3262949,0.6974281,0.8480034,1.3243085,0.5203824,1.1540692,1.3289429,0.9738184,0.7431477,0.9106858,0.5180974,1.3554434,0.9022943,1.4830977,1.027386,0.97086215,0.0,0.82052207,0.9184691,0.88930994,1.400732,1.2016845,1.2291434,0.8493426,1.3636119,1.0549308,0.6705198,0.5045605,0.6525987,0.5855986,1.499774,1.426609,1.4914906,1.0916198,1.0672041,1.0916704,1.2254845,1.2179396,1.2980373,0.8811182,1.288172,0.8163862,1.0015634,1.0091989,0.97130424,0.7193368,0.71882683,0.6715757,0.52728593,0.59930587,1.0765431,1.1288325,1.2699665,0.7883177,1.3992677,1.2799867,0.5786629,0.9176211,1.2585276,1.2893659,1.009436,1.4508116,0.7844204,0.70374095,0.755216,1.2233521,1.0478265,0.82713467,0.6250395,1.22584,0.77073467,0.8688929,1.0966061,0.82612026,1.0562075,1.285075,0.9385992
motorcycle,0.74045986,1.0050522,1.2192627,1.1610295,0.9179077,1.1300942,1.2076302,1.117204,1.1654348,0.9860808,0.98228216,1.0976667,0.9676319,0.92204356,0.8410705,1.0161338,1.0136977,1.0371941,1.2075918,1.2617164,1.0387058,1.1298523,1.011549,1.0550257,1.1496304,1.2102637,0.95389456,1.0613604,0.7971796,0.889059,1.0493017,1.175098,0.92809606,1.2236984,0.8644058,0.9419457,1.0735645,0.91124076,0.9147909,1.0995781,1.2004596,0.89689386,1.2817707,0.805967,0.8581772,0.896037,1.0377288,1.0750761,0.95827234,1.2772789,1.0467386,0.8768998,1.0191238,1.0179747,1.003286,0.97016793,1.2637111,0.8420934,1.2232575,0.9069486,0.8658236,0.9466015,0.84530544,1.0607979,0.9281556,1.070312,0.98343974,1.0658618,0.93361104,0.89776826,0.96447843,1.1811948,0.8485327,1.2313583,1.2217001,1.000403,0.82052207,0.0,0.93318117,0.8929659,1.1578482,1.1835754,1.0721935,0.90649706,1.1706798,1.0425917,0.9724145,0.85017085,0.78377527,0.90707606,1.1757823,1.234565,1.19185,1.1606206,1.0628366,1.1225748,1.1896935,1.0132856,1.2058412,1.060762,1.1092813,0.89758444,1.0092051,0.671235,0.92460394,0.82150334,0.91643417,0.84577113,0.9489959,0.81549454,1.1168606,1.1704994,1.1085527,1.0723342,1.0618353,1.2312329,1.0689603,1.0638758,1.2209659,1.0230607,0.97352386,1.2117825,0.5651608,0.8589161,0.8761364,1.1934357,1.055252,1.0793258,0.85874575,1.175867,0.9348155,0.9903285,1.01765,0.55025184,0.87130916,1.1503117,0.90300584
mouth,0.9374099,0.99297273,1.1264758,0.91066384,0.876523,1.0873313,1.0890183,1.0692351,1.2296259,0.97634435,0.9784349,1.1421583,0.93443817,0.8780314,1.0725818,0.9905027,1.0777925,1.0796858,1.2517681,1.1989875,1.1920228,1.1329682,1.0685972,1.1033839,1.0520738,1.2645816,1.1626655,1.1000448,1.0715806,1.1494855,0.95906293,1.1874822,1.0533333,1.1945887,0.9675123,0.95593023,1.0608124,1.0235224,0.95620096,0.99346244,1.0977165,1.0555,1.2408189,1.1382655,1.2279961,1.0881988,1.034641,1.140147,0.70435196,1.1250986,0.9909122,0.65793633,0.81592846,1.037782,1.0474801,1.0925689,1.1752989,0.96671325,1.0302125,0.6430316,1.0248902,0.91473544,0.7547662,1.1370349,0.71431524,1.1491294,1.1930597,1.0763583,0.8967081,1.0445435,0.86051625,1.1411284,1.0523672,1.16243,1.0447018,0.96475923,0.9184691,0.93318117,0.0,0.9521679,0.99571913,1.2680876,0.8831196,0.60987175,1.06707,1.1505547,0.8241596,0.8901211,0.8922502,0.9392379,1.1229436,1.0670022,1.1446095,1.2535363,1.0745866,1.1254202,1.0959785,1.1709939,1.1564302,1.2364752,1.1549398,0.82469535,1.0800539,1.1273565,0.8919273,0.89849156,0.95186853,0.83760947,1.1062628,0.90665585,1.0923605,1.1044314,1.1621422,0.94587356,1.0310915,1.1971867,1.068561,1.0301329,1.1043947,1.1354235,0.96792084,1.1008171,1.051887,0.8919191,1.0081363,1.1809483,0.83536696,0.5600208,0.8137684,1.2381316,1.0810032,0.96914846,1.035078,0.9753439,1.1581457,0.98308325,1.0366721
muffin,0.7005622,1.1438578,1.1241856,1.0194968,1.0148093,0.7519514,0.8254374,1.200129,1.1081918,0.90645146,0.9810285,1.2239945,0.98614585,0.9340925,0.97844625,0.9640171,1.0851705,1.0933018,1.2060843,1.0907184,1.1679006,1.1032888,0.83917487,0.9657974,1.1284305,1.2347214,0.9905679,1.2314734,0.7901639,1.0586345,0.88596547,1.0481225,0.9380813,1.223954,0.89020455,0.98064876,1.015142,1.1274482,0.9874308,0.94130737,1.2758913,0.91812474,1.1596322,0.96705526,1.0429627,0.9044119,0.95074874,1.0547006,0.9653163,0.9962135,0.8993284,0.90623164,1.1750406,0.9043778,0.9102029,1.1923046,1.0599767,0.9263694,0.9704796,1.071088,1.1374737,1.0763203,0.8904023,1.1661966,0.98131806,1.1922946,0.9098756,0.96232766,1.0545726,1.0008087,1.0229036,1.2223871,1.0112817,0.90712917,0.94864994,0.98909503,0.88930994,0.8929659,0.9521679,0.0,1.1607096,1.258579,1.2087156,0.9729104,1.1458882,0.97281915,0.7228364,0.98090106,0.9981232,0.92186385,1.2571958,1.2986472,1.2308228,1.0353786,0.99756426,0.80291486,1.0719666,1.0008123,1.1128101,1.2003684,1.0739714,0.8303895,0.93694437,0.83841497,0.86116993,0.9044667,1.058455,0.9715458,1.1697626,0.93187714,1.0497558,1.0239469,1.0217676,1.0054085,1.2179074,1.0482423,1.1034542,0.8124499,1.032647,0.9895985,0.8334676,1.2546775,0.97211695,0.96600294,0.9645134,1.1347339,1.1788114,1.0209099,0.92784446,1.2026998,1.0566393,0.9515621,0.89369863,0.9228296,1.0322025,1.2830498,0.86383605
nail,1.4628348,0.7482459,0.28326654,1.2177672,1.2455652,0.81072867,0.8820332,0.78722364,1.1515199,1.3305562,1.3900131,0.39115536,1.3818719,1.418271,0.95807207,1.430083,0.6639979,1.2664123,0.48588133,0.89777166,1.3210509,0.74565136,1.2334883,1.2949889,0.92206955,0.5751155,0.8720305,0.28557396,1.2536726,1.3752136,1.1409926,0.7350558,1.346266,0.41173983,1.3575412,1.2966497,0.6096464,0.6690931,1.422456,1.1058153,0.2481457,1.4252737,0.4879328,1.2294995,1.1584088,1.3067908,1.3362212,1.0203984,0.54296255,0.3203107,1.2492552,1.0847259,0.44737387,0.84277236,1.0838039,0.6516458,0.91422945,1.2000905,1.1604537,0.6728619,1.099062,0.98843604,1.1441389,0.5343236,1.1380882,0.40010482,0.8809521,1.172895,1.2770393,1.2054622,1.3155202,0.8458734,1.4120162,0.91612864,0.9670188,1.2140529,1.400732,1.1578482,0.99571913,1.1607096,0.0,0.79078394,0.41552937,0.7872088,0.168643,1.3150969,1.2141972,1.3062878,1.246947,1.3517396,0.36518103,0.40536678,0.31548882,1.0058068,1.1437016,1.1333182,1.0022686,1.0581251,0.475743,1.1975465,0.7731842,0.9382303,1.4119034,1.1540298,0.81703556,1.2228011,1.3000828,1.2924042,1.1160938,1.2433187,1.1249104,1.1201487,1.2229257,1.3353884,0.14755917,0.7297799,1.0595182,1.2836952,0.9632044,0.73859304,1.2747419,0.25013173,1.2692581,1.3597126,1.5092885,0.9021947,0.42453426,1.0558454,1.3384024,0.6259611,1.0954777,1.4201825,1.1822984,1.1394928,1.2276644,0.30555654,1.3132997
napkin,1.4348865,0.84063196,0.7661351,1.0409391,1.3934445,1.076497,0.9613725,0.6051464,0.64225155,1.389092,1.4002582,0.58172536,1.4399874,1.3204609,1.0755937,1.1065725,0.88007313,0.9662276,0.6025557,0.656112,0.7810436,0.60552794,0.99132544,1.0319537,0.7956543,0.41924596,0.98435146,0.61551726,1.2570529,0.90142465,1.0213639,0.75978917,1.1484675,0.6234749,1.2400868,1.0729387,0.9259342,0.6213767,1.42101,0.90542483,0.48927522,1.2280232,0.5955358,1.1268009,0.9998433,1.1929587,0.9231546,0.5982646,1.0402251,0.70556515,1.3734864,1.4932677,0.8621166,0.8457883,0.9408256,0.623966,0.5265238,1.0879152,1.026099,1.1067504,0.871569,0.94752014,1.5065975,0.7192796,1.2921562,0.6333152,0.94090563,0.8172161,1.4379973,1.0540926,1.4213947,0.47075188,1.1089145,0.769721,0.8228016,1.052583,1.2016845,1.1835754,1.2680876,1.258579,0.79078394,0.0,0.68152463,1.1570917,0.8290869,0.94584405,1.255187,1.2878325,1.3515569,1.1594663,0.44083458,0.5148273,0.5778936,0.58572465,0.95449615,0.8680546,0.61286306,1.0474833,0.81481695,0.75105953,0.84265363,1.180367,1.2023647,1.0830044,1.019236,1.2463315,0.9657925,1.4833715,0.81741244,1.3150249,0.9561044,0.9924344,0.6959179,1.3322599,0.6172969,0.56139576,0.7143337,1.0723729,0.56543654,0.77784103,1.100062,0.6285925,1.105745,1.5078204,1.347764,0.750147,0.89073133,0.9352528,1.2958925,0.16312873,0.99713236,1.1450956,1.286053,1.2205534,1.0231484,0.73273075,1.4266874
necklace,1.3946927,0.60414517,0.7094979,1.2742095,1.133011,1.1328417,1.0712612,0.90014267,1.170166,1.4122245,1.4240845,0.4057743,1.391227,1.319732,0.8854319,1.2851663,0.8000998,1.2654477,0.69705284,1.1275041,1.3285747,0.91927314,1.2340122,1.3203064,0.9378339,0.5263983,0.9418451,0.4229982,1.2432563,1.2947481,1.1406144,0.78320897,1.2738631,0.6249434,1.2643445,1.2194682,0.8250143,0.6529857,1.416724,1.2016417,0.4086163,1.4636903,0.79629534,1.2384415,1.1543757,1.2580214,1.2613285,1.0001858,0.40969998,0.76390815,1.3223555,1.0929128,0.29812104,0.8733891,1.0025553,0.47767603,0.75219154,1.1823242,1.2221675,0.39866018,0.7766408,1.0902215,1.0916544,0.6852726,0.89671516,0.41838634,0.91796905,0.957357,1.179251,1.1440778,1.1730002,0.6436628,1.31071,0.9177432,1.2286134,1.2497525,1.2291434,1.0721935,0.8831196,1.2087156,0.41552937,0.68152463,0.0,0.477773,0.6355447,1.252348,1.0721142,1.0573659,1.0638772,1.2811207,0.41783822,0.44274378,0.56145704,0.93502414,1.2359667,1.001649,1.1946816,1.1381711,0.7990744,1.0280716,0.93624675,0.7990652,1.3632376,1.1105645,0.79755116,1.0772638,1.1483579,1.196811,0.90950716,1.080698,1.2068895,1.2183747,1.1751637,1.3315625,0.30469644,1.0666257,0.7208046,1.3213328,0.83852744,0.7781617,1.0941933,0.5656427,1.0496873,1.2554138,1.5365219,1.101856,0.35496795,0.86442506,1.1718326,0.49587554,1.2609525,1.4672818,1.2455484,1.1537426,1.1292057,0.2852019,1.3292084
nose,1.054827,0.72624326,1.0572807,1.0653776,0.7934928,1.1289549,1.2157112,1.164887,1.3147755,1.0798315,1.1259912,1.0161377,1.0272931,0.9046012,0.9080846,1.1440401,1.0821941,1.1499996,1.2816544,1.3206793,1.3072078,1.1056365,1.17309,1.2416171,1.1173246,1.1723557,1.2149304,0.8280008,1.1207104,1.2662679,0.9591587,1.18172,1.0597107,1.0960879,1.0213826,1.0558727,0.9096112,0.9766617,1.0934381,1.04086,0.9985005,1.1988983,1.264901,1.2320721,1.2712667,1.1111323,1.1308448,1.0994941,0.3604021,1.0068994,1.0737246,0.76355296,0.42604208,1.0669324,1.1332269,0.75720567,1.1371567,1.075321,1.2432058,0.34343946,0.80159795,0.9991592,0.7810653,1.0189753,0.5087743,0.88083476,1.19885,1.0248607,0.93407136,1.1127676,0.88029456,1.120077,1.0942038,1.2664492,1.1483543,1.0831559,0.8493426,0.90649706,0.60987175,0.9729104,0.7872088,1.1570917,0.477773,0.0,0.90569365,1.1866127,0.6778935,0.8069434,0.8772479,0.9023127,1.0458857,0.9978441,1.048507,1.262591,1.1813862,1.1695553,1.2020067,1.2751034,1.1269069,1.2723527,1.2590617,0.55187356,1.1527226,1.1728754,0.71854544,0.8838658,1.0272088,0.89157593,1.0603205,0.9104842,1.1515669,1.1460224,1.2493746,1.0578442,0.79276437,1.2599053,0.82676244,1.0959259,1.0795873,1.0864313,0.9959975,1.0848435,1.0474085,0.9374398,1.1722624,1.2963061,0.46514642,0.74938214,0.82764924,1.0584533,1.2283078,1.1474462,1.1207619,0.9976197,1.2412468,0.71003735,1.0371457
orange,1.442259,0.8058583,0.1890598,1.1104013,1.2659194,0.6382904,0.8255919,0.59756726,1.1667511,1.3642921,1.4034318,0.55932707,1.3649647,1.3757472,1.0331141,1.4089847,0.73096555,1.2706586,0.5462255,0.7737267,1.2320368,0.51994044,1.2386572,1.2406671,0.9074205,0.68200314,0.9385891,0.25847596,1.2343698,1.3407261,1.0049314,0.80795616,1.3961947,0.5279389,1.3993313,1.3375348,0.53891146,0.60765445,1.4131024,0.93339896,0.35590333,1.454992,0.52154934,1.1290698,1.0540226,1.3808274,1.3536375,0.9961339,0.73730373,0.23812401,1.2365468,1.11821,0.6134666,0.8008832,1.05919,0.7290146,0.9914299,1.0961493,1.0331746,0.83365256,1.1698933,1.0328795,1.1851337,0.47710544,1.219634,0.4975686,0.8684402,1.1435461,1.2724178,1.1231551,1.3337104,0.9210298,1.3779566,0.99053156,0.8112359,1.2099171,1.3636119,1.1706798,1.06707,1.1458882,0.168643,0.8290869,0.6355447,0.90569365,0.0,1.3262517,1.2891527,1.3271325,1.2526945,1.3424532,0.4964469,0.47316116,0.33423674,1.0770581,0.97930956,1.1482167,0.89862424,0.9798306,0.22884595,1.1740646,0.7450404,1.0018413,1.394531,1.1471373,0.81151915,1.2701478,1.3319981,1.2839326,1.0917225,1.2449274,1.0099362,1.154747,1.2893345,1.3190572,0.28277016,0.5670624,1.1268196,1.2033609,0.978049,0.85704637,1.2736056,0.33005786,1.2997689,1.3533071,1.4554808,0.8032163,0.5639423,1.0675255,1.407141,0.7318052,0.9672377,1.3158817,1.1582327,1.1658328,1.2442802,0.46496183,1.3699844
oven,1.0567307,1.1426696,1.3257847,0.9781655,1.0321561,1.246523,1.069387,1.2373087,0.61165065,0.77991474,0.90714455,1.1974884,0.93038106,1.0919645,1.1351181,0.97619057,1.1328878,0.80802995,0.9739806,0.9537117,0.63900244,1.1949995,0.83633184,0.587829,1.0984257,0.8508017,0.94378066,1.3124096,0.95541537,0.83622605,1.1229098,0.98983353,0.538162,1.007434,0.9226374,0.97044426,1.1800228,1.2686272,0.8782572,1.1042944,1.216029,0.67200166,0.9781796,0.9704691,0.9930338,0.5062516,0.4089284,1.0200272,1.1449511,1.3023493,0.8855206,1.0657977,1.277287,1.2308817,1.0805687,1.253313,0.8499732,1.1748979,0.9221422,1.2241662,1.1157346,1.0845523,1.0664562,1.186838,1.0999185,1.28739,1.030606,0.8761282,1.0076827,0.87510353,1.090795,0.86362463,0.7661295,0.8335675,1.1077859,0.8151728,1.0549308,1.0425917,1.1505547,0.97281915,1.3150969,0.94584405,1.252348,1.1866127,1.3262517,0.0,1.035583,1.0466698,0.9902228,0.9484324,1.1887684,1.1390703,1.266385,0.96501553,0.96063143,0.96380234,1.0410233,0.95672745,1.2467961,0.8182672,0.8599836,1.1838524,0.31283182,0.9914493,1.1600323,0.9202399,0.89025813,1.0400012,1.0696405,1.0176703,0.8919456,0.79235876,0.52992,0.9291052,1.3547063,1.1348011,1.1227622,0.9692518,0.9645425,0.8789141,1.0000173,1.180893,0.7910243,0.95244,0.8647481,1.0026103,1.2764516,1.0694425,0.96677023,1.0100614,1.0680861,0.82993174,0.92016417,0.97374606,0.68472296,1.1558573,0.71591973
