,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sprinkler,1.266918,0.89327365,0.75437474,0.9573474,1.3029326,0.93324333,0.7497818,0.97242695,0.93827397,1.293447,1.4115996,0.74782485,1.3440783,1.399811,1.003425,1.2726928,0.8337593,1.1357712,0.5895896,0.8528584,1.0437901,0.98244077,0.9503711,0.9930831,0.8396121,0.6534173,0.74312013,0.91262025,1.0963199,1.1489339,1.148823,0.63611174,0.99347544,0.67670506,1.1906221,1.2526112,0.98303753,1.0421375,1.3792074,1.0508744,0.66831404,1.2260115,0.5611536,0.9536692,0.7867977,0.9588917,0.90204895,0.9358394,0.91148543,0.80008096,1.2079511,1.3105986,0.90881646,0.9093801,0.817611,0.85684013,0.66265154,1.06862,0.81032073,1.0121353,1.0936803,1.0079752,1.2762424,0.8181304,1.1383076,0.82474005,0.73065805,0.9634839,1.3603182,1.1137805,1.4475737,0.71750796,1.0770214,0.54971385,0.9455458,1.0677444,1.2893659,1.0230607,1.1354235,0.9895985,0.73859304,0.77784103,0.7781617,1.0864313,0.85704637,0.8789141,1.1221156,1.3835342,1.3892564,1.2957866,0.6560194,0.61237985,0.7551368,0.83777046,1.0156912,0.8039468,0.9526341,0.7891262,0.8843526,0.8805342,0.7046063,1.083378,1.1108532,0.8829756,1.1140867,1.0060166,0.9507411,1.4289387,1.0380758,1.2862122,1.0162239,1.1895697,0.88354117,1.3016218,0.7339753,0.8403058,0.9826753,1.1297123,0.7527187,0.0,1.078743,0.7260212,1.022764,1.3921762,1.3695495,0.9510443,0.887726,0.97138166,1.0499407,0.7491176,0.98893535,1.2222707,1.0425287,1.1658231,0.8463825,0.6592404,1.1419519
stick,0.8471122,1.3115475,1.3200178,1.0990204,0.7865228,1.2460895,1.1391549,1.1369219,1.0234051,0.7680006,0.85128456,1.1442096,0.82727194,0.87419236,0.96573424,0.8528639,1.1511836,1.0742217,1.1781306,1.1373658,1.077958,1.2419055,0.75715786,1.0321999,1.0925081,1.081017,1.1917365,1.2632308,0.95740163,0.87199926,0.941933,1.1110873,0.71608293,1.1556399,0.75802934,0.6153746,1.2254086,1.230025,0.90826356,0.9955531,1.166213,0.82943445,1.1871885,1.0400295,1.0599535,0.8609642,0.9061841,1.1040016,1.2630394,1.2722226,0.8031434,0.94755423,1.1670558,1.1919267,0.9627302,1.1210743,0.80123436,1.11904,1.0831679,1.032482,1.0952125,1.2097178,0.93351805,1.1815236,0.8707149,1.2187288,1.0478936,0.91919273,0.9293668,1.0263522,0.8341466,0.98148537,0.6534326,0.909601,1.2016572,1.1034108,1.009436,0.97352386,0.96792084,0.8334676,1.2747419,1.100062,1.0941933,0.9959975,1.2736056,1.0000173,0.6434556,0.68069047,0.93694234,0.94960874,1.1150241,1.1182913,1.1992902,1.114646,1.040445,0.938375,1.1090178,1.0464355,1.260329,1.0832808,1.0868114,0.95459294,0.77418435,1.0429889,1.175358,0.9619569,0.73612636,0.84623927,1.1948812,0.989495,1.0325758,0.7140162,0.8919495,0.667002,1.2224791,1.2791268,1.0056411,0.9795874,0.87532246,1.078743,0.0,1.2520194,0.8766262,0.87751675,0.8218434,1.2345737,1.2848467,0.9981443,0.5788742,1.0922296,1.2112327,0.97602075,0.92612255,1.1459529,0.8145982,1.1864892,0.86145526
strawberry,1.4763805,0.86753637,0.29055893,1.1436855,1.371654,0.84559953,0.8332762,0.61777544,1.0049139,1.3833278,1.3948429,0.35754168,1.4254054,1.4820682,1.0164155,1.31656,0.6828136,1.181802,0.38557857,0.75330174,1.1054472,0.7246492,1.1478238,1.1881764,0.8364473,0.459791,0.78381336,0.39658737,1.2577925,1.2289313,1.145243,0.67697626,1.2787701,0.30840164,1.3571287,1.2846822,0.72533673,0.6301031,1.408404,1.1322331,0.24641371,1.3905743,0.40003705,1.1544212,1.0724878,1.2297161,1.2360038,0.95218277,0.7708296,0.47607213,1.3042431,1.2309657,0.69565415,0.75928843,0.89698863,0.750592,0.83451337,1.1087255,1.0492747,0.9326822,1.1522771,1.0199705,1.2511572,0.5743133,1.2980531,0.4689883,0.7904285,1.0744507,1.3223004,1.1782794,1.3769736,0.76909363,1.2793728,0.7877704,0.95178455,1.1876631,1.4508116,1.2117825,1.1008171,1.2546775,0.25013173,0.6285925,0.5656427,1.0848435,0.33005786,1.180893,1.3592286,1.3710083,1.3312986,1.4166689,0.32731843,0.40279514,0.24508274,0.84628356,1.0797427,1.0057818,0.9242058,0.94297373,0.49543846,1.0352476,0.6764086,1.1648332,1.3228364,1.0685806,0.8786897,1.2516295,1.2781657,1.3690472,1.0986739,1.291287,1.0710553,1.1080836,1.0745441,1.3712862,0.31140894,0.6831036,1.1005065,1.2198745,0.92482215,0.7260212,1.2520194,0.0,1.2629868,1.4063303,1.4603071,0.7649407,0.6587332,1.0846648,1.4175764,0.4792691,0.9910052,1.3398511,1.1383687,1.2051464,1.0890335,0.5226976,1.3347332
stroller,0.83027995,1.0806653,1.4009602,1.1470284,0.86133325,1.298382,1.292759,1.2440641,0.9857983,0.8780615,0.88456255,1.1066426,0.81161547,1.0058933,1.0710164,0.99112433,1.0905507,1.1177096,1.1105137,1.3441377,1.0110456,1.2656019,0.8213248,0.87470245,1.2740364,0.98743546,0.87981236,1.2035234,0.7115582,0.65429616,1.1937041,1.2365263,0.81666684,1.1610959,0.7417566,0.95569575,1.2329268,1.143225,0.75605917,1.1457833,1.2571207,0.7856251,1.3060056,0.8563391,0.94102997,0.6045076,0.90591234,0.9610374,0.9972846,1.3881176,0.9575292,0.9125826,1.1193281,1.1964648,1.0562159,1.0873765,1.1003112,1.1372242,1.2543368,1.0603937,0.7568123,1.1639678,0.82128346,1.225435,0.92682207,1.046167,1.1040885,0.9569744,0.78683674,0.8811573,0.8233787,0.9357079,0.64898175,1.1655934,1.3048191,0.9712865,0.7844204,0.5651608,1.051887,0.97211695,1.2692581,1.105745,1.0496873,1.0474085,1.2997689,0.7910243,0.9446982,0.7190894,0.6179042,0.98284876,1.245734,1.2854519,1.3068967,1.1466222,1.1597884,1.0317976,1.3146465,1.1190783,1.2928998,0.7689943,1.1020862,0.967488,0.68724436,0.87117237,1.129843,0.6486404,0.87263876,0.7698235,0.8656385,0.8074932,0.96569693,0.99746317,0.99549663,0.91788733,1.1992522,1.3679247,1.0552568,1.1414838,1.1187009,1.022764,0.8766262,1.2629868,0.0,0.71284956,0.7272991,1.3509802,1.1286929,1.1196449,0.7780747,1.0701356,1.1174403,0.9215646,0.97672194,0.61105716,0.4144101,1.1908283,0.7354749
sweater,0.62408376,1.2018306,1.4798716,1.1215538,0.46722782,1.2676935,1.2976358,1.3690426,1.2190441,0.48830974,0.45527232,1.3175261,0.45706117,0.6064039,0.97382087,0.722564,1.2270082,1.0392103,1.4777414,1.467659,1.1140448,1.4209704,1.0141526,1.0107158,1.3124243,1.4586685,1.1586983,1.3045033,0.79461336,0.88316125,1.0716883,1.3680384,0.74246395,1.3989817,0.7173357,0.75182325,1.1989791,1.2430348,0.4408186,1.1492385,1.5203016,0.69422954,1.5490721,0.9955527,1.1445048,0.6647322,0.97853285,1.0858467,1.0822841,1.4482179,0.70185894,0.47276068,1.1472224,1.2197206,1.2351198,1.3148195,1.4522172,1.0764341,1.2304683,1.0366449,0.87965685,1.171007,0.3903572,1.414442,0.69927955,1.3023572,1.2010015,1.0495629,0.16324735,1.0511808,0.3194359,1.4115171,0.7784816,1.2944949,1.2823093,0.9521354,0.70374095,0.8589161,0.8919191,0.96600294,1.3597126,1.5078204,1.2554138,0.9374398,1.3533071,0.95244,0.79421884,0.32669115,0.2604866,0.73518544,1.5007803,1.5060954,1.4401116,1.2468841,1.1151795,1.236064,1.3646882,1.1709718,1.4006484,1.078917,1.3545673,1.0113535,0.6363694,1.1009167,1.1129943,0.7141359,1.0183368,0.12526685,1.1434584,0.4806702,1.0843915,0.8024756,1.1218507,0.57664025,1.4407668,1.4700557,1.1304133,1.0111699,1.4434562,1.3921762,0.87751675,1.4063303,0.71284956,0.0,0.5287572,1.4258932,1.1988953,1.1373186,0.6773317,1.4451774,1.2289153,0.7990031,0.82195866,0.618856,0.99522185,1.4062862,0.5478746
table,0.623047,1.3355353,1.5179485,1.0084245,0.6413527,1.1477677,1.1761277,1.3704123,0.9650525,0.38946354,0.29107392,1.4589844,0.35111856,0.52822125,1.1177324,0.6513699,1.3040059,0.7469952,1.4864078,1.1738275,0.7393789,1.3218098,0.7451879,0.73675674,1.2684087,1.4443707,1.2452486,1.5373858,0.7849364,0.44577765,0.98097,1.3186159,0.6899493,1.4105824,0.2217524,0.7752812,1.3258746,1.3277955,0.30836606,1.0583348,1.5997014,0.44729662,1.4199138,0.94040173,1.0866936,0.65261775,0.7439952,1.142708,1.3286746,1.4437885,0.5919916,0.81751287,1.4312124,1.3267752,1.1334121,1.4584079,1.3745103,1.0300534,1.0547432,1.3020539,1.103559,1.0769894,0.821906,1.4285039,0.90427357,1.4980216,1.3235204,1.0803269,0.5704818,0.9049938,0.56000805,1.2986523,0.5159595,1.1562538,1.1242256,0.9049424,0.755216,0.8761364,1.0081363,0.9645134,1.5092885,1.347764,1.5365219,1.1722624,1.4554808,0.8647481,0.88234067,0.65450877,0.6755234,0.53518057,1.5657501,1.5541104,1.5229526,1.2226132,0.96124655,1.1656039,0.9762154,1.1520208,1.4177969,1.0438726,1.2255983,1.1145686,0.575132,1.0629336,1.1370815,0.84920466,0.8236305,0.5729741,1.1204005,0.84186584,0.84110314,0.7264256,0.8143111,0.5134704,1.592854,1.3197496,1.1697354,0.8116367,1.217706,1.3695495,0.8218434,1.4603071,0.7272991,0.5287572,0.0,1.1192871,1.4724138,1.1345181,0.6900597,1.5435175,0.9401885,0.38300902,0.799689,0.7804917,0.81760854,1.5541459,0.57998526
tape,1.2425773,0.97787154,0.646615,0.8562968,1.4317294,0.6417802,0.66344863,0.69255024,0.73888135,1.2455696,1.2149987,0.99095464,1.3021059,1.0856167,1.1504067,1.1510173,0.8953161,0.69166654,0.69087523,0.5175923,0.5928841,0.71805006,1.1209929,0.88165355,0.78803164,0.7965827,0.92229766,0.9605224,1.144584,1.012589,0.8520645,0.71213996,1.2100502,0.8620353,1.1431524,1.1722786,0.86077,0.88291043,1.2514415,0.9983539,0.81479114,1.1298897,0.58651876,0.8673849,0.76429385,1.2412488,1.0063683,1.012425,1.1594288,0.7394452,1.0984,1.2928007,1.1683443,0.8498957,0.8823898,0.9777295,0.8368255,0.8255673,0.6749442,1.1490083,1.1786243,0.70852375,1.3963292,0.6974435,1.3675627,0.8911864,0.78651327,1.0529495,1.3268131,0.8057924,1.3855019,0.83833563,1.1426843,0.8508207,0.6763881,0.94574,1.2233521,1.1934357,1.1809483,1.1347339,0.9021947,0.750147,1.101856,1.2963061,0.8032163,1.0026103,1.2362372,1.4833044,1.4342675,1.0328606,0.8629974,0.81489235,0.77163064,0.8728348,0.7978642,1.0194799,0.59781814,0.6625447,0.6316996,0.8361449,0.72328955,1.1539028,1.2071415,0.8460698,0.99081933,1.3656609,0.96721363,1.4241184,0.7999183,1.3056101,0.9018816,1.1287695,0.9275979,1.2546731,0.88361084,0.51440924,1.0439794,0.9334178,0.7731319,0.9510443,1.2345737,0.7649407,1.3509802,1.4258932,1.1192871,0.0,1.0975933,0.9849898,1.3582405,0.94740546,0.5107836,1.0160568,1.2151225,1.2541013,1.0212486,0.86024547,1.3691329
toe,1.3035796,0.39968848,0.6980672,1.1594437,0.8940675,1.0042468,1.0950942,0.9392905,1.2227954,1.3239055,1.3770816,0.7348094,1.2677848,1.2922155,0.88961095,1.3876746,0.91226727,1.2696284,0.84598136,1.1146847,1.3234689,0.83179724,1.250818,1.3281136,1.0337743,0.8097398,1.0434364,0.39862692,1.1951952,1.3319037,0.9468629,0.9338022,1.3043106,0.79672635,1.3153999,1.3130974,0.64125735,0.7825041,1.3410289,1.0244758,0.61262,1.4148049,0.925086,1.19102,1.1145751,1.2863436,1.2649832,0.96341026,0.35807753,0.6473793,1.3189266,0.9725939,0.1689173,0.9711983,1.0737928,0.44895327,0.95595056,1.172361,1.1680957,0.5504825,0.73860836,0.992582,0.99359316,0.74831736,0.58973193,0.59387225,1.0240977,1.0123016,1.1425668,1.1554313,1.0501919,0.8575949,1.3312612,1.1067687,1.0168887,1.1452605,1.0478265,1.055252,0.83536696,1.1788114,0.42453426,0.89073133,0.35496795,0.46514642,0.5639423,1.2764516,1.0807904,1.0845119,1.0117114,1.2233424,0.6806688,0.63311964,0.7095617,1.0975925,1.1650497,1.0846996,1.1647791,1.1125582,0.7245854,1.1610266,1.0455334,0.7119034,1.398022,1.0885152,0.82361734,1.0370308,1.2448987,1.1624738,0.849054,1.0098612,1.1444557,1.2566223,1.3028316,1.2886674,0.4189211,0.92819023,0.74701,1.2379726,0.97188294,0.887726,1.2848467,0.6587332,1.1286929,1.1988953,1.4724138,1.0975933,0.0,0.8471049,1.101865,0.7138628,1.1840568,1.4047047,1.2404234,1.140765,1.2044053,0.39942992,1.3048173
tooth,0.99769133,0.897845,1.091192,0.75210595,0.9667612,1.01182,1.0132129,0.9992041,1.1053817,1.1923413,1.1544685,1.1238773,1.1010554,0.7559885,1.0545589,1.0414501,1.1127133,0.85747635,1.1183342,1.0836035,1.0156286,0.96496814,1.0707364,1.0555993,0.95227,1.127817,1.2397298,1.0250322,1.1568842,1.1410403,0.8854958,1.0354701,1.1215087,1.1222305,1.0845336,1.0308539,1.0729203,0.96557146,1.1538117,0.82136774,1.0183092,1.1117494,1.1412504,1.1523497,1.1689233,1.1872474,0.97604394,0.98112744,0.8022474,1.0704294,1.1464549,1.0423068,0.8111073,0.9564407,0.998044,0.8847315,0.94980067,0.8496287,1.0477301,0.8937389,0.9083561,0.71783286,1.0956634,1.0501708,0.72437537,1.1435523,1.0885035,1.0154355,1.0786208,0.90363383,1.017546,0.93408006,1.1045043,1.1148208,0.9636279,0.9512067,0.82713467,1.0793258,0.5600208,1.0209099,1.0558454,0.9352528,0.86442506,0.74938214,1.0675255,1.0694425,0.89309657,0.9874223,1.0413688,0.77972424,1.0375047,0.9628864,1.1219796,1.1276522,0.95016634,1.0135446,0.89379114,1.1646532,1.1054637,1.0677958,1.0549178,0.8565349,1.169559,1.0456407,0.8863014,0.9655885,0.8005547,1.1050562,0.8228042,1.036286,1.1007288,1.1378471,1.0706625,1.029738,1.0415026,1.092534,0.83226323,0.9951116,0.8736104,0.97138166,0.9981443,1.0846648,1.1196449,1.1373186,1.1345181,0.9849898,0.8471049,0.0,0.8321696,0.9792633,0.95010734,1.0356998,1.0953432,1.1688999,1.1890948,0.90629977,1.1916728
toothbrush,0.68957305,1.168936,1.5205033,0.9631889,0.48445278,1.2096834,1.2198057,1.3062909,1.1050624,0.72281766,0.76513994,1.3509724,0.6520705,0.57752573,0.9673942,0.92886806,1.2963389,0.8507841,1.3744531,1.3789463,1.0253998,1.3870404,0.73188436,0.8835723,1.2900839,1.3729777,1.297031,1.3473352,0.99610835,0.9976884,0.92957217,1.2832447,0.73187405,1.2924342,0.6961382,0.68106127,1.3075607,1.306648,0.7723472,0.9490126,1.2849464,0.77113944,1.3757255,1.0944878,1.1193087,0.8489805,0.9092434,1.1782854,1.0826775,1.4587922,0.75663275,0.82340264,0.95811874,1.2471522,1.0609871,1.2000561,1.0888247,1.0445937,1.1457499,0.9770332,0.82397044,0.8303573,0.80069005,1.3735583,0.35865176,1.4115548,1.362613,0.9965147,0.74600065,0.94918936,0.6156119,1.1177324,0.71457046,1.2181739,1.2371129,0.95101243,0.6250395,0.85874575,0.8137684,0.92784446,1.3384024,1.2958925,1.1718326,0.82764924,1.407141,0.96677023,0.65357494,0.56693375,0.7999409,0.583021,1.2618897,1.146153,1.4498438,1.3257387,1.1143142,1.1221243,1.2307154,1.2084744,1.4437765,1.163704,1.2282557,0.9088478,0.78310484,1.0962337,1.1357098,0.76317096,0.50756514,0.7106314,1.085753,0.88806754,0.99766535,0.93678206,1.060873,0.70723885,1.3917633,1.4675697,0.8465246,0.90336,0.9858833,1.0499407,0.5788742,1.4175764,0.7780747,0.6773317,0.6900597,1.3582405,1.101865,0.8321696,0.0,1.320894,1.016964,0.81579536,0.97361916,0.9135003,0.83668804,1.1527808,0.8077316
towel,1.4015115,0.7643103,0.7030717,1.1457185,1.3246636,1.1159657,1.0182855,0.6483855,0.74583185,1.4621056,1.4549704,0.42937338,1.458419,1.479059,0.95520765,1.1160429,0.81048334,1.1728586,0.50626224,0.8424353,1.0414662,0.74185896,1.0057365,1.1745158,0.7842777,0.32702446,0.8644792,0.4636436,1.2236793,1.0200207,1.1139214,0.72525454,1.1880043,0.45455742,1.344085,1.0810615,0.8600489,0.6227035,1.4504905,1.0001379,0.3499775,1.3100327,0.5906907,1.1341479,1.0049045,1.170781,1.1034629,0.6286007,0.8310824,0.69118625,1.3813678,1.427889,0.6764418,0.800417,0.90219855,0.527447,0.5671829,1.1597923,1.1476707,0.9883179,0.7989054,1.0371968,1.3878423,0.6998711,1.2353363,0.49648964,0.8629495,0.82495785,1.3920152,1.1201196,1.3631732,0.53936315,1.1723543,0.78069186,0.9910721,1.1411253,1.22584,1.175867,1.2381316,1.2026998,0.6259611,0.16312873,0.49587554,1.0584533,0.7318052,1.0100614,1.213453,1.2182062,1.2502663,1.379163,0.361346,0.44165725,0.49154562,0.54520154,1.1505198,0.75566953,0.9400853,1.048016,0.7747719,0.8393644,0.8351841,1.0924058,1.2419735,1.0728608,0.92143345,1.1919414,1.1437815,1.4042857,0.84201026,1.2145724,1.1653013,1.0341743,0.8918906,1.3310295,0.46980458,0.73024225,0.6784705,1.2513212,0.73113334,0.7491176,1.0922296,0.4792691,1.0701356,1.4451774,1.5435175,0.94740546,0.7138628,0.9792633,1.320894,0.0,1.121978,1.4417243,1.2380539,1.1787512,1.0014238,0.61775,1.3621652
toy,0.88145244,1.0885102,0.7985309,0.7712252,1.2565541,0.52935094,0.77579814,0.76710033,0.8895919,1.2034426,1.0079851,1.1644126,1.0664172,0.7752672,1.0859165,1.0092577,0.97962314,0.4793948,0.9769993,0.92181516,0.60556734,0.8648249,1.0246384,0.8559728,0.952698,1.116832,1.0042014,1.1070826,1.0374584,0.9921974,0.9809679,0.98568165,1.2007712,1.059206,1.0394449,1.1246359,1.0335081,0.8819126,1.0208552,0.9538019,0.9463314,1.0399228,0.9246093,0.7466852,0.6647582,1.2685493,1.0691746,1.1260209,1.2169654,0.983731,1.050144,1.1307149,1.1976949,0.76261127,0.8442756,1.0742401,1.094955,0.39429474,0.8861763,1.1722283,0.9970884,0.46243155,1.2254496,0.904168,1.1312726,0.9776939,0.9314025,1.0107969,1.1776469,0.89059854,1.171047,1.0202723,1.0391816,1.126113,0.6625197,0.94623333,0.77073467,0.9348155,1.0810032,1.0566393,1.0954777,0.99713236,1.2609525,1.2283078,0.9672377,1.0680861,1.1525935,1.2303345,1.2591248,0.79488355,1.0228106,0.928126,0.9761062,1.0499883,0.88921094,1.1045352,0.87832284,0.75252503,0.7763802,0.77987796,0.8146858,1.1054302,1.2704728,0.8209802,0.9946599,1.2184595,0.611552,1.2288042,0.7076385,1.2145368,1.0589668,1.2403611,1.1483788,1.075855,1.0575624,0.76238096,1.0044869,1.0255392,1.0148295,0.98893535,1.2112327,0.9910052,1.1174403,1.2289153,0.9401885,0.5107836,1.1840568,0.95010734,1.016964,1.121978,0.0,0.96976554,1.1615816,1.0899886,0.91739213,1.0517788,1.2555244
tray,0.8336334,1.2894768,1.293256,0.82041484,0.85206926,1.0471896,1.0572606,1.126559,0.99082786,0.6722586,0.67266,1.3849698,0.7156449,0.6728811,1.1773872,0.8246726,1.2305572,0.7511349,1.3420756,0.8256051,0.71798706,0.912164,0.75528353,0.6739127,1.1903281,1.4258212,1.2330167,1.4397964,0.98533815,0.88197196,0.78545934,1.162258,0.82960737,1.3146709,0.6287464,0.94534886,1.2373245,1.1798952,0.6805247,0.75855285,1.4411881,0.77800345,1.2439036,1.0830225,1.142565,0.82708526,0.7695968,1.0951648,1.307006,1.2508296,0.89896756,0.90448916,1.3851483,1.1792501,1.0603765,1.3890977,1.1764237,0.97486037,0.80072373,1.2556106,1.1848061,0.96234417,0.9370441,1.207681,0.9455997,1.5284123,1.2804644,1.0847164,0.8100692,0.9197619,0.8624989,1.083791,0.80071807,1.1219758,0.8704909,0.76949203,0.8688929,0.9903285,0.96914846,0.9515621,1.4201825,1.1450956,1.4672818,1.1474462,1.3158817,0.82993174,0.9343885,0.9022341,0.928575,0.60170436,1.3830795,1.3536896,1.3597579,1.1811767,0.59395534,1.0882732,0.61124206,1.1303769,1.2484367,1.1266531,1.0590868,1.1601661,0.6900456,1.1223099,1.1071756,0.9488499,0.8800165,0.85336924,1.1758496,0.9758065,0.3973726,0.95469844,0.77571845,0.8755336,1.5090024,1.0291346,1.1991373,0.50640404,0.9381683,1.2222707,0.97602075,1.3398511,0.9215646,0.7990031,0.38300902,1.0160568,1.4047047,1.0356998,0.81579536,1.4417243,0.96976554,0.0,0.91189235,0.8680344,0.9989354,1.4616014,0.82747287
tree,0.88739365,1.2263848,1.1196976,1.0684458,0.8936137,1.0725149,0.9799614,1.1117892,1.0622059,0.7625266,0.76499707,1.0670619,0.81806767,0.93392247,0.99925524,0.83941334,0.88099545,0.99541235,1.1390285,1.1372837,1.043277,1.1888148,0.91678184,0.9965172,1.0341431,1.1768435,0.71531034,1.2197478,0.9747972,0.96001875,1.0723616,1.0313559,0.8891582,1.1153449,0.87161565,0.84700775,1.1518292,1.1200507,0.8160223,1.0755643,1.2119325,0.80109316,1.1439571,1.043646,1.062897,0.77396685,0.9721633,1.0372723,1.1713625,1.1639938,0.73043835,0.84657645,1.2226608,0.9949776,0.95224684,1.2212038,1.148513,1.0257069,1.031223,1.115644,1.2412868,1.2238076,0.7921808,1.1953963,1.0621436,1.2243942,0.9657484,1.0430139,0.84855616,1.1278775,0.9294224,1.2243844,0.8827487,0.89904636,1.1410835,0.9731706,1.0966061,1.01765,1.035078,0.89369863,1.1822984,1.286053,1.2455484,1.1207619,1.1582327,0.92016417,0.93375784,0.9929846,0.9556386,0.9569842,1.1676044,1.23082,1.1000454,1.0454654,0.9925222,0.9127975,1.1272813,1.073213,1.1424991,1.1084843,1.0935645,1.084346,0.794816,1.0043006,1.0532451,0.8916538,1.0935594,0.81653106,1.2086636,0.97991353,1.0380086,0.8620994,0.9686357,0.75042474,1.2410717,1.1919913,1.2198312,0.98858446,1.2486504,1.0425287,0.92612255,1.1383687,0.97672194,0.82195866,0.799689,1.2151225,1.2404234,1.0953432,0.97361916,1.2380539,1.1615816,0.91189235,0.0,0.8706087,0.9811571,1.2725646,0.36800754
truck,0.7473987,1.0710979,1.267314,1.1740348,0.81496227,1.1869409,1.2348768,1.1286168,1.1307597,0.7782014,0.74697626,1.0719972,0.7650651,0.8249645,0.8703703,0.86794126,1.0113919,0.9983229,1.2596658,1.3663356,1.0698061,1.1604799,0.9945281,1.0558215,1.2503197,1.2566597,0.8498872,1.1340494,0.8598184,0.91690284,1.1125487,1.2624705,0.8564374,1.2089043,0.8515936,0.8032636,1.1475699,0.96809316,0.703069,1.0484065,1.2237726,0.749935,1.3110353,1.0212253,1.0516315,0.7510219,1.037071,0.92969096,0.9391673,1.2900078,0.9416102,0.7487995,1.0595858,1.0164342,1.0625654,1.1143696,1.3658471,1.0403115,1.213802,1.0195845,0.8697814,0.9337884,0.7339529,1.1502948,0.9606581,1.2145846,1.1744169,1.2033092,0.68902296,0.9298969,0.759821,1.2694886,0.81604147,1.2900319,1.2103347,0.95605206,0.82612026,0.55025184,0.9753439,0.9228296,1.1394928,1.2205534,1.1537426,0.9976197,1.1658328,0.97374606,0.9833271,0.7315357,0.5212712,0.8212643,1.2216785,1.3228953,1.2119104,1.0626508,1.1094666,1.0656583,1.2886579,1.2174274,1.2863333,1.1427261,1.2314861,1.0536739,0.878014,0.94749653,0.9792472,0.85536206,1.1110938,0.62475455,1.0095333,0.6905061,1.0389959,1.0167327,1.1362659,0.95440274,1.1442908,1.2525902,1.1686935,1.041006,1.3858777,1.1658231,1.1459529,1.2051464,0.61105716,0.618856,0.7804917,1.2541013,1.140765,1.1688999,0.9135003,1.1787512,1.0899886,0.8680344,0.8706087,0.0,1.0663918,1.26368,0.6714426
vacuum,0.9737909,1.1842469,1.239541,1.0854301,1.1170924,1.1477611,1.0879449,1.1096468,0.77259475,0.9322746,0.9653455,1.0909073,0.989216,1.2174592,1.144578,1.0161266,1.0067284,1.0408301,0.86210847,1.0633458,0.8666948,1.2375822,0.5409509,0.7568412,1.0434062,0.82317686,0.86995053,1.2130092,0.8273143,0.6279637,1.2456033,0.9502012,0.75642765,0.93437207,0.8095132,1.0085253,1.2107668,1.1950793,0.911718,1.1684134,1.0414233,0.8010901,0.99193317,0.7842082,0.8125553,0.6233548,0.7717302,1.032008,1.197299,1.2656999,0.9062916,1.1465197,1.2963864,1.1778007,0.9020736,1.1487323,0.8043331,1.1057628,1.0463535,1.2055488,1.0820498,1.1981901,1.071769,1.1654781,1.1866649,1.0833734,0.9420193,0.8137994,1.0275035,0.94646513,1.1235869,0.7052856,0.5582142,0.7503835,1.1931443,0.9128851,1.0562075,0.87130916,1.1581457,1.0322025,1.2276644,1.0231484,1.1292057,1.2412468,1.2442802,0.68472296,1.0829626,1.0987294,1.0277827,1.1737885,1.044219,1.0184186,1.1451926,1.0036705,1.0726639,0.86660886,1.1477816,0.834484,1.1038464,0.7388879,0.86173636,1.1426551,0.6484822,0.86664534,1.2310082,0.8959519,0.6962375,1.101832,0.9488388,1.133137,0.9258192,0.93551743,0.83879226,0.9304486,1.164464,1.1834617,1.0759166,1.1102612,0.8319983,0.8463825,0.8145982,1.0890335,0.4144101,0.99522185,0.81760854,1.0212486,1.2044053,1.1890948,0.83668804,1.0014238,0.91739213,0.9989354,0.9811571,1.0663918,0.0,1.0864682,0.8461702
