,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pillow,plant,plate,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shoe,0.84662986,1.3157989,0.83202684,1.050637,1.0961298,0.9244099,1.1919444,0.9478838,0.8397473,1.2745265,0.8745742,0.898137,1.1199292,0.68364966,1.0268852,0.96380144,1.3440161,1.2131699,0.8876148,0.8511238,0.9516135,1.1131771,0.87758917,1.0947793,0.92331564,1.0615826,1.3015611,1.1639371,0.8863475,0.8243638,0.7643959,1.1953224,0.83445084,1.3402957,0.881724,0.9806856,1.2022122,0.9482632,1.0024415,0.8228526,0.7916208,1.1405269,1.0669696,0.94163364,0.7334936,1.0231192,1.165069,0.93910587,1.1572342,0.79110074,0.92935497,0.7042616,1.1755229,0.81056833,0.9442047,0.77377737,1.1305699,1.2711848,1.0566564,0.9747404,1.0500424,0.6655201,0.8788246,1.1023816,1.3516338,0.61342585,0.88171196,0.84434676,1.0142739,1.1427402,1.0037386,0.98661447,0.96073806,1.0146788,0.8276959,1.0394393,1.129893,1.2800457,0.88571244,1.0111294,1.3918006,1.1868469,0.99023867,0.9759446,1.1787266,1.1899484,0.94405425,0.6124626,0.9268827,0.90451944,0.0,0.7961877,1.0347927,1.2686764,0.9870871,1.067147,1.1044616,0.66082543,1.0093775,1.1735585,0.94878405,1.1798731,0.93859386,1.1633292,0.95432496,0.9627755,0.8701128,1.1260118,0.9498976,1.0439287,1.31611,1.249101,1.0775189,1.2245442
shorts,1.1471273,1.2367231,0.7534184,1.1421344,1.0748699,1.1231544,1.138542,1.0183254,1.106793,0.94994414,1.0747367,0.8262366,1.157438,1.0312756,1.2726479,1.1800945,1.0753435,1.0815878,1.0149771,0.9051089,0.86734873,0.97368795,0.6582767,0.8565906,1.0099101,0.92449385,1.311502,1.1077298,1.008212,1.000444,1.1032734,1.0701646,1.0933862,1.1015439,0.9792234,0.8827391,0.9151999,0.9751791,0.8360006,0.8783262,0.9184795,0.9929887,1.0051451,0.7221761,0.9148656,1.2192668,1.0297039,1.2346295,1.273225,0.93235564,0.84283113,0.76401174,1.1682777,1.0362463,0.90389645,0.84727407,1.0522459,0.93033963,1.2371551,0.80822015,0.8184768,0.5765636,1.0401508,1.1750498,1.2680691,0.9684992,0.88923824,0.8829432,1.0341481,0.86599016,0.865969,1.035974,0.93578494,1.0642316,0.4447046,1.0811776,1.1373323,1.1031907,1.0832286,1.0971985,1.0981064,1.328599,1.0429229,0.7963284,0.93414897,1.0319623,0.67289335,0.64575815,1.2221317,0.594591,0.7961877,0.0,0.9176617,1.1639104,1.1900375,0.9702773,1.175372,0.94625187,0.94445276,1.0229229,0.68235296,1.1925799,1.1754868,1.2444433,0.9175281,0.80881315,1.0272893,0.91845286,1.3502145,1.1706604,1.1987125,1.1963537,0.87153345,1.1142732
shovel,1.3877764,0.8275046,1.4009807,0.9775367,0.7702271,0.74715734,0.8496262,1.2502276,1.3888443,0.71861,1.2057701,1.3939619,0.78961647,1.2679013,0.98502856,1.1363754,0.65560246,0.6994213,1.1185814,0.9375223,0.85957867,0.53029436,0.6613111,0.9642332,1.209423,0.9132048,0.907166,1.2876624,1.0549737,1.2490305,1.2199252,0.53322285,1.2194465,0.6880824,1.1693643,0.99728227,1.0523609,0.9731242,1.3164053,1.0954827,0.8486984,1.2170827,1.1740065,0.79113847,1.0585505,1.2602255,0.68607956,1.1398726,1.0364679,1.3966436,0.8958244,0.8901597,1.067583,1.2815886,1.210527,1.3441205,0.8058996,0.69812125,1.0896361,1.246564,0.69373524,1.3321688,0.93439215,1.0875019,0.7469992,1.3240622,1.0868839,0.97056466,0.85665333,0.58698505,0.7826611,0.7969699,1.1192962,1.3587742,1.1781032,0.96962845,0.559563,0.54777086,1.1568127,0.8203523,0.67823666,0.8739735,0.8608496,0.9111935,1.173498,0.8760421,0.86162245,1.0639975,1.0169322,1.3901285,1.0347927,0.9176617,0.0,0.9068524,1.3692925,0.6511593,0.65931845,0.95817965,0.60890555,0.5548277,1.2573804,0.69870436,1.3834598,0.7634955,0.8862185,0.7611577,1.2150095,0.638386,0.96220165,1.026161,1.0160301,1.0067443,0.7754331,1.1674855
sink,1.1424117,0.77254975,1.3244207,0.8931152,0.90666306,0.83736193,0.73613024,0.96315765,1.2343234,0.73819613,1.1204017,1.277815,0.9536585,1.162992,0.9542417,1.0228574,0.7099005,0.45382345,0.96216935,1.072116,1.0229131,0.61688125,0.73257107,0.67543304,1.0234725,0.85188186,0.5945157,1.1239425,1.0690845,1.1715431,1.2224979,0.82052207,1.0894083,0.5818223,0.9905956,1.1488051,0.92909807,0.69590104,1.2438475,1.1976815,1.1594009,1.11989,1.2033252,1.1117419,1.0247086,0.81298417,0.6699135,0.94026095,1.1950021,1.1853784,1.0953579,1.0274512,1.03426,1.3249755,1.2293079,1.3105377,0.91461694,0.845985,1.0948542,1.1974139,0.85053456,1.3412795,0.9620182,1.0508698,0.5402124,1.2505164,1.1564176,1.1818656,1.0159479,0.6675353,1.0651324,1.0745041,0.7184459,1.1774622,1.1702967,0.6948247,0.7020842,0.71794283,1.0838535,0.663244,0.7574646,0.6544823,0.85150516,0.9028366,0.7786926,0.78809863,1.1749794,1.2159995,1.0721959,1.3214675,1.2686764,1.1639104,0.9068524,0.0,1.1475277,0.82187784,0.65257525,1.0027943,0.7699417,0.85993636,1.2177088,1.0641502,1.0644873,0.7084122,1.0375938,1.0709184,1.1907756,0.6926118,0.95604944,0.7107452,1.0839803,0.8089415,0.96244824,1.0919241
slide,0.49100566,1.3529267,0.62195015,1.2797456,1.3976072,1.3026727,1.1833684,0.45545787,0.19172907,1.3442566,0.3441894,0.63538545,1.2543081,0.3520112,0.924943,0.9125699,1.3954427,1.4649694,0.8580727,1.3664742,1.0935117,1.4577224,1.3675566,1.1598922,0.84021777,0.7933519,1.266084,0.55471915,0.9748559,0.37029254,0.70871156,1.481127,0.6521764,1.4445722,0.95720166,1.119165,0.8207482,1.1193742,0.666312,1.1377271,1.2716339,0.6965855,0.92132246,1.435801,1.128203,1.0017855,1.4652071,1.0354842,0.7890526,0.68996334,1.284771,1.2656019,0.7240546,0.7968495,0.96025026,0.88907707,1.3682599,1.4298792,0.6260408,0.6017411,1.2899961,0.6248861,0.8912319,0.76207125,1.3654462,0.8442953,0.75692,1.203454,1.3141937,1.5063959,1.4627786,1.3810805,0.8783226,0.6001302,0.80687404,1.1098839,1.4628023,1.5236187,0.99024445,1.2930772,1.3137832,1.2326769,1.197337,1.2267342,0.75573194,1.2685686,1.2912506,0.95488685,0.83638984,0.6086428,0.9870871,1.1900375,1.3692925,1.1475277,0.0,1.4549875,1.380274,1.1625491,1.3753345,1.4605122,0.6794233,0.8269708,0.42545342,1.3566499,1.4562922,1.3848116,0.66967386,1.4666499,0.98649955,1.1011804,0.77586013,0.7317035,1.3665264,0.6126081
slipper,1.5003846,0.3955201,1.4517535,0.94401485,0.71915865,0.64584124,0.9422854,1.3942862,1.4769037,0.17281067,1.5114663,1.4673886,0.6992601,1.389574,0.90988606,1.2086575,0.17548978,0.5038226,1.3152773,0.82353246,1.0709392,0.6469842,0.5814721,0.84994495,1.1672547,1.2551012,0.76880157,1.3720295,1.1888044,1.4740845,1.2831019,0.17903769,1.4459593,0.31415397,1.1306299,1.1445975,1.184333,1.121701,1.3221269,1.0176641,0.72607017,1.0507518,1.2564952,0.5552593,0.99448055,1.1973733,0.55096805,1.1030991,1.2158794,1.4351038,0.6609304,0.7565985,1.2553552,1.316699,1.140002,1.3618362,0.45865917,0.54506874,1.4561393,1.3349786,0.76118076,1.484408,1.049079,1.3955216,0.6799759,1.4399221,1.1582571,0.8952375,0.32724845,0.4356339,0.36607802,0.58780766,1.3061293,1.3182669,1.2895952,0.95919895,0.42445385,0.43484104,1.2166812,0.7054729,0.6725605,0.6874455,1.0058435,0.9469986,1.346201,0.6637968,0.8738006,1.2174177,1.2322344,1.4194636,1.067147,0.9702773,0.6511593,0.82187784,1.4549875,0.0,0.6602126,0.9475233,0.71399605,0.44326043,1.4259077,1.2073555,1.5571127,0.5144935,0.46544427,0.50727934,1.2935568,0.5194888,1.0300313,1.1132493,1.1363485,1.1169485,0.21612465,1.3215444
soap,1.3766212,0.48313594,1.4661682,0.5845774,0.57153267,0.54078525,0.7607926,1.3265061,1.4069266,0.6980537,1.3164712,1.4006207,0.67172515,1.2994629,0.8919457,1.0268161,0.6223887,0.560408,1.1080596,0.9524084,1.1007843,0.55192065,0.71804243,0.88961214,1.1778651,1.04718,0.5601333,1.2592597,1.1972406,1.3004501,1.2066045,0.6048477,1.1577001,0.5330061,1.0949291,0.9727334,1.1686907,1.0842279,1.316354,1.1152067,0.8611561,1.2720673,1.2058631,0.99768955,1.0415235,0.91699046,0.8222011,0.87838423,1.1018398,1.2443779,1.0243254,0.9093003,1.038724,1.2062709,1.220003,1.3672202,0.78539807,0.73140126,1.1928414,1.3026488,0.64725906,1.4459627,1.2526643,1.1040238,0.5915031,1.2245228,1.1536293,1.0814946,0.84042263,0.66962826,0.87564087,0.68530947,1.097387,1.3108714,1.29461,0.86228204,0.6809141,0.6795052,1.1121968,0.6798831,0.69930655,0.5795014,0.758071,0.892332,1.2374132,0.7703314,1.1947467,1.0975047,1.1391946,1.4561946,1.1044616,1.175372,0.65931845,0.65257525,1.380274,0.6602126,0.0,0.8751267,0.88055897,0.520919,1.3049428,1.0231202,1.2449733,0.47143674,0.8474355,0.908108,1.385143,0.68077964,0.71871746,0.7547167,1.1392193,1.014678,0.88717616,1.2571366
sock,1.1609162,1.0757339,1.1717314,0.83895826,0.80029726,0.778834,0.9894187,1.1574329,1.0708337,0.96741086,1.0162417,1.2264115,1.0071509,0.8993469,0.7896492,0.85285944,1.1082141,0.89445186,0.90189874,0.88253886,0.92438245,0.8668412,0.8227216,0.8877342,1.044049,1.1069801,1.0925214,1.2218921,0.99690515,1.1101305,1.0883948,0.9166042,0.9404949,1.0655746,1.0056022,0.93842524,1.1922026,0.8860796,1.194716,1.027691,0.8277477,1.202934,1.1834086,0.9357992,0.8114016,0.8991726,0.963746,0.8805719,1.048697,1.0743654,1.1055181,0.71876895,1.0956688,0.83571297,1.1654931,1.0265201,1.0385619,1.0196874,1.0062201,1.2021241,0.97569096,1.0673369,1.0779527,1.1207004,1.0444622,0.85359526,0.9676613,1.0454717,1.0271773,1.0113378,1.094479,0.7907422,1.0172915,1.0893809,1.0529618,0.8254906,0.9238709,1.008457,1.0036718,0.8102941,1.1614659,0.8946695,0.95632225,0.8246171,1.1219893,0.94985574,0.9606412,0.86251307,1.1336145,1.2297333,0.66082543,0.94625187,0.95817965,1.0027943,1.1625491,0.9475233,0.8751267,0.0,1.0365808,0.9391348,1.1933528,1.0514599,1.0120437,0.9293821,1.0104272,0.9560279,1.0341301,1.0074116,0.7553813,0.87545526,1.1113719,1.2472675,1.06592,1.13541
spoon,1.24502,0.9245732,1.1863708,1.0324697,0.8837525,0.7612562,0.8781301,1.0911678,1.4107448,0.8600141,1.2904264,1.3100092,0.93194115,1.3490937,1.1004848,1.1549273,0.7876849,0.72166467,1.0305454,0.8371234,0.9234616,0.6228333,0.6812634,0.89039457,1.0822378,0.8582752,0.8144633,1.2757757,1.0393783,1.3092184,1.231755,0.62417793,1.2206081,0.7892485,0.9755482,0.94565564,0.94546753,0.7581856,1.2142066,0.9671271,0.755791,0.9918051,1.2113649,0.7358084,1.0945721,1.1252763,0.5158919,1.0750295,1.2592093,1.3068395,0.8461948,0.8967919,1.3104664,1.3513554,1.2522744,1.2189369,0.79758936,0.7599086,1.336394,1.2511935,0.67053086,1.2574326,0.52727455,1.1749282,0.5016757,1.1908649,1.1462357,0.8908157,0.8123751,0.5070369,0.5956092,0.82780224,0.9913014,1.242119,1.1235936,0.93353796,0.48797238,0.3922497,1.0147507,0.7629864,0.6524702,0.93297726,0.833962,1.010714,1.0631835,0.9001564,0.6870998,1.2369317,0.9294909,1.2227939,1.0093775,0.94445276,0.60890555,0.7699417,1.3753345,0.71399605,0.88055897,1.0365808,0.0,0.7389852,1.2511749,1.251372,1.3567454,0.8360299,0.7247554,0.8098748,1.0315942,0.5737954,1.1655992,1.0145974,1.2948362,0.8707331,0.7608747,1.216979
sprinkler,1.3546481,0.45518005,1.4734604,0.81583166,0.58290434,0.695253,0.8975822,1.4514962,1.5116653,0.5618197,1.4219434,1.466318,0.20380229,1.3598464,0.88005316,1.2001314,0.39046276,0.67443496,1.3421017,0.9113882,0.9309982,0.5340593,0.7548686,0.88573074,1.1384214,1.1401796,0.74242586,1.3657484,1.0980643,1.4088026,1.2896161,0.38913035,1.3706034,0.5050021,1.0342004,1.0203198,1.2277433,1.1476074,1.3186976,1.106322,0.7842225,1.1500967,1.2178506,0.8272056,0.8747601,1.153877,0.58530736,0.9451159,1.0822871,1.3872674,0.95057994,0.85742,1.088256,1.2611115,1.2535433,1.36626,0.5808842,0.46786225,1.316211,1.3438694,0.72491395,1.4214296,1.1537863,1.2830371,0.56040263,1.3501883,1.2580512,1.0507717,0.72688645,0.51606286,0.6919321,0.6606039,1.2954046,1.3644619,1.2185197,1.0426034,0.49960935,0.5057481,1.0106016,0.67784095,0.48584926,0.80982506,0.8952334,0.9587396,1.3367859,0.6881195,0.9942219,1.143301,1.0797656,1.4418163,1.1735585,1.0229229,0.5548277,0.85993636,1.4605122,0.44326043,0.520919,0.9391348,0.7389852,0.0,1.3266621,0.9816448,1.5622356,0.5672623,0.7266307,0.847106,1.3056196,0.5483056,0.89782643,1.0701882,1.04892,1.0055401,0.6700129,1.2707868
sweater,0.7418982,1.3520911,0.6298479,1.1761385,1.275786,1.306937,1.134836,0.69723654,0.6681519,1.3079721,0.7719737,0.5672455,1.2366152,0.69876724,1.2258701,1.0726755,1.3846568,1.4484427,0.9161483,1.122158,0.9886829,1.304084,1.1568887,1.139101,0.80784404,0.8909395,1.2283967,0.66536844,0.975238,0.64936954,0.80018187,1.4908884,0.8230366,1.3977578,0.85976785,0.8514701,0.8497864,1.0556735,0.60480577,1.022039,1.1827788,0.90875196,0.8165803,1.2252731,1.1435794,1.0631844,1.3445115,1.0884858,1.0801568,0.69954807,1.0829023,1.0889201,0.9771091,0.8871003,0.7286601,0.75780654,1.1575121,1.1661167,0.9072427,0.23926449,1.14989,0.38387167,1.0060604,0.9223405,1.3609198,0.84506816,0.74910474,1.1050069,1.342521,1.3482339,1.3133496,1.3077056,0.93150926,0.82585317,0.44065893,1.2331384,1.4463781,1.4346869,1.021596,1.3054838,1.2543173,1.3495706,1.0185059,1.0509163,0.7668174,1.2949445,0.99325746,0.6211891,0.95481205,0.31541216,0.94878405,0.68235296,1.2573804,1.2177088,0.6794233,1.4259077,1.3049428,1.1933528,1.2511749,1.3266621,0.0,1.046517,0.7609848,1.3371551,1.3062838,1.278012,0.7655655,1.332934,1.1495581,1.0823038,1.0732296,0.948477,1.3404506,0.97919714
swing,0.8839426,1.1040436,1.0613277,1.1096145,1.1027566,1.0975586,0.99218595,1.0154285,0.8830331,1.1454875,0.8237422,0.97284514,0.9185473,0.8499782,0.94281,0.9993889,1.0824134,1.1491345,1.0986533,1.2147808,1.0162233,1.0640929,1.3237736,1.1807133,1.0518249,0.9418222,1.0715848,0.8966334,1.0507072,0.92512274,1.0032735,1.1652973,0.9908787,1.0950186,1.0548522,1.0345027,1.0019624,1.1552341,0.9401838,1.1306813,1.1840597,1.0618593,0.90419555,1.2212152,1.0562435,0.99589014,1.191926,0.96301395,0.6093103,1.0074289,1.1407169,1.179295,0.6144522,0.98102915,0.9767687,1.0921886,1.0855337,1.0483685,0.5254311,0.9833157,1.151053,1.0753351,1.1904142,0.69902754,1.0278862,1.0925466,1.0588263,1.1297649,1.2460136,1.1950656,1.2218038,1.199861,0.95197463,0.9667876,1.0873015,1.0869232,1.1753774,1.1566887,0.99849623,1.1431768,0.9115221,1.0954098,1.0366505,1.0827355,0.9433058,1.0331794,1.0710012,1.0319502,1.025125,1.0698408,1.1798731,1.1925799,0.69870436,1.0641502,0.8269708,1.2073555,1.0231202,1.0514599,1.251372,0.9816448,1.046517,0.0,0.92017835,1.0996777,1.2865186,1.1389799,1.0864303,1.1682236,0.8977437,1.0333495,0.47707617,0.8639629,1.2183418,0.7017257
table,0.6334584,1.3481544,0.70795095,1.0677882,1.2640996,1.3167099,1.0303547,0.4626785,0.23714685,1.4288006,0.35217905,0.66731787,1.3810632,0.6098782,0.98957294,0.6716125,1.4698272,1.2326759,0.4972031,1.2577274,1.133885,1.3469772,1.2789986,1.0303284,0.82372975,0.6150656,1.1976497,0.652421,0.8505386,0.43650448,0.77963334,1.5824149,0.48848212,1.363445,0.930134,1.0438733,0.7695705,0.8685908,0.8098395,1.1800075,1.3526528,0.9210049,0.9549065,1.4443427,1.0776614,0.79397583,1.3988734,1.0143539,0.9629742,0.6005703,1.3716147,1.3311483,0.73007435,0.6397969,0.96273386,0.76694715,1.5000126,1.4581758,0.5796135,0.7517613,1.1274452,0.66797644,0.90416014,0.62324446,1.2682085,0.7343502,0.8891894,1.2988563,1.4399296,1.502079,1.5472679,1.3930247,0.68047774,0.6446385,0.9077244,0.8415874,1.4668235,1.5111313,1.0144211,1.2930944,1.3357582,1.0292234,1.0921372,1.1079253,0.6397673,1.2673147,1.2156948,0.9873128,0.80617607,0.7675284,0.93859386,1.1754868,1.3834598,1.0644873,0.42545342,1.5571127,1.2449733,1.0120437,1.3567454,1.5622356,0.7609848,0.92017835,0.0,1.3021021,1.53632,1.4126664,0.7080449,1.447011,0.8804024,0.6574043,0.92229486,0.82063353,1.4567962,0.7032364
tape,1.3698922,0.5047829,1.4665613,0.63116443,0.62403756,0.7221957,0.8355578,1.3779999,1.4282204,0.6061027,1.3673931,1.4236916,0.6766219,1.2651243,0.9283802,1.0249243,0.49124765,0.5512329,1.1334336,0.92220527,1.0348598,0.57016706,0.7542689,0.9023502,1.144485,1.1874231,0.502036,1.3035407,1.1629531,1.3849001,1.2646794,0.5056152,1.2615668,0.4234228,1.0985672,1.0479239,1.2229115,0.99477744,1.3376491,1.066055,0.8595181,1.2130358,1.1992805,0.90759194,1.0730526,0.9265334,0.70114154,0.9107638,1.1404823,1.2483766,0.8639105,0.8163221,1.1744552,1.2111996,1.2088431,1.3554578,0.6653315,0.64984304,1.2581296,1.3384153,0.7156297,1.4960248,1.1252053,1.2828727,0.5531907,1.3214171,1.1563175,0.985506,0.6456196,0.61161923,0.7360674,0.69167286,1.1771976,1.276637,1.3638616,0.85912865,0.6147319,0.63306695,1.0561545,0.7003831,0.7182942,0.49512482,0.8788271,0.94982207,1.2948428,0.69550616,1.1258645,1.230752,1.14102,1.4565878,1.1633292,1.2444433,0.7634955,0.7084122,1.3566499,0.5144935,0.47143674,0.9293821,0.8360299,0.5672623,1.3371551,1.0996777,1.3021021,0.0,0.6993177,0.8072742,1.2543043,0.62158275,0.7852003,0.7748256,1.1654193,1.0050675,0.7179547,1.2853105
toe,1.4103587,0.70735586,1.0524671,0.80669093,0.6728198,0.8065119,1.1351658,1.4281235,1.4779608,0.68084085,1.5754619,1.2401495,0.91292477,1.4165987,1.0818721,1.2321241,0.6635192,0.7796175,1.3930587,0.6037512,1.1140494,0.8137702,0.6956895,1.0744941,1.2357792,1.3626795,0.8140452,1.3985864,1.2318048,1.4748825,1.0654601,0.5003216,1.4373059,0.70760185,1.1557565,0.9881609,1.2912217,1.0844688,1.1322243,0.48563015,0.5147741,1.0487819,0.94726664,0.29168153,0.9616861,1.1559559,0.78545266,1.0805926,1.1903155,1.2581937,0.4706406,0.55998474,1.2822863,1.183163,0.885703,0.8292009,0.63184935,0.8435442,1.4740496,1.2438896,0.7865911,1.2491329,1.1996322,1.4084234,0.85010016,1.1625891,1.2210927,0.5086787,0.24194145,0.68421435,0.21774149,0.5056096,1.3752233,1.1756618,1.1407638,1.0231713,0.6238139,0.59299064,1.0095443,0.92531884,0.9461879,0.91309,1.077327,1.0986542,1.4184875,0.68219733,0.8345765,1.0999762,1.3149488,1.1768064,0.95432496,0.9175281,0.8862185,1.0375938,1.4562922,0.46544427,0.8474355,1.0104272,0.7247554,0.7266307,1.3062838,1.2865186,1.53632,0.6993177,0.0,0.361619,1.395471,0.75041354,1.2024957,1.250324,1.2449872,1.3247209,0.37192112,1.3419474
tooth,1.4459713,0.83767474,1.196792,1.0020596,0.7758247,0.8263067,1.1299701,1.3273652,1.3632588,0.57199454,1.3859941,1.1835285,1.0541029,1.3098483,1.0630158,1.2281312,0.6818822,0.7794343,1.2420626,0.7384917,1.0636976,0.8814705,0.76552683,0.9687951,1.2679408,1.3305162,0.9985157,1.2906843,1.1453059,1.3483217,1.1740804,0.45331126,1.3088518,0.70265114,1.2772896,1.1171993,1.205519,1.040483,1.1210278,0.6112785,0.57408744,1.0872685,0.9806373,0.40304083,1.0131736,1.2072878,0.85413754,1.1720719,1.1355532,1.16362,0.46742404,0.7260759,1.205824,1.1095212,0.873705,1.0197891,0.74587643,0.9052166,1.2981764,1.1922874,0.8736738,1.2363398,1.0954435,1.2941593,0.98392004,1.2447578,1.1244437,0.4181453,0.3997972,0.7301612,0.30922747,0.59201175,1.2713509,1.1691468,1.1118617,1.0205035,0.666561,0.6615375,1.1433645,1.0091395,1.0574769,0.94857216,1.1758963,0.9838144,1.3126868,0.934728,0.8332577,0.9867737,1.2795792,1.1616899,0.9627755,0.80881315,0.7611577,1.0709184,1.3848116,0.50727934,0.908108,0.9560279,0.8098748,0.847106,1.278012,1.1389799,1.4126664,0.8072742,0.361619,0.0,1.2556757,0.83017826,1.1918305,1.217762,1.1451178,1.3025551,0.3566987,1.2473767
toothbrush,0.74809957,1.357055,0.7681628,1.3400879,1.3630648,1.2197468,1.1601706,0.46224713,0.66098946,1.2801657,0.7394741,0.7558552,1.2834083,0.7786661,0.97044945,0.9650456,1.3218851,1.3896139,0.8094405,1.1142849,0.8046344,1.3416687,1.2817895,0.99452585,0.8751266,0.9502684,1.2019849,0.83029914,0.63546056,0.8118373,0.90738946,1.2843614,0.77581525,1.3458166,1.0280246,1.161869,0.786672,0.9438598,0.9182049,1.168672,1.210129,0.77733606,1.0260376,1.2184737,0.95983076,0.975845,0.95087045,1.0334954,0.998908,0.5769652,1.1711282,1.236805,0.9759622,0.7579315,1.0630717,0.91790766,1.3372092,1.1870748,0.85700315,0.81507087,1.2251176,0.6945935,0.34456283,0.81809914,1.2483535,0.91279745,0.6319515,1.1729734,1.2346908,1.1855955,1.259319,1.3044603,0.8225101,0.8534047,0.85433555,1.1168052,1.1804707,1.2083704,1.0001892,1.2229502,1.2378957,1.2163002,1.1160688,0.9642053,0.74232954,1.327524,0.9857175,0.92613834,0.5670922,0.6487254,0.8701128,1.0272893,1.2150095,1.1907756,0.66967386,1.2935568,1.385143,1.0341301,1.0315942,1.3056196,0.7655655,1.0864303,0.7080449,1.2543043,1.395471,1.2556757,0.0,1.1812546,1.1202991,1.0820724,0.98578346,0.95773005,1.2479111,0.7933697
towel,1.4092572,0.67615235,1.3407825,0.97857165,0.80458665,0.6940318,0.6205287,1.3331017,1.4897318,0.62236917,1.3529739,1.4006817,0.75605667,1.322917,0.9861103,1.1133194,0.42111957,0.45311403,1.079932,0.84851074,0.9815119,0.35757136,0.4312966,0.77712345,1.2379584,0.95853037,0.7059433,1.3684351,1.106085,1.3954346,1.2893691,0.4877361,1.3363304,0.43601584,1.1137831,1.0313294,0.9533715,0.93866193,1.3611025,1.1824781,1.0045149,1.1164994,1.3768251,0.83237344,0.9765194,0.9668382,0.4786852,1.1148882,1.1710039,1.4518734,1.0366814,0.81713057,1.3178706,1.3726441,1.4041646,1.4052367,0.78494626,0.55263776,1.4498403,1.3375556,0.58066946,1.4440389,0.9146483,1.1649895,0.52933425,1.2198684,1.1296899,1.1175873,0.8213857,0.038032293,0.6984924,0.9040403,0.9260565,1.3354024,1.242457,0.7226964,0.47151542,0.4374957,0.98711336,0.44471252,0.43696874,0.69103163,0.65776896,0.92775667,1.141887,0.5158566,0.86824346,1.1529936,1.1285809,1.367044,1.1260118,0.91845286,0.638386,0.6926118,1.4666499,0.5194888,0.68077964,1.0074116,0.5737954,0.5483056,1.332934,1.1682236,1.447011,0.62158275,0.75041354,0.83017826,1.1812546,0.0,1.0240062,0.94694555,1.1920992,0.9182148,0.80095315,1.2837799
toy,1.0998334,0.84759873,1.3324487,0.7111124,0.6960691,0.8557955,0.58162403,1.2873975,1.01075,1.0321693,0.955247,1.1776397,0.8410352,0.747602,0.71094173,0.49809462,0.94183195,0.8616159,0.8493335,1.0429666,1.0565184,0.7941971,1.0301893,0.98800963,1.0346961,1.0806491,0.8522501,1.1187874,1.0264784,0.99243957,1.0218608,0.9124358,0.7930254,0.8967853,0.9472742,0.7038692,1.254368,0.99131584,1.0341097,1.1874347,0.959855,1.2874074,1.0317423,1.245525,1.0076292,0.7891045,1.0800406,0.66813606,0.9727765,1.1244462,1.2173536,0.9291861,1.0357435,0.72923476,1.190391,1.22484,0.96032023,0.9324651,0.80403185,1.2274631,1.0120236,1.238967,1.2284378,0.95809275,0.89964414,0.9896262,1.0960002,1.1987996,1.1902499,1.0706303,1.2648377,0.91153705,1.0632095,1.0805088,1.3003174,0.8376961,0.9623746,1.0477729,0.9521106,0.74508274,0.88796353,0.70900756,0.6450528,0.9804284,1.2678152,1.0141153,1.1843925,1.1072257,0.9031613,1.3237345,0.9498976,1.3502145,0.96220165,0.95604944,0.98649955,1.0300313,0.71871746,0.7553813,1.1655992,0.89782643,1.1495581,0.8977437,0.8804024,0.7852003,1.2024957,1.1918305,1.1202991,1.0240062,0.0,0.56107485,1.1000656,0.986743,1.175172,1.198679
tray,1.1244198,0.92739934,1.2891898,0.75636536,0.90806043,0.928102,0.5896492,1.0438539,1.0433943,1.0582752,0.90164167,1.1457512,1.0675404,1.0012501,0.9510604,0.5955529,1.040198,0.6892786,0.6318377,1.0293031,1.0543631,0.85942864,0.9544106,0.8273902,1.049762,0.8175614,0.75122994,1.000298,0.9106038,0.986743,1.0966899,1.0790309,0.7106658,0.904122,1.0118922,0.95158195,0.9859598,0.7292943,1.1428218,1.2143489,1.1406214,1.2035795,1.1327286,1.2033724,1.1085447,0.7424062,0.9388326,0.9447868,1.1805143,0.9318998,1.2054994,1.1024778,1.0234206,0.9312425,1.1942062,1.1303104,1.1186242,0.972176,0.9318284,1.1807249,0.91965544,1.1819257,1.0223129,0.95003253,0.83822095,0.96626693,1.0142486,1.2265314,1.2429607,0.9939114,1.2894272,1.0376731,0.6825442,1.0716224,1.2215948,0.7526573,0.95181483,1.0005372,1.0795431,0.74052536,0.92145103,0.5556582,0.70517963,0.91987723,0.8735839,0.93189794,1.1190311,1.1233206,0.8869607,1.2895741,1.0439287,1.1706604,1.026161,0.7107452,1.1011804,1.1132493,0.7547167,0.87545526,1.0145974,1.0701882,1.0823038,1.0333495,0.6574043,0.7748256,1.250324,1.217762,1.0820724,0.94694555,0.56107485,0.0,1.1642659,0.9520935,1.2220455,1.1134443
