,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pillow,plant,plate,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
cracker,0.58121675,1.210168,0.7535918,1.0905662,1.2244649,1.103295,1.1403227,0.8977377,0.70904845,1.2831664,0.8191109,0.7859254,1.1095655,0.79689634,1.0352409,0.94672406,1.3053582,1.315271,0.97928,1.0748338,1.0084269,1.3520643,1.1166589,1.2747461,0.94500905,1.057559,1.2031653,0.7771812,0.897492,0.74445665,0.0,1.2894402,0.7543969,1.2915466,0.99557585,1.0401773,1.1137189,1.0816144,0.85298145,0.82883435,1.0879364,1.0322427,0.9828688,1.1475127,1.0373926,0.93510264,1.272454,1.0005044,0.84818685,0.8151344,1.1242414,1.0880308,0.99083126,0.8679417,0.8957408,0.6944998,1.2524632,1.3224027,0.81990135,0.772466,1.382026,0.7365929,1.031427,0.8700636,1.3030607,0.5022432,0.9758607,0.9311635,1.0690327,1.3403308,1.2213813,1.1347873,0.8556251,0.8378021,0.8935919,1.166239,1.2939501,1.2857995,1.0440314,1.1784672,1.3491697,1.1607,1.1183906,1.156805,1.0480115,1.1944923,1.2205474,0.8525299,0.8436498,0.8345369,0.7643959,1.1032734,1.2199252,1.2224979,0.70871156,1.2831019,1.2066045,1.0883948,1.231755,1.2896161,0.80018187,1.0032735,0.77963334,1.2646794,1.0654601,1.1740804,0.90738946,1.2893691,1.0218608,1.0966899,0.9690491,0.9613681,1.2036573,1.0313711
crayon,1.5976057,0.40809244,1.5067035,0.8896169,0.62008643,0.5926788,0.88867366,1.4774584,1.5412474,0.20124906,1.5118551,1.556624,0.66719604,1.3850074,0.8381143,1.0891758,0.20761299,0.48705178,1.3126941,0.8226574,0.9708341,0.5619305,0.6154973,0.85380894,1.2937225,1.2868788,0.71621406,1.4242876,1.1437383,1.516416,1.2894402,0.0,1.425291,0.3326012,1.2517853,1.1379662,1.2161889,1.0347424,1.3927894,0.96248263,0.654876,1.1734169,1.3231208,0.5732218,1.0152036,1.169072,0.45874488,1.0751379,1.0887966,1.4964329,0.76639724,0.7528547,1.2947481,1.2562512,1.2612395,1.3918529,0.6000363,0.55854666,1.3834455,1.4214624,0.8095062,1.5677419,0.99973965,1.3432245,0.58817756,1.461468,1.2108854,0.8407444,0.36166513,0.38880038,0.41309893,0.49879026,1.358084,1.33216,1.3467635,0.83069474,0.23195064,0.24672031,1.180266,0.6803831,0.63536125,0.574191,1.0151328,0.9909837,1.4076028,0.7522799,1.003568,1.2341073,1.1397964,1.5488057,1.1953224,1.0701646,0.53322285,0.82052207,1.481127,0.17903769,0.6048477,0.9166042,0.62417793,0.38913035,1.4908884,1.1652973,1.5824149,0.5056152,0.5003216,0.45331126,1.2843614,0.4877361,0.9124358,1.0790309,1.1213238,1.0907283,0.31802225,1.34325
crib,0.7550361,1.3366787,0.9308574,1.1055719,1.2272524,1.1022081,0.8528717,0.636637,0.6101488,1.3622845,0.5279072,0.85856473,1.2665339,0.69408417,0.9519648,0.7242698,1.433701,1.227652,0.33540034,1.1275775,0.9983388,1.2346474,1.0792803,0.98252547,0.9152052,0.74714154,1.2149603,0.6693979,0.9555358,0.54093146,0.7543969,1.425291,0.0,1.3548155,0.9659064,0.93966377,0.8572335,0.69900525,0.930877,1.0577286,1.0911341,1.0743612,1.0270476,1.3594981,1.1013505,0.9281536,1.3783224,0.9903501,0.9866692,0.72278035,1.2548368,1.306034,0.9501891,0.7833135,1.0020738,0.9404961,1.3742588,1.34597,0.6860925,0.85463053,1.1472176,0.7727743,0.90791506,0.6827787,1.2766707,0.7802021,0.85772145,1.1009562,1.3655775,1.3872248,1.4224355,1.1927439,0.6172904,0.8415817,0.893458,1.0071216,1.3574927,1.4046631,1.074119,1.1074866,1.3857183,1.1419505,0.95016426,1.0409763,0.81348056,1.2966268,1.2031004,0.8758907,0.825414,0.9201396,0.83445084,1.0933862,1.2194465,1.0894083,0.6521764,1.4459593,1.1577001,0.9404949,1.2206081,1.3706034,0.8230366,0.9908787,0.48848212,1.2615668,1.4373059,1.3088518,0.77581525,1.3363304,0.7930254,0.7106658,1.0086823,0.9337027,1.3891813,0.8864658
cup,1.4703096,0.3823459,1.4866955,0.810001,0.72170454,0.78148913,0.65549576,1.3955534,1.4949372,0.319817,1.4259379,1.4363368,0.7109914,1.4176404,0.9604548,1.0774952,0.15897453,0.3332672,1.1582612,1.0178393,1.0727454,0.33398688,0.5661107,0.8233083,1.2070456,1.0621902,0.56381,1.2921735,1.1943133,1.4216571,1.2915466,0.3326012,1.3548155,0.0,1.1711773,1.1208524,1.0119264,0.99473214,1.3483046,1.1768811,1.0114042,1.0977674,1.2670803,0.79272574,1.1279383,0.9887915,0.5457193,1.0321016,1.1330206,1.4202077,0.8837467,0.92766494,1.213923,1.3225843,1.2252734,1.4237189,0.61877924,0.54724365,1.3596978,1.3511379,0.6629214,1.6119764,1.1383852,1.1951079,0.45721376,1.4473606,1.1800911,1.0652211,0.6322408,0.38759232,0.6510339,0.8120184,1.1119114,1.3202236,1.3606405,0.8620553,0.5258033,0.441419,1.131929,0.65470284,0.47912514,0.5693443,0.828033,0.9399847,1.129334,0.6648674,1.0441777,1.3277093,1.2032235,1.4827294,1.3402957,1.1015439,0.6880824,0.5818223,1.4445722,0.31415397,0.5330061,1.0655746,0.7892485,0.5050021,1.3977578,1.0950186,1.363445,0.4234228,0.70760185,0.70265114,1.3458166,0.43601584,0.8967853,0.904122,1.0672557,0.8997849,0.51475215,1.2252402
dog,0.59330785,1.1096561,0.90812206,1.0016304,1.116667,1.1162509,1.0537453,0.90558994,0.8839496,1.1964159,0.9065643,0.9594803,0.8125926,0.8322529,1.1296886,1.0078475,1.132033,1.1104125,0.95156205,1.1106397,1.0814743,1.0831726,1.0614419,1.0209359,0.09445399,0.8962014,1.1172338,0.9147595,1.0149825,0.84761965,0.99557585,1.2517853,0.9659064,1.1711773,0.0,0.87998486,0.96488696,1.1084979,0.9655738,1.0886331,1.1687679,0.87039864,0.943266,1.2413144,0.73597574,1.009779,1.1364213,0.674891,1.1047084,0.97664154,1.0943131,0.9943729,0.90590173,1.0107422,0.9579263,1.0226829,0.94230926,0.9775394,0.9964562,0.9542847,0.9684587,0.89811665,0.99026746,0.9932207,0.9952198,0.9010537,1.0724754,1.1067717,1.2540116,1.1421058,1.2437093,1.198605,0.9616272,0.9900863,0.9000616,1.0840104,1.1911703,1.1520834,0.7089341,1.0316967,0.9813552,1.1507047,0.94332564,1.0165613,0.9204744,1.0492483,1.0087693,1.007091,0.98630685,0.9271206,0.881724,0.9792234,1.1693643,0.9905956,0.95720166,1.1306299,1.0949291,1.0056022,0.9755482,1.0342004,0.85976785,1.0548522,0.930134,1.0985672,1.1557565,1.2772896,1.0280246,1.1137831,0.9472742,1.0118922,1.1158067,0.73999214,1.1929283,1.0126781
doll,1.0729611,1.1108626,1.0166396,0.8828046,0.91995287,1.0888755,0.8046347,1.2156658,1.0603973,1.2054408,1.0328438,0.92730683,1.0145113,1.1263437,0.92008835,0.7788025,1.1093657,1.0824773,0.8993936,0.9193238,1.1012322,0.8923085,0.90612066,1.0281413,1.0056398,0.94004166,1.0314996,1.0679082,1.1109028,1.0064652,1.0401773,1.1379662,0.93966377,1.1208524,0.87998486,0.0,1.1230994,1.057099,0.7163757,0.987253,0.8237945,1.1918116,0.8324532,1.034881,0.9848878,0.95016325,1.1625905,0.85133743,1.118457,1.0301309,1.0136715,0.8695721,1.0616329,0.80377287,1.0301117,0.9505791,0.7831165,0.89961886,1.0590643,0.98603344,0.7757311,0.94767797,1.2204556,1.0524197,1.0921746,0.8491982,1.0381042,1.0132983,1.1356583,1.0679406,1.0895488,0.9576557,1.0508285,1.0086688,1.0089569,0.9924935,1.1418903,1.1334748,0.9647143,0.90523624,0.895253,1.1000427,0.6836843,0.867809,1.1406164,1.0928717,0.7552242,0.8682444,1.081268,0.9043655,0.9806856,0.8827391,0.99728227,1.1488051,1.119165,1.1445975,0.9727334,0.93842524,0.94565564,1.0203198,0.8514701,1.0345027,1.0438733,1.0479239,0.9881609,1.1171993,1.161869,1.0313294,0.7038692,0.95158195,1.15751,0.9914201,1.0969199,1.1085865
door,0.889058,1.1833539,0.83811843,1.2706383,1.3041627,1.2740366,0.9040213,0.40561545,0.7665183,1.1123893,0.64294827,0.9014571,1.2257657,1.0339708,1.2879994,1.0857196,0.9937076,1.0612316,0.66018057,1.2860786,1.050221,1.044921,1.0347794,0.91660535,0.92772585,0.6123669,1.0510124,0.59117,0.9557788,0.6974732,1.1137189,1.2161889,0.8572335,1.0119264,0.96488696,1.1230994,0.0,0.8431966,1.01147,1.236536,1.3904055,0.7274266,1.0770591,1.2003968,1.163254,0.95015424,0.9581091,1.1806656,1.0350512,1.0171238,1.18812,1.3979967,0.84790194,1.0540521,1.0256702,1.085535,1.2593448,1.1180751,0.9589481,0.8960168,0.8557093,0.9200067,0.7620163,0.62084424,0.9364031,1.1344697,0.90330493,1.2679379,1.2516223,0.94640243,1.1856208,1.3935637,0.63828266,0.9475755,0.8765231,1.0344431,1.2220534,1.0216241,1.120006,1.2120756,0.8071383,1.1954265,0.98578364,1.0270691,0.30301547,1.1315278,0.9546238,1.0780782,0.99445087,0.8868214,1.2022122,0.9151999,1.0523609,0.92909807,0.8207482,1.184333,1.1686907,1.1922026,0.94546753,1.2277433,0.8497864,1.0019624,0.7695705,1.2229115,1.2912217,1.205519,0.786672,0.9533715,1.254368,0.9859598,0.91144335,0.75616443,1.2053127,0.53351706
drawer,1.160209,1.1616187,1.1406345,1.0006304,1.0606592,0.9726197,0.6845073,0.9164541,1.0912343,1.076564,0.88714105,1.0767735,1.2258712,1.0836296,1.0331497,0.72257024,1.1537697,0.82698977,0.49010152,0.94622207,0.9347818,0.8922817,0.75958145,0.74483347,1.115903,0.8296152,0.8821419,1.0347593,0.8805356,0.9914316,1.0816144,1.0347424,0.69900525,0.99473214,1.1084979,1.057099,0.8431966,0.0,1.1837417,0.95142686,0.9932826,1.2162956,1.1224946,0.9815875,1.1229088,0.9518613,0.78934956,0.97423995,1.2264749,1.0205213,1.0280936,1.082742,1.195601,1.0286558,1.1321216,0.9737912,1.1700565,1.1190947,0.95320606,1.1335363,1.0369796,1.0343604,0.80551136,1.0037743,0.85818964,1.0513235,1.043307,0.999836,1.1502546,0.90045303,1.062858,1.0980592,0.5806526,1.0915915,0.99310184,0.6825229,0.7996979,0.90304583,1.0460248,0.8202979,1.1349384,0.9617919,0.83109874,0.8662177,0.81919795,1.0776597,1.0605654,1.0169305,0.9419028,1.1607904,0.9482632,0.9751791,0.9731242,0.69590104,1.1193742,1.121701,1.0842279,0.8860796,0.7581856,1.1476074,1.0556735,1.1552341,0.8685908,0.99477744,1.0844688,1.040483,0.9438598,0.93866193,0.99131584,0.7292943,1.2185736,1.0576423,1.0733416,1.0602798
dress,0.8320117,1.3081219,0.5779731,1.1781151,1.2321161,1.2723854,1.140928,0.886351,0.6842018,1.2871125,0.8454778,0.35540688,1.2321763,0.8291162,1.0324777,0.9848726,1.3002143,1.4001136,1.0580633,1.1215738,1.1511207,1.3402346,1.2864714,1.2420542,0.93723655,1.0380304,1.2127973,0.76916796,0.9979341,0.78504723,0.85298145,1.3927894,0.930877,1.3483046,0.9655738,0.7163757,1.01147,1.1837417,0.0,0.9004143,1.0215158,0.8606501,0.69825566,1.1331346,1.1713607,1.063968,1.3827734,1.1177105,0.9772023,0.7569865,1.0089577,1.1005394,0.8582025,0.7777883,0.77782786,0.7262323,1.1155796,1.2747288,0.8755993,0.62598395,1.1498489,0.60849065,1.1101773,0.92101955,1.3344845,0.8980552,0.8099497,0.977271,1.194557,1.3882532,1.1140971,1.1531687,1.0303794,0.48027968,0.75998414,1.1944084,1.4056232,1.3707359,0.9775952,1.3096199,1.1778399,1.3014133,1.0976692,1.1647791,0.94705,1.2081922,0.9893385,0.83876544,0.96622646,0.36404085,1.0024415,0.8360006,1.3164053,1.2438475,0.666312,1.3221269,1.316354,1.194716,1.2142066,1.3186976,0.60480577,0.9401838,0.8098395,1.3376491,1.1322243,1.1210278,0.9182049,1.3611025,1.0341097,1.1428218,0.92949104,1.0523936,1.180473,0.8997186
ear,1.0341239,1.1142013,0.81708676,0.97744966,0.95793664,0.96857095,1.2569624,1.2243742,1.1431614,1.1076983,1.2564394,0.9314168,1.1208956,1.0848646,1.1898388,1.0906996,1.1715544,1.2140952,1.1245611,0.75950986,1.093154,1.1519413,0.9701045,1.2254889,1.1139455,1.3063663,1.1370955,1.1074809,1.0339833,1.114185,0.82883435,0.96248263,1.0577286,1.1768811,1.0886331,0.987253,1.236536,0.95142686,0.9004143,0.0,0.5752077,1.1262084,0.8191026,0.61873317,1.1689444,1.0914234,1.1531835,1.0215628,0.9866545,0.88867104,0.5799936,0.7223904,1.1757123,0.96879226,0.6504479,0.63116014,0.944345,1.1626855,1.0860381,0.9704969,1.13168,0.90905,1.1904905,1.2049586,1.1831936,0.8220134,1.1343818,0.4298848,0.65772253,1.1497322,0.56248736,0.6779685,1.0896528,1.0095375,0.8503345,1.1899637,0.9763762,1.0349025,1.054468,1.232145,1.3074005,1.1961187,1.1869344,1.1762145,1.2198248,1.1060115,0.9743427,0.8280945,1.1252946,0.9248188,0.8228526,0.8783262,1.0954827,1.1976815,1.1377271,1.0176641,1.1152067,1.027691,0.9671271,1.106322,1.022039,1.1306813,1.1800075,1.066055,0.48563015,0.6112785,1.168672,1.1824781,1.1874347,1.2143489,1.1434535,1.1915599,0.7935871,1.2220143
egg,1.3240869,0.9041111,1.1345599,0.87549525,0.73349553,0.6802187,1.1926183,1.3249162,1.2862036,0.83168083,1.2879306,1.1921256,0.97947407,1.1130898,0.9195044,1.0433263,0.9724853,1.0197446,1.1998159,0.54010546,1.1147019,0.9147102,0.8029469,1.1189781,1.2155005,1.3049946,1.1125804,1.2766235,1.164674,1.2210484,1.0879364,0.654876,1.0911341,1.0114042,1.1687679,0.8237945,1.3904055,0.9932826,1.0215158,0.5752077,0.0,1.1357753,0.954593,0.6095967,1.0944321,1.252365,1.028022,1.0776683,1.1192399,1.1567345,0.61733645,0.63454777,1.2525122,1.0078886,0.94200647,0.9433484,0.7388885,0.98218197,1.3029523,1.1476029,0.9883551,1.0738573,1.1342367,1.3153174,1.1028847,1.0331634,1.1196098,0.56275344,0.5609984,0.94674313,0.5315347,0.22933626,1.2415519,1.160363,0.99813074,1.0284082,0.71721923,0.8462876,1.1090131,0.9127657,1.1161877,1.0162793,1.1119308,1.1103246,1.3639176,1.0063953,0.9199182,0.883533,1.2144575,1.1154627,0.7916208,0.9184795,0.8486984,1.1594009,1.2716339,0.72607017,0.8611561,0.8277477,0.755791,0.7842225,1.1827788,1.1840597,1.3526528,0.8595181,0.5147741,0.57408744,1.210129,1.0045149,0.959855,1.1406214,1.2082546,1.3366388,0.65871114,1.2836432
elephant,0.73198557,1.1039573,0.8476957,1.2382882,1.2180492,1.2533615,1.1710982,0.66324615,0.74200046,1.0578147,0.81106615,0.8740899,1.0746881,0.9353728,1.0850567,1.2325324,1.0372516,1.189673,1.1303384,1.1794509,1.1072963,1.2102201,1.2365804,1.1380097,0.7505319,0.8345954,1.1881406,0.79832006,1.0404419,0.86734116,1.0322427,1.1734169,1.0743612,1.0977674,0.87039864,1.1918116,0.7274266,1.2162956,0.8606501,1.1262084,1.1357753,0.0,0.93420583,0.9404179,1.0651243,1.1218086,1.0806032,1.1727784,0.9448181,0.9568791,0.9933076,1.1292443,0.92581725,1.062852,0.9699085,1.0223621,1.0609405,1.0780293,1.0773046,0.8380095,1.0052036,0.89308804,0.8474866,0.9406207,1.053865,1.0814937,0.8131728,1.1348338,0.97942865,1.1034083,0.9401366,1.1602675,1.0613096,0.9069112,0.830271,1.194671,1.2241999,1.1333631,0.9832492,1.1716645,0.9183082,1.2234402,1.1584524,1.1359183,0.72487175,0.9757204,0.86011314,1.1227812,1.0372015,0.7023393,1.1405269,0.9929887,1.2170827,1.11989,0.6965855,1.0507518,1.2720673,1.202934,0.9918051,1.1500967,0.90875196,1.0618593,0.9210049,1.2130358,1.0487819,1.0872685,0.77733606,1.1164994,1.2874074,1.2035795,0.87170136,0.84954154,0.98561203,0.6161891
face,0.8773966,1.2085642,0.85317904,1.0634716,1.1432819,1.2134941,1.1741298,1.0133266,0.91413623,1.2866845,1.0245912,0.5288104,1.1155174,1.0166101,1.0951018,1.0051404,1.2700453,1.3215554,1.1291275,1.006211,1.0965619,1.2866371,1.3577037,1.1195157,0.90930086,1.1605623,1.1287683,0.8640431,1.0023581,0.97472084,0.9828688,1.3231208,1.0270476,1.2670803,0.943266,0.8324532,1.0770591,1.1224946,0.69825566,0.8191026,0.954593,0.93420583,0.0,1.0121944,1.0517288,1.091129,1.2873152,0.9323123,0.9909926,0.7505056,0.6342885,1.0618672,0.89165473,0.8130157,0.48002028,0.72381663,0.8307458,1.1274962,0.8613058,0.8156538,1.1446899,0.8317616,1.1402025,0.9659441,1.241987,0.9495408,1.0134677,0.7619568,1.1225569,1.3852727,0.9895152,1.0509268,1.087001,0.7673418,0.9683697,1.1630893,1.30456,1.2824192,0.88586956,1.3155239,1.208315,1.2349377,1.104754,1.0000842,0.9879289,1.1886427,0.92614913,0.9571917,1.0062444,0.7073249,1.0669696,1.0051451,1.1740065,1.2033252,0.92132246,1.2564952,1.2058631,1.1834086,1.2113649,1.2178506,0.8165803,0.90419555,0.9549065,1.1992805,0.94726664,0.9806373,1.0260376,1.3768251,1.0317423,1.1327286,0.9279858,1.1456752,1.0318553,0.8945861
finger,1.4070606,0.8796029,0.9981617,0.91901016,0.7861858,0.9299204,1.1011662,1.3458412,1.3957138,0.6975142,1.450804,1.1678064,1.035431,1.3673127,1.1377165,1.244115,0.7606404,0.8565695,1.3145698,0.7097575,0.89021087,0.8629694,0.73586214,1.1247815,1.28171,1.2294884,1.0088947,1.3574598,1.0995613,1.4293389,1.1475127,0.5732218,1.3594981,0.79272574,1.2413144,1.034881,1.2003968,0.9815875,1.1331346,0.61873317,0.6095967,0.9404179,1.0121944,0.0,0.990764,1.231943,0.7492598,1.2504444,1.1797284,1.1509597,0.51362205,0.5577543,1.3307471,1.1800909,0.95289963,0.70589626,0.77170926,0.8397964,1.3528339,1.2703738,0.89566326,1.086583,1.0192937,1.3239206,0.98628867,1.0990636,1.0306237,0.5813887,0.45609617,0.7358167,0.29372603,0.6085274,1.2521899,1.1760709,1.0695516,1.0988481,0.64714295,0.6168928,1.1263007,0.94055885,0.98074836,1.0559946,1.0822743,0.90320814,1.2486013,0.8018273,0.621235,1.0631592,1.2025365,1.0666784,0.94163364,0.7221761,0.79113847,1.1117419,1.435801,0.5552593,0.99768955,0.9357992,0.7358084,0.8272056,1.2252731,1.2212152,1.4443427,0.90759194,0.29168153,0.40304083,1.2184737,0.83237344,1.245525,1.2033724,1.2203413,1.3738179,0.4005698,1.2742771
fish,0.7901137,1.0544978,0.99843496,0.9379342,0.9779121,1.0477371,1.1677359,1.016473,1.0223622,1.046826,1.0503608,1.0202085,0.702861,1.0266095,0.8901422,1.0467628,1.0857363,0.9912689,1.1239389,0.8641047,0.8111182,1.0881909,1.0018774,0.8215064,0.8019185,1.0779588,0.9922342,1.2077603,0.8998906,1.0702968,1.0373926,1.0152036,1.1013505,1.1279383,0.73597574,0.9848878,1.163254,1.1229088,1.1713607,1.1689444,1.0944321,1.0651243,1.0517288,0.990764,0.0,0.848856,0.8939957,0.70051336,1.0846795,0.8616637,1.1569884,0.96650517,0.87351364,0.9331317,1.1151342,0.9751583,1.0088423,0.9867321,1.0286416,1.181509,0.99905574,0.9875368,0.9782673,1.1364034,1.0565163,0.7823967,1.1271522,1.119665,0.9828693,0.9891714,1.0656527,1.0633738,1.1680485,1.0684714,1.0948534,0.8708167,1.0107663,1.0161415,0.5586942,0.8477936,1.0985038,0.9611625,1.0790112,0.7869292,1.148623,0.8358754,0.96104336,0.99751544,0.99935776,1.0761143,0.7334936,0.9148656,1.0585505,1.0247086,1.128203,0.99448055,1.0415235,0.8114016,1.0945721,0.8747601,1.1435794,1.0562435,1.0776614,1.0730526,0.9616861,1.0131736,0.95983076,0.9765194,1.0076292,1.1085447,1.1182007,1.0826445,1.018288,1.0222443
flower,0.8682412,0.9613031,1.0521125,0.77484787,0.9310758,1.1213629,0.897847,1.0059166,1.0075053,1.1901014,1.0230447,0.956367,1.0045007,0.9365248,1.0347884,0.8565372,1.0891106,0.95266217,0.869603,1.082894,1.0973978,1.0266277,1.1160799,0.999521,1.0437124,1.0447066,0.67290926,0.999904,0.93370754,1.0269536,0.93510264,1.169072,0.9281536,0.9887915,1.009779,0.95016325,0.95015424,0.9518613,1.063968,1.0914234,1.252365,1.1218086,1.091129,1.231943,0.848856,0.0,1.016571,0.8266511,0.92202264,0.8281654,1.2110484,0.9866034,1.0015823,0.9333677,1.069284,1.0245482,1.0705738,1.0796504,0.91134804,1.0950769,1.0824847,1.1451484,1.0732135,0.83550036,0.70115536,0.79116505,1.0211926,1.2107835,1.1106696,1.0426486,1.1803706,1.1495109,0.82532114,0.98642683,1.2010174,0.89242905,1.1570901,1.0604014,0.8863647,0.9055855,0.9485844,0.7641424,0.8558394,1.0623091,0.93952143,0.98499846,1.0684282,1.095261,1.0098199,1.0806738,1.0231192,1.2192668,1.2602255,0.81298417,1.0017855,1.1973733,0.91699046,0.8991726,1.1252763,1.153877,1.0631844,0.99589014,0.79397583,0.9265334,1.1559559,1.2072878,0.975845,0.9668382,0.7891045,0.7424062,0.99905044,0.95896393,1.2260445,0.9654039
fork,1.4105437,0.7085492,1.3491373,0.96791,0.87431306,0.83876806,0.7270947,1.227492,1.4695177,0.57359856,1.3643467,1.4133235,0.80025935,1.4012933,0.9427363,1.0617696,0.525826,0.5918525,1.1436868,0.9246985,0.77309144,0.62409544,0.75352156,0.70440567,1.1522758,0.98277426,0.6421977,1.3249526,0.6447485,1.4033465,1.272454,0.45874488,1.3783224,0.5457193,1.1364213,1.1625905,0.9581091,0.78934956,1.3827734,1.1531835,1.028022,1.0806032,1.2873152,0.7492598,0.8939957,1.016571,0.0,0.99297774,1.2361617,1.3240666,0.9982371,0.90321183,1.2571135,1.3017299,1.2779254,1.2690687,0.76918036,0.5954094,1.2690356,1.3693712,0.7965561,1.4130242,0.661791,1.1957068,0.50820386,1.3159044,1.1937102,1.1223899,0.8065108,0.4106201,0.74880946,0.9071188,1.1423185,1.2819666,1.2859075,0.7845906,0.33485556,0.33862418,1.0756553,0.55429804,0.60451484,0.69034946,0.82808274,0.84936666,1.1208,0.73725384,0.88007873,1.32063,0.72062004,1.4206848,1.165069,1.0297039,0.68607956,0.6699135,1.4652071,0.55096805,0.8222011,0.963746,0.5158919,0.58530736,1.3445115,1.191926,1.3988734,0.70114154,0.78545266,0.85413754,0.95087045,0.4786852,1.0800406,0.9388326,1.1482579,0.99448895,0.73929405,1.173573
frog,0.82088923,0.92314345,1.2136567,0.80219615,0.9472454,0.9870491,0.8641969,1.1059761,1.0611368,1.1416457,1.0746616,1.1159381,0.7314671,1.0312204,0.79204005,0.64286864,1.108405,1.0011132,0.95071733,0.9674141,1.084864,1.0163577,1.2143629,0.9207591,0.72645956,1.1610389,0.8448122,1.0426354,0.9971045,1.0218234,1.0005044,1.0751379,0.9903501,1.0321016,0.674891,0.85133743,1.1806656,0.97423995,1.1177105,1.0215628,1.0776683,1.1727784,0.9323123,1.2504444,0.70051336,0.8266511,0.99297774,0.0,1.0011659,0.9721563,1.0751858,1.1226177,0.8981222,0.82966626,0.9905875,1.0834894,0.8297903,0.89580584,0.9620568,1.1014752,1.1120124,1.1858609,1.1514708,1.0628445,0.9497408,0.9178967,1.1365008,1.060936,1.1493562,1.1363834,1.2060968,1.0382301,1.1131421,0.996933,1.1452442,0.7978675,1.0148191,1.082131,0.767324,0.8208947,0.98348004,0.92409015,0.93196696,0.9823648,1.1893271,0.9928754,1.1799506,1.0455627,0.96138406,1.2013223,0.93910587,1.2346295,1.1398726,0.94026095,1.0354842,1.1030991,0.87838423,0.8805719,1.0750295,0.9451159,1.0884858,0.96301395,1.0143539,0.9107638,1.0805926,1.1720719,1.0334954,1.1148882,0.66813606,0.9447868,1.0133853,0.9967031,1.2025437,1.0327741
giraffe,0.68082494,1.0414313,0.8667629,1.0626402,1.0779884,0.936449,1.19283,1.0557125,0.90470225,1.1314216,0.9554255,1.0146352,0.9595237,0.88043225,0.953276,1.0258925,1.1064985,1.2019031,1.2012587,1.0893904,0.9940894,1.1825659,1.3381368,1.2644962,1.0436622,1.1442292,1.0822353,0.8374959,1.075575,0.93552834,0.84818685,1.0887966,0.9866692,1.1330206,1.1047084,1.118457,1.0350512,1.2264749,0.9772023,0.9866545,1.1192399,0.9448181,0.9909926,1.1797284,1.0846795,0.92202264,1.2361617,1.0011659,0.0,1.0515289,1.1993868,1.170574,0.7392632,1.0011418,0.9878262,0.99052125,1.1593373,1.1090736,0.6661025,1.009,1.2516525,1.1098528,1.1415107,0.72081053,1.0689113,0.8814956,1.0313002,1.058997,1.1212792,1.2080107,1.1824493,1.0470155,1.0358361,0.9613258,1.0312812,1.1766003,1.1231413,1.0727023,0.9397151,1.1765329,0.9721313,1.0685899,1.2288904,1.2164823,0.9621069,1.0384641,1.163849,1.0841471,0.9370557,1.1033146,1.1572342,1.273225,1.0364679,1.1950021,0.7890526,1.2158794,1.1018398,1.048697,1.2592093,1.0822871,1.0801568,0.6093103,0.9629742,1.1404823,1.1903155,1.1355532,0.998908,1.1710039,0.9727765,1.1805143,0.41319108,0.8550351,1.2521231,0.74004257
glass,0.6598124,1.3355356,0.66229594,1.0882057,1.250746,1.2841448,1.2442962,0.6936272,0.68944055,1.4358053,0.82989323,0.52065647,1.2430751,0.8269752,1.0812804,0.91021824,1.4614283,1.4552212,0.86183167,1.0860103,0.96785486,1.4422705,1.3602918,1.0741466,0.89833903,1.0504518,1.0929624,0.80067545,0.91078377,0.83442366,0.8151344,1.4964329,0.72278035,1.4202077,0.97664154,1.0301309,1.0171238,1.0205213,0.7569865,0.88867104,1.1567345,0.9568791,0.7505056,1.1509597,0.8616637,0.8281654,1.3240666,0.9721563,1.0515289,0.0,0.8807315,1.0914662,0.8622691,0.60342693,0.7460018,0.61512077,1.2842803,1.3103817,0.70278394,0.7999764,1.2092623,0.64575213,0.89032483,0.88300556,1.3165381,0.6881335,0.76788956,0.9908665,1.2119876,1.4684788,1.2254412,1.2861829,0.86500275,0.7773566,0.87310165,1.1482158,1.4250408,1.4262483,0.9617042,1.3719152,1.4531515,1.2273365,1.162368,0.9902458,0.85823846,1.3477018,1.1010375,0.8432408,0.88721484,0.59346557,0.79110074,0.93235564,1.3966436,1.1853784,0.68996334,1.4351038,1.2443779,1.0743654,1.3068395,1.3872674,0.69954807,1.0074289,0.6005703,1.2483766,1.2581937,1.16362,0.5769652,1.4518734,1.1244462,0.9318998,1.059022,1.0203209,1.1773169,0.88791776
