,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
shower,0.9643351,1.1793479,1.0729663,0.76222074,0.9678235,0.98787767,1.1054047,0.90358174,0.6429875,0.5428105,1.1741138,0.7022122,0.8649395,1.2061603,0.8894927,1.0154369,1.1286578,1.2306327,1.1651165,0.73859257,1.2899181,0.7442821,0.9419259,1.1677492,1.1348591,1.1084186,1.1481317,0.98685014,0.94605386,1.1850197,1.0598124,0.833267,0.99537486,0.6352436,0.9901444,1.311701,0.6723807,1.1833578,0.97038335,1.1786401,0.76231635,0.72851396,0.8837152,1.1730425,0.7467555,1.2585799,1.2074171,1.1526191,1.2017293,1.3243096,1.2626615,1.1786793,1.1343923,1.2681091,0.94622713,1.2983238,0.9148346,1.2075123,1.2765843,1.1939769,0.8798915,0.68793684,0.7492045,1.2855716,0.8914792,1.1867341,0.90134484,1.2132742,1.2131038,0.91810125,1.1449237,0.8133754,1.1026901,1.0469618,1.2554643,1.1056042,1.0355585,0.65569127,0.85302943,0.74438787,0.7817559,0.828899,1.3191787,1.2737138,1.1873914,1.1420999,1.1917882,1.0961448,1.1868145,1.0302277,0.96212035,1.1346208,0.64647174,1.2234809,0.9927464,1.079833,0.8628154,1.254791,1.1525912,1.2716488,0.0,1.0958004,0.6396135,1.269571,0.64880496,1.2639618,1.136865,1.0665975,1.2960824,1.1888282,1.0188602,1.0054127,0.75863695,0.71620744,1.2665758,1.2117677,1.0673665,1.146898,1.0540571,1.2071505,1.0594068,0.8246836,0.988382,1.0834359,1.2008133,0.73593324
sink,1.0520775,1.1566974,1.1776611,1.0397321,1.0962085,1.0988001,0.9114527,0.92922044,0.7539135,1.0851533,1.1023893,0.82697916,1.021668,0.92451143,1.0688492,0.9680252,1.0639713,1.0258164,0.6375502,0.9855661,1.1401758,0.8960387,0.8311753,0.80010843,0.8450853,0.9424005,0.85175955,1.1272299,0.8900919,0.9071262,1.0379868,1.1008992,0.9723523,1.1225868,1.0422306,1.0685598,1.085258,0.9206841,1.2226448,1.2551037,0.88501954,0.7014171,1.1106306,1.1995443,0.910004,1.0402699,0.96106076,0.77732956,1.2207612,0.79010576,1.0924973,0.8492279,1.1542645,1.2083714,0.79313946,0.9539775,1.1387029,0.93186826,1.21632,1.1784536,0.9337684,1.2301155,1.1756697,0.8013775,0.9510614,0.8453024,0.96246576,0.75970083,0.5702539,1.1611778,1.0416585,1.0639769,1.1429312,1.0030413,1.0120659,1.0317966,1.1448455,0.8387815,0.9797417,1.2466763,1.1457809,0.96688235,0.8874474,0.99756324,1.0719814,0.91607726,0.96605,0.8670193,0.46619207,1.1787449,1.2546856,0.92849475,0.883881,1.2137623,1.0766504,1.0426053,1.163739,1.057444,1.1191727,0.7729087,1.0958004,0.0,1.0457203,1.0826882,0.92961246,0.9688533,1.0426923,0.92090327,0.72463906,1.09493,0.78877497,1.0871593,1.2041582,0.9855185,0.99960697,1.1346475,0.9185336,0.8516535,1.024499,1.244281,0.6695448,0.99530417,1.1369681,0.88888305,1.1537936,0.9781568
slide,0.7313484,1.0550902,1.2772448,0.7908765,0.9746008,0.9849528,1.0075866,1.0204511,0.70096165,0.3319342,1.3784534,0.5639933,0.5464883,1.3107609,0.7710493,0.8740932,1.1612847,1.4014518,1.2283955,0.7400577,1.4731746,0.70425725,1.0152119,1.2373594,1.3803575,1.2560827,0.95487905,0.9842042,0.81169236,1.4080262,0.8611599,0.6451635,0.8132831,0.43488717,0.9927479,1.5034778,0.6372828,1.4939797,0.96361405,1.1328819,0.63938826,0.7507534,0.6851597,1.4150937,0.93754196,1.2076253,1.292137,1.2511998,1.2139914,1.491415,1.2433498,1.1008891,1.2983798,1.4181817,1.0078055,1.2053559,0.8045124,1.0406471,1.4632635,1.3133492,0.7228376,0.6429096,0.46500254,1.4932461,0.6672865,1.4188834,0.9233223,1.3019369,1.3352301,0.5921681,1.4161667,0.6765249,1.3023486,0.9929825,1.215573,1.3797768,1.2316146,0.7101854,0.6663469,0.48813558,0.5019448,0.687121,1.5113975,1.5008957,1.2864199,1.2999464,1.3093414,1.172021,1.1368791,1.1789551,1.0327572,1.3391292,0.7418517,1.4707296,0.8089667,0.9566005,0.6501193,1.3478332,0.8953527,1.4507563,0.6396135,1.0457203,0.0,1.4559852,0.52016675,1.3739328,1.080956,0.9932518,1.4481544,1.34267,0.9304126,0.90615845,0.5037815,0.4562484,1.5324959,1.1596564,1.1949792,1.0488139,1.0274197,1.2389657,0.8972834,0.8154836,0.8775891,0.9976027,1.3743197,0.66771173
slipper,1.3727787,0.8090892,0.40597236,1.2896204,1.0328534,1.0405062,1.0683204,1.3408489,1.3529773,1.5565238,0.17713392,1.373404,1.5610946,0.7189583,1.2503223,1.0627958,0.8564116,0.5939574,1.1606374,1.3988912,0.31617707,1.4020835,1.0329984,1.0386161,0.51156914,0.5660547,0.92404974,1.1195152,1.2378708,0.49278462,1.1810261,1.4309015,1.2749215,1.4745752,1.0348886,0.11692572,1.5525281,0.4545731,1.1985382,1.1250765,1.4631377,1.253943,1.3118503,0.3955291,1.079977,0.60158354,0.55057704,0.99561226,0.49787927,0.6398503,0.7878839,1.2287847,0.5789865,0.2663495,1.1599636,0.6472964,1.248804,1.0566424,0.269148,0.8599398,1.2902726,1.3938131,1.474356,0.5602768,1.3793447,0.61641955,1.2747433,0.6833306,0.7391816,1.3847108,0.7518641,1.411385,0.23480272,1.3422503,0.61420846,0.5512653,0.5281169,1.4194963,1.3544866,1.4216416,1.4118116,1.4366372,0.2978245,0.3094749,0.67833686,0.7915551,0.95124036,1.1284379,1.1733108,0.5107729,1.0304773,0.47080696,1.3966155,0.67886436,1.2375982,1.1203513,1.44272,0.65720904,0.992717,0.5610203,1.269571,1.0826882,1.4559852,0.0,1.449692,0.44217527,0.9042656,1.1413586,0.750991,0.56055886,1.0332072,1.2039324,1.5201646,1.6037288,0.23803014,0.52329314,0.47226483,0.756987,1.2732759,0.6646372,1.3833795,1.2791735,1.1663162,1.1314491,0.22243536,1.383207
snow,0.81680447,1.1695342,1.2036203,0.7955199,0.99739313,1.058109,1.1381562,1.0345912,0.7930377,0.387599,1.3429036,0.63891256,0.6808598,1.1717384,0.74306726,0.86551285,1.1948644,1.3948076,1.2015907,0.9402832,1.4183354,0.5101106,1.1298382,1.0836518,1.4538151,1.0114301,1.1561363,0.96122324,1.0015949,1.2083801,1.03188,0.70911723,0.7464591,0.57210135,1.0248952,1.50455,0.8023631,1.4230065,0.9189922,1.1408291,0.7795697,0.91275775,0.8455369,1.3561954,0.7310558,1.2668437,1.1288652,1.0483806,1.3293759,1.4542084,1.2510165,1.0508687,1.2766867,1.4131995,0.8459524,1.214394,0.80871,1.1320103,1.4488161,1.2101587,0.7780646,0.6277554,0.52668774,1.4506437,0.80867445,1.403752,0.8128456,1.2833947,1.1804528,0.85745555,1.2200032,0.7674207,1.2477909,1.0545391,1.2720089,1.3301971,1.163607,0.8387362,0.68293476,0.5364045,0.5902814,0.74902534,1.4681604,1.492583,1.2119788,1.240126,1.1939284,1.074382,1.1106735,1.160749,1.1783974,1.2595152,0.8381703,1.3341324,0.8955819,1.0708939,0.7323279,1.2716146,1.099643,1.4002609,0.64880496,0.92961246,0.52016675,1.449692,0.0,1.3336598,1.2019454,0.98732984,1.4122658,1.3016897,0.9407734,0.7840776,0.62687826,0.5813657,1.4768336,1.24943,1.1477187,1.116034,1.0806689,1.3152452,0.9814064,0.49280733,0.8917106,1.1053205,1.3687465,0.5471329
soap,1.1980721,0.8375382,0.72960925,1.1617867,0.96068287,0.98669356,0.9579249,1.1862249,1.2953959,1.4302406,0.60333633,1.4019632,1.3240969,0.8355767,1.1796657,1.067097,1.0851071,0.8380858,1.0285647,1.4578571,0.48288673,1.330934,1.0833323,1.0260029,0.81553924,0.8389075,1.035484,1.0302029,1.2020624,0.6210953,1.214483,1.3596956,1.206829,1.3804482,0.9918655,0.5069446,1.4619722,0.6466762,1.091625,1.0837679,1.3715658,1.2694751,1.1099064,0.496688,0.9802982,0.6049836,0.7624749,0.9822734,0.5586272,0.69267684,0.9050729,1.0940061,0.6583022,0.49908984,1.1888855,0.8107126,1.1693652,0.87272906,0.5148923,0.8742845,1.2238243,1.3203938,1.2579595,0.64746183,1.2789257,0.6177362,1.2192203,0.768794,0.72069967,1.1791878,0.80694723,1.1950681,0.5614061,1.1491562,0.6262799,0.6825449,0.8176911,1.3494291,1.1532481,1.2651088,1.2354978,1.3695232,0.54881483,0.62912226,0.6686164,0.6912099,0.88556343,1.0763296,1.0592482,0.7970543,1.0804675,0.7248963,1.3712628,0.714973,1.2018006,1.1385698,1.2927723,0.6009989,0.8577694,0.6891984,1.2639618,0.9688533,1.3739328,0.44217527,1.3336598,0.0,0.71507424,1.0532193,0.7092187,0.622398,1.0940073,1.2232503,1.4003019,1.5200349,0.5242737,0.5929986,0.8690277,0.8927562,1.1242524,0.9040248,1.2250535,1.2342691,1.1546273,1.2191409,0.4834622,1.2856271
sock,0.9775958,0.73753166,1.1758627,0.88719404,0.9479543,0.9055422,1.0122343,0.85346526,0.9772276,1.1360123,0.9929832,1.0418956,1.057944,1.0559441,0.9015648,1.0265371,1.0797306,0.94573706,1.0695218,1.0984595,1.0171992,1.0739821,0.8417063,1.1201127,0.8147073,1.1508442,1.0075336,0.8720162,0.88360834,1.0477281,1.0131186,1.1403961,1.1469462,1.1508358,0.90235597,0.9803459,1.0980397,0.9519149,0.94535077,0.9137079,1.0689263,1.0420494,0.9283409,0.95775133,0.88645333,0.7393601,1.0019338,1.0700303,0.6944926,0.97737944,1.0127562,1.0904874,0.88770616,0.8329747,1.0159725,0.9702763,1.0709946,0.7368529,0.8289402,1.0856566,1.1261055,0.87973434,0.88844055,0.9509486,1.0358951,0.9780952,1.1371715,0.99472183,1.0113008,0.6351533,1.0208911,1.1319429,1.0882545,0.9639885,0.77593005,1.0403309,1.2170923,1.012493,1.1407973,0.98865944,0.7819008,1.1597893,0.9643552,1.016468,0.82029253,0.7530918,1.0258299,0.98534507,1.1489289,1.1865103,0.76537406,0.97787064,1.0894938,0.90421724,1.0856577,1.0466241,0.8915818,0.73324245,0.6407535,0.940773,1.136865,1.0426923,1.080956,0.9042656,1.2019454,0.71507424,0.0,1.1069556,0.95781434,0.90610087,1.0655376,0.9378304,1.0390593,1.2065156,1.0166174,0.6703156,1.0670624,0.8740367,0.9771676,1.0555251,1.1297897,1.2565088,1.1705757,1.0518419,0.9721877,1.2190847
soup,0.9689739,0.9599358,1.1287804,1.0738045,0.84585154,0.9013848,0.67111415,1.1048471,1.199562,1.0000764,1.1461802,1.0371969,0.8788551,1.1586585,1.1772268,1.1259363,1.2085685,1.1219752,0.87852013,1.0625263,0.8704768,0.8455197,1.1974541,0.98842716,1.2206522,1.2043546,1.0112818,0.99202585,1.155992,0.9338422,0.95947814,1.0486317,0.79100746,0.925012,0.9057579,1.1691178,1.0118287,1.1635884,0.9584551,1.0004536,0.9742643,0.94497144,0.97669613,0.7965751,1.2225943,1.078907,0.98648787,1.1303036,1.0393265,1.1405463,0.75355065,1.0066907,0.92864996,1.1686132,1.064211,1.02232,0.9357959,1.0360137,1.0837047,1.2706819,1.0289762,1.0394202,0.9668493,1.1096665,1.0056086,1.1796498,0.8841361,0.94353527,0.8710901,0.97596526,1.1054053,0.7946073,1.1077595,1.022839,0.9960322,1.1585499,1.1943629,0.97950685,0.7721665,0.94249016,0.91733223,0.95884264,1.2340797,1.2507967,0.6970173,1.2020873,0.94288343,1.1026504,0.817917,1.1284072,1.0910394,0.89166796,1.0983455,1.2146978,1.0280324,0.98616976,1.0203623,0.99013025,1.0450871,1.0427635,1.0665975,0.92090327,0.9932518,1.1413586,0.98732984,1.0532193,1.1069556,0.0,1.036733,0.8632075,0.92989343,0.9061172,0.9349977,0.9882548,1.0505216,1.0536172,1.0953256,1.0515848,1.0469824,1.0465361,0.82545894,1.0646838,1.0482666,1.0694975,1.1887703,1.0896952
spoon,1.2051809,1.0188996,0.91837984,1.2191693,1.175999,1.1378962,0.7693639,0.8155937,1.1039081,1.5372314,0.93800515,1.3857988,1.3269302,0.8023152,1.2401826,1.0325567,0.8027695,0.6084287,0.43098104,1.2071426,0.6885357,1.2805822,0.84528756,0.6975219,0.73075247,0.9837775,0.8790875,1.2157784,1.0593462,0.71040523,1.1721699,1.195755,1.1112319,1.4896088,1.0254261,0.5165111,1.2266886,0.5284048,1.2302408,0.9116498,1.2982045,1.1078823,1.2350948,0.85526377,1.2272066,0.92005354,0.9326306,0.84548545,1.0325142,0.116678596,0.81203234,0.69878745,0.9552573,0.9231948,1.0589789,0.83181787,1.4200768,0.91754913,0.8968401,0.76288456,1.1132753,1.4453034,1.5018824,0.10507953,1.0994442,0.48668414,1.2046897,0.72474796,0.6546768,1.379093,0.7514255,1.2866974,0.96578854,0.9866039,0.93217766,0.87257195,0.89975065,1.2373927,1.3369291,1.4554658,1.4903654,1.2563024,0.34881926,0.43718052,0.82584727,0.7460345,0.48258454,0.8616576,0.49102998,0.97940785,1.0476453,0.89510363,1.099926,0.66988623,1.1545873,0.6910322,1.455021,0.72623533,1.1345626,0.30267882,1.2960824,0.72463906,1.4481544,0.750991,1.4122658,0.7092187,0.95781434,1.036733,0.0,0.71525526,0.8450878,1.284071,1.4418232,1.2926357,0.5865568,1.0372177,1.0291061,1.0081027,0.9677445,0.7739252,0.68861294,1.2122685,1.1411972,0.8402983,0.83916795,1.298687
sprinkler,1.0189989,0.85793436,0.8325143,1.2737651,0.92649966,0.9238006,0.96539474,1.2949857,1.3338912,1.4037111,0.6302738,1.3534892,1.3592402,0.6834599,1.222958,1.1015046,1.1358135,0.70985377,1.1414802,1.3825918,0.5912932,1.201359,1.1412001,0.947894,0.7735524,0.8183985,1.0314378,0.949363,1.1704909,0.6679467,1.1729066,1.3601662,1.2217923,1.2973031,0.9454855,0.502231,1.4492967,0.69764143,0.9387551,0.882583,1.2882618,1.2051691,1.2146909,0.505922,1.0308343,0.80814373,0.7993086,0.9562307,0.70395166,0.68394506,0.59744793,1.0631809,0.64721817,0.61180687,1.1413302,0.88814414,1.0355707,1.0794482,0.5274808,0.85623443,1.3099844,1.2596877,1.2999063,0.63940746,1.2558846,0.56555015,1.186649,0.81154543,0.7656344,1.2346972,0.811813,1.1381603,0.7161819,1.1337138,0.67117554,0.7778531,0.94322264,1.2732329,1.115423,1.2732707,1.1675982,1.3692493,0.61833596,0.66261125,0.5779003,0.9170998,1.0163388,1.011056,1.1877285,0.9127058,0.9719633,0.5573294,1.2347077,0.6543695,1.183153,0.95295745,1.2441927,0.5696405,1.0068148,0.73149,1.1888282,1.09493,1.34267,0.56055886,1.3016897,0.622398,0.90610087,0.8632075,0.71525526,0.0,1.0453168,1.1173451,1.3397475,1.4754537,0.5661647,0.79328036,0.79799646,0.8368186,1.0865444,0.78128827,1.2928271,1.1914201,1.1808021,1.0184515,0.6649564,1.3055315
stick,0.8942119,1.0724162,1.2251537,1.0572237,1.1414137,1.1490341,0.8729808,1.0507034,1.0009805,0.9865169,1.1366583,0.9102755,1.003065,0.9590318,0.9910839,0.8780819,0.9372114,1.1963313,0.98570615,0.95954835,1.1295538,0.955138,1.1395241,0.8921888,1.1837718,1.0863076,0.8382895,1.1227571,0.99267066,1.0144944,0.9718082,0.873801,0.8203909,1.0007576,0.79411423,0.97174484,0.86199814,1.2387689,1.115742,1.004981,0.9656589,0.8130928,1.037778,1.1106853,1.1148126,1.0086643,0.95965797,0.8635989,1.1392667,0.8383892,0.90340036,1.0082057,1.0998294,1.3344461,1.0018426,0.96885496,1.1264021,0.98701924,1.2553891,1.1380696,0.47346193,1.1436907,1.090233,0.78459996,0.9297718,1.009137,0.8900153,0.99839216,0.98190206,1.0064976,1.0809621,0.981994,1.2150415,1.0606248,1.013528,1.2120299,1.1852831,1.0526047,1.0232598,1.0821674,1.0636014,0.89462984,0.85940474,0.8759398,1.1625786,1.0084671,1.0420021,0.8579531,0.8521779,1.171295,1.0594856,1.1257911,1.0604397,1.2018666,1.0313958,0.61968994,1.1431081,1.1541333,1.1750209,0.9338116,1.0188602,0.78877497,0.9304126,1.0332072,0.9407734,1.0940073,1.0655376,0.92989343,0.8450878,1.0453168,0.0,0.9914556,1.0738382,0.9018254,1.1772747,1.0894849,1.0226707,0.84131336,1.0739115,1.0742161,0.7729753,0.9311498,0.97662205,0.95762223,1.202942,0.9992214
stroller,0.73878086,0.91553694,1.3067894,0.9363307,0.9306171,0.9278561,0.9980076,1.1086224,1.0921612,0.8454846,1.1254365,0.7276826,0.8712926,0.90675044,0.98712164,1.0085064,1.0404558,1.1684399,1.1654721,0.81315756,1.1886809,0.7119076,1.0885011,1.0140973,1.1658918,0.8569023,1.0306492,0.72440124,0.91549057,1.2038018,0.719134,0.8823069,0.80193555,0.7945957,1.0760659,1.2765633,0.8649914,1.2705977,0.7262905,0.85559523,0.67967486,0.8822565,0.8989038,1.1984398,1.0036473,1.0774093,0.98173815,1.1023667,1.1299554,1.3481264,0.9218927,1.078008,1.0636777,1.1099254,0.9155985,0.8952367,0.8099897,1.0078149,1.1787642,1.1572578,0.9704097,0.7532083,0.83133304,1.3007221,0.78620964,1.4110315,0.752438,1.1967742,1.2139816,0.9204432,1.0890251,1.0087461,1.2204324,0.9750036,1.0783402,1.2508307,1.3172106,0.82997906,1.0018398,0.7688557,0.6801804,0.93765384,1.3324171,1.3651636,0.9826391,1.1577075,1.1599095,1.0883477,1.195819,1.2999312,0.9386727,1.0984226,0.8473114,1.1205782,0.9596767,1.0090677,0.6308864,0.99049056,0.76357424,1.2399884,1.0054127,1.0871593,0.90615845,1.2039324,0.7840776,1.2232503,0.9378304,0.9061172,1.284071,1.1173451,0.9914556,0.0,0.8531292,0.8929348,1.2611597,1.0737404,1.2012805,0.92596155,0.99080455,1.0431076,1.1250386,1.0286077,0.9889714,1.0409437,1.2159753,0.9457732
sweater,0.81655794,1.0052874,1.3037173,0.5931105,0.9658992,0.98274916,1.0488977,1.0550907,0.85426176,0.45856452,1.4092343,0.6672588,0.4698398,1.2829344,0.8457219,1.0756832,1.2424265,1.3770105,1.1704408,0.8076037,1.3986254,0.6157131,1.152893,1.2366118,1.4156115,1.3194867,0.9719677,0.8987537,0.93798906,1.3869107,0.92227244,0.74989295,0.80972046,0.50787187,0.953378,1.5547708,0.71939886,1.4838487,0.8365045,0.98864967,0.62111616,0.8554022,0.6229722,1.3270668,0.90742695,1.173916,1.3563633,1.2596563,1.1429019,1.4774224,1.2796941,1.0558407,1.1265097,1.3587993,1.069679,1.3430989,0.5759484,0.88803566,1.3693585,1.2126248,0.811199,0.42824018,0.3234725,1.5162814,0.81729615,1.5311304,0.78758407,1.3730311,1.3567418,0.5994015,1.3406272,0.6864493,1.356749,1.0059425,1.1594044,1.4691381,1.2651739,0.696845,0.77539,0.39966488,0.3117072,0.704551,1.5223229,1.4323217,1.2135069,1.3378372,1.2064502,1.1140993,1.1804686,1.2227436,0.86240923,1.3925314,0.6758548,1.3621398,0.75518817,0.91101635,0.2818792,1.3673716,0.85595745,1.4446244,0.75863695,1.2041582,0.5037815,1.5201646,0.62687826,1.4003019,1.0390593,0.9349977,1.4418232,1.3397475,1.0738382,0.8531292,0.0,0.54101896,1.5574996,1.15321,1.2725549,1.094315,1.0502322,1.3369251,0.9978107,0.81141126,0.9287134,1.0354627,1.4136245,0.713452
table,0.8317518,1.199464,1.3533776,0.8107512,1.031191,1.0382209,1.0442123,0.7607216,0.5958879,0.3577124,1.5199553,0.45581412,0.52100205,1.360142,0.8226423,0.92139125,0.91003215,1.2708943,0.920896,0.501695,1.5139133,0.7389492,0.9142274,1.1398621,1.3165458,1.3715262,1.0445449,1.0170783,0.52918184,1.4208683,0.7161187,0.23086,0.847002,0.40795845,1.0754898,1.6268592,0.35464716,1.428402,0.9642184,1.0439694,0.58532465,0.70085955,0.838984,1.4483984,1.0275546,1.3740613,1.439328,1.1175067,1.4354076,1.4000368,1.3085968,0.89907146,1.3762981,1.5750725,1.022348,1.2804986,0.89816177,1.091504,1.5949694,1.2359308,0.6898407,0.70280516,0.6633487,1.4211817,0.5794211,1.3454902,0.89086974,1.3397322,1.2256551,0.78657913,1.3426793,0.7657286,1.4497056,0.83112895,1.3577677,1.3709149,1.2537899,0.6300318,0.80114913,0.6036709,0.7110027,0.5334268,1.5575881,1.4897913,1.3480172,1.2363503,1.1562636,0.96342546,0.8285764,1.2488041,1.0050133,1.446508,0.6536056,1.404138,0.8758525,0.9349696,0.7346864,1.4245207,1.1083156,1.3069161,0.71620744,0.9855185,0.4562484,1.6037288,0.5813657,1.5200349,1.2065156,0.9882548,1.2926357,1.4754537,0.9018254,0.8929348,0.54101896,0.0,1.5292827,1.3991475,1.2816784,1.245354,0.9149173,1.213173,0.6155817,0.81237763,0.7805379,0.81249726,1.5285056,0.6453402
tape,1.4562354,0.9719808,0.4173755,1.424403,1.0411515,1.0492498,1.0380716,1.126651,1.2941437,1.5958495,0.35083258,1.4054555,1.5425949,0.7502743,1.3446889,1.0043638,0.7407851,0.39541268,0.91811657,1.2762926,0.32765067,1.4513376,0.8851079,0.89557934,0.45279294,0.5327233,1.0792123,1.2021418,1.1880305,0.4453494,1.2026124,1.356653,1.2441078,1.4980683,1.097108,0.24415737,1.4785637,0.2222647,1.2097921,1.0087354,1.4581724,1.2586176,1.3012254,0.36599994,1.1822956,0.8240519,0.7165461,0.98094755,0.7558555,0.55117255,0.7380351,1.0250779,0.69317937,0.3378582,1.0979238,0.66361576,1.3140966,1.1842124,0.326128,0.67637146,1.3299806,1.4444256,1.596087,0.48551625,1.3792236,0.49585152,1.2948027,0.59853643,0.5653409,1.5191165,0.735882,1.4285451,0.37678546,1.2726375,0.85169923,0.5372236,0.5196713,1.3959308,1.3460149,1.4684019,1.5665603,1.4265771,0.37401354,0.38619006,0.67708147,0.7402879,0.7889981,1.1153834,0.9647125,0.5189197,1.0663106,0.4374786,1.31915,0.5602179,1.2579272,1.202435,1.5226496,0.6476821,1.0796858,0.48552126,1.2665758,0.99960697,1.5324959,0.23803014,1.4768336,0.5242737,1.0166174,1.0505216,0.5865568,0.5661647,1.1772747,1.2611597,1.5574996,1.5292827,0.0,0.78802264,0.61093587,1.0146446,1.2150844,0.495448,1.2043017,1.293131,1.0900569,1.0340146,0.3551494,1.3631355
toe,1.2267907,0.3222643,0.8160515,0.89004964,0.99895394,0.99281234,1.0361001,1.3323529,1.3346989,1.3059251,0.6572784,1.2530715,1.144447,1.0048931,1.1968821,1.1637596,1.1121507,0.9407564,1.1965212,1.2834406,0.66716486,1.2288369,1.198803,1.128141,0.8199047,1.038848,0.87834024,1.0234803,1.2118112,0.8978789,0.9982472,1.3020988,1.1673682,1.215569,1.022887,0.67501503,1.4054425,0.8877233,1.0417346,0.9887724,1.184057,1.1335664,1.0535603,0.6436223,1.1390215,0.18897098,0.7735485,1.0845118,0.21870172,0.95089,1.005635,1.1599286,0.4802562,0.5744821,1.1561787,0.877395,0.8152803,0.35675544,0.49673426,1.0870899,1.2193316,1.1374913,1.0217606,0.981732,1.2136784,1.0505458,1.2301644,0.9518962,1.033396,0.95643884,1.0585351,1.1819899,0.6174915,1.2285391,0.42255569,0.790785,0.8948614,1.2056755,1.1940925,1.0970227,0.9914011,1.1897153,0.75314164,0.7412728,0.7704088,0.94012105,1.1140068,1.0695771,1.230145,0.8592154,1.0232723,0.8966927,1.2468148,0.95168597,1.1059866,1.100931,1.0202851,0.79618955,0.8091194,0.8984936,1.2117677,1.1346475,1.1596564,0.52329314,1.24943,0.5929986,0.6703156,1.0536172,1.0372177,0.79328036,1.0894849,1.0737404,1.15321,1.3991475,0.78802264,0.0,0.82571536,0.7782211,1.2342478,1.022529,1.315017,1.1867781,1.1714926,1.2098713,0.5571413,1.2287489
tooth,1.2895536,1.0113782,0.5811864,1.1828642,1.0871094,1.092662,1.2033086,1.2023034,1.1102993,1.2540035,0.46748716,1.0669103,1.3684895,0.926861,1.1578698,1.0434213,1.0067712,0.79697955,1.1576128,1.1846714,0.73693144,1.1950371,1.0191675,1.1427397,0.5127671,0.63015896,0.8282516,1.0907191,1.0169533,0.71551657,1.0630151,1.2303407,1.1988409,1.2120641,0.93483824,0.55357873,1.2499343,0.6662159,1.1222448,1.2104827,1.2044758,1.1138867,1.1984864,0.77446306,0.87208736,0.90963864,0.7920771,0.9647144,0.7348155,0.9002985,1.0564052,1.1617558,0.88633764,0.710393,1.0106719,0.8974814,1.1240819,1.1905009,0.67150146,0.98950994,1.2381108,1.1733646,1.2958517,0.83318806,1.2021914,0.7419933,1.1214166,0.6032771,0.68288404,1.3013709,0.87780404,1.2396153,0.56909037,1.2843436,0.8620535,0.7047789,0.59389675,1.1795928,1.1876786,1.1973511,1.240338,1.212835,0.639399,0.58488697,0.91170484,0.91965175,1.1087726,1.0751154,1.0714654,0.63423336,1.1509339,0.56884104,1.1775675,0.97332144,1.1587346,1.264127,1.2322053,0.9885144,1.110282,0.7176788,1.0673665,0.9185336,1.1949792,0.47226483,1.1477187,0.8690277,1.0670624,1.0953256,1.0291061,0.79799646,1.0226707,1.2012805,1.2725549,1.2816784,0.61093587,0.82571536,0.0,0.85825,1.2353799,0.9666352,1.2675879,1.0552517,1.0527724,1.0305469,0.6427956,1.0957605
toothbrush,0.9478166,0.8659799,1.0968914,0.98396987,1.0340334,1.0154798,0.98624796,1.3187808,1.1196053,1.1926991,0.78173625,1.0012759,1.0974473,0.77689236,1.091272,0.9733188,1.0697286,1.028679,1.2283485,1.163401,0.9154747,0.95345664,1.0837251,1.0690457,0.86924314,0.88141876,0.63436127,1.0162061,1.0702136,0.9511607,1.0165815,1.2059704,0.95435333,1.1781772,0.99163944,0.730742,1.2239223,1.0467858,1.0492555,0.98563397,1.0032738,0.9408889,1.1025845,0.89315087,0.79379296,0.75779486,0.94928133,0.9587968,0.83757436,0.9543645,0.80940944,1.1578121,0.76597905,0.93412244,0.91206187,0.8102045,0.9637118,0.80303687,0.8596792,1.10759,1.0166163,1.0591959,1.1060418,0.92760915,0.9825742,0.98177314,0.9251889,0.98012966,1.0587217,0.9955236,0.9240064,1.1495985,0.94509035,1.1901646,0.6875404,1.0124305,1.1528194,1.0078186,1.1241361,1.1210915,0.952067,1.0806158,0.77510494,0.78931224,0.97609055,1.034866,1.0591421,0.9952914,1.1775877,1.0712249,0.9721312,0.7705499,0.9957029,1.023133,1.0588475,0.8268202,0.96077865,0.9251343,0.95962155,0.9742803,1.146898,0.8516535,1.0488139,0.756987,1.116034,0.8927562,0.8740367,1.0515848,1.0081027,0.8368186,0.84131336,0.92596155,1.094315,1.245354,1.0146446,0.7782211,0.85825,0.0,1.1859832,0.99798745,1.2136103,1.1811339,1.1980001,0.98766696,0.8628238,1.1260031
