,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
coffee,1.1649249,0.97254896,1.2685829,1.079087,0.98816496,0.90004206,1.1605719,1.2024784,1.2995287,0.49374843,0.8655004,1.1126379,1.1531566,1.2112219,1.0577074,0.85209596,0.814044,0.70329297,1.0645773,0.8361082,0.77674556,0.92371917,0.46549332,1.0025333,0.8892084,1.0538754,0.70886457,0.70028186,1.2611442,1.0145969,0.0,0.94063735,1.0133424,0.98520523,0.73475546,1.1082088,0.8408648,1.2627687,1.0510765,1.0527748,1.0214536,0.7283931,0.8907737,1.1547652,1.0183588,1.2797052,1.2296555,1.0332181,0.57601285,0.93579215,0.71876514,0.92842025,1.0779892,1.1843251,0.94012094,1.2513582,1.1634811,1.1194494,1.1739583,0.65068483,1.1694512,1.1184325,1.1602563,1.1166222,1.085734,1.0054499,0.83721316,0.9105412,1.2238982,1.0635096,0.8292265,0.9109118,0.6824138,0.70853215,0.8495585,0.83305657,0.883723,1.2155732,1.2956176,1.0183804,0.6730212,0.6875804,0.70762074,0.743955,0.46335536,0.9541146,0.9081319,0.87385356,1.023504,1.1452991,1.1493888,0.7621795,0.8334917,0.98689973,1.408936,1.2842829,1.1206657,1.1071004,1.0079465,1.2321186,0.4474209,1.1693088,0.5745729,0.81159544,1.1029634,0.9991001,1.2097454,1.05385,1.3266695,1.2714696,0.91273975,0.8450308,0.73457515,1.1208692,0.73383677,1.2388581,0.7766931,1.1134183,0.9870548,0.6088755,0.7184845,1.027134
comb,0.8062136,1.238956,0.8955937,1.1333452,1.0426546,1.0270567,0.9437306,0.87232995,0.84112656,1.0971224,0.77427745,0.6758378,0.8514612,0.8040478,0.8642253,0.7906138,1.2602174,1.2822928,0.8114509,1.318124,0.9676343,1.0850835,1.0855461,1.13849,1.0014826,0.9792242,1.1136966,1.151304,0.774607,1.178932,0.94063735,0.0,0.95382893,0.78778815,1.0323589,0.857908,1.2695836,1.0991887,1.036138,1.2476329,0.91992223,0.76381457,1.114271,1.0000253,1.1552006,0.9705492,0.9148361,1.0353242,1.0431828,1.0095084,0.9719101,1.0220344,1.0668447,0.7383884,1.039136,0.97188133,0.78263927,0.8919267,0.76896304,1.2581255,0.9647711,1.0905914,1.0764538,0.7940278,1.1068223,0.8455782,0.964725,1.0530984,0.9921622,1.1368724,1.2615045,1.1731746,1.0681181,1.0072342,1.0138164,1.2428651,0.83796126,0.9603172,0.8271915,0.8293355,0.84203005,1.0424817,1.0847032,1.2786205,1.0227532,1.2426172,1.0243689,1.0986205,1.1407636,1.1954422,1.0268599,1.0484409,1.0552298,1.1642522,0.85241026,0.88782364,1.0233723,0.84425014,1.1812402,0.8938467,0.8449818,1.0665534,1.2353604,1.1787543,0.969316,1.137982,0.81137955,0.9123119,0.9278502,0.9908047,1.1640497,1.0994956,1.0983863,0.7316431,1.0587767,1.0839224,1.0779212,0.9727181,0.9213179,1.0741796,1.075119,0.8672604
couch,0.5925941,1.4106431,0.7510254,1.3464112,1.2854779,1.2373631,0.8166764,0.49547505,0.35769564,1.1451409,0.2729569,0.981868,0.8379771,0.5822818,0.86843705,1.046016,1.3184135,1.1785867,0.6890775,1.4098595,0.8683279,1.0440468,1.0939898,1.1310995,1.1845362,0.7816241,0.8090186,1.3252299,0.61975276,0.9690345,1.0133424,0.95382893,0.0,0.930193,1.4254237,0.5090185,1.2841442,1.0974917,0.83463,1.0474262,0.6782549,0.685135,1.1228886,1.1455051,1.3646892,0.70437425,0.94225955,1.3406769,1.2998779,1.1719182,1.0843914,1.3123498,1.1509414,0.9194385,1.2071525,1.05898,1.2887415,0.91615164,1.0462471,1.2530589,0.8234161,0.69752926,1.0737385,0.64435375,1.2839683,0.72809196,1.0282165,1.1274774,1.0559914,1.1145617,1.3535675,1.3792193,1.1951855,1.2565502,1.2053002,1.3496542,0.6621462,0.9297958,0.7009812,0.57696503,0.94914234,1.3728671,1.3168609,1.3557341,0.84848815,1.1764461,1.1129087,1.1887213,1.0651019,1.1053234,0.73506117,0.8819072,0.7984896,1.1404607,0.89259195,0.68045396,0.9137249,0.7068113,1.3124504,0.73235,0.8016994,0.77466863,1.2576673,1.3990078,0.97786385,1.31667,0.8683195,0.700426,0.656572,0.6252035,1.2688826,1.2810893,1.3291445,1.1410536,1.1792747,1.2746615,0.9311631,0.9241516,0.9788029,0.98503757,1.4004447,0.74080676
cracker,0.89685524,1.1931561,0.95425314,1.1454964,1.0644975,1.118418,0.9864164,0.7165623,0.7181232,1.047091,0.914375,0.8125353,0.8309662,0.78172433,0.86416143,0.92621106,1.2309539,1.1261662,0.9439011,1.1604655,1.057319,1.1499898,1.1910387,1.1046685,1.1974267,0.9354813,1.2220925,1.0060679,0.7680358,1.1032637,0.98520523,0.78778815,0.930193,0.0,1.1018889,0.8471816,1.2593216,0.9946487,0.9913649,1.1225195,1.0356207,0.8760759,1.1648088,1.0005085,1.1712697,0.8752843,0.9263619,1.1527041,1.0627561,0.83610266,1.0990355,1.1211894,1.0377342,0.9694565,1.0609006,1.2117105,1.040456,0.92542,0.96666634,1.1381382,0.8386231,0.99281365,1.1195571,0.9593986,1.0847778,0.9008113,0.8830552,1.1077034,1.148588,1.0299503,1.1690837,1.1705806,1.1860286,1.0570976,1.1503496,1.2087415,0.9761255,0.8817401,0.92322,0.92673284,1.0175025,1.0630385,1.040393,1.2402736,1.0929716,1.1549274,0.9121151,1.1315013,0.97813874,1.0259792,1.0122474,1.0467249,1.1563122,0.9737105,0.9074209,0.7922076,1.100793,0.88998854,1.2293063,0.75882936,1.0093615,0.8668853,1.1826367,1.1116126,1.2071793,1.1206863,0.9364868,1.0289339,0.802488,0.888541,1.0913827,1.1771114,1.162928,0.97358763,1.163279,1.114964,1.2032771,0.8800204,0.9909341,1.1815959,1.091983,0.8943424
crayon,1.4978466,0.3890987,1.3636903,0.74894595,0.8700062,0.6258857,1.2375562,1.4150113,1.5045928,0.32961684,1.3740487,1.1820314,1.3772254,1.4586043,1.2569115,0.78054893,0.41094673,0.6210501,1.2953688,0.626678,0.99662364,0.9515248,0.54566765,0.88817036,0.8562021,1.3553174,0.6715071,0.48466897,1.4336756,1.0141155,0.73475546,1.0323589,1.4254237,1.1018889,0.0,1.4589133,0.58908737,1.217645,1.3331891,1.0427676,1.2817588,1.1918404,0.8268359,1.0130931,0.6325094,1.311967,1.2807314,0.7673251,0.37041777,0.8972203,0.9109763,0.81006706,1.0154732,1.4418857,0.8617046,1.2497609,0.84777856,1.2656367,1.2840711,0.3957541,1.2368383,1.2717656,1.1762065,1.3455982,0.819392,1.1615053,0.8995358,0.9156962,1.1891938,0.9890653,0.6457331,0.3323356,0.56468457,0.669716,0.85773677,0.40308118,1.1848006,1.3217725,1.4431474,1.3388693,0.80377555,0.12851346,0.25192034,0.25147718,0.7970954,0.7923889,0.94859904,0.8849117,1.1433886,1.1215518,1.3412304,0.90952665,1.0064789,1.0780026,1.192539,1.3929522,1.1733333,1.3126386,0.7890707,1.3493556,0.86762255,1.2564662,0.28808033,0.33975422,1.1177233,0.74951106,1.3437016,1.2843597,1.387807,1.4065168,0.76138943,0.7340008,0.35523748,0.8943093,0.5979239,0.7872365,0.84766746,1.2148011,1.1351762,0.6476736,0.30607498,1.2939277
crib,0.6035975,1.4674212,0.8702409,1.2676826,1.1144696,1.2191261,0.57930624,0.6894661,0.4437794,1.3343194,0.52932125,0.8117538,0.82366586,0.62298775,0.87260705,0.9775687,1.3413832,1.1950649,0.66891,1.3532927,0.84264725,0.93450874,1.2538338,1.1512066,1.2591815,0.74190134,0.9509932,1.3203294,0.54481107,0.9761419,1.1082088,0.857908,0.5090185,0.8471816,1.4589133,0.0,1.275612,0.86084944,0.7855655,0.75283194,0.76244414,0.7900666,1.1738985,1.2138311,1.3797024,0.7941491,0.92578685,1.3798306,1.3835895,0.9677209,1.151142,1.2168275,0.97353536,0.8284508,1.2306312,1.0471597,1.0160736,0.98921055,1.031741,1.4178188,0.8789565,0.89497656,0.88798267,0.8310984,1.0950923,0.5218178,0.96552753,1.2208397,1.0150571,1.0325559,1.3040204,1.4997917,1.2881677,1.3074751,1.247276,1.4257531,0.80494374,0.805196,0.84240985,0.827357,1.0989225,1.4555492,1.3820283,1.4252983,1.1094291,1.2053139,0.9456341,1.031911,0.92436445,1.0039772,0.6929376,1.0781984,0.91831154,0.9738563,0.8061508,0.85709286,0.91862303,0.8681211,1.2145591,0.7768073,1.1057826,0.7794558,1.4263048,1.447921,1.0253127,1.131646,0.85905933,0.659411,0.84775907,0.63170904,1.1529733,1.3665798,1.4092693,1.0696703,1.2513248,0.9698352,0.95571667,0.89210945,0.90306735,1.0676895,1.4701788,0.7593316
cup,1.5574344,0.6810758,1.4306,0.7996365,0.7271527,0.87685513,1.0191711,1.4047952,1.4926517,0.74714446,1.3260685,1.236327,1.3880732,1.4568744,1.2374339,0.82758194,0.20606369,0.28486097,1.0033765,0.6288102,1.0190285,0.37515193,0.41971052,0.7973895,1.0409584,1.3080227,0.5425646,0.49491656,1.3652376,0.9074868,0.8408648,1.2695836,1.2841442,1.2593216,0.58908737,1.275612,0.0,0.8596586,1.2459763,0.9019235,1.0777215,1.1564641,0.68684274,1.1959107,0.8158747,1.3660018,1.329251,1.0430673,0.65676975,0.95405346,1.0418599,0.70927364,1.1477704,1.2799313,1.1204108,1.08694,0.983995,1.4159906,1.3451226,0.6543206,1.233596,1.2708375,0.5041502,1.5312855,0.76994896,1.0537223,0.8322711,1.1527903,1.0950354,0.79043746,0.5892481,0.6999552,0.56082445,0.8933599,1.0352608,0.709993,0.87750995,1.2934382,1.3983318,1.4594285,0.80962723,0.59715015,0.7413362,0.55503833,0.8139157,0.7499236,0.91824436,0.6787793,1.0133997,1.0692012,1.1352503,0.73682475,0.7400372,0.97758627,1.203256,1.4908507,1.0698591,1.4228189,0.69332236,1.2691716,0.82495487,1.2517343,0.6082841,0.42973697,0.9917191,0.713285,1.2159607,1.2297949,1.4678924,1.1091822,0.48565435,0.98595816,0.62198484,0.95157224,0.61143136,0.72375,0.69130147,1.2270607,0.97520244,0.7071499,0.65316224,1.2296915
dish,1.0393943,1.1211089,1.1733435,0.8845409,0.8964455,0.99226576,0.5516535,1.0053437,0.9605901,1.2994099,1.1301072,0.8031193,1.071802,0.94242775,0.96332324,0.8608779,1.1156125,0.6989448,0.6826412,1.0203142,1.1022089,0.6261486,1.213745,1.0179857,1.171088,1.1226835,1.1153626,1.1147594,0.9436186,1.1064832,1.2627687,1.0991887,1.0974917,0.9946487,1.217645,0.86084944,0.8596586,0.0,1.0950594,0.8299666,1.0723891,0.957793,1.0790505,1.2071037,1.0657992,1.0336303,1.0672596,1.1687897,1.2974118,0.951896,1.234848,0.8211197,0.7954476,1.0372273,1.1436918,0.8721409,0.74173987,1.2616192,0.9775798,1.3573623,0.9746222,1.2348247,0.6314133,1.1598738,0.65906984,0.9705967,1.0226998,1.1438587,0.93013346,0.8714258,1.0830736,1.2858632,1.0822412,1.1029078,1.1429114,1.1939464,1.0524112,0.877412,0.9708777,1.237933,1.0915283,1.2386825,1.1532131,1.193645,1.2408648,0.9978351,0.9526719,0.67910796,0.93629515,0.88695705,0.84249336,0.9254365,1.1289976,0.95356643,0.7826217,1.1019123,0.82973456,1.0824362,0.9724857,1.0336936,1.181925,0.9125793,1.2512443,1.1519678,0.970448,0.70897037,0.7275702,1.0512064,1.0531727,0.73390985,0.46529746,1.234092,1.2863909,0.76513034,1.0703735,0.52640647,1.0812013,1.039892,0.9929943,1.3481934,1.2719857,1.1398487
dog,0.5595169,1.2625372,0.9476287,1.1329107,1.0981103,1.1223756,0.9887084,0.9590682,0.88329554,1.2097125,0.8452501,1.0871491,0.79677635,0.8859118,0.9416576,1.202695,1.1966674,1.1783926,1.0170302,1.1235385,0.9387335,1.1266431,1.2145649,1.031427,1.1333232,0.046789825,1.1504081,1.2053834,0.8719855,1.0341396,1.0510765,1.036138,0.83463,0.9913649,1.3331891,0.7855655,1.2459763,1.0950594,0.0,0.9613646,0.93705064,1.0336128,1.0639518,1.0575559,1.2115808,0.72726536,0.8815638,1.194611,1.1308469,0.96870875,1.0562083,1.0819967,0.8499967,0.8754015,1.0286024,0.95664823,1.134349,0.856852,1.0123525,1.1575041,0.8193065,0.9895199,1.04907,0.87772024,1.0662616,0.991097,1.0708919,1.0930619,0.999521,0.9983272,1.077191,1.2710567,1.182737,1.162296,1.0891443,1.2700751,1.0364685,0.87160766,0.9610953,0.897934,1.1528589,1.3055702,1.241357,1.2180761,1.0755373,1.0800527,0.9603029,1.0668215,0.523829,0.9296514,0.9155502,1.1530406,1.0846437,0.68204206,1.0526779,0.9363627,0.88739026,1.0125439,0.9697094,0.9993048,1.1630285,0.86206067,1.1788601,1.2573152,1.0213772,1.0666392,0.9353691,0.8875565,0.9301956,0.89534485,1.1516424,1.1197987,1.1917895,1.1682694,1.1531786,1.1333598,1.1035514,0.9862701,1.0253402,0.96639764,1.2192973,0.9840903
doll,1.1481773,0.9916227,1.1878238,0.99544585,0.8110088,0.95405465,0.86354244,1.2071915,1.1154389,1.0824848,1.0995263,1.1215187,1.1849056,1.1226392,1.1753435,0.9402772,0.92506427,0.9522432,0.9865018,0.84760725,0.9343258,0.9704057,1.0221928,0.7843811,1.0497442,1.0180328,0.907663,1.0420702,1.129096,0.7046181,1.0527748,1.2476329,1.0474262,1.1225195,1.0427676,0.75283194,0.9019235,0.8299666,0.9613646,0.0,1.0234962,1.2087243,0.9228511,1.135519,0.9522286,1.1246945,1.1428479,1.0773393,1.0353961,0.92171776,0.9681426,0.9632474,0.8308564,1.1195718,1.0649945,1.0373683,0.94472235,1.2307132,1.096109,1.0079406,1.0921113,0.9565636,0.972134,1.2075918,0.88630885,0.83536553,1.0671662,1.0700419,1.0711207,0.6986578,0.8916452,1.1153044,0.84224594,0.97290045,1.0358522,0.9933859,1.063279,0.9539073,1.2069595,1.2475959,1.0229427,1.0512928,1.0789981,0.9369133,0.8376076,0.89686906,0.84210885,0.9735848,0.7930226,0.9050146,0.8956286,0.79637927,0.79776645,0.6387883,1.168332,1.2069885,1.0840993,1.1842394,0.71920717,1.12747,1.202513,1.0977899,1.0505049,0.9746113,1.0444273,0.873715,1.1269805,0.9576517,1.1979706,1.1716539,0.9013845,0.91746205,0.9767285,1.1027224,0.8543578,0.7025155,0.8098139,1.1450664,0.9421642,0.87336326,1.0755811,1.1154706
door,1.0327867,1.3534031,0.76117057,1.3484716,1.0195844,1.2778442,0.917531,0.6683389,0.79384637,1.1966767,0.721809,1.1225471,1.0116938,0.9693879,0.9066371,1.0712444,1.099103,1.2269145,0.77512026,1.1875957,0.53744566,0.9027072,0.8008987,1.0539469,1.1801043,0.91716087,1.0365939,0.97474146,0.61278605,0.89367133,1.0214536,0.91992223,0.6782549,1.0356207,1.2817588,0.76244414,1.0777215,1.0723891,0.93705064,1.0234962,0.0,0.63114226,0.972465,1.2115701,1.3911703,0.9774435,0.9913415,1.2738874,1.1879671,1.0305848,1.1563883,1.1161313,1.3433278,0.9826374,1.1853228,1.0960503,1.3224658,1.0427504,1.0946457,1.2368377,1.0781238,0.8332764,1.041242,1.0094622,1.0769403,0.5110582,0.749954,1.2413213,1.0883476,0.9945005,1.1984103,1.3323957,1.098922,1.1180353,1.1310189,1.3618588,0.5309485,1.0756862,0.85388404,0.88982135,0.87263936,1.2316344,1.2164929,1.2628944,1.0367324,1.0334785,0.87747014,1.1214794,1.0237092,1.0726541,0.87071735,0.883396,0.3957194,0.96643174,0.8841584,0.9884973,1.0571592,0.9668386,1.0810783,0.40093267,0.7809251,0.89312625,1.2774992,1.2261333,0.9904977,1.1078838,0.9610898,0.7578436,0.96023625,0.87421346,1.2815475,1.3065758,1.2356476,1.0106584,1.0880336,1.2316539,1.0803216,0.8500786,0.8232287,0.745282,1.2461622,0.50225914
drawer,0.91873986,1.3691807,0.8752549,1.2179563,1.0618539,1.137328,0.7796204,0.63195455,0.754521,0.96063936,0.48168695,0.9573343,0.9583024,0.8245609,0.76196086,0.7068925,1.3054843,1.0229537,0.49056393,1.278363,0.7580137,0.8253718,0.8620271,1.180623,1.1417985,0.98218375,0.955656,1.1183038,0.66042745,1.1325303,0.7283931,0.76381457,0.685135,0.8760759,1.1918404,0.7900666,1.1564641,0.957793,1.0336128,1.2087243,0.63114226,0.0,1.0994022,1.1423696,1.2778568,1.0731109,1.0930283,1.2020624,1.1391742,1.1407557,0.9280447,1.0858166,1.1547318,0.98399186,1.1353595,1.0744364,1.1011572,1.0828309,0.97816795,1.2645462,0.9951731,1.0735668,0.9853045,0.85123336,1.1355262,0.71558905,0.8490199,1.0426614,1.1011906,1.2403146,1.2918279,1.3143477,1.0629445,1.0564216,1.0458646,1.297349,0.4847474,1.0548584,0.9320011,0.8420315,0.6665181,1.1451101,0.99678385,1.333772,0.90139276,1.1860857,1.0967481,0.9198977,1.0650418,1.0607455,0.8462008,0.8224978,0.7923109,1.202971,0.94725186,1.0430982,0.9194522,0.9057943,1.3093631,0.6873968,0.45035273,1.0374541,1.1274161,1.2097594,1.0152669,1.1530255,0.8774259,0.86199075,1.0448755,0.84426457,1.0358708,1.2557906,1.219018,0.94980747,1.0740746,1.1618016,0.9386243,0.96684265,0.923444,1.0055623,1.1742834,0.7740918
dress,1.2237185,1.012976,1.2443984,0.87584084,0.7889229,0.84034336,1.1480165,1.1927217,1.254546,1.0238442,1.17113,1.1586651,1.217403,1.1938891,1.118118,0.90853447,0.6967274,0.8455318,1.0922787,0.83083487,0.88010937,0.8706303,0.68118006,0.9166805,0.948995,1.1023759,0.6736074,0.6851471,1.1989657,0.8809617,0.8907737,1.114271,1.1228886,1.1648088,0.8268359,1.1738985,0.68684274,1.0790505,1.0639518,0.9228511,0.972465,1.0994022,0.0,1.2108101,0.9269625,1.2041578,1.1814418,1.0361003,0.92924654,0.93843436,1.0056695,0.7769741,1.0922713,1.2066398,1.1620841,1.0235443,1.0646381,1.2403533,1.2278042,0.9071503,1.1097155,1.0428097,0.87242115,1.2606499,0.88256085,1.0089867,0.8830066,1.0262263,0.95966965,0.9227214,0.8639643,0.99531317,0.5896611,0.9946307,1.114989,0.953861,1.0225627,1.1316738,1.1489528,1.1248416,0.7131444,0.80579096,0.84578514,0.88679916,0.79803383,0.84980035,0.8361053,0.87479466,0.909024,1.1250027,1.0485169,0.894727,0.78118384,0.80312455,1.0465579,1.254523,0.90450245,1.2177302,0.71696484,1.0876522,0.8258491,1.1676638,0.9071634,0.9031581,0.9002167,0.8782391,1.1317159,1.0977399,1.253672,1.1739694,0.90618885,0.996617,0.91677773,0.8507048,0.6306074,0.9570939,0.85120386,1.1595237,0.9658608,0.7547357,0.9130603,1.1177694
ear,0.9859105,0.70308334,0.7850853,0.81045055,1.190452,1.0059848,1.2069366,1.0600722,1.0371029,0.9785682,1.1013443,1.0332661,0.9221981,1.0113367,1.0127571,1.2179343,1.1372662,1.2702665,1.2135931,1.1196622,1.1743258,1.3207529,1.2091812,1.1538634,0.58794546,1.0724337,1.2736185,1.1388063,1.0839063,1.0988357,1.1547652,1.0000253,1.1455051,1.0005085,1.0130931,1.2138311,1.1959107,1.2071037,1.0575559,1.135519,1.2115701,1.1423696,1.2108101,0.0,0.6127449,0.94740534,0.7758629,0.4042486,1.0038923,1.1630636,0.66202325,1.0922098,0.9958986,0.7572877,0.6967664,0.80202436,0.8886938,0.612658,0.6444782,0.8931813,1.0269827,0.9567887,1.0327952,0.772079,1.2246755,1.3154914,1.2228229,0.6211542,0.7900344,1.2162927,1.0940167,0.61230856,1.2740643,0.82673115,0.58677053,0.7266991,1.2645149,0.9745803,0.91153294,0.8563325,1.1459818,1.0836062,1.0931073,1.0089489,1.1014109,1.0916103,1.2949328,1.2174417,1.1920255,0.9994195,1.1804407,1.2055018,1.3313242,1.2324226,1.0879077,0.75501174,1.1392583,0.88963103,1.1137375,1.1010395,1.1921488,1.0501423,0.98128915,0.9400727,0.92567044,1.2383208,0.9733121,1.0984262,0.78698146,1.1216391,1.195801,0.5396171,0.91403365,1.1084464,1.2771959,1.1549666,1.1628846,1.0922605,1.1660397,1.1391147,0.906111,1.134667
egg,1.2962694,0.29854882,1.0894266,0.25923014,0.81766015,0.82179296,1.2287703,1.2966624,1.3313686,0.8711096,1.3521405,1.1416928,1.2223129,1.2858143,1.1604768,1.069036,0.8417847,0.9042787,1.2571845,0.7961647,1.2163856,1.0564394,0.99112,0.98045295,0.5636019,1.212716,0.87154174,0.85397995,1.351733,1.0380996,1.0183588,1.1552006,1.3646892,1.1712697,0.6325094,1.3797024,0.8158747,1.0657992,1.2115808,0.9522286,1.3911703,1.2778568,0.9269625,0.6127449,0.0,1.1653819,1.0446501,0.5155254,0.79526687,1.1026628,0.76778126,0.9162155,0.7974794,1.1253363,0.80075324,0.95810467,0.685372,0.9687207,0.91361904,0.6991701,1.2597191,1.1505636,1.0183274,1.144169,1.0665445,1.4050958,1.0893795,0.6556429,0.8809389,1.0606116,0.7672998,0.40629822,0.88241404,0.8781134,0.72302836,0.27899158,1.4099596,1.1722649,1.1983205,1.2142168,1.068562,0.7266608,0.79162085,0.64511853,0.939441,0.9425424,1.1768844,1.0302119,1.1767355,0.83163977,1.2832651,1.0194919,1.2492154,1.1325831,1.1594708,1.1072673,1.169295,1.1791782,0.8458989,1.2947428,1.1229103,1.1653676,0.77405167,0.6452118,1.0146303,1.0310388,1.1212956,1.3462926,1.1236362,1.3025472,0.8561182,0.61345065,0.6922323,0.9859857,0.91536343,0.74517334,0.92139065,1.1963366,1.1187297,1.0486113,0.6064703,1.3131069
elephant,0.46340513,1.2283442,0.76424587,1.1206622,1.1839086,1.1597269,1.047656,0.6269427,0.55745864,1.2392929,0.83140886,0.882933,0.7137073,0.6194669,0.7696626,1.2403011,1.2995617,1.3198856,1.0227139,1.2317644,1.0817013,1.2347393,1.3265284,1.0823828,1.205262,0.68390954,1.2290179,1.309478,0.703262,1.1134062,1.2797052,0.9705492,0.70437425,0.8752843,1.311967,0.7941491,1.3660018,1.0336303,0.72726536,1.1246945,0.9774435,1.0731109,1.2041578,0.94740534,1.1653819,0.0,0.8364589,1.1713555,1.2225718,0.96350986,1.222773,1.1828357,1.0025828,0.9206662,1.1440089,0.97955716,1.1652629,0.8108656,1.0361621,1.195575,0.7558138,0.8862282,1.1250619,0.80204266,1.1791489,1.0481327,1.0505543,1.0812656,0.9228357,1.1494172,1.2441531,1.2032498,1.3322148,1.3285952,1.2063674,1.2422109,0.98507255,0.7803551,0.73855346,0.8154217,1.1970313,1.2734907,1.2820226,1.2419881,1.2229404,1.1844444,0.9902799,1.2576405,0.92809856,1.0580587,1.0264438,1.2573284,1.1553104,1.0621009,0.76168543,0.7221931,0.9557779,0.86007947,1.1627035,0.8409391,1.188848,0.39322197,1.2849581,1.2756763,1.0015714,1.2095315,0.8876032,0.96023214,0.67468125,0.73927593,1.2544699,1.2639797,1.2530754,1.1018465,1.3012434,1.2373278,1.2155668,0.67582047,0.9736421,1.2774446,1.2547961,0.7344859
face,0.8069623,1.0264312,0.69147885,1.0158453,1.1537552,1.0959061,1.0163562,0.84777176,0.7638268,1.1896623,1.0204146,0.9545745,0.74457306,0.9028702,0.926851,1.1706496,1.3094037,1.3593061,0.97297245,1.1590695,1.2053866,1.2624166,1.3932763,1.080787,1.08824,0.81995255,1.3903174,1.2183468,0.8124985,1.1817929,1.2296555,0.9148361,0.94225955,0.9263619,1.2807314,0.92578685,1.329251,1.0672596,0.8815638,1.1428479,0.9913415,1.0930283,1.1814418,0.7758629,1.0446501,0.8364589,0.0,0.92594117,1.2374861,1.0896949,1.0187877,1.189058,0.9360977,0.6220697,0.7700127,0.96001875,0.9260091,0.2980103,0.7831193,1.1059597,0.89689404,0.87092984,1.0699866,0.8165719,1.1392182,1.1805328,1.098129,1.0012763,0.9245827,1.0895159,1.1277169,1.0477691,1.4480855,1.1888553,0.858816,1.0893928,1.0902338,0.86467385,0.7833806,0.8757296,1.1625053,1.2855464,1.3004967,1.2421963,1.3151772,1.0592273,1.1780779,1.2141544,1.092242,0.71023774,1.0641127,1.2219403,1.2629638,1.0418422,0.84470385,0.5572293,1.0653797,0.87721074,1.3256006,0.8894191,1.2236061,0.8966167,1.2724733,1.2138426,1.0702826,1.1741674,0.8932202,1.029856,0.52668667,0.80623007,1.333609,1.0500234,1.1981069,1.0830246,1.4234674,1.0715121,1.2977082,0.79882324,0.9985957,1.3239619,1.2670318,0.8624342
finger,1.2192537,0.5962098,0.9569908,0.78012383,1.0860119,0.8425448,1.3172736,1.2903266,1.3692807,0.8592627,1.2537658,1.1240048,1.1273798,1.2918477,1.2098887,1.1300194,0.9872684,1.088353,1.3236074,0.9364215,1.159759,1.2595559,0.99303913,1.0981593,0.41303355,1.2236103,1.1363089,1.0077397,1.3088379,1.0552864,1.0332181,1.0353242,1.3406769,1.1527041,0.7673251,1.3798306,1.0430673,1.1687897,1.194611,1.0773393,1.2738874,1.2020624,1.0361003,0.4042486,0.5155254,1.1713555,0.92594117,0.0,0.8538448,1.1527538,0.5536653,0.8833679,1.0353606,0.8041116,0.6184535,0.7735627,0.84764,0.78625154,0.41283214,0.7773801,1.1634514,1.0731466,1.1222205,0.9418605,1.054721,1.2869225,1.2193782,0.65215474,0.7182735,1.1627715,0.93524796,0.5054885,1.0434085,0.6640802,0.52512145,0.5685991,1.325306,1.051578,1.0571988,1.0690868,1.015295,0.83237815,0.8737903,0.7890053,1.0654454,1.0224777,1.191951,1.0797412,1.1672997,1.0120258,1.3167151,1.1452272,1.2000899,1.1713169,1.2106559,0.98487324,1.0950154,1.0749454,0.92234755,1.2140061,1.1578968,1.1911017,0.7800006,0.83354914,0.83775115,1.045471,0.99547046,1.2495534,0.99454623,1.274723,1.0252696,0.27604663,0.71045196,0.9709469,1.0661005,1.065087,1.0436996,1.2175692,1.1740793,1.0059506,0.7247504,1.2355723
