,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pillow,1.0946794,0.97148746,1.217546,1.0480188,1.0162516,0.84764993,1.0920708,1.2388769,1.189338,0.65050983,0.8873501,1.1058178,1.1818433,1.0093883,1.0637898,0.78883064,0.8032775,0.791452,1.0349901,0.81446874,0.87371325,0.93564326,0.57489187,0.8095636,0.9547898,1.0871434,0.6283785,0.7443501,1.3183614,0.8890073,0.46335536,1.0227532,0.84848815,1.0929716,0.7970954,1.1094291,0.8139157,1.2408648,1.0755373,0.8376076,1.0367324,0.90139276,0.79803383,1.1014109,0.939441,1.2229404,1.3151772,1.0654454,0.6610993,0.9133114,0.7301407,0.98339194,1.0203272,1.265228,1.0394236,1.0741575,1.1350378,1.2582827,1.2125297,0.6946141,1.1556536,1.0557534,1.1612794,1.0907396,1.1162844,0.98907983,1.018126,0.9055973,1.1369913,0.9439076,0.85524935,0.9229009,0.46979928,0.84763485,0.9278965,0.86410093,0.9384451,1.1892812,1.249279,1.0182374,0.58484423,0.7595986,0.8380407,0.75915766,0.0,0.8890824,0.870333,0.9369891,1.0027417,1.1940069,0.99347645,0.55404955,0.7485097,0.9464885,1.5226678,1.2631819,1.0504472,1.065743,0.9220093,1.2539513,0.54286796,1.1815326,0.6917751,0.8197359,0.95890677,1.03645,1.291323,1.0083474,1.2903607,1.3762252,0.9520792,0.8200687,0.7387376,1.1409135,0.5212519,1.1383452,0.6890666,1.2360044,0.9674777,0.7148526,0.8140204,1.1514931
pizza,1.3048503,0.8017075,1.2296304,0.92481995,0.8807692,0.99714136,1.119303,1.2801577,1.2475414,0.8826337,1.2267349,1.2619944,1.2425947,1.2360098,1.1074784,0.90707296,0.68805146,0.7472124,1.0730765,0.37214917,0.98008835,0.95984083,0.8322176,0.80865157,1.080798,1.1005758,0.85752463,0.7891871,1.1654518,0.9539263,0.9541146,1.2426172,1.1764461,1.1549274,0.7923889,1.2053139,0.7499236,0.9978351,1.0800527,0.89686906,1.0334785,1.1860857,0.84980035,1.0916103,0.9425424,1.1844444,1.0592273,1.0224777,0.77385145,0.94111615,1.0960879,0.97923875,1.0611267,1.2397807,0.9881779,1.1060835,1.0874151,1.1510345,1.209329,0.7473459,1.1247716,1.1429087,1.0333024,1.3205686,0.87055224,1.0180999,0.94918126,1.0946597,1.0686951,0.7711386,0.7654862,0.8486014,0.74698526,0.99078035,0.9912977,0.8127834,1.0470667,1.1849014,1.226007,1.3170383,0.9245196,0.68530285,0.78488433,0.6944622,0.8890824,0.0,0.86130667,0.8629581,0.9566992,1.0019109,1.1372269,0.854751,0.82232136,0.8989581,1.2022227,1.272024,1.0364065,1.2182666,0.83567613,1.1467816,0.9934265,1.0633813,0.76458603,0.7389796,1.071616,0.84160864,1.1995084,1.1395154,1.2537041,1.1452153,0.85978234,0.96862054,0.8156073,1.1254362,0.7568275,0.9271473,0.90316904,1.0456357,0.9587991,0.9353431,0.8387126,1.0934715
plant,1.087237,1.146476,1.1776361,1.1773989,0.83149886,0.9983151,0.9851908,1.2218151,1.1783056,1.0789503,1.1040208,1.1430448,1.0525079,1.059136,1.0213515,1.004058,0.8098227,0.99116313,1.0911777,0.81889457,0.6802904,0.9576792,0.7860966,0.8050643,1.184367,1.0057367,0.9768601,0.78712916,1.0104042,0.85619783,0.9081319,1.0243689,1.1129087,0.9121151,0.94859904,0.9456341,0.91824436,0.9526719,0.9603029,0.84210885,0.87747014,1.0967481,0.8361053,1.2949328,1.1768844,0.9902799,1.1780779,1.191951,0.9093948,0.16122413,1.0789639,0.99358547,0.9481792,1.2018961,1.20725,1.1470366,1.1651889,1.1663462,1.2727578,1.023361,1.0352161,1.106498,1.0648763,1.3282175,0.8607862,0.70356476,0.7185172,1.2627995,1.0982931,0.69536227,0.8853503,1.1675265,0.79448307,0.95536363,1.1887517,1.1920104,0.99058896,1.0729614,1.1668247,1.2551211,0.9557148,0.9440875,0.97535646,0.94077045,0.870333,0.86130667,0.0,0.9651958,0.84297603,1.1250386,0.9851256,0.92827046,0.73708266,0.66628116,1.0702533,1.3157742,1.0130717,1.3074486,0.73273766,0.99227613,1.0783436,1.0373088,1.0522852,0.962379,1.0462823,0.8410935,1.1111283,1.0025227,1.297684,1.115402,0.9957484,1.0573131,1.0036762,1.0822586,0.78770167,1.0469463,0.94536,0.9083074,0.8839929,0.74370146,0.94920474,0.9470761
plate,1.2239747,1.0311706,1.3461666,0.93732625,0.8839249,0.7062551,0.8902222,1.2290014,1.2528218,0.9880915,1.0801013,1.0434712,1.2134889,1.1927251,1.0478137,0.7303951,0.85335726,0.52668333,0.9397448,0.63304704,1.0108027,0.7546358,0.930668,0.920706,1.1144807,1.0967662,0.7599789,0.85612345,1.1889367,1.0784549,0.87385356,1.0986205,1.1887213,1.1315013,0.8849117,1.031911,0.6787793,0.67910796,1.0668215,0.9735848,1.1214794,0.9198977,0.87479466,1.2174417,1.0302119,1.2576405,1.2141544,1.0797412,0.9860429,0.9865372,1.0004553,0.6024043,1.0123967,1.1165073,1.0907693,1.0764396,0.9325844,1.317617,1.1440355,1.0482833,1.1623639,1.3005257,0.85262334,1.2924659,0.27761412,0.9541664,0.98857313,1.0224056,1.0695467,0.95238656,0.76630807,1.0595245,0.7038642,0.9878988,1.0434302,0.99480206,1.0201055,1.1658396,1.3188535,1.3041189,0.91082597,0.8728999,0.83833265,0.8436605,0.9369891,0.8629581,0.9651958,0.0,0.95312065,1.0452192,1.0637864,0.9092641,0.9399638,0.9914804,1.1333388,1.3117332,0.890244,1.2054875,0.7645782,1.2075766,0.8375331,1.163584,0.9110405,0.90467304,1.063943,0.24477398,1.1276901,1.1280016,1.2942425,0.84971446,0.4982555,1.0572833,0.9488524,0.88947994,0.72529346,0.8071674,0.58369553,1.1969991,0.9498679,0.9827598,0.9937661,1.2038039
pony,0.84048676,1.1296968,1.1547737,1.0403484,0.89647734,1.0407917,0.988642,1.181244,1.1399052,1.0665084,1.0949575,1.1393512,0.8593453,1.1211492,0.9954572,1.0200005,1.0123832,0.9469734,1.0469537,0.87733454,0.90125656,0.9561908,1.0083661,0.8497274,1.180912,0.64170694,0.9953717,1.0160214,1.1073761,0.90192705,1.023504,1.1407636,1.0651019,0.97813874,1.1433886,0.92436445,1.0133997,0.93629515,0.523829,0.7930226,1.0237092,1.0650418,0.909024,1.1920255,1.1767355,0.92809856,1.092242,1.1672997,1.0113125,0.9215721,1.182387,1.0059221,0.78603977,1.1545912,1.0975702,1.067799,1.0954576,1.1793178,1.1634858,1.0458843,0.7420238,1.1334462,1.0106021,1.169997,0.89936113,0.9260824,0.911309,1.1138505,1.1043543,0.90809435,0.8729414,1.2052441,0.9913413,1.0850083,1.0330638,1.1549188,1.0661716,1.000314,1.2473125,1.1681443,1.0337994,1.0907674,1.076859,1.073327,1.0027417,0.9566992,0.84297603,0.95312065,0.0,0.89021575,0.9832642,0.8966482,0.934189,0.33255494,1.1697552,1.2269814,0.9279605,1.1709381,0.8411197,1.1185694,1.088185,0.98804593,1.1058657,1.0441438,1.0897697,0.9107938,1.096675,0.9305382,1.2251427,1.0935647,0.925181,1.1458657,1.1453208,1.120191,1.0065049,0.96880496,1.0036288,1.0336109,0.93246424,0.941826,1.1506945,1.0548018
pumpkin,1.0261904,0.7653854,0.9487678,0.6756232,0.98866993,0.8913505,0.9056498,1.0672582,0.99467725,1.1264359,1.201912,0.9825314,0.92353153,1.0767775,1.0681896,1.0647267,1.1310956,1.0877773,0.9721797,0.9216076,1.1694151,1.0424528,1.2244802,1.0641842,0.97005826,0.86635184,1.1307359,1.0505979,1.0808498,1.0304934,1.1452991,1.1954422,1.1053234,1.0259792,1.1215518,1.0039772,1.0692012,0.88695705,0.9296514,0.9050146,1.0726541,1.0607455,1.1250027,0.9994195,0.83163977,1.0580587,0.71023774,1.0120258,1.1706684,1.0589137,1.0795417,1.0912343,0.6778679,1.0104172,0.91443866,0.96426874,0.8381373,0.8903818,0.9939151,1.1130929,0.9663922,1.0296848,0.91100204,1.0420063,0.99719757,1.1395607,1.0559567,0.88025033,0.9697926,1.050364,0.83651644,1.0329798,1.194967,1.1402783,0.9242036,0.835052,1.2078072,0.99717623,1.0210528,1.1177557,1.1901139,1.159609,1.0664577,1.0487353,1.1940069,1.0019109,1.1250386,1.0452192,0.89021575,0.0,0.9965298,1.1221876,1.191979,0.9066886,0.9601416,0.98028296,1.0264983,1.0473791,1.1510956,1.0510911,1.207274,0.9708111,1.1411743,1.0330284,1.0115886,0.99500775,0.9946773,1.0258018,0.9820736,0.9996159,0.9852359,1.0792422,1.1410842,1.0738143,1.1773539,0.6676605,1.1342957,0.94383067,1.1228856,1.2254113,1.1308793,1.0411359
purse,0.8053901,1.3226166,0.9083534,1.2087257,1.1949658,1.1892158,0.454095,0.8944346,0.7508578,1.2421005,0.7246528,0.8676882,0.90726656,0.687884,0.94227445,0.942068,1.1486071,1.1525936,0.56902647,1.2482895,0.8887246,0.84706473,1.1160233,1.0779115,1.1770067,0.906914,1.0048774,1.2567519,0.70966876,0.63195217,1.1493888,1.0268599,0.73506117,1.0122474,1.3412304,0.6929376,1.1352503,0.84249336,0.9155502,0.8956286,0.87071735,0.8462008,1.0485169,1.1804407,1.2832651,1.0264438,1.0641127,1.3167151,1.3388923,1.0644624,1.1115466,1.1500297,1.0345968,0.9326572,1.1487539,0.90213615,1.0562785,1.0596678,1.0532787,1.3008304,0.9970672,0.6424187,0.8249587,0.7654444,1.0876899,0.7370599,1.1673762,1.1603062,1.0103183,0.9477413,1.160637,1.3647294,1.0441401,1.0722661,1.1886977,1.3542992,0.88872623,0.916641,0.7323196,0.74391717,1.0635793,1.3161201,1.1828854,1.326592,0.99347645,1.1372269,0.9851256,1.0637864,0.9832642,0.9965298,0.0,0.8828915,0.98249024,1.002677,0.8861094,0.8668078,0.7058964,0.7500049,1.0282451,0.9038998,1.1444889,1.0013996,1.200101,1.3303375,0.9314484,1.1417867,0.93313307,0.46473914,0.90117854,0.89070904,1.0730126,1.2562056,1.3307604,1.0154172,1.0359899,0.9258925,0.90772617,1.0606393,1.0028143,0.99746263,1.333404,1.0601001
radio,1.2484584,0.9884544,1.343054,1.0645074,0.93032014,0.98923254,0.93196714,1.1376284,1.2237558,0.7317178,0.92139983,1.2214245,1.2275503,1.2764086,0.91482264,0.65909696,0.7953454,0.7449055,0.70499563,0.89181113,0.91337955,0.7256334,0.65401137,0.5538703,1.1284671,1.1943685,0.71840024,0.8383668,1.1183647,0.71606565,0.7621795,1.0484409,0.8819072,1.0467249,0.90952665,1.0781984,0.73682475,0.9254365,1.1530406,0.79637927,0.883396,0.8224978,0.894727,1.2055018,1.0194919,1.2573284,1.2219403,1.1452272,0.8888817,1.0610703,0.93089086,1.1038513,1.0661646,1.3109231,1.0774621,1.1646551,1.0890961,1.33058,1.2475665,0.83184797,1.0678602,1.0976994,0.97964805,1.2959168,1.0343262,0.8751401,0.93649006,1.1349617,1.2587819,0.7206992,0.9266977,1.0419782,0.6122229,0.96935195,1.0165336,0.97094136,0.69873214,1.1787162,1.3216927,1.228957,0.7074259,0.87539995,0.90688497,0.92152774,0.55404955,0.854751,0.92827046,0.9092641,0.8966482,1.1221876,0.8828915,0.0,0.6475569,0.8551283,1.2385471,1.3346148,0.95469785,1.1847888,0.87540454,1.0798641,0.6171151,1.156818,0.7996165,0.83983505,1.1324552,1.0299325,1.2233726,0.8115855,1.3233957,1.2474098,0.7671405,1.0774726,0.8837829,1.0775908,0.63771856,0.8740811,0.7234553,1.143323,0.7547941,0.7490243,0.93866795,1.0765718
refrigerator,1.2681056,1.221859,1.1007867,1.2822233,0.9417797,1.1414688,1.0470189,1.0452404,1.1333115,0.9907788,0.8368542,1.3126088,1.145192,1.2287096,1.1371813,0.88738084,0.7852018,0.8903975,0.91332555,0.90301514,0.5539884,0.7436838,0.50190437,0.9175747,1.0958626,1.1115924,0.69608134,0.84785235,0.88612545,0.69455683,0.8334917,1.0552298,0.7984896,1.1563122,1.0064789,0.91831154,0.7400372,1.1289976,1.0846437,0.79776645,0.3957194,0.7923109,0.78118384,1.3313242,1.2492154,1.1553104,1.2629638,1.2000899,0.9448927,1.0010909,1.0407032,0.9490375,1.3409021,1.1497737,1.1434468,1.196395,1.3402761,1.2982569,1.2504201,1.0113974,1.1115216,0.92416704,1.061538,1.2436807,0.9275106,0.46731555,0.81829727,1.2609519,1.1620507,0.83442855,0.96524185,1.174506,0.7290902,0.9594506,1.0772103,1.1500069,0.43468463,1.201543,1.1709504,1.1293926,0.71850824,0.92123276,0.9855679,0.9975821,0.7485097,0.82232136,0.73708266,0.9399638,0.934189,1.191979,0.98249024,0.6475569,0.0,0.8638986,1.1338589,1.2905829,1.0877879,1.1042184,0.7685136,0.77838147,0.63767123,1.0702312,1.0144129,0.97901016,0.9924869,0.9156162,1.1463287,0.9074751,1.2876692,1.1066648,1.0180678,1.114345,1.012558,1.0024745,0.7657889,1.1757725,0.67572427,1.0726413,0.8324463,0.5270777,1.0763807,0.73005086
rooster,1.0351872,1.032257,1.2464265,1.0177835,0.7695148,1.0003216,1.0733991,1.2491897,1.2205378,1.0745822,1.230572,1.1277764,0.9714252,1.2349873,1.0829551,1.0533916,0.9168358,0.9818456,1.1384364,0.76935047,0.8107877,1.040536,0.9908439,0.78218114,1.1232662,0.791859,1.011188,0.8846503,1.139412,0.8585499,0.98689973,1.1642522,1.1404607,0.9737105,1.0780026,0.9738563,0.97758627,0.95356643,0.68204206,0.6387883,0.96643174,1.202971,0.80312455,1.2324226,1.1325831,1.0621009,1.0418422,1.1713169,0.96246606,0.76293254,1.1516179,1.0084901,0.7549036,1.2149322,1.0318441,1.1634642,1.1132457,1.1540194,1.2550683,0.9643219,0.8195176,1.0604966,1.0612428,1.2853459,0.8673612,0.8917639,0.87176037,1.1245325,1.1610999,0.72536993,0.7755576,1.1288995,0.9118656,0.9998284,1.0096041,1.0721426,1.1017812,0.9650195,1.296376,1.2200739,1.0552405,1.0586051,1.0911496,0.98335737,0.9464885,0.8989581,0.66628116,0.9914804,0.33255494,0.9066886,1.002677,0.8551283,0.8638986,0.0,1.2171252,1.2423457,1.0659463,1.2051822,0.7065002,1.0593352,1.1931436,1.0540534,1.068776,1.0079904,1.1721588,0.8707464,1.1887006,0.995404,1.2532637,1.2014838,0.95844203,1.0640574,1.0940487,1.1695687,0.9202867,0.9001494,1.0117171,1.0334411,0.9032588,0.8207512,1.0371432,1.0168947
scissors,0.73460704,1.2685262,0.8078006,1.0225847,1.0790185,1.1195676,0.7762712,0.5441329,0.602453,1.3783417,0.87966305,0.73292303,0.79863083,0.75206643,0.85037816,1.0768154,1.2950306,1.2415552,0.8036971,1.3560692,1.0307498,0.8995193,1.3122224,1.1706225,1.1720854,0.99738944,1.1849735,1.1949292,0.671574,1.1698864,1.408936,0.85241026,0.89259195,0.9074209,1.192539,0.8061508,1.203256,0.7826217,1.0526779,1.168332,0.8841584,0.94725186,1.0465579,1.0879077,1.1594708,0.76168543,0.84470385,1.2106559,1.3824131,1.096594,1.3234575,0.87610847,1.0354978,0.87601274,1.2178994,0.83365,0.91812456,0.9375236,0.9008366,1.437907,0.8184625,1.0725503,0.8670949,0.8749834,0.93073255,0.9159528,0.9094653,1.1736759,0.82374716,1.0691494,1.347574,1.2869838,1.2523838,1.2960635,1.2695351,1.3147603,0.9133174,0.85088956,0.625067,0.93197316,1.2009019,1.2056803,1.1150686,1.3883373,1.5226678,1.2022227,1.0702533,1.1333388,1.1697552,0.9601416,0.8861094,1.2385471,1.1338589,1.2171252,0.0,0.8049957,0.8342092,0.9103078,1.0783082,0.74510944,1.1009104,0.81885004,1.3780817,1.3370373,0.8449154,1.0219738,0.56775534,0.90455294,0.7595219,0.57628477,1.1065978,1.3920264,1.3465191,0.48346394,1.2099117,0.8089989,1.2339237,0.806173,1.0413383,1.3046172,1.2738707,0.8597246
shirt,0.60409987,1.2077142,0.45316094,1.1563954,1.268543,1.2223839,1.0262793,0.50059843,0.4653331,1.2259265,0.77746814,0.77798927,0.645205,0.5516637,0.86814404,1.2816253,1.4604149,1.4282082,1.0345045,1.4278101,1.2469836,1.370966,1.4910305,1.2868685,1.0134182,0.85678923,1.4014568,1.4213715,0.67266893,1.1877,1.2842829,0.88782364,0.68045396,0.7922076,1.3929522,0.85709286,1.4908507,1.1019123,0.9363627,1.2069885,0.9884973,1.0430982,1.254523,0.75501174,1.1072673,0.7221931,0.5572293,0.98487324,1.340646,1.2168691,1.0656934,1.2497138,1.0627264,0.6207564,1.032537,0.9152327,1.0300812,0.4977123,0.6473172,1.2203679,0.8579463,0.44276106,1.1091015,0.31859523,1.2767384,1.1910397,1.2012408,0.87084436,0.9318393,1.2250369,1.3799057,1.1616416,1.5035416,1.1023798,1.1500878,1.2053949,1.0588561,0.72009915,0.3836215,0.3667043,1.2436146,1.4129453,1.3539796,1.3861277,1.2631819,1.272024,1.3157742,1.3117332,1.2269814,0.98028296,0.8668078,1.3346148,1.2905829,1.2423457,0.8049957,0.0,1.0591514,0.40416455,1.4230818,0.71313256,1.1779178,0.81948113,1.3450148,1.3723873,1.012341,1.3343774,0.7732655,0.9023891,0.062252164,0.64153063,1.3956785,1.0781716,1.3157303,1.063612,1.4675515,1.2847096,1.2693536,0.8113723,1.098366,1.3516295,1.318624,0.8469063
shoe,0.86573374,1.244345,1.0507205,1.0136592,1.0603685,1.0120991,0.7520302,0.9419977,0.9761729,1.1186754,0.88531005,1.0092168,1.0126313,0.88589394,0.92098993,0.94860035,1.1407216,0.9600965,0.77668077,1.1447902,0.98399776,0.7346009,1.1069853,1.0399615,1.1370215,0.88846636,1.0524659,1.1294612,0.9454772,1.0653704,1.1206657,1.0233723,0.9137249,1.100793,1.1733333,0.91862303,1.0698591,0.82973456,0.88739026,1.0840993,1.0571592,0.9194522,0.90450245,1.1392583,1.169295,0.9557779,1.0653797,1.0950154,1.1955011,1.1304712,1.0774264,1.0456946,0.936624,1.0285248,1.0998615,0.56869245,0.98218775,1.0609769,0.996265,1.1616997,0.96106,1.0728204,0.83659357,0.9117508,0.953517,0.973063,1.061187,1.1011004,0.56648684,1.0171877,1.1837896,1.2454062,1.0065693,1.1042408,1.0688121,1.2464595,1.0379148,0.99864763,0.9182911,0.9581212,0.9628905,1.1400491,1.038695,1.214349,1.0504472,1.0364065,1.0130717,0.890244,0.9279605,1.0264983,0.7058964,0.95469785,1.0877879,1.0659463,0.8342092,1.0591514,0.0,0.9407836,0.9314483,1.02509,0.9851974,1.0211674,0.9377435,1.2641218,0.6256374,1.0059185,0.8871894,0.83363986,1.0527338,1.020564,0.8306875,1.1135768,1.1944089,0.8420461,0.9993524,0.9724582,1.0473272,1.0730696,1.0461867,1.1567254,1.2456884,1.1163285
shorts,0.7158282,1.2493254,0.6244443,1.2106915,1.2923502,1.2275243,0.9478464,0.6038696,0.6291481,1.093321,0.73742133,0.7384629,0.75959647,0.56379616,0.89870125,1.112216,1.3956251,1.3135707,0.9709072,1.367708,1.1933434,1.2324647,1.2642822,1.2595282,0.8717374,0.93660223,1.2423021,1.3939124,0.7702992,1.1021069,1.1071004,0.84425014,0.7068113,0.88998854,1.3126386,0.8681211,1.4228189,1.0824362,1.0125439,1.1842394,0.9668386,0.9057943,1.2177302,0.88963103,1.1791782,0.86007947,0.87721074,1.0749454,1.3087814,1.258523,1.0254161,1.2082521,1.1248484,0.76706547,0.9283327,0.8896254,1.0851601,0.7585058,0.7834924,1.2036982,0.96355295,0.56845254,1.0981929,0.25188613,1.2363232,1.0684392,1.2044042,0.759809,0.91252583,1.2036266,1.3463951,1.2382855,1.3258603,1.0383819,1.0686321,1.1641026,0.9290141,0.7913696,0.48623407,0.27544904,1.1160738,1.3178828,1.2340235,1.3179302,1.065743,1.2182666,1.3074486,1.2054875,1.1709381,1.0473791,0.7500049,1.1847888,1.1042184,1.2051822,0.9103078,0.40416455,0.9407836,0.0,1.3252094,0.7665075,1.0395061,0.90402424,1.2394643,1.3789539,0.9087675,1.2741838,0.91595703,0.7547732,0.48030078,0.8650144,1.2461983,1.0506777,1.2861316,1.061785,1.2962012,1.2802883,1.0947545,0.9406789,1.079043,1.206537,1.3151975,0.8975176
shovel,1.2494489,0.8887875,1.3485405,0.8883933,0.7807108,0.90711486,1.1231372,1.3582553,1.4591397,1.0623052,1.2856505,1.2743491,1.2178385,1.4294386,1.2401687,1.0118403,0.67180145,0.80956465,1.2502351,0.63986063,0.7548192,0.8510009,0.7807841,0.77280736,0.94000113,1.0650349,0.7320266,0.67769516,1.241699,0.76635075,1.0079465,1.1812402,1.3124504,1.2293063,0.7890707,1.2145591,0.69332236,0.9724857,0.9697094,0.71920717,1.0810783,1.3093631,0.71696484,1.1137375,0.8458989,1.1627035,1.3256006,0.92234755,0.85795015,0.92452437,1.0658995,0.65481853,1.056407,1.1954652,0.93548614,1.0397229,1.1923141,1.2190797,1.1977186,0.7397406,1.1227753,1.1127713,1.0420183,1.4365892,0.60383254,0.884646,0.9374428,1.1430013,1.0774686,0.71279997,0.6184508,0.92431045,0.5670293,0.7937667,0.98686,0.8875735,1.0491805,1.1996922,1.3618968,1.394536,1.0185759,0.75269634,0.7815531,0.70784384,0.9220093,0.83567613,0.73273766,0.7645782,0.8411197,1.1510956,1.0282451,0.87540454,0.7685136,0.7065002,1.0783082,1.4230818,0.9314483,1.3252094,0.0,1.2533184,1.0955384,1.1806314,0.7882968,0.87255687,1.0721608,0.5846947,1.1468741,1.0197618,1.3936919,1.3009994,0.69565284,0.84712535,0.8584272,0.90190315,0.589643,0.89887893,0.7619258,1.2402228,0.9213134,0.6795994,0.73821306,1.279724
shower,0.86428136,1.3365756,0.5668962,1.2501626,1.0413789,1.2611191,0.92658436,0.36257058,0.5443318,1.2491295,0.79143643,0.9357139,0.8600148,0.6911557,0.76169515,1.1743798,1.3018559,1.2324953,0.86964065,1.3314505,0.9058447,1.0373441,1.1478399,1.1099455,1.235708,0.9351943,1.2006681,1.1534752,0.55266356,1.0034331,1.2321186,0.8938467,0.73235,0.75882936,1.3493556,0.7768073,1.2691716,1.0336936,0.9993048,1.12747,0.40093267,0.6873968,1.0876522,1.1010395,1.2947428,0.8409391,0.8894191,1.2140061,1.2563646,1.0154855,1.207204,1.201283,1.221039,0.90561,1.1660029,1.1135827,1.2122984,0.8630289,0.9594803,1.3010743,0.9215965,0.7929604,1.0607024,0.83200216,1.1341962,0.79959214,0.91388506,1.1324074,1.0656817,1.0811057,1.3737948,1.2758536,1.3181143,1.2685374,1.2642798,1.3548462,0.67205685,0.8328979,0.7233102,0.76540035,1.0604192,1.3348361,1.3073665,1.3698535,1.2539513,1.1467816,0.99227613,1.2075766,1.1185694,1.0510911,0.9038998,1.0798641,0.77838147,1.0593352,0.74510944,0.71313256,1.02509,0.7665075,1.2533184,0.0,0.90980566,0.7509719,1.3400397,1.2819932,1.1034008,1.1926688,0.88894403,0.9504968,0.7387814,0.74524117,1.2433385,1.2987947,1.3169535,0.9911734,1.2851738,1.2479303,1.2179236,0.78120285,0.84454477,1.1476866,1.2700938,0.5768807
sink,1.1016908,1.1717272,1.0765034,1.1416888,1.0133038,0.9645515,1.0666702,0.73522913,1.0846481,0.70713836,0.7096647,1.1160877,1.0815687,1.0612813,0.7998487,0.7261741,0.94978076,0.70822906,0.8266399,1.0580232,0.8761271,0.7171948,0.5118097,0.9570737,1.0625162,1.1231596,0.7063279,0.80567634,1.0439144,1.0705376,0.4474209,0.8449818,0.8016994,1.0093615,0.86762255,1.1057826,0.82495487,1.181925,1.1630285,1.202513,0.7809251,0.45035273,0.8258491,1.1921488,1.1229103,1.188848,1.2236061,1.1578968,0.74908453,1.1600325,0.93440694,0.93679446,1.2246662,1.135486,1.1384401,1.1771189,1.1864663,1.200838,1.1383513,0.896888,1.072781,1.1375587,1.0529417,1.091566,1.0626017,0.9449332,0.79422873,1.0111753,1.1819317,1.1246455,1.1170455,1.0699338,0.74176794,0.98654467,1.0240813,1.0712956,0.5170494,1.2258055,1.1672395,1.0215639,0.49593168,0.78013545,0.80543494,1.0391577,0.54286796,0.9934265,1.0783436,0.8375331,1.088185,1.207274,1.1444889,0.6171151,0.63767123,1.1931436,1.1009104,1.1779178,0.9851974,1.0395061,1.0955384,0.90980566,0.0,1.1224458,0.82346666,0.9131766,1.0272993,1.037214,1.024663,1.0262207,1.1964269,1.0904248,0.93467516,1.159074,0.95484936,0.8396528,0.8142253,1.2606015,0.81482834,1.0384662,0.8434856,0.826576,0.95789164,0.8707642
slide,0.6843926,1.1752968,0.87121904,1.0859016,1.1580147,1.1454685,0.9280174,0.6762663,0.656356,1.1549491,0.9409231,0.8846484,0.8539698,0.7620977,0.83614475,1.160176,1.2207644,1.1398437,0.9742014,1.1254137,1.0870632,1.1229079,1.2046007,1.1277125,1.1717271,0.8218297,1.1153665,1.1501563,0.776953,1.0622606,1.1693088,1.0665534,0.77466863,0.8668853,1.2564662,0.7794558,1.2517343,0.9125793,0.86206067,1.0977899,0.89312625,1.0374541,1.1676638,1.0501423,1.1653676,0.39322197,0.8966167,1.1911017,1.2033049,1.0239055,1.2128379,1.1832466,0.9709209,0.9735285,1.1121159,1.1259446,1.1071156,0.8965827,1.0911244,1.1650339,0.8005253,0.919,1.0520393,0.9147562,1.0774655,0.98806316,1.0659379,1.0887616,1.0617123,1.115027,1.1353518,1.2044041,1.2894279,1.1932887,1.160508,1.1492748,0.967663,0.86536723,0.9022169,0.9236666,1.2046613,1.2464788,1.1948261,1.1701145,1.1815326,1.0633813,1.0373088,1.163584,0.98804593,0.9708111,1.0013996,1.156818,1.0702312,1.0540534,0.81885004,0.81948113,1.0211674,0.90402424,1.1806314,0.7509719,1.1224458,0.0,1.1861879,1.2258171,1.1088263,1.0994387,0.98060495,0.9831922,0.799325,0.810119,1.0781314,1.2283703,1.2348462,1.1535958,1.265133,1.0882691,1.2102594,0.77895516,0.91785413,1.2492665,1.232732,0.79719377
