,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
cookie,1.1779916,1.0051563,0.706509,0.9331711,1.2354097,0.77214503,0.9267363,0.6781943,0.9454544,1.240815,1.210299,0.7257036,1.2554039,1.3434213,0.7013341,1.15501,0.7978961,0.84530914,0.71866393,0.6374411,1.1102339,0.8708577,1.2064756,0.8656428,1.008726,0.8467064,0.98676467,0.9860245,1.1030142,1.2397848,0.59417164,1.2287656,1.2711561,0.99648386,0.0,0.97193915,1.2864729,1.0621243,0.665153,1.2013141,0.7148824,1.108976,1.0595071,1.293,1.0637155,1.2201834,1.0797551,0.69672465,0.8460343,1.261816,0.99181896,1.2053165,0.5199778,0.80736756,1.0373187,0.86776805,0.675355,1.3048918,1.1223826,1.1068435,0.9770204,0.51087105,1.2582071,1.0107279,1.2289094,0.8043494,1.2718294,1.0704222,1.3287501,1.1298411,1.380916,1.0609806,1.1880609,0.7670011,0.7402197,0.9332386,1.089658,1.1091095,0.7140027,0.74737394,0.7009288,1.1274455,1.0976532,0.6999738,1.2895167,0.88229394,1.306178,1.3695251,1.1735553,0.7245029,0.75988066,0.75455785,0.9699815,0.8679666,0.7053356,0.7714602,0.8918938,0.81322515,1.3641896,0.89355195,0.99845815,1.1169208,1.1285229,1.1293594,1.3867221,0.9310665,1.2248079,1.023678,1.3037937,0.80039716,1.2587664,0.7023959,1.0114732,0.5862041,0.90146875,0.81396174,0.97979635,1.1109807,0.7190884,1.1310687,1.3684099,1.3030999,0.7002501,0.86529917,0.8573445,0.9604955,0.71898615,0.7413986,1.0343755,1.0428938,0.90536755,1.2265425,0.81955683,1.2302659
corn,0.997734,1.1720896,1.1373339,0.76484835,1.0712817,0.9837438,0.9654528,0.94439083,0.85032856,0.85534215,1.0556645,1.0638834,1.0366476,1.0214381,1.0613197,1.0413799,1.0143887,0.8887087,1.0679773,1.105251,0.9122484,0.86105686,0.97224134,0.806316,0.9719434,0.9575212,1.0045475,0.9843476,1.0879812,1.0017425,1.0669999,1.0273843,1.0231383,0.92150646,0.97193915,0.0,1.1404668,0.9183086,1.0859699,0.84059507,1.1264423,1.1103035,1.0866951,1.1148764,0.9447012,0.97935086,1.0933179,1.1323584,1.118483,1.0599886,1.0873975,1.1614107,1.0618417,0.8581976,1.0986865,0.9740652,0.84194183,0.9129108,1.1111345,0.9845215,1.0134249,0.78949964,1.0467786,1.0765321,0.9931665,1.1665717,1.1061889,0.95241874,1.1132104,0.80236334,1.1481045,1.0351928,0.8780163,1.0214,0.9324633,0.7840475,0.991971,1.1610228,1.0575125,1.2177893,0.975339,1.0966997,1.0745116,1.1443383,0.9996891,1.0691079,1.1170881,1.1464689,0.80755806,1.0543268,1.0050205,0.98083365,0.936345,0.9229692,0.8954731,1.0789866,1.0796458,1.0289053,0.9597697,1.0402246,1.1739092,0.8342936,1.0374911,0.8833646,1.1260846,1.0257772,1.0720403,1.0944713,1.1429764,0.9488018,0.86647713,1.2281094,1.0452913,1.1314082,0.9145546,0.9956564,0.9600318,0.904834,1.1353964,1.014779,1.165324,0.98655987,1.0882291,1.1786879,1.1241823,0.8168772,0.9588909,0.9035013,0.8324085,0.9335301,1.0540599,0.9605171,1.1864287,1.0710384
couch,0.5414943,1.2576693,1.450029,1.1736662,0.5499718,1.1634891,1.1166914,1.4640107,0.804567,0.6769662,0.18896866,1.4114769,0.55686235,0.5923209,1.3082986,0.32484365,1.1342126,1.2639039,1.4685099,1.4589283,0.99355674,1.1878088,0.78300273,1.2815897,1.0098816,1.2913306,1.1241755,1.0631307,0.6770923,0.6657634,1.4120935,0.61383003,0.57271636,0.8124485,1.2864729,1.1404668,0.0,0.7747315,1.5215102,0.55470914,1.50243,0.6914636,1.047453,0.7255848,1.0796508,0.7823639,1.0860801,1.4290667,1.3195126,0.7505865,1.2679256,0.6463066,1.4729748,1.3668058,0.9910233,1.5528378,1.3287823,0.85148144,1.2058897,0.7506572,0.9001272,1.3671823,0.8015146,0.9630921,0.67722,1.3167616,0.8237681,0.82356477,0.57413685,0.95184153,0.452246,1.1176485,0.7900642,1.4381266,1.2844707,1.137497,0.84922415,0.8861989,1.2304943,1.3568454,1.1407459,1.2088513,1.107901,1.4216146,0.7143211,0.9159649,0.628006,0.6248452,0.7604828,1.492527,1.5032067,0.68924963,0.9600487,1.3084974,1.3813539,1.4410145,1.3304257,1.3681138,0.6995516,0.948496,1.0590003,0.76278114,1.0866927,0.882455,0.5779009,1.0355587,0.8238881,1.1201557,0.5851091,1.2454435,0.71672404,1.4359212,0.9606471,1.4434786,1.0526435,1.5117115,1.2215219,1.0673325,1.4089786,0.91578436,0.49144173,0.37127006,1.4844103,1.3729115,1.3079985,1.1704973,1.0809355,1.3569638,0.8876368,1.0389239,1.1808251,0.8857104,1.3965517,0.6701902
cracker,0.5515272,1.2917482,1.3407937,0.77685183,0.7247257,1.0644222,1.0086738,1.1893176,1.0771617,0.85148406,0.75605744,1.4747665,0.8373641,0.64088106,1.2687035,0.83509755,1.2886138,1.175554,1.4431338,1.5037036,0.99726933,0.8779566,0.8876265,1.2691151,0.85031366,1.4060042,1.1143026,0.85402215,0.9554464,0.9468025,1.3068321,0.8151605,0.8678415,0.7789628,1.0621243,0.9183086,0.7747315,0.0,1.421605,0.86508965,1.5113494,0.9726562,0.9571619,0.8797448,1.1081812,0.89786947,1.097867,1.2949991,1.2954943,0.8040655,1.2435594,0.7801509,1.3514309,1.1769747,0.88758516,1.3919003,0.9989115,0.84098923,1.203995,0.7138533,0.8722521,1.1217929,0.85898477,0.824424,0.61753535,1.3472844,1.0231498,0.7699454,0.829207,0.88631797,0.7452764,1.054271,0.67955536,1.3350348,1.097763,1.0689471,0.7030034,1.0659047,1.0292861,1.3779467,1.1882895,1.1921468,1.0507557,1.3154769,0.9503678,0.7989588,0.68858767,0.8172234,0.6614852,1.4296896,1.4188454,0.9607518,0.93915784,1.2877581,1.1931521,1.2961533,1.2388837,1.3250144,0.9378709,0.843658,0.98317415,0.6522569,1.0542313,0.75148165,0.8258216,1.0643349,1.0901866,1.0662479,0.85406566,1.3414993,0.71026444,1.4210197,0.93287694,1.2798086,0.9340863,1.430937,0.99042726,0.97772413,1.3684545,1.0610703,0.7752209,0.6673976,1.3833935,1.3102205,1.3314481,0.9307986,1.1411921,1.0618517,0.8582196,1.0590619,1.1337409,0.9818147,1.3989129,0.91957235
crayon,1.6014028,0.6549395,0.31002688,1.1151758,1.4205511,0.95613015,1.0325046,0.42548722,1.1382071,1.3976418,1.4681034,0.2679389,1.3402518,1.561593,0.58516073,1.3800671,0.6351823,0.5662528,0.22086096,0.2626146,1.1451334,1.0536633,1.1850102,0.90616316,1.1783019,0.56908476,0.86659366,1.1226919,1.2846849,1.2458719,0.40911913,1.3533013,1.4243757,1.2745295,0.665153,1.0859699,1.5215102,1.421605,0.0,1.4203364,0.24222338,1.2688234,1.1390424,1.2584717,1.0213022,1.3017582,0.95340496,0.40967005,0.5579521,1.373311,0.6670702,1.3831637,0.34624827,0.6141857,1.0954212,0.31945616,0.8183498,1.4705498,0.78765565,1.3423982,1.202874,0.65417945,1.3388493,1.1948324,1.4669652,0.5572461,1.1830072,1.1342115,1.4538883,1.2284576,1.5070821,0.7821903,1.2431996,0.436121,0.70113534,1.0545857,1.4022832,0.959234,1.0908387,0.23033094,0.6820898,0.7560356,1.1085016,0.36526906,1.361618,1.2367189,1.5052819,1.4148698,1.4205297,0.09098554,0.1434195,1.0299044,1.2552683,0.6334741,0.7805805,0.46308768,0.65290874,0.5447744,1.3715179,1.2332361,1.0066842,1.3465784,0.9234672,1.0864197,1.4972403,0.8451622,1.203469,0.90224826,1.4269933,0.5501158,1.3407105,0.15066254,1.052771,0.38309002,0.99524623,0.44965166,0.9265857,1.010391,0.20115447,1.2170136,1.5534724,1.5846136,0.5077633,0.4201089,0.50962096,0.7715827,0.75091124,0.57882786,1.285541,1.0805234,0.79963136,1.1861786,0.41683567,1.3084818
crib,0.7201343,1.4348053,1.4452261,1.0360507,0.80081534,1.2516887,1.1402758,1.3963218,0.3772061,0.56769973,0.5230178,1.3363192,0.54029036,0.76856244,1.2046998,0.59756494,1.10477,1.0185094,1.3406789,1.3433707,0.7836121,1.289794,0.64514035,1.0233542,0.9367097,1.0272276,0.88734585,1.226943,0.8195758,0.4953527,1.3716269,0.58932143,0.53111243,0.9336718,1.2013141,0.84059507,0.55470914,0.86508965,1.4203364,0.0,1.4231933,0.8316175,1.1882085,0.7673845,0.92299235,0.921802,1.2604485,1.4221517,1.3907835,0.9428212,1.4495997,0.75188345,1.4222741,1.116955,1.1925555,1.3732816,1.1519446,0.8619149,1.312804,1.0570921,0.9346328,1.2825128,1.0012119,1.1226305,0.9431028,1.4666687,0.91075397,0.58675176,0.78194773,0.8791412,0.82743675,1.117143,0.5037246,1.2566719,1.3046076,0.9601879,1.0355191,0.96192676,1.1584601,1.4306811,1.1459742,1.3298686,1.3136237,1.4268582,0.6250048,1.0213348,0.7746454,0.9329905,0.68798786,1.3743105,1.3535364,0.8339252,0.84576017,1.1951299,1.1083672,1.3777146,1.2020385,1.1774048,0.638759,1.0031601,1.1503437,0.90633893,1.1066076,0.7130817,0.8375591,1.0607017,1.0245235,1.0839732,0.72488344,1.1278942,0.49163008,1.4904757,0.87105817,1.4188843,1.069898,1.2775283,0.99205035,0.99978685,1.3809886,0.76918733,0.84415233,0.3917389,1.3999755,1.5057961,1.466929,1.1668206,1.1029289,1.0472771,0.7650338,1.0019004,1.021742,0.7763202,1.5251398,0.6875867
cup,1.6746917,0.64158124,0.35377496,1.1403662,1.4467384,0.8540302,0.9526756,0.521626,0.9759633,1.3262062,1.4805986,0.28270537,1.3774967,1.6091778,0.61642015,1.3786963,0.766943,0.6764884,0.088572025,0.11771715,0.97394615,1.0255831,1.2866513,0.60255164,1.2009809,0.32688653,0.8930881,1.1257101,1.198296,1.1710811,0.31364405,1.3894672,1.3126935,1.392225,0.7148824,1.1264423,1.50243,1.5113494,0.24222338,1.4231933,0.0,1.1822643,1.139657,1.1599116,0.9883011,1.218035,0.9227553,0.4246307,0.5267563,1.3762153,0.7036294,1.379997,0.38148856,0.5577675,1.1664977,0.41052485,0.95394117,1.3370166,0.8257736,1.3656597,1.2481527,0.748796,1.3904788,1.2055566,1.541388,0.4798205,1.1330615,1.2557036,1.4921131,1.1054205,1.5411992,0.9413154,1.3646019,0.3106792,0.7893408,0.8575295,1.4184543,0.9930299,1.0177293,0.29836082,0.60506284,0.8745157,1.0133678,0.3845209,1.2723975,1.197052,1.4942974,1.4189507,1.4814214,0.26814067,0.360155,0.92842585,1.1979125,0.524547,0.7023176,0.455032,0.49074084,0.4356768,1.2033211,1.1753559,0.95461833,1.4666855,1.0111065,1.3997556,1.4643271,0.8221759,1.1136825,0.86411005,1.363215,0.46460176,1.4942896,0.21075189,1.0977856,0.35252422,0.9379212,0.4570552,0.9827701,1.206202,0.32604527,1.0673962,1.5243697,1.5853037,0.36970508,0.4150417,0.6101533,1.0627449,0.7158012,0.6444175,1.2229583,1.0984048,0.7323283,0.98813933,0.4843756,1.2969347
dog,0.5783577,1.1959605,1.2221377,1.0882839,0.89275753,1.101498,1.0236518,1.2212882,0.7987726,1.1188134,0.6106753,1.1915123,0.7819683,0.94362366,0.9925716,0.52065295,1.0866629,1.1255736,1.1656377,1.1422402,0.97962224,1.0478247,0.91964304,1.1638651,0.9799105,1.1509154,0.99797606,1.074075,0.0075849295,0.8084678,1.1579921,0.96606064,0.88987005,1.0652047,1.108976,1.1103035,0.6914636,0.9726562,1.2688234,0.8316175,1.1822643,0.0,0.83241117,0.9210236,1.1582097,0.8893191,1.1466572,1.2004845,1.1083071,0.9116435,1.2347302,0.91921234,1.1333907,0.9847117,1.0444609,1.2298009,0.9751636,0.9417668,1.1183795,0.9359101,0.758303,1.2104236,0.9393358,1.0267088,0.96586233,1.1073841,0.88758916,0.9683042,0.8993399,1.0640208,0.9315923,1.1585255,1.0344179,1.1046189,1.1814463,1.0487018,0.86184764,1.0271121,0.87975967,1.1612253,1.0363599,1.2169616,1.0567826,1.2047933,1.031375,0.85118675,0.80278337,0.9727779,1.0743978,1.2492418,1.2534628,0.8373287,1.0175512,1.0141696,1.1641216,1.1401601,0.84093314,1.004653,0.9631305,0.9627795,0.7480525,0.9955247,1.1931527,1.0853561,0.9848695,1.0656674,1.0815713,1.0071251,0.8753676,1.2088581,1.1455417,1.1663573,1.0777745,1.120749,1.0709299,1.1118783,1.0163656,1.0138019,1.2596415,0.96862715,0.9021767,0.8119056,1.1393744,1.1876903,1.1979986,1.1438062,1.0210615,1.0767083,0.9451141,0.96279657,1.038471,0.80896986,1.2701145,0.8380834
doll,0.804839,0.7438593,1.0878339,0.9677318,0.9762361,0.9808428,0.8866978,1.01349,1.0863489,1.3254564,1.1432501,1.1579015,1.0381646,0.8835875,1.0013051,1.0847429,1.0656551,1.0109806,1.1192608,1.241429,1.0042645,0.72094256,0.98097664,1.0295055,0.9673386,1.2077928,0.9998671,0.9349204,0.85897994,1.0179362,1.2049891,1.1961651,1.0214522,0.9709768,1.0595071,1.0866951,1.047453,0.9571619,1.1390424,1.1882085,1.139657,0.83241117,0.0,1.1215752,1.0880728,1.026587,0.93909603,1.0975072,1.165468,1.0161947,0.8416075,1.0937638,1.0305938,0.95253503,0.64494324,1.0434904,0.7802577,0.97485167,0.9511294,0.593402,1.0167253,0.87775576,1.0057336,0.81382287,0.68195647,0.9269658,1.1260372,1.0724186,1.023474,1.1106131,0.9251899,1.12127,1.0556887,1.2416562,1.0492524,0.8200243,0.5413875,1.0351291,0.86887646,1.1962595,0.8452612,0.9609245,0.7816267,1.0994402,1.1852014,1.0849577,0.8070477,0.89560354,0.98486996,1.2228065,1.1600969,0.968532,1.0788693,1.0489901,1.0486177,0.97452873,0.89171785,1.1183771,1.1926572,1.0557237,0.57163966,0.9284475,0.97360694,0.98132366,0.99155605,0.87294084,0.9136044,0.7244127,1.0925424,1.2964417,1.0802304,1.1138036,1.1101896,1.148387,0.7592679,1.000869,0.97201693,1.0739845,1.1717803,0.9395181,0.87195307,1.0810944,0.9208753,0.8676473,0.9556776,1.0302825,0.8843914,0.76973295,0.9187411,1.0234767,0.97741246,0.8468514,0.9959992,1.1850575
door,0.9662309,1.2467177,1.3075379,1.1213174,0.9050769,1.2276897,1.1699243,1.3325597,0.91332984,0.75863343,0.84625196,1.233717,0.45157182,1.0359586,1.1752374,0.9954761,1.0627892,1.1601509,1.1037248,1.17558,0.72476876,1.2581339,0.5950205,0.99281263,1.0549304,0.9698633,1.0562664,0.8848639,0.9003996,0.6540633,1.1204331,0.6915519,0.80500877,0.9281284,1.293,1.1148764,0.7255848,0.8797448,1.2584717,0.7673845,1.1599116,0.9210236,1.1215752,0.0,0.6829914,0.95424783,1.0601119,1.30322,1.1486464,0.97946787,1.2450545,0.68260765,1.2825236,1.0701656,1.0918831,1.1632556,1.2790723,0.8477549,1.1943278,1.2025341,1.1349001,1.3411891,1.0228132,1.124211,1.0998795,1.27387,0.95678526,0.8572649,0.87022763,1.0539141,0.8490382,0.8999514,0.6359213,0.96919394,1.1906686,0.90755326,1.0341647,1.0085585,1.0727881,1.2201512,1.1457509,1.1805751,1.0090144,1.2930336,0.5606263,1.1276563,0.88750374,0.76971734,0.81754506,1.1974511,1.2014244,1.12968,0.97199667,0.94290036,1.2385011,1.2756598,1.1230303,1.0649437,0.30119532,0.9515351,0.97951245,1.1391916,1.075132,1.0206399,0.8426186,1.2299192,0.83441687,0.93586165,0.38577557,0.9469312,0.93128,1.3110418,1.0890216,1.1939987,1.0211463,1.1584536,0.88204104,0.876392,1.1827691,1.0021231,0.7491185,0.65735835,1.3584988,1.3062954,1.3027444,1.0938809,1.1020055,1.2319443,0.8187847,0.8518912,1.1257606,0.5260192,1.3350081,0.4783628
drawer,1.2029153,1.0026383,1.1973963,1.0260979,1.0787199,1.0560623,1.0245407,1.1991092,0.942118,0.8246031,1.134281,0.9605749,0.7219356,1.1186796,0.92165923,1.1850743,0.82897127,0.78188944,1.0531851,0.9238356,0.57460505,1.0932715,0.8057884,0.8144228,0.98899984,0.80101335,1.0099534,1.0405351,1.1460938,0.9035672,0.92500395,0.9223165,0.9642508,0.9110799,1.0637155,0.9447012,1.0796508,1.1081812,1.0213022,0.92299235,0.9883011,1.1582097,1.0880728,0.6829914,0.0,1.1893332,0.9990291,1.1592737,1.012742,1.1609534,0.97659636,1.0195134,0.9631629,1.0653218,1.0771474,0.89347625,1.0722388,0.99608743,1.0110039,1.237591,1.190309,0.95772773,1.1608627,1.1741412,1.1329334,1.0823613,1.1517806,0.97231084,1.0901952,1.1158113,1.106262,0.6967393,0.9691276,0.82569504,0.93283486,0.8519213,1.1222515,1.1097121,0.8881408,1.1629447,0.99344486,0.8632108,0.9747602,1.1764724,0.59314156,1.1607285,1.182284,1.0205537,0.6863537,0.87433004,0.88394976,1.0616189,0.9546139,0.87375784,0.8768321,1.1676068,1.0441105,0.8532995,0.6936035,0.90199274,1.1051753,1.2414389,0.88179404,0.97093564,1.1085497,0.9677244,0.88998234,0.9411751,0.9153579,0.616506,0.99852306,1.1120299,1.1154783,1.0985056,1.0895404,0.85056716,0.8507489,0.97743565,1.0783386,1.0032476,1.0841684,0.96968615,1.0604252,1.1268785,1.0492195,1.0159533,1.0183588,1.06964,0.7030531,0.9948416,1.0247054,0.8070392,0.9499585,0.9819574
dress,0.76804256,1.0869219,1.2155039,1.0561504,0.8299198,1.1082348,1.1021243,1.2137395,1.0848423,0.8107643,0.7838188,1.2217232,1.0343603,0.62366354,1.1061486,0.7889842,1.2224268,1.233296,1.2214441,1.2939684,1.0725954,0.9870069,1.0762502,1.1010861,0.8734437,1.1887865,1.1884824,0.99853176,0.8911306,1.0582833,1.191668,0.88486516,0.850302,0.929561,1.2201834,0.97935086,0.7823639,0.89786947,1.3017582,0.921802,1.218035,0.8893191,1.026587,0.95424783,1.1893332,0.0,0.9729277,1.1918559,1.1659994,0.8594372,1.0606056,0.9092113,1.2688881,1.1847879,1.0023527,1.1974456,1.1846702,0.835207,1.0363843,0.8600103,0.9705914,1.2230034,0.81438,0.9696151,0.8525597,1.1091739,0.73275787,1.0207483,0.5389366,0.8173153,0.6216895,1.0341232,1.005053,1.205397,1.204859,1.0153346,0.9280621,1.0561166,1.2111995,1.1916009,1.1733102,0.90410286,1.0162023,1.2019068,0.8988596,0.8758992,0.7126635,0.6465106,0.9142165,1.3009877,1.2988765,0.98431927,0.94820625,1.1532261,1.1993182,1.1626979,1.0822558,1.1922058,0.8762844,1.0103167,1.0191214,0.84246737,0.96743715,0.8848366,0.43022466,1.0189843,0.77956843,1.0780097,0.8476217,1.2035894,0.87643594,1.2310439,1.105132,1.2030904,1.0519803,1.2343504,1.1611989,1.0690973,1.2154626,1.021212,0.6512605,0.84926295,1.237266,1.1348205,1.0731196,1.1188685,1.1335081,1.2409917,1.0363947,1.0128257,1.1538757,1.0872585,1.1860359,0.86301816
ear,1.1603926,0.5553773,0.8966236,1.0994238,1.03182,0.9611237,1.0441129,0.9966026,1.2114692,1.2356197,1.1751266,0.9055399,1.2570908,0.8774065,1.0858043,1.1788502,1.0815669,1.2327256,1.0623797,1.0835693,1.2098837,0.8488622,1.225748,1.1550145,1.0502837,1.0481467,1.2777606,0.89825535,1.14732,1.2560453,0.9762699,1.0971714,1.1591151,0.9129026,1.0797551,1.0933179,1.0860801,1.097867,0.95340496,1.2604485,0.9227553,1.1466572,0.93909603,1.0601119,0.9990291,0.9729277,0.0,0.9831067,0.6219445,0.8071501,0.39720726,1.0902448,1.0515709,1.0984452,0.72332716,0.90776885,1.171804,0.86707807,0.5280374,0.9048161,0.94697475,0.96976334,0.6792145,0.851974,0.90108395,0.5946521,0.8333496,1.2054082,0.9873132,1.1220597,0.98014593,0.9132253,1.262013,1.0911367,0.9837774,1.0482883,0.81221485,1.1515952,0.8906212,0.77931845,1.0952318,0.37158012,0.35459626,0.9498846,1.0793904,0.97885895,1.0675642,0.85801893,1.0815063,1.0102195,1.0427408,1.2343485,1.1217626,0.94956905,1.1513944,0.96536946,1.1716459,1.1705883,1.1316212,1.044894,0.99684244,1.1099259,0.91082436,1.1795496,0.9230235,1.0271322,0.7350787,0.885816,0.9549644,1.1681193,1.2909927,0.7979136,1.1396565,1.0833868,1.072878,1.0517244,1.11202,1.0167307,0.8489639,1.0628387,0.93885744,1.2616104,1.0347847,0.6290892,0.52286243,1.0005766,1.0952461,1.2620432,1.1247798,1.0036258,1.2285187,1.1540927,0.5770988,1.1259277
egg,1.4132717,0.73334914,0.05591917,1.0244266,1.3182871,0.6021527,0.7094815,0.5269609,1.1945157,1.317035,1.4132822,0.61071604,1.4047642,1.3954182,0.7163135,1.326349,0.8847179,0.8658404,0.46800745,0.4049157,1.1416054,0.81071246,1.297794,0.9468989,1.2036699,0.8193284,0.9820777,0.91644305,1.2204794,1.264293,0.5203868,1.3599037,1.3538446,1.3388513,0.69672465,1.1323584,1.4290667,1.2949991,0.40967005,1.4221517,0.4246307,1.2004845,1.0975072,1.30322,1.1592737,1.1918559,0.9831067,0.0,0.6537266,1.1665049,0.7426251,1.2064221,0.5021792,0.7576693,1.1035272,0.70282936,0.87843454,1.3183948,0.869632,1.1729286,1.0697815,0.66099316,1.2187635,1.0213846,1.2921124,0.63184464,1.1704427,1.2126623,1.3559302,1.1730802,1.3948824,1.1182976,1.3068545,0.6392955,0.6983833,1.0814843,1.304918,1.0575248,0.8190806,0.33350825,0.94137007,0.947004,0.9768288,0.0158571,1.3229266,0.9946998,1.3595803,1.3379393,1.4556226,0.5260168,0.5535006,1.1296661,1.2221329,0.9118046,0.5059992,0.15875721,0.7718716,0.7598064,1.3698678,1.1355337,0.98225725,1.185586,1.1160188,1.3596457,1.3205777,0.96034235,1.2398207,0.9899117,1.3146278,0.8067757,1.2921534,0.3623594,1.0519775,0.38447374,1.142515,0.76733184,1.1192259,1.0416038,0.3502233,1.2479686,1.3721359,1.438833,0.43789798,0.52431476,0.59135854,1.0273627,1.0300374,0.71912676,1.1630244,1.1412606,0.8809362,1.2510548,0.55825925,1.2736224
eye,1.387769,0.5572485,0.572917,1.1283808,1.268511,0.79085994,0.9764382,0.72166145,1.2571106,1.3334577,1.2860237,0.57108736,1.3521689,1.2857468,0.8422398,1.2472154,0.93880993,1.0642778,0.67400384,0.63240784,1.232337,0.98882747,1.2807279,1.1006339,1.1278301,0.8243859,1.0826929,0.99213046,1.1141541,1.3353277,0.5310907,1.2526212,1.3425841,1.2081988,0.8460343,1.118483,1.3195126,1.2954943,0.5579521,1.3907835,0.5267563,1.1083071,1.165468,1.1486464,1.012742,1.1659994,0.6219445,0.6537266,0.0,1.0586054,0.51347876,1.1786846,0.67001945,0.9037751,0.905139,0.6113475,1.0374279,1.0836605,0.44473422,1.1499287,1.0251304,0.8641034,0.9355205,1.0270715,1.2263081,0.4906286,0.9630311,1.2514131,1.3446267,1.1789131,1.2890959,0.87772775,1.2830467,0.6695078,0.8538752,1.2317744,1.1710862,1.046717,0.97484314,0.4203105,0.93991077,0.5903837,0.7193593,0.6414385,1.2303085,0.93174666,1.3455129,1.1981848,1.3705304,0.5798687,0.69210947,1.1224031,1.2156739,0.72642726,0.96431196,0.76409423,0.87996405,0.82506657,1.2640438,0.99466014,1.0792379,1.2091224,0.8890892,1.273137,1.2621617,1.0711823,1.0425215,1.0552558,1.1830285,0.8620597,1.39567,0.3909285,1.0579941,0.674389,1.103783,0.78938043,1.010289,1.0405858,0.60465616,1.1818031,1.3312304,1.501488,0.6563848,0.45544845,0.5037665,0.88115346,0.9889425,1.0319624,1.3044136,0.9955041,0.9819842,1.2309955,0.31608236,1.1546234
face,0.6636665,0.9296319,1.1841061,1.0770319,0.83052075,1.0097262,1.0869664,1.2532047,1.2200103,0.89422345,0.8151982,1.3349023,1.0207006,0.63508594,1.231395,0.8413801,1.2235789,1.2637763,1.3671508,1.3934743,1.1008067,1.0737704,1.0975945,1.2893877,0.97736967,1.3552659,1.0828552,1.135125,0.9077108,1.1457381,1.2087667,0.8478987,0.9210329,0.919729,1.261816,1.0599886,0.7505865,0.8040655,1.373311,0.9428212,1.3762153,0.9116435,1.0161947,0.97946787,1.1609534,0.8594372,0.8071501,1.1665049,1.0586054,0.0,0.9416296,0.73417497,1.3134158,1.3481015,0.9779971,1.3238369,1.1382616,0.6515849,0.7240443,0.7895113,0.77773774,1.2148257,0.24472094,0.6877642,0.6725446,1.0003628,0.73089004,1.036658,0.6479862,0.8268075,0.72303915,1.2875473,1.0161885,1.3864572,1.1701677,1.1504025,0.849221,0.9717387,1.0616112,1.1181009,1.412641,0.98647964,0.7445587,1.1933424,0.9338903,0.82763517,0.55015993,0.80319333,0.8226638,1.3824402,1.398463,1.2161194,1.0166258,1.3029224,1.2981046,1.2527126,1.2982295,1.3160759,0.95473754,0.9109672,0.9037476,0.8988754,1.1513283,1.0262636,0.61037934,1.2085114,1.0035605,1.1544751,0.7263346,1.3603139,0.84103537,1.2224681,0.88988084,1.2323875,1.2311295,1.4158276,1.1680316,1.0688043,1.2053072,1.027174,0.57867396,0.8435503,1.3375444,1.0409422,1.1151012,1.0954844,1.3850152,1.3243096,1.1120281,0.9384542,1.1494561,1.160841,1.1631619,0.79044825
finger,1.3714293,0.32600212,0.6810552,1.0482101,1.1639102,0.8900437,1.0060296,0.8704396,1.3074235,1.303327,1.276758,0.72650635,1.3570817,1.0817285,0.99440277,1.208927,0.97807074,1.0987198,0.8744893,0.8681383,1.2583135,0.59539324,1.3224348,1.079467,1.1639524,0.9491862,1.26343,0.9409921,1.2337493,1.3568084,0.83348286,1.3099444,1.314295,0.99111795,0.99181896,1.0873975,1.2679256,1.2435594,0.6670702,1.4495997,0.7036294,1.2347302,0.8416075,1.2450545,0.97659636,1.0606056,0.39720726,0.7426251,0.51347876,0.9416296,0.0,1.2870302,0.808276,1.0713919,0.710742,0.67731035,1.1252139,0.9893955,0.46387053,0.8802905,1.0015221,0.74971855,0.81212157,1.0239513,0.7966219,0.5066244,0.89819175,1.2562478,1.1301686,1.1611073,1.1203797,0.8768444,1.3522145,0.96103215,0.9009407,1.0325918,0.87397707,1.132801,1.0051597,0.5672164,0.92555445,0.3681718,0.40807414,0.7239461,1.2492728,1.0345501,1.211698,1.0468698,1.2220976,0.73191863,0.785863,1.1169636,1.2363254,0.85272133,1.0632035,0.80014455,1.068215,1.0795203,1.3142039,1.0895243,1.0115434,1.1075163,0.789986,1.2014837,1.0595372,0.9451304,0.8733086,0.8728478,1.2045684,1.0478954,1.3364003,0.54058284,1.2131398,0.8905005,0.90843844,0.9043831,1.0716969,1.0684868,0.6806325,1.209945,1.0972847,1.4752914,0.83399916,0.23197949,0.34252858,0.9085128,0.9896595,1.1177213,1.281362,1.0319368,1.1557155,1.2412075,0.3278898,1.22806
