,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sandwich,0.49039197,1.1957095,1.226325,0.66935164,0.66468155,1.1189405,1.1035292,0.90311116,1.1108284,0.83845496,0.6863656,1.3635055,1.0796069,0.5039075,1.327264,0.70213956,1.1933463,1.2088537,1.4122715,1.4487872,1.1941203,0.6227882,1.0400598,1.2241068,1.016431,1.3954209,1.1670439,0.861626,0.98057127,1.126122,1.3788781,0.8838382,0.92117,0.78703296,1.1169208,0.8342936,0.76278114,0.6522569,1.3465784,0.90633893,1.4666855,0.9955247,0.9284475,1.1391916,1.2414389,0.84246737,1.1099259,1.185586,1.2091224,0.8988754,1.1075163,0.9635955,1.3340904,1.2820276,0.93596387,1.3302364,0.95159477,0.87420356,1.095138,0.41592824,0.869128,1.0483584,0.8848302,0.6502823,0.43410665,1.2805877,1.0198361,1.0060371,0.7833518,0.8368947,0.6963694,1.0566183,0.88563967,1.4718428,0.9560848,1.0914474,0.73505896,1.0367836,1.1185871,1.2927485,1.0667177,1.0886158,1.0418173,1.2063835,0.92551845,0.8263139,0.7773518,0.85735095,0.8135915,1.3876245,1.33975,1.0008342,0.9966523,1.3978086,1.1765343,1.1877668,1.3123991,1.3285302,1.0067691,0.9968847,1.2043191,0.0,0.9261247,0.79528594,0.7939774,0.9861936,1.004759,1.1534516,1.0253545,1.3318943,0.6597664,1.3463594,1.0174232,1.1935817,0.88543844,1.344514,1.0661716,0.9648497,1.2971313,1.0946252,0.8467322,0.8229792,1.2276796,1.2492627,1.0874462,0.86467344,1.0467176,1.1333117,0.963722,1.0030204,1.1941322,1.2103941,1.203774,0.97796375
scarf,1.1671269,0.80775225,1.093611,0.97876793,0.9871674,1.2040023,1.1663055,1.02988,1.0761418,1.0819179,1.1057003,0.92288333,1.1014583,0.89193857,1.0403411,1.1163874,0.9484951,1.0207546,1.0490139,1.085656,1.1266028,0.98488975,1.0606482,1.0464134,1.0845202,0.99412996,1.0613467,0.894861,1.192187,1.0417895,1.0498068,1.0215613,1.0099664,0.8024425,1.1285229,1.0374911,1.0866927,1.0542313,0.9234672,1.1066076,1.0111065,1.1931527,0.97360694,1.075132,0.88179404,0.96743715,0.91082436,1.1160188,0.8890892,1.1513283,0.789986,1.2099962,1.0898142,1.1426402,0.875702,0.83924377,1.1676109,1.0603848,0.8349016,1.0339117,1.0493267,1.0779252,0.9693775,1.0177947,0.9701117,0.8849879,0.9898981,1.0905261,0.8724026,1.0807166,0.8141529,0.6522671,1.031538,1.0330559,0.93595827,1.1265903,0.9684206,0.9026234,1.1068344,1.0134903,0.9718538,0.53955626,1.0160639,1.1039755,0.91960585,1.0919693,1.0805199,0.7560002,1.0438397,0.8827901,0.8812095,1.0955484,1.0315804,0.993762,1.1442963,1.1143968,0.89035463,0.9332868,1.0056865,1.1321117,1.1268812,0.9261247,0.0,0.7785126,0.91300297,0.886884,0.71391183,0.9076949,1.1259058,1.0537367,1.0113807,0.9349385,1.1152945,1.1387689,0.91792095,0.8910345,0.9401818,0.9232689,1.0239652,0.96987945,0.9670883,1.1685566,1.0740511,0.9138593,0.8020704,0.8943807,0.94685984,1.0685635,1.0836843,0.93549347,1.0153716,1.035606,0.7413448,1.1542883
scissors,0.77014434,1.2338791,1.345485,0.99077916,0.8082776,1.2618154,1.1549695,1.1626074,1.0775049,0.8224131,0.85668147,1.2335979,0.93918294,0.72042996,1.1057022,0.86533386,1.0678986,1.0329593,1.2916214,1.3647931,1.1104,1.079587,0.80975854,1.276469,0.7929559,1.3248602,0.96577585,1.0825902,1.0858127,0.9836272,1.2775174,0.7217163,0.8844249,0.8015849,1.1293594,0.8833646,0.882455,0.75148165,1.0864197,0.7130817,1.3997556,1.0853561,0.98132366,1.0206399,0.97093564,0.8848366,1.1795496,1.3596457,1.273137,1.0262636,1.2014837,0.8761351,1.2117591,1.0637165,1.0264468,1.0808754,0.9913144,0.91620797,1.0343832,0.9563522,0.95376,1.1104112,0.91021216,0.97632617,0.8067433,1.2794118,0.8270171,0.69554764,0.7531984,0.96662265,0.74723065,0.749298,0.7694093,1.19122,1.1420892,1.1319635,0.9490176,0.9168949,1.213422,1.3064611,1.191596,0.8857676,1.2708812,1.3609269,0.9179438,1.0237573,0.90822446,0.8236903,0.7528885,1.1110437,1.053619,1.11032,0.9732795,1.1326938,1.2279831,1.2893445,1.0819398,1.0980325,0.9977553,1.0131425,1.1017371,0.79528594,0.7785126,0.0,0.80081725,1.0412852,0.98124963,0.91987133,1.0169998,1.1510626,0.5592087,1.263842,0.89053375,1.3058103,1.1004443,1.105448,0.8031426,0.827067,1.2537053,0.9833843,0.8649923,0.7961595,1.3131725,1.280345,1.1580817,0.8064458,1.1517638,0.90619844,0.96535283,1.027795,1.0467712,1.0440376,1.2142878,0.9641587
shirt,0.63901323,1.0957628,1.3263553,1.1742113,0.67855084,1.1923043,1.2002676,1.4002167,1.1471779,0.7336825,0.63756967,1.3577096,0.9006764,0.3307339,1.3015463,0.72181594,1.2070999,1.3526961,1.4725783,1.4907275,1.1084173,1.1375666,0.9800104,1.3064686,0.9691714,1.333679,1.2033821,0.90723825,0.9714511,1.0548432,1.4082052,0.76912594,0.8018705,0.8350027,1.3867221,1.1260846,0.5779009,0.8258216,1.4972403,0.8375591,1.4643271,0.9848695,0.99155605,0.8426186,1.1085497,0.43022466,0.9230235,1.3205777,1.2621617,0.61037934,1.0595372,0.6791962,1.4750493,1.4014055,0.9554341,1.3902934,1.3389938,0.68756855,0.9788406,0.75310194,0.8408257,1.3809178,0.5739309,0.8214602,0.6297221,1.1403522,0.59155,1.0021964,0.28951985,0.8864251,0.26233244,0.95724106,0.97259456,1.4937599,1.2624435,1.2127054,0.75702393,1.0051949,1.18489,1.2796619,1.3583915,0.87226146,0.93145084,1.3167057,0.7526239,0.9078659,0.48071432,0.35805207,0.7995007,1.4664149,1.4782777,1.1204369,0.97335386,1.2976933,1.3650625,1.3442957,1.3188585,1.3828999,0.74500674,1.0341845,0.98677975,0.7939774,0.91300297,0.80081725,0.0,1.1262038,0.5252204,1.1133971,0.6599986,1.3297056,0.74362254,1.3691111,0.8692018,1.3904526,1.1233302,1.4518244,1.2124163,1.030982,1.3156364,0.995764,0.18970048,0.7207973,1.4740143,1.220868,1.1550487,1.016975,1.2945766,1.504498,1.0896099,0.96258616,1.2525306,1.1551416,1.2657355,0.7745984
shoe,1.1467568,0.84312487,0.9579326,0.98905134,1.0242864,0.95022804,0.93645865,0.92964053,0.81324553,1.158752,1.0252758,0.82878053,1.1094937,0.9738234,0.91645706,0.9654121,0.90355706,0.75411594,0.81436807,0.8567659,0.977103,0.91269284,1.1394373,0.79585075,0.9659074,0.79279965,0.9762116,1.0431077,1.0729678,0.9909041,0.9626071,1.1839304,0.9141748,0.9711401,0.9310665,1.0257772,1.0355587,1.0643349,0.8451622,1.0607017,0.8221759,1.0656674,0.87294084,1.2299192,0.9677244,1.0189843,1.0271322,0.96034235,1.0711823,1.2085114,0.9451304,1.2454247,0.9062011,0.9142816,0.65276897,1.0425082,0.99675006,1.220982,1.0773579,0.90351486,1.1773548,0.7823652,1.1966683,1.1457425,0.9853372,0.8741001,1.1357621,1.0376228,1.0439656,0.96878564,1.0742315,1.0314848,1.093584,0.98445225,0.9208366,0.88137263,0.83906066,1.0089545,0.9776819,0.98206085,0.6119274,0.9430272,1.1183863,0.9391931,1.104735,1.1918974,0.9659928,1.0494475,1.0389597,0.9061002,0.92711186,0.769753,1.1139667,0.9906829,0.9072478,0.9510794,0.90009683,0.9143585,1.1502436,1.0872808,1.1370447,0.9861936,0.886884,1.0412852,1.1262038,0.0,0.9716151,1.08131,1.2686813,1.0013639,1.0863688,0.861189,1.1575493,0.9649061,0.6376857,0.9805924,1.0443174,1.2897995,0.9657425,0.9734069,1.2129658,1.105081,0.7162937,0.8618094,0.98933583,1.03379,0.5836822,0.785797,1.051919,1.0711402,0.81638575,1.0300444,0.8230887,1.1896986
shorts,0.9710636,0.77881205,1.1965436,1.2257676,0.9310919,1.1458825,1.1246388,1.1823441,1.0905464,0.92805505,0.9737694,0.9666943,0.9547496,0.69984126,1.1331261,1.0532216,0.9858786,1.2153883,1.189165,1.155162,1.0163925,1.0615952,0.95960814,1.0411832,1.0815352,0.8856678,1.1971446,0.7638818,1.0682911,1.0210748,1.2693844,0.9785495,0.86695135,0.7662013,1.2248079,1.0720403,0.8238881,1.0901866,1.203469,1.0245235,1.1136825,1.0815713,0.9136044,0.83441687,0.88998234,0.77956843,0.7350787,1.2398207,1.0425215,1.0035605,0.8733086,0.9600526,1.2609047,1.2208604,0.7577244,1.1684146,1.3740346,0.92347926,0.9670431,0.8471016,1.0709956,1.19486,0.8454592,0.93642986,0.849559,0.7860509,0.8761807,1.2071478,0.70469815,1.136016,0.3880453,0.6428623,1.0890753,1.2570076,0.9741259,1.0360959,0.74039567,1.0060489,0.9958506,1.1338706,1.104195,0.7573396,0.76754683,1.2028975,0.65446097,1.0810554,0.9427887,0.28500193,0.96216226,1.1533107,1.1716871,1.1280094,1.000027,1.0762471,1.2576003,1.2290738,1.226044,1.0995605,0.7215502,1.1313769,0.9558204,1.004759,0.71391183,0.98124963,0.5252204,0.9716151,0.0,0.8535144,0.7629273,0.9885949,1.0159932,1.0709364,1.0609193,1.2094544,0.97404647,1.1405224,1.2166996,0.999309,1.1620913,0.9511895,0.48412383,0.99569976,1.2558217,1.0332159,0.94828063,1.0558486,1.0629098,1.4515924,1.112414,0.94126064,1.2186812,0.9985943,0.95561576,1.0348893
shovel,1.0869083,0.8451804,0.9584619,1.0254937,1.1424643,1.1189673,1.0974891,0.88277936,1.0202072,1.3185054,1.2860487,0.92937917,0.9394474,1.1274793,0.9520546,1.248291,0.91493845,0.97909504,0.85763144,0.92148125,0.9930403,0.87055874,0.8844516,1.0642284,1.1305146,0.98210144,0.9594581,1.0769116,1.036822,0.9287259,0.9586386,1.1328806,0.9678366,0.88821757,1.023678,1.0944713,1.1201557,1.0662479,0.90224826,1.0839732,0.86411005,1.0071251,0.7244127,0.93586165,0.9411751,1.0780097,0.885816,0.9899117,1.0552558,1.1544751,0.8728478,1.1230284,0.9428711,0.71139634,0.96653974,0.795677,1.0600303,0.9788357,0.9180716,1.0494039,1.1170228,1.0942314,1.0729616,0.93551785,1.0454186,0.8188709,1.151513,1.0801433,1.1375313,1.2156224,1.013852,0.8013334,1.0824407,0.9761524,0.9738148,0.8929408,0.9623953,1.0158408,0.8996995,0.97614646,0.95973295,0.89517456,0.87570727,0.9605021,1.0195817,1.1752193,1.1247883,0.9056822,1.0762341,0.9455592,0.9119654,1.1291927,0.8732034,0.7447343,0.9036381,0.8596138,0.77508974,0.8797773,1.0519805,1.0533351,0.6706027,1.1534516,0.9076949,0.91987133,1.1133971,1.08131,0.8535144,0.0,0.87314487,0.9601153,1.1786356,0.9203462,1.1574265,0.9716207,1.142846,0.69704145,0.9097286,1.0131607,0.95720935,1.0404762,0.92820525,1.0625765,0.9393846,0.93044055,0.91210896,1.114031,1.0016423,0.959656,0.8004155,0.98697567,0.9478721,0.7899962,0.9547185,1.1289424
shower,0.6509594,1.1793013,1.3256116,1.125513,0.8036695,1.0771891,1.1334505,1.3446155,1.0550218,0.7883843,0.7903542,1.3428781,0.616699,0.7857165,1.2850633,0.90212166,1.1670257,1.3570918,1.3230246,1.3648973,0.8944009,1.1994016,0.81486803,1.2213247,0.99321353,1.2585846,1.06815,1.005454,0.8701073,0.86902523,1.268023,0.6690095,0.7364281,0.6802304,1.3037937,1.1429764,0.5851091,0.85406566,1.4269933,0.72488344,1.363215,0.8753676,1.0925424,0.38577557,0.9153579,0.8476217,0.9549644,1.3146278,1.1830285,0.7263346,1.2045684,0.52711535,1.4002639,1.2902541,1.004535,1.3496504,1.2954894,0.7820655,1.135773,0.9170673,0.98348737,1.359715,0.76659024,0.9063034,0.8623184,1.2670823,0.9341338,1.0781835,0.69350326,0.9540013,0.5806279,0.9602203,0.84899193,1.3347986,1.2407873,1.0466062,0.9286978,0.96166575,1.0501039,1.2428787,1.3397455,1.1890945,0.99393934,1.3199407,0.5246042,0.884113,0.7376063,0.562327,0.7582935,1.436956,1.4116471,1.2171847,0.8477247,1.1598605,1.2604849,1.3354368,1.3135031,1.2883029,0.5152963,0.9163161,0.8967565,1.0253545,1.1259058,1.0169998,0.6599986,1.2686813,0.7629273,0.87314487,0.0,1.1206315,0.8706017,1.3520594,0.8875201,1.2537276,1.2564644,1.3467841,1.144063,0.92547625,1.275706,1.0721387,0.5240582,0.62684417,1.3853849,1.3349091,1.1783572,1.1246477,1.2894464,1.4363096,0.8704461,0.98776037,1.1824907,0.8689137,1.3186631,0.559295
sink,1.4129276,0.9929235,0.7701997,1.0661296,1.2924519,1.0124118,1.0337054,0.7374301,0.9487168,0.78167063,1.2241504,0.49210584,0.9174163,1.4891388,0.73743284,1.2409774,0.58891994,0.65693223,0.5209818,0.28154635,0.81034255,1.1952965,0.959246,0.62795925,1.1235297,0.40919793,0.8543278,1.0515239,1.2077767,0.9551263,0.65040433,1.139796,1.1827619,1.1947743,0.80039716,0.9488018,1.2454435,1.3414993,0.5501158,1.1278942,0.46460176,1.2088581,1.2964417,0.9469312,0.616506,1.2035894,1.1681193,0.8067757,0.8620597,1.3603139,1.0478954,1.1602477,0.6462143,0.853319,1.2837594,0.624775,0.986755,1.3150562,1.1429523,1.358915,1.257501,0.88216794,1.3839273,1.246606,1.4286892,0.87698364,1.211565,1.0570312,1.3771912,1.131123,1.3110414,0.6909275,1.0932573,0.441732,0.82387877,0.9412221,1.4252342,0.90838164,1.0485255,0.7023771,0.72964907,1.1180183,1.2447937,0.7896991,0.830477,1.1909069,1.4283483,1.2672162,1.0918741,0.41817522,0.4733119,0.91011715,0.9408597,0.70310116,0.6498511,0.8703506,0.80603755,0.5674064,0.8693248,1.151812,1.1370343,1.3318943,1.0537367,1.1510626,1.3297056,1.0013639,0.9885949,0.9601153,1.1206315,0.0,1.0846033,0.6260847,1.0002021,0.5966969,1.109819,0.5532336,0.99368685,1.0938312,0.6229555,0.9828086,1.3507662,1.1523811,0.73427653,0.9236533,0.8847443,0.9044347,0.76279116,0.86720216,0.9292725,0.99552023,0.9102996,0.87621474,0.87087,1.083129
slide,0.666593,1.3177457,1.3245115,0.89595664,0.7055733,1.1979887,1.0767814,1.2214651,0.96384203,0.41153365,0.7122029,1.4001664,0.7574196,0.6475902,1.2661806,0.7656535,1.1690817,1.0794876,1.4014503,1.4240649,0.95070267,1.1188351,0.7084613,1.096782,0.9829239,1.2374868,0.9024592,1.0906954,1.1444645,0.71075326,1.4424999,0.53181136,0.71268225,0.9067923,1.2587664,0.86647713,0.71672404,0.71026444,1.3407105,0.49163008,1.4942896,1.1455417,1.0802304,0.93128,0.99852306,0.87643594,1.2909927,1.2921534,1.39567,0.84103537,1.3364003,0.763127,1.4220841,1.3365268,1.1205732,1.3331872,1.135411,0.9127363,1.2462778,0.83158547,0.95610374,1.2087185,0.92868656,0.94319385,0.7088527,1.5036675,0.9316617,0.6753334,0.66708326,0.78052926,0.7090236,1.0922046,0.40298474,1.33832,1.1833267,1.0743794,1.0526087,0.8979991,1.2951577,1.3652546,1.2481977,1.2518971,1.2517055,1.3101623,0.6543021,0.9693131,0.6906704,0.8583745,0.6443763,1.3056465,1.2457088,1.0826867,0.9927415,1.4663103,1.212088,1.2889215,1.3320539,1.2867929,0.75621194,1.0157568,1.2322721,0.6597664,1.0113807,0.5592087,0.74362254,1.0863688,1.0159932,1.1786356,0.8706017,1.0846033,0.0,1.4349844,0.89237857,1.302053,1.075218,1.3435745,1.048938,0.92104626,1.2983453,0.87440854,0.76074415,0.49407387,1.3746947,1.3807086,1.2835878,0.97169244,1.2126977,1.0188148,0.9602973,1.060247,1.0306667,0.9846095,1.4357241,0.7879319
slipper,1.5480137,0.46012485,0.25278127,1.166287,1.3732743,0.8839427,1.026101,0.49049628,1.2068343,1.4306221,1.4128673,0.2996605,1.4310919,1.4469893,0.60537195,1.3268979,0.78106284,0.7618509,0.2779659,0.26899946,1.2335424,1.020412,1.3516752,1.0236639,1.1911985,0.58496195,0.9706092,1.1137406,1.1916281,1.3324251,0.4314962,1.3579458,1.391922,1.3016734,0.7023959,1.2281094,1.4359212,1.4210197,0.15066254,1.4904757,0.21075189,1.1663573,1.1138036,1.3110418,1.1120299,1.2310439,0.7979136,0.3623594,0.3909285,1.2224681,0.54058284,1.3171434,0.4101299,0.7525947,0.96849066,0.4851163,0.96113276,1.4269767,0.63378626,1.2188736,1.1159028,0.772331,1.1505803,1.0736426,1.3566136,0.3313284,1.0795647,1.2781796,1.3957715,1.2684755,1.3689339,0.88494515,1.4076083,0.5185615,0.7761441,1.1719689,1.2853975,0.9414769,1.0578799,0.10305023,0.78310204,0.6966125,0.928028,0.31091726,1.3388922,1.0672542,1.4454265,1.269417,1.4977689,0.25100183,0.3555435,1.0466866,1.2918488,0.7122113,0.84839433,0.46386278,0.658508,0.62713397,1.4123696,1.2068834,0.9461991,1.3463594,0.9349385,1.263842,1.3691111,0.861189,1.0709364,0.9203462,1.3520594,0.6260847,1.4349844,0.0,1.0724918,0.39423335,1.0590762,0.62249213,1.1089741,1.1842395,0.24142885,1.1935992,1.4190608,1.6166513,0.4704793,0.24163175,0.4029212,0.928904,0.8642389,0.7808236,1.3764557,1.113908,0.8767591,1.2592524,0.29019272,1.3299403
snow,0.9395232,1.148119,1.067243,1.1247783,0.9609009,1.0103799,1.0354432,1.0200763,0.9932313,0.8425475,0.9323346,1.0400238,0.989278,0.9148935,1.1181185,0.9888342,0.9485998,0.9562941,1.0367932,1.0416203,0.9973763,1.2582489,1.026364,1.0836558,0.95025975,1.0742683,0.85191715,1.0287098,1.0766882,1.0689534,1.0608658,0.95445,0.92752254,1.0191994,1.0114732,1.0452913,0.9606471,0.93287694,1.052771,0.87105817,1.0977856,1.0777745,1.1101896,1.0890216,1.1154783,1.105132,1.1396565,1.0519775,1.0579941,0.88988084,1.2131398,0.6439841,1.0440351,1.0675194,1.1685586,1.10562,0.96357423,0.9608067,1.0670522,1.1358308,0.8829351,0.9887441,0.96918124,0.9098827,1.0753891,1.1730707,0.9827921,0.8661104,1.0321124,0.94230145,0.8852569,1.0254452,0.9504929,1.1239882,1.0113281,1.0923556,1.0352445,0.98330456,0.94394046,1.050687,1.2022942,1.2133205,1.1281501,1.0513729,1.0507334,0.86756504,0.8896569,0.99834067,0.90230703,1.0776306,1.0943207,1.1320807,0.97621816,1.1571242,1.0528611,1.1016567,1.0701973,1.0165687,1.0301744,1.0946784,0.9500056,1.0174232,1.1152945,0.89053375,0.8692018,1.1575493,1.0609193,1.1574265,0.8875201,1.0002021,0.89237857,1.0724918,0.0,1.002296,1.1323141,1.1250399,1.0510547,0.9541278,1.0514965,0.96272665,0.9115978,0.9255554,1.0932612,1.1649873,1.1371768,0.7280878,1.1891638,0.959747,1.0793968,1.0509831,0.9663216,1.1245683,1.1250371,1.004618
soap,1.3678901,0.816749,0.3730744,1.064454,1.2849073,0.72700673,0.8959678,0.41515374,1.1870846,1.2588427,1.3989234,0.50189567,1.3623238,1.4577414,0.736838,1.2927374,0.84061074,0.80978745,0.37757742,0.33471036,1.0976815,0.86980784,1.2292062,0.88841355,1.1416416,0.70902777,0.89251375,1.0291723,1.1274829,1.2627223,0.44226074,1.2698447,1.3775889,1.2452698,0.5862041,1.1314082,1.4434786,1.2798086,0.38309002,1.4188843,0.35252422,1.120749,1.148387,1.1939987,1.0985056,1.2030904,1.0833868,0.38447374,0.674389,1.2323875,0.8905005,1.202441,0.39006394,0.6860415,1.1733065,0.5919408,0.82152486,1.3702364,1.0256664,1.1600802,1.129196,0.71462405,1.3351791,1.0368947,1.3399203,0.7470436,1.2024972,1.2342954,1.3538375,1.095542,1.4255195,1.0031761,1.2508488,0.53630006,0.65134275,1.0611043,1.3312007,1.0211773,0.8870592,0.4070984,0.76877356,1.068465,1.0923691,0.3753637,1.281089,1.092579,1.3826872,1.3778919,1.3707697,0.44785452,0.47106165,1.0115749,1.1229079,0.79558885,0.69579613,0.4715376,0.7429286,0.6804856,1.3193202,1.112772,0.9654968,1.1935817,1.1387689,1.3058103,1.3904526,0.9649061,1.2094544,0.9716207,1.2537276,0.5966969,1.302053,0.39423335,1.002296,0.0,1.0601078,0.6465027,1.0155007,1.0876902,0.4506104,1.1917212,1.406606,1.4703279,0.5181093,0.5917096,0.63768554,0.98671436,0.89342016,0.7611171,1.2198259,1.1092376,0.7941506,1.2618756,0.6567566,1.2130967
sock,1.1058742,0.9157013,1.154384,0.8744184,0.9745872,0.9516065,0.93151087,1.0569913,0.7568664,1.0584242,1.0098641,1.0890994,0.9922721,1.0295154,1.1280434,1.0020708,1.0293809,0.9456276,0.91080743,1.0509431,0.8950157,0.8401935,0.9020689,0.62723714,0.9712669,0.7725608,1.1249384,0.8506751,1.0498539,0.95241654,1.0716826,1.0842868,0.98646057,0.8414482,0.90146875,0.9145546,1.0526435,0.9340863,0.99524623,1.069898,0.9379212,1.0709299,0.7592679,1.0211463,1.0895404,1.0519803,1.072878,1.142515,1.103783,1.2311295,0.90843844,1.2056751,0.9795651,1.0432037,0.59958744,0.9942656,0.98421466,1.0736055,1.1471267,0.77054614,1.1510085,0.8032797,1.2152508,1.1224792,0.86675054,1.0541875,1.1701986,0.8845365,1.091124,0.936852,1.0505549,1.045182,0.97085947,0.9889859,1.0065838,0.6290482,0.6207019,1.1688004,1.0610803,1.1289939,0.5937946,1.0642078,0.9497731,1.147242,1.1791531,1.1041307,0.93119264,1.0254525,1.0442221,1.0018842,0.9823335,0.72512937,1.1341567,1.0487986,1.1145363,1.1246811,1.0736722,1.0139474,1.050362,0.98561054,1.1769975,0.88543844,0.91792095,1.1004443,1.1233302,0.6376857,0.97404647,1.142846,1.2564644,1.109819,1.075218,1.0590762,1.1323141,1.0601078,0.0,1.0299696,0.9072721,1.0152894,1.1287833,0.87803936,1.1572195,1.0917487,0.965731,0.846262,1.0473602,0.9840262,0.5349292,0.8446653,1.0537742,1.0127032,1.0282332,0.9252753,0.9609904,1.1265708
spoon,1.4874282,0.82227397,0.75758344,1.0319314,1.4083066,1.0509986,1.0122315,0.63508403,0.9838345,1.2549591,1.4581078,0.44602656,1.181426,1.5393612,0.59891576,1.3604356,0.61724913,0.6719006,0.50584954,0.4358709,0.97394985,1.0672013,0.9635942,0.7281732,1.0833099,0.59613353,0.8248776,1.0903006,1.1284568,0.95204014,0.54513615,1.3161097,1.2439232,1.2990943,0.81396174,0.9956564,1.5117115,1.430937,0.44965166,1.2775283,0.4570552,1.1118783,1.000869,1.1584536,0.85056716,1.2343504,1.0517244,0.76733184,0.78938043,1.4158276,0.9043831,1.4018217,0.5720321,0.48689306,1.1761929,0.17988205,0.7610208,1.2602915,0.88428456,1.383839,1.1517978,0.89986044,1.3620389,1.1459525,1.508796,0.71438146,1.1266578,1.1163409,1.4117668,1.1874496,1.4857695,0.63613355,1.1691896,0.3744787,0.84414613,0.97130954,1.3521363,0.8898601,0.96557117,0.7634134,0.602984,0.8418486,1.1473733,0.7577209,1.1776447,1.2336626,1.4607687,1.3417265,1.3603014,0.34513313,0.28080177,1.0038924,0.8273806,0.4591182,0.5662299,0.6795814,0.5495621,0.58171695,1.1247766,1.1802276,0.97899914,1.344514,0.8910345,1.105448,1.4518244,0.9805924,1.1405224,0.69704145,1.3467841,0.5532336,1.3435745,0.62249213,1.1250399,0.6465027,1.0299696,0.0,0.78615737,0.8756939,0.66223943,0.9476807,1.478743,1.383055,0.51818526,0.7804163,0.83782595,0.86389077,0.65421885,0.7585535,0.9268991,1.0033782,0.7899542,0.85477364,0.71254545,1.2421677
