,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
sweater,0.8652555,0.96726084,1.2967869,1.2241005,0.4954654,1.3516921,1.3923396,1.1347134,1.322294,0.64814913,0.79415727,0.52182245,1.2772174,0.7073355,0.37820143,1.3378217,0.61020446,0.91519684,1.2269773,1.3697712,1.4627991,0.9541193,1.1389189,1.3466538,1.3235855,1.3091412,1.2577682,1.1252506,1.2434853,0.90169346,0.98646224,1.379061,0.6179553,0.8783721,1.3403839,0.8818703,1.1686457,1.0104948,0.60560644,0.93896496,1.3944197,0.8391906,1.4178617,1.3006868,1.0195831,0.9188452,1.1132516,0.83167666,1.0696152,0.36858505,0.99538267,1.2774024,0.67582023,1.2916504,0.6060883,0.99842185,1.3545734,1.329488,1.0312431,1.3871305,1.3048503,1.016873,0.7300558,1.0040355,1.0956198,0.8767377,1.2843912,0.5876893,0.7353579,1.1955025,0.90199405,1.0403389,0.92548734,0.26530224,1.0414667,0.23889029,1.0802019,0.73183966,1.453208,0.6778815,1.0621072,1.0323511,0.9839443,0.6574752,0.95273995,0.9861199,0.8827308,1.1251283,1.3347523,1.0342273,1.0307249,1.2840867,0.8524941,0.8853366,0.28585255,0.24002701,0.8905821,1.3948159,1.3062854,1.3805048,1.1986718,0.8387074,1.2901282,0.89767104,1.0766385,1.4421498,1.1121722,0.9626865,1.148112,1.4121128,1.0026909,0.73370445,1.2628596,1.2283268,0.9231502,1.3306674,0.7196639,1.0913323,0.18350732,1.0419909,0.43996215,1.2929995,0.7690637,1.119068,0.54784083,1.2495801,0.67916256,1.4168745,0.9576876,1.0987549,1.3702731,1.242609,0.93802947,1.3555887,1.0779182,0.0,1.1544343,0.69654787,1.5165974,1.083189,1.1329575,0.86196613,1.3282158,1.4470724,1.1410052,0.91989267,1.1932397,1.1482466,1.2154412,1.2092652,0.8030729,0.7475057
swing,0.86440337,1.2839732,1.1310296,1.0605334,1.1449572,1.0727087,1.0809684,1.0691724,0.97646457,1.0260197,1.0221517,0.9476438,1.1185455,0.9186949,1.0150242,0.90865356,0.9703422,0.70458853,0.9862157,1.0523652,1.0931759,0.95603406,1.1767495,0.6666155,0.9611677,0.89209044,1.1142557,0.96814036,1.1698949,1.0527676,0.86579126,1.0962564,0.95462996,0.8144283,1.0548999,1.1507305,0.9751438,0.9978324,0.92838055,1.0117067,1.0854594,0.8240671,1.0879059,1.0958512,1.0005631,1.0291419,0.85535836,0.9985235,1.0886815,1.0917292,1.1809603,1.2046348,1.1117936,1.0924255,0.9979318,1.2710161,1.1013701,0.9743298,1.2761487,1.0963874,0.9658419,0.5591467,1.01709,1.1317536,1.1688509,0.60740197,1.1221528,1.1056869,1.1641564,1.1599267,0.92297864,0.82459354,0.7529495,1.0079386,0.9542518,1.1178815,1.1616482,0.75582266,1.0451536,1.0735902,1.211739,1.0170577,0.9585041,1.1273082,0.74538,1.1656609,1.1357715,1.184547,1.161339,1.1853546,1.2266079,1.2022812,1.0071521,1.0323136,1.0466101,1.1642525,1.0079168,0.97025657,1.1308172,1.06192,0.9792599,1.2582594,1.0810379,0.9710836,0.8658998,1.153437,1.1186308,1.147053,0.85148776,1.0729945,1.1726135,0.9946377,0.82965636,0.9254475,0.97621274,1.0630141,1.067474,0.90663433,1.0607915,1.2310457,1.1615,0.98623186,0.92267954,1.1732117,0.77833307,1.130512,0.99409324,1.1714233,1.1648364,1.1556963,1.1238678,0.6563812,0.9566005,1.0712078,0.6410523,1.1544343,0.0,0.86071527,0.99689656,1.2525556,1.2333907,0.99884087,1.1174989,0.84575725,0.9984566,0.55495083,0.66315967,1.1431079,0.9108379,1.1450708,0.79039836,1.0769863
table,0.6115441,1.3449976,1.5114198,1.1574652,0.6556261,1.4460241,1.4533329,1.2995862,1.0831019,0.41257107,0.846933,0.29162443,1.5807956,0.31388688,0.62393296,1.1889305,0.5514701,0.6045661,0.86810744,1.5529583,1.4136992,0.46686703,1.0414411,1.2746964,1.2499932,1.2947416,1.3911068,1.2008723,1.3255998,0.795913,0.53094494,1.4444401,0.39875042,0.86987877,1.0373075,0.91194826,1.0033976,0.98161924,0.35661376,0.7103247,1.6140023,0.34076262,1.5001764,1.4348102,0.8369051,0.76718754,0.89939886,0.675554,0.71464354,0.6876528,1.3444833,1.4187562,0.883783,1.4304323,0.84055966,1.4485772,1.5392795,1.0863373,1.296041,1.4581609,1.2192763,0.92079127,0.59575385,1.3387554,1.3880708,0.67338324,1.1945465,0.9096366,0.9258314,1.5501308,0.73286873,1.1688652,0.70656157,0.6918002,0.6963519,0.61725354,1.2315423,0.49795252,1.4453537,0.7108332,1.2874315,0.83203554,0.7913748,0.8816637,0.86858726,1.3087697,0.8842652,1.4885737,1.51296,1.538335,1.4573963,1.4890285,0.56672263,0.8380748,0.5527679,0.7191574,0.54921067,1.1415331,1.5238025,1.5265459,1.0580398,1.1720872,1.2936739,0.705639,0.93345296,1.1142287,1.1299262,0.9158243,1.0739381,1.4066954,1.1994792,0.59307086,1.1002988,1.1129677,0.7134981,1.0802861,1.0688515,0.8216745,0.5832441,1.0740328,1.0408528,1.4608953,0.53843695,0.9669484,0.3652259,1.5857836,0.60268253,1.3802277,0.82283634,0.9141429,1.5503285,1.2404754,0.82633495,1.5001326,0.74860716,0.69654787,0.86071527,0.0,1.3201352,1.5297457,1.4656115,0.8000753,1.4737253,1.1135823,0.44373637,0.8580208,0.9820268,1.3319283,0.95250666,1.5528655,0.66678905,1.015978
tape,1.3544316,1.0501373,0.4890424,0.655479,1.4816772,0.3829382,0.39610213,0.772781,0.6469166,1.2597331,1.3588858,1.436907,0.6116526,1.3238304,1.4242613,0.76217556,1.3097377,1.0724151,0.7753725,0.54432845,0.26810753,1.02391,0.9691557,0.79504055,0.3805207,0.7633628,0.6937432,0.71888757,0.95527726,1.2307004,1.0138785,0.4194095,1.4295926,1.2568817,0.5618434,1.2310506,0.85506153,0.9757027,1.375164,1.3141265,0.5544913,1.2938328,0.41325247,0.76510745,0.97673726,1.2080897,0.8939696,1.2898841,0.9572779,1.4823003,1.0763991,0.4872182,1.3028845,0.5542903,1.3025509,1.0374812,0.6052101,0.8574587,0.9974333,0.6751161,0.709578,1.1348087,1.3337556,1.0296055,0.8650764,1.2604767,0.6127547,1.3790239,1.3227746,0.6246715,1.1098667,1.1230279,1.2103063,1.5136998,1.0773765,1.4992402,1.0236256,1.2978463,0.48302,1.4731541,0.9833177,0.8580519,0.9631103,1.2466977,1.0607026,1.051485,1.2896433,0.80804753,0.6753994,0.95439,1.0294003,0.55399764,1.1842113,1.2318939,1.5237277,1.5220549,1.2144685,0.6248998,0.7329897,0.65911496,0.9387326,1.0311952,0.6438058,1.187413,1.1931467,0.41733813,1.0248662,1.018025,0.81118727,0.4509148,1.0165913,1.2979012,0.78559107,0.9147527,1.1839346,0.68367153,1.2013121,0.9564411,1.5082161,0.9552131,1.2917093,0.66173345,1.2145737,0.69947356,1.3306184,0.6790042,1.3054022,0.5254705,1.1449018,0.8914113,0.6150843,0.89168286,1.1517825,0.5638299,1.131784,1.5165974,0.99689656,1.3201352,0.0,0.9481232,0.8667498,1.1836083,0.646304,0.3322649,0.83592904,1.2031145,0.9712889,0.9848332,0.92358685,0.70348334,1.3641349,1.2370964
toe,1.4864093,0.23664033,0.5233623,0.78905886,0.9783601,0.7379633,0.80763245,0.8280008,1.088599,1.4456058,1.238293,1.4692594,0.54002196,1.4516547,1.1787995,1.1012865,1.4272641,1.4256613,1.1416696,0.58695936,0.71970713,1.4393655,0.9686274,0.9173124,1.0641282,1.0536176,0.72776693,1.0244563,0.7099486,1.2304564,1.2732712,0.80398285,1.3693326,1.1815488,1.0405761,1.159607,1.2069128,1.2408969,1.3766878,1.3048464,0.544579,1.5524008,0.62960386,0.58632797,1.194695,1.2305682,1.1274729,1.226553,1.1931696,1.1174034,0.28997052,0.62794864,1.1862767,0.72606456,0.9797562,0.13493848,0.7829539,1.055027,0.38432324,0.721714,1.1288681,1.2220213,1.2575717,0.52148455,0.6888926,1.309941,0.84419346,0.8685304,0.57890046,0.544591,1.3335716,0.9405207,1.3516443,1.284204,1.326549,1.1149786,0.8051472,1.3633795,0.83160007,0.9253043,0.75038934,1.1191095,1.2592623,1.0092323,1.2038956,0.41417283,1.056879,0.3290912,0.68943834,0.27578855,0.35128736,0.5005539,1.3558234,1.2687995,1.1715875,1.0459952,1.3139379,1.059072,0.652979,0.63126254,1.1437309,0.64170194,0.99978197,1.3243651,1.1482878,0.91584426,0.88315046,0.996432,1.1852269,0.85756296,0.7245867,1.3796943,1.0308598,1.074806,1.2025728,1.010051,1.0070897,1.2842629,1.1938574,0.9206179,0.82856417,0.6618681,1.3801343,1.1475514,1.4353945,0.33773667,1.4050199,0.7221696,1.0573103,1.1048625,0.5196223,0.9607572,1.178099,0.59274536,1.3266982,1.083189,1.2525556,1.5297457,0.9481232,0.0,0.33640516,1.2229043,0.7580669,1.0634158,1.360677,1.2761285,1.1435816,0.679943,1.1711134,0.36491108,1.3456191,1.1203786
tooth,1.4303007,0.5441148,0.5906848,0.76538825,1.1337883,0.7675881,0.7548541,0.7079505,1.1029701,1.3511484,1.1899849,1.430692,0.60150665,1.4281182,1.1949819,1.1640961,1.3607326,1.367039,1.0881612,0.69018924,0.77514505,1.3392689,0.8901808,0.96821636,1.1061049,1.0212698,0.7867115,1.0744739,0.7458267,1.2789211,1.3241235,0.7775214,1.3299024,1.2013797,1.0291157,0.9734031,1.1069473,1.0680871,1.3815968,1.1735125,0.4883089,1.493226,0.7196454,0.5657529,1.1070703,1.2689216,1.2833999,1.2466254,1.0749958,1.1885848,0.40034884,0.7145288,1.0885451,0.6734864,1.0331976,0.32853568,0.68666184,1.0893854,0.71767485,0.66597325,1.0419499,1.1663868,1.1431819,0.5908586,0.80850446,1.2941134,0.6207901,0.98760194,0.7958594,0.7194024,1.3005297,0.9712049,1.1769915,1.3141258,1.2753766,1.1637263,0.68280005,1.2894616,0.89009225,1.090099,0.7257229,1.0317452,1.2017654,1.0935282,1.2096072,0.2539624,1.0450208,0.43160796,0.74033535,0.29922843,0.48192704,0.55525464,1.329884,1.1880053,1.238565,1.113479,1.2208387,1.0675468,0.58338106,0.6185065,1.166343,0.5340868,1.0475657,1.2009166,1.1830256,0.86309755,0.86983955,1.0046026,1.2029343,0.9642187,0.6960368,1.3681712,1.1032879,1.1921623,1.1459672,1.025343,0.91513103,1.111651,1.2140837,0.9569599,0.9622159,0.80356824,1.3524535,1.0636544,1.3597699,0.4663707,1.2849431,0.7711239,1.1355772,1.0327581,0.5338133,1.0090493,1.1442294,0.6064201,1.3742443,1.1329575,1.2333907,1.4656115,0.8667498,0.33640516,0.0,0.96430856,0.8231582,1.0549839,1.282973,1.2426779,1.1907524,0.740664,1.2434574,0.4675452,1.3009104,1.0966759
toothbrush,0.965746,1.1418674,1.2514907,0.9503209,0.7601949,1.276056,1.1700279,0.79992604,1.2649043,0.7261742,0.9620768,0.9139737,1.2587345,0.907076,0.85233784,1.3374062,0.8738636,0.9405374,0.8606324,1.2611194,1.322063,0.784165,0.99657077,1.046397,1.2148441,1.2307624,1.1784114,1.283082,0.8118063,1.1543325,1.150578,1.2364897,0.89205027,1.0536753,1.1863631,0.562212,0.89133537,0.7541101,1.0105016,0.7455159,0.9679241,0.8735702,1.2750914,1.0955048,0.8234564,1.1523814,1.1272898,0.9832489,0.8386117,0.9028821,1.0459527,1.3386457,0.9519611,1.3429627,0.9721256,1.0139694,1.1838274,1.126719,1.1738349,0.7887838,1.0993365,0.91213685,0.6317796,1.0676482,1.0524372,1.0891895,0.6968944,0.98783517,0.7145541,1.4144163,0.783602,1.2116534,0.64903545,0.9477093,0.812156,0.7905339,0.49882543,0.763232,1.2617975,0.8468791,0.99363583,0.82053757,0.7822743,0.877146,1.081338,0.99347514,0.8419526,1.2060413,1.1469452,1.0481421,1.1554205,1.2620271,0.82443297,0.95437986,0.8284477,0.8644736,0.67228,1.054265,0.7855736,0.84740955,1.1722599,0.72432125,1.285203,0.71382767,1.1251577,1.0668266,1.1499894,1.0475855,1.1024064,1.317405,1.1332738,0.80568314,1.3014851,1.3534147,0.93551606,1.168334,0.5899131,0.49513996,0.87221634,1.0581791,1.0306741,1.1880602,0.9325732,0.9248354,0.79672986,1.25874,0.788128,1.2674518,0.93924266,1.0388191,1.0494269,1.0314205,0.738354,1.2048998,1.180694,0.86196613,0.99884087,0.8000753,1.1836083,1.2229043,0.96430856,0.0,1.1860837,1.0796193,0.82384664,1.0938233,1.1376698,1.1333921,1.031293,1.2266581,1.0344003,0.94667494
towel,1.3433139,0.76408976,0.781057,0.9166802,1.3976498,0.7638866,0.73712665,0.8590699,0.572031,1.3370738,1.3808552,1.3247063,0.49589187,1.1518034,1.3416888,0.86562264,1.0970198,1.2206855,0.7990405,0.46228743,0.54373056,1.1581717,1.0661434,0.56133986,0.5766032,0.8046701,0.37083292,0.7588468,0.68173015,1.2358316,0.8777838,0.65688026,1.3035953,1.1304095,0.89657086,0.9757043,1.1018989,0.97954285,1.2306383,1.2545333,0.47373635,1.2904133,0.48540443,0.5804688,1.0910089,1.2354707,0.99980813,1.0941234,1.0037693,1.2360467,0.9692225,0.75392115,1.3360494,0.8536255,1.4304824,0.8553308,0.57281995,0.70474035,0.630973,0.5045505,0.882981,1.1967735,1.4851893,1.054639,0.4947145,1.3621199,0.7610864,1.4060088,1.2499275,0.60353017,1.267221,1.0287572,1.3227618,1.1847109,1.1545185,1.2653564,0.75063115,1.2186356,0.55393404,1.3387585,0.7912121,1.1674569,1.1590457,1.0413834,1.2311012,1.0438987,1.4192446,0.81309277,0.059375226,0.7388171,0.9225532,0.77336293,1.1002178,1.3091663,1.335101,1.1680043,1.1355909,0.7522012,0.5296457,0.53260815,0.95620584,0.9529743,0.28858018,1.2946079,1.0037552,0.57217103,0.8665461,1.077525,0.6864898,0.48643392,1.1271645,1.1883519,0.8852401,0.88935214,1.3308774,1.0254939,0.93730724,1.1628039,1.3833337,0.7546443,0.8712702,0.53420764,1.2488312,0.7846507,1.4617214,0.63061917,1.2890406,0.51877654,0.8172942,1.2238824,0.5105375,0.9026966,1.1460092,0.6794824,1.2338089,1.3282158,1.1174989,1.4737253,0.646304,0.7580669,0.8231582,1.1860837,0.0,0.734367,1.0561459,1.2938106,1.0999265,0.66501933,0.7844896,0.7272161,1.3036098,0.99419385
toy,1.065829,1.1921492,0.6624212,0.938164,1.400057,0.5572055,0.5438986,0.8692893,0.6172146,1.2820145,1.3231207,1.2411934,0.7870893,1.1417398,1.2724257,0.7035177,1.1274756,1.0321398,0.5237859,0.65900797,0.58988386,0.71429574,1.1220464,0.80878305,0.4703523,0.7365608,0.8276605,0.7302228,1.0031743,1.1266463,0.9080278,0.6943555,1.2766352,1.227635,0.8143774,1.29177,0.84845644,1.0260872,1.1480525,1.2590129,0.7053321,1.0463445,0.6362219,0.8262979,0.8709088,1.0766357,0.4575566,1.2122712,1.0072802,1.375988,1.1673667,0.75344646,1.3594856,0.8103432,1.2193608,1.1655864,0.8383475,0.75715935,1.1071591,0.88960546,0.5203825,1.006357,1.3201451,1.1620592,0.8426153,1.1626408,0.5926616,1.3195463,1.2732368,0.722442,1.0770271,0.9973093,0.99748516,1.3811264,1.0853723,1.4167364,1.1753185,1.1206498,0.7114015,1.3918898,1.1028701,0.9987953,0.88746756,1.1791844,0.8618671,1.146083,1.3307976,0.97360283,0.82307965,1.1484305,1.1648653,0.80624104,1.1447426,1.162292,1.3727951,1.4786725,1.0259507,0.6373995,0.8802026,0.810392,0.7474303,1.1944566,0.6631001,1.0445879,1.078157,0.73104846,0.9817123,1.181025,0.66979134,0.506788,1.1871097,1.244094,0.91712046,0.776047,1.1558441,0.8821361,1.234446,0.8413912,1.3836142,1.0339648,1.3239603,0.7801909,1.0651623,0.9692412,1.1681163,0.8516349,1.2936146,0.7105149,1.1802565,1.1099944,0.84505856,0.7671099,1.1156629,0.6808628,0.83755463,1.4470724,0.84575725,1.1135823,0.3322649,1.0634158,1.0549839,1.0796193,0.734367,0.0,0.8106047,1.0922679,0.79289776,1.0424361,0.8106042,0.8683044,1.2524583,1.2256737
tray,0.9238153,1.1889757,1.2622004,0.7186368,1.0325439,1.2286012,1.1573443,1.0345258,0.7165545,0.7998018,1.2072561,0.87384963,1.3381298,0.6300546,0.9988613,1.0853993,0.95458627,0.70754665,0.69548786,1.2099961,0.8827902,0.4802143,0.8413114,1.0777386,0.8145714,1.1177621,1.0360897,1.0878631,1.0640363,0.95026493,0.6478772,1.1409829,0.80390227,1.1008699,0.85477537,0.9002587,0.9158634,0.9172351,0.80839586,0.8168107,1.3035557,0.65963006,1.0904177,1.2598579,0.6670721,0.9162247,0.874043,0.84169424,0.64709425,0.96689385,1.2923921,1.1894898,1.2619593,1.234443,1.0881381,1.3154304,1.2632576,0.72683215,1.08174,1.0290266,0.98688203,1.1892482,0.73538077,1.255497,1.0380648,1.0187294,0.79387164,1.159637,0.97341156,1.2798443,1.0050352,1.2358756,0.8111164,1.0924492,0.45047605,1.0033188,1.0339705,0.76125264,1.1627944,0.9748137,1.0869747,0.6152412,0.8068171,0.92033,1.0455807,1.2947869,0.922012,1.4422052,1.0653306,1.3200538,1.3752711,1.1835287,0.5931295,1.1149509,1.0109363,1.0249653,0.68980896,0.82964605,1.2157402,1.2196252,1.0085449,1.0530928,0.97355694,0.7183759,0.92530024,0.5233401,1.1039985,0.93206084,0.7834584,0.9829571,1.2271898,0.7573563,1.0202221,0.9967682,1.0517064,0.8245609,1.0738001,0.7968466,1.020879,0.84481466,1.0973396,1.1272182,0.91631234,0.74494135,0.9175195,1.3834846,1.0420467,1.0080724,0.7968235,0.86779463,1.1310729,1.254266,0.8944933,1.2105948,0.90992284,1.1410052,0.9984566,0.44373637,0.83592904,1.360677,1.282973,0.82384664,1.0561459,0.8106047,0.0,1.2063069,0.95163727,1.1153774,0.6863479,1.3975582,1.0119363,1.1845334
tree,0.8088881,1.267701,1.1679487,1.2249963,0.94464284,1.128314,1.1584158,1.1447837,1.1625824,0.8406644,0.77554274,0.77210397,1.1152395,0.8850648,0.9070168,0.9347421,0.9009875,0.81420004,1.0626186,1.1681005,1.224643,0.99344623,1.1596026,1.0060291,1.1621976,0.9560123,1.2332127,0.8913813,1.2530802,0.9857263,1.0501955,1.1445606,0.83540887,0.62654084,1.1246144,1.0866199,0.9260393,0.98037946,0.89453983,1.0388672,1.1721978,0.8148912,1.2151878,1.1199625,1.0109196,1.0049226,1.0141343,0.93295217,1.1533244,1.0525914,1.2380497,1.2564576,0.78773016,1.1085358,0.8798748,1.2756263,1.1039424,1.0752547,1.3431716,1.247013,1.029615,0.5799506,0.99648505,1.1836259,1.3639213,0.42114216,1.3089565,0.96050256,1.1664083,1.245502,0.824917,0.8604865,0.97502303,0.8428699,1.1495054,1.0250152,1.2081443,0.92808765,1.1353619,1.0893863,1.1771069,1.139664,1.0080513,1.2541201,0.7631837,1.1579943,1.0906652,1.1450247,1.3091466,1.3097423,1.2626605,1.2398379,1.0253989,0.81729376,0.91856796,1.0770389,1.0093143,1.0767926,1.203444,1.1613445,0.998512,1.2758043,1.1933177,0.9337975,0.7115647,1.3262138,1.112435,1.116538,1.1322088,1.1191189,1.1740001,0.91237426,0.8506721,1.0496668,0.7955339,1.1244627,1.0852392,1.0001107,0.8768561,1.3135098,1.1773446,1.2401941,0.77737254,1.1539828,0.6010573,1.156139,0.6937661,1.2119973,1.2630581,1.1245747,1.2729132,0.6940737,0.9554756,1.1226249,0.7716702,0.91989267,0.55495083,0.8580208,1.2031145,1.2761285,1.2426779,1.0938233,1.2938106,1.0922679,1.2063069,0.0,0.85922647,1.1674219,1.0864905,1.1547005,0.41134292,0.75308096
tricycle,0.92493623,1.1496985,1.1082726,1.028721,1.142702,1.0562104,1.0854383,1.2194877,0.9230231,1.1231326,1.0404278,1.0250258,1.1235543,0.9500431,1.0709487,0.8403,1.0487356,0.79113865,0.9392923,1.0274831,1.0964206,0.9232603,1.2120155,0.930205,0.80625665,0.91056955,1.1140221,0.80716795,1.122671,0.989328,0.8287697,1.0309304,1.0511338,0.98759806,1.0817058,1.1139389,1.0309414,1.0871276,0.9588855,1.0749121,1.1501572,0.8655354,1.0580444,1.1606053,0.9505137,0.9673928,0.8148656,1.0139544,1.1187655,1.1065483,1.1633366,1.1142378,1.1088593,1.0383517,0.9803199,1.1694957,1.1565462,0.87725514,1.1346585,1.0831615,0.9505727,0.91997015,1.0049528,1.0520862,1.0649664,0.65557915,1.0464944,1.0546894,1.0621575,1.072208,0.97150767,0.8756229,1.0257614,1.0281245,0.907417,1.1430185,1.1774905,0.95012355,1.0007693,1.0455583,1.141401,1.0728232,0.87157756,1.1534396,0.274041,1.1186652,1.1329672,1.1781731,1.1522679,1.1902795,1.1058311,1.179044,0.9285029,1.0481517,1.0977622,1.1721374,0.98918015,0.9632348,1.1475629,1.1067903,0.9718441,1.2694342,1.0025674,0.9800758,0.8799888,1.1453079,1.0199504,1.1801378,0.8125084,0.90001667,1.1570086,0.9801579,0.9329623,0.828305,1.0668858,0.9844114,1.2004833,0.9864708,1.0992604,1.0051433,1.1127467,0.999474,1.0110153,1.0891601,1.0181382,1.1465732,1.0281681,1.0483007,1.0319637,1.0909388,1.160807,0.8289776,1.0267234,1.0798324,0.25716585,1.1932397,0.66315967,0.9820268,0.9712889,1.1435816,1.1907524,1.1376698,1.0999265,0.79289776,0.95163727,0.85922647,0.0,1.0760038,0.77275425,1.1077154,0.8712927,1.089149
truck,1.3166447,0.7039012,0.8789597,0.9094142,1.213434,0.90315205,0.8294884,0.923456,0.9208601,1.2719538,1.290059,1.266765,0.57024395,1.0611612,1.2362496,1.0852565,1.2533526,1.2187302,1.0497476,0.6476757,0.74651885,1.1648346,1.124736,0.7633445,0.8810192,1.0308888,0.48492646,0.8582583,0.78287417,1.0724181,0.92594606,0.9238583,1.1992851,1.0932658,0.9401189,1.010261,1.2943101,1.1910703,1.1067518,1.2454684,0.6511334,1.1958908,0.66135734,0.51481485,1.0975974,1.090875,1.1512616,0.9629307,0.9893179,1.0886416,0.80252683,0.866473,1.2458878,0.7746344,1.1304975,0.71117187,0.7802117,0.8536227,0.776901,0.74650824,1.0600286,1.1781305,1.1909001,0.78904223,0.6937829,1.162922,0.8559911,1.0544418,1.0190536,0.7377063,1.283638,0.9747735,1.1153996,1.1533593,1.0606964,1.1329676,0.81395364,1.1070824,0.8249203,1.174836,0.64197683,1.1030947,1.1623155,1.0354507,1.1534727,0.82139117,1.151604,0.76416147,0.56951964,0.6150786,0.7078924,0.8450696,1.0362152,1.3085508,1.1807469,1.018028,1.200567,1.1196312,0.6644196,0.7065664,1.1805469,0.8238685,0.78513145,1.1485276,0.9093126,0.80367804,0.85140127,1.1537946,0.96311045,0.77146244,0.90797025,1.061193,1.1178296,1.0375396,1.3216293,1.013448,1.1076394,1.2636124,1.189665,0.8375713,0.7822381,0.7070796,1.1901994,0.8949021,1.3720269,0.6767416,1.3127458,0.81703097,1.0215648,1.1027011,0.65865195,0.91691977,1.1244112,0.83595157,1.1483492,1.1482466,1.1431079,1.3319283,0.9848332,0.679943,0.740664,1.1333921,0.66501933,1.0424361,1.1153774,1.1674219,1.0760038,0.0,0.9049024,0.6727737,1.0734519,1.0793453
vacuum,1.0406828,1.1059272,1.2080343,1.0630001,1.1730874,1.1274945,1.0646013,1.2349044,0.7051947,1.0315815,1.2829791,1.0912161,0.9578857,0.7569973,1.2317798,0.8056245,1.172942,0.82230055,0.9039015,0.81772834,0.8495242,0.85207677,1.2403913,0.48233485,0.63017136,0.926327,0.6737486,0.8232721,1.0081589,0.94222283,0.5118981,0.936313,0.84147114,1.1574694,0.99250966,1.0109098,1.1512766,1.2234867,0.95400226,1.1594387,0.98670727,0.850536,0.8357187,1.0314152,0.9603796,0.94901913,0.86912096,0.71288335,0.8338313,1.1321728,1.1502953,1.1341894,1.2912375,1.1130043,1.2075127,1.2106805,1.1500046,0.713004,0.96065944,0.78883815,1.0130708,1.1055349,1.0805771,1.1534122,1.0249909,1.1009945,1.1629437,1.1480806,1.1984943,0.9461211,0.7095049,1.0377799,0.95571405,0.9872199,0.79016805,1.1741027,0.76411873,0.8680404,0.66848195,1.1458946,1.0511444,1.2097479,1.0059125,1.1350586,0.89938205,1.2739046,1.3197049,1.2382152,0.771414,1.1188929,1.171993,1.2260392,0.8326663,1.2926526,1.245528,1.0780292,1.0977361,0.9401465,0.8609984,0.7913765,0.9078783,1.2760477,0.8213347,1.1423582,0.7777248,0.824505,0.93817973,1.2072378,0.44875765,0.55965394,1.1911886,0.8015551,1.0773939,0.73099583,1.2280788,0.8939196,1.1393542,0.63354605,1.2073635,0.88431364,1.0386008,0.5346097,0.81323195,0.87237287,1.1282735,1.0900807,1.2703929,0.9085117,0.9530724,1.1977036,0.9063475,0.7512853,0.7701856,1.0593787,0.7704242,1.2154412,0.9108379,0.95250666,0.92358685,1.1711134,1.2434574,1.031293,0.7844896,0.8106042,0.6863479,1.0864905,0.77275425,0.9049024,0.0,1.0453454,0.9351238,1.1644922
