,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
strawberry,1.3256733,0.9734201,0.49494898,0.89745593,1.2021717,0.7081193,0.5503629,0.8177445,0.94925386,1.2798696,1.0819277,1.4136596,0.74896514,1.3734012,1.0864767,1.092288,1.3750985,1.0629004,1.091079,0.63873523,0.7524837,1.287874,0.72565097,1.0446829,0.9506489,0.86957276,0.7576313,1.043136,1.0443937,1.2210813,0.9125945,0.5850327,1.2712088,1.0436724,1.1499257,1.1011767,0.8443114,0.828378,1.4029629,0.8193742,0.6167459,1.2737892,0.6739381,0.84723854,0.9037369,1.1028923,0.93979406,1.2539558,1.1133817,1.2032282,0.9089275,0.6605066,1.1568538,1.2187442,1.0557117,1.0331563,0.832146,0.8229116,1.2021103,0.6914745,0.95574725,1.139521,1.1431248,0.8599578,0.924299,1.2289178,0.8814498,1.2705493,0.6658739,1.1843464,0.69911295,1.056459,1.0917422,1.1939884,1.0546151,0.7870908,1.3604003,0.7358093,1.2330745,0.86382514,1.2620174,1.0833739,0.89691186,1.1424623,1.099664,1.154573,0.8249258,0.69441956,0.6641576,0.61436945,0.6706465,1.1020931,0.90036476,1.2434684,1.3392123,1.3087139,0.99724066,0.6945548,0.6941889,0.82537055,0.88804483,1.0056659,0.7490742,0.9547702,0.79561234,0.97916925,0.9639156,0.70784724,1.1822181,0.62713474,1.0833651,1.2628717,1.1550934,1.0145518,1.2603391,1.0289159,1.3524722,1.0041442,1.1540046,0.7294357,1.2990642,1.189612,1.276612,0.7022578,1.2205203,0.6103712,1.158641,1.1213436,0.6908612,1.2476892,0.0,1.1385851,1.3306341,1.340776,0.7450721,0.9370688,1.1480365,1.1999921,0.8137772,0.78968155,1.1828941,1.0781355,1.1530409,0.8743713,0.6739812,1.2414286
stroller,0.77620155,1.1799444,1.3013034,1.0466641,0.851998,1.0250595,1.1502826,1.3825008,0.89174145,0.81584424,1.0177809,0.5983836,1.2616818,0.6244849,0.645388,0.9041098,0.63566005,0.8276682,0.9729285,1.2791622,1.2761673,0.68099236,1.4439859,1.086528,0.911098,1.2509959,1.1241611,1.1475368,1.0165493,0.69069993,1.2477599,1.3085666,0.7134202,0.81806105,0.6666863,0.937171,1.3594718,1.2578747,0.5328139,1.2812842,1.3746483,0.6954242,1.3230789,1.0528843,1.09164,0.8165312,0.9677563,0.79150105,0.93137646,0.6294822,1.2280364,1.4443393,1.0034345,0.95773333,1.1987255,0.91812015,1.2921175,1.0629227,1.020748,1.3733068,1.0928342,0.9236642,0.87933534,1.2383798,1.0001101,0.91981906,1.2676915,0.8428566,1.3273461,0.9720974,1.2108816,0.86913484,0.9484694,0.7270133,0.74445367,1.1576848,0.5859786,1.2204279,0.8582811,0.97120464,0.9330165,1.0419052,1.2983084,0.8632485,0.3300767,0.93231434,1.3667343,1.349964,1.2968165,1.217752,1.4225008,0.92494655,1.1497856,0.7041622,0.6569089,0.7834388,1.062959,1.3360113,1.3663554,1.3751218,1.0932678,1.0646583,1.347645,1.0139228,1.2967119,1.0027057,1.2364454,1.0932096,0.23685354,1.2948427,1.0953192,0.88432354,1.0103316,0.8060597,0.6753454,0.8892945,0.6831539,0.6839774,0.7734456,0.91753006,0.8238083,0.92302537,0.5971389,1.3537279,0.8899702,1.3340085,1.0518698,1.0636394,1.3646405,0.7945359,1.1385851,0.0,0.64464134,0.70485806,1.2160884,1.3276894,1.1584632,0.9935067,1.2073548,1.0153816,0.770131,0.9084416,1.0291283,0.82424873,1.3213247,0.8879101
sweater,0.708749,1.1251976,1.3582443,1.0844254,0.46448314,1.1143284,1.3384389,1.4046412,1.1463786,0.6506388,0.92430836,0.36657405,1.4232681,0.5428865,0.49068487,0.9434835,0.43276638,0.8258506,1.1010574,1.4753088,1.4598923,0.7178987,1.5602875,1.2182797,1.1922352,1.4516442,1.3257756,1.0597409,0.9411875,0.7505487,1.2626444,1.4471085,0.73398167,0.73765266,0.70320994,0.90807295,1.4381241,1.3949531,0.33285522,1.376727,1.5749831,0.7528206,1.5201476,1.26049,1.1991246,0.8057533,1.0240492,0.7652332,0.97950864,0.36186588,1.2203295,1.4854549,0.8949558,0.5878161,1.054362,0.6754656,1.3370863,1.0006484,0.8994514,1.5978388,1.1897668,0.79697096,0.7999494,1.2787013,0.98172206,0.72051,1.3727118,0.51954997,1.3887016,0.72072494,1.3803345,0.82184076,0.8503754,0.797443,0.6827718,1.2299826,0.3699069,1.5040417,0.92249376,1.1387818,0.69345546,0.94192046,1.3383586,0.89585656,0.627959,0.9280281,1.3520845,1.3638613,1.508347,1.4223177,1.4719853,1.0433685,1.1396095,0.25491083,0.38848215,0.6035459,1.0676332,1.5646212,1.5641963,1.4208143,1.1515652,1.1712011,1.4668019,1.1076175,1.430145,1.0729115,1.294739,1.3856685,0.6825115,1.5247905,1.0667607,0.8632624,0.9341102,0.96588266,0.52412087,1.0439364,0.18080044,1.0499011,0.64055985,1.1133794,0.5061233,0.9105468,0.50207394,1.4472425,0.80100507,1.4100142,0.95174557,1.0493538,1.610024,0.7424213,1.3306341,0.64464134,0.0,0.40529448,1.4041394,1.2157621,1.0643809,0.9272331,1.4306462,1.292642,0.7964318,0.6570071,0.97224975,1.1786317,1.4725192,0.71719694
table,0.7854748,1.3210713,1.3930686,0.96535814,0.7714114,1.0834893,1.2776961,1.2841237,1.0333701,0.5280865,0.95666945,0.44569117,1.4275744,0.43633187,0.6333114,1.061706,0.58802545,0.7323625,0.8984243,1.357642,1.1333021,0.5577391,1.440146,1.1126882,1.0520549,1.4083424,1.2786844,1.1954046,1.0272671,0.55245054,1.1563389,1.4155581,0.7023257,1.0194638,0.3813858,0.9249502,1.292484,1.2873394,0.44275093,1.2397346,1.5624528,0.5755329,1.3958092,1.3214085,1.0246154,0.9107149,1.1422981,0.7265785,0.8083672,0.6767904,1.3351526,1.4593648,0.9875391,0.79064167,1.291151,0.7171302,1.3842154,1.0533317,1.0826641,1.5135666,1.1937637,0.6628593,0.59655356,1.4637387,1.198982,0.66633797,1.1891,0.7863814,1.3497596,0.9208516,1.574296,0.7972494,0.9158883,0.5887372,0.9495082,1.0908421,0.733994,1.4007723,0.77373624,1.005442,0.85929257,1.0334005,1.2263747,1.0542533,0.6864064,0.98830664,1.2649916,1.4569802,1.5259788,1.5278618,1.4603535,0.8851239,1.1125093,0.5213454,0.78912985,0.5448958,0.95871276,1.542907,1.5843197,1.3183074,1.1421392,1.2137682,1.3836086,1.0309693,1.0581342,1.0650965,1.3663118,1.3410373,0.79799926,1.4992125,1.1842209,0.72839177,0.91241485,1.0216887,0.826674,0.9009426,0.5413029,1.0698755,1.0578548,0.9368976,0.67655754,0.5708854,0.54063344,1.5632558,0.74312955,1.319037,1.117915,0.85378057,1.4910295,0.810838,1.340776,0.70485806,0.40529448,0.0,1.2236587,1.4599046,1.0276577,0.9398935,1.5030168,1.1207889,0.4461193,0.7248306,0.99637145,1.1152172,1.5525208,0.6428324
tape,1.2193158,1.0113922,0.69097495,0.8444618,1.4361281,0.54962826,0.57689625,0.6659113,0.8358811,1.1186942,1.1491745,1.4398358,0.8300357,1.3369246,1.2535274,1.1609976,1.4326557,1.0933636,0.8097084,0.6170244,0.26292163,1.0324955,0.6203928,0.9413346,0.54565614,0.7901144,0.87542677,1.1603323,1.245608,1.2292476,0.8524795,0.5066311,1.2194088,1.2805665,1.1852784,1.1889237,0.6376488,0.70719546,1.4326711,0.6901098,0.6540709,1.1018066,0.4453708,0.8485383,0.538725,1.1870043,0.9590492,1.2972996,0.9462688,1.3836793,1.0075554,0.61775553,1.2031882,1.2284982,1.1475501,1.25108,0.9234467,0.9664534,1.1683028,0.6328646,0.7851174,1.1013197,1.0568851,1.0017748,1.0668918,1.195211,0.549312,1.419548,0.708671,1.302487,0.7512223,1.1607952,1.2501656,1.1119282,1.3104873,0.6830301,1.4644195,0.77213866,1.1972736,0.9805844,1.375103,1.0874785,0.7946364,1.1402628,1.1732078,1.1278892,0.81847286,0.7729175,0.7457227,0.78081834,0.66255856,0.9764691,0.87090826,1.3846654,1.4958229,1.1829214,1.0354471,0.76436776,0.7446459,0.72796834,0.9173628,0.99513555,0.75177026,1.0147153,0.46515465,1.0204643,0.9364579,0.67075765,1.1832292,0.676359,1.076563,1.1982783,1.1426162,1.121744,1.478937,0.8780521,1.4503016,0.90866303,1.3166225,0.6384611,1.3149683,0.8459747,1.2940649,0.76742125,1.2107784,0.4045064,1.1004733,0.8665837,0.5645696,1.2699654,0.7450721,1.2160884,1.4041394,1.2236587,0.0,1.0351725,1.1563978,1.2062839,0.89603704,0.54459524,0.85607946,1.252919,1.2548918,0.9988698,0.72765374,1.3345786
toe,1.305341,0.28124577,0.6503941,1.0450857,0.91395843,1.0935527,0.9466182,0.8687853,1.2868047,1.249003,0.9241531,1.3238384,0.71997076,1.3676993,1.1568526,1.0239309,1.2881253,1.2975107,1.1786722,0.83990383,1.0244166,1.3964944,0.7607987,1.0609019,1.0218868,0.7813176,1.0541583,0.66510975,1.0904958,1.2682691,0.9336898,0.76151454,1.3149717,1.0614429,1.4169698,1.3200315,0.94491243,1.0385736,1.2724484,1.0389112,0.66953784,1.4452611,0.75555366,0.7316447,1.103168,1.0796492,0.8930377,1.2333738,1.2189956,1.1580247,0.4228933,0.6103682,1.038925,0.9034118,0.16275322,1.3484044,0.6764714,1.1672319,0.5653529,0.7360783,1.1019567,1.2415556,1.3687534,0.36565292,0.6290513,1.2235765,0.8866521,0.9020073,0.79849946,0.4939285,0.46162868,1.2091029,1.2392106,1.3529449,1.1233196,1.0761632,0.9927479,0.8364605,1.2788277,1.2362,0.7588385,0.78820246,0.88737476,0.87058866,1.3915861,0.7283032,0.8476199,0.46051526,0.7420757,0.48502064,0.6167669,1.1574936,1.1395543,1.2320971,0.9770839,1.2490342,1.0391841,0.62196124,0.5319171,0.8573289,1.0272017,0.77318,0.7351154,1.1775687,1.050083,1.1601306,0.65383625,0.8442848,1.2074685,0.76020384,0.6218375,1.2977047,1.1590751,1.1393728,0.97261804,1.2939879,1.1577206,0.99702257,0.78952646,1.2037609,1.2266071,1.3359205,1.4632335,0.37293357,1.2290944,0.80436164,0.47176343,1.1382366,0.79078877,1.1535782,0.9370688,1.3276894,1.2157621,1.4599046,1.0351725,0.0,0.69578683,0.91275394,0.7291658,1.2044493,1.5050663,1.3322527,1.0299063,1.0854963,0.49324524,1.2859048
tooth,1.0916166,0.79448926,1.0413741,1.0552434,0.83516145,1.1827583,1.0907198,1.0795265,1.2449746,0.94145936,0.86234015,1.0624878,1.0779642,0.9788308,1.0576307,0.9490304,1.0190039,0.94148296,1.1321884,1.0769465,1.1671079,1.1054068,0.996353,1.0126551,1.1419865,1.0216298,1.0700316,0.7429613,1.1517506,1.060012,1.1368997,0.98704064,1.015082,1.0528364,1.1331838,0.7852831,0.9478826,0.89773446,1.0669085,0.93576664,0.8498349,1.1549162,1.0888857,1.0050938,1.2178689,1.1555613,1.2464387,0.9440819,0.9209033,1.1460148,0.84922385,0.8871002,1.001164,0.897367,0.57398266,1.0763212,0.80748516,1.2514126,0.8335859,1.0033538,1.2332782,1.0621791,0.95139736,0.74530387,0.94298804,0.97388566,1.0534269,0.9208093,1.1288518,0.60958457,1.0906253,1.0191988,1.0912526,0.8753432,1.0089571,1.1082593,0.913908,0.7992295,1.0246953,1.0688308,0.71984696,0.935705,1.0011193,1.0224131,1.1125263,0.75124395,1.1167884,0.8194505,1.1151382,0.8358859,0.9561585,0.99118626,1.1128176,1.0790575,1.0179642,0.9503524,0.92289466,0.7519546,0.77820957,0.9726496,1.1614488,1.0507226,1.0139912,1.2167153,1.1644992,1.1961731,1.0081091,1.1072099,1.0973291,1.0555271,0.8800845,1.0127972,1.0337247,1.0565889,0.85846996,0.93963933,1.0233877,1.1019888,1.0724597,1.1209669,1.0585239,0.9348577,1.068304,0.8771371,0.9727656,1.07604,0.7786769,1.0281556,1.0074176,0.8649484,1.1480365,1.1584632,1.0643809,1.0276577,1.1563978,0.69578683,0.0,0.4213419,1.02199,1.37284,1.1072938,1.1245196,0.9496893,1.0640426,0.7956988,0.97387356
toothbrush,1.0023628,0.87914133,1.1292639,1.0310391,0.6471033,1.2368406,1.2195616,1.2053057,1.1973972,0.865378,0.8788084,0.891085,1.0437709,0.82797813,0.9458375,1.0171005,0.87663877,0.8584791,1.1088841,1.0216159,1.1584698,1.0317332,1.1287675,0.9243838,0.99800766,0.89858633,0.96225864,0.82267356,1.0155554,0.8985424,1.1876627,1.1678342,0.93146425,1.0650707,1.0108179,0.71774036,1.0494771,0.92997897,0.9093112,0.9785994,0.8188269,0.958709,1.0808129,1.115327,1.2953976,1.1994925,1.1867646,0.82627356,0.91718614,1.0915288,1.0495994,1.011679,1.0077318,0.9969981,0.80588824,1.0470642,1.075032,1.2254212,0.88499296,1.007469,1.2735715,1.0484937,0.8893309,0.8740362,0.89227575,1.0261741,1.1558666,0.95346415,1.2019761,0.678196,1.1543182,0.96708083,1.1785502,0.7429862,1.0529228,1.0842179,0.81073385,0.7164746,0.9195753,0.91220975,0.76933545,0.9166744,1.1021049,0.938645,0.89923817,0.9757119,1.3045826,0.9920796,1.0234228,1.0118035,1.1190269,0.94173604,1.1264391,0.93855345,0.92926383,0.8635061,1.0843459,0.69766235,0.79637593,1.1750735,1.2845542,1.045539,1.1346297,1.1555753,1.2519016,1.1994416,1.1552032,1.1589322,1.0361052,1.1160592,1.1350908,0.84968066,0.912637,1.1784694,0.81182003,0.7080581,0.8705912,1.1040474,1.0223851,0.9582572,0.89018065,0.8353549,0.77320963,1.015382,0.9692461,1.2163566,0.85058725,0.9790218,0.9917278,0.78263885,1.1999921,0.9935067,0.9272331,0.9398935,1.2062839,0.91275394,0.4213419,0.0,0.9257216,1.2492816,0.9947618,1.0464616,1.0037564,0.7911022,0.862078,0.88720465
towel,1.2268502,0.74210113,0.7784898,1.1528479,1.2243931,1.1788363,1.012258,0.82252514,0.8150927,1.3587234,1.023748,1.2163105,0.38426685,1.2235798,1.2598808,1.0459008,1.0372703,1.1204222,1.0199095,0.5592401,0.7544695,1.2887923,0.61708057,0.6279908,0.75145173,0.31460762,0.5689671,0.8327688,0.8534862,0.95067173,0.8049483,0.7300581,1.2239246,0.7848356,1.2618444,1.1058105,0.773942,0.87024236,1.2472908,0.8730868,0.4460976,1.1680022,0.54447013,0.97781044,1.0032679,1.1824025,0.99355346,1.0807883,1.0530906,1.1649597,0.83324677,0.6135494,1.0432674,1.4271259,0.88915366,1.3387017,0.6974505,1.1257925,1.0367521,0.4636883,1.0742273,1.2654614,1.4584625,0.70884836,0.7889019,1.1998755,0.8892753,1.4010029,0.7147062,1.2480674,0.51226985,1.2525141,1.2918155,1.3609087,0.8377614,0.919001,1.091676,0.536601,1.0198022,1.0801787,1.2228708,1.027996,0.8045425,1.0452924,1.3575287,1.2386924,0.8830778,0.6744341,0.1564349,0.7007593,0.6291174,0.8338276,0.95786095,1.3409295,1.01822,1.2780493,1.1462811,0.5009109,0.46435285,0.73308015,1.0525905,0.5670375,0.64738315,1.0266231,0.8016583,1.029302,0.67406833,0.9854748,1.1794591,0.45863664,0.958821,0.9472535,1.1381364,1.2274556,1.0198781,1.2133042,1.2912035,0.929532,0.76289713,1.0540872,1.2243001,1.197625,1.2771556,0.49874365,1.1734627,0.83359325,0.9298048,1.1644394,0.52200425,1.3965915,0.8137772,1.2073548,1.4306462,1.5030168,0.89603704,0.7291658,1.02199,0.9257216,0.0,0.9856512,1.4492776,1.3651223,1.009336,0.7971213,0.6322175,1.1896123
toy,0.92551845,1.1989558,0.73590434,0.93718004,1.3386599,0.5786392,0.67601156,0.7948431,0.6865283,1.0914702,1.2110306,1.2856089,0.95990264,1.1909368,1.085142,1.1492558,1.3408461,1.0851829,0.53923965,0.6432371,0.70037955,0.77706176,0.7890713,0.8033973,0.70131373,0.95548195,0.91412884,1.2658322,1.2452142,1.0520103,0.98955834,0.8303617,1.0184408,1.2122588,0.9871913,1.2059699,0.8448105,0.7809162,1.2658845,0.7768754,0.7822084,0.7667963,0.6904671,0.9867898,0.6709825,1.0803847,0.54488945,1.243394,1.0258713,1.2085695,1.0474765,0.8289049,1.2346593,1.1340574,1.3199304,1.1024342,1.1364913,0.8080037,1.1276333,0.84352404,0.5917227,1.0017575,1.1206863,1.1353462,1.0224488,1.1694208,0.49144173,1.2544483,0.7594105,1.3265741,0.8306039,1.0675224,1.10119,1.1833016,1.2073884,0.76110005,1.4329593,0.9411859,0.9721083,0.9551479,1.347925,1.0435597,0.92859113,0.9227569,1.0418345,1.1955436,0.90752906,0.998864,0.83923537,0.8961274,0.8900409,1.050044,0.8500593,1.1220541,1.425582,1.0523269,0.9992915,0.9231678,0.8988916,0.8800434,0.87514174,0.9497784,0.8452354,0.900915,0.7063777,0.83177054,1.0118517,0.72504556,1.0266159,0.86568415,1.1517301,1.1266892,1.0848551,1.1026129,1.3684952,0.8419977,1.3373128,0.8328484,1.3032234,0.71069324,1.2925265,1.1097556,1.0454522,0.9539327,1.2501174,0.6860415,1.165143,1.0536008,0.83189595,1.1185148,0.78968155,1.0153816,1.292642,1.1207889,0.54459524,1.2044493,1.37284,1.2492816,0.9856512,0.0,0.71409273,1.0874757,1.1889249,0.8243061,0.94890064,1.2251657
tray,0.8596119,1.2997586,1.2406384,0.85416126,0.98806286,0.8519,1.0300864,1.0623555,0.7771742,0.5563667,1.0816383,0.81075346,1.3792953,0.69589674,0.8594279,1.0804329,0.9162966,0.72876734,0.6169417,1.221414,0.8524872,0.41524827,1.2273633,1.0074477,0.9253073,1.3265115,1.2245874,1.3017982,1.1947231,0.86047554,1.0559167,1.2956944,0.71263933,1.1610684,0.6933193,0.88549054,1.0400784,0.9955071,0.8400347,0.9778822,1.3675672,0.53735125,1.2430098,1.1879461,0.84395593,1.0817035,1.0505663,0.90030193,0.6188977,0.95720136,1.3395047,1.2956574,1.1839924,0.94539726,1.3886223,0.90066296,1.4528942,0.9073538,1.1137241,1.347545,1.016421,0.7387471,0.6234781,1.4377917,1.2125754,0.90873444,0.8905695,1.0281247,1.2569232,1.0609618,1.5020926,0.8521532,1.0442587,0.6528508,1.1427869,0.9417367,1.0432882,1.2609465,0.8124384,0.8798926,1.0207616,0.99899113,1.1320996,1.010303,0.6498356,1.0230002,1.1559397,1.4560345,1.412289,1.3534678,1.3923519,0.8862507,1.0500487,0.826939,1.1228755,0.60239816,0.93899024,1.3671532,1.4105691,1.219267,1.0959615,1.1082004,1.2465886,1.0069163,0.8227408,0.9703117,1.3790424,1.0991961,0.85084033,1.2954913,1.2832673,0.83916575,0.9898098,1.0179679,1.0750456,0.6372776,0.8967438,0.8895341,1.2659965,0.656971,0.92753005,0.4726522,0.6868545,1.5101594,0.9305988,1.0210093,1.1304369,0.71845746,1.281703,0.8557887,1.1828941,0.770131,0.7964318,0.4461193,0.85607946,1.5050663,1.1072938,0.9947618,1.4492776,0.71409273,0.0,0.8061739,1.1347263,1.081536,1.4211715,0.90961975
tree,0.8038672,1.2843663,1.2995887,1.0049945,0.9208839,0.9478987,1.0718088,1.1921147,0.80653864,0.8473338,0.92596745,0.77713776,1.2389079,0.9030684,0.91565716,0.9801181,0.86473554,0.71514094,1.017682,1.2278149,1.2445271,0.7968194,1.3286273,1.1214567,1.2603692,1.2903347,1.0774536,1.2297192,0.9313357,0.9994622,1.1434146,1.2273769,0.8749175,1.0313215,0.8351156,0.8214792,1.2347031,1.1400176,0.8073785,1.1535878,1.2905662,0.810459,1.293366,1.1748095,1.1564468,0.96845746,1.116987,0.8717456,1.0137527,0.8953215,1.2376521,1.313213,0.85785663,0.85206884,1.2604876,0.41543192,1.2414678,0.27601582,1.1067827,1.309637,1.0370841,0.80300194,0.68406594,1.2738032,1.2267244,0.84427273,1.2229582,0.8569337,1.219877,1.0694551,1.354293,0.786399,0.75378674,0.7736729,1.0001158,1.0563502,0.9623118,1.2644559,0.9217206,0.7804972,0.9390414,1.1353936,1.201016,1.0761157,0.78020036,1.006379,1.1776564,1.2368463,1.3530877,1.2643487,1.2562315,1.0511693,0.97164077,0.6477612,0.9916141,0.8020258,1.0147132,1.2949481,1.3362737,1.2099304,1.05621,1.2558548,1.3101172,0.5819701,1.2201214,0.98817074,1.2474483,1.1467466,0.94216007,1.2768531,1.1628666,0.937749,0.8284466,0.95790815,1.0338119,1.0197201,0.8018125,1.0891001,1.1452276,1.0535151,0.8467264,0.9737051,0.7199724,1.3379924,0.8444971,1.2690059,1.1754745,0.9618879,1.3034581,0.7793828,1.0781355,0.9084416,0.6570071,0.7248306,1.252919,1.3322527,1.1245196,1.0464616,1.3651223,1.0874757,0.8061739,0.0,1.0141623,1.0200636,1.2731827,0.5794697
truck,0.9016008,1.0920177,1.1240267,1.1407744,0.9799934,1.1596944,1.1461699,1.1331689,1.1181667,1.0526506,1.0714943,0.9571488,1.0280527,0.936661,1.0258119,0.8201625,0.91905123,1.0377833,1.0637941,1.104253,1.2091985,1.0072196,1.1031057,1.0736678,1.0553765,1.0019934,0.8390973,0.724308,0.82780385,0.8992287,1.0651731,1.1232946,0.9638071,0.92254514,0.92712814,0.8009193,1.1699234,1.2529395,0.95108765,1.2586612,1.084316,1.0951842,1.0979823,1.0817876,1.1727107,0.9995895,1.127469,0.8661431,1.0880772,0.9707836,0.9877745,1.0775992,1.0181037,0.81136966,0.91759294,0.5409713,0.80134356,1.1545302,1.0587612,1.0583969,1.0190554,1.0351218,0.7704184,0.94161296,1.0588754,0.7825849,1.089286,0.7307861,1.049733,0.896049,1.0034857,0.9796086,0.8116311,0.9651077,0.87038267,1.1404786,0.9462446,1.1159822,0.89478475,1.1128285,0.96248305,0.85438484,0.92704785,1.0327305,1.1004416,0.9019584,1.0882617,1.0116029,1.0899341,1.1612927,1.022341,1.0357757,1.0694034,0.96945643,0.8327137,1.0389162,0.8319319,1.0820824,1.0802813,1.0175238,1.0566512,0.9782116,0.9586565,1.0723416,1.1499573,0.8920049,0.8832064,1.143863,1.0376654,1.0294263,0.76366985,0.9392604,1.0893815,0.8267958,0.8239716,1.1159769,0.8808543,1.1798804,0.96902436,1.3319563,0.8699037,1.0367155,1.0499346,1.043726,0.9077036,1.2147943,1.0897635,1.1208408,1.0953945,0.73668057,1.1530409,1.0291283,0.97224975,0.99637145,1.2548918,1.0299063,0.9496893,1.0037564,1.009336,1.1889249,1.1347263,1.0141623,0.0,1.117908,1.1447179,0.8624751
