,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coat,coffee,couch,crayon,crib,cup,dish,dog,doll,door,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
meat,0.22448754,1.1287992,1.1447381,1.1214858,1.1886804,1.020771,0.95455074,1.0247067,0.84852004,0.921788,1.2660491,1.0448089,0.9243433,1.064523,1.059408,1.1090839,1.1325252,1.2912093,1.1811379,0.97331077,1.0237778,1.2385337,1.2971087,1.1740592,1.1118873,1.2332962,1.0623649,0.8882723,0.9658934,1.02408,1.2735046,1.0233095,1.2683029,1.0443326,0.85563743,1.0604249,0.9569314,1.0120776,1.0561744,0.90312475,1.0231183,0.8222488,1.0216206,0.9739164,1.1351573,1.0372856,1.0052493,0.99563074,1.1130368,1.1654814,1.2177324,1.0292699,1.0988784,0.86573064,1.0229812,1.2296181,0.95978284,0.9114426,0.9297291,0.82961464,0.9882231,1.1891922,1.1548717,1.1690512,0.0,0.92607474,0.99675834,0.98734635,0.97781503,1.112406,1.1471016,1.2654712,1.2639372,1.0440987,1.0958807,1.0279707,0.9179588,0.9914983,1.048635,0.5960423,1.1451442,1.120542,1.0674284,1.1845582,0.46477175,1.0893016,1.1207972,1.0119267,1.085315,0.9628825,1.0009581,1.1260151,0.96805525,0.16307342,0.929132,0.8989636,1.1878452,1.0520074,1.2550831,0.9794421,1.129693,1.0062097,1.3338356,0.9502825,1.0636463,1.0413804,1.1243804,0.99781764,0.9202037,0.90440375,0.9607539,1.0802943,1.1919333,1.2269871,0.91305834,1.2144256,1.1129495,1.0860171,0.99886787,1.1031662,1.1419978,1.2051464,1.2948973,1.0457604
melon,0.86489844,1.0840127,1.0680275,0.5944471,0.89359653,0.95899045,0.9751518,0.9491811,0.9226387,0.9473782,1.2681795,1.0181973,0.90411896,1.2320452,0.9389937,0.84235764,1.2024161,1.2229482,0.95345825,0.9207871,0.7560455,0.97201914,1.2549012,1.0518785,1.0505089,1.1770225,1.1532768,1.0516465,0.9303695,0.9666777,1.2817979,0.9087616,1.1410849,0.92631686,0.9585067,1.1474578,1.0360333,0.9169096,1.0686722,1.037386,1.0827478,0.9764921,1.0060261,0.9370186,1.1005354,1.031778,1.0124019,0.93353224,1.0542533,1.3188514,1.1016164,0.8353199,0.9807925,0.990902,0.9361445,1.1816578,1.1079882,0.83623904,0.95098394,1.0548003,0.84950376,1.1701965,1.2234738,1.1677244,0.92607474,0.0,1.0014285,0.9507904,0.97216606,0.7406688,1.2226281,1.206931,1.3029103,1.0922712,1.1198511,1.0427158,1.1469166,0.9093058,0.94024897,0.91123164,1.2235259,1.2238895,1.1469445,1.0564563,0.94298637,1.1579382,1.0371618,1.157033,0.51061183,1.131204,1.0441811,1.0816094,0.25767422,0.9058635,0.885794,1.0062108,1.0500194,1.0252512,1.0463643,1.0330292,1.041113,0.8951016,1.3097513,0.9044895,0.9465891,0.98029155,1.0581098,0.959668,0.9965419,0.90669435,0.9030665,0.9589427,1.1724247,1.1355957,0.915895,1.1600404,0.98161685,0.9160377,0.8686205,1.050003,1.2136673,1.2296798,1.3147852,1.1557436
mitten,0.98717004,0.9650091,1.2475156,1.1348389,1.0825447,0.8717743,0.7594771,1.0455222,1.1037444,0.8105563,1.1465186,1.0420893,0.57714695,1.2661017,0.8461137,0.9721123,1.269466,1.0570607,1.027284,0.8435523,0.9034215,1.0027283,1.1909752,1.1215872,1.2560675,0.93013585,1.1722786,0.913873,0.81566066,0.8259882,1.2206501,1.1439309,1.1002061,0.9750722,0.98865527,1.1588604,1.0581149,0.86456966,1.2422924,1.1267244,1.0562389,1.0712713,0.9030682,1.1269267,1.2558918,1.0702013,0.9282347,0.9108548,0.9602942,1.2416555,0.5150895,1.1161578,0.9112345,0.9804878,0.7758554,1.2042141,1.1170554,0.91514754,0.86217064,0.91959226,0.8712746,1.110363,1.1550145,1.0623652,0.99675834,1.0014285,0.0,0.93497527,0.8661709,1.1330094,1.296183,0.9306929,1.2806114,1.045326,1.2437953,0.92535806,1.0160197,0.6970715,0.8109498,0.91209906,1.2811114,1.2510893,0.9161156,0.8329231,0.91611105,1.1555504,1.1444486,1.093519,1.1689353,0.70447934,0.9830001,1.0919726,1.0725508,0.9421596,0.85807,0.8488979,0.53295326,0.82273555,0.9417574,1.0371993,0.85001576,0.9855652,1.0423048,0.9946297,0.8106433,1.0187452,1.1741891,1.0565954,0.89128757,1.1050352,0.90412235,1.0147995,1.0380397,1.0020778,0.8651589,0.9296443,0.9015421,0.949609,1.1358047,0.91935915,1.1746446,0.825617,1.1474507,1.1260617
motorcycle,0.8912135,1.1367469,1.2052357,1.1601787,1.362211,1.041507,0.8861729,0.75037926,0.9239899,0.6828201,1.325926,0.78346956,0.92583734,1.2925636,0.93556565,0.6855298,1.2236646,1.2333504,1.169757,0.8574685,1.0833914,1.0180783,1.2024244,0.7078668,1.1090808,1.0386943,1.2025044,0.8778479,0.96505165,0.7988312,1.293079,0.86519146,1.2239752,1.0418725,1.0968608,1.1566163,0.8207265,0.9133415,1.2636968,0.95671856,1.0965377,0.8682704,1.13032,0.63243365,1.144178,1.2051848,1.181214,1.0864129,1.1328593,1.2631162,1.1444222,0.7208981,1.2250328,0.9466767,1.0092903,1.2600362,1.0636468,0.6109001,0.6935167,1.1143721,0.40415573,1.2445004,1.0680817,1.2777709,0.98734635,0.9507904,0.93497527,0.0,1.0916971,1.160895,1.2216998,1.260211,1.3762434,1.1119679,1.2058965,1.0575387,1.1915123,0.77533054,0.84477264,0.8724803,1.3364444,1.333149,1.1438013,1.0981458,1.0190123,1.3437611,1.144903,1.2279124,1.2158477,1.2286114,1.0916246,1.063441,1.0461327,1.0377505,0.29573703,0.78490716,1.0715504,1.0582945,0.97173864,0.8707422,1.0271114,0.31905866,1.3392267,0.76749456,1.1199749,1.0355312,1.1282674,0.6730811,0.81355697,0.71899396,0.8763788,1.11323,1.2329963,1.1889187,0.7517433,1.2235855,0.7604089,1.0602149,0.9672568,0.615451,1.0258883,1.2717543,1.2487438,1.0929122
mouth,1.0240517,0.9191053,0.98679847,1.121039,1.0791148,1.1015623,1.0240486,1.0935206,1.0708418,1.0254735,1.1642892,1.101091,0.86608183,1.123943,1.0579324,1.1257474,1.1333401,1.1976846,1.2137278,1.2100923,1.0522573,1.2082267,1.2529039,1.1975771,1.0988966,1.1223854,1.1296868,0.98126626,0.9629453,0.951942,1.1364768,1.0709878,1.1551548,1.0329449,1.0782192,1.0993924,1.0274396,0.9236372,1.0779687,0.9717666,0.68209743,0.78337365,0.40544653,1.137754,1.1519115,1.0875074,0.93444103,1.1524918,0.9242989,0.88509774,1.0979842,1.1142176,0.98064643,0.828004,0.6030572,1.1235073,1.031835,1.0441996,0.98701084,0.76269543,1.0280924,1.0577176,1.2453904,1.2839237,0.97781503,0.97216606,0.8661709,1.0916971,0.0,1.009739,0.9451926,1.0539423,1.050481,0.4233895,1.0534928,0.998058,0.96776754,0.7749262,0.95637536,1.120525,1.1598014,1.1417739,0.6787925,1.141768,1.0266978,1.2157799,1.1432531,1.0455155,1.0125678,1.0753366,1.2116121,0.9808988,1.0244801,1.0216146,1.0383902,0.7054034,1.0293006,0.9372034,1.2215203,1.0175177,1.1037652,1.0983095,1.0901158,1.0050602,0.8898437,1.0367476,1.0612913,1.123907,0.67810994,1.0860622,1.005937,1.0294966,0.6775766,0.75634956,0.9092291,1.0786579,1.1891764,1.0232476,1.0624617,1.120987,1.2023239,1.0723704,1.0723302,1.1589773
muffin,1.0757061,0.9658542,0.9312793,0.8643589,0.6554485,1.1016651,1.1408901,0.9273873,1.0676757,1.0565113,0.84245634,1.1046616,1.0379825,0.8593491,0.9138046,1.0758487,0.89652634,1.0518796,0.9292722,1.0161024,0.8459759,1.0295066,0.9934343,1.0834686,0.753958,1.0716119,0.97723365,1.1268461,1.0139333,1.0874,0.94314003,1.0953656,0.94117314,1.054582,1.072534,0.98793864,1.0910888,1.0035713,0.9356351,0.9891652,0.9767652,1.1145153,0.96025926,1.0388386,1.0366321,1.0635734,1.0086979,1.1364262,1.0170869,0.9789607,1.0032363,1.0610802,1.0546159,1.1089308,1.0485991,0.95264304,1.1098894,1.1683462,1.1800858,0.97949135,1.1697923,0.95564365,0.96191293,0.84680426,1.112406,0.7406688,1.1330094,1.160895,1.009739,0.0,0.892625,0.8827408,0.9001736,0.9219017,0.93874,0.8680283,1.0061325,1.0717437,1.1078609,1.0615346,0.9010344,0.90547466,0.9858372,0.8860915,1.0179236,1.0226113,1.0293543,1.0834043,0.7196337,1.0846193,0.92381924,0.8917952,0.58569586,1.0568819,1.2231863,1.1424198,1.0583142,1.0669881,1.0348611,1.0962051,0.96016717,1.1893885,0.9267639,1.0255625,0.9638329,1.0844779,0.90386105,1.2404845,1.129775,1.1941568,1.0278348,0.9567002,0.93176174,0.81718266,1.0637476,0.8667344,1.1906165,1.0639291,1.06616,1.0806215,0.9570968,0.9054334,1.0056617,1.0841384
nail,1.2970209,0.86611587,0.23560655,0.6783657,0.61059934,1.1039119,1.336273,1.3424646,1.1809599,1.3192104,0.55937976,1.4046228,1.271888,0.53200996,1.3054112,1.3635926,0.28103852,0.5263888,0.88519037,1.334024,1.0659376,0.8918177,0.70392513,1.0534331,0.8792229,1.1761482,0.68958724,1.1465855,1.2758044,1.2539611,0.3470868,1.2690635,0.506444,1.1724074,1.1624492,0.7060981,1.2020602,1.2719092,0.41787338,0.94693434,0.78333396,1.0314691,0.81102574,1.1444217,0.53849083,0.9957985,1.1568577,1.0468396,0.9981171,0.26625824,0.87147146,1.2358725,0.78617084,1.0853764,1.0668331,0.26766062,0.85461366,1.3337432,1.239016,1.0279529,1.3081183,0.7952789,1.0627843,0.8150748,1.1471016,1.2226281,1.296183,1.2216998,0.9451926,0.892625,0.0,0.882212,0.29845464,0.68798757,0.34676552,1.1958102,0.89594835,1.2885511,1.277179,1.2387575,0.5415801,0.5089147,0.8562919,1.1587886,1.1356449,0.8584806,0.8644373,0.81818986,0.74974823,1.0474969,1.0422964,1.1443743,1.1436179,1.2384893,1.2975696,1.1901766,1.0721741,1.1526275,1.0965391,1.2347866,1.1885015,1.3485425,0.45509678,1.2112075,1.2287776,1.2097925,0.9510736,1.2776701,1.1706284,1.2715105,1.3639748,0.8800711,0.42310745,0.6191427,1.3290852,1.002641,1.1235598,1.1808213,1.20227,1.2267809,1.0163136,0.9447007,0.38933337,1.0770764
napkin,1.190912,0.85430944,1.0326612,1.1001158,0.9526745,1.0834599,1.0266119,0.94972,1.19534,0.9145336,0.6834127,0.9236814,0.8713916,0.77704036,0.7459324,1.1340383,0.82992667,0.8773689,1.067698,1.1499517,1.1194403,1.0269645,0.78459644,1.1773589,0.84293735,0.8652123,1.0296819,0.8415095,0.99973077,0.96558285,0.7437639,1.0933869,0.9140509,1.2321327,1.1034747,1.009739,1.0095085,0.95422333,0.9589875,1.0561904,1.0578673,1.2588068,0.93808025,1.1503352,0.93966806,1.109912,1.0825839,1.136427,1.1296993,0.83601344,0.8796394,1.1990367,1.0975202,1.1703098,1.0133126,0.77404964,0.91567534,1.3114522,1.0409346,0.95088196,1.0787418,0.8847351,0.87326294,0.8184669,1.2654712,1.206931,0.9306929,1.260211,1.0539423,0.8827408,0.882212,0.0,0.6884377,0.96348333,0.9873534,0.7880925,0.8422357,0.95963794,0.74656236,1.2107905,0.79263943,0.78336424,0.7580151,0.70600057,1.0433815,0.94569874,1.1989975,1.046219,1.175642,0.82104385,0.9727344,0.73507625,1.1862868,1.2057269,1.4128002,1.047948,0.94092566,0.6215809,1.0868611,0.89984083,0.9822275,1.2819544,0.6994797,1.0076023,1.0768826,1.0096484,0.9484948,1.1729481,1.0333649,1.289066,0.9211497,1.0293145,0.73976254,0.6347172,1.0046831,0.26165116,1.2225218,1.2051924,1.184372,1.1070192,0.99576265,0.64470434,0.8729899,0.9546544
necklace,1.3104346,0.7352746,0.41151643,0.77039576,0.57901156,1.1237595,1.3464564,1.3331434,1.2049923,1.4005088,0.3827653,1.3207667,1.2844067,0.44647628,1.3241457,1.3860625,0.3358556,0.4161054,0.88266855,1.3469112,1.0935603,0.89853215,0.54612386,1.0534105,0.76797044,1.0431045,0.66997755,1.2200618,1.3210042,1.3410335,0.2274853,1.2901971,0.48680973,1.2233572,1.1037685,0.6836717,1.2661743,1.2616735,0.5323093,0.94041187,0.8192302,1.158424,0.8797598,1.2117487,0.49070454,0.94768405,1.0245878,1.0582613,0.93021953,0.25678295,0.8375783,1.3406547,0.8866358,1.1436144,1.1345562,0.2566476,0.84373164,1.4554628,1.3222623,0.9605484,1.354061,0.54820764,0.8418265,0.681547,1.2639372,1.3029103,1.2806114,1.3762434,1.050481,0.9001736,0.29845464,0.6884377,0.0,0.8225322,0.47100234,1.0904235,0.81483775,1.3769777,1.16948,1.3196025,0.36265755,0.3825304,0.7410572,1.0891552,1.2220889,0.72742224,0.9159618,0.726539,0.83937436,0.9029358,0.9801221,1.0194219,1.2226971,1.2901381,1.4705175,1.2369691,0.99179333,0.9835299,1.0052347,1.2515975,1.0768609,1.4643317,0.2900936,1.2817258,1.1067934,1.1770316,0.80296385,1.3482947,1.1826612,1.4039721,1.3695543,0.8774598,0.4658438,0.5213913,1.2868962,0.8433555,1.18189,1.2225223,1.2184979,1.2235146,0.8922215,0.7733213,0.30495965,1.0228541
nose,1.1080904,0.74424684,0.8845035,1.0121716,0.9875582,1.1637149,1.1526932,1.1979662,1.1630075,1.1073047,0.9064132,1.2441047,1.0587019,0.9323501,1.1741879,1.2514589,0.93349254,1.0872462,1.2312112,1.2046111,1.180513,1.1995183,1.139884,1.16142,1.032001,1.2399557,0.93491364,1.0153662,1.1608336,1.1640248,0.85357755,1.1843202,1.0406607,1.094063,1.1248715,0.8864925,1.0958443,0.9827828,0.9204026,0.9607959,0.43076158,0.8611442,0.40065956,1.0975956,1.0552093,1.2020763,1.0005306,1.2100356,1.0187993,0.60575664,1.1026132,1.1793122,0.9134671,0.9735046,0.6512362,0.88824177,0.98067445,1.1926688,1.0822172,0.87665594,1.1081138,0.8246012,1.2408949,1.08378,1.0440987,1.0922712,1.045326,1.1119679,0.4233895,0.9219017,0.68798757,0.96348333,0.8225322,0.0,0.8235269,1.0628493,0.7782147,0.97225493,0.9941394,1.1459512,0.92840415,0.95777977,0.60832775,1.1820956,1.0818914,1.1883326,1.0550181,1.0241355,0.93731284,1.081376,1.0805087,1.083116,1.0719244,1.0545744,1.1225525,0.83963704,1.010042,0.9601064,1.1899617,1.1184802,1.1751232,1.1940293,0.85661983,1.0772762,1.0412349,1.1546097,1.0527902,1.2141324,0.85405326,1.1962922,1.1838498,0.9141985,0.39036757,0.62400275,1.0934678,0.99135005,1.2429202,1.0916721,1.1979681,1.2066634,1.1769416,1.0107818,0.8712185,1.0949553
orange,1.2676036,0.9155335,0.32587206,0.5629816,0.5054399,0.826539,1.2922194,1.3987715,1.1072716,1.3593512,0.73127484,1.4241099,1.29954,0.62855494,1.3093532,1.1808966,0.4197796,0.53481543,0.68276846,1.312675,0.871355,0.75144464,0.6940059,0.9726244,0.9348951,1.1386855,0.7348151,1.2678106,1.2795746,1.3277731,0.39587218,1.2323769,0.51915413,1.033845,1.0545622,0.59022605,1.2778877,1.2880213,0.336882,0.98345053,0.9401397,1.1610997,0.99061376,1.0827525,0.5228547,0.84809566,1.1236448,0.88466454,0.99989074,0.5302632,0.83179694,1.2529094,0.711475,1.2161099,1.163987,0.39462417,0.8402505,1.3498611,1.2388766,1.1402724,1.1330901,0.8275005,1.0140519,0.87282753,1.0958807,1.1198511,1.2437953,1.2058965,1.0534928,0.93874,0.34676552,0.9873534,0.47100234,0.8235269,0.0,1.3078237,0.9955093,1.3416603,1.2760537,1.2127852,0.60022676,0.59682435,0.9727917,1.1609577,1.1317023,0.7947421,0.6905316,0.7967404,0.65800977,0.96926916,1.0793014,1.2304966,1.0966724,1.1586578,1.217612,1.3622983,1.0159643,1.2176356,0.9514483,1.2762259,1.1240228,1.2569237,0.5502339,1.1859304,1.215721,1.2012981,0.9403034,1.2525353,1.3326862,1.262867,1.3288577,0.6815504,0.6244324,0.8038246,1.2552314,1.0311216,0.8808168,1.0120823,1.1157421,1.1704155,0.9467517,0.99237376,0.5122813,1.0535591
oven,0.9957388,1.0283095,1.342017,1.337313,1.20133,1.2227085,0.8416052,0.52414775,1.0018541,0.6952983,0.91054773,0.6024975,0.86799055,1.0066633,0.85959935,1.0801483,1.1319252,1.2778577,1.1935143,1.0428509,1.1879873,1.2650993,1.0876601,0.9788201,0.72742724,0.9020556,1.2742958,0.6201102,0.6956321,0.68364286,1.1909245,0.988775,1.2896948,1.1443696,1.0913184,1.1492229,0.62993014,1.0110116,1.2577662,0.87191224,1.0755663,1.0081502,0.9946749,1.0965906,1.2240938,1.1750122,0.93983394,1.2851644,1.1140577,1.1511791,1.202549,1.0438824,1.2725446,0.8453778,0.97959274,1.1830336,0.98063827,1.0351577,0.9166192,0.6890447,1.0854964,1.0587263,0.8522823,0.9832453,1.0279707,1.0427158,0.92535806,1.0575387,0.998058,0.8680283,1.1958102,0.7880925,1.0904235,1.0628493,1.3078237,0.0,0.92015743,0.8713924,0.8617296,1.0989393,0.99608886,1.0275201,0.9274491,0.7705145,0.9398118,1.0966089,1.2945036,1.2157192,1.2085965,1.1361217,1.0291111,0.44064182,1.012153,1.1223166,1.1030517,0.78707963,1.1795402,0.81995696,1.2044693,0.48948264,0.75843,1.0912858,1.1723087,1.0007429,0.933504,1.0014231,1.128901,1.1326852,0.6987314,1.0946387,0.68589,1.0866427,1.1236658,0.9735177,0.8614472,0.92683697,1.326262,1.1624926,1.0719649,1.0740703,1.0644093,0.8429516,1.261663,0.8118535
owl,1.0168798,0.8160763,1.0545814,1.1667861,1.0723166,0.992192,0.9429117,1.0789313,1.0756564,1.0730164,0.7954323,1.0966638,1.0453095,0.69861394,1.1565062,1.2367812,0.91646016,1.0672154,1.123233,0.9672973,1.0983697,1.214502,1.135715,1.1642784,1.0832963,1.204495,0.79923296,0.9924302,1.1090503,1.113195,0.853412,1.1338763,1.1017356,1.1943717,1.042449,0.7588866,1.0310873,1.09303,0.9343689,0.9357278,0.6970148,0.96330583,0.81573665,1.0764467,0.947992,1.1698321,0.96781397,0.997132,1.0941463,0.74587774,0.99993235,1.1230965,0.9760178,0.9599294,0.8433405,0.84915435,0.9667213,1.1777444,1.0481995,0.73190856,1.2005775,0.84751874,1.1382573,0.8779625,0.9179588,1.1469166,1.0160197,1.1915123,0.96776754,1.0061325,0.89594835,0.8422357,0.81483775,0.7782147,0.9955093,0.92015743,0.0,1.1078503,1.0353532,1.1229154,0.8790245,0.8848177,0.7500236,1.0871009,0.8844396,1.0709001,1.0647465,0.962109,1.1386244,0.94421667,0.63868,1.1096832,1.143054,1.0263929,1.221763,1.0648531,1.032665,0.9171033,1.2513987,1.0037543,1.0779464,1.2564495,0.8708484,1.132514,0.99610925,1.0857753,1.0413337,1.2158545,1.0343627,1.1742524,1.0876849,0.8956745,0.702549,0.75669456,1.0928922,0.95727015,1.2024021,1.1341249,1.188102,1.1564997,1.1052343,0.904081,0.99957186,1.0059701
pajamas,0.875237,1.0706985,1.3576921,1.3333696,1.4035397,1.1077969,0.7413408,0.8393249,1.0361925,0.58934224,1.2596662,0.7821254,0.22169119,1.3687489,0.6827595,0.93719256,1.3850738,1.4501238,1.373686,0.9422253,1.1790212,1.3636415,1.4481293,1.1665934,0.9667721,1.1056491,1.2427763,0.6741674,0.84796804,0.6531403,1.4433616,0.8317622,1.5155276,1.1640987,1.1521543,1.2508986,0.8161821,0.45126247,1.323781,0.9338971,1.0010248,0.68939596,0.86572784,0.8115065,1.331682,1.2741207,1.0061412,1.1716732,1.2439489,1.2721913,1.1517123,0.874985,1.2142456,0.7119655,0.7670987,1.3326001,1.1208502,0.82601124,0.71869326,0.85345364,0.6135473,1.3207641,1.2222624,1.2549963,0.9914983,0.9093058,0.6970715,0.77533054,0.7749262,1.0717437,1.2885511,0.95963794,1.3769777,0.97225493,1.3416603,0.8713924,1.1078503,0.0,0.58520216,0.92169523,1.4191784,1.388618,0.9307867,0.97229934,0.987268,1.3800409,1.3336239,1.1816528,1.2945025,1.0105896,1.0935504,0.91012645,0.97970873,0.9862435,0.79363513,0.40173084,1.0371729,0.7192551,1.3242863,0.8625835,1.178859,0.7972175,1.3196423,0.80490255,1.113253,0.99303406,1.2197678,0.82290006,0.49286234,0.7841632,0.7695498,1.1584806,1.0937748,1.0526443,0.73008746,0.90453213,1.1857647,1.1346817,1.0340176,0.97756195,1.2269802,1.1474308,1.3390026,1.0762197
pants,0.9167967,0.94719577,1.3652511,1.2977467,1.3871864,1.2532797,0.81286657,0.7523842,0.99799293,0.7555038,1.1738465,0.6046601,0.65610987,1.2555342,0.8380122,0.89634204,1.2940159,1.3672302,1.3977265,1.0678375,1.3056383,1.2542813,1.245805,1.0920047,0.94141984,1.0879673,1.2802781,0.6210577,0.89086676,0.79956836,1.2920609,0.8787271,1.3990905,1.2164981,0.939351,1.1650846,0.766008,0.56508577,1.3433149,0.9479251,0.98093504,0.8666583,0.8999032,0.9207345,1.2715893,1.2781631,1.1353478,1.1792271,1.2600489,1.1550609,1.1473114,0.77612287,1.3030005,0.77315474,0.8419894,1.2736173,0.9734772,0.82226586,0.72729063,0.7707824,0.67050034,1.2078614,1.0730758,1.3168008,1.048635,0.94024897,0.8109498,0.84477264,0.95637536,1.1078609,1.277179,0.74656236,1.16948,0.9941394,1.2760537,0.8617296,1.0353532,0.58520216,0.0,0.9474688,1.3565451,1.3209279,0.77550423,1.0668465,0.9788987,1.3653604,1.409056,1.1739557,1.191046,0.9689724,1.1934351,0.86635435,1.0144535,1.017966,0.9061033,0.57332736,1.0199729,0.31265783,1.2603458,0.78691083,1.2052367,0.79901564,1.2265401,0.8921927,1.1027061,1.0066904,1.1761917,0.84276825,0.54832155,0.86294925,0.7349367,1.2323334,1.0397567,0.9816923,0.8859855,0.71454287,1.1739095,1.2482458,0.9713075,0.88333744,1.2132179,1.1339922,1.2963985,1.09719
paper,0.6187828,1.1895485,1.1833375,1.1207572,1.2410313,1.0349493,0.8537308,0.91485685,0.9049485,0.82322216,1.2499901,0.9395551,0.9047533,1.2128158,0.87779754,0.9280992,1.20154,1.2378627,1.135715,0.71344197,1.0288302,1.0518546,1.1610284,0.99265754,1.0725513,1.1046991,1.0348264,0.93817484,0.9429249,0.9204895,1.3341521,0.9353896,1.1813,0.9267922,0.9277521,1.0942073,0.8221465,0.9497351,1.1389949,0.9932379,1.0501065,0.9610335,1.2098107,0.87452877,1.2151861,1.0495417,1.1308106,1.0352262,1.1326177,1.2591621,1.1180267,0.8439201,1.0762888,0.9710322,1.1533053,1.330185,1.0577831,0.8230237,0.97835386,1.056253,0.94278204,1.2442869,1.1183807,1.0568057,0.5960423,0.91123164,0.91209906,0.8724803,1.120525,1.0615346,1.2387575,1.2107905,1.3196025,1.1459512,1.2127852,1.0989393,1.1229154,0.92169523,0.9474688,0.0,1.2498767,1.2087015,1.1334891,0.99994427,0.6171188,1.1195518,1.0577626,1.0477688,1.0788075,0.9219293,0.9220214,0.991252,0.97904354,0.5284648,0.8394339,0.9611131,1.0589479,1.0473499,1.0419878,0.9300923,1.1220108,0.82361615,1.3117652,0.9842332,1.0997485,0.9705934,1.1327716,0.90985066,1.0029422,0.823874,0.87753564,1.134094,1.3222579,1.2792541,0.9150262,1.0983492,0.97272205,1.0055861,0.9027668,0.96788466,1.0656972,1.155792,1.2674325,1.0040721
pen,1.2328364,0.9223675,0.62085706,0.75520635,0.5935051,0.9846878,1.3067851,1.1775862,1.1526277,1.2801821,0.4037286,1.2561026,1.3129706,0.33732015,1.2253228,1.2890043,0.31404692,0.532545,0.77269816,1.2137578,1.0287249,0.8285753,0.5921555,0.9812576,0.8462187,0.9838658,0.77142304,1.21622,1.3131113,1.3514045,0.18441045,1.2642765,0.58485514,1.1121342,1.12756,0.8161,1.2719921,1.3837525,0.5344552,0.98959184,0.9102053,1.2661555,0.9586695,1.1477029,0.45947516,0.90556717,0.91951984,0.964114,0.9910633,0.5206448,0.8830489,1.3090408,0.81467867,1.2899005,1.1673393,0.4787963,0.9657275,1.3474283,1.2699971,1.1837378,1.3551047,0.3792191,0.7583357,0.6222518,1.1451442,1.2235259,1.2811114,1.3364444,1.1598014,0.9010344,0.5415801,0.79263943,0.36265755,0.92840415,0.60022676,0.99608886,0.8790245,1.4191784,1.3565451,1.2498767,0.0,0.11271578,0.9989458,1.0278625,1.1800674,0.6424048,0.8634265,0.8751971,0.8654505,0.9408652,0.92324436,0.986524,1.1548638,1.1942348,1.3455575,1.3813043,0.99237263,1.1830351,0.7986088,1.1774591,0.93261015,1.4048107,0.3907013,1.1575077,1.0382582,1.1882312,0.6456127,1.3293967,1.3831421,1.3605531,1.4009033,0.85276943,0.6498217,0.6825218,1.2381483,0.913973,1.0797372,1.103779,1.1469407,1.2655009,0.9057779,0.83325785,0.4405055,0.9081989
pencil,1.2228847,0.9760252,0.5742539,0.7720971,0.6468264,1.0186107,1.3583523,1.1451708,1.1055182,1.2897931,0.42399645,1.2507443,1.2777135,0.36788136,1.2272785,1.2762388,0.25856674,0.5317114,0.79930615,1.2004161,1.0473715,0.80819017,0.602828,1.0100923,0.86231375,0.9756895,0.76336205,1.2127488,1.2799019,1.337338,0.26065773,1.2775322,0.58089334,1.1159416,1.1231757,0.87102437,1.2620509,1.374099,0.5096193,0.9845402,0.93269145,1.258357,0.95563734,1.1321801,0.51904815,0.91632456,0.91211164,1.0032187,0.99970216,0.5380347,0.8688248,1.272561,0.8135458,1.2716355,1.143652,0.48620236,0.99763954,1.34153,1.2738318,1.1511252,1.3621929,0.51799214,0.790209,0.62660515,1.120542,1.2238895,1.2510893,1.333149,1.1417739,0.90547466,0.5089147,0.78336424,0.3825304,0.95777977,0.59682435,1.0275201,0.8848177,1.388618,1.3209279,1.2087015,0.11271578,0.0,0.99872684,1.0324304,1.1625749,0.6714648,0.88782394,0.9136324,0.8487482,0.95388377,0.9408531,0.98352456,1.1681527,1.1620811,1.360115,1.3568316,1.0456904,1.1761014,0.8887984,1.1689963,0.9335074,1.3884711,0.44778538,1.1397996,1.0618353,1.1730255,0.6474855,1.3321078,1.3619815,1.3501995,1.3636498,0.90528226,0.68413955,0.7011936,1.2079397,0.93288004,1.0699484,1.0928738,1.138993,1.2687864,0.824367,0.8173298,0.49815744,0.8560952
