,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
gum,1.2574134,1.0708258,0.6179373,1.242995,0.7415112,0.8916987,0.8770432,0.79988456,1.3355255,1.4103928,1.0145651,1.4193814,1.2187241,0.97424966,1.3634535,1.230391,0.7814547,0.6229481,0.57137424,0.8177072,0.6331453,0.77989495,0.89394844,0.8066916,1.1315602,1.1853755,0.881505,1.1215565,1.3990712,1.3058918,1.2050384,0.85756534,1.3638308,0.7434199,0.7209188,1.2893503,0.70185494,1.0001757,0.96344644,0.7064137,1.4237998,1.012106,1.090761,0.6743425,1.1938646,1.1990725,0.7495843,1.0663977,0.8526747,0.84727573,0.68584883,0.8623792,0.9615136,1.0533525,0.0,1.2303987,1.0616024,0.8650788,0.82778716,0.8016475,1.186082,1.3085675,0.91113484,1.3756667,0.8144423,1.36046,1.1155028,0.88478994,1.1403162,1.1016163,0.87157184,0.97253084,0.80499965,1.1476846,0.9244174,0.8042573,1.2967563,0.9678326,1.26108,1.4390776,1.1948984,1.0083193,0.80752385,0.79503495,0.7071341,0.91819,0.9473225,0.8921473,0.8838383,0.6648409,1.2690957,1.0129243,0.733945,0.86844474,0.87658244,1.4276426,1.0574254,0.40221208,1.3235269,0.80719644,1.2424343,0.730212,0.92662096,0.6968379,0.55460703,1.0455731,1.1172307,0.76590896,0.82244235,0.95780236,1.3802998,1.1227713,0.63418454,0.86333334,0.83773744,0.50080466,1.1930653,0.3433771,0.64987385,1.1967798,1.2191613,0.73569953,1.4065464
hair,0.8217312,1.0776308,1.2188011,0.524843,1.1536975,1.3337015,1.2076778,1.3167064,0.74741197,0.703109,1.1123364,0.727107,0.53299606,1.0423658,0.62669647,0.7301426,1.0897319,1.3281057,1.4581138,1.051027,1.3391914,1.1386777,1.1296555,1.2419616,0.9526523,1.168109,1.3339088,1.095688,0.7874956,0.90229446,0.8116622,1.1753852,0.76963025,1.2619231,1.3441043,0.80239624,1.357002,1.19314,1.1367791,1.1303397,0.7905668,1.301749,0.83498365,1.1949023,1.0061344,0.43215477,1.0040483,1.0414764,1.2553196,1.3162278,1.0703415,1.0822314,0.93858397,0.8059625,1.2303987,0.0,0.7722932,0.6592764,1.2706015,1.2901127,0.8897544,0.5526065,1.1547496,0.6301413,1.3109667,0.75182724,1.2668331,0.9188554,0.8492174,0.5724832,0.97186303,0.841566,1.2089915,1.1509303,1.2853386,0.90929514,0.90527105,1.2567409,0.56432426,0.72468704,0.7330611,0.8617064,1.3055831,1.3043785,1.0896535,1.0412726,1.3396895,1.3426745,1.2954377,1.3192744,0.8612875,0.9166903,1.1108987,1.148142,1.2422905,0.78034484,1.2518604,1.3282819,0.4054737,1.2457932,0.6645857,1.3061997,1.0635569,1.3642471,1.2639358,1.1708686,0.8729874,1.3926071,1.3181872,1.1413679,0.5871344,0.70247585,1.436892,1.085013,1.1749612,0.98716825,1.1038339,1.4215715,1.3301312,0.85916275,0.9918453,1.2814953,0.61948764
hamburger,0.7665727,1.1280915,1.1161654,0.6234282,1.0144525,1.3716857,1.1141587,1.0487622,0.7580031,0.6977364,1.1863303,0.7705021,0.5861094,1.0623285,0.58655983,0.7494347,0.9091101,1.238679,1.2517855,0.94946945,1.2097152,0.9475211,0.9135425,1.1707069,1.2032408,1.2181516,1.2189946,1.1424547,0.93676054,0.92267823,0.78972304,1.113453,0.8398766,1.0971627,1.3412597,0.79425776,1.3621311,1.2344656,1.2621179,1.1805065,0.9986612,1.1757164,0.82047987,1.0382779,0.97396684,0.8733903,1.1561906,1.0725362,1.0451227,1.1740999,0.9400547,1.1199784,1.2278116,0.98144335,1.0616024,0.7722932,0.0,0.811636,1.2871251,1.1731195,0.916406,0.83544743,1.1166837,0.7307004,1.1830422,0.81166744,1.2567034,0.90091765,0.80595654,0.77865094,1.0024458,0.8494388,1.2973865,1.0725919,1.3649993,0.98430794,0.8922018,1.2211008,0.741678,0.79637563,0.70659506,0.8474798,1.3644569,1.3490212,0.87407565,1.083767,0.9054276,1.207937,1.1022123,1.1271011,0.920853,1.0747327,1.1447786,0.9336917,1.1145746,0.9793652,1.2190461,1.1807718,0.68419075,1.1863216,0.8035329,1.2165298,1.0768702,1.3537523,1.2353724,1.1211399,0.855781,1.2624894,1.3114992,0.97701913,0.8775238,0.7588345,1.3513966,1.2344795,1.2947696,0.9644531,1.0455523,1.184507,1.0505149,0.94174093,1.0977373,1.3479745,0.95932215
hand,0.8392056,0.99261886,1.059706,0.4651658,1.0566967,1.3549125,1.2848758,1.362196,0.86370134,0.82743,1.0621998,0.80740106,0.5201612,1.1330669,0.72185045,0.8179594,0.91636306,1.3209823,1.4110519,1.0851231,1.3056223,1.0886071,1.0825958,1.3885188,1.18486,1.2217366,1.3357093,1.0030773,0.9060429,1.0331764,0.90537775,1.183615,0.814051,1.07634,1.332845,0.96015614,1.3418099,1.2206548,1.3111321,1.1377523,1.0108742,1.2416248,0.7781016,1.0619322,0.87240314,0.60498875,0.44842577,1.1575392,1.2852173,1.1333244,1.0137931,0.9906615,1.0042403,0.69681394,0.8650788,0.6592764,0.811636,0.0,1.432245,1.1653942,0.92873406,0.87032586,1.0037057,0.6927765,1.1282295,0.960598,1.2795274,0.7936814,0.90290874,0.5613395,0.9757471,0.7750466,1.1671613,1.0301808,1.2148896,0.7608067,0.9881551,1.3276894,0.5954117,0.79488575,0.7297719,0.9808003,1.2282805,1.167559,0.9543942,1.0436287,1.3466086,1.3707968,1.3496981,1.272851,0.9673064,0.7818861,1.0051144,1.1502423,1.3342925,1.0282598,1.3819473,0.97135633,0.562631,1.2108623,0.75514245,1.2193582,1.0141081,1.1939211,1.2317951,1.0329393,0.95381653,1.2072964,1.3051233,1.1063507,0.7112366,0.7148769,1.3938085,0.7660692,1.0969405,0.65223897,0.9834494,1.3091451,1.1327156,1.0104748,1.1189839,1.0924225,0.93534493
hat,1.3241539,0.7745677,0.8007855,1.4732602,1.0056154,0.47341716,0.37923437,0.80732656,1.4825853,1.4974935,0.7848238,1.4758539,1.3550993,0.96105886,1.5087247,1.3932946,1.0844146,0.5201505,0.56567925,1.0724947,0.49656022,0.9994241,1.0819622,0.63767993,0.8062436,0.9485954,0.80829144,1.0738868,1.2380126,1.2996058,1.2734292,0.7432122,1.3276069,0.72012013,0.4032755,1.3745433,0.58342797,0.8228594,0.6933009,0.7477593,1.3210704,0.97757775,1.1797085,0.940465,1.1627749,1.2062436,0.8963187,0.89356405,0.8267243,0.9740133,0.8096602,1.0769578,0.6593875,0.98757297,0.82778716,1.2706015,1.2871251,1.432245,0.0,0.78212315,1.3286707,1.2436464,1.0378639,1.3769696,0.914526,1.3527517,0.9836936,1.1842885,1.3114285,1.3169729,1.0234784,1.228759,0.45697045,0.8382207,0.5386134,1.0414408,1.2742028,0.75990546,1.3732083,1.2470474,1.420051,1.0942658,0.5053971,0.51765406,1.035244,0.8574248,0.69284743,0.5615772,0.76803344,0.7517711,1.2246305,0.99172086,0.7467887,0.91948265,0.713655,1.329606,0.77475125,0.7479571,1.389482,0.5165446,1.2813313,0.86810803,1.1664883,0.420784,0.6532018,0.8390522,1.2575595,0.84979564,0.37457454,0.99499786,1.3101951,1.4407771,0.4535768,0.7075622,0.52235353,1.1086304,0.92000926,0.5226481,0.8583428,1.209194,1.1241626,0.5038233,1.3364747
horse,1.0495551,1.0709705,0.84360695,1.2515641,0.8872151,0.95147073,0.8794007,0.7588501,1.2687718,1.2425518,1.1630174,1.3141737,1.2834835,0.7898759,1.287486,1.1866521,0.88667464,0.83685505,0.7537138,0.8930816,0.7639506,0.87820286,0.946665,0.738443,0.86070454,0.9897638,0.78908104,1.0741147,1.2375522,1.2700268,1.1944747,0.77176845,1.2646879,0.8104306,0.8646047,1.1092811,0.8419473,0.7652159,0.6260129,0.6500316,1.2246073,1.0092728,0.9506166,0.8875681,1.1267174,1.2361813,1.0885102,1.0891945,0.5597838,0.8221063,0.885822,0.9556593,1.0629741,1.247199,0.8016475,1.2901127,1.1731195,1.1653942,0.78212315,0.0,1.2104788,1.2898793,0.88896966,1.4277138,0.82456136,1.2411647,0.8072837,1.0920254,1.1632128,1.3286588,0.9383414,1.1838901,0.98516643,1.095907,0.9402803,1.2359744,1.2545569,0.63859737,1.2672265,1.4561478,1.1363821,0.99835145,0.8619205,0.899262,0.90428984,0.763306,0.7903968,0.90162224,0.5441382,0.84326255,1.1086404,1.2201638,0.79032946,0.89050066,0.83410704,1.2482518,0.7260137,0.64008594,1.3777096,0.9658962,1.3852069,0.80200064,0.9902321,0.9548542,0.68192124,0.9614614,1.1438158,0.8157908,0.8228477,0.7674494,1.3530165,1.1464581,0.7783835,0.99848306,1.014933,0.8476328,1.1190534,0.6210694,0.8611014,1.0815609,1.0789982,0.9076512,1.1771129
hose,0.8585919,1.2038242,1.2746162,0.7969681,1.1456491,1.2075162,1.1654074,1.1291213,0.7016888,0.6849945,1.0592191,0.6660798,0.85324514,1.025587,0.66665137,0.73450655,0.966872,1.2502375,1.1942885,0.97150314,1.2189052,1.0993308,1.0605824,1.204833,1.0815508,0.938142,1.177501,0.95534027,0.85210323,0.6946201,0.7284655,1.0496894,0.857937,1.0428711,1.224317,0.80863595,1.2028927,1.1005343,1.1715524,1.28051,0.7586945,0.8795789,0.9881421,1.1500086,0.95308506,0.9794522,1.1406308,0.94656754,1.1615349,0.9436523,1.1012638,0.9526152,1.1044091,0.9159912,1.186082,0.8897544,0.916406,0.92873406,1.3286707,1.2104788,0.0,0.87621886,1.0750713,0.83546495,0.9732867,0.803365,0.90502757,1.0375715,0.8732996,0.86430883,0.98677266,0.89457405,1.2305322,1.095451,1.1377215,1.1060436,0.78344524,1.1551433,0.9033773,0.8267677,0.86242497,0.9611599,1.169463,1.1760186,1.0599802,1.1998903,1.1982657,1.1115599,1.168114,1.1492785,0.9058701,1.0221142,1.271702,1.1411957,1.1435891,0.7686266,1.1437842,1.1657203,0.8386805,1.200505,0.9239708,1.1269765,0.92739266,1.2415609,1.1211627,1.2112014,0.917127,1.0642159,1.2404903,1.1451223,0.82898223,0.75666916,1.259514,1.2545035,1.1925501,1.0173594,1.0676169,1.3739669,1.0755919,0.9207289,0.9147845,1.1972449,0.8190261
jacket,0.84692574,1.0270644,1.2680917,0.67432266,1.2019783,1.2770085,1.2011685,1.3158771,0.76752305,0.66107553,0.98625636,0.6420851,0.75891984,0.8910321,0.6075164,0.7642882,1.166703,1.3116138,1.4585323,1.1332059,1.42565,1.1278651,1.074241,1.2127167,0.8567041,1.0919373,1.2981427,0.9986685,0.58033615,0.8547338,0.89117765,1.3345962,0.6257697,1.3907851,1.3084009,0.78225183,1.327013,1.145462,1.0731466,1.125325,0.74703705,1.1276381,0.96592754,1.2747897,0.8299902,0.81568086,1.0641067,0.9666234,1.3300828,1.3008764,1.0413883,1.1380177,1.0146047,0.63570756,1.3085675,0.5526065,0.83544743,0.87032586,1.2436464,1.2898793,0.87621886,0.0,1.2184087,0.42016786,1.3393512,0.68911064,1.262126,0.9870923,0.97328067,0.59079933,0.93084097,0.91425496,1.1981955,1.0564463,1.2268797,0.9401825,0.92200565,1.1801062,0.5447969,0.4334061,0.832096,0.92667913,1.2536178,1.2631338,1.0440716,1.0409188,1.1764665,1.2904949,1.3429023,1.3668555,0.7420832,0.8994138,1.1256179,1.0715177,1.2307293,0.77381086,1.0556122,1.3928757,0.5243546,1.124538,0.52903044,1.3568373,1.1261709,1.2705392,1.2205877,1.1794701,0.9747332,1.410525,1.3191595,1.0482345,0.49211627,0.7710771,1.3754317,1.1123734,1.2522571,1.2181872,0.9971772,1.4070766,1.2883289,0.83423954,0.9333927,1.27406,0.7110998
jar,1.1365422,0.8525161,0.79772615,1.0829574,0.74748456,1.108132,0.9388902,0.8040525,1.0885601,1.2867873,1.1245003,1.1472516,0.98761535,1.1349559,1.2534523,1.2860584,0.98410803,0.75074863,0.761428,0.95497346,0.930391,0.6057766,0.64118975,1.03828,1.2251763,0.9266728,0.8059698,0.9326767,1.2127123,0.98561335,1.0785837,0.98682064,1.1211991,0.97232646,1.106827,1.1799493,0.56172013,0.8666793,1.0951879,0.8690369,1.1395637,0.8200229,1.059821,0.83840454,1.1147763,1.0303445,1.0326598,1.2403872,0.8348745,0.8346275,1.1156763,0.71350145,1.0667887,1.2144454,0.91113484,1.1547496,1.1166837,1.0037057,1.0378639,0.88896966,1.0750713,1.2184087,0.0,1.2313093,0.8809663,1.07867,0.90729934,0.88566417,1.0199126,1.0624374,1.2425393,1.0059618,1.1293892,0.9736854,0.9418589,0.9825228,0.89704007,1.0063057,1.0985345,1.0966594,1.1101968,1.0328423,1.0905471,1.0679307,0.9381731,0.9593359,1.1037953,1.0028855,0.8742087,0.777303,1.1819862,0.95133716,0.8906519,0.9199722,0.96654534,1.151403,0.9212017,0.94551075,1.1641631,1.0886099,1.1144506,0.7693018,0.7497224,1.0578432,1.038546,0.76055104,0.9774567,0.83211637,1.0437522,1.007077,1.1973548,1.0721295,0.9301641,0.94721085,1.0555497,1.0105664,0.9735116,0.79700893,0.88911366,1.0332526,1.0046289,0.9500708,1.1441531
jeans,0.77028364,1.00435,1.2996241,0.5598654,1.2024579,1.2917116,1.2629489,1.3870469,0.6914246,0.48232645,0.80498266,0.40609598,0.6355892,1.0118281,0.38016444,0.68331957,1.149662,1.4065979,1.5600557,1.2314664,1.4919491,1.180809,1.0662282,1.3082439,0.95658255,1.0985689,1.3847384,0.9390063,0.4978084,0.6896792,0.88682353,1.4066372,0.44394362,1.3915243,1.3690109,0.74975723,1.435571,1.2488346,1.2380517,1.274143,0.7446834,1.1264473,0.8505771,1.2654859,0.724576,0.80308586,0.9799247,0.8931012,1.4588003,1.3768367,1.1023934,1.2278624,1.0533582,0.5565516,1.3756667,0.6301413,0.7307004,0.6927765,1.3769696,1.4277138,0.83546495,0.42016786,1.2313093,0.0,1.408654,0.5975146,1.3322868,0.97167784,0.9391994,0.5021716,0.8813859,0.80626726,1.2488104,0.9867532,1.2428874,0.8174435,0.88494074,1.2990576,0.50208026,0.2473439,0.81087565,1.0004045,1.3226899,1.2987959,1.0445316,1.1504202,1.1414281,1.3020613,1.4472064,1.4333131,0.6916111,0.90800375,1.2292681,1.0057184,1.2855915,0.7184384,1.1872569,1.477625,0.45864618,1.0499463,0.46372533,1.4214935,1.1271853,1.2123028,1.4029286,1.1108016,0.96310866,1.5038781,1.3946887,1.0677965,0.4184097,0.66479564,1.4390278,1.1001883,1.2432768,1.237889,0.91481024,1.5376705,1.3102207,0.9423886,0.9240987,1.2972277,0.73714346
knife,1.1678979,1.0733497,1.0329808,1.1778733,1.0371523,1.0072345,0.9632683,0.8372338,1.1479385,1.2204711,1.0656594,1.2552125,1.2015421,0.9649456,1.2939298,1.1299603,0.8800326,0.9218037,0.5930653,0.886811,0.7405773,1.0464721,1.0860456,0.870278,1.0572611,0.8343524,0.75352,1.0211996,1.3090335,1.0526171,1.0575905,0.75537443,1.3343642,0.7229857,0.84526455,1.1745965,0.82111377,0.95307803,0.8618945,1.0055962,1.1835958,0.8207502,1.1241032,0.9725399,1.1541951,1.2066526,1.0114245,1.114081,0.81432337,0.08324611,1.0974574,0.66207784,1.0436591,1.2177076,0.8144423,1.3109667,1.1830422,1.1282295,0.914526,0.82456136,0.9732867,1.3393512,0.8809663,1.408654,0.0,1.1613699,0.68105555,1.1249338,0.93697906,1.2974452,0.96774584,1.1550882,1.0174654,0.98601925,0.94330704,1.2376003,0.94490635,0.8667599,1.2542696,1.3311982,1.1410882,1.1102322,0.7719656,0.81439203,1.0235199,1.0724506,0.9294177,0.8221774,0.8081002,0.60070604,1.1814681,1.2049758,1.0196434,0.98455364,0.87767863,1.1682483,0.9853905,0.6285669,1.3670671,1.0474582,1.244168,0.6183231,0.7960562,0.9278577,0.84024835,0.96770865,0.8870759,0.1674968,0.87439907,0.9191148,1.3105788,1.1696526,0.8152857,0.9915721,0.95205873,0.77063394,1.0180663,0.89758974,0.6995415,1.085776,0.8763414,0.74090886,1.222503
ladder,0.8096041,1.2274269,1.361151,0.74121785,1.1752319,1.3205944,1.1865846,1.0438266,0.533794,0.49777615,1.1395447,0.37971902,0.8246151,1.0675966,0.5776892,0.63594484,1.0059198,1.2599373,1.3599648,0.89513993,1.4245827,1.010177,0.9260073,1.2358655,1.2029605,0.7993367,1.1067373,0.80639327,0.7190695,0.52490664,0.8560451,1.1773055,0.58464855,1.2989242,1.353931,0.27922368,1.2653724,1.2523282,1.2497714,1.221847,0.4664374,0.8898079,0.85066473,1.2802445,1.0336301,0.8539393,1.2985739,0.9860903,1.1507812,1.2192124,1.1785281,1.0753673,1.2477376,1.0092825,1.36046,0.75182724,0.81166744,0.960598,1.3527517,1.2411647,0.803365,0.68911064,1.07867,0.5975146,1.1613699,0.0,0.9649384,1.0188757,0.88441926,0.65552723,0.90056896,0.95788777,1.3520842,1.0796813,1.4429755,1.1082397,0.7206641,1.2454965,0.76661,0.7286207,0.6779932,0.9277921,1.343586,1.3574594,1.0907948,1.142453,1.159319,1.3265326,1.1540712,1.2533873,1.0060251,1.1273082,1.352036,0.97083217,1.2091638,0.5277392,1.1022042,1.3780301,0.7543231,1.2483506,0.78430337,1.1207387,0.9213873,1.4358984,1.3814074,1.2309973,0.9014923,1.3153691,1.3636807,0.84447,0.7267264,0.6209832,1.4407266,1.406022,1.3250467,1.1131256,1.0235282,1.3743433,1.2195961,0.821691,0.4615668,1.4323392,0.5563151
lamp,0.9996984,1.0277009,1.1341834,1.3026366,1.0145692,0.8378829,1.0583601,0.7202239,0.94021666,1.0410389,0.9485612,1.1094501,1.3106712,0.94369584,1.1977745,1.0143437,0.9511752,0.9852838,0.7685853,0.7372307,0.96933436,1.0180391,1.0140123,0.89099246,1.0105281,0.5734378,0.5251826,0.9407486,1.2024684,0.93066895,0.89311343,0.7522357,1.1738687,0.8879368,0.88386214,0.9123552,0.908393,0.8290663,0.9283472,1.0746018,0.757159,0.5713063,1.1906768,1.0220722,1.0859618,1.1560472,1.1944628,1.0678648,0.6848315,0.74271,1.1784713,0.91849154,1.0786965,1.3724123,1.1155028,1.2668331,1.2567034,1.2795274,0.9836936,0.8072837,0.90502757,1.262126,0.90729934,1.3322868,0.68105555,0.9649384,0.0,1.1917607,1.0306258,1.3833642,0.9334674,1.1759167,1.0631468,1.0096813,0.87146914,1.3400639,0.95254505,0.9009585,1.2771025,1.3098853,1.0173501,1.1605687,0.7932176,0.8497354,1.2460861,1.1169764,0.9036693,0.98580176,0.64182746,0.89557225,1.1237905,1.2435416,1.1953204,0.82148325,0.93830323,0.8560454,0.75514853,0.84164286,1.3218907,1.121263,1.2583115,0.5966119,0.8859629,1.0356593,0.9932757,0.85003304,1.0288063,0.67306995,0.9202118,0.8066163,1.2320799,1.18181,0.8289051,1.0970254,1.0130178,0.97105825,1.026742,0.9769186,0.9283858,0.9300417,0.56911325,0.8371663,0.9525348
melon,0.9895046,1.0632974,0.35363513,0.85643053,0.34255803,1.1418135,0.9835751,1.2130845,1.031746,1.1404691,1.2083168,1.0355617,0.82269216,1.1512165,1.0770619,1.0268326,0.9472063,1.1871967,1.0684493,1.1173849,0.9634871,1.0420089,1.092529,1.2433906,1.2727273,1.3148655,1.1711864,1.1480534,1.1257625,1.029616,1.0649575,1.0873921,1.0874958,1.022201,1.2191234,1.1577183,1.2306368,1.1075954,1.222797,1.0657054,1.1688243,1.2098355,0.97992766,0.38713098,1.1978154,0.9347867,0.9327514,1.0656836,1.0223418,1.0874757,0.986763,0.94001365,1.1684191,1.1088984,0.88478994,0.9188554,0.90091765,0.7936814,1.1842885,1.0920254,1.0375715,0.9870923,0.88566417,0.97167784,1.1249338,1.0188757,1.1917607,0.0,0.75131005,0.8437433,1.1217617,0.54781955,1.0621496,1.097993,1.176045,0.41216886,1.0479066,1.171933,0.8960776,1.033244,0.94899195,0.8571836,1.27034,1.246515,0.7612741,0.9316098,1.265444,1.1166446,1.1156486,1.0327648,1.1356841,0.5984638,0.6059148,1.2445045,1.1595931,1.2039351,1.2480137,1.0827509,1.0127455,1.1031067,0.9428729,1.1205118,0.9441625,1.1450781,0.9312554,1.0260913,0.78191364,1.0646348,1.1423411,1.0243404,0.9702413,0.93793535,1.0936574,1.0596273,1.12286,0.99109876,1.0871696,0.98687696,0.98116136,0.9851087,1.233404,1.2435083,1.051791
milk,0.8683653,1.2431165,0.9825662,0.78440815,0.8519118,1.2133609,1.05047,1.1266043,0.6224228,0.8001884,1.2465308,0.86881655,0.81229854,1.0710894,0.83816826,0.77078134,1.0842795,1.3031144,1.1016892,0.9570238,1.171726,1.0553317,1.0239594,1.1987299,1.1404682,1.2122941,1.1638321,1.1707306,1.0010995,0.8966594,0.87683845,1.0546468,0.9926758,1.0362095,1.2980525,0.9070935,1.2913957,1.1775539,1.1708653,1.3121741,0.9542385,1.2119054,1.009709,0.81236786,1.0073891,0.86552054,1.2077011,1.0788598,1.0266328,0.83190125,1.0610722,0.85713345,1.2727134,1.2560043,1.1403162,0.8492174,0.80595654,0.90290874,1.3114285,1.1632128,0.8732996,0.97328067,1.0199126,0.9391994,0.93697906,0.88441926,1.0306258,0.75131005,0.0,0.9714374,1.0550582,0.88614786,1.2480807,1.1754625,1.2857647,0.9881402,0.90205806,1.1255072,0.9133269,1.0329334,0.74429774,0.79659563,1.3483064,1.3551245,1.052387,1.1382542,1.2001925,1.2170991,1.1098418,0.92533517,1.0083904,1.0352288,1.1697427,1.2636422,1.1486084,0.87766725,1.3091954,1.2336403,0.91212225,1.255043,0.9722223,1.0249516,0.775146,1.4085042,1.1202956,1.1441208,0.033361316,0.7806867,1.2654258,1.1075897,0.9144379,0.75428283,1.1529257,1.2981861,1.2158037,1.0020763,1.1658789,1.2667007,1.1745856,0.9184699,1.1188569,1.3451109,0.8617631
mitten,0.72898006,1.0226012,1.1658328,0.49089944,1.1284282,1.4080133,1.2074888,1.3705368,0.75790393,0.6731408,1.071436,0.6182576,0.5086509,1.141278,0.59332645,0.74739194,1.0214691,1.2588447,1.4919468,1.1094387,1.3624164,1.050882,1.0406393,1.3947698,1.2488885,1.1381078,1.3765272,0.9223021,0.6555525,0.881311,0.87774915,1.2935449,0.6477638,1.2674251,1.3560781,0.7573745,1.2831357,1.2395809,1.3697671,1.0741749,0.8540708,1.181639,0.722667,1.2025442,0.9077951,0.77714694,0.8869753,1.0589278,1.371191,1.3030565,1.0032221,1.0356418,1.075671,0.47046697,1.1016163,0.5724832,0.77865094,0.5613395,1.3169729,1.3286588,0.86430883,0.59079933,1.0624374,0.5021716,1.2974452,0.65552723,1.3833642,0.8437433,0.9714374,0.0,0.83513075,0.83667374,1.2475184,0.93897444,1.3156222,0.7565224,0.8565597,1.3953929,0.56853724,0.5300906,0.7535008,0.9119835,1.3323703,1.3016146,0.9472806,1.0423951,1.2953818,1.3132873,1.4227684,1.3286943,0.90514874,0.93525386,1.1249518,1.0770174,1.328631,0.84671956,1.2565354,1.2053677,0.5386188,1.1603221,0.5653262,1.3210721,1.0268956,1.2283757,1.3302426,1.1131539,0.9888197,1.418814,1.2875149,1.0528901,0.61588943,0.7452433,1.4834244,1.0467912,1.2497809,0.91582525,0.8644366,1.3652856,1.2091992,0.9900571,0.9297349,1.312427,0.79947495
motorcycle,0.8363757,1.2005405,1.1427927,0.94382125,1.1190255,1.0873151,1.008751,1.0002382,0.94105685,0.89764225,0.8611006,0.95701,1.0656635,0.8516903,0.8774409,0.78479123,0.98943853,1.0685151,1.1018922,0.9346133,1.133216,1.0468922,1.081044,0.8637999,1.0261848,1.0895878,1.0502495,1.0196208,0.9373772,1.0615382,0.99312645,1.1829379,0.98103136,1.1234738,0.9861522,0.8522681,1.082552,0.9722957,1.0694187,1.0474675,1.0243833,1.1331104,1.0320699,1.1529316,0.9478807,1.0894582,1.0698355,0.89460427,1.0658072,1.0018948,0.72157115,1.0193833,0.9843511,0.82326573,0.87157184,0.97186303,1.0024458,0.9757471,1.0234784,0.9383414,0.98677266,0.93084097,1.2425393,0.8813859,0.96774584,0.90056896,0.9334674,1.1217617,1.0550582,0.83513075,0.0,0.89838237,1.0786095,1.2676194,1.1638063,1.0365994,1.0849708,1.0991588,1.0142866,1.0103692,0.9158873,0.9632997,0.9692,1.009636,1.0594257,1.0084249,1.0865364,1.1458067,1.0424386,1.0395633,0.9109212,1.2143724,1.1957359,0.8124517,0.91891336,0.9873247,1.05586,0.8304829,0.93706906,0.92079794,0.9427531,1.08605,1.0176781,1.0148035,0.99069196,1.2265567,1.0557415,1.0501909,1.0742806,0.7068751,0.99698204,0.95255595,0.9926507,1.1807115,1.127622,0.92081064,1.22771,0.9438529,1.073931,1.0261365,0.8927625,1.0110027,1.0392472
muffin,0.97045666,1.1711705,0.7182261,0.75811064,0.6387849,1.1834271,1.0464334,1.2218815,0.995601,0.996028,1.0915849,0.90313375,0.8217021,1.0561271,0.85339385,0.98213106,0.9525113,1.1999786,1.2277765,1.112392,1.0754249,1.0938833,1.1162124,1.2437284,1.1929058,1.229781,1.132741,1.0273345,0.9436177,0.9822335,0.95911837,1.169138,0.9495903,1.1250273,1.1993735,1.0400963,1.2242904,1.1014773,1.2786791,1.1662301,1.0404752,1.2104691,0.9802476,0.7509407,1.0503997,0.84698325,1.0033168,1.0497667,1.102594,1.1262836,1.029402,0.96272135,1.1007652,0.96842617,0.97253084,0.841566,0.8494388,0.7750466,1.228759,1.1838901,0.89457405,0.91425496,1.0059618,0.80626726,1.1550882,0.95788777,1.1759167,0.54781955,0.88614786,0.83667374,0.89838237,0.0,1.1327542,1.2350458,1.264296,0.621232,1.0108832,1.2320085,0.85126734,0.89338535,0.9008234,0.87092036,1.2012115,1.1842871,0.93810916,1.0942444,1.31125,1.2077265,1.1402009,1.0608987,0.896091,0.7928809,0.91229075,1.1146653,1.1968116,1.0577881,1.1939677,1.113863,0.7729261,1.1190953,0.8583337,1.202354,1.1123061,1.1987492,1.0576262,1.1794988,0.9080049,1.1646696,1.146314,1.053157,0.9232386,0.7968167,1.2249112,1.1386995,1.1351695,1.0667424,1.1993258,1.0925803,1.0609416,0.8927855,1.123464,1.2491822,0.9578647
