,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bowl,1.3937166,1.0861411,0.7097843,1.5203518,0.7618995,0.6754202,0.69406945,0.48367488,1.1690905,1.4252439,1.0097618,1.4385359,1.4522387,0.9001844,1.5605965,1.265826,0.88272566,0.53655636,0.0,0.76867723,0.505751,0.75357616,0.7913429,0.6678591,1.0053743,0.8050995,0.73312354,1.1384193,1.4209695,1.1062907,1.1586831,0.71824014,1.389665,0.7328688,0.62743235,1.2808421,0.42657095,0.8657236,0.75142807,0.8267068,1.3402679,0.76969695,1.3172433,0.6988675,1.2087382,1.3646563,1.1274751,1.02621,0.6445538,0.6133411,1.0209188,0.7514579,1.0659384,1.3219548,0.57137424,1.4581138,1.2517855,1.4110519,0.56567925,0.7537138,1.1942885,1.4585323,0.761428,1.5600557,0.5930653,1.3599648,0.7685853,1.0684493,1.1016892,1.4919468,1.1018922,1.2277765,0.81657946,1.0330515,0.79319555,1.1607249,1.0453075,0.75820947,1.4596257,1.5035001,1.3417337,1.197836,0.70485634,0.7504054,0.8858405,1.0356469,0.5881289,0.6757504,0.61631304,0.2563436,1.3056681,1.1803131,0.8492039,0.8636412,0.74955094,1.225423,0.8644371,0.54857737,1.5793288,0.7698656,1.4250746,0.5653363,0.56953406,0.64761347,0.44267082,0.90248674,1.0698692,0.4656381,0.6420159,0.9296415,1.4318001,1.3199415,0.3328632,1.0253847,0.8704134,0.87796026,1.1154299,0.41560316,0.46024853,1.1564841,1.1016529,0.7390512,1.3603723
box,0.9859333,1.196951,1.0677001,1.0020386,0.8993424,1.0606726,0.8874478,0.5855641,0.7129063,0.8911528,1.1460747,0.98346,1.0970384,1.0317651,0.99316764,0.8253476,0.434812,0.9645983,0.76867723,0.0,1.0439065,0.73934627,0.7223843,0.9064641,1.234573,0.7636603,0.81722236,1.1293881,1.2312906,0.88278776,0.7273326,0.9188037,1.0418795,1.0257154,1.1229575,0.6809751,0.90571886,1.0622598,1.0888633,1.0104918,0.93851316,0.69972783,1.0195768,0.9323648,1.2051859,1.1030139,1.2475327,1.1076331,0.8965578,0.97077835,1.0763834,0.90964955,1.2931852,1.3144054,0.8177072,1.051027,0.94946945,1.0851231,1.0724947,0.8930816,0.97150314,1.1332059,0.95497346,1.2314664,0.886811,0.89513993,0.7372307,1.1173849,0.9570238,1.1094387,0.9346133,1.112392,1.273737,1.1385748,1.2702992,1.1988629,0.7923874,1.0643259,1.104079,1.2081314,0.7077563,0.82959294,1.1379641,1.1727054,1.1861365,1.1073593,0.8801993,1.1894702,0.9308092,0.76859987,1.1587124,1.3127077,1.2408698,0.8420543,0.9984588,0.8028612,1.0618745,0.9369227,1.134997,1.2392001,1.1104995,0.6830159,0.76095223,1.2533045,0.9547968,1.0309634,0.9670246,0.9602993,1.1701224,0.8180368,1.1989601,0.86787975,0.9176987,1.3035377,1.2809162,0.8475672,1.1589677,0.85459125,0.7492026,1.0472915,0.8456762,1.1589458,1.0160496
bread,1.2746708,0.8893696,0.6604978,1.4282761,0.8856148,0.6229713,0.7593302,0.80095625,1.4818358,1.5493069,0.9754963,1.5094558,1.3614625,0.97814655,1.5504379,1.4061859,1.0535544,0.69894016,0.505751,1.0439065,0.0,1.1258407,1.2302425,0.73527217,0.9103442,1.0496984,0.7106457,1.1564077,1.4092418,1.3111689,1.3183223,0.45026922,1.4870479,0.27153087,0.51963955,1.4535456,0.6740894,0.7717705,0.7196365,0.70631903,1.3676279,0.95209473,1.2658737,0.76455456,1.2455577,1.2886164,0.8774115,0.9938782,0.741487,0.77763546,0.8573611,1.0469682,0.76845527,1.1080395,0.6331453,1.3391914,1.2097152,1.3056223,0.49656022,0.7639506,1.2189052,1.42565,0.930391,1.4919491,0.7405773,1.4245827,0.96933436,0.9634871,1.171726,1.3624164,1.133216,1.0754249,0.5847378,0.88643444,0.59628123,0.94449455,1.2697545,0.7245956,1.4919534,1.4449735,1.3835056,0.9934145,0.57681334,0.56421995,0.9025888,0.8976414,0.76768094,0.38986683,0.7077052,0.5820219,1.2319982,0.94974333,0.58239365,1.0541369,0.6341754,1.4363768,0.8282249,0.59731513,1.5139357,0.5811043,1.3980527,0.7148713,1.1600933,0.54585755,0.56489706,0.90345484,1.151483,0.653987,0.4621663,1.113035,1.4348083,1.4531837,0.52855235,0.72835743,0.5682355,0.98044616,0.96823746,0.54119414,0.75312304,1.2100307,1.267395,0.64127874,1.3769934
bucket,1.1218723,1.0219725,1.0198342,1.094254,0.9073112,1.0775807,0.9526121,0.57625914,0.9523862,1.0851588,1.2010459,1.0853024,1.022135,1.0250082,1.0763038,1.1378237,0.80232465,0.35623252,0.75357616,0.73934627,1.1258407,0.0,0.06969941,0.9742713,1.2897954,0.8828518,0.92294717,0.9286759,1.1171578,1.0873302,1.0306005,1.0773939,0.99065226,1.1529899,1.1113573,0.8667454,0.51419795,1.0053513,1.134059,0.83957624,1.0082678,0.8567418,0.91704214,1.0139235,1.1327103,1.1031927,1.244193,1.1776204,0.85717773,0.9943494,1.004863,0.76748455,1.315735,1.2004296,0.77989495,1.1386777,0.9475211,1.0886071,0.9994241,0.87820286,1.0993308,1.1278651,0.6057766,1.180809,1.0464721,1.010177,1.0180391,1.0420089,1.0553317,1.050882,1.0468922,1.0938833,1.2651937,1.0658611,1.2329102,1.171096,0.8143891,1.0098592,1.0271553,1.1030028,0.958225,0.93576247,1.1253033,1.1435494,0.9051208,0.92452306,0.9449574,1.1980604,0.8377827,0.7192056,1.1541511,1.1451536,1.047131,0.77281123,1.1029518,0.89386255,0.95869565,0.9935391,1.1033751,1.0847547,1.0821421,0.8218943,0.6743338,1.1397091,0.87969446,0.9499821,1.0314276,1.0107458,1.1342471,0.7380774,1.1364726,0.8411624,1.035184,1.2082398,1.2818334,0.9236185,1.0517018,0.5589272,0.8033925,1.0715404,0.9117367,1.1829518,1.0602874
can,1.0913178,1.0104728,1.0904188,1.1061165,0.93971705,1.0989684,0.99194306,0.5668764,0.8127346,0.9657697,1.1485659,0.9487479,1.056111,1.0213457,0.9799035,1.054985,0.81776285,0.48213375,0.7913429,0.7223843,1.2302425,0.06969941,0.0,1.0174237,1.2483693,0.83045506,0.95746934,0.9075182,1.0582354,0.9481752,0.98540115,1.1482266,0.8736819,1.2361933,1.1771859,0.7764666,0.5784543,1.0420324,1.1430684,0.93194246,0.9328822,0.79785913,0.90002036,1.0591373,1.0344831,1.1157475,1.2471815,1.1504567,0.9307813,1.0274353,1.0546453,0.8048802,1.3252103,1.1702541,0.89394844,1.1296555,0.9135425,1.0825958,1.0819622,0.946665,1.0605824,1.074241,0.64118975,1.0662282,1.0860456,0.9260073,1.0140123,1.092529,1.0239594,1.0406393,1.081044,1.1162124,1.293603,1.0455335,1.2443589,1.1990988,0.7229698,1.0327444,1.0227621,1.0012662,0.90772676,0.95827913,1.1859329,1.1926205,0.9492376,0.9859636,0.87271535,1.2258842,0.91071546,0.7656232,1.1233995,1.1492932,1.1282885,0.773688,1.1060363,0.79461026,0.9635851,1.0984538,1.098316,1.131265,1.0354602,0.8630923,0.6308925,1.1797668,0.98027456,0.9315082,1.0018346,1.0603476,1.2012028,0.74928415,1.076878,0.82455903,1.0428576,1.2179023,1.3102816,1.0114323,1.0332124,0.67948824,0.8311122,1.0522245,0.85203505,1.1935868,1.0297705
car,1.1442294,0.98116434,0.9587753,1.3749263,1.0235862,0.71180695,0.86883014,0.7323347,1.23966,1.2581091,0.8569281,1.3174193,1.3927808,0.89571255,1.3327819,1.0815581,1.0099812,0.7240051,0.6678591,0.9064641,0.73527217,0.9742713,1.0174237,0.0,0.83826435,0.9641866,0.7595227,1.0210928,1.2319323,1.1203617,1.2105906,0.9197254,1.2259477,0.8993647,0.69954026,1.1818149,0.7784874,0.8545649,0.7264553,0.770663,1.1505587,0.8752354,1.1491455,1.0089474,1.1465855,1.2171828,1.083181,0.91127956,0.7947205,0.901688,0.7395953,1.0538441,0.82764447,1.1887063,0.8066916,1.2419616,1.1707069,1.3885188,0.63767993,0.738443,1.204833,1.2127167,1.03828,1.3082439,0.870278,1.2358655,0.89099246,1.2433906,1.1987299,1.3947698,0.8637999,1.2437284,0.7603652,1.0192046,0.7412502,1.118749,1.1422986,0.7935926,1.3193214,1.296767,1.2391293,0.96497023,0.7652278,0.78787494,1.059784,0.8748646,0.67384005,0.6872063,0.75392,0.8633207,1.1294376,1.1240048,0.9455878,0.75253296,0.4024986,1.1818659,0.8068558,0.80269945,1.3386201,0.79292434,1.3044406,0.8735671,1.0548891,0.7279476,0.762113,1.0365913,1.1607877,0.84186363,0.7335962,0.86161304,1.2771411,1.266438,0.56055903,0.97811383,0.78872544,1.0628271,1.0503799,0.59843004,0.9455969,0.9029746,1.1031692,0.74438,1.1139827
cat,0.94141674,0.9861712,1.1389493,1.2279676,1.2257377,0.8376825,1.0846902,1.1046464,1.1606771,1.067999,0.76637137,1.1424232,1.246727,0.44163805,1.0905569,1.0076311,1.2909657,1.0291746,1.0053743,1.234573,0.9103442,1.2897954,1.2483693,0.83826435,0.0,1.0392444,1.0441955,1.0385393,0.9029906,1.1108782,1.1159768,1.0272384,1.0868803,0.9949394,0.8153786,1.210305,1.0413667,0.77910906,0.17288995,0.8376218,1.0378134,1.1077702,1.1089119,1.1912302,0.6911484,1.0743835,0.9575347,0.6544939,1.0069119,1.0570996,0.9746042,1.1261264,0.783187,0.84486043,1.1315602,0.9526523,1.2032408,1.18486,0.8062436,0.86070454,1.0815508,0.8567041,1.2251763,0.95658255,1.0572611,1.2029605,1.0105281,1.2727273,1.1404682,1.2488885,1.0261848,1.1929058,0.7331234,1.0235645,0.7059499,1.1362388,1.2120241,0.4696414,1.1503844,1.0604217,1.2132388,1.1912665,0.8507397,0.8479738,1.0391912,0.9697191,0.8822244,0.7725249,0.96799415,1.1138151,0.71466005,1.0353265,0.97079515,0.9897721,0.91367877,1.0375369,0.6580304,0.98854196,1.0498652,0.9073646,1.1441263,1.1060022,1.1562042,0.772371,0.94214153,1.0758052,1.1329037,1.0301913,0.8347757,1.0835038,0.99175173,1.2074234,0.8840796,0.8519004,0.77984405,1.2122846,1.0445006,1.084188,1.1637706,0.92279387,1.122235,0.7725605,0.96788716
chair,1.1318462,0.99291587,1.3056393,1.161375,1.1727339,0.89447117,1.0400238,0.6895492,0.9006314,0.8508605,0.90561444,0.73533845,1.1967866,1.0991894,1.04538,1.0685863,0.87121946,0.9047309,0.8050995,0.7636603,1.0496984,0.8828518,0.83045506,0.9641866,1.0392444,0.0,0.8355527,0.80624676,0.9646835,0.7363914,0.8500413,0.8766443,0.7429263,0.9799745,0.98882616,0.63859355,0.7770225,0.9230399,1.0013787,1.0596869,0.5552073,0.49387848,1.0646143,1.2090323,1.033905,1.1546826,1.1173527,1.1372836,0.9011899,0.9445911,1.352302,0.9027143,1.1547284,1.1141453,1.1853755,1.168109,1.2181516,1.2217366,0.9485954,0.9897638,0.938142,1.0919373,0.9266728,1.0985689,0.8343524,0.7993367,0.5734378,1.3148655,1.2122941,1.1381078,1.0895878,1.229781,1.1401105,0.827171,1.0425615,1.3409578,0.703169,1.0871887,1.0678884,1.0013452,1.0109173,1.2501886,0.9300327,0.9493017,1.2327595,1.2199103,0.81920683,0.904055,0.81913173,0.8597497,1.0757619,1.2287146,1.2575018,0.8919441,1.0362382,0.5794895,0.7858871,1.0928847,1.1691146,1.1034353,1.1353083,0.8405423,0.85602057,1.0069274,1.0544552,0.86696404,1.1927512,0.9521553,1.0088004,0.8295301,0.9801556,0.95008653,0.993133,1.0624635,1.0960249,1.169686,0.83830416,1.0752033,0.8314904,0.969712,0.5612082,0.97693014,0.81423223
clock,1.1143594,0.9002622,0.9634635,1.3214049,0.92748696,0.6985251,0.95672816,0.7280886,1.225605,1.2464955,0.96328807,1.2884455,1.3476424,0.9738432,1.3227502,1.2279842,1.032746,0.7063841,0.73312354,0.81722236,0.7106457,0.92294717,0.95746934,0.7595227,1.0441955,0.8355527,0.0,0.87849087,1.2737453,1.059084,1.1671422,0.66630334,1.3205727,0.7429192,0.7205384,1.1267289,0.7338453,0.80035186,0.88408786,0.87934875,0.9937174,0.6623727,1.1872883,0.91025984,1.1439179,1.2532538,1.1634126,1.1331888,0.69817567,0.83117324,1.0257759,1.0465957,1.0301194,1.3524599,0.881505,1.3339088,1.2189946,1.3357093,0.80829144,0.78908104,1.177501,1.2981427,0.8059698,1.3847384,0.75352,1.1067373,0.5251826,1.1711864,1.1638321,1.3765272,1.0502495,1.132741,0.90189904,1.0299895,0.76051486,1.1961935,1.085491,0.7803358,1.3125,1.3494384,1.2215449,1.0323269,0.7224431,0.756424,1.1063603,1.0483912,0.85782105,0.81555533,0.6385403,0.92116183,1.128978,1.1659607,1.0132174,0.7687655,0.76852524,1.102569,0.6391727,0.79148626,1.3983088,0.84553576,1.2595086,0.4240173,1.1041162,0.8735119,0.87115633,0.85163,1.1402915,0.7244773,0.7393504,0.8915429,1.3310165,1.2710664,0.65320253,1.010811,0.9177908,1.0144273,1.057264,0.6804476,0.9822154,1.0345638,0.8070895,0.62188065,1.1676031
closet,0.9326838,0.9402963,1.1404736,1.0477283,1.1245682,1.0129365,1.0980109,0.98956245,1.1340232,0.9840154,0.9527286,0.93511945,1.0894692,0.9908343,0.983599,1.1742367,1.0588788,0.9457433,1.1384193,1.1293881,1.1564077,0.9286759,0.9075182,1.0210928,1.0385393,0.80624676,0.87849087,0.0,0.9609666,0.94114286,1.1013114,1.1032877,0.87008536,1.122618,1.0853784,0.9457289,1.0330262,0.910028,0.98522806,0.88089967,0.7488382,0.7148202,0.94391394,1.1416233,1.0299159,1.0392549,0.93980765,1.0321319,1.0185874,1.0133388,0.9660888,0.99815667,1.0295993,0.9353427,1.1215565,1.095688,1.1424547,1.0030773,1.0738868,1.0741147,0.95534027,0.9986685,0.9326767,0.9390063,1.0211996,0.80639327,0.9407486,1.1480534,1.1707306,0.9223021,1.0196208,1.0273345,1.1090415,0.8342294,1.0225146,1.0557178,0.9214943,0.98468536,1.0352582,0.8854599,1.1616805,1.0672975,1.0421984,1.0396909,0.9672517,1.0466634,1.0333954,0.98453,0.94333935,1.1505985,1.0774295,1.0075419,1.0700709,0.83653986,1.020658,0.952581,0.6916317,1.0686618,1.0498661,1.0272001,0.98713684,0.97671866,1.121657,1.0197301,1.1383352,0.940501,1.1242462,1.0398376,1.052588,0.9487481,1.0556526,1.0666932,1.1002845,0.94586885,1.0095929,1.0652515,0.82091266,1.0637712,1.0274698,0.8566809,0.72092223,0.99095124,0.8679217
coat,0.8438822,0.9969671,1.3784631,0.77605975,1.2916843,1.1867968,1.1771723,1.2710266,0.7798292,0.6346158,0.9685367,0.5455271,0.7558608,0.98172796,0.62157804,0.8148447,1.2298548,1.260231,1.4209695,1.2312906,1.4092418,1.1171578,1.0582354,1.2319323,0.9029906,0.9646835,1.2737453,0.9609666,0.0,0.7760698,0.95010924,1.1846702,0.57574964,1.2512122,1.2670727,0.77859116,1.2559254,1.0540898,1.1398773,1.2239591,0.64917654,1.1354709,0.8902195,1.3404298,0.67258596,0.93696284,1.1019068,0.96067995,1.2311844,1.2885158,1.1817217,1.1319453,1.077175,0.6392716,1.3990712,0.7874956,0.93676054,0.9060429,1.2380126,1.2375522,0.85210323,0.58033615,1.2127123,0.4978084,1.3090335,0.7190695,1.2024684,1.1257625,1.0010995,0.6555525,0.9373772,0.9436177,1.2008308,0.90983176,1.1833553,1.0370125,0.85596466,1.1271572,0.6032814,0.48194468,0.85381925,1.0759574,1.213735,1.2077692,1.0875111,1.1192887,1.176077,1.2249833,1.2181398,1.3597863,0.5299372,1.0514128,1.2654622,1.0406107,1.2245802,0.6109443,0.9830566,1.3070385,0.513749,1.1393607,0.6084588,1.2511092,1.0917559,1.2211212,1.2652582,1.0942883,1.0395828,1.3687247,1.2638617,1.0664732,0.5018076,0.8031565,1.4048557,1.0987688,1.2239618,1.1625483,0.8389927,1.4605281,1.289279,0.89706826,0.8323117,1.248479,0.73084724
coffee,0.9532478,1.1358539,1.226757,0.85943377,1.0822928,1.1732981,1.1253705,1.0603449,0.55267346,0.58951664,1.0583806,0.30712116,0.93232036,1.080481,0.6783287,0.737357,0.99564874,1.2359784,1.1062907,0.88278776,1.3111689,1.0873302,0.9481752,1.1203617,1.1108782,0.7363914,1.059084,0.94114286,0.7760698,0.0,0.7981523,1.1490203,0.6078541,1.2117467,1.269959,0.63593054,1.1827784,1.1840279,1.1827347,1.3113323,0.63693947,0.7459042,1.0242281,1.1365414,0.94267726,0.9869609,1.2140417,0.94428605,1.1921978,1.1275057,1.2401462,0.99206436,1.233488,1.0457549,1.3058918,0.90229446,0.92267823,1.0331764,1.2996058,1.2700268,0.6946201,0.8547338,0.98561335,0.6896792,1.0526171,0.52490664,0.93066895,1.029616,0.8966594,0.881311,1.0615382,0.9822335,1.2602606,1.0785222,1.2612457,1.0520034,0.6636814,1.1816083,0.89238966,0.7800164,0.8054034,1.0260965,1.2716446,1.290343,1.1083845,1.1774207,1.1028081,1.1483171,1.1837232,1.1271172,0.96332425,1.0599426,1.2794824,1.0692108,1.1231768,0.6352238,1.0907379,1.3319609,0.8764447,1.2215657,0.91653603,1.0685409,0.8420891,1.3198712,1.2266406,1.1362536,0.90325266,1.2073212,1.2294581,1.0729134,0.7733238,0.6533197,1.1702461,1.294471,1.271409,1.1837802,1.0612253,1.2895216,1.0712442,0.89610076,0.76283026,1.3206722,0.7493118
comb,0.7190685,1.1491942,1.2185787,0.7071709,1.0815141,1.2524247,1.1271249,0.99852335,0.5999886,0.6946927,1.108901,0.71752656,0.8388196,1.1329792,0.7006003,0.641632,0.787161,1.2466184,1.1586831,0.7273326,1.3183223,1.0306005,0.98540115,1.2105906,1.1159768,0.8500413,1.1671422,1.1013114,0.95010924,0.7981523,0.0,1.0269105,0.8553965,1.1283096,1.1895047,0.6749089,1.1812057,1.1965162,1.242597,1.3322892,0.8421618,0.96559393,1.0254897,1.0876063,0.88628864,0.84217334,1.1611923,0.9698219,1.1846405,1.0873358,1.2029332,1.0089931,1.1558843,1.1293771,1.2050384,0.8116622,0.78972304,0.90537775,1.2734292,1.1944747,0.7284655,0.89117765,1.0785837,0.88682353,1.0575905,0.8560451,0.89311343,1.0649575,0.87683845,0.87774915,0.99312645,0.95911837,1.2123733,1.1714638,1.2788463,1.1369005,0.7977948,1.2343833,0.7804589,0.9595269,0.6447066,0.9453912,1.1545271,1.1944635,1.1602365,1.1187199,1.1373088,1.2604886,1.205307,1.1238352,0.8862814,1.1508957,1.3075397,1.0877808,1.1304834,0.72801626,1.3236982,1.1895299,0.7833431,1.3148829,0.9006302,1.1036568,0.87687516,1.3081715,1.1605666,1.043048,0.9300114,1.167249,1.2314718,1.1021323,0.82118106,0.75284314,1.1956819,1.2398654,1.2064329,0.9652803,1.1647327,1.2733097,1.021531,1.0001924,0.89095646,1.2116613,0.87631625
corn,1.2039932,0.8725474,0.9457623,1.2794627,0.95476925,0.80556965,0.9626483,0.76042026,1.237951,1.262596,1.1478246,1.2724321,1.2303443,1.1168934,1.3038138,1.253314,0.9840041,0.8315278,0.71824014,0.9188037,0.45026922,1.0773939,1.1482266,0.9197254,1.0272384,0.8766443,0.66630334,1.1032877,1.1846702,1.1490203,1.0269105,0.0,1.2892609,0.22877014,0.70332444,1.1453717,0.8265617,0.9971784,0.8867255,0.9791493,1.1526309,0.92540115,1.1763948,0.86452556,1.1028882,1.1988566,1.010256,1.1289968,0.7795387,0.8341697,1.1279278,1.032288,1.0553068,1.2836605,0.85756534,1.1753852,1.113453,1.183615,0.7432122,0.77176845,1.0496894,1.3345962,0.98682064,1.4066372,0.75537443,1.1773055,0.7522357,1.0873921,1.0546468,1.2935449,1.1829379,1.169138,0.8622662,0.85598344,0.8719176,1.1958605,1.1353034,0.8330723,1.2352642,1.4027455,1.2053654,0.9999584,0.6950444,0.7150348,1.0195407,1.0430926,0.8842078,0.773542,0.7525826,0.8522982,1.1564815,1.1852282,0.91190434,1.0561227,0.8861957,1.1528728,0.9896278,0.77807784,1.3666964,0.8874488,1.2633047,0.56376195,1.0891169,0.8489336,0.7702575,0.76244664,1.0487951,0.7338828,0.6818466,1.071129,1.3374774,1.2156303,0.8017422,0.8715714,0.8030728,0.81164277,0.9105125,0.79753405,0.85065365,1.0576879,1.0076697,0.8166987,1.1664585
couch,0.852519,1.0156562,1.361275,0.6628175,1.1969693,1.2973894,1.1949251,1.1104231,0.66014516,0.44907916,1.0756354,0.22527117,0.7463847,1.0901504,0.4532808,0.80933523,0.9595612,1.2791859,1.389665,1.0418795,1.4870479,0.99065226,0.8736819,1.2259477,1.0868803,0.7429263,1.3205727,0.87008536,0.57574964,0.6078541,0.8553965,1.2892609,0.0,1.3074875,1.3852727,0.59825355,1.2989578,1.2228094,1.219418,1.1705288,0.64540744,1.0326414,0.8439778,1.3023456,0.74476284,0.83300245,1.1577438,1.0533208,1.2727779,1.3180873,1.2466085,1.0210946,1.2304362,0.75598097,1.3638308,0.76963025,0.8398766,0.814051,1.3276069,1.2646879,0.857937,0.6257697,1.1211991,0.44394362,1.3343642,0.58464855,1.1738687,1.0874958,0.9926758,0.6477638,0.98103136,0.9495903,1.3414941,0.98479563,1.3927542,1.1164857,0.73579705,1.2297217,0.62576205,0.5324663,0.7154207,1.0099013,1.365519,1.36165,1.1034465,1.1139765,1.0160706,1.2861817,1.2453996,1.2708135,0.81069505,1.0657109,1.2590456,1.0374806,1.2362483,0.61564636,1.1219393,1.4165461,0.6497692,1.1638908,0.65416247,1.2993143,0.97172034,1.2885431,1.3854266,0.9780901,1.017167,1.4346893,1.3579228,0.860901,0.5445064,0.60358214,1.4589049,1.1775668,1.3155944,1.195864,0.9346076,1.3735486,1.1168034,0.9161522,0.80641973,1.36848,0.67567074
cracker,1.190631,0.94304305,0.8886483,1.2504413,0.99382126,0.7673485,0.92711043,0.830431,1.3533771,1.338738,1.0358207,1.2991017,1.2110659,1.0944959,1.3381879,1.3203624,1.0454777,0.8599641,0.7328688,1.0257154,0.27153087,1.1529899,1.2361933,0.8993647,0.9949394,0.9799745,0.7429192,1.122618,1.2512122,1.2117467,1.1283096,0.22877014,1.3074875,0.0,0.63529366,1.2743511,0.820262,0.8939594,0.86095715,0.9385014,1.2728627,1.0188452,1.1819562,0.8656872,1.1367503,1.251159,0.8625205,1.0380764,0.81400204,0.7926235,0.98689836,1.0413394,0.9121716,1.1820644,0.7434199,1.2619231,1.0971627,1.07634,0.72012013,0.8104306,1.0428711,1.3907851,0.97232646,1.3915243,0.7229857,1.2989242,0.8879368,1.022201,1.0362095,1.2674251,1.1234738,1.1250273,0.73026234,0.90271074,0.7670319,1.0534998,1.1581167,0.8668265,1.2996656,1.3819723,1.23151,0.9974158,0.650992,0.6290982,0.96134776,1.0297116,0.9087473,0.49898553,0.79934967,0.82064474,1.1085944,1.0740459,0.8496425,1.1437737,0.81245637,1.2911468,1.0133008,0.7059923,1.3958124,0.7722372,1.2756798,0.6556919,1.1454657,0.7367567,0.76925266,0.8954944,1.0334697,0.69256955,0.62587917,1.1405425,1.3124142,1.2774763,0.76117766,0.8097164,0.6890662,0.80976194,0.95252895,0.7826544,0.8832934,1.1387185,1.1681807,0.7350594,1.2873782
crayon,1.3091364,0.8771502,0.86308086,1.4483927,1.0802028,0.28936946,0.8878057,0.9502955,1.451709,1.4757143,0.56333846,1.4471843,1.4541653,1.0635841,1.485928,1.366248,1.139673,0.42370534,0.62743235,1.1229575,0.51963955,1.1113573,1.1771859,0.69954026,0.8153786,0.98882616,0.7205384,1.0853784,1.2670727,1.269959,1.1895047,0.70332444,1.3852727,0.63529366,0.0,1.3738256,0.45936155,0.9114169,0.80614436,0.89614946,1.2749226,0.9726607,1.2649189,0.98019487,1.1297938,1.2361935,0.7341324,0.5875458,0.87987274,0.8966328,0.85639524,1.1464612,0.5870328,1.0094854,0.7209188,1.3441043,1.3412597,1.332845,0.4032755,0.8646047,1.224317,1.3084009,1.106827,1.3690109,0.84526455,1.353931,0.88386214,1.2191234,1.2980525,1.3560781,0.9861522,1.1993735,0.18515319,0.8604273,0.38804537,0.94391626,1.3149064,0.82072794,1.4065423,1.3195552,1.3665881,1.2317787,0.09368336,0.09667194,1.0458666,1.0202326,0.74656177,0.4472319,0.82192457,0.8572618,1.1746817,1.0242819,0.93476593,1.0952743,0.82035404,1.288471,0.92333716,0.6957494,1.418489,0.5674609,1.2959241,0.7456047,1.2031432,0.26233935,0.6770577,0.95086783,1.247872,0.7219561,0.19675303,1.210222,1.3161223,1.3911337,0.45723718,0.6787448,0.29054284,0.8640325,0.930042,0.6178324,0.98532516,1.146077,1.1168318,0.38208407,1.322869
crib,0.76757467,1.3113444,1.4376544,0.7253618,1.2164317,1.3642428,1.2047231,0.8441055,0.38852322,0.28259706,1.2605014,0.4265265,0.84128994,1.0783967,0.47493988,0.50930816,0.83836997,1.2241963,1.2808421,0.6809751,1.4535456,0.8667454,0.7764666,1.1818149,1.210305,0.63859355,1.1267289,0.9457289,0.77859116,0.63593054,0.6749089,1.1453717,0.59825355,1.2743511,1.3738256,0.0,1.222246,1.2422204,1.2441145,1.2101943,0.4856047,0.9226096,0.7273485,1.3286343,0.9878286,0.9094452,1.3604865,1.0847657,1.0936407,1.2309873,1.2002461,1.0140523,1.348467,1.0955888,1.2893503,0.80239624,0.79425776,0.96015614,1.3745433,1.1092811,0.80863595,0.78225183,1.1799493,0.74975723,1.1745965,0.27922368,0.9123552,1.1577183,0.9070935,0.7573745,0.8522681,1.0400963,1.4130921,1.1585197,1.5225072,1.2475529,0.6461282,1.2590564,0.72644746,0.8702892,0.5542484,0.8856433,1.3784492,1.3996233,1.139747,1.1376982,1.0197164,1.3889216,1.0695481,1.1827374,0.90515554,1.3076924,1.4340997,0.91977125,1.2212782,0.37635112,1.1629728,1.2873743,0.7597692,1.3350308,0.8422806,1.1389928,0.8687001,1.5144093,1.3159878,1.2614746,0.93585104,1.3416871,1.3753777,0.7291481,0.77323973,0.5041357,1.4159625,1.4648409,1.4187882,1.0253584,1.1059332,1.293653,1.1251512,0.8884387,0.5586498,1.4751043,0.5688725
