,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,cloud,coat,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
jacket,1.086461,1.1433499,1.2297738,0.7680914,1.1915547,1.3038993,1.3183467,1.263109,0.8309928,0.6216953,1.2661867,0.83464706,0.6164037,1.266556,0.6213467,0.77788824,1.1687483,1.3441118,1.1811459,1.0135038,1.2939866,0.96026206,1.1318456,1.1438704,1.0343146,0.86411685,0.9829224,1.2600335,0.84926957,1.0533243,0.32699353,1.0874264,1.3122882,1.074721,0.949047,1.2445768,1.3723321,0.80136406,1.4310546,0.91160524,0.9102986,0.8897075,1.2286315,0.52906406,0.9646224,1.3966867,0.87752914,0.8042008,1.160244,0.8582032,1.3151406,1.1922694,1.2572364,1.1672655,1.2055476,0.895913,1.2586119,1.2374184,0.61384004,0.95963657,0.7312239,1.1572485,0.86654013,1.3896089,0.79848564,1.008463,0.96990657,0.0,0.49103498,1.1846685,1.1712109,1.3592187,1.0882179,0.9650643,0.895601,0.954526,1.2152029,1.2258648,1.3258389,1.2400577,1.3064888,1.2918434,0.86425054,0.90131,0.44949657,0.60414135,0.82063997,1.2543801,1.089448,1.1186829,1.1404204,1.0805568,1.1452096,1.0505213,1.2966241,1.0894303,1.3607675,0.8360806,0.9687828,1.0831493,0.9008173,0.74422705,0.5765419,0.9024428,0.8422759,1.0929431,0.8263141,1.3460703,0.6905815,1.3445963,0.81081504,1.2607821,1.1333597,1.1496834,0.73155624,1.1275533,1.2657104,0.688826,0.17085028,0.7941142,0.6805068,1.4069501,1.2293856,1.2812259,0.9624071,1.2938806,1.0640073,0.9498919,0.8263975,1.1547406,0.9639823,1.1644757,1.4074194,0.86472166
jeans,1.1114737,1.046811,1.3030155,0.6515632,1.211612,1.3894832,1.2453107,1.2197906,0.7180818,0.36478257,1.3033487,0.8011941,0.6223614,1.4162792,0.4607929,0.78293765,1.1458942,1.4433372,0.99688876,0.97322226,1.1622939,1.1502727,1.169831,1.2556337,1.1939087,0.82121176,0.7550152,1.3373976,0.85318655,1.0469394,0.53078204,1.1321635,1.2340659,1.0592669,0.6365967,1.0232967,1.4670957,0.7509296,1.4932106,1.0234756,1.0997275,0.9777669,1.2151682,0.6758623,0.9782823,1.2344615,0.90901625,0.7691217,1.0558237,0.94230247,1.4255803,1.3917222,1.1025548,1.1973214,1.3140099,0.8789251,1.294722,1.3218074,0.77270204,0.8573533,0.8406761,1.1494577,0.7710054,1.406066,0.71637475,1.0383179,0.9958492,0.49103498,0.0,1.2329068,1.1814486,1.5287313,0.9688907,0.94605476,0.7423375,1.0547786,1.1409394,1.1961795,1.262774,1.2392353,1.3230963,1.241694,0.6930434,1.1403087,0.46587932,0.43966222,0.668102,1.4103172,1.1544496,0.9804111,1.0443354,0.8336494,1.2912536,0.84874505,1.3891273,1.1541743,1.4332848,0.7451955,1.1482149,0.95143425,0.9142143,0.6198912,0.5257074,0.72931105,0.61224025,1.2593207,0.8209266,1.3300904,0.72687256,1.2977625,0.7267695,1.2969772,0.9792862,1.1862179,0.77068603,1.2660456,1.2978194,0.891055,0.4527666,0.9034578,0.60254884,1.4431977,1.0973241,1.3345344,0.934855,1.2740825,1.0959839,0.84450674,0.97984564,1.2741444,1.1305796,1.1870637,1.3911862,0.9793215
knife,0.8935939,0.97381616,1.0091228,1.153329,1.0188327,0.894354,0.8238722,0.93386626,1.0083587,1.2239461,0.83290935,1.115802,1.2684562,0.66136336,1.2776859,1.127066,0.9026517,0.8269095,1.0478582,1.065322,0.96169597,1.0466799,1.0176722,0.9281975,0.987699,1.0282112,1.2413704,0.8168067,1.0311015,1.039334,1.2368462,0.889076,1.0039972,1.1698229,1.2264209,1.0616132,0.5595602,1.3128774,0.83183604,1.046859,1.0291463,1.0898203,0.8740529,1.2522109,1.0745151,0.9319497,1.1142132,1.0906734,0.85831416,1.1316241,0.7367724,1.0006425,0.889366,0.5594046,0.71060765,1.1519141,0.77208525,0.87107563,1.217781,1.0257539,1.1469543,1.1211561,0.9885001,0.77157897,1.1569597,0.9772491,0.77758443,1.1846685,1.2329068,0.0,0.9079039,0.7522236,1.0205332,1.2126172,1.1066785,0.9792851,0.9042985,1.1890353,0.8991827,0.9392956,0.8511287,1.0782969,1.218363,0.98991156,1.2540178,1.2448581,1.2011685,0.3711685,0.58413714,0.9488427,1.1112596,1.0286858,0.93700784,1.1141492,1.0354806,0.9485974,0.7246506,1.1590128,1.0242664,1.0159341,1.1496851,0.92251605,1.2610941,0.8856944,1.1782448,0.6547971,0.90022147,0.84087425,1.0776982,0.74259216,1.1179566,0.72725105,0.97347426,0.49587345,0.9481776,0.7084447,1.0053071,1.0960748,1.310872,1.1487259,1.2226307,0.860242,0.88648516,0.8478604,0.7172659,0.96037465,1.0331074,0.92932177,1.1319702,0.9740595,1.0730294,0.70524764,0.74278045,1.1209606
ladder,1.1640059,0.9751556,1.1248237,1.1787456,1.0944784,1.0529552,0.98642236,0.6010834,0.9251703,1.1280202,0.85714066,0.80389374,1.1749332,0.8315046,1.1278154,1.1048133,0.8026442,0.7131765,1.103179,0.9372935,1.2933346,0.77276343,0.7524596,0.42196262,0.8707845,1.0427729,0.73510593,0.7545099,0.9599414,1.0579984,1.1428164,0.8348693,1.1324906,1.0533936,0.9104817,1.3205131,0.8957522,0.59476393,0.8093931,0.9531074,1.0487312,0.69269127,0.70657504,1.0875787,1.1542094,1.1687825,0.94433296,1.2047231,1.258744,0.8863126,0.84123194,0.70901865,1.1743046,0.8870998,0.95474696,1.1166116,1.1228691,0.7832675,1.194045,1.2404441,1.157644,1.1597061,1.2916818,0.9705565,1.1075534,0.9998836,0.8710622,1.1712109,1.1814486,0.9079039,0.0,0.7205266,1.147167,0.9879188,1.2922447,0.71357316,1.028275,1.2364581,1.2647431,0.7585418,1.0784308,1.1629779,0.9568129,0.9711531,1.1286244,1.1096987,1.1597219,0.84623736,0.94362277,1.1456187,0.98574466,1.2868181,0.7207382,1.164484,1.00151,0.8169715,0.76518816,0.8450042,0.953632,1.1626287,0.9554334,1.1253203,1.1168288,1.0086411,1.0757735,0.7362606,0.8394411,0.7394428,1.0762132,0.98306143,1.1437725,1.1667688,0.9784547,1.0051274,1.1335319,0.83734906,1.1888576,0.7330658,1.164376,1.0008233,0.9796261,0.8999226,1.1775405,1.0875674,1.1154422,0.7589808,1.0863084,1.0835364,1.0059725,0.5986744,0.77422833,0.53497636,1.0184947,0.79442734
lamp,1.0694532,0.8831259,0.57178015,1.4336554,0.80608106,0.5018265,0.7145862,0.89888525,1.4130607,1.4641609,0.5513289,1.324657,1.4438004,0.38627297,1.489178,1.4428977,0.82834363,0.32795548,1.1515338,1.107724,1.0733575,0.90131176,0.9397452,0.64198714,0.8018134,1.144528,1.2657993,0.5807014,1.1029537,1.0105036,1.4328723,1.013735,0.9030343,1.1674932,1.351784,1.2351713,0.3468213,1.3911343,0.32135743,0.8293818,0.93138856,1.0219845,0.9709142,1.2871963,1.0139853,0.7684461,0.7909221,1.1686714,0.95806974,1.1832224,0.4105332,0.5183039,0.8370815,0.9151231,0.73315716,1.2594637,0.5331371,0.42897952,1.3030479,1.2140398,1.2697407,0.8686412,1.3149812,0.45277023,1.3435899,0.9367625,1.0863771,1.3592187,1.5287313,0.7522236,0.7205266,0.0,1.236888,1.1813138,1.453129,0.84177345,0.8991783,0.9803399,0.65873915,0.6950006,0.4900694,0.7513254,1.3825517,0.8840154,1.4561589,1.3391395,1.4350874,0.47794014,0.9682978,1.1177497,1.0273452,1.3285434,0.6568018,1.3073182,0.549441,0.6656701,0.34949708,1.291874,0.85996544,1.2583135,1.1556399,1.457298,1.4381354,1.0738399,1.2488787,0.78460705,1.1254499,0.6699517,1.4018042,0.39058816,1.132993,0.48582846,0.9678973,0.97495437,1.3388155,0.5341035,0.72859097,1.0303937,1.4975433,1.2571294,1.4625981,0.4107678,0.80975443,0.5456145,1.1378524,0.6967447,1.0469463,1.3071439,1.1094577,0.60856056,0.92400503,0.8010918,0.40504348,1.0983624
melon,0.9752096,1.1299579,1.0784205,1.0165849,0.84486675,1.0448954,0.7287966,1.035079,1.0862707,1.098374,1.1815164,0.99986154,0.99950814,1.0849999,1.0008588,0.89092886,0.86753184,1.1266729,0.8643348,0.9527726,0.8346012,1.0049921,0.9332721,1.1653552,1.0332006,1.1984787,1.0947394,1.0487654,1.0118078,1.0297555,1.1723464,1.067025,0.79160094,0.9718644,1.1336414,0.77318156,1.1535193,0.99044377,1.1775107,1.086063,0.963379,1.1453822,1.0424279,1.1173441,0.96919435,1.0315552,1.1623712,1.0104425,1.0875552,1.0362314,0.9987086,0.9010291,1.1562327,0.89376616,0.90715724,0.86561185,1.1895481,1.0679134,1.0554925,0.7081721,1.024433,1.0078745,0.97368664,1.1388259,1.0184916,1.0029131,1.0406308,1.0882179,0.9688907,1.0205332,1.147167,1.236888,0.0,0.9844568,0.7775114,1.0024481,1.1219912,0.8720764,1.0595325,1.1009105,1.197999,0.78888834,1.0256308,0.93948287,1.1027192,1.1746081,0.8267506,1.1802332,0.98431766,0.9678111,1.0767589,0.8695912,0.97527146,0.9037873,0.8321377,1.0302794,1.1701684,1.0912029,0.89860266,0.6128255,0.9996828,0.91130984,1.0764573,0.8103764,1.1170043,0.9482049,1.1302845,1.2354797,0.92006105,1.0932645,1.117975,1.0726699,1.1210518,0.8984326,0.9846354,1.143518,1.090352,1.0192369,1.0695246,0.98204446,1.0352175,1.1795429,1.0685141,1.1788431,0.9405058,1.120597,0.7829089,0.83418167,0.8960636,1.0803928,0.99103725,1.1489682,1.1805849,1.0567437
milk,0.92593193,1.1280209,1.1130153,0.88998413,1.07027,1.1784469,1.0651917,0.8899391,0.8421143,0.9539862,1.2198384,1.0080367,0.80649734,1.279908,0.94903886,0.9743174,0.8952091,1.0910566,0.94458556,0.7881811,1.0506762,1.0795337,1.0112715,1.0827259,1.0705849,1.0501945,0.89980185,1.0940051,0.9776572,1.0929453,0.8449922,1.061868,1.1262684,0.89118737,0.8947965,1.0317147,1.2369866,0.7625603,1.1738831,1.0557238,0.9256272,0.8696594,1.0711561,0.8900993,1.0638695,1.161371,1.0781076,0.92640287,1.0359008,0.9216976,1.2857406,1.1373637,1.0838809,1.0040777,1.2005758,0.8192905,1.1333334,1.1653888,1.0023657,0.75127274,0.8439702,1.0389405,0.8941996,1.199066,0.9392626,0.9643228,1.0353647,0.9650643,0.94605476,1.2126172,0.9879188,1.1813138,0.9844568,0.0,0.9007828,1.0910417,1.0604244,0.9558941,1.1425557,1.005511,1.1882938,1.1324384,0.78017884,1.1152999,0.8956756,0.9522026,0.79123384,1.2123265,1.0026925,1.0181746,1.0971615,0.9587322,1.0480562,0.87808096,1.1786026,1.0284213,1.1701071,0.8293444,1.1188822,0.9781748,0.8128227,0.89744174,0.84531766,1.016443,1.036675,1.1258548,1.0057421,1.049797,0.9231289,1.2445471,1.0642554,1.1342531,1.1131538,0.98565644,0.9535229,1.2408497,1.0708997,0.9665413,0.86588204,0.9888646,0.8572546,1.1203924,1.0960965,1.1177002,0.80380934,0.9904498,1.0081248,0.92919123,1.0273205,1.1201595,0.995371,1.0196754,1.206248,0.9410355
mitten,0.937081,1.1372772,1.2515805,0.6585701,1.0642834,1.1774983,1.2005982,1.1810973,0.68559515,0.7609838,1.4319954,1.0412525,0.606848,1.3831445,0.79361975,0.9824169,1.2402093,1.437609,0.79639304,1.1319529,0.7896396,1.243626,1.2103109,1.3246465,1.3079357,0.821892,0.9158413,1.3413341,1.0168922,0.9931674,0.67804295,1.247786,1.1359044,0.91942906,0.7151257,0.7645421,1.4374532,0.8686215,1.424974,1.121134,0.9272852,0.92377186,1.1040579,0.8542808,0.9204284,1.0878241,1.0698225,0.8150406,0.7861736,0.9588688,1.4466038,1.3758423,0.83860826,1.0859357,1.2844176,0.8260884,1.2300372,1.2139902,1.0445566,0.708286,0.65453935,1.0042906,0.39892018,1.2771946,0.9944589,1.0429673,0.98277354,0.895601,0.7423375,1.1066785,1.2922447,1.453129,0.7775114,0.9007828,0.0,1.2328178,1.0649945,0.8442787,1.0795217,1.1602142,1.2214918,1.1036352,0.682712,1.2125014,0.729975,0.7129518,0.7494109,1.3466127,0.8826055,0.82508105,0.96695036,0.6297525,1.2797868,0.65769804,1.2865236,1.2965821,1.3574183,0.6748876,1.1463298,0.93996334,0.9049724,0.5933466,0.6008611,1.0586804,0.7643261,1.1856112,0.8979932,1.2758253,0.94591844,1.3300662,0.9898722,1.1616341,1.050207,0.9382745,0.811792,1.3779557,0.93507403,1.2240237,0.71693605,0.86484885,0.65805984,1.4064473,0.8995615,1.253221,0.7087563,1.1482188,1.0547162,0.826334,1.0213264,1.2746348,1.229406,1.1107435,1.2985477,0.96345127
motorcycle,1.1611105,0.86929995,1.0223949,1.1758887,0.8036815,1.1632029,1.0028844,0.9184447,1.1667541,0.9917844,0.9406325,0.81328773,1.1306473,0.7782181,1.0649905,0.912223,0.79791266,0.8185946,1.1960754,0.9588783,1.429772,0.72441256,0.74316454,0.7639364,0.3960842,1.0949956,0.91085815,0.97400737,0.95449704,1.0735388,1.1149542,0.9383703,1.1771526,1.1026056,1.1522145,1.4072181,1.0323689,0.94845676,0.98154813,0.58194304,0.83320487,1.0900971,1.1680444,1.052873,1.1578432,1.3386294,0.7756916,1.0876784,1.4250222,0.8433048,0.81326246,0.52755094,1.4358498,0.9573513,0.8143401,1.0263343,1.2070173,0.69651484,0.9317826,1.1283965,1.1573211,1.3075674,1.3501754,0.9954022,0.85262716,0.8118167,0.9311219,0.954526,1.0547786,0.9792851,0.71357316,0.84177345,1.0024481,1.0910417,1.2328178,0.0,1.2746878,1.2359914,1.2567995,1.0356262,1.2167096,1.0533857,1.1612062,0.7659414,1.1383113,1.1877266,1.0655661,0.88689715,0.7795143,1.2990093,1.211101,1.4088924,0.72542447,1.2577267,0.879478,0.8646071,1.0016922,1.1897765,0.75575215,1.1256194,0.9486968,0.9369591,1.1694295,0.7950824,1.1889209,0.72761035,1.0753412,1.0102785,0.8458141,0.90129733,0.9452893,1.1633052,0.9365714,1.0299951,0.88517964,0.86992276,1.1964275,0.35157585,1.0480287,0.93120015,1.048224,1.1348181,1.2744862,1.2834034,1.2499663,1.0882685,0.709867,1.2419676,0.89011854,0.65433717,0.42586356,0.88499933,1.0990242,0.9779819
mouth,0.91306424,0.9153286,0.9214402,1.0154319,1.1209639,0.74902415,1.0304669,0.86150986,1.1514623,1.1266975,0.7177026,1.1357014,1.1741331,0.9922566,1.1565382,1.1710873,1.1850349,0.9049818,1.0585445,0.98829365,0.7451742,1.2124923,1.1292496,0.95745414,1.1830543,0.99457157,1.0114634,0.9422653,1.1239685,1.0646429,1.1131579,0.99899095,0.90929186,1.0575441,0.8697331,0.78438246,0.7858576,1.2015684,0.7875949,1.295058,1.1039164,1.0678679,0.74246377,1.0592836,0.9402004,0.6510197,1.1124783,1.0053463,0.6023085,1.1693041,0.91512924,1.1158059,0.5245098,1.1038674,1.069399,1.1792095,0.6503038,1.0273527,1.2212993,1.0901302,1.0490755,0.78666705,0.88468236,0.75503284,1.1100067,1.1604309,1.1776457,1.2152029,1.1409394,0.9042985,1.028275,0.8991783,1.1219912,1.0604244,1.0649945,1.2746878,0.0,0.84315026,0.7075534,0.9216064,0.63456136,0.9726827,1.1081817,1.1506186,1.0104834,0.99243075,1.1548947,0.8851233,1.0830142,0.7979132,0.6449326,0.87942094,1.1270492,1.0564008,0.9599338,0.9664012,0.7480246,1.0591428,1.0984136,1.0834264,1.0517554,1.2834998,1.1427088,1.1644214,0.85980916,1.129308,1.140296,0.8457915,1.2210582,0.8233576,1.1779044,0.730879,0.88551086,1.1142023,1.24283,1.0098964,0.61823666,1.2604849,1.1828421,1.1051558,1.1781478,0.7279938,0.6659381,0.70623195,1.0318578,0.8779652,1.1730998,1.0381591,1.1736099,0.9589923,1.197113,1.0021518,0.6548455,1.0980312
muffin,0.8500551,0.94623566,0.86767,1.0474195,0.8894636,0.7006325,0.89352375,1.069257,1.1855743,1.2198683,1.1143734,1.284528,1.0405966,1.0385988,1.2290443,1.2358637,1.093237,1.1357343,0.97965586,1.1508151,0.43055665,1.1894532,1.2405322,1.2672095,1.1663696,1.0912611,1.1170248,1.0075134,1.2646816,1.0713742,1.1602592,1.0980337,0.6725421,0.7169881,1.0179621,0.5143294,1.0582365,1.175604,0.98684835,1.0402502,0.8312975,1.140838,0.893548,1.1373918,0.8666845,0.60380685,1.1052455,0.92243505,0.6562767,1.0581858,0.9814018,1.054641,0.68212384,1.1262189,0.9163859,0.9773632,0.7573939,1.0048895,1.1987125,0.83054596,0.9595206,0.53779864,0.78185296,0.9501972,1.2361851,1.0818721,1.1321802,1.2258648,1.1961795,1.1890353,1.2364581,0.9803399,0.8720764,0.9558941,0.8442787,1.2359914,0.84315026,0.0,0.6680446,0.9871714,0.77931756,0.7703241,1.0699801,0.94898564,1.2177011,1.1437042,1.1465716,1.1788988,1.0326234,0.7713539,0.8130437,0.61645746,1.0304269,1.0150329,0.74970955,1.1311344,0.97009706,1.1287818,0.8893489,0.80285835,1.007971,1.1758294,1.1750741,1.1835469,1.0668759,1.1144832,1.2041019,1.0961255,1.2581254,0.93008184,1.0890272,0.8732465,0.98224753,1.050165,1.1813477,1.173678,0.5992029,1.222995,1.180475,1.1279997,1.1597439,0.8097539,0.73210406,0.89643717,1.0161613,0.9363911,1.039754,1.0183724,1.209343,1.1526381,1.1981056,1.2562592,0.86349183,1.1270447
nail,0.91227305,0.7899134,0.51159155,1.1966985,0.7151916,0.4917621,0.76292187,1.1098518,1.3839788,1.2392966,0.7226572,1.4158295,1.291065,0.7905222,1.3395889,1.3623037,0.9924039,0.74124455,1.0769643,1.0812796,0.5769373,1.2920697,1.1888452,1.1750568,1.1281317,1.1404521,1.2088243,0.82303,1.2349676,1.0409384,1.2671548,1.0740472,0.6136265,1.0910512,1.1020367,0.64881027,0.4954033,1.5109732,0.63331187,1.145491,1.0338706,1.3266807,0.9810935,1.2453158,0.90210533,0.38246638,1.0343884,1.0748703,0.49441546,1.3307083,0.6686715,1.0198551,0.3963886,1.1198013,0.8358766,1.2064697,0.46664405,0.72026724,1.30231,0.95522046,1.1333764,0.5932834,0.91641676,0.52674675,1.2383926,1.0747399,1.2511132,1.3258389,1.262774,0.8991827,1.2647431,0.65873915,1.0595325,1.1425557,1.0795217,1.2567995,0.7075534,0.6680446,0.0,0.8090248,0.363981,0.5986322,1.308913,0.94603753,1.2025727,1.1752635,1.2563865,0.7640071,1.1501431,0.7583879,0.73734593,0.8190789,1.0108442,1.1438429,0.6484309,0.9576413,0.59323686,1.3689651,1.016317,1.1033624,1.2078402,1.3903469,1.2629514,1.2081101,1.0361097,1.1633998,1.2909137,0.8893172,1.3968168,0.4494754,1.1324683,0.4868129,0.81055653,1.0445198,1.3989832,0.913827,0.4370128,1.3393703,1.3384664,1.270148,1.3982835,0.52225274,0.47939295,0.48393226,0.99082184,0.7844261,1.0013173,1.1543975,1.320437,1.088554,1.3039308,1.2429883,0.4254284,1.2954847
napkin,0.8800809,0.7729545,1.0775023,1.1424572,0.9658125,0.84340096,0.9437224,0.71367997,1.138402,1.2994158,0.9037289,1.0394579,1.0561564,0.9040934,1.063881,1.2604259,0.7225416,0.7146456,1.0482078,0.91334015,0.92059964,0.979402,0.7730097,0.59169674,0.9919116,1.145368,0.82944345,0.8300065,1.0992901,0.97596604,1.1566507,0.9089103,0.9877098,1.1209297,0.86693776,1.0882514,0.7367607,1.1636597,0.7064239,1.0143843,1.0045829,1.0003673,0.6561178,1.0861188,1.0840383,0.8846989,0.9673215,1.3486837,0.8743135,1.1084111,0.8037336,0.9275787,0.76318526,0.9331503,0.89065814,1.2678192,0.95722246,0.6283704,1.3852301,1.0583801,1.188537,0.877108,1.1423333,0.75075406,1.3453892,1.0453683,1.1922746,1.2400577,1.2392353,0.9392956,0.7585418,0.6950006,1.1009105,1.005511,1.1602142,1.0356262,0.9216064,0.9871714,0.8090248,0.0,0.73679805,1.1164392,0.9841657,1.0125369,1.0776317,1.0395226,1.0271264,0.87821496,0.98040706,1.0446551,0.6932614,1.0777886,0.8787695,1.095431,0.9310594,0.77891445,0.6104904,1.0078152,1.0329367,1.1692128,0.87218815,1.2581723,1.0481132,1.0583646,0.7752768,0.83142835,1.1795158,0.6904221,1.2526217,0.7284473,1.2730354,0.8477563,0.658381,0.9365129,1.2059803,0.8844686,0.845335,1.0452299,1.2211633,1.2189195,1.2332633,0.7684176,0.77532923,0.83244467,0.9838683,0.080468714,1.240584,1.1599134,1.2314028,0.7869227,1.0332012,1.0035619,0.8260258,1.0412533
necklace,0.9590926,0.68777514,0.49932295,1.2607515,0.9544822,0.49094743,0.8697927,1.0478541,1.4513501,1.3693395,0.54265404,1.3741932,1.3134041,0.64685196,1.3522373,1.3771293,1.0314375,0.64021313,1.0986315,1.1607274,0.6385159,1.2096643,1.1549609,0.92308456,1.0900383,1.1556598,1.21198,0.8212587,1.1862473,1.1475588,1.287971,1.0184668,0.7466492,1.1237286,1.0866295,0.81122947,0.39166027,1.4887886,0.47155464,1.2140346,1.0537513,1.2485512,0.94230187,1.2794284,0.7924829,0.44494462,0.98741764,1.038471,0.45016122,1.3857809,0.5709856,0.9169566,0.35748094,1.0393564,0.84507066,1.3959188,0.26261473,0.60937274,1.3578917,1.1597776,1.1277839,0.620103,0.938308,0.3947417,1.291738,1.1651613,1.2241526,1.3064888,1.3230963,0.8511287,1.0784308,0.4900694,1.197999,1.1882938,1.2214918,1.2167096,0.63456136,0.77931756,0.363981,0.73679805,0.0,0.7273033,1.3343468,1.042582,1.2015634,1.1628816,1.4340378,0.5814909,1.1221957,0.8410407,0.59204066,0.90440154,0.9624974,1.1755154,0.6423979,0.83810997,0.5550181,1.3118508,1.0109622,1.2369182,1.0919456,1.5058446,1.2662643,1.1620654,0.88603985,1.1030847,1.2620335,0.83775365,1.4247754,0.27466375,1.2398676,0.4737668,0.68452215,1.0997283,1.3633283,0.80448824,0.45208716,1.2509202,1.3644781,1.3103429,1.5143179,0.44529557,0.3336941,0.46164334,1.1855912,0.73547035,1.1923646,1.3652636,1.2718487,1.0138153,1.2730546,1.066236,0.2908951,1.3369107
orange,1.0685427,0.99167705,0.3074875,1.2224574,0.6053297,0.45504582,0.64819646,1.1234181,1.430799,1.2792763,0.6080467,1.289086,1.230711,0.7171473,1.2910681,1.1481673,0.81306815,0.6322593,0.8690294,0.9921924,0.7372094,1.0761437,1.0178564,1.0592493,0.96752363,1.2574358,1.2969905,0.75882643,1.1799257,1.0241823,1.3916086,1.0223557,0.6745149,0.989478,1.2961926,0.80814165,0.5952711,1.2853551,0.5950925,1.0983593,1.0392574,1.3053558,1.1498291,1.256261,1.0280387,0.59514195,1.0390347,1.0896723,0.92871994,1.2683177,0.61244303,0.74385107,0.88910234,1.0417733,0.7733001,1.0918105,0.7215261,0.73580456,1.1698692,0.94037515,1.2284627,0.8486664,1.159718,0.5784066,1.1116127,0.9824683,1.1951911,1.2918434,1.241694,1.0782969,1.1629779,0.7513254,0.78888834,1.1324384,1.1036352,1.0533857,0.9726827,0.7703241,0.5986322,1.1164392,0.7273033,0.0,1.3395631,0.8966638,1.2676208,1.292042,1.1825279,0.84422994,1.1502763,0.9963893,0.93793476,0.95789945,1.0115824,1.0128102,0.35675323,0.94074374,0.7300705,1.3825433,0.8210558,0.9599934,1.2104235,1.3173139,1.3106265,1.1205007,1.1956143,1.1636156,1.3185127,0.96032435,1.2489772,0.6764171,1.1462245,0.7059047,1.034526,1.1102767,1.3189702,0.8492809,0.6492647,1.1244144,1.3203657,1.2036664,1.3683461,0.63239443,0.8505634,0.6812583,1.1102716,1.0734435,0.50416094,1.0675204,1.0717715,0.95492387,1.116324,1.1759707,0.6174649,1.2631048
oven,1.0600278,1.2338034,1.3381714,0.57743263,1.3311083,1.4735948,1.4012899,0.9870953,0.41577387,0.6127347,1.2992363,0.8505705,0.582374,1.4694003,0.7026822,0.92139184,1.2733186,1.3726447,0.84391755,1.0042127,1.1189364,1.1572759,1.1153388,0.96435297,1.1885623,0.6853096,0.67367494,1.2858797,0.80481124,1.0581685,0.5848481,1.1348475,1.2630408,0.96413815,0.5425116,0.98448217,1.5056171,0.6330179,1.3178816,1.0674562,1.1970066,0.5598837,0.9293995,0.70836127,1.0681059,1.2260822,1.0013543,0.89408004,1.1533597,0.7923572,1.525974,1.4092367,1.1057696,1.0839623,1.4204233,0.7725171,1.2863157,1.3728399,0.8689923,1.0937757,0.72314227,1.2116816,0.8293225,1.4230113,0.8054193,0.9965418,0.8860537,0.86425054,0.6930434,1.218363,0.9568129,1.3825517,1.0256308,0.78017884,0.682712,1.1612062,1.1081817,1.0699801,1.308913,0.9841657,1.3343468,1.3395631,0.0,1.2165155,0.61485505,0.51956373,0.64814806,1.3900803,1.0068164,1.0193813,1.0951841,0.79426765,1.2457666,0.7287683,1.4089022,1.3173609,1.3146572,0.1195184,1.2650125,0.94528466,0.9069112,0.66284597,0.4635526,1.1585808,0.67547214,1.1830478,0.6341475,0.9119789,0.8662126,1.5011923,0.8492359,1.428107,1.1668553,1.0734549,0.86284804,1.3538394,1.2890629,1.096207,0.61948884,0.74292636,0.42663383,1.3414428,1.2513103,1.2515726,0.9451892,0.9467262,1.345391,0.6581,1.0195249,1.2522913,1.0560168,0.9471383,1.3303137,0.7803203
owl,1.0109549,0.90019476,0.9067968,1.1463952,0.6723076,0.92932504,0.86562866,1.0151149,1.2276698,1.1125286,0.9614992,1.161018,0.9910636,0.8284621,1.1216954,1.0983346,0.81144905,0.89542955,1.1053338,0.9982746,1.120605,0.97704834,0.91212237,1.0152715,0.8587222,1.1480153,1.1856725,0.7787634,1.1426312,1.1088408,1.0347009,0.996452,0.8595619,0.8554855,1.2682644,1.1317599,0.9181922,1.1055075,0.9670938,0.80052185,0.7907423,1.1343415,1.0904769,1.0445013,1.0362425,1.0801789,1.0017687,1.0664872,1.1087087,1.0916082,0.836671,0.75354004,1.1845895,0.9599505,0.7720734,0.996177,1.0597608,0.8515155,1.0999702,0.97845554,1.138844,0.9646028,1.2251552,0.8570496,1.0850493,0.88228554,1.0408252,0.90131,1.1403087,0.98991156,0.9711531,0.8840154,0.93948287,1.1152999,1.2125014,0.7659414,1.1506186,0.94898564,0.94603753,1.0125369,1.042582,0.8966638,1.2165155,0.0,1.0974361,1.2225876,1.1283224,0.93003345,0.915849,1.1625278,1.0527049,1.2435117,0.6665022,1.1271113,0.8096621,0.8878088,0.9445294,1.2657434,0.5848261,1.014943,1.0144378,1.0734133,1.1946497,0.8720414,1.2359655,0.903438,1.1295162,1.1512855,1.0834928,0.8680749,1.040848,0.9915893,0.95517355,1.0150594,1.0596681,0.91131735,1.080645,0.89205545,0.9991262,1.1337116,1.1939669,0.94837236,1.084344,1.0326605,1.0323896,1.0530144,0.80846643,1.1268547,1.0741059,0.8770144,0.8712764,1.118846,0.99178016,1.086471
