,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
necklace,1.1487765,0.90789276,1.0368288,1.0229471,1.1198791,1.0288367,1.0474701,0.8932733,1.2193074,1.1909661,0.9039331,1.1236676,0.9690183,1.0758263,1.0330361,1.0077896,1.0410197,0.8901598,1.0052476,1.1939899,0.95211244,0.909234,1.1050425,1.0088809,0.8807463,1.1048893,0.9884681,1.1814679,0.92583174,1.0694324,0.8380765,1.184757,0.99824554,1.0403967,1.0386994,1.0578686,1.1351818,1.0691153,0.8807875,1.1324883,0.8845315,0.651556,1.108259,1.1732699,0.8609593,0.9437247,0.8884002,0.8551005,0.81791294,1.1102111,1.1630253,0.9589999,1.1043802,0.88963234,1.1010908,0.8773037,1.0220901,0.840522,1.1438632,0.88223076,0.69459903,0.8832371,1.1417959,1.0675069,1.001735,0.9886451,0.9509958,0.9124295,0.9164927,1.0456238,0.99384004,1.0694551,0.9713574,0.8287214,0.8858766,0.8564315,1.1035964,1.1239368,1.1697043,1.0048609,1.0368612,0.9176055,0.8891707,0.99382687,0.9474372,0.8498659,0.0,0.9730218,1.0940773,1.1581135,1.0827494,0.9800554,0.9522694,1.1545302,1.0267395,0.9273716,0.8477959,1.1610873,0.92671704,1.0368814,0.89989394,0.9751502,0.97027034,1.0331036,1.074368,1.0877032,0.6378427,0.92383105,1.1059768,0.9825651,0.8513477,0.73406506,0.97394806,0.9313751,0.91553664,0.87253493,1.132362,1.2583597,1.1430308,0.87131,1.219197,0.9844772,0.9892512,1.0947106,0.82272065,0.92164606,0.98136485,0.8915224,1.0365576,1.1516038,1.0522171,0.9079507,0.8160784,0.9184842,0.818828,1.0922074,1.1949823,1.1570901,0.89321357,0.7504692,1.1380264
nose,1.2242483,0.7255084,0.7934213,1.0192068,0.9933586,0.8848641,1.0035118,1.192058,1.2789063,1.2967134,0.81273067,1.2480508,1.0246097,1.2942456,1.2700698,1.2135351,1.1954886,1.0597113,1.007847,1.322628,0.9147718,1.0044484,1.2393653,1.0263512,1.017501,1.034505,0.6250252,1.0928463,1.2035955,1.1852053,1.106159,1.186763,1.14574,1.1887351,1.1694871,1.1266913,1.1835016,1.0637048,0.8173899,1.330641,0.9378512,0.90731007,1.0668197,1.1441641,1.1654129,1.0735338,1.0037552,1.1103632,0.49339247,0.78969586,0.95121264,0.64939284,0.73322433,0.38639283,0.9027621,1.0293411,0.6943229,0.914408,1.1782067,0.9542733,0.46091485,0.88887763,1.0126061,0.88628185,0.7615299,0.67908216,0.6734651,0.65360796,1.1152296,1.1676269,1.1985518,1.1855092,1.0739732,0.9212782,1.1884211,1.0816946,0.7666124,1.1655741,0.97906625,1.1434563,1.0444839,1.0944204,0.42317998,1.0659084,0.5178836,0.89521134,0.9730218,0.0,0.95787024,1.2086189,1.0106503,1.1114054,1.0374222,1.1824148,1.0745944,0.8849765,0.8518653,1.16904,0.8620554,1.0827973,0.9743522,0.9999543,1.0615051,1.0541445,1.0763042,0.98321784,1.3243535,1.101947,1.2189555,1.0854442,1.0503969,1.2127335,1.0185238,1.0753559,0.82456523,1.2385937,1.144138,1.2614284,1.2379329,0.6070492,1.2164881,0.6987397,0.77117115,1.0242242,0.9430159,1.1609228,0.8415167,1.2382627,1.1128002,1.2888839,1.1526914,0.38915563,0.5090412,1.0054274,0.9548444,1.2721708,1.2949103,0.9850298,1.0677221,0.59126776,1.0820807
orange,1.4889476,0.95502645,0.3783276,1.4337925,0.4617551,0.48317653,0.5982849,0.7780608,1.4254284,1.5002295,0.7239629,1.5293975,1.441869,1.11289,1.3207914,1.0335634,0.7688605,0.55071425,0.5936634,1.3348022,0.4856965,1.0545582,1.0481107,0.7512884,1.0288938,0.8957067,0.7201371,1.2514832,1.2300563,1.0421427,0.77396786,1.1778779,1.3193674,1.1502532,1.3399327,0.61550283,1.4836965,0.9227077,0.49156415,1.4960573,0.5721059,0.9180125,0.89855576,1.1950271,1.1048607,1.3428453,1.17154,1.2583296,0.8767004,0.3541652,1.152334,0.6755368,1.2074739,0.96163595,0.7429503,0.7106447,1.066799,0.61896914,1.0384377,0.8394488,0.7955039,1.150603,1.2263111,0.56705296,1.3195721,0.58540756,1.2975254,0.73787665,0.99256665,1.1872193,1.4636482,0.81961966,1.4761114,0.60461676,1.2778115,1.0252812,1.2499536,1.3075743,0.62823796,1.100232,1.3927071,1.1187205,1.0099561,1.1436174,0.5868294,0.6786088,1.0940773,0.95787024,0.0,1.3686072,1.1248231,1.4924521,1.4276301,1.200539,1.0008914,0.58383924,0.56818825,1.0669171,1.0529222,1.007073,0.8469582,0.5708324,1.018367,0.5123255,0.91205764,0.46229887,1.1874435,0.81531787,1.3244473,0.6497433,1.3946432,0.9297022,1.4821928,1.2053627,1.303143,0.87097394,1.2326145,1.166422,1.2894094,0.62446916,1.3850068,0.5011929,1.103517,0.74746853,0.6142508,1.1874217,0.39160883,1.2743276,1.4694204,1.3979243,0.43481565,0.8959173,0.9838666,1.0746865,0.7598448,0.612379,1.1466732,1.1976213,0.880324,0.6552621,1.3038514
oven,0.6547869,1.2318642,1.4639468,0.7580907,1.3282137,1.3779262,1.2078972,1.2118616,0.3941437,0.5977129,1.3153938,0.51295245,0.76311195,1.0221047,0.7924566,0.9334,1.1048791,1.3421443,1.1961998,0.47195292,1.3599746,0.9364024,0.661527,1.2087061,0.82457066,1.0545915,1.2399538,0.9058301,0.70297265,0.83263147,1.2213401,0.55153096,0.80817294,0.83022964,0.69915766,1.1134877,0.59553504,0.9664645,1.4731125,0.43704212,1.3368955,1.2825555,1.051433,0.95419794,1.049676,0.5473846,0.71991587,0.85250694,1.2475688,1.3975228,0.9933539,1.3884839,0.90643376,1.2869384,1.2901198,1.3270172,1.1310903,1.3381913,1.0927292,1.1454384,1.3760464,1.1176705,0.8246603,1.2359302,0.8707572,1.3250824,0.936177,1.3532317,1.0790484,0.91224337,0.7230241,1.0397209,0.7355306,1.3519194,0.6931109,0.9908082,0.9163293,0.7595525,1.2435179,0.8515393,0.81513613,1.0513246,1.1345375,0.8744627,1.4363577,1.3383071,1.1581135,1.2086189,1.3686072,0.0,0.9831111,0.74856746,0.7497169,0.7588903,0.87518245,1.3807468,1.43105,0.9513895,1.0837144,1.0794832,1.1832256,1.2074454,1.0812235,1.178026,1.1845099,1.3687093,0.94639987,1.1032684,0.18399572,1.2299252,0.858778,1.0389048,0.73936975,0.909462,0.85314703,1.01498,0.69317126,0.48463774,0.68334365,1.4710748,0.79100555,1.4216535,1.1170883,0.97341543,1.3215998,0.8429944,1.4198467,0.8273738,0.6761076,0.532851,1.2333765,1.3620245,1.3093814,0.92449117,1.3076994,1.2546451,0.59410405,0.8789002,1.143096,1.4438232,0.6704421
owl,0.72519374,1.1468332,1.1362973,0.8256854,1.1335548,1.1885259,0.96563596,1.1155617,0.8984591,0.78151715,1.1565266,0.9533006,0.7342397,1.0161583,0.75893223,0.8693674,1.1698879,1.3093066,1.2474167,0.8919053,1.1457657,1.1861302,1.1892152,0.94929373,1.2481477,1.1141658,0.8410909,0.6453189,1.1738169,0.8372799,1.186832,0.93324745,0.9989378,1.068671,0.70772195,1.006194,0.97743124,0.87623346,1.1929843,0.9528418,1.2899005,1.1101259,0.98652166,0.7940214,1.0803564,1.1024424,1.1554407,1.0483094,1.0217811,1.1690552,0.6363263,1.1021765,0.86778337,1.0043067,0.92645377,1.0647011,1.0852112,1.1799247,0.8329757,1.1793065,1.0348414,1.0528069,1.0603912,1.0336559,0.8661176,1.0483198,0.86421305,1.090324,1.0629386,0.7960379,0.79922426,1.0833904,0.8889967,1.1984121,1.1471846,1.1323202,1.0090494,0.6903512,0.8750466,1.0936022,0.8368194,1.1541708,0.95507115,0.694356,1.1287426,1.1268562,1.0827494,1.0106503,1.1248231,0.9831111,0.0,0.7913227,0.9659127,0.82462704,1.0910355,1.1719117,1.1952599,0.84775066,0.69312924,1.0824075,1.03591,1.0479385,1.008759,1.1530987,1.1031792,1.0667744,1.10169,1.2729217,0.94860053,1.0924292,0.761477,1.0642282,0.86387515,1.0215434,1.0423797,1.2268392,0.9366372,0.9887896,0.8716042,1.1586566,0.7448811,1.2043903,1.0589215,1.026654,1.2144083,1.1551118,1.1585302,1.1254883,0.88987684,0.9140545,1.1827297,1.0816708,0.9624441,1.1396394,1.1001108,1.182187,0.9353627,0.9467312,1.289104,1.1419002,0.9788082
pajamas,0.45456558,1.0702372,1.4818678,0.31360757,1.3590825,1.3327566,1.2066157,1.4315763,0.57538235,0.32433128,1.4200492,0.47397685,0.17437768,0.9353659,0.4292724,0.84642214,1.2700183,1.5214366,1.5521688,0.63687146,1.5109452,1.0246519,1.0423753,1.3823502,1.2992048,1.2071726,1.0723815,0.69815576,0.9610257,0.80306506,1.4187777,0.83097374,0.5200667,0.92438054,0.64849156,1.366478,0.41863173,1.148893,1.5893992,0.47072506,1.5981814,1.2582406,1.0101907,0.8259326,0.9133929,0.8762051,1.1842884,0.48842907,1.1418188,1.4198887,0.7698029,1.3788095,0.5667758,1.1086946,1.3347754,1.5187902,1.0418345,1.5881127,0.91587853,1.3350167,1.3008918,0.8802687,0.81557876,1.410301,0.4599464,1.3742759,0.58483845,1.261004,1.162428,0.70036995,0.22367245,1.1512568,0.37613595,1.5787671,0.9564929,1.1963193,0.7369611,0.44352853,1.1361513,1.0353637,0.5518052,1.0569654,1.0564524,0.62842596,1.4320269,1.5270723,0.9800554,1.1114054,1.4924521,0.74856746,0.7913227,0.0,0.51810694,0.6771329,1.0340554,1.5110385,1.5488551,0.85244346,1.0163887,1.1298376,1.1350768,1.4064407,1.2879057,1.5464535,1.26811,1.3882568,0.9632505,1.4512179,0.73752916,1.4031844,0.3952589,1.2307453,0.103127,0.96701026,0.6038853,1.3234026,0.76014906,0.8524661,0.65348774,1.4990232,0.60422754,1.4931912,0.9330771,1.1499676,1.5966083,0.95921916,1.5126169,0.87970173,0.2845013,0.5229238,1.5242944,1.2044536,1.0888547,0.8300062,1.4398462,1.2789434,0.7883314,0.87949085,1.4365127,1.4388677,0.72512764
pants,0.59754735,0.8324024,1.4256096,0.5556314,1.4259865,1.3164624,1.1534641,1.3372321,0.73535514,0.61185575,1.1800284,0.5008846,0.57083046,1.0416353,0.7728589,1.0472224,1.3638879,1.3840888,1.368733,0.83791965,1.3560201,0.963104,1.0800657,1.2941861,0.91251165,1.1893193,0.9138884,0.77772725,0.8004126,0.9618476,1.3053519,0.96915925,0.45310342,0.9801672,0.7805474,1.4568517,0.49600464,1.2606916,1.3835374,0.6857613,1.372895,1.1306256,1.1113881,0.9133754,0.948443,0.77415055,0.99367845,0.5800595,1.0045681,1.3733745,0.7686501,1.3920851,0.85363925,0.9305544,1.1410251,1.3882873,0.8460177,1.3503287,1.1310261,1.3059949,1.1303563,0.728855,0.9431706,1.4315991,0.69769967,1.181838,0.7845274,1.082983,1.2013583,0.746645,0.41061002,1.2325029,0.0991081,1.3528607,0.8172573,1.1747644,0.579947,0.894421,1.2644904,1.1078798,0.6225326,0.9053353,1.0242225,0.7784052,1.2614723,1.2344557,0.9522694,1.0374222,1.4276301,0.7497169,0.9659127,0.51810694,0.0,0.9909474,0.9608457,1.4159312,1.3990009,0.988523,0.79545027,1.0831015,1.0142293,1.3508363,1.1305225,1.4361978,1.2357223,1.4062123,0.79839075,1.2211053,0.7360456,1.2266947,0.5618535,1.2168498,0.3873309,0.7876215,0.25527513,1.2650685,0.9032745,1.0628012,0.77529705,1.2041996,0.76028425,1.4124254,0.6858044,1.2531362,1.3181183,1.0608559,1.4040524,0.6997618,0.28904706,0.74670535,1.4689752,0.9581726,0.96372133,1.0064662,1.2085595,1.4358183,1.0697433,0.9177933,1.1551437,1.280328,0.86800945
paper,0.73408824,1.2839051,1.3355404,0.7228554,1.0890917,1.1456398,1.0471647,1.153934,0.6064379,0.6044645,1.3374099,0.68586665,0.6390109,0.98554516,0.72656363,0.6242722,0.5799513,1.2956623,1.2780437,0.37098122,1.3875159,1.0101901,0.8320719,1.1535703,1.2510383,1.1544621,1.1031697,0.93183726,1.0319043,0.81327647,1.1509401,0.83069396,0.99879164,0.9090297,0.61324805,1.0163461,0.7839346,0.8454554,1.3787472,0.6329904,1.4087033,1.2317611,0.8104732,0.9556981,1.0234995,0.9052128,0.99649674,0.84125775,1.2186425,1.1660087,0.94793034,1.2961153,0.8656734,1.1933157,1.1470854,1.334902,1.1167104,1.3949767,0.79914796,1.2441957,1.2963057,1.159045,0.9638174,0.9790828,0.86119246,1.2575743,0.8153431,1.3520001,1.0021739,0.9404,0.8176888,0.9168271,0.88344395,1.3357004,0.99807084,1.0482262,1.0329655,0.7115816,0.97868115,0.78864396,0.807542,1.1154441,1.0799968,0.8422401,1.3467833,1.384026,1.1545302,1.1824148,1.200539,0.7588903,0.82462704,0.6771329,0.9909474,0.0,0.92127454,1.3129736,1.3516238,0.9380817,1.0678432,1.0674684,1.2000563,1.1579161,1.2212533,1.1741245,1.0626566,1.2212787,1.0081438,1.3652028,0.8205048,1.2394608,0.94506085,0.95286983,0.7621317,0.9740048,1.049134,1.0869398,0.79436517,0.68444395,0.7014779,1.445262,0.7100333,1.3572274,1.1146169,0.8615396,1.3676975,1.0347939,1.3127697,0.98568314,0.809815,0.58380365,1.1275415,1.3068945,1.1419668,0.81984997,1.3489968,0.9202855,0.52614355,0.96431065,1.277394,1.4272761,0.8624335
pastry,0.84188217,1.1204777,1.1459208,1.016571,0.8559689,1.086626,0.91216993,1.1414733,0.9546832,1.0511138,1.2621262,0.8890076,0.9899368,0.9444811,1.1243687,0.8940295,1.0925639,1.1620469,1.1312273,0.84261125,0.99279404,0.97313035,0.97241014,1.1277916,1.0670183,1.1123219,1.1153237,1.068471,1.0386124,0.9885706,0.9138944,1.0025207,1.0539595,0.971976,0.94816333,0.6323824,0.9753435,0.8097856,1.2224314,0.9281839,1.1259288,0.96570015,0.8379447,0.9542303,0.75829124,0.90935,0.89936787,0.9760514,0.97602147,0.9583546,1.2038257,1.1370406,0.96673554,1.1363873,1.0792501,1.076253,1.151396,1.2003704,0.7756018,1.0846312,1.1254046,1.0300143,0.8789956,0.8647576,0.910071,0.97411674,0.9939393,1.1442554,1.0522873,1.0927179,1.0797229,1.0373913,1.0179405,1.1809314,0.96101207,0.9838655,1.0263336,0.9775356,1.0342121,0.94083023,0.79563266,0.9989415,1.126179,0.7686447,1.1542362,1.2498773,1.0267395,1.0745944,1.0008914,0.87518245,1.0910355,1.0340554,0.9608457,0.92127454,0.0,1.2187229,1.2143583,1.0211079,1.0047919,0.9885318,1.1673744,0.8645538,0.9944431,1.065958,0.9805119,1.0699261,1.0219067,1.1227332,0.9665736,1.0600488,1.038814,0.9715444,1.0116688,1.001476,1.0081377,1.0062063,1.0199206,1.040817,0.99770504,1.2302052,1.0724148,1.2131414,1.125366,0.9957248,1.1649548,0.96110237,1.0672513,0.80495906,0.97011226,0.8921293,0.9064048,1.2107234,1.0561945,0.9443449,1.2561969,0.85897607,0.81036437,0.8873229,1.1715806,1.2078525,0.9934634
pen,1.5631065,0.91342515,0.25575888,1.4328374,0.84312636,0.68319935,1.009179,0.6314055,1.4723685,1.4499848,0.2548796,1.5073035,1.5317187,1.0805418,1.3011725,1.0440335,0.56979644,0.4242139,0.41550815,1.4855229,0.40897787,1.1072267,1.2440516,0.78833795,0.82715774,0.72161466,0.7579425,1.2216278,1.1007831,1.189811,0.71258265,1.1842784,1.3099021,1.1621513,1.3214359,0.9857446,1.4333379,1.1637689,0.07222432,1.5020665,0.33770406,0.82838786,1.1822928,1.2441338,1.1336352,1.2739649,1.0919199,1.305801,0.88687515,0.727665,1.1111368,0.4330458,1.2837229,0.87801945,0.75754994,0.5859965,1.118265,0.2301203,1.1866452,0.7279378,0.46654582,1.152292,1.2163135,0.8673831,1.3549368,0.73209965,1.3366358,0.4543432,0.884581,1.1692945,1.4388288,1.0588276,1.4520969,0.21042776,1.14802,0.89235044,1.2617347,1.4178748,0.98881704,1.221478,1.558071,1.0307987,0.99987173,1.4102309,0.29460996,0.43762612,0.9273716,0.8849765,0.58383924,1.3807468,1.1719117,1.5110385,1.4159312,1.3129736,1.2187229,0.0,0.035326123,1.1532683,0.9707225,0.97376615,0.81192297,0.72287464,0.8789152,0.5106527,0.8992857,0.64763516,1.1737436,0.56796706,1.3079222,0.82774794,1.3882856,0.9224231,1.5002341,1.2006662,1.2601867,0.8675945,1.1892104,1.3153367,1.282506,0.25676125,1.2826246,0.27156365,1.1631445,1.0574034,0.29220855,1.2107093,0.4758519,1.3267187,1.4809437,1.4952368,0.6652211,0.7811245,0.89573526,1.088146,0.49536115,0.87579197,1.3998258,1.2337664,0.51817787,0.30154562,1.2481723
pencil,1.5989048,0.8689764,0.28478903,1.4648733,0.8442363,0.6769145,0.9490018,0.60981905,1.5189621,1.5227873,0.24043304,1.5467576,1.5583825,1.1089226,1.344535,1.0635787,0.58814794,0.40712285,0.373657,1.5313418,0.37461007,1.0755464,1.2610725,0.7837801,0.77998567,0.7544583,0.7217256,1.2618481,1.1206868,1.2235552,0.6653534,1.2280376,1.3551881,1.1702869,1.3273463,0.9945787,1.4910986,1.1594956,0.038177133,1.5690553,0.30416977,0.78526807,1.1879771,1.2793398,1.1530707,1.2814614,1.044263,1.3081305,0.8198948,0.7042761,1.1430823,0.47989285,1.3199129,0.8108734,0.66688085,0.5560293,1.0580931,0.1493541,1.1886847,0.7284857,0.4371286,1.1267291,1.2268759,0.8255111,1.36936,0.66638553,1.3210487,0.4582821,0.9049411,1.2213866,1.485795,1.0561285,1.4471356,0.13286126,1.1635959,0.89239365,1.238864,1.4596937,0.9621612,1.2264374,1.5640373,1.0248604,0.96933544,1.417069,0.29587984,0.37789667,0.8477959,0.8518653,0.56818825,1.43105,1.1952599,1.5488551,1.3990009,1.3516238,1.2143583,0.035326123,0.0,1.1910164,0.91910994,0.94332194,0.7708268,0.6890441,0.8716292,0.47800756,0.89676535,0.6758887,1.171906,0.5662063,1.346757,0.8101312,1.4081784,0.86444247,1.5324054,1.1889492,1.2446754,0.82700616,1.2135856,1.3640347,1.3104364,0.20972061,1.330527,0.27964061,1.102669,1.066345,0.19549036,1.2525024,0.45399892,1.3183911,1.51963,1.5510404,0.64691794,0.71827507,0.8126929,1.0624036,0.44107616,0.8905603,1.4400327,1.2354385,0.4901706,0.29492956,1.2838782
penguin,0.62202305,1.108351,1.1757544,0.9018374,1.0614128,1.1525729,1.0575955,1.1787825,0.80985546,0.7860787,1.2122133,0.80974376,0.9617714,0.47405255,0.8558484,0.98902214,1.0777694,1.2277517,1.2593447,0.91158575,1.2173084,1.0006136,1.0316995,0.9613949,1.2257023,1.0077155,1.0954415,0.66108936,1.0519363,1.0004488,1.2428229,0.9480815,0.87408394,0.86072314,0.93187165,1.0585501,0.878422,1.0626355,1.2144732,0.84152496,1.3062909,1.0737349,1.0002711,0.60697603,0.967629,1.0054606,1.0480386,0.9297963,1.1293869,1.1228279,0.83119625,1.1528193,0.945596,1.1687661,1.0194272,1.1444298,1.0876697,1.2071599,0.7580248,1.0889869,1.2150141,1.1085956,0.93256557,1.1631926,0.92862105,1.2195538,1.0004473,1.1747067,1.0411049,0.85828876,0.85083365,1.0043806,0.9900183,1.1509898,1.0170989,1.0871191,1.0362356,0.79107857,1.0131708,1.055796,0.9578026,1.0702964,1.0947478,0.8470658,1.236867,1.2782393,1.1610873,1.16904,1.0669171,0.9513895,0.84775066,0.85244346,0.988523,0.9380817,1.0211079,1.1532683,1.1910164,0.0,1.1084573,0.9688832,1.1372473,1.188157,1.0498407,1.1746597,0.9697594,1.0959877,1.0869608,1.179828,0.94954646,1.0617225,0.9108259,0.9703213,0.8898432,0.97747195,1.0036612,1.0252866,0.88631076,0.8688193,0.8035169,1.239028,0.85365176,1.2148644,1.0941457,0.9952545,1.1575477,1.0677018,1.1438915,0.9645064,0.8571213,0.8181433,1.1880305,1.2185748,1.102912,0.9382174,1.2615777,0.98577446,0.9342848,0.9794832,1.1510794,1.1877345,0.9249309
pickle,0.968504,0.96766067,1.0144863,0.98946464,1.1850888,1.0813632,0.8962074,1.0061679,1.0835052,1.0324193,0.81370085,0.9752621,0.98330927,1.207573,0.93691856,0.992715,1.1188879,1.0710812,0.9252339,1.0959704,1.0253817,1.037877,1.1913862,0.9793421,0.8820882,1.0461041,0.5936297,0.85612845,1.0148046,0.96898556,1.1021241,1.1156412,1.0639485,1.0779212,0.8276072,1.2264172,0.9712011,1.1578734,0.9068322,1.1398451,1.0012559,1.0217243,1.1198564,1.0572801,1.1348877,1.0431304,0.9354147,1.0717494,0.8785875,1.0607306,0.8518802,1.1325908,1.1381097,0.78718996,0.7372175,0.9163392,1.037365,0.84901327,1.0185865,1.1071279,0.8422005,0.9553288,0.964914,1.0831426,0.99179685,0.7561549,0.91416323,0.89946145,1.207341,0.9783756,1.011274,1.1182244,0.79778725,0.8600406,1.1100162,1.1538538,1.0312868,1.0830941,0.86344653,1.1838336,1.0046328,0.92788905,0.9999676,0.85940546,0.94983584,0.84543335,0.92671704,0.8620554,1.0529222,1.0837144,0.69312924,1.0163887,0.79545027,1.0678432,1.0047919,0.9707225,0.91910994,1.1084573,0.0,1.0193005,0.7459126,1.0249386,0.8121067,0.958095,1.1038423,1.0014907,0.970317,1.0037421,1.0192891,1.0168844,0.89193714,1.0457909,1.0039823,0.9558562,0.7580929,1.1902903,1.1356864,1.1919492,0.9984893,0.8411416,0.94478005,1.0884919,0.9387954,1.1603254,0.82778263,1.2345468,1.0877513,1.0330745,0.99343836,1.1149467,1.1444967,0.89551127,0.85456425,1.157051,0.86360085,1.2121079,1.219241,0.7865829,1.0730249,0.95056075,1.058891
pig,0.9589063,1.008966,1.0086566,1.2691469,0.9727004,1.008376,0.9743483,0.90161943,1.1413968,1.0536759,1.0022691,1.1129782,1.1340394,0.707427,0.9116359,0.9408029,0.8617345,0.9028845,0.97021174,1.0649714,0.9670912,0.99877894,1.0318775,0.9181565,1.0549296,0.9179295,1.0100404,0.86253524,1.1187824,1.1141112,0.99467254,1.0614887,1.1477035,1.0720594,1.1134037,0.97081006,1.0397586,0.9701507,0.9297823,1.090127,0.9247224,1.0528357,1.0909274,0.6041583,0.7732124,1.0939397,0.88521963,0.9940584,1.0714325,0.9220926,1.128914,1.0603486,1.1801561,1.0491592,0.8228398,0.8570416,0.9992858,0.9394587,0.7542703,1.0281721,1.0898256,0.8650044,0.99085844,0.90818644,1.154048,0.9540728,1.180953,1.0496777,1.1228557,1.0167011,1.1099834,0.8932159,1.103242,0.9414395,1.0820512,1.1434816,1.1160363,1.040509,1.0836154,0.98773485,0.9205278,0.8559658,1.029378,1.0054638,0.9746647,0.8484316,1.0368814,1.0827973,1.007073,1.0794832,1.0824075,1.1298376,1.0831015,1.0674684,0.9885318,0.97376615,0.94332194,0.9688832,1.0193005,0.0,0.8099176,0.94752055,0.8942427,0.9553858,0.23442817,0.94697404,1.0265524,0.8963867,1.1715627,0.87656665,1.0236511,0.94933945,1.172061,1.0034122,1.0520797,1.0727404,1.129056,1.1682868,1.0679861,0.93174756,0.99494296,1.019273,0.9279051,1.0810864,0.90120286,1.0401084,1.0062329,0.9550642,1.1643596,1.144149,0.94805884,1.041962,0.95115834,1.0953629,0.83238924,0.84911454,1.1694295,1.0477701,0.961352,1.0911145,1.1143194
pillow,1.1659305,0.69382215,0.883994,1.1398108,1.1125236,0.9589051,0.95071995,0.6026605,1.2583269,1.0838886,0.63166064,1.024722,1.083125,1.175432,0.6797508,1.1089139,0.8169895,0.8195018,0.71401715,1.1807398,0.8324566,0.8624037,1.0762067,1.021549,0.62144005,0.9171651,0.6491557,1.0620035,0.8012037,1.1113306,1.0246984,1.2165974,1.122801,1.0554978,1.1050206,1.1058898,0.9647034,1.1149195,0.73893166,1.1158558,0.7976904,1.100339,1.1970292,1.1187446,0.9641625,1.0782167,0.8371203,1.0425602,0.99855864,0.97907066,1.0764462,1.0106127,1.2858472,0.8097469,0.75463736,0.8919614,0.81317663,0.69078684,1.1931069,0.968025,0.901938,0.6273726,1.1111444,0.9638748,1.2583915,0.73447084,1.0831063,0.80057704,1.1652436,1.164902,1.1303917,1.0344514,1.0157772,0.70886815,1.0173227,1.1603966,1.0843358,1.0139419,0.94486034,1.1630048,0.9325482,0.77738786,1.1052672,0.7947253,0.8917098,0.42129982,0.89989394,0.9743522,0.8469582,1.1832256,1.03591,1.1350768,1.0142293,1.2000563,1.1673744,0.81192297,0.7708268,1.1372473,0.7459126,0.8099176,0.0,0.8421366,0.9531464,0.8168929,1.0238081,0.873194,0.81837475,0.74071455,1.2247988,1.0001718,0.9636307,1.1013844,1.1873887,0.9589003,0.81073713,1.069023,1.1983929,1.2694516,1.1194656,0.6264347,1.1176281,0.83359367,0.6071491,1.1695437,0.6969009,1.1331929,0.8586946,1.077876,1.2537119,1.2918949,0.9276039,0.8050445,0.88909674,1.1782525,0.37974298,1.0528512,1.318824,1.1351682,0.8745078,0.8963104,1.1790214
pizza,1.258125,1.0160832,0.68341714,1.3110042,0.8100149,0.90897506,0.68646383,0.7756209,1.3139553,1.3679097,0.7880628,1.3531944,1.2857511,1.091606,1.2606609,1.0933602,0.8020028,0.7577069,0.60648876,1.2122595,0.2590077,1.0535477,1.1925346,0.930134,1.0380788,0.908188,0.92534506,1.2410568,1.1638823,1.0813316,0.82381606,1.1770531,1.2918054,1.147124,1.250205,0.3964957,1.3774352,0.5038718,0.6620127,1.3831481,0.6974112,1.0707299,1.0095472,1.1571567,1.0245689,1.2162093,1.0155191,1.2259445,0.8992382,0.7133687,1.2369568,0.860621,1.1834226,0.9904737,0.7729149,0.72623646,1.081077,0.6942645,1.0465722,0.85899776,0.85220146,1.1212023,1.1003755,0.44300425,1.2235595,0.36571968,1.1934146,0.9336683,1.0165731,1.2698616,1.4020233,0.9774431,1.3937684,0.7161707,1.129491,1.014285,1.1353029,1.0883502,0.82136714,1.04251,1.2462627,0.99445957,1.0061215,1.0394081,0.7852119,0.69224304,0.9751502,0.9999543,0.5708324,1.2074454,1.0479385,1.4064407,1.3508363,1.1579161,0.8645538,0.72287464,0.6890441,1.188157,1.0249386,0.94752055,0.8421366,0.0,0.93474805,0.32182896,0.89739114,0.72140956,1.1876528,0.8738915,1.262531,0.8268361,1.2543292,1.029068,1.388834,1.1924956,1.2458395,0.8643157,1.2418301,1.0450889,1.2862906,0.7643372,1.1851255,0.7077254,1.1555796,0.80548215,0.7325988,1.1996335,0.7237903,1.1452917,1.358599,1.184743,0.66213477,0.95645493,0.94947565,1.0766951,0.75658774,0.8945844,0.8911895,1.0650079,0.941016,0.8232513,1.1853735
