,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
hair,1.0097654,1.067107,0.77996695,0.92363787,1.1073673,0.9769243,1.1216055,0.9308083,0.8854977,1.0364487,0.8551659,0.7015925,1.2395818,0.9186021,1.0636995,1.171956,1.1696459,1.1560419,1.0721339,0.9214181,0.95356107,1.1197722,1.1181017,1.165972,1.1933255,0.7956511,1.0230517,1.0734872,1.1364001,1.0922792,1.1972363,0.80476916,0.9236605,1.156937,0.9810622,1.1916982,1.0181632,0.904819,0.93546164,0.92729956,1.0569639,0.80453575,0.9857925,0.60783017,0.6686897,0.91040564,1.2202847,0.79523575,1.0906081,0.97493476,0.9980396,1.0325086,0.63562655,0.96698177,1.1352597,0.0,0.82754195,0.6385564,0.8962731,1.2793441,0.7543838,1.012638,1.1428207,1.2415571,1.0215611,1.1707413,1.0877693,0.90898633,1.1890001,1.1816832,0.98475915,1.1655598,0.98973906,1.0821569,0.8948927,1.2868228,0.88037324,0.7164079,0.973005,0.85284656,1.0695136,1.043434,0.8660632,1.1536354,0.9847258,1.1690618,1.2305773,1.2123573,1.3009143,1.2074386,0.99726045,1.0806559,0.8400807,1.2357217,0.6089327,1.199055,0.889652,1.0108228,0.9294686,1.1235713,1.0653194,0.95666933,0.9589557,1.0084078,1.0308404,1.0762609,1.1810957,0.74557436,0.9662155,1.2740226,0.8138522,0.7564083,1.0161641,1.2397717,1.2590349,1.1444824,0.98371613,1.0798101,1.1542183,0.9691154,0.96299183,1.0214456
hamburger,0.848104,0.94319797,0.88288766,0.64963293,1.0654384,0.9036212,1.1997144,0.8815824,0.6446778,1.2623891,0.95084834,0.8567133,1.3790561,0.62502766,0.8765789,1.261148,1.2660747,1.0048047,0.95133454,0.49760187,0.8957406,1.0194403,1.1583083,1.4799814,1.3099287,0.71904,1.1444356,1.3380237,1.2570337,1.2788706,0.80953205,0.6773972,0.67513937,1.2644521,0.9525985,1.3523595,1.1947579,1.1121927,1.165557,1.1151283,0.9655906,1.161408,1.0184412,0.87817866,1.0815948,0.75695634,1.1267726,0.879287,1.3608841,0.7206707,0.95959,0.8092198,1.0996517,1.0384343,1.0427959,0.82754195,0.0,0.92907584,1.131522,1.3228178,0.7829753,1.176924,1.1224996,1.4331592,0.49780762,0.7269167,0.8636212,0.68848133,1.3119745,0.84231657,1.0571504,1.2954314,1.2520256,0.81191707,1.0012174,1.1913868,0.8537712,0.85534227,0.91738653,0.9199375,1.3009399,1.2701361,1.11745,0.9844638,0.5716305,1.2480994,1.2121737,0.6977372,1.2190951,1.3042442,1.131773,0.98363835,0.79877436,1.2247474,0.74283266,1.1508874,1.0692024,0.776512,1.1157591,0.9742947,1.3025594,0.86721075,1.1505152,0.8127713,1.033067,1.1617754,1.2228504,0.8436744,0.81357175,1.2268771,1.1924579,1.1516407,0.8988776,1.3459733,1.1258568,1.0878569,0.9396507,1.1515523,1.3197699,1.2306596,1.0324665,1.0088831
hand,0.9361486,1.1008846,0.44559515,0.92029977,1.2207501,1.0168958,1.2933726,0.8413657,0.9389951,1.2105992,0.8533714,0.6146617,1.408756,0.9750241,1.0568204,1.255051,1.4184141,1.0712049,0.9746784,0.8209995,0.95928335,1.1177305,1.2300951,1.3477255,1.3928708,0.5257187,1.1862265,1.2330761,1.2742977,1.1913431,1.1390245,0.9102417,0.8881924,1.2943596,0.98228496,1.4003522,1.0121396,0.6674095,0.9986023,0.89080256,0.9166591,0.96137804,0.8958984,0.8633386,0.3926121,0.7619612,1.3830574,0.66367155,0.8213649,0.813899,0.98520726,0.89857984,0.8935516,0.51243097,1.0946387,0.6385564,0.92907584,0.0,1.259018,1.37641,0.46899533,1.1334143,1.10746,1.4124933,1.0297769,1.1841382,0.9294002,0.5767867,1.347537,1.1117103,1.1431788,1.2457972,0.9489978,1.0279175,0.83636534,1.1146158,0.76637006,0.7576559,0.81028277,0.8957743,1.0063418,0.99161077,0.64067125,1.2300098,0.9593806,1.2309928,1.352854,1.2676982,1.2193713,1.2124581,1.0689063,1.1292441,0.9738917,1.0856771,0.65929955,1.0347854,0.85909593,1.0096339,1.259248,1.0426852,1.1663682,1.0451277,0.60611826,0.87912595,0.7556955,1.3363435,1.1475801,0.7074861,0.8978853,1.4392062,0.5540521,0.6968679,0.5978064,1.3502944,1.34578,1.2451519,1.0880312,1.1908618,1.2197554,1.127151,1.01382,1.0382241
hat,1.2764317,0.45594716,1.3455856,0.99195284,0.91212314,0.76124513,0.5345613,1.3620352,1.4277301,0.5398283,1.4626651,1.2665123,0.6249453,1.3480295,1.1868547,0.75661457,0.21141016,0.9624268,1.3210149,1.1042559,1.1754732,1.1351483,0.8466541,0.62762433,0.6816472,1.2371877,0.93515795,1.0533807,0.78241,0.8214257,1.1605619,1.377379,1.2524348,0.2824691,1.4499364,0.34763044,0.89580244,1.2358143,1.2289672,1.2667441,1.2826179,0.65881735,1.0739831,0.9536745,0.7735437,1.0763235,0.62477267,1.1612961,1.0087475,1.2707338,1.1480117,1.2976733,0.40311795,1.324636,0.5853858,0.8962731,1.131522,1.259018,0.0,0.7641793,1.4397817,0.7051978,1.0768609,0.649194,1.2702544,0.89326954,1.2838912,1.4363967,0.66422987,1.075009,0.18355942,0.7730971,0.92038935,0.89527565,1.3290613,1.0880631,1.3587466,1.2439597,1.3510062,1.0265106,0.53350395,0.58603036,0.9717384,0.9853804,1.2764163,0.9068675,0.6306871,0.80363035,1.032543,0.73462844,1.257052,1.1930826,1.1667747,1.0240859,1.2965646,1.1506546,1.1156334,1.282978,0.6416038,1.2567062,0.29951084,1.2280779,1.2082177,1.2660339,0.9805624,0.1909625,1.1105973,1.3497331,1.439421,0.5668798,0.6078125,0.6228462,1.3635876,0.6702265,0.5703536,0.93972504,1.063598,0.8925876,0.9207302,0.17202938,1.2816478,1.1568838
horse,0.78162724,0.96821666,1.3293867,1.2059233,0.9729754,0.95575297,0.87398344,1.2231873,1.3549249,0.7987962,1.3393002,1.4730239,0.15016878,1.3537807,1.0197452,0.8900707,0.67445266,1.0180176,1.2626727,1.2377298,1.153682,1.0695977,0.50600654,0.8089043,0.5177046,1.3744718,0.83697855,0.9837627,0.6800445,0.90056837,0.9831729,1.3007349,1.2607336,0.69984937,1.250651,0.72743237,0.61604065,0.98918504,1.1206326,1.1672796,1.1875882,0.86839426,0.9888053,1.0876317,1.1960585,0.9603656,0.56136596,1.205574,0.86330074,0.95911455,1.0729736,1.1897125,0.9616046,1.1615726,0.869662,1.2793441,1.3228178,1.37641,0.7641793,0.0,1.3357768,0.98294747,1.0114198,0.5001781,1.2586962,0.946311,1.2012321,1.313302,0.38973206,0.97400224,0.8847806,0.8030218,0.9477929,1.1492997,1.2376044,0.8579745,1.3730737,1.2547498,1.295207,1.0638536,0.83437765,0.83636403,1.178286,1.0468191,1.2089729,0.71012974,0.78228545,0.9795441,0.7696743,0.6766558,1.1317675,0.6798181,1.265996,0.79501873,1.3931147,0.8034167,1.181914,1.0895683,0.9610144,1.1230952,0.6566819,1.1863574,1.0821235,1.2143071,1.1338149,0.76071274,0.8514887,1.2756194,1.3231618,0.70894545,0.9305561,1.0587928,1.195835,0.62835395,0.77173865,1.0231208,0.96865445,0.7561936,0.6768183,0.7916919,1.0505866,1.1094522
jeans,0.86220485,1.313891,0.33095908,1.0648035,1.234142,1.2971222,1.3523443,0.52811754,0.3936056,1.3096089,0.46368194,0.5595304,1.4486506,0.47275025,0.8922332,1.3318927,1.5279534,1.1601108,0.8371912,0.9776424,0.90876234,1.0630697,1.3020109,1.4276161,1.4625738,0.6104034,1.0382273,1.0533592,1.3329172,1.2836899,1.2554705,0.42922074,0.89297086,1.5304261,0.6690219,1.525742,1.071284,0.8265332,0.9152068,0.7930733,0.821522,1.1987138,0.77647185,0.9445632,0.94206434,0.899667,1.5445546,0.63844615,1.182138,0.9092484,0.9997569,0.7486479,1.224624,0.5847619,1.4662611,0.7543838,0.7829753,0.46899533,1.4397817,1.3357768,0.0,1.1919063,1.0649948,1.4746069,0.7323886,1.1966105,0.95981884,0.4805203,1.4781846,1.2893245,1.3179184,1.269843,1.1203429,1.1429448,0.6482555,1.1008663,0.545253,0.45912755,0.7699013,1.0587533,1.3359513,1.3065186,1.0053751,0.9842753,0.86729395,1.3325238,1.4685221,1.29533,1.2542377,1.2497852,0.9008898,0.96193826,0.63117486,1.2380141,0.41624546,1.0022455,0.7737602,0.7692287,1.2765102,0.94716895,1.4358665,0.7730375,0.7082049,0.9658562,0.9260623,1.4586009,1.0944288,0.5338763,0.6020376,1.490617,1.0290335,1.0233647,0.7232063,1.3425211,1.4776596,1.1913409,0.9876054,1.2913315,1.1835262,1.3881577,0.8207142,0.84969264
knife,1.1927991,0.80122364,1.121767,1.2045362,1.1030979,0.75729537,0.65132606,1.3204899,1.2951827,0.66741765,1.1214416,1.052758,0.8889733,1.3168087,1.1098937,0.6368259,0.6778434,0.85559773,1.1350837,1.1801018,1.0366257,1.0741508,0.98564345,0.66647136,0.8686751,1.1067106,1.0792558,0.9674112,0.75854576,0.69188637,1.3168826,1.3634341,1.0996816,0.4608537,1.2706532,0.6820299,1.2037104,1.1698673,1.1579392,0.72566324,1.194537,0.71290183,1.1138254,1.1652024,0.72972286,1.0896454,0.94872653,0.8667813,0.778627,1.2573184,1.1494615,1.0368445,0.7236588,1.1363561,0.80424875,1.012638,1.176924,1.1334143,0.7051978,0.98294747,1.1919063,0.0,0.9315804,0.6976429,1.3148689,1.1257759,1.1281109,1.323791,0.8632597,1.26878,0.6883442,0.7805109,0.73391867,1.0530825,1.0390643,1.0960255,1.183841,1.02383,1.1675088,1.0834289,0.416628,0.51008314,0.993484,1.0689878,1.3082905,1.017641,0.60924804,1.1043692,0.9587277,0.8628732,1.2170216,1.3414292,1.0962603,0.9115251,1.1709566,1.0395565,0.95150083,1.1591667,0.5093936,1.0635185,0.49961174,1.111289,1.0694919,1.0093341,0.48046482,0.68474114,1.1059783,1.169631,1.2081105,0.7154183,0.8386302,0.77465,0.95292944,0.7041515,0.8861975,0.8114243,1.135729,1.1057577,0.81824696,0.5700406,1.2447634,0.9885325
ladder,0.8656092,1.1892821,1.0715616,1.1861821,1.0627241,1.1507602,0.9015061,0.93784094,0.89579487,1.0690281,0.8150575,1.1339679,1.0464325,1.0174102,0.61371845,0.77747184,0.97986513,1.0792357,0.78089714,1.1759226,0.87290657,1.0343219,1.072463,0.9027152,0.88330734,1.0874972,1.1063484,0.69452107,0.97337866,0.9517579,1.1398499,0.9466339,1.0260066,0.9897663,0.631569,0.9927343,1.1121149,1.0276119,0.8328272,0.94753,1.0228505,1.0648966,1.0739356,1.1008503,1.1552832,1.1331537,0.97095186,1.198801,0.9420655,1.0356076,0.9920323,1.0605608,1.1194025,1.1233978,1.0645287,1.1428207,1.1224996,1.10746,1.0768609,1.0114198,1.0649948,0.9315804,0.0,0.9292007,0.9779736,1.113476,0.98327386,1.0664918,0.9828567,1.097598,1.0707465,1.0501983,1.0239682,1.1859856,0.9125192,1.0236843,1.1225563,1.0031414,0.9488637,1.0210371,1.0006204,0.9961898,1.0628328,1.1028942,1.0414243,0.96420646,1.0346367,1.1824859,0.97662973,1.0444616,0.84186995,1.0748277,1.0709643,0.8575212,1.0836679,0.9930302,1.1553928,0.9230912,1.009091,0.5014414,1.0854686,1.0850381,1.1579716,1.0486419,1.1261375,1.0770206,0.86854285,1.08842,0.7916197,1.0281109,1.1448655,1.1200397,0.81801236,0.99180293,0.8438172,0.81732184,0.94179946,0.9551789,0.89547944,1.0669615,0.8668993,1.0186981
lamp,1.1949027,0.8287179,1.41497,1.2369171,0.8487641,0.9513026,0.70236814,1.2197695,1.4368141,0.56465256,1.3034143,1.4794283,0.3814001,1.4674488,1.1298108,0.7699033,0.45755446,0.86491215,1.2349026,1.3249633,1.1990596,1.0783646,0.73417795,0.49325788,0.5649565,1.3893274,0.84865016,0.729041,0.52026933,0.6790944,1.0685766,1.4258099,1.309656,0.48504704,1.2180805,0.48708314,0.9160264,1.2554345,0.8386339,1.036635,1.3117366,0.82223505,1.0990782,1.1148524,1.0737177,1.3557278,0.55581856,1.2263412,0.7793641,1.3358982,1.1173966,1.1904632,0.79816115,1.3106762,0.83211005,1.2415571,1.4331592,1.4124933,0.649194,0.5001781,1.4746069,0.6976429,0.9292007,0.0,1.4273381,1.0463438,1.1333078,1.5977054,0.5771565,1.0419426,0.7225828,0.7659737,0.7581061,1.0683703,1.0722709,0.98475385,1.4472368,1.3553761,1.2494344,1.0743306,0.59647685,0.6052936,1.1376927,1.0888134,1.3407513,0.57848537,0.63309324,0.9689726,0.70504874,0.6415235,0.89825356,1.0165209,1.342252,0.74143606,1.412599,1.033303,1.1197689,1.2247072,0.6680739,1.1740127,0.5628518,1.2065547,1.0843751,1.169379,0.91862243,0.58912194,0.8710142,1.2686042,1.3293535,0.5487317,0.88410896,0.97848845,1.2528579,0.6570226,0.7506173,0.91863394,0.98840845,0.8299512,0.50304794,0.5876663,0.97824055,1.0794802
meat,0.8858589,1.2101649,0.8321852,0.88675034,1.0688549,1.1234593,1.0882695,0.7919042,0.46714383,1.3727977,0.7744814,0.8211278,1.3275983,0.2753625,0.8836562,1.341562,1.3268533,1.0459754,0.88861996,0.7765038,0.7850052,0.8573576,1.1648116,1.3540707,1.330369,0.70718265,1.1137297,1.0636786,1.2538502,1.3089626,0.86311764,0.5242774,0.5295484,1.4281797,0.7014108,1.3397694,1.1407502,1.0170052,1.0171434,1.1125758,0.84670645,1.2803465,0.99310064,0.9980515,1.2843058,0.8747448,1.1926725,1.0873071,1.2679644,0.8471686,0.9179654,0.88966495,1.3275077,0.83015823,1.3337071,1.0215611,0.49780762,1.0297769,1.2702544,1.2586962,0.7323886,1.3148689,0.9779736,1.4273381,0.0,0.77030474,0.8291118,0.42446244,1.3471504,0.9577703,1.3027407,1.2058678,1.2234421,0.9810597,0.9141785,1.0352036,0.7682656,0.87306404,0.92486936,1.0037788,1.4592009,1.384486,1.1999125,0.5660387,0.7056036,1.2406032,1.3567088,0.7494874,1.0028032,1.2473223,0.9295509,0.9138429,0.7007486,1.0774895,0.83093846,1.0414283,1.0341465,0.722088,1.3185651,0.8402796,1.4742047,0.86110514,1.0607209,0.8651972,1.1957626,1.2778959,1.0179377,0.8632388,0.77474177,1.2376968,1.3724638,1.2681966,0.9461175,1.1999617,1.243921,1.1345897,0.94628316,1.222764,1.14922,1.4029564,0.89991367,0.81595606
melon,0.9811734,0.475906,1.1621841,0.41919434,0.7663065,0.8359087,1.0724325,1.1160237,1.0541993,1.0078727,1.3072784,1.1333146,0.9337971,0.9282303,1.1254908,1.028781,0.8771862,1.0149643,1.0979834,0.80492544,1.1952366,0.9664363,1.0635523,1.0505538,1.048193,1.1269448,1.1471334,1.209035,0.9591759,1.2145779,0.67778474,1.1264862,0.9425464,0.8740027,1.250687,0.9264387,1.0992666,1.2113057,1.2622991,1.2281829,0.9328835,1.1261469,1.1097873,1.1596584,1.1286522,0.95937824,0.8892823,0.9862978,1.0207046,0.8133138,0.9275945,1.1161141,1.1558015,0.96092266,0.7126111,1.1707413,0.7269167,1.1841382,0.89326954,0.946311,1.1966105,1.1257759,1.113476,1.0463438,0.77030474,0.0,1.0272672,0.83522165,1.0124564,0.59101987,0.9031516,0.88125134,1.1466216,0.7260586,1.2509214,0.97947204,1.0136371,1.2548125,1.1060265,1.1143444,1.0159695,1.0220252,1.0021601,0.87671524,0.67437553,0.96833086,0.8897989,0.3868574,1.0358928,0.9911408,1.2376962,1.0836421,1.0618223,0.90854627,1.2038921,0.9462859,0.94617116,0.97937626,1.0611985,1.1211491,0.96052027,1.0351973,0.9933695,1.1024867,1.1182545,0.86322546,1.0481731,1.1325119,1.1821133,0.73331344,1.0250858,1.1664978,0.9828183,0.8414079,0.894631,1.1023915,0.9912114,1.0408448,1.0415329,1.0220907,1.3007777,1.0715227
milk,1.083566,1.2264286,0.9873157,1.0539111,1.0181422,1.1265942,1.0401827,0.8938477,0.92790306,1.2508231,0.94586825,1.0313721,1.2034954,0.91858256,1.013127,1.1659563,1.1893313,0.33449847,0.88675797,0.82006246,0.9913159,0.89807945,1.2010528,1.2061499,1.1982687,0.69189996,1.173842,1.1152588,1.071821,1.0982642,0.7893884,0.9187718,1.003765,1.2920864,0.9349227,1.1091406,1.0954276,0.9849102,0.957662,1.0676696,0.98276114,1.1829005,1.0536338,1.0085362,1.2248785,1.1366093,1.0948087,1.1401159,1.0702631,0.97526366,0.85256517,0.5382357,1.2393545,0.9510497,1.1909068,1.0877693,0.8636212,0.9294002,1.2838912,1.2012321,0.95981884,1.1281109,0.98327386,1.1333078,0.8291118,1.0272672,0.0,0.9289585,1.2329876,0.8733603,1.2190094,1.132456,1.1290329,0.975589,0.82062995,1.0032787,1.0052217,1.0107378,0.83523726,0.9739113,1.2370079,1.2268816,1.1315044,1.1585639,0.721331,1.079535,1.1091514,1.0522257,1.0458244,1.0510699,0.8870337,1.0072573,1.0314729,1.1060617,0.9984643,1.0403738,1.0650481,0.94700104,1.149584,1.0140718,1.3547887,1.0682292,1.0418854,0.10954726,0.695498,1.1968515,1.0344741,0.92922914,0.8686533,1.1277907,1.2410637,1.1621971,0.89980316,1.2556169,1.1595395,0.9991142,0.99857527,1.0798291,1.1518114,1.2820796,0.9434682,0.9773651
mitten,0.6145474,1.1700444,0.5376115,0.7697013,1.1029662,1.0976784,1.3083234,0.76503533,0.60475415,1.4463185,0.74453545,0.5741699,1.4171973,0.46273142,0.973815,1.4258825,1.5097446,1.157357,0.90685904,0.78340495,0.842291,0.9116876,1.1854693,1.4306551,1.512205,0.6227058,1.1331381,1.1797067,1.3658277,1.3226273,1.0018575,0.6330161,0.66542506,1.522918,0.78812814,1.508354,1.0270011,0.6385628,1.0738827,1.0045953,0.7101337,1.239225,0.9623143,0.93455505,1.0243735,0.57859063,1.3707747,0.7194365,1.1596578,0.5270823,0.9995432,0.7938473,1.3261257,0.40513313,1.2542086,0.90898633,0.68848133,0.5767867,1.4363967,1.313302,0.4805203,1.323791,1.0664918,1.5977054,0.42446244,0.83522165,0.9289585,0.0,1.4022634,0.99181527,1.4119787,1.165755,1.2242274,0.9479408,0.9050176,1.0782491,0.5524051,0.7902638,0.838434,1.056357,1.3775432,1.3218703,0.9091165,0.8070093,0.6556359,1.2146409,1.472069,0.9856675,1.1222148,1.2966492,1.0400313,0.9061857,0.7450973,1.1227995,0.6632904,0.922749,0.8515898,0.81516457,1.4260753,0.88987565,1.4733398,0.87721026,0.6924497,0.91886455,1.029627,1.4449824,1.0596987,0.70246756,0.786481,1.4812639,1.1640823,1.112284,0.6296351,1.2081417,1.3192245,1.2773482,1.0697588,1.3023154,1.2312117,1.4968705,0.9851468,0.8874419
motorcycle,0.9925067,0.79752094,1.3905393,1.125051,0.95375055,0.800436,0.81077075,1.3654175,1.4628954,0.65804607,1.3767897,1.3447267,0.40239137,1.4292152,1.0768569,0.7797649,0.64994955,1.0592701,1.263918,1.1529728,1.0964761,1.0988686,0.5107042,0.70327777,0.5298178,1.3956841,0.8174158,0.96832436,0.75645363,0.8014682,1.0473803,1.4085039,1.2548025,0.594761,1.3252037,0.6954449,0.8021417,1.1091868,1.094931,1.1483651,1.1904796,0.70925534,1.0163413,1.083154,1.0086852,1.0440568,0.5676228,1.1147916,0.9038445,1.09739,1.1226939,1.2392734,0.81856334,1.2654192,0.7640485,1.1890001,1.3119745,1.347537,0.66422987,0.38973206,1.4781846,0.8632597,0.9828567,0.5771565,1.3471504,1.0124564,1.2329876,1.4022634,0.0,0.9971574,0.7744195,0.80831504,0.87717783,1.0284663,1.305073,0.8146324,1.3537309,1.2807279,1.267951,1.023839,0.69986695,0.7602552,0.96408,1.0628287,1.2388479,0.70522,0.6884821,1.009174,0.828814,0.80274063,1.1270447,0.8980856,1.2398415,0.9172178,1.3539371,0.9413949,1.1400241,1.1673625,0.7366189,1.1492444,0.5544632,1.0919242,1.1330515,1.199105,1.042099,0.66002584,0.96071756,1.3395101,1.3430243,0.76764095,0.8627429,0.9085514,1.2522044,0.6575938,0.7863571,0.9997635,1.0132059,0.7780317,0.8047083,0.69178826,1.0720745,1.0236428
muffin,0.99937475,0.8404045,1.2812668,0.59942186,0.78145486,0.7877922,1.0946517,1.1744359,1.2585683,1.1043015,1.3119003,1.1856136,0.980087,1.1955727,1.1065333,1.1128956,1.0223671,0.9150549,1.1030645,0.74930143,1.0104183,0.8365698,1.0168478,1.0453336,0.95128345,1.0388479,1.1638777,1.1784458,0.9935138,1.1006482,0.18145955,1.2516857,1.0107042,1.0258216,1.2577865,0.97587216,0.97755927,0.9626665,1.1863756,1.2599074,0.9658443,1.1533507,1.139637,1.0627786,1.1289413,0.95074564,0.6495644,1.1398264,0.9242445,0.7465061,0.93015987,1.0253714,1.1672522,0.9843459,0.6807191,1.1816832,0.84231657,1.1117103,1.075009,0.97400224,1.2893245,1.26878,1.097598,1.0419426,0.9577703,0.59101987,0.8733603,0.99181527,0.9971574,0.0,1.0734587,0.958571,1.0663775,0.6413076,1.2756631,0.83076787,1.0773385,1.3093362,1.108827,0.97633463,1.0863366,1.0615976,0.921333,1.0312003,0.6999067,0.7914939,0.9294668,0.4948702,0.86278826,0.98769206,1.1923448,0.9493874,1.2124298,0.82780564,1.2936611,0.88664055,0.98863536,1.0600448,1.1799936,1.0298824,1.0476457,1.1919695,1.0353656,0.92540365,1.074107,1.0206561,1.0119032,1.1890364,1.1717838,0.81746536,1.0584152,1.1346986,0.9986424,1.0254096,0.8050271,1.0470983,1.0315989,0.8473005,1.0995555,1.124871,1.2183785,1.1930356
nail,1.343494,0.3925013,1.2662594,0.9148816,0.92453796,0.82956386,0.61211526,1.2747831,1.3660089,0.6456704,1.4306836,1.2791736,0.7802487,1.3304812,1.2163243,0.78973186,0.2733431,0.9008839,1.29536,1.0726205,1.2062346,1.2013307,0.9876659,0.7593218,0.77978927,1.1255796,0.9697497,1.1297776,0.80966496,0.8960428,1.1422772,1.3443153,1.2660005,0.256634,1.4489701,0.40375876,0.9456617,1.2502408,1.2358673,1.2176145,1.2858331,0.7018864,1.0187048,1.1034114,0.6790725,1.0704383,0.7765194,1.0040915,0.98487675,1.2664526,1.1375803,1.1928315,0.4529611,1.2643731,0.5439619,0.98475915,1.0571504,1.1431788,0.18355942,0.8847806,1.3179184,0.6883442,1.0707465,0.7225828,1.3027407,0.9031516,1.2190094,1.4119787,0.7744195,1.0734587,0.0,0.8766379,0.92051554,0.8818944,1.2665352,1.1408451,1.3001002,1.1980107,1.2828555,1.0220076,0.49057877,0.5435968,0.9800385,1.0939941,1.2266219,1.0037454,0.6573375,0.76964486,1.1196299,0.85011625,1.2645147,1.2435125,1.1321416,0.95777595,1.2764003,1.1681747,1.125274,1.2672316,0.66249573,1.2992122,0.2862841,1.1623528,1.1427355,1.2098861,0.8357905,0.2150476,1.1645439,1.3058685,1.3877939,0.656072,0.5348797,0.52850115,1.2730155,0.783702,0.65661824,1.0374945,1.0348707,0.9497338,0.99306124,0.12644196,1.2761971,1.0960548
napkin,1.2555833,0.8902223,1.2816124,0.99522597,0.89805543,0.8065054,0.7601962,1.3480666,1.3237829,0.7701432,1.0907214,1.0358707,0.7785283,1.2574356,1.2999761,0.78313977,0.81679875,0.93644506,1.2331607,1.0828257,1.0525416,0.98198014,0.92059624,0.49539268,0.6983528,1.2222013,1.0222523,0.8386637,0.9289967,0.81422067,1.0602823,1.3761146,1.1254377,0.74638265,1.2880559,0.6034425,0.73210436,0.8959292,1.1461346,0.82824767,1.0367609,0.7596723,1.102241,1.1405663,0.9302676,1.0268017,0.7971848,1.0423523,0.82029104,1.1755638,1.1797658,1.1908507,0.932914,0.7590676,0.7798397,1.1655598,1.2954314,1.2457972,0.7730971,0.8030218,1.269843,0.7805109,1.0501983,0.7659737,1.2058678,0.88125134,1.132456,1.165755,0.80831504,0.958571,0.8766379,0.0,0.89359665,0.93798065,1.2250509,0.85202956,1.1105065,1.1781273,1.1693702,0.9971999,0.73392475,0.83278733,0.99513537,0.5981341,1.1931847,0.8120315,0.5797748,0.9366292,0.82633114,0.75133586,1.1051235,1.0806277,1.0425019,1.0338824,1.2285535,0.7546034,0.8916906,1.1792402,0.8332491,1.2099681,0.5927758,1.1694674,0.7868512,1.1072967,0.94493794,0.83170897,0.9650842,1.2045574,1.3845904,0.7021061,0.81219,0.8493815,1.2832508,0.15440464,0.8839492,0.94666696,1.2411786,0.92531204,0.8889874,0.85209477,1.3107189,1.1105403
necklace,1.2160728,1.0264157,1.0720549,1.1466194,1.0674505,0.9961107,0.93069434,1.2501603,1.2638825,0.8344903,1.1551545,0.9684754,0.8766501,1.2035372,1.086233,0.93076104,0.9264233,1.0371372,1.1591127,1.0887966,1.0682921,0.9743903,0.840062,0.9342182,0.91849506,1.1258155,1.0534394,0.9897319,0.8490826,0.8230221,1.0988843,1.2505044,1.0344303,0.7968128,1.2331153,0.9030097,1.0806664,1.031181,1.1282799,0.9861101,1.0718217,0.74880165,1.0461824,1.0244429,0.69866306,1.1217335,0.9570413,0.9610273,0.7002292,1.147012,1.0096985,1.0986673,0.73236716,1.0939124,0.90150946,0.98973906,1.2520256,0.9489978,0.92038935,0.9477929,1.1203429,0.73391867,1.0239682,0.7581061,1.2234421,1.1466216,1.1290329,1.2242274,0.87717783,1.0663775,0.92051554,0.89359665,0.0,1.1134181,1.1946012,0.91422683,1.0781856,1.0849255,1.1671021,1.023446,0.72202724,0.7239665,0.9579483,1.015518,1.2665005,0.94525415,0.8543043,1.0396607,0.77544475,0.9571448,1.1750476,1.161367,1.0264102,0.7090893,1.0063969,0.9989612,0.830314,1.0880988,1.0138369,1.069194,0.73236644,1.1300646,1.086541,1.0668617,0.8412949,0.91369736,0.9028754,1.0661,1.1825495,0.84866977,0.7500367,0.7959182,1.0549692,0.9249407,0.92831933,1.0221808,1.0922763,0.91207427,0.9815176,0.7449024,1.1555295,1.1575474
