,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
rooster,0.619264,1.2576942,1.0507721,1.1565592,1.1319904,1.1846864,1.1367108,0.92130774,0.88152355,1.152013,0.92111164,1.1308252,0.7884226,0.88968545,0.8915964,1.1132473,1.2189058,1.0822326,0.97836655,1.0218135,0.9351889,1.0923495,0.7104554,1.206034,0.9108363,1.0484892,0.76334053,0.97329646,1.0906204,1.1023018,0.9006409,0.8075756,1.001462,1.2863854,0.83169216,1.2491835,0.61467147,0.7703394,0.95179385,1.0722704,1.0033509,1.2113901,0.9801564,0.9063052,1.2941607,0.84906757,0.89535594,1.1395943,1.0775046,0.791326,0.90003324,0.95034647,1.1869034,0.9373614,1.2351834,1.0806559,0.98363835,1.1292441,1.1930826,0.6798181,0.96193826,1.3414292,1.0748277,1.0165209,0.9138429,1.0836421,1.0072573,0.9061857,0.8980856,0.9493874,1.2435125,1.0806277,1.161367,1.1435049,0.9863326,0.8964271,1.0284755,1.083086,1.0182942,0.8471901,1.2764906,1.2517171,1.1677375,0.91061115,0.9359051,0.8774486,1.1672728,1.107096,0.94299567,0.9729452,0.91467506,0.0,0.98626745,1.036711,1.0288092,0.88409954,1.0954025,0.8603412,1.1679189,1.0003834,1.2547977,1.0554101,1.0178927,1.0354042,1.2509223,1.2204802,0.91420144,0.9657577,0.92144835,1.2022303,1.2443975,1.3003582,1.0349886,1.0824039,1.1190331,1.0805743,0.8687597,0.8663498,1.059364,1.2914968,0.63759935,1.0562387
scarf,1.120072,1.1411262,0.8185236,1.0693859,1.1629941,1.1472143,1.1277468,0.913238,0.59829074,1.1445156,0.65218306,0.72327757,1.3226835,0.58432996,1.0478644,1.2280189,1.2349328,1.2648437,1.0135672,1.0375804,0.8157388,0.98985785,1.1509997,1.2086166,1.2144332,0.8401365,0.960717,0.9275459,1.2637926,1.1085362,1.2090596,0.5844679,0.7802076,1.2084783,0.84022325,1.2462761,1.1477956,1.0373278,0.955341,0.88317,0.89950347,1.0237149,0.9057423,0.9476844,1.0003229,0.9009637,1.2125729,0.8495488,1.2371016,1.0306442,1.0652636,1.0207092,1.0520899,0.94199526,1.2585573,0.8400807,0.79877436,0.9738917,1.1667747,1.265996,0.63117486,1.0962603,1.0709643,1.342252,0.7007486,1.0618223,1.0314729,0.7450973,1.2398415,1.2124298,1.1321416,1.0425019,1.0264102,1.1053798,0.86014915,1.0222908,0.722302,0.5385786,1.0315967,1.0182598,1.1838417,1.1502472,1.0432824,0.74584705,0.9640894,1.2294569,1.3022693,1.057138,1.0484607,1.2572304,0.9505853,0.98626745,0.0,1.2200217,0.6292867,1.1079675,0.76215035,0.7191954,1.0594486,1.0403603,1.1663051,0.84566605,1.0794971,1.0574296,1.1672435,1.1369172,0.9991927,0.8120149,0.9297308,1.3099245,1.1191734,0.88882184,1.102599,1.1221364,1.2304611,1.105907,1.0165375,1.0912901,1.1223207,1.1691175,0.9809966,0.8295097
scissors,1.059139,0.95501167,1.1452507,1.0322102,0.89335346,1.1240731,0.90082705,1.1567361,1.1849052,0.9123325,1.2517372,1.2328105,0.77946544,1.1519582,1.048296,0.75341433,0.8863447,0.99043614,0.9546617,1.166209,1.2010715,0.96944344,0.8735057,0.98888147,0.90118146,1.2258215,1.0266913,1.0984609,0.82121944,0.99001765,0.80174375,1.264837,0.98259777,0.6847419,1.1540997,0.914432,1.0462378,1.0760343,1.1702316,1.1036527,0.9660566,1.0274429,1.1557096,1.1120453,0.9796292,1.1054704,0.8530828,1.1044165,0.602824,1.0799327,1.0163598,1.050077,0.9616942,1.1057824,0.76160157,1.2357217,1.2247474,1.0856771,1.0240859,0.79501873,1.2380141,0.9115251,0.8575212,0.74143606,1.0774895,0.90854627,1.1060617,1.1227995,0.9172178,0.82780564,0.95777595,1.0338824,0.7090893,1.0548166,1.2683117,0.8544278,1.0890827,1.3216399,0.9960833,1.0921947,0.72885406,0.65176594,0.97655123,1.0002697,1.1835935,0.919134,0.84357107,0.80367845,0.72837317,0.91192627,1.1987581,1.036711,1.2200217,0.0,1.2948813,0.8438678,1.0774062,1.124177,1.1112504,0.8604834,0.80057466,1.0204542,1.0738806,1.0983682,0.9119879,0.9372682,0.8393214,1.2232406,1.0896468,0.70381176,0.8894762,1.03617,0.77095014,0.8931909,0.7743895,0.9163748,1.1052766,0.8938695,0.9180002,0.88174427,1.2002745,1.1088157
shirt,0.92093873,1.2694441,0.42742616,1.0407486,1.2365142,1.2091429,1.3734647,0.6819855,0.5177287,1.2424878,0.57629156,0.46247375,1.3962739,0.59692854,0.8921795,1.2480012,1.4280634,1.2138613,0.8525103,0.9773808,0.96465796,1.0861378,1.263119,1.3530549,1.381253,0.7399063,1.0363891,0.9746104,1.3041053,1.27476,1.245816,0.49268752,0.95559794,1.4714825,0.7167475,1.4487896,1.1578448,0.9606567,0.80676794,0.82920724,0.7576729,1.0541682,0.8637363,0.6807407,0.94888496,0.97002625,1.4709723,0.7343705,1.1243179,0.9490262,1.0100002,0.8525392,1.0849843,0.8461342,1.4519738,0.6089327,0.74283266,0.65929955,1.2965646,1.3931147,0.41624546,1.1709566,1.0836679,1.412599,0.83093846,1.2038921,0.9984643,0.6632904,1.3539371,1.2936611,1.2764003,1.2285535,1.0063969,1.1317885,0.7032549,1.266284,0.55037177,0.37138247,0.71995556,1.0350952,1.2406073,1.2407876,0.99947464,1.0960974,0.917198,1.2871375,1.44223,1.3106635,1.3068963,1.2936156,0.79148996,1.0288092,0.6292867,1.2948813,0.0,1.2049217,0.70831555,0.82028466,1.1395246,1.0076326,1.4308745,0.7178813,0.8939669,0.9907995,1.0359223,1.3661209,1.1155858,0.29583406,0.6139959,1.4841835,1.147829,1.0093614,0.8710892,1.3932993,1.4477115,1.150585,0.93830705,1.2095366,1.2203982,1.3185751,0.73372865,0.8298414
shoe,0.8949299,1.157459,1.1732101,0.9856087,1.0135171,1.0533731,1.0411868,1.0956862,1.104075,1.0472966,1.0469179,1.1059234,0.91979754,1.0948462,1.0815032,0.9356695,1.0755972,0.97798645,1.0546455,1.0576005,0.94858134,0.8311697,0.8863348,0.99773824,0.87391484,1.1961015,1.0295691,1.0624957,1.0551654,1.0649967,0.8709645,1.1309711,1.022237,1.0881485,1.0740511,1.0411019,0.8085804,0.81008995,1.1104101,0.93939126,0.9076384,1.114701,1.0644516,1.0530919,1.0977862,0.84224796,0.9777112,0.98869663,0.79656124,0.8378747,1.032225,0.9708268,1.1477875,0.7263764,0.8998725,1.199055,1.1508874,1.0347854,1.1506546,0.8034167,1.0022455,1.0395565,0.9930302,1.033303,1.0414283,0.9462859,1.0403738,0.922749,0.9413949,0.88664055,1.1681747,0.7546034,0.9989612,1.1276147,1.1592014,0.67004895,1.0355856,1.0403726,1.0301487,1.015444,1.0977972,1.1059908,1.0653737,0.81283987,1.00231,0.94407004,0.8459089,0.99499255,0.63164914,0.8980783,1.0890187,0.88409954,1.1079675,0.8438678,1.2049217,0.0,1.0326642,0.8541241,1.0888777,1.0162059,0.86740804,1.0565486,0.7990548,1.0421336,1.0200557,1.1669495,0.8407578,1.1503212,1.100728,0.9469743,0.94198215,1.1275134,0.96275085,0.6905099,1.0177697,0.98512286,1.163891,0.8622011,0.99711686,1.1557424,1.1194658,1.0591877
shorts,1.0900716,0.9475495,0.89534235,0.9365878,1.096556,0.9907777,1.1487896,1.0253639,1.0112827,1.0579103,0.8267262,0.67359805,1.1835886,0.97277427,1.2152646,1.106261,1.161082,1.1629751,1.133526,1.1175169,1.0099442,0.9864153,1.1562377,0.959591,1.1730143,0.8041403,1.1567534,0.8655238,1.0862023,1.0444866,1.058511,1.0076644,0.94130963,1.1126186,1.0348157,1.1165541,1.1314647,0.9329189,0.94302756,0.8539804,0.8112689,0.90806943,0.7717598,1.0028912,0.79587626,1.0070404,1.1856196,0.7481646,1.0238352,1.0559422,0.97727805,1.1780752,0.94633716,0.7807534,1.125455,0.889652,1.0692024,0.85909593,1.1156334,1.181914,0.7737602,0.95150083,1.1553928,1.1197689,1.0341465,0.94617116,1.0650481,0.8515898,1.1400241,0.98863536,1.125274,0.8916906,0.830314,1.0870925,0.91137224,1.0913186,0.713461,0.67237145,1.0641778,1.0618984,0.9714307,0.986419,0.85463274,0.93498856,1.0248052,1.0924728,1.1743281,1.0965345,1.0447193,1.0589406,0.99888664,1.0954025,0.76215035,1.0774062,0.70831555,1.0326642,0.0,0.8802151,1.0756611,1.1665,1.0465544,1.0605797,0.71051264,1.0848064,1.0202662,1.119595,0.9697809,0.8178234,1.1634388,1.0822403,0.901616,0.83705854,0.9894269,0.94822264,1.2405018,1.1832186,1.1445262,1.1019539,0.94976693,1.0669571,1.0739894,1.0678443
shovel,0.8168254,1.2740948,0.9778612,1.0349536,1.1516575,1.1928221,1.3124974,0.89043117,0.6597159,1.2017449,0.73150223,0.8555139,1.12237,0.74618447,0.7968185,1.1006957,1.2702718,1.157232,0.9161142,1.0350261,0.8087693,0.8570281,0.9880282,1.2706892,1.1794097,0.90782374,1.0908263,1.0069473,1.2634919,1.2464699,1.0163316,0.6339083,0.8665366,1.3116542,0.76618946,1.3190997,1.0868028,0.8691903,0.93689406,0.9430783,0.9274181,1.2161349,0.9036302,0.9301627,1.2301033,0.8484335,1.1735455,0.96711826,1.1600757,0.86506355,0.8862396,0.96218055,1.2572491,0.88455635,1.2684414,1.0108228,0.776512,1.0096339,1.282978,1.0895683,0.7692287,1.1591667,0.9230912,1.2247072,0.722088,0.97937626,0.94700104,0.81516457,1.1673625,1.0600448,1.2672316,1.1792402,1.0880988,1.1492385,0.9068098,0.96711755,0.872352,0.73710454,0.8802493,1.0791441,1.2762629,1.231699,1.2023094,0.91117525,0.8106388,1.1444409,1.2666337,1.0772393,0.89343274,1.176877,0.8901946,0.8603412,0.7191954,1.124177,0.82028466,0.8541241,0.8802151,0.0,1.1445727,0.92735106,1.312262,0.8408874,1.0212593,1.011768,1.2614136,1.2217609,0.9107751,0.84828544,0.75385094,1.2644138,1.3025662,1.1990151,0.92376083,1.2396882,1.1747142,1.0355928,1.0145676,1.0732523,1.0713893,1.3371024,0.84588444,1.0137596
sink,1.1583321,0.59693587,1.2749292,1.1647298,0.9709297,0.6613898,0.7596459,1.1708333,1.2271926,0.49517405,1.119461,1.1300625,0.8613947,1.2728966,1.0829817,0.73655134,0.63942254,0.8771306,1.1643817,1.1276295,1.0479207,1.1471627,0.9558199,0.61345,0.7515041,1.2143202,0.87473243,0.9534147,0.88354087,0.69274044,1.1890227,1.2344214,1.1947292,0.6058972,1.2217323,0.6428013,1.0926068,1.2609496,0.9381322,0.7489602,1.3131139,0.7317024,1.0316166,1.0873868,0.8415097,1.0792414,0.8979951,0.87587166,1.0619718,1.2363446,1.11885,1.089991,0.76905143,1.221099,0.91743004,0.9294686,1.1157591,1.259248,0.6416038,0.9610144,1.2765102,0.5093936,1.009091,0.6680739,1.3185651,1.0611985,1.149584,1.4260753,0.7366189,1.1799936,0.66249573,0.8332491,1.0138369,0.9760949,1.0470848,1.1467253,1.3032391,1.0458441,1.2143712,1.0427784,0.7066914,0.8554449,1.0546839,1.0649827,1.188147,0.92395556,0.6561677,1.0400695,1.1505889,0.9343797,0.96181875,1.1679189,1.0594486,1.1112504,1.1395246,1.0888777,1.0756611,1.1445727,0.0,1.1421893,0.5624659,0.9931797,1.0259206,1.049262,0.87027293,0.6477978,1.2223418,1.1381387,1.2213731,0.7487187,0.90958446,0.90503734,1.3266902,0.7716303,0.9671865,0.85561097,0.9593063,1.0124214,0.90947646,0.6502303,1.0259196,0.9924515
slide,0.7350538,1.2595227,0.8975075,1.0947139,0.91973174,1.2028817,1.0342408,0.7508929,0.66206336,1.2559353,0.8092654,0.8926089,1.1909562,0.7991619,0.31648982,0.7900485,1.252018,1.10829,0.38439977,0.959326,0.80170023,0.8796446,1.0818737,1.2079895,1.0915163,1.0653322,1.1720674,1.0151768,1.0468315,0.97404945,0.9892497,0.80484235,0.91617256,1.1565711,0.5011684,1.2443755,1.1946784,0.8874162,1.0601652,0.9463269,0.92598665,1.1978375,1.117994,1.0391976,1.1989256,0.9829185,1.1524553,1.1617227,1.0055106,0.8588265,0.9319885,0.96580696,1.248231,1.1500723,1.131628,1.1235713,0.9742947,1.0426852,1.2567062,1.1230952,0.94716895,1.0635185,0.5014414,1.1740127,0.8402796,1.1211491,1.0140718,0.88987565,1.1492444,1.0298824,1.2992122,1.2099681,1.069194,1.0861744,0.99679494,0.9410336,0.96543837,1.0401773,0.7044494,1.1298747,1.1478388,1.1388912,1.0430126,1.0977552,0.943547,1.1422557,1.1397829,1.0847971,0.96643883,1.1350315,1.044949,1.0003834,1.0403603,0.8604834,1.0076326,1.0162059,1.1665,0.92735106,1.1421893,0.0,1.3521221,0.84193367,1.2801913,1.0229123,1.1404066,1.2692914,0.8610636,1.069467,0.527638,1.0967753,1.2843674,1.3145435,0.66459394,1.1863562,0.6474639,0.66539335,0.9976418,1.014592,1.122899,1.3143815,0.9226539,0.9365157
slipper,1.3043725,0.491171,1.4101241,1.0402423,1.0118705,0.67561007,0.5255277,1.5267922,1.6310012,0.44843584,1.4847138,1.3175619,0.5631834,1.5518215,1.3287666,0.73319316,0.3567791,1.0094236,1.4688704,1.182405,1.214363,1.1698725,0.7804632,0.54620165,0.6092231,1.2778873,0.98441786,1.0405209,0.7431602,0.6636493,1.185207,1.5762764,1.286813,0.20873451,1.5976202,0.3965577,0.8393563,1.1187663,1.261014,1.0849973,1.2552811,0.5245207,1.0776,1.1014131,0.56318134,0.96528584,0.6306344,0.9387205,0.789745,1.2393668,1.238185,1.2792871,0.41762978,1.1267023,0.44802606,1.0653194,1.3025594,1.1663682,0.29951084,0.6566819,1.4358665,0.49961174,1.0854686,0.5628518,1.4742047,0.96052027,1.3547887,1.4733398,0.5544632,1.0476457,0.2862841,0.5927758,0.73236644,1.0067078,1.3823152,0.99083614,1.3602195,1.2514637,1.4684331,0.9909547,0.38336217,0.4578696,0.91199684,0.9667064,1.4120886,0.83815604,0.5134103,0.84764063,0.89615595,0.71677744,1.3374219,1.2547977,1.1663051,0.80057466,1.4308745,0.86740804,1.0465544,1.312262,0.5624659,1.3521221,0.0,1.2551694,0.9878446,1.2712725,0.7972108,0.33359897,1.101982,1.4254427,1.6108062,0.51979905,0.3807251,0.4565171,1.348829,0.44521213,0.6513338,0.99902487,1.1358954,0.8729595,0.8553487,0.18038255,1.4168854,1.1715055
snow,0.9003035,1.1090766,0.79997694,0.9685819,1.0829905,1.2534591,1.2204012,0.801857,0.5870679,1.0962768,0.81948507,0.74635124,1.1715835,0.5824839,0.83243895,0.950649,1.2063806,1.157718,0.7512357,1.0312403,1.0157595,1.0947047,1.0807748,1.1837462,1.1956501,1.1024815,0.7467044,1.1025693,1.212979,1.1411719,1.1344188,0.72516775,0.9237843,1.2185175,0.7866639,1.2519758,1.0629283,1.1177883,0.9621524,0.8974969,0.91073006,1.162753,0.9279051,1.0620232,1.1967287,0.94273007,1.2424899,0.88202137,1.1929998,0.9566287,1.0260335,0.8298582,1.1751659,1.1156151,1.1792572,0.95666933,0.86721075,1.0451277,1.2280779,1.1863574,0.7730375,1.111289,1.0850381,1.2065547,0.86110514,1.0351973,1.0682292,0.87721026,1.0919242,1.1919695,1.1623528,1.1694674,1.1300646,1.0125816,0.96485835,1.023723,0.71489334,0.80713844,0.707377,1.034267,1.1824378,1.2183797,0.98418224,0.98146677,0.8811093,1.1390374,1.1812229,1.1344982,1.189192,1.1603537,0.9167829,1.0554101,0.84566605,1.0204542,0.7178813,1.0565486,1.0605797,0.8408874,0.9931797,0.84193367,1.2551694,0.0,1.1485834,1.0017356,1.0430872,1.1688504,1.0387826,0.8462771,0.6468626,1.2142597,1.2684333,1.1714152,0.9260744,1.1635497,1.1754376,0.9464794,0.9504623,1.158749,1.2216299,1.2259333,0.88339686,0.68773687
sock,1.0361062,0.9681633,0.77460605,0.96918297,1.056172,0.8917777,1.1714592,0.9912735,1.0894798,0.9328427,0.854571,0.88452,1.1124803,1.0396682,1.3003149,1.1934061,1.1397916,1.0995317,1.235546,1.0784054,1.0373691,1.1276107,1.1644256,0.8440534,1.1753188,0.8351762,1.0512505,0.9144665,1.0823724,1.0177658,1.0746827,1.0284405,0.98219556,1.1543486,1.043514,1.0942674,0.85839915,0.77910817,0.84486353,0.7144094,0.87676233,0.95196533,0.8422924,1.010906,0.71462315,0.934748,1.1983907,0.4725337,0.9352876,1.0339917,1.0301664,1.1105074,1.1036052,0.25237727,1.0895556,0.9589557,1.1505152,0.60611826,1.2082177,1.0821235,0.7082049,1.0694919,1.1579716,1.0843751,1.0607209,0.9933695,1.0418854,0.6924497,1.1330515,1.0353656,1.1427355,0.7868512,1.086541,1.0049862,0.86211574,1.0580426,0.86441875,0.84009516,0.99385154,0.97443753,1.0071927,1.0285366,0.93291396,0.8584827,1.0587527,1.0191252,1.1679463,1.1886173,1.1218836,0.9680141,0.87022185,1.0178927,1.0794971,1.0738806,0.8939669,0.7990548,0.71051264,1.0212593,1.0259206,1.2801913,0.9878446,1.1485834,0.0,1.0664723,1.026574,1.1930525,1.0426263,0.72433615,1.1579267,1.1644257,0.7177527,0.88905996,1.0022727,0.78753316,1.3547848,1.2845992,1.1232955,1.1727605,0.8463587,1.1332197,1.0200607,1.0705454
soup,1.0495083,1.203885,0.99779266,1.0638235,1.095452,0.99407107,0.9429519,0.949141,0.9874075,1.2269036,0.9686044,0.9894231,1.2322038,0.95928985,1.0326165,1.1740675,1.2294834,0.32421577,0.92626977,0.7488588,0.9732392,0.93636274,1.1384623,1.2284305,1.2288526,0.66381305,1.1323799,1.1821262,1.0873966,0.9799868,0.8455169,0.9848931,0.90832424,1.2764748,0.9907461,1.1360452,1.0707867,0.92980266,0.9993845,1.0275146,1.0244575,1.0569448,1.1168786,0.9986714,1.1037446,1.0157251,1.1013107,1.0507637,1.0834208,0.9389514,0.9165463,0.45760363,1.1505623,0.9828826,1.1587737,1.0084078,0.8127713,0.87912595,1.2660339,1.2143071,0.9658562,1.0093341,1.0486419,1.169379,0.8651972,1.1024867,0.10954726,0.91886455,1.199105,0.92540365,1.2098861,1.1072967,1.0668617,0.96310234,0.89497846,1.0538923,1.006607,1.044179,0.8826205,0.8299063,1.2030661,1.2036338,1.0390445,1.1946781,0.77313733,1.0868515,1.0671518,1.080846,1.0855919,1.0933181,0.9769506,1.0354042,1.0574296,1.0983682,0.9907995,1.0421336,1.0848064,1.011768,1.049262,1.0229123,1.2712725,1.0017356,1.0664723,0.0,0.5836222,1.204308,1.1192855,0.9944684,0.9096021,1.1708922,1.1861409,1.1072478,0.92545563,1.2147849,1.1957827,0.9954378,1.0143337,1.1062393,1.2154016,1.2268566,0.98943776,1.0165808
spoon,1.166803,0.9029117,0.8819512,1.0444357,1.0937635,0.9546798,0.87993103,1.1184207,1.2172064,0.9473752,1.2076582,0.98216707,1.0838162,1.1738482,1.1611208,0.96203864,0.97092557,0.4830287,1.0550349,0.91919065,1.2159917,1.0444838,1.1426189,0.9972612,1.1351634,0.753981,1.0776441,1.2583115,0.9813305,0.9485496,1.0983346,1.2813854,1.1331019,0.7812923,1.3183095,0.9072253,1.1482792,1.0716705,1.1871096,0.9568921,1.1391883,0.9154012,1.0156167,1.108914,0.72576225,1.0654126,1.1176102,0.9163275,0.69800925,1.0858942,1.1373703,0.579835,0.86427784,0.9302618,0.88894576,1.0308404,1.033067,0.7556955,0.9805624,1.1338149,0.9260623,0.48046482,1.1261375,0.91862243,1.1957626,1.1182545,0.695498,1.029627,1.042099,1.074107,0.8357905,0.94493794,0.8412949,0.9306327,1.0005854,1.1661587,1.0786891,1.0335964,0.99470246,1.0037105,0.62426454,0.67865956,0.83524525,1.1991402,1.0415559,1.0938329,0.7722473,1.0434375,1.0617771,0.93384856,1.2251045,1.2509223,1.1672435,0.9119879,1.0359223,1.0200557,1.0202662,1.2614136,0.87027293,1.1404066,0.7972108,1.0430872,1.026574,0.5836222,0.0,0.93039286,1.1894225,1.0218238,1.0963627,0.9294344,0.80901325,0.7626624,0.714071,0.97493476,1.1021997,1.0114172,1.1251187,1.2018341,1.0954351,0.8059145,1.2062182,0.8841543
strawberry,1.282546,0.47615856,1.3719343,1.0751975,0.92853683,0.77043223,0.5338659,1.3459234,1.4417162,0.53341174,1.4599777,1.3355854,0.6066854,1.3763746,1.1916301,0.73635995,0.16664672,0.8922935,1.3363451,1.1633335,1.2285714,1.1918344,0.8400207,0.6304912,0.7064526,1.2765377,0.91311395,1.0199358,0.710826,0.8309202,1.1109362,1.4000373,1.2770615,0.22750294,1.4404184,0.33929443,0.96951294,1.2650152,1.1550356,1.2782595,1.2397574,0.7431038,1.0887818,1.081496,0.89561766,1.1024673,0.6151589,1.1741097,1.0127728,1.2445087,1.1311941,1.2640176,0.5794179,1.3286469,0.60749376,1.0762609,1.1617754,1.3363435,0.1909625,0.76071274,1.4586009,0.68474114,1.0770206,0.58912194,1.2778959,0.86322546,1.1968515,1.4449824,0.66002584,1.0206561,0.2150476,0.83170897,0.91369736,0.8821559,1.2718551,1.0528122,1.3174608,1.2912647,1.3600086,1.0815202,0.5175596,0.5348978,1.034406,1.0489635,1.2298344,0.8638192,0.6410928,0.79247725,0.96690434,0.72981906,1.1843274,1.2204802,1.1369172,0.9372682,1.3661209,1.1669495,1.119595,1.2217609,0.6477978,1.2692914,0.33359897,1.1688504,1.1930525,1.204308,0.93039286,0.0,1.0710108,1.3565602,1.3905184,0.54347765,0.7019624,0.70647913,1.336504,0.71235573,0.5437251,0.9481037,1.0300517,0.9282413,0.88511246,0.24470103,1.2421699,1.0917073
stroller,1.1041695,1.27372,1.1407218,1.1085751,0.9399907,1.3121094,1.0204893,0.9264367,0.97687227,1.059339,0.9256166,1.1017911,0.94255,1.0127923,1.0016263,0.9148416,1.0104669,1.0259886,0.8463688,1.1849597,1.0479773,0.78183436,1.0379888,0.92435545,0.7529313,1.1857855,0.94820994,0.7213379,0.9917087,1.0486298,0.9912577,0.9594298,1.0543625,1.0782356,0.7962655,0.9442458,0.8604988,0.8797469,0.9631468,1.1059889,0.88231725,1.1562705,1.0265732,1.0374129,1.2138115,1.2095749,0.98539984,1.1784153,0.9709024,1.1089478,0.987016,1.0896323,1.1645788,0.98526776,1.1217314,1.1810957,1.2228504,1.1475801,1.1105973,0.8514887,1.0944288,1.1059783,0.86854285,0.8710142,1.0179377,1.0481731,1.0344741,1.0596987,0.96071756,1.0119032,1.1645439,0.9650842,0.9028754,1.0962816,0.9852406,0.84602845,0.9652951,1.1236992,1.0466722,1.113398,1.0769498,1.0357324,1.0936652,0.89542943,0.9904036,0.9297674,1.0325581,1.0085404,0.694408,0.85546094,0.84215796,0.91420144,0.9991927,0.8393214,1.1155858,0.8407578,0.9697809,0.9107751,1.2223418,0.8610636,1.101982,1.0387826,1.0426263,1.1192855,1.1894225,1.0710108,0.0,1.0188789,0.9682212,0.9482503,1.1067249,1.2265408,0.98269653,0.96965474,0.86243045,0.7947587,1.0018836,0.7703156,0.8819045,1.1768798,1.0005009,1.0003587
sweater,0.9209603,1.2691089,0.50534725,1.0610534,1.1789767,1.1755135,1.3435316,0.771931,0.6486815,1.2445906,0.6282356,0.6775694,1.2974732,0.71734136,0.99249375,1.2418324,1.3430274,1.106986,0.8947383,0.9928013,0.993949,1.0732664,1.2212529,1.2127365,1.3447919,0.7545401,1.0570604,0.90160215,1.2166382,1.2555306,1.1255265,0.5993118,0.9550955,1.4104052,0.74222577,1.3454077,1.101262,0.9436503,0.7103801,0.78044593,0.82408804,1.1080246,0.88267213,0.7933314,1.0426093,1.0102032,1.3781984,0.73831874,0.9984641,0.9529244,1.0060134,0.9390484,1.1995561,0.7231515,1.3979738,0.74557436,0.8436744,0.7074861,1.3497331,1.2756194,0.5338763,1.169631,1.08842,1.2686042,0.8632388,1.1325119,0.92922914,0.70246756,1.3395101,1.1890364,1.3058685,1.2045574,1.0661,1.0755836,0.609945,1.2513595,0.699279,0.5138698,0.741512,1.0320513,1.1814151,1.1635745,1.030393,1.0541793,0.88702273,1.1745884,1.4112236,1.2544672,1.1681628,1.1592474,0.6634036,0.9657577,0.8120149,1.2232406,0.29583406,1.1503212,0.8178234,0.84828544,1.1381387,1.069467,1.4254427,0.8462771,0.72433615,0.9944684,1.0218238,1.3565602,1.0188789,0.0,0.70706683,1.3892397,1.1503751,1.0816694,0.8470881,1.3379631,1.4159272,1.1464843,1.0253718,1.2504847,1.062611,1.3410845,0.7514198,0.9199679
table,0.7309201,1.4318953,0.58603805,1.1583772,1.1324626,1.4218764,1.2132647,0.5132527,0.31403518,1.3461776,0.4957484,0.7092179,1.3689823,0.5464442,0.47712302,0.83314127,1.4005405,1.0218029,0.33088434,0.9991797,0.9320184,0.95350695,1.1803119,1.3852625,1.3292049,0.9866002,1.0435671,0.8889655,1.2144592,1.1316727,1.0688975,0.41214383,0.9545655,1.4770864,0.42368567,1.3897195,1.1592609,0.92611384,0.90799266,0.8987296,0.8034977,1.3605487,1.0108851,1.0083712,1.3135406,1.0588547,1.4063823,1.0469432,1.1333064,0.83736724,0.8500099,0.745276,1.357449,1.0314809,1.3965647,0.9662155,0.81357175,0.8978853,1.439421,1.3231618,0.6020376,1.2081105,0.7916197,1.3293535,0.77474177,1.1821133,0.8686533,0.786481,1.3430243,1.1717838,1.3877939,1.3845904,1.1825495,1.227618,0.72768646,1.0145472,0.6963073,0.75582576,0.42547822,1.1442811,1.3760676,1.3473554,1.2084084,1.1453836,0.8144844,1.1696308,1.2510335,1.2605542,1.1819546,1.2504091,0.81084996,0.92144835,0.9297308,1.0896468,0.6139959,1.100728,1.1634388,0.75385094,1.2213731,0.527638,1.6108062,0.6468626,1.1579267,0.9096021,1.0963627,1.3905184,0.9682212,0.70706683,0.0,1.2847872,1.4181459,1.3648899,0.6564622,1.4656718,1.05783,0.6680517,0.884839,1.1389601,1.231924,1.4725544,0.6629691,0.82605886
