,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jacket,0.69409126,1.1780988,1.3686434,1.134542,0.33135736,1.3196802,1.3884705,0.9877611,1.3564756,0.6225552,0.62071335,0.4392665,1.1977863,0.87154514,0.3177817,1.0575564,0.50531554,0.7109238,1.0456477,1.4033349,1.4894543,1.0257466,1.152405,1.390552,1.2791601,1.4189761,0.8298826,1.3520682,0.6419747,1.0203589,1.3220254,0.7874533,0.539699,1.3726261,1.0097902,1.3522813,1.1752399,0.64077604,1.210176,1.5122013,0.6564792,1.438761,0.89930207,0.911561,1.0628071,1.3303293,0.66837335,1.19498,1.2959449,0.5602967,0.66443104,1.2246587,1.4409525,1.3063092,1.1640162,1.3567073,1.0901895,0.80578506,0.7338089,1.3638138,1.1200892,0.97274756,1.205427,0.79461116,1.0969038,0.6982082,1.4468338,1.1507933,0.87142646,0.0,1.0436414,0.19403112,1.0931709,1.1558876,1.3681939,1.3131526,1.1199903,0.76495504,0.8613961,0.9795398,1.1140972,1.1087357,1.3514681,1.4391423,1.0988233,1.3011594,1.3732586,1.1178855,0.9668037,0.20057333,0.45482516,0.8807382,1.4140637,1.4377098,1.0786473,1.1583288,1.2702278,1.2814577,0.73244035,1.3150499,1.2703053,1.1951587,1.051756,0.507115,1.2259837,1.2362456,0.873423,1.2370006,1.1946672,0.36511028,0.9181827,0.2608075,0.92427814,0.62443084,1.2547358,0.74029344,0.8100297,0.7942165,1.1132118,0.8632217,1.4046439,0.95836574,1.3414638,1.4147366,0.86864686,1.3672781,0.97523636,0.16066647,0.54403573,1.3965154,1.2701995,1.2521913,0.81819665,1.3510708,1.394351,0.7922815,0.9358566,0.99212366,1.3179629,1.0452784
jar,1.1192876,1.055133,0.99557453,1.116589,1.0156279,1.0294616,0.98287517,1.0195131,0.7858325,1.1139486,1.1579928,1.1862183,0.92667735,1.014631,1.0738081,1.1291115,1.2377318,1.1227031,0.9915363,0.81211364,0.95320296,0.8544586,0.96448976,0.7243444,0.9836725,0.7916182,0.9401157,0.9688066,1.1331638,0.8989086,0.90742,1.0186805,1.0033418,0.972522,0.91388106,0.97768086,1.0164224,1.0271703,0.98287755,0.92371404,0.9720563,0.78005517,1.0237181,1.0047021,0.8774142,0.94202006,0.9620279,1.1216397,0.9561263,1.163337,0.9376122,0.9828065,1.0954671,1.0307682,0.86974186,0.97016084,1.0829272,1.1353767,0.7952031,0.97421277,0.963433,1.0926683,0.8226868,0.9391028,1.0905704,0.98044443,0.9603675,1.1263144,1.0176427,1.0436414,0.0,1.0708643,0.86687535,0.97111034,0.92783386,0.9757658,1.1255237,0.79071593,1.0341935,1.0020192,1.0007962,0.9670747,0.9953491,0.88797784,0.91543216,0.9935798,1.0577669,0.7959422,1.0626875,1.0555278,0.96131015,1.0520709,0.9744611,0.98171157,1.1480491,1.0475352,1.0731255,1.0700012,0.9215317,0.86937845,0.9589391,1.0972458,1.0998507,0.94754237,0.8440446,1.0436141,0.8698938,1.1658586,0.9569054,1.0590593,0.97950333,1.0279698,1.0600064,0.9240941,1.0290282,1.105436,0.8905895,1.165759,1.0617629,1.1527201,0.9730582,1.0231961,1.1624511,0.92639595,0.9352513,0.9119189,0.9280465,0.9915809,1.0431584,0.9269983,0.97987026,1.0085412,0.99072915,0.899824,0.90509546,0.88116616,1.1104715,0.62442386,0.76081294,1.0929633
jeans,0.7970375,1.1755972,1.4094292,1.1787093,0.33458447,1.3842528,1.4245335,0.91788626,1.3921053,0.65307117,0.48341393,0.42580986,1.0767678,0.66000587,0.37039596,1.0923939,0.40607464,0.82982504,1.2452309,1.4439642,1.5075594,1.1832571,1.121234,1.3401892,1.1725193,1.4060755,0.7396138,1.1675394,0.41222072,0.8650507,1.4491851,0.7872884,0.6654482,1.3759123,0.928132,1.3516449,1.2401819,0.47437996,1.1657289,1.4929047,0.58276343,1.5319638,0.9088874,0.9296309,1.1042728,1.309578,0.60908693,1.1120862,1.2986815,0.5511663,0.8346123,1.1615865,1.4274278,1.3885798,0.86860645,1.2645941,1.1806391,0.95532435,0.86326766,1.2281075,0.9643254,0.8447441,1.2692547,0.8136206,1.1124363,0.6775165,1.3984591,1.1886803,0.8088913,0.19403112,1.0708643,0.0,0.92586434,1.2185024,1.4900777,1.1742009,1.173909,0.88489175,0.7347541,1.00769,1.0850863,1.2052337,1.3662813,1.2681109,1.0118165,1.2380544,1.3467103,1.0076327,0.95714295,0.22969401,0.14218128,1.038086,1.4530096,1.4713742,1.2386873,1.0466392,1.2878509,1.1171111,0.768206,1.3781714,1.3376731,1.2285511,1.0737193,0.467237,1.2904322,1.1092436,0.8634128,0.998348,1.2291669,0.43933034,0.87498647,0.30192584,0.85390615,0.34157443,1.2676506,0.8154466,0.7130116,0.8404412,1.018567,0.77980524,1.4349765,0.8416176,1.4627628,1.2886739,0.8428707,1.3393073,0.944517,0.26501912,0.61375916,1.5287471,1.1482466,1.2109241,0.7747492,1.1579149,1.5180572,0.9420418,1.0534127,0.9964476,1.277082,1.0943645
knife,1.2095511,1.0563586,1.1788895,1.1345797,1.0335021,1.3391354,1.2231109,0.9295128,0.9879416,0.9328986,1.0505835,1.1716554,0.58014756,0.86184776,1.1832477,1.1133416,1.1860278,1.1214952,1.1424505,0.8854034,0.8188075,1.13388,1.1029437,0.98863316,0.9172545,0.77469146,0.7970058,0.6708385,0.75964856,0.82280755,1.0505202,0.9450573,1.1732142,1.0693282,0.5923054,1.1873382,1.0676615,0.9856884,0.85910624,0.6904242,1.007289,1.0665195,1.1788586,1.1656704,0.94449794,0.6112522,1.0125731,0.99860543,1.2139192,1.069798,1.1433114,0.91645163,0.89707136,1.2556145,0.75227994,0.3639062,1.2338221,1.1272082,1.018999,0.68567836,1.0755115,0.9608078,0.96807945,1.0523996,1.1855953,0.9566046,0.99167275,1.1618359,0.73631823,1.0931709,0.86687535,0.92586434,0.0,0.9442766,0.92511404,0.6131898,1.2027289,1.1979679,1.1201456,0.7851107,0.9808679,1.2855117,1.0393485,0.74646986,0.6073405,0.9138433,1.1320232,0.7218976,1.1919273,1.1195982,0.80283344,1.0469038,0.56238616,0.6219921,1.2371144,0.822392,1.0257171,0.78027713,0.89252025,0.9336058,0.86209613,1.1824198,1.224586,0.8666716,0.6294532,0.9419433,0.77319324,0.9475806,1.0419661,1.1718292,0.4596945,1.1288108,1.05396,0.8932273,0.6733242,1.0698684,0.63150465,1.2566552,1.0125033,1.0018312,1.1376238,0.98806953,1.1477402,0.48918104,1.0045339,1.0393229,1.1511772,1.1394258,1.0034384,1.2147571,0.9192291,0.72444874,0.76835823,0.84055614,1.2668471,1.0735279,1.1827605,0.80329496,0.7340862,0.92256457
ladder,1.1922188,0.8814389,1.2158897,1.1093704,1.2387109,1.1674106,1.0630851,1.2234756,0.6892443,0.86083484,1.3151971,1.1769016,0.9486017,0.86233544,1.2527261,0.81881386,1.1395919,0.9616043,0.916379,0.9168076,0.89190686,0.62810534,1.1573745,0.84016854,1.1303151,0.7883537,1.1268238,0.9763453,1.1655961,0.4961775,0.9164752,0.7347758,1.1599054,1.0149496,0.9129245,1.0656513,1.0017618,0.97193474,0.95639867,0.9767131,0.8260976,0.934758,1.0320601,1.1496952,0.5298456,0.766937,1.1428103,1.1370168,1.1350895,1.207655,1.1504091,1.1864755,1.084086,0.90213996,1.0504426,0.9850453,1.0570985,1.0597361,0.95065933,1.0823498,1.0983001,1.2033094,1.1482853,1.1940666,1.1699684,1.2751894,1.1397693,0.9523725,1.0021032,1.1558876,0.97111034,1.2185024,0.9442766,0.0,0.6552786,0.95390844,1.1803591,1.1395404,1.266767,0.9429092,1.168334,1.0383424,1.159658,0.7345654,1.0615395,1.037658,1.1471404,0.60604787,1.0709783,1.2411947,1.1154747,0.8424075,0.9194306,0.94498533,0.7641698,1.0465637,0.94937253,0.9454431,1.168461,0.73776144,1.014436,1.0058874,1.0676749,1.036711,0.80208546,1.1642118,0.591293,1.0068383,0.864779,1.1175911,1.056128,1.2078483,0.9858184,1.1428869,0.60209,0.71881175,0.92647994,0.8916134,1.0009338,1.0911132,1.045759,1.0703467,0.93038595,0.8531162,0.8491477,1.060394,0.92168146,1.1956724,0.85260177,0.90067786,1.1844416,0.9948868,1.1071079,0.76399404,0.90302145,0.94456506,0.9303235,0.6018248,0.9741767,0.7598133
lamp,1.3269191,0.8183346,0.90536696,0.96615255,1.4558656,0.7925878,0.74580204,1.4234382,0.66191643,1.1384084,1.335965,1.3995969,0.79309446,1.3576012,1.4954689,0.9255525,1.417112,1.1488378,0.9656929,0.4249344,0.45040143,0.9469616,1.1895199,0.7184674,0.99977976,0.4409809,1.1627473,0.98679894,1.1960292,0.91706,0.41144848,1.005941,1.2229128,0.93867725,1.1487255,0.828827,0.9534446,1.2734573,1.1830137,0.55837816,1.296119,0.51656574,1.0543786,1.2810887,0.74655354,0.62128913,1.3096676,1.0747597,0.8465084,1.1336838,1.118284,1.029249,0.73331285,0.45358145,1.2173753,0.69005185,1.0569807,1.1289383,1.0910839,0.7113473,1.1326368,1.1099938,1.2069819,1.1463542,0.8945279,1.4862952,0.69577664,0.8823196,1.1346161,1.3681939,0.92783386,1.4900777,0.92511404,0.6552786,0.0,0.7361368,1.1519419,1.1456186,1.5392205,0.86847615,1.1707425,1.0201986,0.6792587,0.6410855,0.883746,0.7888025,1.0166917,0.75264704,0.89597666,1.4634742,1.4120431,0.9395056,0.44262475,0.49827564,0.82506734,1.2146528,0.8587483,0.6922548,1.4168059,0.4634862,0.8495913,0.90468425,1.1727283,1.4368206,0.64696234,1.1317855,0.8081498,1.0535895,0.88228524,1.3017571,1.1347595,1.4181726,1.1810784,1.4057512,0.77562916,1.0597045,1.1223379,1.2025341,1.0911155,1.0912801,0.8133464,1.2483091,0.67572165,0.8031082,1.0962293,0.90416914,1.1898739,1.3185935,1.2279307,0.70683384,1.022836,1.0012212,1.2745758,0.672336,0.71320677,1.1425816,0.95996475,0.72606725,0.7180459,0.7604829
leg,1.425504,0.93980926,0.8546306,0.8359705,1.3180139,0.98336643,0.85525143,1.2059206,0.8099605,1.323962,1.0801215,1.3532171,0.4606827,1.1065762,1.343634,1.144491,1.3123637,1.3333021,1.1554813,0.41855,0.5514281,1.2385869,1.0050575,0.7689068,0.7124762,0.34647393,1.1538856,0.46555918,0.97056836,0.8975921,0.9113457,1.1476729,1.2676009,0.9289019,1.0485078,0.9334672,1.0601399,1.1451907,1.0116594,0.38950276,1.2992733,0.6501386,1.221308,1.1900067,0.9964539,0.76660293,1.1450174,0.9686711,0.9311199,1.1605959,1.2524087,0.66956294,0.627466,0.9611622,0.74265146,0.6194483,1.2571284,1.2063234,1.3550581,0.32136524,0.906924,0.9060027,1.1197469,1.08823,0.9043174,1.1895556,0.58532447,1.0855546,1.2792106,1.3131526,0.9757658,1.1742009,0.6131898,0.95390844,0.7361368,0.0,1.2021716,1.2688721,1.3087761,1.0415454,0.9436754,1.1885245,0.5520922,0.4402203,0.43104255,0.66983557,0.82064843,0.7674325,1.1831727,1.3254085,1.0256873,1.1903213,0.5440145,0.4172709,1.1679317,0.9452747,0.97113323,0.47553623,1.2309572,0.86423147,1.0793931,1.0627397,1.0716672,1.2469268,0.7675722,0.7915189,0.9657182,0.6876889,1.1990862,1.2696276,1.2062716,1.2745476,1.0759965,1.0549784,0.81901723,1.1492268,1.0548389,1.2997842,0.82876134,1.1230284,0.85004324,1.0218096,0.7399206,0.61984587,1.2117963,0.8850617,1.2293293,1.2986531,1.3815019,1.0317197,0.5911697,0.67905647,1.1299045,0.5135986,1.0329595,1.4350783,1.1840516,0.984579,0.50839037,0.95478684
melon,0.8724749,0.94523525,0.6265723,0.698421,1.0707185,0.7840836,0.87781864,0.57768583,0.9483718,1.0512865,0.9918078,1.0417385,1.2442458,1.0919933,1.0656186,0.97363,0.95992875,0.9553765,0.906515,1.2149367,1.1134341,1.0346037,0.85702455,1.0360739,1.1051614,1.2018762,1.0995538,1.1185124,1.1736343,1.2413148,0.91214573,1.1649021,1.048654,0.82839054,0.7559282,0.90001255,0.39625692,1.2174628,0.59357446,1.1336184,1.1294597,1.0115386,1.1179922,1.0329973,1.2536454,1.1795255,1.1519092,1.0113407,0.9271722,1.0666783,1.1055263,1.0697168,0.9947276,0.87268674,1.2301449,1.0620631,0.87042737,0.91603893,0.9662337,1.2581785,1.0054796,1.0653645,0.660198,1.1631912,0.92730236,0.938572,1.0933152,0.97196484,0.9815126,1.1199903,1.1255237,1.173909,1.2027289,1.1803591,1.1519419,1.2021716,0.0,0.9381883,0.6409116,1.0558636,1.046564,0.60461056,1.140268,1.0628904,1.1988503,1.1135893,0.83293825,1.2625633,0.9805549,1.1392775,1.2882078,0.9392164,1.0818964,1.109731,0.85467106,0.5996451,0.851175,1.2244693,0.88724685,1.0118325,0.78581524,1.0304227,0.7554696,1.0736219,1.1559178,1.0529994,1.2709242,0.98515004,1.0711608,1.1320727,0.9532804,1.1494471,0.93000805,1.1957439,1.0030937,1.0866753,1.1788934,0.95289826,0.99898237,1.0235858,0.89847475,0.91254485,0.8805438,1.1672814,1.0166191,0.891866,1.0526164,1.1775582,1.0689126,0.78013974,1.1456003,1.0365951,0.90129215,1.0715405,0.9153449,0.9943061,0.85976505,1.313092,1.2532231,1.0296816
milk,0.8657661,1.0804561,1.1139481,1.0465289,0.81972903,1.0552396,1.1286255,0.95350796,1.2388839,0.73593295,0.93535805,0.7984028,1.2854195,0.9262941,0.80821097,1.003937,0.8474461,0.8368174,0.9642829,1.2131939,1.22646,0.7456944,1.1299864,0.98931754,1.1432619,1.207554,0.8683317,1.2902656,1.0308902,1.0567157,1.0290539,0.89643395,0.8754423,1.0309829,1.032137,1.1799331,1.0159725,0.93609077,1.0940576,1.3342756,0.8213765,1.014409,0.95387274,0.9997537,0.9443786,1.1592103,0.943764,1.1228564,1.130108,0.9834189,0.86076295,1.1991211,1.2444606,1.0626762,1.1774701,1.2734582,1.0340477,0.90059745,0.68436897,1.3087394,1.1560948,1.0946231,0.88852376,0.93538076,1.0822408,0.882974,1.2830929,1.11846,0.85315967,0.76495504,0.79071593,0.88489175,1.1979679,1.1395404,1.1456186,1.2688721,0.9381883,0.0,0.82060075,0.9686155,1.034746,0.8737086,1.2248324,1.3179021,1.1738627,1.2020543,1.1687675,1.0600909,0.96553886,0.7671827,0.9944415,0.8586279,1.2847693,1.2957467,1.0198517,1.0941311,1.19408,1.238169,0.9643861,1.2146082,0.96667176,1.0896953,0.9910986,0.8420073,1.0500401,1.1544412,0.9381632,1.1789566,1.0938989,0.9130128,0.90203816,0.84197825,1.0115155,1.0097874,1.1360934,0.8491824,0.7755182,0.78121793,1.1766132,0.9987089,1.0321178,0.9739332,1.1689559,1.2736849,0.87485737,1.160772,0.8513793,0.83147955,0.7474931,0.9889672,1.2253708,1.1767795,0.8729714,1.2664623,0.98760337,0.68444955,0.9853529,0.82740843,1.2745531,1.0262234
mitten,0.7611911,0.8698882,0.97116345,0.8874674,0.72317684,0.9382598,1.0558522,0.5917181,1.2808096,1.0365334,0.70749736,0.78900373,1.2608114,0.7625887,0.71313053,1.0019935,0.6097183,0.89058715,1.1553795,1.486895,1.4868772,1.0926919,0.7811917,1.0626378,1.1349008,1.5029943,1.0517191,1.1528522,0.9965556,1.125449,1.3030667,1.0642,0.96111846,0.91788584,0.80052346,1.1120389,0.88914317,0.88430625,0.7873243,1.4258425,0.80346274,1.228052,0.99037635,0.7675758,1.2663511,1.4247792,0.7892927,0.9481874,1.0529069,0.97405547,1.0403279,1.0367212,1.2262005,1.1682943,0.8301858,1.2792495,0.9020961,0.91458714,0.82765144,1.3695683,0.6572409,1.0630838,0.6043832,1.023902,1.0889834,0.58629763,1.2348301,1.130878,0.8830866,0.8613961,1.0341935,0.7347541,1.1201456,1.266767,1.5392205,1.3087761,0.6409116,0.82060075,0.0,1.2171686,0.9753774,0.8658833,1.3269631,1.1857167,1.138601,1.1413534,0.9188765,1.297277,0.9132477,0.7773252,0.823959,1.087595,1.437573,1.4444535,0.95150816,0.7548524,1.0329969,1.3053547,0.7268299,1.3630595,1.1078979,1.1516259,0.71277124,0.6214572,1.441477,0.93807054,1.3396001,0.8595932,1.1149211,0.8238101,0.8437173,0.8265679,0.7512221,0.7429621,1.078594,1.0473224,1.0678235,0.8056792,0.8689524,1.0909834,0.958519,0.5092935,1.293519,1.1961946,0.8217298,1.0790486,0.85360974,0.92931026,0.97849554,1.132558,1.0538782,1.0076225,0.6965303,1.0839375,1.1270915,0.9235876,1.0438315,1.2149707,1.2544298,1.1884596
motorcycle,0.9344202,1.1224892,1.2078778,1.0896578,0.9673976,1.2226397,1.197944,0.9812947,0.9979077,0.8505961,1.019106,0.95128876,1.0638934,0.9846088,1.0338312,0.8201796,0.9917793,0.75387967,0.90728295,1.0256519,0.8831605,0.8957851,1.268244,1.0548226,1.172238,0.9877434,0.40660584,1.1861508,0.73639625,0.9427406,0.9440408,0.89693224,0.9649068,1.1577041,0.806613,1.2659092,0.9519549,1.022613,1.1261588,1.0794368,0.94675463,1.09711,0.92246974,1.194199,1.0006291,0.9374895,1.1558822,1.1774402,1.2392762,0.90694475,0.9425286,1.310401,1.028989,1.1194127,1.1675458,0.8195716,0.9855548,0.9465654,0.8251877,1.1073961,1.2685802,0.85514766,1.0155597,1.0423607,1.0225108,1.075094,1.170093,0.96000475,0.7293953,0.9795398,1.0020192,1.00769,0.7851107,0.9429092,0.86847615,1.0415454,1.0558636,0.9686155,1.2171686,0.0,1.1566267,1.091264,1.2116283,1.092452,1.1739616,1.1556551,1.3170741,0.89229643,0.9533782,0.9759969,1.0424888,0.9036215,0.85121953,0.9766366,1.0690812,0.88206214,0.9736363,1.0495982,0.91051453,0.8940978,0.8717258,1.0152464,1.204158,1.0133309,0.8607055,1.2909986,0.75428635,1.096029,0.9125787,1.0773156,0.65080607,0.95131403,1.1950727,1.0799882,1.004228,0.9989978,0.74439514,0.945584,1.2661312,0.8684167,1.2666017,1.2440128,1.053399,1.0744023,0.9429509,1.1526678,0.7960003,1.0371644,0.6965219,1.1164678,1.3484106,1.0430316,0.9314922,1.1052456,0.9507447,0.70750475,0.80087423,0.95252275,1.1465099,0.9047897
mouth,1.161376,1.0452881,0.8299817,1.0695784,1.1383975,0.99661994,0.8892714,0.8852755,1.1005404,1.2509718,0.99172664,1.2533822,0.9072452,1.17274,1.0250107,1.1853797,1.2546935,1.209221,1.1834452,1.0297883,1.0770406,1.1869253,0.73808384,1.0995134,0.8160734,1.0535371,1.1393541,0.66166925,1.1253682,1.2002952,1.1489766,1.1670086,1.1237432,0.96368396,0.9807613,0.97465384,1.0482185,1.1665472,0.81761235,0.8410145,1.2401413,1.0544689,1.0977166,0.969529,1.1865227,0.9909768,0.9847209,0.42364347,0.82562494,1.0931832,0.8618828,0.49102306,1.0116191,1.1746343,0.831654,0.8256187,1.0828266,1.1649648,1.1603856,0.65600616,0.8339776,1.0826313,0.87748235,0.7632644,1.1003386,0.7972755,0.7792486,1.0819654,1.0836428,1.1140972,1.0007962,1.0850863,0.9808679,1.168334,1.1707425,0.9436754,1.046564,1.034746,0.9753774,1.1566267,0.0,0.96159863,0.6882357,0.9889981,0.7651582,0.5681111,0.73561156,1.1469216,1.1313555,1.0665585,1.028689,1.1555526,0.9602277,0.9093311,1.1778717,0.95660985,1.1296523,1.1024357,0.99821645,1.1303079,1.0403701,1.0192747,0.92698854,0.9433163,1.0297374,0.5133493,1.2360083,0.9971332,1.0415136,1.0793896,0.9975688,1.0479664,0.8774856,0.8967259,0.99131954,1.1331054,1.1737256,1.2018433,0.78852654,1.1020374,0.8962572,0.8856651,1.0644554,0.82170886,1.1234556,0.83460987,1.0917623,1.105696,1.2765265,1.0200604,0.47124106,0.5701817,0.9920491,1.0884037,1.0651689,1.2817383,1.2111993,1.1679758,0.63321096,1.0450792
muffin,1.0393571,0.9781477,0.8706316,0.71235704,1.0358632,0.8045158,0.88235164,0.8266568,0.8899106,1.0930896,1.0181136,1.0305022,1.223528,1.1239755,1.0796256,1.1159489,1.0282106,1.0548463,0.9254372,1.1221367,1.1211766,0.9274792,0.7808305,0.9844075,1.0301566,1.122737,1.0854107,1.1188163,1.2123952,1.201294,0.86016625,1.1242763,1.043962,0.8830099,0.9168643,0.8000396,0.63947505,1.1599061,0.7119058,1.1014706,1.0709023,0.9404399,1.0678121,0.9657703,1.1236279,1.160256,1.1574823,0.93028456,0.9498194,1.0292101,0.99513644,1.0152429,1.0578536,0.8544717,1.1717002,1.1388713,0.9320533,0.9828383,0.95320535,1.1865443,0.9750474,1.0424432,0.78822875,1.0559646,0.8406914,0.9716717,1.0342293,1.0411396,1.1871437,1.1087357,0.9670747,1.2052337,1.2855117,1.0383424,1.0201986,1.1885245,0.60461056,0.8737086,0.8658833,1.091264,0.96159863,0.0,1.0238211,1.1232204,1.1986316,1.0658075,0.84520537,1.1341491,0.90861773,1.0961263,1.2581335,0.95081425,1.0875452,1.077088,1.002875,0.8733295,1.0539017,1.1831261,0.9946835,1.1075999,0.8739958,1.0042635,0.6744627,1.0908723,1.0687001,0.9823074,1.1968582,1.0354202,1.0068552,1.1036452,1.0572188,1.1218749,0.976801,1.1816533,1.0527443,1.050722,1.2091647,0.9926571,0.997672,1.0663295,0.8241856,0.8391764,0.91074955,1.2281861,0.99176574,0.9746752,1.0202188,1.1289183,1.0777564,0.75964165,1.0550153,1.0315136,1.0490131,1.122669,0.8764243,1.0091499,0.95291406,1.1635675,1.1313398,1.0080945
nail,1.4429684,0.9545943,0.48844612,0.8072699,1.3918349,0.53437346,0.48488945,1.1505517,0.88326645,1.3928049,1.0871843,1.4399978,0.68960845,1.4369302,1.3609279,1.3085766,1.4914188,1.3385408,1.0981405,0.2754352,0.5727148,1.3166668,0.80767024,0.84397006,0.77124614,0.5902838,1.2499859,0.5092372,1.2186387,1.3071796,0.7613645,1.3219824,1.1225202,0.8984969,1.2593551,0.5854228,1.0470994,1.4057466,1.0526015,0.27431583,1.52453,0.46366835,1.2309941,0.9688237,1.1840074,0.9409549,1.1635181,0.72718215,0.49520147,1.1309068,1.0469233,0.3755628,0.69913185,0.8545689,0.8829713,0.74248016,1.2214706,1.2391063,1.343687,0.27413988,0.8759512,1.0298709,0.97268593,0.956185,0.71392155,1.1178635,0.27462256,1.0418632,1.3918604,1.3514681,0.9953491,1.3662813,1.0393485,1.159658,0.6792587,0.5520922,1.140268,1.2248324,1.3269631,1.2116283,0.6882357,1.0238211,0.0,0.69138646,0.6545004,0.45924777,0.5075441,1.1242201,1.2092153,1.393574,1.2927864,1.3169775,0.504802,0.36885905,1.1696471,1.0844142,1.0216477,0.7948162,1.2605233,0.9072634,0.93682694,0.9635389,1.0321326,1.3792899,0.9369431,0.6117908,1.2620778,0.927183,1.162168,1.3161838,1.3368542,1.3569264,1.151243,1.1948857,0.98861575,1.1815343,1.3121567,1.3494303,0.83321023,1.15171,0.6244622,1.1076419,0.5918584,0.64126825,1.2754004,0.6396297,1.2536445,1.3002819,1.5442461,0.77622795,0.344773,0.58055985,1.1226009,0.79218185,0.74840415,1.4087265,1.254598,1.1767608,0.36212748,1.0788081
napkin,1.5279212,0.8424545,0.9401162,0.8777271,1.507977,0.9719567,0.73168504,1.1767102,0.5093613,1.385634,1.1947979,1.4460948,0.4812112,0.9652061,1.4956031,1.0456161,1.2072709,1.2856069,1.0943048,0.43152046,0.47070694,1.071305,0.99714863,0.5123244,0.7204948,0.29307342,1.2524276,0.5665932,1.1395683,0.7254892,0.7350855,1.2108443,1.4259422,0.99848646,0.98800737,0.8421811,0.8800896,1.0861893,0.9482985,0.38834012,1.2046266,0.5514339,1.3054186,1.3320804,0.8520318,0.6901077,1.3188431,0.97573155,0.91660726,1.3309565,1.3943857,0.8452958,0.69085336,0.83713883,0.8221487,0.6095009,1.1840373,1.3107793,1.3613375,0.4642594,0.8070066,1.1141138,1.0481834,1.2406769,0.91164553,1.4074676,0.46876794,0.9799738,1.261857,1.4391423,0.88797784,1.2681109,0.74646986,0.7345654,0.6410855,0.4402203,1.0628904,1.3179021,1.1857167,1.092452,0.9889981,1.1232204,0.69138646,0.0,0.6197119,0.72192377,0.89821446,0.591027,1.2324452,1.4990144,1.0993176,1.20439,0.47723198,0.4559149,1.0294529,0.89342946,0.844357,0.40576994,1.3509574,0.67606103,1.0360055,1.018056,1.1216106,1.2924559,0.6508978,0.9136152,0.8613541,0.5547093,1.1586727,1.3429205,1.2183748,1.3974768,1.0780166,1.0262406,0.66085666,1.2019062,1.1960723,1.1573937,0.8808681,1.1186116,0.68407047,1.0427613,0.7929964,0.5334663,1.0655533,0.7146284,1.1952899,1.4044249,1.4684886,0.7629127,0.79017633,0.7854425,1.1652931,0.09042776,0.8671241,1.4232678,1.2289509,0.8752093,0.54330266,0.90223753
necklace,1.3338645,0.91122025,0.9309942,0.8915896,1.2072707,1.0256758,0.9316402,1.0398413,0.8538635,1.3278211,1.064543,1.3235292,0.37546223,1.1229945,1.1195,1.244951,1.2720888,1.325752,1.1867844,0.63543,0.8108907,1.2776854,0.8699534,0.90719986,0.70055807,0.5818936,1.2854477,0.5584817,1.0726205,0.9912529,0.9788355,1.1780568,1.2749251,1.0131077,0.9921137,1.0061203,1.1345134,1.103344,0.99500287,0.52000815,1.245167,0.8280113,1.1803821,1.1059111,1.0870986,0.84832627,0.98495084,0.85308206,0.97254646,1.1328669,1.1118102,0.67152035,0.779989,1.0015115,0.76907694,0.7016796,1.2431782,1.187054,1.3003634,0.4160903,0.81546396,1.1217492,1.1005299,0.9784219,0.9824379,1.0046036,0.66440344,1.1478713,1.1727097,1.0988233,0.91543216,1.0118165,0.6073405,1.0615395,0.883746,0.43104255,1.1988503,1.1738627,1.138601,1.1739616,0.7651582,1.1986316,0.6545004,0.6197119,0.0,0.7192438,0.85218954,0.910021,1.0949751,1.1728122,0.92126787,1.1289659,0.61169505,0.5187398,1.2160628,0.96093386,1.1003996,0.6954662,1.0969868,0.9669424,1.0239651,1.1036878,0.99527407,0.8032641,0.80331486,0.8171439,1.1235664,0.8274937,1.1913522,1.0500531,1.0349993,1.1532519,0.75154227,0.8839232,0.8454486,1.2004981,1.0612688,1.3447618,0.600764,1.1560909,0.95489633,0.95071524,0.8897433,0.6450337,1.0046662,0.892853,1.2193718,1.1882824,1.3389155,1.0654773,0.6248216,0.64706314,0.8862184,0.65991986,1.1118158,1.3723408,1.2593467,0.98791814,0.39938354,1.0525165
