,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
coat,0.7283173,1.0147369,1.2530473,1.0605139,0.8710987,1.2883626,1.1515014,1.2728398,1.1232376,0.9503915,0.78157604,0.8552543,1.2302289,0.95443565,0.8075479,0.9813538,0.8172153,0.9532439,1.2523981,1.0509269,1.3081005,1.1488779,1.1309724,0.9916788,1.0457397,1.0430952,0.9296179,0.95261216,1.1505188,0.77782726,0.76595116,1.0823126,1.1187842,0.8236809,0.0,1.1477505,1.0095763,1.130772,1.2010891,0.86657846,1.1614417,1.3307273,0.8726432,1.1857142,1.0675176,0.8636582,1.0588598,0.7338525,1.1962398,0.77946734,0.9412286,1.2051733,0.91382194,1.1062413,0.78840077,1.0913613,1.2375187,1.0364728,1.1687804,1.2547063,1.1515841,0.96141,1.1789353,0.9674672,0.95693564,1.2293128,0.6829994,1.1901287,0.9780768,1.1361754,1.0058959,1.0567011,0.34762704,0.99363804,0.6293903,1.2279323,0.9725472,1.0610977,0.93833756,0.88387555,1.1849867,1.0337126,0.90612847,0.7950554,1.0617424,0.99548936,1.2188239,0.943846,1.1335151,1.012711,1.2426355,0.77370304,0.9526446,0.61657596,0.5498282,1.0402364,1.2967782,1.3415226,1.1853186,1.0379586,1.1119375,0.9042107,1.3018855,1.0282452,0.9684657,1.0955213,0.7440492,1.0754114,1.035134,0.89164484,1.1352266,0.4803629,1.0902147,0.87178963,1.0737839,0.8118452,1.1211394,0.9662203,1.206509,1.025239,1.1343746,1.0600479,1.0362151,1.1577116,1.0219821,1.0947237,1.032123,0.84891397,0.5196556,0.95237935,1.3455427,1.0669583,1.2788637,1.2710997,0.95557356,1.29755,1.1028503,0.8816123,0.9007256,1.1872213,0.9252352,0.97739214
coffee,1.4379232,1.060542,0.6306353,0.4070704,1.3746855,0.6251346,0.69722813,0.9572976,0.82930595,1.1170939,1.3244941,1.3476186,0.6225491,1.1208776,1.4890286,1.0576954,1.372709,1.2049387,0.9985478,0.52683026,0.658321,1.0336506,1.0921199,0.9158107,0.7058765,0.92977273,0.49232358,1.2053084,0.9346976,1.2665758,1.0876284,1.052004,0.610088,0.9038081,1.1477505,0.0,1.0135429,0.9719473,0.9012004,1.1692029,1.3296955,0.55079436,1.2895945,0.51769996,1.0137205,1.2639352,1.0814984,1.0042115,0.9332107,1.2044078,1.1234088,0.72989273,1.1963693,0.84579206,1.2083724,0.9997687,0.8182022,0.7879592,0.8814773,0.7328407,1.1041559,1.2574263,0.7149732,1.297915,0.99196905,0.9518595,1.2843101,0.8115637,1.371168,0.7634413,0.91491723,1.0462617,1.1334628,0.8450221,1.4656829,1.1028763,1.189215,0.684764,0.7773638,1.3837588,0.9756401,1.088896,1.4354339,1.3003172,1.0379214,1.2089615,0.6066751,0.80528426,0.9453201,1.1203802,0.5851107,0.9425593,1.1578112,1.4175087,1.4366833,0.980505,0.588576,0.6419457,0.8688529,0.66071266,1.0470951,0.8837626,0.51479685,0.9933788,1.2648213,0.6439594,1.0058476,1.0792985,1.3527296,1.4079163,1.2333337,1.463534,1.0862519,1.2218013,0.81833535,1.2786818,0.76269686,1.2699594,0.70621717,1.0515562,0.4401285,1.0792395,0.88406795,0.69838464,1.0608305,0.5883471,0.82340556,1.2019985,1.4268634,1.3345511,0.5485884,0.9315588,0.7904906,0.9780847,0.6516429,0.66567653,1.1051176,1.2549689,0.7648847,0.7805637,0.9675888,1.227021
comb,1.0859164,1.0214665,1.155221,1.0500395,1.1079185,1.1756498,1.1398423,0.95034474,0.70762557,1.1008751,0.9762295,1.1642283,0.98098725,1.0290605,1.0671227,1.0269006,0.95566237,1.2429779,1.0029526,1.0596582,1.0867862,1.0616101,0.73258257,0.8508986,0.95768917,1.0452737,0.9619604,1.10393,0.7274455,0.97451055,1.0059792,0.63440716,0.9415425,1.0763323,1.0095763,1.0135429,0.0,1.0373046,0.61098564,1.1294662,0.7600329,0.9084733,1.0597508,1.0846561,1.1104157,1.1504793,1.052547,0.98536015,0.9669722,1.0047262,1.000171,1.1887872,0.80072355,0.8588865,1.2125232,0.9670618,0.97957975,0.9822743,1.148827,0.7329649,1.0753888,0.92416954,1.0456724,0.9865978,0.8791666,0.94928646,1.2015495,1.0298754,1.051121,0.9856919,0.90106475,1.0545019,1.038562,0.99339217,1.1296084,0.7584624,1.0056515,0.9346161,1.0616869,1.0093018,1.1822889,1.0075575,1.0391173,1.301086,0.94382036,0.9331486,1.1077656,0.67597854,0.801643,1.0168577,1.1306684,0.8745506,0.95428735,0.99756277,1.0270673,1.0171373,0.8540987,0.8563683,1.0308299,0.95486516,0.81404924,0.9403782,1.0323949,1.0790803,1.0177327,0.97373694,1.0141075,0.9699032,1.0558165,0.8856142,0.84544015,1.1381459,0.8910696,0.7572865,0.8355445,1.0732211,1.0588874,1.0867164,0.9906027,1.1000136,1.0869354,0.91975254,0.95357865,0.9442709,0.9763558,0.91515654,0.9897436,1.1435773,1.2244027,1.2005963,1.0929329,1.0154221,0.8073224,0.85469913,0.78691685,1.132818,1.106749,1.0350776,0.8701838,0.9626378,0.80827653,0.9669677
cookie,1.2223219,0.59690654,0.61586004,1.0948858,1.1313636,0.5994268,0.73895967,0.71825176,1.0874891,1.3020277,1.0484982,1.3392334,0.84173536,1.3103893,1.1853693,0.823761,1.2659084,1.2092944,1.194019,0.9546171,0.94844985,1.2715046,0.86806834,1.2035359,0.94447386,1.1782206,1.0136762,1.1425306,0.80222356,1.2185149,1.2291563,0.88853025,0.9612249,1.2414833,1.130772,0.9719473,1.0373046,0.0,0.8810343,1.2395296,1.1239897,0.7501267,1.422261,0.7676673,1.2083743,1.1320944,1.0281433,1.2507516,1.2446479,0.87838024,0.69679564,0.51352644,1.14332,0.66207784,1.0478216,0.50685924,0.816796,1.0615996,0.76700395,0.6835606,0.93992066,1.1289276,0.6882041,0.8946388,1.1961876,0.84047556,1.015558,1.0893309,0.9663518,0.82726455,1.0907103,1.24226,1.1140758,1.0326542,1.1404977,1.034823,1.2750586,1.0181506,1.0530016,1.084788,0.9295146,1.0994122,1.1456046,1.212787,0.80410314,1.0974636,0.5557844,1.1039009,0.8455355,0.64005375,0.61107665,1.3028615,1.1019942,1.2088583,1.0466042,1.2007607,0.855029,0.8642273,0.77639234,0.90708596,0.7638364,1.0374442,0.76976436,0.95728743,1.2512033,1.0391895,1.325311,0.7546204,1.163779,1.015387,1.2663426,1.1518124,1.0511601,0.9623184,1.009278,1.2732061,1.2878284,1.3961599,0.6312045,1.0712008,0.8332502,0.67279696,1.0549899,0.72450894,0.6344919,0.908229,0.9781563,1.2854707,1.1543831,1.3248464,0.680742,0.46970308,0.71985346,0.8815372,1.1090108,0.91038275,1.2937233,1.1676301,1.1296355,0.5563528,1.1261089,1.2141647
corn,1.155715,0.7956965,0.79926085,0.8666767,1.1265094,0.8662981,0.90137815,0.46613324,0.81093943,1.1095651,1.0918648,1.2334213,0.92858183,1.0876949,1.1489828,0.87461513,1.1483006,1.1868211,1.044098,1.0662619,0.9898494,1.1289159,0.5078527,1.1357174,1.0824804,1.1407516,0.98565316,0.9313626,0.6305045,1.0172526,1.136867,0.6947259,0.99229383,1.2339444,1.2010891,0.9012004,0.61098564,0.8810343,0.0,1.151293,0.6620771,0.7663048,1.2323312,0.9658655,1.1777502,1.1603053,1.1026263,1.2331685,1.0841134,1.0720619,0.97704494,0.82004905,0.9349205,0.81657636,1.0837433,0.81868553,0.7764982,1.0424265,0.9599007,0.7245519,0.8643764,0.9926081,0.96788883,0.95323384,0.9048998,0.9536749,1.1525319,0.9227155,1.0050136,0.9970882,1.0508959,1.2402391,1.1771057,1.0574374,1.1962148,0.91508806,1.2362062,1.0668957,1.0862682,0.99600697,0.8979448,1.1807122,1.1030154,1.2805269,0.8881367,0.98837423,0.96966994,0.8937752,0.9204568,0.9677823,0.763703,1.1567421,1.1189888,1.186052,1.1252902,1.2116361,0.8723935,0.8559557,0.6656846,0.8764969,0.7721956,1.0517141,0.6856919,0.9992335,1.1439131,0.9815316,1.185749,1.0169475,0.98881805,0.9858149,1.0162503,1.2047433,0.8441235,0.89984393,0.86614656,1.2346548,1.0759109,1.1871002,0.7557361,1.0461812,0.9811189,0.83852625,0.88681495,0.818422,1.0839524,0.9807184,1.0586963,1.2681773,1.2354457,1.2620459,0.8788033,0.83309424,0.7657283,0.86489534,0.9143403,0.93782866,1.1639868,1.1211225,1.0997002,0.893492,1.0337019,0.91981936
couch,0.6189093,1.0459522,1.2802296,1.0268849,0.723922,1.3341002,1.1356614,1.0554931,0.93890095,0.66932535,0.9441584,0.2861017,1.2111015,0.15537196,0.7638112,0.9796295,0.4985304,0.7088902,0.8734913,1.2893078,1.1068724,0.6788201,1.1386924,1.0478545,1.1776319,1.0446875,1.1377432,0.92161757,1.0393609,0.8878248,0.2933445,1.0354999,1.2873254,0.96052533,0.86657846,1.1692029,1.1294662,1.2395296,1.151293,0.0,0.9647975,1.2621396,0.50468636,1.3294663,1.0130384,0.87999856,0.954717,0.8674582,0.66987234,0.8546583,1.1611553,1.2722459,0.9868129,1.2149986,0.99482846,1.2194067,1.1329718,1.1469637,0.9715409,1.2878008,1.025837,1.1096022,1.3095932,0.86868167,0.98637503,1.0994072,0.957539,1.2315999,1.0048506,1.2362267,1.234909,0.8144628,0.8547841,1.222999,0.56614214,1.0137345,0.6990242,1.2377284,1.0017693,1.0301232,0.9049735,1.079769,0.7666737,0.751225,1.1351185,0.8893508,1.4063761,0.89487654,1.2530935,1.2440991,1.3254783,0.7372299,1.0062472,0.67143667,0.6957338,0.96368164,1.2357285,1.2437997,0.90137607,0.8227274,1.1271784,1.141405,1.1704367,1.1403884,0.7645074,0.87997913,0.81296146,1.3192513,1.0707968,0.85228205,1.0282263,0.71529824,1.0662142,1.0870881,1.1504145,0.8979525,0.8365104,0.46724498,1.2588857,1.0985315,1.1953604,0.87128067,0.95449734,1.3259561,1.1968912,1.2912211,1.1720089,0.7140125,0.65093243,0.6879012,1.320431,1.2668943,1.2878504,1.164912,0.9076424,1.1858335,0.8891324,0.727585,1.0647639,1.3451436,0.8970426,1.0513829
cracker,0.6239592,0.963699,1.2235792,1.3073385,0.7230359,1.2528183,1.1658694,0.6977832,0.92942816,1.025204,0.9519171,0.75052166,1.4097857,0.85342765,0.47962552,1.0351076,0.64031595,0.8946692,0.86770713,1.4903475,1.1939048,0.8073388,0.38971078,1.1780891,1.4037392,1.2156093,1.5272195,1.0331405,0.9888587,0.80479956,1.1358873,0.80747026,1.2428879,1.1698221,1.1614417,1.3296955,0.7600329,1.1239897,0.6620771,0.9647975,0.0,1.4070692,0.8178958,1.4421217,0.8165142,0.8019115,0.88161325,1.1915445,0.96029925,0.9099742,1.035358,1.0500702,0.8782669,1.093378,0.928087,1.0780137,1.2396775,0.91395956,1.1819862,1.3283126,0.8083507,0.7309316,1.3470719,0.70246434,0.9448865,0.7572579,0.8886095,1.2204599,0.62338376,1.3458805,1.1611753,1.0322385,1.1979549,1.2783685,0.82677853,0.9874017,1.0337166,1.4225767,1.10338,0.6366434,0.6375181,1.1078227,0.39279115,0.95392853,0.98229915,0.5467801,1.412447,1.080548,1.0182767,0.9098292,1.0837814,1.2070496,0.5992045,0.7630522,0.83194214,0.981183,1.4483815,1.3795176,0.99379015,1.3139815,0.723325,1.326644,1.2321936,0.6050898,0.7057015,1.3973243,1.2934153,0.8502044,0.5905396,0.73294914,0.8102397,0.838994,0.7916244,0.8989756,1.2280017,0.8612508,1.1784554,0.7722505,1.2370476,0.9696509,1.4469702,0.912807,0.83472407,1.4192133,0.9272326,1.3996065,1.0208243,0.9181173,0.8708466,0.7843433,1.3229268,1.1516854,1.0434142,1.0131512,1.2676663,1.1851139,0.7697716,0.9455714,1.4616022,1.2790866,1.0690356,0.92867434
crayon,1.6177025,0.8023601,0.39316225,0.54168963,1.4655473,0.5108903,0.71227646,0.7060398,0.7862252,1.2968652,1.2771947,1.5621834,0.18646091,1.2738273,1.6623727,0.93382484,1.5541258,1.427401,0.9154261,0.30424643,0.6925785,1.2081507,1.0569755,0.89431995,0.59636706,0.91938394,0.34878612,1.1878471,0.58409035,1.4533327,1.1056563,0.85248685,0.76942366,1.1544399,1.3307273,0.55079436,0.9084733,0.7501267,0.7663048,1.2621396,1.4070692,0.0,1.5078201,0.24541187,1.2902038,1.4210191,1.1969804,1.2344637,1.0674506,1.2912796,0.97937876,0.7812127,1.2297311,0.7921705,1.319659,0.69353014,0.5729559,0.97947913,0.6899315,0.26119745,1.0317352,1.4555719,0.35280156,1.1495049,1.1234767,0.9364234,1.4158401,0.6702292,1.3681276,0.6187318,0.941574,1.2706647,1.153539,0.6028185,1.5149726,0.7809949,1.1877773,0.5869447,0.8251958,1.40782,1.2389461,1.0797219,1.607161,1.4459243,0.9907106,1.4682904,0.2852553,0.69524074,0.6988064,1.0742611,0.60119414,1.0872523,1.4495107,1.6138382,1.4941069,1.1495999,0.13882113,0.14539456,0.6702254,0.5171817,0.83640313,0.7390498,0.37829304,1.3886749,1.3978068,0.52919114,1.0797656,0.93049043,1.2650428,1.2836778,1.0923883,1.607636,1.090739,1.0661994,0.5596852,1.4908104,0.95151365,1.4411033,0.3595395,1.26942,0.27789307,0.85408175,1.1469021,0.29598486,1.1484778,0.38777232,1.0357648,1.3852246,1.5797656,1.4931726,0.42153025,0.606149,0.4994886,0.5766379,0.49143857,0.523181,1.3192139,1.270623,0.56705236,0.40582675,1.1460387,1.1440235
crib,0.571106,1.3212168,1.4946986,1.1858805,0.73544085,1.536566,1.3388302,1.2673914,0.82115066,0.60252243,0.89371145,0.3900277,1.4783479,0.46754682,0.62684757,1.1855582,0.5584869,0.46958792,0.67875135,1.3667376,1.1137532,0.39782345,1.1589347,0.9013751,1.141243,1.0145649,1.285964,0.8013734,1.3540491,0.78024524,0.5381978,1.145475,1.279099,0.73096955,0.8726432,1.2895945,1.0597508,1.422261,1.2323312,0.50468636,0.8178958,1.5078201,0.0,1.4405054,0.7037281,0.7656448,0.9190533,0.6723509,0.5942472,0.89081603,1.3196073,1.4549446,0.9234077,1.3680394,0.9163509,1.4926548,1.3824784,1.0747697,1.309328,1.4967852,1.0756456,0.6985699,1.5324441,1.1338531,0.9491166,1.0948164,0.89864075,1.2363355,0.9753168,1.3444358,1.1181821,0.6448775,0.9613342,1.1449609,0.71129876,0.99281406,0.43194544,1.1856623,1.0929755,0.836352,0.9802373,0.9346695,0.7473483,0.5665463,1.2074744,0.76539373,1.6013033,1.1491039,1.4367596,1.2985454,1.4806466,0.62152463,0.8396571,0.6180517,0.7733125,0.7358206,1.4145865,1.3713415,1.2254373,1.3152068,1.1852378,1.1064473,1.3918681,0.9947186,0.6126228,1.0365025,0.6205671,1.2935717,0.87001973,0.9452497,0.7484989,0.6848699,1.1188873,1.1051537,1.2467351,0.6015457,0.7764925,0.3794322,1.5914266,0.8952993,1.4278338,1.2423815,1.0775901,1.5538604,1.1274853,1.3243561,1.0726709,0.4000113,0.64064693,0.3674301,1.4324114,1.575907,1.4639812,1.1669594,1.1885781,1.1711727,0.54565275,0.51575315,1.0575373,1.5839589,0.7587055,0.9131044
cup,1.6395808,0.98095137,0.39228135,0.5452893,1.5180697,0.45825446,0.69755745,0.9195405,0.77958685,1.2661211,1.2955258,1.5506746,0.31347322,1.3464009,1.624063,1.1193125,1.5640122,1.4040785,0.9934865,0.15986282,0.48193514,1.1957006,1.1406884,0.9477037,0.34216124,0.8826739,0.24975348,1.2204676,0.86848223,1.4091278,1.1134053,1.0414156,0.6123961,0.9402059,1.1857142,0.51769996,1.0846561,0.7676673,0.9658655,1.3294663,1.4421217,0.24541187,1.4405054,0.0,1.1488111,1.313393,1.2028812,1.0921535,1.1417087,1.2984403,1.0492185,0.75501436,1.2523718,0.93436515,1.2340035,0.8760735,0.7387153,0.8392309,0.7335187,0.521135,1.1555655,1.2980162,0.41334862,1.2862947,1.0828054,1.0266856,1.334985,0.659376,1.4382991,0.5776187,0.9004909,1.3043635,1.1227024,0.4443311,1.5968249,1.1754966,1.1758556,0.47501504,0.7557428,1.387039,1.2318941,0.9475555,1.6059726,1.3735483,1.1151518,1.4366183,0.23660767,0.85397404,0.89095867,1.0902044,0.5691485,1.0407331,1.2917347,1.5509634,1.5132334,1.1110163,0.3987602,0.45468646,0.96265423,0.5332569,0.9396178,0.64744925,0.42102826,1.2413572,1.4042339,0.64202154,0.9113846,0.8643497,1.3007042,1.3969158,1.345521,1.5475239,1.1291931,1.0972048,0.661743,1.3138433,0.865007,1.4451933,0.46213198,1.0903516,0.17203748,1.0717226,1.0682628,0.35551667,1.0878263,0.3979137,0.99568295,1.3121378,1.5150796,1.4660082,0.27367222,0.7033653,0.70556444,0.8797736,0.5941347,0.50376767,1.2217937,1.2923759,0.63838875,0.5351136,1.0947549,1.1274995
dish,0.99867517,1.303487,1.2328173,1.1400225,1.0137849,1.0285872,0.8972488,1.0335557,0.9734597,0.9873397,1.0606306,0.8580857,1.4012878,0.883291,0.79703784,1.2637296,0.8991026,0.6978269,0.7756264,1.1450832,0.66706556,0.55811864,1.096626,1.0641252,0.94927865,1.0615793,1.2674067,0.98422474,1.3364668,1.1384566,1.1736965,1.1621056,0.7970449,0.8639052,1.0675176,1.0137205,1.1104157,1.2083743,1.1777502,1.0130384,0.8165142,1.2902038,0.7037281,1.1488111,0.0,0.9816943,0.80331945,1.0333594,0.8433954,1.121464,1.2461697,0.9658323,1.1078346,1.1739104,0.9004904,1.3534191,1.2927024,0.77616364,1.2210717,1.4529359,0.8703636,0.7798281,1.4032971,1.0960352,1.1141458,0.64791995,0.9849922,0.97818077,1.046202,0.9812783,1.0183425,0.72823673,1.1545901,1.0451356,1.0378622,1.1257595,0.91017103,1.0676756,1.3219708,1.0005044,0.74024165,0.78289235,0.8176033,0.8238455,1.069837,0.8645916,1.3156518,1.1971704,1.3217958,1.137228,1.0575645,1.0883121,0.8641816,0.9150915,1.1099193,0.7422278,1.2577066,1.2079577,1.2555313,1.3788527,1.0207953,1.1261803,1.0572993,0.7349067,0.6799235,1.2115381,1.083567,1.2646078,0.82216084,0.9215075,0.76964587,0.96146387,0.95746845,1.1705321,1.0681485,0.8555088,0.71554625,0.7348275,1.3725829,0.9301986,1.2213132,1.2270913,0.9883541,1.341145,0.9800767,1.1672647,0.8149129,0.76052475,0.9352682,0.6189319,0.8773672,1.4088657,1.1168658,0.9875848,1.154759,0.7148535,0.34710014,0.9389568,1.1960368,1.3871944,0.9793956,0.97509325
dog,0.47959578,1.203082,1.1957835,1.2439872,0.73241436,1.1579918,1.159693,1.1358328,1.1727304,0.9392284,0.8829751,0.69666505,1.2874457,0.95328736,0.6973465,1.0979685,0.7611834,0.781599,1.1024805,1.2590257,1.2323878,1.0579635,0.8849396,1.0359167,1.2576385,0.9731915,1.3330135,0.83516747,1.325933,0.42786384,1.0856192,1.0668983,1.1368462,0.9817524,0.8636582,1.2639352,1.1504793,1.1320944,1.1603053,0.87999856,0.8019115,1.4210191,0.7656448,1.313393,0.9816943,0.0,0.8316061,1.0266006,1.1345769,0.8105233,0.97902834,1.1429297,0.8356463,1.1745163,0.7399199,1.2178493,1.107678,0.9357467,0.9904734,1.3366778,0.8515574,0.7668474,1.2244253,0.9355104,0.9292774,1.1124806,0.711521,1.189293,0.8592973,1.1944666,1.0479473,0.9324831,0.9617768,1.1857953,0.763721,1.1264404,1.0162039,1.1929199,0.940752,0.73595977,0.94987684,1.0423218,0.70841044,0.7392612,1.0339814,0.82792914,1.2532403,1.3333536,1.1676098,1.0581985,1.2299035,1.0973935,0.56738514,0.6847976,0.7526767,1.0194823,1.3501482,1.3362427,1.1909354,1.2568492,1.1635683,1.1160316,1.2775658,0.8946911,0.9043109,1.2179537,1.0589143,0.87773496,0.88808525,0.9842503,1.0092498,0.6997466,0.94835925,0.952304,1.2898647,0.8474549,1.1376752,0.8195981,1.2550466,0.863729,1.2966071,1.201044,1.0819921,1.3092331,0.91772133,1.2207712,1.0677999,0.78794664,0.6800591,0.7340286,1.2557011,1.2115225,1.271158,1.1918538,1.3460071,1.1967428,0.93080306,0.8421469,1.2037997,1.2681925,1.0726235,0.9353173
doll,0.9071328,1.0370975,1.1357856,1.1254795,0.8846393,1.0743445,1.0340886,0.97578806,1.0490947,1.1235182,0.9899157,0.9390393,1.2107999,0.9922417,0.83096075,1.0437757,0.937616,0.96150416,0.785878,1.158552,1.0862805,0.8532195,1.0186617,1.1573384,1.1555451,0.81406116,1.2637949,0.98919857,0.9954455,1.0534354,1.1163396,0.9781428,1.0535681,0.98815936,1.0588598,1.0814984,1.052547,1.0281433,1.1026263,0.954717,0.88161325,1.1969804,0.9190533,1.2028812,0.80331945,0.8316061,0.0,1.1376474,1.0065496,1.0098075,1.0170391,0.9884563,1.0262614,0.9916838,0.8632989,1.0268824,1.1194414,0.96413666,1.0138433,1.263358,0.6960863,1.0005697,1.1486576,0.85979,1.1304128,0.8606963,0.8656324,1.061441,0.8212136,0.98063415,1.0409266,0.9796676,1.0121734,1.0189353,0.9951255,1.0756948,0.9049344,1.1349586,1.2018123,0.99759775,0.93042713,0.9607394,0.79718757,0.86169946,0.96309674,1.0208977,1.1841537,1.1435583,1.0416737,0.9058407,1.0997407,1.1744156,0.92798996,0.93275416,1.0009354,0.8082843,1.1850798,1.1607205,1.0437149,1.2171063,1.0262269,1.0938901,1.1750002,0.87794983,0.8411871,1.1485459,1.1913228,1.0315545,0.8583293,0.94011235,0.8179109,0.90282923,0.8676681,1.1454413,1.1579968,1.0407375,1.0472491,0.901523,1.1233358,1.1396661,1.196726,1.0632076,1.0122874,1.2915163,0.958367,1.1729951,0.91714936,0.8385043,0.9233912,0.77341336,1.1018658,1.0490937,1.0652155,1.0747906,1.1904966,0.86377263,0.75603783,1.0609751,1.2292457,1.1060839,1.0289332,1.0207855
door,1.0603558,1.1950802,1.2873766,0.9746326,1.078592,1.3067766,1.2316242,1.3851109,1.0068154,0.57682145,1.0179371,0.90202945,1.1975492,0.89099157,1.0324647,1.0787457,1.0316932,0.97451234,1.0790989,0.990425,1.1090459,0.8754637,1.1960676,0.60162675,0.93935025,0.95326257,0.7845804,0.99628997,1.1652977,0.8883119,0.682215,1.1710005,0.9789874,0.41775352,0.7338525,1.0042115,0.98536015,1.2507516,1.2331685,0.8674582,1.1915445,1.2344637,0.6723509,1.0921535,1.0333594,1.0266006,1.1376474,0.0,0.63891953,0.95829356,1.1165409,1.2705646,1.047434,1.1150597,1.023615,1.2201638,1.1947318,1.0146724,1.2316982,1.0977021,1.2970421,0.928477,1.2059977,1.3290119,0.8130343,1.2550391,0.98477703,1.0778478,1.1233156,1.1378876,0.8102213,0.82046854,0.9415942,1.017749,1.0051961,0.94890344,0.5839101,0.79631263,0.8463833,1.1032753,1.203709,0.8759834,1.180022,1.0233338,1.143896,1.0389533,1.21591,0.82389545,1.1910437,1.1247405,1.2053717,0.3435186,0.98203796,0.93457985,0.90527874,0.8296287,1.117274,1.1564987,1.1879638,1.0167032,1.2398038,0.8934689,1.2320399,1.054901,1.0730112,0.81765914,0.20520687,1.1522269,1.1924992,1.1722292,0.946297,0.9663495,1.1900295,1.059741,0.980887,0.43056393,0.8659812,0.98982364,1.3193866,0.94869685,1.0981191,1.2073281,0.87234735,1.0875365,1.0124094,0.90735644,0.9729739,0.8231392,0.9822091,0.95882714,1.231593,1.2604454,1.2639124,1.1780082,0.90791214,1.2399371,1.0327262,0.94297796,0.6041225,1.2536436,0.5488348,1.0189505
drawer,0.96698064,1.0874132,1.2749795,0.9424911,1.0306609,1.2778383,1.2057899,1.1010869,0.6252469,0.65608835,1.1101501,0.8542127,1.0659721,0.55104536,1.0468409,0.96944326,0.97438693,0.83985627,0.68354464,1.1588564,0.80692744,0.28682375,1.0392163,0.86732745,0.9118568,0.98984087,0.9781657,1.03407,0.8895647,1.136471,0.54370046,0.9499408,1.1034052,0.9197193,1.1962398,0.9332107,0.9669722,1.2446479,1.0841134,0.66987234,0.96029925,1.0674506,0.5942472,1.1417087,0.8433954,1.1345769,1.0065496,0.63891953,0.0,0.9380227,1.1655134,1.1976188,1.1286058,1.0720047,1.1717771,1.20495,1.0850254,1.189244,1.0614284,0.995048,1.070079,1.0364753,1.1664681,1.1393638,0.98696375,1.0288241,1.2042508,0.9902716,1.0669295,1.1242391,1.0287824,0.6736915,1.1956064,1.1368935,1.0359485,0.6904696,0.5946849,0.9956433,1.1026257,1.1615218,1.0239774,0.95198905,1.0827584,1.0820185,1.0879619,0.98267865,1.2914424,0.85983604,1.060094,1.1779156,1.1674421,0.54555416,1.1658436,1.0821118,1.0603316,0.7930972,0.98217916,1.0034182,0.9663893,0.97896093,1.1522987,1.1625775,1.0934646,1.0969106,0.9300004,0.53535223,0.7079579,1.325891,1.0817609,1.068248,0.7368667,1.1422752,0.8710207,1.0779364,0.9702185,0.9076022,0.5015322,0.7444219,1.0856503,1.0969785,1.1576145,1.0054643,0.85163414,1.1183839,1.0683938,1.1077716,1.0146403,0.8278518,1.111203,0.8099518,1.0151185,1.2486488,1.1367289,1.0419618,0.94486904,0.9747948,0.6953688,0.90664357,0.91979086,1.184231,0.8759401,1.1184099
duck,0.5867158,0.78439903,1.2023685,1.1343374,0.9469734,1.2542298,1.2285761,0.96060586,0.9905764,1.0485876,1.0554205,0.9494186,1.1440028,0.8698484,0.8587749,0.6269601,0.96005917,0.9395208,1.1901422,1.2619777,1.2258884,1.04897,0.8936883,1.0847805,1.196116,1.106151,1.1757563,0.99315304,0.92128885,0.8218231,0.7298818,0.71774566,1.2581167,1.1105627,0.77946734,1.2044078,1.0047262,0.87838024,1.0720619,0.8546583,0.9099742,1.2912796,0.89081603,1.2984403,1.121464,0.8105233,1.0098075,0.95829356,0.9380227,0.0,0.84923714,1.0134708,1.1523408,1.0005326,1.0014443,1.0146797,0.9541805,1.2005118,0.98410046,1.0052928,0.8592552,1.0059344,1.0742892,0.8229588,1.0386345,1.0736241,0.84877574,1.190301,0.8945234,1.3151989,1.0693407,0.8929,1.0250866,1.1331694,0.7216226,0.8997926,0.9941354,1.2421064,0.87080526,0.90410256,0.93812156,1.159117,0.8694632,1.0055982,1.0460696,0.78649616,1.2133465,1.0545306,0.88787663,0.98362327,1.0973369,0.8908932,0.90227276,0.93167794,0.5794363,1.1002706,1.2891302,1.2999887,0.89683914,1.0753149,1.0180403,1.1192648,1.2453744,0.9497367,0.9689162,1.0242211,1.0844681,0.8731624,0.92833775,0.8756486,1.0198107,0.8351426,0.80613077,0.7058468,0.99601406,0.9779401,1.1347219,1.1087463,0.93623,1.0249699,1.2715759,0.8356699,0.8640407,1.0920126,0.6691881,1.2270193,1.0490706,0.797836,0.8688424,1.025432,1.316524,0.9516155,1.157104,1.0828339,1.1749549,1.3130858,1.0179281,0.9914191,1.0955127,1.0715332,1.1035568,1.1605154
