,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
rooster,1.0498457,0.8215889,0.7789518,1.0785031,0.98755044,0.82553315,1.1218998,1.0660843,1.1377156,1.1737559,1.0948681,1.1740344,0.81502974,1.316442,1.043337,0.8744117,1.1455128,1.1679995,1.272723,0.9089365,1.1873841,1.4047596,0.78209424,0.9765163,1.0883449,1.1553648,1.0359379,1.1221703,0.91706437,0.8556981,1.2825916,0.90298015,1.0245321,1.0909452,1.0754114,1.0792985,0.9699032,0.7546204,1.0169475,1.3192513,0.8502044,0.93049043,1.2935717,0.8643497,1.2646078,0.87773496,1.0315545,1.1522269,1.325891,0.8731624,0.7291981,0.9060437,0.9525689,0.7985053,0.93237996,0.6954207,1.0086306,0.8463503,0.9369034,0.84197265,1.1196421,1.0237318,0.6265013,0.9330161,0.9156648,1.1108574,0.81837165,1.1161419,0.79956925,1.0166643,0.9666842,1.2350394,1.1198261,0.8815114,1.0727488,1.0761243,1.1789218,1.0159619,0.76631296,0.9396473,1.0605013,1.1882411,0.96728754,1.1311922,0.90008116,0.97665024,0.5944714,1.1650834,0.64519244,0.6980582,0.91422975,1.2275603,0.5636805,1.113713,1.0145985,1.263531,0.9706551,0.9741526,1.1070817,1.0410414,0.8733132,0.9918424,1.1391444,0.9525015,1.2295039,1.2581466,1.1865494,0.0,0.9909021,1.0396338,1.1468871,1.0572768,1.0591896,0.8109063,1.0024734,1.066932,1.3424695,1.2165455,0.7573857,0.9620073,0.88261914,1.0397803,1.0692352,0.8593559,0.68127894,0.8875576,1.0813915,1.2277591,1.0920544,1.1859701,0.99784184,0.62145066,0.87704164,1.0144807,1.2195265,1.1664244,1.2800968,1.1632676,1.0775775,0.62697875,1.0376291,1.0830503
sandwich,0.73258775,1.0233654,1.2434477,1.2985108,0.6472941,1.2370586,1.1302905,0.8913609,1.1325856,1.0389502,0.8541112,0.85432947,1.2436663,0.9945491,0.54149944,1.0744423,0.72935355,0.8776985,0.812878,1.2594895,1.166398,0.8602268,0.88678026,1.1406765,1.2371975,1.0896422,1.3497801,0.98939776,1.0146912,0.933551,1.175476,0.9986515,1.2713832,1.1782715,1.035134,1.3527296,1.0558165,1.163779,0.98881805,1.0707968,0.5905396,1.2650428,0.87001973,1.3007042,0.82216084,0.88808525,0.8583293,1.1924992,1.0817609,0.92833775,1.0600868,1.178892,0.9778816,1.1467643,0.9229748,1.0391523,1.144198,1.1179458,1.1635404,1.3303717,0.8255687,0.7883076,1.2510331,0.6724179,1.0824262,0.7734259,0.8821893,1.0509776,0.5702429,1.1914922,1.2140176,0.98856807,1.0012347,1.0922238,0.8040131,1.0054883,1.0166858,1.3874733,1.0572982,0.43222564,0.82204616,0.9990939,0.49449557,0.90936416,1.003511,0.78365576,1.3076105,1.1189454,1.0113102,1.0253409,1.2064033,1.1230141,0.9629512,0.73027354,0.80837417,0.9058574,1.3267274,1.2720518,1.0277209,1.3466283,0.7219559,1.2191119,1.2568412,0.82571614,0.67029107,1.304553,1.1988217,0.9909021,0.0,0.61331993,0.86565363,0.738807,0.9510247,0.8977843,1.1865287,0.8045348,1.1318207,0.8172289,1.2416646,1.0213788,1.2918887,0.899354,1.0196029,1.348366,1.0644237,1.3178561,0.9805385,1.0014373,0.7893074,0.73490036,1.2696605,1.101959,1.0106189,0.8850923,1.1904229,1.120857,0.7379904,0.97937864,1.3219585,1.2245611,1.1220392,0.88470805
scarf,0.6982427,0.8895043,1.2155027,1.2826874,0.67168653,1.2283868,1.165682,1.0095248,1.2078329,1.0353093,0.5146011,0.7413434,1.2175586,0.8141617,0.59797996,0.97199005,0.4896899,0.93512845,1.033342,1.3313965,1.3292756,0.9958019,0.9595659,1.2467554,1.3182603,1.1025507,1.3490832,0.924446,0.8478786,0.80156183,1.0003574,0.95463115,1.3319649,1.2899008,0.89164484,1.4079163,0.8856142,1.015387,0.9858149,0.85228205,0.73294914,1.2836778,0.9452497,1.3969158,0.9215075,0.9842503,0.94011235,1.1722292,1.068248,0.8756486,0.9469783,1.1631726,0.7013196,1.0169322,1.0042354,0.92324555,1.1621492,1.2673532,1.1110264,1.2502915,0.95807046,0.77595073,1.1675355,0.60218024,0.96908957,0.8556633,0.9134122,1.21943,0.700567,1.2056137,1.2591106,1.0252893,0.7518109,1.1696818,0.45674348,0.982609,1.0253657,1.4190056,1.1344728,0.7052465,0.914019,1.1168482,0.5105631,0.90192926,0.9069171,0.88541603,1.3021336,0.9651022,0.83723736,0.9236894,1.265589,1.023385,1.0722176,0.50241673,0.48689985,1.1439245,1.3012116,1.3118863,0.9424979,1.273848,0.7300259,1.233212,1.3280407,1.0260174,0.79901224,1.3074756,1.1770447,1.0396338,0.61331993,0.0,0.99008197,0.53849244,0.953853,0.75616974,1.15413,0.9827122,1.1796147,0.76526004,1.1872927,1.0551705,1.320161,0.6787736,1.060155,1.3680853,0.9940989,1.396816,1.1291623,1.0573515,0.65689564,0.90915805,1.3346864,1.0148127,1.0674384,0.97823316,1.0263481,1.3000644,0.96767896,0.8841381,1.3000765,1.1128515,1.0743123,0.8949189
scissors,0.831509,1.2028453,1.3432138,1.262921,0.7767842,1.3358471,1.224454,0.9621319,0.9766897,0.85876364,1.0727208,0.90008277,1.2778692,0.9308255,0.89868224,0.92221105,0.9655177,0.8640655,0.6918195,1.2156265,1.0915506,0.68749917,0.94879067,0.7062454,1.1758791,0.9253248,1.3259342,0.9113675,1.0376205,1.0884362,0.94785875,0.8788547,1.0981241,0.9558885,1.1352266,1.2333337,0.84544015,1.2663426,1.0162503,1.0282263,0.8102397,1.0923883,0.7484989,1.345521,0.76964587,1.0092498,0.8179109,0.946297,0.7368667,1.0198107,1.1734881,1.2186781,1.0791107,1.1377776,1.0180993,1.1705937,1.100904,1.0759226,1.2859864,1.0220872,0.80599123,0.8459636,1.2949528,0.979946,1.103566,0.8112378,1.0530305,1.0233184,0.7704445,1.1638671,0.877362,0.45490438,1.2247033,1.1501051,0.9511867,0.383079,0.7316525,1.032971,1.2199507,0.8913202,0.96816945,0.8337202,0.82621586,0.87877107,1.1032801,0.92280865,1.413301,0.9827091,1.0938904,1.1642184,1.244396,0.99079275,1.0147034,0.9961638,1.0033926,0.7726114,0.9348864,0.82218677,1.0974987,1.3298049,1.1383755,1.1059756,1.1782017,0.8528329,0.68049145,0.97953963,0.9884772,1.1468871,0.86565363,0.99008197,0.0,0.99241143,0.87185115,1.1059346,0.85646224,0.86705196,0.8700859,0.75399995,1.2705436,1.0071073,1.406435,1.0870246,1.0892143,1.1800196,0.960782,1.1091319,0.945665,0.7822517,0.9740641,0.5971862,1.1608952,1.3183284,1.0723162,0.64705086,1.1828706,0.95619553,0.5781381,0.9697746,0.86474806,1.2674026,1.0378479,0.9504632
shirt,0.46651983,1.0589092,1.3904657,1.3273997,0.37925977,1.4045582,1.3205023,1.2740579,1.3232255,0.7667078,0.5442966,0.44785064,1.4739629,0.8067845,0.29095447,1.0524707,0.36306196,0.6333356,1.107771,1.4707618,1.4837813,0.99649686,1.1201155,1.1359701,1.4785732,1.1613917,1.4802765,0.79517317,1.2416457,0.5969345,0.9206272,1.1881244,1.4063125,1.0717964,0.4803629,1.463534,1.1381459,1.1518124,1.2047433,0.71529824,0.838994,1.607636,0.6848699,1.5475239,0.96146387,0.6997466,0.90282923,0.9663495,1.1422752,0.8351426,1.0268806,1.3052094,0.7155031,1.1907225,0.58508474,1.1233596,1.3508549,1.2294767,1.2446388,1.5356715,1.0998578,0.68538827,1.3610713,0.8230186,0.9408666,1.1370522,0.4506197,1.3331544,0.61484,1.3450875,1.2796401,0.9194174,0.5297364,1.3020189,0.22346967,1.1259664,0.8613168,1.4686089,1.0229383,0.50259,0.9835086,1.1776779,0.4998532,0.5044915,0.96173275,0.7346474,1.4362222,1.2653624,1.1324718,0.97928774,1.4569666,1.0290023,0.82326615,0.18418908,0.2967484,1.0075428,1.5681376,1.5511713,1.2185818,1.401413,1.0865176,1.3118937,1.5246998,0.91633534,0.7748178,1.3945165,0.9685427,1.0572768,0.738807,0.53849244,0.99241143,0.0,1.1151321,0.92397916,1.4157699,0.6902549,1.2459632,0.64093316,1.458395,0.9111301,1.4678171,0.95907253,1.164023,1.586226,0.9669578,1.4776717,1.1518161,0.80606616,0.0707705,0.55286664,1.5459193,1.1990103,1.3438593,1.1663563,1.3158478,1.4884627,0.9026469,0.71586645,1.3075643,1.361764,0.93280417,0.79614305
shoe,0.7629211,0.97023207,1.1315724,1.150672,1.0390288,1.0740968,1.0935271,0.76430273,0.7347925,1.2678721,1.0954758,1.1106585,1.0171329,1.0139884,0.9375079,0.7771567,1.0337814,1.1494392,1.0049759,1.078796,0.9732353,0.957268,0.7043522,1.1586988,0.9186177,0.9483736,1.1410519,1.1319914,0.83487177,1.0833131,1.0111864,0.7621261,0.99412006,1.1122665,1.0902147,1.0862519,0.8910696,1.0511601,0.8441235,1.0662142,0.7916244,1.090739,1.1188873,1.1291931,0.95746845,0.94835925,0.8676681,1.1900295,0.8710207,0.80613077,0.90976393,1.0078064,1.0762751,0.945874,1.0856397,0.9995291,0.920714,1.0619894,0.9677473,0.97472924,0.7456273,1.1392449,1.0113758,0.683695,1.1032256,0.9986104,1.1028442,0.86421466,0.95975596,0.9389931,1.044645,0.95035154,1.1671883,0.98327047,0.96895504,0.94186383,1.0992907,1.1356323,1.0970315,0.9403495,1.0193751,0.94297594,0.875414,1.1107026,0.937673,0.67575556,1.1340228,0.9737955,0.8002553,0.9563866,1.0432223,1.0865054,1.0429184,1.0141591,0.8484145,1.0693536,1.1617084,1.1567566,0.9580798,1.1142405,0.952277,1.0307602,1.0335523,0.99631023,0.7776698,1.0001373,1.2987778,1.0591896,0.9510247,0.953853,0.87185115,1.1151321,0.0,0.73767865,0.9687254,1.1017339,1.0446186,1.0834788,0.5605978,1.1415775,1.2372053,0.88534373,0.7726169,1.005994,0.88475186,1.1066605,0.9978724,0.901384,1.126383,1.1526992,0.920873,0.915576,1.013549,1.0426174,1.0418819,0.9587692,1.0075593,1.0977181,1.1030722,0.911025,1.2530502,1.1201719
shorts,0.81703365,0.8931404,1.0658439,1.1062927,1.0719385,1.1446464,1.2414167,1.0642245,0.90578425,1.1606221,0.93485874,1.1393137,0.8806112,1.0594785,0.9519297,0.81279516,1.0310909,1.1685982,1.0931624,1.0718658,1.1684626,1.200546,0.7896513,1.256829,0.9329178,1.1015428,1.0597609,0.95507365,0.8174491,0.83228195,0.94565654,0.7058724,1.124643,1.0912819,0.87178963,1.2218013,0.7572865,0.9623184,0.89984393,1.0870881,0.8989756,1.0661994,1.1051537,1.0972048,1.1705321,0.952304,1.1454413,1.059741,1.0779364,0.7058468,0.8525455,1.1421548,0.89854836,0.8967381,1.079591,0.8863876,0.93684196,1.1357012,0.9901336,0.8447834,0.98615414,0.90116096,0.9073279,0.8034575,0.8722658,1.1012397,0.9802651,0.9906008,0.9142344,1.1045297,0.89037937,1.1705962,1.0528754,0.90668565,0.84353495,0.9789506,1.19281,1.1069384,0.9668702,0.8105576,1.1948913,1.0816804,1.0482538,1.1245375,1.0123854,0.8119282,1.0362546,1.0660739,0.9376067,0.95312935,1.125443,0.9505502,0.93740386,0.9143739,0.711696,1.1872039,1.069519,1.1271416,0.92990863,1.0117888,0.81898,0.83181834,1.1276141,1.1741688,1.0903617,0.99534255,1.0798368,0.8109063,0.8977843,0.75616974,1.1059346,0.92397916,0.73767865,0.0,1.0115479,1.0888238,1.2062966,1.2496896,0.8218468,0.92659324,1.1517504,0.8064885,0.8552054,0.9051052,0.79361576,1.1969889,1.1340153,1.1225942,1.037097,1.2135582,1.1914699,0.8904235,1.054782,1.0995052,1.0968275,1.2525804,1.2416447,0.9721417,1.1702778,0.9277773,1.121597,0.90779984
shovel,1.2896502,0.87799644,0.9029664,0.79192764,1.3721575,0.87350976,0.74912035,0.8394517,0.87984097,1.1382635,1.323925,1.4078107,0.74357474,1.1576285,1.415375,0.7533382,1.3786802,1.3833381,1.0725496,0.67103845,0.6877161,1.0930846,1.0208603,0.6864743,0.54113376,0.7622265,0.56110317,1.2674364,0.69525176,1.2866971,0.7967453,0.8828795,0.7714772,0.9703297,1.0737839,0.81833535,0.8355445,1.009278,0.86614656,1.1504145,1.2280017,0.5596852,1.2467351,0.661743,1.0681485,1.2898647,1.1579968,0.980887,0.9702185,0.99601406,1.0292263,0.868965,1.2198231,0.94779205,1.4091563,0.97620964,0.7509736,0.9856732,0.8496556,0.5330206,1.0100584,1.3670888,0.9016143,0.9416231,1.0848262,1.0548334,1.3771199,0.6952438,1.2951578,0.7151444,0.876792,0.9742768,1.0511863,0.6658372,1.3291249,0.7738037,0.9259868,0.6578709,0.93811995,1.3598763,1.0999799,0.86476755,1.3471755,1.3637058,1.1986815,1.2760944,0.8548815,0.61371744,0.87178046,1.1528648,0.8316191,0.8391969,1.292179,1.4257863,1.2744908,1.1168146,0.59951675,0.5843467,0.8369994,0.66357285,1.0036927,0.6960912,0.72043157,1.114234,1.2071402,0.72554886,0.88577265,1.0024734,1.1865287,1.15413,0.85646224,1.4157699,0.9687254,1.0115479,0.0,1.213758,0.74954784,1.2638959,0.69932294,1.1326618,0.70995915,0.848783,0.9821292,0.3541252,1.11728,0.6081127,0.9858304,1.1254249,1.4013338,1.3258039,0.74197316,0.89237916,0.88019085,0.64723897,0.5957111,0.78519017,1.0762223,1.2625536,0.5057243,0.8364812,1.0826584,1.1266435
shower,0.81248677,1.2387773,1.3694475,1.2896739,0.7504474,1.3514426,1.2648544,1.2946426,1.1700933,0.5618691,0.88527894,0.6255388,1.4504421,0.91162395,0.6624644,1.1255027,0.70156777,0.7790947,1.03524,1.2648442,1.1485772,0.86005807,1.1470265,0.7736081,1.163337,1.0274825,1.2333014,0.86169153,1.3259623,0.7218379,0.9263917,1.1668433,1.184741,0.64581764,0.8118452,1.2786818,1.0732211,1.2732061,1.2346548,0.8979525,0.8612508,1.4908104,0.6015457,1.3138433,0.8555088,0.8474549,1.0407375,0.43056393,0.9076022,0.9779401,1.1726841,1.2786105,0.9172586,1.2768512,0.84138155,1.2691557,1.32674,1.0781444,1.3231629,1.4013104,1.156801,0.74973273,1.3832738,1.109125,0.83054066,1.1044278,0.81022584,1.1190523,0.85257095,1.28845,1.0571235,0.80256754,0.9724903,1.2042972,0.7631016,1.0311805,0.73670757,1.1550275,0.9783518,0.75220585,0.9647594,0.84003717,0.74663645,0.72938514,1.1303511,0.7939414,1.3775452,1.0809906,1.2731138,1.1357232,1.3098364,0.7420608,0.8170676,0.6528609,0.72646135,0.86655843,1.4287148,1.4030862,1.2767173,1.2837176,1.107036,1.146206,1.3917906,0.8564321,0.76339716,1.2499411,0.560927,1.066932,0.8045348,0.9827122,0.86705196,0.6902549,1.1017339,1.0888238,1.213758,0.0,0.9779597,0.75337934,1.4542377,0.78394324,1.3551457,1.197438,0.9721299,1.3519247,1.0024446,1.210865,0.9564657,0.7330411,0.6924922,0.67854774,1.3575897,1.3179983,1.2865436,1.1187435,1.2351415,1.3084619,0.7830294,0.819276,1.0052003,1.418338,0.74897087,0.948329
sink,1.1409975,1.3008041,1.1302438,0.84191334,1.1412922,1.1241872,0.95632654,1.1252506,0.7700723,0.6924185,1.1091275,0.9496134,0.95008785,0.7408377,1.2481345,1.1950567,1.0633185,0.8631079,0.6702887,0.91151994,0.36910212,0.52253205,1.2222782,0.87667215,0.62287116,0.8859677,0.8066853,0.94209707,1.1562359,1.1675091,0.7207162,1.1275474,0.773852,0.77343065,1.1211394,0.76269686,1.0588874,1.2878284,1.0759109,0.8365104,1.1784554,0.95151365,0.7764925,0.865007,0.71554625,1.1376752,1.0472491,0.8659812,0.5015322,1.1347219,1.3124454,1.1310751,1.1121556,1.1874988,1.1864845,1.3295164,1.0316743,0.90876853,1.0301963,0.97856116,1.1142392,1.0879259,1.1208973,1.2910702,1.0659859,1.063133,1.2842147,0.8135823,1.2427232,0.95166266,0.83742386,0.66241926,1.0849471,0.962525,1.2305574,0.8502116,0.8792449,0.761366,1.1837995,1.2513782,1.028552,0.7510561,1.218173,1.0173677,1.214517,1.1634341,1.1460831,0.8529487,1.2319908,1.3193245,1.0677875,0.63718307,1.1561676,1.2077447,1.3334675,0.7283412,0.776158,0.81728244,1.1820575,0.74120927,1.2095759,0.9283282,0.7375419,1.0389696,0.924221,0.56382936,0.7388756,1.3424695,1.1318207,1.1796147,0.8700859,1.2459632,1.0446186,1.2062966,0.74954784,0.9779597,0.0,0.80355895,1.1493621,0.96774524,0.88904136,1.264463,0.9635969,0.87960833,1.2227001,0.9765814,0.98260033,0.8655689,1.1718211,0.8397249,0.7866776,1.3338869,1.1335015,1.1181353,0.869948,0.80293274,0.58456635,0.99651897,0.8870924,1.237919,0.9234339,1.060172
slide,0.5733036,1.3017672,1.3618166,1.2091491,0.6095972,1.3739748,1.1995962,1.2020736,1.0357383,0.58251965,0.78507763,0.21919322,1.4149077,0.35716474,0.5810548,1.2461058,0.3744613,0.460118,0.77873045,1.3694848,1.0891459,0.541383,1.1679528,0.94095147,1.2598128,1.0976353,1.3772838,0.7587625,1.3131658,0.75258356,0.6681864,1.21133,1.2299838,0.97943115,0.9662203,1.2699594,1.0867164,1.3961599,1.1871002,0.46724498,0.7722505,1.4411033,0.3794322,1.4451933,0.7348275,0.8195981,0.901523,0.98982364,0.7444219,1.1087463,1.3334522,1.3850632,0.73782074,1.3556871,0.93482673,1.4125954,1.3671613,1.1004498,1.199764,1.5363488,1.0844382,0.7582501,1.4561555,0.9748668,0.90097946,1.0193511,0.9518196,1.2583479,0.9392938,1.2042855,1.1641716,0.63726765,0.8702334,1.2630124,0.6250278,1.023862,0.6987139,1.3044438,1.1515765,0.81150126,0.79796296,0.9365299,0.5299307,0.56483936,1.1253868,0.76329887,1.5071543,1.0361742,1.2993665,1.2229927,1.4378227,0.96811473,0.8271955,0.572613,0.8264412,0.8674658,1.3495514,1.299403,1.2457721,1.2013234,1.1667727,1.2436616,1.303167,0.90892565,0.5661556,1.2343456,0.9097355,1.2165455,0.8172289,0.76526004,0.75399995,0.64093316,1.0834788,1.2496896,1.2638959,0.75337934,0.80355895,0.0,1.5182648,0.8397119,1.3426869,1.15083,1.0703424,1.53571,1.1982005,1.3768673,1.1551636,0.6652768,0.6084862,0.3783536,1.3224788,1.4893432,1.3236223,1.1299036,1.109611,1.148509,0.6389518,0.605522,1.2022556,1.4800966,0.88321704,0.81094384
slipper,1.3177485,0.57024777,0.47719824,0.718014,1.3589697,0.5347086,0.8355006,0.62649274,0.7746802,1.4428036,1.3039315,1.507959,0.32424504,1.3086889,1.466143,0.6248423,1.4700086,1.4632514,1.2114763,0.5529339,0.82480884,1.3451073,0.8364743,1.1467845,0.70062274,0.99915546,0.57146776,1.294522,0.5028999,1.2973104,1.0560079,0.78453124,0.89730155,1.2989655,1.206509,0.70621717,0.9906027,0.6312045,0.7557361,1.2588857,1.2370476,0.3595395,1.5914266,0.46213198,1.3725829,1.2550466,1.1233358,1.3193866,1.0856503,0.93623,0.6556403,0.6630435,1.2236097,0.64464223,1.2196332,0.49371225,0.61683494,1.1413195,0.62352693,0.3640797,0.9486884,1.4682629,0.28510934,0.8599518,1.1103939,1.030727,1.2330766,0.77265406,1.1524553,0.6674342,1.1353235,1.3382503,1.1138462,0.73387885,1.2771258,0.94287753,1.3090438,0.87920505,0.7981424,1.3132745,1.1935912,1.206703,1.3822484,1.4155644,0.83823633,1.1692438,0.31493366,0.8825576,0.46990424,0.7716204,0.6316909,1.17453,1.3660347,1.48176,1.1881962,1.3488405,0.58158,0.6271263,0.66617817,0.64396185,0.82422143,0.9079209,0.60791665,1.3199542,1.3739855,0.7282892,1.3087509,0.7573857,1.2416646,1.1872927,1.2705436,1.458395,0.5605978,0.8218468,0.69932294,1.4542377,1.1493621,1.5182648,0.0,1.2891419,0.55493975,0.64253867,0.92263335,0.37613988,0.928971,0.63616157,1.1011243,1.3022422,1.4384615,1.5647544,0.50279266,0.2956872,0.60138243,0.8421911,0.75208,0.75953436,1.4296621,1.2961489,0.82841694,0.24061346,1.3009903,1.2769583
snow,0.8863373,1.2332321,1.0545806,1.104933,0.9030678,1.0989614,1.1469722,1.1425757,1.153181,0.62953424,0.85382277,0.86644983,1.1669252,1.0420594,0.95565313,1.1575996,0.95683694,0.8205525,1.1240745,1.189538,0.9547171,1.0827956,1.064853,0.894183,1.0987595,1.0630667,1.1822705,0.7234912,1.2987995,0.63691974,1.1260293,1.0311422,1.0644932,0.96333575,1.025239,1.0515562,1.1000136,1.0712008,1.0461812,1.0985315,0.9696509,1.26942,0.8952993,1.0903516,0.9301986,0.863729,1.1396661,0.94869685,1.0969785,1.0249699,1.1639272,1.080955,0.7405752,1.1634996,0.9008066,1.2265322,1.0426793,1.0503113,1.1095494,1.1089828,1.0798318,0.52960366,1.17314,1.1971259,0.70726776,1.1388392,0.9400269,1.0919005,0.99177724,1.2339599,0.8818236,0.84868073,1.0723276,1.1625388,0.9262049,1.040702,1.0410266,0.99752146,1.0037724,0.9113643,0.86532724,0.9411365,0.9918076,0.7914512,1.129334,0.88062614,1.1402997,1.2911086,1.2412211,1.1187285,1.0803864,1.0469184,0.7596729,0.9338991,1.0012891,1.0954474,1.1200109,1.1451714,1.1690657,1.1674513,1.20825,0.9959635,0.97138137,0.8808745,1.0422741,1.1453226,0.8550126,0.9620073,1.0213788,1.0551705,1.0071073,0.9111301,1.1415775,0.92659324,1.1326618,0.78394324,0.96774524,0.8397119,1.2891419,0.0,1.1142156,1.2836449,0.925787,1.0826309,0.98609656,1.1401541,1.0750549,1.0526212,0.8954134,0.81949383,1.1136439,1.2913053,1.1836025,1.1495239,1.3209412,1.2413121,0.93634105,0.83658665,1.1194346,1.2904555,0.92845213,0.79169023
soap,1.5390902,0.9788566,0.41126776,0.42338973,1.4221025,0.51416886,0.70925,0.9884449,0.9211231,1.1553123,1.2279617,1.4045382,0.27925438,1.1971593,1.5628538,1.0770838,1.4220383,1.3590027,1.0498502,0.26938683,0.6628324,1.2477912,1.1961964,0.92360216,0.60253316,0.9310857,0.24850214,1.1729805,0.87475634,1.2507086,1.0652473,1.0694814,0.6573459,0.9970729,1.1343746,0.4401285,1.0869354,0.8332502,0.9811189,1.1953604,1.4469702,0.27789307,1.4278338,0.17203748,1.2213132,1.2966071,1.196726,1.0981191,1.1576145,1.2715759,1.1069992,0.8469032,1.1250819,0.8781563,1.2389634,0.93476826,0.68369704,0.83641845,0.64866775,0.55324894,1.171097,1.3478665,0.42392087,1.2539926,0.99415195,1.1008073,1.322438,0.7751974,1.4607773,0.69802266,0.8644476,1.2718816,1.0097059,0.5798224,1.4683242,1.1702695,1.2101794,0.53237003,0.63773054,1.3992257,1.1345842,1.1267611,1.5263178,1.326047,1.1349682,1.4263635,0.2964115,0.7121057,0.79586303,1.1429802,0.6547048,1.0092946,1.2412995,1.4688096,1.4543116,1.1229618,0.34765893,0.42801398,0.9030228,0.42887592,0.9628405,0.73696774,0.43049914,1.2664597,1.3642812,0.6519001,0.93305916,0.88261914,1.2918887,1.320161,1.406435,1.4678171,1.2372053,1.1517504,0.70995915,1.3551457,0.88904136,1.3426869,0.55493975,1.1142156,0.0,1.0403268,1.0635597,0.4332062,1.2024443,0.39872575,1.0952764,1.3164976,1.4535139,1.4542581,0.503687,0.76466095,0.7255018,0.88683796,0.44017053,0.6553162,1.3401417,1.2323978,0.6390095,0.59797794,1.0177331,1.0978541
sock,0.98472065,0.49242014,1.0041276,1.0174644,0.86161655,0.9568592,0.9335919,0.74636817,1.0921832,1.2155192,1.1082006,1.0714632,0.8954972,0.8928694,0.8919194,0.65139025,0.95742,1.2472004,1.1036402,1.0995715,1.1848687,1.1059115,0.84143806,1.2301986,1.0628356,1.1494356,1.0322274,1.2595413,0.5096495,1.1559681,0.7916167,0.88467366,1.2361119,1.3176608,1.0600479,1.0792395,0.91975254,0.67279696,0.83852625,0.87128067,0.912807,0.85408175,1.2423815,1.0717226,1.2270913,1.201044,1.0632076,1.2073281,1.0054643,0.8356699,0.7038393,0.7967391,1.1269847,0.7644017,1.2058327,0.4421618,0.93615425,1.328869,0.827163,0.81010437,1.0033373,1.208062,0.86388695,0.36348897,1.1736745,0.7267841,1.1252003,1.1251863,0.70156515,0.97894967,1.2882535,1.1541511,0.9482729,1.1296124,0.73746806,0.8109167,1.1221437,1.3233168,0.8608505,0.98485756,0.9173075,1.2109673,0.7789006,1.1831496,0.81075823,0.94049966,0.9305406,0.7383719,0.6801042,0.7522702,0.8925483,1.0910723,1.2706815,1.034649,0.7550577,1.1701782,1.0369056,1.0273353,0.6201774,0.84546703,0.7582639,1.2633189,1.0855422,0.9968055,0.98050123,1.0278777,1.2704482,1.0397803,0.899354,0.6787736,1.0870246,0.95907253,0.88534373,0.8064885,0.848783,1.197438,1.264463,1.15083,0.64253867,1.2836449,1.0403268,0.0,0.92081004,0.90072095,0.9187661,1.1724837,1.0420637,1.1904905,1.0125723,1.2591164,1.0498297,0.4790033,0.6778308,0.61352396,0.8008951,1.1390553,1.2603374,1.1304784,1.155148,0.70187384,1.1650605,1.176498
