,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
clock,1.2107371,0.74858284,0.81359833,1.3173499,1.364923,0.46685815,0.49162143,1.1979415,0.70417976,1.2400398,1.3403704,1.1880745,1.2964917,1.3715739,1.3946173,1.0049325,0.6174428,0.62503844,0.9240802,0.88216084,0.7819743,0.66442287,0.72215974,1.0170776,1.3533934,1.1952882,1.1044989,0.0,1.0729594,0.9053527,0.96759844,0.8379056,1.2228043,1.2424347,1.322243,0.79390174,1.1757165,0.6068151,1.063132,0.90776473,0.93627846,0.7597107,1.4169507,1.0978287,0.4959011,1.1624919,1.1784079,1.2150823,0.8366219,0.40699756,0.96489906,0.72169226,0.942378,0.98186916,1.129217,0.99180317,0.81610113,1.0966762,0.9108848,1.2588494,1.3911437,0.76941836,1.0919796,1.204382,1.3370869,0.7822746,1.4271979,0.774014,1.0757145,0.43286788,0.9878641,1.0622944,1.0833443,0.836029,1.2327847,0.7605843,1.2552824,0.9644124,0.8911884,0.7008917,1.2033823,1.2246468,0.97896814,0.95866174,1.12359,1.4323221,1.4189136,0.8705753,0.70249134,0.74238896,1.1794187,0.7938678,0.8061336,0.5417689,1.1881552,0.69499683,1.2735567,0.6218076,0.6884624,1.090034,1.2042608,1.2397873,0.7228954,1.3959892,0.7263497,1.4498738,0.7828127,1.140518,0.86749005,1.3245212,0.7808073,0.5790349,0.8943705,0.5817951,0.95967156,1.2095946,1.0429598,0.76343083,1.3613659,1.2561129,0.42302132,1.1264819,1.2390745,1.0225793,0.73797023,0.6360338,1.0108813,1.0549555,0.9824702,0.84314585,1.0175012
closet,0.8428329,1.105826,1.288533,1.0174803,0.918104,1.1189032,1.1815318,1.1057916,1.1049682,0.71456754,0.67338717,1.2503827,0.8783129,0.83369887,0.8831607,0.8597136,1.239261,1.2111,0.87221706,1.399225,1.1492093,1.1601214,1.1278443,0.8496256,1.1184256,0.853461,0.9357531,1.0729594,0.0,0.90336186,1.2128758,1.117811,1.1876547,0.7964792,0.9857657,1.3671112,0.6705477,1.2644101,0.8403642,0.9720901,0.38566637,1.0879542,0.78648734,1.1757331,1.3128612,0.9157503,0.7952782,1.3347788,1.2093816,0.98006034,1.1789429,1.0184689,1.0319024,0.9410502,0.66919345,1.256139,1.2648807,0.8311231,1.2572638,0.8433161,1.0478786,1.2108123,0.94068545,0.9835573,0.8248885,1.1188754,0.81875014,1.1763595,0.81064284,1.064845,1.2717559,1.1060517,1.1199045,1.0785564,1.0369632,0.93983865,1.1398206,1.0861772,1.282813,1.2656586,1.3261397,1.1260809,1.2298902,0.86637264,0.827827,0.74907887,0.8604812,0.79746497,1.3504095,1.3421013,0.95688146,1.2814441,0.93083423,1.304938,0.85259145,1.1609776,1.0263541,1.1103482,1.2035812,0.4305011,0.9591492,0.9039587,1.2561417,0.73414534,1.1345255,1.0151856,1.2911763,0.5901715,1.0613165,0.7674123,1.3843578,1.2421049,1.0687151,1.2815977,1.0851865,1.0569149,1.259889,0.95735914,0.7621783,0.63509303,1.2159743,1.3227015,1.1945181,1.0783347,1.2459346,1.1296172,1.1102122,0.81535345,0.8304054,1.3814735,0.711279
coffee,1.0217224,0.987515,1.0289444,1.0203915,1.1434989,0.85794955,1.0093718,1.0663767,0.7999242,0.92964786,0.8792407,1.0546575,0.805184,1.1426754,1.0117117,0.75488853,1.0273644,0.90931904,0.65613997,1.0559162,0.9703015,0.9555565,0.9362911,0.80077755,1.1676478,1.0004553,0.7355393,0.9053527,0.90336186,0.0,1.0343404,0.9193175,1.2299263,0.79820764,1.1793582,1.1070232,0.7851424,1.0134543,0.9349803,0.9768422,0.8943912,0.84512675,1.1390343,1.0895151,1.0163078,1.0750866,1.0889444,1.2246524,1.0850075,0.8884578,1.1332605,0.9818723,1.0421323,0.780797,0.9182521,1.0843487,1.1494323,1.0301691,1.0737641,1.0836993,1.181438,1.0760856,0.8366756,1.1038487,1.0883197,1.2259866,1.1818738,0.9397566,0.7103889,0.80798423,1.2042286,1.0368752,1.0924916,0.9637113,1.1739134,0.8949369,1.1649756,1.0354522,1.1654414,1.0709548,1.2501357,1.0649307,0.97905034,0.903826,1.0677651,1.1110852,1.1497997,0.7843669,0.98062944,1.0714129,1.084194,0.96556056,0.86663216,0.9239711,0.92944616,0.9029141,1.0495375,0.88345003,1.0508685,0.9554744,1.0454111,1.1464548,1.1102333,1.1419039,1.0257107,1.1785827,1.0955611,0.95103353,0.8157808,0.9883984,1.1994733,1.0757167,1.0569131,1.1027192,1.1370361,1.1329768,1.1059296,0.8890995,1.1217765,0.7243128,0.8784393,1.2386727,1.2449712,1.108723,1.0392406,0.8818071,0.85217345,0.951243,0.9392717,1.131592,0.8424283
comb,1.0769482,0.6730343,0.9088265,0.92611915,0.99454904,1.0892235,0.9856989,1.0811603,0.783216,1.2228134,1.4199286,0.751128,1.3095325,1.288927,1.3586476,1.0095383,0.87183213,0.9104386,1.0240974,0.7320845,0.71046066,0.91269934,0.8686105,1.2020805,0.912099,1.1868424,1.1042725,0.96759844,1.2128758,1.0343404,0.0,1.1237187,0.9270923,1.2853228,1.0831556,0.76205987,1.2016741,0.821908,1.1692499,1.0701094,1.1051743,0.77784264,1.1550052,0.8095348,0.7890083,1.189342,1.2394443,0.58572114,0.8938508,1.0637615,0.65450865,0.78884053,0.977123,1.2237297,1.2395337,0.8175208,0.6748249,1.0984935,0.8068273,1.138041,0.87460613,0.8269695,1.1620451,1.1174086,1.2346381,0.9104649,1.281497,0.8841088,1.0622393,0.95153785,0.7262671,0.97230834,1.0799631,0.95104975,1.0315827,1.0721543,0.8310852,0.96541315,0.8023559,0.85142654,0.786339,0.87071824,0.9556516,0.99780214,1.2286931,1.3123245,1.27214,1.1068034,0.69448286,0.74960834,1.0481557,0.9188118,0.9865119,0.87350285,1.1679735,0.99823743,1.0283928,0.84399885,0.8786007,1.2156075,1.0140959,1.1604002,0.6825361,1.3435124,0.6156219,1.1497773,0.70835376,1.1807917,0.87844574,1.36446,0.621552,0.7582121,0.65658486,0.7067849,0.9728693,0.8934125,0.8799614,0.98897034,1.3016758,1.3411725,0.9243608,0.60936236,0.7527378,1.0150075,0.9060474,1.0371549,0.9906613,1.137887,0.9582806,0.63794744,1.0770019
cookie,0.8935053,1.0735719,0.8489687,0.92114,1.0869797,0.74069166,0.9287693,0.7111839,1.0344605,1.0476153,1.1355412,1.2988281,1.0911775,1.1271565,1.1246173,1.0920576,1.0294753,1.0213735,0.9773379,0.9006287,0.9448094,0.9671202,1.1157984,1.0442616,0.9480302,1.0679116,1.2166929,0.8379056,1.117811,0.9193175,1.1237187,0.0,0.95134217,1.1699439,0.90214914,0.992081,1.1579748,0.90121114,1.0398183,1.0189234,1.1079737,0.9556191,1.103376,0.9798352,0.8527574,1.1069882,1.0313295,1.0802251,1.044406,0.87915504,1.0479066,1.0335021,0.93539184,0.8527439,1.0083745,1.1203128,1.01843,1.0694911,0.87472683,1.12688,1.0837594,1.1975975,0.992875,0.91611695,1.1372327,1.0331833,1.1818366,1.0778949,1.0587556,1.0282352,1.0597398,0.90614176,0.6699351,1.049652,0.8886022,1.1048386,0.9471752,0.7504141,1.0041456,1.1060791,1.0947075,0.8968059,0.62344635,1.1567928,1.0288546,1.210213,1.1714438,0.9869199,1.0173157,1.0664058,0.7709593,1.1358142,1.0485754,0.83196664,1.0420492,0.80604386,1.133591,1.114534,0.8852589,1.1362851,1.0096517,1.0053794,1.0269524,1.2049617,1.0589677,1.1931888,1.1535344,1.1372079,0.9994002,1.0615789,1.0873954,0.8853102,1.0546519,1.1305865,1.072192,1.0632303,0.88051426,1.1140413,1.18275,1.1358732,0.6012821,1.0763278,0.9322723,1.0205091,1.0986203,0.8783351,1.0100124,1.0390998,1.1352054,1.0655768,1.086029
corn,1.0663384,1.1551095,0.7329849,0.7858105,1.1456633,1.1062877,0.98231953,0.5748602,1.0376287,1.2967407,1.2614105,0.9355232,1.1661397,1.1149253,1.1194277,1.0397952,0.989986,1.028649,1.0991498,0.6753176,1.0943341,1.0136757,1.1071899,1.2167113,0.7846412,1.2493018,1.168016,1.2228043,1.1876547,1.2299263,0.9270923,0.95134217,0.0,1.1347992,0.44250566,0.6792893,1.3246925,0.9840484,1.2523812,0.974703,1.2961276,1.0626225,1.0422581,0.7394755,0.8274592,1.1726722,1.0866745,0.6313636,0.87204653,1.2039884,0.92410165,1.1126256,0.83675104,1.1296754,1.2823958,0.73989224,0.8602559,1.1096935,0.5881743,0.92406434,0.924255,0.8172113,1.1640662,1.005448,1.0667738,0.92217976,1.0196835,1.1024069,1.2109317,1.2332654,0.82445383,0.96582276,0.81797516,1.064184,0.9892545,1.1688976,0.5968899,0.7646903,0.6828595,0.90385264,0.49251997,0.7486079,0.6228359,1.1087588,1.1566923,1.1540217,1.0292424,1.1816931,0.9163712,0.81392664,0.7583201,0.926073,1.1817833,0.8984715,1.145069,0.9867702,1.0162487,1.0828269,0.911121,1.3191063,0.99743575,1.0603446,0.90451294,1.1102018,1.0670258,1.0038531,0.87860423,1.248859,1.2741535,1.1662633,0.65570563,0.98782766,1.1056981,0.92535377,0.88822407,0.66077155,0.5674093,1.1916391,1.1259282,1.3363937,0.9527393,0.5991524,0.61272407,1.1250132,0.9459959,0.96488816,0.9756041,1.2465214,1.2981391,0.7661449,1.2344084
couch,1.0014225,1.2042242,1.3580866,1.012799,0.8381698,1.2262043,1.2547847,1.0175178,1.0348605,0.6959143,0.2807055,0.83809197,0.20461226,0.73951036,0.39700365,0.9458946,1.3153344,1.1699256,0.80565983,1.3460054,1.2690837,1.1312627,1.0985687,0.8595246,1.0429363,0.84681,0.30378997,1.2424347,0.7964792,0.79820764,1.2853228,1.1699439,1.1347992,0.0,0.84104055,1.306989,0.45554292,1.3584132,0.864408,1.0434705,0.82888967,1.0009085,0.77578235,1.27921,1.3730816,0.84575945,0.9188638,1.2844589,1.233393,1.0826553,1.2704558,1.1422485,1.1156303,0.91143477,0.8690443,1.3284211,1.2540562,0.9370469,1.13465,0.934391,1.0358044,1.2728851,0.9128824,0.879201,0.7709336,1.2858968,0.5709783,1.2116207,0.7710768,1.212673,1.272865,1.0701199,1.0627501,1.1035743,0.9207721,1.0236987,1.1732211,1.1762129,1.4112186,1.1340461,1.2345058,1.2845771,1.2193913,0.7678299,0.7698858,0.5862829,0.60811865,0.9290216,1.2690198,1.2805656,0.7838436,0.721718,1.0114135,1.2723079,0.86608946,1.1962761,0.6421655,1.0781298,1.3061696,0.7068335,1.0655555,0.82520086,1.3777077,0.62091154,1.1928313,0.6997279,1.344204,0.7765806,0.95697373,0.45332277,1.3828713,1.4142845,1.1613413,1.4110973,1.1477406,0.9500061,1.1150919,1.0505475,0.6396138,0.5593048,1.2612478,1.3552964,1.258826,1.1562054,1.0342331,1.1844544,0.8321807,0.87942183,0.8626583,1.3919444,0.8258354
cracker,0.7905317,1.192949,1.0170015,0.74603975,0.926821,1.1663536,1.2161198,0.46395063,1.1515365,0.9751741,0.8435538,0.9920918,0.7669449,0.8437754,0.7621354,0.91577786,1.3177766,1.189664,0.9328566,0.9266721,1.2135423,1.2175132,1.3161932,1.1730525,0.7562642,1.0983866,0.9298775,1.322243,0.9857657,1.1793582,1.0831556,0.90214914,0.44250566,0.84104055,0.0,1.0792558,0.9932554,1.3239294,1.0960921,0.9891759,1.1438098,1.0912796,0.7732016,1.0560905,1.0759532,1.065758,0.96949494,0.93553126,1.0227661,1.2335186,1.0191978,1.1209466,0.82250184,0.99367356,1.045098,1.1652505,1.0376681,1.0336037,0.6657282,0.9407073,0.82635057,1.1871632,1.0665684,0.8188523,0.8889174,1.1290997,0.81630456,1.2831398,1.1489998,1.453545,1.0796161,0.7644732,0.6987879,1.1719623,0.70649076,1.2768064,0.81482834,0.6429821,1.0906405,1.1437612,0.8578235,0.94423854,0.62577194,1.0296702,0.94652826,0.8738519,0.83896077,0.9993858,1.255904,1.1860787,0.47368354,0.9714686,1.2686365,1.036414,1.0239338,1.0856099,0.71876603,1.2627332,1.1284719,1.1247737,0.9173784,0.909598,1.1789281,0.84467584,1.0746228,0.8514472,1.209877,1.1723397,1.1827351,0.90022755,1.0371635,1.2998807,1.0714366,1.3098742,1.0573508,0.7823027,0.7017636,1.3045257,0.88189936,0.95688003,1.131176,0.9439529,0.76086235,1.119709,1.1290419,1.0697273,0.7921808,1.1404895,1.2363505,1.1229285,1.1713182
crayon,1.4347316,0.98573583,0.44116074,1.1792464,1.388957,0.906674,0.3332733,1.101777,0.62958026,1.4800327,1.51924,0.7355892,1.3532405,1.5075712,1.4405248,0.9919103,0.25070906,0.4129256,1.0925528,0.41597503,0.8007364,0.65611583,0.5501499,1.2213889,1.1271298,1.3927771,1.1474476,0.79390174,1.3671112,1.1070232,0.76205987,0.992081,0.6792893,1.306989,1.0792558,0.0,1.429384,0.31273055,1.3827434,0.9790381,1.299485,0.89348483,1.4069297,0.88864374,0.6184073,1.3544391,1.2745476,0.731621,0.525391,0.92859006,0.86494696,0.84538096,0.9599235,1.2910867,1.4064853,0.28710985,0.85860956,1.2731333,0.5681236,1.2469255,1.352906,0.5893233,1.2116497,1.2474653,1.4232836,0.7910292,1.4383042,0.27335668,1.140762,0.67437065,0.4538554,1.2576473,1.1680373,1.0103998,1.3380148,1.0174652,0.9322865,1.2096395,0.29532212,0.49363542,0.49996078,1.0566194,0.8886206,1.1134754,1.4442436,1.5640507,1.4322144,1.2816232,0.21761811,0.10362339,1.1359007,0.4877476,0.9202557,0.55428207,1.3554955,0.87255776,1.3052604,0.6151117,0.5722819,1.4109427,1.328575,1.3602269,0.46128464,1.5272717,1.0220227,1.3876367,0.2815305,1.2160292,1.0896554,1.3824356,0.40665227,0.40526497,1.1597071,0.39630407,0.3841617,0.7836461,0.59669626,1.0046018,1.504531,1.5496844,0.62845933,0.60067636,0.80118334,0.76392806,0.52739817,0.54730594,0.9703269,1.2529335,1.056182,0.345348,1.1386786
crib,0.8754249,1.1187737,1.466607,1.0480752,0.8190342,1.2161431,1.3200977,1.1084783,0.8819015,0.57155997,0.34377313,1.0296803,0.39910787,0.7010268,0.54696953,0.7978425,1.3299499,1.1629822,0.6239763,1.4621756,1.1510725,1.1094291,1.0889848,0.84571815,1.0806934,0.73228776,0.4910642,1.1757165,0.6705477,0.7851424,1.2016741,1.1579748,1.3246925,0.45554292,0.9932554,1.429384,0.0,1.3548505,0.8173994,1.1067,0.70151937,0.98489827,0.8251424,1.2778909,1.4741981,0.7846907,0.9382939,1.4428366,1.2997732,1.0401217,1.237205,1.0438688,1.091054,0.722494,0.530603,1.4167166,1.303561,0.88153774,1.2207571,1.0441158,1.0428264,1.3994825,0.84911317,0.7860608,0.76488906,1.2962782,0.7110867,1.2312132,0.5667686,1.1078713,1.3093971,1.0432119,1.1303569,1.1305298,0.9281855,0.93777424,1.2548033,1.2446632,1.5308682,1.2238774,1.4105172,1.3003681,1.3399749,0.7036898,0.7855108,0.68705237,0.77616954,0.7667521,1.2846757,1.3805006,0.9888073,1.062931,0.9733563,1.3011286,0.8394272,1.2470956,0.7610496,1.0758773,1.4015114,0.54495114,1.0028186,0.8575188,1.3248551,0.7049742,1.1144098,0.90087444,1.3878706,0.66100216,0.91753864,0.44201112,1.5122179,1.3870122,1.036418,1.433028,1.1744977,1.1073014,1.2627603,0.96945566,0.7162047,0.41702318,1.2541941,1.5381664,1.3368704,1.0378661,1.1240529,1.1677487,0.7233639,0.7961016,0.6951367,1.481063,0.6973262
cup,1.4462202,0.81542397,0.5348066,1.3063293,1.4837446,0.749285,0.35841608,1.1789166,0.53077376,1.4603983,1.5695001,0.8481076,1.4388813,1.5357387,1.5889137,1.0852675,0.09508586,0.2767669,0.96596193,0.49213088,0.8406671,0.24582136,0.3048377,1.1913999,1.3716753,1.355014,1.0973787,0.6068151,1.2644101,1.0134543,0.821908,0.90121114,0.9840484,1.3584132,1.3239294,0.31273055,1.3548505,0.0,1.2730844,0.9619559,1.1060605,0.84888566,1.4599648,0.9474134,0.5665322,1.351075,1.2781131,0.995012,0.58406603,0.8049575,0.9024224,0.8778945,0.9821019,1.2326206,1.2956859,0.4171955,0.8069279,1.1894956,0.82767785,1.27995,1.4677705,0.57108843,1.2182884,1.3540926,1.4985709,0.6025111,1.5316887,0.29540795,1.1228704,0.43981987,0.5957383,1.1345108,1.2495364,0.8520182,1.4611571,0.85614383,1.1027343,1.1992679,0.4801389,0.46627313,0.77421105,1.1060121,0.87156725,0.96756786,1.4684422,1.5990214,1.5016184,1.2365767,0.46412814,0.33661693,1.2846987,0.57934296,0.7161084,0.5108898,1.3371341,0.75407016,1.331785,0.4646083,0.5364208,1.2052789,1.2369502,1.3510656,0.5338348,1.5870721,0.9045497,1.447852,0.27285385,1.140531,0.86104876,1.4926889,0.4431796,0.2228136,1.0196643,0.28645903,0.504056,1.0258733,0.8362757,0.8150653,1.5591817,1.4813673,0.3583284,0.7617642,1.052966,0.91179305,0.53968674,0.5162301,0.89286625,1.2367017,0.9837944,0.50198996,1.0983906
dog,0.61232764,1.0342919,1.2462814,1.0228741,0.9005154,0.96562517,1.2136917,1.0257589,1.1846298,0.8550942,0.76208496,1.2726984,0.85081583,0.8377131,0.8885521,0.94501513,1.2783934,1.2555655,1.0059153,1.363672,1.1414001,1.2180251,1.2908943,0.82339257,1.1057097,0.34170723,1.0054413,1.063132,0.8403642,0.9349803,1.1692499,1.0398183,1.2523812,0.864408,1.0960921,1.3827434,0.8173994,1.2730844,0.0,0.87932014,0.95441437,1.1397295,0.83653754,1.11577,1.273644,0.9261496,0.7882408,1.3035655,1.0199157,0.91061586,1.1015241,1.056223,0.7212899,0.856906,0.7949796,1.2727025,1.0322495,0.92045987,1.2812366,0.82501787,0.93425846,1.2141821,0.50469196,0.8966033,0.9346695,1.0756971,0.8878089,1.2167989,0.98532355,1.0978336,1.2873961,0.93778837,1.0132078,1.0995169,0.9505911,0.94385433,1.1220733,1.0577251,1.309819,1.3396097,1.35308,1.1328894,1.1956544,1.03729,0.70668876,0.84449136,0.9064186,0.9128852,1.2717817,1.320014,0.9833046,1.2453132,0.99847054,1.2065986,0.33920598,1.0294973,0.9707939,1.1725547,1.1644382,0.8855379,0.95609224,0.9196306,1.2730386,0.830109,1.0625471,0.9747542,1.3462551,1.0307045,1.0326517,0.857802,1.3016825,1.2593822,1.016445,1.3090533,1.2330042,1.1806934,1.2438276,0.9261679,0.84331965,0.6767589,1.1520551,1.2754914,1.2038718,1.0853676,1.3245218,1.0765814,1.0523509,0.91125554,0.9732349,1.3283617,1.0490376
doll,1.054036,0.99485505,0.9358362,1.0609949,1.1508874,0.87505895,0.91106236,1.0319196,0.9598763,1.154081,1.0960817,1.1097852,1.0927578,0.9226156,1.1287304,0.86788195,0.90294373,1.0594677,0.89874005,1.0044838,1.0261091,0.9470348,1.0219705,1.0449378,1.1572647,1.0825793,1.052006,0.90776473,0.9720901,0.9768422,1.0701094,1.0189234,0.974703,1.0434705,0.9891759,0.9790381,1.1067,0.9619559,0.87932014,0.0,1.0112365,1.050931,1.002026,1.0054077,1.00932,1.1223863,0.9981902,1.0012865,1.0435946,0.9071102,1.0960016,0.84636325,0.73278743,0.9883884,1.0845476,1.0494118,0.86831224,1.1756094,0.8926147,0.9477662,1.0286641,0.7968734,0.8977663,1.1879879,0.9854208,0.81858075,1.1141593,1.0485444,0.9924319,0.9784377,1.0752845,1.0027109,1.0496912,0.973621,1.085665,0.9055385,1.0760572,1.0134509,0.9679786,0.91273767,1.0692573,1.029116,1.026441,1.0680802,1.0757987,1.018475,1.0588902,0.846268,1.052293,1.0233386,1.1460521,0.995411,0.9804787,1.0163935,0.9623925,0.8644147,1.0375948,0.91751945,0.94413936,1.0817164,1.1845436,0.97457814,0.976872,0.9682768,1.0293794,1.0721835,1.0029843,1.0900106,1.121038,1.1579443,0.95110434,0.90552247,1.0471207,1.0070184,1.103203,1.0431,0.87070656,0.89779097,1.0079217,1.0696887,0.86997765,0.94146913,1.0919608,1.062586,0.91667897,0.7073673,1.1062224,1.0782294,1.0118372,0.9961857,1.1094443
door,1.0929112,1.0573124,1.374591,1.192002,1.0435284,1.1450527,1.1369166,1.2895665,0.9344743,0.71302915,0.8718839,1.0314761,0.86476904,1.03951,1.0345242,1.0465173,1.0544528,1.0957566,0.759572,1.3148844,0.8158935,0.9271439,0.69824636,0.96964324,1.1552278,0.9084564,0.7061386,0.93627846,0.38566637,0.8943912,1.1051743,1.1079737,1.2961276,0.82888967,1.1438098,1.299485,0.70151937,1.1060605,0.95441437,1.0112365,0.0,0.6588742,0.8958931,1.1775537,1.1919932,0.9842651,1.0124534,1.3063396,1.1868113,1.0156826,1.19295,0.9802024,1.1548502,0.965315,0.82282174,1.2882235,1.2315605,0.81617343,1.2539092,1.0453515,1.1627123,1.1918484,1.0132368,1.1530243,1.07348,1.0187092,0.93337816,1.019967,0.614436,0.8261576,1.0719585,1.0441989,1.2873844,0.81249434,1.1998688,0.8550266,1.2720659,1.1061203,1.3411949,0.9200562,1.3456805,1.119508,1.2867668,0.63838863,0.9947888,0.92371976,0.8928803,0.85021293,1.2227187,1.2529478,1.1514617,1.0837502,0.8226481,1.2097548,1.0665963,1.2552102,0.9447981,0.8075391,1.1805863,0.25500816,0.92094886,0.9186832,0.9940411,0.96628004,1.0766366,1.0498767,1.0651606,0.39632702,0.6883704,1.013218,1.3332856,1.0453751,1.0518597,1.1429219,1.0718932,1.0057839,1.2261727,0.75593925,0.98385245,0.7522753,1.1370757,1.3606098,1.2306864,1.1701167,0.92687595,1.2373871,0.91921306,0.82378167,0.6225903,1.2785262,0.58118916
drawer,1.2148566,0.94122213,1.109863,1.1899768,1.2396928,1.0050447,0.9594812,1.1586989,0.6990342,0.85225,1.1766238,0.77352905,0.95807195,1.3396957,1.2241554,0.8542063,0.8994777,0.6565894,0.55783594,0.9246058,0.7539795,0.78678656,0.6975352,1.0861566,1.1206738,1.2453908,0.78148353,0.7597107,1.0879542,0.84512675,0.77784264,0.9556191,1.0626225,1.0009085,1.0912796,0.89348483,0.98489827,0.84888566,1.1397295,1.050931,0.6588742,0.0,1.2784411,1.0827819,0.7758256,1.1839402,1.216031,1.0449034,0.9835631,0.9876554,1.0014651,0.9086524,1.0261183,0.9014323,1.0780743,1.054945,1.0027957,1.0909178,0.8968946,1.2598052,1.1909581,1.1080633,1.1236327,1.0837772,1.2694845,0.9085778,1.2865522,0.83480316,0.8419627,0.6612619,1.0077006,1.0123867,1.2057947,0.8373988,1.1840428,0.9970768,1.120491,1.0513573,1.0434945,0.79939353,1.0876647,1.0275364,1.0731851,0.6229976,1.2402134,1.3148434,1.2437003,0.9020299,0.7118587,0.793611,1.1092315,0.76651365,0.9678773,0.6527728,1.2182692,1.1206712,1.0042949,0.56119525,0.91676646,0.8714229,1.1289505,1.0687493,0.76570046,1.3513169,0.8454939,1.2545862,0.8183856,0.89799976,0.45435768,1.2327046,0.88868403,0.80293494,0.9506565,0.8500728,0.9137685,0.9511338,0.9962676,0.92836577,1.3033919,1.0414506,0.77959234,1.0858352,1.0437341,1.156976,0.86350214,0.97564983,0.61009896,1.0928165,0.94258535,0.8718128,0.8901793
dress,0.79805136,1.1877422,1.3160157,0.7436077,0.63646436,1.3073043,1.3814924,0.98058516,1.3172064,0.82639843,0.69801784,0.9908764,0.70082486,0.5640114,0.6804642,1.0863904,1.4192634,1.450559,1.1061307,1.2770569,1.1992937,1.371537,1.28562,0.9570381,0.75625587,0.7948493,0.8952356,1.4169507,0.78648734,1.1390343,1.1550052,1.103376,1.0422581,0.77578235,0.7732016,1.4069297,0.8251424,1.4599648,0.83653754,1.002026,0.8958931,1.2784411,0.0,1.041898,1.3476684,0.87859434,0.8492294,1.0437826,1.1857479,1.2305562,1.0636841,1.1749856,1.1637721,0.9466143,0.79801786,1.2320546,1.1388787,0.7911235,1.1856154,0.75283265,0.71256495,1.1857716,0.9259222,0.8834335,0.7475335,1.0721596,0.48000908,1.3299015,0.896968,1.4308608,1.1310567,0.8622218,1.0069634,1.1217248,0.7397324,1.1390033,0.9704388,0.90000653,1.2578431,1.2703779,1.0638999,0.9778451,1.1009722,0.9890497,0.65352756,0.5303904,0.45743418,1.0132571,1.448777,1.4245365,0.7721719,1.2830073,1.1391306,1.468679,0.8509839,1.2287624,0.70375127,1.3630134,1.2692204,0.74432755,0.73606324,0.78285503,1.3833869,0.51131827,1.1682229,0.5106626,1.3923798,0.88815004,1.1422914,0.73910403,1.3434882,1.4394544,1.0221002,1.4194641,1.2174034,0.9661046,1.1829171,1.0999568,0.6290598,0.7197481,1.4457726,1.0926591,1.0036691,1.0458208,1.2458221,1.3857317,1.1099724,0.9298532,0.8853026,1.2941334,0.93237805
ear,1.1447371,0.9852046,0.7711645,0.86235434,1.0667648,1.0056908,1.0021114,1.0285443,1.1059059,1.27512,1.3318678,1.0188825,1.3320093,1.0860662,1.2344887,1.1854,0.94494385,1.1635051,1.3063524,0.8478718,0.95770985,1.077998,1.0308099,1.1318712,0.76898634,1.1287327,1.2720242,1.0978287,1.1757331,1.0895151,0.8095348,0.9798352,0.7394755,1.27921,1.0560905,0.88864374,1.2778909,0.9474134,1.11577,1.0054077,1.1775537,1.0827819,1.041898,0.0,0.8620566,1.1390686,1.0098919,0.46183538,0.94888884,1.1131743,0.7865661,1.0258358,1.0649539,1.116631,1.2234843,0.6699751,0.8253571,1.0960515,0.8967884,0.83136606,0.78224707,0.613181,1.1894224,1.0756482,1.0667993,0.95747006,1.1337209,1.0421919,1.1265557,1.0566653,0.83423734,1.0126853,0.95186764,0.96881443,0.9930292,1.0154042,0.44630927,0.8677425,0.62253416,0.92121154,0.49728698,0.3806445,0.84241724,1.205789,1.1076313,1.1560171,1.0892595,1.0567471,0.9771105,0.96748227,1.1419566,1.1247479,1.050831,1.0890894,1.1405058,0.8825052,1.1435513,1.0284325,0.94920623,1.2231815,0.9471826,1.0646737,0.88329226,1.1468859,0.9406772,0.95747155,0.88345116,1.1372588,1.1207925,1.2837791,0.73264843,0.909169,0.9503738,0.8852526,1.0754927,0.962203,0.95612335,1.039564,1.1830864,1.3486654,1.0474997,0.4650842,0.546373,1.0042235,0.9545211,1.0460716,1.3294349,1.1419001,1.1944411,0.6892361,1.123814
