,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pumpkin,1.0949942,0.8523694,0.4053663,1.012313,1.1995603,0.35052013,0.7006192,0.8182834,0.83560145,1.3281014,1.247729,1.1840229,1.2441213,1.2412338,1.2368498,1.0944316,0.8055184,0.91975164,1.0423093,0.72613174,1.1011984,0.85738,1.033662,1.057197,1.1116912,1.2187356,1.1868981,0.69499683,1.1609776,0.9029141,0.99823743,0.80604386,0.9867702,1.1962761,1.0856099,0.87255776,1.2470956,0.75407016,1.0294973,0.8644147,1.2552102,1.1206712,1.2287624,0.8825052,0.6765789,1.1154146,1.113276,0.93042916,0.9173938,0.7043739,0.9927524,0.9558014,0.8987936,1.0561883,1.206681,0.95474577,0.74393797,1.1904286,0.91174483,1.1031946,1.1380818,0.726635,1.0396091,1.1569723,1.2152663,0.8740123,1.3044698,0.99124724,1.180406,0.8777567,1.0712899,0.92055565,0.77450913,1.0450547,1.0952996,0.8638831,1.043639,0.79743946,0.7257395,0.9773194,1.0752319,0.9422831,0.46961796,1.2287308,1.1212264,1.2793531,1.2784315,1.1010948,0.95325005,0.9130873,0.98088115,0.98739064,0.9174746,0.7975716,0.9870791,0.0,1.1638962,0.9150177,0.6474572,1.3168268,1.2901113,1.1732355,1.0113791,1.2965856,0.8827063,1.1845964,0.9306265,1.2755854,1.1604358,1.1625707,0.7694871,0.73406005,0.9668492,0.70327175,1.0615455,1.2195524,0.8219726,0.87112606,1.2721956,1.2673411,0.55217695,0.80018055,1.0794082,1.034211,0.9923352,0.5354364,1.1952791,1.0950272,1.1634793,0.8197381,1.2680488
purse,0.8572086,1.013987,1.280593,0.9660244,0.82761014,1.1704223,1.3218462,0.89617157,1.0067601,0.8349029,0.70570296,0.61029816,0.49399048,0.6200856,0.5205861,1.0060184,1.3006073,1.2626126,0.7566997,1.1736189,1.0446535,1.0437104,1.1272486,1.036768,0.82495445,0.96537805,0.54823554,1.2735567,1.0263541,1.0495375,1.0283928,1.133591,1.0162487,0.6421655,0.71876603,1.3052604,0.7610496,1.331785,0.9707939,1.0375948,0.9447981,1.0042949,0.70375127,1.1435513,1.218698,0.9597044,1.0974202,1.0788908,1.2187451,1.2138066,1.0011654,1.1053494,1.016171,1.0146859,1.000877,1.3607421,0.95093095,0.9857722,0.915365,1.0684614,0.8661901,1.1838961,1.0327468,0.8290453,0.7851688,1.2609602,0.6510841,1.3410764,0.90595573,1.3668768,1.1949444,0.84587544,0.84883463,0.956391,0.59108454,1.0438353,1.0755382,1.0003327,1.3891759,1.014258,1.1106448,1.120629,1.0254627,0.8868224,0.9109123,0.6718248,0.62872493,0.9679938,1.216001,1.3227334,0.734931,0.87628424,1.205992,1.2704785,1.0861741,1.1638962,0.0,1.1176977,1.1984937,0.9897874,0.86975384,0.71204233,1.2043967,0.7102509,0.91464984,0.5716089,1.3005769,0.9570873,0.9504181,0.805756,1.1745232,1.2788875,0.8776829,1.3445916,1.3279376,1.0636456,1.0515927,1.0042924,0.7619851,0.8602852,1.1759329,1.193116,0.9940316,1.0403814,0.9181835,1.1576313,0.8411596,0.9967024,0.9130473,1.1497152,1.1301112
radio,1.3672417,0.8325689,0.8315459,1.3624917,1.4636322,0.880206,0.61749554,1.2816286,0.48395807,1.3127829,1.3763822,0.7715866,1.1940354,1.5071123,1.4301275,0.92138225,0.43929422,0.47051787,0.71345156,0.72249615,0.83896965,0.50908494,0.43323874,1.0694103,1.4534767,1.2488261,0.76299274,0.6218076,1.1103482,0.88345003,0.84399885,1.114534,1.0828269,1.0781298,1.2627332,0.6151117,1.0758773,0.4646083,1.1725547,0.91751945,0.8075391,0.56119525,1.3630134,1.0284325,0.7730827,1.2328683,1.2207562,1.1341914,0.77313167,0.8376872,1.0567588,0.7825168,0.8983178,1.1714528,1.1608001,0.7475661,0.8243141,1.1309639,0.9119839,1.243001,1.468841,0.6870208,1.1370465,1.3071747,1.3692912,0.66007584,1.4095833,0.5468881,0.97080594,0.47630697,0.8636937,1.1490262,1.3902153,0.9016614,1.4555583,0.68779504,1.2092808,1.2843711,0.81647104,0.59828883,0.98799294,1.2084684,1.1049432,0.56128216,1.3708427,1.4572502,1.3963484,1.0681872,0.53663963,0.546775,1.2692728,0.52696925,0.69948083,0.6077968,1.2827351,0.9150177,1.1176977,0.0,0.7352549,0.9494835,1.3290567,1.2380095,0.632801,1.4342861,0.83313155,1.4376389,0.49621958,1.0582649,0.723936,1.4033264,0.6024101,0.53711164,0.9966355,0.51746047,0.6955809,1.0077896,0.8182609,0.6283404,1.4120998,1.2778128,0.6060674,1.0001136,1.1812143,1.2005188,0.64992225,0.69088924,0.7249659,1.0999382,0.95979977,0.7328763,0.9522709
raisin,1.2435547,1.0227575,0.49268126,1.1175225,1.3196688,0.7009135,0.5112201,1.0489283,0.8215319,1.3684078,1.4122654,0.9080591,1.351954,1.3977128,1.3517138,1.1678939,0.5841689,0.7264071,1.1371555,0.49488163,0.94295096,0.74338645,0.77243614,1.1225629,1.1832886,1.2473769,1.2124887,0.6884624,1.2035812,1.0508685,0.8786007,0.8852589,0.911121,1.3061696,1.1284719,0.5722819,1.4015114,0.5364208,1.1644382,0.94413936,1.1805863,0.91676646,1.2692204,0.94920623,0.5745638,1.1839902,1.1431828,0.8668295,0.73473847,0.9062103,1.0394434,0.9818958,0.8975369,1.1830804,1.2804552,0.64863485,0.99997926,1.1573458,0.89554405,1.1063424,1.2161183,0.62812734,1.1289546,1.2393705,1.2888162,0.82253885,1.3613818,0.6452317,1.2354332,0.75061953,0.85927004,1.0268767,0.9449589,1.0680358,1.2677815,1.0350028,0.9528152,0.9562085,0.49436408,0.9040271,0.79728925,0.9772905,0.68817306,1.0377777,1.221133,1.3710762,1.3418679,1.2137496,0.6698343,0.58848083,1.069283,0.856649,1.0248352,0.6732279,1.1968925,0.6474572,1.1984937,0.7352549,0.0,1.2745551,1.0816627,1.1864364,0.6096201,1.3332505,1.0026594,1.2895607,0.5791229,1.2296594,0.9889514,1.3881835,0.624792,0.41716117,1.1639609,0.5507713,0.73094666,0.9413371,0.6842785,1.0742276,1.2919946,1.3837874,0.60211366,0.7740296,0.96920425,1.1468192,0.9378121,0.69883347,1.0630496,1.1572142,1.1520396,0.6422121,1.1704274
refrigerator,0.97000355,1.1085808,1.4732265,1.07645,0.8683641,1.2730298,1.264956,1.2004459,1.1172812,0.5339664,0.6522163,1.1247201,0.7685933,0.88265234,0.85062194,1.0503719,1.1767491,1.1270031,0.830663,1.4486015,1.0371991,0.95564103,0.822812,0.83103263,1.1278783,0.7877225,0.67016995,1.090034,0.4305011,0.9554744,1.2156075,1.1362851,1.3191063,0.7068335,1.1247737,1.4109427,0.54495114,1.2052789,0.8855379,1.0817164,0.25500816,0.8714229,0.74432755,1.2231815,1.373089,0.8141124,0.9160496,1.3723853,1.2382154,1.0602609,1.2432253,0.9648077,1.2124809,0.9362986,0.6350547,1.3345517,1.3203874,0.72537214,1.3525441,0.9762872,1.0695155,1.3263545,0.9596949,0.98803043,0.91389394,1.0250903,0.79077184,1.1024017,0.65843743,0.94022495,1.2102053,1.0593272,1.2188629,0.94379807,1.118831,0.9072957,1.2417926,1.1827692,1.4413238,1.1095697,1.4070344,1.1940993,1.3464165,0.43006563,0.8504096,0.7810759,0.79585624,0.8926497,1.3013352,1.333013,1.0011171,1.1832248,0.8743836,1.2562559,0.92250884,1.3168268,0.9897874,0.9494835,1.2745551,0.0,0.91982925,0.9160481,1.2155006,0.7787114,1.1679373,0.9645705,1.2415501,0.42232424,0.70407313,0.7628742,1.4926825,1.2429876,1.0847386,1.2630243,1.0746841,1.0773809,1.3248594,0.85624254,0.81630623,0.56415737,1.257582,1.449216,1.2941744,1.1212311,1.1016424,1.319541,0.91994166,0.7937937,0.6118597,1.4525852,0.58886164
rooster,0.899253,1.1107793,1.179129,0.86211133,0.8348466,1.0884933,1.2202214,0.9178062,1.272884,0.83339155,0.9634449,1.0365028,0.9400233,0.8390523,0.87394255,1.1010466,1.2992723,1.2188487,1.1292113,1.1366947,1.0456188,1.0796621,1.1367543,0.9656767,0.7287448,0.825003,1.0808173,1.2042608,0.9591492,1.0454111,1.0140959,1.0096517,0.99743575,1.0655555,0.9173784,1.328575,1.0028186,1.2369502,0.95609224,1.1845436,0.92094886,1.1289505,0.73606324,0.9471826,1.0556391,0.9359669,0.8862253,0.9201884,1.055853,1.2293183,1.0080885,1.1837745,1.1475204,0.9741232,0.9406003,1.1098891,1.1966497,0.80413485,1.1001637,0.7848364,0.6929647,1.0445292,1.0279808,0.8492328,0.88469136,1.200418,0.8604831,1.2694733,1.0015626,1.2657418,1.0918958,0.79152465,0.8830137,0.9278375,0.7682009,1.1683943,0.82416546,0.78007066,1.1258905,1.2284653,0.9542002,0.7506931,0.9155147,1.0238107,0.77977926,0.82463515,0.8522322,1.0100578,1.3086509,1.337204,0.9573023,1.294636,1.1233544,1.1366221,1.0541506,1.2901113,0.86975384,1.3290567,1.0816627,0.91982925,0.0,0.82375216,1.1179287,0.8309808,1.0737087,0.747921,1.1802168,0.9512926,0.9571693,0.98137075,1.2056435,1.2510723,0.96685493,1.1911688,1.2393365,0.90261453,1.1246696,1.1846637,0.8673016,0.85135365,1.241094,1.0242664,0.7597668,1.0008116,1.2209632,1.3657916,0.96513826,0.93932825,1.0484519,1.1728555,0.9236087
scarf,0.822005,1.1114796,1.3001759,0.9340556,0.86341596,1.173078,1.3334668,0.98221105,1.2380689,0.83845186,0.69367325,0.88675046,0.7822715,0.6634379,0.61835504,0.9883853,1.3648841,1.380285,1.0385157,1.1960939,1.1684066,1.2768298,1.3042257,0.9459824,0.8203694,0.8238096,0.97781295,1.2397873,0.9039587,1.1464548,1.1604002,1.0053794,1.0603446,0.82520086,0.909598,1.3602269,0.8575188,1.3510656,0.9196306,0.97457814,0.9186832,1.0687493,0.78285503,1.0646737,1.2781045,0.65173125,0.9805393,1.0343648,1.182364,1.1742601,1.093358,1.0819438,0.9541822,0.9203522,0.92412233,1.2529192,1.1144274,1.0492073,1.1520443,0.98339057,0.8199733,1.1701498,0.9661095,0.85965383,0.6050251,1.1141975,0.6390704,1.3551455,0.97739965,1.3322529,1.1812462,0.90087205,0.8956663,1.1496885,0.7910012,0.9646742,1.0709354,0.96553004,1.2233893,1.2392522,1.0251911,1.0257083,1.1139896,0.9660083,0.7734742,0.5958699,0.65944934,0.90664846,1.3016769,1.338532,0.9626072,1.2388328,1.1846845,1.2926877,0.9926434,1.1732355,0.71204233,1.2380095,1.1864364,0.9160481,0.82375216,0.0,1.2130243,0.66676575,1.0325998,0.73282635,1.3042598,0.9562646,1.1140271,0.75741357,1.1975859,1.2550973,0.97380364,1.2896369,1.2455269,1.0323207,1.1279032,0.9875642,0.58720887,0.79647994,1.2729948,1.1859655,0.9946724,0.9577788,1.192739,1.2269781,1.0818167,0.9894184,1.00491,1.1087166,0.97934955
scissors,1.2422968,0.90174514,0.8181459,1.3170335,1.3206593,0.9949697,0.6257774,1.1630177,0.7607537,1.3392898,1.5016443,0.7909734,1.3975443,1.4177942,1.4479052,1.1600091,0.47915596,0.69976044,1.1482142,0.57646734,0.49067414,0.723562,0.5433444,1.2541373,0.97675043,1.1873304,1.0933833,0.7228954,1.2561417,1.1102333,0.6825361,1.0269524,0.90451294,1.3777077,1.1789281,0.46128464,1.3248551,0.5338348,1.2730386,0.976872,0.9940411,0.76570046,1.3833869,0.88329226,0.70405436,1.2462052,1.294831,0.8302927,0.77306587,0.9841279,0.83033085,0.7363014,0.9011307,1.2668495,1.3061147,0.6623709,0.83755565,1.2475625,0.8836064,1.2820313,1.2635851,0.71925724,1.1377239,1.0631016,1.4375165,0.7257315,1.3017061,0.49019963,1.0161594,0.60497385,0.51942426,1.1169524,1.2076782,0.7972737,1.2321095,0.9648102,1.0766093,1.1682258,0.6640165,0.47870207,0.7472515,1.0269874,1.0132557,1.0110848,1.3917425,1.4992282,1.2716041,1.1565093,0.42929792,0.5161995,1.2691407,0.7322109,0.8621968,0.7107052,1.3022561,1.0113791,1.2043967,0.632801,0.6096201,1.2155006,1.1179287,1.2130243,0.0,1.4854376,0.9001812,1.2966858,0.2562191,1.0678823,0.8806688,1.4158659,0.5356506,0.39334792,1.023269,0.44814014,0.65066147,0.8393908,0.7504947,0.8882658,1.4525838,1.416739,0.80460775,0.82254505,0.9267464,0.94175816,0.5440634,0.86148334,0.9484181,1.1615613,0.80812883,0.5170677,1.0372368
shirt,0.74884343,1.2782553,1.4178646,0.82007533,0.5608383,1.3363091,1.4378115,0.9934296,1.4266357,0.6662585,0.41536272,1.0052918,0.6233782,0.2570734,0.34908307,0.97429067,1.5390612,1.4922237,1.1339782,1.5046749,1.3089082,1.433044,1.4209948,0.82683,0.8165071,0.6980294,0.9299166,1.3959892,0.73414534,1.1419039,1.3435124,1.2049617,1.1102018,0.62091154,0.84467584,1.5272717,0.7049742,1.5870721,0.830109,0.9682768,0.96628004,1.3513169,0.51131827,1.1468859,1.4681962,0.5490996,0.5824256,1.1434536,1.3571205,1.2418836,1.1680886,1.1979922,1.1394219,0.91970676,0.63525647,1.3408881,1.3058647,0.8276294,1.2781992,0.61352086,0.6439464,1.2643293,0.89290476,0.7415616,0.18718195,1.2506759,0.2869264,1.4155052,1.0223398,1.4670997,1.2554029,1.0428414,0.92469853,1.1852657,0.7441263,1.142105,0.97326076,1.0602957,1.3771154,1.427733,1.100754,1.0263958,1.2821631,0.9803186,0.64987534,0.08436048,0.33831584,0.86089844,1.5084814,1.498837,0.885635,1.2960442,1.2200924,1.5381219,0.7831259,1.2965856,0.7102509,1.4342861,1.3332505,0.7787114,0.8309808,0.66676575,1.4854376,0.0,1.2782032,0.37093604,1.5364866,0.87894976,1.2266191,0.5076623,1.5309167,1.5624362,1.1464839,1.5623432,1.2531322,1.0327506,1.2728975,1.2236328,0.083640516,0.5777589,1.5121818,1.2678263,1.0881032,1.0107813,1.3611803,1.4258455,1.1859134,0.7951273,1.0361577,1.474427,0.9703654
shoe,1.0394204,0.17318946,1.0503932,1.060736,1.0566872,0.76275104,1.039849,1.0831066,0.85774195,1.16379,1.2349159,0.97292566,1.2044427,1.1731219,1.2314587,0.9717679,0.9546836,0.96218157,0.9256455,0.98924214,0.9517481,0.8372034,0.94399637,1.0243518,1.1161456,1.1792988,1.0516108,0.7263497,1.1345255,1.0257107,0.6156219,1.0589677,1.0670258,1.1928313,1.0746228,1.0220227,1.1144098,0.9045497,1.0625471,1.0293794,1.0766366,0.8454939,1.1682229,0.9406772,0.8513272,1.0971574,1.2345964,0.8577311,1.0977293,0.9067425,0.41640574,0.8216293,0.8797243,1.0799806,1.1604111,1.1182321,0.386007,1.0739093,0.88108444,1.2379682,1.0209081,0.90880847,1.1465896,1.1368077,1.1510248,0.8980642,1.2133741,1.0932673,1.1093681,0.8644466,1.0804125,1.024704,1.0485345,0.87798524,0.81831795,0.8005537,1.0535924,1.012433,1.0976089,0.82643265,1.0932401,1.0335777,1.0418758,1.0168966,1.1723295,1.2450029,1.2239704,0.8978466,0.8861157,0.9938738,1.1043999,0.9571786,0.96099716,0.8780868,1.1265421,0.8827063,0.91464984,0.83313155,1.0026594,1.1679373,1.0737087,1.0325998,0.9001812,1.2782032,0.0,1.1994069,0.94250876,1.1628126,0.9592211,1.1721315,0.4607851,0.8688079,0.08489275,0.7865485,1.1966784,1.1542616,1.0771364,0.75455964,1.2318425,1.2093002,0.7841695,0.80711687,1.0286906,0.947779,0.85574794,0.88622797,1.0477948,1.1217993,0.99670213,0.7466676,1.0962781
shorts,0.90878177,1.1962727,1.2565725,0.757413,0.52181613,1.3633517,1.4092729,0.9857098,1.3295617,0.8556478,0.6493827,0.6844069,0.6577387,0.3215779,0.42861313,1.1851915,1.397989,1.4865327,1.2290511,1.2118846,1.1337675,1.3253664,1.1916349,1.0410322,0.59562457,0.8336889,0.8740758,1.4498738,1.0151856,1.1785827,1.1497773,1.1931888,1.0038531,0.6997279,0.8514472,1.3876367,0.90087444,1.447852,0.9747542,1.0721835,1.0498767,1.2545862,0.5106626,0.95747155,1.2590556,0.7297313,0.8479621,0.82931155,1.2690965,1.3301868,0.9860138,1.2871406,1.3138807,1.0262617,1.0140109,1.1948466,1.0765941,1.024944,1.2117509,0.7676872,0.5692586,1.1325607,1.0532339,0.8612584,0.514984,1.2323221,0.28743064,1.343329,1.0283086,1.5044372,0.94144815,0.85144997,0.90915793,0.98156166,0.7058197,1.1904573,0.84173036,0.91008914,1.2413857,1.0824112,0.8804765,0.86441207,1.0561209,1.0557905,0.8261713,0.316584,0.20303595,1.0712372,1.4173174,1.384194,0.9223555,1.098952,1.2726275,1.4748504,0.9098349,1.1845964,0.5716089,1.4376389,1.2895607,0.9645705,0.747921,0.73282635,1.2966858,0.37093604,1.1994069,0.0,1.2961954,0.88491106,1.1554039,0.72985446,1.2937794,1.4238024,1.0472305,1.3753406,1.2619936,0.87719256,1.1741036,1.2028606,0.4479016,0.8753338,1.4936868,0.9587898,0.8755349,0.963168,1.0377467,1.4998138,1.1816,0.9405154,1.0388905,1.1738178,1.0072978
shovel,1.4321845,0.87710875,0.6266188,1.3849719,1.4463462,1.0149794,0.44931012,1.2560128,0.6359668,1.4898046,1.547358,0.60394853,1.4564154,1.5140951,1.5186079,1.1793069,0.22263712,0.4199754,1.1746578,0.3497976,0.6728215,0.54830635,0.33835316,1.2463287,1.1802874,1.2517582,1.0623767,0.7828127,1.2911763,1.0955611,0.70835376,1.1535344,0.87860423,1.344204,1.209877,0.2815305,1.3878706,0.27285385,1.3462551,1.0029843,1.0651606,0.8183856,1.3923798,0.88345116,0.5532168,1.297118,1.3317864,0.757205,0.52907705,0.97427166,0.8909419,0.88915384,0.96952504,1.3946109,1.3647231,0.35142088,0.79079854,1.1937982,0.92095035,1.2471933,1.4027689,0.5035791,1.2358141,1.3566431,1.4919071,0.580384,1.3900923,0.22208756,1.108601,0.50906664,0.38161314,1.1210473,1.3284113,0.76075375,1.4868891,0.93725085,1.0729786,1.1514837,0.43887103,0.33785117,0.5343623,1.0627245,0.94409204,0.9777223,1.4243221,1.5472035,1.3453698,1.3159221,0.40937293,0.3024711,1.3662485,0.50489885,0.77817464,0.582526,1.3613243,0.9306265,1.3005769,0.49621958,0.5791229,1.2415501,1.1802168,1.3042598,0.2562191,1.5364866,0.94250876,1.2961954,0.0,1.0878115,0.8785986,1.5296586,0.34314263,0.35118592,1.0882068,0.17059654,0.38838238,0.8201027,0.66583496,0.85141885,1.528223,1.5208032,0.7717211,0.64415693,0.8791938,1.0030301,0.4571244,0.7953371,0.8879299,1.2612991,0.98116416,0.33541268,1.0453436
shower,1.1427372,1.1190815,1.3217597,1.0861701,0.8752672,1.2928512,1.1647794,1.1874919,1.0517436,0.51023054,0.6632073,1.0205082,0.8184401,0.8355715,0.78907716,1.097246,1.0983398,1.0634582,0.96242785,1.2608744,0.957214,1.0405655,0.832199,0.93226665,1.0548029,0.7350095,0.8472629,1.140518,0.5901715,0.95103353,1.1807917,1.1372079,1.248859,0.7765806,1.1723397,1.2160292,0.66100216,1.140531,1.0307045,1.0900106,0.39632702,0.89799976,0.88815004,1.1372588,1.2494898,0.8570721,0.94130015,1.1780097,1.1974064,1.1147088,1.1733226,1.1309252,1.316906,0.97833925,0.7942141,1.0884143,1.293219,0.77594215,1.308697,0.99901175,1.0373337,1.1987641,0.9811405,1.0621855,0.94109935,1.1656322,0.8340573,0.9602848,0.77050817,1.0185394,1.0070926,1.1943504,1.15732,0.84772813,1.0880299,0.9902197,1.1603801,1.2206563,1.2354393,0.94903165,1.1851604,1.1245502,1.2658873,0.80089104,0.9383821,0.8087281,0.8187336,0.99198484,1.2070737,1.1715863,1.1378913,1.1039746,0.970466,1.2875547,0.95738965,1.2755854,0.9570873,1.0582649,1.2296594,0.42232424,0.9512926,0.9562646,1.0678823,0.87894976,1.1628126,0.88491106,1.0878115,0.0,0.7425212,0.79342186,1.3173573,1.137592,1.0842549,1.2012627,1.000094,1.006251,1.2951869,0.95290875,0.8873156,0.71989805,1.2638798,1.2921116,1.153596,0.9618931,0.91507995,1.2866538,1.0580205,0.7789972,0.7249669,1.1996758,0.5203977
sink,1.0839916,0.9620288,1.2158366,1.2374928,1.095351,1.0550299,1.046627,1.128142,0.8770009,0.5021988,1.0170344,0.80843514,0.91107035,1.2047437,1.1028302,1.0485382,0.9484688,0.6625397,0.74247265,1.0741146,0.8060452,0.65212595,0.6962495,1.0086576,1.0560553,1.0292569,0.67644536,0.86749005,1.0613165,0.8157808,0.87844574,0.9994002,1.2741535,0.95697373,1.1827351,1.0896554,0.91753864,0.86104876,1.0326517,1.121038,0.6883704,0.45435768,1.1422914,1.1207925,0.8855255,1.1130394,1.1724429,1.1564015,1.0024108,0.98220795,1.1394883,0.987385,1.0342305,0.9162716,0.94281894,1.1443441,1.0955701,0.8591756,1.1216495,1.2054683,1.1363592,1.1602355,1.071122,0.9951525,1.2683331,0.95908034,1.2261451,0.8504312,0.80104786,0.66960186,1.1013142,0.93976945,1.1835055,0.800534,1.1429045,0.95920897,1.221857,1.0274339,1.2181257,0.8674792,1.2403032,1.0951515,1.0621471,0.61679715,1.0546635,1.2215652,1.1849564,0.9851973,0.8800598,0.97325546,1.0649968,0.8504771,0.8804547,0.7011611,1.1328957,1.1604358,0.9504181,0.723936,0.9889514,0.70407313,0.9571693,1.1140271,0.8806688,1.2266191,0.9592211,1.1554039,0.8785986,0.7425212,0.0,1.1349618,1.1080838,0.9170437,1.0110667,0.90846354,1.011744,1.091747,1.1347885,0.87950635,1.2380626,0.8515717,0.8731308,1.2460405,1.1202881,1.1258115,0.91200805,1.0730174,0.52286124,1.0252537,0.74551797,1.048952,0.8333428
slide,0.76730597,1.1892362,1.3539771,0.8439213,0.60329133,1.1778979,1.3884089,0.8467414,1.2961462,0.48361754,0.21281528,1.1287621,0.38858747,0.5303006,0.3507862,0.8532071,1.5039043,1.3277441,0.93636364,1.4937279,1.3447506,1.3547539,1.4284207,0.77516687,0.8228914,0.8143097,0.6975768,1.3245212,0.7674123,0.9883984,1.36446,1.0615789,1.1662633,0.45332277,0.90022755,1.3824356,0.44201112,1.4926889,0.857802,1.1579443,1.013218,1.2327046,0.73910403,1.2837791,1.4188881,0.6421102,0.787828,1.292133,1.3864701,1.1650984,1.2164735,1.1458344,1.1458292,0.71737015,0.5956644,1.3784704,1.3058422,0.88335925,1.1878643,0.93367916,0.8514389,1.4611197,0.8629571,0.59497315,0.53852963,1.3490193,0.4916029,1.3467485,0.7630513,1.3260317,1.3814604,1.1614243,0.8861809,1.283602,0.73798406,1.140026,1.1240178,1.2022939,1.4305599,1.4250078,1.294579,1.1949658,1.2443376,1.0374355,0.74319524,0.4851566,0.6246339,0.8506738,1.3068773,1.3768983,0.7475546,1.2108406,1.2071342,1.3858352,0.695986,1.1625707,0.805756,1.4033264,1.3881835,0.7628742,0.98137075,0.75741357,1.4158659,0.5076623,1.1721315,0.72985446,1.5296586,0.79342186,1.1349618,0.0,1.5019403,1.4803221,1.0484135,1.5010426,1.174626,1.1108973,1.2901014,1.2024522,0.50851333,0.35413766,1.2901518,1.386667,1.1993467,0.7812828,1.3319345,1.1372489,1.0024048,0.77349746,0.7865182,1.4419272,0.85567945
slipper,1.3712721,0.538627,0.56856084,1.1753621,1.3935176,0.82961076,0.5948803,1.0986942,0.71523196,1.5769973,1.5928785,0.72027874,1.4717411,1.4574163,1.5215179,1.1178198,0.4541844,0.6535321,1.1588848,0.37019444,0.92283857,0.6871921,0.6984786,1.2462162,1.1593144,1.3540056,1.2280432,0.7808073,1.3843578,1.1994733,0.621552,1.0873954,0.65570563,1.3828713,1.0371635,0.40665227,1.5122179,0.4431796,1.3016825,0.95110434,1.3332856,0.88868403,1.3434882,0.73264843,0.53566694,1.337505,1.2668931,0.58915925,0.6414559,0.9879242,0.54118454,0.9068009,0.8304062,1.3247693,1.4550487,0.42966342,0.43663585,1.2611521,0.75307995,1.1746764,1.219859,0.46188504,1.2738552,1.3473479,1.4061133,0.5918753,1.4003245,0.6457462,1.2895975,0.74906695,0.6228346,1.0594938,1.1564952,0.9070224,1.2259023,0.9086557,0.804264,0.979485,0.40492725,0.53704345,0.46364272,0.88979524,0.83974934,1.1456724,1.379822,1.5257319,1.3798556,1.2727101,0.5290265,0.42632264,1.2543586,0.66841894,0.95263976,0.6161081,1.3145221,0.7694871,1.1745232,0.6024101,0.624792,1.4926825,1.2056435,1.1975859,0.5356506,1.5309167,0.4607851,1.2937794,0.34314263,1.3173573,1.1080838,1.5019403,0.0,0.4326197,0.6348392,0.30299866,0.66698384,0.87968,0.65574604,0.85117984,1.5020084,1.6308336,0.6733377,0.35405254,0.7297425,1.0157698,0.6363256,0.6765105,1.0326849,1.331587,1.201882,0.26698732,1.2729197
soap,1.3954195,0.8384491,0.5622646,1.3108685,1.4220998,0.7047665,0.4034472,1.1816525,0.5778609,1.427471,1.5921755,0.8947681,1.4153314,1.5016557,1.5871339,1.1514028,0.24804103,0.55896914,0.98688954,0.46703815,0.68843544,0.44624972,0.45519292,1.2805662,1.2669436,1.3568385,1.1782756,0.5790349,1.2421049,1.0757167,0.7582121,0.8853102,0.98782766,1.4142845,1.2998807,0.40526497,1.3870122,0.2228136,1.2593822,0.90552247,1.0453751,0.80293494,1.4394544,0.909169,0.5617111,1.3722022,1.260654,0.9389629,0.7354795,0.83832264,0.8802,0.8004123,0.9625512,1.2280252,1.3283768,0.5638583,0.7619545,1.2175386,0.8132477,1.2604485,1.4166216,0.5963206,1.1795443,1.3465558,1.4968088,0.5835291,1.4870808,0.5178659,1.1121533,0.5215418,0.6252665,1.0903032,1.1369238,0.9011661,1.3692716,0.86527807,1.073865,1.0764246,0.49057353,0.5383447,0.80699295,1.0319736,0.8545482,1.0747565,1.4636863,1.565751,1.4536904,1.2751076,0.5143255,0.44188648,1.2707071,0.76861703,0.801777,0.6156539,1.3257937,0.73406005,1.2788875,0.53711164,0.41716117,1.2429876,1.2510723,1.2550973,0.39334792,1.5624362,0.8688079,1.4238024,0.35118592,1.137592,0.9170437,1.4803221,0.4326197,0.0,1.0148503,0.33142865,0.59993166,0.9593842,0.81084806,0.83618474,1.5396091,1.5252541,0.39543456,0.74161977,1.0016615,0.9553471,0.5902736,0.5178865,0.99809796,1.1903086,0.908749,0.48188102,1.1328694
